Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),OX(20),OCX(21),COX(32),CH3X(22),HX(19),H2X(31),C2H6X(34),HOX(23),CH2X(58),CHX(26),C2H5X(33),C3H8X(38),CXHO(27),C2H4OX(44)
0.2678922909668096,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22473800955122897,0.09995335845197803,1.6036049621159648e-37,0.083672202615909311,1.667689703433678e-15,3.7297630868166538e-07,0.016296429911326321,2.9460712329403979e-06,2.2366937352846293e-14,6.666880407043099e-06,1.8353780082923764e-12,1.3876301247878501e-12,3.7546843110469572e-09,4.1436039525438449e-16,1.9942246053627694e-15,2.0502788845636397e-13,1.794054279756951e-23,0.0,3.2745154407744517e-05,2.7370025828705969e-05,0.01629909963491958,4.7960099984929014e-14,5.3251696335340946e-06,1.7046285550767535e-10,1.713717546508215e-05,1.2210825897572379e-10,9.666899946611169e-10,3.6518405266516551e-13,2.4341354239415943e-12,2.6406274548160743e-11,4.1985963706049768e-16,6.050959063456315e-16,5.2986497387504535e-19,6.7274378389625431e-17
0.26874620064400806,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22469367309059649,0.099953353830566652,1.6129761670147327e-37,0.0836278895382363,1.6771422580937019e-15,3.7399918158707322e-07,0.01634075313625372,2.9538277979575694e-06,2.2395509648179943e-14,6.6587502422309429e-06,1.8447896076264272e-12,1.3895343006837242e-12,3.7598020279332912e-09,4.1563339465872284e-16,1.9940393857055872e-15,2.0563754839767463e-13,1.8018173175842827e-23,0.0,3.273869290869905e-05,2.7350133854851971e-05,0.0163434289192338,4.8081055052837015e-14,5.338599683346975e-06,1.7022139066833665e-10,1.7157272898190135e-05,1.2241898042698102e-10,9.6904393352445025e-10,3.6667902668517305e-13,2.4273416908018342e-12,2.629643791231093e-11,4.2034896870850844e-16,6.0807878007443527e-16,5.2971123784073197e-19,6.7461110478620413e-17
0.2696001103212065,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22464937759932405,0.099953349224710969,1.6223696905138342e-37,0.083583617385474193,1.6866190188891152e-15,3.7502207877937566e-07,0.016385035424948326,2.9615624490322755e-06,2.2424072379280691e-14,6.6506478088600071e-06,1.8541987891386666e-12,1.3914359110622119e-12,3.7648831766980055e-09,4.1690569175716054e-16,1.9938574989058188e-15,2.0624616815344242e-13,1.8095886943565382e-23,0.0,3.2732237384730001e-05,2.7330265966163838e-05,0.016387717259898699,4.8201847016792887e-14,5.3520116231769012e-06,1.6998074762297408e-10,1.7177332676927139e-05,1.2272960008084856e-10,9.7138985757019551e-10,3.6817512718307541e-13,2.4205830164246447e-12,2.618732961536482e-11,4.2083406378868089e-16,6.1105974416983203e-16,5.2955850189506932e-19,6.7647434800049047e-17
0.27036862903068515,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22460954663648672,0.099953345092637758,1.630842912054183e-37,0.083543807389439187,1.6951687866214579e-15,3.7594270726213482e-07,0.016424854533657583,2.9685049856478733e-06,2.2449771163256738e-14,6.6433792569804956e-06,1.8626649193626087e-12,1.393145176180846e-12,3.7694251906456854e-09,4.1805016234451318e-16,1.9936966628601791e-15,2.0679304036737079e-13,1.8165900465928365e-23,0.0,3.2726432514600623e-05,2.7312405423921288e-05,0.016427541809052093,4.8310420582806352e-14,5.3640669130056749e-06,1.6976486919250098e-10,1.7195354417489501e-05,1.2300907093028303e-10,9.7349436954278516e-10,3.6952257663892106e-13,2.4145299827807377e-12,2.6089749595508682e-11,4.2126705672811393e-16,6.1374095906204598e-16,5.2942189883781083e-19,6.7814779534543311e-17
0.2711371477401638,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22456974876675662,0.09995334097297405,1.6393341521017855e-37,0.083504030450779865,1.7037381364699633e-15,3.768633558301647e-07,0.016464640575848746,2.975429933689647e-06,2.2475463156380418e-14,6.6361330322180799e-06,1.8711289693010807e-12,1.3948523804232855e-12,3.7739380401784765e-09,4.1919407083742448e-16,1.9935385498610283e-15,2.0733907708538225e-13,1.8235981219789648e-23,0.0,3.2720632470801438e-05,2.7294564325115422e-05,0.016467333285702254,4.8418862503947823e-14,5.3761075858593632e-06,1.6954965206849247e-10,1.7213345906437241e-05,1.2328845967894138e-10,9.7559245080139728e-10,3.7087093084076208e-13,2.4085049723504065e-12,2.5992749731471795e-11,4.2169667298685935e-16,6.1642059009883693e-16,5.2928611357842768e-19,6.7981796742492538e-17
0.2719056664496424,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22452998394664625,0.099953336865631959,1.6478433825170269e-37,0.083464286526135398,1.7123270548331495e-15,3.7778402463414823e-07,0.016504393594896166,2.9823373691764977e-06,2.2501148794759657e-14,6.6289090692751984e-06,1.8795908824535219e-12,1.3965575318027607e-12,3.7784219384258536e-09,4.2033742034633623e-16,1.9933831998309817e-15,2.0788428163729101e-13,1.8306129075672042e-23,0.0,3.2714837246961009e-05,2.7276742638800167e-05,0.016507091733233902,4.8527173001773252e-14,5.3881336663382517e-06,1.6933509416602748e-10,1.7231307259379996e-05,1.2356776648904651e-10,9.7768413014728579e-10,3.7222018620352087e-13,2.4025078116230201e-12,2.5896325377348658e-11,4.2212293825000049e-16,6.1909862014702296e-16,5.2915115163646761e-19,6.8148487723526384e-17
0.27267418515912106,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22449025213274851,0.099953332770524872,1.6563705752049933e-37,0.083424575572224033,1.7209355293517474e-15,3.7870471381083284e-07,0.01654411363409504,2.9892273677534726e-06,2.2526828499486877e-14,6.621707302144415e-06,1.8880506030839831e-12,1.3982606382110513e-12,3.782877096772718e-09,4.2148021390943609e-16,1.9932306292906978e-15,2.0842865734453268e-13,1.8376343893592338e-23,0.0,3.2709046836723405e-05,2.7258940334094714e-05,0.016546817194952438,4.8635352297357526e-14,5.4001451789890528e-06,1.6912119338318694e-10,1.7249238590611749e-05,1.2384699151000133e-10,9.7976943623508807e-10,3.7357033911728737e-13,2.3965383261826009e-12,2.5800472010489967e-11,4.2254587798702141e-16,6.2177503233601201e-16,5.2901701653840621e-19,6.8314853776079417e-17
0.2734427038685997,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22445055328173666,0.099953328687567664,1.6649157021128449e-37,0.083384897545843148,1.7295635509188042e-15,3.7962542345226682e-07,0.01658380073666154,2.9961000046919861e-06,2.2552502697871641e-14,6.6145276641344431e-06,1.8965080762113669e-12,1.3999617073733929e-12,3.7873037248730392e-09,4.22622454538281e-16,1.9930807975430618e-15,2.0897220752188498e-13,1.8446625479403893e-23,0.0,3.2703261233754425e-05,2.7241157380182507e-05,0.016586509714084183,4.8743400611295765e-14,5.4121421483047271e-06,1.6890794759925681e-10,1.7267140013219191e-05,1.241261348603773e-10,9.8184839757337136e-10,3.7492138582708565e-13,2.3905963411316091e-12,2.5705185216731648e-11,4.2296551745208544e-16,6.2444981005483792e-16,5.2888370919223555e-19,6.8480896206090663e-17
0.2741343707071305,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22441485246334841,0.099953325023224987,1.6726216269436639e-37,0.083349215439495403,1.7373454693276431e-15,3.8045407968933656e-07,0.016619491003805408,3.0022705956467332e-06,2.257560511980486e-14,6.6080848546766038e-06,1.9041178355698715e-12,1.4014909341994515e-12,3.791263468696604e-09,4.2365000078216421e-16,1.9929483580801307e-15,2.0946069958735701e-13,1.8509935915130651e-23,0.0,3.2698058296055108e-05,2.7225169241173347e-05,0.01662220485105401,4.8840532286465853e-14,5.4229270063383728e-06,1.6871658465820897e-10,1.7283225814158036e-05,1.2437729417204986e-10,9.8371406146096536e-10,3.7613808919077586e-13,2.385271928237523e-12,2.5619907740398205e-11,4.2334039194408013e-16,6.2685569900585528e-16,5.2876444608967785e-19,6.8630058755105404e-17
0.27475687086180817,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22438274449928208,0.099953321733623188,1.6795693433937992e-37,0.083317124291938355,1.7443627151458033e-15,3.8119988456403527e-07,0.016651589489792951,3.0078122004970449e-06,2.2596394027297631e-14,6.6023015641310314e-06,1.9109649926490763e-12,1.4028658373971857e-12,3.7948077478714452e-09,4.2457441323236639e-16,1.9928311084717479e-15,2.0989977500424439e-13,1.8566961382487819e-23,0.0,3.2693378973202063e-05,2.7210793277668264e-05,0.016654307715774058,4.8927860367580581e-14,5.4326233382045238e-06,1.6854480886283068e-10,1.7297682465957645e-05,1.2460328116524552e-10,9.8538880155420545e-10,3.772337366027612e-13,2.3804987818239302e-12,2.5543544595264153e-11,4.2367552570437704e-16,6.2901984606550135e-16,5.2865768859920841e-19,6.8764082591075889e-17
0.27537937101648585,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2243506580853912,0.099953318451845866,1.6865287767610561e-37,0.083285054671576458,1.7513927622592315e-15,3.819457029658745e-07,0.016683666442637635,3.0133425469874951e-06,2.2617180057501452e-14,6.5965326718409495e-06,1.9178105798110503e-12,1.4042394175206732e-12,3.7983336755111699e-09,4.2549846802578574e-16,1.9927157000013302e-15,2.103383146585269e-13,1.8624030410269949e-23,0.0,3.2688702793156017e-05,2.7196429955639941e-05,0.016686389043462185,4.9015102902289675e-14,5.4423101715640893e-06,1.6837345900080342e-10,1.7312119691752453e-05,1.248292147989853e-10,9.870594290667937e-10,3.7832996405055485e-13,2.375743376072588e-12,2.5467545288151512e-11,4.2400853837290336e-16,6.3118289204554108e-16,5.2855148128235767e-19,6.8897896387333108e-17
0.27600187117116354,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22431859319880368,0.099953315177850346,1.6934999122264457e-37,0.083253006555601028,1.7584356021059415e-15,3.8269153489958351e-07,0.0167157218851554,3.0188616744039747e-06,2.2637963426667919e-14,6.5907781411872196e-06,1.9246545692454863e-12,1.4056116785632169e-12,3.8018413597659886e-09,4.2642216665085458e-16,1.9926021683200131e-15,2.1077632029583894e-13,1.8681142941717658e-23,0.0,3.2684029752564461e-05,2.7182079258836224e-05,0.016718448856939478,4.9102260006907118e-14,5.4519875193320206e-06,1.6820253392165302e-10,1.7326537549328987e-05,1.2505509513963e-10,9.887259588688528e-10,3.7942676967779987e-13,2.3710056228297518e-12,2.5391907458488175e-11,4.2433944297084914e-16,6.3334482860053114e-16,5.2844582730374698e-19,6.9031500820648953e-17
0.2766243713258412,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22428654981668139,0.0999533119115944,1.7004827349885167e-37,0.083220979921236976,1.7654912291819359e-15,3.8343738036595775e-07,0.016747755840128529,3.0243696218722398e-06,2.2658744347942069e-14,6.5850379353134163e-06,1.9314969334489147e-12,1.4069826244240026e-12,3.805330908066435e-09,4.2734551057193407e-16,1.9924905000379352e-15,2.1121379365835997e-13,1.8738298883387333e-23,0.0,3.2679359848088119e-05,2.7167741171032144e-05,0.016750487178993339,4.9189331797543882e-14,5.4616553944003505e-06,1.6803203246734663e-10,1.7340936095971236e-05,1.2528092223573477e-10,9.9038840576824271e-10,3.8052415152811304e-13,2.3662854319602004e-12,2.5316628854822925e-11,4.2466825242905781e-16,6.3550564749056822e-16,5.2834072722739898e-19,6.9164896574161193e-17
0.2772468714805189,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22425452791622047,0.099953308653036407,1.7074772302646628e-37,0.083188974745742841,1.7725596376720725e-15,3.8418323935160972e-07,0.016779768330305717,3.0298664283580969e-06,2.2679523028747005e-14,6.5793120171352565e-06,1.9383376452215834e-12,1.4083522589679287e-12,3.8088024271277987e-09,4.2826850122462504e-16,1.9923806845870318e-15,2.1165073648473963e-13,1.8795498141800662e-23,0.0,3.2674693076392155e-05,2.7153415676030328e-05,0.016782504032377538,4.9276318390106567e-14,5.4713138096384427e-06,1.6786195347498338e-10,1.7355315388489019e-05,1.255066961330225e-10,9.9204678451043248e-10,3.8162210764971596e-13,2.361582714311499e-12,2.5241707228820144e-11,4.2499497959059467e-16,6.3766534057968578e-16,5.2823618190054046e-19,6.929808432896236e-17
0.2778693716351966,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22422252747465107,0.099953305402135248,1.7144833832942795e-37,0.083156991006410663,1.779640818009127e-15,3.8492911183155019e-07,0.016811759378402149,3.0353521326676006e-06,2.2700299675749078e-14,6.5736003493506584e-06,1.9451766776643682e-12,1.409720586091836e-12,3.812256022954555e-09,4.2919114001851897e-16,1.9922727708233071e-15,2.120871505097881e-13,1.8852740670846282e-23,0.0,3.267002943413726e-05,2.7139102757661706e-05,0.016814499439812291,4.9363219900296676e-14,5.480962777893356e-06,1.6769229577983316e-10,1.7369675483218187e-05,1.2573241689250572e-10,9.9370110977832074e-10,3.8272063622298038e-13,2.3568973838308585e-12,2.5167140250977402e-11,4.2531963721341486e-16,6.39823899834198e-16,5.2813219497259671e-19,6.9431064754577527e-17
0.2784918717898743,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22419054846923719,0.099953302158850302,1.7215011793340727e-37,0.083125028680565954,1.7867347644658829e-15,3.8567499777978526e-07,0.016843729007099555,3.0408267734472582e-06,2.2721074495164932e-14,6.5679028944485971e-06,1.9520140041756968e-12,1.4110876095864231e-12,3.8156918008449404e-09,4.3011342834361143e-16,1.9921667471632822e-15,2.1252303746439046e-13,1.8910026379155702e-23,0.0,3.2665368917999251e-05,2.7124802399784047e-05,0.016846473423984317,4.9450036443614504e-14,5.490602311989326e-06,1.6752305820978384e-10,1.7384016436007938e-05,1.2595808455418865e-10,9.9535139619295449e-10,3.8381973530402992e-13,2.3522293518607044e-12,2.5092925721347961e-11,4.2564223796638467e-16,6.4198131732278554e-16,5.2802876691879336e-19,6.9563838528650562e-17
0.27911437194455196,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22415859087727674,0.099953298923141448,1.7285306036584722e-37,0.083093087745567631,1.7938414720492568e-15,3.8642089715626695e-07,0.016875677239046288,3.046290389184262e-06,2.2741847688051977e-14,6.5622196147173537e-06,1.9588495984484992e-12,1.4124533331899155e-12,3.8191098653956175e-09,4.3103536757421184e-16,1.9920625880683962e-15,2.1295839907567955e-13,1.8967355160384897e-23,0.0,3.2660711524660929e-05,2.7110514586282392e-05,0.016878426007546889,4.9536768135357586e-14,5.5002324247279826e-06,1.6735423958775145e-10,1.7398338302256978e-05,1.2618369915024743e-10,9.9699765831344582e-10,3.8491940291517416e-13,2.3475785302455052e-12,2.501906146214856e-11,4.2596279443171655e-16,6.4413758521496548e-16,5.2792589791763186e-19,6.9696406329438278e-17
0.27973687209922965,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22412665467610146,0.099953295694969135,1.7355716415648145e-37,0.083061168178807876,1.8009609302135287e-15,3.871668099071607e-07,0.016907604096857338,3.0517430182067213e-06,2.2762619453801286e-14,6.5565504722538227e-06,1.9656834344672018e-12,1.413817760707281e-12,3.8225103205060787e-09,4.3195695905836502e-16,1.991960354473166e-15,2.1339323706684096e-13,1.9024726978499809e-23,0.0,3.2656057250796274e-05,2.7096239301070143e-05,0.016910357213119925,4.9623415090618937e-14,5.5098531288889227e-06,1.6718583873680292e-10,1.7412641136918707e-05,1.264092607364938e-10,9.9863991063658413e-10,3.8601963727177363e-13,2.3429448349164125e-12,2.4945545177808097e-11,4.2628131910927152e-16,6.4629269577904107e-16,5.2782359196850092e-19,6.982876881916781e-17
0.28035937225390734,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22409473984307698,0.099953292474294186,1.7426242783678724e-37,0.083029269957712232,1.8080931328682742e-15,3.8791273598146163e-07,0.01693950960311448,3.0571846986839155e-06,2.2783389991564663e-14,6.5508954289715775e-06,1.9725154865047519e-12,1.4151808958290649e-12,3.8258932693830922e-09,4.3287820411724978e-16,1.9918600388199639e-15,2.1382755315705692e-13,1.9082141746656084e-23,0.0,3.2651406093095765e-05,2.7081976528087343e-05,0.016942267063290044,4.9709977424292096e-14,5.5194644372290393e-06,1.6701785447287599e-10,1.7426924994476416e-05,1.2663476934557488e-10,1.0002781675977427e-09,3.8712043644813451e-13,2.3383281786688659e-12,2.4872374718461545e-11,4.2659782441118941e-16,6.4844664138257008e-16,5.2772184946277387e-19,6.9960926669570612e-17
0.280981872408585,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22406284635560239,0.099953289261077966,1.7496884993985864e-37,0.082997393059739438,1.8152380763166533e-15,3.8865867531513453e-07,0.016971393780366238,3.0626154686265756e-06,2.2804159494742479e-14,6.5452544466081595e-06,1.9793457291196733e-12,1.4165427421637363e-12,3.8292588145453578e-09,4.3379910406031577e-16,1.9917615941211462e-15,2.1426134906176116e-13,1.913959933908174e-23,0.0,3.2646758048260826e-05,2.7067726251300834e-05,0.016974155580610578,4.9796455251069688e-14,5.5290663624826342e-06,1.6685028560637395e-10,1.7441189928985589e-05,1.2686022499487229e-10,1.0019124435708988e-09,3.8822179842508615e-13,2.3337284742302227e-12,2.4799547978716612e-11,4.2691232266374513e-16,6.5059941449103204e-16,5.2762066982751728e-19,7.0092880557064933e-17
0.2815421225477949,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22403416044866784,0.099953286375529027,1.7560561907367868e-37,0.082968722064230227,1.821679408511579e-15,3.8933003198475332e-07,0.017000071322202902,3.0674938643562562e-06,2.28228513225266e-14,6.5401895528083598e-06,1.9854913796172041e-12,1.4177673050401791e-12,3.832273009195863e-09,4.3462761999876332e-16,1.9916746650707973e-15,2.1465132203188248e-13,1.9191347775847508e-23,0.0,3.2642577466669335e-05,2.7054911673212534e-05,0.0170028370252263,4.9874213136402297e-14,5.5377000831793498e-06,1.6669982781070761e-10,1.7454012235179957e-05,1.27063089844474e-10,1.0033799000320008e-09,3.8921350397960073e-13,2.3296031664708134e-12,2.473429591119957e-11,4.2719366518804193e-16,6.5253590165479184e-16,5.2753009333367989e-19,7.0211465206954977e-17
0.28210237268700483,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22400549179692064,0.099953283495963288,1.7624332427729923e-37,0.082940068305832948,1.8281310458287443e-15,3.9000139927339425e-07,0.017028731622173939,3.0723634807004743e-06,2.2841542609718562e-14,6.5351359891023465e-06,1.99163552595328e-12,1.4189908296499117e-12,3.8352732630993028e-09,4.3545585835258552e-16,1.9915893209435027e-15,2.1504087628251684e-13,1.9243130830595905e-23,0.0,3.2638399401411143e-05,2.7042107192430147e-05,0.017031501224869922,4.9951902747212466e-14,5.5463262231253182e-06,1.6654970465557961e-10,1.746681929594544e-05,1.2726591186094666e-10,1.0048441538773765e-09,3.9020566262471715e-13,2.3254914610552855e-12,2.4669318875549034e-11,4.2747340079191547e-16,6.5447142771401619e-16,5.2743997694612052e-19,7.0329885660605591e-17
0.28266262282621474,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22397684038395435,0.099953280622353397,1.7688196448506559e-37,0.082911431768183774,1.8345929900969924e-15,3.9067277712507538e-07,0.017057374696648506,3.0772243450407699e-06,2.2860233491699825e-14,6.5300937272641262e-06,1.9977781501628723e-12,1.4202133184711607e-12,3.8382596495797329e-09,4.3628382003579828e-16,1.9915054585689341e-15,2.1543001305579139e-13,1.9294948352933842e-23,0.0,3.2634223850103255e-05,2.7029312797321253e-05,0.017060148195914029,5.0029524166696507e-14,5.5549447915572548e-06,1.6639991526374796e-10,1.7479611149788295e-05,1.2746869103077877e-10,1.0063052154585855e-09,3.9119827273878699e-13,2.3213932928188456e-12,2.4604615463257477e-11,4.2775153828532135e-16,6.5640598737529429e-16,5.2735031756465069e-19,7.0448142418675903e-17
0.28322287296542464,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2239482061933846,0.099953277754672581,1.7752153863326716e-37,0.082882812434940431,1.8410652295260344e-15,3.9134416545811886e-07,0.017086000561974141,3.0820764846553879e-06,2.2878924103109365e-14,6.5250627389725951e-06,2.0039192344611652e-12,1.4214347742092206e-12,3.8412322415207575e-09,4.3711150594973029e-16,1.9914231793612177e-15,2.1581873359109888e-13,1.9346800362763551e-23,0.0,3.263005081033223e-05,2.7016528476273288e-05,0.017088777954709547,5.0107077477913478e-14,5.5635557976983008e-06,1.6625045876603481e-10,1.74923878349833e-05,1.2767142740105111e-10,1.0077630950861125e-09,3.9219133316006432e-13,2.3173086050671513e-12,2.4540183980825795e-11,4.2802808643203057e-16,6.5833957540466675e-16,5.2726112041924341e-19,7.0566235946752481e-17
0.28367677495895466,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22392502003734663,0.099953275435671785,1.780403912575024e-37,0.082859638302808847,1.846316433464925e-15,3.9188811673923609e-07,0.017109179982776685,3.0860011994287532e-06,2.289406671131084e-14,6.520994993207849e-06,2.0088934607987051e-12,1.4224236143204236e-12,3.8436305027735408e-09,4.3778187674362512e-16,1.9913577391604486e-15,2.1613336180789278e-13,1.938883499412664e-23,0.0,3.262667174789011e-05,2.7006178287626001e-05,0.017111960527642755,5.0169859531278523e-14,5.570526701179109e-06,1.6612961599793361e-10,1.7502728119594148e-05,1.278356484675021e-10,1.00894190997788e-09,3.9299621765202682e-13,2.3140091275814078e-12,2.4488181363226882e-11,4.2825098003075535e-16,6.5990540866501705e-16,5.2718919563680957e-19,7.0661793280163106e-17
0.2841306769524847,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22390184516644124,0.099953273120531219,1.7855985564632123e-37,0.082836475444050622,1.8515743911338059e-15,3.9243207481775248e-07,0.017132348127098896,3.0899202196434431e-06,2.2909209304408534e-14,6.5169346134585094e-06,2.0138666555202313e-12,1.4234117793278071e-12,3.8460197953415701e-09,4.3845206756099066e-16,1.9912933076773007e-15,2.1644771827923538e-13,1.9430892168812844e-23,0.0,3.262329433115283e-05,2.6995834697695336e-05,0.017135131822065056,5.0232596977713844e-14,5.5774926518015541e-06,1.6600899069431039e-10,1.7513058492686775e-05,1.2799984144804409e-10,1.0101186484608923e-09,3.938013960129951e-13,2.3107184243716331e-12,2.44363554987465e-11,4.2847284072079485e-16,6.6147059804126662e-16,5.2711757326820285e-19,7.0757244048038509e-17
0.2845845789460147,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22387868157198684,0.099953270809237008,1.7907993123535031e-37,0.082813323850006212,1.8568391029636216e-15,3.9297603964746891e-07,0.017155505003603081,3.0938335596571241e-06,2.2924351949631137e-14,6.5128815845364438e-06,2.0188388094239165e-12,1.424399270514204e-12,3.8484001573544381e-09,4.3912207886780306e-16,1.9912298368072727e-15,2.1676180366031105e-13,1.9472971802763227e-23,0.0,3.2619918558857497e-05,2.6985497700330232e-05,0.017158291846640545,5.0295289861203243e-14,5.5844536544489735e-06,1.6588858238569077e-10,1.7523378974225975e-05,1.281640063347966e-10,1.0112933159610973e-09,3.9460686738913046e-13,2.3074364630796643e-12,2.4384705603851343e-11,4.2869367308174981e-16,6.6303514083826984e-16,5.2704625309561501e-19,7.0852588512635671e-17
0.2850384809395447,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22385552924531135,0.099953268501775341,1.796006174616463e-37,0.082790183512025425,1.862110557621162e-15,3.9352001117549647e-07,0.017178650620942312,3.0977412337832776e-06,2.2939494717289112e-14,6.5088358912199288e-06,2.023809913382899e-12,1.4253860893758722e-12,3.8507716267560693e-09,4.3979191111744119e-16,1.9911674556235291e-15,2.1707561860497022e-13,1.9515073980584171e-23,0.0,3.2616544429715409e-05,2.6975167289389293e-05,0.017181440610024037,5.0357938225670605e-14,5.5914097139993688e-06,1.6576839061036223e-10,1.7533689584073013e-05,1.2832814317265705e-10,1.0124659178864579e-09,3.9541263134859033e-13,2.3041632154818262e-12,2.4333230742585725e-11,4.2891348167691842e-16,6.6459903438472613e-16,5.2697523949802093e-19,7.0947826907181786e-17
0.2854923829330747,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.223832388177752,0.099953266198132593,1.8012191376244194e-37,0.082767054421467243,1.8673887532923678e-15,3.9406398936384887e-07,0.017201784987760392,3.1016432562912437e-06,2.2954637678897375e-14,6.5047975182532235e-06,2.0287799583450368e-12,1.426372237228587e-12,3.8531342413053412e-09,4.4046156475206326e-16,1.9911061524666718e-15,2.1738916376588526e-13,1.9557198671953387e-23,0.0,3.2613171942463022e-05,2.6964843458737212e-05,0.017204578120861101,5.0420542114988289e-14,5.5983608353238418e-06,1.6564841489900653e-10,1.7543990341946319e-05,1.2849225196228733e-10,1.0136364596285758e-09,3.9621868714393803e-13,2.3008986475569706e-12,2.4281930194890756e-11,4.2913227104137456e-16,6.6616227603620493e-16,5.2690453088955838e-19,7.1042959488209319e-17
0.2859008947272517,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22381157083634065,0.099953264128108052,1.8059160158153001e-37,0.082746247849376883,1.8721448958106528e-15,3.9455357538572583e-07,0.017222596305837751,3.1051502561729856e-06,2.2968266566251071e-14,6.5011692288478142e-06,2.033252085946636e-12,1.4272591975749775e-12,3.8552530545605421e-09,4.4106410067349065e-16,1.9910518241782605e-15,2.1767112428408847e-13,1.95951300359284e-23,0.0,3.261013810671686e-05,2.6955557632231723e-05,0.01722539226682536,5.0476847625337016e-14,5.604612626353319e-06,1.6554062110225614e-10,1.7553252616823618e-05,1.286399258726077e-10,1.0146881901825616e-09,3.9694438608454047e-13,2.2979679305306562e-12,2.4235908127468418e-11,4.2932831375512969e-16,6.6756863398756829e-16,5.2684115298162047e-19,7.1128488561874988e-17
0.2863094065214287,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22379076260150207,0.099953262061156053,1.8106178269524573e-37,0.082725450374420847,1.8769064979602646e-15,3.9504316671829391e-07,0.017243398524275325,3.1086527001068976e-06,2.2981895714045567e-14,6.4975468453783557e-06,2.0377233419929565e-12,1.428145616354781e-12,3.857364753089426e-09,4.4166649259916477e-16,1.9909983126873447e-15,2.1795286727929522e-13,1.9633079517945867e-23,0.0,3.2607105598961895e-05,2.6946277126334124e-05,0.01724619731151204,5.0533117178208595e-14,5.6108604249024394e-06,1.6543300159264315e-10,1.7562506941753375e-05,1.2878757705435121e-10,1.0157382602481998e-09,3.9767032014022691e-13,2.2950441959966218e-12,2.4190026033823581e-11,4.2952353782098521e-16,6.6897445989008307e-16,5.2677802277497248e-19,7.1213932324085309e-17
0.2867179183156057,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22376996346694056,0.099953259997266911,1.8153245669505587e-37,0.082704661990318992,1.8816735506837371e-15,3.9553276332957217e-07,0.017264191649355286,3.1121505984039782e-06,2.2995525172450116e-14,6.4939303566602048e-06,2.0421937200375702e-12,1.4290314946579207e-12,3.8594693640378984e-09,4.4226874084142144e-16,1.9909457251840804e-15,2.1823439322478793e-13,1.9671047213497311e-23,0.0,3.2604074418262746e-05,2.6937001936588798e-05,0.017266993261204556,5.0589350805467771e-14,5.617104234509945e-06,1.653255560322647e-10,1.7571753330887944e-05,1.2893520554095654e-10,1.0167866737200895e-09,3.9839648905066057e-13,2.2921274211933972e-12,2.4144283324903084e-11,4.2971794650249607e-16,6.7037975186681419e-16,5.2671514131254631e-19,7.1299290942637357e-17
