Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),C2H6X(52),C2H4X(205),C2H4X(65),CH2X(27),CHX(28),CX(26),OCX(25),COX(50)
6.066688515581886e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43725084759725735,0.10514259215813372,0.019058520450703827,0.0,1.8571260373261792e-08,0.0029428259735686355,0.0001219844520272784,0.00023877641127516665,1.0293516016043513e-14,0.0054380522971767438,3.447610540676988e-10,0.00032825839763023603,1.0123998910746975e-08,5.2570788730947299e-10,7.2819145516438096e-12,6.6358645075324859e-13,1.8053506637207548e-09,5.2267903058401732e-06,0.0074597746741141644,0.007404026864189105,0.00013279459984620029,1.0316834308395667e-08,2.5783961253254135e-08,1.4211900503888797e-07,5.802206136470447e-05,8.268784781520335e-06,6.4829706788811622e-07,5.2189030036862514e-07,1.4563403906541306e-12,1.1189856562812799e-09,2.6201211549470509e-07,2.2487401061468613e-07,2.9114880444192206e-13,3.7316195485784493e-10
6.090998530220651e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43722609032272719,0.10512195313584369,0.019044987991460895,0.0,1.8775596898093333e-08,0.0029553229500027382,0.0001228863734470805,0.00024068645322615565,1.0439505273549044e-14,0.005455489286299387,3.4933105713491994e-10,0.00032814670594952927,1.0206868847666942e-08,5.3221603642434708e-10,7.3332974812265665e-12,6.7036612655472613e-13,1.8151928486578965e-09,5.2944149719585718e-06,0.0074578801914447386,0.0074301894539955116,0.00013302698756228695,1.0371988728382535e-08,2.5848271381178952e-08,1.4256433083794422e-07,5.8265955294087648e-05,8.3757805149504757e-06,6.5345702647793775e-07,5.2891911247686357e-07,1.4750991270930755e-12,1.1223787544224719e-09,2.6233305922498495e-07,2.2474341197327394e-07,2.9314636261990452e-13,3.7589975825132729e-10
6.115308544859416e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43720135692993667,0.10510132752699432,0.019031466671115136,0.0,1.8981330912326709e-08,0.002967817982193022,0.00012379094918291858,0.00024260131829264208,1.0586970085410436e-14,0.0054728960536136739,3.5393616204566871e-10,0.00032803547456858556,1.0289973050538224e-08,5.3877151771181633e-10,7.3848126151019453e-12,6.7718285152042186e-13,1.8250394725636286e-09,5.3625868853378169e-06,0.0074559872477883158,0.0074563271106652543,0.0001332588809617457,1.0427202851362471e-08,2.5912336174292433e-08,1.4300881434369465e-07,5.8509785894653233e-05,8.4836422253450225e-06,6.5862960235744891e-07,5.3600732051059412e-07,1.4940082737088973e-12,1.1257669401519638e-09,2.6265266933903402e-07,2.2461294274027882e-07,2.9514914772406992e-13,3.7864538893441153e-10
6.139618559498182e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43717664738878209,0.1050807153130332,0.019017956478023137,0.0,1.9188466047793698e-08,0.0029803110747025794,0.00012469817304084678,0.00024452097333495774,1.0735919318115351e-14,0.0054902726846302024,3.5857639621935101e-10,0.00032792470167649154,1.0373310221883064e-08,5.4537439729212511e-10,7.4364596075841385e-12,6.8403662495785494e-13,1.8348905016589188e-09,5.431307529835502e-06,0.0074540958408292014,0.0074824398636741014,0.00013349028276439748,1.0482476345296138e-08,2.5976156470974149e-08,1.4345245795486132e-07,5.8753553300449787e-05,8.5923722613388506e-06,6.6381470369111438e-07,5.4315509368400779e-07,1.5130682210117767e-12,1.1291502292304294e-09,2.6297095487085289e-07,2.2448260415290893e-07,2.9715714659389212e-13,3.8139882701123758e-10
6.163928574136947e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43715196166922721,0.10506011647553801,0.019004457400557871,0.0,1.9397005927982579e-08,0.0029928022320402643,0.00012560803884622483,0.00024644538536837597,1.0886361853020556e-14,0.005507619264435484,3.6325178596520707e-10,0.00032781438546610262,1.0456879069684259e-08,5.5202474036552516e-10,7.4882381148638416e-12,6.9092744578888258e-13,1.8447459027601944e-09,5.5005783804460385e-06,0.0074522059682636931,0.0075085277424457612,0.0001337211956647754,1.0537808880039045e-08,2.603973310576562e-08,1.4389526405874688e-07,5.8997257644357818e-05,8.7019729575376981e-06,6.6901223908890553e-07,5.5036260014340715e-07,1.5322793569944103e-12,1.1325286372808519e-09,2.6328792476161186e-07,2.2435239741363282e-07,2.9917034611121611e-13,3.8416005265125605e-10
6.188238588775712e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43712729974130232,0.10503953099621546,0.018990969427108675,0.0,1.9606954168061048e-08,0.0030052914586609285,0.00012652054044362133,0.00024837452156290093,1.1038306586271335e-14,0.0055249358776933311,3.6796235649234874e-10,0.0003277045241342255,1.0540678307382555e-08,5.5872261121882887e-10,7.5401477949939614e-12,6.9785531255430467e-13,1.8546056432660514e-09,5.5704009033374237e-06,0.0074503176277999966,0.0075345907763520494,0.00013395162233244487,1.0593200127352487e-08,2.6103066909406323e-08,1.4433723503119324e-07,5.9240899058094888e-05,8.8124466345790454e-06,6.7422211760557786e-07,5.5763000697178848e-07,1.5516420671430906e-12,1.1359021799748568e-09,2.6360358785928712e-07,2.2422232369060797e-07,3.0118873319952125e-13,3.8692904608885502e-10
6.212548603414477e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43710266157510463,0.10501895885690037,0.018977492546081196,0.0,1.9818314374898814e-08,0.003017778758965656,0.00012743567169671752,0.0002503083492430373,1.1191762428721175e-14,0.0055422226086462778,3.7270813191974898e-10,0.00032759511588179019,1.0624706653873383e-08,5.6546807323190694e-10,7.5921883078754376e-12,7.0482022341841042e-13,1.8644696911442579e-09,5.6407765558895608e-06,0.0074484308171581413,0.0075606289947130426,0.00013418156541232534,1.0648649760824955e-08,2.6166158708824174e-08,1.4477837323673584e-07,5.9484477672220776e-05,8.9237955991913632e-06,6.7944424873988974e-07,5.6495748019342655e-07,1.5711567344492406e-12,1.1392708727647125e-09,2.6391795291956198e-07,2.2409238411877875e-07,3.0321229482359747e-13,3.897057876230245e-10
6.236858618053242e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43707804714079684,0.10499840003955474,0.018964026745897367,0.0,2.0031090147089652e-08,0.0030302641373020126,0.00012835342648821239,0.00025224683588754058,1.1346738305851619e-14,0.0055594795411170062,3.7748913528618307e-10,0.00032748615891401632,1.0708962833502189e-08,5.7226118888413467e-10,7.6443593152431777e-12,7.118221761734665e-13,1.87433801491904e-09,5.7117067867327374e-06,0.0074465455340698931,0.0075866424267972314,0.00013441102752501159,1.0704157455881627e-08,2.6229009327156069e-08,1.4521868102860677e-07,5.9727993616142698e-05,9.036022144253114e-06,6.8467854243377115e-07,5.7234518477846077e-07,1.5908237394208943e-12,1.1426347309224242e-09,2.6423102860964434e-07,2.2396257980059785e-07,3.0524101799016105e-13,3.9249025761710253e-10
6.261168632692007e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43705345640860788,0.10497785452626668,0.018950572014995389,0.0,2.0245285074973816e-08,0.0030427475979642889,0.00012927379871972741,0.00025418994912914826,1.1503243157692433e-14,0.0055767067585098416,3.8230538856011858e-10,0.00032737765144056876,1.0793445576059154e-08,5.7910201976078619e-10,7.6966604806521303e-12,7.1886116824414765e-13,1.8842105836586498e-09,5.783193035783991e-06,0.0074446617762786819,0.007612631101821689,0.00013464001126707579,1.0759722889819024e-08,2.6291619583794975e-08,1.4565816074869892e-07,5.9971447018120686e-05,9.1491285488537652e-06,6.8992490907144066e-07,5.7979328464748335e-07,1.6106434600936541e-12,1.1459937698383738e-09,2.6454282350707086e-07,2.238329118063047e-07,3.0727488974691113e-13,3.9528243649840164e-10
6.285478647330772e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43702888934883177,0.10495732229924956,0.018937128341829684,0.0,2.0460902740659836e-08,0.0030552291451937542,0.00013019678231171152,0.00025613765675429307,1.166128593874195e-14,0.0055939043438122575,3.8715691264955636e-10,0.00032726959167570625,1.087815361677364e-08,5.8599062655937696e-10,7.7490914694634238e-12,7.259371966919115e-13,1.89408736696321e-09,5.8552367342851459e-06,0.0074427795415395025,0.0076385950489522222,0.00013486851921137269,1.0815345741705167e-08,2.6353990294374776e-08,1.4609681472772698e-07,6.0214838005272979e-05,9.263117078352966e-06,6.9518325947847184e-07,5.8730194267612724e-07,1.630616272042153e-12,1.1493480046730176e-09,2.648533460998978e-07,2.2370338117497089e-07,3.0931389718202779e-13,3.9808230475785763e-10
6.309788661969538e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43700434593182724,0.10493680334084098,0.018923695714870854,0.0,2.0677946718045924e-08,0.0030677087831789147,0.00013112237120334791,0.00025808992670279862,1.1820875617887658e-14,0.0056110723795964115,3.9204372741181725e-10,0.00032716197783842364,1.096308569630725e-08,5.9292706909595406e-10,7.8016519488305931e-12,7.3305025821931796e-13,1.9039683349528215e-09,5.9278393048416446e-06,0.0074408988276188472,0.0076645342973035305,0.00013509655390734943,1.0871025692382605e-08,2.6416122270783829e-08,1.4653464528521158e-07,6.0458166703581579e-05,9.3779899844388477e-06,7.0045350492081185e-07,5.9487132069965403e-07,1.6507425483915824e-12,1.1526974503372521e-09,2.6516260479216337e-07,2.2357398891529234e-07,3.1135802742525218e-13,4.0088984294980791e-10
6.334098676608303e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43697982612801789,0.10491629763350177,0.018910274122605691,0.0,2.0896420572841671e-08,0.0030801865160557749,0.00013205055935246003,0.00026004672706755817,1.1982021178327055e-14,0.0056282109480207156,3.9696585166327642e-10,0.00032705480815258545,1.1048240560746159e-08,5.9991140631133801e-10,7.8543415876859912e-12,7.4020034917429191e-13,1.9138534582559435e-09,6.0010021614584637e-06,0.0074390196322946149,0.0076904488759393522,0.00013532411788133017,1.0926762424538266e-08,2.6478016321226554e-08,1.4697165472946987e-07,6.0701433237897828e-05,9.49374950518906e-06,7.0573555710375655e-07,6.0250157951754005e-07,1.6710226598285093e-12,1.1560421219520815e-09,2.6547060790176259e-07,2.2344473600570537e-07,3.134072676467143e-13,4.0370503169162021e-10
6.358408691247068e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43695532990789093,0.10489580515981523,0.018896863553537112,0.0,2.1116327862589379e-08,0.0030926623479080959,0.00013298134073541802,0.00026200802609419635,1.2144731617488676e-14,0.0056453201308314374,4.0192330318904432e-10,0.00032694808084705363,1.1133616961593368e-08,6.0694369627730976e-10,7.9071600567272503e-12,7.4738746555433256e-13,1.9237427079980228e-09,6.0747267095776721e-06,0.0074371419533560291,0.0077163388138726348,0.00013555121363680427,1.0982555622578565e-08,2.6539673250203504e-08,1.4740784535778983e-07,6.0944637731948052e-05,9.6103978651300049e-06,7.1102932817087739e-07,6.1019287889806064e-07,1.691456974612227e-12,1.1593820344086174e-09,2.6577736365920848e-07,2.233156233953864e-07,3.1546160505606931e-13,4.0652785166331616e-10
6.382718705885833e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43693085724199804,0.10487532590248598,0.018883463996184114,0.0,2.1337672136684592e-08,0.0031051362827676674,0.00013391470934704687,0.00026397379218071651,1.2309015946953409e-14,0.0056624000093643059,4.0691609875259145e-10,0.0003268417941558082,1.1219213655759825e-08,6.1402399620275031e-10,7.9601070284038438e-12,7.546116030106687e-13,1.9336360557903713e-09,6.1490143461177114e-06,0.0074352657886035626,0.0077422041400656803,0.00013577784365472769,1.1038404972615183e-08,2.660109385851269e-08,1.4784321945635428e-07,6.118778030833926e-05,9.7279372752941799e-06,7.1633473070290925e-07,6.1794537758287133e-07,1.7120458585863512e-12,1.1627172022401507e-09,2.6608288021561978e-07,2.2318665200514068e-07,3.1752102690426229e-13,4.0935828360738683e-10
6.407028720524598e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43690640810095371,0.10485485984433912,0.018870075439081795,0.0,2.1560456936397248e-08,0.0031176083246145722,0.00013485065920053433,0.00026594399387713108,1.247488319237599e-14,0.0056794506645461698,4.1194425410531815e-10,0.00032673594631806285,1.130502940555457e-08,6.2115236243972852e-10,8.0131821769037958e-12,7.618727568523608e-13,1.9435334737193094e-09,6.2238664595088824e-06,0.0074333911358488549,0.0077680448834302959,0.00013600401039379022,1.1094310162585677e-08,2.6662278943329552e-08,1.4827777930029199e-07,6.1430861088564899e-05,9.846369933281162e-06,7.2165167771659374e-07,6.2575923329158711e-07,1.7327896751894847e-12,1.1660476403091699e-09,2.663871656397016e-07,2.2305782272731813e-07,3.1958552048213068e-13,4.1219630832843149e-10
6.431338735163363e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43688198245543569,0.10483440696831932,0.018856697870781276,0.0,2.1784685794892612e-08,0.0031300784773774688,0.0001357891843273378,0.00026791859988507864,1.2642342393406737e-14,0.0056964721768966676,4.1700778399606614e-10,0.00032663053557837246,1.1391062978674966e-08,6.2832885048954119e-10,8.0663851781404679e-12,7.6917092205035115e-13,1.9534349343355276e-09,6.2992844297301341e-06,0.0074315179929146285,0.0077938610728279564,0.00013622971629068575,1.1150270882101288e-08,2.6723229298184682e-08,1.4871152715388804e-07,6.1673880193010807e-05,9.9656980233170193e-06,7.2698008266348424e-07,6.3363460272635469e-07,1.7536887854664129e-12,1.169373363268757e-09,2.6669022791390794e-07,2.2292913642679181e-07,3.2165507311889824e-13,4.1504190669274225e-10
6.455648749802129e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43685758027618443,0.1048139672574898,0.01884333127984969,0.0,2.2010362237250841e-08,0.0031425467449338542,0.00013673027877709516,0.0002698975790574255,1.281140260361355e-14,0.005713464626529911,4.2210670218057578e-10,0.00032652556018673753,1.1477313148196082e-08,6.3555351500869934e-10,8.1197157097394741e-12,7.7650609324145968e-13,1.9633404106436982e-09,6.3752696283489353e-06,0.0074296463576346127,0.0078196527370699518,0.00013645496376040917,1.1206286822398191e-08,2.6783945712945596e-08,1.4914446527037283e-07,6.1916837740960947e-05,1.0085923716310523e-05,7.3231985942871196e-07,6.4157164157642335e-07,1.7747435480797828e-12,1.1726943852495306e-09,2.6699207494613002e-07,2.2280059394197678e-07,3.2372967218490883e-13,4.1789505962816111e-10
6.479958764440894e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43683320153400296,0.10479354069503155,0.01882997565487016,0.0,2.2237489780487706e-08,0.0031550131311103521,0.00013767393661753328,0.00027188090039785529,1.2982072890404065e-14,0.0057304280931562025,4.2724102143088097e-10,0.0003264210183987005,1.1563778692558901e-08,6.4282640981486982e-10,8.173173451025653e-12,7.8387826473233237e-13,1.9732498760923168e-09,6.4518234185563921e-06,0.0074277762278534623,0.0078454199049175326,0.00013667975519650636,1.1262357676528924e-08,2.6844428973919293e-08,1.4957659589208041e-07,6.2159733850603453e-05,1.020704916991385e-05,7.3767092232971692e-07,6.4957050452270757e-07,1.7959543193206218e-12,1.1760107208638957e-09,2.6729271456609918e-07,2.2267219608449076e-07,3.2580930509006585e-13,4.2075574812374198e-10
6.504268779079659e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43680884619975574,0.10477312726424232,0.018816630984441741,0.0,2.2466071933575154e-08,0.0031674776396829864,0.00013862015193437664,0.00027386853306044331,1.3154362334948081e-14,0.00574736265608378,4.3241075354464872e-10,0.00032631690847543903,1.1650458395558701e-08,6.5014758789276751e-10,8.2267580830102091e-12,7.912874305033361e-13,1.9831633045637654e-09,6.5289471552029605e-06,0.00742590760142668,0.0078711626050820722,0.00013690409297132376,1.1318483139184379e-08,2.6904679863832031e-08,1.5000792125075061e-07,6.2402568639036509e-05,1.0329076528582454e-05,7.4303318611493974e-07,6.5763134524234433e-07,1.8173214531193169e-12,1.179322384571518e-09,2.6759215451709006e-07,2.225439436401238e-07,3.2789395928125535e-13,4.2362395322927661e-10
6.528578793718424e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43678451424436943,0.10475272694853564,0.018803297257179417,0.0,2.2696112197459979e-08,0.0031799402743774656,0.00013956891883125936,0.00027586044634922001,1.3328280032100188e-14,0.0057642683942205558,4.376159093544572e-10,0.00032621322868385278,1.1737351046332837e-08,6.5751710139999525e-10,8.2804692883779514e-12,7.987335842124043e-13,1.993080670364602e-09,6.6066421848389812e-06,0.0074240404762205376,0.0078968808662252133,0.00013712797943630614,1.1374662906583647e-08,2.6964699161782215e-08,1.5043844356705712e-07,6.2645342222274466e-05,1.0452007923629927e-05,7.484065659624829e-07,6.6575431641324517e-07,1.8388453010574059e-12,1.1826293900636847e-09,2.6789040247286427e-07,2.2241583737007903e-07,3.2998362224641838e-13,4.2649965605519707e-10
6.550457806893312e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43676263544946781,0.1047343778641792,0.018791306249653417,0.0,2.2904398006769648e-08,0.0031911550464756525,0.00014042498578040232,0.00027765680299477716,1.3486205643381098e-14,0.0057794589782437095,4.4233084502610753e-10,0.00032612028320627728,1.1815735505892879e-08,6.6419103279489967e-10,8.3289173325290913e-12,8.0546674173906773e-13,2.0020096451006445e-09,6.6770572732801565e-06,0.0074223613453237467,0.0079200064295396298,0.00013732909331168894,1.1425270878209943e-08,2.7018519159921936e-08,1.5082522887727211e-07,6.2863786211763944e-05,1.0563420881264734e-05,7.5325204229841261e-07,6.731182373895559e-07,1.8583510434883614e-12,1.1856017241964845e-09,2.6815781275998596e-07,2.2230066731445803e-07,3.3186859110725283e-13,4.2909418358585972e-10
6.5723368200682e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43674077554683516,0.10471603937776766,0.018779324088605644,0.0,2.3113870256034759e-08,0.0032023683063555804,0.00014128311047434847,0.00027945658003786407,1.364546416639776e-14,0.0057946263347424878,4.4707448844798483e-10,0.00032602768348104699,1.18942906014467e-08,6.7090419433954602e-10,8.3774674164494053e-12,8.1222984903057378e-13,2.0109417704453523e-09,6.7479371630676691e-06,0.0074206834271555401,0.0079431122412470592,0.00013752984519926252,1.1475922373057753e-08,2.7072152759833299e-08,1.5121136711727666e-07,6.3082180801203914e-05,1.0675569359472507e-05,7.5810639305326894e-07,6.8053271679869635e-07,1.8779842602746819e-12,1.1885703072667156e-09,2.6842426916854499e-07,2.2218561677582732e-07,3.3375759790368589e-13,4.3169475533251174e-10
6.594215833243088e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4367189345154035,0.10469771147744665,0.01876735076576937,0.0,2.332453148085103e-08,0.0032135800566298902,0.00014214328865150413,0.00028125975541085476,1.3806062259424708e-14,0.00580977052041613,4.5184684554848424e-10,0.0003259354282569385,1.1973015461320966e-08,6.7765662236133756e-10,8.4261193122430898e-12,8.190229008086532e-13,2.0198770285121929e-09,6.8192828187338272e-06,0.0074190067201824932,0.007966198322139113,0.00013773023677077302,1.1526617172974962e-08,2.7125600522118847e-08,1.5159685988373679e-07,6.3300526072941076e-05,1.0788454884912993e-05,7.6296955727902953e-07,6.8799786388489659e-07,1.8977452028819511e-12,1.1915351487031302e-09,2.6868977713523309e-07,2.2207068626068959e-07,3.3565063359416973e-13,4.3430135764923578e-10
6.616094846417976e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4366971123341446,0.10467939415143557,0.018755386272888239,0.0,2.3536384211597585e-08,0.0032247902998789272,0.00014300551606180405,0.00028306630714334749,1.3968006589523473e-14,0.0058248915917057153,4.566479216455772e-10,0.00032584351628667246,1.2051909217312821e-08,6.8444835265929017e-10,8.4748727930810682e-12,8.2584589159278335e-13,2.0288154016699923e-09,6.8910951994567261e-06,0.0074173312228780581,0.0079892646929751333,0.00013793026968485559,1.1577355061114182e-08,2.717886300514466e-08,1.5198170876621152e-07,6.3518822108626208e-05,1.090207897576831e-05,7.6784147430604134e-07,6.9551378724809445e-07,1.9176341212616547e-12,1.1944962589556208e-09,2.6895434205490294e-07,2.2195587625538166e-07,3.3754768916428087e-13,4.3691397692929406e-10
6.637973859592865e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43667530898206952,0.1046610873880271,0.018743430601716245,0.0,2.374943097344896e-08,0.0032359990386509104,0.00014386978846665996,0.00028487621336187736,1.4131303832497489e-14,0.0058399896047952385,4.6147772145212691e-10,0.00032575194632695375,1.2130971004681229e-08,6.912794205073591e-10,8.5237276331939307e-12,8.3269881570233331e-13,2.0377568725377617e-09,6.9633752590775648e-06,0.0074156569337225139,0.0080123113744822901,0.00013812994558716032,1.1628135821735422e-08,2.723194076504254e-08,1.5236591534803738e-07,6.3737068989217784e-05,1.1016443141781292e-05,7.7272208374214802e-07,7.0308059484660118e-07,1.9376512638570894e-12,1.1974536488163407e-09,2.6921796926007931e-07,2.2184118723554501e-07,3.3944875562015823e-13,4.3953259960458656e-10
6.657664971450264e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43665570204683868,0.10464462032236722,0.018732678033415766,0.0,2.3942196038580845e-08,0.0032460856192981606,0.00014464937860738712,0.00028650797904357763,1.4279433616243051e-14,0.0058535581480445211,4.6584910346133057e-10,0.00032566982475788097,1.2202269568214236e-08,6.9746104390937486e-10,8.5677834657249838e-12,8.3889203553952726e-13,2.0458068306930183e-09,7.028827962264137e-06,0.0074141511051992459,0.0080330365705677149,0.00013830935000396213,1.167387498447211e-08,2.7279553268374617e-08,1.5271115340706233e-07,6.3933449220502362e-05,1.1120004896477279e-05,7.7712201455321454e-07,7.0993431641904238e-07,1.9557765280265246e-12,1.2001121260966682e-09,2.6945443637509855e-07,2.2173807093806812e-07,3.4116313732706238e-13,4.4189448173236789e-10
6.675386972121924e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43663806881817246,0.1046298072633758,0.018723006820759888,0.0,2.4116514784148041e-08,0.0032551625031964067,0.00014535242052678382,0.00028797886315672436,1.4413696043053699e-14,0.0058657539403033218,4.6980324487527797e-10,0.0003255961506023947,1.2266553531984126e-08,7.0305179291376964e-10,8.607503620917076e-12,8.4448665599686431e-13,2.0530539162915054e-09,7.088060511665886e-06,0.0074127966942761567,0.0080516756379839256,0.00013847056883826967,1.1715069644446633e-08,2.7322277307282116e-08,1.5302142487174313e-07,6.4110157489877891e-05,1.1213724954492695e-05,7.8108789450841136e-07,7.1613804434858196e-07,1.9721783864480703e-12,1.2025021913242892e-09,2.6966661419888805e-07,2.2164535064485301e-07,3.4270884700496586e-13,4.44024315798314e-10
6.693108972793584e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43662044790614341,0.10461500111392953,0.018713341381399577,0.0,2.429162140634725e-08,0.0032642384044335847,0.00014605679666814179,0.00028945190957283158,1.4548858014226522e-14,0.0058779347031364332,4.7377623833703805e-10,0.00032552269864265883,1.2330946214910859e-08,7.086684122978016e-10,8.6472898799418863e-12,8.5010090496312457e-13,2.0603030041885537e-09,7.1476015837716727e-06,0.0074114430733396106,0.0080703018239799695,0.00013863155632140703,1.1756292052564175e-08,2.7364881130610491e-08,1.5333127771482207e-07,6.4286833650291486e-05,1.130793323267318e-05,7.8505937107952465e-07,7.2237534728751813e-07,1.9886648096065922e-12,1.2048898331884546e-09,2.6987818613240238e-07,2.2155271052712888e-07,3.4425717231966186e-13,4.4615806469385622e-10
6.710830973465244e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43660283929967214,0.10460020186794521,0.018703681710972378,0.0,2.4467517237208089e-08,0.0032733133243029637,0.0001467625048007298,0.00029092710685234784,1.4684923094153992e-14,0.0058901004659132686,4.7776808521182704e-10,0.00032544946822574405,1.2395447164046108e-08,7.143109198131779e-10,8.6871421248204211e-12,8.5573477904414747e-13,2.0675540856060126e-09,7.2074516753398789e-06,0.0074100902415948876,0.0080889151395096958,0.00013879231330365033,1.1797542095928517e-08,2.7407365029495013e-08,1.5364071276412119e-07,6.446347774345391e-05,1.1402630517287466e-05,7.8903641270081011e-07,7.2864628138835917e-07,2.0052359266671386e-12,1.2072750562770494e-09,2.7008915492459031e-07,2.2146015080693432e-07,3.4580810854078985e-13,4.4829572128217079e-10
6.728552974136904e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43658524298769574,0.10458540951937001,0.018694027805120243,0.0,2.4644203606540978e-08,0.0032823872640843198,0.00014746954269865254,0.00029240444359685761,1.4821894850904563e-14,0.0059022512578947211,4.817787866145323e-10,0.0003253764587005007,1.2460055927913605e-08,7.1997933299190715e-10,8.7270602380157066e-12,8.6138827476365742e-13,2.0748071518639458e-09,7.2676112808749189e-06,0.0074087381982501262,0.0081075155955132629,0.00013895284062996374,1.1838819662218757e-08,2.7449729294141446e-08,1.5394973084452888e-07,6.4640089810785075e-05,1.1497817591035398e-05,7.9301898792419629e-07,7.3495090253256926e-07,2.0218918661581088e-12,1.2096578657962549e-09,2.7029952330672783e-07,2.213676717017142e-07,3.4736165094857319e-13,4.5043727844287585e-10
6.746274974808563e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43656765895916816,0.10457062406218155,0.018684379659489572,0.0,2.4821681841940678e-08,0.0032914602250439916,0.00014817790814083975,0.00029388390844897045,1.4959776856207191e-14,0.0059143871082335559,4.8580834341149463e-10,0.00032530366941756959,1.252477205650547e-08,7.2567366914740597e-10,8.7670441024305189e-12,8.6706138856395938e-13,2.0820621943790319e-09,7.3280808926323524e-06,0.0074073869425162935,0.0081261032029171874,0.00013911313914004913,1.1880124639675612e-08,2.749197421385252e-08,1.5425833277868368e-07,6.4816669893415368e-05,1.1593495233061874e-05,7.9700706541895357e-07,7.412892663314851e-07,2.0386327559731566e-12,1.2120382675622152e-09,2.7050929398673804e-07,2.2127527342659423e-07,3.4891779483208031e-13,4.5258272907183409e-10
6.763996975480223e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4365500872030596,0.10455584549038763,0.018674737269731151,0.0,2.4999953268789938e-08,0.0033005322084349513,0.00014888759891103085,0.00029536549009220859,1.5098572685435906e-14,0.0059265080459747939,4.8985675622228335e-10,0.00032523109972939081,1.2589595101278895e-08,7.3139394537560172e-10,8.8070936014051802e-12,8.7275411680663068e-13,2.0893192046629951e-09,7.3888610006289199e-06,0.0074060364736071886,0.0081446779726343579,0.00013927320966838664,1.1921456916689457e-08,2.7534100076886718e-08,1.5456651938566677e-07,6.4993218032186794e-05,1.1689664218965854e-05,8.0100061397135752e-07,7.4766142812723282e-07,2.0554587233741005e-12,1.2144162660501468e-09,2.7071846965726129e-07,2.2118295618749723e-07,3.5047653549267258e-13,4.547320660811541e-10
6.781718976151883e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43653252770835671,0.10454107379802603,0.018665100631500158,0.0,2.5179019210263339e-08,0.0033096032154968577,0.00014959861279775408,0.00029684917725089475,1.5238285917594317e-14,0.0059386141000561188,4.9392402542146727e-10,0.00032515874899021287,1.2654524615152575e-08,7.3714017855603028e-10,8.8472086187151163e-12,8.7846645577320648e-13,2.0965781743210481e-09,7.4499520926496888e-06,0.0074046867907394129,0.0081632399155640717,0.00013943305304427921,1.1962816382241978e-08,2.7576107170587197e-08,1.5487429148163483e-07,6.5169734267654422e-05,1.1786325320812202e-05,8.0499960248435298e-07,7.5406744299364256e-07,2.0723698949927085e-12,1.2167918664613875e-09,2.7092705299191169e-07,2.2109072018515504e-07,3.5203786824181153e-13,4.5688528239924411e-10
