Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),H2OX(23),COX(58)
1.1485340737222378e-06,0.09977366400000001,0.80000000000000004,0.0,0.22254708285944963,0.095650877208651591,0.067579408342353264,4.3548492103104438e-13,0.00050532490787358255,0.0014399565409300009,0.0010084728880016228,2.1985691766585595e-09,1.4884616107151877e-10,3.270386922586555e-07,9.5547786032194272e-19,8.2492008648422046e-09,6.3616356504455355e-14,7.8773152791520461e-10,5.943121114376919e-15,1.0712064148144413e-18,7.8189465464002768e-10,3.8552998892536336e-15,0.0033399222474209166,0.063326658145412593,1.1560828370891986e-07,5.6123721882810095e-07,0.00011376547427430912,8.4612839354635435e-12,7.8230725520926853e-08,5.8419556941263411e-08,1.4268767411713253e-07,1.5218951758121463e-05,2.1401524227428475e-08,3.2823949477599646e-10
1.1567293481679732e-06,0.09977366400000001,0.80000000000000004,0.0,0.22227361599571074,0.095643989141315625,0.067429424529497503,4.4866187478040177e-13,0.00051640974714829311,0.0014512303528062837,0.001019730067598025,2.2350242689841227e-09,1.510267415261048e-10,3.2955896033751376e-07,9.9485704477799543e-19,8.2716576297927093e-09,6.5153466758690875e-14,8.0337919966686772e-10,6.071257990201776e-15,1.0918106768638309e-18,7.895782704494058e-10,3.9821539385837544e-15,0.0033355487890808786,0.063604278250366963,1.1606303493989529e-07,5.6495498190729124e-07,0.00011387920436460113,8.4880711744653377e-12,7.8273902020887798e-08,5.8321619875576673e-08,1.4401945693195303e-07,1.5319562427227397e-05,2.1825069867696793e-08,3.314956654195665e-10
1.1649246226137086e-06,0.09977366400000001,0.80000000000000004,0.0,0.22200169568011727,0.0956370486928112,0.067280139923249577,4.6211542883998388e-13,0.00052762994209331997,0.0014624320552387316,0.001031017435694905,2.2717654688845897e-09,1.5321916783503806e-10,3.3207217481819627e-07,1.0354924231865231e-18,8.2937856674278799e-09,6.6713181264449831e-14,8.1919139428929143e-10,6.2009524782473162e-15,1.1126515846658832e-18,7.9724357021974054e-10,4.1120588309611728e-15,0.0033311975340615586,0.063880334415669149,1.1651461422323554e-07,5.686497830243215e-07,0.00011398909230273068,8.5144053055013827e-12,7.8314460230231969e-08,5.8224220704138942e-08,1.4535214138514458e-07,1.5419226580335694e-05,2.2252779773228594e-08,3.3475496509178277e-10
1.173119897059444e-06,0.09977366400000001,0.80000000000000004,0.0,0.22173131020011547,0.095630056357592183,0.067131548841860095,4.7584852363989605e-13,0.00053898537457381475,0.0014735610691735828,0.0010423346568736746,2.3087918933564125e-09,1.5542334199061698e-10,3.3457830681878876e-07,1.0774116890059939e-18,8.3155882038735339e-09,6.8295579596602279e-14,8.3516784009508381e-10,6.3322048923983601e-15,1.1337299746811855e-18,8.0489003839480181e-10,4.2450591830269805e-15,0.003326868323319404,0.064154838458455488,1.1696305039949758e-07,5.7232158883644458e-07,0.00011409519426881264,8.5402907472698114e-12,7.835244367274462e-08,5.8127356409656734e-08,1.4668569748130644e-07,1.551794251193245e-05,2.2684634247315654e-08,3.3801730773889936e-10
1.1813151715051794e-06,0.09977366400000001,0.80000000000000004,0.0,0.22146244795643774,0.095623012624474521,0.066983645667151731,4.8986408731713536e-13,0.00055047590942948748,0.0014846168410691488,0.0010536813999275057,2.3461026544559864e-09,1.5763916643985139e-10,3.3707732907835399e-07,1.1206428367757486e-18,8.3370684470620546e-09,6.9900739249168694e-14,8.5130825267319513e-10,6.465015385150455e-15,1.1550466786206287e-18,8.1251717234030676e-10,4.3811997661684114e-15,0.0033225609992356565,0.064427802081526347,1.1740837200761184e-07,5.7597037107924635e-07,0.00011419756581280051,8.565731927823846e-12,7.8387895313652929e-08,5.8031023976905249e-08,1.4802009584261323e-07,1.5615708767412283e-05,2.3120613179378554e-08,3.4128260900565609e-10
1.1895104459509149e-06,0.09977366400000001,0.80000000000000004,0.0,0.22119509746158167,0.095615917976712983,0.066836424843632766,5.0416503539118787e-13,0.0005621013947663449,0.0014955988424904152,0.001065057337802813,2.3836968595470566e-09,1.5986654409025847e-10,3.3956921591108412e-07,1.1652141603533288e-18,8.3582295866834607e-09,7.1528735651840758e-14,8.6761233518062939e-10,6.599383949765928e-15,1.1766025235006424e-18,8.2012448218921813e-10,4.5205255024351688e-15,0.0033182754055982385,0.064699236874886296,1.1785060728781029e-07,5.795961064454869e-07,0.00011429626185919713,8.5907332826815356e-12,7.8420857564457021e-08,5.793522039299783e-08,1.4935530769662859e-07,1.5712524137353373e-05,2.3560696058076802e-08,3.4455078620258159e-10
1.1977057203966503e-06,0.09977366400000001,0.80000000000000004,0.0,0.22092924733832012,0.095608772892076505,0.066689880877625521,5.1875427044945835e-13,0.00057386166224921342,0.0015065065697044977,0.0010764621475415769,2.4215736115415107e-09,1.6210537831531239e-10,3.4205394316168819e-07,1.2111542511100203e-18,8.3790747941312784e-09,7.3179642186673961e-14,8.8407977863112658e-10,6.7353104224367299e-15,1.1983983316970153e-18,8.277114906864912e-10,4.663081460488632e-15,0.0033140113875840286,0.064969154317252475,1.1828978418453381e-07,5.831987764656896e-07,0.00011439133671174321,8.6152992529963315e-12,7.8451372287866998e-08,5.7839942647795858e-08,1.5069130486435554e-07,1.5808387651857451e-05,2.4004861984279669e-08,3.4782175827392896e-10
1.2059009948423857e-06,0.09977366400000001,0.80000000000000004,0.0,0.22066488631824199,0.095601577842922503,0.066544008336409222,5.3363468184233058e-13,0.0005857565273948255,0.0015173395432771246,0.0010878955102244963,2.4597320091338011e-09,1.6435557295956352e-10,3.4453148816196469e-07,1.258491996086398e-18,8.399607222444275e-09,7.4853530204935095e-14,9.0071026218079944e-10,6.8727944844528005e-15,1.2204349209973575e-18,8.352777330333759e-10,4.8089128515839962e-15,0.0033097687917415081,0.065237565777532563,1.1872593034932208e-07,5.8677836739046019e-07,0.00011448284405808642,8.6394342837773259e-12,7.8479480802594652e-08,5.7745187734129036e-08,1.5202805974852454e-07,1.5903298574955551e-05,2.4453089683892151e-08,3.5109544576622793e-10
1.214096269288121e-06,0.09977366400000001,0.80000000000000004,0.0,0.220402003240322,0.095594333296269957,0.066398801847377273,5.4880914538776175e-13,0.00059778578986527376,0.0015280973076703082,0.0010993571109149415,2.4981711470291232e-09,1.6661703234344072e-10,3.4700182968852597e-07,1.3072565761091076e-18,8.4198300062446485e-09,7.6550469044092096e-14,9.1750345341068016e-10,7.0118356643748521e-15,1.2427131046522244e-18,8.4282275673135402e-10,4.9580650255856013e-15,0.0033055474659737629,0.065504482516272985,1.1915907314368491e-07,5.9033487007454298e-07,0.00011457083697443265,8.6631428221731504e-12,7.8505223888341158e-08,5.7650952648266723e-08,1.5336554532210465e-07,1.599725639907982e-05,2.4905357520532903e-08,3.5437177079743733e-10
1.2222915437338565e-06,0.09977366400000001,0.80000000000000004,0.0,0.22014058704951883,0.095587039713871266,0.066254256097208683,5.6428052308537162e-13,0.00060994923376166469,0.0015387794308413714,0.0011108466386037185,2.5368901161654724e-09,1.6888966126774379e-10,3.494649479216511e-07,1.3574774638698274e-18,8.4397462616733242e-09,7.8270526044935105e-14,9.3445900860612067e-10,7.1524333402106262e-15,1.2652336914249326e-18,8.5034612142578884e-10,5.1105834670158777e-15,0.0033013472595218385,0.065769915687077865,1.1958923964195451e-07,5.9386827986260614e-07,0.00011465536793018253,8.6864293157976405e-12,7.8528641790499278e-08,5.7557234390023235e-08,1.547037351170473e-07,1.6090260839601932e-05,2.5361643508061589e-08,3.5765065702669468e-10
1.230486818179592e-06,0.09977366400000001,0.80000000000000004,0.0,0.21988062679540221,0.095579697552283183,0.066110365831053064,5.8005166283994365e-13,0.00062224662791779666,0.0015493855038434673,0.0011223637861546222,2.5758880039296895e-09,1.7117336501783746e-10,3.5192082440523789e-07,1.4091844219675029e-18,8.4593590863228665e-09,8.0013766568817617e-14,9.5157657303300987e-10,7.2945867415936149e-15,1.2879974856400886e-18,8.5784739874936298e-10,5.2665137911382085e-15,0.0032971680229484331,0.066033876337999869,1.2001645663411943e-07,5.973785964767443e-07,0.00011473648879255524,8.7092982111267669e-12,7.8549774225273732e-08,5.7464029963393156e-08,1.5604260321324129e-07,1.6182311829438937e-05,2.5821925322952421e-08,3.6093202962464804e-10
1.2386820926253273e-06,0.09977366400000001,0.80000000000000004,0.0,0.21962211163080655,0.095572307262936376,0.06596712585172948,5.9612539819422471e-13,0.0006346777261936877,0.0015599151404277608,0.0011339082502507731,2.6151638943676382e-09,1.7346804936755812e-10,3.5436944200782241e-07,1.462407500915128e-18,8.478671559168683e-09,8.1780254015005546e-14,9.6885578121077231e-10,7.4382949519632164e-15,1.3110052872308666e-18,8.6532617216537909e-10,5.4259017400738971e-15,0.0032930096081219299,0.066296375412902883,1.2044075062863874e-07,6.0086582390570072e-07,0.00011481425083120235,8.7317539519204788e-12,7.8568660384157279e-08,5.7371336376368991e-08,1.5738212422769813e-07,1.6273409513726926e-05,2.6286180316511303e-08,3.6421581524435632e-10
1.2468773670710627e-06,0.09977366400000001,0.80000000000000004,0.0,0.21936503081051123,0.095564869292204008,0.065824531018938065,6.1250454807089401e-13,0.00064724226776877332,0.0015703679766473969,0.0011454797313417179,2.6547168683886923e-09,1.7577362058284451e-10,3.5681078488463154e-07,1.5171770371123393e-18,8.4976867404990246e-09,8.3570049838122998e-14,9.862962571821264e-10,7.5835569107453531e-15,1.3342578917850635e-18,8.7278203681100982e-10,5.588793178953386e-15,0.0032888718682007462,0.066557423752798106,1.2086214785523841e-07,6.0432997029579477e-07,0.00011488870472281149,8.7538009777398159e-12,7.858533893942208e-08,5.7279150642034676e-08,1.5872227330392854e-07,1.6363554244562841e-05,2.6754385526933445e-08,3.6750194199275325e-10
1.2550726415167981e-06,0.09977366400000001,0.80000000000000004,0.0,0.21910937368994685,0.095557384081469354,0.0656825762484851,6.2919191652359872e-13,0.00065993997743462424,0.001580743670463411,0.0011570779335912924,2.6945460039646253e-09,1.7808998542510222e-10,3.5924483844064296e-07,1.5735236507849664e-18,8.5164076718442849e-09,8.5383213565683554e-14,1.0038976147795692e-09,7.7303714155326223e-15,1.3577560905899604e-18,8.8021459934055768e-10,5.7552340921019154e-15,0.0032847546576179965,0.066817032097153867,1.2128067426768771e-07,6.0777104784355337e-07,0.00011495990055570392,8.7754437224426533e-12,7.8599848047949748e-08,5.7187469777580238e-08,1.6006302610155915e-07,1.6452746575814907e-05,2.722651769119936e-08,3.7079033940265683e-10
1.2632679159625335e-06,0.09977366400000001,0.80000000000000004,0.0,0.21885512972392682,0.095549852067192145,0.065541256511520568,6.4619029249695634e-13,0.0006727705658870249,0.0015910419013527011,0.0011687025648262255,2.7346503763230526e-09,1.8041705115431126e-10,3.6167158929462318e-07,1.6314782438926246e-18,8.534837375906005e-09,8.7219802815697414e-14,1.0216594578885688e-09,7.8787371242630426e-15,1.3815006706760202e-18,8.876234777687999e-10,5.9252705792597937e-15,0.0032806578320664611,0.06707521108517997,1.2169635554655833e-07,6.1118907269003701e-07,0.0001150278878344233,8.7966866128505624e-12,7.861222535783767e-08,5.7096290806767367e-08,1.6140435878610143e-07,1.6540987258002079e-05,2.7702553256807336e-08,3.7408093840531853e-10
1.271463190408269e-06,0.09977366400000001,0.80000000000000004,0.0,0.21860228846540289,0.09554227368097408,0.065400566833788032,6.635024495954125e-13,0.00068573373001726463,0.0016012623699181922,0.0011803533364854858,2.7750290581355337e-09,1.8275472553188576e-10,3.6409102524412018e-07,1.6910719980054509e-18,8.5529788564860303e-09,8.9079873314344765e-14,1.0395813807074386e-09,8.0286525573965961e-15,1.4054924148594427e-18,8.9500830131447992e-10,6.0989488518374405e-15,0.0032765812484838583,0.06733197125708712,1.2210921710196322e-07,6.1458406481684809e-07,0.0001150927154843235,8.8175340672549486e-12,7.8622508010226855e-08,5.7005610756482355e-08,1.6274624801900704e-07,1.6628277233242718e-05,2.8182468393339923e-08,3.7737367130350199e-10
1.2796584648540043e-06,0.09977366400000001,0.80000000000000004,0.0,0.21835083956424539,0.095534649349623191,0.065260502294887113,6.8113114586084335e-13,0.00069882915320250113,0.0016114047975013183,0.0011920299635703438,2.8156811197004712e-09,1.851029168232959e-10,3.6650313523138118e-07,1.7523363721511002e-18,8.5708350984161806e-09,9.096347891370524e-14,1.0576629680038724e-09,8.1801161000887035e-15,1.4297321017836093e-18,9.0236871024401528e-10,6.2763152292053049e-15,0.0032725247650383926,0.067587323055321794,1.2251928407627692e-07,6.1795604794381818e-07,0.00011515443185614502,8.8379904943417359e-12,7.863073264953695e-08,5.6915426663638443e-08,1.6408867094777113e-07,1.671461763027269e-05,2.8666239003863516e-08,3.8066847174507523e-10
1.2878537392997398e-06,0.09977366400000001,0.80000000000000004,0.0,0.21810077276604584,0.095526979495217268,0.065121058027547515,6.9907912355877853e-13,0.0007120565055950531,0.0016214689257969316,0.0012037321645951738,2.8566056291209216e-09,1.8746153380045874e-10,3.6890790931017333e-07,1.8153031006331002e-18,8.5884090674887797e-09,9.2870671609534872e-14,1.0759037953681303e-09,8.3331260043597452e-15,1.4542205059594404e-18,9.0970435571547901e-10,6.4574161350187676e-15,0.0032684882411145961,0.067841276825778146,1.2292658134683671e-07,6.2130504942836096e-07,0.00011521308473060056,8.8580602914918792e-12,7.8636935418531612e-08,5.6825735563494426e-08,1.6543160519648821e-07,1.680000975953317e-05,2.9153840736158614e-08,3.8396527469712199e-10
1.2952294863009016e-06,0.09977366400000001,0.80000000000000004,0.0,0.21787688594663401,0.095520038049124775,0.064996084538577803,7.1550754271840666e-13,0.00072407363917201251,0.0016304594979822502,0.001214285781380939,2.8936698586706593e-09,1.8959312805105443e-10,3.7106592642892572e-07,1.8734551177109016e-18,8.6039867321915248e-09,9.4607353495927168e-14,1.0924563322812669e-09,8.4721555070732669e-15,1.4764733598021435e-18,9.1628498421923222e-10,6.6236384223830983e-15,0.0032648723197246953,0.068068648379454116,1.2329080114329435e-07,6.2429952692418418e-07,0.00011526329206236669,8.875796165280602e-12,7.8640818696371499e-08,5.674543264693471e-08,1.6664066508157369e-07,1.6876053132602057e-05,2.9595937580253507e-08,3.8693405679370067e-10
1.3018676586019473e-06,0.09977366400000001,0.80000000000000004,0.0,0.21767633187806085,0.095513759758698386,0.064884031760367181,7.3051776018554241e-13,0.00073497997609313674,0.0016384964888657998,0.0012238013895376429,2.9272151385161451e-09,1.9151866597701205e-10,3.730030504441526e-07,1.9270124987815865e-18,8.6178149480120347e-09,9.6186766396240434e-14,1.1074633312452879e-09,8.5983504882048552e-15,1.4966741729140748e-18,9.2218996787208342e-10,6.7758851341411212e-15,0.0032616316335428901,0.068272327797112647,1.2361671253748611e-07,6.2697868263539505e-07,0.00011530641787536571,8.8914963631753269e-12,7.8642959312628871e-08,5.6673497624295599e-08,1.6772914497046963e-07,1.6943837466142122e-05,2.9996446000991832e-08,3.8960726566884742e-10
1.3078420136728885e-06,0.09977366400000001,0.80000000000000004,0.0,0.21749659335333177,0.095508084382952038,0.064783525028563438,7.4421014479251879e-13,0.00074486915543384537,0.0016456855230945993,0.0012323793687856366,2.9575573163387447e-09,1.9325736265860333e-10,3.7474233481996381e-07,1.976217614420819e-18,8.6301064079469915e-09,9.7621542777419208e-14,1.1210582955269076e-09,8.7127904386316395e-15,1.5149955809964804e-18,9.2749006600018776e-10,6.9150722588269916e-15,0.0032587260042354423,0.068454870338208559,1.2390851580801246e-07,6.2937708163593067e-07,0.00011534358295448751,8.9054162384516298e-12,7.8643804729581628e-08,5.6609028220460471e-08,1.6870903129763148e-07,1.7004313872793379e-05,3.0359015399083923e-08,3.9201418264056145e-10
1.3138163687438297e-06,0.09977366400000001,0.80000000000000004,0.0,0.21731757097142912,0.095502385567147588,0.064683339248231386,7.5807715535575042e-13,0.00075482779324158398,0.0016528325531597831,0.0012409704384518945,2.9880425733379075e-09,1.9500143530496844e-10,3.7647770667007012e-07,2.0263865241388328e-18,8.6422531995441608e-09,9.9068941975507045e-14,1.1347370756097571e-09,8.8280484727587458e-15,1.5334505667435046e-18,9.3277640908519996e-10,7.0563293046834042e-15,0.0032558307300526667,0.06863668843732515,1.2419889156065994e-07,6.3176333121682148e-07,0.00011537920502350198,8.9191386267436074e-12,7.8643639742824866e-08,5.6544815433021935e-08,1.6968915032150188e-07,1.706428942450808e-05,3.0723575354956103e-08,3.9442205011416654e-10
1.319790723814771e-06,0.09977366400000001,0.80000000000000004,0.0,0.21713926091411642,0.095496663467190143,0.064583472619186733,7.7211982711856196e-13,0.00076485574093783078,0.0016599375112534393,0.0012495744951302823,3.0186705455548803e-09,1.9675084942541192e-10,3.782091638562056e-07,2.0775319715716236e-18,8.6542564397758416e-09,1.0052898111822531e-13,1.1484994928503307e-09,8.9441237009060667e-15,1.552039423494644e-18,9.3804887945513784e-10,7.1996744152130537e-15,0.0032529457584853298,0.068817785946817672,1.2448784900324274e-07,6.3413744761411317e-07,0.00011541330166334812,8.9326652082242778e-12,7.864247755088272e-08,5.648085812479475e-08,1.706694941272987e-07,1.7123764910962798e-05,3.1090116056248453e-08,3.9683084498464702e-10
1.325765078885712e-06,0.09977366400000001,0.80000000000000004,0.0,0.21696165938854325,0.095490918237737143,0.064483923355242681,7.8633919059400072e-13,0.0007749528466250797,0.0016670003347660335,0.0012581914363381293,3.0494408686488266e-09,1.985055706748215e-10,3.7993670450938736e-07,2.1296667747995304e-18,8.6661172401426588e-09,1.0200167683508391e-13,1.162345366367538e-09,9.0610151989332659e-15,1.5707624434765754e-18,9.4330736228827931e-10,7.3451257581653733e-15,0.0032500710373482285,0.068998166693440624,1.2477539727257718e-07,6.3649944795177574e-07,0.00011544589030064215,8.9459976583501559e-12,7.8640331220717137e-08,5.641715516283032e-08,1.7165005492130822e-07,1.7182741166298158e-05,3.1458627634123335e-08,3.9924054448395402e-10
1.3317394339566533e-06,0.09977366400000001,0.80000000000000004,0.0,0.21678476262702298,0.095485150032210267,0.064384689684073779,8.0073627153040147e-13,0.00078511895514466194,0.0016740209662103793,0.0012668211605068929,3.0803531779279677e-09,2.0026556485392341e-10,3.81660327024045e-07,2.1828038258688175e-18,8.6778367066613559e-09,1.0348704526106236e-13,1.1762745130908887e-09,9.1787220086789465e-15,1.589619917810301e-18,9.4855174558158802e-10,7.4927015248208341e-15,0.003247206514777572,0.069177834478572148,1.2506154543500944e-07,6.3884935022276236e-07,0.00011547698820860893,8.9591376474693463e-12,7.8637213687675183e-08,5.6353705418598049e-08,1.7263082502891189e-07,1.7241219068189136e-05,3.1829100165408262e-08,4.0165112617621376e-10
1.3377137890275945e-06,0.09977366400000001,0.80000000000000004,0.0,0.21660856688681915,0.095479359002807115,0.064285769847083452,8.15312090879947e-13,0.00079535390813393876,0.0016809993531466964,0.0012754635669730771,3.1114071083790385e-09,2.020307979094699e-10,3.8338003005243249e-07,2.2369560903044569e-18,8.6894159398535035e-09,1.04985102040295e-13,1.1902867478074062e-09,9.2972431383970029e-15,1.6086121365179392e-18,9.5378192011934547e-10,7.6424199292884878e-15,0.0032443521392284563,0.069356793078430595,1.253463024869554e-07,6.4118717327047366e-07,0.00011550661250804319,8.9720868407723432e-12,7.8633137754064352e-08,5.6290507760629786e-08,1.7361179689438803e-07,1.7299199536936072e-05,3.2201523674589503e-08,4.0406256795311414e-10
1.3436881440985357e-06,0.09977366400000001,0.80000000000000004,0.0,0.21643306844992841,0.095473545300512969,0.064187162099270154,8.3006766476607914e-13,0.00080565754408363631,0.0016879354481073553,0.0012841185559690335,3.142602294697428e-09,2.0380123593445279e-10,3.8509581249893425e-07,2.2921366066268513e-18,8.7008560347339261e-09,1.0649586232974829e-13,1.2043818832089976e-09,9.4165775631933879e-15,1.6277393885296523e-18,9.589977794417529e-10,7.7942992077988018e-15,0.0032415078594722952,0.069535046244294033,1.2562967735544106e-07,6.4351293677114968e-07,0.00011553478016822403,8.9848468986530049e-12,7.8628116096573527e-08,5.6227561061367201e-08,1.7459296307866565e-07,1.7356683534559419e-05,3.2575888135825363e-08,4.0647484802932185e-10
1.3496624991694769e-06,0.09977366400000001,0.80000000000000004,0.0,0.21625826362287173,0.095467709075112178,0.064088864709098164,8.4500400445431077e-13,0.0008160296983944521,0.0016948292085228762,0.0012927860286140625,3.173938371315387e-09,2.0557684516824338e-10,3.8680767351468335e-07,2.3483584858585859e-18,8.7121580808003005e-09,1.0801934080290173e-13,1.2185597299383693e-09,9.536724225459682e-15,1.6470019616901796e-18,9.6419921981377133e-10,7.9483576180115996e-15,0.0032386736245943672,0.069712597702711196,1.2591167889857736e-07,6.4582666121575027e-07,0.00011556150800786392,8.9974194753825423e-12,7.8622161260555013e-08,5.6164864200697035e-08,1.7557431625468376e-07,1.7413672063910586e-05,3.295218347513417e-08,4.0888794493788263e-10
