Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(56),H2OX(23),COX(57),CHOX(60)
1.7036965335660413e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319927989,0.11866996602927826,0.02282156769303777,3.9248889778401084e-102,5.5992564807085487e-45,4.8985052730228952e-33,1.033342394703622e-54,2.9724199530975388e-41,2.6817036103465645e-36,3.6033007921266118e-21,2.2068378118875632e-83,3.6032996639345938e-21,3.8931378704926163e-53,1.0315688758127399e-51,2.9083732076728708e-55,6.8039984119563003e-76,2.6821224158990135e-36,4.4142360755834169e-65,6.8705104719453232e-13,3.3034024904647663e-14,1.2733097533720677e-17,2.394843356291796e-27,1.2733098558805376e-17,5.1279199163455174e-25,2.5576327751208223e-28,2.0875199289295252e-32,1.9004193089025442e-52,4.5686083914413301e-44,1.1797022109205213e-38,2.4901775729489481e-67,3.5636691077115947e-50
3.4073988441174565e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319855979,0.1186699660285912,0.022821567693021252,2.5143580389828686e-100,8.9522876909216663e-44,1.9792847632824212e-32,8.2751757621253051e-54,2.3779451911492957e-40,1.0726844600614459e-35,7.2066160594414705e-21,7.0619291736719604e-82,7.206611546662073e-21,3.1145249901740367e-52,1.6504624913183877e-50,2.3267061192639148e-54,2.1768277922102272e-74,1.073019494700335e-35,7.0628128641961426e-64,1.3741044239695463e-12,6.6068161822610091e-14,2.546623721977308e-17,9.5790670320128644e-27,2.5466241321144866e-17,2.0501509239899098e-24,2.0449940198836388e-27,3.3342990623927288e-31,1.2124958174477425e-50,3.6895286643187519e-43,9.4373370789668484e-38,3.9881115918830014e-66,2.8509165886214283e-49
6.814803465220287e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319711956,0.11866996602721706,0.02282156769298822,1.6312112845828515e-98,1.4317762766133362e-42,8.0759489737029959e-32,6.7275941641763563e-53,1.9023596302663448e-39,4.2907455997718692e-35,1.4413253364851035e-20,2.2598283727936173e-80,1.4413235313711745e-20,2.4916287170105665e-51,2.6405693411819237e-49,1.8613686964538767e-53,6.9650374366646463e-73,4.2934257081207509e-35,1.1300541194683888e-62,2.7482111771926485e-12,1.3213643565786122e-13,5.093251352066282e-17,3.8313671063570688e-26,5.0932529934343363e-17,8.192447443147511e-24,1.6342108836073588e-26,5.3260702327654365e-30,7.74448243596237e-49,3.0069623997943034e-42,7.5493871332316366e-37,6.4784624044579667e-65,2.2806932055115433e-48
1.3629612707425947e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319423908,0.1186699660244688,0.022821567692922151,1.2655715561904767e-96,2.2901528854118974e-41,3.357067973981653e-31,6.7538695242277795e-52,1.521888752547363e-38,1.7163011739537597e-34,2.8826555058783013e-20,7.2314897587480901e-79,2.8826482854189929e-20,1.993311019320632e-50,4.2243505977833357e-48,1.4890977252332126e-52,2.2286434320083888e-71,1.7184449858932845e-34,1.80809383924886e-61,5.4964246823311568e-12,2.6427298332566838e-13,1.0186505383758501e-16,1.5323361947992002e-25,1.0186511955756606e-16,3.2704658974316029e-23,1.3045187612970131e-25,8.5011982481065034e-29,4.9441638150177534e-47,2.4938694081820962e-41,6.0387243653929529e-36,1.2854624426618977e-63,1.8244864035130516e-47
2.7259231191837268e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318847819,0.11866996601897227,0.022821567692790014,3.0663883909344753e-94,3.6629980593454028e-40,1.4436144445136105e-30,2.2883679548194466e-50,1.2175108732028042e-37,6.8652216210142077e-34,5.7653266779046178e-20,2.3140965933630004e-77,5.7652977960661659e-20,1.5946593229664455e-49,6.7571570169244212e-47,1.1912812836308544e-51,7.1316025843099412e-70,6.8823677032641561e-34,2.8929687385357636e-60,1.0992851687377378e-11,5.2854607865050259e-13,2.0373008533202396e-16,6.1276544046626409e-25,2.0373034873144732e-16,1.3030035566821928e-22,1.0390790586388928e-24,1.3542682474018265e-27,3.1505052105219819e-45,2.135614133422106e-40,4.8297180427950046e-35,8.4004089362064442e-62,1.4594784539090994e-46
5.4518468160659916e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317695641,0.11866996600797922,0.022821567692525739,2.4898618561671564e-91,5.8575768196131537e-39,6.5718690665743617e-30,2.4013058980917939e-48,9.7400776995897422e-37,2.7461008791244469e-33,1.1530712354875118e-19,7.4052281627674021e-76,1.1530596827566697e-19,1.2757433241554733e-48,1.0805673808731292e-45,9.5302946214081202e-51,2.2834077955118028e-68,2.7598106813516816e-33,4.6288058095354443e-59,2.198570567654664e-11,1.0570922692570518e-12,4.0745995176347141e-16,2.449709339006301e-24,4.0746100947851929e-16,5.1710061740980449e-22,8.2408468295306204e-24,2.1485591030914786e-26,1.9994297764207623e-43,1.9309227310615038e-39,3.8617554762064843e-34,1.7444137816720777e-59,1.1674050836345886e-45
1.090369420983052e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315391279,0.11866996598599309,0.022821567691997193,3.9195884591947758e-88,9.3624460024998373e-38,3.2528100433088371e-29,2.9834776807046805e-46,7.7920444121959034e-36,1.0984498743238689e-32,2.3061657040152997e-19,2.3697592399966841e-74,2.3061194931392458e-19,1.0206196661925579e-47,1.7270605243474976e-44,7.6243045370125535e-50,7.3465760388433669e-67,1.1094064282281608e-32,7.4062650024353293e-58,4.3971413571192472e-11,2.1141846502976829e-12,8.1491889839816541e-16,9.788032343915716e-24,8.1492316160938832e-16,2.0363085794035241e-21,6.4802984521262354e-23,3.3808518143034136e-25,1.2586242530416611e-41,1.8931413709651302e-38,3.0861780172894659e-33,4.3311902484986009e-57,9.3363964903353549e-45
2.180738899735958e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310782554,0.11866996594202087,0.022821567690940101,3.9222902643303662e-85,1.4949527191019746e-36,1.7792481701198454e-28,3.6941614100625769e-44,6.2336059779951261e-35,4.3938751546824386e-32,4.6124239733380472e-19,7.5837442621139497e-73,4.6122391302343883e-19,8.1653559280784163e-47,2.7574037466043128e-43,6.0995529149446541e-49,2.4531478908453538e-65,4.4813475063780025e-32,1.1850583916285933e-56,8.7942829025713317e-11,4.2283694116891261e-12,1.6298336467669451e-15,3.9065951023942537e-23,1.6298509494153222e-15,7.8993458735355856e-21,5.0119923027346638e-22,5.2352888845089437e-24,7.7978092024384449e-40,2.0491270961078281e-37,2.4637952890283996e-32,1.0725742270508017e-54,7.4645695959658852e-44
4.3614778572417698e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756301565111,0.11866996585407641,0.022821567688825917,3.8461485338694679e-82,2.3822965237624199e-35,1.0634652264529696e-27,4.4418265365169129e-42,4.9868370376841946e-34,1.7576104826550851e-31,9.225217838911459e-19,2.4271269015187833e-71,9.2244784697454049e-19,6.5329219035273992e-46,4.3931016805920378e-42,4.8798168165957236e-48,1.0322946774490163e-63,1.8273019439957577e-31,1.8962724127162708e-55,1.7588565859567185e-10,8.456738931713189e-12,3.2596505639996111e-15,1.5557860113899644e-22,3.2597216415948225e-15,2.9788317194797858e-20,3.7560221182907531e-21,7.8634624636732053e-23,4.6870973703230475e-38,2.428150928058599e-36,1.9628496414031364e-31,2.5795277419256981e-52,5.9643922925601984e-43
6.542216814747581e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756292347667,0.11866996576613195,0.022821567686711734,2.7758720446086432e-81,8.7514821496216711e-35,2.742369412499814e-27,2.8505575463209099e-41,1.4804591756833444e-33,3.7350109887216984e-31,1.3838289029271431e-18,1.1612284838490059e-70,1.3836717874578099e-18,1.9395678257734803e-45,1.6716397132774275e-41,1.3953512671619551e-47,5.6042543565402193e-63,3.9338166960542071e-31,7.1743071094696317e-55,2.6382848682654722e-10,1.2685108448978426e-11,4.8894549018250767e-15,3.2960322993584267e-22,4.8896085374213703e-15,6.0818723512419663e-20,1.034900659173965e-20,2.8087211172258833e-22,2.5605520627135681e-37,8.16123938647212e-36,5.5991376113479177e-31,1.9064728881368137e-51,1.7042520056445905e-42
1.0903694729759205e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756273912775,0.11866996559024304,0.022821567682483362,1.2290580363583837e-78,6.6873703439024036e-34,1.0572328756200461e-26,1.1529578929702462e-39,6.934653261081804e-33,1.0326839173837403e-30,2.3065540692015551e-18,1.7515727936364279e-69,2.306119694553691e-18,9.0870228712888668e-45,1.363616943174662e-40,6.4129135132567807e-47,2.0095056290303015e-61,1.1234039480350033e-30,5.6630295569916846e-54,4.3971413793196545e-10,2.1141847472479773e-11,8.1490132606265382e-15,9.0419591798474969e-22,8.1494545774084238e-15,1.5276609928842287e-19,4.2812588023044935e-20,1.9541318419357556e-21,5.9824886851520611e-36,5.236541406360306e-35,2.5547575428463931e-30,1.3525295020179407e-49,7.815616536128081e-42
1.4829024853269665e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756257321374,0.11866996543194301,0.02282156767867783,1.0969479079194216e-77,1.8359575681695386e-33,2.2011244279289733e-26,5.304054006803912e-39,1.6002233305041786e-32,1.8389787292181141e-30,3.1370963205656602e-18,6.3907316095466052e-69,3.1363228320466992e-18,2.0971535271884262e-44,3.9604251350884695e-40,1.4435900390188123e-46,9.389266359290606e-61,2.0423900830291359e-30,1.589369292494958e-53,5.9801121960023099e-10,2.8752912584724209e-11,1.1082575140359604e-14,1.6018386025291707e-21,1.1083379039464607e-14,2.5565052514480005e-19,9.095401877179203e-20,5.1410495421424085e-21,2.4594202700594319e-35,1.3488022885076137e-34,5.7279098920019458e-30,6.8213706603961669e-49,1.7572315943617192e-41
1.8754354976780128e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756240729974,0.11866996527364301,0.022821567674872298,4.2226092270490595e-77,4.1207311366561323e-33,3.8865446668249293e-26,1.8055694318312929e-38,3.081101409909452e-32,2.8707892969045761e-30,3.9677334120244198e-18,1.7137787798005664e-68,3.966525991881673e-18,4.0383569098528501e-44,9.030638499707507e-40,2.7285775408138685e-46,3.4590790699032856e-60,3.2536784127783642e-30,3.6392784805681828e-53,7.5630829668886779e-10,3.6363977687540408e-11,1.4016094000788112e-14,2.4875870883928008e-21,1.4017375073833656e-14,3.7590175052171682e-19,1.6215062125799159e-19,1.10245774464724e-20,7.1279678652391904e-35,2.8567740709824348e-34,1.0781203102481949e-29,2.6839699512934689e-48,3.31721455974837e-41
2.2679685100290588e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756224138573,0.118669965115343,0.022821567671066766,1.7828696571838258e-76,7.894800802805606e-33,6.1349566432620403e-26,4.9358296208114856e-38,5.2385743869439761e-32,4.1156459908233476e-30,4.7984600887838557e-18,3.9378797394551489e-68,4.7967291728214729e-18,6.8669090281100016e-44,1.7791356140973978e-39,4.5608670583570052e-46,1.0076382492736522e-59,4.7531977144245486e-30,7.0974112036327799e-53,9.1460536945155957e-10,4.3975042781456447e-11,1.6949572225480167e-14,3.5486327061111874e-21,1.6951442186670146e-14,5.0991091787793358e-19,2.5694954967212793e-19,2.0277352904333951e-20,1.7632045879538137e-34,5.2198894606388437e-34,1.7950834016231282e-29,8.0993501855210115e-48,5.5382744868391639e-41
3.053034534731151e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756190955772,0.11866996479874301,0.022821567663455701,2.2519267696256479e-75,2.0313158445477461e-32,1.2037669639963658e-25,2.2267738356122148e-37,1.1582310395859089e-31,7.091272416152184e-30,6.4601177364111185e-18,1.4203410133159387e-67,6.4571355828320125e-18,1.5185671281147776e-43,4.9398890094010682e-39,9.7374609255541123e-46,4.9446042087186057e-59,8.4440168500481799e-30,1.8846107819853352e-52,1.2311995051117064e-09,5.9197172949001449e-11,2.2816436007419535e-14,6.0636917008264825e-21,2.2819747298855946e-14,8.0302889420381826e-19,5.0413133380281367e-19,4.898064466299853e-20,7.0836238392551887e-34,1.2553104836175783e-33,3.8084156710687816e-29,4.1132155792683038e-47,1.1801749935686211e-40
3.838100559433243e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756157772971,0.11866996448214299,0.022821567655844636,1.0746120143443637e-74,4.2822233263563595e-32,2.0348354331924669e-25,7.0928529564338863e-37,2.1698899205122736e-31,1.0854594517175079e-29,8.1221065174878229e-18,3.7908484360987701e-67,8.117542070860489e-18,2.8455162008626093e-43,1.0994607243771765e-38,1.7707424715290849e-45,1.7033685837448961e-58,1.3300194070514768e-29,4.0885332018350689e-52,1.547793624781401e-09,7.4419303083665886e-11,2.868314958782347e-14,9.2070250691908561e-21,2.8688339439322745e-14,1.1301855339176856e-18,8.4790150451110857e-19,9.7605077447824076e-20,2.0024813298867896e-33,2.5019000053134487e-33,6.8845485223760413e-29,1.445759493107403e-46,2.1422826027382889e-40
