Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),CHOX(50),H2X(46),H2OX(23),CO2X(24),COX(47),C2H6X(49)
2.446025425207147e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.034072042857846388,0.098080770099205433,0.020795253253296227,1.3655250143423256e-06,0.00027173405454169244,0.0022450906389280254,2.0307207719849758e-05,4.0058888301774247e-08,1.7274788658393083e-17,7.5652967787992678e-11,2.0315753021591285e-25,1.4474423694322659e-13,7.2847831614383163e-19,6.5912007804409674e-14,4.2225382933767218e-19,7.6672047289763306e-18,6.3656048914056667e-18,1.3489731179158662e-20,0.00064009806695145498,0.15685263547527425,2.9562385035084664e-08,1.4199923310165319e-07,6.4544641409495663e-05,6.5490046134811104e-13,2.198865802887608e-08,2.2066628966530524e-10,0.001257299612066878,2.2880798045765971e-08,4.2918539314425978e-06,4.6166309690741738e-06,6.7817981912479111e-12,4.5691452763542128e-09,3.3228689348751344e-11
2.4529208275078558e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.034023588555099987,0.098080358522406888,0.020770162867341051,1.3732780009909926e-06,0.00027241072379980698,0.0022470957222674981,2.0357077611705225e-05,4.0107094722362495e-08,1.7341684515120913e-17,7.5652208999543623e-11,2.0478182973314234e-25,1.4479779384288292e-13,7.3191309417700981e-19,6.6095309704877154e-14,4.2346640291468938e-19,7.6941739062889442e-18,6.3803928723130348e-18,1.3596981937370042e-20,0.00063918458374892691,0.15690080185130539,2.9519838906963066e-08,1.4209403254517141e-07,6.4476081408804066e-05,6.5331795996822887e-13,2.1926994270046729e-08,2.1996816896807937e-10,0.0012585670216559727,2.2912117729812787e-08,4.2895780296661772e-06,4.6214412722795574e-06,6.8003862085045065e-12,4.5738524399249826e-09,3.3221365882471357e-11
2.4598162298085647e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033975332370885035,0.09807994699438248,0.02074517384211147,1.381050257864462e-06,0.00027308674031963949,0.0022490938013996222,2.0406908497530116e-05,4.0155162681417892e-08,1.740860065279627e-17,7.5651434165404605e-11,2.0641375824293822e-25,1.4485113048990884e-13,7.3535233361243129e-19,6.6278470027107703e-14,4.2467827793972057e-19,7.721141102944616e-18,6.3951651661894092e-18,1.3704737522034698e-20,0.00063827483461680902,0.15694876993925344,2.9477462557993901e-08,1.4218847401487628e-07,6.4407735802508029e-05,6.5174293525295477e-13,2.1865661678506537e-08,2.192741957584255e-10,0.0012598306680079959,2.2943351657942581e-08,4.2873028738984268e-06,4.6262351059861611e-06,6.818962704810133e-12,4.5785456353679615e-09,3.3214007818708177e-11
2.4667116321092735e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033927272966519907,0.098079535519706676,0.020720285494279931,1.3888417647346093e-06,0.00027376210570777786,0.002251084916424818,2.0456700485158267e-05,4.0203092928573569e-08,1.7475536850473358e-17,7.5650643551639521e-11,2.0805332515335561e-25,1.4490424831406899e-13,7.3879601993781727e-19,6.6461489012558178e-14,4.2588945519480866e-19,7.7481062674996112e-18,6.4099218210585942e-18,1.3812998587374542e-20,0.00063736879434536404,0.15699654108345723,2.9435254902867781e-08,1.4228255969853748e-07,6.4339603473726565e-05,6.5017533486944953e-13,2.1804657636019602e-08,2.1858433417484819e-10,0.0012610905716722914,2.2974500247718301e-08,4.2850284949287122e-06,4.6310125606315758e-06,6.8375277007060141e-12,4.5832249388804138e-09,3.3206615650147552e-11
2.4736070344099823e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033879409015941019,0.098079124102881776,0.020695497146953398,1.3966525014204374e-06,0.00027443682156500968,0.0022530691071164068,2.0506453681904205e-05,4.0250886207583176e-08,1.7542492888958709e-17,7.564983742034374e-11,2.0970053984086287e-25,1.4495714873209582e-13,7.4224413871478356e-19,6.6644366902833437e-14,4.2709993546512025e-19,7.7750693490717957e-18,6.4246628847039918e-18,1.3921765785485387e-20,0.000636466437962225,0.15704411661555784,2.9393214865724022e-08,1.4237629176521343e-07,6.4271683313580464e-05,6.4861510696239498e-13,2.1743979551594181e-08,2.1789854876172732e-10,0.0012623467530335983,2.3005563913767865e-08,4.2827549230255151e-06,4.6357737259586016e-06,6.856081216709537e-12,4.587890426050328e-09,3.3199189863256514e-11
2.480502436710691e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033831739205550333,0.098078712748338723,0.020670808129595739,1.4044824477879268e-06,0.00027511088948634614,0.0022550464129240892,2.055616819456642e-05,4.0298543256380772e-08,1.7609468550794602e-17,7.5649016029708999e-11,2.1135541165051494e-25,1.4500983314784458e-13,7.4569667557829199e-19,6.6827103939671523e-14,4.283097195388581e-19,7.8020302973342181e-18,6.4393884046701763e-18,1.403103976634773e-20,0.00063556774072953443,0.1570914978546524,2.9351341380054001e-08,1.4246967236532455e-07,6.420397422110412e-05,6.4706220015126866e-13,2.1683624861127695e-08,2.1721680446345574e-10,0.0012635992323137793,2.3036543067774405e-08,4.2804821879448176e-06,4.6405186910200222e-06,6.8746232733118499e-12,4.5925421718628549e-09,3.3191730938371343e-11
2.4873978390114e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033784262234065339,0.098078301460438569,0.020646217777951177,1.4123315837498856e-06,0.00027578431106105219,0.0022570168729773694,2.0605844129430584e-05,4.0346064807139988e-08,1.7676463620242572e-17,7.5648179634087364e-11,2.1301794989612552e-25,1.4506230295244621e-13,7.4915361623610946e-19,6.7009700364928898e-14,4.2951880820717305e-19,7.8289890625087585e-18,6.4540984282644469e-18,1.4140821177837487e-20,0.00063467267814112396,0.15713868610744547,2.9309633388587893e-08,1.4256270363068089e-07,6.4136475103191839e-05,6.4551656353601736e-13,2.1623591027156208e-08,2.1653906661924317e-10,0.001264848029573531,2.306743811843411e-08,4.2782103189382443e-06,4.6452475441614255e-06,6.8931538909736709e-12,4.5971802507062039e-09,3.3184239349781917e-11
2.4942932413121088e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033736976812370929,0.098077890243473187,0.020621725433968834,1.4201998892657992e-06,0.00027645708787265043,0.002258980526088937,2.0655481592272786e-05,4.0393451586332523e-08,1.774347788326713e-17,7.5647328484054049e-11,2.1468816386043819e-25,1.4511455952445512e-13,7.5261494646826985e-19,6.7192156420566051e-14,4.3072720226407718e-19,7.8559455953598682e-18,6.4687930025583539e-18,1.4251110665736643e-20,0.00063378122591973044,0.15718568266839816,2.9268089843204083e-08,1.4265538767501411e-07,6.4069184874517888e-05,6.4397814667734643e-13,2.1563875538436848e-08,2.1586530095773556e-10,0.0012660931647140705,2.3098249471597905e-08,4.2759393447610104e-06,4.6499603730495164e-06,6.9116730901307473e-12,4.6018047363781917e-09,3.317671556581795e-11
2.5011886436128176e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033689881663373486,0.098077479101666698,0.020597330445728351,1.4280873443416816e-06,0.00027712922149893343,0.0022609374107580098,2.0705080688362702e-05,4.0440704314786e-08,1.781051112751965e-17,7.5646462826469307e-11,2.1636606279529598e-25,1.4516660422999492e-13,7.5608065212654164e-19,6.7374472348633364e-14,4.3193490250635975e-19,7.8828998471883688e-18,6.4834721743892256e-18,1.4361908873743847e-20,0.00063289336001425282,0.15723248881987509,2.9226709704840905e-08,1.4274772659417438e-07,6.4002102457447015e-05,6.4244689958592863e-13,2.1504475909527076e-08,2.1519547359097953e-10,0.001267334657478802,2.3128977530310104e-08,4.2736692936799004e-06,4.6546572646972535e-06,6.9301808911939983e-12,4.6064157020927382e-09,3.3169160048934234e-11
2.5080840459135264e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033642975521857167,0.098077068039176291,0.020573032167366657,1.435993929029925e-06,0.00027780071351199594,0.0022628875651736231,2.0754641522466871e-05,4.0487823707740905e-08,1.7877563142322487e-17,7.5645582904538893e-11,2.1805165592180964e-25,1.4521843842290467e-13,7.5955071913390141e-19,6.7556648391257378e-14,4.3314190973350415e-19,7.9098517698253563e-18,6.4981359903616923e-18,1.4473216443484884e-20,0.00063200905659705376,0.15727910583228932,2.9185491943365942e-08,1.4283972246583935e-07,6.393522678202334e-05,6.4092277274569811e-13,2.1445389680648108e-08,2.1452955100939686e-10,0.0012685725274549624,2.3159622694644208e-08,4.2714001934809907e-06,4.6593383054248132e-06,6.9486773145385344e-12,4.6110132204851229e-09,3.3161573255789605e-11
2.5149794482142353e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033596257134342306,0.098076657060093345,0.020548829959005789,1.4439196234291511e-06,0.00027847156547824786,0.00226483102721789,2.0804164198851807e-05,4.0534810474907019e-08,1.7944633718653194e-17,7.564468895787329e-11,2.1974495243052427e-25,1.452700634448826e-13,7.6302513348401123e-19,6.7738684790627342e-14,4.3434822474760534e-19,7.9368013156261867e-18,6.5127844968491697e-18,1.458503401452312e-20,0.0006311282920612967,0.15732553496424503,2.9144435537491221e-08,1.4293137735015277e-07,6.3868556785887028e-05,6.3940571709310326e-13,2.1386614417325832e-08,2.1386750007734551e-10,0.0012698067940752407,2.3190185361877486e-08,4.2691320714771424e-06,4.6640035808777028e-06,6.9671623805110389e-12,4.61559736361819e-09,3.3153955637328107e-11
2.521874850514944e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033549725258945902,0.098076246168444445,0.020524723186681772,1.4518644076840621e-06,0.000279141778958423,0.002266767834469208,2.0853648821287212e-05,4.058166532051895e-08,1.8011722649129039e-17,7.5643781222546173e-11,2.2144596148158552e-25,1.4532148062562488e-13,7.6650388124070275e-19,6.7920581788981877e-14,4.3555384835329301e-19,7.9637484374645298e-18,6.5274177399953993e-18,1.4697362224369852e-20,0.00063025104301832487,0.15737177746267808,2.9103539474725328e-08,1.430226932903019e-07,6.3802091414114312e-05,6.3789568397832395e-13,2.1328147709788346e-08,2.1320928802699898e-10,0.0012710374766193827,2.3220665926697311e-08,4.2668649545156248e-06,4.6686531760919999e-06,6.9856361094397984e-12,4.6201682029893282e-09,3.3146307638863004e-11
2.528770252815653e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033503378665244048,0.098075835368192324,0.020500711222274513,1.4598282619852921e-06,0.00027981135550760917,0.0022686980242054237,2.0903095493049015e-05,4.0628388943391147e-08,1.8078829727991562e-17,7.5642859931151825e-11,2.231546922049031e-25,1.4537269128296399e-13,7.6998694853746413e-19,6.8102339628596122e-14,4.3675878135765323e-19,7.9906930887264806e-18,6.5420357657158952e-18,1.481020170849452e-20,0.00062937728629507389,0.15741783456299474,2.9062802751217321e-08,1.4311367231163673e-07,6.3735829619264941e-05,6.3639262521563078e-13,2.1269987172949613e-08,2.125548824528563e-10,0.0012722645942157709,2.3251064780822028e-08,4.264598868985513e-06,4.6732871754329638e-06,7.0040985216118262e-12,4.6247258095350717e-09,3.3138629700151395e-11
2.534976114886291e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033461824138942664,0.098075465729334288,0.020479181000590072,1.4670120194104565e-06,0.00028041343110662476,0.0022704295675630339,2.0947565134770901e-05,4.067032858177898e-08,1.8139241447075979e-17,7.5642019367939144e-11,2.2469915940730256e-25,1.4541860537679707e-13,7.7312539090636816e-19,6.8265802903785753e-14,4.3784263126641201e-19,8.01494112440141e-18,6.5551790157317467e-18,1.4912194907292567e-20,0.00062859387219669051,0.15745912844977056,2.9026275112310341e-08,1.4319526702529311e-07,6.3676367202494897e-05,6.3504579595226872e-13,2.121790251428921e-08,2.1196914547989008e-10,0.0012733659677110617,2.3278354208329218e-08,4.2625602953290614e-06,4.6774445095336586e-06,7.0207050334749608e-12,4.6288163995416698e-09,3.3131694315439861e-11
2.541181976956929e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033420417822228744,0.098075096170467654,0.020457726619409977,1.4742111931880071e-06,0.00028101499317232477,0.0022721558074461348,2.099200419430234e-05,4.0712162993352323e-08,1.8199667553251797e-17,7.5641168174714581e-11,2.2624989514854243e-25,1.4546435418889109e-13,7.7626731091526649e-19,6.842915383330216e-14,4.3892592303542158e-19,8.0391870882911118e-18,6.5683100097945706e-18,1.5014603211742184e-20,0.00062781325168500364,0.1575002740401712,2.8989875012215949e-08,1.4327659191451015e-07,6.3617068087398822e-05,6.3370454271444582e-13,2.1166062237046845e-08,2.1138644267363057e-10,0.0012744644827058823,2.3305578047105539e-08,4.2605225967484319e-06,4.6815893393792274e-06,7.0373024099245704e-12,4.6328963789037735e-09,3.3124735343806336e-11
2.546767252820503e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033383278134116748,0.098074763638162379,0.020438482151258871,1.4807036187113532e-06,0.00028155596088787351,0.0022737049108288616,2.1031973261502395e-05,4.0749724406831317e-08,1.8254063228518161e-17,7.5640393146546921e-11,2.2765092236632237e-25,1.455053875781388e-13,7.7909800406767418e-19,6.8576073760313244e-14,4.3990040890826453e-19,8.0610066571841372e-18,6.5801174528921812e-18,1.5107125980515468e-20,0.00062711306813801541,0.15753717900328293,2.8957223377441462e-08,1.4334955480644963e-07,6.3563837888104901e-05,6.3250215400183408e-13,2.1119613537483733e-08,2.1086458543826589e-10,0.0012754507134556811,2.3330023655038797e-08,4.2586894313580509e-06,4.6853090448509802e-06,7.0522322501216636e-12,4.6365593300329996e-09,3.3118452358263235e-11
2.552352528684077e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033346257156025128,0.098074431174871232,0.020419298429967959,1.4872085094215814e-06,0.000282096514365696,0.0022752497591495471,2.1071917671221857e-05,4.0787201351283358e-08,1.830847033228232e-17,7.5639609756778841e-11,2.2905703723479326e-25,1.4554628852553051e-13,7.8193149880107335e-19,6.8722902959181027e-14,4.4087444360175567e-19,8.0828244974559261e-18,6.5919150193617881e-18,1.5199985690459189e-20,0.00062641512216353272,0.15757396519141681,2.8924673953669645e-08,1.4342230135115864e-07,6.3510738814697402e-05,6.3130422940274874e-13,2.1073360198398458e-08,2.1034515080634208e-10,0.0012764346497413973,2.3354416565552754e-08,4.2568570027716482e-06,4.689018714177197e-06,7.0671547132713771e-12,4.6402137641280654e-09,3.3112150741041891e-11
2.5579378045476512e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033309354260672767,0.09807409878255334,0.020400175135302574,1.4937258549004157e-06,0.00028263665441877981,0.0022767903715183425,2.1111837477181413e-05,4.0824594185434484e-08,1.8362888758994322e-17,7.5638818121034385e-11,2.3046824453447924e-25,1.455870577038393e-13,7.8476778791006127e-19,6.8869641558666632e-14,4.4184802755020772e-19,8.1046405855259315e-18,6.6037027330668137e-18,1.5293182674455299e-20,0.00062571940194722806,0.15761063323433933,2.8892226227622033e-08,1.4349483258589187e-07,6.3457770327923004e-05,6.3011074429008861e-13,2.102730100911562e-08,2.0982812239648132e-10,0.0012774163013755955,2.3378756980728438e-08,4.2550253239604257e-06,4.6927183907115839e-06,7.0820698100990164e-12,4.6438597175809232e-09,3.3105830713016653e-11
2.562964552824868e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033276242100878504,0.098073799691748412,0.020383015572096191,1.4996021060634741e-06,0.00028312242765842735,0.0022781733166073888,2.1147744310564929e-05,4.0858176116569254e-08,1.8411874937454083e-17,7.5638098693012212e-11,2.3174268907380096e-25,1.4562363785393209e-13,7.8732283136724528e-19,6.900162894214306e-14,4.4272386807647951e-19,8.1242735473342927e-18,6.614303270934306e-18,1.5377348603804026e-20,0.00062509514708140976,0.15764353397556427,2.8863109804323237e-08,1.4355992745767342e-07,6.3410209898195007e-05,6.2904038327973889e-13,2.0986012744313822e-08,2.0936484072387872e-10,0.0012782978425297502,2.3400618636609091e-08,4.2533774646629721e-06,4.6960395913459458e-06,7.0954871078729096e-12,4.6471338546327903e-09,3.3100127127321853e-11
2.5674886262743632e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033246522131396325,0.098073530561667552,0.020367613403280988,1.5048993442036175e-06,0.00028355933830530653,0.0022794150581031802,2.1180043490470167e-05,4.0888342064512787e-08,1.8455970204303225e-17,7.5637445644263387e-11,2.3289322209026488e-25,1.4565646959480613e-13,7.8962429644507396e-19,6.9120355009399365e-14,4.4351181295072789e-19,8.1419419693174193e-18,6.6238369622131434e-18,1.545333194889283e-20,0.00062453484401063725,0.15767306362823585,2.883697479578271e-08,1.4361836505769966e-07,6.3367495256586126e-05,6.2808010146786284e-13,2.0948986215116729e-08,2.0894953269759334e-10,0.00127908965992773,2.3420258030120919e-08,4.2518949270182957e-06,4.6990218069844572e-06,7.1075575881462117e-12,4.6500747514196464e-09,3.3094981431765563e-11
2.5720126997238583e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033216878535766076,0.098073261481553625,0.02035225031868455,1.510204735457037e-06,0.0002839959791419221,0.0022806540539702424,2.1212326622693921e-05,4.091845345829896e-08,1.850007271463775e-17,7.5636787386446074e-11,2.340471047094114e-25,1.4568921606254652e-13,7.9192758219552462e-19,6.9239021863294472e-14,4.4429946286623013e-19,8.1596092004309418e-18,6.6333642312128706e-18,1.5529537168562379e-20,0.00062397598053753011,0.15770251687039472,2.8810905609915601e-08,1.4367666321254038e-07,6.3324865344151701e-05,6.2712268927609753e-13,2.0912084947568051e-08,2.0853577473856451e-10,0.0012798799956117552,2.3439863336423639e-08,4.2504129037749292e-06,4.7019975425025529e-06,7.1196232543655711e-12,4.6530101480170126e-09,3.3089824042373375e-11
2.5765367731733534e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033187310989404625,0.098072992452400129,0.020336926152598717,1.5155182743242264e-06,0.0002844323505957627,0.0022818903141321031,2.1244593735393528e-05,4.0948510484367752e-08,1.8544182413628554e-17,7.5636123978415945e-11,2.352043394476553e-25,1.45721877605587e-13,7.9423268484431354e-19,6.9357629572223783e-14,4.450868180554373e-19,8.1772752285370906e-18,6.6428850904344841e-18,1.5605964438084672e-20,0.00062341855054866811,0.15773189402789173,2.8784901980614021e-08,1.437348224593578e-07,6.3282319880151428e-05,6.2616813398824771e-13,2.0875308317125233e-08,2.0812355841507414e-10,0.0012806688546795118,2.3459434660482908e-08,4.2489314014842309e-06,4.7049668204155325e-06,7.1316841121891123e-12,4.6559400633308812e-09,3.3084655072327486e-11
2.580608439277899e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033160764953088437,0.098072750370545858,0.020323167542281934,1.5203074209758037e-06,0.0002848248549344469,0.0022830006174104317,2.1273620463332118e-05,4.097551547677869e-08,1.8583887243929656e-17,7.5635522555946497e-11,2.3624871884940076e-25,1.457512006700737e-13,7.9630882756665394e-19,6.9464325997834235e-14,4.4579518592714011e-19,8.1931736152991753e-18,6.6514483936734192e-18,1.5674938977848476e-20,0.00062291808416418894,0.15775826868500717,2.8761554546345416e-08,1.4378704745697462e-07,6.3244100934981937e-05,6.2531146642638648e-13,2.0842315401606084e-08,2.07753874902603e-10,0.0012813775695260578,2.3477019883760764e-08,4.2475985001917605e-06,4.7076336677961067e-06,7.1425347777265289e-12,4.6585723161649049e-09,3.3079993190632108e-11
2.5846801053824445e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033134280021410403,0.098072508331475503,0.020309440203108538,1.5251031587491647e-06,0.00028521714172872526,0.0022841087199266729,2.1302634258597866e-05,4.1002476716221796e-08,1.8623597813277392e-17,7.563491705113605e-11,2.3729581732849803e-25,1.4578045547736572e-13,7.9838643619496002e-19,6.9570974621257247e-14,4.4650331542904489e-19,8.2090710091367588e-18,6.6600065241422744e-18,1.5744093646931644e-20,0.00062241876957362587,0.15778458221074126,2.8738259806601532e-08,1.4383916075984747e-07,6.3205949963848269e-05,6.244570935337177e-13,2.0809422490055686e-08,2.0738542727248208e-10,0.0012820850961017167,2.3494577742085106e-08,4.246266030788631e-06,4.7102953189201833e-06,7.1533815571657191e-12,4.6612001580445139e-09,3.3075322100762978e-11
2.58875177148699e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033107855961723338,0.098072266335891847,0.020295744016304011,1.5299054836523469e-06,0.0002856092112881205,0.0022852146288095338,2.1331635141537732e-05,4.1029394336701853e-08,1.8663314082276985e-17,7.5634307505729631e-11,2.3834563670831289e-25,1.4580964227734584e-13,8.0046550800292714e-19,6.9677575492327397e-14,4.472112067313086e-19,8.2249674013799132e-18,6.6685594908713107e-18,1.5813428572355223e-20,0.00062192060239507044,0.15781083483864156,2.8715017570420241e-08,1.4389116275357049e-07,6.316786676475097e-05,6.23605006192905e-13,2.0776629135644451e-08,2.0701820950180112e-10,0.001282791438069502,2.351210831100338e-08,4.2449339978974299e-06,4.7129517899751915e-06,7.1642244546186656e-12,4.6638236025551812e-09,3.3070641883338729e-11
2.5928234375915356e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033081492542617032,0.098072024384491113,0.020282078863724746,1.5347143916987921e-06,0.00028600106392149497,0.0022863183511548165,2.1360623132442339e-05,4.1056268471627779e-08,1.8703036011713386e-17,7.5633693961113e-11,2.3939817880872873e-25,1.4583876131861269e-13,8.0254604027212146e-19,6.9784128660869632e-14,4.4791886000429988e-19,8.2408627834142912e-18,6.6771073028647898e-18,1.5882943880904131e-20,0.00062142357826989092,0.15783702680101103,2.8691827647781821e-08,1.4394305382211571e-07,6.3129851136527521e-05,6.2275519532720272e-13,2.0743934894205462e-08,2.0665221560691428e-10,0.0012834965990758376,2.3529611665840084e-08,4.243602406093243e-06,4.7156030970679608e-06,7.175063474197129e-12,4.6664426632209765e-09,3.306595261839055e-11
2.5968951036960812e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033055189533909901,0.098071782477962915,0.02026844462785372,1.5395298789073341e-06,0.00028639269993704653,0.0022874198940256076,2.1389598251546187e-05,4.1083099253816162e-08,1.8742763562550288e-17,7.5633076458315775e-11,2.4045344544615725e-25,1.4586781284848875e-13,8.0462803029194748e-19,6.9890634176698373e-14,4.4862627541859497e-19,8.2567571466807767e-18,6.6856499691010898e-18,1.5952639699127865e-20,0.0006209276928625724,0.15786315832891676,2.8668689849615005e-08,1.4399483434768619e-07,6.3091902878820329e-05,6.2190765189950201e-13,2.071133932412416e-08,2.0628743964212009e-10,0.0012842005827506547,2.3547087881658678e-08,4.2422712599041027e-06,4.7182492562464154e-06,7.185898620011398e-12,4.6690573535050244e-09,3.3061254385367434e-11
2.6009667698006268e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033028946706640472,0.098071540616990319,0.02025484119179621,1.5443519413021884e-06,0.0002867841196423094,0.00228851926445248,2.1418560519027871e-05,4.1109886815494581e-08,1.8782496695929142e-17,7.5632455038015131e-11,2.4151143843354878e-25,1.4589679711302845e-13,8.067114753596152e-19,6.9997092089617046e-14,4.4933345314497262e-19,8.2726504826751086e-18,6.6941874985327843e-18,1.6022516153341165e-20,0.00062043294186056087,0.15788922965219862,2.8645603987776871e-08,1.4404650471018717e-07,6.3054021792101553e-05,6.2106236693759137e-13,2.0678841986407489e-08,2.0592387569877894e-10,0.0012849033927074933,2.3564537033064269e-08,4.2409405638114197e-06,4.7208902834866911e-06,7.1967298961594563e-12,4.6716676868095616e-09,3.30565472631408e-11
2.6050384359051723e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.033002763833059216,0.098071298802249934,0.020241268439275581,1.5491805749129418e-06,0.00028717532334415904,0.0022896164694336868,2.1447509955010257e-05,4.1136631288305092e-08,1.8822235373168227e-17,7.5631829740538772e-11,2.4257215958040376e-25,1.4592571435702756e-13,8.0879637278010711e-19,7.010350244941715e-14,4.5004039335440804e-19,8.288542782947542e-18,6.702719900086745e-18,1.6092573369624689e-20,0.00061993932097410549,0.15791524099947699,2.862256987504385e-08,1.440980652879777e-07,6.3016207677681117e-05,6.2021933151004639e-13,2.064644244469291e-08,2.0556151790682141e-10,0.0012856050325435954,2.3581959194450524e-08,4.23961032225041e-06,4.7235261946819086e-06,7.2075573067389077e-12,4.674273676476463e-09,3.3051831330008716e-11
2.609110102009718e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032976640686620276,0.098071057034412074,0.020227726254629121,1.5540157757745432e-06,0.0002875663113488143,0.0022907115159353534,2.1476446579560735e-05,4.1163332803307581e-08,1.8861979555761669e-17,7.5631200605868242e-11,2.4363561069278276e-25,1.4595456482403116e-13,8.1088271986614436e-19,7.0209865305877689e-14,4.5074709621807201e-19,8.304434039102466e-18,6.7112471826642527e-18,1.6162811473825693e-20,0.00061944682593610624,0.15794119259816178,2.8599587325128742e-08,1.44149516457869e-07,6.2978460337649068e-05,6.1937853671524309e-13,2.0614140265091081e-08,2.0520036043351285e-10,0.001286305505840005,2.3599354440024791e-08,4.2382805396105231e-06,4.726157005669336e-06,7.2183808558496786e-12,4.6768753357878156e-09,3.3047106663700858e-11
2.6131817681142635e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032950577041973274,0.098070815314140566,0.020214214522803819,1.5588575399272902e-06,0.00028795708396183421,0.0022918044108916737,2.1505370412691369e-05,4.1189991490983085e-08,1.8901729205378496e-17,7.5630567673642306e-11,2.4470179357331748e-25,1.4598334875634187e-13,8.1297051393815692e-19,7.031618070876439e-14,4.5145356190732367e-19,8.3203242427980632e-18,6.7197693551410873e-18,1.6233230591558704e-20,0.00061895545250195911,0.15796708467446008,2.8576656152657576e-08,1.4420085859418564e-07,6.2940779574907223e-05,6.1853997372224909e-13,2.0581935016268526e-08,2.0484039748179986e-10,0.0012870048161616628,2.3616722843468242e-08,4.2369512202358673e-06,4.7287827322176188e-06,7.2292005475759063e-12,4.6794726779658881e-09,3.3042373341383309e-11
2.617253434218809e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032924572674955237,0.098070573642092998,0.020200733129352295,1.5637058634168219e-06,0.00028834764148812054,0.0022928951612050949,2.1534281474359158e-05,4.1216607481237185e-08,1.8941484283861695e-17,7.5629930983160031e-11,2.4577071002122145e-25,1.4601206639502819e-13,8.1505975232424905e-19,7.0422448707829093e-14,4.5215979059370606e-19,8.3362133857459586e-18,6.7282864263676017e-18,1.6303830848206164e-20,0.00061846519644940374,0.15799291745338467,2.8553776173151819e-08,1.4425209206972167e-07,6.2903165193199252e-05,6.1770363374458302e-13,2.0549826269503659e-08,2.0448162329248294e-10,0.0012877029670575013,2.3634064478238659e-08,4.2356223684256192e-06,4.7314033900086566e-06,7.2400163859997731e-12,4.6820657161735817e-09,3.3037631439662489e-11
2.6213251003233546e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.032898627362582568,0.098070332018920778,0.020187281960428669,1.5685607422941066e-06,0.00028873798423192498,0.0022939837737465112,2.1563179784466181e-05,4.1243180903403273e-08,1.8981244753227262e-17,7.5629290573383989e-11,2.4684236183229987e-25,1.4604071797993205e-13,8.171504323601681e-19,7.0528669352809037e-14,4.5286578244894417e-19,8.3521014597108649e-18,6.7367984051688576e-18,1.6374612368919133e-20,0.000617976053578372,0.15801869115876196,2.8530947203057252e-08,1.4430321725608711e-07,6.2865616997024559e-05,6.1686950801041088e-13,2.0517813598462733e-08,2.0412403214330342e-10,0.0012883999620605388,2.3651379417730815e-08,4.2342939884344289e-06,4.7340189946737791e-06,7.2508283752120361e-12,4.6846544635151379e-09,3.303288103458984e-11
