Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),OCX(21),OX(20),COX(37),CH3X(22),HX(19),H2X(36),C2H6X(39),CH2X(134),CHX(26),CXHO(27),HOX(23),C2H4X(51),C2H5X(38),C2H3X(50),SX(149),C2H4OX(49),CH2OX(40),H2OX(35),C3H8X(43),CH3OX(44),CH3OHX(46),C2H3OX(47),CH2(T)(29)
0.32918540749733705,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14153739435456317,0.09995028214172233,1.505855874376692e-35,0.00050462255463381829,6.9168079274733915e-13,1.5963838799567469e-05,0.099499367783332876,1.9286897375854537e-06,1.3137241481922939e-12,1.045704562218309e-06,9.0461875796070344e-13,9.0764893682478308e-12,3.7412061254414889e-10,4.1257382257931312e-15,1.7919105318921085e-14,2.8504953255858694e-14,1.1342750910070149e-21,1.4446017821667404e-11,2.0395753407180766e-05,1.029727680083165e-07,9.9592721511109749e-12,0.099470867346336048,2.0303740279427339e-05,1.2374440564750277e-10,7.0609886349830297e-05,3.2575647872485827e-09,3.9356647561104031e-10,1.9248994408151445e-12,2.3427748098843323e-11,2.2036198217598977e-17,1.45804961364965e-11,2.947839774972495e-15,1.9065537270321002e-16,7.2871117638823892e-11,1.0041798794581977e-08,5.8166919205851232e-18,2.6807721975015204e-16,1.4114368242493615e-16,1.845955880370899e-16,8.4221938650846366e-13,8.4189396636011905e-19,6.0116450560295652e-12,1.7810051007996277e-13
0.32949769062965883,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14153529573258275,0.099950273856043798,1.5059636456076794e-35,0.0005025319810087178,6.920302044152359e-13,1.5971331786559357e-05,0.099501465956203169,1.9294297833502831e-06,1.31418159890032e-12,1.0454980420232374e-06,9.0526999535414316e-13,9.0786271405684334e-12,3.7418114930600792e-10,4.1260418622589789e-15,1.7921120547413514e-14,2.8502612299707104e-14,1.1345987407234535e-21,1.4445936330364281e-11,2.0395449301825051e-05,1.0254464718331335e-07,9.9593344922636373e-12,0.099472951041087193,2.0303867373806885e-05,1.2371813250212424e-10,7.0625408312315811e-05,3.2590454749101434e-09,3.9371165082070589e-10,1.9241024254998356e-12,2.3412571141682598e-11,2.2038348899449968e-17,1.458422306522781e-11,2.9477794375882263e-15,1.9068339241449207e-16,7.2910809227072651e-11,1.005056682453461e-08,5.8161279875019669e-18,2.6816659045191568e-16,1.4121288918222454e-16,1.8472573984987237e-16,8.4207067218493368e-13,8.4194344215558657e-19,6.0152027660809263e-12,1.780309164266038e-13
0.3298099737619806,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14153320583763687,0.099950265574071606,1.5060709740259942e-35,0.00050045012988732642,6.9237934453095821e-13,1.5978820340335431e-05,0.099503555400738311,1.9301695116261172e-06,1.3146387546405905e-12,1.0452917671674511e-06,9.0592119023790201e-13,9.0807631444727117e-12,3.74241666251359e-10,4.1263446742346297e-15,1.7923134775532155e-14,2.8500274226372939e-14,1.1349220012719031e-21,1.4445854745300426e-11,2.0395146454859318e-05,1.0211832515948471e-07,9.9593965676674884e-12,0.099475026016110593,2.0303993926411235e-05,1.2369189677810533e-10,7.064092045375113e-05,3.2605254135169562e-09,3.9385678105296804e-10,1.9233066383841069e-12,2.3397420720508068e-11,2.2040499154484013e-17,1.4587946032378041e-11,2.9477192632095187e-15,1.9071141287254108e-16,7.2950508628271903e-11,1.0059334533934254e-08,5.8155650046573803e-18,2.6825591488338885e-16,1.412820471288457e-16,1.8485589044585142e-16,8.4192207471585245e-13,8.4199279979870317e-19,6.0187600704124423e-12,1.7796141875773807e-13
0.33009102858107026,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14153133236329532,0.099950258123463531,1.506167192497979e-35,0.00049858389111659114,6.9269333914915859e-13,1.5985556255280072e-05,0.099505428468606008,1.9308349960495854e-06,1.3150499431823086e-12,1.0451063290763002e-06,9.0650722941845992e-13,9.0826840427896469e-12,3.7429611456163429e-10,4.126616502530963e-15,1.7924946153154294e-14,2.8498172421349018e-14,1.1352126139063151e-21,1.4445781240008549e-11,2.039487496410652e-05,1.017361669340418e-07,9.9594522092864813e-12,0.099476886068766826,2.0304107362506435e-05,1.2366831644906956e-10,7.0654872995089973e-05,3.261856719129825e-09,3.9398735983448067e-10,1.9225914766363517e-12,2.3383807955792387e-11,2.2042433861462905e-17,1.4591293324006796e-11,2.9476652455247192e-15,1.9073663189204779e-16,7.2986244747264394e-11,1.0067225199197735e-08,5.8150591543294672e-18,2.6833626703837504e-16,1.4134424765190487e-16,1.8497302494955456e-16,8.4178843681971967e-13,8.4203712096884124e-19,6.0219612980980414e-12,1.7789895272648606e-13
0.3303720834001599,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14152946590116514,0.099950250675853641,1.5062630550846169e-35,0.00049672466089191697,6.9300711472194005e-13,1.5992288592218315e-05,0.099507294523223822,1.9315002241033893e-06,1.3154608938124914e-12,1.0449210888076446e-06,9.0709323440956485e-13,9.0846035193083478e-12,3.7435054682533595e-10,4.1268876675528564e-15,1.7926755793987879e-14,2.8496072944730081e-14,1.1355029248796627e-21,1.4445707661437033e-11,2.0394604484474433e-05,1.0135545388837617e-07,9.9595076374525608e-12,0.099478739115125961,2.0304220363435687e-05,1.2364476622500036e-10,7.0668817601957771e-05,3.2631874199845858e-09,3.9411790223629704e-10,1.9218773012928008e-12,2.3370216629522013e-11,2.2044368102157225e-17,1.4594637422445882e-11,2.9476113593747224e-15,1.9076185145393268e-16,7.3021987153553143e-11,1.0075115606442928e-08,5.8145540810722675e-18,2.6841658171505195e-16,1.4140640880060049e-16,1.8509015848161861e-16,8.4165489341004992e-13,8.4208134705994436e-19,6.0251621984106724e-12,1.7783656404707277e-13
0.3306531382192495,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14152760642455869,0.099950243231240105,1.506358563097263e-35,0.00049487241252813875,6.9332067163967954e-13,1.5999017357211541e-05,0.099509153591286037,1.9321651961631405e-06,1.3158716070702603e-12,1.0447360459346012e-06,9.0767920532587353e-13,9.0865215683688586e-12,3.7440496304493454e-10,4.1271581714600452e-15,1.7928565134081696e-14,2.8493975792969758e-14,1.1357929146002732e-21,1.4445634010845224e-11,2.039433501212996e-05,1.009761804489969e-07,9.9595628530167245e-12,0.099480585181873318,2.0304332930946539e-05,1.2362124613233317e-10,7.0682754284114117e-05,3.2645175165329427e-09,3.9424840828276194e-10,1.9211641136365407e-12,2.3356646613382212e-11,2.2046302122524747e-17,1.4597978334976443e-11,2.9475576041406178e-15,1.907870715232344e-16,7.3057735827723497e-11,1.0083005756438002e-08,5.8140497537182358e-18,2.6849685937425852e-16,1.414685306429514e-16,1.8520729104833585e-16,8.4152144441162348e-13,8.4212547838232115e-19,6.0283627719445895e-12,1.7777425255111527e-13
0.33093419303833915,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14152575390689315,0.099950235789621047,1.5064537178395097e-35,0.00049302711944442705,6.9363401084585773e-13,1.6005742556346869e-05,0.099511005699382732,1.9328299126034365e-06,1.3162820834822762e-12,1.0445512000329027e-06,9.0826514228163148e-13,9.0884381952928118e-12,3.7445936322287642e-10,4.1274280163994018e-15,1.7930373995206794e-14,2.8491880962641841e-14,1.1360825926151606e-21,1.444556028949286e-11,2.0394066543222757e-05,1.0059834105566898e-07,9.9596178568246079e-12,0.099482424295589955,2.0304445066745229e-05,1.2359775594281495e-10,7.0696683051213683e-05,3.2658470102320667e-09,3.9437887799888974e-10,1.9204519134289701e-12,2.3343097747869939e-11,2.2048235695438634e-17,1.4601316068698807e-11,2.9475039799063767e-15,1.9081229207569173e-16,7.3093490750432496e-11,1.0090895649948713e-08,5.8135462140718617e-18,2.6857709940723872e-16,1.4153061329748098e-16,1.8532442265657998e-16,8.4138808975458529e-13,8.4216951516880922e-19,6.031563019292419e-12,1.7771201809529506e-13
0.3312152478574288,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14152390832168935,0.099950228350994652,1.5065485206255359e-35,0.00049118875516384198,6.939471323147784e-13,1.6012464195682169e-05,0.099512850874000067,1.933494373797858e-06,1.3166923234976793e-12,1.0443665506803048e-06,9.0885104539067741e-13,9.0903534164195399e-12,3.7451374736144909e-10,4.1276972045043249e-15,1.7932179671101707e-14,2.8489788450785951e-14,1.1363719905092381e-21,1.4445486498623794e-11,2.0393799073933032e-05,1.0022193017584045e-07,9.959672649714712e-12,0.099484256482752928,2.0304556772537299e-05,1.2357429555194614e-10,7.0710603912917699e-05,3.2671759020231492e-09,3.9450931140892722e-10,1.9197406874659689e-12,2.3329570249202143e-11,2.2050168597166997e-17,1.4604650631356009e-11,2.947450486552153e-15,1.9083751308346249e-16,7.3129251902401339e-11,1.0098785287738425e-08,5.8130434661815809e-18,2.6865730192047152e-16,1.415926568089341e-16,1.8544155331276864e-16,8.4125482935325712e-13,8.4221345775548085e-19,6.0347629410450692e-12,1.7764986045895325e-13
0.33146819719460946,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.141522253200459,0.099950221658788002,1.5066335432827005e-35,0.00048954012963818203,6.9422875577023338e-13,1.6018510632412291e-05,0.099514505624838129,1.9340921709455425e-06,1.3170613377748231e-12,1.0442005339640381e-06,9.0937832934364692e-13,9.0920759021645449e-12,3.7456267937451093e-10,4.1279389139663626e-15,1.79338043681501e-14,2.8487907169913961e-14,1.1366321770145889e-21,1.4445420028429324e-11,2.0393559203123524e-05,9.9884377213755607e-08,9.9597217836770928e-12,0.099485899550796203,2.0304656941533013e-05,1.2355320677595798e-10,7.0723125937378439e-05,3.268371390080003e-09,3.9462667045614706e-10,1.9191014215179539e-12,2.3317413595775763e-11,2.2051908025293039e-17,1.4607649032373718e-11,2.9474024536911359e-15,1.908602123476837e-16,7.3161442249305052e-11,1.0105885743736728e-08,5.8125916233801834e-18,2.6872945274155811e-16,1.4164846255259136e-16,1.8554697009427436e-16,8.4113497551664297e-13,8.4225292580337726e-19,6.0376425927256093e-12,1.7759398411740514e-13
0.33172114653179013,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14152060365400043,0.099950214969002499,1.5067182828432081e-35,0.00048789707592434629,6.9451020395034798e-13,1.6024554194962979e-05,0.099516154800090642,1.9346897619167102e-06,1.3174301613470349e-12,1.044034675803989e-06,9.0990558605509357e-13,9.0937972389253092e-12,3.7461159839956894e-10,4.1281800946721959e-15,1.7935429258606859e-14,2.8486027761933399e-14,1.1368921051398967e-21,1.4445353503835178e-11,2.0393320136170621e-05,9.9547972883549878e-08,9.959770748087748e-12,0.099487537048849981,2.0304756764863618e-05,1.235321420713658e-10,7.0735641573344614e-05,3.2695663917107044e-09,3.9474400013312821e-10,1.9184629508408097e-12,2.3305273908018043e-11,2.2053647174642722e-17,1.4610644875625413e-11,2.9473545261407698e-15,1.9088291193147463e-16,7.3193637612376381e-11,1.011298599377057e-08,5.8121404058304824e-18,2.6880157333886913e-16,1.4170423673373157e-16,1.8565238611439563e-16,8.4101519791516017e-13,8.4229231796290716e-19,6.0405219815798091e-12,1.7753816976082374e-13
0.3319740958689708,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14151895966322464,0.099950208281636768,1.5068027402541034e-35,0.00048625957493481862,6.9479147679492503e-13,1.6030594887722318e-05,0.099517798418851819,1.9352871469815694e-06,1.317798794601748e-12,1.0438689758938922e-06,9.1043281560717674e-13,9.0955174422790107e-12,3.7466050443843179e-10,4.1284207481672205e-15,1.7937051714557751e-14,2.8484150224273401e-14,1.1371518065015511e-21,1.4445286925734874e-11,2.0393081870316881e-05,9.9212713196971511e-08,9.9598195435497534e-12,0.099489168996001881,2.0304856243752151e-05,1.2351110133326707e-10,7.0748150827804274e-05,3.2707609077079608e-09,3.948613004574841e-10,1.9178252641557359e-12,2.3293151388395297e-11,2.2055385793101088e-17,1.4613638166778115e-11,2.947306703915375e-15,1.9090561181628122e-16,7.3225837977691421e-11,1.0120086038391528e-08,5.8116898243668239e-18,2.6887366371200486e-16,1.4175997938327191e-16,1.8575780137778527e-16,8.4089549648925556e-13,8.4233163447959735e-19,6.0434011080349939e-12,1.7748241724626206e-13
0.3322017502724334,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14151748480591209,0.09995020226507538,1.5068785114618517e-35,0.00048479055590177413,6.950444726889341e-13,1.6036029061120013e-05,0.099519272940663886,1.9358246177128456e-06,1.3181304021013241e-12,1.0437199810267254e-06,9.1090729905048739e-13,9.097064646034433e-12,3.7470450877168884e-10,4.1286368868183005e-15,1.7938511834840004e-14,2.8482462037606975e-14,1.1373853161620719e-21,1.4445226960433252e-11,2.0392868113738773e-05,9.8911954869769003e-08,9.959863315516442e-12,0.099490633018139332,2.0304945481293176e-05,1.2349218524514639e-10,7.0759403706460396e-05,3.2718355568922289e-09,3.9496684566734284e-10,1.917252020829391e-12,2.3282255644006703e-11,2.2056950425279856e-17,1.4616329950982322e-11,2.9472637533765868e-15,1.9092604194613102e-16,7.3254822571918851e-11,1.0126475903376995e-08,5.8112848074031218e-18,2.6893851971013425e-16,1.4181012084634336e-16,1.8585267447134794e-16,8.4078783028726593e-13,8.4236695485611502e-19,6.0459920978458046e-12,1.7743229273727465e-13
0.33242940467589605,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14151601441947304,0.099950196250471884,1.5069540555668545e-35,0.00048332600534846989,6.9529732721314843e-13,1.6041460916692574e-05,0.099520742990955091,1.9363619220743978e-06,1.3184618559845319e-12,1.0435711138738964e-06,9.1138176062057366e-13,9.0986109289984504e-12,3.7474850258892985e-10,4.1288526007919386e-15,1.7939971093459273e-14,2.8480775362343417e-14,1.137618630004404e-21,1.4445166953161854e-11,2.0392655001841062e-05,9.8612117599905418e-08,9.9599069515644425e-12,0.099492092573273322,2.030503444173439e-05,1.2347328850646793e-10,7.07706514268691e-05,3.2729098135816592e-09,3.9507236712888228e-10,1.9166794134770933e-12,2.3271373645557915e-11,2.205851473326274e-17,1.4619019675927257e-11,2.9472208877209643e-15,1.9094647228531335e-16,7.3283811196626791e-11,1.0132865602823456e-08,5.8108802980847634e-18,2.6900335132849794e-16,1.4186023686364406e-16,1.8594754695898119e-16,8.4068022570108862e-13,8.4240221427173329e-19,6.048582875768671e-12,1.7738221812503618e-13
0.33265705907935866,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14151454849013059,0.099950190237825309,1.5070293732496592e-35,0.00048186590949906715,6.9555004053282644e-13,1.6046890457604376e-05,0.099522208583506008,1.9368990602618357e-06,1.318793156510045e-12,1.0434223742143867e-06,9.1185620037678717e-13,9.1001562914895629e-12,3.7479248589152292e-10,4.1290678912034249e-15,1.7941429561030522e-14,2.847909019679563e-14,1.1378517458729496e-21,1.4445106904566593e-11,2.0392442532641917e-05,9.831319851150908e-08,9.9599504521313076e-12,0.09949354767517983,2.0305123125971376e-05,1.2345441110663427e-10,7.0781893994121962e-05,3.2739836781063323e-09,3.9517786485490278e-10,1.916107440995972e-12,2.3260505368523855e-11,2.2060078770450956e-17,1.4621707345455407e-11,2.9471781067119905e-15,1.9096690281700271e-16,7.3312803841749783e-11,1.0139255137129809e-08,5.8104762869439759e-18,2.6906815872707968e-16,1.4191032746905174e-16,1.8604241884392325e-16,8.4057268269035374e-13,8.4243741288819386e-19,6.0511734421128796e-12,1.7733219332018404e-13
0.3328847134828213,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14151308700415116,0.099950184227134642,1.5071044651884719e-35,0.00048041025462130637,6.9580261288416564e-13,1.6052317687016567e-05,0.099523669732053691,1.9374360324703308e-06,1.3191243039494053e-12,1.0432737618275127e-06,9.1233061837831072e-13,9.1017007348084184e-12,3.7483645868084081e-10,4.1292827591659115e-15,1.7942887291399619e-14,2.8477406539170748e-14,1.1380846638077394e-21,1.4445046815289044e-11,2.0392230704161965e-05,9.8015194736965896e-08,9.9599938176529116e-12,0.099494998337591123,2.0305211534892744e-05,1.2343555300542439e-10,7.0793131413294171e-05,3.2750571509127028e-09,3.9528333885827108e-10,1.9155361019950557e-12,2.3249650783261521e-11,2.206164253713806e-17,1.4624392963376465e-11,2.9471354101936488e-15,1.9098733352564602e-16,7.3341800497249125e-11,1.0145644506693934e-08,5.8100727730087617e-18,2.6913294194252424e-16,1.4196039270274977e-16,1.8613729012946891e-16,8.4046520121270343e-13,8.4247255085768045e-19,6.0537637971870092e-12,1.7728221822244352e-13
0.3331123678862839,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14151162994784489,0.099950178218398869,1.5071793320579068e-35,0.00047895902702636231,6.9605504450328551e-13,1.6057742608084128e-05,0.099525126450291726,1.9379728388946284e-06,1.3194552985654142e-12,1.0431252764933673e-06,9.1280501468415705e-13,9.1032442603498421e-12,3.7488042095824476e-10,4.129497205787696e-15,1.794434426462909e-14,2.8475724387729289e-14,1.1383173843554434e-21,1.4444986685967647e-11,2.0392019514428153e-05,9.7718103417955522e-08,9.9600370485636679e-12,0.099496444574196125,2.0305299669384142e-05,1.2341671416275828e-10,7.0804363689451122e-05,3.2761302324464391e-09,3.9538878915183832e-10,1.9149653952191732e-12,2.3238809860080774e-11,2.206320603320328e-17,1.4627076533490528e-11,2.9470927980101988e-15,1.9100776439573369e-16,7.3370801153112571e-11,1.0152033711912712e-08,5.809669755320496e-18,2.6919770100973588e-16,1.4201043260489973e-16,1.8623216081889713e-16,8.4035778122652723e-13,8.4250762833160629e-19,6.0563539412989283e-12,1.7723229274115172e-13
0.3333400222897465,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14151017730756502,0.099950172211617061,1.5072539745313079e-35,0.00047751221306869954,6.9630733562521076e-13,1.6063165223955176e-05,0.099526578751870445,1.938509479729048e-06,1.3197861406156878e-12,1.0429769179926905e-06,9.132793893531699e-13,9.1047868694598426e-12,3.7492437272511655e-10,4.1297112321735977e-15,1.7945800487555404e-14,2.8474043740767604e-14,1.1385499078482568e-21,1.4444926517239193e-11,2.0391808961473633e-05,9.7421921705418808e-08,9.9600801452964909e-12,0.099497886398640378,2.0305387530328129e-05,1.233978945386803e-10,7.0815590827649601e-05,3.2772029231522592e-09,3.9549421574843881e-10,1.9143953193292364e-12,2.3227982569434315e-11,2.2064769258918729e-17,1.4629758059588267e-11,2.9470502700064505e-15,1.9102819541181488e-16,7.3399805799354267e-11,1.0158422753182032e-08,5.8092672329295721e-18,2.6926243596261326e-16,1.4206044721549954e-16,1.8632703091547008e-16,8.4025042269175929e-13,8.4254264546088813e-19,6.0589438747558119e-12,1.7718241678863182e-13
0.33356767669320914,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14150872906970793,0.099950166206788135,1.5073283932802687e-35,0.00047606979914592925,6.9655948648489754e-13,1.6068585537771026e-05,0.099528026650396992,1.9390459551674753e-06,1.3201168303584223e-12,1.042828686106747e-06,9.1375374244402435e-13,9.1063285634969946e-12,3.7496831398286247e-10,4.1299248394259575e-15,1.7947255961820669e-14,2.8472364596583009e-14,1.1387822346757106e-21,1.4444866309738847e-11,2.0391599043337777e-05,9.7126646759526205e-08,9.9601231082828199e-12,0.099499323824526323,2.0305475118604286e-05,1.233790940933457e-10,7.0826812832937489e-05,3.2782752234739549e-09,3.9559961866088943e-10,1.9138258730323742e-12,2.3217168882003176e-11,2.2066332214330421e-17,1.4632437545450867e-11,2.9470078260277877e-15,1.9104862655850012e-16,7.3428814426014959e-11,1.0164811630896779e-08,5.8088652048886675e-18,2.6932714683521794e-16,1.4211043657450861e-16,1.8642190042243391e-16,8.4014312556769397e-13,8.4257760239615218e-19,6.0615335978641385e-12,1.7713259027219048e-13
0.3340229855001343,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14150584574706293,0.099950154202985059,1.5074765622798009e-35,0.00047319811721038634,6.9706336835408057e-13,1.6079419271768979e-05,0.099530909292507089,1.9401184106297833e-06,1.320777753954653e-12,1.0425326013069101e-06,9.1470238412512602e-13,9.1094092117577419e-12,3.7505616497662581e-10,4.130350800923422e-15,1.7950164669831596e-14,2.8469010809725922e-14,1.1392462998581039e-21,1.4444745780949775e-11,2.0391181103710548e-05,9.6538805854310306e-08,9.9602086347343944e-12,0.099502185534818266,2.0305649480656406e-05,1.2334155058009707e-10,7.0849241464928712e-05,3.2804186547356162e-09,3.9581035348452641e-10,1.9126888640080166e-12,2.3195582199402091e-11,2.2069457314727194e-17,1.463779041154837e-11,2.9469231895289767e-15,1.9108948918237866e-16,7.3486843580889165e-11,1.0177588897237145e-08,5.8080626280756068e-18,2.6945649647622557e-16,1.4221033969707836e-16,1.8661163768044016e-16,8.3992871538699231e-13,8.4264733628493982e-19,6.0667124142575567e-12,1.7703308518418238e-13
0.3344782943070595,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14150297987193877,0.09995014220698166,1.5076238443869129e-35,0.00047034387325813087,6.9756669197905037e-13,1.6090243835074653e-05,0.099533774484621418,1.9411902068241512e-06,1.3214380714390096e-12,1.0422370203546139e-06,9.1565094019352623e-13,9.1124862159133494e-12,3.7514397395095154e-10,4.1307750990386954e-15,1.795307040115058e-14,2.8465663013404825e-14,1.1397095829395228e-21,1.4444625104629854e-11,2.0390765679985062e-05,9.5954558167048952e-08,9.9602936313405828e-12,0.099505029813033788,2.0305822762517279e-05,1.2330408330646994e-10,7.0871649625630842e-05,3.2825605297635752e-09,3.9602099372495126e-10,1.9115543577836479e-12,2.3174049578697059e-11,2.2072581335300418e-17,1.4643135161844512e-11,2.9468388872840349e-15,1.9113035214530306e-16,7.3544888538592034e-11,1.0190365514073093e-08,5.8072620173148751e-18,2.6958575021016629e-16,1.4231014229040406e-16,1.8680137261856683e-16,8.3971455035251522e-13,8.4271683119498495e-19,6.0718903929171615e-12,1.76933776746993e-13
0.3349336031139847,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14150013133704578,0.099950130218769875,1.5077702449005364e-35,0.0004675069600088044,6.980694592199764e-13,1.6101059252578186e-05,0.099536622334057884,1.9422613452864135e-06,1.3220977848820171e-12,1.0419419415196525e-06,9.1659941111263355e-13,9.1155595866960961e-12,3.7523174091735493e-10,4.1311977424763955e-15,1.7955973169571372e-14,2.8462321193913008e-14,1.1401720869375811e-21,1.4444504285762627e-11,2.0390352756698075e-05,9.5373881308124258e-08,9.96037810150028e-12,0.099507856766453559,2.0305994971116208e-05,1.2326669195775235e-10,7.0894037355109975e-05,3.2847008520755296e-09,3.9623153948410148e-10,1.9104223440566552e-12,2.3152570787693788e-11,2.2075704276943227e-17,1.46484718262513e-11,2.946754918068037e-15,1.9117121532602543e-16,7.3602949220400567e-11,1.0203141484528168e-08,5.8064633650807072e-18,2.697149083122746e-16,1.4240984467089301e-16,1.8699110526221242e-16,8.3950063013713902e-13,8.4278608831568683e-19,6.0770675362698821e-12,1.7683466424800498e-13
0.33538891192090986,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14149730003577091,0.099950118238341754,1.507915769088113e-35,0.00046468727085878953,6.9857167192898613e-13,1.6111865549063743e-05,0.099539452947457543,1.94333182754569e-06,1.3227568963279212e-12,1.0416473630810042e-06,9.1754779734321321e-13,9.1186293347899519e-12,3.7531946588752302e-10,4.1316187398891265e-15,1.7958872987841752e-14,2.8458985337686134e-14,1.1406338148592055e-21,1.444438332929132e-11,2.0389942318483898e-05,9.4796753032555568e-08,9.9604620485892957e-12,0.099510666501681375,2.0306166113335416e-05,1.232293762210742e-10,7.0916404693292979e-05,3.2868396251748036e-09,3.9644199086365359e-10,1.9092928125871644e-12,2.3131145595640155e-11,2.2078826140560407e-17,1.4653800434532111e-11,2.9466712806618925e-15,1.9121207860414775e-16,7.3661025548005952e-11,1.0215916811710234e-08,5.8056666639073172e-18,2.6984397105318437e-16,1.4250944715356835e-16,1.8718083563652404e-16,8.3928695441345347e-13,8.4285510882921196e-19,6.0822438467316627e-12,1.7673574696931652e-13
0.33584422072783504,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14149448586217339,0.099950106265689245,1.5080604221855265e-35,0.00046188469987674149,6.9907333195019847e-13,1.6122662749209983e-05,0.099542266430788937,1.944401655124417e-06,1.3234154078092173e-12,1.0413532833265028e-06,9.1849609934340897e-13,9.1216954708303073e-12,3.7540714887334167e-10,4.1320380998811789e-15,1.7961769868930631e-14,2.8455655431244362e-14,1.1410947696952503e-21,1.4444262240124073e-11,2.0389534350073701e-05,9.4223151239004284e-08,9.9605454759604643e-12,0.09951345912464879,2.0306336196010316e-05,1.2319213578536318e-10,7.0938751679968192e-05,3.2889768525504094e-09,3.9665234796502412e-10,1.9081657531929942e-12,2.3109773773121464e-11,2.2081946927052596e-17,1.4659121016302471e-11,2.9465879738533252e-15,1.912529418601311e-16,7.371911744351295e-11,1.0228691498711601e-08,5.8048719063769258e-18,2.699729387018809e-16,1.4260895005207469e-16,1.8737056376640076e-16,8.3907352285115844e-13,8.4292389391122743e-19,6.08741932670756e-12,1.7663702419580888e-13
0.33675483834168546,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14148890847758222,0.09995008234367897,1.5083471358979287e-35,0.0004563304920260124,7.0007500126585849e-13,1.6144229958674871e-05,0.099547842427785471,1.9465393522968121e-06,1.3247306389891599e-12,1.0407666130645231e-06,9.2039245247220281e-13,9.1278169490513176e-12,3.7558238894018519e-10,4.1328719417742484e-15,1.7967554871061228e-14,2.8449013413890088e-14,1.1420143720010968e-21,1.4444019683137911e-11,2.0388725762070554e-05,9.3086439404903846e-08,9.9607107848470774e-12,0.099518993454193072,2.0306673209837274e-05,1.2311787958138605e-10,7.098338475726089e-05,3.2932466840156116e-09,3.9707277973760526e-10,1.9059190101996655e-12,2.3067189325956405e-11,2.2088185272292942e-17,1.4669738218039659e-11,2.9464223472090794e-15,1.9133466783164937e-16,7.3835347628720515e-11,1.0254238964464166e-08,5.8032881927454682e-18,2.7023058979850446e-16,1.4280765834430594e-16,1.8775001339121935e-16,8.3864739089424383e-13,8.4306076244986864e-19,6.0977678047678546e-12,1.7644015933702734e-13
0.3376654559555359,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14148339834902401,0.099950058452674767,1.50863042730486e-35,0.00045084350228348036,7.0107448176100842e-13,1.6165761076312048e-05,0.099553351159514705,1.9486744488510044e-06,1.3260434945975819e-12,1.0401819172084819e-06,9.2228847411232638e-13,9.1339241054828377e-12,3.7575746121602649e-10,4.133699336018071e-15,1.7973328278226573e-14,2.8442395034507434e-14,1.1429309174902708e-21,1.4443776653299483e-11,2.0387926872451565e-05,9.1963571830596731e-08,9.9608740545307033e-12,0.099524460589259595,2.0307006066358587e-05,1.2304392089239459e-10,7.1027936902554761e-05,3.297510374100072e-09,3.9749283560808193e-10,1.9036820347952488e-12,2.3024815638200393e-11,2.209441931994151e-17,1.468032366546142e-11,2.9462580285560945e-15,1.9141639230080345e-16,7.395163916110314e-11,1.0279783906216371e-08,5.8017121655520714e-18,2.7048786375181376e-16,1.4300597202942109e-16,1.8812945433098855e-16,8.3822223162819634e-13,8.4319670320516141e-19,6.1081129894758829e-12,1.7624406405018538e-13
