Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),OX(20),OCX(21),COX(32),CH3X(22),HX(19),H2X(31),C2H6X(34),CH2X(58),CHX(26),CXHO(27),HOX(23),C2H5X(33),C2H4OX(44),C3H8X(38),CH2OX(35),H2OX(30),CH4OX(41),C2H3OX(43),CH3OX(40)
0.29752673079816294,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14180154972487036,0.09994827801331746,1.49233703880982e-35,0.00076934669334639762,6.6194820858321458e-13,1.5346642056771273e-05,0.099233033674263338,3.5042337999940124e-06,1.2732834600520759e-12,1.0515216839252171e-06,2.8513499248324207e-12,8.8962141446022314e-12,7.1261724095605191e-10,4.0497227660521568e-15,1.7705453546683273e-14,2.7535984142438677e-14,1.1047470141660429e-21,0.0,2.0659957073890283e-05,1.5878904786305893e-07,0.099207495508919941,9.9510789730048923e-12,2.0459814381812415e-05,1.2466392246099876e-10,6.9360123253924414e-05,3.170163077955046e-09,7.2550682382988843e-10,1.9725130453427286e-12,2.4483730701538201e-11,2.181294143658386e-17,1.4258007575668209e-11,3.6949018017737718e-16,5.7008787550128238e-18,5.9313514305305529e-16,2.6318987348949118e-16,1.3672673086707802e-16,8.374553760884239e-19,1.0606987019200051e-11,8.4466270294341538e-13
0.2981548856244884,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.1417951103074935,0.099948258006262239,1.4926654467805775e-35,0.00076292540828052041,6.6272980773572839e-13,1.5363072797108855e-05,0.099239471189273079,3.5072903938430274e-06,1.2742990144266809e-12,1.0510606729349033e-06,2.8558063949581177e-12,8.9009949017450656e-12,7.1285864697087715e-10,4.0505633827061553e-15,1.7710071661132726e-14,2.7531067187707538e-14,1.1054972639841694e-21,0.0,2.065901473938795e-05,1.5745657826620555e-07,0.099213902830844358,9.9512726025428273e-12,2.0460212494650623e-05,1.2460360838675693e-10,6.9394091623943899e-05,3.1734130678164458e-09,7.261066774508899e-10,1.9706520874852908e-12,2.4447587199327189e-11,2.181763999026487e-17,1.4266559451158244e-11,3.6959856239971699e-16,5.6996019402322716e-18,5.9403519655934546e-16,2.6338782894661138e-16,1.3688195544691599e-16,8.3759117197039182e-19,1.0620697743932315e-11,8.4434687209839132e-13
0.29878304045081383,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14178872507929516,0.099948238017552093,1.4929911490643859e-35,0.00075655829172061745,6.6350999819315832e-13,1.537948139004545e-05,0.099245854506316317,3.5103440345028974e-06,1.2753130181252293e-12,1.0506009004566319e-06,2.8602620186197089e-12,8.9057666677616587e-12,7.1309991039653049e-10,4.0513991350926735e-15,1.7714681209165731e-14,2.7526163154684643e-14,1.1062454562127479e-21,0.0,2.0658080304211016e-05,1.5613546778584939e-07,0.099220255994479534,9.9514645422644774e-12,2.0460607133135166e-05,1.2454349369356234e-10,6.9428013324393658e-05,3.1766593888954451e-09,7.2670613996640048e-10,1.9687977345907599e-12,2.4411588668139677e-11,2.1822335814836608e-17,1.4275090162130842e-11,3.6970700062670078e-16,5.6983300706967482e-18,5.9493521717915827e-16,2.6358554557797854e-16,1.370369267949719e-16,8.3772626642225323e-19,1.0634404747872751e-11,8.4403152773293372e-13
0.2994111952771393,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14178239357374883,0.099948218047160212,1.4933141678940586e-35,0.00075024487717067362,6.6428878686407632e-13,1.5395867928920429e-05,0.099252184092036039,3.5133947331418754e-06,1.276325479057741e-12,1.0501423598160311e-06,2.864716802333208e-12,8.9105294840785828e-12,7.1334103115128929e-10,4.0522300594083661e-15,1.7719282245459153e-14,2.7521271995652774e-14,1.106991602648941e-21,0.0,2.0657153700377579e-05,1.5482561662638462e-07,0.09922655546634207,9.9516548076810641e-12,2.0460998329157949e-05,1.244835770983097e-10,6.9461888500905002e-05,3.1799020545112561e-09,7.2730521210259459e-10,1.9669499438180695e-12,2.4375734123834344e-11,2.1827028913764646e-17,1.4283599826780879e-11,3.6981549375249638e-16,5.6970631162572734e-18,5.9583520539357889e-16,2.6378302443401396e-16,1.3719164611066741e-16,8.3786066450531332e-19,1.064810804839659e-11,8.4371666924823633e-13
0.3000393501034647,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14177611532850484,0.09994819809505967,1.493634525320699e-35,0.00074398470231121206,6.6506618061622539e-13,1.5412232506485609e-05,0.099258460408897756,3.5164425008515442e-06,1.2773364050829578e-12,1.0496850443910713e-06,2.8691707525609391e-12,8.9152833918374507e-12,7.1358200915548839e-10,4.0530561915553051e-15,1.7723874824307312e-14,2.7516393663239203e-14,1.1077357150080601e-21,0.0,2.06562348605143e-05,1.5352692591827508e-07,0.099232801708771703,9.9518434141491292e-12,2.0461386114292841e-05,1.2442385732895406e-10,6.949571729823391e-05,3.1831410778971233e-09,7.2790389458110511e-10,1.9651086727079774e-12,2.4340022591558629e-11,2.1831719290578146e-17,1.4292088562451571e-11,3.6992404068143034e-16,5.6958010470251946e-18,5.9673516167726984e-16,2.6398026655854421e-16,1.3734611458600546e-16,8.3799437123877846e-19,1.0661807662757017e-11,8.4340229604052091e-13
0.30066750492979016,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14176988988534997,0.099948178161223672,1.4939522432151659e-35,0.00073777730895925543,6.658421862767401e-13,1.5428575214909587e-05,0.099264683915229357,3.5194873486475128e-06,1.2783458040086947e-12,1.0492289476115696e-06,2.8736238757120311e-12,8.920028431897369e-12,7.1382284433151024e-10,4.0538775671435441e-15,1.7728458999594138e-14,2.7511528110406007e-14,1.1084778049241529e-21,0.0,2.0655323717850592e-05,1.5223929770864453e-07,0.099238995179971132,9.9520303768722201e-12,2.0461770519799172e-05,1.2436433312439932e-10,6.9529499860269744e-05,3.1863764722010677e-09,7.2850218811908605e-10,1.9632738791793088e-12,2.430445310527616e-11,2.1836406948825709e-17,1.4300556485641375e-11,3.7003264032789762e-16,5.6945438333681646e-18,5.9763508649855359e-16,2.6417727298884856e-16,1.3750033340561733e-16,8.3812739160014622e-19,1.067550360808626e-11,8.430884075011358e-13
0.3012956597561156,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14176371679016797,0.099948158245625224,1.4942673432695329e-35,0.0007316222430287161,6.6661681063238473e-13,1.5444896145782249e-05,0.099270855065260719,3.5225292874701187e-06,1.2793536835921465e-12,1.0487740629586562e-06,2.8780761781429051e-12,8.9247646448373791e-12,7.1406353660376811e-10,4.0546942214936431e-15,1.7733034824835777e-14,2.7506675290451997e-14,1.1092178839506279e-21,0.0,2.0654420206212829e-05,1.5096263495197723e-07,0.099245136334045733,9.9522157109026376e-12,2.0462151576625259e-05,1.2430500323438349e-10,6.956323633004402e-05,3.1896082504866609e-09,7.2910009342927656e-10,1.9614455215232344e-12,2.4269024708154398e-11,2.1841091892130255e-17,1.4309003712010889e-11,3.7014129161627009e-16,5.6932914459088291e-18,5.9853498031949347e-16,2.6437404475569703e-16,1.3765430374681336e-16,8.3825973052559287e-19,1.0689195901396693e-11,8.4277500301663764e-13
0.30192381458244105,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14175759559290058,0.099948138348237403,1.4945798469985297e-35,0.00072551905449120592,6.6739006042977189e-13,1.546119539011893e-05,0.099276974309162963,3.5255683281851157e-06,1.280360051540278e-12,1.0483203839643065e-06,2.8825276661577576e-12,8.9294920709588012e-12,7.1430408589869648e-10,4.0555061896391729e-15,1.7737602353130711e-14,2.7501835156999549e-14,1.1099559635608126e-21,0.0,2.0653524260018661e-05,1.4969684150092488e-07,0.099251225621042896,9.9523994311431311e-12,2.0462529315411975e-05,1.2424586641937275e-10,6.9596926849738928e-05,3.1928364257337324e-09,7.2969761122006615e-10,1.9596235584028901e-12,2.4233736451814314e-11,2.1845774124113744e-17,1.4317430356389623e-11,3.7024999348080965e-16,5.6920438555200269e-18,5.9943484359597932e-16,2.6457058288340772e-16,1.3780802677962935e-16,8.3839139291035575e-19,1.0702884559581894e-11,8.4246208196889519e-13
0.3025519694087665,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14175152584750836,0.099948118469033315,1.494889775740974e-35,0.00071946729733726484,6.6816194237559131e-13,1.5477473038364865e-05,0.099283042093087248,3.5286044815843575e-06,1.2813649155100591e-12,1.0478679042108019e-06,2.8869783460090399e-12,8.9342107502876353e-12,7.145444921447341e-10,4.0563135063291959e-15,1.7742161637230222e-14,2.7497007664001404e-14,1.1106920551485772e-21,0.0,2.0652635814271351e-05,1.4844182209721952e-07,0.09925726348699046,9.9525815523485702e-12,2.0462903766496104e-05,1.2418692145044644e-10,6.9630571560695754e-05,3.1960610108391309e-09,7.3029474219555509e-10,1.9578079488425002e-12,2.4198587397081787e-11,2.1850453648491833e-17,1.4325836532782697e-11,3.7035874486557775e-16,5.6908010333246648e-18,6.0033467677780364e-16,2.6476688838986861e-16,1.3796150366687475e-16,8.3852238360911068e-19,1.0716569599417723e-11,8.4214964373516325e-13
0.30318012423509194,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14174550711193262,0.09994809860798598,1.4951971506611989e-35,0.00071346652953800107,6.6893246313683584e-13,1.5493729180399295e-05,0.099289058859203153,3.5316377583864721e-06,1.2823682831089472e-12,1.0474166173302916e-06,2.891428223897935e-12,8.9389207225768908e-12,7.1478475527231424e-10,4.0571162060307255e-15,1.7746712729453739e-14,2.7492192765721634e-14,1.1114261700288796e-21,0.0,2.0651754804554182e-05,1.4719748236269116e-07,0.099263250373935449,9.9527620891275963e-12,2.0463274959913813e-05,1.2412816710919611e-10,6.9664170603423304e-05,3.1992820186174235e-09,7.3089148705561749e-10,1.955998652235335e-12,2.4163576612781085e-11,2.185513046894876e-17,1.4334222354377576e-11,3.7046754472434925e-16,5.689562950689551e-18,6.0123448030874388e-16,2.6496296228661601e-16,1.3811473556418048e-16,8.3865270743634548e-19,1.0730251037563366e-11,8.4183768768818637e-13
0.3038082790614174,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14173953894805724,0.099948078765068421,1.4955019927504581e-35,0.00070751631300713653,6.697016293410284e-13,1.5509963905539848e-05,0.099295025045736507,3.5346681692375295e-06,1.2833701618949797e-12,1.0469665170042448e-06,2.8958773059748197e-12,8.9436220273089097e-12,7.1502487521384943e-10,4.0579143229311655e-15,1.7751255681801734e-14,2.7487390416750058e-14,1.1121583194383972e-21,0.0,2.065088116702492e-05,1.4596372879038845e-07,0.099269186719981778,9.9529410559442362e-12,2.0463642925403908e-05,1.2406960218761054e-10,6.969772411760604e-05,3.2024994618016367e-09,7.3148784649595876e-10,1.9541956283202761e-12,2.4128703177063351e-11,2.1859804589293502e-17,1.4342587933550627e-11,3.7057639202052517e-16,5.6883295792271329e-18,6.0213425462663845e-16,2.6515880557882425e-16,1.3826772362004642e-16,8.3878236916673265e-19,1.0743928890562387e-11,8.4152621319626765e-13
0.30443643388774283,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14173362092167138,0.099948058940253645,1.4958043228283277e-35,0.00070161621356345529,6.7046944757643599e-13,1.5526177302546583e-05,0.099300941087007155,3.5376957247116993e-06,1.2843705593774599e-12,1.0465175969630478e-06,2.9003255983397353e-12,8.9483147036976574e-12,7.1526485190371851e-10,4.0587078909407123e-15,1.7755790545820552e-14,2.7482600571974327e-14,1.1128885145360318e-21,0.0,2.0650014838410378e-05,1.4474046873580097e-07,0.099275072959327915,9.9531184671195535e-12,2.0464007692411286e-05,1.2401122548798065e-10,6.9731232242112328e-05,3.2057133530439431e-09,7.3208382120817884e-10,1.9523988372090144e-12,2.4093966175497223e-11,2.1864476013260966e-17,1.4350933381873704e-11,3.7068528572704712e-16,5.6871008907872342e-18,6.03034000163467e-16,2.6535441926543132e-16,1.3842046897588653e-16,8.389113735354924e-19,1.0757603174843752e-11,8.412152196233763e-13
0.3050645887140683,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14172775260243217,0.099948039133514646,1.4961041615440967e-35,0.00069576580089364946,6.7123592439230573e-13,1.5542369459626227e-05,0.099306807413465994,3.5407204353119114e-06,1.2853694830167337e-12,1.0460698509854385e-06,2.9047731070428416e-12,8.9529987906910076e-12,7.1550468527825492e-10,4.0594969436947653e-15,1.776031737277307e-14,2.7477823186605073e-14,1.1136167664035708e-21,0.0,2.0649155756000926e-05,1.4352761040818211e-07,0.099280909522304048,9.953294336833206e-12,2.046436929009007e-05,1.2395303582278283e-10,6.9764695115002374e-05,3.2089237049163836e-09,7.3267941187982787e-10,1.9506082393341386e-12,2.4059364703244122e-11,2.1869144744753732e-17,1.4359258810120627e-11,3.7079422482631283e-16,5.6858768574614345e-18,6.0393371734542266e-16,2.6554980433905682e-16,1.3857297276607833e-16,8.3903972523876106e-19,1.0771273906722853e-11,8.4090470632920464e-13
0.3056927435403937,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14172193356382792,0.099948019344824446,1.4964015293781407e-35,0.00068996464851555489,6.7200106629907311e-13,1.5558540464436232e-05,0.099312624451731682,3.543742311470492e-06,1.2863669402253276e-12,1.0456232728981447e-06,2.9092198380848752e-12,8.9576743269729548e-12,7.1574437527573177e-10,4.060281514556266e-15,1.7764836213441257e-14,2.7473058216136399e-14,1.1143430860461372e-21,0.0,2.0648303857645228e-05,1.4232506286197052e-07,0.099286696835408847,9.9534686791250124e-12,2.0464727747306877e-05,1.2389503201459088e-10,6.9798112873536172e-05,3.2121305299115387e-09,7.3327461919446453e-10,1.94882379551865e-12,2.4024897862178603e-11,2.1873810787549152e-17,1.4367564328273595e-11,3.7090320831009101e-16,5.6846574515719617e-18,6.0483340659299247e-16,2.6574496178623017e-16,1.387252361180061e-16,8.3916742893394233e-19,1.078494110240251e-11,8.4059467266928072e-13
0.30632089836671916,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.1417161633831418,0.099947999574155968,1.4966964466432877e-35,0.00068421233374177772,6.7276487976859136e-13,1.55746904040889e-05,0.099318392624627189,3.5467613635498076e-06,1.287362938367066e-12,1.045177856575304e-06,2.9136657974175995e-12,8.9623413509659175e-12,7.159839218363504e-10,4.0610616366180826e-15,1.7769347118357005e-14,2.746830561638301e-14,1.1150674843928989e-21,0.0,2.0647459081744879e-05,1.4113273598830996e-07,0.099292435321345698,9.9536415078965299e-12,2.0465083092644068e-05,1.2383721289595766e-10,6.9831485654181383e-05,3.2153338404432406e-09,7.3386944383171293e-10,1.9470454668623273e-12,2.3990564764123231e-11,2.1878474145635858e-17,1.4375850045529606e-11,3.710122351794397e-16,5.6834426456791693e-18,6.0573306832102742e-16,2.6593989258715898e-16,1.3887726015210885e-16,8.3929448924007142e-19,1.0798604777973983e-11,8.4028511799502104e-13
0.3069490531930446,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14171044164141589,0.09994797982148218,1.4969889334861794e-35,0.00067850843764369871,6.7352737123434797e-13,1.5590819365155407e-05,0.099324112351215729,3.5497776018428993e-06,1.2883574847591364e-12,1.0447335959381241e-06,2.9181109909442453e-12,8.9669999008328344e-12,7.1622332490222587e-10,4.061837342705278e-15,1.7773850137559353e-14,2.7463565343430885e-14,1.1157899722974468e-21,0.0,2.0646621367249211e-05,1.399505405066647e-07,0.099298125399058954,9.9538128369125543e-12,2.0465435354402811e-05,1.2377957730933173e-10,6.9864813592620934e-05,3.2185336488472349e-09,7.3446388646731915e-10,1.9452732149010687e-12,2.3956364526935523e-11,2.1883134822842108e-17,1.4384116070306718e-11,3.7112130444462192e-16,5.6822324125677803e-18,6.0663270293881883e-16,2.6613459771617082e-16,1.3902904598192526e-16,8.3942091073815487e-19,1.0812264949417936e-11,8.3997604165383513e-13
0.30757720801937005,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14170476792341538,0.099947960086776061,1.4972790098886152e-35,0.00067285254501586093,6.7428854709168378e-13,1.5606927433669812e-05,0.099329784046836331,3.5527910365741009e-06,1.28935058666989e-12,1.0442904849543324e-06,2.9225554245199588e-12,8.9716500144794784e-12,7.164625844173755e-10,4.0626086653774907e-15,1.7778345320832434e-14,2.745883735367896e-14,1.1165105605385629e-21,0.0,2.0645790653650003e-05,1.3877838795653091e-07,0.099303767483769456,9.9539826798026457e-12,2.0465784560606197e-05,1.2372212410694272e-10,6.9898096823760829e-05,3.2217299673818587e-09,7.3505794777320344e-10,1.9435070013641351e-12,2.3922296278548286e-11,2.1887792823204777e-17,1.4392362510250392e-11,3.7123041512502547e-16,5.681026725256047e-18,6.0753231085016843e-16,2.6632907814117687e-16,1.3918059471413889e-16,8.3954669797153415e-19,1.0825921632605444e-11,8.3966744298919622e-13
0.3082053628456955,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14169914181759355,0.099947940370010507,1.4975666956688808e-35,0.00066724424434072658,6.7504841369801302e-13,1.5623014695133073e-05,0.09933540812313911,3.5558016778996654e-06,1.2903422513227476e-12,1.0438485176377658e-06,2.9269991039522312e-12,8.9762917295564809e-12,7.1670170032770408e-10,4.0633756369311222e-15,1.7782832717534171e-14,2.7454121603797698e-14,1.1172292598205261e-21,0.0,2.0644966880976464e-05,1.3761619068924125e-07,0.09930936198700957,9.9541510500626078e-12,2.0466130739002327e-05,1.2366485215071145e-10,6.9931335481737488e-05,3.2249228082287172e-09,7.3565162841751711e-10,1.9417467885182133e-12,2.3888359152878264e-11,2.1892448150665232e-17,1.4400589472239608e-11,3.713395662490806e-16,5.6798255569829803e-18,6.084318924534618e-16,2.6652333482454095e-16,1.3933190744862422e-16,8.3967185544621008e-19,1.0839574843298934e-11,8.3935932134069482e-13
0.30883351767202094,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.1416935629160567,0.099947920671158458,1.4978520104830811e-35,0.0006616831277538053,6.7580697737303375e-13,1.5639081234516876e-05,0.099340984988120232,3.5588095359083675e-06,1.2913324858914208e-12,1.0434076880480248e-06,2.9314420350013352e-12,8.980925083461603e-12,7.1694067258099283e-10,4.0641382894017138e-15,1.7787312376615929e-14,2.7449418050739454e-14,1.1179460807739175e-21,0.0,2.0644149989790076e-05,1.3646386185986271e-07,0.099314909316658401,9.9543179610559716e-12,2.0466473917067347e-05,1.2360776031216057e-10,6.9964529699925181e-05,3.2281121834933096e-09,7.3624492906469414e-10,1.9399925386629622e-12,2.3854552292745802e-11,2.189710080918e-17,1.4408797062393076e-11,3.7144875685418135e-16,5.6786288812115673e-18,6.0933144814173817e-16,2.6671736872194505e-16,1.3948298527848928e-16,8.397963876312096e-19,1.0853224597153158e-11,8.3905167604420264e-13
0.3094616724983464,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14168803081452988,0.099947900990192823,1.4981349738264481e-35,0.00065616879100914517,6.7656424439895724e-13,1.5655127136267817e-05,0.099346515046156367,3.561814620622119e-06,1.2923212975073714e-12,1.042967990289685e-06,2.9358842233807526e-12,8.9855501133417668e-12,7.1717950112688319e-10,4.0648966545660319e-15,1.779178434692824e-14,2.7444726651771457e-14,1.1186610339559138e-21,0.0,2.0643339921179612e-05,1.3532131541918533e-07,0.099320409876976129,9.9544834260154411e-12,2.0466814122008405e-05,1.2355084747227937e-10,6.9997679610943897e-05,3.2312981052057516e-09,7.3683785037550438e-10,1.9382442148433668e-12,2.3820874849364225e-11,2.1901750803016501e-17,1.4416985386075352e-11,3.7155798598660446e-16,5.6774366716314512e-18,6.1023097830276101e-16,2.669111807840858e-16,1.3963382929012361e-16,8.3992029895888792e-19,1.0866870909716133e-11,8.3874450643175536e-13
0.31008982732467183,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14168254511232251,0.099947881327086499,1.4984156050346432e-35,0.00065070083344518628,6.7732022102069955e-13,1.5671152484310741e-05,0.099351998698038749,3.5648169419965598e-06,1.2933086932501653e-12,1.0425294185126683e-06,2.9403256747575926e-12,8.9901668560951066e-12,7.1741818591687105e-10,4.0656507639444836e-15,1.7796248676324098e-14,2.7440047364337948e-14,1.1193741298510006e-21,0.0,2.064253661675611e-05,1.3418846610580183e-07,0.099325864068638109,9.9546474580443278e-12,2.0467151380766621e-05,1.234941125215253e-10,7.0030785346665092e-05,3.2344805853212937e-09,7.3743039300710529e-10,1.9365017798320045e-12,2.3787325977328534e-11,2.1906398135678572e-17,1.442515454790269e-11,3.7166725270143399e-16,5.6762489021304316e-18,6.1113048331908576e-16,2.6710477195440272e-16,1.3978444056323704e-16,8.400435938253082e-19,1.0880513796430069e-11,8.3843781183200193e-13
0.3107179821509973,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14167710541229461,0.099947861681812425,1.498693923285055e-35,0.000645278857950967,6.7807491344613293e-13,1.5687157362053493e-05,0.099357436341007202,3.5678165099216485e-06,1.2942946801615026e-12,1.0420919669102411e-06,2.9447663947530174e-12,8.9947753483733815e-12,7.1765672690428286e-10,4.0664006488030857e-15,1.780070541360685e-14,2.743538014636583e-14,1.1200853788715144e-21,0.0,2.0641740018648005e-05,1.330652294382753e-07,0.099331272288768785,9.9548100701179757e-12,2.046748572001999e-05,1.2343755435953523e-10,7.0063847038221989e-05,3.2376596357211608e-09,7.3802255761309024e-10,1.9347651975502831e-12,2.3753904849469867e-11,2.1911042812361994e-17,1.4433304651749549e-11,3.7177655606247793e-16,5.675065546856649e-18,6.1202996356812882e-16,2.6729814317231712e-16,1.3993482017091173e-16,8.4016627659051584e-19,1.0894153272632329e-11,8.381315915696033e-13
0.3113461369773227,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14167171132082357,0.099947842054343441,1.4989699475980792e-35,0.0006399024709326848,6.7882832784624659e-13,1.5703141852389388e-05,0.099362828368783351,3.5708133342222585e-06,1.2952792652268177e-12,1.0416556297214497e-06,2.9492063889426511e-12,8.9993756265831868e-12,7.1789512404427663e-10,4.0671463401558802e-15,1.780515460481574e-14,2.7430724955650847e-14,1.1207947913577833e-21,0.0,2.0640950069496212e-05,1.3195152170739589e-07,0.099336634930975137,9.9549712750851478e-12,2.0467817166186269e-05,1.2338117189539293e-10,7.0096864816010621e-05,3.2408352682128878e-09,7.3861434484354222e-10,1.9330344310831246e-12,2.3720610624150427e-11,2.1915684835132614e-17,1.4441435800753448e-11,3.7188589514219909e-16,5.6738865800850843e-18,6.1292941942223363e-16,2.6749129536889591e-16,1.400849691796343e-16,8.4028835157892634e-19,1.0907789353556278e-11,8.3782584496647259e-13
0.31197429180364816,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14166636244777076,0.099947822444652487,1.4992436968383904e-35,0.00063457128228060265,6.7958047035542629e-13,1.5719106037702896e-05,0.099368175171603942,3.5738074246587454e-06,1.2962624554007139e-12,1.0412204012257519e-06,2.9536456628569934e-12,9.0039677268897005e-12,7.1813337729380991e-10,4.0678878687668932e-15,1.7809596299865602e-14,2.7426081750967292e-14,1.1215023775797505e-21,0.0,2.0640166712449315e-05,1.3084725996852359e-07,0.099341952385379628,9.9551310856694085e-12,2.0468145745425787e-05,1.2332496404690661e-10,7.0129838809707801e-05,3.2440074945313744e-09,7.3920575534507947e-10,1.9313094454037211e-12,2.3687442507872512e-11,2.1920324211672812e-17,1.4449548097322824e-11,3.7199526902162714e-16,5.6727119764587437e-18,6.1382885124873749e-16,2.6768422947279811e-16,1.4023488864935406e-16,8.4040982307959464e-19,1.09214220543323e-11,8.3752057133989157e-13
0.3126024466299736,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14166105840644908,0.099947802852712389,1.4995151897162044e-35,0.00062928490533629966,6.8033134707158521e-13,1.573504999987073e-05,0.099373477136253371,3.576798790927531e-06,1.2972442575740703e-12,1.0407862757509046e-06,2.9580842219818282e-12,9.0085516852155236e-12,7.1837148661165665e-10,4.0686252651523551e-15,1.7814030541191396e-14,2.7421450490129503e-14,1.1222081477351372e-21,0.0,2.0639389891158814e-05,1.297523620340169e-07,0.099347225038653134,9.9552895144704959e-12,2.0468471483644279e-05,1.23268929741585e-10,7.0162769148258644e-05,3.2471763263388915e-09,7.3979678976090752e-10,1.9295902036615358e-12,2.3654399642731576e-11,2.1924960940149732e-17,1.4457641643139458e-11,3.7210467679030017e-16,5.6715417105583933e-18,6.1472825941003819e-16,2.6787694640247072e-16,1.4038457963350751e-16,8.4053069534656573e-19,1.0935051389988528e-11,8.3721577000578005e-13
0.31323060145629905,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14165579881359019,0.099947783278496058,1.4997844447885354e-35,0.00062404295686025965,6.8108096405646655e-13,1.5750973820269273e-05,0.099378734646096326,3.5797874426616551e-06,1.298224678617219e-12,1.0403532476589662e-06,2.962522071758617e-12,9.0131275372483151e-12,7.186094519583502e-10,4.0693585595829969e-15,1.7818457382618255e-14,2.7416831133244303e-14,1.12291211195448e-21,0.0,2.0638619549774376e-05,1.2866674646574551e-07,0.099352453274047264,9.9554465739656652e-12,2.0468794406495668e-05,1.2321306791478995e-10,7.0195655959916526e-05,3.2503417752265523e-09,7.4038744873086142e-10,1.9278766721463288e-12,2.3621481299539613e-11,2.192959503454884e-17,1.4465716539169951e-11,3.7221411754616413e-16,5.67037575762637e-18,6.1562764426365548e-16,2.6806944707638888e-16,1.4053404317908334e-16,8.4065097259921461e-19,1.0948677375451991e-11,8.3691144027363114e-13
0.3138587562826245,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14165058328931293,0.099947763721976321,1.5000514804604313e-35,0.00061884505699979662,6.8182932733575322e-13,1.5766877579773188e-05,0.099383948081109688,3.5827733894313669e-06,1.2992037253264905e-12,1.0399213113677335e-06,2.9669592175849111e-12,9.0176953184331068e-12,7.1884727329623501e-10,4.0700877820854526e-15,1.7822876858704191e-14,2.7412223637359191e-14,1.1236142802935106e-21,0.0,2.0637855632939181e-05,1.2759033256768779e-07,0.099357637471426452,9.9556022765110156e-12,2.0469114539384748e-05,1.2315737751248848e-10,7.0228499372194426e-05,3.2535038527137405e-09,7.4097773289146172e-10,1.9261688137551353e-12,2.3588686555677573e-11,2.1934226483251462e-17,1.4473772885662123e-11,3.7232359039553688e-16,5.6692140923642651e-18,6.1652700616229921e-16,2.6826173240019078e-16,1.4068328032663967e-16,8.4077065902242894e-19,1.0962300025549097e-11,8.3660758145470218e-13
0.31448691110894994,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.14164541145709092,0.099947744183126089,1.5003163149862105e-35,0.00061369082925731067,6.8257644289936911e-13,1.5782761358765793e-05,0.099389117817914457,3.585756640744627e-06,1.3001814044890191e-12,1.0394904613157597e-06,2.9713956648147308e-12,9.0222550639903702e-12,7.1908495058936111e-10,4.0708129624460051e-15,1.7827289033708699e-14,2.7407627965084396e-14,1.1243146627477206e-21,0.0,2.0637098085785271e-05,1.2652304037860812e-07,0.099362778007299715,9.9557566343428023e-12,2.0469431907469923e-05,1.2310185748664762e-10,7.0261299511962009e-05,3.2566625702502816e-09,7.4156764287594557e-10,1.9244665963663081e-12,2.3556014820036348e-11,2.1938855315520251e-17,1.4481810782165667e-11,3.7243309445297836e-16,5.6680566908759104e-18,6.1742634545392627e-16,2.6845380328240734e-16,1.4083229211037097e-16,8.4088975876725969e-19,1.0975919355007106e-11,8.3630419284939588e-13
