Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),CH2X(58),CHX(26),H2X(31),C2H6X(34),CX(24),C2H5X(33),C3H8X(38),CH2(48),HOCXO(25),OCX(21),COX(32),HOX(23),OX(20),CH4OX(41),H2OX(30),CH3OX(39)
0.0011352490744543098,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410474397942064,0.09996345914675045,-3.0599206967041982e-42,0.09996492742377508,6.2792935656852539e-19,3.7222585725395462e-09,2.2861467366382297e-12,6.5616068320535894e-09,0.0,1.1887882304242918e-06,2.4399137017650427e-17,1.3675926791983226e-13,3.917718395174893e-12,1.394598197784371e-17,0.0,0.0,7.4330242901206324e-23,0.0,3.5125047538459998e-05,3.5072575081549817e-05,1.8366991059001218e-06,2.3966075766773671e-10,2.6513148439120969e-10,2.1205900863911175e-07,1.3070623712389594e-12,2.3092989198679958e-12,1.3166486644500398e-09,3.4586421375134605e-18,8.6277808195105159e-21,2.198509233048122e-13,1.8474214968647951e-20,3.89983033253268e-22,8.0125508848589551e-16,2.8725038456668061e-20,2.4943919369553681e-22,4.9023802250829745e-21,2.2047619431639114e-22,8.7250200961202347e-24
0.001136128851809623,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104743873047829,0.099963458061977595,-1.9092476751210814e-42,0.099964927423928041,6.2926288375921385e-19,3.7265949303106563e-09,2.2896150108001245e-12,6.5774378075672895e-09,0.0,1.1898464920165683e-06,2.451167038869668e-17,1.3683892901154707e-13,3.929579600915567e-12,1.3977641507886118e-17,0.0,0.0,7.4373450538106687e-23,0.0,3.5125047002257263e-05,3.5072574926829782e-05,1.837768169314338e-06,2.3987404078716929e-10,2.6527663391145972e-10,2.1205171125977178e-07,1.3085850673660171e-12,2.3148704801752576e-12,1.3189361136351995e-09,3.469109661625867e-18,8.6675737163592028e-21,2.2025317113246114e-13,1.8484968013256458e-20,3.9036131307341298e-22,8.0247103976493041e-16,2.8689359464594408e-20,2.4243354201239683e-22,4.9135093952684013e-21,2.2094441795391084e-22,8.739737920290491e-24
0.0011370086291649362,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104743766743178,0.099963456977231066,-1.3596026153151453e-42,0.099964927424080946,6.3059797507159158e-19,3.7309319258717647e-09,2.2930853479354909e-12,6.593296955275151e-09,0.0,1.190904888553116e-06,2.4624644637351701e-17,1.3691855562952607e-13,3.9414686749732009e-12,1.4009348698029235e-17,0.0,0.0,7.4416710828853308e-23,0.0,3.5125046466194811e-05,3.507257477220938e-05,1.8388367687321262e-06,2.4008735102266942e-10,2.6542143501024291e-10,2.1204419738509198e-07,1.3101079874433222e-12,2.3204519553920146e-12,1.3212225723753612e-09,3.4796017708994297e-18,8.7075225116543783e-21,2.2065585396168574e-13,1.849571639081348e-20,3.9095291945307418e-22,8.0368733052723798e-16,2.8706035361780674e-20,2.4205176389832269e-22,4.9246552868948618e-21,2.2141318924202368e-22,8.7544727944153644e-24
0.0011378884065202494,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104743660506403,0.099963455892510863,-1.2419216974987146e-42,0.099964927424233713,6.3193461755291802e-19,3.7352695634516847e-09,2.2965577468283524e-12,6.6091843037818497e-09,0.0,1.1919634190195884e-06,2.4738061182938882e-17,1.3699814791147295e-13,3.9533856645218862e-12,1.4041103076906569e-17,0.0,0.0,7.4460003101993264e-23,0.0,3.5125045930240527e-05,3.5072574617687714e-05,1.8399049060026694e-06,2.4030068816990649e-10,2.6556588869997833e-10,2.1203646796282066e-07,1.3116311329542562e-12,2.3260433555855665e-12,1.3235080330590864e-09,3.4901185069306914e-18,8.7476277072788541e-21,2.2105897155644328e-13,1.8506460119918517e-20,3.9154487727944964e-22,8.0490434355647362e-16,2.8722712403598836e-20,2.4170284707433438e-22,4.9358177664923626e-21,2.2188250516792862e-22,8.7692223107346161e-24
0.0011387681838755626,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104743554337227,0.099963454807817057,-1.1916273376201434e-42,0.099964927424386396,6.3327276109048352e-19,3.7396078472771239e-09,2.3000322065917049e-12,6.6250998816745309e-09,0.0,1.1930220824042875e-06,2.4851921448290054e-17,1.370777059947497e-13,3.9653306167759227e-12,1.4072902708484392e-17,0.0,0.0,7.4503228212575739e-23,0.0,3.512504539439402e-05,3.5072574463264358e-05,1.8409725829700004e-06,2.4051405202519403e-10,2.6570999596791447e-10,2.1202852393809499e-07,1.3131545053830112e-12,2.3316446908167954e-12,1.3257924881044686e-09,3.5006599113528301e-18,8.7878898063584959e-21,2.214625236800705e-13,1.8517199219119552e-20,3.9213718638609825e-22,8.0612207908769093e-16,2.8739377178238343e-20,2.4177094439753079e-22,4.9469961535650144e-21,2.2235234813500368e-22,8.7839851124798273e-24
0.0011396479612308759,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104743448235377,0.09996345372314959,-1.060653542415802e-42,0.099964927424538982,6.3461240558756314e-19,3.7439467815725979e-09,2.3035087263405579e-12,6.6410437175227712e-09,0.0,1.1940808776981626e-06,2.4966226859750752e-17,1.3715723001633553e-13,3.9773035789897527e-12,1.4104747613772573e-17,0.0,0.0,7.4546388508536947e-23,0.0,3.5125044858654883e-05,3.5072574308938932e-05,1.8420398014729772e-06,2.4072744238537917e-10,2.6585375780024547e-10,2.1202036625341563e-07,1.3146781062130113e-12,2.3372559711403973e-12,1.3280759299590501e-09,3.511226025834381e-18,8.8283093132616439e-21,2.2186651009529079e-13,1.852793370691252e-20,3.9272984663040758e-22,8.073405365346452e-16,2.8756036255379598e-20,2.4126722517058818e-22,4.9581904554220193e-21,2.2282271811064863e-22,8.7987612148646908e-24
0.001140527738586189,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104743342200574,0.099963452638508532,-8.8545205441157849e-43,0.099964927424691472,6.3595356083379323e-19,3.7482863705603014e-09,2.3069873051891945e-12,6.6570158398785681e-09,0.0,1.1951398038948169e-06,2.5080978847185715e-17,1.3723672011281258e-13,3.9893045984579065e-12,1.4136638192571596e-17,0.0,0.0,7.45895559518889e-23,0.0,3.5125044323022723e-05,3.5072574154711031e-05,1.843106563345273e-06,2.409408590478445e-10,2.6599717518224716e-10,2.1201199584864222e-07,1.3162019369268655e-12,2.3428772066048811e-12,1.3303583510997867e-09,3.5218168920791853e-18,8.8688867336010539e-21,2.2227093056422103e-13,1.8538663601741196e-20,3.9332285785914451e-22,8.0855971566126514e-16,2.8772688072157442e-20,2.4107804149195739e-22,4.9694008126518848e-21,2.2329361853070439e-22,8.8135508721721022e-24
0.0011422872932968155,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104743130331013,0.099963450469305715,-3.9691952394279027e-43,0.099964927424996158,6.3864040345219183e-19,3.7569675294887479e-09,2.3139506366665075e-12,6.6890450582327101e-09,0.0,1.1972580449841706e-06,2.5311828287078899e-17,1.3739559907484368e-13,4.0133909985352759e-12,1.4200556436930822e-17,0.0,0.0,7.467585105221837e-23,0.0,3.5125043252077782e-05,3.5072573846546188e-05,1.8452387245065276e-06,2.4136777047182631e-10,2.6628298053137232e-10,2.1199462062501286e-07,1.3192502939322039e-12,2.3541495831195271e-12,1.3349201012943036e-09,3.5430730468500325e-18,8.9505173432778617e-21,2.2308107270870042e-13,1.856010968601941e-20,3.9450993267119528e-22,8.1100023769411917e-16,2.8805970392439729e-20,2.4050430157067208e-22,4.9918697164632778e-21,2.2423701066364376e-22,8.843170795026607e-24
0.0011458064027180686,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104742707384377,0.099963446131217548,-2.4078408296709117e-43,0.099964927425604352,6.4403241671818712e-19,3.7743378891434974e-09,2.3279019702541746e-12,6.753444187361454e-09,0.0,1.2014960540102545e-06,2.5778949384791611e-17,1.3771295586434576e-13,4.0619025711353473e-12,1.4328949489930684e-17,0.0,0.0,7.4848439520890686e-23,0.0,3.5125041111454302e-05,3.507257323136915e-05,1.8494976473649953e-06,2.4222190009156047e-10,2.6685050106541041e-10,2.1195735859626757e-07,1.3253498316836504e-12,2.3768142392846808e-12,1.3440310253578072e-09,3.5858842164249828e-18,9.115695909508183e-21,2.2470655510984339e-13,1.8602947544722014e-20,3.9688828754090021e-22,8.1588992829563894e-16,2.8872450742122213e-20,2.3942525708244676e-22,5.0370031700823689e-21,2.2613023015622184e-22,8.9025775331251544e-24
0.0011493255121393217,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104742285479891,0.099963441793553598,-2.8899618068821418e-43,0.09996492742621102,6.4944867051587334e-19,3.7917191955072313e-09,2.3418861518920634e-12,6.8182990901700971e-09,0.0,1.2057360460115707e-06,2.6253377498811985e-17,1.3802978496821332e-13,4.1108683754642104e-12,1.4458077878099882e-17,0.0,0.0,7.5020413710728106e-23,0.0,3.5125038972498541e-05,3.5072572617707928e-05,1.8537494670665983e-06,2.4307642810608719e-10,2.6741262026214816e-10,2.1191679706868745e-07,1.3314532131890681e-12,2.3996393002282664e-12,1.3531247891253953e-09,3.6290961014871957e-18,9.2834583048755832e-21,2.2633895545412944e-13,1.8645713957183277e-20,3.9927224154376461e-22,8.2079113144396538e-16,2.8938820179192892e-20,2.3819504678520119e-22,5.0823951120275769e-21,2.2803196083683966e-22,8.962201391957869e-24
0.0011528446215605748,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104741864600321,0.099963437456314919,-2.57164434600893e-43,0.099964927426816189,6.5488912344880709e-19,3.8091117170370069e-09,2.3559031269148947e-12,6.8836115832233876e-09,0.0,1.2099779582028093e-06,2.6735206298628373e-17,1.3834609489167863e-13,4.1602914625606781e-12,1.4587941077398572e-17,0.0,0.0,7.519218046522257e-23,0.0,3.5125036835185767e-05,3.5072572005537431e-05,1.8579942977927599e-06,2.4393134187533594e-10,2.6796940052681285e-10,2.1187299457664405e-07,1.3375605327161523e-12,2.4226254052668184e-12,1.3622009288821168e-09,3.6727113923861047e-18,9.4538376517335228e-21,2.2797825817016454e-13,1.8688410071883211e-20,4.016617853651041e-22,8.2570382797949302e-16,2.9005080547148624e-20,2.3736597164931569e-22,5.1280453580751463e-21,2.2994218817018613e-22,9.0220409893342017e-24
0.001156363730981828,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104741444728656,0.099963433119502565,-1.412525124250621e-43,0.099964927427419845,6.6035381419168176e-19,3.8265157212769023e-09,2.3699528414480257e-12,6.9493834785206165e-09,0.0,1.2142217284871109e-06,2.7224530371765055e-17,1.3866189403986278e-13,4.2101748935548284e-12,1.4718541668410976e-17,0.0,0.0,7.5363755251031054e-23,0.0,3.5125034699491537e-05,3.5072571394832924e-05,1.8622322523797709e-06,2.4478662889802861e-10,2.6852090395850678e-10,2.1182600896934698e-07,1.3436718842119988e-12,2.4457731921100543e-12,1.3712589883253008e-09,3.7167327883586283e-18,9.6268673970601567e-21,2.2962444755142591e-13,1.8731037023771937e-20,4.0405690982422658e-22,8.3062799901944788e-16,2.9071233530409669e-20,2.362429496859054e-22,5.1739548153545365e-21,2.3186092573515534e-22,9.0820959904332641e-24
0.001159882840403081,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104741025848062,0.099963428783117536,-4.35585260234034e-44,0.099964927428022085,6.6584279374732322e-19,3.84393147475952e-09,2.3840352423984885e-12,7.0156165834761292e-09,0.0,1.2184672954584307e-06,2.7721445229765004e-17,1.3897719071743443e-13,4.2605217396079312e-12,1.4849882692243233e-17,0.0,0.0,7.5535031962262434e-23,0.0,3.5125032565391688e-05,3.5072570785569931e-05,1.8664634423142651e-06,2.4564227681214799e-10,2.6906719233179932e-10,2.1177589740856796e-07,1.3497873612685128e-12,2.4690832968540073e-12,1.3802985185197714e-09,3.7611629974762029e-18,9.8025813145738646e-21,2.3127750776306109e-13,1.8773595934224261e-20,4.064576058738293e-22,8.3556362595507967e-16,2.9137280926602059e-20,2.3533719225152189e-22,5.2201245528853471e-21,2.3378819143934606e-22,9.1423674387904931e-24
0.001163401949824334,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104740607941932,0.099963424447160956,-7.577803514905384e-45,0.099964927428622855,6.7135609129634344e-19,3.8613592429118548e-09,2.3981502774496562e-12,7.0823127009021138e-09,0.0,1.2227145984033522e-06,2.822604731398835e-17,1.3929199312834978e-13,4.3113350818541648e-12,1.4981966320335759e-17,0.0,0.0,7.570602769141143e-23,0.0,3.51250304328624e-05,3.5072570177724261e-05,1.870687977729782e-06,2.464982733952953e-10,2.6960832707930288e-10,2.1172271636691185e-07,1.355907057089358e-12,2.4925563539749796e-12,1.3893190778523477e-09,3.8060047365933906e-18,9.9810135067836516e-21,2.3293742284831192e-13,1.8816087911004997e-20,4.0886386459893865e-22,8.4051069044972832e-16,2.9203224405614621e-20,2.3420365986118146e-22,5.2665553339738922e-21,2.3572399552815843e-22,9.2028550548096953e-24
0.0011669210592455872,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104740190993851,0.099963420111633811,-9.0840660654787156e-45,0.099964927429222236,6.7689371882520282e-19,3.8787992899668717e-09,2.412297895050964e-12,7.1494736289944792e-09,0.0,1.2269635773023202e-06,2.8738434000823629e-17,1.3960630937568007e-13,4.362618011348182e-12,1.5114794034933992e-17,0.0,0.0,7.5876768107344034e-23,0.0,3.5125028301880127e-05,3.507256957127209e-05,1.8749059674044639e-06,2.4735460656493113e-10,2.7014436927526693e-10,2.1166652162665522e-07,1.3620310644589075e-12,2.5161929963245644e-12,1.3983202319892719e-09,3.8512607313016538e-18,1.0162198406831843e-20,2.3460417673417927e-13,1.8858514048245917e-20,4.1127567721507509e-22,8.4546917443522318e-16,2.9269065715773768e-20,2.3329067897501757e-22,5.3132476796569241e-21,2.376683422098602e-22,9.2635585218155652e-24
0.0011704401686668403,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104739774987616,0.099963415776537154,-1.0813245468010869e-44,0.09996492742982023,6.8245568614628502e-19,3.8962518788699805e-09,2.4264780444081295e-12,7.2171011613159807e-09,0.0,1.2312141728308694e-06,2.9258703608390832e-17,1.3992014746143958e-13,4.4143736289976593e-12,1.5248367215842542e-17,0.0,0.0,7.6047243178152643e-23,0.0,3.5125026172421611e-05,3.5072568966189821e-05,1.8791175187587672e-06,2.4821126437861584e-10,2.7067537961943885e-10,2.1160736827860918e-07,1.3681594757094009e-12,2.539993855123712e-12,1.4073015538199161e-09,3.8969337158698788e-18,1.0346170780864338e-20,2.3627775323856269e-13,1.8900875426422639e-20,4.1369303506667814e-22,8.5043906010845579e-16,2.9334806503852393e-20,2.3232574282519209e-22,5.360202074960701e-21,2.3962123492936946e-22,9.3244773054219174e-24
0.0011774783875093465,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104738945736845,0.099963407107639457,4.8841443056908614e-44,0.099964927431012138,6.9365268223580599e-19,3.9311957271035597e-09,2.4549357389373818e-12,7.3537631896655825e-09,0.0,1.2397199799561161e-06,3.0323289598745128e-17,1.4054642065079425e-13,4.5193153813376284e-12,1.5517755519163978e-17,0.0,0.0,7.6387438932361559e-23,0.0,3.5125021917984287e-05,3.5072567760042132e-05,1.8875217293968026e-06,2.4992550686919354e-10,2.717225455908689e-10,2.1148040266369157e-07,1.380429876759719e-12,2.5880907387780289e-12,1.4252030279513111e-09,3.9895416347657499e-18,1.0722618691759069e-20,2.3964530886153386e-13,1.8985408159176912e-20,4.1854435248867052e-22,8.6041296661105135e-16,2.9465993137521304e-20,2.304304597203912e-22,5.4548989627429471e-21,2.4355267325197695e-22,9.4469585292338115e-24
0.0011833371680721862,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104738258182884,0.099963399892765509,7.8214546688201886e-44,0.099964927432000292,7.0304772272946073e-19,3.9603243696639066e-09,2.4787234102807186e-12,7.4689631020694607e-09,0.0,1.2468048373415943e-06,3.1234407920186952e-17,1.4106635531559695e-13,4.6081409176575769e-12,1.5744288938096246e-17,0.0,0.0,7.6669859237470324e-23,0.0,3.5125018380938488e-05,3.5072566759992852e-05,1.8944988749785305e-06,2.5135337069291533e-10,2.7257940848006923e-10,2.1136616077869445e-07,1.3906582897475132e-12,2.6286342362782113e-12,1.4400405009254897e-09,4.067927024786299e-18,1.1044798939152229e-20,2.424692116177801e-13,1.9055586931253144e-20,4.225995472100507e-22,8.6875011424986324e-16,2.9574903775930922e-20,2.2896115885084452e-22,5.5345312583524767e-21,2.4685141700123356e-22,9.5495682936259434e-24
0.0011891959486350259,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104737573037441,0.099963392679098151,4.4676140194285356e-44,0.099964927432984893,7.1251045552004612e-19,3.9894911202398229e-09,2.5026006209115457e-12,7.5854793270509025e-09,0.0,1.2538934342835505e-06,3.2168682031777425e-17,1.415850643702452e-13,4.6983170656226485e-12,1.5972909778704937e-17,0.0,0.0,7.6951585234784424e-23,0.0,3.5125014847826399e-05,3.5072565763446751e-05,1.9014595139579556e-06,2.527819851182729e-10,2.7342309425072052e-10,2.1124440515402267e-07,1.4009000838274054e-12,2.6696409960805049e-12,1.45481774522554e-09,4.1475038630476987e-18,1.1375167288245286e-20,2.4531181195242858e-13,1.9125599673673368e-20,4.2667000447957026e-22,8.7711864349216968e-16,2.9683556682900589e-20,2.2723910168247005e-22,5.6148973335680482e-21,2.5017392844817487e-22,9.6527704324809471e-24
0.0011944688511415817,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104736958408626,0.099963386187833098,1.003913767226234e-44,0.099964927433868075,7.2108486279540104e-19,4.0157747455917853e-09,2.5241664892769836e-12,7.6914761111195644e-09,0.0,1.2602761583858395e-06,3.3029723749546921e-17,1.4205088284635974e-13,4.780642417452096e-12,1.6180459457983282e-17,0.0,0.0,7.7204623988382555e-23,0.0,3.5125011671307008e-05,3.5072564869467233e-05,1.9077103547508084e-06,2.5406833750051634e-10,2.7417136689277952e-10,2.1112859525234496e-07,1.4101294790596672e-12,2.706945539229277e-12,1.4680643005681878e-09,4.2201523269575713e-18,1.1679639947232931e-20,2.478860749411981e-13,1.9188472997176135e-20,4.3034643528930434e-22,8.8467708894077047e-16,2.9781129920909514e-20,2.2607492942738161e-22,5.6878563542245672e-21,2.5318453500698915e-22,9.7461570598876026e-24
0.0011997417536481374,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104736345625349,0.099963379697552687,-6.7484846974438102e-46,0.099964927434748566,7.2971423161110469e-19,4.0420910299568711e-09,2.5458045581351037e-12,7.7985516222452526e-09,0.0,1.2666615234413259e-06,3.3910265983498332e-17,1.4251576057819898e-13,4.8640842466943428e-12,1.6389711312891041e-17,0.0,0.0,7.7457169589408771e-23,0.0,3.512500849782303e-05,3.5072563978172017e-05,1.9139485232055715e-06,2.553552197522824e-10,2.7490937665285492e-10,2.1100705743033096e-07,1.4193703420613078e-12,2.7446297289321978e-12,1.4812593729653745e-09,4.2937856872388641e-18,1.1991008168782444e-20,2.5047536389628113e-13,1.925121885750416e-20,4.3403517315490327e-22,8.9226083911083649e-16,2.9878505341515446e-20,2.2512797803061692e-22,5.7614137310456638e-21,2.5621443931708413e-22,9.8400207391025382e-24
0.0012050146561546932,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410473573463931,0.099963373208260403,6.1107672469045077e-45,0.099964927435626391,7.3839862100389668e-19,4.0684408071704452e-09,2.5675146782687436e-12,7.9067117509545061e-09,0.0,1.2730493510601947e-06,3.481066911284182e-17,1.4297972140675658e-13,4.948653276637468e-12,1.6600670479868277e-17,0.0,0.0,7.7709133070268056e-23,0.0,3.5125005327305125e-05,3.5072563089490981e-05,1.9201743393388988e-06,2.5664259596668104e-10,2.7563731424512151e-10,2.1087995595804076e-07,1.4286229656299793e-12,2.7826956382810432e-12,1.4944017379389877e-09,4.3684133989790227e-18,1.2309399386099643e-20,2.5307962191334041e-13,1.9313840473506226e-20,4.3773619264909801e-22,8.9986984170229576e-16,2.997568783378545e-20,2.2343620799637283e-22,5.8355712695890027e-21,2.5926366210601621e-22,9.9343607063371618e-24
0.001210554961612883,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104735094552979,0.099963366390947092,9.1460678225236028e-45,0.099964927436545961,7.4758276519168197e-19,4.096163837984295e-09,2.5904032415115778e-12,8.0215319134917992e-09,0.0,1.2797635839067053e-06,3.5778531740535884e-17,1.4346624865894583e-13,5.0387372226655881e-12,1.6824173058862797e-17,0.0,0.0,7.7973392877818886e-23,0.0,3.5125001999123374e-05,3.5072562158483357e-05,1.926702918502689e-06,2.5799575206982616e-10,2.763915223558532e-10,2.1074059096571186e-07,1.4383578016083288e-12,2.8231054809015309e-12,1.5081524983368305e-09,4.4479073546866631e-18,1.2651644922535053e-20,2.5583201315324078e-13,1.9379507394706357e-20,4.4163810515834503e-22,9.0789186692649902e-16,3.0077596370806741e-20,2.2226014075466046e-22,5.9141381357074466e-21,2.6248835639448504e-22,1.0033995463462571e-23
0.0012160952670710729,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104734456344926,0.09996335957473243,2.9695118180084218e-45,0.099964927437462742,7.5682780078097272e-19,4.1239256974722863e-09,2.613371022764819e-12,8.1375627445295074e-09,0.0,1.2864801434832255e-06,3.6769154168233575e-17,1.4395181589397155e-13,5.1300900332450742e-12,1.704957244751821e-17,0.0,0.0,7.8237224511703291e-23,0.0,3.5124998674064938e-05,3.5072561230207496e-05,1.9332185619572373e-06,2.5934937461886872e-10,2.7713503383909016e-10,2.1059544376232969e-07,1.4481062717741075e-12,2.8639414054118631e-12,1.5218424130448032e-09,4.528520619376006e-18,1.3001938533647619e-20,2.5860080047657381e-13,1.9445044203644914e-20,4.4555352093185317e-22,9.1594165635242644e-16,3.0179303003133071e-20,2.2150948357615364e-22,5.993371776483128e-21,2.6573443048591841e-22,1.0134152044999554e-23
0.0012216355725292627,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104733819962695,0.099963352759620386,-3.3408456301505209e-45,0.099964927438376844,7.661338109270587e-19,4.1517273157420714e-09,2.6364178605565854e-12,8.2548109922570248e-09,0.0,1.293198835109251e-06,3.7782972609176089e-17,1.444364489879491e-13,5.2227243119308822e-12,1.7276874884648724e-17,0.0,0.0,7.8500373372821202e-23,0.0,3.5124995352054296e-05,3.5072560304587712e-05,1.9397216170200952e-06,2.6070342442994667e-10,2.7786806074563563e-10,2.1044469272999801e-07,1.4578687027303947e-12,2.9052057867455857e-12,1.5354701793725774e-09,4.6102643058467154e-18,1.3360434468193691e-20,2.6138591704624197e-13,1.9510454393773774e-20,4.4948241245393853e-22,9.2401915338459423e-16,3.0280812969777518e-20,2.1954631110030022e-22,6.0732743849906295e-21,2.6900191357630261e-22,1.0234831023872622e-23
0.0012271758779874525,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104733185355062,0.09996334594561497,-2.8423753376621933e-45,0.099964927439288295,7.7550087932074149e-19,4.1795696094244527e-09,2.6595435972076772e-12,8.3732833759360927e-09,0.0,1.2999194682285332e-06,3.8820429597689262e-17,1.4492017321815855e-13,5.3166527174251581e-12,1.7506086537283586e-17,0.0,0.0,7.8762977331705848e-23,0.0,3.5124992033018481e-05,3.5072559381549028e-05,1.9462124229655316e-06,2.6205786314995739e-10,2.7859081187131303e-10,2.1028851215513206e-07,1.4676454163477945e-12,2.9469009896551513e-12,1.5490345336155912e-09,4.6931495754618655e-18,1.3727289210113211e-20,2.6418729582616716e-13,1.9575741377641684e-20,4.5342475285548283e-22,9.3212430275678987e-16,3.0382131792326898e-20,2.1838564227566709e-22,6.1538481290439741e-21,2.7229083504904677e-22,1.0336028982654055e-23
0.0012327161834456424,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104732552471994,0.099963339132720069,1.1875288375445019e-45,0.099964927440197207,7.8492909080438766e-19,4.2074534812757633e-09,2.6827480787501923e-12,8.4929865859263997e-09,0.0,1.3066418563735222e-06,3.98819740464844e-17,1.454030132683207e-13,5.4118879630055579e-12,1.7737213524842725e-17,0.0,0.0,7.9025429970390643e-23,0.0,3.5124988716886695e-05,3.5072558461017901e-05,1.9526913110955359e-06,2.6341265324934726e-10,2.7930349268752857e-10,2.1012707226459277e-07,1.4774367296248617e-12,2.9890293687209248e-12,1.5625342504203108e-09,4.7771876376439053e-18,1.4102661498791413e-20,2.670048696217581e-13,1.9640908487608986e-20,4.5738051589967098e-22,9.4025705050354585e-16,3.0483264624430696e-20,2.1782470763171219e-22,6.2350951597100299e-21,2.7560122469163104e-22,1.0437742933698583e-23
0.0012382564889038322,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104731921264644,0.09996333232093968,2.9430900270061839e-45,0.099964927441103663,7.9441853149118251e-19,4.2353798197728334e-09,2.7060311548409499e-12,8.6139272837288778e-09,0.0,1.3133658171252886e-06,4.0968061303902638e-17,1.4588499323454931e-13,5.5084428159560748e-12,1.7970261912957902e-17,0.0,0.0,7.9287275545043408e-23,0.0,3.5124985403588064e-05,3.5072557542924737e-05,1.9591586048198046e-06,2.647677580139819e-10,2.8000630527774593e-10,2.099605392663142e-07,1.4872429545460606e-12,3.0315932683664435e-12,1.5759681421407032e-09,4.8623897493720887e-18,1.4486712349300484e-20,2.6983857111772874e-13,1.9705958976653925e-20,4.6134967596687538e-22,9.4841734392978201e-16,3.0584216316826986e-20,2.1612032800291555e-22,6.3170176092059298e-21,2.7893311273907842e-22,1.0539975992044217e-23
0.001243796794362022,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104731291685336,0.09996332551027777,1.4671775022346299e-45,0.099964927442007689,8.0396929028744489e-19,4.2633494989289364e-09,2.7293926786706276e-12,8.7361121020347524e-09,0.0,1.3200911720720137e-06,4.2079153211435165e-17,1.4636613663146054e-13,5.6063300969960719e-12,1.8205237785824279e-17,0.0,0.0,7.9548211105311607e-23,0.0,3.5124982093053966e-05,3.5072556627200589e-05,1.9656146197380847e-06,2.6612314153677288e-10,2.8069944833690871e-10,2.0978907539129704e-07,1.4970643980169211e-12,3.0745950228756861e-12,1.5893350581910242e-09,4.9487672146803719e-18,1.4879605072739469e-20,2.7268833291487129e-13,1.9770896019198423e-20,4.6533220804013422e-22,9.5660513157897774e-16,3.0684991997402756e-20,2.151023537607847e-22,6.3996176162489563e-21,2.8228653040654827e-22,1.0642725038153678e-23
0.0012493370998202119,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104730663687568,0.099963318700738199,-2.1333976856146613e-46,0.099964927442909399,8.1358145783452327e-19,4.2913633781084436e-09,2.7528325068856064e-12,8.8595476447889823e-09,0.0,1.3268177467640902e-06,4.3215718161098851e-17,1.4684646639879008e-13,5.7055626797128338e-12,1.8442147217865545e-17,0.0,0.0,7.9809242786202464e-23,0.0,3.5124978785220494e-05,3.5072555713774692e-05,1.9720596637292658e-06,2.6747876870861374e-10,2.8138311713986163e-10,2.0961283893900091e-07,1.5069013617987636e-12,3.1180369564153602e-12,1.602633884394617e-09,5.036331384158215e-18,1.5281505296522774e-20,2.7555408756449329e-13,1.9835722712002928e-20,4.6932808769179911e-22,9.648203632057977e-16,3.0785596423040338e-20,2.142013919560999e-22,6.482897316030537e-21,2.8566150951630306e-22,1.074598311298276e-23
