Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),H2X(49),C2H4(47),C2H6X(52),CH4OX(60),C2H4X(205),CH2X(27),CHX(28),CX(26),OCX(25),C2H4X(65),COX(50),CH2OH(40),CH2OX(54)
6.690838870122944e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44178745867465813,0.10374350407974808,0.019656826265117257,0.0,0.0024270748976255876,0.00103728015111616,0.0001622252178466506,0.00033486321302846121,1.3993797101498684e-05,0.0063625948426413535,7.4133257665785964e-10,0.00029226381273525167,1.8028836726074399e-08,0.00022498388012664425,6.7338283720477767e-10,2.8819388867750758e-11,0.00049941047405347989,1.0042667746331651e-05,0.0074358873801181509,0.0029990362045169677,5.8367321187187902e-05,2.5391499715963536e-06,3.1114638417514949e-08,1.6347825129316465e-07,1.1061572131812111e-07,2.0717556844444668e-05,1.5887886615088871e-05,9.1890075552090206e-07,2.487289277154469e-09,1.0216485753647917e-06,6.8086085113614718e-10,3.4586057055952721e-07,6.8235884185763611e-07,3.8759316979136403e-13,2.8272222833323562e-12,5.0141161296174196e-10,1.8721132023520535e-08,2.3977210828069042e-08
6.724362366870467e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44178998495341276,0.10370931093796812,0.019645184256976464,0.0,0.0024461064174893187,0.0010381943408132119,0.00016377224344687257,0.00033815736357626936,1.4226730063686074e-05,0.0063877099787002884,7.5362162462470591e-10,0.00029204280535552224,1.8213148104581689e-08,0.00022719529324137145,6.8517485933334667e-10,2.953657576917745e-11,0.00049985444636724383,1.0208849066746452e-05,0.0074334680627053352,0.0029988506999111889,5.8393535941244185e-05,2.5401164193252492e-06,3.1218958236472252e-08,1.6411205455222484e-07,1.1147010941695106e-07,2.0736076440884756e-05,1.6150823785278463e-05,9.2796431813507581e-07,2.5117519715922354e-09,1.0393011941016904e-06,6.8407942589615559e-10,3.4737744802991279e-07,6.8504778192518159e-07,3.9107176818837958e-13,2.8740222645501393e-12,5.0619615016789293e-10,1.8907170011419e-08,2.4376970205719545e-08
6.75788586361799e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4417925432088195,0.10367514968003003,0.019633552576146487,0.0,0.0024651510760271837,0.0010390961986832415,0.00016532547750298444,0.00034145968324786704,1.4461840205575002e-05,0.0064127542262601006,7.6601993480937739e-10,0.00029182325645425028,1.8397958596809598e-08,0.00022940907027842747,6.9707874293517276e-10,3.0265948752823709e-11,0.00050028864532716485,1.0376707697334163e-05,0.0074310515718898117,0.0029986304517181797,5.8419752504859265e-05,2.5410532118632789e-06,3.132280279141346e-08,1.647440600178663e-07,1.1232506047025283e-07,2.0754348616344198e-05,1.6416415228806342e-05,9.3705062250984567e-07,2.5362412653666024e-09,1.0571419171118354e-06,6.8730220892338402e-10,3.4889585530239357e-07,6.8773738713279432e-07,3.9456334407341641e-13,2.9212951959460126e-12,5.1099996892862219e-10,1.909342042301041e-08,2.4780477352365508e-08
6.791409360365512e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44179513278435945,0.10364102037265208,0.019621931026138566,0.0,0.0024842085402234939,0.0010399859764530386,0.00016688490574223429,0.00034477005658751098,1.4699127410615305e-05,0.006437727857175838,7.7852732650006399e-10,0.00029160515403134672,1.858326176751075e-08,0.00023162510226439409,7.0909438717892729e-10,3.1007599252714904e-11,0.00050071326313454601,1.0546247905959209e-05,0.0074286379009177389,0.0029983761165552343,5.8445971746492118e-05,2.5419609074965317e-06,3.1426173903173039e-08,1.6537427500242056e-07,1.1318056037721813e-07,2.0772378414562418e-05,1.6684667701556264e-05,9.4615935113910819e-07,2.5607559556410059e-09,1.0751712908059583e-06,6.9052920234455964e-10,3.50415784247961e-07,6.9042762973501575e-07,3.9806786887933408e-13,2.9690422930877413e-12,5.1582302573681384e-10,1.9279874080320833e-08,2.518773222003543e-08
6.824932857113035e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44179775303575769,0.10360692307955439,0.019610319414238294,0.0,0.0025032784835873549,0.0010408639216879683,0.00016845051395764012,0.00034808836910689141,1.4938591441346602e-05,0.0064626311432698924,7.911436125611535e-10,0.0002913884861761201,1.8769051244759207e-08,0.00023384328168996209,7.2122168592230719e-10,3.1761617908577833e-11,0.00050112848865246484,1.0717473900887605e-05,0.00742622704303866,0.002998088338905254,5.8472194518899203e-05,2.5428400544517437e-06,3.1529073389387826e-08,1.6600270680633759e-07,1.140365953148084e-07,2.0790170795899646e-05,1.6955587865077777e-05,9.5529018915406436e-07,2.5852948556742251e-09,1.0933898543010681e-06,6.937604085625562e-10,3.519372269171207e-07,6.9311848241812384e-07,4.0158531417249985e-13,3.0172647547949499e-12,5.2066527728152788e-10,1.9466521932109454e-08,2.5598734552302067e-08
6.858456353860557e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44180040333077392,0.10357285786152148,0.019598717551441356,0.0,0.002522360586039852,0.001041730277857481,0.0001700222880077209,0.00035141450728398807,1.51802319412395e-05,0.0064874643562751102,8.0386859958497547e-10,0.00029117324106779933,1.8955320719653306e-08,0.00023606350250153973,7.3346052784824406e-10,3.252809456130585e-11,0.00050153450744648217,1.0890389831381296e-05,0.0074238189915060938,0.0029977677513240483,5.8498421659536546e-05,2.5436911910636336e-06,3.163150306428117e-08,1.6662936271701571e-07,1.1489315173288413e-07,2.0807730638653057e-05,1.7229182287525752e-05,9.6444282432065613e-07,2.6098567947294067e-09,1.1117981394887564e-06,6.969958302566788e-10,3.5346017553953658e-07,6.9580991829729009e-07,4.0511565165201631e-13,3.0659637633053493e-12,5.255266804473815e-10,1.9653355053063485e-08,2.601348388743367e-08
6.89197985060808e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44180308304899518,0.10353882477646317,0.019587125252390054,0.0,0.002541454533802731,0.0010425852843997058,0.00017160021381622069,0.00035474835856162332,1.5424048436523072e-05,0.0065122277677798126,8.1670208804160398e-10,0.00029095940697599493,1.9142063945978704e-08,0.00023828566009252014,7.4581079659818807e-10,3.3307118248759088e-11,0.00050193150182555838,1.1064999788288843e-05,0.0074214137395781105,0.0029974149746446513,5.8524653990943551e-05,2.54451484594277e-06,3.1733464738446406e-08,1.6725425000764421e-07,1.1575021634944057e-07,2.082506274035439e-05,1.7505457444595542e-05,9.7361694703615544e-07,2.6344406179791582e-09,1.1303966711033557e-06,7.002354703830103e-10,3.5498462252358813e-07,6.9850191091375745e-07,4.0865885314908713e-13,3.1151404844396953e-12,5.3040719231383523e-10,1.9840364642961724e-08,2.6431979561522286e-08
6.925503347355602e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44180579158163202,0.10350482387947522,0.019575542335310746,0.0,0.0025605600192885572,0.0010434291767851198,0.00017318427737182386,0.00035808981134572137,1.5670040337998316e-05,0.0065369216491747177,8.296438724266731e-10,0.00029074697226110196,1.9329274739857599e-08,0.00024050965129422555,7.582723709024155e-10,3.4098777201891196e-11,0.00050231965088313275,1.124130780463242e-05,0.0074190112805179072,0.0029970306181786662,5.8550892321120036e-05,2.5453115381353107e-06,3.1834960218633161e-08,1.6787737593606985e-07,1.1660777614585252e-07,2.0842171819048865e-05,1.7784419720453178e-05,9.8281225032494546e-07,2.6590451864062684e-09,1.1491859667899189e-06,7.0347933217523339e-10,3.5651056045598174e-07,7.0119443423190257e-07,4.1221489062606474e-13,3.1647960677652713e-12,5.3530677015428228e-10,2.0027542025808533e-08,2.6854220711588449e-08
6.959026844103125e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44180852833131801,0.10347085522289873,0.019563968621952033,0.0,0.0025796767409923581,0.0010442621865793243,0.00017477446472786341,0.00036143875500328651,1.5918206942837289e-05,0.006561546271601674,8.4269374140721426e-10,0.00029053592537464705,1.9516946979403221e-08,0.0002427353743665446,7.7084512470731804e-10,3.4903158841193056e-11,0.00050269913053833286,1.1419317856192401e-05,0.0074166116075943724,0.0029966152799146641,5.8577137443891377e-05,2.546081777282507e-06,3.1935991307556971e-08,1.6849874774376263e-07,1.1746581836219236e-07,2.0859062514555847e-05,1.8066075408659107e-05,9.9202842983351249e-07,2.6836693767020175e-09,1.1681665371720014e-06,7.0672741914475489e-10,3.5803798210132249e-07,7.0388746263630639e-07,4.1578373617561791e-13,3.2149316467595095e-12,5.4022537143536687e-10,2.0214878648944916e-08,2.7280206278661779e-08
6.992550340850647e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44181129271191172,0.10343691885637846,0.019552403937523832,0.0,0.0025988044033847467,0.0010450845415049194,0.0001763707620020218,0.00036479507986011012,1.6168547436367493e-05,0.006586101905904228,8.5585147796548432e-10,0.00029032625485958199,1.9705074604337653e-08,0.00024496272898828021,7.8352892729981145e-10,3.5720349773444868e-11,0.00050307011357727551,1.1599033862087722e-05,0.0074142147140826486,0.0029961695467136625,5.8603390139254224e-05,2.5468260637828347e-06,3.2036559803707529e-08,1.6911837265478836e-07,1.1832433049267949e-07,2.0875739389711403e-05,1.8350430713086831e-05,1.0012651838246936e-06,2.7083120811613205e-09,1.1873388859192107e-06,7.0997973508050806e-10,3.5956688040151018e-07,7.0658097092894277e-07,4.1936536202014993e-13,3.2655483389722694e-12,5.4516295381624141e-10,2.0402366082134294e-08,2.7709935010837009e-08
7.02607383759817e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44181408414830209,0.10340301482692078,0.019540848110637242,0.0,0.0026179427168065207,0.0010458964655024976,0.00017797315537602498,0.00036815867719821753,1.6421060893841399e-05,0.0066105888225799084,8.6911685954073688e-10,0.00029011794935052528,1.9893651615589725e-08,0.00024719161624722492,7.9632364342889492e-10,3.6550435788767655e-11,0.00050343276969442945,1.1780459685351911e-05,0.00741182059326468,0.0029956939945017065,5.8629651173718012e-05,2.5475448889444103e-06,3.2136667501153709e-08,1.6973625787478507e-07,1.1918330028112206e-07,2.0892206931592869e-05,1.8637491748836266e-05,1.0105222131711912e-06,2.7329722075736179e-09,1.2067035098145115e-06,7.1323628404959213e-10,3.6109724847523641e-07,7.0927493432620695e-07,4.2295974051080146e-13,3.3166472461861376e-12,5.5011947514752797e-10,2.0589996016622535e-08,2.8143405466304624e-08
7.059597334345692e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44181690207621593,0.10336914317895009,0.019529300973245282,0.0,0.0026370913973647304,0.0010466981787907552,0.00017958163109532997,0.00037152943925306453,1.6675746282190706e-05,0.0066350072917342644,8.8248965816894985e-10,0.0002899109975739547,2.0082672074907934e-08,0.00024942193862997767,8.0922913342431397e-10,3.739350185796541e-11,0.00050378726553400625,1.1963599133506513e-05,0.0074094292384297737,0.002995189188459584,5.865592130063781e-05,2.5482387351363728e-06,3.2236316189377449e-08,1.7035241059005482e-07,1.2004271571641484e-07,2.0908469552725708e-05,1.89272645431397e-05,1.0197992213483933e-06,2.7576486791120971e-09,1.2262608988212591e-06,7.1649707039746663e-10,3.6262907961752848e-07,7.1196932845587497e-07,4.2656684412653481e-13,3.3682294545770425e-12,5.5509489347057436e-10,2.0777760264178885e-08,2.8580616016355987e-08
7.093120831093215e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.441819745942029,0.10333530395436474,0.01951776236058439,0.0,0.0026562501668302083,0.0010474898979257437,0.00018119617546880618,0.0003749072592104939,1.6932602461765168e-05,0.0066593575830365542,8.9596964062050799e-10,0.00028970538834835263,2.0272130104442854e-08,0.00025165360001151916,8.2224525331239799e-10,3.824963213014919e-11,0.00050413376473134697,1.2148455959130115e-05,0.0074070406428751196,0.0029946556832096791,5.8682201260525821e-05,2.5489080759458029e-06,3.2335507653106015e-08,1.7096683796666311e-07,1.2090256502820288e-07,2.0924531592272756e-05,1.9219755036261954e-05,1.0290959144265309e-06,2.7823404342205689e-09,1.2460115361499339e-06,7.1976209874713089e-10,3.6416236729898745e-07,7.1466412935432311e-07,4.3018664547362936e-13,3.4202960348736196e-12,5.6008916701671356e-10,2.0965650756117667e-08,2.9021564848362458e-08
7.126644327840737e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44182261520257998,0.10330149719259199,0.019506232111116819,0.0,0.0026754187525365679,0.0010482718358592552,0.00018281677486841111,0.00037829203120346176,1.7191628188055683e-05,0.0066836399656770859,9.0955656853577372e-10,0.00028950111058430528,2.0462019886301144e-08,0.00025388650564455979,8.3537185492916095e-10,3.9118909930634689e-11,0.0005044724279542796,1.2335033860422168e-05,0.0074046547999063331,0.0029940940230000273,5.8708491781360366e-05,2.549553376323221e-06,3.2434243672133553e-08,1.7157954714951106e-07,1.2176283668252228e-07,2.0940397317206167e-05,1.9514969082395144e-05,1.0384120010621857e-06,2.8070464264960718e-09,1.2659558983245696e-06,7.2303137399944735e-10,3.6569710516514726e-07,7.1735931346356145e-07,4.3381911728465834e-13,3.4728480425139373e-12,5.6510225420609548e-10,2.1153659542297776e-08,2.9466249968727961e-08
7.16016782458826e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44182550932498688,0.10326772293064185,0.01949471006647378,0.0,0.0026945968872806422,0.0010490442019963654,0.00018444341572885998,0.00038168365030854395,1.7452822113401561e-05,0.00670785470832616,9.2325019855857745e-10,0.00028929815328455937,2.0652335662122184e-08,0.00025612056214867378,8.4860878603065184e-10,4.0001417759104548e-11,0.00050480341294441853,1.2523336481764208e-05,0.0074022717028379729,0.0029935047418855661,5.8734793578891142e-05,2.5501750927254003e-06,3.2532526021176841e-08,1.721905452615457e-07,1.2262351937746541e-07,2.0956070923462155e-05,1.9812912450545299e-05,1.0477471924891906e-06,2.8317656245704231e-09,1.2860944552488443e-06,7.2630490133373483e-10,3.672332870360557e-07,7.2005485762804564e-07,4.3746423241745331e-13,3.5258865178027678e-12,5.7013411364687325e-10,2.1341778790106257e-08,2.9914669205814604e-08
7.193691321335783e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44182842778646653,0.10323398120316034,0.019483196071399436,0.0,0.0027137843092243704,0.0010498072022521354,0.00018607608454729066,0.00038508201254223008,1.7716182788681626e-05,0.0067320020790945512,9.3705028246763858e-10,0.00028909650554403689,2.084307173263411e-08,0.00025835567749923541,8.6195589040057171e-10,4.0897237288027511e-11,0.0005051268745583776,1.2713367414276626e-05,0.0073998913449940572,0.002992888363906624,5.8761107356919878e-05,2.550773673267614e-06,3.2630356469732175e-08,1.7279983940298229e-07,1.2348460203905834e-07,2.0971556537078801e-05,2.0113590825412271e-05,1.057101202508935e-06,2.8564970119904268e-09,1.3064276702718244e-06,7.2958268620630007e-10,3.687709069053591e-07,7.2275073909193697e-07,4.4112196385470562e-13,3.579412486067867e-12,5.7518470413450298e-10,2.1530000783427918e-08,3.0366820212841306e-08
7.227214818083305e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44183137007415613,0.10320027204248175,0.019471689973695725,0.0,0.0027329807617981236,0.0010505610391074829,0.00018771476788292309,0.00038848701485701701,1.7981708664989127e-05,0.0067560823454955394,9.5095656730585663e-10,0.00028889615654980981,2.103422245717161e-08,0.00026059176101616904,8.754130079552561e-10,4.1806449361325676e-11,0.0005054429648088765,1.2905130196369327e-05,0.0073975137197085676,0.0029922454032646627,5.8787433807579178e-05,2.5513495578628472e-06,3.2727736781910476e-08,1.7340743665046038e-07,1.2434607381710549e-07,2.0986858215317035e-05,2.0417009808264645e-05,1.0664737474801097e-06,2.881239587093585e-09,1.3269560002533361e-06,7.3286473435010869e-10,3.7030995893947796e-07,7.254469354962121e-07,4.4479228470294356e-13,3.6334269578128183e-12,5.8025398465044671e-10,2.1718317921596746e-08,3.0822700470754854e-08
7.260738314830828e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44183433568493929,0.10316659547867993,0.019460191624167941,0.0,0.0027521859936054543,0.0010513059116642322,0.00018935945235671445,0.00039189855513730858,1.8249398095290183e-05,0.006780095774408414,9.6496879550748496e-10,0.00028869709558103753,2.1225782253220067e-08,0.00026282872335252604,8.8897997484605513e-10,4.2729133993281964e-11,0.00050575183290571405,1.3098628314289808e-05,0.007395138820325952,0.0029915763644953364,5.8813773611614392e-05,2.5519031783553807e-06,3.282466871631268e-08,1.7401334405636087e-07,1.2520792408100582e-07,2.1001979947765076e-05,2.0723174917805546e-05,1.0758645463079118e-06,2.9059923628832278e-09,1.3476798956289593e-06,7.3615105177623058e-10,3.7185043747729754e-07,7.2814342487526036e-07,4.4847516819133069e-13,3.6879309288706004e-12,5.853419143612648e-10,2.1906722718333593e-08,3.1282307291073142e-08
7.29426181157835e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418373241252726,0.10313295153961885,0.019448700876571128,0.0,0.0027713997583292561,0.0010520420156993559,0.0001910101246510096,0.00039531653219513106,1.8519249336065663e-05,0.0068040426320434104,9.7908670502324241e-10,0.00028849931200886683,2.1417745595953371e-08,0.00026506647648290299,9.0265662355910475e-10,4.3665370367680062e-11,0.00050605362529658774,1.3293865202667006e-05,0.0073927666402015934,0.0029908817426388397,5.884012743863654e-05,2.5524349586688654e-06,3.2921154025912105e-08,1.7461756864815311e-07,1.2607014241584196e-07,2.1016925657426489e-05,2.1032091591031127e-05,1.0852733204327358e-06,2.9307543669035398e-09,1.3685998004746159e-06,7.3944164477181889e-10,3.7339233702912215e-07,7.3084018565418677e-07,4.5217058767139564e-13,3.7429253805567411e-12,5.9044845261800739e-10,2.2095207800674536e-08,3.1745637818700336e-08
7.327785308325873e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44184033491101637,0.10309934025100226,0.019437217587557301,0.0,0.0027906218146393526,0.0010527695437184119,0.00019266677150918773,0.00039874084576567334,1.879126054893641e-05,0.0068279231839080915,9.9331002944329306e-10,0.00028830279529629778,2.1610107017723282e-08,0.00026730493369171075,9.1644278301256601e-10,4.4615236837168411e-11,0.00050634848570773759,1.3490844245048007e-05,0.0073903971727023168,0.0029901620234076133,5.8866495947372961e-05,2.5529453149402006e-06,3.3017194457900452e-08,1.7522011742762051e-07,1.2693271861843771e-07,2.1031699201792028e-05,2.1343765184084225e-05,1.0946997938183673e-06,2.9555246411096753e-09,1.3897161525707483e-06,7.427365198985047e-10,3.7493565227558386e-07,7.3353719664609459e-07,4.5587851661605933e-13,3.798411279817994e-12,5.9557355895479007e-10,2.2283765907885224e-08,3.2212689034713947e-08
7.361308805073395e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44184336756726761,0.10306576163642248,0.019425741616623426,0.0,0.0028098519261014572,0.0010534886850081897,0.00019432937973530448,0.00040217139650266007,1.9065429802271604e-05,0.0068517376947750796,1.0076384981180855e-09,0.00028810753499801655,2.1802861107574113e-08,0.00026954400956130859,9.3033827865140072e-10,4.5578810922840978e-11,0.00050663655518439583,1.3689568774432213e-05,0.007388030411206831,0.0029894176833514473,5.8892879785929416e-05,2.5534346556429853e-06,3.3112791753579713e-08,1.7582099737027152e-07,1.2779564269330548e-07,2.1046304373895504e-05,2.1658200973098662e-05,1.1041436929397181e-06,2.98030224173752e-09,1.4110293834660709e-06,7.4603568399525323e-10,3.7648037806753181e-07,7.3623443704840129e-07,4.5959892861819974e-13,3.8543895793818777e-12,6.0071719308775714e-10,2.2472389890363347e-08,3.2683457759123175e-08
7.394832301820918e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44184642162819554,0.10303221571740831,0.019414272826060189,0.0,0.0028290898610875397,0.0010541996256885724,0.00019599793619373118,0.00040560808597356416,1.9341755072780302e-05,0.0068754864286511303,1.0220718362771538e-09,0.00028791352076019651,2.1996002510768746e-08,0.00027178361996001301,9.4434293253968777e-10,4.6556169314027039e-11,0.00050691797213102473,1.3890042073801737e-05,0.0073856663491062074,0.0029886491900199576,5.891927959201879e-05,2.5539033817317946e-06,3.3207947648271864e-08,1.7642021542481643e-07,1.2865890484894103e-07,2.1060744903353821e-05,2.1975404155034894e-05,1.1136047467701061e-06,3.0050862391749198e-09,1.4325399185408782e-06,7.4933914417616878e-10,3.7802650942490412e-07,7.3893188644014084e-07,4.6333179739052803e-13,3.9108612179067062e-12,6.0587931491461793e-10,2.2661072708535219e-08,3.3157940653598858e-08
7.42835579856844e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44184949663687983,0.10299870251347232,0.019402811080901545,0.0,0.0028483353926875587,0.0010549025487636276,0.00019767242780878997,0.00040905081665466967,1.9620234247085879e-05,0.0068991696487475255,1.0366097651458033e-09,0.00028772074232026796,2.2189525928258099e-08,0.00027402368202999376,9.5845656345051671e-10,4.7547387868282607e-11,0.00050719287235132134,1.4092267376643658e-05,0.0073833049798043178,0.0029878570021225118,5.8945695993184261e-05,2.5543518867721084e-06,3.330266387117324e-08,1.7701777851244878e-07,1.295224954941098e-07,2.1075024457391442e-05,2.2295379848511751e-05,1.123082686768114e-06,3.029875717827441e-09,1.4542481770699037e-06,7.5264690782655106e-10,3.7957404153524022e-07,7.4162952477957373e-07,4.6707709676474012e-13,3.9678271201259429e-12,6.1105988451311111e-10,2.2849807431742961e-08,3.3636134224174443e-08
7.461879295315963e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44185259214515132,0.102965222042157,0.019391356248875051,0.0,0.002867588298622565,0.0010555976341719306,0.00019935284156438637,0.00041249949192598978,1.9900865123283527e-05,0.0069227876174517257,1.0512520020596507e-09,0.00028752918950666125,2.2383426116168434e-08,0.00027626411417506526,9.7267898695354844e-10,4.8552541611575995e-11,0.00050746138908797751,1.4296247867469432e-05,0.0073809462967182786,0.0029870415696856356,5.8972129607045206e-05,2.5547805570524823e-06,3.3396942145258778e-08,1.7761369352633401e-07,1.3038640523390233e-07,2.1089146641849435e-05,2.2618133094628335e-05,1.132577246864045e-06,3.0546697759835931e-09,1.4761545722847152e-06,7.5595898260777399e-10,3.8112296975386524e-07,7.4432733240013525e-07,4.7083480068976348e-13,4.0252881969932787e-12,6.1625886213977923e-10,2.3038587237121324e-08,3.4118034823918e-08
7.495402792063485e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418557077134353,0.10293177431908034,0.019379908200352926,0.0,0.002886848361159146,0.0010562850588361362,0.00020103916450363855,0.0004159540160660496,2.0183645412480506e-05,0.0069463405963002657,1.0659982605771503e-09,0.00028733885223852036,2.257769788532039e-08,0.00027850483604838737,9.8701001550027165e-10,4.9571704738660633e-11,0.00050772365306217743,1.4501986682331701e-05,0.0073785902932788838,0.0029862033342078907,5.8998581041505417e-05,2.5551897717251284e-06,3.3490784187221819e-08,1.782079673312246e-07,1.312506248662215e-07,2.1103115002179283e-05,2.2943668857776104e-05,1.1420881634459935e-06,3.0794675256835626e-09,1.4982595114356349e-06,7.5927537645580651e-10,3.8267328960277675e-07,7.4702529000765056e-07,4.7460488323178208e-13,4.0832453458296927e-12,6.2147620822971394e-10,2.3227405408471134e-08,3.4603638655575225e-08
7.528926288811008e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44185884291059752,0.10289835935798042,0.019368466808303918,0.0,0.0029061153670252274,0.0010569649967118006,0.00020273138372850377,0.0004194142942465393,2.0468572740319321e-05,0.0069698288459528529,1.0808482505900518e-09,0.00028714972052539136,2.2772336100687549e-08,0.00028074576854008145,1.0014494585069584e-09,5.0604950613627846e-11,0.00050797979251281556,1.4709486909331557e-05,0.0073762369629310261,0.0029853427288122677,5.9025050894948363e-05,2.5555799029338529e-06,3.3584191707335016e-08,1.7880060676278534e-07,1.321151453783237e-07,2.1116933024421645e-05,2.3271992026447769e-05,1.1516151753455592e-06,3.1042680925817999e-09,1.5205633958531794e-06,7.6259609757329686e-10,3.8422499676856858e-07,7.4972337867847899e-07,4.7838731857362051e-13,4.1416994504633796e-12,6.2671188339493649e-10,2.3416255335127813e-08,3.5092941774183322e-08
7.56244978555853e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44186199731379205,0.10286497717075946,0.019357031948245895,0.0,0.0029253891073271949,0.0010576376188354698,0.00020442948639940283,0.00042288023252684553,2.0755644648483636e-05,0.0069932526261676344,1.0958016784317126e-09,0.00028696178446688638,2.2967335680858242e-08,0.00028298683376477455,1.0159971224354156e-09,5.1652351770632895e-11,0.00050822993323542949,1.4918751589122675e-05,0.0073738862991340991,0.0029844601783961798,5.905153975647045e-05,2.5559513159135575e-06,3.3677166409361062e-08,1.793916186271376e-07,1.3297995794295677e-07,2.1130604136170282e-05,2.360310741403663e-05,1.1611580238232073e-06,3.1290706158083529e-09,1.5430666210090025e-06,7.6592115443695052e-10,3.8577808710300529e-07,7.5242157985502345e-07,4.8218208101257449e-13,4.2006513813699098e-12,6.3196584842290247e-10,2.3605130510821368e-08,3.5585940089655551e-08
7.595973282306053e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418651705083127,0.1028316277675267,0.0193456034981992,0.0,0.0029446693774683166,0.0010583030933720417,0.00020613345973484183,0.00042635173784846901,2.104485859618695e-05,0.0070166121957776165,1.1108582469834302e-09,0.00028677503425232311,2.3162691597550379e-08,0.00028522795504907751,1.0306528108715798e-09,5.2713979914787551e-11,0.00050847419862082462,1.5129783715414272e-05,0.0073715382953624068,0.002983556099778995,5.9078048206072752e-05,2.5563043691267873e-06,3.376970999052651e-08,1.7998100970062678e-07,1.3384505391501557e-07,2.114413170752133e-05,2.3937019759624192e-05,1.1707164525533163e-06,3.153874247836264e-09,1.5657695765763433e-06,7.692505557985583e-10,3.8733255662209681e-07,7.5511987534268123e-07,4.8598914496055625e-13,4.2601019958164984e-12,6.3723806427651964e-10,2.379402453253441e-08,3.6082629369336505e-08
7.629496779053576e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44186836208744529,0.10279831115664097,0.019334181338640691,0.0,0.0029639559770684993,0.0010589615856614069,0.00020784329101103177,0.00042982871802933238,2.1336211961644028e-05,0.0070399078126681799,1.126017655778768e-09,0.00028658946016034181,2.3358398875068303e-08,0.00028746905691900976,1.045416324601946e-09,5.3789905923212475e-11,0.00050871270969338851,1.5342586235463307e-05,0.0073691929451055486,0.0029826309018471777,5.9104576814827309e-05,2.5566394143923696e-06,3.386182414138838e-08,1.80568786729182e-07,1.3471042482837675e-07,2.1157519052008169e-05,2.4273733728765668e-05,1.1802902076089113e-06,3.1786781543422096e-09,1.5886726464899586e-06,7.7258431067073491e-10,3.8888840150316659e-07,7.5781824730880258e-07,4.8980848494387059e-13,4.3200521379975733e-12,6.4252849209250499e-10,2.3982931099359375e-08,3.6583005240528084e-08
7.663020275801098e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44187157165232432,0.10276502734475196,0.019322765352458585,0.0,0.0029832487098853115,0.0010596132582643808,0.00020955896756150654,0.00043331108175798794,2.1629702043525082e-05,0.0070631397337556712,1.1412796011057545e-09,0.00028640505255850263,2.3554452589741533e-08,0.00028971006508737553,1.0602874616879234e-09,5.4880199846243081e-11,0.00050894558514907678,1.5557162050562605e-05,0.0073668502418688091,0.0029816849856971256,5.9131126145100272e-05,2.5569567969707e-06,3.395351054574345e-08,1.8115495642788662e-07,1.3557606239209339e-07,2.1170769427521943e-05,2.4613253914266708e-05,1.189879037446115e-06,3.2034815140643371e-09,1.6117762090055487e-06,7.7592242833682187e-10,3.9044561808588797e-07,7.6051667827772167e-07,4.9364007560051207e-13,4.380502639169438e-12,6.4783709317949737e-10,2.417184401134945e-08,3.7087063192986184e-08
