Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),COX(50),CHOX(53),CO2X(24)
1.799680947191254e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31063892359454798,0.11201748771826346,0.011499592056991786,1.9273564282349081e-11,1.7377945015486742e-11,0.0024415128134672019,0.0012726875065700661,2.6692386763722793e-10,1.1002233164101166e-14,8.921393668011142e-07,3.3044394438527482e-21,2.4207115999732451e-07,5.8720960038529453e-17,1.7540810187082944e-16,3.9633173925082307e-13,1.5647882202161207e-15,5.0000179042361789e-13,2.2443227400598292e-15,0.0053774755995290874,0.021371201103341737,3.6375803191173888e-08,1.6648833106856966e-10,0.0001434589475767196,2.9514052932562153e-11,3.3423894361748769e-07,9.894295480847675e-07,6.1460535362841443e-08,3.5081275815871538e-05,9.7417003451554183e-10,4.1847766468376844e-12,3.0175918171791235e-16
1.8075668189080784e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31058378662723007,0.11200946158289204,0.011467021637176741,1.9553889515936287e-11,1.7615205573441668e-11,0.0024597715478070692,0.0012820491052264889,2.6987743494329419e-10,1.1200234100526037e-14,8.9528439090388331e-07,3.378948351515207e-21,2.4286641942283608e-07,5.952815814500475e-17,1.77983857104417e-16,4.0056614275020614e-13,1.5844220894223937e-15,5.0275856049395519e-13,2.2860952694203473e-15,0.0053761309001439661,0.021426979907745121,3.6467207678283438e-08,1.6746499826910415e-10,0.00014389937218251851,2.9787761137348741e-11,3.3645670205949103e-07,9.9277020693909375e-07,6.1888289427784985e-08,3.5337627649093957e-05,9.8116163830885035e-10,4.2275891500405768e-12,3.047065272112111e-16
1.8154526906249027e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31052887610608121,0.11200141085633479,0.011434554956373593,1.9836879046480381e-11,1.785453752630278e-11,0.0024780734970152969,0.0012914324032452117,2.7284778402095968e-10,1.1400864432987989e-14,8.9841825603959201e-07,3.4547439729521613e-21,2.4366053189799973e-07,6.0342263228251265e-17,1.8058231876588201e-16,4.0482468955114389e-13,1.6042125188407313e-15,5.0550799001236732e-13,2.3284405287066735e-15,0.0053747890958680284,0.021482529533880742,3.6558202026420559e-08,1.6844191430716302e-10,0.00014433907095252223,3.006297945461264e-11,3.3868063589107049e-07,9.9611206208611298e-07,6.2316902489469718e-08,3.5594534470411713e-05,9.8816802272881361e-10,4.2706300298606792e-12,3.0766662066497044e-16
1.823338562341727e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3104741911179501,0.11199333565670382,0.011402191606639928,2.0122543322631541e-11,1.8095947823823365e-11,0.0024964184471815368,0.0013008372929346021,2.7583489435404665e-10,1.1604146227759077e-14,9.0154099016026277e-07,3.5318413001101024e-21,2.4445350121933959e-07,6.1163292814075284e-17,1.8320352093114684e-16,4.0910737721099785e-13,1.624160018819438e-15,5.0825001288932397e-13,2.3713634036287374e-15,0.0053734501762526532,0.021537850905329697,3.6648787910710344e-08,1.6941906538756128e-10,0.00014477804684455797,3.0339710372047799e-11,3.4091074068004489e-07,9.9945512120715468e-07,6.2746369970892616e-08,3.5851993340313785e-05,9.9518910935233714e-10,4.3138991944207447e-12,3.1063941914249519e-16
1.8312244340585514e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3104197307543381,0.11198523610155599,0.011369931182129655,2.0410892744083423e-11,1.8339443382279471e-11,0.002514806185399553,0.0013102636671081097,2.7883874508154117e-10,1.1810101617318204e-14,9.0465262132232195e-07,3.6102554024100954e-21,2.4524533115546814e-07,6.1991264244457822e-17,1.8584749666637499e-16,4.1341420295021216e-13,1.6442650983994319e-15,5.1098456412450126e-13,2.4148687922067961e-15,0.0053721141308991126,0.021592944940975339,3.6738966998541881e-08,1.7039643785573192e-10,0.00014521630279527197,3.061795637437259e-11,3.431470120426451e-07,1.0027993919520557e-06,6.317668732150152e-08,3.6110001336062139e-05,1.0022248202136199e-09,4.3573965490363568e-12,3.1362487952578274e-16
1.8391103057753758e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31036549411136827,0.11197711230789636,0.011337773279079168,2.070193766148147e-11,1.8585031084505981e-11,0.0025332364997614483,0.0013197114190813869,2.818593150020438e-10,1.2018752799978422e-14,9.0775317768128511e-07,3.6900014263056567e-21,2.460360254474814e-07,6.2826194678002149e-17,1.8851427803269243e-16,4.1774516365561594e-13,1.6645282653139948e-15,5.137115797955024e-13,2.458961604641677e-15,0.0053707809494582589,0.021647812555033803,3.6828740949561807e-08,1.7137401817899819e-10,0.00014565384172037979,3.0897719943930945e-11,3.4538944564212387e-07,1.006144881941442e-06,6.3607850016751712e-08,3.6368555551572581e-05,1.0092750777916855e-09,4.4011219965231326e-12,3.1662295856196457e-16
1.8469961774922001e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31031148028975547,0.11196896439218122,0.01130571749579363,2.0995688376335472e-11,1.8832717779902923e-11,0.0025517091793519466,0.0013291804426694492,2.8489658257817973e-10,1.2230122039519534e-14,9.1084268748659912e-07,3.771094594837362e-21,2.4682558780934731e-07,6.3668101090388828e-17,1.9120389609087033e-16,4.221002558836755e-13,1.6849500259885669e-15,5.1643099704668645e-13,2.503646763185312e-15,0.0053694506216302234,0.02170245465708432,3.6918111415772256e-08,1.7235179289417281e-10,0.00014609066651492583,3.1179003543218564e-11,3.4763803717474134e-07,1.0094915987671432e-06,6.4039853557277408e-08,3.66276530972957e-05,1.0163398049925782e-09,4.4450754372594408e-12,3.1963361293996476e-16
1.8548820492090245e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31025768839477624,0.1119607924703212,0.01127376343263338,2.1292155140934753e-11,1.9082510284455071e-11,0.0025702240142427201,0.0013386706321838215,2.8795052594096891e-10,1.2444231664815698e-14,9.1392117907662494e-07,3.853550207184247e-21,2.476140219282839e-07,6.451700027483852e-17,1.9391638090608856e-16,4.2647947586371855e-13,1.7055308855404953e-15,5.1914275407810242e-13,2.5489292020116165e-15,0.0053681231371641132,0.021756872152099212,3.7007080041577116e-08,1.7332974867952957e-10,0.00014652678005350631,3.146180963130079e-11,3.4989278238380879e-07,1.0128395499895484e-06,6.447269346964419e-08,3.688729110009878e-05,1.0234189251720046e-09,4.4892567688386842e-12,3.2265679916811643e-16
1.8619793337541664e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31020946470073069,0.11195341731075627,0.011245091417839559,2.1561305885394642e-11,1.930912961190006e-11,0.0025869232357112423,0.0013472298126601019,2.9071331442655751e-10,1.2639291864380497e-14,9.1668242442301612e-07,3.9289378535287103e-21,2.4832265101384589e-07,6.528700209389143e-17,1.9637719236748799e-16,4.3044139969616605e-13,1.7241901051025625e-15,5.2157673568286334e-13,2.5901981591971405e-15,0.0053669308237859256,0.021805656602867977,3.7086809584191525e-08,1.7421005279913959e-10,0.00014691867647393736,3.1717638874696027e-11,3.5192731098766518e-07,1.0158537677239986e-06,6.4862960812042668e-08,3.7121425031917775e-05,1.0298023763370583e-09,4.5292147273933616e-12,3.2538834544497721e-16
1.8690766182993083e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31016141940031605,0.11194602288339892,0.011216501185823067,2.1832672298982524e-11,1.9537465060537596e-11,0.0026036562820669065,0.0013558059759756929,2.9348957591960161e-10,1.2836606283914245e-14,9.1943478881115848e-07,4.0054527924346782e-21,2.4903037183897112e-07,6.6062693499603226e-17,1.9885656997740753e-16,4.3442286048801232e-13,1.7429789692279392e-15,5.240044197104492e-13,2.6319585331882233e-15,0.0053657407978625815,0.021854260504554128,3.7166216149959129e-08,1.7509048332414475e-10,0.00014731000115635095,3.1974705108239578e-11,3.5396681761534358e-07,1.018868996891455e-06,6.5253898787078298e-08,3.7355992348311248e-05,1.0361973688154386e-09,4.5693571146931678e-12,3.2812997535033793e-16
1.8761739028444503e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31011355185063988,0.11193860927162677,0.011187992449463042,2.2106261753037333e-11,1.976752152991796e-11,0.002620423002300116,0.0013643990461041085,2.9627929380579288e-10,1.3036191334942016e-14,9.2217829306536836e-07,4.0831063333863842e-21,2.4973718703752279e-07,6.6844086357031337e-17,2.0135453360422689e-16,4.3842385482344693e-13,1.7618978434285215e-15,5.2642576325865709e-13,2.6742139452552649e-15,0.0053645530520217404,0.021902684507429125,3.724530092202631e-08,1.7597103074724943e-10,0.00014770075615478854,3.2233010099424222e-11,3.5601129924501812e-07,1.0218852429426616e-06,6.5645504185709332e-08,3.7590990988411432e-05,1.0426038476246329e-09,4.6096838508958067e-12,3.3088165696780131e-16
1.8832711873895922e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31006586141172932,0.11193117655846725,0.011159564922953759,2.2382081586412005e-11,1.9999303897748157e-11,0.0026372232460348819,0.001373008947337651,2.9908245126390672e-10,1.3238063470779417e-14,9.2491295805661624e-07,4.1619098346856274e-21,2.5044309922671136e-07,6.7631192412715988e-17,2.0387110247532238e-16,4.4244437907991603e-13,1.7809470923574091e-15,5.288407240909575e-13,2.7169680241707333e-15,0.0053633675789224681,0.021950929258815356,3.7324065078527652e-08,1.7685168569787985e-10,0.00014809094351043387,3.2492555636808003e-11,3.5806075289869189e-07,1.024902511307469e-06,6.6037773815894861e-08,3.7826418901833936e-05,1.0490217580773836e-09,4.6501948546709217e-12,3.3364335822431874e-16
1.8903684719347341e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31001834744651507,0.11192372482659929,0.011131218321796877,2.266013910543231e-11,2.0232817019901185e-11,0.0026540568635255763,0.0013816356042858123,3.0189903126827548e-10,1.3442239186319954e-14,9.276388046999251e-07,4.2418747031788435e-21,2.5114811100729798e-07,6.8424023294972914e-17,2.0640629517997678e-16,4.4648442942995392e-13,1.8001270798088082e-15,5.3124926063023735e-13,2.7602244061338169e-15,0.0053621843712550353,0.021998995403103228,3.7402509792759106e-08,1.7773243880685447e-10,0.00014848056525177433,3.2753343488068008e-11,3.6011517561340256e-07,1.0279208074005826e-06,6.643070450101122e-08,3.8062274048611104e-05,1.0554510457413593e-09,4.6908900434151258e-12,3.3641504709202151e-16
1.8966926761654131e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.309976157169218,0.1119170688264248,0.011106027361629654,2.2909800125800725e-11,2.0442356603105539e-11,0.0026690848565826633,0.0013893366486266278,3.0442010697526845e-10,1.3626129105780775e-14,9.3006032237264352e-07,4.3141171034291126e-21,2.5177557199161615e-07,6.9135326875050762e-17,2.0868104492409896e-16,4.501008607108551e-13,1.8173283114489878e-15,5.3338999842347051e-13,2.7991952045183171e-15,0.0053611319487291914,0.022041675921137576,3.7472141626517715e-08,1.785173299723064e-10,0.00014882727205571916,3.2986772831355282e-11,3.6195000210553198e-07,1.0306112022207356e-06,6.6781389136271762e-08,3.8272796702240993e-05,1.0611895572809153e-09,4.727307574492617e-12,3.3889321529184593e-16
1.9030168803960922e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30993410606387284,0.11191039784855684,0.011080900232817695,2.3161248796984016e-11,2.0653277671092438e-11,0.0026841391253212663,0.0013970508846923419,3.0695181435288025e-10,1.3811872953068745e-14,9.3247486965967494e-07,4.3872988754791382e-21,2.524023219104536e-07,6.9851193245136636e-17,2.1097060876922084e-16,4.5373278976999531e-13,1.834633895507171e-15,5.3552557422340101e-13,2.8385703134952717e-15,0.0053600813140755972,0.022084215584202219,3.7541521570534436e-08,1.7930228520759652e-10,0.00014917353277362134,3.3221191226911461e-11,3.6378876970421307e-07,1.0333024211539088e-06,6.7132593922910915e-08,3.8483655543692257e-05,1.0669370213549092e-09,4.7638712225738448e-12,3.4137926542300514e-16
1.909341084626771e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30989219368550008,0.11190371195080032,0.011055836736666306,2.3414490222952951e-11,2.0865583615753701e-11,0.0026992195650456297,0.0014047782597728022,3.0949414095405261e-10,1.3999482481328999e-14,9.3488246143784705e-07,4.4614281863134535e-21,2.5302836257164541e-07,7.0571630396409355e-17,2.1327499859845161e-16,4.5738021349497654e-13,1.8520440876521307e-15,5.3765595991309931e-13,2.8783523203798135e-15,0.0053590324621844614,0.022126614842398935,3.7610650445189598e-08,1.8008729801626976e-10,0.00014951934881565822,3.3456599925381687e-11,3.656314763704213e-07,1.0359944679940263e-06,6.7484316645372765e-08,3.8694849150292622e-05,1.0726933999937171e-09,4.8005809265403475e-12,3.4387317472822955e-16
1.9156652888574498e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30985041959091014,0.11189701119074441,0.011030836675286928,2.3669529487082926e-11,2.1079277815252451e-11,0.0027143260714498035,0.0014125187213540284,3.1204707420859849e-10,1.4188969469411128e-14,9.3728311260597399e-07,4.5365132328614714e-21,2.5365369577311663e-07,7.1296646246228623e-17,2.1559422589970841e-16,4.6104312864847872e-13,1.8695591430108996e-15,5.3978112777678896e-13,2.9185438169908439e-15,0.0053579853879652676,0.022168874144021057,3.7679529068017523e-08,1.8087236194615672e-10,0.0001498647215843022,3.369300015453875e-11,3.6747812007378701e-07,1.0386873465203856e-06,6.7836555098259886e-08,3.8906376105780536e-05,1.0784586554104192e-09,4.8374366235754953e-12,3.4637492035961348e-16
1.9219894930881286e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30980878333869499,0.11189029562576398,0.011005899851592935,2.392637165213325e-11,2.1294363634057304e-11,0.002729458540615866,0.0014202722171173061,3.1461060142454046e-10,1.4380345721735947e-14,9.3967683808355157e-07,4.6125622418404404e-21,2.5427832330298742e-07,7.2026248638308654e-17,2.179283017674774e-16,4.6472153186923823e-13,1.8871793161686037e-15,5.4190105049646866e-13,2.9591473996091885e-15,0.0053569400863466895,0.022210993935562785,3.774815825358011e-08,1.8165747069238021e-10,0.00015020965247436363,3.3930393145227196e-11,3.6932869880881824e-07,1.0413810604961532e-06,6.8189307087303227e-08,3.9118235000269001e-05,1.0842327500298527e-09,4.8744382488749671e-12,3.4888447921622823e-16
1.9283136973188074e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30976728448921836,0.11188356531302028,0.010981026069295468,2.418502176023004e-11,2.1510844422943129e-11,0.0027446168690121713,0.0014280386949383119,3.1718470978942543e-10,1.4573623068180682e-14,9.4206365280952571e-07,4.689583469596899e-21,2.549022469396725e-07,7.2760445342893607e-17,2.2027723690449948e-16,4.6841541967303402e-13,1.9049048611684373e-15,5.4401570114858529e-13,3.0001656689359643e-15,0.005355896552276489,0.022252974661728386,3.7816538813202245e-08,1.8244261784347772e-10,0.00015055414287307772,3.4168780143876549e-11,3.7118321058523101e-07,1.0440756136810901e-06,6.854257042612549e-08,3.9330424430209807e-05,1.0900156463709872e-09,4.9115857391743271e-12,3.5140182852986463e-16
1.9340054811264183e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30973005264209275,0.11187749546928585,0.010958693404028635,2.4419356799499354e-11,2.1706872590737011e-11,0.0027582813889516981,0.0014350395817117913,3.1951044351462488e-10,1.4749207913273087e-14,9.4420588973203581e-07,4.7597406692537212e-21,2.55463177846134e-07,7.3425156877252199e-17,2.2240399173448735e-16,4.7175315503692256e-13,1.9209481541233157e-15,5.4591435718065557e-13,3.0374388214744514e-15,0.0053549588787068173,0.022290638780493702,3.7877869410027882e-08,1.8314927787813783e-10,0.000150863808752323,3.4384179330025571e-11,3.7285563229811828e-07,1.0465014321665859e-06,6.8860942836516092e-08,3.9521676370015608e-05,1.0952277477297685e-09,4.9451431409964612e-12,3.5367408480197613e-16
1.9396972649340292e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30969293141849136,0.11187141376736343,0.010936411501962621,2.4655163986641623e-11,2.1904035810764602e-11,0.0027719666963845722,0.0014420509041615246,3.2184472798854483e-10,1.4926350906934621e-14,9.4634255197646724e-07,4.8306981379214477e-21,2.560235413148509e-07,7.4093601600639025e-17,2.2454279817977218e-16,4.7510342728082374e-13,1.9370771880403488e-15,5.4780870226835837e-13,3.0750518824141848e-15,0.0053540226291180389,0.022328190936758981,3.793899986231623e-08,1.8385595941416763e-10,0.00015117311995191296,3.4600385534008227e-11,3.7453123674208233e-07,1.0489279361620928e-06,6.9179726099513573e-08,3.9713193897439219e-05,1.1004469212665622e-09,4.978818590569641e-12,3.5595261576057932e-16
1.94538904874164e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30965592050156526,0.11186532024848379,0.010914180221643898,2.4892446954431403e-11,2.2102336497332816e-11,0.0027856727166318406,0.0014490726246892899,3.2418755362579669e-10,1.5105060725568668e-14,9.484736504689091e-07,4.9024619554022392e-21,2.5658333862252271e-07,7.4765785025619564e-17,2.2669366323558935e-16,4.7846623361313255e-13,1.9532921469909341e-15,5.4969871759080728e-13,3.1130067566846936e-15,0.0053530877998663835,0.022365631451031084,3.7999930755225925e-08,1.8456265790120227e-10,0.00015148207746764649,3.4817399672935662e-11,3.7621002250609555e-07,1.0513551283831302e-06,6.9498918641724495e-08,3.9904976002322103e-05,1.1056731400104575e-09,5.0126120400188457e-12,3.5823740469199681e-16
1.951080832549251e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30961901957560528,0.11185921495374006,0.010891999422132094,2.5131209322066521e-11,2.2301777055763054e-11,0.002799399375263658,0.0014561047058222591,3.2653891076518787e-10,1.5285346061998755e-14,9.5059919614524931e-07,4.9750382205403021e-21,2.5714257103972764e-07,7.5441712616999128e-17,2.2885659364437183e-16,4.8184157116397545e-13,1.9695932146909018e-15,5.5158438457772444e-13,3.1513053520122666e-15,0.0053521543873203655,0.022402960642665188,3.8060662672268071e-08,1.8526936862784799e-10,0.00015179068229053829,3.5035222643116477e-11,3.7789198817594739e-07,1.053783011540856e-06,6.9818518894315355e-08,4.0097021678576508e-05,1.110906377037341e-09,5.046523442184746e-12,3.6052843520955853e-16
1.956203437976101e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3095859025244988,0.11185371015395978,0.010872079747585814,2.5347363320124378e-11,2.2482250129574957e-11,0.0028117709525347693,0.0014624424062887264,3.2866241857950068e-10,1.5448957130283586e-14,9.52507448642073e-07,5.0410565578756996e-21,2.5764539827910717e-07,7.6053253189771697e-17,2.308135522588361e-16,4.8489008671699077e-13,1.9843379501560661e-15,5.5327775189119101e-13,3.1860695482811902e-15,0.0053513155243207228,0.022436461997303474,3.8115151754220655e-08,1.8590541525754139e-10,0.00015206812589397425,3.5231955568061273e-11,3.7940847494222294e-07,1.0559686993570585e-06,7.0106506427124637e-08,4.02700873124607e-05,1.1156222690035903e-09,5.0771445085666044e-12,3.6259568476088507e-16
1.961326043402951e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30955287408271376,0.11184819587866801,0.010852200746717671,2.5564721171850835e-11,2.2663650181547752e-11,0.0028241591328996675,0.0014687884414514548,3.3079282187592838e-10,1.5613857782425194e-14,9.5441122020803697e-07,5.1077424059103946e-21,2.5814776989920586e-07,7.6667834842004958e-17,2.3278029362808816e-16,4.8794874796820444e-13,1.9991527156575306e-15,5.549675690238378e-13,3.2211151007327574e-15,0.00535047780329094,0.022469873669552293,3.8169480559528329e-08,1.8654146504070679e-10,0.00015234528533077525,3.5429345004219097e-11,3.8092753529141614e-07,1.058154950975074e-06,7.039482180975986e-08,4.0443364899759774e-05,1.1203438047637857e-09,5.1078610373719572e-12,3.6466796377309424e-16
1.9664486488298007e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3095199340224466,0.11184267215753768,0.010832362317838856,2.5783285487395875e-11,2.2845978946603956e-11,0.0028365638626125576,0.00147514278425123,3.3293011345694389e-10,1.5780054389288521e-14,9.5631051883315229e-07,5.1751002498842245e-21,2.5864968681377719e-07,7.7285461458742627e-17,2.3475682214647684e-16,4.9101755266506886e-13,2.0140376443849397e-15,5.5665382295109053e-13,3.2564434058134184e-15,0.0053496412216090059,0.022503195889849625,3.822364950963595e-08,1.871775147494362e-10,0.00015262216131352915,3.5627391592096138e-11,3.8244916821843639e-07,1.0603417683526932e-06,7.0683463913345354e-08,4.0616853715411737e-05,1.1250709649785698e-09,5.1386729909983549e-12,3.6674525991272611e-16
1.9715712542566506e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30948708211662845,0.11183713902015287,0.010812564359591327,2.6003058867980884e-11,2.3029238153803969e-11,0.0028489850880885777,0.0014815054077098517,3.3507428607714247e-10,1.5947553332331883e-14,9.5820535251225284e-07,5.2431345872921134e-21,2.5915114993269442e-07,7.7906136893962402e-17,2.3674314204511174e-16,4.9409649850506247e-13,2.0289928692945293e-15,5.5833650080810418e-13,3.292055861744091e-15,0.0053488057766608492,0.02253642888789089,3.8277659024697675e-08,1.8781356116962197e-10,0.00015289875455176238,3.5826095975647198e-11,3.8397337272516425e-07,1.0625291534405736e-06,7.0972431612936953e-08,4.0790553036974459e-05,1.1298037303742736e-09,5.1695803317128761e-12,3.6882756085406304e-16
1.9766938596835004e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30945431813892277,0.11183159649600902,0.010792806770946453,2.6224043905894608e-11,2.3213429526346383e-11,0.0028614227559032291,0.0014878762849298299,3.3722533244367528e-10,1.6116361003567321e-14,9.6009572924463433e-07,5.3118499278271849e-21,2.5965216016198332e-07,7.8529864970641361e-17,2.3873925739246899e-16,4.9718558313600956e-13,2.0440185231091244e-15,5.6001558988867137e-13,3.3279538685059302e-15,0.0053479714658403073,0.022569572892631978,3.8331509523642618e-08,1.8844960110232263e-10,0.00015317506575195325,3.6025458798133344e-11,3.8550014782113794e-07,1.0647171081858966e-06,7.1261723787663621e-08,4.0964462144613962e-05,1.1345420817461159e-09,5.2005830214135236e-12,3.7091485426192267e-16
1.9818164651103503e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30942164186372206,0.11182604461451329,0.010773089451203621,2.6446243184488657e-11,2.3398554781581451e-11,0.0028738768127917879,0.0014942553890940999,3.3938324521667903e-10,1.6286483805514764e-14,9.6198165703369658e-07,5.3812507933236652e-21,2.6015271840385204e-07,7.9156649480821327e-17,2.4074517209503529e-16,5.0028480415640235e-13,2.0591147383180838e-15,5.6169107764413626e-13,3.3641388278261061e-15,0.0053471382865490878,0.022602628132292295,3.8385201424146915e-08,1.8908563136775849e-10,0.00015345109561755216,3.6225480701138083e-11,3.8702949252231519e-07,1.0669056345305804e-06,7.155133932069336e-08,4.1138580321092658e-05,1.1392859999588085e-09,5.2316810216225856e-12,3.7300712778518169e-16
1.9869390705372e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30938905306614478,0.11182048340498474,0.010753412299988883,2.6669659278173334e-11,2.3584615631020533e-11,0.0028863472056487169,0.0015006426934657273,3.4154801700970351e-10,1.6457928151159694e-14,9.6386314388659745e-07,5.4513417176997001e-21,2.6065282555672175e-07,7.978649418567437e-17,2.4276088989794064e-16,5.0339415911571878e-13,2.074281647177277e-15,5.6336295168231393e-13,3.4006121431636216e-15,0.0053463062361967482,0.022635594834357821,3.8438735142667244e-08,1.8972164880242125e-10,0.00015372684484900667,3.6426162325346231e-11,3.8856140585131522e-07,1.0690947344115549e-06,7.184127709920933e-08,4.131290685175754e-05,1.1440354659459094e-09,5.2628742934966905e-12,3.7510436906181943e-16
1.99206167596405e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30935655152203217,0.11181491289665491,0.010733775217253596,2.6894294752414123e-11,2.3771613780338744e-11,0.0028988338815271004,0.0015070381713876205,3.4371964039013749e-10,1.663070046391389e-14,9.6574019781391051e-07,5.5221272469000254e-21,2.6115248251525653e-07,8.0419402815568661e-17,2.4478641438557501e-16,5.0651364551474017e-13,2.0895193817090788e-15,5.6503119976641624e-13,3.4373752196951486e-15,0.0053454753122006591,0.022668473225584053,3.849211109443222e-08,1.9035765026018716e-10,0.00015400231414378299,3.6627504310182694e-11,3.9009588683760371e-07,1.071284409760763e-06,7.2131536014403793e-08,4.1487441024528418e-05,1.1487904607095895e-09,5.2941627978262761e-12,3.7720656571715823e-16
2.00230688681775e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30929180930116507,0.11180374410008079,0.010694620858645153,2.7347234059682193e-11,2.414842877214804e-11,0.0029238558713501764,0.001519853541651325,3.4808341195450872e-10,1.6980254736289311e-14,9.6948103894914576e-07,5.6658003633400599e-21,2.6215044940937138e-07,8.1694426618332512e-17,2.4886689695259882e-16,5.1278300239341285e-13,2.1202078547125164e-15,5.6835676989584383e-13,3.5117762855506067e-15,0.0053438168329855932,0.022733965978906423,3.8598391352504085e-08,1.9162959274563853e-10,0.00015455241569836524,3.7032171913571065e-11,3.9317254793286316e-07,1.0756654945677227e-06,7.2713012839499517e-08,4.1837129460862901e-05,1.1583169609165495e-09,5.3570253452027507e-12,3.8142577560599653e-16
2.0125520976714496e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30922741342220061,0.1117925384569015,0.010655625581443822,2.7805081450994696e-11,2.4529013285825059e-11,0.0029489423618361738,0.0015327012882144107,3.5247449954167097e-10,1.7335198216935552e-14,9.7320424457970469e-07,5.8123067485454052e-21,2.6314662616949491e-07,8.2981750118506703e-17,2.5298664528002951e-16,5.1909285383660877e-13,2.1511812088372634e-15,5.7166769320565478e-13,3.5873533006231579e-15,0.0053421628283979884,0.022799108191808061,3.870404549583864e-08,1.9290143399423795e-10,0.00015510140580211423,3.743948860342671e-11,3.9625946817604262e-07,1.0800489043100596e-06,7.3295761004895827e-08,4.2187639984473979e-05,1.1678653499574699e-09,5.4202683428712926e-12,3.8566465822167085e-16
2.0227973085251493e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30916336211759859,0.11178129619784531,0.010616788596833997,2.8267857127732972e-11,2.4913380757095765e-11,0.0029740929350615527,0.0015455812006652393,3.5689284207171094e-10,1.7695582664379756e-14,9.7690987887970297e-07,5.9616831971493771e-21,2.641410198206848e-07,8.4281402056901062e-17,2.5714568231994396e-16,5.2544317812928711e-13,2.1824404918556627e-15,5.749638772877952e-13,3.6641175667250839e-15,0.0053405132780550485,0.02286390165234067,3.8809076802580875e-08,1.9417314944461115e-10,0.00015564928992936152,3.7849459453446552e-11,3.9935664004023225e-07,1.0844346542686306e-06,7.3879771782422082e-08,4.25389669901698e-05,1.1774354782882258e-09,5.4838914642792926e-12,3.8992311415777385e-16
2.033042519378849e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30909965363110586,0.11177001755226795,0.01057810912107663,2.8735581147872197e-11,2.5301544528778362e-11,0.0029993071755860376,0.0015584930698422943,3.6133837776607254e-10,1.806146000008259e-14,9.805980060472269e-07,6.1139666906567052e-21,2.6513363733065647e-07,8.5593410687911944e-17,2.6134402851279824e-16,5.3183395280697463e-13,2.2139867478031708e-15,5.782452321197317e-13,3.7420804118026538e-15,0.0053388681616961331,0.022928348137152638,3.8913488531681849e-08,1.9544471480114287e-10,0.00015619607350858314,3.8262089519107769e-11,4.0246405610281536e-07,1.08882275964699e-06,7.4465036506261081e-08,4.2891104912826392e-05,1.1870271974331563e-09,5.5478943772886292e-12,3.9420104384082435e-16
