Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),CH2X(27),CHX(28),CX(26),OCX(25),COX(50),CH3OO(77),C2H6X(52)
6.649310165217266e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999972,0.11866996602996265,0.022821567693054223,0.0,7.8575019145905213e-63,4.5768251368125125e-36,1.0048504192442941e-75,1.7681286499647378e-48,1.0374513900253935e-119,6.7613966897908247e-22,1.1547306314405236e-101,6.7613966868195559e-22,2.8241258497256006e-68,1.7458597191368013e-63,1.0058787158903207e-100,6.077982370616873e-102,1.0511685546972075e-50,8.6907967220103551e-81,2.6814725642086121e-15,1.2892758379774161e-16,4.9695656826159141e-20,3.6484628482155813e-32,4.9695656827324876e-20,1.6681875900335143e-49,4.5255380150436192e-31,5.1028163180999808e-38,1.6802634235265454e-44,2.3288769411270285e-69,8.903810722296569e-91,2.2414299345520485e-36,1.5575254990652153e-62
1.3304397315808308e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999437,0.11866996602995997,0.022821567693054157,0.0,1.2582681726636964e-61,1.8319228100105282e-35,1.2653277370235401e-73,1.4159369353676407e-47,5.225029528581643e-117,1.3528667752765346e-21,7.4016983398180049e-100,1.3528667740872529e-21,4.5235094131547346e-67,2.7957614715873338e-62,2.5330872559710623e-98,1.5306079591595583e-99,8.4132298694058969e-50,2.7841763645969829e-79,5.3652748178718691e-15,2.5796718113483488e-16,9.9434489721110698e-20,1.4598692802059937e-31,9.9434489725776769e-20,1.3355644016528015e-48,1.8113943909491915e-30,4.0853540557910802e-37,2.6446192806166442e-43,1.4664671040475845e-67,2.2422315026436941e-88,8.9715610764354242e-36,2.4947476249737543e-61
2.6614571616990393e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998876,0.1186699660299546,0.022821567693054028,0.0,2.0131508365858069e-60,7.3300774318587111e-35,1.6062275131910897e-71,1.1333234347379172e-46,2.6529669228844297e-114,2.7063209896562209e-21,4.740745371483952e-98,2.7063209848975455e-21,7.2415437426467691e-66,4.4730530948963055e-61,6.430877237590839e-96,3.8858321445035885e-97,6.7291266023485275e-49,8.9143616795788063e-78,1.0732879325193394e-14,5.1604637580901131e-16,1.9891215550672159e-19,5.8376474050975573e-31,1.9891215552539228e-19,1.0688574268568121e-47,7.247935379224011e-30,3.2695220989375788e-36,4.1963054744652134e-42,9.3083838781384361e-66,5.6924669558438035e-86,3.5897930331105279e-35,3.993762895788747e-60
5.3234920219354563e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997749,0.11866996602994385,0.022821567693053772,0.0,3.2179986312221738e-59,2.9325082802055387e-34,2.0473868201699051e-69,9.0688835836337492e-46,1.3526145032060443e-111,5.4132294255547246e-21,3.0352482667977004e-96,5.4132294065169236e-21,1.1589613828260715e-64,7.1501248061391206e-60,1.6394039270013837e-93,9.9060334100857029e-95,5.3779107657440517e-48,2.8533955514430063e-76,2.1468088339816485e-14,1.0322047651573231e-15,3.9786748706077433e-19,2.3324589079010198e-30,3.978674871354722e-19,8.552483386961201e-47,2.8996448006618461e-29,2.6161100039280222e-35,6.6859958444821153e-41,5.932685224596507e-64,1.451163239008778e-83,1.4361509686006066e-34,6.3917544833309507e-59
1.0647561742408291e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995501,0.11866996602992239,0.022821567693053255,0.0,5.1368654435296582e-58,1.1730987812638411e-33,2.6151453537562763e-67,7.2560254201693864e-45,6.9107409014419513e-109,1.0827046325908251e-20,1.9429337717046134e-94,1.082704624975085e-20,1.8545897552587898e-63,1.141366708892334e-58,4.1880159742049685e-91,2.5305920936644204e-92,4.292510906116176e-47,9.1321456608838509e-75,4.2938506368982856e-14,2.0645215438537819e-15,7.9577815010020405e-19,9.3068365986524859e-30,7.9577815039904366e-19,6.842636372569475e-46,1.1599512717132852e-28,2.0930796373693277e-34,1.0675086260127034e-39,3.7889979773647193e-62,3.7071368892044643e-81,5.745071430844601e-34,1.0228194449187678e-57
2.129570118335396e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319990999,0.11866996602987945,0.022821567693052221,0.0,8.1792918549956554e-57,4.6925860773425412e-33,3.3438254825622561e-65,5.8051877779976364e-44,3.5345139482348972e-106,2.1654680240841387e-20,1.2435975934256104e-92,2.1654679936199386e-20,2.967544855998769e-62,1.8173593110414258e-57,1.0709872828915979e-88,6.4713983109509909e-90,3.4179214295932302e-46,2.9224914096039169e-73,8.5879342426996336e-14,4.1291551012460416e-15,1.5915994759043597e-18,3.7040135821411331e-29,1.5915994770999568e-18,5.4743689847503627e-45,4.6399855159450379e-28,1.6745318608511052e-33,1.7062045922834485e-38,2.4223991853168965e-60,9.4801367060642674e-79,2.2981220969034222e-33,1.6366221012701166e-56
4.2591980065245295e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319981995,0.11866996602979356,0.022821567693050156,0.0,1.2960200291081778e-55,1.8770726277745836e-32,4.2777319451209297e-63,4.6442972006350451e-43,1.8086658627886211e-103,4.3309948527611983e-20,7.9594086067557016e-91,4.3309947309019202e-20,4.7482327704024729e-61,2.8796041810621035e-56,2.7402071674889179e-86,1.6557593460070634e-87,2.7087550012404895e-45,9.3523001944199432e-72,1.7176101454174625e-13,8.2584222160279301e-15,3.1832421264138569e-18,1.4667496881053023e-28,3.1832421311978376e-18,4.3795991574379185e-44,1.8560252684762057e-27,1.3396391389969487e-32,2.7284530625461899e-37,1.549485194701839e-58,2.4255691991593511e-76,9.1926755196556628e-33,2.6186841548822657e-55
8.518453782902797e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319963993,0.11866996602962179,0.022821567693046028,0.0,2.0340907813987074e-54,7.5083669510550042e-32,5.4737642086828524e-61,3.7154965479102264e-42,9.2574259202865765e-101,8.662048692877048e-20,5.0941444620656488e-89,8.6620482054349751e-20,7.5973012259937431e-60,4.5194269972161832e-55,7.0127040018333038e-84,4.2373986623796867e-85,2.1270922212178277e-44,2.9927884888878721e-70,3.4352435876613789e-13,1.6516956445581201e-14,6.3665274230375919e-18,5.751263242151618e-28,6.3665274421853415e-18,3.5037209338543955e-43,7.4241230041079088e-27,1.0716949948417994e-31,4.3642596332936357e-36,9.9135856182212205e-57,6.2074860127207709e-74,3.6771076982686748e-32,4.189965677495402e-54
1.7036965335659331e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319927989,0.11866996602927826,0.02282156769303777,0.0,3.1345808768939295e-53,3.0033621049618139e-31,7.0047481588794273e-59,2.9724207458049391e-41,4.7386701145576357e-98,1.7324157104155667e-19,3.2602918878172218e-87,1.7324155154377462e-19,1.2155784966509294e-58,6.9642884275459169e-54,1.7948237611349489e-81,1.0845151592371697e-82,1.641089174956919e-43,9.5770070241328346e-69,6.870510471944885e-13,3.3034024904645744e-14,1.2733097998704034e-17,2.2128313530749358e-27,1.2733098075383534e-17,2.80299342154558e-42,2.969621432776749e-26,8.5731462932169889e-31,6.9815286540266149e-35,6.3431863961059772e-55,1.5887369355394998e-71,1.4708506283540988e-31,6.7040018894906207e-53
3.40739884411724e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319855979,0.1186699660285912,0.022821567693021252,0.0,4.6692068168644219e-52,1.2013479360825159e-30,8.9635728186266038e-57,2.3779459874088691e-40,2.4255218810414042e-95,3.4648376850900561e-19,2.0865995370827005e-85,3.4648369051767941e-19,1.944933825254845e-57,1.0373137847911203e-52,4.5934659476766933e-79,2.7755836265721728e-80,1.2253235969578892e-42,3.0646556501141368e-67,1.3741044239694583e-12,6.6068161822607263e-14,2.5466239079712794e-17,8.2201136663180126e-27,2.5466239387066231e-17,2.2424014569442349e-41,1.1878172965777475e-25,6.8577942109218912e-30,1.1168538068573702e-33,4.0585038537765931e-53,4.0660298637886594e-69,5.8834180189993612e-31,1.0726448407770048e-51
6.814803465219854e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319711956,0.11866996602721706,0.02282156769298822,0.0,6.5569369381535194e-51,4.8053981659748276e-30,1.1468095895628071e-54,1.9023605266215638e-39,1.2412973106630812e-92,6.9296828041140862e-19,1.3354279184550243e-83,6.9296796844570902e-19,3.1119006734991119e-56,1.4565065914011187e-51,1.1753872361818238e-76,7.102230847200405e-78,8.643050568220422e-42,9.8069194268156039e-66,2.7482111771924732e-12,1.3213643565786238e-13,5.0932520960433818e-17,2.8728663476095931e-26,5.0932522194028389e-17,1.7939239332767528e-40,4.7510008705269666e-25,5.4850547333724306e-29,1.786532474617127e-32,2.596244047848028e-51,1.0404250381950494e-66,2.3533706346847901e-30,1.71623535681309e-50
1.3629612707425081e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319423908,0.1186699660244688,0.022821567692922151,0.0,8.4029517408818979e-50,1.9221607374385449e-29,1.4666389142971544e-52,1.5218898845865977e-38,6.3499271563014116e-90,1.3859377720862252e-18,8.546753976015722e-82,1.3859365242226489e-18,4.9790462195527435e-55,1.8661580716012121e-50,3.0063777977960761e-74,1.8165918694845509e-75,5.581367027352966e-41,3.1382175696635903e-64,5.4964246823308038e-12,2.6427298332571342e-13,1.0186508359668995e-16,9.1345290994908538e-26,1.0186508855486053e-16,1.4351403814213855e-39,1.9001821059187768e-24,4.3861459741057273e-28,2.8572064138081222e-31,1.6601449231993191e-49,2.6611717479877506e-64,9.4134920006334656e-30,2.7459793987040477e-49
2.7259231191835536e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318847819,0.11866996601897227,0.022821567692790014,0.0,9.5565756169127599e-49,7.688647385044876e-29,1.8740799430961661e-50,1.2175124427615043e-37,3.2456060567678125e-87,2.7718786269158162e-18,5.4699297577683674e-80,2.7718736354600497e-18,7.9664777431707484e-54,2.1216610387831728e-49,7.6831604856303013e-72,4.6425192012866849e-73,3.2107630623723869e-40,1.0042301188796175e-62,1.0992851687376669e-11,5.2854607865082511e-13,2.0373020436845874e-16,2.568388198839357e-25,2.0373022431144822e-16,1.1481130033187538e-38,7.5989758025145252e-24,3.5058794807503033e-27,4.5676615128378629e-30,1.0606644708481549e-47,6.8009299439770767e-62,3.7654007788090185e-29,4.3935691035109385e-48
5.451846816065645e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317695641,0.11866996600797922,0.022821567692525739,0.0,9.6029552265191064e-48,3.0754610347369424e-28,2.3906437385785537e-48,9.7401008788808102e-37,1.6561013018788028e-84,5.5437678224941637e-18,3.5007603199349543e-78,5.5437478566689383e-18,1.2746366393209501e-52,2.1310826908170813e-48,1.9601962709390797e-69,1.1844407727074629e-70,1.6363345831238459e-39,3.2135369195545368e-61,2.1985705676545219e-11,1.0570922692587985e-12,4.0746042790902373e-16,6.36745126721721e-25,4.0746050808567146e-16,9.1849100850503491e-38,3.0381876813063787e-23,2.7998522709460021e-26,7.2959935686485586e-29,6.7650178500131318e-46,1.735106155662297e-59,1.5061627761756383e-28,7.0297115887758547e-47
1.0903694209829827e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315391279,0.11866996598599309,0.022821567691997193,0.0,8.7402046427927975e-47,1.2301857835398388e-27,3.0392555145350962e-46,7.7920799520915243e-36,8.4218588989665943e-82,1.1087576157322224e-17,2.2404969761953909e-76,1.1087496294023059e-17,2.0394184538449682e-51,1.9388359440893748e-47,4.9841113222575304e-67,3.0116291849227592e-68,7.5505515128471706e-39,1.0283317370637983e-59,4.397141357118959e-11,2.1141846503059054e-12,8.1492080297827768e-16,1.4316004791054135e-24,8.1492112491323263e-16,7.347935708976707e-37,1.2141541202962722e-22,2.232150715351437e-25,1.1634571560221812e-27,4.3001106846562876e-44,4.411745147930298e-57,6.0246693855283952e-28,1.1247537346777706e-45
2.1807388997358194e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310782554,0.11866996594202085,0.022821567690940101,0.0,7.4736360094859394e-46,4.92075347869273e-27,3.8378473809903245e-44,6.2336616041031411e-35,4.2540820735322711e-79,2.2175312601621432e-17,1.4339278567374768e-74,2.2174993148476675e-17,3.2630683368193202e-50,1.6573504550319547e-46,1.2587800837734876e-64,7.606126990106943e-66,3.2627690421005575e-38,3.2906603889762627e-58,8.794282902570741e-11,4.2283694117248887e-12,1.6298412650693867e-15,3.0350969150043523e-24,1.6298425564085946e-15,5.8783599470456072e-36,4.8476714085501869e-22,1.7734508695848575e-24,1.8491510147059134e-26,2.7148560214323494e-42,1.1142045498597861e-54,2.4098820915856283e-27,1.7996052354507448e-44
4.3614778572414927e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756301565111,0.11866996585407637,0.022821567688825917,0.0,6.1800788112717628e-45,1.9683095083780505e-26,4.7820669819588276e-42,4.9869250487944019e-34,2.120452682101361e-76,4.4351264588453031e-17,9.1772620154067967e-73,4.4349986776365416e-17,5.2209050143995735e-49,1.3702121233871087e-45,3.137119456487729e-62,1.8955910827077817e-63,1.3582392691599123e-37,1.0530104678171165e-56,1.7588565859565942e-10,8.4567389318619846e-12,3.2596810370628673e-15,6.2449421235915038e-24,3.2596862156498224e-15,4.7027057490283055e-35,1.9319491748830493e-21,1.399444455001761e-23,2.9196551342008064e-25,1.6912126249914262e-40,2.7767123013036229e-52,9.6396424906314185e-27,2.8793657225763045e-43
6.542216814747166e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756292347667,0.11866996576613188,0.022821567686711734,0.0,1.8506988156560128e-44,4.1826695599821136e-26,3.0996281608556234e-41,1.4804926462953638e-33,1.7898336414305216e-75,6.6527695673178732e-17,5.2105734599670718e-72,6.6524980323235692e-17,1.9751736142216307e-48,4.1055913761010289e-45,2.3389631789596797e-61,1.4133084528029811e-62,2.9206457471440053e-37,4.912269025936204e-56,2.6382848682652773e-10,1.2685108449298212e-11,4.8895196568684643e-15,9.45493549443468e-24,4.8895306760413298e-15,1.3446828296228898e-34,4.0949796722598244e-21,3.9702007769231727e-23,1.0678066373710155e-24,9.3458520076593377e-40,2.0702328061876371e-51,2.048440775069761e-26,1.0893220499562436e-42
1.0903694729758513e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756273912775,0.11866996559024293,0.022821567682483362,0.0,8.7496678919287287e-44,1.1563934725312977e-25,1.3313443221731985e-39,6.9349274580744642e-33,2.3966285023126235e-73,1.1088247423149288e-16,1.4007956746483982e-70,1.1087496709290231e-16,1.55882446781468e-47,1.9414762169029114e-44,1.7631522631217773e-59,1.0653764297329196e-60,8.167241354293308e-37,6.5827488070009618e-55,4.3971413793193004e-10,2.1141847473367193e-11,8.1491922877349663e-15,1.587493995746293e-23,8.1492228413634055e-15,6.1797025264466285e-34,1.1247866607398801e-20,1.7822282557147931e-22,8.0333272427191686e-24,2.317990557569935e-38,1.5604818600675976e-49,5.6634555858578423e-26,8.5970244782471935e-42
1.4829024853268724e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756257321374,0.11866996543194287,0.02282156767867783,0.0,2.0246100065271178e-43,2.0592039631232978e-25,6.2534644401971342e-39,1.6003032168676241e-32,1.3199898016770197e-72,1.508033229070756e-16,6.0825571154172512e-70,1.5078995492382963e-16,4.3745665888891748e-47,4.4940767140159414e-44,9.050571473227798e-59,5.4687626539846532e-60,1.4603061604085518e-36,2.1847669272574249e-54,5.9801121960017981e-10,2.8752912586302705e-11,1.1082893932777481e-14,2.1652946653500771e-23,1.1082948440139539e-14,1.3910497850921438e-33,1.9942889055323342e-20,3.9598821848584533e-22,2.1897965371038881e-23,9.7668067075480343e-38,8.0101431377525767e-49,1.0085077260867265e-25,2.4126034790620028e-41
1.8754354976778936e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756240729974,0.11866996527364282,0.022821567674872298,0.0,3.9049467516872087e-43,3.2144617784033774e-25,2.1589563052362062e-38,3.0812840891659387e-32,6.0189841616518531e-72,1.9072581007814326e-16,1.8418083421718817e-69,1.9070494247767592e-16,1.0015824302098614e-46,8.670225909339272e-44,3.6111030743590891e-58,2.1819909449644464e-59,2.2852994199147425e-36,5.8704909672681283e-54,7.5630829668879903e-10,3.6363977690001315e-11,1.4016591637384691e-14,2.7430955473908466e-23,1.401667687981266e-14,2.6291843694500732e-33,3.0996318714069673e-20,7.3836025801886347e-22,4.8763238343652654e-23,2.8705895129743221e-37,3.195912059990484e-48,1.5743169730259264e-25,5.5237953568981477e-41
2.267968510028915e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756224138573,0.11866996511534277,0.022821567671066766,0.0,6.6465638340608951e-43,4.6081857107820784e-25,6.0037732250971832e-38,5.2389354763414376e-32,2.0244915190291885e-71,2.306498449799253e-16,4.781601365384049e-69,2.3061992976978993e-16,1.9531453994779057e-46,1.4761111071063979e-43,1.1060279820322452e-57,6.6831168449948593e-59,3.2816549117342102e-36,1.2986919283198668e-53,9.1460536945147209e-10,4.3975042784974698e-11,1.6950285619837964e-14,3.3208966596965848e-23,1.6950408033004141e-14,4.3945969804790489e-33,4.4252406671851837e-20,1.2186931686076798e-21,9.2756637919434239e-23,7.2483888703106107e-37,9.7884428132806435e-48,2.2569282547013631e-25,1.077172918804585e-40
3.0530345347309572e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756190955772,0.1186699647987427,0.022821567663455701,0.0,1.4711417521506909e-42,7.9394593694208859e-25,2.8131635518765248e-37,1.1583319803752385e-31,1.1901728044469909e-70,3.1050144434939008e-16,2.1150867984892694e-68,3.1044990375714221e-16,5.1855164631920583e-46,3.2688387133287128e-43,5.8019035575370621e-57,3.5057660376932349e-58,5.6651546413211655e-36,4.0860890391069003e-53,1.2311995051115772e-09,5.9197172955023737e-11,2.2817665096454845e-14,4.4764995590011878e-23,2.2817876615291994e-14,9.3820149402385527e-33,7.571611340519618e-20,2.5493911910344695e-21,2.3597134902597116e-22,3.0460674281656151e-36,5.1346115779891853e-47,3.8885280276136534e-25,2.8598471279150559e-40
3.8381005594329996e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756157772971,0.11866996448214263,0.022821567655844636,0.0,2.7578226556263656e-42,1.215222459816427e-24,9.1777253074752634e-37,2.1701158570509386e-31,4.6599091864301105e-70,3.9035876474530602e-16,6.3646064719223171e-68,3.9027987677702542e-16,1.1248075313750536e-45,6.1303481392472751e-43,2.0859393693789279e-56,1.2604159561056366e-57,8.682079800566577e-36,1.0106995391711441e-52,1.547793624781225e-09,7.4419303092820772e-11,2.8685030814516732e-14,5.6321033315053082e-23,2.8685355485411629e-14,1.7060263520355146e-32,1.1511398011896287e-19,4.5479145917334849e-21,4.9236965095195698e-22,8.8163892802291554e-36,1.8459944285860838e-46,5.9519116064972367e-25,6.2033883765939248e-40
4.623166584135042e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675612459017,0.11866996416554258,0.022821567648233572,0.0,4.6692667717396542e-42,1.7306290040760147e-24,2.5284458871877799e-36,3.6727093677652034e-31,1.5334918814904487e-69,4.702221941984886e-16,1.6475959115411738e-67,4.7010984876381876e-16,2.173822693601751e-45,1.0382484525091363e-42,6.3113831248780862e-56,3.8136117655755237e-57,1.2375394818177215e-35,2.1983119999766213e-52,1.8643877273758196e-09,8.9641433196178219e-11,3.4552381840845913e-14,6.787707992811821e-23,3.45528455565918e-14,2.8221152670637778e-32,1.6281676335176134e-19,7.3788808694588179e-21,9.1768719860256686e-22,2.1929903844562582e-35,5.5852704989899065e-46,8.4763954234461111e-25,1.1988775530226886e-39
