Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CHOX(53),CO2X(24),COX(50),H2OX(23)
6.746385521509144e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999714,0.1186699660299626,0.022821567693054223,6.1211279000201917e-100,1.3773187664645593e-54,4.7273867042042121e-36,1.2516867265413528e-74,2.2916989593318266e-50,1.3371943500328229e-118,6.8601084292658053e-22,1.5631767380269608e-103,6.8601084292552071e-22,3.7138325298747989e-70,8.267467910291563e-65,1.2756493634586368e-99,7.7080608063086372e-101,1.4642832783352053e-49,1.1595578638023003e-82,2.7206202198434821e-15,1.3080983786952289e-16,5.0421179106396645e-20,5.0421179384450109e-20,1.3903787038241875e-28,4.7474119010102659e-33,1.7480905266202403e-38,3.7568798687015278e-32,2.5293712832433644e-63,1.7478281014922906e-49,1.1802996842338872e-91,1.4652919316433987e-90,1.1291759381520992e-89,7.33302633673417e-46
1.349863236840622e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999431,0.11866996602995988,0.022821567693054157,1.7043830915825052e-97,2.205456070456537e-53,1.8985714340468451e-35,8.7083270989048147e-73,1.8352178076562671e-49,3.7197696549363886e-116,1.3726176987508579e-21,1.0019793613586053e-101,1.3726176987466161e-21,5.948586294812771e-69,1.3243030908772376e-63,1.7745233032215562e-97,1.0722486798443138e-98,1.1722903488109401e-48,3.714749850099963e-81,5.4436041410057081e-15,2.6173332459905056e-16,1.0088616434557643e-19,1.0088616545853392e-19,5.5649481836122555e-28,3.8006937704789235e-32,1.5221407363702928e-37,1.5036944331444351e-31,8.8036269811909511e-62,1.4037331678050336e-48,1.6435083730993072e-89,2.0402744404987928e-88,1.570767846948979e-87,5.8707465373111434e-45
2.700312606220037e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999886,0.11866996602995444,0.022821567693054025,5.0571525857629047e-95,3.5300108499982308e-52,7.6478485677068118e-35,6.4572715055743287e-71,1.4689180541931994e-48,1.1025562260643448e-113,2.7458314104054695e-21,6.4176203244525418e-100,2.7458314103884961e-21,9.5229043424811415e-68,2.1200174097950468e-62,2.6304644378187663e-95,1.5894477064114623e-96,9.3814595540047541e-48,1.1893867001740641e-79,1.0889571983325026e-14,5.2358029805809519e-16,2.0181613398880465e-19,2.0181613844223637e-19,2.226552056010263e-27,3.0415142605365353e-31,1.4144000254215552e-36,6.0164436260160237e-31,3.2669070190846921e-60,1.1304678756670614e-47,2.4389760627304345e-87,3.0275673864680918e-86,2.3284275310168204e-85,4.698168080959444e-44
5.401211344978867e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997716,0.11866996602994355,0.022821567693053765,1.6485942439705098e-92,5.6486700867903398e-51,3.1005081243461449e-34,5.2610673213393197e-69,1.1754320210937378e-47,3.5899609123685381e-111,5.4922588337389169e-21,4.1088624327600342e-98,5.4922588336710128e-21,1.5240780914541858e-66,3.3926944338080577e-61,4.2837350082929727e-93,2.5884298443967263e-94,7.5059112694611385e-47,3.8071045073044715e-78,2.1781507667943119e-14,1.0472742449761421e-15,4.0367606993473554e-19,4.0367608775257898e-19,8.906441418244375e-27,2.4333601364359806e-30,1.4456955699434332e-35,2.4067350040593736e-30,1.3324931759268374e-58,9.1583366193864063e-47,3.9772042033490792e-85,4.9363213557066051e-84,3.7918650997228938e-83,3.7589068391608238e-43
1.0803008822496528e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995435,0.11866996602992176,0.022821567693053241,6.0297400824083228e-90,9.0372028931140018e-50,1.272990905107923e-33,4.8100152646965867e-67,9.4046463345007395e-47,1.3115543114460549e-108,1.0985113680502716e-20,2.6301793293008004e-96,1.0985113680231077e-20,2.4388556378453376e-65,5.4280776332454153e-60,7.8276857706383066e-91,4.7298478214537326e-92,6.0042085646623362e-46,1.2184441632239289e-76,4.3565379037097146e-14,2.0946621388120666e-15,8.0739592846449581e-19,8.0739599975140054e-19,3.5618934904582005e-26,1.9463716730161327e-29,1.6588632429801416e-34,9.6258501792884847e-30,6.099505179523132e-57,7.5079169515877785e-46,7.2777873905765434e-83,9.030327025783427e-82,6.9288896375446809e-81,3.0068647878912352e-42
2.1606603777531847e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319990866,0.1186699660298782,0.022821567693052193,2.4683394072599461e-87,1.4455178651897358e-48,5.3534753335610738e-33,4.9237100868402827e-65,7.5241926980876758e-46,5.3655216430722037e-106,2.1970823374417921e-20,1.6834770483362488e-94,2.1970823373331321e-20,3.9024333592640683e-64,8.682285102418315e-59,1.6015997419880186e-88,9.677601656815533e-90,4.8018507485930636e-45,3.8992942671221897e-75,8.713312177507653e-14,4.1894379264832384e-15,1.614835592075613e-18,1.6148358773126209e-18,1.4240375143527306e-25,1.5563697716695287e-28,2.1301065050561223e-33,3.8489988240610539e-29,3.1255285813005117e-55,6.2953018947186641e-45,1.4908884791195193e-80,1.8488709287678036e-79,1.4176995795650163e-78,2.4047325041708876e-41
4.3213793687602486e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319981734,0.11866996602979106,0.022821567693050097,1.1038383169460798e-84,2.3112629823949501e-47,2.3501623084124622e-32,5.509581598676406e-63,6.0195436726666537e-45,2.4001051752824814e-103,4.3942242763798772e-20,1.0774771148746087e-92,4.3942242759452273e-20,6.2441041066118761e-63,1.3881707043752705e-57,3.5828460374731926e-86,2.1649198984877287e-87,3.8387840360356446e-44,1.2478176914606538e-73,1.742686072497207e-13,8.3789895018228716e-15,3.2297147055042632e-18,3.2297158470968681e-18,5.6900524608323204e-25,1.2438448555336666e-27,2.9869627686070691e-32,1.538433793197673e-28,1.7501874659821653e-53,5.4975824645809732e-44,3.3380329407445231e-78,4.1349204781852795e-77,3.1714530446495968e-76,1.922435468012365e-40
8.642817350774377e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319963471,0.11866996602961678,0.022821567693045906,5.2269574298865874e-82,3.6928803439964235e-46,1.1065500161200187e-31,6.5359730619235245e-61,4.8157095548756112e-44,1.1384812073700523e-100,8.7885081548762214e-20,6.896017676465635e-91,8.7885081531376014e-20,9.9907327695280868e-62,2.21777534624184e-56,8.4984355392704251e-84,5.1351429704060767e-85,3.0666126145620356e-43,3.9930853157056952e-72,3.4853957819375061e-13,1.6758092652491302e-14,6.4594720771874619e-18,6.4594766485602186e-18,2.2710884493747049e-24,9.9304488906557711e-27,4.43604533220362e-31,6.1442420123972398e-28,1.0386478480446596e-51,5.1339040336812126e-43,7.9218451545288531e-76,9.7911741370613027e-75,7.5226172087883127e-74,1.5357373820410793e-39
1.7285693314802633e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319926939,0.11866996602926823,0.022821567693037528,2.5520940285465655e-79,5.8921147239909242e-45,5.7499445249001652e-31,8.0130021504504696e-59,3.8525955866728143e-43,5.5821551193860499e-98,1.7577075914349603e-19,4.4135017447877758e-89,1.7577075907395089e-19,1.5985297745222947e-60,3.5378362634640738e-55,2.0835048395671851e-81,1.2589480396390463e-82,2.4462127952509791e-42,1.2777976920992102e-70,6.9708152006077669e-13,3.3516298953784839e-14,1.2918983399859233e-17,1.2919001724852297e-17,9.0449950773609633e-24,7.9119133076730728e-26,6.8037492018432874e-30,2.4500978080596896e-27,6.3685835907787076e-50,5.2774920849770384e-42,1.9426812933648173e-73,2.390453031757358e-72,1.8442685890277244e-71,1.2250453512673654e-38
3.4571445242859147e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319853876,0.11866996602857113,0.02282156769302077,1.259488122259102e-76,9.3749474934767288e-44,3.3461975335440233e-30,9.9735877906179997e-57,3.0820845998470256e-42,2.7791951336910052e-95,3.5154211443219139e-19,2.8246545745252887e-87,3.5154211415401108e-19,2.5576552175619492e-59,5.626815640767451e-54,5.1862607455563233e-79,3.1337699725686545e-80,1.9457237619623263e-41,4.0889653908083111e-69,1.3941654037106935e-12,6.7032711556198577e-14,2.5837992362438838e-17,2.5838065974108087e-17,3.5868632176447571e-23,6.2781671300133101e-25,1.0589475682233196e-28,9.7400492497703115e-27,3.9638995740686979e-48,6.0727158489022706e-41,4.8362917666269923e-71,5.8987109564608267e-70,4.5907469950055498e-69,9.7440365917669655e-38
6.9142949098972176e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319707748,0.11866996602717694,0.022821567692987255,6.176645478908399e-74,1.4834777306654807e-42,2.1555744233543618e-29,1.2442685496628714e-54,2.4656660574706475e-41,1.3871326933101549e-92,7.0308482540648917e-19,1.8077798032642919e-85,7.0308482429376813e-19,4.092246580914305e-58,8.8967451541342063e-53,1.2940288413687625e-76,7.8190802969057887e-78,1.5388749990291921e-40,1.3084685054317081e-67,2.7883331706739871e-12,1.3406553676033309e-13,5.1675955556658056e-17,5.1676252437218615e-17,1.4104235742380102e-22,4.9422191688358758e-24,1.6514702558241639e-27,3.8485552401309467e-26,2.472654853342243e-46,7.7512540515108664e-40,1.2067121784610937e-68,1.4463724477665011e-67,1.1454382379069854e-66,7.7065614909463718e-37
1.3828595681119822e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319415498,0.11866996602438855,0.022821567692920222,2.9506678289387173e-71,2.322396447673882e-41,1.4857567498147818e-28,1.5373747829446656e-52,1.9725243976721096e-40,6.8585742247848181e-90,1.4061702489427151e-18,1.1569749626633004e-83,1.4061702444918353e-18,6.5475680603066116e-57,1.3906204835220999e-51,3.1978535188779759e-74,1.9322716573440407e-75,1.2036869832197537e-39,4.1870827777056567e-66,5.576668703254414e-12,2.6813118716583268e-13,1.0335166302226525e-16,1.0335286912488494e-16,5.4560836575892363e-22,3.8310003953940957e-23,2.5500164177801607e-26,1.5027164380443955e-25,1.5274431430636916e-44,1.0623284699606777e-38,2.9817436717283211e-66,3.454571675683573e-65,2.8306339283606983e-64,6.0279553681490214e-36
2.7657197223565033e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318830999,0.11866996601881177,0.022821567692786156,1.3330474642509931e-68,3.5620971775425655e-40,1.0496364293777221e-27,1.8524508660282662e-50,1.5780036600202016e-39,3.3086993555984302e-87,2.8123411023656545e-18,7.4045703925479768e-82,2.812341084562184e-18,1.0476007544807488e-55,2.1264781386198612e-50,7.7073384991573461e-72,4.6570387534988391e-73,9.2181048030158886e-39,1.3398537669412972e-64,1.1153339763030625e-11,5.3626248796577175e-13,2.0670220226957211e-16,2.0670716250272936e-16,2.0468873809843552e-21,2.8849369425104648e-22,3.8383776404662945e-25,5.7360465327237905e-25,9.2005108050246535e-43,1.4977105181327898e-37,7.1845176629744267e-64,7.802561516657833e-63,6.8221995226832367e-62,4.6163254836129841e-35
5.531440030845545e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317661996,0.11866996600765822,0.022821567692518023,5.4432118346279946e-66,5.2630388107176967e-39,7.2689595488960464e-27,2.1280703672031714e-48,1.2623766191873392e-38,1.5231636556429697e-84,5.6246828346129944e-18,4.7388309037672254e-80,5.6246827633997371e-18,1.6761274432210998e-54,3.1239420384093893e-49,1.7712113232584012e-69,1.0702060635344583e-70,6.7918847028046003e-38,4.2874471145950566e-63,2.2306681861044477e-11,1.0725250895215229e-12,4.1339977808794421e-16,4.1342053694433054e-16,7.2735152031032483e-21,2.0639504270794628e-21,5.5050358865644384e-24,2.1006528174892738e-24,5.2825489139432115e-41,2.0770278673575486e-36,1.6501662603878514e-61,1.592627824285699e-60,1.5677617081637891e-59,3.4012746763617366e-34
1.106288064782363e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315323994,0.11866996598535112,0.022821567691981761,1.8916374391724377e-63,7.2995722266951888e-38,4.7199254103002129e-26,2.2609761271470284e-46,1.0098588287142835e-37,6.4961786702183078e-82,1.1249366400710007e-17,3.0327295830715486e-78,1.1249366115862313e-17,2.6816948040027517e-53,4.2884282887560815e-48,3.7651396287960544e-67,2.2748949595266467e-68,4.6877502533885437e-37,1.3719281545279352e-61,4.4613365970917906e-11,2.1450502924572468e-12,8.2678091949461116e-16,8.2686940026100308e-16,2.369868885036007e-20,1.3599519952667004e-20,7.2953082477330619e-23,7.1724787592432969e-24,2.8042293051269419e-39,2.7105391792622888e-35,3.5045510258501133e-59,2.7661795988870774e-58,3.3324999736258142e-57,2.3475187029546979e-33
2.2125761881779797e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310647984,0.11866996594073692,0.022821567690909237,5.2836905475044239e-61,9.2132556202697414e-37,2.7672417731210348e-25,2.1547713552405198e-44,8.0781897251104095e-37,2.4933284836730741e-79,2.249873393928537e-17,1.9407899741016615e-76,2.2498732799937592e-17,4.2903617276645045e-52,5.3224761470877155e-47,7.1810028456484392e-65,4.3384229992723295e-66,2.9357203898548996e-36,4.3898177216744153e-60,8.9226733846047639e-11,4.290100697628863e-12,1.653487165187125e-15,1.6538678301079465e-15,6.8616402035825477e-20,7.9996244363973052e-20,8.6621740668347567e-22,2.2070400694901228e-23,1.334795340858102e-37,3.2058262098210908e-34,6.6731148807686651e-57,3.8605013999670916e-56,6.355255550192147e-55,1.4700954318166993e-32
4.425152434969213e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675630129597,0.1186699658515085,0.022821567688764186,1.1590142000999182e-58,1.0344235133637517e-35,1.4417121352892379e-24,1.8139068459566869e-42,6.4614619274536162e-36,8.5045436361987476e-77,4.4997470641737493e-17,1.2419045351915914e-74,4.499746608469091e-17,6.8634584105134217e-51,5.8360257960119851e-46,1.2100345774760791e-62,7.3093344466559058e-64,1.6305452883332932e-35,1.4045160473213345e-58,1.7845346821783861e-10,8.5802015051838514e-12,3.3066755384799478e-15,3.3083034067149177e-15,1.7475749661985623e-19,4.1403525703495727e-19,9.0764010707338396e-21,5.980581262258128e-23,5.6103454628169913e-36,3.378570937616102e-33,1.1216166666459852e-54,4.2299803381018881e-54,1.0706896140854382e-52,8.1646169524639702e-32
6.637728681760446e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756291943957,0.11866996576228009,0.022821567686619134,8.3356778515955762e-58,3.2795862162577191e-35,3.3488334437659054e-24,1.0676383234954155e-41,1.9180625982901785e-35,6.6806203352899438e-76,6.7496208969253638e-17,7.0507817536660415e-74,6.7496199286075254e-17,2.5963817903841907e-50,1.910472582088646e-45,8.2902249156733079e-62,5.0075626019120166e-63,3.8852047179072579e-35,6.5516055324117192e-58,2.6768020121116107e-10,1.2870302309955067e-11,4.9596398240682901e-15,4.9631925692211147e-15,2.8639992707177094e-19,9.5597177946345491e-19,2.8032238172354794e-20,1.0085597168972077e-22,2.7740843531723061e-35,1.0481717798526657e-32,7.733408400558999e-54,2.6312163791943244e-53,7.3351288887487055e-52,1.9453538519804229e-31
8.85030492855168e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756282591943,0.1186699656730517,0.022821567684474083,3.9902195907270594e-57,7.3756849881902281e-35,6.0102551701670609e-24,4.0519189882388154e-41,4.1789323382324127e-35,3.1638950558217884e-75,8.9994948921623327e-17,2.7114283542922413e-73,8.9994932404067558e-17,6.7578262413397454e-50,4.4393722917736682e-45,3.5163350680104574e-61,2.1238297766046046e-62,7.0884878009954176e-35,1.9948378117124989e-57,3.5690693282601519e-10,1.7160403111944681e-11,6.61238005233428e-15,6.6185430242036369e-15,3.9989163747348489e-19,1.7053152382989448e-18,6.1845976592831323e-20,1.432900314662154e-22,9.3412336916901528e-35,2.3229955011223173e-32,3.6193924222572629e-53,1.1573391672759951e-52,3.1109803785018404e-51,3.5491243018653472e-31
1.3275457422134147e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756263887916,0.11866996549459488,0.022821567680183983,5.0456562478380127e-56,2.1637484062778375e-34,1.3113702562157686e-23,2.7950268945466971e-40,1.2127598973081065e-34,3.1185299857429966e-74,1.3499243263911979e-16,2.0632843167219215e-72,1.3499239844430401e-16,2.4796148378866064e-49,1.3848301147310882e-44,2.8373186760606757e-60,1.7132173141902475e-61,1.5755341203933319e-34,9.0873025323513027e-57,5.3536039282054235e-10,2.5740604709397644e-11,9.9173347542802541e-15,9.9303420595984698e-15,6.2805295842535202e-19,3.6813188319728766e-18,1.7686675988547673e-19,2.2928878452539995e-22,5.4544582811420126e-34,6.6967029963738589e-32,4.4756244689429204e-52,1.3368021943520086e-51,2.5094803201754935e-50,7.8879920845515538e-31
1.7700609915716614e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756245183889,0.11866996531613806,0.022821567675893883,2.4095130788970415e-55,4.7335921713301427e-34,2.3010703602037168e-23,1.0544425939153574e-39,2.6516974264973869e-34,1.4941166549331259e-73,1.7998992232992312e-16,7.7902493063827635e-72,1.7998986417789701e-16,6.4289475148339695e-49,3.1541671950837795e-44,1.1988728854194616e-59,7.2377466102355748e-61,2.797885561438522e-34,2.7292257057513536e-56,7.1381384774594981e-10,3.4320806296625673e-11,1.3221465769874128e-14,1.3243876297266119e-14,8.568919223173476e-19,6.3926593364440745e-18,3.797682001473185e-19,3.1611821396438632e-22,1.7945990634377698e-33,1.4483886659476267e-31,2.0584557778811835e-51,5.409743678406824e-51,1.0601567415424317e-49,1.4006863115504242e-30
2.6550914902881548e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756207775834,0.11866996495922448,0.022821567667313681,6.1607536004394276e-54,1.5947342341376384e-33,5.1981608072485836e-23,1.3520067590666998e-38,8.8166700654611673e-34,6.2110450383481202e-72,2.6998492131652647e-16,1.0080672778464435e-70,2.6998479463825765e-16,3.1759399733208882e-48,1.1004226858523451e-43,2.5529797565659413e-58,1.539987660409637e-59,6.4146618069359283e-34,2.0361834581132228e-55,1.0707207409515476e-09,5.1481209437508944e-11,1.9827024359829765e-14,1.9876798270424136e-14,1.3143925461389934e-18,1.40752668603365e-17,1.2299489295593369e-18,4.8989019947928302e-22,1.423549315549364e-32,4.7939425310910365e-31,4.7865639679160874e-50,8.0304283099226494e-50,2.2555316838166937e-48,3.2108172023857229e-30
3.540121989004648e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675617036778,0.11866996460231091,0.022821567658733478,3.6540147989217162e-53,3.7516369255422951e-33,9.3045448092203438e-23,6.3800596319442333e-38,2.0502757693403006e-33,4.4247639198004278e-71,3.5997994613711158e-16,4.7785899993013816e-70,3.5997972377154387e-16,9.4648102863284965e-48,2.6166130883691964e-43,1.4667111758536952e-57,8.8442702093247408e-59,1.1576687510246143e-33,7.6274360009022194e-55,1.4276276122153723e-09,6.8641612534136702e-11,2.6429020537541695e-14,2.6517581339012848e-14,1.7716032045881491e-18,2.4588215447544797e-17,2.8133948742686058e-18,6.6367536700010495e-22,5.4142117924440384e-32,1.1171975572792945e-30,2.7677137746406112e-49,3.9055055814190191e-49,1.2953205233739035e-47,5.793759249116511e-30
