Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23),C2H4(47),COX(50),CHOX(53)
3.943054446725421e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44175372888708753,0.10684024914492278,0.020277123779897998,0.0,0.00048824759059153995,0.004159444407186564,0.001948767903712197,3.5661611586335736e-05,1.7679029346507227e-13,0.0021317664807420918,1.9218233086803878e-11,0.0003887853434983225,1.5378368380658612e-09,2.7646915516725814e-06,1.3756648999405994e-10,7.0599316483077706e-12,3.1202060808628271e-05,6.0918392338003758e-07,0.0076569492613108468,0.0026167217834978255,0.0001811238649760798,1.1318714987025703e-06,1.075384447134296e-08,1.42153164561307e-07,3.622997514355018e-10,1.0857437177276211e-06,1.3749421848365991e-05,1.9334329191045768e-09,8.2613178438567677e-05,2.2314923360707568e-08,9.6363970174304768e-07,6.0228239199919807e-09,9.7966505963405322e-13
3.9491167830845206e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44175323039689113,0.10683427956296213,0.02027345861928179,0.0,0.00049002318976536382,0.0041678937242701853,0.0019536224774986347,3.5739798746484011e-05,1.7776445420215765e-13,0.0021331336743717869,1.9294597718823057e-11,0.00038881313751676079,1.5413427834489115e-09,2.7762407180045349e-06,1.379195602401857e-10,7.0844837572410024e-12,3.1253178838515828e-05,6.1184400292819084e-07,0.0076565090061774324,0.0026173580903868531,0.0001812501199555113,1.1329357890953603e-06,1.0758796545990408e-08,1.4224142302574992e-07,3.6286610911222536e-10,1.0869067063234221e-06,1.3754546692026366e-05,1.9377395765555986e-09,8.2781821338702528e-05,2.2395230741619548e-08,9.6784843801137758e-07,6.0378207908362169e-09,9.8253273508929259e-13
3.961241455802721e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44175225459412998,0.10682234134156078,0.020266130311503639,0.0,0.00049358307875164574,0.0041847966637644351,0.0019633405737489776,3.5895993942839987e-05,1.7972416244865242e-13,0.0021358578775807643,1.9447591681817879e-11,0.00038886872802129202,1.5483484175987455e-09,2.7993997238650703e-06,1.3862648312673969e-10,7.1336909611184014e-12,3.1355151399201261e-05,6.1718212061639513e-07,0.0076556289529878859,0.0026186092505489519,0.00018150232770693995,1.1350542829627215e-06,1.0768642937219722e-08,1.4241724690083658e-07,3.6400011897602593e-10,1.0892355591894521e-06,1.3764834818829764e-05,1.9463592603785905e-09,8.3119197298070773e-05,2.2556230009030471e-08,9.762943325642447e-07,6.0678423795212153e-09,9.8827877289059857e-13
3.973366128520921e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44175130694181208,0.10681040437916246,0.020258804686695279,0.0,0.00049715452562417318,0.0042017052949349385,0.0019730705492069004,3.6051948265175974e-05,1.8169910859736388e-13,0.0021385685580676706,1.9600934613888465e-11,0.00038892432239860181,1.5553456136674081e-09,2.8226392445876638e-06,1.3933444601909996e-10,7.1830350550383341e-12,3.1456771561134358e-05,6.2254415646584711e-07,0.0076547495077148257,0.0026198318926021935,0.00018175413450711195,1.1371593315481746e-06,1.0778412665569484e-08,1.4259215047852443e-07,3.6513586857658471e-10,1.0915682779600198e-06,1.3775174328024529e-05,1.9549873995749277e-09,8.3456692516775474e-05,2.2717740601545586e-08,9.8477808102516395e-07,6.0979009391037947e-09,9.9403904224025091e-13
3.985490801239121e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44175038733639815,0.1067984686785466,0.02025148174289821,0.0,0.000500737494669148,0.0042186195598236222,0.0019828123413082139,3.6207659290454459e-05,1.8368935931844529e-13,0.0021412657827136086,1.9754621761162544e-11,0.0003889799213279199,1.5623342576812526e-09,2.8459588188787618e-06,1.4004344510752144e-10,7.2325155295084181e-12,3.1558038061249239e-05,6.279300781747789e-07,0.0076538706685381503,0.0026210261204619922,0.00018200554273092948,1.1392509398173801e-06,1.0788106146332642e-08,1.4276613826646057e-07,3.6627337439838343e-10,1.0939049005851666e-06,1.3785565375129557e-05,1.9636239505049842e-09,8.3794305862442149e-05,2.2879760893925631e-08,9.9329963230646586e-07,6.1279962802941433e-09,9.9981352202402284e-13
3.997615473957321e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44174949567450961,0.10678653424250131,0.020244161478159162,0.0,0.00050433194999672376,0.0042355394011009953,0.0019925658877964925,3.6363124626860648e-05,1.8569498130811354e-13,0.002143949618020992,1.9908648371928059e-11,0.00038903552546636669,1.5693142369603763e-09,2.8693579831767615e-06,1.407534765984023e-10,7.2821318751391409e-12,3.165894965565949e-05,6.3333985304756289e-07,0.0076529924336420771,0.0026221920378843898,0.0001822565547357531,1.1413291130022834e-06,1.0797723792351046e-08,1.4293921474773481e-07,3.6741265294554047e-10,1.0962454649522731e-06,1.3796008115472519e-05,1.9722688697404481e-09,8.4132036215159791e-05,2.3042289253660535e-08,1.0018589346968254e-06,6.158128214743218e-09,1.0056021911883601e-12
4.0218648193937216e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44174779576859347,0.1067626691753182,0.020229528978068293,0.0,0.00051155517507093346,0.0042693955866193725,0.0020121079964367425,3.6673308820678488e-05,1.8975260600534497e-13,0.0021492773847492531,2.0217700990300545e-11,0.00038914675189232145,1.5832477570200143e-09,2.9163932164250544e-06,1.4217662169348892e-10,7.381770142957892e-12,3.1859703246875678e-05,6.4423082956009094e-07,0.0076512377694501546,0.0026244393556444966,0.00018275739943117216,1.1454451763648521e-06,1.0816733219354555e-08,1.4328265160083338e-07,3.6969659433271615e-10,1.100938570159828e-06,1.3817049296310059e-05,1.9895836404635207e-09,8.4807843523866685e-05,2.3368863609271353e-08,1.0190905828842137e-06,6.2185011146923555e-09,1.0172220137479527e-12
4.046114164830122e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44174620640023166,0.10673880920008946,0.020214907170901096,0.0,0.00051882391027596275,0.0043032734052525648,0.0020316963831661437,3.6982482328763022e-05,1.9387251676075586e-13,0.0021545523827801059,2.0528054513783269e-11,0.00038925800651484765,1.5971452980060536e-09,2.9637411918602769e-06,1.4360385127616914e-10,7.4819457861890161e-12,3.2059022761951109e-05,6.5521681673344054e-07,0.007649485500698861,0.0026265746727448013,0.00018325668710785268,1.1495075687318535e-06,1.083544420085664e-08,1.4362249641712049e-07,3.7198782517717485e-10,1.1056478954996146e-06,1.383829910986052e-05,2.0069313684970814e-09,8.5484105729363846e-05,2.3697450465867428e-08,1.0364725996962392e-06,6.2790181507660573e-09,1.0288983427044102e-12
4.0703635102665223e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44174472674814735,0.10671495433942481,0.020200296041219135,0.0,0.00052613786233981683,0.0043371724205305317,0.0020513305608378181,3.7290627119668895e-05,1.980552480308034e-13,0.002159775130720196,2.0839671047141579e-11,0.00038936929385734544,1.6110060043123756e-09,3.0113981230375902e-06,1.4503513557280638e-10,7.5826547354261056e-12,3.2256898925994091e-05,6.6629753928446368e-07,0.0076477356130166228,0.0026285988134998766,0.00018375443601030008,1.1535163413172396e-06,1.0853859952862414e-08,1.4395878419215994e-07,3.7428647825451365e-10,1.110373742004728e-06,1.3859758793264782e-05,2.0243117138966295e-09,8.6160814311650528e-05,2.4028036509621691e-08,1.0540045497201632e-06,6.3396778494825066e-09,1.040631011814097e-12
4.0946128557029227e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44174335599361531,0.10669110461606375,0.020185695573666784,0.0,0.00053349673534645729,0.0043710922056087688,0.0020710100470656455,3.7597725641800641e-05,2.0230133464102325e-13,0.0021649461413235627,2.1152512767355895e-11,0.00038948061814604221,1.6248290403324316e-09,3.0593601906798952e-06,1.4647044506243048e-10,7.6838929247637207e-12,3.2453322757662003e-05,6.7747271605871367e-07,0.00764598809210026,0.0026305125996774221,0.00018425066411817122,1.1574715493832091e-06,1.0871983653572866e-08,1.4429154954214035e-07,3.7659268668796963e-10,1.1151164098822268e-06,1.3881429581903803e-05,2.0417243399817211e-09,8.6837960941376732e-05,2.4360608317867804e-08,1.0716859882461624e-06,6.4004787518917611e-09,1.0524198558039612e-12
4.118862201139323e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44174209332045905,0.10666726005287212,0.020171105752970785,0.0,0.00054090023079243277,0.0044050323431283908,0.0020907343641710413,3.7903760816846833e-05,2.0661131177066282e-13,0.0021700659215595297,2.1466541935513761e-11,0.00038959198332678876,1.6386135902239329e-09,3.1076235438056034e-06,1.4790975047485327e-10,7.7856562923822769e-12,3.2648285564822368e-05,6.8874206017059981e-07,0.0076442429237147348,0.0026323168504988961,0.00018474538915127346,1.1613732521716338e-06,1.0889818443847812e-08,1.446208267082311e-07,3.7890658395965104e-10,1.1198761985700438e-06,1.3903312709810878e-05,2.059168913298005e-09,8.7515537477004762e-05,2.4695152361554011e-08,1.0895164614891933e-06,6.4614194134064268e-09,1.0642647103709381e-12
4.1431115465757234e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4417409379150482,0.10664342067283829,0.020156526563939913,0.0,0.00054834804764304764,0.0044389924250780753,0.0021105030391303367,3.8208716033223061e-05,2.1098571493760783e-13,0.0021751349726801305,2.1781720908385514e-11,0.0003897033930809547,1.6523588576727807e-09,3.1561843008443578e-06,1.493530227887763e-10,7.8879407811172454e-12,3.2841778940263107e-05,7.0010527914190868e-07,0.007642500093692885,0.0026340123826399668,0.00018523862857443906,1.1652215128366093e-06,1.0907367427664823e-08,1.4494664956089453e-07,3.8122830392182816e-10,1.1246534067930185e-06,1.3925409410074471e-05,2.0766451035797287e-09,8.8193535962009759e-05,2.5031655007674441e-08,1.1074955068082733e-06,6.522498403634326e-09,1.0761654121810674e-12
4.1673608920121237e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173988896629607,0.10661958649906932,0.020141957991464565,0.0,0.00055583988238807377,0.0044729720526578498,0.0021303156035227667,3.8512575139527258e-05,2.154250799835972e-13,0.0021801537902870309,2.209801214968618e-11,0.00038981485084047272,1.666064065656552e-09,3.2050385507406614e-06,1.5080023322991843e-10,7.9907423390129171e-12,3.3033794757452172e-05,7.1156207503869009e-07,0.0076407595879351507,0.0026356000102307742,0.00018573039960226978,1.1690163983780682e-06,1.0924633672573857e-08,1.4526905160416801e-07,3.8355798080830866e-10,1.1294483326180572e-06,1.394772091523152e-05,2.0941525837127313e-09,8.8871948622118178e-05,2.5370102521678458e-08,1.1256226529231739e-06,6.5837143062131533e-09,1.0881217988683659e-12
4.191610237448524e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173894566565763,0.10659575755478715,0.020127400020516426,0.0,0.0005633754290969926,0.0045069708361447159,0.0021501715934790799,3.8815322438010137e-05,2.1992994305973173e-13,0.0021851228643979355,2.2415378241016816e-11,0.00038992635980204251,1.6797284562075712e-09,3.2541823540449968e-06,1.5225135326914652e-10,8.0940569198606249e-12,3.322432516634765e-05,7.2311214460645867e-07,0.0076390213924092927,0.0026370805448559962,0.00018622071920375459,1.172757979576398e-06,1.0941620210147547e-08,1.4558806597991327e-07,3.85895749245841e-10,1.134261273508351e-06,1.39702484576511e-05,2.1116910296979178e-09,8.9550767862585021e-05,2.5710481069856999e-08,1.1438974201284482e-06,6.6450657186471892e-09,1.1001337090333969e-12
4.2158595828849244e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173810720712786,0.10657193386332452,0.020112852636148031,0.0,0.00057095437947375747,0.0045409883947601128,0.0021700705496307576,3.9116942678063996e-05,2.2450084061227855e-13,0.0021900426795124633,2.2733781892483892e-11,0.00039003792294052829,1.6933512901756761e-09,3.3036117439922431e-06,1.5370635462058916e-10,8.1978804837213498e-12,3.3413362589258951e-05,7.3475517940369016e-07,0.0076372854931500873,0.0026384547955547468,0.0001867096041067707,1.1764463309281046e-06,1.095833003642714e-08,1.4590372547203144e-07,3.8824174426558812e-10,1.1390925263767759e-06,1.3992993269909113e-05,2.1292601206152088e-09,9.022998626550963e-05,2.6052776721706217e-08,1.1623193205047601e-06,6.7065512521460036e-09,1.1122009822416314e-12
4.240108928321325e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173737278723996,0.106548115448121,0.020098315823492419,0.0,0.00057857642291109018,0.0045750243565391589,0.0021900120170598478,3.9417421049732696e-05,2.291383093687648e-13,0.0021949137146774706,2.3053185953003046e-11,0.00039014954302160545,1.7069318469908737e-09,3.353322727567444e-06,1.5516520923974921e-10,8.3022089974333751e-12,3.3600899716758246e-05,7.4649086593362256e-07,0.0076355518762590219,0.0026397235688202852,0.00018719707080247294,1.1800815305824866e-06,1.0974766112363962e-08,1.4621606251064178e-07,3.9059610131468811e-10,1.1439423876385217e-06,1.4015956585154537e-05,2.1468595385879715e-09,9.0909596587188579e-05,2.6396975452268494e-08,1.1808878581275297e-06,6.7681695314652053e-09,1.1243234590215809e-12
4.264358273757725e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173674160506421,0.10652430233271887,0.020083789567762769,0.0,0.00058624124654430834,0.0046090783582016194,0.0022099955452493988,3.9716743177245916e-05,2.3384288632435445e-13,0.0021997364435518249,2.3373553420293925e-11,0.00039026122261371352,1.7204694244260142e-09,3.4033112865590161e-06,1.566278893216248e-10,8.4070384351052782e-12,3.3786929503641622e-05,7.5831888577437945e-07,0.0076338205279039865,0.002640887668599557,0.00018768313554957155,1.1836636602792897e-06,1.0990931364256449e-08,1.4652510917622576e-07,3.929589562678645e-10,1.1488111532629383e-06,1.4039139637467547e-05,2.1644889687479182e-09,9.1589591755504278e-05,2.6743063144451093e-08,1.1996025292729262e-06,6.8299191947491117e-09,1.1365009808627048e-12
4.2886076191941255e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173621286220721,0.10650049454075894,0.020069273854251998,0.0,0.0005939485353046917,0.0046431500450245496,0.0022300206880344741,4.0014895112580005e-05,2.3861510872850282e-13,0.0022045113344706232,2.3694847450569526e-11,0.00039037296409934983,1.7339633383595837e-09,3.4535733785993762e-06,1.5809436729882956e-10,8.5123647785946788e-12,3.3971445164939461e-05,7.7023891570742082e-07,0.0076320914343189477,0.0026419478962925692,0.00018816781437850258,1.1871928052873122e-06,1.1006828684182732e-08,1.4683089720373482e-07,3.9533044543910571e-10,1.1536991188246279e-06,1.406254366220961e-05,2.1821480992004553e-09,9.2269964867348976e-05,2.7091025591322861e-08,1.2184628226212102e-06,6.8917988933753944e-09,1.1487333902130915e-12
4.312856964630526e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173578576281053,0.10647669209597646,0.02005476866833239,0.0,0.000601697971972383,0.0046772390707166267,0.0022500870035537615,4.0311863329048165e-05,2.4345551407188877e-13,0.0022092388505088392,2.4017031367921594e-11,0.00039048476968573601,1.7474129225387431e-09,3.504104938192899e-06,1.5956461583970976e-10,8.6181840179728659e-12,3.4154440171976253e-05,7.8225062784430874e-07,0.0076303645818036232,0.002642905050751607,0.00018865112309549378,1.1906690543439577e-06,1.1022460930428718e-08,1.4713345798666182e-07,3.9771070559340831e-10,1.1586065795538061e-06,1.4086169896365828e-05,2.1998366209904817e-09,9.2950709186083485e-05,2.74408484983886e-08,1.2374682194574122e-06,6.9538072918016057e-09,1.1610205304769381e-12
4.337106310066926e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173545951355125,0.10645289502219681,0.020040273995455229,0.0,0.00060948923722882269,0.0047113450972940838,0.0022701940542017621,4.0607634714922113e-05,2.4836464007362128e-13,0.0022139194495443878,2.4340068673404968e-11,0.00039059664141488908,1.7608175283427268e-09,3.5549018777311631e-06,1.6103860784646351e-10,8.7244921519755805e-12,3.4335908248479649e-05,7.943536897517896e-07,0.0076286399567231516,0.0026437599282802897,0.00018913307728653169,1.1940924995957063e-06,1.1037830927911651e-08,1.4743282258107449e-07,4.0009987395858644e-10,1.1635338303859754e-06,1.4110019578879993e-05,2.2175542280686442e-09,9.3631818139030127e-05,2.7792517485841529e-08,1.2566181938693463e-06,7.0159430674136795e-09,1.1733622460118327e-12
4.3613556555033265e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173523332364056,0.10642910334333118,0.020025789821150403,0.0,0.00061732200970872374,0.0047454677949582882,0.0022903414065815631,4.0902196567087486e-05,2.5334302466871648e-13,0.0022185535843206126,2.4663923053825148e-11,0.00039070858117313335,1.774176524546695e-09,3.6059600884954926e-06,1.6251631645326403e-10,8.8312851884402387e-12,3.4515843366738185e-05,8.0654776457520077e-07,0.0076269175455077652,0.0026445133226324748,0.00018961369232123193,1.1974632365394961e-06,1.1052941468599117e-08,1.477290217096121e-07,4.0249808823714765e-10,1.1684811660109233e-06,1.4134093950982579e-05,2.2353006172580272e-09,9.4313285314998857e-05,2.8146018090793715e-08,1.2759122129429696e-06,7.0782049103762741e-09,1.1857583821258403e-12
4.385605000939727e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173510640482427,0.10640531708337257,0.02001131613102607,0.0,0.00062519596605158188,0.0047796068419748679,0.0023105286314581688,4.1195536584735318e-05,2.5839120599584074e-13,0.0022231417025081824,2.4988558390233408e-11,0.00039082059070008444,1.7874892970861591e-09,3.657275441646826e-06,1.6399771502438224e-10,8.9385591447299311e-12,3.4694239743807648e-05,8.1883251116020335e-07,0.0076251973346524379,0.0026451660250110154,0.00019009298335661488,1.2007813639649828e-06,1.1067795311923606e-08,1.4802208576544426e-07,4.0490548661823359e-10,1.1734488809210758e-06,1.4158394256511926e-05,2.2530754882212786e-09,9.499510446184657e-05,2.8501335769484738e-08,1.2953497369550969e-06,7.1405915234850106e-09,1.198208785074399e-12
4.409854346376127e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173507797138256,0.1063815362663912,0.019996852910768241,0.0,0.00063311078095273064,0.0048137619245543738,0.0023307553037124045,4.1487642863091269e-05,2.6350972238531707e-13,0.0022276842467663935,2.5313938766133368e-11,0.00039093267159713693,1.8007552488220657e-09,3.7088437892028999e-06,1.6548277715231122e-10,9.0463100481444235e-12,3.4871091837765344e-05,8.3120758417285175e-07,0.0076234793107165574,0.0026457188240663772,0.00019057096534079036,1.2040469838976657e-06,1.1082395185192418e-08,1.4831204481619106e-07,4.0732220778962856e-10,1.1784372694592157e-06,1.4182921742228827e-05,2.2708785434281645e-09,9.5677269484067953e-05,2.8858455899468792e-08,1.3149302195634776e-06,7.2031016220205283e-09,1.2107133020570464e-12
4.4341036918125276e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173514724013113,0.10635776091653042,0.01998240014614043,0.0,0.00064106612721393397,0.0048479327367344964,0.0023510210022953818,4.177850388718477e-05,2.6869911234739174e-13,0.0022321816548038697,2.5640028475402384e-11,0.00039104482533548014,1.8139737993066368e-09,3.7606609650027503e-06,1.6697147665589417e-10,9.1545339363184315e-12,3.5046394344012315e-05,8.4367263421799707e-07,0.0076217634603235737,0.0026461725058951149,0.00019104765301655458,1.2072602015428613e-06,1.1096743783993095e-08,1.4859892860780519e-07,4.0974839094982841e-10,1.1834466258655961e-06,1.4207677658124829e-05,2.2887094881235541e-09,9.6359774440418495e-05,2.9217363781780179e-08,1.3346531079942426e-06,7.2657339336044571e-09,1.2232717812139677e-12
4.458353037248928e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173531343042066,0.1063339910580022,0.01996795782298328,0.0,0.00064906167579352513,0.00488211898026373,0.0023713253101835022,4.2068108525659601e-05,2.7395991456075674e-13,0.0022366343594386684,2.5966792029931861e-11,0.00039115705326366821,1.8271443845500548e-09,3.8127227856585502e-06,1.6846378757845606e-10,9.2632268576074449e-12,3.5220142191622969e-05,8.5622730795603583e-07,0.007620049770160669,0.0026465278540382226,0.00019152306092490179,1.2104211252305196e-06,1.1110843772594293e-08,1.4888276656841506e-07,4.1218417582018686e-10,1.188477244324483e-06,1.4232663257724449e-05,2.3065680302958039e-09,9.704261354156831e-05,2.9578044643077299e-08,1.3545178432267252e-06,7.3284871980570579e-09,1.2358840716223816e-12
4.482602382685328e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173557576413836,0.10631022671508315,0.019953525927214194,0.0,0.00065709709585608743,0.0049163203644865322,0.0023916678143340235,4.2356446024627787e-05,2.7929266786132634e-13,0.0022410427886577762,2.6294194166990451e-11,0.00039126935661476991,1.8402664567880776e-09,3.865025051494789e-06,1.699596841859373e-10,9.3723848714612923e-12,3.5392330539741929e-05,8.688712482180077e-07,0.0076183382269783941,0.0026467856494793453,0.00019199720340845291,1.2135298663608373e-06,1.1124697784342156e-08,1.4916358781212998e-07,4.1462970265711806e-10,1.1935294190101186e-06,1.4257879798381611e-05,2.3244538806455765e-09,9.7725781147786229e-05,2.9940483637765464e-08,1.3745238601756722e-06,7.3913601672568062e-09,1.248550023292757e-12
4.5068517281217286e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173593346570822,0.10628646791210991,0.019939104444826931,0.0,0.00066517205482168203,0.0049505366062299206,0.0024120481056411603,4.2643506001568165e-05,2.8469791123126251e-13,0.0022454073656759969,2.6622199856314496e-11,0.00039138173651312127,1.8533394842506544e-09,3.9175635474748403e-06,1.7145914096503178e-10,9.4820040487857999e-12,3.5562954774027448e-05,8.8160409411904845e-07,0.0076166288175903447,0.0026469466706428805,0.00019247009461480403,1.2165865393506919e-06,1.1138308422052049e-08,1.4944142114280511e-07,4.1708511226437315e-10,1.198603444132162e-06,1.4283328541570413e-05,2.3423667525550507e-09,9.8409271766654305e-05,3.0304665850098328e-08,1.3946705878708544e-06,7.4543516050016349e-09,1.261269487164901e-12
4.531101073558129e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173638576209312,0.10626271467347501,0.019924693361891292,0.0,0.00067328621841462291,0.0049847674296914727,0.0024324657788927181,4.292927843927135e-05,2.9017618378824763e-13,0.0022497285089942308,2.6950774306929753e-11,0.00039149419398070443,1.866362950931641e-09,3.9703340441149358e-06,1.7296213262132941e-10,9.5920804722927081e-12,3.5732010503141369e-05,8.9442548117021091e-07,0.0076149215288728034,0.0026470116933919505,0.00019294174849979721,1.2195912615808369e-06,1.115167825839592e-08,1.4971629505776812e-07,4.1955054600538537e-10,1.2036996139805867e-06,1.4309010753170567e-05,2.3603063620575386e-09,9.9093080050811244e-05,3.067057629625843e-08,1.4149574496340896e-06,7.5174602868719868e-09,1.2740423151038658e-12
4.5553504189945293e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4417369318827945,0.10623896702362259,0.019910292664552697,0.0,0.00068143925071180152,0.005019012566328738,0.0024529204327272576,4.3213753679832073e-05,2.9572802477499856e-13,0.0022540066324571481,2.7279882973708564e-11,0.00039160672994317043,1.8793363563596507e-09,4.0233322983855806e-06,1.7446863407746285e-10,9.7026102368381401e-12,3.5899493555284942e-05,9.0733504138865634e-07,0.007613216347764404,0.0026469814910262744,0.00019341217883071593,1.2225441533438881e-06,1.1164809836285048e-08,1.4998823775150681e-07,4.220261458156788e-10,1.2088182229701001e-06,1.4334927703747593e-05,2.3782724278074939e-09,9.9777200795725374e-05,3.1038199926416674e-08,1.4353838632536871e-06,7.5806850000955715e-09,1.2868683598957493e-12
4.5795997644309297e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173757105985512,0.10621522498704414,0.019895902339031844,0.0,0.00068963081419055969,0.0050532717547500166,0.0024734116695917848,4.3496922418690731e-05,3.0135397354902261e-13,0.0022582421453102471,2.7609491563666734e-11,0.00039171934523552854,1.8922592153701548e-09,4.076554054600441e-06,1.7597862047125963e-10,9.8135894497498381e-12,3.606539997478026e-05,9.2033240340622664e-07,0.0076115132612657828,0.0026468568342799125,0.00019388139918940708,1.2254453377930407e-06,1.1177705669248348e-08,1.5025727711931755e-07,4.2451205421535427e-10,1.2139595656840531e-06,1.436108066882811e-05,2.3962646710509161e-09,0.00010046162893749555,3.1407521626770965e-08,1.4559492411563347e-06,7.6440245434138631e-09,1.2997474752433304e-12
4.60384910986733e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173830252785995,0.10619148858827421,0.019881522371624327,0.0,0.00069786056977611877,0.0050875447406064835,0.0024939390956999555,4.3778775698724641e-05,3.0705456957260785e-13,0.0022624354522562933,2.7939566042004271e-11,0.00039183204060751887,1.9051310578788523e-09,4.1299950452927735e-06,1.7749206715389957e-10,9.9250142311434057e-12,3.6229726018696878e-05,9.3341719257640892e-07,0.0076098122564392454,0.002646638491318928,0.00019434942297533238,1.228294940891546e-06,1.1190368241806161e-08,1.5052344076091366e-07,4.2700841432163495e-10,1.2191239369179085e-06,1.4387470929170324e-05,2.414282815596137e-09,0.0001011463595506803,3.1778526221564209e-08,1.4766529905764319e-06,7.7074777269502401e-09,1.3126795157616004e-12
4.6280984553037303e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173912552393818,0.10616775785188624,0.019867152748700288,0.0,0.00070612817688855739,0.0051218312764856394,0.0025145023209907917,4.4059304904390852e-05,3.1283035240304737e-13,0.002266586953511166,2.8270072637894494e-11,0.00039194481672868541,1.9179514286564088e-09,4.1836509920793953e-06,1.7900894968807829e-10,1.0036880714227827e-11,3.6392468153523075e-05,9.4658903107969827e-07,0.00760811332040842,0.0026463272277389358,0.00019481626340855069,1.2310930913628985e-06,1.1202800009839683e-08,1.5078675598399613e-07,4.2951536986149753e-10,1.2243116317222421e-06,1.4414099771029894e-05,2.432326587784986e-09,0.00010183138784615471,3.2151198475081588e-08,1.4974945137228962e-06,7.7710433720798729e-09,1.3256643369731477e-12
4.6523478007401307e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44174003928776445,0.10614403280248837,0.019852793456704008,0.0,0.00071443329348934968,0.0051561311218060943,0.0025351009590879052,4.4338501755920871e-05,3.1868186168309318e-13,0.0022706970448590678,2.860097785002564e-11,0.00039205767419316892,1.9307198871045918e-09,4.2375176065122917e-06,1.8052924384617656e-10,1.0149185045600417e-11,3.6553623051881688e-05,9.5984753802737121e-07,0.0076064164403579293,0.0026459238065625603,0.00019528193353263339,1.2338399206417388e-06,1.1215003400955795e-08,1.5104724980778363e-07,4.3203306518435608e-10,1.2295229454453282e-06,1.4440968486421462e-05,2.4503957164643287e-09,0.0001025167091689943,3.2525523093627567e-08,1.5184732079434516e-06,7.8347203113011687e-09,1.3387017953034393e-12
4.676597146176531e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44174104306156164,0.10612031346471923,0.019838444482153588,0.0,0.00072277557612745623,0.0051904440427136102,0.0025557346272592181,4.4616358303568802e-05,3.246096371316367e-13,0.002274766117707151,2.8932248451899457e-11,0.0003921706135242298,1.9434360070338828e-09,4.2915905909178886e-06,1.8205292560843635e-10,1.0261923385531499e-11,3.6713187589289662e-05,9.7319232956367785e-07,0.0076047216035330474,0.002645428988236801,0.00019574644621751488,1.236535562825455e-06,1.1226980814847701e-08,1.5130494896650503e-07,4.3456164527483695e-10,1.234758173775295e-06,1.4468078373375917e-05,2.4684899329579796e-09,0.00010320231899638534,3.2901484727482294e-08,1.5395884658864111e-06,7.8985073881089481e-09,1.3517917480759791e-12
