Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CHOX(53),COX(50),CO2X(24)
1.7219896825408062e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31119546064302589,0.11209324009277642,0.011826105830582852,2.962220522142083e-09,2.5410518616336768e-09,0.0022691194556102761,0.0011831489740504123,4.7655667354201258e-12,9.2153334321717908e-15,1.6151460265495204e-07,9.9934309179403351e-24,2.344119966616019e-07,1.0041764549521212e-18,5.3032919663407934e-16,3.5672098732852096e-13,1.2741582890810073e-15,7.7974961438176154e-13,3.6828655775442456e-17,0.0053908049668682555,0.020806772137570931,8.5534201584606213e-09,0.00013925588697187772,2.8012839572771148e-12,1.173160000584457e-07,1.48958489632712e-06,2.0942036290106327e-09,9.9112939225984072e-07,3.2659961813516181e-05,1.5732317634002051e-11,9.072557549089775e-10,4.8659069317431035e-14
1.7324534559258252e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31111935287432319,0.11208287708453588,0.011781525551190624,3.022454883645312e-09,2.5899515084838533e-09,0.0022928583438857337,0.001195316374144451,4.8392957981271058e-12,9.4466522373581839e-15,1.6226326225262183e-07,1.0300512271044696e-23,2.3548432925961946e-07,1.0234250208407722e-18,5.4048346023550429e-16,3.6204787481903767e-13,1.2955899804132409e-15,7.8637537234396232e-13,3.7779065767431668e-17,0.0053889814678971847,0.020883755464053043,8.5840962102048232e-09,0.00013985153628905486,2.8346548708261595e-12,1.1843973986905672e-07,1.4970829452661158e-06,2.1114583091851185e-09,1.0007656331647057e-06,3.2993938362794504e-05,1.5957124680884693e-11,9.1636174683563852e-10,4.9326005418240682e-14
1.7429172293108442e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31104365993340072,0.11207246831324461,0.01173713494716253,3.0834929373223191e-09,2.6394601245332335e-09,0.0023166778533310166,0.0012075242393135583,4.9136401441291544e-12,9.6822595429293764e-15,1.6300966424264185e-07,1.0614903825329178e-23,2.3655458391317125e-07,1.0429095718209909e-18,5.5075828852988622e-16,3.6741757944184703e-13,1.3172407655116818e-15,7.9299268566316161e-13,3.8747631221396436e-17,0.0053871632326353081,0.020960318944657386,8.6145913640446261e-09,0.0001404458643327659,2.8682725312154885e-12,1.1956807349755351e-07,1.504584451379961e-06,2.1287222411544299e-09,1.0104296934793844e-06,3.3328954845372064e-05,1.6183622634398506e-11,9.2549542356542051e-10,4.9997078825692831e-14
1.7533810026958631e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31096837958317525,0.11206201406601261,0.011692933017952652,3.1453392369387089e-09,2.6895808094256267e-09,0.002340577464372065,0.0012197723081686946,4.9885998359137999e-12,9.9222058545988815e-15,1.6375381803030784e-07,1.0936727579240096e-23,2.3762277010397612e-07,1.0626312251505999e-18,5.6115410544403463e-16,3.7283010572155851e-13,1.3391113528570595e-15,7.9960127408143418e-13,3.9734573877652304e-17,0.0053853502355129309,0.021036464842047162,8.6449065783510429e-09,0.00014103887846965473,2.9021376177417747e-12,1.2070099621374398e-07,1.5120894472012953e-06,2.1459949600441389e-09,1.0201213793262548e-06,3.3665004050418004e-05,1.6411810967419772e-11,9.3465659287654691e-10,5.0672272406689864e-14
1.763844776080882e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31089350960186346,0.11205151462815835,0.011648918769925121,3.2079983099706676e-09,2.7403166453086804e-09,0.002364556660671382,0.0012320603209468883,5.0641749175688495e-12,1.0166541899396545e-14,1.6449573291916815e-07,1.1266106632277498e-23,2.3868889721467457e-07,1.0825910905254301e-18,5.7167132881329015e-16,3.7828545703322306e-13,1.3612024459660362e-15,8.0620086207269652e-13,4.0740116519988016e-17,0.0053835424511247797,0.021112195403437985,8.6750428054309688e-09,0.0001416305859928222,2.9362508066477256e-12,1.2183850334889161e-07,1.5195979650549796e-06,2.1632760060388188e-09,1.0298404983025346e-06,3.4002078822037334e-05,1.6641689114912938e-11,9.4384506400948621e-10,5.1351568935006967e-14
1.773262172127399e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31082647566002369,0.11204202673049034,0.011609465598391214,3.2650901176703981e-09,2.7865073849849143e-09,0.0023862055585718877,0.0012431534711077688,5.1327186711849501e-12,1.0390239664556093e-14,1.6516154966980839e-07,1.1569110189018078e-23,2.3964665877730742e-07,1.100759551731306e-18,5.8124097281118657e-16,3.8323189049064571e-13,1.3812735396709413e-15,8.121325719426452e-13,4.1661192852257575e-17,0.0053819198811971627,0.021179999641392801,8.7020131579576388e-09,0.00014216201157839226,2.9671653606835396e-12,1.2286617563785862e-07,1.5263586690670234e-06,2.1788356911049085e-09,1.0386110028615572e-06,3.430631710541775e-05,1.6850023741922166e-11,9.5213787459122608e-10,5.1966429520148076e-14
1.7817378285692644e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31076642646388009,0.11203345669206126,0.01157408644837811,3.3170414455545387e-09,2.8285090328268242e-09,0.0024057440206661763,0.0012531646359728605,5.1948342614040831e-12,1.0594673862101967e-14,1.6575924606242917e-07,1.1847207261667996e-23,2.405072301409982e-07,1.1172775637647808e-18,5.8993826239176098e-16,3.8771334136469604e-13,1.3994911372931121e-15,8.1746452933301097e-13,4.2503333398295213e-17,0.0053804631457396437,0.021240738696752273,8.7261637398689333e-09,0.00014263939902245732,2.9951611528630528e-12,1.2379424970146267e-07,1.5324457834216349e-06,2.1928445883038252e-09,1.0465232092868427e-06,3.4580832649213912e-05,1.7038694386936158e-11,9.5962006760663928e-10,5.2522623068770951e-14
1.7893659193669433e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31071260908775961,0.1120257187316466,0.011542349019303498,3.3642603199150513e-09,2.866660184999337e-09,0.0024233725128129657,0.0012621967049752198,5.2510835217400585e-12,1.0781204079111516e-14,1.6629593060257758e-07,1.2101921189120804e-23,2.4128060315264891e-07,1.1322790526910416e-18,5.9783454002950464e-16,3.9177067249388013e-13,1.4160117165790051e-15,8.2225784013719148e-13,4.3272031987530998e-17,0.0053791549702020157,0.021295174197679175,8.747800274733286e-09,0.00014306832553623151,3.0204975522444036e-12,1.2463208119727038e-07,1.5379262102668945e-06,2.2054565886407713e-09,1.0536592985255709e-06,3.482846132493533e-05,1.7209444942666778e-11,9.6636907355944155e-10,5.3025472703264736e-14
1.7969940101646221e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31065900579869576,0.11201795726940747,0.011510709543154815,3.4119193031710636e-09,2.9051438159353327e-09,0.0024410423690372669,0.0012712495335381437,5.3076598334106452e-12,1.0970160772278442e-14,1.6683144190875921e-07,1.2360879728298377e-23,2.4205289864708325e-07,1.147409134858936e-18,6.0579607723213835e-16,3.9585076423481384e-13,1.4326507476075132e-15,8.2704588284638602e-13,4.4051026696917913e-17,0.0053778495191474712,0.021349393017728969,8.7693434047854707e-09,0.00014349657070288841,3.0459670272557644e-12,1.2547234074913626e-07,1.5434085672600204e-06,2.2180721939950611e-09,1.0608096210591434e-06,3.5076622168360642e-05,1.7381092353437124e-11,9.7313224598248408e-10,5.3530470973398812e-14
1.804622100962301e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31060561576085005,0.11201017241295537,0.011479167646231971,3.4600201051376368e-09,2.9439610904957222e-09,0.0024587533945859795,0.0012803230236805973,5.3645631837862298e-12,1.1161563956521432e-14,1.6736578342521925e-07,1.2624132401657609e-23,2.4282412010265549e-07,1.1626682275827548e-18,6.1382302580338485e-16,3.9995361604155672e-13,1.4494084947841453e-15,8.3182855834247501e-13,4.4840405546007259e-17,0.0053765467830017063,0.02140339600235068,8.7907934890696597e-09,0.00014392413723052764,3.0715698349622465e-12,1.2631502664800013e-07,1.5488928666300695e-06,2.2306912344227546e-09,1.0679741047444819e-06,3.532531249643705e-05,1.7553636339575208e-11,9.7990951334853493e-10,5.4037611062285532e-14
1.8122501917599798e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3105524381425141,0.11200236426941565,0.011447722956699109,3.5085644280804221e-09,2.9831131685839225e-09,0.0024765053955841014,0.0012894170778628494,5.4217935553578359e-12,1.1355433707026373e-14,1.6789895857054341e-07,1.2891729041010638e-23,2.4359427097248303e-07,1.1780567460430187e-18,6.2191553585435605e-16,4.0407922706421456e-13,1.4662852211536457e-15,8.3660576875757103e-13,4.5640256838706861e-17,0.0053752467522349091,0.021457183992823162,8.8121508849867661e-09,0.00014435102780816679,3.0973062316201168e-12,1.2716013720032597e-07,1.5543791205596899e-06,2.2433135413310174e-09,1.0751526778328922e-06,3.5574529640871175e-05,1.7727076611494562e-11,9.8670080452332423e-10,5.4546886130684582e-14
1.8198782825576587e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31049947211608242,0.11199453294543039,0.011416375104572636,3.5575539666998989e-09,3.0226012051444383e-09,0.0024942981790297735,0.0012985315989839988,5.4793509257805622e-12,1.1551790158932237e-14,1.6843097073806526e-07,1.3163719787259976e-23,2.4436335468480066e-07,1.1935751032871763e-18,6.3007375580770247e-16,4.0822759615173137e-13,1.4832811884057055e-15,8.4137741746225994e-13,4.6450669161821931e-17,0.0053739494173614928,0.021510757826281555,8.8334159483039917e-09,0.00014477724510596147,3.1231764726220157e-12,1.2800767072713492e-07,1.5598673411900574e-06,2.2559389474671035e-09,1.0823452689657191e-06,3.5824270948025742e-05,1.7901412869690754e-11,9.9350604876280002e-10,5.5058289317229028e-14
1.8275063733553375e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31044671685802749,0.11198667854716091,0.011385123721709483,3.6069904081169644e-09,3.0624263501620354e-09,0.0025121315527894196,0.0013076664903795565,5.5372352679161056e-12,1.1750653507018812e-14,1.689618232962544e-07,1.3440155090107782e-23,2.4513137464330112e-07,1.2092237102303186e-18,6.3829783240192056e-16,4.1239872185467724e-13,1.5003966568805964e-15,8.4614340905409019e-13,4.7271731383596804e-17,0.0053726547689398425,0.02156411833574317,8.8545890331643709e-09,0.00014520279177542209,3.1491808125857406e-12,1.2885762556855709e-07,1.565357540601898e-06,2.2685672869088404e-09,1.0895518071810013e-06,3.6074533778817866e-05,1.8076644805013738e-11,1.0003251757104494e-09,5.5571813739428816e-14
1.8351344641530164e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.310394171548873,0.11197880118029042,0.011353968441795257,3.6568754318580983e-09,3.1025897486606813e-09,0.0025300053255928458,0.001316821655818993,5.5954465498756284e-12,1.1952044005395174e-14,1.6949151958911205e-07,1.372108570777482e-23,2.4589833422747842e-07,1.2250029756559662e-18,6.4658791069559714e-16,4.165926024280315e-13,1.5176318855748325e-15,8.5090364934598673e-13,4.8103532652256792e-17,0.0053713627975720407,0.02161726635013363,8.8756704920961755e-09,0.00014562767044962744,3.1753195054992982e-12,1.2971000008263258e-07,1.5708497308276673e-06,2.2811983950547369e-09,1.0967722219082744e-06,3.6325315508617417e-05,1.825277209900249e-11,1.0071581153946105e-09,5.608745249480251e-14
1.8427625549506952e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31034183537316928,0.111970900950027,0.011322908900332685,3.7072107098417381e-09,3.1430925407031535e-09,0.0025479193070284539,0.0013259969995033621,5.6539847350615875e-12,1.2155981967188062e-14,1.7002006293654585e-07,1.4006562706689981e-23,2.4666423679295622e-07,1.2409133062169344e-18,6.549441340718303e-16,4.2080923583391523e-13,1.5349871321467515e-15,8.5565804535493758e-13,4.8946162394550972e-17,0.0053700734939036206,0.021670202694312368,8.8966606760217326e-09,0.00014605188374344199,3.2015928043857386e-12,1.3056479263574536e-07,1.5763439238649077e-06,2.2938321086114171e-09,1.1040064429471645e-06,3.6576613527147126e-05,1.8429794423351637e-11,1.0140047982257994e-09,5.6605198659598528e-14
1.850390645748374e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31028970751946716,0.11196297796110592,0.011291944734629912,3.7579979063639924e-09,3.1839358613903192e-09,0.0025658733075384038,0.0013351924260628885,5.7128497822100472e-12,1.2362487764227446e-14,1.7054745663475398e-07,1.4296637461193084e-23,2.4742908567181794e-07,1.2569551064363361e-18,6.6336664424256098e-16,4.2504861974427574e-13,1.5524626529221241e-15,8.6040650529058557e-13,4.9799710314295182e-17,0.0053687868486232996,0.021722928189098444,8.9175599342671012e-09,0.000146475434253709,3.2280009611391535e-12,1.3142200161073828e-07,1.5818401316506056e-06,2.306468265583802e-09,1.1112544004820812e-06,3.6828425238382091e-05,1.8607711439782555e-11,1.0208651549940551e-09,5.7125045288725901e-14
1.857255927466285e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31024296989898781,0.11195582789860958,0.011264158233453109,3.8040941429731643e-09,3.2209869361623283e-09,0.00258206596832061,0.0013434854023455264,5.7661077537891911e-12,1.2550555365079793e-14,1.7102113071854247e-07,1.4561678530033746e-23,2.4811655149598375e-07,1.2715054658147712e-18,6.7100369438731578e-16,4.2888351478914302e-13,1.5682936668477016e-15,8.6467496897755043e-13,5.057731284610941e-17,0.0053676311331316518,0.021770201533346148,8.9362918126709992e-09,0.00014685606516493923,3.2518838140588225e-12,1.3219555442021791e-07,1.5867884510894074e-06,2.3178427631333285e-09,1.1177892496003085e-06,3.7055492851549546e-05,1.8768601430657133e-11,1.0270511104034533e-09,5.7594697400279462e-14
1.8624971633038366e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3102074012775709,0.11195035694428419,0.011242996529995353,3.8395339436845483e-09,3.2494600329796621e-09,0.0025944497377641757,0.0013498274539556784,5.8069452317417826e-12,1.2695554331063625e-14,1.713821292322317e-07,1.4766580246272856e-23,2.4864081969574073e-07,1.2826858866710113e-18,6.7687041120163012e-16,4.3182363181048171e-13,1.5804455406413306e-15,8.6793036159715945e-13,5.1177009225739643e-17,0.0053667502530727745,0.021806177779362702,8.9505432614494794e-09,0.00014714629550000984,3.2701907384934163e-12,1.3278743211357588e-07,1.5905673101763661e-06,2.3265276905984648e-09,1.1227856403865177e-06,3.7229123039748975e-05,1.8891918882937909e-11,1.031781107994674e-09,5.7954387278063366e-14
1.8677383991413882e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31017193002287152,0.11194487537245848,0.01122187941450772,3.8751891121180974e-09,3.2780952696131999e-09,0.0026068521706026741,0.0013561788711695822,5.8479369614401955e-12,1.2841790584776344e-14,1.7174258897002784e-07,1.497371598566785e-23,2.4916459446776884e-07,1.2939288640515411e-18,6.8276859160569335e-16,4.3477448592277477e-13,1.5926545063041692e-15,8.711828422268444e-13,5.1781970255316548e-17,0.0053658706167641363,0.021842055476834037,8.9647522072707769e-09,0.00014743621606702528,3.2885616361124885e-12,1.3338044866979009e-07,1.5943471349065878e-06,2.3352135765371031e-09,1.1277884317607115e-06,3.7402992603110646e-05,1.9015658288747304e-11,1.0365174773606294e-09,5.8315060267759729e-14
1.8724555113951846e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3101400889282474,0.1119399329075047,0.011202912037675199,3.9074633423077177e-09,3.304005911905721e-09,0.0026180302673114498,0.001361903129072713,5.884961388160389e-12,1.2974466608913768e-14,1.7206654294338901e-07,1.5162062295490395e-23,2.4963557075429674e-07,1.3041011360281001e-18,6.8810389181123545e-16,4.3743943395227817e-13,1.6036914564613135e-15,8.7410756150249137e-13,5.2330960757855945e-17,0.0053650800050354759,0.021874261361966112,8.9775040106932567e-09,0.00014769688040577474,3.3051502080392824e-12,1.3391513688033273e-07,1.5977498059475083e-06,2.3430316511155259e-09,1.132296398131025e-06,3.7559679192753536e-05,1.9127384425451373e-11,1.0407856394443562e-09,5.864050464090507e-14
1.877172623648981e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31010832630292046,0.11193498189379202,0.011183980599350912,3.9399128369389732e-09,3.3300484448652764e-09,0.0026292233883097598,0.0013676349262939922,5.9221107296769528e-12,1.3108155114214581e-14,1.7239006211119254e-07,1.5352244383705753e-23,2.5010614898529388e-07,1.3143242767703994e-18,6.9346474517464697e-16,4.4011307733414833e-13,1.6147747765357135e-15,8.7702987841722223e-13,5.2884260918894826e-17,0.0053642903961755159,0.021906387825124655,8.9902215581755886e-09,0.00014795729509608756,3.3217907228346642e-12,1.3445074679360409e-07,1.6011532650332475e-06,2.3508504235653745e-09,1.1368095148302719e-06,3.7716558406427695e-05,1.9239452159033305e-11,1.0450589288106999e-09,5.8966741834155052e-14
1.8818897359027775e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31007664195937484,0.11193002235557017,0.011165085015739727,3.9725379810590721e-09,3.3562231313958097e-09,0.0026404314897067395,0.0013733742407508133,5.9593849711730029e-12,1.3242860982358318e-14,1.7271314722766747e-07,1.5544274740238028e-23,2.5057632992350857e-07,1.3245983795729058e-18,6.9885118336322011e-16,4.4279541520368261e-13,1.6259045256771821e-15,8.7994977255634789e-13,5.3441892254408431e-17,0.0053635017880296057,0.021938435055997643,9.0029049305777495e-09,0.00014821746073263962,3.3384832392527226e-12,1.3498727804580198e-07,1.6045575149319356e-06,2.3586698569927724e-09,1.1413277657682276e-06,3.7873629645782922e-05,1.935186139943272e-11,1.0493373295072228e-09,5.9293770184918635e-14
1.886606848156574e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31004503571065939,0.11192505431702185,0.011146225203301446,4.005339158591039e-09,3.3825302336759297e-09,0.0026516545277325983,0.0013791210504214353,5.9967840971820567e-12,1.3378589103360572e-14,1.7303579904385939e-07,1.5738165899760538e-23,2.5104611432849124e-07,1.3349235374196604e-18,7.0426323780357777e-16,4.4548644665587183e-13,1.6370807628450849e-15,8.8286722367075889e-13,5.4003876319716064e-17,0.0053627141784492105,0.021970403243702266,9.0155542085335489e-09,0.00014847737790762804,3.3552278160524992e-12,1.3552473027481139e-07,1.6079625584086053e-06,2.3664899146860596e-09,1.1458511349086384e-06,3.8030892314475144e-05,1.946461205550157e-11,1.0536208256349159e-09,5.9621588028667957e-14
1.8913239604103704e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3100135073703863,0.111920077802263,0.011127401078749818,4.0383167523327316e-09,3.408970013158989e-09,0.0026628924587382063,0.0013848753333447878,6.0343080915916465e-12,1.3515344375545092e-14,1.7335801830766137e-07,1.5933930441662588e-23,2.5151550295661943e-07,1.3452998429844116e-18,7.097009396821006e-16,4.4818617074563547e-13,1.6483035468088306e-15,8.8578221167595974e-13,5.4570234709349795e-17,0.0053619275652918852,0.022002292576787111,9.0281694724514587e-09,0.00014873704721078917,3.3720245118426699e-12,1.3606310312024297e-07,1.611368398221597e-06,2.3743105601146157e-09,1.1503796062671798e-06,3.8188345818157877e-05,1.9577704034722203e-11,1.0579094013479753e-09,5.9950193698180495e-14
1.8960410726641668e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30998205675272833,0.11191509283534287,0.011108612559051517,4.0714711439558857e-09,3.4355427305731653e-09,0.0026741452391946825,0.0013906370676202615,6.0719569376468994e-12,1.365313170551595e-14,1.7367980576384329e-07,1.6131580990015626e-23,2.5198449656112445e-07,1.3557273886307491e-18,7.1516431994535637e-16,4.5089458648805987e-13,1.659572936148356e-15,8.8869471665110626e-13,5.5140989056923285e-17,0.005361141946421252,0.02203410324323438,9.0407508025153748e-09,0.00014899646922941431,3.3888733850197416e-12,1.3660239622511653e-07,1.6147750371181547e-06,2.3821317569280012e-09,1.1549131639145787e-06,3.8345989564473752e-05,1.9691137243119567e-11,1.0622030408535762e-09,6.0279585523325404e-14
1.9007581849179633e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30995068367241663,0.11191009944024458,0.011089859561425193,4.1048027140052143e-09,3.4622486459215592e-09,0.0026854128256929765,0.001396406231407496,6.1097306179541014e-12,1.379195600812999e-14,1.7400116215408191e-07,1.6331130213538747e-23,2.5245309589211598e-07,1.3662062664122472e-18,7.2065340930053356e-16,4.5361169285862837e-13,1.670888989254616e-15,8.9160471883805157e-13,5.5716161035000629e-17,0.005360357319706981,0.022065835430462061,9.053298278685454e-09,0.00014925564454836736,3.4057744940267019e-12,1.3714260923411116e-07,1.6181824778421704e-06,2.3899534689555223e-09,1.1594517919752678e-06,3.850382296304597e-05,1.980491158573476e-11,1.0665017284116491e-09,6.0609761832372736e-14
1.9054752971717597e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30991938794473922,0.11190509764088488,0.011071142003340471,4.1383118418975323e-09,3.489088018482322e-09,0.0026966951749434688,0.0014021828029261822,6.1476291144842338e-12,1.3931822206469389e-14,1.7432208821698977e-07,1.6532590825563365e-23,2.5292130169660675e-07,1.3767365680726127e-18,7.2616823821587968e-16,4.5633748879344544e-13,1.682251764330062e-15,8.9451219864040007e-13,5.6295772354965292e-17,0.005359573683024762,0.022097489325326073,9.0658119806988831e-09,0.00014951457375010058,3.4227278971744676e-12,1.3768374179319396e-07,1.6215907231321263e-06,2.3977756602049564e-09,1.1639954746242407e-06,3.8661845425469941e-05,1.9919026966293984e-11,1.0708054483346521e-09,6.0940720951101598e-14
1.9101924094255564e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30988816938553793,0.11190008746111485,0.011052459802516967,4.1719989059208932e-09,3.5160611068087659e-09,0.0027079922437755551,0.0014079667604558585,6.1856524085764834e-12,1.407273523181388e-14,1.7464258468814395e-07,1.6735975583997507e-23,2.533891147185375e-07,1.3873183850458359e-18,7.3170883692114099e-16,4.590719731894622e-13,1.693661319389127e-15,8.9741713662256563e-13,5.6879844766889078e-17,0.0053587910342562913,0.022129065114122427,9.0782919880706153e-09,0.00014977325741466821,3.4397336525054525e-12,1.3822579355206778e-07,1.624999775715025e-06,2.4055982948615585e-09,1.1685441960909433e-06,3.8820056365304992e-05,2.0033483286977071e-11,1.0751141849873544e-09,6.1272461202193285e-14
1.914909521679353e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.309857027811207,0.11189506892471977,0.011033812876923331,4.2058642832337574e-09,3.5431681687295153e-09,0.0027193039891372484,0.0014137580823357036,6.2238004809417568e-12,1.4214700023613289e-14,1.7496265230011458e-07,1.6941297291289587e-23,2.5385653569880081e-07,1.397951808456345e-18,7.3727523540800319e-16,4.6181514490470715e-13,1.7051177122587034e-15,9.0031951350883407e-13,5.746840005940128e-17,0.0053580093712892437,0.022160562982589414,9.0907383800942405e-09,0.0001500316961197449,3.4567918181511001e-12,1.3876876416212741e-07,1.6284096383139284e-06,2.4134213372878703e-09,1.1730979406584557e-06,3.8978455198065905e-05,2.0148280449089239e-11,1.0794279227866194e-09,6.1604980907080595e-14
1.9196266339331493e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30982596303869059,0.1118900420554195,0.011015201144776283,4.2399083498641728e-09,3.5704094613486344e-09,0.0027306303680947712,0.0014195567469643376,6.2620733116661629e-12,1.435772152946022e-14,1.7528229178249321e-07,1.714856879439185e-23,2.5432356537526527e-07,1.4086369291191617e-18,7.4286746343053741e-16,4.6456700275850991e-13,1.7166210005786264e-15,9.0321931018243174e-13,5.8061460059557639e-17,0.0053572286920172503,0.022191983115909704,9.1031512358427343e-09,0.00015028989044064224,3.4739024521397007e-12,1.3931265327549409e-07,1.6318203136473937e-06,2.4212447520224277e-09,1.177656692659017e-06,3.9137041341214762e-05,2.0263418352702542e-11,1.0837466462011694e-09,6.1938278384982354e-14
1.9243437461869457e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30979497488548097,0.11188500687686868,0.010996624524539624,4.274131480708969e-09,3.5977852410457914e-09,0.00274197133783215,0.0014253627327996236,6.300470880214485e-12,1.4501804705062254e-14,1.7560150386192051e-07,1.7357802984723168e-23,2.5479020448279869e-07,1.4193738375400661e-18,7.4848555050564443e-16,4.6732754553172491e-13,1.728171241802148e-15,9.0611650768459753e-13,5.8659046632709705e-17,0.005356448994339888,0.022223325698712462,9.115530634169135e-09,0.00015054784095032059,3.4910656121529806e-12,1.3985746054845694e-07,1.6352318044225261e-06,2.4290685037785475e-09,1.1822204364786512e-06,3.9295814214152673e-05,2.0378896896201624e-11,1.0880703397513824e-09,6.2272351951686853e-14
1.929060858440742e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30976406316961586,0.11187996341265702,0.010978082934923309,4.3085340495330072e-09,3.6252957634764193e-09,0.0027533268556508236,0.0014311760183584592,6.3389931654336357e-12,1.4646954514214603e-14,1.7592028926211394e-07,1.7569012798131401e-23,2.5525645375329199e-07,1.4301626239157612e-18,7.5412952591350485e-16,4.7009677196695229e-13,1.7397684931964129e-15,9.0901108721366192e-13,5.9261181682373969e-17,0.0053556702761626378,0.022254590915075499,9.1278766537074552e-09,0.00015080554821940694,3.5082813560119653e-12,1.4040318563919769e-07,1.63864411334183e-06,2.4368925574444297e-09,1.186789156557281e-06,3.9454773238211503e-05,2.049471597722006e-11,1.0923989880090752e-09,6.2607199922119786e-14
1.9337779706945386e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30973322770967693,0.11187491168630938,0.010959576294882471,4.3431164289684369e-09,3.6529412835718919e-09,0.0027646968789692338,0.0014369965822165856,6.3776401455560905e-12,1.479317592877323e-14,1.7623864870389493e-07,1.778221121485517e-23,2.5572231391568215e-07,1.4410033781340444e-18,7.5979941869803157e-16,4.7287468076876179e-13,1.7514128118429371e-15,9.1190303012413157e-13,5.9867887150101249e-17,0.0053548925353968822,0.022285778948527374,9.1401893728734773e-09,0.00015106301281621153,3.5255497414834881e-12,1.4094982820581062e-07,1.6420572431038883e-06,2.4447168780818773e-09,1.1913628373824607e-06,3.9613917836645772e-05,2.061087549229348e-11,1.096732575597267e-09,6.2942820609416031e-14
1.938495082948335e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30970246832478759,0.11186985172128602,0.010941104523616487,4.3778789905139546e-09,3.6807220555397108e-09,0.0027760813653224395,0.0014428244030083859,6.4164117982033075e-12,1.4940473928626873e-14,1.7655658290521588e-07,1.7997411259485173e-23,2.561877856959745e-07,1.4518961897739815e-18,7.6549525766732122e-16,4.756612706039099e-13,1.7631042546380764e-15,9.1479231792577622e-13,6.0479185015346078e-17,0.0053541157699598758,0.022316889982049459,9.1524688698652449e-09,0.0001513202353067387,3.5428708258798979e-12,1.4149738791101375e-07,1.645471196396157e-06,2.4525414309247468e-09,1.1959414634945762e-06,3.9773247434624649e-05,2.0727375336055856e-11,1.1010710871899865e-09,6.3279212322747835e-14
1.9432121952021315e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30967178483461055,0.11186478354098299,0.010922667540568018,4.4128221045341185e-09,3.7086383328636963e-09,0.002787480272361711,0.0014486594594266839,6.4553081003891299e-12,1.508885350166975e-14,1.7687409258118654e-07,1.8214626000925006e-23,2.5665286981726587e-07,1.4628411481060839e-18,7.7121707139411253e-16,4.7845654010156126e-13,1.7748428782935001e-15,9.1767893228272487e-13,6.1095097295336193e-17,0.0053533399777747261,0.022347924198078066,9.1647152226640985e-09,0.00015157721625470443,3.5602446667106773e-12,1.4204586441988981e-07,1.6488859759009231e-06,2.4603661813794124e-09,1.2005250194885955e-06,3.9932761459223688e-05,2.0844215402519114e-11,1.1054145075120573e-09,6.3616373370820049e-14
