Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH2X(27),CHX(28),CX(26),H2X(49),CH3OO(77),C2H4(47),HOX(22),H2OX(23),OCX(25),COX(50),CH4OX(60),C2H6X(52),C2H4X(206),C2H4X(65),CH2OH(40),CH2OX(54),acetyl(43)
9.026652307921442e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45187989068248385,0.11823854444544425,0.022819736636205311,0.0,3.1243718292141801e-12,2.998511679335157e-08,1.8200887494512356e-11,1.7564938198846074e-12,1.9920389465253902e-20,7.9750646119246861e-06,4.9415519346601794e-24,7.8655335975606902e-06,3.6239178455688548e-17,1.1224859363266903e-15,9.0778495951350857e-21,1.9783581606632996e-22,1.7291397087339236e-09,2.4840963610608265e-17,0.00042338752290528559,3.660221980271567e-06,2.7929925220135011e-07,1.3749292871055812e-09,6.3011085311659583e-13,7.7934791199703807e-12,5.7546956099525787e-08,9.1768720418155627e-11,4.4976025715607094e-11,3.0184997292428501e-17,5.1297272012254831e-11,6.2308965211721313e-16,1.6013755458477807e-15,5.6799286855714112e-17,1.2468419331869461e-20,9.8309529149375901e-16,1.4824676021456334e-20,7.1498291333321673e-24,3.1730949883789977e-20,6.5808220542970763e-24,3.6225632313150251e-22
9.072228639833488e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45187780876533062,0.11823642435460842,0.022819736521939662,0.0,3.1743941665115402e-12,3.0286514865199345e-08,1.8415155440965349e-11,1.7832175509688461e-12,2.0504421613833457e-20,8.0153427649716983e-06,5.0780928905650798e-24,7.9047411087524214e-06,3.6858309311334172e-17,1.1459928579563109e-15,9.2606430196552009e-21,2.0125846051917022e-22,1.7481244624856399e-09,2.5383033109579731e-17,0.00042546697118241649,3.6604304955762034e-06,2.8119405793820815e-07,1.3774810051321848e-09,6.3128035550604173e-13,7.8850238908677625e-12,5.7908220855578466e-08,9.3105011653250364e-11,4.5204689793513769e-11,3.0882697337901241e-17,5.1606843015100806e-11,6.2830666213514597e-16,1.6116070090305013e-15,5.7471699927808272e-17,1.2730592412820837e-20,1.0022391288578517e-15,1.5248848457911322e-20,7.3058331482875981e-24,3.2492543301798069e-20,6.8025822051162898e-24,3.6837729112802814e-22
9.117804971745535e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45187572742545468,0.11823430483769259,0.022819736411587657,0.0,3.2249583035514481e-12,3.058939972125346e-08,1.8630777629476676e-11,1.8102108088479217e-12,2.1102433108118859e-20,8.0556210222324282e-06,5.217658435543461e-24,7.9439436054567261e-06,3.7484589996785811e-17,1.1698724557756713e-15,9.4460803904914172e-21,2.0472118490043943e-22,1.7672231780668093e-09,2.5934017309198537e-17,0.00042754584476605267,3.660631067074676e-06,2.8309354322678552e-07,1.3800327108679254e-09,6.3244985340034675e-13,7.977349555272502e-12,5.8270152240385714e-08,9.4453632202188646e-11,4.54333544692871e-11,3.1592603164811442e-17,5.1917093661152767e-11,6.3355525409485089e-16,1.6218556705568495e-15,5.8148380753106045e-17,1.2996937869348114e-20,1.0216531465434759e-15,1.5682780576229306e-20,7.4644021377126165e-24,3.3268292220039881e-20,7.0306008582309074e-24,3.7456868404918707e-22
9.163381303657581e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45187364666242263,0.11823218589453784,0.022819736305011443,0.0,3.2760674702447179e-12,3.0893771078913383e-08,1.8847756222025712e-11,1.8374749426994585e-12,2.1714683054462166e-20,8.0958993836455694e-06,5.3602990112063321e-24,7.9831410887372437e-06,3.8118062952854774e-17,1.1941288035950854e-15,9.6341849997468006e-21,2.0822424019336459e-22,1.7864361025176051e-09,2.6494014874437365e-17,0.00042962414381516852,3.6608239701931469e-06,2.8499770712447162e-07,1.3825844050545983e-09,6.3361934714700086e-13,8.0704598831125277e-12,5.8632750239224934e-08,9.5814627952172481e-11,4.5662019742413072e-11,3.2314859274537961e-17,5.2228026054720461e-11,6.3883559849579475e-16,1.6321215944710763e-15,5.882933608135137e-17,1.3267501456983796e-20,1.0413396889121154e-15,1.6126642135387928e-20,7.6255644738649324e-24,3.4058383146506314e-20,7.265019984967357e-24,3.8083095518841666e-22
9.208957635569627e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45187156647581056,0.11823006752498529,0.022819736202077934,0.0,3.3277249037022119e-12,3.1199628656028112e-08,1.9066093388484103e-11,1.8650113016549694e-12,2.2341433963498367e-20,8.1361778491498729e-06,5.5060656236118665e-24,8.0223335596573515e-06,3.8758770625972271e-17,1.2187660013589879e-15,9.8249802165322294e-21,2.1176787776458505e-22,1.8057634836358802e-09,2.7063125027838471e-17,0.00043170186848869328,3.6610094708339582e-06,2.8690654868837705e-07,1.3851360884081829e-09,6.3478883708339854e-13,8.1643586520225582e-12,5.8996014837553331e-08,9.718804465769845e-11,4.5890685612382174e-11,3.3049611049139785e-17,5.2539642241460787e-11,6.4414786562117759e-16,1.6424048362258856e-15,5.9514572687822957e-17,1.3542329225234149e-20,1.0613011072329372e-15,1.6580604886772274e-20,7.7893486890486978e-24,3.4863004058378812e-20,7.5059839784687231e-24,3.8716455887391817e-22
9.254533967481673e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45186948686520362,0.11822794972887617,0.02281973610265867,0.0,3.3799338482544166e-12,3.1506972170896325e-08,1.9285791306410297e-11,1.8928212347998817e-12,2.2982951776889289e-20,8.1764564186841473e-06,5.6550098464616307e-24,8.0615210192801637e-06,3.940675546813517e-17,1.243788175221282e-15,1.0018489486879136e-20,2.1535234936557768e-22,1.8252055699556657e-09,2.7641447549575574e-17,0.00043377901894551049,3.6611878257028747e-06,2.8882006697532619e-07,1.3876877616197234e-09,6.3595832353386093e-13,8.2590496465951823e-12,5.935994602100199e-08,9.857392794092017e-11,4.6119352078689393e-11,3.3797004751471824e-17,5.2851944209762516e-11,6.4949222555179639e-16,1.6527054546423796e-15,6.0204097372708121e-17,1.3821467518425279e-20,1.0815397596487903e-15,1.7044842586078013e-20,7.9557834756279098e-24,3.5682344406692224e-20,7.7536396810998619e-24,3.9356995046901191e-22
9.300110299393719e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45186740783019624,0.11822583250605166,0.022819736006629596,0.0,3.4326975554704519e-12,3.1815801342266484e-08,1.9506852160860684e-11,1.920906091173566e-12,2.3639505894152207e-20,8.216735092187242e-06,5.8071838242969996e-24,8.1007034686685238e-06,4.0062059936853814e-17,1.269199477620654e-15,1.0214736333652217e-20,2.1897790713404613e-22,1.8447626107261663e-09,2.8229082777515366e-17,0.00043585559534445849,3.6613592826252214e-06,2.9073826104184937e-07,1.3902394253561889e-09,6.3712780681165309e-13,8.3545366588904554e-12,5.9724543775369206e-08,9.9972323292010067e-11,4.6348019140834033e-11,3.4557187525299529e-17,5.3164933892104337e-11,6.5486884817963309e-16,1.6630235111620046e-15,6.0897916960489011e-17,1.4104962976548825e-20,1.102058011142366e-15,1.7519531005213589e-20,8.1248976860424049e-24,3.6516595121005035e-20,8.0081364120023212e-24,4.0004758636959812e-22
9.345686631305765e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45186532937039114,0.11822371585635305,0.022819735913870955,0.0,3.4860192841765516e-12,3.2126115889336929e-08,1.9729278144217521e-11,1.9492672197693632e-12,2.4311369199573381e-20,8.2570138695980655e-06,5.9626402756957584e-24,8.1398809088850024e-06,4.0724726495101399e-17,1.2950040873558564e-15,1.0413744356462884e-20,2.2264480359527467e-22,1.8644348558912649e-09,2.8826131607278492e-17,0.00043793159784433038,3.6615240808512979e-06,2.9266112994417544e-07,1.3927910802612995e-09,6.3829728722191168e-13,8.4508234888445931e-12,6.0089808086613853e-08,1.0138327606952005e-10,4.657668679831965e-11,3.5330307395412099e-17,5.3478613166386676e-11,6.6027790322117549e-16,1.6733590562916704e-15,6.1596038299340938e-17,1.4392862536107312e-20,1.1228582335025215e-15,1.8004847944201513e-20,8.2967203328218648e-24,3.7365948614076942e-20,8.2696259947988866e-24,4.0659792400614479e-22
9.391262963217812e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45186325148539952,0.11822159977962168,0.022819735824267141,0.0,3.5399023004740092e-12,3.2437915531756079e-08,1.9953071455993144e-11,1.9779059695346126e-12,2.4998818089206494e-20,8.297292750855579e-06,6.1214324964688799e-24,8.1790533409919111e-06,4.1394797611265076e-17,1.3212062096609556e-15,1.0615537231582842e-20,2.2635329166344772e-22,1.8842225560695113e-09,2.9432695492300099e-17,0.00044000702660387374,3.6616824513514056e-06,2.9458867273822621e-07,1.3953427269563246e-09,6.3946676505752719e-13,8.5479139432414852e-12,6.0455738940850751e-08,1.0280683150074136e-10,4.6805355050653954e-11,3.6116513267734589e-17,5.3792983857237382e-11,6.6571956023046954e-16,1.6837121435577681e-15,6.2298468260543795e-17,1.4685213430959103e-20,1.1439428052907655e-15,1.8500973243078745e-20,8.471280588598211e-24,3.8230598786553667e-20,8.5382627854479047e-24,4.1322142184474094e-22
9.43683929512986e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45186117417484079,0.11821948427569888,0.022819735737706532,0.0,3.594349877756612e-12,3.2751199989622494e-08,2.0178234302648943e-11,2.0068236893706736e-12,2.5702132497956277e-20,8.3375717358987808e-06,6.2836143628574933e-24,8.2182207660512968e-06,4.2072315759098559e-17,1.3478100762805481e-15,1.0820138711857462e-20,2.3010362464293481e-22,1.9041259625345884e-09,3.0048876443890025e-17,0.00044208188178179118,3.6618346171008409e-06,2.9652088847961017e-07,1.3978943660408578e-09,6.4063624060075058e-13,8.6458118362067937e-12,6.0822336324344375e-08,1.0424303468206346e-10,4.7034023897348748e-11,3.6915954929438653e-17,5.4108047737291449e-11,6.7119398861190826e-16,1.6940828325255299e-15,6.3005213737905344e-17,1.4982063193162946e-20,1.1653141118079026e-15,1.9008088793796066e-20,8.6486077861214146e-24,3.9110741031658502e-20,8.8142037002472817e-24,4.1991853938339479e-22
9.482415627041907e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45185909743834179,0.11821736934442606,0.02281973565408138,0.0,3.6493652967275769e-12,3.3065968983484995e-08,2.040476889744066e-11,2.0360217281329621e-12,2.6421595926747385e-20,8.3778508246667236e-06,6.4492403347300357e-24,8.2573831851249359e-06,4.2757323417676392e-17,1.3748199455449328e-15,1.1027572626619904e-20,2.3389605622954352e-22,1.9241453271962563e-09,3.067477703129246e-17,0.00044415616353674005,3.6619807933551905e-06,2.9845777622361555e-07,1.4004459980935588e-09,6.4180571412779594e-13,8.7445209899728206e-12,6.1189600223502639e-08,1.05691930579332e-10,4.7262693337919763e-11,3.772878304905224e-17,5.4423806528445172e-11,6.7670135763275591e-16,1.7044711692428914e-15,6.3716281647196169e-17,1.5283459653822128e-20,1.1869745450608429e-15,1.9526378552116534e-20,8.8287314182736761e-24,4.0006572239890953e-20,9.09760824398813e-24,4.2668973715397472e-22
9.527991958953954e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45185702127553695,0.1182152549856447,0.02281973557328764,0.0,3.7049518454159942e-12,3.3382222234342821e-08,2.0632677460232716e-11,2.0655014346309677e-12,2.715749546977859e-20,8.4181300170985123e-06,6.6183654587795851e-24,8.2965405992743333e-06,4.3449863071349671e-17,1.4022401024452517e-15,1.1237862881605485e-20,2.3773084051173872e-22,1.9442809025817549e-09,3.1310500381745335e-17,0.00044622987202733264,3.6621211879162461e-06,3.0039933502520605e-07,1.4029976236728765e-09,6.4297518590346751e-13,8.844045233521862e-12,6.1557530624873004e-08,1.0715356402820607e-10,4.7491363371886626e-11,3.8555149176568088e-17,5.4740261903084882e-11,6.8224183643541582e-16,1.7148772014074581e-15,6.4431678925597208e-17,1.5589450943928108e-20,1.2089265037295671e-15,2.005602854951295e-20,9.0116811380807703e-24,4.0918290803731855e-20,9.3886385382581407e-24,4.3353547672443629e-22
9.573568290866001e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45185494568606815,0.11821314119919628,0.022819735495224893,0.0,3.7611128191927934e-12,3.3699959463645765e-08,2.0861962217322243e-11,2.0952641576282859e-12,2.791012184186253e-20,8.4584093131332929e-06,6.7910453717213798e-24,8.3356930095607384e-06,4.414997720970316e-17,1.4300748587085871e-15,1.1451033458865523e-20,2.4160823197183094e-22,1.9645329418176458e-09,3.1956150180539208e-17,0.00044830300741213633,3.6622560013888546e-06,3.0234556393901607e-07,1.4055492433177471e-09,6.4414465618182867e-13,8.9443884029650567e-12,6.1926127515137082e-08,1.0862797973451417e-10,4.7720033998772714e-11,3.9395205743551203e-17,5.5057415485290479e-11,6.8781559404944244e-16,1.7253009874287941e-15,6.5151412531158996e-17,1.590008549520381e-20,1.2311723931342507e-15,2.0597226905064287e-20,9.1974867587275289e-24,4.1846096622355058e-20,9.6874593498945889e-24,4.4045622069376587e-22
9.619144622778048e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45185287066958402,0.11821102798492233,0.022819735419796174,0.0,3.8178515207862475e-12,3.4019180393294225e-08,2.1092625401302617e-11,2.125311245842641e-12,2.867976940585103e-20,8.4986887127102602e-06,6.9673363034905312e-24,8.3748404170451276e-06,4.4857708327513817e-17,1.4583285528730175e-15,1.1667108416681989e-20,2.4552848548713372e-22,1.9849016986121181e-09,3.261183067107586e-17,0.00045037556984967318,3.6623854274290002e-06,3.0429646201934382e-07,1.4081008575482601e-09,6.453141252131473e-13,9.0455543428199362e-12,6.2295390881104306e-08,1.1011522227460965e-10,4.7948705218105163e-11,4.0249106063245212e-17,5.5375268852014192e-11,6.9342279940329706e-16,1.7357425696322043e-15,6.5875489442271786e-17,1.6215412040946349e-20,1.2537146252025483e-15,2.1150163837351151e-20,9.3861782535725005e-24,4.2790191106345481e-20,9.9942381195870364e-24,4.4745243269352729e-22
9.664720954690095e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4518507962257402,0.11820891534266446,0.022819735346907882,0.0,3.8751712602970293e-12,3.4339884745639396e-08,2.132466925088895e-11,2.1556440479459165e-12,2.9466736200146127e-20,8.5389682157686565e-06,7.1472950804399222e-24,8.4139828227882065e-06,4.5573098924710753e-17,1.4870055503626337e-15,1.1886111889482618e-20,2.4949185633108981e-22,2.005387427237712e-09,3.3277646654926487e-17,0.00045244755949842044,3.662509652983423e-06,3.06252028320149e-07,1.4106524668663147e-09,6.4648359323727357e-13,9.1475469042949863e-12,6.2665320709709049e-08,1.1161533609572508e-10,4.8177377029414672e-11,4.1117004330677665e-17,5.5693823534234715e-11,6.9906362133585696e-16,1.7462019890908377e-15,6.6603916657147751e-17,1.6535479616869339e-20,1.2765556184370314e-15,2.1715031676350168e-20,9.5777857561582451e-24,4.375077718242333e-20,1.0309144990629683e-23,4.5452457739187772e-22
9.710297286602143e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45184872235419848,0.11820680327226429,0.022819735276469643,0.0,3.9330753552128044e-12,3.4662072243483405e-08,2.1558096010743781e-11,2.1862639125641754e-12,3.0271323966296949e-20,8.5792478222477665e-06,7.3309791285382897e-24,8.4531202278504281e-06,4.6296191506336361e-17,1.5161102435625115e-15,1.2108068087755091e-20,2.5349860017436836e-22,2.0259903825144661e-09,3.3953703491889532e-17,0.00045451897651681045,3.6626288585210461e-06,3.082122618950482e-07,1.413204071756243e-09,6.4765306048255437e-13,9.2503699453920392e-12,6.3035916988005881e-08,1.1312836551632565e-10,4.8406049432235485e-11,4.199905562276453e-17,5.6013081018087128e-11,7.0473822860767531e-16,1.7566793036987873e-15,6.7336701193314899e-17,1.6860337561944658e-20,1.2996977978827886e-15,2.2292024875327408e-20,9.7723395602262009e-24,4.4728059298174354e-20,1.0632352837823366e-23,4.616731204870348e-22
9.75587361851419e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45184664905462724,0.11820469177356349,0.02281973520839423,0.0,3.991567130422423e-12,3.4985742610079368e-08,2.1792907931359368e-11,2.2171721882776923e-12,3.1093838176682592e-20,8.6195275320869155e-06,7.5184464765684962e-24,8.4922526332919642e-06,4.7027028582508839e-17,1.5456470518936374e-15,1.2333001297962077e-20,2.5754897308593279e-22,2.0467108197934896e-09,3.4640107100048266e-17,0.00045658982106323078,3.6627432182564909e-06,3.1017716179730906e-07,1.4157556726854171e-09,6.4882252717592445e-13,9.3540273328908955e-12,6.3407179703163125e-08,1.1465435472646188e-10,4.8634722426105293e-11,4.2895415898413481e-17,5.6333042745968717e-11,7.1044678991200032e-16,1.7671745531544572e-15,6.8073850087120775e-17,1.7190035519243746e-20,1.3231435950951751e-15,2.2881340022730629e-20,9.9698701197322215e-24,4.5722243426785989e-20,1.0964037296527261e-23,4.6889852870783624e-22
9.801449950426237e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45184457632670094,0.1182025808464038,0.022819735142597414,0.0,4.0506499182296675e-12,3.5310895569131602e-08,2.2029107268896457e-11,2.2483702236209746e-12,3.1934588062280878e-20,8.6598073452254814e-06,7.7097557593259883e-24,8.5313800401727293e-06,4.7765652668385803e-17,1.5756204218877931e-15,1.2560935882457042e-20,2.616432315340802e-22,2.0675489949409291e-09,3.5336963955827864e-17,0.00045866009329602401,3.6628529003659444e-06,3.1214672707984862e-07,1.4183072701048349e-09,6.4999199353526411e-13,9.4585229402826433e-12,6.3779108842460809e-08,1.1619334778812124e-10,4.8863396010565115e-11,4.3806241998626474e-17,5.6653710117621486e-11,7.1618947388555264e-16,1.7776877708314187e-15,6.881537039324796e-17,1.7524623436778372e-20,1.346895448107721e-15,2.3483175854080589e-20,1.0170408048855845e-23,4.6733537071789326e-20,1.130437679186023e-23,4.7620126982030879e-22
9.847026282338284e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4518425041700998,0.11820047049062697,0.022819735078997899,0.0,4.1103270583666005e-12,3.5637530844795682e-08,2.2266696285007507e-11,2.2798593670827882e-12,3.2793886640523479e-20,8.7000872616028793e-06,7.9049662208174639e-24,8.5705024495523648e-06,4.8512106284129199e-17,1.6060348272623917e-15,1.279189627939873e-20,2.6578163238745314e-22,2.0885051643223423e-09,3.6044381094052364e-17,0.00046072979337348811,3.6629580671956451e-06,3.1412095679522993e-07,1.4208588644496834e-09,6.5116145976536044e-13,9.5638606473507937e-12,6.4151704393286836e-08,1.1774538863557896e-10,4.9092070185159296e-11,4.4731691646601292e-17,5.6975084491190897e-11,7.2196644911906603e-16,1.7882190145515372e-15,6.9561269184241091e-17,1.7864151568340846e-20,1.3709558014001931e-15,2.4097733263861195e-20,1.0373984122014217e-23,4.7762149271806514e-20,1.1653552568051811e-23,4.8358181261968518e-22
9.892602614250331e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45184043258450973,0.11819836070607483,0.022819735017517186,0.0,4.1706018980065201e-12,3.5965648161678611e-08,2.250567724673757e-11,2.3116409671061865e-12,3.3672050743237096e-20,8.7403672811585633e-06,8.1041377174597004e-24,8.609619862490255e-06,4.9266431954871186e-17,1.6368947689952679e-15,1.3025907002666406e-20,2.6996443291602432e-22,2.1095795847874549e-09,3.6762466108001177e-17,0.00046279892145387603,3.6630588754632128e-06,3.1609984999565606e-07,1.4234104561398867e-09,6.5233092607204247e-13,9.6700443430923249e-12,6.4524966343130108e-08,1.1931052107574804e-10,4.9320744949435374e-11,4.5671923447832349e-17,5.7297167184261989e-11,7.277778841675959e-16,1.7987683229728982e-15,7.0311553550042749e-17,1.8208670474343741e-20,1.3953271058668103e-15,2.4725215317408561e-20,1.0580629273878816e-23,4.8808290605303809e-20,1.2011748717942947e-23,4.9104062692905858e-22
9.938178946162378e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45183836156962226,0.11819625149258918,0.022819734958079506,0.0,4.2314777917765108e-12,3.6295247244838928e-08,2.2746052426380022e-11,2.3437163720885338e-12,3.4569401044671161e-20,8.78064740383204e-06,8.3073307212786002e-24,8.6487322800455112e-06,5.0028672210681351e-17,1.6682047753994215e-15,1.3262992641776389e-20,2.7419189079205412e-22,2.1307725136552998e-09,3.7491327149465369e-17,0.00046486747769539625,3.6631554764520943e-06,3.1808340573296971e-07,1.4259620455806324e-09,6.5350039265412081e-13,9.7770779233752507e-12,6.4898894679579169e-08,1.2088878878852818e-10,4.9549420302943992e-11,4.6627096890210512e-17,5.7619959474872718e-11,7.3362394756059936e-16,1.8093357204279069e-15,7.1066230597540555e-17,1.8558231022659048e-20,1.4200118187846107e-15,2.5365827262799014e-20,1.0790374599383913e-23,4.9872173195349756e-20,1.2379152212636338e-23,4.985781836093899e-22
