Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH2X(27),CHX(28),CX(26),H2X(49),CH3OO(77),C2H4(47),HOX(22),H2OX(23),OCX(25),COX(50),CH4OX(60),C2H6X(52),C2H4X(206),C2H4X(65),CH2OH(40),CH2OX(54),acetyl(43)
1.5807734012160083e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439327683737348,0.10915419111765408,0.022739145319574827,0.0,4.1433105009543834e-05,0.0010416063883972198,1.4882781425177309e-05,6.1323660564783208e-06,2.473867490015382e-08,0.0012524921195380761,9.0818402991042995e-13,0.0003673847955186064,2.6628911613708109e-10,2.1612470621998494e-06,1.2349878055580573e-12,2.2333765833513971e-14,0.00010293782232209266,3.1955546737246637e-08,0.0078617935619562599,3.366651161399429e-06,0.00011682792742786631,7.8220934939183179e-08,3.1882415461224827e-09,1.7937099926444006e-05,0.00035392647457128511,2.0532283068956647e-05,7.0852620389638367e-09,5.0496706797566942e-08,2.2059815982526062e-08,1.866185101723881e-09,2.1729422631986103e-11,4.6220126333157763e-11,2.4007939290659763e-11,1.6710918417732116e-08,2.2480466727679632e-09,9.0398283947675609e-15,1.6947340724105751e-10,4.2043533905430957e-11,4.664566773879699e-14
1.5900517300110972e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44392892288887287,0.10914460490204578,0.022738359162941132,0.0,4.2002598423497661e-05,0.0010515879037560117,1.5130047310285049e-05,6.2201845650075369e-06,2.5363672103596579e-08,0.0012583113349767777,9.3092165083412721e-13,0.00036762615946437033,2.7027541189125856e-10,2.200474975840246e-06,1.2600768399790688e-12,2.2844343608178384e-14,0.00010365441063842171,3.2649892367121969e-08,0.0078610789722859484,3.3655846340627588e-06,0.00011717488740279162,7.8561645650706534e-08,3.2409719852989632e-09,1.8182118670622692e-05,0.00035769567360269809,2.0731446046812901e-05,7.1179365420242791e-09,5.1594423088343231e-08,2.2142384918825373e-08,1.8918101824551249e-09,2.2033957332244942e-11,4.6987657041370174e-11,2.4443499190793776e-11,1.6951944094048987e-08,2.3031428088923885e-09,9.2361703018452769e-15,1.7259825076950143e-10,4.3109958013204557e-11,4.7640976138368639e-14
1.5993300588061862e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44392506290540962,0.10913501884405016,0.022737569807475946,0.0,4.2576038554369448e-05,0.0010615971618827518,1.53798587849997e-05,6.3085852758789035e-06,2.6000096964569011e-08,0.0012641112504700549,9.5405524497085897e-13,0.00036786329531087418,2.7429103778874731e-10,2.2401289548559774e-06,1.285544864126336e-12,2.3363533369404272e-14,0.00010437046773024256,3.3354522272327389e-08,0.0078603622400206762,3.364517314163258e-06,0.00011752084859711379,7.8901027770596858e-08,3.2942425772920993e-09,1.8428901131038936e-05,0.00036148018889958354,2.0931167967139848e-05,7.1504985870880262e-09,5.270840644089108e-08,2.2224812230393728e-08,1.9176124085256587e-09,2.2340995623080465e-11,4.7763078919595471e-11,2.4883783853784129e-11,1.7194582697910172e-08,2.3591895908320958e-09,9.4354177457643962e-15,1.757578526050715e-10,4.4195957574494131e-11,4.8650795749684938e-14
1.6086083876012752e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44392118839470673,0.10912543287263957,0.022736777252961051,0.0,4.3153423039289409e-05,0.0010716340115864947,1.563222474046915e-05,6.39756539101031e-06,2.6648074583082471e-08,0.0012698919098429056,9.7758822294695717e-13,0.00036809629628673039,2.783358994072957e-10,2.2802100263236373e-06,1.3113959612340685e-12,2.3891430248367458e-14,0.00010508598636180768,3.4069510563159956e-08,0.0078596434607743869,3.3634491914335086e-06,0.00011786582041848644,7.9239087050112544e-08,3.3480552129461556e-09,1.8677447111221667e-05,0.0003652799474069401,2.1131445697867598e-05,7.1829484194859423e-09,5.3838774164280701e-08,2.230709922502502e-08,1.9435916662936548e-09,2.2650542733689881e-11,4.8546419297737041e-11,2.5328804522076807e-11,1.7438826503328261e-08,2.416195824402584e-09,9.6375915948755266e-15,1.7895230774389969e-10,4.5301747640960176e-11,4.9675231185098376e-14
1.6178867163963642e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44391729933312751,0.10911584692126436,0.022735981499148003,0.0,4.3734749479646515e-05,0.0010816983031710818,1.5887154004494347e-05,6.4871220857922457e-06,2.7307730365581526e-08,0.0012756533574541738,1.0015239766713687e-12,0.00036832525363245404,2.8240990092335026e-10,2.3207191966687158e-06,1.3376342434374665e-12,2.4428129932350453e-14,0.00010580095947690824,3.479493109457763e-08,0.0078589227250989262,3.3623802559171468e-06,0.00011820981211602844,7.9575829291939116e-08,3.4024117704182923e-09,1.8927756379814352e-05,0.00036909487629300337,2.1332276138187384e-05,7.2152862876157173e-09,5.4985643163897655e-08,2.2389247191783098e-08,1.9697478404927255e-09,2.2962603845501074e-11,4.9337705306787687e-11,2.5778572207548182e-11,1.7684667709109638e-08,2.4741703024100631e-09,9.8427126440526748e-15,1.8218170957984025e-10,4.6427543788964395e-11,5.0714386762886295e-14
1.6271650451914532e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44391339570175686,0.10910626092759262,0.022735182545759083,0.0,4.4320015442009111e-05,0.0010917898884092517,1.6144655341725636e-05,6.5772525097630252e-06,2.7979190018892275e-08,0.001281395638179977,1.02586587891092e-12,0.00036855025664206728,2.8651294514007964e-10,2.3616574518103337e-06,1.3642638517421832e-12,2.4973728666828684e-14,0.00010651538019577352,3.5530857462757498e-08,0.0078582001187578743,3.3613104979602416e-06,0.000118552832783932,7.9911260348745233e-08,3.4573141152172389e-09,1.9179828670981024e-05,0.0003729249029503356,2.1533656218007459e-05,7.247512442847336e-09,5.6149129935988308e-08,2.2471257401428176e-08,1.996080814273582e-09,2.3277184092375316e-11,5.0136963879447466e-11,2.6233097693125167e-11,1.7932098440750252e-08,2.5331218040088636e-09,1.0050801613719452e-14,1.8544614991545067e-10,4.7573562109001045e-11,5.1768366502906369e-14
1.6364433739865421e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44390947748613913,0.10909667483326438,0.022734380392488204,0.0,4.4909218459029261e-05,0.0011019086205172723,1.6404737453859928e-05,6.6679537872765051e-06,2.8662579544213078e-08,0.0012871187973974897,1.0506172828730411e-12,0.0003687713927038511,2.9064493351509965e-10,2.4030257573064835e-06,1.3912889559908748e-12,2.552832325756705e-14,0.00010722924181202877,3.627736300172507e-08,0.0078574757229854849,3.3602399082029944e-06,0.00011889489136494493,8.0245386121765776e-08,3.5127641002428125e-09,1.9433663684832418e-05,0.00037676995499684104,2.1735582897419922e-05,7.279627139430559e-09,5.7329350562317601e-08,2.255313110682606e-08,2.0225904692449768e-09,2.3594288560808137e-11,5.0944221750744278e-11,2.6692391534411154e-11,1.8181110752310412e-08,2.5930590940683162e-09,1.0261879148895561e-14,1.8874571897299233e-10,4.8740019195202174e-11,5.2837274122338168e-14
1.645721702781631e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44390554467602866,0.10908708858365936,0.022733575039001797,0.0,4.5502356030330881e-05,0.0011120543541300856,1.6667408979838719e-05,6.759223018162338e-06,2.935802523114772e-08,0.0012928228809690858,1.0757815217959377e-12,0.00036898874734025955,2.9480576618790208e-10,2.4448250584997595e-06,1.4187137548268984e-12,2.6092011072726052e-14,0.00010794253778971035,3.7034520780053664e-08,0.0078567496147315379,3.3591684775717018e-06,0.00011923599665379148,8.0578212559410612e-08,3.5687635658245382e-09,1.968926108781313e-05,0.00038062996027676566,2.193805316617831e-05,7.3116306344044783e-09,5.8526420704938034e-08,2.2634869543351276e-08,2.0492766855138977e-09,2.3913922290131464e-11,5.1759505458657002e-11,2.7156464061317323e-11,1.8431696628268859e-08,2.653990922549069e-09,1.0475965818263195e-14,1.9208050540544881e-10,4.9927132134916991e-11,5.3921213031510489e-14
1.65500003157672e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44390159726515377,0.10907750212767815,0.02273276648493967,0.0,4.6099425623382411e-05,0.0011222269452769486,1.6932678496046866e-05,6.8510572783787421e-06,3.0065653651781131e-08,0.0012985079352268204,1.1013619085462228e-12,0.00036920240424701586,2.9899534200698757e-10,2.4870562806635208e-06,1.4465424756552339e-12,2.6664890044976475e-14,0.0001086552617603367,3.7802403597633462e-08,0.0078560218668929111,3.3580961972710228e-06,0.00011957615730045025,8.0909745655899767e-08,3.6253143397619379e-09,1.9946620513131798e-05,0.00038450484686160187,2.214106404318576e-05,7.3435231875089768e-09,5.9740455601068768e-08,2.2716473929269859e-08,2.0761393417250709e-09,2.4236090272712611e-11,5.2582841344741123e-11,2.7625325379698641e-11,1.8683847985355993e-08,2.7159260238887686e-09,1.0693082113253252e-14,1.9545059630755843e-10,5.1135118498365039e-11,5.50202863298129e-14
1.664278360371809e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44389763525099446,0.10906791541753551,0.022731954729915835,0.0,4.6700424674353663e-05,0.0011324262513575643,1.7200554516512106e-05,6.9434536206578596e-06,3.0785591654797669e-08,0.0013041740069572576,1.1273617352239945e-12,0.00036941244533140316,3.0321355855670623e-10,2.529720329148446e-06,1.4747793746006971e-12,2.7247058673621851e-14,0.00010936740752003352,3.8581083982508929e-08,0.0078552925485325439,3.357023058776455e-06,0.00011991538181341185,8.1239991449922552e-08,3.6824182373626626e-09,2.0205741561119067e-05,0.00038839454305101493,2.2344612575993408e-05,7.3753050610981709e-09,6.0971570058083246e-08,2.2797945466122481e-08,2.1031783150997499e-09,2.456079745415595e-11,5.3414255554756814e-11,2.8098985372994457e-11,1.8937556674366371e-08,2.7788731163970728e-09,1.0913248447151051e-14,1.9885607722685891e-10,5.23641963283638e-11,5.6134596801690834e-14
1.673556689166898e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44389365863457075,0.10905832840856521,0.022731139773519378,0.0,4.7305350588957891e-05,0.0011426521311186902,1.7471045493105274e-05,7.0364090751436823e-06,3.1517966359641964e-08,0.0013098211433866264,1.1537842727753593e-12,0.00036961895074977058,3.0746031218380725e-10,2.5728180895294532e-06,1.5034287364635096e-12,2.7838616026727776e-14,0.00011007896902671217,3.9370634187784556e-08,0.0078545617250865216,3.3559490538271559e-06,0.00012025367856274766,8.1568956023324091e-08,3.7400770614842055e-09,2.0466623799678209e-05,0.00039229897737362568,2.2548695840308942e-05,7.4069765200557497e-09,6.221987844860476e-08,2.2879285339079793e-08,2.1303934814738339e-09,2.4888048733499718e-11,5.4253774039299093e-11,2.8577453703872876e-11,1.9192814481950589e-08,2.8428409016599343e-09,1.1136485154221429e-14,2.0229703217474225e-10,5.3614584130130528e-11,5.7264246912723231e-14
1.682835017961987e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44388966742024361,0.10904874105903604,0.022730321615315192,0.0,4.791420074327878e-05,0.0011529044446312187,1.7744159815741216e-05,7.1299206500225805e-06,3.2262905150722428e-08,0.0013154493921663055,1.1806327706123915e-12,0.00036982199894426655,3.117354980236986e-10,2.616350427752925e-06,1.5324948746722917e-12,2.8439661743257255e-14,0.0001107899403973002,4.0171126188597342e-08,0.0078538294585598842,3.3548741744188667e-06,0.00012059105578324215,8.1896645499812111e-08,3.7982926025704705e-09,2.072926676458943e-05,0.00039621807858789118,2.2753310939515069e-05,7.438537831712138e-09,6.348549470570793e-08,2.2960494717311526e-08,2.1577847153353084e-09,2.521784896341819e-11,5.5101422554430435e-11,2.9060739815878751e-11,1.9449613132386533e-08,2.9078380639530864e-09,1.1362812488852895e-14,2.0577354363751636e-10,5.4886500861158264e-11,5.8409338805781877e-14
1.692113346757076e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44388566161552606,0.10903915332997796,0.022729500254844836,0.0,4.8526972484583011e-05,0.0011631830532677166,1.8019905812580333e-05,7.223985332146482e-06,3.3020535671657412e-08,0.0013210588013586281,1.2079104562405156e-12,0.00037002166667881692,3.1603901002642104e-10,2.6603181902842328e-06,1.5619821312345576e-12,2.9050296035211226e-14,0.00011150031590502183,4.0982631679156055e-08,0.0078530958077118324,3.3537984127972682e-06,0.00012092752157722344,8.2223066043693965e-08,3.8570666386965984e-09,2.0993669960019553e-05,0.0004001517756827329,2.2958455004197639e-05,7.469989265763547e-09,6.476853231822587e-08,2.3041574754308835e-08,2.1853518898610312e-09,2.5550202950414305e-11,5.5957226662315317e-11,2.9548852935084831e-11,1.9707944289330042e-08,2.9738732696647032e-09,1.1592250624720752e-14,2.0928569258747301e-10,5.6180165921166359e-11,5.9569974297271539e-14
1.701391675552165e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44388164123090418,0.10902956518501844,0.022728675691627235,0.0,4.9143663132118357e-05,0.0011734878196804097,1.8298291750230711e-05,7.318600087648688e-06,3.3790985819563874e-08,0.0013266494194230003,1.2356205348933072e-12,0.00037021802907436305,3.2037074098233559e-10,2.7047222042554891e-06,1.591894876684753e-12,2.967061968977351e-14,0.0001122100899767287,4.1805222069845901e-08,0.0078523608282308321,3.3527217614512697e-06,0.00012126308391764453,8.2548223858627949e-08,3.916400935601194e-09,2.1259832858712637e-05,0.00040409999787843634,2.3164125191683267e-05,7.5013310941927422e-09,6.606910432616085e-08,2.3122526588251738e-08,2.2130948769528743e-09,2.5885115455025565e-11,5.6821211731856673e-11,3.0041802071745601e-11,1.9967799557545209e-08,3.0409551667271478e-09,1.182481965396884e-14,2.1283355849395796e-10,5.7495799142125378e-11,6.0746254873449399e-14
1.710670004347254e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44387760627966899,0.10901997659022759,0.022727847925159476,0.0,4.9764269977897982e-05,0.0011838186077796208,1.8579325833950871e-05,7.4137618625523959e-06,3.4574383739388859e-08,0.0013322212952023254,1.2637661891746815e-12,0.00037041115964337357,3.2473058254752942e-10,2.749563277613517e-06,1.622237510029929e-12,3.0300734071459099e-14,0.00011291925719027799,4.2638968484398242e-08,0.0078516245729002686,3.3516442131069464e-06,0.00012159775065058574,8.2872125186411946e-08,3.9762972467388189e-09,2.152775490265474e-05,0.00040806267462703251,2.3370318685586321e-05,7.5325635911916169e-09,6.7387323316198167e-08,2.3203351342282995e-08,2.241013547273225e-09,2.6222591192007775e-11,5.769340293933417e-11,3.0539596021953268e-11,2.0229170484614174e-08,3.1090923840577683e-09,1.2060539586409782e-14,2.1641721933444302e-10,5.8833620778356175e-11,6.1938281686824208e-14
1.719020500262834e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44387396238222054,0.10901134644411972,0.022727100196126924,0.0,5.0326162229109865e-05,0.0011931384541298627,1.8834527406557581e-05,7.4998726217119469e-06,3.5290618319285753e-08,0.0013372199994172013,1.2894723070995031e-12,0.00037058227343241711,3.2867838408667115e-10,2.7902945818362383e-06,1.6499170928694118e-12,3.0876292331372038e-14,0.00011355698445699725,4.3398937208477169e-08,0.0078509608936599921,3.3506736468375761e-06,0.00012189819135090552,8.3162567273527048e-08,4.0306858882781673e-09,2.1770388325351848e-05,0.00041164138422319202,2.3556337950175805e-05,7.5605795884575886e-09,6.8588901261056207e-08,2.3275985884055796e-08,2.2662904518531656e-09,2.6528514778993125e-11,5.848541192747779e-11,3.0991759991422805e-11,2.0465693176629048e-08,3.1713252945267554e-09,1.2275398018983068e-14,2.1967318201434713e-10,6.0056813718799065e-11,6.3024652182488217e-14
1.727370996178414e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44387030671203892,0.10900271588643753,0.022726349871641363,0.0,5.089122237507955e-05,0.0012024791713352568,1.9091886469838342e-05,7.586421723614951e-06,3.6017538343291644e-08,0.0013422035983634676,1.31553608810294e-12,0.0003707508791052654,3.3264878603323322e-10,2.8313811054498652e-06,1.677951717985185e-12,3.1459938367344343e-14,0.00011419421215162813,4.4168051127419069e-08,0.0078502962562127937,3.3497023433132684e-06,0.00012219791841116707,8.345200129336813e-08,4.0855324327498299e-09,2.2014445729159334e-05,0.00041523169395040339,2.3742776815605362e-05,7.5885074539319785e-09,6.9804945514045775e-08,2.3348519187251739e-08,2.2917094581470544e-09,2.6836521739218726e-11,5.9284106208100347e-11,3.1447861326633356e-11,2.0703430421999429e-08,3.2344262505574821e-09,1.2492839293347003e-14,2.2295825531978087e-10,6.1298319155996185e-11,6.4123932053441068e-14
1.734886442502436e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44386700655547212,0.10899494801588831,0.022725672360154117,0.0,5.1402483380932632e-05,0.0012109035814802972,1.9325359121281133e-05,7.6646888259713546e-06,3.6680980033359899e-08,0.0013466759524500625,1.3393011708415171e-12,0.00037090052143214254,3.3624140400278494e-10,2.8686631438804014e-06,1.7034891405371943e-12,3.1992196912777732e-14,0.00011476728692471727,4.4868115152241681e-08,0.0078496972905888248,3.3488275357899417e-06,0.00012246706712355071,8.3711633835629509e-08,4.1352868654543071e-09,2.2235314508627437e-05,0.00041847284870765014,2.3910928899647773e-05,7.6135673489040004e-09,7.0911821084444823e-08,2.3413713253314978e-08,2.3147079808490602e-09,2.7115512050928279e-11,6.0008661828827947e-11,3.1861723916368279e-11,2.0918427201236731e-08,3.2919644548614183e-09,1.269075668352774e-14,2.2593975535665827e-10,6.2431464629307756e-11,6.512438181959228e-14
1.742401888826458e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44386369688692312,0.10898717978170749,0.022724992745711686,0.0,5.1916307250066924e-05,0.0012193447487561999,1.9560588323967701e-05,7.7433074909758107e-06,3.7353221562265339e-08,0.0013511361273629175,1.3633594461953152e-12,0.00037104820905997041,3.3985220280956279e-10,2.9062337477338244e-06,1.7293191859989508e-12,3.2531122401095281e-14,0.00011533995149151976,4.5575665515205143e-08,0.0078490975986236916,3.3479521237461082e-06,0.00012273564614971415,8.3970456975994312e-08,4.1854141223101799e-09,2.2457335976750421e-05,0.0004217233212709308,2.4079417792948384e-05,7.6385561722173282e-09,7.2030538993666854e-08,2.3478826523977482e-08,2.3378214565840733e-09,2.7396195019353452e-11,6.0738660085702054e-11,3.2278784873615243e-11,2.1134398090383117e-08,3.3502153835999596e-09,1.2890788319227785e-14,2.2894491713630029e-10,6.3579691797737155e-11,6.6135400422839799e-14
1.74991733515048e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44386037771919379,0.1089794111708236,0.022724311027999052,0.0,5.2432692482976725e-05,0.0012278026037218803,1.9797578292647462e-05,7.8222760512756653e-06,3.8034331589373728e-08,0.0013555841498940513,1.3877125489772112e-12,0.00037119397741445072,3.4348112231710594e-10,2.9440933013296699e-06,1.7554442601113074e-12,3.3076770101031969e-14,0.00011591220331619203,4.6290739308805402e-08,0.0078484972023679187,3.3470761038458724e-06,0.00012300365937288382,8.4228474115388774e-08,4.2359151059505381e-09,2.2680509765164322e-05,0.00042498307470851035,2.4248242058980806e-05,7.6634740744028921e-09,7.3161157959029605e-08,2.3543859562131113e-08,2.3610498138680876e-09,2.7678573041566458e-11,6.1474113900471631e-11,3.269904837004783e-11,2.1351338471257992e-08,3.4091835733477335e-09,1.3092944631915724e-14,2.3197377859241114e-10,6.4743118662648047e-11,6.7157040796288457e-14
1.7574327814745022e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44385704906596113,0.10897164217091632,0.022723627206693433,0.0,5.2951637570162052e-05,0.0012362770774306377,2.0036333216137638e-05,7.9015928322271557e-06,3.8724378867826777e-08,0.001360020046971085,1.4123621034789575e-12,0.00037133786130424674,3.4712810195785259e-10,2.9822421810750171e-06,1.7818667807286914e-12,3.3629195534869117e-14,0.00011648403992211839,4.7013373496012404e-08,0.0078478961229457387,3.3461994728420067e-06,0.0001232711106278506,8.4485688668471519e-08,4.2867907138028039e-09,2.2904835492945041e-05,0.00042825207218985138,2.441740027154386e-05,7.6883212067743451e-09,7.430373649299403e-08,2.3608812924910453e-08,2.3843929807619623e-09,2.7962648495393816e-11,6.2215036113472788e-11,3.3122518489026002e-11,2.1569243704904039e-08,3.4688735512558704e-09,1.3297236015888712e-14,2.3502637704230469e-10,6.592186338466844e-11,6.8189355721604272e-14
1.7649482277985242e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44385371094173598,0.10896387277037894,0.02272294128146448,0.0,5.3473140992373797e-05,0.0012447681014235192,2.0276857257394964e-05,7.9812561520920152e-06,3.9423432242657596e-08,0.0013644438456531282,1.4373097233622711e-12,0.00037147989493155727,3.5079308074136828e-10,3.0206807555162703e-06,1.8085891777948345e-12,3.4188454479184991e-14,0.00011705545889109366,4.7743604909417857e-08,0.0078472943805959101,3.3453222275743093e-06,0.00012353800370170335,8.4742104063252422e-08,4.3380418381095217e-09,2.3130312766826622e-05,0.00043153027698567036,2.4586891014622274e-05,7.7130977214046308e-09,7.5458332901813241e-08,2.3673687163771988e-08,2.4078508848824331e-09,2.8248423739481965e-11,6.296143948385155e-11,3.3549199226174159e-11,2.1788109132140089e-08,3.5292898348761083e-09,1.3503672828031046e-14,2.3810274919072638e-10,6.7116044280399391e-11,6.9232397827846969e-14
1.7724636741225462e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44385036336182421,0.10895610295828319,0.022722253251974509,0.0,5.399720122085399e-05,0.0012532756077228238,2.0519154553587601e-05,8.0612643222314282e-06,4.0131560648922446e-08,0.0013688555731267654,1.4625570115526478e-12,0.00037162011190245385,3.5447599726265552e-10,3.0594093853909543e-06,1.8356138933187547e-12,3.4754602965604732e-14,0.00011762645786252063,4.8481470250405842e-08,0.0078466919947101539,3.3444443649676836e-06,0.00012380434233454478,8.4997723740739172e-08,4.3896693659616539e-09,2.3356941181424231e-05,0.00043481765246797423,2.4756712882250476e-05,7.7378037711031466e-09,7.6625005284217926e-08,2.3738482824580766e-08,2.4314234534128005e-09,2.8535901113356858e-11,6.3713336689784664e-11,3.3979094489957458e-11,2.2007930074106405e-08,3.5904369319881377e-09,1.3712265387578735e-14,2.412029311337209e-10,6.8325779819151504e-11,7.028621959032827e-14
1.7799791204465682e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44384700634228808,0.10894833272434508,0.022721563117878731,0.0,5.4523816717574022e-05,0.0012617995288256834,2.0763229216167007e-05,8.1416156472986475e-06,4.0848833109840143e-08,0.0013732552567020909,1.4881055601345632e-12,0.00037175854523710262,3.5817678971019657e-10,3.0984284236794768e-06,1.8629433813498395e-12,3.532769728154951e-14,0.00011819703453261538,4.9227006088334475e-08,0.0078460889838704671,3.3435658820303799e-06,0.00012407013022050264,8.5252551154562378e-08,4.4416741792868446e-09,2.3584720319134191e-05,0.00043811416211041399,2.4926864478377824e-05,7.7624395093929566e-09,7.780381153011855e-08,2.3803200447724532e-08,2.4551106131140656e-09,2.8825082937497322e-11,6.4470740328716934e-11,3.4412208102267017e-11,2.2228701832806285e-08,3.6523193404285639e-09,1.3923023975891468e-14,2.4432695836247188e-10,6.9551188619695638e-11,7.1350873329768099e-14
1.7874945667705903e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44384363989990988,0.10894056205889281,0.022720870878825423,0.0,5.5052985935468623e-05,0.0012703397976977795,2.1009085330939988e-05,8.2223084254291666e-06,4.1575318734946549e-08,0.0013776429238088342,1.5139569502491526e-12,0.00037189522737977323,3.6189539587386221e-10,3.1377382156568959e-06,1.8905801079528661e-12,3.5907793970984757e-14,0.00011876718665362591,4.9980248859738317e-08,0.0078454853658844227,3.3426867758526884e-06,0.00012433537100840203,8.5506589770589856e-08,4.4940571548544753e-09,2.3813649750343705e-05,0.00044141976948831467,2.5097344416736549e-05,7.7870050904887453e-09,7.8994809319341025e-08,2.386784056817829e-08,2.4789122903355861e-09,2.911597151340871e-11,6.5233662917588957e-11,3.4848543798999745e-11,2.2450419691640839e-08,3.7149415479228433e-09,1.4135958836227657e-14,2.4747486576713194e-10,7.079238944703889e-11,7.2426411211221871e-14
1.7950100130946123e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438402640521576,0.10893279095283583,0.0227201765344562,0.0,5.5584707318667207e-05,0.0012788963477671216,2.1256726958140865e-05,8.3033409484293098e-06,4.2311086718258523e-08,0.0013820186019925422,1.5401127519935281e-12,0.00037203019020871442,3.6563175315297566e-10,3.1773390989446372e-06,1.9185265511819808e-12,3.6494949835167472e-14,0.0001193369120330602,5.074123486754338e-08,0.0078448811578191828,3.341807043604971e-06,0.00012460006830237864,8.5759843066606113e-08,4.5468191643365938e-09,2.4043729033713454e-05,0.00044473443827862538,2.526815132071145e-05,7.8115006692752302e-09,8.0198056120382353e-08,2.3932403715594631e-08,2.5028284110249139e-09,2.9408569123679127e-11,6.600211689304603e-11,3.5288105230627222e-11,2.2673078915939354e-08,3.7783080319191021e-09,1.4351080173518152e-14,2.5064668764064489e-10,7.2049501209217941e-11,7.3512885242754499e-14
1.8025254594186343e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44383687881715111,0.10892501939763559,0.022719480084406177,0.0,5.61189793027213e-05,0.0012874691129179619,2.150615813250362e-05,8.3847115019625306e-06,4.3056206336452013e-08,0.0013863823189108439,1.5665745243224896e-12,0.00037216346504583079,3.693857985642817e-10,3.2172314035622028e-06,1.9467852010545362e-12,3.7089221933392079e-14,0.00011990620853292647,5.1510000280301919e-08,0.007844276376033717,3.3409266825359284e-06,0.0001248642256628782,8.6012314531987305e-08,4.599961074304367e-09,2.4274957716032732e-05,0.0004480581322602842,2.5439283823212106e-05,7.8359264012856102e-09,8.1413609189197529e-08,2.39968904144128e-08,2.5268589007385509e-09,2.9702878032036626e-11,6.67761146116793e-11,3.5730895962781353e-11,2.289667475348314e-08,3.8424232594247965e-09,1.4568398154154534e-14,2.5384245768259036e-10,7.3322642954116724e-11,7.4610347274792683e-14
1.8100409057426563e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44383348421363072,0.10891724738527751,0.022718781528304161,0.0,5.6655800314829184e-05,0.0012960580274847941,2.1757382863334181e-05,8.4664183657339832e-06,4.3810746947050306e-08,0.0013907341023297777,1.5933438149519569e-12,0.00037229508266622226,3.7315746874957483e-10,3.2574154519788348e-06,1.9753585595242013e-12,3.7690667583735052e-14,0.00012047507406898246,5.2286581131441142e-08,0.0078436710362098632,3.3400456899716847e-06,0.00012512784660731344,8.6264007667267644e-08,4.653483746177614e-09,2.4507335332396644e-05,0.0004513908153142525,2.5610740566546855e-05,7.8602824426804281e-09,8.2641525568007553e-08,2.4061301183895478e-08,2.5510036846528689e-09,2.9998900483440757e-11,6.7555668350274649e-11,3.6176919476844352e-11,2.3121202435024777e-08,3.9072916868453692e-09,1.478792290578255e-14,2.5706220900300237e-10,7.4611933866302054e-11,7.5718848999431203e-14
1.8175563520666784e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44383008026092757,0.1089094749082445,0.022718080865772913,0.0,5.7195168774057057e-05,0.0013046630262464488,2.2010405134582868e-05,8.548459813672962e-06,4.4574777986625855e-08,0.0013950739801201889,1.6204221602646336e-12,0.00037242507330754077,3.7694669998341876e-10,3.2978915591651377e-06,2.0042491404538902e-12,3.8299344363797958e-14,0.00012104350660999724,5.3071013318529407e-08,0.0078430651533817602,3.3391640633138875e-06,0.00012539093461055913,8.6514925983828738e-08,4.7073880363176601e-09,2.4740861406557819e-05,0.00045473245142336506,2.5782520202299099e-05,7.884568950227592e-09,8.3881862084136668e-08,2.4125636538235165e-08,2.5752626875727434e-09,3.0296638704152753e-11,6.8340790306000214e-11,3.6626179170504715e-11,2.3346657174801174e-08,3.9729177598255455e-09,1.5009664517083841e-14,2.6030597412617949e-10,7.591749326388274e-11,7.6838441948651397e-14
