Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),COX(58)
1.6789176105263906e-06,0.09977366400000001,0.80000000000000004,0.0,0.20929753497759188,0.09518550060839305,0.059392543397002485,9.5263223126003146e-10,0.0028937791263202732,2.7778004528489406e-08,0.0013751102159633407,4.4698003892134044e-06,1.7633597142167357e-07,0.00027648139281672541,1.3530519283817633e-09,1.4813007865395358e-08,6.7850929823356904e-08,2.6539900301866737e-05,2.5558172922563754e-11,6.1459540065813143e-14,6.4142124368529507e-07,6.4440224027375983e-09,0.0031240296001821708,0.076917703375899593,3.0188312417497643e-06,8.5287607612389218e-07,3.2868129199421903e-07,1.0737073948953595e-07,6.8545307666305664e-11,5.0582400784971556e-09,4.4107597211095137e-08,2.3166786184602613e-10,4.209269823983422e-10
1.6875636258568602e-06,0.09977366400000001,0.80000000000000004,0.0,0.20910092929779017,0.095176136552041921,0.059275780767787535,9.6809807319663274e-10,0.0029162928496437169,2.7680956072440108e-08,0.0013859975951076335,4.5326192666435289e-06,1.7805159611681871e-07,0.0002778214364575347,1.3903045518353606e-09,1.4991977233230541e-08,6.8922161502972652e-08,2.6800516969814709e-05,2.6056170193848624e-11,6.3372514940777997e-14,6.4281243859423874e-07,6.5879274619352311e-09,0.0031207679733854955,0.077117562235192935,3.0266078264095381e-06,8.537089155837242e-07,3.2785900835509291e-07,1.0807517247235622e-07,6.8705885574271456e-11,5.0462066988455436e-09,4.4070724321913332e-08,2.3321094293248159e-10,4.2386112765008642e-10
1.69620964118733e-06,0.09977366400000001,0.80000000000000004,0.0,0.20890537326714345,0.095166740745310646,0.05915952245512561,9.8371965418388955e-10,0.0029388429167230739,2.7585611221841497e-08,0.0013969040356851892,4.595927179665601e-06,1.7977214784686675e-07,0.00027915693722185901,1.4283258505970072e-09,1.5171730170411017e-08,7.0002543449220355e-08,2.7062056179184635e-05,2.6560415279980104e-11,6.5332048608058361e-14,6.4419479948535845e-07,6.7341042466534972e-09,0.0031175216953537397,0.077316356143685996,3.0343364137744314e-06,8.5453508531461942e-07,3.2704384795838149e-07,1.0877982567487009e-07,6.8865360741024182e-11,5.0342677428850514e-09,4.4033959723994893e-08,2.3475469137133217e-10,4.2679698003089949e-10
1.7048556565177996e-06,0.09977366400000001,0.80000000000000004,0.0,0.20871085953092808,0.095157313464422452,0.059043764986587081,9.9949749991640796e-10,0.0029614289888646598,2.7491948306876456e-08,0.0014078293677422758,4.6597241336286499e-06,1.8149758083813337e-07,0.00028048789721730132,1.4671258819161566e-09,1.5352259336377933e-08,7.1092064770940318e-08,2.7324513061812149e-05,2.707093495902112e-11,6.7338935685439148e-14,6.4556841139429467e-07,6.8825722184848997e-09,0.0031142906622398147,0.077514092559642395,3.0420173304765846e-06,8.5535466253286871e-07,3.2623572159656597e-07,1.0948469276391903e-07,6.9023741479112051e-11,5.0224220962142019e-09,4.3997303367248982e-08,2.3629909206061649e-10,4.2973450639329225e-10
1.7135016718482692e-06,0.09977366400000001,0.80000000000000004,0.0,0.20851738080497575,0.095147854982760877,0.058928504923003069,1.0154321326102719e-09,0.0029840507307258568,2.7399946008323852e-08,0.0014187734229396092,4.7240101164767913e-06,1.8322784960131625e-07,0.00028181431883453123,1.5067147400156944e-09,1.553355739902881e-08,7.2190714001934857e-08,2.7587882773824362e-05,2.7587755646161911e-11,6.9393977655916025e-14,6.4693335822390934e-07,7.0333508173318949e-09,0.0031110747711525833,0.07771077886981638,3.0496509005430455e-06,8.5616772332665282e-07,3.2543454160907056e-07,1.1018976751990481e-07,6.9181036028379834e-11,5.0106686631601875e-09,4.396075519415272e-08,2.3784413015320157e-10,4.326736741255653e-10
1.7221476871787389e-06,0.09977366400000001,0.80000000000000004,0.0,0.20832492987480694,0.095138365570905839,0.058813738858054444,1.0315240710243216e-09,0.003006707810276388,2.7309583351001626e-08,0.0014297360345346872,4.7887850989457679e-06,1.8496290893077414e-07,0.00028313620474005143,1.5471025552278679e-09,1.5715617035431044e-08,7.3298479107913549e-08,2.785216049560505e-05,2.8110903393311888e-11,7.1497982835630848e-14,6.4828972276394546e-07,7.1864594601809446e-09,0.0031078739201455554,0.077906422390331159,3.057237445417339e-06,8.5697434267645386e-07,3.2464022184782692e-07,1.1089504383489523e-07,6.9337252556644789e-11,4.9990063663621439e-09,4.3924315139922737e-08,2.3938979105270307e-10,4.3561445114339499e-10
1.7307937025092085e-06,0.09977366400000001,0.80000000000000004,0.0,0.20813349959477612,0.095128845496668751,0.058699463417866964,1.0477738304813727e-09,0.003029399898760091,2.7220839697327399e-08,0.0014407170373643369,4.8540490347581887e-06,1.8670271390377396e-07,0.0002844535578691241,1.5882994931301153e-09,1.589843093251662e-08,7.4415347493415085e-08,2.8117341431756944e-05,2.8640403888748652e-11,7.3651766341018275e-14,6.4963758671029162e-07,7.3419175398906137e-09,0.0031046880082057416,0.078101030367544205,3.0647772839808444e-06,8.5777459447501907e-07,3.2385267764381979e-07,1.116005157107617e-07,6.9492399160365614e-11,4.987434146372328e-09,4.3887983132720739e-08,2.4093606040947164e-10,4.3855680588155561e-10
1.7394397178396782e-06,0.09977366400000001,0.80000000000000004,0.0,0.20794308288723043,0.095119295025127379,0.058585675260612487,1.0641819228893694e-09,0.0030521266706571978,2.7133694740998453e-08,0.0014517162678274772,4.9198018608174108e-06,1.8844721987970689e-07,0.00028576638141886032,1.6303157536809338e-09,1.6081991787757838e-08,7.5541306008704335e-08,2.8383420811061001e-05,2.9176282456825068e-11,7.5856150055151213e-14,6.5097703068384643e-07,7.4997444239940964e-09,0.0031015169352426727,0.078294609978899976,3.0722707325740934e-06,8.5856855154688701e-07,3.2307182577448812e-07,1.1230617725735e-07,6.9646483865306781e-11,4.9759509612617773e-09,4.3851759093820262e-08,2.424829241166494e-10,4.4150070728577968e-10
1.7480857331701478e-06,0.09977366400000001,0.80000000000000004,0.0,0.20775367274168086,0.095109714418659966,0.058472371076116303,1.0807488567624671e-09,0.0030748878036471277,2.7048128500791173e-08,0.0014627335638680921,4.9860434974000476e-06,1.9019638249927327e-07,0.00028707467884147062,1.6731615703559455e-09,1.6266292309824153e-08,7.6676340956642882e-08,2.8650393886432915e-05,2.9718564057734001e-11,7.8111962593286681e-14,6.5230813424898899e-07,7.6599594535162951e-09,0.0030983606020775706,0.078487168333769466,3.0797181050179561e-06,8.5935628566749014e-07,3.2229758443205519e-07,1.1301202269068437e-07,6.9799514627198388e-11,4.9645557862431956e-09,4.381564293780408e-08,2.4403036830629313e-10,4.4444612480475798e-10
1.7567317485006175e-06,0.09977366400000001,0.80000000000000004,0.0,0.20756526221398575,0.095100103936979041,0.058359547585470274,1.0974751372420416e-09,0.003097682978571764,2.6964121314476914e-08,0.0014737687649584174,5.0527738483471049e-06,1.919501576836389e-07,0.00028837845383767046,1.7168472092843443e-09,1.6451325219220842e-08,7.7820438099533126e-08,2.8918255934876821e-05,3.0267273287329217e-11,8.0420039267633355e-14,6.5363097593166488e-07,7.8225819418052638e-09,0.0030952189104326844,0.078678712474277157,3.0871197126346725e-06,8.601378675818432e-07,3.2152987319265363e-07,1.1371804633120212e-07,6.9951499332389612e-11,4.9532476132972246e-09,4.3779634572721653e-08,2.4557837934556258e-10,4.4739302838226912e-10
1.7653777638310871e-06,0.09977366400000001,0.80000000000000004,0.0,0.20737784442554644,0.095090463837164602,0.058247201540651952,1.114361266117631e-09,0.0031205118793992208,2.6881653832851241e-08,0.0014848217120823251,5.1199928012537572e-06,1.9370850163356372e-07,0.00028967771035023475,1.761382968385896e-09,1.663708324891007e-08,7.8973582665934281e-08,2.9187002257436354e-05,3.0822434377000734e-11,8.2781222051362339e-14,6.5494563323710507e-07,7.9876311733778521e-09,0.0030920917629207721,0.078869249376116224,3.0944758642687503e-06,8.6091336702281905e-07,3.2076861298632918e-07,1.1442424260201986e-07,7.0102445798496992e-11,4.9420254508158577e-09,4.3743733900280776e-08,2.4712694383297269e-10,4.5034138844944137e-10
1.7740237791615568e-06,0.09977366400000001,0.80000000000000004,0.0,0.20719141256251464,0.09508079437369682,0.058135329724149074,1.131407741847803e-09,0.0031433741931880857,2.6800707013874855e-08,0.0014958922477189185,5.1877002276577562e-06,1.95471370828504e-07,0.00029097245255770026,1.8067791765086492e-09,1.6823559144914891e-08,8.0135759357449991e-08,2.9456628179143367e-05,3.1384071193603577e-11,8.5196359541874802e-14,6.5625218266718227e-07,8.1551264027794822e-09,0.0030889790630347341,0.079058785949351187,3.1017868663077623e-06,8.616828527290422e-07,3.2001372606777617e-07,1.1513060602723015e-07,7.0252361775047867e-11,4.9308883232474036e-09,4.3707940815992847e-08,2.4867604859471045e-10,4.5329117591714411e-10
1.7826697944920264e-06,0.09977366400000001,0.80000000000000004,0.0,0.20700595987501166,0.095071095798488325,0.058023928948589799,1.1486150595809483e-09,0.0031662696100521214,2.6721262116925046e-08,0.0015069802158263178,5.2558959832264546e-06,1.9723872202568964e-07,0.00029226268486821005,1.8530461925675112e-09,1.7010745666906144e-08,8.1306952355486479e-08,2.9727129048964062e-05,3.1952207239439278e-11,8.7666306923334215e-14,6.5755069973741233e-07,8.3250868534580042e-09,0.0030858807151373947,0.079247329039209224,3.1090530227029709e-06,8.6244639246238484e-07,3.1926513598791666e-07,1.1583713123022723e-07,7.0401254944117802e-11,4.9198352707600694e-09,4.3672255209363973e-08,2.5022568068101037e-10,4.5624236216850059e-10
1.791315809822496e-06,0.09977366400000001,0.80000000000000004,0.0,0.20682147967635878,0.09506136836091586,0.057912996056378424,1.1659837111759945e-09,0.0031891978231254462,2.6643300697156415e-08,0.0015180854618256506,5.3245799079424596e-06,1.9901051225917687e-07,0.00029354841191349954,1.9001944046838403e-09,1.7198635588772876e-08,8.2487145327980315e-08,2.9998500239742844e-05,3.2526865652289353e-11,9.0191925928474246e-14,6.5884125899360607e-07,8.4975317166517651e-09,0.0030827966244514294,0.079434885426859558,3.1162746349898442e-06,8.6320405302510302e-07,3.1852276756613861e-07,1.1654381293206267e-07,7.0549132920962842e-11,4.9088653489032913e-09,4.3636676964022231e-08,2.5177582736259435e-10,4.5919491905152968e-10
1.7999618251529657e-06,0.09977366400000001,0.80000000000000004,0.0,0.20663796534231921,0.095051612307851682,0.057802527919336495,1.1835141852230487e-09,0.0032121585285281589,2.6566804599968692e-08,0.0015292078325852328,5.3937518262878772e-06,2.0078669883887782e-07,0.00029482963854301873,1.9482342293262056e-09,1.7387221699176464e-08,8.367632143609498e-08,3.0270737148143907e-05,3.3108069205499529e-11,9.2774084799696839e-14,6.6012393402818422e-07,8.672480150291629e-09,0.0030797266970494326,0.079621461830181595,3.1234520023084352e-06,8.6395590027659153e-07,3.1778654686336661e-07,1.1725064594982944e-07,7.0696003254646788e-11,4.8979776282917398e-09,4.3601205957916267e-08,2.533264761271678e-10,4.6214881887190501e-10
1.8086078404834354e-06,0.09977366400000001,0.80000000000000004,0.0,0.20645541031035114,0.095041827883694308,0.057692521438349104,1.2012069670639565e-09,0.0032351514253324207,2.6491755955579777e-08,0.0015403471764049461,5.4634115474271932e-06,2.0256723934956794e-07,0.00029610636981818874,1.9971761104524692e-09,1.7576496802089052e-08,8.4874463340885625e-08,3.0543835194590681e-05,3.3695840308113669e-11,9.5413658249474729e-14,6.613987974961575e-07,8.8499512779170264e-09,0.0030766708398441266,0.079807064904521552,3.130585421423608e-06,8.6470199914980392e-07,3.1705640115569633e-07,1.1795762519507413e-07,7.0841873428662455e-11,4.887171194279966e-09,4.3565842063414747e-08,2.5487761467597772e-10,4.6510403438583681e-10
1.817253855813905e-06,0.09977366400000001,0.80000000000000004,0.0,0.2062738080788715,0.09503201533039897,0.057582973543016495,1.2190625388127862e-09,0.0032581762155289755,2.6418137173702353e-08,0.0015515033430007976,5.5335588653887534e-06,2.0435209164987207e-07,0.00029737861100678846,2.0470305186533201e-09,1.7766453717316397e-08,8.6081553209931447e-08,3.0817789823203164e-05,3.4290201005056715e-11,9.8111527420071077e-14,6.6266592113078482e-07,9.0299641876058175e-09,0.0030736289605787087,0.079991701243438476,3.1376751867451438e-06,8.6544241366730126e-07,3.1633225890888765e-07,1.1866474567223683e-07,7.0986750861548096e-11,4.8764451466685613e-09,4.3530585147527654e-08,2.5642923092042485e-10,4.6806053879306838e-10
1.8258998711443747e-06,0.09977366400000001,0.80000000000000004,0.0,0.20609315220653041,0.095022174887507471,0.057473881191310743,1.2370813793762256e-09,0.0032812326039941089,2.6345930938322298e-08,0.0015626761834896749,5.6041935592448591e-06,2.0614121387123104e-07,0.00029864636757746788,2.0978079502974268e-09,1.7957085281005781e-08,8.7297572723934643e-08,3.1092596501733349e-05,3.4891172977365243e-11,1.0086857984258823e-13,6.639253757589134e-07,9.2125379309180652e-09,0.0030706009678173312,0.08017537737943925,3.1447215903477082e-06,8.6617720695699473e-07,3.1561404975327776e-07,1.1937200247711809e-07,7.1130642907498364e-11,4.8657985993868795e-09,4.3495435071955684e-08,2.5798131297873567e-10,4.7101830572998885e-10
1.8345458864748443e-06,0.09977366400000001,0.80000000000000004,0.0,0.20591343631149639,0.095012306792177717,0.05736524136923743,1.2552639644739057e-09,0.0033043202984570329,2.6275120202577532e-08,0.0015738655503742805,5.6753153932904475e-06,2.0793456441684818e-07,0.00029990964519438718,2.1495189266783159e-09,1.814838434613888e-08,8.8522503083285588e-08,3.1368250721498516e-05,3.5498777542465225e-11,1.0368570939535802e-13,6.6517723131600935e-07,9.3976915218535593e-09,0.0030675867709357243,0.080358099784702736,3.1517249219906676e-06,8.6690644126751554e-07,3.1490170445966004e-07,1.2007939079537213e-07,7.1273556856970024e-11,4.8552306802265703e-09,4.3460391693368547e-08,2.5953384917268587e-10,4.7397730926285868e-10
1.843191901805314e-06,0.09977366400000001,0.80000000000000004,0.0,0.20573465407075159,0.095002411279212703,0.057257051090502269,1.2736107666586335e-09,0.0033274390094676998,2.6205688183735144e-08,0.0015850712975282492,5.7469241172204184e-06,2.0973210196061791e-07,0.00030116844971197652,2.2021739931631344e-09,1.8340343783010416e-08,8.9756325014593373e-08,3.1644747997312964e-05,3.6113035654495757e-11,1.065638162616864e-13,6.6642155686088346e-07,9.5854439358230453e-09,0.003064586280111936,0.080539874871793718,3.15868546913777e-06,8.6763017798332621e-07,3.1419515491532651e-07,1.2078690590102681e-07,7.1415499937281768e-11,4.844740530521951e-09,4.3425454863352836e-08,2.6108682802438351e-10,4.7693752388114656e-10
1.8518379171357836e-06,0.09977366400000001,0.80000000000000004,0.0,0.20555679921939737,0.094992488581089302,0.057149307396182618,1.2921222553365478e-09,0.0033505884503650337,2.6137618358265561e-08,0.0015962932801814483,5.819019466305522e-06,2.1153378544603689e-07,0.00030242278716981474,2.2557837183434189e-09,1.853295647969248e-08,9.0999018777181547e-08,3.1922083867417741e-05,3.6733967904677925e-11,1.0950380688696571e-13,6.676584205901228e-07,9.7758141086331348e-09,0.0030615994063172098,0.080720708994366619,3.1656035169767025e-06,8.6834847763942739e-07,3.1349433410136097e-07,1.2149454315502802e-07,7.1556479313209987e-11,4.8343273049246129e-09,4.3390624428827682e-08,2.6264023825309843e-10,4.7989892449097428e-10
1.8604839324662533e-06,0.09977366400000001,0.80000000000000004,0.0,0.2053798655499699,0.094982538927986401,0.057042007354403665,1.3107988967871835e-09,0.0033737683372455662,2.6070894457011467e-08,0.0016075313549054513,5.8916011615668869e-06,2.1333957408509811e-07,0.00030367266378762377,2.3103586931880021e-09,1.8726215342485177e-08,9.2250564169547624e-08,3.2200253893408762e-05,3.7361594521727922e-11,1.1250659393516678e-13,6.6888788985223042e-07,9.9688209354847469e-09,0.0030586260613069899,0.080900608447858666,3.1724793484384833e-06,8.6906139993589519e-07,3.1279917606957229e-07,1.222022980038109e-07,7.169650208757774e-11,4.8239901710575667e-09,4.3355900231765826e-08,2.6419406877215422e-10,4.8286148640867082e-10
1.869129947796723e-06,0.09977366400000001,0.80000000000000004,0.0,0.20520384691176546,0.094972562547812597,0.056935148060019362,1.3296411541834576e-09,0.003396978388932484,2.6005500460450744e-08,0.0016187853795991891,5.9646689099491381e-06,2.1514942735716992e-07,0.00030491808596037651,2.3659095301981816e-09,1.892011329635365e-08,9.3510940535786988e-08,3.247925366016328e-05,3.7995935372313416e-11,1.1557309624472334e-13,6.7011003116148494e-07,1.0164483269985078e-08,0.0030556661576120439,0.081079579470173621,3.1793132442167248e-06,8.6976900375191879e-07,3.1210961592138845e-07,1.2291016597789337e-07,7.1835575301840124e-11,4.8137283093665974e-09,4.3321282109946979e-08,2.6574830868585713e-10,4.8582518535442934e-10
1.8777759631271926e-06,0.09977366400000001,0.80000000000000004,0.0,0.20502873721017539,0.094962559666233862,0.056828726634297992,1.3486494876115614e-09,0.0034202183269450757,2.5941420594050337e-08,0.0016300552134747733,6.0382224044921257e-06,2.1696330500785904e-07,0.00030615906025351525,2.4224468625652812e-09,1.9114643285352004e-08,9.4780126771979845e-08,3.2759078775764831e-05,3.863700996155253e-11,1.1870423878382186e-13,6.7132491021151956e-07,1.0362819923173022e-08,0.0030527196085297185,0.081257628242355426,3.1861054827867679e-06,8.7047134715984878e-07,3.1142558978519755e-07,1.2361814269049676e-07,7.1973705936662087e-11,4.8035409126883985e-09,4.3286769896129073e-08,2.6730294728649724e-10,4.887899974460683e-10
1.8864219784576622e-06,0.09977366400000001,0.80000000000000004,0.0,0.20485453040603091,0.094952530506700383,0.05672274022461217,1.3678243540907736e-09,0.0034434878754685664,2.5878639323711793e-08,0.0016413407170434915,6.1122613245012654e-06,2.1878116704786057e-07,0.0003073955933982784,2.4799813433307103e-09,1.9309798273034272e-08,9.6058101332540683e-08,3.303972487142665e-05,3.9284837433554232e-11,1.2190095260510808e-13,6.7253259188863198e-07,1.0563849662557909e-08,0.0030497863281153071,0.081434760889252375,3.1928563404246494e-06,8.7116848743850668e-07,3.1074703479744371e-07,1.243262238361862e-07,7.2110900912495168e-11,4.7934271862741256e-09,4.325236341966871e-08,2.6885797405136721e-10,4.9175589919289641e-10
1.8950679937881319e-06,0.09977366400000001,0.80000000000000004,0.0,0.20468122051495644,0.094942475290473241,0.056617186004133388,1.3871662075931765e-09,0.0034667867613243498,2.5817141351302905e-08,0.0016526417521019695,6.1867853357164794e-06,2.2060297375179321e-07,0.00030862769228713171,2.5385236445486585e-09,1.9505571242852689e-08,9.7344842236530574e-08,3.3321187601413559e-05,3.9939436571999604e-11,1.2516417479982379e-13,6.737331402848315e-07,1.07675912111716e-08,0.0030468662311735422,0.08161098348017165,3.1995660912259509e-06,8.7186048108691995e-07,3.1007388907921838e-07,1.2503440518953981e-07,7.2247167090141835e-11,4.7833863471114808e-09,4.3218062504265835e-08,2.7041337863987918e-10,4.9472286748967361e-10
1.9037140091186015e-06,0.09977366400000001,0.80000000000000004,0.0,0.20450880160673301,0.094932394236650633,0.056512061171530847,1.4066754990632911e-09,0.0034901147139405923,2.5756911610280368e-08,0.0016639581817184969,6.2617940904797657e-06,2.2242868565702245e-07,0.00030985536396930407,2.5980844564515207e-09,1.970195519854381e-08,9.864032707393111e-08,3.360346264296268e-05,4.0600825800762944e-11,1.2849484845138614e-13,6.7492661871062357e-07,1.0974063246633726e-08,0.0030439592332501971,0.081786302029524832,3.2062350071244816e-06,8.7254738383668564e-07,3.0940609172130618e-07,1.2574268260383232e-07,7.2382511271326235e-11,4.7734176243866128e-09,4.3183866971924092e-08,2.7196915089065073e-10,4.9769087961067158e-10
1.912360024449071e-06,0.09977366400000001,0.80000000000000004,0.0,0.20433726780467021,0.09492228756219373,0.056407362950674632,1.4263526764376182e-09,0.0035134714653232242,2.5697935261391177e-08,0.001675289870219529,6.3372872279013674e-06,2.2425826356247172e-07,0.00031107861564642284,2.6586744866181798e-09,1.9898943164502365e-08,9.9944533011879689e-08,3.3886545696202669e-05,4.1269023184571881e-11,1.3189392258842071e-13,6.7611308970754591e-07,1.1183284400230136e-08,0.0030410652506238111,0.081960722497464125,3.2128633579108596e-06,8.7322925066582494e-07,3.087435827569237e-07,1.2645105200975494e-07,7.2516940199241653e-11,4.7635202581063152e-09,4.3149776636764682e-08,2.7352528081876591e-10,5.0065991320383307e-10
1.9210060397795404e-06,0.09977366400000001,0.80000000000000004,0.0,0.20416661328498686,0.094912155481952351,0.056303088590343157,1.4461981846640914e-09,0.0035368567500272891,2.5640197688468882e-08,0.0016866366831763244,6.4132643740245595e-06,2.2609166852742174e-07,0.00031229745466824767,2.7203044591452472e-09,2.0096528186143566e-08,1.0125743680086617e-07,3.4170432484071714e-05,4.19440464297057e-11,1.3536235213726222e-13,6.7729261506045047e-07,1.1395273256004359e-08,0.0030381842002975236,0.082134250790509442,3.2194514112508953e-06,8.7390613580954997e-07,3.0808630315583202e-07,1.2715950941413405e-07,7.2650460559122224e-11,4.753693500776313e-09,4.3115791315639764e-08,2.7508175861287418e-10,5.036299462850193e-10
1.928787453576963e-06,0.09977366400000001,0.80000000000000004,0.0,0.20401377123250528,0.094903015063681026,0.056209601812752828,1.4642034303029637e-09,0.0035579276848923432,2.5589281122529727e-08,0.0016968616361344709,6.4820573134993443e-06,2.2774497315609498e-07,0.00031339064315826247,2.7766694612619717e-09,2.0274859457481564e-08,1.0244646732698581e-07,3.442661426958529e-05,4.2557417807726534e-11,1.3854403156963229e-13,6.7834829981737473e-07,1.1588444932497584e-08,0.0030356022441010875,0.08228966828372479,3.225346424468281e-06,8.7451111733668982e-07,3.0749917455571443e-07,1.2779719307678592e-07,7.2769857536394535e-11,4.7449091795006922e-09,4.3085294151170254e-08,2.7648287808180426e-10,5.0630381274247815e-10
1.9357907259946436e-06,0.09977366400000001,0.80000000000000004,0.0,0.20387681488616477,0.094894771366873548,0.056125753739735038,1.4805252996854209e-09,0.0035769109478847442,2.5544295599985331e-08,0.001706074396407383,6.544305651255635e-06,2.2923554779802786e-07,0.00031437146659652252,2.8281320921883322e-09,2.043576212549465e-08,1.035225876341351e-07,3.4657729005717301e-05,4.3114201570198081e-11,1.4145682260015916e-13,6.7929368454218056e-07,1.1764240191927843e-08,0.0030332873336185976,0.082428933703854346,3.2306243711401344e-06,8.7505221954573347e-07,3.0697430562313795e-07,1.2837116428248291e-07,7.287669413942441e-11,4.7370512416966984e-09,4.3057919180223059e-08,2.7774411412572406e-10,5.0871095694344721e-10
1.942793998412324e-06,0.09977366400000001,0.80000000000000004,0.0,0.20374042525254404,0.094886511376543581,0.056042178950070833,1.4969583923690612e-09,0.0035959124678359928,2.5500097561015532e-08,0.0017152968448325436,6.6068708401938455e-06,2.3072856498351103e-07,0.00031534940842443753,2.8802961470313593e-09,2.0597044226976193e-08,1.0460437192799692e-07,3.4889363541766268e-05,4.3675494090923836e-11,1.4441683469980576e-13,6.8023461966485773e-07,1.1941884224286807e-08,0.0030309807627825871,0.082567624097268449,3.2358763477005222e-06,8.7559014733387516e-07,3.0645276565996918e-07,1.2894518636738443e-07,7.2982946330186187e-11,4.7292383358497302e-09,4.3030612763152517e-08,2.7900556151535396e-10,5.1111871899791016e-10
1.9497972708300046e-06,0.09977366400000001,0.80000000000000004,0.0,0.20360459933563502,0.09487823520292403,0.05595887602824437,1.5135029391609868e-09,0.0036149321084516751,2.5456679648667004e-08,0.0017245289123029432,6.6697526571897792e-06,2.3222400451265813e-07,0.00031632447281452098,2.9331673531195637e-09,2.0758702107862418e-08,1.0569180707938604e-07,3.5121515648175903e-05,4.4241304094492871e-11,1.474245864723189e-13,6.8117113661893094e-07,1.2121386811236563e-08,0.0030286824888420827,0.082705742502592688,3.2411024923958226e-06,8.7612492815360791e-07,3.0593452499316057e-07,1.2951925735024676e-07,7.3088617552503296e-11,4.7214700845988026e-09,4.3003374790988283e-08,2.802672153584565e-10,5.1352708790484544e-10
1.956800543247685e-06,0.09977366400000001,0.80000000000000004,0.0,0.2034693341610464,0.094869942955386741,0.05587584356891441,1.5301591696191818e-09,0.003633969734480874,2.541403459424992e-08,0.0017337705302222927,6.7329508738076439e-06,2.3372184629526865e-07,0.00031729666399525158,2.986751443296266e-09,2.0920732123783135e-08,1.0678487979160914e-07,3.5354183105043091e-05,4.4811640152747283e-11,1.5048059896509121e-13,6.8210326653484719e-07,1.2302757712403987e-08,0.0030263924693427254,0.082843291936539901,3.2463029425931149e-06,8.7665658915859578e-07,3.0541955432165273e-07,1.3009337528021667e-07,7.3193711226309712e-11,4.7137461159879191e-09,4.2976205158295717e-08,2.8152907083206129e-10,5.1593605281089027e-10
1.9638038156653657e-06,0.09977366400000001,0.80000000000000004,0.0,0.20333462677580347,0.094861634742450546,0.055793080176819741,1.5469273120591228e-09,0.003653025211706845,2.5372155216014554e-08,0.0017430216305006638,6.7964652563549629e-06,2.3522207035039183e-07,0.00031826598624975491,3.0410541556367289e-09,2.1083130640167563e-08,1.0788357660255147e-07,3.5587363702087243e-05,4.5386510685091869e-11,1.5358539565168151e-13,6.8303104024383676e-07,1.2486006665087766e-08,0.0030241106621241185,0.08298027539411322,3.2514778347863248e-06,8.7718515721125562e-07,3.0490782470118149e-07,1.3066753823646712e-07,7.3298230747819645e-11,4.7060660620465502e-09,4.2949103755955742e-08,2.8279112318197154e-10,5.1834560300851939e-10
1.970106760841278e-06,0.09977366400000001,0.80000000000000004,0.0,0.20321386461544402,0.094854143789401782,0.055718822031286523,1.562114512706143e-09,0.0036701902938794202,2.5335112562063771e-08,0.0017513556722964741,6.8538983251773673e-06,2.3657429241643632e-07,0.00031913592692990676,3.0905457652059898e-09,2.1229601376814896e-08,1.0887720107870059e-07,3.5797663155211229e-05,4.5907777975601012e-11,1.5642185774739047e-13,6.8386233726887726e-07,1.2652544486206063e-08,0.0030220640225166683,0.083103079054163073,3.25611349777924e-06,8.7765824595631134e-07,3.0445001550038424e-07,1.3118432183093256e-07,7.3391810204945696e-11,4.6991912593836777e-09,4.2924770737278106e-08,2.8392713475195126e-10,5.2051468987704963e-10
1.9764097060171906e-06,0.09977366400000001,0.80000000000000004,0.0,0.20309354976678071,0.094846640069521093,0.055644779705005712,1.5773927106979338e-09,0.0036873696312300672,2.5298679242331151e-08,0.001759697291123855,6.9115871172422868e-06,2.3792841361366944e-07,0.00032000355048912777,3.1406283004283356e-09,2.1376365027266023e-08,1.0987535999551598e-07,3.6008374871517913e-05,4.6432730810300241e-11,1.5929864599824514e-13,6.8469015256244136e-07,1.2820618464392019e-08,0.0030200239706165456,0.083225428835062606,3.260728666931369e-06,8.7812887011541927e-07,3.0399478778504672e-07,1.317011390060661e-07,7.348492977334847e-11,4.6923514705301607e-09,4.2900492813241711e-08,2.8506329862543558e-10,5.226842346713432e-10
1.982712651193103e-06,0.09977366400000001,0.80000000000000004,0.0,0.20297368012081041,0.094839123660178729,0.055570952201405933,1.59276206992112e-09,0.0037045631280269858,2.5262850196855385e-08,0.0017680464383802129,6.9695314514821801e-06,2.3928441960120837e-07,0.00032086886015828458,3.1913059541117946e-09,2.152341896267927e-08,1.1087804320365093e-07,3.6219497259581283e-05,4.6961375011526882e-11,1.6221614698662749e-13,6.8551450799372788e-07,1.2990235650605646e-08,0.0030179904762892436,0.08334732687585486,3.2653234399569311e-06,8.7859704867609982e-07,3.0354212118262533e-07,1.3221798842232775e-07,7.357759188031963e-11,4.6855464365087255e-09,4.2876269903030338e-08,2.8619961147529195e-10,5.2485422988143868e-10
