Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),H2OX(23),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),CH3OO(84),COX(57)
2.1469607065688236e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32807515641099089,0.11291714338059566,0.020915870532637826,1.8794047180479219e-12,3.2969804242184421e-05,2.3540697836132881e-06,1.6902065950745524e-05,1.7653369030894201e-10,4.4026537087371627e-10,9.2702972590057788e-06,5.7326375957237367e-16,8.8872608421323676e-09,1.1819825450963083e-11,1.6842077013992234e-08,2.8042788555614604e-15,3.5011964585808474e-19,1.0958480698525329e-06,5.6986970102409534e-13,0.0057263959878645944,0.0037599688601744068,7.7889595643394161e-08,4.3547039975198726e-07,1.9666301107500495e-09,5.3693685314447246e-06,6.7008060718284499e-12,2.6944611013203152e-08,1.3027686746024678e-07,3.9695308837629285e-12,1.5008144329642001e-09,1.3663406023787331e-11
2.155093909083914e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.328062201115421,0.11291717945040876,0.020909070659357605,1.9123168502584942e-12,3.3249497849664014e-05,2.3591384643556181e-06,1.7028936766657355e-05,1.7910307990952911e-10,4.4484918613011898e-10,9.3325907321530911e-06,5.8939826575337468e-16,8.8884459845319523e-09,1.2024143296369188e-11,1.7016849120288751e-08,2.8608670413033331e-15,3.5427306696447463e-19,1.1017580808901676e-06,5.8197646179321677e-13,0.0057261702606276055,0.0037731548954047698,7.8183205691628562e-08,4.3649377037196661e-07,1.9813946678302273e-09,5.3630194043700533e-06,6.7182091560503284e-12,2.6919916978771467e-08,1.3030637539557597e-07,3.9946512292187048e-12,1.5104202004324464e-09,1.3765424595602682e-11
2.1632271115990043e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32804925310635058,0.11291721479778953,0.020902273715797368,1.9456538732819209e-12,3.3530256608428719e-05,2.3641599000796643e-06,1.7156280466823411e-05,1.8170152719855497e-10,4.4946247812212315e-10,9.3950477040741595e-06,6.0592117496071402e-16,8.8895047253022669e-09,1.2231163466775236e-11,1.7192690820202981e-08,2.9183429016363806e-15,3.5846324361839669e-19,1.1076656433350149e-06,5.9429212201775176e-13,0.0057259446180712489,0.0037863335368006385,7.8476833338335517e-08,4.3751476109417081e-07,1.996205980963935e-09,5.3566950796145084e-06,6.735627412134188e-12,2.6895340657065751e-08,1.3033593263778704e-07,4.0198471892401542e-12,1.5200461399178427e-09,1.3867817629524635e-11
2.1713603141140946e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32803631238087394,0.11291724942287361,0.020895479700832546,1.9794192911396481e-12,3.3812080065684586e-05,2.3691344088219635e-06,1.7284097051260924e-05,1.8432926446867742e-10,4.5410531100480197e-10,9.4576677476102568e-06,6.2284023620404465e-16,8.8904390288967456e-09,1.2440910337493603e-11,1.7369604286717416e-08,2.9767162891822659e-15,3.6269045931287498e-19,1.1135707089448283e-06,6.0681943972946815e-13,0.0057257190604865001,0.0037995047870966478,7.8770478229123799e-08,4.3853338540869609e-07,2.0110640178082373e-09,5.3503954262104155e-06,6.7530607084082549e-12,2.6870881246274212e-08,1.3036553816565085e-07,4.0451187503367083e-12,1.5296921604592352e-09,1.3970585087048112e-11
2.179493516629185e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32802337893610256,0.11291728332581352,0.020888688613338671,2.0136166195062268e-12,3.4094967769580622e-05,2.3740623064499474e-06,1.741238651941189e-05,1.8698652501488824e-10,4.5877774866587151e-10,9.5204504363286953e-06,6.4016332039076099e-16,8.8912508345610392e-09,1.265340839153262e-11,1.75475916870116e-08,3.035997117969755e-15,3.6695500070652737e-19,1.1194732300607125e-06,6.1956119779567183e-13,0.0057254935881473111,0.0038126686490264489,7.9064140010157213e-08,4.3954965667139496e-07,2.0259687472681349e-09,5.3441203137314694e-06,6.7705089139580882e-12,2.6846537949814691e-08,1.3039519097589726e-07,4.0704658991705069e-12,1.5393581713232682e-09,1.4073726929238824e-11
2.1876267191442753e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32801045276916474,0.11291731650677776,0.020881900452191331,2.048249385670169e-12,3.4378919269198945e-05,2.3789439066768154e-06,1.7541148870147218e-05,1.8967354313362975e-10,4.6347985472630218e-10,9.583395344522486e-06,6.5789842170440478e-16,8.8919420566381757e-09,1.2868682219381425e-11,1.7726655182485648e-08,3.096195363450871e-15,3.7125715766566855e-19,1.1253731596009307e-06,6.3252020402877351e-13,0.0057252682013115468,0.0038258251253227011,7.93578183281504e-08,4.4056358812032602e-07,2.0409201370415089e-09,5.3378696122819871e-06,6.7879718998737844e-12,2.6822309974676434e-08,1.3042489008169342e-07,4.0958886226203264e-12,1.5490440820040244e-09,1.4177243116753092e-11
2.1957599216593656e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32799753387720471,0.11291734896594977,0.020875115216266237,2.0833211284948331e-12,3.4663934114541133e-05,2.3837795210764126e-06,1.7670384101765031e-05,1.9239055412189317e-10,4.6821169254092882e-10,9.646502047210017e-06,6.760536589918857e-16,8.8925145848703866e-09,1.3086756518792639e-11,1.7906796928784005e-08,3.1573210625155907e-15,3.7559722330676465e-19,1.1312704510547426e-06,6.4569929129563704e-13,0.0057250429002218732,0.0038389742187171041,7.9651512830350852e-08,4.4157519286278262e-07,2.0559181549144545e-09,5.3316431925068153e-06,6.8054495373171713e-12,2.6798196538834043e-08,1.3045463450788427e-07,4.1213869068886409e-12,1.5587498022226698e-09,1.4281133609843216e-11
2.2030798039229468e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32798591309219799,0.11291737756223529,0.020869011004069495,2.115263956249099e-12,3.4921356264741652e-05,2.3880925119571956e-06,1.7787100121508148e-05,1.9486170319329132e-10,4.7249581937272088e-10,9.7034360632578785e-06,6.9275940059515675e-16,8.8929299193256338e-09,1.3285438290405017e-11,1.8069848181921925e-08,3.2131355094970262e-15,3.7953593922044281e-19,1.1365757198135281e-06,6.5775100076016583e-13,0.0057248402027430499,0.0038508020926479891,7.9915851428735812e-08,4.4248365852674481e-07,2.0694562129261447e-09,5.3260600690855601e-06,6.8211918318365809e-12,2.6776591735292861e-08,1.3048144244875009e-07,4.1443999560073321e-12,1.5675018131416018e-09,1.4374955051692123e-11
2.210399686186528e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3279742981955604,0.11291740557418241,0.020862909159572653,2.1475678269787908e-12,3.5179639034412575e-05,2.3923687291256172e-06,1.7904199170881119e-05,1.9735751082837403e-10,4.768041258397667e-10,9.7605004804073373e-06,7.0981822783983446e-16,8.8932519663497367e-09,1.3486426691182719e-11,1.8233776123043322e-08,3.2697167770058855e-15,3.8350581960674671e-19,1.141878781391947e-06,6.699853915454715e-13,0.0057246375750606574,0.0038626239906303988,8.0180202594695624e-08,4.433902594576601e-07,2.0830319918961184e-09,5.3204964159960222e-06,6.8369457980703915e-12,2.6755078514255036e-08,1.3050828563712248e-07,4.1674741887311152e-12,1.5762697313499149e-09,1.4469079618946652e-11
2.217719568450109e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32796268918523891,0.11291743300195296,0.020856809681956266,2.1802353444083e-12,3.5438782097348928e-05,2.3966083953328536e-06,1.8021681247460278e-05,1.9987815063373958e-10,4.8113665757722993e-10,9.8176949903524376e-06,7.2723632395277061e-16,8.8934820536330182e-09,1.3689739947764554e-11,1.8398582311731227e-08,3.3270723096309013e-15,3.8750708507157359e-19,1.1471796030461136e-06,6.8240458129990551e-13,0.0057244350173232348,0.0038744399146538227,8.0444566072222136e-08,4.4429500495987363e-07,2.0966454676146693e-09,5.3149521401046115e-06,6.8527113446293947e-12,2.6733656318540093e-08,1.3053516339306467e-07,4.1906095948415759e-12,1.5850534915047138e-09,1.4563507281781869e-11
2.2250394507136901e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32795108605918932,0.11291745984571655,0.020850712570400963,2.2132691197590198e-12,3.5698785127905292e-05,2.4008117319630937e-06,1.8139546348448898e-05,2.024237968700965e-10,4.8549346004717985e-10,9.875019285262226e-06,7.4501995746378856e-16,8.893621493457521e-09,1.3895396356610579e-11,1.856426830384066e-08,3.3852095922983546e-15,3.9153995846120021e-19,1.1524781523919504e-06,6.9501070438134032e-13,0.0057242325296712766,0.0038862498667071779,8.0708941605681533e-08,4.4519790424876972e-07,2.1102966188600428e-09,5.3094271486687852e-06,6.8684883788043121e-12,2.6712324596172131e-08,1.3056207504602791e-07,4.2138061640647983e-12,1.5938530284111993e-09,1.4658238010080945e-11
2.2323593329772713e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32793948881537516,0.11291748610565043,0.020844617824087412,2.2466717717263766e-12,3.5959647800994541e-05,2.4049789590421131e-06,1.825779447068082e-05,2.049946244516862e-10,4.8987457853895069e-10,9.9324730577805368e-06,7.6317548304826783e-16,8.89367158286628e-09,1.4103414283868251e-11,1.873083565151269e-08,3.4441361502769899e-15,3.9560466488829166e-19,1.1577743974017578e-06,7.0780591192113862e-13,0.0057240301122376382,0.0038980538487787949,8.0973328939815843e-08,4.4609896647674457e-07,2.1239854232967028e-09,5.3039213493190023e-06,6.884276810753419e-12,2.6691082791226225e-08,1.3058901994085714e-07,4.2370638870686034e-12,1.6026682770224544e-09,1.4753271773455554e-11
2.2389472270144943e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32792905632357661,0.11291750924056873,0.020839134574009793,2.277051718360731e-12,3.6195158932900296e-05,2.4086987705103364e-06,1.8364545260937708e-05,2.0733004441808657e-10,4.9383841267292059e-10,9.9842919027548359e-06,7.7983874602634531e-16,8.8936413285863428e-09,1.4292664752312774e-11,1.8881501103284775e-08,3.4978511349959315e-15,3.9929030582241803e-19,1.1625390215169019e-06,7.1948505739602094e-13,0.0057238479966879741,0.0039086723299517614,8.1211287419431717e-08,4.4690835929232182e-07,2.136337520742274e-09,5.2989824631008715e-06,6.8984960703445729e-12,2.6672041597032416e-08,1.3061329822625084e-07,4.2580481154615559e-12,1.6106153806378843e-09,1.4839061230177466e-11
2.244876331647995e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32791967115207632,0.1129175296579064,0.020834201285927133,2.3046525409426899e-12,3.6407713877049378e-05,2.4120218756271311e-06,1.8460886228747729e-05,2.0944958945743874e-10,4.974227617896943e-10,1.0031018135776631e-05,7.9510162706394051e-16,8.8935538721704432e-09,1.4464649557018308e-11,1.9017712395986298e-08,3.5467510539555136e-15,4.0262972440830395e-19,1.1668255465234087e-06,7.3013005569006595e-13,0.0057236841414818242,0.0039182248310705757,8.1425457893731283e-08,4.4763555227056939e-07,2.1474804553955021e-09,5.2945506380686732e-06,6.9113011805421555e-12,2.665496609307132e-08,1.3063517086240251e-07,4.2769762593697734e-12,1.6177785710647254e-09,1.4916481568348108e-11
2.250805436281496e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32791028983631365,0.11291754969253127,0.020829269548222996,2.3325000639880188e-12,3.6620832256432145e-05,2.4153216760688196e-06,1.855747848995111e-05,2.1158596912052888e-10,5.0102314460957204e-10,1.0077828774124395e-05,8.1062009216015254e-16,8.8934100500022133e-09,1.4638216637374995e-11,1.9154504693705848e-08,3.5961823289265729e-15,4.0599043647455959e-19,1.1711105038603629e-06,7.4090299240884449e-13,0.0057235203325589588,0.0039277734188178579,8.1639635657789754e-08,4.4836155596503893e-07,2.1586480547008761e-09,5.2901312419989099e-06,6.9241136090704394e-12,2.663794861845794e-08,1.3065706416466926e-07,4.2959445082310309e-12,1.6249519547695013e-09,1.4994100672941494e-11
2.2567345409149967e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32790091237522001,0.11291756934455038,0.020824339360462057,2.360595693436562e-12,3.6834513899319637e-05,2.4185982861940158e-06,1.8654322042154769e-05,2.1373927761686107e-10,5.0463958487088562e-10,1.0124723655367543e-05,8.2639768771165848e-16,8.8932105228366964e-09,1.4813375887186254e-11,1.9291878814230229e-08,3.6461490366640394e-15,4.093725661259491e-19,1.1753938771768314e-06,7.5180504325722277e-13,0.0057233565699769005,0.0039373180942492286,8.1853820576657762e-08,4.4908637509552286e-07,2.1698403041720617e-09,5.2857242265453618e-06,6.9369333102215834e-12,2.6620988889959068e-08,1.3067897779805562e-07,4.3149528562892185e-12,1.6321354974667707e-09,1.5071918527325907e-11
2.2626636455484975e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3278915387677292,0.11291758861407333,0.020819410722209039,2.3889408384009384e-12,3.7048758634203636e-05,2.4218518197931077e-06,1.8751416882807508e-05,2.1590960943608877e-10,5.082721062383049e-10,1.0171702617279392e-05,8.4243799886451687e-16,8.8929559451885226e-09,1.4990137229987022e-11,1.9429835573770437e-08,3.6966552712942191e-15,4.127762384945435e-19,1.1796756502688301e-06,7.6283739128426155e-13,0.0057231928537905567,0.0039468588584200843,8.2068012515546651e-08,4.4981001434015528e-07,2.1810571934314541e-09,5.281329543539808e-06,6.9497602355181578e-12,2.660408662711313e-08,1.307009114299122e-07,4.3340012977805596e-12,1.6393291649343314e-09,1.5149935114722508e-11
2.267999839718648e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32788310581493896,0.11291760562970229,0.020814976272250842,2.4146659718169532e-12,3.7242060197682817e-05,2.4247603631946358e-06,1.8839017088783324e-05,2.1787754133574801e-10,5.1155514431428942e-10,1.0214055438055701e-05,8.5710189533038177e-16,8.8926802931137591e-09,1.5150600453735415e-11,1.9554495487046158e-08,3.7425755757486118e-15,4.1585806690648096e-19,1.1835278645846544e-06,7.7287889232202282e-13,0.0057230455489345458,0.0039554422029182152,8.2260791151391966e-08,4.5046028470632489e-07,2.1911734521206341e-09,5.2773848334047149e-06,6.9613106065172235e-12,2.658892348700277e-08,1.3072066853122096e-07,4.3511791710599905e-12,1.6458120940999835e-09,1.5220319946137272e-11
2.2733360338887987e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32787467598193198,0.11291762233568342,0.020810543076724201,2.440595388441851e-12,3.7435817602219119e-05,2.4276503884810585e-06,1.8926820834126555e-05,2.1985940816746972e-10,5.1485124434306474e-10,1.025647611495897e-05,8.7198419581872211e-16,8.8923610437585927e-09,1.5312376710951162e-11,1.9679628590586581e-08,3.788939236388985e-15,4.1895753980410868e-19,1.1873787581035793e-06,7.830277711448286e-13,0.0057228982817380675,0.0039640223809190838,8.2453575266371796e-08,4.5110960650758282e-07,2.2013096503494859e-09,5.2734500387977481e-06,6.9728667581050526e-12,2.6573806460737564e-08,1.3074044133237499e-07,4.368389511715066e-12,1.652303171801696e-09,1.529086572523207e-11
2.2781386086419344e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32786709179900225,0.11291763710638764,0.020806554273026974,2.4641073799437021e-12,3.7610588907441883e-05,2.4302356458526717e-06,1.9006018229288498e-05,2.2165506009124725e-10,5.1782891647190915e-10,1.0294712643762985e-05,8.8556722881551531e-16,8.892036827569137e-09,1.5459104015665457e-11,1.9792653450558483e-08,3.8310480968855797e-15,4.2176222862256524e-19,1.1908434234728006e-06,7.9225429548364135e-13,0.0057227657734891038,0.0039717418344002208,8.2627085573574415e-08,4.5169318787492612e-07,2.2104492703447782e-09,5.2699171726987964e-06,6.9832722089588613e-12,2.6560240396176293e-08,1.3075825008470697e-07,4.3839065746767494e-12,1.6581520882195497e-09,1.5354494526381779e-11
2.28294118339507e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32785951014191012,0.11291765162640859,0.020802566484931031,2.4877864332697561e-12,3.7785729252296555e-05,2.4328060291684863e-06,1.9085380487900804e-05,2.2346210633985314e-10,5.2081719506522131e-10,1.0333003954764941e-05,8.9933133491537782e-16,8.8916780095965915e-09,1.5606906118952604e-11,1.9906062504664228e-08,3.8735207325123876e-15,4.2458135368109613e-19,1.1943070013435079e-06,8.0156915005792052e-13,0.0057226332957972404,0.0039794587242018434,8.2800600168238101e-08,4.5227600604724076e-07,2.2196050288376639e-09,5.2663922847627875e-06,6.9936822901882803e-12,2.6546711371189296e-08,1.3077607119801873e-07,4.3994499301926584e-12,1.664007566786484e-09,1.541825367591527e-11
2.2877437581482057e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32785193101009463,0.11291766589581002,0.020798579712205098,2.5116333048407645e-12,3.7961238546158464e-05,2.4353615975571719e-06,1.916490760822948e-05,2.2528059779970358e-10,5.2381609252344506e-10,1.0371349962239614e-05,9.13278514399694e-16,8.8912849230662025e-09,1.5755788365601159e-11,2.0019856182915409e-08,3.9163593607376833e-15,4.274149840077544e-19,1.1977694834495176e-06,8.1097298135563005e-13,0.0057225008486860504,0.003987173050884309,8.2974118979117588e-08,4.5285806344041442e-07,2.2287769187800366e-09,5.2628753498024149e-06,7.0040969777035347e-12,2.6533219240783495e-08,1.307939045040256e-07,4.4150195750799215e-12,1.6698695894666585e-09,1.5482143164656156e-11
2.2925463329013413e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32784435440299603,0.11291767991465655,0.020794593954617923,2.5356487524247274e-12,3.8137116698491959e-05,2.4379024099095653e-06,1.9244599588473012e-05,2.2711058547728616e-10,5.268256212156038e-10,1.0409750580549334e-05,9.2741078494436546e-16,8.8908578986443447e-09,1.5905756113082756e-11,2.0134034914654163e-08,3.95956620650706e-15,4.3026318909513924e-19,1.2012308615853314e-06,8.2046643907743817e-13,0.0057223684321782101,0.0039948848150078761,8.3147641935037162e-08,4.5343936245679775e-07,2.2379649345138624e-09,5.2593663427088159e-06,7.0145162470850839e-12,2.6519763858193052e-08,1.3081174983836066e-07,4.4306155065413372e-12,1.6757381382512805e-09,1.5546162983365113e-11
2.297348907654477e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32783678032005542,0.11291769368301366,0.020790609211938243,2.5598335351341379e-12,3.8313363618850989e-05,2.440428524879676e-06,1.9324456426762494e-05,2.2895212049907906e-10,5.2984579347934339e-10,1.0448205724143974e-05,9.4173018172794123e-16,8.8903972644570547e-09,1.6056814731534604e-11,2.024859912855457e-08,4.0031435022431575e-15,4.3312603890378998e-19,1.2046911276057641e-06,8.3005017614434165e-13,0.0057222360462955198,0.0040025940171327119,8.3321168964890749e-08,4.5401990548645204e-07,2.2471690703541499e-09,5.2558652384482679e-06,7.024940074122488e-12,2.6506345077268526e-08,1.3082960703815684e-07,4.4462377217770145e-12,1.6816131951585745e-09,1.5610313122753536e-11
2.3021514824076126e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32782920876071447,0.11291770720094758,0.020786625483934826,2.5841884134232269e-12,3.848997921688001e-05,2.4429400008856833e-06,1.9404478121161548e-05,2.3080525411146976e-10,5.3287662162097607e-10,1.0486715307560892e-05,9.562387575400595e-16,8.8899033461085176e-09,1.6208969603741846e-11,2.0363549252623975e-08,4.0470934878453166e-15,4.3600360386559243e-19,1.2081502734255685e-06,8.3972484870527923e-13,0.0057221036910589411,0.004010300657818904,8.3494699997642302e-08,4.5459969490695704e-07,2.256389318909499e-09,5.2523720120591513e-06,7.0353684351590228e-12,2.6492962755854475e-08,1.3084747593879013e-07,4.4618862174632706e-12,1.6874947422337594e-09,1.5674593573503019e-11
2.3069540571607483e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32782163972441625,0.11291772046852541,0.02078264277037644,2.6087141490852025e-12,3.866696340230977e-05,2.4454368961109231e-06,1.9484664669666479e-05,2.3267003768067297e-10,5.359181179155231e-10,1.052527924542492e-05,9.7093858289025996e-16,8.88937646669934e-09,1.6362226125119893e-11,2.0478885714204361e-08,4.0914184106891954e-15,4.3889595488720125e-19,1.2116082910190666e-06,8.4949111614473517e-13,0.0057219713664886252,0.0040180047376264429,8.3668234962326182e-08,4.5517873308238082e-07,2.2656256744622214e-09,5.2488866386595056e-06,7.045801306077164e-12,2.647961674949521e-08,1.3086535638012612e-07,4.4775609907503326e-12,1.693382761549019e-09,1.5739004326230087e-11
2.311756631913884e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32781407321060407,0.11291773348581498,0.020778661071031861,2.6334115052495021e-12,3.8844316084957683e-05,2.4479192685048866e-06,1.9565016070206557e-05,2.3454652269264799e-10,5.3897029460675691e-10,1.0563897452448318e-05,9.8583174611720431e-16,8.8888169468447838e-09,1.6516589703696642e-11,2.0594608939973678e-08,4.1361205256263348e-15,4.4180316335347817e-19,1.2150651724197841e-06,8.5934964109033207e-13,0.0057218390726039301,0.004025706257115234,8.3841773788046924e-08,4.557570223648236e-07,2.2748781317797987e-09,5.2454090934439059e-06,7.0562386628678505e-12,2.646630691331695e-08,1.3088324820440265e-07,4.4932620389418745e-12,1.6992772352034764e-09,1.580354537149633e-11
2.3165592066670196e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32780650921872251,0.11291774625288485,0.020774680385669889,2.6582812463790437e-12,3.9022037174729929e-05,2.4503871757841992e-06,1.9645532320643893e-05,2.3643476075301517e-10,5.4203316390724548e-10,1.0602569843430734e-05,1.000920353498284e-15,8.8882251046927765e-09,1.6672065760094638e-11,2.0710719355947139e-08,4.1812020949836341e-15,4.4472530113094674e-19,1.2185209097200832e-06,8.6930108942041093e-13,0.0057217068094234519,0.0040334052168451038,8.4015316403979232e-08,4.5633456509436498e-07,2.2841466831883742e-09,5.2419393516779354e-06,7.0666804822934019e-12,2.645303310790489e-08,1.3090115125055468e-07,4.5089893585825625e-12,1.7051781453231685e-09,1.5868216699841159e-11
2.3213617814201552e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32779894774821644,0.11291775876980431,0.020770700714059322,2.6833241382674769e-12,3.9200126581616327e-05,2.4528406754336075e-06,1.9726213418773445e-05,2.3833480358697197e-10,5.4510673799839378e-10,1.0641296333259184e-05,1.0162065293595891e-15,8.8876012559418677e-09,1.6828659727513126e-11,2.0827217387478509e-08,4.2266653885628088e-15,4.4766244057126255e-19,1.2219754950708033e-06,8.7934613027160212e-13,0.0057215745769650557,0.0040411016173757816,8.4188862739368286e-08,4.5691136359760964e-07,2.293431322841928e-09,5.2384773887080387e-06,7.0771267405413136e-12,2.643979519120328e-08,1.3091906536236446e-07,4.5247429467492428e-12,1.7110854740610174e-09,1.5933018301738457e-11
2.3256840986979772e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32779214458007916,0.11291776982121109,0.020767119876176177,2.7060114188645559e-12,3.9360721884620592e-05,2.4550365539195654e-06,1.9798967349990678e-05,2.4005497806612082e-10,5.478821173192951e-10,1.0676196358342635e-05,1.0301347790722808e-15,8.8870126853891196e-09,1.6970554612772038e-11,2.0932397378181671e-08,4.2679106090078846e-15,4.503187526816121e-19,1.2250836305290687e-06,8.8846724431627316e-13,0.0057214555940340679,0.0040480261902006397,8.4345057562932115e-08,4.5742984785074768e-07,2.3018012501001303e-09,5.2353682525927464e-06,7.0865321484819932e-12,2.6427911632076048e-08,1.3093519739805953e-07,4.5389436335805478e-12,1.7164075431146401e-09,1.5991451119409381e-11
2.3300064159757992e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32778534345340377,0.11291778067010418,0.020763539859075891,2.7288401330774352e-12,3.952161538614939e-05,2.4572208501826516e-06,1.9871854804297011e-05,2.4178479428202163e-10,5.5066618619879552e-10,1.0711140072696212e-05,1.0442263689530996e-15,8.8863986699677576e-09,1.711336339550382e-11,2.1037891990642355e-08,4.3094685358802769e-15,4.5298732857442843e-19,1.2281908209570313e-06,8.9766520535521132e-13,0.0057213366360138887,0.0040549486909353984,8.4501255290521047e-08,4.5794773283552894e-07,2.3101841995027847e-09,5.2322653795285475e-06,7.0959411158622703e-12,2.6416056926050111e-08,1.3095133815886497e-07,4.5531655933156181e-12,1.7217347838418925e-09,1.6049989443890719e-11
2.3343287332536212e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32777854436778725,0.11291779131653548,0.020759960662589928,2.7518108419235574e-12,3.9682807020760911e-05,2.4593936056513748e-06,1.9944875779946099e-05,2.435242901904439e-10,5.5345895345256559e-10,1.0746127414453913e-05,1.0584828855748809e-15,8.8857594348036974e-09,1.7257090062568863e-11,2.1143701533574414e-08,4.3513408393928959e-15,4.5566822201591561e-19,1.2312970607527195e-06,9.0694050798868352e-13,0.0057212177029161062,0.0040618691199879355,8.4657455870701706e-08,4.5846502022252608e-07,2.318580165658642e-09,5.2291687517000673e-06,7.1053536257523925e-12,2.640423097339816e-08,1.3096748753132254e-07,4.5674088234298379e-12,1.7270671832880086e-09,1.6108633268151142e-11
2.3386510505314432e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32777174732282682,0.11291780176055737,0.020756382286549777,2.7749241072866276e-12,3.9844296723064169e-05,2.4615548616045396e-06,2.0018030275148003e-05,2.4527350382539802e-10,5.5626042787593735e-10,1.0781158321806966e-05,1.0729059276285676e-15,8.8850952034598123e-09,1.7401738609033945e-11,2.1249826315260924e-08,4.3935291946611736e-15,4.5836148709931438e-19,1.2344023443516421e-06,9.1629364897353228e-13,0.0057210987947518806,0.0040687874777660688,8.4813659252087264e-08,4.589817116750931e-07,2.3269891464513561e-09,5.2260783513486859e-06,7.1147696606581283e-12,2.6392433667882582e-08,1.3098364540968147e-07,4.5816733224731693e-12,1.7324047285157947e-09,1.6167382585091025e-11
2.3429733678092652e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32776495231812047,0.11291781200222246,0.020752804730786931,2.7981804919149957e-12,4.0006084427725515e-05,2.4637046591718142e-06,2.0091318288069127e-05,2.4703247329908436e-10,5.5907061824392853e-10,1.0816232733003801e-05,1.0874971059891242e-15,8.8844061979461709e-09,1.7547313038161493e-11,2.1356266643554995e-08,4.4360352817025672e-15,4.6106717824699046e-19,1.2375066662265773e-06,9.257251272276143e-13,0.0057209799115319595,0.0040757037646775652,8.4969865383337266e-08,4.5949780884981285e-07,2.3354111360935246e-09,5.2229941607577733e-06,7.1241892043076675e-12,2.6380664911149542e-08,1.3099981168158441e-07,4.595959087806466e-12,1.7377474066056132e-09,1.6226237387615828e-11
2.346863453359305e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32775883855796983,0.11291782104674991,0.020749585631798202,2.819234070859355e-12,4.0151948099980952e-05,2.4656297139363685e-06,2.015739165579736e-05,2.4862391863021869e-10,5.616072489439734e-10,1.0847836847875797e-05,1.100774264314776e-15,8.8837650933168206e-09,1.7679124969344883e-11,2.1452332985463825e-08,4.4745638131901069e-15,4.635129698118233e-19,1.2402997291016327e-06,9.3428085012202269e-13,0.0057208729379699666,0.0040819266526439177,8.511045321020114e-08,4.5996178956061657e-07,2.3430020451560333e-09,5.2202236839717594e-06,7.1326697795678081e-12,2.6370097357483355e-08,1.3101436841155321e-07,4.608834457261695e-12,1.7425601948195453e-09,1.6279296894173006e-11
2.350364530354341e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3277533375862921,0.11291782904675145,0.020746689010573176,2.838282139543815e-12,4.0283431702027831e-05,2.467354380711553e-06,2.0216950151994072e-05,2.5006302533624033e-10,5.6389626412833195e-10,1.0876310599980474e-05,1.1128422584108716e-15,8.883171226479604e-09,1.7798402127025413e-11,2.1539011622885019e-08,4.5094617214389787e-15,4.657228589831876e-19,1.2428128125573105e-06,9.4203590332864663e-13,0.005720776679052535,0.0040875258181629374,8.5236984092394015e-08,4.6037896276207416e-07,2.3498428675126282e-09,5.2177345325897606e-06,7.1403047051886217e-12,2.6360606199490772e-08,1.31027475142241e-07,4.6204370150648318e-12,1.74689524227619e-09,1.6327123494851182e-11
