Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),H2OX(23),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),CH3OO(77),COX(50),C2H6X(52)
8.264085300912765e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32020322177123478,0.11276751548066261,0.016551457563984916,0.0,0.00051513702073813651,2.0667148545929929e-06,0.00024039198048531814,2.1728266767641299e-07,3.6747370430678549e-20,8.0026009906654838e-05,1.81183498294559e-15,1.2493313774592543e-08,1.1029135679250703e-12,5.9154740476380876e-07,3.8691717111579155e-15,1.2514099636554706e-16,4.1784716421996509e-06,1.3984672386153227e-11,0.0055805391152168021,0.011778983205438354,2.8587089209431824e-07,8.9269692884523461e-07,2.4566312708539649e-08,3.4453687741610499e-06,2.0159701992261568e-11,2.0329305403731237e-08,1.4946717286252395e-07,4.2649627556363981e-11,1.0268431914154498e-08,1.8967098354381227e-10,5.5624313629859244e-10
8.280983363262751e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32018615218671187,0.11276668544943953,0.016541271702213953,0.0,0.0005171414073350711,2.0640622968378972e-06,0.00024133844428516062,2.1900697888066073e-07,3.696033027318406e-20,8.0243742439635538e-05,1.8386761660824915e-15,1.2489588269346716e-08,1.1133876437686724e-12,5.9456578386780459e-07,3.8833118497448603e-15,1.2592254868989271e-16,4.1838861813090675e-06,1.4152458725169117e-11,0.0055801979141247866,0.011796394710805031,2.8637765119493246e-07,8.9349760486844805e-07,2.4656378588610124e-08,3.4432156605353409e-06,2.0193226359921886e-11,2.0322742000387795e-08,1.4950427925117912e-07,4.280587960432214e-11,1.0290044645534623e-08,1.9040760235150843e-10,5.6063460251570706e-10
8.314779487962722e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32015208183936061,0.11276501960228587,0.016520927549187939,0.0,0.00052115992853324453,2.05877309060695e-06,0.00024323626659167942,2.2248361934124444e-07,3.7388607018862633e-20,8.0679085009393274e-05,1.8933461513355358e-15,1.2482178100663966e-08,1.1345506157659671e-12,6.0062787891023942e-07,3.9116570315934287e-15,1.2749546226703572e-16,4.1946803953386548e-06,1.4492816254206624e-11,0.0055795164445902505,0.011831147951779891,2.873897504332208e-07,8.9509430751031682e-07,2.4836901485702484e-08,3.4389306107090065e-06,2.026018203506747e-11,2.0309683700485613e-08,1.4957826289373839e-07,4.311910057850778e-11,1.0333168498883711e-08,1.9188450373587565e-10,5.6948820746909694e-10
8.345196000192696e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32012149686025804,0.11276351376014318,0.016502649194139234,0.0,0.00052478768987744226,2.0540310113156533e-06,0.00024494987754760398,2.2564466411228952e-07,3.7776750224150466e-20,8.1070749018032786e-05,1.9436921401660286e-15,1.2475555138762574e-08,1.1538436814610074e-12,6.061126508781731e-07,3.9372415681617645e-15,1.2892230340927215e-16,4.2043556369340744e-06,1.4804652287162487e-11,0.0055789041838549,0.011862346455886616,2.8829902022558425e-07,8.9652606218543404e-07,2.4999817065399477e-08,3.4350980265250319e-06,2.0320335882919509e-11,2.0298008683344151e-08,1.4964458782325464e-07,4.3401815168015344e-11,1.0371863812982644e-08,1.9321788419400441e-10,5.7753733182934213e-10
8.375612512422671e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3200909859557714,0.1127620017009915,0.016484400517363669,0.0,0.00052842593708067674,2.0493062536010734e-06,0.00024666875613051765,2.2883623014604999e-07,3.8167453594505469e-20,8.1462271208534499e-05,1.995140092730709e-15,1.2468975531808176e-08,1.1733718222560122e-12,6.1162479127817338e-07,3.9628959588002882e-15,1.3035981358524119e-16,4.2139936222759639e-06,1.5121778558455957e-11,0.0055782929275589119,0.011893469864619486,2.8920675366559903e-07,8.9795284174485012e-07,2.5163153178069911e-08,3.4312879433701751e-06,2.0380388877757158e-11,2.0286406338167625e-08,1.4971066706045048e-07,4.3685300849340168e-11,1.0410448740793822e-08,1.9455520616077543e-10,5.8566342410419305e-10
8.406029024652645e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32006054899479558,0.11276048344060641,0.016466181468119463,0.0,0.00053207464835713925,2.0445988845257746e-06,0.00024839289264338353,2.3205845257298528e-07,3.8560724674172547e-20,8.1853646697262463e-05,2.0477086645882329e-15,1.2462438895381826e-08,1.1931366300849454e-12,6.1716430198634042e-07,3.9886200775105322e-15,1.318080318916565e-16,4.2235945553527133e-06,1.5444259355298659e-11,0.0055776826742364475,0.011924518310716989,2.901129487980665e-07,8.9937466991582413e-07,2.5326908841803081e-08,3.4275001721112887e-06,2.0440340843939006e-11,2.0274875994853737e-08,1.4977650152319073e-07,4.3969555994906021e-11,1.0448922956476719e-08,1.958964616614021e-10,5.9386681535562895e-10
8.436445536882619e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32003018584633997,0.11275895899473058,0.016447991995721882,0.0,0.00053573380193122232,2.0399089675413237e-06,0.00025012227738250171,2.3531146597610918e-07,3.8956571003892768e-20,8.2244870641987115e-05,2.1014167251821239e-15,1.2455944849933184e-08,1.2131396956304576e-12,6.2273118451033134e-07,4.0144137984140581e-15,1.3326699739131665e-16,4.2331586386604897e-06,1.5772159398642445e-11,0.0055770734224213246,0.011955491926801965,2.910176037055847e-07,9.0079157023297306e-07,2.5491083076066712e-08,3.4237345258353584e-06,2.0500191609263774e-11,2.0263416991986239e-08,1.4984209212753438e-07,4.4254578977937784e-11,1.0487286141458205e-08,1.972416427223482e-10,6.0214783520469484e-10
8.466862049112593e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3199998963795278,0.11275742837907368,0.016429832049543371,0.0,0.00053940337603772357,2.0352365625713642e-06,0.00025185690063772039,2.3859540438705497e-07,3.9355000120930625e-20,8.2635938241606475e-05,2.1562833588404792e-15,1.2449493020714673e-08,1.2333826082474526e-12,6.2832543999159663e-07,4.0402769957580196e-15,1.3473674911279337e-16,4.2426860732128668e-06,1.6105543842828846e-11,0.0055764651706470452,0.011986390845380992,2.9192071650830266e-07,9.0220356604144695e-07,2.5655674901712534e-08,3.4199908198180883e-06,2.0559941004936865e-11,2.0252028676675309e-08,1.4990743978740423e-07,4.4540368172472316e-11,1.0525537984358022e-08,1.9859074137146654e-10,6.1050681182248481e-10
8.497278561342568e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31996968046359797,0.11275589160931257,0.016411701579013643,0.0,0.00054308334892204683,2.030581726092967e-06,0.00025359675269264435,2.4191040128220374e-07,3.9756019559101306e-20,8.3026844735868794e-05,2.2123278657651653e-15,1.2443083037716322e-08,1.2538669558871071e-12,6.3394706920760761e-07,4.0662095439205602e-15,1.3621732605012161e-16,4.2521770585504818e-06,1.6444478275217304e-11,0.0055758579174468095,0.012017215198843776,2.9282228536362143e-07,9.0361068049988349e-07,2.5820683340979444e-08,3.4162688714921055e-06,2.0619588865534319e-11,2.0240710404452299e-08,1.4997254541461985e-07,4.4826921953377098e-11,1.0563678180915067e-08,1.9994374963813623e-10,6.1894407192128886e-10
8.527695073572542e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31993953796790514,0.1127543487010912,0.016393600533619754,0.0,0.00054677369884040543,2.025944511216329e-06,0.0002553418238248411,2.4525658957887378e-07,4.0159636848797955e-20,8.3417585405097435e-05,2.2695697630106123e-15,1.2436714535601318e-08,1.2745943250213482e-12,6.3959607257407661e-07,4.0922113174160499e-15,1.3770876716249168e-16,4.2616317927507745e-06,1.678902871579278e-11,0.0055752516613535299,0.012047965119462522,2.9372230846585332e-07,9.0501293658181564e-07,2.5986107417495902e-08,3.4125685004143472e-06,2.0679135028965175e-11,2.022946153912993e-08,1.5003740991907028e-07,4.5114238696389984e-11,1.060170643391427e-08,2.0130065955339176e-10,6.2745994074589736e-10
8.558111585802516e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31990946876192,0.11275279967002083,0.016375528862906216,0.0,0.00055047440406002146,2.0213249677628193e-06,0.00025709210430604552,2.4863410163157325e-07,4.0565859517018882e-20,8.3808155569917322e-05,2.3280287854519419e-15,1.2430387153642215e-08,1.29556630056779e-12,6.452724501471689e-07,4.118282190900207e-15,1.3921111137394323e-16,4.271050472437764e-06,1.7139261616752539e-11,0.0055746464008998523,0.012078640739391326,2.9462078404596701e-07,9.0641035707812153e-07,2.6151946156283234e-08,3.4088895282339643e-06,2.0738579336438128e-11,2.0218281452647707e-08,1.5010203420847378e-07,4.5402316778131289e-11,1.063962245311398e-08,2.0266146315005591e-10,6.3605474206506344e-10
8.58852809803249e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31987947271523076,0.11275124453167998,0.016357486516475103,0.0,0.00055418544285932572,2.0167231423414246e-06,0.00025884758440236313,2.5204306922831311e-07,4.0974695087394731e-20,8.4198550590983351e-05,2.3877248867424947e-15,1.2424100535657759e-08,1.3167844658151336e-12,6.5097620162570722e-07,4.144422039175115e-15,1.4072439757306136e-16,4.2804332927918273e-06,1.7495243862072553e-11,0.0055740421346181816,0.012109242190665588,2.9551771037132028e-07,9.0780296459999184e-07,2.631819858375874e-08,3.4052317786615462e-06,2.0797921632427688e-11,2.0207169524970495e-08,1.5016641918831433e-07,4.5691154576113441e-11,1.0677425955174163e-08,2.0402615246287512e-10,6.4472879816312327e-10
8.618944610262465e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31984954969754287,0.11274968330161451,0.016339473443986119,0.0,0.00055790679352815361,2.012139078423643e-06,0.00026060825437447147,2.5548362358698078e-07,4.1386151080215623e-20,8.4588765868710557e-05,2.4486782402606875e-15,1.2417854329950397e-08,1.3382504023490246e-12,6.56707326353367e-07,4.1706307371940915e-15,1.4224866461267453e-16,4.2897804475595219e-06,1.7857042767053673e-11,0.0055734388610406815,0.012139769605201392,2.9641308574532437e-07,9.091907815804265e-07,2.6484863727738909e-08,3.4015950774399612e-06,2.085716176463797e-11,2.0196125143950653e-08,1.5023056576200082e-07,4.5980750468785664e-11,1.0715116663585228e-08,2.0539471952864352e-10,6.5348242983176612e-10
8.649361122492439e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31981969957868045,0.11274811599533771,0.016321489595156714,0.0,0.00056163843436794303,2.0075728164168644e-06,0.00026237410447781876,2.5895589535177386e-07,4.1800235012458211e-20,8.4978796843006033e-05,2.5109092400461087e-15,1.2411648189244525e-08,1.3599656899783806e-12,6.6246582332086531e-07,4.1969081600664427e-15,1.4378395130955468e-16,4.2990921290634366e-06,1.8224726077847755e-11,0.0055728365786993075,0.012170223114794917,2.9730690850717031e-07,9.1057383027652646e-07,2.6651940617442712e-08,3.3979792523141756e-06,2.0916299583970167e-11,2.0185147705190695e-08,1.5029447483072477e-07,4.6271102835548761e-11,1.0752694308597286e-08,2.0676715638633017e-10,6.6231595636196055e-10
8.679777634722413e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3197899222285861,0.1127465426283303,0.016303534919762136,0.0,0.00056538034369192863,2.0030243937362478e-06,0.00026414512496282202,2.6246001458969405e-07,4.221695439781278e-20,8.536863899300277e-05,2.5744385017247339e-15,1.2405481770625365e-08,1.3819319066621777e-12,6.682516911681406e-07,4.2232541830620939e-15,1.4533029644411881e-16,4.3083685282120533e-06,1.8598361970963731e-11,0.0055722352861258219,0.012200602851121851,2.9819917703158537e-07,9.1195213277234191e-07,2.6819428283494232e-08,3.3943841330007636e-06,2.0975334944490165e-11,2.0174236611957513e-08,1.5035814729335909e-07,4.6562210056754014e-11,1.0790158627150189e-08,2.0814345507721212e-10,6.7122969553603232e-10
8.710194146952387e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31976021751732203,0.11274496321604059,0.016285609367635571,0.0,0.00056913249982533495,1.9984938448751245e-06,0.00026592130607506326,2.6599611078710039e-07,4.2636316746710203e-20,8.5758287836795022e-05,2.6392868634231685e-15,1.2399354735478582e-08,1.4041506284367181e-12,6.7406492818652616e-07,4.2496686816161051e-15,1.4688773876013316e-16,4.317609834509624e-06,1.8978019052753772e-11,0.0055716349818518028,0.012230908945736821,2.9908988972851576e-07,9.1332571098012087e-07,2.6987325757925342e-08,3.390809551160491e-06,2.1034267703393889e-11,2.016339127502984e-08,1.5042158404656894e-07,4.6854070513753143e-11,1.0827509362804261e-08,2.0952360764499433e-10,6.8022396361989292e-10
8.740610659182362e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31973058531507037,0.11274337777388434,0.016267712888668212,0.0,0.00057289488110557057,1.9939812014739638e-06,0.00026770263805548294,2.6956431284632193e-07,4.3058329566348889e-20,8.6147738931175742e-05,2.7054753866718376e-15,1.2393266749430548e-08,1.4266234293433638e-12,6.7990553232091262e-07,4.2761515313330759e-15,1.4845631696441889e-16,4.3268162360660777e-06,1.9363766358879628e-11,0.0055710356644086681,0.012261141530072775,2.9997904504283376e-07,9.1469458664257005e-07,2.7155632074179139e-08,3.387255340370471e-06,2.1093097720975568e-11,2.015261111256834e-08,1.5048478598473512e-07,4.7146682588918169e-11,1.0864746265671416e-08,2.1090760613593005e-10,6.8929907535541966e-10
8.771027171412336e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31970102549213397,0.11274178631724506,0.016249845432809325,0.0,0.00057666746588241685,1.9894864923879389e-06,0.00026948911114057296,2.7316474908232987e-07,4.3483000360721628e-20,8.653698787137544e-05,2.7730253572970526e-15,1.2387217482289365e-08,1.449351881356747e-12,6.8577350117190595e-07,4.3027026079914353e-15,1.5003606972655984e-16,4.3359879196069148e-06,1.9755673353759439e-11,0.0055704373323276941,0.01229130073544045,3.008666414541047e-07,9.1605878133577221e-07,2.7324346267113512e-08,3.3837213360947404e-06,2.1151824860596417e-11,2.0141895550065031e-08,1.5054775399985578e-07,4.7440044665626345e-11,1.0901869092346973e-08,2.1229544259895269e-10,6.9845534395298366e-10
8.80144368364231e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31967153791893693,0.11274018886147387,0.016232006950066383,0.0,0.00058045023251821967,1.9850097437531067e-06,0.00027128071556256704,2.7679754721946718e-07,4.3910336630642498e-20,8.692603029080307e-05,2.8419582863018848e-15,1.2381206607986569e-08,1.4723375543134617e-12,6.9166883199797453e-07,4.3293217875476338e-15,1.5162703567861239e-16,4.345125070483122e-06,2.0153809929994921e-11,0.005569839984140023,0.012321386693027774,3.0175267747629614e-07,9.1741831647009995e-07,2.7493467373002503e-08,3.3802073756582077e-06,2.1210448988651636e-11,2.0131244020176234e-08,1.5061048898161838e-07,4.7734155128315992e-11,1.0938877605842231e-08,2.1368710908579224e-10,7.0769308108412838e-10
8.831860195872284e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31964212246602486,0.11273858542188968,0.01621419739050509,0.0,0.00058424315938807611,1.9805509790512373e-06,0.00027307744154963034,2.8046283438823683e-07,4.4340345873773529e-20,8.7314861860788301e-05,2.9122959107357516e-15,1.2375233804519531e-08,1.4955820158412304e-12,6.9759152171759038e-07,4.3560089461402193e-15,1.5322925341481703e-16,4.3542278726810772e-06,2.0558246407779304e-11,0.0055692436183766942,0.012351399533899314,3.0263715165747349e-07,9.1877321329238627e-07,2.7662994429539009e-08,3.3767132982205186e-06,2.1268969974540206e-11,2.0120655962579601e-08,1.5067299181735234e-07,4.8029012362514998e-11,1.0975771575517409e-08,2.1508259765108763e-10,7.1701259687439227e-10
8.862276708102259e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31961277900406604,0.11273697601377913,0.016196416704249542,0.0,0.00058804622488002243,1.9761102191733198e-06,0.00027487927932604641,2.841607371221485e-07,4.4773035584651427e-20,8.7703478290325934e-05,2.9840601945526502e-15,1.2369298753894571e-08,1.5190868312885567e-12,7.0354156691136153e-07,4.3827639600938117e-15,1.5484276149131205e-16,4.3632965088324782e-06,2.0969053534285957e-11,0.005568648233568646,0.012381339388995721,3.0352006257956357e-07,9.2012349288894792e-07,2.7832926475840612e-08,3.373238944747745e-06,2.1327387690633333e-11,2.0110130823970739e-08,1.5073526339194073e-07,4.832461475480781e-11,1.101255077701522e-08,2.1648190035251783e-10,7.2641419989628e-10
8.892693220332233e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31958350740385144,0.11273536065239684,0.016178664841482261,0.0,0.00059185940739522034,1.9716874824817761e-06,0.0002766862191124027,2.8789138135462114e-07,4.5208413254714202e-20,8.8091875325821558e-05,3.0572733294579487e-15,1.2363401142070803e-08,1.5428535636548579e-12,7.095189638241564e-07,4.4095867059229859e-15,1.5646759842584914e-16,4.3723311602242325e-06,2.1386302483037923e-11,0.0055680538282467428,0.012411206389133147,3.0440140885809258e-07,9.214691761861864e-07,2.8003262552449159e-08,3.3697841579879817e-06,2.1385702012243088e-11,2.0099668057891216e-08,1.5079730458787781e-07,4.8620960692895893e-11,1.1049214992195196e-08,2.1788500925091577e-10,7.358981971623763e-10
8.923109732562207e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31955430753629555,0.11273373935296524,0.016160941752444268,0.0,0.00059568268534814037,1.9672827848713915e-06,0.00027849825112577546,2.91654892415944e-07,4.5646486372327712e-20,8.8480048750839269e-05,3.1319577357436763e-15,1.2357540658904658e-08,1.5668837735210904e-12,7.1552370836721916e-07,4.4364770603360449e-15,1.58103802697511e-16,4.3813320068083762e-06,2.1810064853258472e-11,0.0055674604009417865,0.012441000665002736,3.0528118914188185e-07,9.2281028395272351e-07,2.8174001701332102e-08,3.3663487824467078e-06,2.1443912817595113e-11,2.0089267124551481e-08,1.5085911628523407e-07,4.891804856564195e-11,1.1085764009068432e-08,2.1929191641037146e-10,7.4546489411860609e-10
8.953526244792181e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31952517927243668,0.11273211213067473,0.016143247387435222,0.0,0.00059951603716674486,1.9628961398290063e-06,0.00028031536557991129,2.9545139503029439e-07,4.6087262422812105e-20,8.8867994385850694e-05,3.2081360631122275e-15,1.2351716998095122e-08,1.591179018980856e-12,7.2155579612027969e-07,4.4634349002387108e-15,1.5975141274643066e-16,4.3902992272119615e-06,2.224041266920281e-11,0.0055668679501845366,0.012470722347170043,3.0615940211279693e-07,9.2414683680246179e-07,2.8345142965891673e-08,3.3629326643592829e-06,2.1502019987795845e-11,2.0078927490883549e-08,1.5092069936156636e-07,4.9215876763012816e-11,1.1122197621732866e-08,2.2070261389836297e-10,7.5511459463763842e-10
8.983942757022155e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31949612248343806,0.11273047900068384,0.016125581696813444,0.0,0.00060335944129267117,1.95852755849199e-06,0.00028213755268540836,2.9928101331281042e-07,4.6530748888468264e-20,8.9255708087986125e-05,3.2858311914884288e-15,1.2345929857129696e-08,1.6157408555720041e-12,7.276152223336542e-07,4.4904601027377078e-15,1.6141046697351316e-16,4.3992329987469372e-06,2.2677418379471066e-11,0.005566276474505724,0.012500371566074517,3.0703604648551069e-07,9.2547885519485297e-07,2.8516685390962336e-08,3.3595356516682904e-06,2.1560023406801439e-11,2.0068648630377261e-08,1.5098205469197987e-07,4.9514443676142652e-11,1.1158515630309319e-08,2.2211709378586894e-10,7.648476010124285e-10
9.01435926925213e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3194671370405876,0.11272883997811904,0.016107944630996039,0.0,0.00060721287618140996,1.9541770497055127e-06,0.00028396480264989587,3.0314387076672121e-07,4.6976953248604087e-20,8.9643185750786912e-05,3.3650662318198847e-15,1.2340178937231046e-08,1.6405708362087228e-12,7.3370198193033541e-07,4.5175525451442706e-15,1.6308100374015876e-16,4.408133497420031e-06,2.3121154856302734e-11,0.0055656859724360647,0.012529948452028943,3.0791112100721153e-07,9.2680635943712708e-07,2.8688628022809463e-08,3.3561575940002514e-06,2.1617922961395589e-11,2.0058430022843084e-08,1.5104318314910243e-07,4.9813747697401873e-11,1.1194717840878e-08,2.2353534814746155e-10,7.7466421394990347e-10
9.044775781482104e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31943822281529927,0.11272719507807503,0.016090336140458954,0.0,0.00061107632030248668,1.9498446200786449e-06,0.00028579710567821121,3.0704009028053158e-07,4.7425882979560761e-20,9.0030423303959624e-05,3.4458645268655388e-15,1.2334463943304335e-08,1.6656705111141257e-12,7.3981606950807942e-07,4.5447121049775514e-15,1.6476306136798828e-16,4.4170008979425838e-06,2.3571695394852661e-11,0.005565096442506281,0.012559453135218947,3.0878462445733403e-07,9.2812936968729828e-07,2.8860969909144096e-08,3.3527983426388717e-06,2.1675718541155383e-11,2.0048271154531098e-08,1.5110408560298176e-07,5.011378722031006e-11,1.1230804065415456e-08,2.2495736906143625e-10,7.8456473256478837e-10
9.075192293712078e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31940937967911276,0.11272554431561466,0.016072756175737064,0.0,0.00061494975213963741,1.9455302740393161e-06,0.00028763445197257611,3.1096979412526286e-07,4.7877545554738897e-20,9.0417416713131936e-05,3.5282496519723926e-15,1.2328784583885309e-08,1.6910414277533311e-12,7.4595747934148171e-07,4.5719386599679503e-15,1.6645667813857048e-16,4.4258353737403952e-06,2.4029113712448666e-11,0.0055645078832471124,0.012588885745702423,3.0965655564733676e-07,9.2944790595408031e-07,2.9033710099117192e-08,3.3494577505041779e-06,2.1733410038417524e-11,2.003817151799684e-08,1.5116476292115852e-07,5.0414560639595869e-11,1.1266774121732261e-08,2.2638314860992615e-10,7.9454945437356926e-10
9.105608805942052e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3193806075036949,0.11272388770576906,0.016055204687424263,0.0,0.00061883315019098557,1.9412340138881346e-06,0.00028947683173277103,3.1493310395174799e-07,4.8331948444624619e-20,9.0804161979610002e-05,3.6122454158403115e-15,1.2323140571089008e-08,1.7166851307670405e-12,7.5212620538404394e-07,4.5992320880603496e-15,1.6816189229315121e-16,4.4346370969635387e-06,2.4493483947831094e-11,0.0055639202931893356,0.01261824641340905,3.1052691342043368e-07,9.3076198809936005e-07,2.9206847643314323e-08,3.3461356721302379e-06,2.1790997348264112e-11,2.002813061176741e-08,1.5122521596865655e-07,5.0716066351304606e-11,1.1302627833411237e-08,2.2781267887898269e-10,8.046186752885953e-10
9.136025318172027e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31935190616083925,0.11272222526353766,0.016037681626173503,0.0,0.00062272649296921828,1.9369558398511159e-06,0.00029132423515630847,3.1893014078798135e-07,4.8789099116815521e-20,9.1190655140137465e-05,3.6978758612748568e-15,1.2317531620559231e-08,1.7426031619056173e-12,7.5832224127023708e-07,4.6265922674172762e-15,1.6987874203238442e-16,4.4434062384961441e-06,2.4964880660374233e-11,0.0055633336708637796,0.012647535268139755,3.1139569665130867e-07,9.3207163584098721e-07,2.9380381593778382e-08,3.342831963639213e-06,2.1848480368487998e-11,2.001814794053551e-08,1.5128544560785447e-07,5.1018302752674462e-11,1.1338365029746048e-08,2.2924595195870303e-10,8.1477268961231633e-10
9.166441830402001e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3193232755224677,0.11272055700388822,0.016020186942696916,0.0,0.00062662975900175887,1.9326957501313305e-06,0.00029317665243860355,3.2296102503652235e-07,4.9249005036046622e-20,9.1576892266656182e-05,3.7851652659280878e-15,1.2311957451418633e-08,1.7687970599636621e-12,7.6454558031755202e-07,4.6540190764219849e-15,1.7160726551606545e-16,4.4521429679661637e-06,2.5443378829289907e-11,0.0055627480148013417,0.012676752439566209,3.1226290424589649e-07,9.3337686875238239e-07,2.9554311003999849e-08,3.3395464827224558e-06,2.190585899955179e-11,2.0008223015091991e-08,1.5134545269857365e-07,5.132126824218285e-11,1.1373985545680495e-08,2.3068295994335046e-10,8.2501179003165955e-10
9.196858342631975e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31929471546062982,0.112718882941757,0.016002720587765883,0.0,0.00063054292683093957,1.9284537409594772e-06,0.00029503407377314423,3.2702587647195353e-07,4.9711673664216142e-20,9.1962869466068301e-05,3.8741381430272898e-15,1.2306417786219565e-08,1.7952683607150884e-12,7.7079621552854435e-07,4.6815123936814531e-15,1.7334750086286595e-16,4.4608474537551195e-06,2.5929053852813231e-11,0.0055621633235329966,0.012705898057230311,3.131285351411424e-07,9.3467770626542036e-07,2.972863492890571e-08,3.3362790886187051e-06,2.1963133144584496e-11,1.9998355351845478e-08,1.5140523809809339e-07,5.1624961219711054e-11,1.1409489221748426e-08,2.3212369493141953e-10,8.3533626761253482e-10
9.227274854861949e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31926622584750408,0.11271720309204859,0.015985282512211069,0.0,0.00063446597501417288,1.9242298066434325e-06,0.00029689648935165989,3.3112481423839119e-07,5.0177112460411245e-20,9.2348582880000116e-05,3.9648192420915209e-15,1.2300912350895515e-08,1.8220185968487084e-12,7.7707413959287186e-07,4.7090720980293026e-15,1.7509948615007064e-16,4.4695198630077994e-06,2.6421981547370812e-11,0.0055615795955898245,0.012734972250543704,3.1399258830470728e-07,9.359741676727464e-07,2.990335242489263e-08,3.3330296420891831e-06,2.2020302709349583e-11,1.9988544473092953e-08,1.5146480266098381e-07,5.1929380086378374e-11,1.1444875904013915e-08,2.3356814902576046e-10,8.4574641179447914e-10
9.257691367091924e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31923780655539857,0.11271551746963626,0.015967872666922546,0.0,0.00063839888212412123,1.9200239396167861e-06,0.00029876388936428709,3.3525795684704951e-07,5.064532888093371e-20,9.2734028684567305e-05,4.0572335496359943e-15,1.229544087471332e-08,1.8490492979043138e-12,7.8337934488932289e-07,4.7366980685286571e-15,1.7686325941331666e-16,4.4781603616419386e-06,2.6922238146731399e-11,0.0055609968295030109,0.012763975148787252,3.1485506273474299e-07,9.3726627212722366e-07,3.0078462549812694e-08,3.329798005400712e-06,2.2077367602189307e-11,1.9978789907080336e-08,1.515241472392101e-07,5.223452324455718e-11,1.1480145444012109e-08,2.3501631433370974e-10,8.5624251038543095e-10
9.288107879321898e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31920945745675061,0.11271382608936177,0.015950491002849829,0.0,0.00064234162674886531,1.9158361304863607e-06,0.00030063626399973598,3.3942542217385752e-07,5.1116330379325371e-20,9.3119203090142035e-05,4.1514062898641803e-15,1.2290003090225935e-08,1.8763619902092663e-12,7.8971182348783427e-07,4.7643901844749161e-15,1.7863885864633361e-16,4.4867691143578769e-06,2.7429900301139202e-11,0.0055604150238038772,0.012792906881110566,3.1571595745967893e-07,9.3855403864536365e-07,3.0253964362954567e-08,3.3265840423037782e-06,2.2134327734035454e-11,1.9969091187310766e-08,1.5158327268218694e-07,5.2540389098119459e-11,1.1515297698690766e-08,2.3646818296713736e-10,8.6682484955663937e-10
9.318524391551872e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31918117842412819,0.11271212896603559,0.015933137471001984,0.0,0.00064629418749207151,1.9116663680787679e-06,0.00030251360344545324,3.4362732745712738e-07,5.1590124406393716e-20,9.3504102341121151e-05,4.247362925347632e-15,1.2284598733225951e-08,1.9039581968155979e-12,7.960715671515095e-07,4.7921483253984504e-15,1.8042632180068679e-16,4.4953462846481536e-06,2.7945045076430019e-11,0.005559834177023883,0.012821767576531504,3.1657527153792658e-07,9.3983748610882459e-07,3.0429856925089438e-08,3.3233876180092272e-06,2.2191183018386694e-11,1.99594478528781e-08,1.516421798365571e-07,5.2846976052226054e-11,1.1550332530352072e-08,2.3792374704256595e-10,8.7749371383769682e-10
