Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CO2X(24),CHOX(61),H2OX(23)
5.721815497670413e-07,0.09977366400000001,0.80000000000000004,0.0,0.24609719353146295,0.095968371861649068,0.080334485527004826,9.5220963403381443e-09,1.4597448107925444e-07,0.00058900303131097806,3.7863011939605249e-05,5.7229399911745057e-18,9.986009878978488e-14,4.758041472952585e-10,4.7326470959712836e-28,5.9562242376331511e-09,5.4459362002602022e-20,1.1492116100358614e-17,3.2810857039506493e-16,1.4688941038933009e-20,6.3633153541521915e-13,1.3473725689097431e-21,0.0037086976772265404,0.039147113843978246,5.1414690115079556e-10,1.325674714463601e-08,9.8689450734981704e-05,3.9616894343789584e-13,9.913895824812575e-07,0.00013819174106578948,0.00014587377487403687,6.8603810502670289e-06,3.0727681012828225e-13,3.0811396955141763e-11,7.6152936420014196e-12
5.734933475192169e-07,0.09977366400000001,0.80000000000000004,0.0,0.24602800268532846,0.095968133885578982,0.080299522831468323,9.6118136614587987e-09,1.4718368085580046e-07,0.00059150345166573298,3.8074990118598311e-05,5.7641031949639491e-18,1.0046260262574129e-13,4.7747601007554785e-10,4.8104393618314947e-28,5.9670977886469274e-09,5.5000452937515346e-20,1.1579458846203805e-17,3.3091255955319073e-16,1.4810704550126117e-20,6.39317257974293e-13,1.3646330181093689e-21,0.0037076385724296333,0.039216125294158133,5.1505022658080932e-10,1.3300833130004098e-08,9.8815618387710581e-05,3.9844772612354481e-13,9.9566796946335054e-07,0.00013857194314170421,0.00014657430460537809,6.8876587065264802e-06,3.0938371826012209e-13,3.1007659881272593e-11,7.67357860406227e-12
5.748051452713925e-07,0.09977366400000001,0.80000000000000004,0.0,0.2459588814027929,0.095967893042368996,0.080264594989179622,9.7021430054492068e-09,1.4840008323023141e-07,0.00059400773944087389,3.8287550804728014e-05,5.8054687718618385e-18,1.0106695659569445e-13,4.7914847572704479e-10,4.8892790148856404e-28,5.9779612917623423e-09,5.5545295816488114e-20,1.1667245401954922e-17,3.3373290905769236e-16,1.4933150743740408e-20,6.4230841222201371e-13,1.3820647061678642e-21,0.0037065804235902173,0.039285065038812669,5.159525911052345e-10,1.334495223961641e-08,9.8941613055805218e-05,4.0073381496932374e-13,9.999530862044399e-07,0.00013895205848888978,0.00014727624239855108,6.9149672203642309e-06,3.1149933887500158e-13,3.1204646726150323e-11,7.7321734952194597e-12
5.774287407757438e-07,0.09977366400000001,0.80000000000000004,0.0,0.24582084707458729,0.095967402773715474,0.08019484363454156,9.8846477857060931e-09,1.5085459826232826e-07,0.00059902789000831869,3.8714418199566748e-05,5.8888090682643073e-18,1.0228121166008443e-13,4.824951952983827e-10,5.0501441430053048e-28,5.9996583024424702e-09,5.6646293226742545e-20,1.184415422961889e-17,3.3942287822356322e-16,1.5180098721267329e-20,6.483069677801737e-13,1.4174465451708911e-21,0.003704466987903911,0.039422729881673259,5.1775444341775791e-10,1.3433289370280299e-08,9.9193085325027179e-05,4.053279194453734e-13,1.0085434523008852e-06,0.00013971202637923255,0.00014868433302752014,6.9696764349284517e-06,3.1575675486460486e-13,3.1600794097268051e-11,7.8502966186866424e-12
5.797685113550872e-07,0.09977366400000001,0.80000000000000004,0.0,0.24569797914001196,0.095966955915810365,0.080132755136780059,1.0049498831263339e-08,1.5306813692934181e-07,0.0006035179350665366,3.909706822440938e-05,5.9638213390088891e-18,1.0337034139559283e-13,4.8548184549111544e-10,5.1972492767966784e-28,6.0189745533583319e-09,5.7640981009528767e-20,1.200343290059293e-17,3.4455296880060213e-16,1.5402653663945599e-20,6.5367479942686271e-13,1.4495902892403314e-21,0.0037025853984100849,0.0395452611148382,5.1935814069687996e-10,1.351218067844837e-08,9.9416773842927818e-05,4.094496996544598e-13,1.0162270669354249e-06,0.00014038948060769133,0.00014994482275236526,7.0185702882202462e-06,3.1958308697846303e-13,3.195653304654199e-11,7.9566955622372418e-12
5.821082819344305e-07,0.09977366400000001,0.80000000000000004,0.0,0.24557533079178528,0.095966500009234984,0.080070776648793932,1.0216335142170058e-08,1.5530498013858796e-07,0.00060802018051250959,3.9481565689401948e-05,6.0394851225808485e-18,1.0446534447540728e-13,4.8847033715222698e-10,5.3478546475965347e-28,6.0382593948310245e-09,5.8647817404518349e-20,1.2164139773520281e-17,3.4973582588958237e-16,1.5627409133543353e-20,6.5905972902793263e-13,1.4822969761141849e-21,0.0037007068278710727,0.039667566008806339,5.2095880366102907e-10,1.3591175621155538e-08,9.9639919152705634e-05,4.1359475428837271e-13,1.0239318765727676e-06,0.00014106664910609902,0.00015120975730111068,7.0675608501425268e-06,3.2343727739783824e-13,3.2314582280037497e-11,8.0640940210186292e-12
5.844480525137739e-07,0.09977366400000001,0.80000000000000004,0.0,0.24545290139309392,0.095966035080920581,0.080008907848255595,1.0385171007676977e-08,1.5756527388241511e-07,0.00061253458811732738,3.9867908444504974e-05,6.1158032818946292e-18,1.0556621611203849e-13,4.9146064242005133e-10,5.5020243997469801e-28,6.0575130293517106e-09,5.9666881545183374e-20,1.2326280901382818e-17,3.5497171650004003e-16,1.5854375797859705e-20,6.6446168896132809e-13,1.5155734618627799e-21,0.0036988312680339111,0.039789645223115268,5.2255644070484398e-10,1.3670273554294045e-08,9.9862523865332882e-05,4.1776309437409035e-13,1.0316578017021669e-06,0.00014174352831790117,0.00015247912376731106,7.1166475815716806e-06,3.273193777546779e-13,3.2674944435031919e-11,8.172497034405267e-12
5.867878230931172e-07,0.09977366400000001,0.80000000000000004,0.0,0.24533069030968174,0.09596556115769575,0.079947148414153638,1.0556020741793832e-08,1.5984916436661418e-07,0.00061706111980230514,4.0256094331477019e-05,6.1927786771840661e-18,1.0667295146986177e-13,4.9445273378473671e-10,5.6598234872489944e-28,6.0767356567278947e-09,6.069825254328205e-20,1.2489862327026891e-17,3.6026090717286485e-16,1.608356431273468e-20,6.6988061177946007e-13,1.5494266470642212e-21,0.0036969587106773184,0.039911499414654841,5.2415106019097115e-10,1.3749473837439609e-08,0.00010008459056861179,4.2195473067017223e-13,1.039404763126476e-06,0.00014242011474192799,0.0001537529092679787,7.165829946329119e-06,3.3122943921582737e-13,3.3037622115304428e-11,8.2819096408631552e-12
5.891275936724606e-07,0.09977366400000001,0.80000000000000004,0.0,0.24520869690983679,0.095965078266286905,0.079885498026786017,1.0728898683049467e-08,1.6215679800834544e-07,0.00062159973763817626,4.064612118407756e-05,6.2704141659858696e-18,1.0778554566601877e-13,4.9744658408319805e-10,5.8213176788631121e-28,6.0959274741283817e-09,6.1742009487595835e-20,1.2654890083122447e-17,3.6560366397645795e-16,1.6314985321997872e-20,6.7531643021032965e-13,1.5838634767919962e-21,0.0036950891476115401,0.040033129237680279,5.2574267045021372e-10,1.3828775833825654e-08,0.00010030612182749949,4.2616967366904595e-13,1.0471726819611109e-06,0.00014309640493160154,0.0001550311009438405,7.2151074111623352e-06,3.3516751248555115e-13,3.3402617891369299e-11,8.3923368778836764e-12
5.914673642518039e-07,0.09977366400000001,0.80000000000000004,0.0,0.24508692056437897,0.095964586433318746,0.079823956367753066,1.090381919424723e-08,1.6448832143402086e-07,0.0006261504038442713,4.1037986828271151e-05,6.3487126031230622e-18,1.0890399377132733e-13,5.0044216649402271e-10,5.9865735633308537e-28,6.11508867612855e-09,6.2798231442652358e-20,1.2821370192121756e-17,3.7100025250285579e-16,1.6548649457417091e-20,6.8076907715864384e-13,1.618890940601571e-21,0.0036932225706781995,0.040154535343825369,5.273312797816787e-10,1.3908178910304839e-08,0.00010052712018443225,4.3040793359934834e-13,1.0549614796326176e-06,0.00014377239549408357,0.00015631368595964764,7.2644794457256035e-06,3.3913364780856947e-13,3.3769934300740244e-11,8.5037837819150883e-12
5.938071348311472e-07,0.09977366400000001,0.80000000000000004,0.0,0.24496536064664867,0.095964085685314754,0.07976252311995187,1.1080796662258384e-08,1.6684388147751122e-07,0.00063071308078782205,4.1431689082398628e-05,6.4276768406913357e-18,1.1002829081104278e-13,5.0343945453321104e-10,6.155658553804673e-28,6.134219454748136e-09,6.386699744765988e-20,1.2989308666224966e-17,3.7645093786448738e-16,1.6784567338655505e-20,6.8623848570672438e-13,1.6545160725184439e-21,0.0036913589717501674,0.040275718382113655,5.2891689645290417e-10,1.3987682437318863e-08,0.00010074758815960705,4.3466952042797755e-13,1.0627710778775403e-06,0.00014444808308956305,0.00015760065150443082,7.3139455225627985e-06,3.4312789497265723e-13,3.4139573848160075e-11,8.616255388305306e-12
5.961469054104906e-07,0.09977366400000001,0.80000000000000004,0.0,0.24484401653249069,0.095963576048697707,0.079701197967567472,1.125984549771523e-08,1.6922362517748209e-07,0.00063528773098293738,4.1827225757427256e-05,6.5073097280390109e-18,1.111584317659774e-13,5.0643842204791045e-10,6.3286408944481487e-28,6.1533199995067315e-09,6.4948386514933662e-20,1.3158711507329526e-17,3.8195598468940617e-16,1.7022749573209166e-20,6.9172458911583e-13,1.690745951019537e-21,0.0036894983427313665,0.040396678998975422,5.3049952870006732e-10,1.4067285788902925e-08,0.0001009675282513748,4.3895444386226145e-13,1.0706013987419282e-06,0.00014512346443050554,0.00015889198479157476,7.3635051170843235e-06,3.4715030331021183e-13,3.4511539005771674e-11,8.72975673121247e-12
5.984866759898339e-07,0.09977366400000001,0.80000000000000004,0.0,0.24472288760024322,0.095963057549790273,0.079639980596067111,1.1440980134802013e-08,1.7162769977557561e-07,0.00063987431708990503,4.2224594657119256e-05,6.5876141117537795e-18,1.1229441157325321e-13,5.0943904321220321e-10,6.5055896649587917e-28,6.1723904974609916e-09,6.604247762883882e-20,1.3329584706996275e-17,3.8751565711808727e-16,1.7263206756365295e-20,6.9722732082701943e-13,1.7275876990196561e-21,0.0036876406755566439,0.040517417838258851,5.3207918472810612e-10,1.4146988342640427e-08,0.00010118694293651232,4.4326271335268323e-13,1.0784523645800743e-06,0.00014579853628085085,0.00016018767305916239,7.4131577075503889e-06,3.512009217015664e-13,3.4885832213413548e-11,8.8442928435535522e-12
6.008264465691773e-07,0.09977366400000001,0.80000000000000004,0.0,0.2446019732307248,0.095962530214815253,0.079578870692193285,1.1624215031007894e-08,1.7405625271425849e-07,0.00064447280191437821,4.2623793578225508e-05,6.6685928356471987e-18,1.1343622512718001e-13,5.1244129252219497e-10,6.6865747859300809e-28,6.1914311332479357e-09,6.7149349744547974e-20,1.3501934246409889e-17,3.9313021879968877e-16,1.7505949471154055e-20,7.0274661446214125e-13,1.7650484838546279e-21,0.0036857859621916133,0.040637935541243432,5.3365587271085967e-10,1.4226789479611384e-08,0.00010140583467051563,4.4759433809491613e-13,1.0863238980523735e-06,0.00014647329545518551,0.00016148770357026822,7.4629027750530494e-06,3.552797985786169e-13,3.526245587890943e-11,8.9598687569277499e-12
6.031662171485206e-07,0.09977366400000001,0.80000000000000004,0.0,0.24448127280722368,0.095961994069896236,0.079517867943958015,1.1809564666926063e-08,1.765094316350655e-07,0.00064908314840670506,4.3024820310643794e-05,6.7502487407426412e-18,1.1458386727996118e-13,5.1544514479206706e-10,6.8716670232431465e-28,6.210442089119627e-09,6.8269081787052168e-20,1.3675766096347264e-17,3.9879993288905649e-16,1.7750988288310121e-20,7.0828240382459382e-13,1.8031355172667536e-21,0.0036839341946325282,0.04075823274665108,5.3522960079121676e-10,1.4306688584411294e-08,0.00010162420588786488,4.5194932703080895e-13,1.0942159221251989e-06,0.00014714773881827794,0.0001627920636129853,7.5127398034989123e-06,3.5938698192517574e-13,3.5641412378124085e-11,9.0764895015608611e-12
6.05505987727864e-07,0.09977366400000001,0.80000000000000004,0.0,0.24436078571548447,0.095961449141057989,0.079456972040635857,1.1997043546000962e-08,1.7898738437639368e-07,0.00065370531966109239,4.3427672637614325e-05,6.8325846652600542e-18,1.1573733284257723e-13,5.1845057514913144e-10,7.0609379935917881e-28,6.2294235449866015e-09,6.9401752649913172e-20,1.3851086217137894e-17,4.0452506204296351e-16,1.7998333766224671e-20,7.1383462290028193e-13,1.8418560553862842e-21,0.0036820853649061295,0.040878310090659793,5.3680037708127779e-10,1.4386685045133597e-08,0.0001018420590023324,4.5632768885159092e-13,1.1021283600706444e-06,0.00014782186328428853,0.00016410074050066882,7.562668279589525e-06,3.6352251927922549e-13,3.6022704055201994e-11,9.1941601062522771e-12
6.078457583072073e-07,0.09977366400000001,0.80000000000000004,0.0,0.24424051134369637,0.095960895454226869,0.079396182672757623,1.2186666194302183e-08,1.8149025897151834e-07,0.00065833927891485039,4.3832348335895044e-05,6.9156034446028132e-18,1.1689661658556937e-13,5.2145755902944775e-10,7.2544601694562115e-28,6.2483756784562676e-09,7.0547441194166232e-20,1.4027900558628882e-17,4.1030586841679113e-16,1.8247996450903096e-20,7.1940320585843144e-13,1.8812173987140533e-21,0.0036802394650694925,0.040998168206915736,5.3836820966245278e-10,1.4466778253257617e-08,0.00010205939640727804,4.607294320011451e-13,1.1100611354631781e-06,0.00014849566581579516,0.00016541372157242423,7.6126876928034707e-06,3.6768645773958123e-13,3.6406333223088533e-11,9.3128855982968802e-12
6.101855288865507e-07,0.09977366400000001,0.80000000000000004,0.0,0.24412044908247985,0.095960333035231452,0.079335499532103171,1.2378447160274223e-08,1.8401820364639829e-07,0.00066298498954757391,4.4238845175950235e-05,6.9993079113431755e-18,1.1806171323989711e-13,5.244660721730253e-10,7.4523068846146849e-28,6.2672986648749135e-09,7.1706226247105815e-20,1.4206215060146531e-17,4.161426136608859e-16,1.84999868759191e-20,7.2498808705247846e-13,1.921226892101662e-21,0.0036783964872098792,0.041117807726547211,5.3993310658564805e-10,1.4546967603690098e-08,0.00010227622047593819,4.6515456467516947e-13,1.1180141721788128e-06,0.00014916914342340848,0.00016673099419295645,7.6627975353781407e-06,3.718788439653965e-13,3.6792302163489063e-11,9.4326710033909144e-12
6.12525299465894e-07,0.09977366400000001,0.80000000000000004,0.0,0.24400059832487447,0.095959761909802835,0.079274922311695417,1.2572401014515687e-08,1.8657136681774397e-07,0.00066764241508041392,4.4647160922116393e-05,7.0837008952100237e-18,1.1923261749768413e-13,5.2747609061965224e-10,7.6545523390418963e-28,6.2861926773640886e-09,7.2878186601236272e-20,1.4386035650463509e-17,4.2203555891740552e-16,1.875431556237517e-20,7.3058920102080728e-13,1.9618919247329032e-21,0.0036765564234445972,0.04123722927817678,5.4149507587146086e-10,1.4627252494846179e-08,0.00010249253356168665,4.6960309482414078e-13,1.1259873943982492e-06,0.0001498422931652546,0.00016805254575261158,7.7129973022924342e-06,3.7609972417347968e-13,3.7180613126773836e-11,9.5535213456390447e-12
6.148650700452373e-07,0.09977366400000001,0.80000000000000004,0.0,0.24388095846632765,0.095959182103575291,0.079214450705793638,1.2768542349544398e-08,1.8914989709095267e-07,0.00067231151917531492,4.5057293332773577e-05,7.1687852230758474e-18,1.2040932401300344e-13,5.3048759070450385e-10,7.8612716041319593e-28,6.3050578868588301e-09,7.4063401013157804e-20,1.4567368247763928e-17,4.2798496481699157e-16,1.9010993018861278e-20,7.3620648248751464e-13,2.00321993010341e-21,0.003674719265920849,0.041356433487933421,5.4305412551023041e-10,1.4707632328421939e-08,0.00010270833799830299,4.740750301601128e-13,1.1339807266016113e-06,0.00015051511214567219,0.00016937836366818671,7.7632864912487864e-06,3.8034914415037748e-13,3.7571268332924927e-11,9.6754416474722519e-12
6.172048406245807e-07,0.09977366400000001,0.80000000000000004,0.0,0.24376152890468225,0.095958593642086545,0.079154084409887485,1.2966885779578732e-08,1.9175394325816462e-07,0.00067699226563429392,4.5469240160505159e-05,7.2545637189451549e-18,1.2159182740260057e-13,5.3350054905409792e-10,8.0725406275964897e-28,6.3238944621427644e-09,7.5261948202547346e-20,1.4750218759611167e-17,4.339910914757236e-16,1.9270029741417271e-20,7.4183986636307949e-13,2.0452183860008043e-21,0.0036728850068155974,0.041475420979464821,5.4461026346215035e-10,1.4788106509345866e-08,0.00010292363610023689,4.7857037815236327e-13,1.141994093562697e-06,0.00015118759751489146,0.00017070843538279342,7.8136646026558978e-06,3.8462714925648688e-13,3.7964269971736699e-11,9.7984369294543961e-12
6.19544611203924e-07,0.09977366400000001,0.80000000000000004,0.0,0.24364230904016415,0.095957996550778302,0.079093823120690354,1.3167445940304995e-08,1.9438365429622613e-07,0.0006816846183986848,4.5882999152265284e-05,7.3410392039421629e-18,1.2278012224665628e-13,5.3651494258203066e-10,8.2884362386745604e-28,6.3427025698850708e-09,7.6473906851077792e-20,1.4934593082914513e-17,4.4005419849189418e-16,1.9531436213493281e-20,7.4748928774506848e-13,2.0878948144831916e-21,0.0036710536383354193,0.041594192373950595,5.4616349765760998e-10,1.486867444614181e-08,0.00010313843016285847,4.8308914602640874e-13,1.150027420359428e-06,0.00015185974646903322,0.00017204274836535758,7.8641311396112954e-06,3.8893378440948284e-13,3.8359620201717612e-11,9.922512210395438e-12
6.218843817832674e-07,0.09977366400000001,0.80000000000000004,0.0,0.2435232982753712,0.095957390854996702,0.079033666536133237,1.3370237488655528e-08,1.9703917936474764e-07,0.00068638854154841062,4.6298568049537126e-05,7.4282144962995045e-18,1.239742030895056e-13,5.3953074848495236e-10,8.5090361531318864e-28,6.3614823746752631e-09,7.7699355601403432e-20,1.512049710389816e-17,4.4617454494298033e-16,1.979522290591288e-20,7.5315468191877346e-13,2.1312567818578059e-21,0.0036692251527163642,0.041712748290113379,5.4771383599721626e-10,1.4949335550634435e-08,0.00010335272246271546,4.876313407815217e-13,1.1580806323719745e-06,0.00015253155624841901,0.00017338129011184401,7.9146856078842717e-06,3.9326909409922398e-13,3.8757321151400071e-11,1.0047672507413622e-11
6.242241523626107e-07,0.09977366400000001,0.80000000000000004,0.0,0.24340449601526143,0.095956776579992867,0.078973614355358379,1.3575275102580328e-08,1.9972066780403756e-07,0.00069110399930124352,4.6715944588492096e-05,7.51609241134668e-18,1.2517406444037337e-13,5.4254794423845627e-10,8.7344189784313483e-28,6.380234039058667e-09,7.8938373056116696e-20,1.5307936698067914e-17,4.5235238938255937e-16,2.0061400276835584e-20,7.5883598435784098e-13,2.175311898658415e-21,0.0036673995422238114,0.041831089344231229,5.4926128635168639e-10,1.5030089237449032e-08,0.00010356651525780365,4.9219696918356445e-13,1.1661536552604093e-06,0.00015320302413691033,0.00017472404814546295,7.9653275158986746e-06,3.9763312241504204e-13,3.9157374921068119e-11,1.0173922835361163e-11
6.265639229419541e-07,0.09977366400000001,0.80000000000000004,0.0,0.24328590166713962,0.095956153750923132,0.07891366627871306,1.3782573480826448e-08,2.0242826913316656e-07,0.00069583095601209017,4.7135126500144481e-05,7.6046757614992562e-18,1.2637970077407446e-13,5.4556650759316226e-10,8.9646642187394092e-28,6.3989577235701448e-09,8.0191037776757482e-20,1.5496917730181144e-17,4.5858798983736675e-16,2.0329978771721573e-20,7.6453313072485821e-13,2.2200678196227582e-21,0.0036655767991523314,0.041949216150151312,5.5080585656247089e-10,1.5110934925022498e-08,0.00010377981078778481,4.9678603774451738e-13,1.1742464149875139e-06,0.00015387414746297794,0.00017607101001511642,8.0160563747159772e-06,4.0202591299712087e-13,3.9559783579204636e-11,1.030126820710969e-11
6.286697164633631e-07,0.09977366400000001,0.80000000000000004,0.0,0.24317934403060071,0.095955585911749852,0.078859801772066307,1.3971087139841885e-08,2.0488756057022718e-07,0.00070009501931022722,4.7513931934934202e-05,7.6850062457567195e-18,1.2746970649097993e-13,5.4828436574088303e-10,9.1761087366135156e-28,6.4157852479281528e-09,8.1330169334958735e-20,1.5668323427061867e-17,4.6424962447197168e-16,2.0573761001019543e-20,7.6967405599139449e-13,2.2609536982941542e-21,0.0036639387756878944,0.042055347598663841,5.5219351368660405e-10,1.5183774226353527e-08,0.00010397135343959443,5.0093624600455249e-13,1.1815467127922192e-06,0.00015447786168130756,0.00017728685970931103,8.061786288592629e-06,4.0600405199120625e-13,3.9923966487498963e-11,1.0416819445962173e-11
6.305649306326312e-07,0.09977366400000001,0.80000000000000004,0.0,0.24308358538388306,0.095955068964781454,0.078811395427534736,1.4142334198979184e-08,2.0711920130774444e-07,0.00070394059397013383,4.785610418946322e-05,7.7577958675467034e-18,1.284547038832723e-13,5.5073135688934096e-10,9.3698808959797526e-28,6.4309108466664699e-09,8.2364940815972148e-20,1.5823663652486497e-17,4.6938542775601865e-16,2.0794841409889871e-20,7.7431177847172507e-13,2.2982463258415668e-21,0.0036624665304767754,0.042150718315254701,5.5344042055583344e-10,1.5249392565101084e-08,0.00010414340031257279,5.0468767496242449e-13,1.1881305542242994e-06,0.0001550209624686263,0.00017838401972686572,8.1030028004729698e-06,4.0960435215414197e-13,4.0253364609167649e-11,1.0521580421968604e-11
6.324601448018994e-07,0.09977366400000001,0.80000000000000004,0.0,0.24298796210203205,0.09595454644991111,0.078763056856851282,1.4315090747491142e-08,2.0936824113809768e-07,0.00070779365016438855,4.8199456898543953e-05,7.8310533162621636e-18,1.2944348030852676e-13,5.5317920664309991e-10,9.5669876131508964e-28,6.4460183668223675e-09,8.3408805813391145e-20,1.5980025607666074e-17,4.7455958179871009e-16,2.1017515726722661e-20,7.7895978238167559e-13,2.3360125062053758e-21,0.0036609961529751526,0.042245949547126509,5.5468545160893006e-10,1.5315070241741431e-08,0.00010431512485321518,5.0845449386245162e-13,1.1947272143186098e-06,0.00015556383257653631,0.00017948391583299251,8.1442754999919555e-06,4.1322359947590201e-13,4.0584311356161138e-11,1.0627068762631351e-11
6.343553589711675e-07,0.09977366400000001,0.80000000000000004,0.0,0.24289247387452526,0.095954018380328077,0.078714785903056181,1.448936463587751e-08,2.1163475985665882e-07,0.00071165416921004239,4.8543988847093089e-05,7.9047800808924907e-18,1.304360327673504e-13,5.5562790368938365e-10,9.767472884847526e-28,6.4611078899930746e-09,8.4461805994882228e-20,1.6137412388593358e-17,4.7977222270124926e-16,2.1241789478116439e-20,7.8361803389504796e-13,2.374256392244563e-21,0.0036595276391435116,0.042341041615882841,5.5592861095707493e-10,1.5380806953322994e-08,0.00010448652821759766,5.122367057441975e-13,1.2013366542962466e-06,0.00015610647066555055,0.00018058654146346062,8.1856041323015075e-06,4.1686181634874309e-13,4.0916807771935576e-11,1.0733287128159269e-11
6.362505731404356e-07,0.09977366400000001,0.80000000000000004,0.0,0.24279712039182841,0.09595348476918171,0.078666582409696595,1.4665163723164184e-08,2.1391883733196192e-07,0.00071552213248180245,4.8889698818093187e-05,7.9789776491531745e-18,1.3143235824685396e-13,5.5807743682644545e-10,9.9713811035802551e-28,6.4761794969733169e-09,8.5523983008573505e-20,1.6295827086577703e-17,4.850234863325615e-16,2.1467668185138381e-20,7.8828649926797198e-13,2.4129821557991885e-21,0.0036580609849546377,0.042435994842103419,5.5716990269889256e-10,1.544660239800786e-08,0.00010465761155437032,5.1603431354766114e-13,1.2079588354928294e-06,0.00015664887541367098,0.00018169189006594978,8.2269884436567587e-06,4.2051902500107199e-13,4.125085488845745e-11,1.0840238177469723e-11
6.381457873097038e-07,0.09977366400000001,0.80000000000000004,0.0,0.24270190134539121,0.095952945629581676,0.078618446220824451,1.4842495876827952e-08,2.1622055350503078e-07,0.00071939752141179046,4.9236585592641314e-05,8.0536475074825775e-18,1.3243245372087768e-13,5.6052779496230448e-10,1.0178757059398836e-27,6.4912332677660164e-09,8.6595378482734162e-20,1.6455272788235502e-17,4.9031350832836196e-16,2.1695157363313512e-20,7.9296514483905782e-13,2.452193987681356e-21,0.0036565961863935679,0.042530809545348866,5.5840933092073521e-10,1.551245627560583e-08,0.00010482837600482116,5.1984732009802532e-13,1.2145937193703719e-06,0.00015719104551665535,0.00018279995509961787,8.2684281814104408e-06,4.241952474703915e-13,4.1586453724170334e-11,1.0947924568495575e-11
6.400410014789719e-07,0.09977366400000001,0.80000000000000004,0.0,0.24260681642764401,0.095952400974597979,0.078570377180994286,1.5021368972721418e-08,2.1853998838870462e-07,0.00072328031748930066,4.9584647949996932e-05,8.1287911410388181e-18,1.3343631615021441e-13,5.6297896711349857e-10,1.0389645941641184e-27,6.5062692815928783e-09,8.7676034025457522e-20,1.6615752575480686e-17,4.9564242409023192e-16,2.1924262522614151e-20,7.97653937029539e-13,2.4918960976660379e-21,0.0036551332394575372,0.04262548604416385,5.5964689969663975e-10,1.5578368287263806e-08,0.00010499882270294517,5.2367572814907205e-13,1.2212412675244145e-06,0.00015773297968707048,0.00018391073003588848,8.309923094007265e-06,4.2789050561740837e-13,4.1923605285452497e-11,1.1056348958524522e-11
6.419362156482401e-07,0.09977366400000001,0.80000000000000004,0.0,0.24251186533199348,0.095951850817261278,0.078522375135261224,1.5201790894998516e-08,2.2087722206696977e-07,0.00072717050226056275,4.9933884667629535e-05,8.2044100336966764e-18,1.3444394248282967e-13,5.6543094240385214e-10,1.0604093340674281e-27,6.5212876169048122e-09,8.8765991224347914e-20,1.6777269525515394e-17,5.0101036878471379e-16,2.2154989167449536e-20,8.0235284234341313e-13,2.5320927144818318e-21,0.00365367214015594,0.04272002465608158,5.6088261308819556e-10,1.5644338135138783e-08,0.00010516895277554145,5.2751954035861129e-13,1.2279014416618745e-06,0.00015827467665437462,0.00018502420835823894,8.3514729309783437e-06,4.316048211458358e-13,4.2262310567736448e-11,1.1165514003384151e-11
6.438314298175082e-07,0.09977366400000001,0.80000000000000004,0.0,0.24241704775281858,0.095951295170562875,0.078474439929178977,1.538376953604043e-08,2.2323233469429617e-07,0.0007310680573285039,5.0284294521265484e-05,8.280505668044618e-18,1.3545532965407917e-13,5.6788371006325935e-10,1.0822145249628964e-27,6.5362883513921961e-09,8.9865291646212488e-20,1.6939826710820846e-17,5.0641747734241607e-16,2.2387342796655633e-20,8.0706182736757382e-13,2.5727880858015921e-21,0.003652212884510279,0.042814425697628153,5.6211647514486841e-10,1.571036552305254e-08,0.00010533876734227318,5.3137875926421898e-13,1.2345742036139662e-06,0.00015881613516512754,0.00018614038356182781,8.3930774429356219e-06,4.3533821556904042e-13,4.2602570552958534e-11,1.127542235786703e-11
6.457266439867763e-07,0.09977366400000001,0.80000000000000004,0.0,0.242322363385467,0.095950734047454994,0.078426571408797746,1.5567312796381853e-08,2.2560540649497734e-07,0.0007349729643525147,5.0635876284934086e-05,8.3570795253818908e-18,1.3647047458692279e-13,5.703372594264884e-10,1.1043848066134539e-27,6.5512715619949708e-09,9.0973976836756798e-20,1.7103427199148523e-17,5.118638844571351e-16,2.2621328903485308e-20,8.1178085877193494e-13,2.6139864782328821e-21,0.0036507554685541168,0.042908689484326017,5.6334848990397883e-10,1.5776450156192157e-08,0.00010550826751572891,5.3525338734045068e-13,1.241259515347569e-06,0.00015935735398219143,0.00018725924915413326,8.4347363815664123e-06,4.3909071022298166e-13,4.2944386211018564e-11,1.1386076676196442e-11
6.476218581560445e-07,0.09977366400000001,0.80000000000000004,0.0,0.24222781192625117,0.095950167460850819,0.078378769420662089,1.5752428584637451e-08,2.2799651776247007e-07,0.00073888520504821191,5.0988628731012756e-05,8.4341330857156998e-18,1.3748937419213607e-13,5.7279157993199578e-10,1.1269248594053423e-27,6.5662373249125768e-09,9.2092088320283831e-20,1.7268074053511303e-17,5.1734972458499178e-16,2.2856952975598579e-20,8.1650990330954889e-13,2.6556921773082714e-21,0.0036492998883330325,0.043002816330698079,5.6457866139049759e-10,1.5842591740630528e-08,0.00010567745440152209,5.3914342697035373e-13,1.247957338937474e-06,0.00015989833188476347,0.00018838079865480137,8.4764494996279283e-06,4.4286232629457151e-13,4.3287758501494297e-11,1.1497479610919962e-11
