Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),OCX(21),OX(20),COX(37),H2X(36),CH2X(134),CHX(26),C2H6X(39),C2H5X(38),HOX(23),C2H4X(51),CH2(T)(29),C2H3X(50),C3H6(146),C3H6X(159),C3H5X(157),C4H8(204),C4H8X(216),C4H7X(215),C3H5X(158),C5H10(244),SX(271),C4H8(254),C4H8X(332),C3H8X(43),C4H7X(268),C5H9X(269),C6H12(397),SX(411),HOCXO(25),C4H7X(207),C4H7(219),C4H7X(463)
0.08075113652601826,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104059661864122,0.099955469616510431,5.2096679150001886e-38,0.099965257307417926,1.6511732406627272e-16,1.0191110557756821e-07,3.1714598194014804e-09,3.5636788399336949e-07,1.5774966174707979e-22,9.0675375733437834e-06,1.6975565484210271e-14,7.225079241480455e-13,2.908433408077812e-10,1.0504811283711184e-16,5.7879404648364159e-23,3.8156031899421763e-22,3.1155444358465079e-24,3.3421193409574515e-11,3.4736118641420473e-05,3.4739520019991078e-05,2.4866498390224067e-10,9.6078702152709955e-06,1.0010697055521471e-20,3.1725616297385361e-09,1.102132827189452e-12,3.5415733285720072e-11,7.1285464180379705e-12,1.4831606212446333e-10,1.2384351842764231e-10,3.4348993545670483e-17,5.2554280277347426e-17,1.1614397278626644e-14,1.1526109394978317e-11,1.288798879652058e-09,4.3702194234794488e-11,1.5187208863076186e-14,1.0075143900806409e-09,2.9189397819361202e-11,1.0143780818621615e-14,7.0299871564782988e-10,8.2033435378932115e-10,1.473743093052098e-11,5.1214920254655036e-15,5.2331137875406133e-12,1.8185904173223321e-15,5.8992794858035304e-18,1.6560845267345698e-10,1.5015083670991803e-10,1.0190772383922584e-12,3.5414557193365773e-16,4.1808340430111405e-21,1.3150156137329998e-18,1.1133613622546153e-11,1.3149774942613458e-18
0.08121335041240586,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104056984847391,0.099955442191270283,1.0472423201391131e-37,0.099965257291991724,1.6704397589753714e-16,1.0247792340546133e-07,3.190742876243435e-09,3.6079206429001414e-07,1.5881640085505216e-22,9.0858307473141511e-06,1.7326708154361452e-14,7.2454885289905754e-13,2.9394092062140432e-10,1.0621083267565299e-16,5.8116399518969597e-23,3.8605506570209899e-22,3.1464502623180492e-24,3.3847010549811376e-11,3.4736105252891534e-05,3.4739516156430497e-05,2.4916661541569041e-10,9.6345507804005354e-06,1.0071562740497274e-20,3.1918513840717534e-09,1.1088338735993375e-12,3.561270755899181e-11,7.1231446540217971e-12,1.4779324231669976e-10,1.2538097766003843e-10,3.4714821934688829e-17,5.3020122286391448e-17,1.1762374214453103e-14,1.1569042286993153e-11,1.3056455902089482e-09,4.4365845021898376e-11,1.5417836375218916e-14,1.026332480054275e-09,2.9798293236740028e-11,1.0355380528896902e-14,7.2316778441908755e-10,8.388346824822299e-10,1.5201140285248619e-11,5.2826378276917155e-15,5.3624388293056969e-12,1.86353272306168e-15,6.0213064902996829e-18,1.7097262559348119e-10,1.5630163048134251e-10,1.0631039052444376e-12,3.6944549896893068e-16,4.1924440050804258e-21,1.3412930189055016e-18,1.135609727233185e-11,1.3412546171933669e-18
0.08167556429879347,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104054331143224,0.099955415012461926,4.683000105513893e-38,0.099965257276524375,1.6897655707276244e-16,1.0304131327442491e-07,3.2100334962990221e-09,3.6523324994178288e-07,1.5988541246786929e-22,9.1038391385118733e-06,1.7682284398089138e-14,7.2657202202638067e-13,2.9704518967575084e-10,1.0737530400202695e-16,5.8354397099911334e-23,3.9057706192343863e-22,3.1774185280950988e-24,3.4273984673377022e-11,3.4736091983599137e-05,3.4739512326454393e-05,2.4966043734479117e-10,9.6609969636639904e-06,1.0132452294922787e-20,3.2111487042382497e-09,1.1155375479363477e-12,3.5808490553049453e-11,7.1177227750878767e-12,1.4727646701276758e-10,1.269243463043167e-10,3.5081440346100163e-17,5.3486564294364176e-17,1.1910753198990124e-14,1.1611372184103424e-11,1.322541461513557e-09,4.5032113789767586e-11,1.5649373641114926e-14,1.045285962405646e-09,3.0412469652779789e-11,1.0568815433194186e-14,7.4370196952273138e-10,8.575680961503101e-10,1.5674310952646595e-11,5.4470715555851724e-15,5.4935791750962632e-12,1.909105867603614e-15,6.1448742107638191e-18,1.7645456952766677e-10,1.626448120029548e-10,1.108585432094466e-12,3.8525100989436178e-16,4.2039519766238623e-21,1.3677575001229399e-18,1.1580164938430422e-11,1.3677188218001649e-18
0.08213777818518107,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104051700521958,0.099955388077798343,-7.0065532303583419e-39,0.09996525726101628,1.7091498260616607e-16,1.0360128321267774e-07,3.2293316131587211e-09,3.6969119073360354e-07,1.6095671895495016e-22,9.1215655156903348e-06,1.8042305891140612e-14,7.2857760003179954e-13,3.0015600473713727e-10,1.0854145453558937e-16,5.8593394757781768e-23,3.9512631828599781e-22,3.2084479991133583e-24,3.4702080438769877e-11,3.4736078832417503e-05,3.4739508529731949e-05,2.5014652562017234e-10,9.6872110601859695e-06,1.0193365509249103e-20,3.2304535238056017e-09,1.1222438271300158e-12,3.6003085058444513e-11,7.1122810292134297e-12,1.4676561967668628e-10,1.2847353740808275e-10,3.5448831863846421e-17,5.3953595653300761e-17,1.2059521950689541e-14,1.1653102478763596e-11,1.3394854219849154e-09,4.5700933201723654e-11,1.5881797260422999e-14,1.0643728361657291e-09,3.1031849227590961e-11,1.078405848083078e-14,7.6460280212277302e-10,8.7653430247627766e-10,1.6156997354502983e-11,5.6148121209163754e-15,5.6265323929666553e-12,1.9553090057138509e-15,6.269986704492825e-18,1.8205529493698879e-10,1.6918427568552324e-10,1.155552856657998e-12,4.0157289068222615e-16,4.2153589563576389e-21,1.3944051499576904e-18,1.1805783537550639e-11,1.3943662006576565e-18
0.08259999207156868,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104049092754873,0.09995536138499983,1.6500747593782251e-37,0.099965257245467828,1.7285916886014967e-16,1.0415784194239781e-07,3.2486371610652372e-09,3.7416563763355404e-07,1.6203034266168659e-22,9.1390126382240991e-06,1.8406783944800934e-14,7.305657548736112e-13,3.0327322397376672e-10,1.0970921312813906e-16,5.8833389849309924e-23,3.9970284532424746e-22,3.2395374595147486e-24,3.5131262796161247e-11,3.4736065798224739e-05,3.4739504765933608e-05,2.5062495591516586e-10,9.7131953559200258e-06,1.0254302175984339e-20,3.2497657769938357e-09,1.1289526883363433e-12,3.6196494106876188e-11,7.1068196564176351e-12,1.4626058601462818e-10,1.3002846443012322e-10,3.581697973742566e-17,5.4421205949755672e-17,1.2208668289366533e-14,1.1694236633963726e-11,1.3564764147002241e-09,4.637223648176046e-11,1.6115084027651509e-14,1.0835911017874758e-09,3.1656353592526687e-11,1.1001082437386964e-14,7.8587174153875425e-10,8.9573297616133272e-10,1.664925162006955e-11,5.7858776387678715e-15,5.7612956824074529e-12,2.0021411640786941e-15,6.3966479021298154e-18,1.8777578960315724e-10,1.7592393776883705e-10,1.2040373833132999e-12,4.1842198522033032e-16,4.2266659390071985e-21,1.4212320619159011e-18,1.203291999426304e-11,1.4211928472721106e-18
0.08306220595795628,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104046507614196,0.099955334931794398,-2.1146263660277917e-37,0.099965257229879381,1.7480903354536509e-16,1.0471099885797781e-07,3.2679500749108445e-09,3.7865634283022506e-07,1.6310630590669376e-22,9.1561832556411121e-06,1.8775729508971515e-14,7.3253665393843662e-13,3.0639670695418856e-10,1.1087850976328859e-16,5.9074379721798618e-23,4.0430665348028564e-22,3.2706857116721311e-24,3.5561496992576483e-11,3.4736052879902999e-05,3.4739501034731283e-05,2.510958036329805e-10,9.7389521273046387e-06,1.031526208968531e-20,3.2690853986727706e-09,1.1356641089368854e-12,3.6388720963634938e-11,7.1013389041511856e-12,1.4576125503378844e-10,1.3158904125338868e-10,3.6185867381710283e-17,5.4889385001979138e-17,1.2358180138000042e-14,1.173477818010096e-11,1.373513397243329e-09,4.7045957425246064e-11,1.6349210935877184e-14,1.1029387621412668e-09,3.2285903906103045e-11,1.1219859904138915e-14,8.075101756413278e-10,9.1516375955909854e-10,1.7151123583066139e-11,5.9602854264935753e-15,5.8978658806196214e-12,2.0496012434854231e-15,6.5248616087339781e-18,1.936170183861177e-10,1.8286773538110439e-10,1.2540703735535874e-12,4.3580919199407586e-16,4.2378739151575246e-21,1.44823433269111e-18,1.2261541260082231e-11,1.448194858333887e-18
0.08352441984434389,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104043944873155,0.09995530871591822,-1.1729252919141353e-37,0.099965257214251396,1.7676449572019174e-16,1.0526076400458901e-07,3.2872702902346234e-09,3.8316305976866512e-07,1.6418463097911979e-22,9.1730801071735514e-06,1.9149153175299894e-14,7.3449046401355503e-13,3.0952631464535959e-10,1.1204927555523812e-16,5.9316361713553928e-23,4.089377531047518e-22,3.3018915762048864e-24,3.5992748576789377e-11,3.4736040076338706e-05,3.4739497335798243e-05,2.5155914389438618e-10,9.7644836409263171e-06,1.0376245046948793e-20,3.2884123243592512e-09,1.1423780665377876e-12,3.6579769120153103e-11,7.0958390084933569e-12,1.4526751739432851e-10,1.3315518219748418e-10,3.6555478376718073e-17,5.5358122857099213e-17,1.250804552443344e-14,1.1774730711917355e-11,1.3905953415507153e-09,4.7722030408898299e-11,1.6584155180211412e-14,1.1224138234721251e-09,3.2920420908554684e-11,1.1440363337017325e-14,8.2951942128432079e-10,9.3482626330914292e-10,1.7662660780407053e-11,6.1380520032764715e-15,6.036239468865483e-12,2.0976880210293549e-15,6.654631504868214e-18,1.9957992300128129e-10,1.9001962559749038e-10,1.305683336418377e-12,4.5374546076122953e-16,4.2489838711065457e-21,1.4754080643340815e-18,1.249161433183983e-11,1.4753683358873905e-18
0.0839866337307315,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104041404305987,0.099955282735115933,1.2797845682773127e-37,0.099965257198584206,1.7872547578934211e-16,1.0580714805712338e-07,3.3065977432196107e-09,3.8768554318492977e-07,1.6526534013601598e-22,9.1897059213204758e-06,1.9527065180358138e-14,7.3642735126072474e-13,3.1266190941032136e-10,1.1322144274698415e-16,5.9559333154304315e-23,4.1359615445773719e-22,3.3331538919841217e-24,3.6424983403944918e-11,3.47360273864227e-05,3.4739493668809269e-05,2.5201505152572285e-10,9.7897921532027243e-06,1.0437250846402577e-20,3.3077464902143024e-09,1.1490945389688017e-12,3.6769642286687126e-11,7.0903202176481356e-12,1.4477926757021032e-10,1.3472680203067422e-10,3.6925796467338071e-17,5.5827409788267943e-17,1.2658252582980891e-14,1.1814097885498966e-11,1.4077212337553593e-09,4.8400390400076083e-11,1.6819894161028821e-14,1.1420142963190928e-09,3.3559824975030727e-11,1.1662565065093574e-14,8.5190072477176727e-10,9.5472006696964935e-10,1.8183908452621721e-11,6.3191930902751218e-15,6.1764125788934085e-12,2.1464001523465436e-15,6.7859611477036678e-18,2.0566542181626972e-10,1.9738358449847635e-10,1.3589079189138243e-12,4.7224178922286919e-16,4.2599967887272498e-21,1.5027493663396952e-18,1.2723106269355108e-11,1.502709389418081e-18
0.0844488476171191,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104038885688001,0.099955256987141042,-4.2313453321658421e-37,0.099965257182878242,1.8069189550207993e-16,1.0635016229943139e-07,3.325932370689859e-09,3.9222354913926176e-07,1.6634845559976565e-22,9.2060634154313259e-06,1.9909475408866592e-14,7.3834748119009235e-13,3.158033550055027e-10,1.1439494470798738e-16,5.98032913656133e-23,4.1828186770969043e-22,3.3644715161303033e-24,3.6858167639897963e-11,3.4736014809050444e-05,3.4739490033440672e-05,2.5246360104748133e-10,9.8148799100670173e-06,1.0498279288696195e-20,3.3270878330401836e-09,1.1558135042822647e-12,3.6958344385102511e-11,7.0847827618142148e-12,1.4429640056059527e-10,1.3630381598141275e-10,3.7296805563011969e-17,5.629723629184259e-17,1.2808789555934962e-14,1.1852883415342467e-11,1.4248900740288501e-09,4.9080972965378135e-11,1.7056405486955092e-14,1.1617381963974494e-09,3.4204036167392475e-11,1.1886437308579921e-14,8.7465526235822072e-10,9.7484471964880605e-10,1.8714909545902242e-11,6.5037236113355179e-15,6.3183809994221753e-12,2.1957361738671969e-15,6.9188539721400278e-18,2.1187440966686892e-10,2.0496360622874706e-10,1.4137758964273693e-12,4.9130921969235207e-16,4.2709136453303281e-21,1.5302543576517864e-18,1.2955984212410895e-11,1.530214137857427e-18
0.0849110615035067,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104036388795586,0.099955231469756198,1.1356141700305955e-36,0.09996525716713385,1.8266367794938314e-16,1.0688981860396458e-07,3.3452741101074084e-09,3.9677683504793051e-07,1.6743399955557156e-22,9.2221552952964562e-06,2.0296393396960357e-14,7.4025101863617521e-13,3.1895051657766818e-10,1.1556971593132615e-16,6.004823366128223e-23,4.229949029423197e-22,3.3958433239995803e-24,3.7292267765298602e-11,3.473600234312211e-05,3.4739486429370268e-05,2.5290486666307551e-10,9.8397491466800236e-06,1.0559330176491379e-20,3.3464362902773591e-09,1.1625349407520482e-12,3.7145879541799374e-11,7.079226892636927e-12,1.4381881656491102e-10,1.3788613974940682e-10,3.7668489737373929e-17,5.6767593084493457e-17,1.2959644794986155e-14,1.1891091071479301e-11,1.4421008764220638e-09,4.9763714278617452e-11,1.7293666977637977e-14,1.1815835454443647e-09,3.4852974284649676e-11,1.2111952196356624e-14,8.9778414078066206e-10,9.9519974063449666e-10,1.9255704715766181e-11,6.691657694264257e-15,6.4621401826875968e-12,2.2456945050907379e-15,7.0533132919406584e-18,2.1820775769185904e-10,2.1276370205727973e-10,1.4703191631494261e-12,5.1095883576673142e-16,4.2817354135389241e-21,1.5579191685874579e-18,1.319021539704771e-11,1.5578787115073359e-18
0.08537327538989431,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104033913406245,0.099955206180733489,1.6082131543585021e-36,0.099965257151351433,1.8464074756112996e-16,1.0742612941168115e-07,3.364622899569175e-09,4.0134515971375342e-07,1.6852199414900177e-22,9.2379842547644423e-06,2.0687828335495444e-14,7.4213812773294662e-13,3.2210326066051633e-10,1.1674569203033604e-16,6.0294157347749943e-23,4.2773527014948989e-22,3.4272682091653579e-24,3.7727250579394593e-11,3.4735989987542802e-05,3.4739482856277559e-05,2.5333892224835101e-10,9.8644020871303749e-06,1.0620403314452274e-20,3.3657918000013896e-09,1.1692588268724816e-12,3.7332252080729451e-11,7.0736528303659132e-12,1.4334641381171194e-10,1.394736895162218e-10,3.8040833227848895e-17,5.7238471100414924e-17,1.3110806762544244e-14,1.1928724676670922e-11,1.4593526687047597e-09,5.044855112813349e-11,1.7531656666288008e-14,1.2015483720286617e-09,3.5506558911960188e-11,1.2339081782999796e-14,9.2128839782052212e-10,1.0157846200219305e-09,1.9806332332228546e-11,6.8830086726261519e-15,6.6076852510276978e-12,2.296273450874259e-15,7.189342300881532e-18,2.2466631318642903e-10,2.2078789943927747e-10,1.5285697225035098e-12,5.3120175900110736e-16,4.2924630611581526e-21,1.5857399426814696e-18,1.3425767171181197e-11,1.5856992538846575e-18
0.08583548927628191,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104031459298622,0.09995518111785498,4.3916223655836781e-36,0.09996525713553138,1.8662303010169584e-16,1.079591077124074e-07,3.3839786778037627e-09,4.0592828335532238e-07,1.6961246148359222e-22,9.2535529753558699e-06,2.1083789073392422e-14,7.4400897189245611e-13,3.252614551709547e-10,1.1792280973477647e-16,6.0541059724477552e-23,4.3250297923811637e-22,3.4587450833854034e-24,3.8163083203616004e-11,3.4735977741222707e-05,3.4739479313843648e-05,2.5376584134099411e-10,9.888840944181982e-06,1.0681498509235388e-20,3.3851543009197386e-09,1.1759851413572433e-12,3.7517466516571566e-11,7.0680608358586856e-12,1.4287909933985321e-10,1.4106638195543771e-10,3.8413820435212744e-17,5.7709861488361477e-17,1.3262264032983778e-14,1.1965788103653996e-11,1.4766444922042592e-09,5.1135420923568929e-11,1.7770352802033288e-14,1.2216307123251794e-09,3.6164709468299462e-11,1.2567798065346976e-14,9.4516900289429219e-10,1.0365988193388294e-09,2.0366828486527006e-11,7.07778908808162e-15,6.7550110035254204e-12,2.3474712037409674e-15,7.3269440739131815e-18,2.3125089947386358e-10,2.2904024108055089e-10,1.5885596776031516e-12,5.5204914559228774e-16,4.3030975510652064e-21,1.6137128384526347e-18,1.366260700955911e-11,1.6136719234876901e-18
0.08629770316266952,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104029026252533,0.099955156278912674,-1.3393848651648749e-36,0.099965257119674023,1.8861045266655853e-16,1.0848876702539438e-07,3.4033413841681949e-09,4.1052596763496109e-07,1.7070542361850697e-22,9.2688641259192659e-06,2.1484284121014556e-14,7.4586371378017129e-13,3.2842496940503783e-10,1.1910100688650777e-16,6.078893808433849e-23,4.372980400290526e-22,3.4902728765707704e-24,3.8599733084851718e-11,3.473596560307715e-05,3.4739475801751318e-05,2.5418569713110143e-10,9.9130679189775284e-06,1.0742615569479288e-20,3.4045237323685043e-09,1.182713863138231e-12,3.7701527547974804e-11,7.0624511107421026e-12,1.4241677211815325e-10,1.4266413424236335e-10,3.8787435923112635e-17,5.8181755608961085e-17,1.3414005293782638e-14,1.2002285272466314e-11,1.4939754016436387e-09,5.1824261701963348e-11,1.8009733852036794e-14,1.241828610854551e-09,3.6827345252623359e-11,1.2798072998539141e-14,9.6942685767136323e-10,1.057641772167873e-09,2.093722699920799e-11,7.2760106931969838e-15,6.9041119226607789e-12,2.39928584619191e-15,7.4661215683346354e-18,2.3796231579519457e-10,2.3752478400495982e-10,1.6503212217255095e-12,5.7351218306825095e-16,4.313639841080345e-21,1.6418340310921702e-18,1.3900702528057643e-11,1.6417928954846491e-18
0.08671369566041837,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104026854337629,0.099955134113513672,-3.54447248943579e-37,0.099965257105370867,1.9040346850776459e-16,1.0896263425793452e-07,3.4207736938295506e-09,4.14676137030674e-07,1.7169124078854321e-22,9.2824261343488874e-06,2.1848613262374203e-14,7.475193478642487e-13,3.31276573660574e-10,1.2016225676925712e-16,6.1012860831330454e-23,4.4163698849465239e-22,3.5186905563105282e-24,3.899339009230664e-11,3.4735954770343236e-05,3.4739472666549469e-05,2.5455758842194744e-10,9.9346928466850485e-06,1.0797639462096482e-20,3.4219620966411296e-09,1.1887717537415384e-12,3.7866200341940533e-11,7.0573874249754853e-12,1.4200487192626881e-10,1.4410636942744736e-10,3.9124214414780192e-17,5.8606884036744356e-17,1.3550805982462172e-14,1.2034651849602455e-11,1.509605868012945e-09,5.2445852890656954e-11,1.8225744779110655e-14,1.2601039129009471e-09,3.7427485567846685e-11,1.3006629884556362e-14,9.915821666102928e-10,1.0767755237930902e-09,2.145907830746241e-11,7.4573614351987613e-15,7.0398157073028159e-12,2.4464447933632622e-15,7.5927309054372618e-18,2.4411167125542436e-10,2.4536276866842673e-10,1.7074479929669706e-12,5.9336456744207415e-16,4.3230498586804986e-21,1.6672667517996739e-18,1.4116035460284937e-11,1.6672254223172457e-18
0.08708808890839233,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410402491391743,0.099955114316901558,4.1206829096764769e-37,0.09996525709247267,1.9202065051189294e-16,1.0938683464187545e-07,3.4364674932145384e-09,4.1842106751613928e-07,1.7258023249654403e-22,9.2944569939612222e-06,2.2179660131397262e-14,7.4899847615302694e-13,3.3384653492593767e-10,1.2111805077409633e-16,6.1215063703554187e-23,4.4556099709727711e-22,3.5443003795016187e-24,3.934820583883749e-11,3.4735945094404238e-05,3.4739469865473244e-05,2.5488749301612543e-10,9.9540113712475172e-06,1.0847175864178662e-20,3.437661346812074e-09,1.194225495572306e-12,3.8013613474940849e-11,7.0528181440744723e-12,1.4163749836435895e-10,1.4540777897422237e-10,3.9427730480771768e-17,5.8989837676657982e-17,1.3674108840244861e-14,1.2063394764651669e-11,1.523699156820369e-09,5.3006570887754884e-11,1.8420601470706973e-14,1.2766291991443812e-09,3.7970613466626837e-11,1.3195374165247796e-14,1.0117842533310223e-09,1.0941535399060623e-09,2.1935642001535841e-11,7.6229740730772069e-15,7.1631707918866944e-12,2.4893123921322395e-15,7.7077741905511176e-18,2.4973491778822872e-10,2.5258304419152224e-10,1.7601308374438924e-12,6.1167262101157296e-16,4.3314562523775488e-21,1.6902539845345891e-18,1.4310663072870933e-11,1.6902124843573381e-18
0.08746248215636629,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104022986928159,0.099955094663322946,-7.0818941627798068e-36,0.099965257079550701,1.9364107959581553e-16,1.0980888311566047e-07,3.4521657323640821e-09,4.22175132332937e-07,1.7347090010785262e-22,9.3063235638275039e-06,2.2513695999926652e-14,7.5046732641678308e-13,3.3641975856628587e-10,1.2207444610711593e-16,6.1417902085233672e-23,4.4950296833584105e-22,3.5699417672440101e-24,3.9703500989861125e-11,3.4735935487527766e-05,3.4739467083745841e-05,2.5521289232281786e-10,9.9731947542781689e-06,1.0896726278388985e-20,3.4533650382860862e-09,1.1996807800800494e-12,3.8160278783534395e-11,7.048237647897019e-12,1.4127323626242556e-10,1.4671236271410842e-10,3.9731631846736552e-17,5.9373107134235963e-17,1.3797578286313477e-14,1.2091773269476667e-11,1.5378164522828085e-09,5.3568473959872822e-11,1.8615869973137733e-14,1.2932268571446517e-09,3.851654046718865e-11,1.3385091154014487e-14,1.032235237944097e-09,1.1116805456030377e-09,2.2418755372113413e-11,7.790862802129366e-15,7.2876797489976265e-12,2.5325809738928436e-15,7.8238561848831274e-18,2.5544271916821733e-10,2.5996292270967875e-10,1.814033509467352e-12,6.3040458084732192e-16,4.3398038396655106e-21,1.7133317769744801e-18,1.4506057488465964e-11,1.7132901096792013e-18
0.08783687540434025,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104021073255141,0.099955075151625147,-2.5976494337218521e-36,0.09996525706660514,1.9526471954739611e-16,1.1022878779873818e-07,3.4678683802423194e-09,4.2593820770549308e-07,1.743632552505066e-22,9.3180272364322491e-06,2.2850724755446042e-14,7.5192598358147561e-13,3.3899617774941305e-10,1.2303141184891066e-16,6.1621374526653603e-23,4.5346290726809137e-22,3.5956141854898362e-24,4.0059258883266366e-11,3.4735925949148016e-05,3.4739464321201992e-05,2.5553382452917006e-10,9.9922441422132194e-06,1.0946290606790791e-20,3.4690731400165935e-09,1.205137596482343e-12,3.8306199089596719e-11,7.0436460816419755e-12,1.4091204387261643e-10,1.4802007763390465e-10,4.0035910619664807e-17,5.9756688212336111e-17,1.3921208530428284e-14,1.2119789526863583e-11,1.5519572770610529e-09,5.4131530405453747e-11,1.8811539269762395e-14,1.3098958667004411e-09,3.9065223643594101e-11,1.3575765933452015e-14,1.0529354724083936e-09,1.1293561888978148e-09,2.2908432077684019e-11,7.9610323685873208e-15,7.4133390677756286e-12,2.5762493185311604e-15,7.9409782393008334e-18,2.6123545353478307e-10,2.6750458371895175e-10,1.869173249430279e-12,6.49566438177574e-16,4.3480931194124742e-21,1.7364981353231031e-18,1.4702201825813447e-11,1.7364563044700479e-18
0.08821126865231421,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104019172784255,0.099955055780660385,8.6867544683438529e-36,0.099965257053636181,1.9689153471596181e-16,1.1064655700256493e-07,3.4835754060771759e-09,4.2971017052761691e-07,1.7525730952918655e-22,9.3295693981806134e-06,2.3190750146431003e-14,7.5337453221222344e-13,3.415757262273356e-10,1.2398891754817474e-16,6.1825479575962658e-23,4.5744081891643169e-22,3.6213171078900884e-24,4.0415463002260277e-11,3.4735916478701644e-05,3.4739461577677353e-05,2.5585032765558741e-10,1.0011160676023096e-05,1.0995868752279434e-20,3.4847856212209006e-09,1.2105959340883683e-12,3.8451377281723713e-11,7.0390435578807584e-12,1.4055387124556621e-10,1.493308809530347e-10,4.0340558975541204e-17,6.0140576799485448e-17,1.4044993832850239e-14,1.2147445715051749e-11,1.5661211592667695e-09,5.4695708802212805e-11,1.9007598440993327e-14,1.3266352124653821e-09,3.9616620100844007e-11,1.3767383596912296e-14,1.0738852808499723e-09,1.1471801069674734e-09,2.3404684822325713e-11,8.1334871870137237e-15,7.5401451141725268e-12,2.6203161631244326e-15,8.0591416563652964e-18,2.6711348853752002e-10,2.7521021108720569e-10,1.9255673182494807e-12,6.6916419136211739e-16,4.3563245881080933e-21,1.7597510758518358e-18,1.4899079288885491e-11,1.7597090849838538e-18
0.08858566190028817,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104017285401932,0.099955036549285795,-6.3233760328308746e-36,0.099965257040644018,1.9852149000951997e-16,1.1106219922456234e-07,3.4992867793590996e-09,4.3349089837003786e-07,1.7615307452450186e-22,9.3409514292852001e-06,2.353377578357692e-14,7.5481305650889081e-13,3.4415833833437364e-10,1.2494693321941943e-16,6.2030215779298938e-23,4.6143670826822339e-22,3.6470500157669766e-24,4.0772096976091224e-11,3.4735907075627723e-05,3.4739458853008338e-05,2.5616243955262364e-10,1.002994549116478e-05,1.1045460618578305e-20,3.5005024513789254e-09,1.2160557822984706e-12,3.8595816313131925e-11,7.0344301820607988e-12,1.4019867248449729e-10,1.5064473012616426e-10,4.0645569159118046e-17,6.0524768868773104e-17,1.4168928504592269e-14,1.2174744026908302e-11,1.5803076324062735e-09,5.526097800831093e-11,1.9204036664703607e-14,1.3434438841457845e-09,4.0170686988419708e-11,1.3959929253209428e-14,1.0950849598194177e-09,1.1651519263624796e-09,2.3907525361026097e-11,8.3082313421508161e-15,7.6680941333132462e-12,2.6647802027616481e-15,8.178347690757848e-18,2.7307718132888277e-10,2.830819927378896e-10,1.9832329941421468e-12,6.8920384477207209e-16,4.3644987398428624e-21,1.7830886253540065e-18,1.5096673170729875e-11,1.7830464779957116e-18
0.08892261582346474,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104015597855172,0.099955019359457831,-3.3545715617332989e-36,0.099965257028931387,1.9999110602610954e-16,1.114344658233381e-07,3.5134307073744683e-09,4.3690094688391477e-07,1.7696073523443602e-22,9.3510594812547274e-06,2.3845066941662558e-14,7.5609922686289236e-13,3.4648525482854388e-10,1.2580955894004507e-16,6.2215016795865273e-23,4.6504838371533876e-22,3.6702348479199582e-24,4.1093421666138197e-11,3.473589867000328e-05,3.4739456416793154e-05,2.5643961690324854e-10,1.0046740139295514e-05,1.1090104950631516e-20,3.5146512918623411e-09,1.2209709285665392e-12,3.8725181950316013e-11,7.0302689893151529e-12,1.3988150502153352e-10,1.5182976361496102e-10,4.0920381332533784e-17,6.0870797947526358e-17,1.4280592759036363e-14,1.2199008346890326e-11,1.5930943922261925e-09,5.5770627423757996e-11,1.9381146290208949e-14,1.3586301315278759e-09,4.0671595035254286e-11,1.4134001486190944e-14,1.1143785332795955e-09,1.1814527023966404e-09,2.4365723364797444e-11,8.4674615764266418e-15,7.7842222932906466e-12,2.7051363284875626e-15,8.2865255582764219e-18,2.7851802897636901e-10,2.9031046947368465e-10,2.0362336183364969e-12,7.076223241063422e-16,4.37180687681435e-21,1.8041631385415768e-18,1.5275106468800744e-11,1.8041208533398169e-18
