Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),C2H6X(52),CH3OO(77),H2OX(23)
2.5000036865077126e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998943,0.11866996602995525,0.022821567693054046,0.0,2.5936918365824966e-52,6.4677132524521715e-35,0.0,9.3932818812040277e-47,0.0,2.5421453764253282e-21,3.2566689953097074e-98,2.542145074951998e-21,5.637881175401581e-66,4.4513066458000944e-57,0.0,0.0,9.9274015102380653e-47,6.5192299889239368e-78,1.0081784620083293e-14,4.8474116378708983e-16,1.8684543506539636e-19,5.1574186980407685e-31,1.8684543536635385e-19,8.8589682018302462e-48,3.1093308279111405e-60,3.1674632981794177e-35,3.7285938012159454e-44
5.000550026300971e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997888,0.11866996602994516,0.022821567693053803,0.0,4.1507260103566952e-51,2.587506453185435e-34,0.0,7.5165285558198376e-46,0.0,5.0848431565294191e-21,2.0850728977936787e-96,5.0848419504397911e-21,9.0230574821172121e-65,7.1241145503245037e-56,0.0,0.0,7.9433794280854969e-46,2.0867385087674459e-76,2.0165757602335446e-14,9.6958754597304325e-16,3.7373142638459701e-19,2.0632893673057581e-30,3.7373142758862293e-19,7.08852054844145e-47,4.9762791939051884e-59,1.2671917008407962e-34,2.9834227073063024e-43
1.0001642705887488e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995773,0.11866996602992499,0.022821567693053317,0.0,6.6417560775331423e-50,1.0350868177196713e-33,0.0,6.0139841308114456e-45,0.0,1.0170240526162259e-20,1.3347043870092008e-94,1.0170235701411118e-20,1.4438850268439114e-63,1.1400090819663236e-54,0.0,0.0,6.3552267655444892e-45,6.678499201889398e-75,4.0333703566769335e-14,1.9392803103448046e-15,7.4750340721655827e-19,8.2537176246419731e-30,7.4750341203305397e-19,5.6713548910235828e-46,7.9631267245729676e-58,5.0691803684779167e-34,2.3869346479310822e-42
2.0003828065060519e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991543,0.11866996602988465,0.022821567693052349,0.0,1.0627090516450554e-48,4.1405157498153902e-33,0.0,4.8114917942903432e-44,0.0,2.0341042503126505e-20,8.5429349276228917e-93,2.0341023203336725e-20,2.3103726976919061e-62,1.8240993496250232e-53,0.0,0.0,5.084294511725731e-44,2.1372694934736603e-73,8.0669595495355388e-14,3.8786658390877474e-15,1.49504736165472e-18,3.3015321538034022e-29,1.4950473809214878e-18,4.5372993051672517e-45,1.2741866720607147e-56,2.02775548143102e-33,1.9095901437162488e-41
4.000819878340658e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319983089,0.11866996602980398,0.02282156769305041,0.0,1.7002946133957836e-47,1.6562399963509694e-32,0.0,3.8493151655504439e-43,0.0,4.0682675407848691e-20,5.4677455389436145e-91,4.0682598207119758e-20,3.6967215799873245e-61,2.9185122828564509e-52,0.0,0.0,4.0673269402961067e-43,6.8395018688688658e-72,1.6134137935140074e-13,7.7574368965713114e-15,2.9901352416280015e-18,1.3205683419801248e-28,2.9901353186966482e-18,3.629925603272138e-44,2.0387677589164955e-55,8.1111935413745201e-33,1.5276312153472631e-40
8.00169402200987e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996618,0.11866996602964264,0.022821567693046531,0.0,2.720240051404241e-46,6.625027379154193e-32,0.0,3.0795007141013776e-42,0.0,8.1366057020463336e-20,3.4994459466400725e-89,8.1365748214413143e-20,5.9148545340656522e-60,4.6692158626189101e-51,0.0,0.0,3.2535718689908744e-42,2.1886788418791066e-70,3.2268494705898415e-13,1.551497901152915e-14,5.9803108859624005e-18,5.2817560784729889e-28,5.9803111942401758e-18,2.903974946570344e-43,3.2620835677615277e-54,3.2445156956798933e-32,1.2219960352543899e-39
1.6003442309348295e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319932357,0.11866996602931995,0.022821567693038773,0.0,4.3515610404608007e-45,2.6500244307123797e-31,0.0,2.4636198262865485e-41,0.0,1.6273328345833809e-19,2.2396780468484983e-87,1.627320482279091e-19,9.4638465988287142e-59,7.4692501149151238e-50,0.0,0.0,2.6023478107945565e-41,7.003833003138867e-69,6.4537208245612202e-13,3.1030063241407659e-14,1.1960661712182578e-17,2.1122564938330791e-27,1.1960662945300355e-17,2.3231937426687945e-42,5.2193774655766988e-53,1.2978170986920836e-31,9.7740518025636821e-39
3.200693888402515e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319864717,0.11866996602867456,0.022821567693023258,0.0,6.9597990742846176e-44,1.0600124682936129e-30,0.0,1.9709032785689709e-40,0.0,3.2546958918438386e-19,1.4334098019701638e-85,3.2546464825053778e-19,1.5142215917841855e-57,1.1945855428828458e-48,0.0,0.0,2.0810447073877241e-40,2.2412359662842078e-67,1.2907463531782822e-12,6.2060231701016086e-14,2.3921361514828748e-17,8.4453961965000408e-27,2.3921366447315602e-17,1.8585605079015463e-41,8.3510377795058522e-52,5.1913153521521404e-31,7.8161072978809733e-38
6.401393203337885e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319729431,0.11866996602738379,0.022821567692992227,0.0,1.112699991472325e-42,4.2400552667379476e-30,0.0,1.576725134689754e-39,0.0,6.5094961203535537e-19,9.1739426661323192e-84,6.5092984827834226e-19,2.4227587785145738e-56,1.9097434196808558e-47,0.0,0.0,1.6634962567466364e-39,7.1719681679417768e-66,2.5814948943341393e-12,1.2412056861963846e-13,4.7842753720946569e-17,3.3752452896144352e-26,4.7842773450944795e-17,1.4868506111644763e-40,1.3361683766777627e-50,2.07655578554563e-30,6.2478492680324571e-37
1.2802791833208626e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319458858,0.11866996602480225,0.022821567692930166,0.0,1.7775449812467316e-41,1.6960231866406177e-29,0.0,1.2613803841879918e-38,0.0,1.3019393033144828e-18,5.8714502699658075e-82,1.3018602482641398e-18,3.8764152641458756e-55,3.0504921597359705e-46,0.0,0.0,1.3286558419202779e-38,2.295030643381099e-64,5.1629919754920019e-12,2.4824124245450553e-13,9.5685508536502798e-17,1.347770620694623e-25,9.5685587456750616e-17,1.1894813698023391e-39,2.1378700688420804e-49,8.3064444570970793e-30,4.990228626765697e-36
2.560558909295011e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318917713,0.11866996601963915,0.022821567692806046,0.0,2.8352292918423075e-40,6.7840949163110676e-29,0.0,1.0091032526488444e-37,0.0,2.6040372680350752e-18,3.7578821894348888e-80,2.6037210479564899e-18,6.2022584636725598e-54,4.8645450558054789e-45,0.0,0.0,1.0595135950166656e-37,7.3440913062810702e-63,1.032598613319232e-11,4.9648259011473013e-13,1.9137089978104421e-16,5.3725470418909627e-25,1.913712154637656e-16,9.515854464826839e-39,3.4205888049675442e-48,3.3227516661029734e-29,3.9793572304509782e-35
5.121118361243307e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317835429,0.11866996600931297,0.022821567692557804,0.0,4.5083255558297684e-39,2.7136384083599017e-28,0.0,8.0728031580330663e-37,0.0,5.2087075249505889e-18,2.405239022604864e-78,5.207442646224207e-18,9.9235865866896306e-53,7.7317793921477851e-44,0.0,0.0,8.4220323469622198e-37,2.3501029664451856e-61,2.0651974430131337e-11,9.9296528539715125e-13,3.8274120872501644e-16,2.1343313687197742e-24,3.8274247146900217e-16,7.612684947102811e-38,5.4729271619067296e-47,1.3292391390660974e-28,3.1631530302499733e-34
1.0242237265139899e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315670861,0.1186699659886606,0.022821567692061322,0.0,7.1252031570810551e-38,1.0854554580196172e-27,0.0,6.4582035504353401e-36,0.0,1.0419945339290406e-17,1.5398273649996936e-76,1.041488583829171e-17,1.5877645973445208e-51,1.2209122047414018e-42,0.0,0.0,6.6526855968252195e-36,7.520286394959019e-60,4.1303950950162867e-11,1.985930675809955e-12,7.6547993244190235e-16,8.4220463084787785e-24,7.6548498351921604e-16,6.0901484640633153e-37,8.7566322164493091e-46,5.3180630652931696e-28,2.4985848443968684e-33
2.0484475072933082e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311341718,0.11866996594735588,0.022821567691068356,0.0,1.1128271514502509e-36,4.3418220718982365e-27,0.0,5.1664995215068637e-35,0.0,2.0850010094884175e-17,9.8595380655686553e-75,2.0829772204554999e-17,2.5403932305131953e-50,1.9035906745242044e-41,0.0,0.0,5.1911035431261398e-35,2.4064635701689902e-58,8.2607903694839919e-11,3.9718614560279782e-12,1.5309498032665699e-15,3.2800023693136689e-23,1.5309700083503202e-15,4.8721189038582476e-36,1.4010444788449767e-44,2.1281101725441284e-27,1.9495949299820208e-32
4.096895068851945e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302683433,0.11866996586474642,0.022821567689082424,0.0,1.6993234086932391e-35,1.7367289170980085e-26,0.0,4.1330979264770887e-34,0.0,4.1740495512776677e-17,6.3160318418546671e-73,4.1659544865594696e-17,4.0645323667489676e-49,2.8972559966830549e-40,0.0,0.0,3.9575425969544271e-34,7.7005029508282621e-57,1.6521580800264999e-10,7.9437230140378666e-12,3.0618592390804353e-15,1.2459652144059814e-22,3.0619400651048808e-15,3.8976950642179092e-35,2.2416175823152928e-43,8.5195196375561484e-27,1.4862279469605405e-31
6.145342630410582e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756294025148,0.11866996578213695,0.022821567687096492,0.0,6.1179957943852271e-35,3.6905490626100004e-26,0.0,1.2269962760868388e-33,0.0,6.2661336236399826e-17,3.5859031738956468e-72,6.2489317455147507e-17,1.537677522571899e-48,1.0801503805166398e-39,0.0,0.0,1.1012105092132784e-33,3.5922332108233918e-56,2.4782371112891605e-10,1.1915584569625519e-11,4.5927383696596697e-15,2.5563218514262605e-22,4.5929101327529501e-15,1.1144971671062544e-34,8.4803970501715986e-43,1.8114376149345172e-26,4.1353814691244376e-31
1.0242237753527855e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756276708583,0.11866996561691805,0.022821567683124631,0.0,4.3705976833852318e-34,1.0203283378672561e-25,0.0,5.7472341766648753e-33,0.0,1.0462443409945005e-16,9.6641929156532401e-71,1.0414886234830563e-16,1.2134956255198349e-47,8.1317696186306443e-39,0.0,0.0,4.684262144829872e-33,4.8136119329934641e-55,4.1303951265527245e-10,1.9859307671136616e-11,7.654375414687486e-15,6.491850635439527e-22,7.6548503370995636e-15,5.1218145711359801e-34,6.6925106294657381e-42,5.0155038334018705e-26,1.7589065111225267e-30
1.3929443364333403e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756261123677,0.11866996546822103,0.022821567679549955,0.0,1.1640570139587044e-33,1.8169025497772526e-25,0.0,1.3261937416869752e-32,0.0,1.4248929359118798e-16,4.2017060422958802e-70,1.4164245252117206e-16,3.4053859633700016e-47,2.2676827958175865e-38,0.0,0.0,1.0108900917842299e-32,1.5975745284516429e-54,5.6173373021139526e-10,2.7008658454706065e-11,1.0409750845578926e-14,1.0939543738213124e-21,1.0410596592420323e-14,1.1529152785950022e-33,1.8780933148050323e-41,8.9398749400329887e-26,3.7955981802941265e-30
1.7616648975138948e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756245538772,0.11866996531952402,0.02282156767597528,0.0,2.5293687218019072e-33,2.836210652786409e-25,0.0,2.5534382572002595e-32,0.0,1.8045795548782293e-16,1.2725966138971257e-69,1.7913604244955526e-16,7.7966564866431628e-47,5.0015557087395607e-38,0.0,0.0,1.8311205289931367e-32,4.2926150403049712e-54,7.1042794372666902e-10,3.4158009230045761e-11,1.316502264530705e-14,1.6188255814283453e-21,1.3166342939093535e-14,2.1790848232599082e-33,4.29990828525343e-41,1.3969049473975759e-25,6.8749039390500017e-30
2.1303854585944494e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756229953866,0.11866996517082701,0.022821567672400605,0.0,4.7079920810513041e-33,4.0659145535540317e-25,0.0,4.3413547311019527e-32,0.0,2.185246663321856e-16,3.3072815265981911e-69,2.1662963214699813e-16,1.5203622038576447e-46,9.5162866352103554e-38,0.0,0.0,2.9446260031444792e-32,9.4961122727570443e-54,8.5912215342493263e-10,4.1307359997621783e-11,1.5920196557843894e-14,2.2085158958164185e-21,1.5922089382903089e-14,3.6422574388974881e-33,8.3848988316490224e-41,2.0044476039976916e-25,1.1054896433740712e-29
2.867826580755559e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756198784049,0.11866996487343302,0.022821567665251254,0.0,1.1586499187577479e-32,7.0051262206860677e-25,0.0,9.598286910804411e-32,0.0,2.9488167695187081e-16,1.4670409519966404e-68,2.9161681101522871e-16,4.0363422762923765e-46,2.4757228584974402e-37,0.0,0.0,5.9154303510408083e-32,2.9876797543785553e-53,1.1565105641168384e-09,5.560606151509498e-11,2.1430321162869711e-14,3.5093921035725729e-21,2.143358251836251e-14,7.7758034935573034e-33,2.2260694123072252e-40,3.4588936407774183e-25,2.2205944109696826e-29
3.605267702916668e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756167614244,0.11866996457603904,0.022821567658101904,0.0,2.3482497445217269e-32,1.072204668868993e-24,0.0,1.7981401371109514e-31,0.0,3.7160108751487951e-16,4.4224670010066637e-68,3.6660398902980975e-16,8.7550521395710398e-46,5.2258392073440169e-37,0.0,0.0,1.0173244529197823e-31,7.3898566450675805e-53,1.4538989606995217e-09,6.9904763003942022e-11,2.6940083965869334e-14,4.9786227480603845e-21,2.6945076084121354e-14,1.4139453208411489e-32,4.828468584637227e-40,5.3023094553565908e-25,3.8185803017696712e-29
4.342708825077777e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756136444432,0.11866996427864507,0.022821567650952553,0.0,4.2550129243899365e-32,1.5269426371410594e-24,0.0,3.0430325798247567e-31,0.0,4.4870745506502779e-16,1.1471375124618602e-67,4.4159116613284043e-16,1.6919551208374525e-45,9.7407106547697583e-37,0.0,0.0,1.5932831262806958e-31,1.6072766125526894e-52,1.7512873422159867e-09,8.4203464462265879e-11,3.2449460450354291e-14,6.5828799004976968e-21,3.2456570154112687e-14,2.3389413462026738e-32,9.3312423593873974e-40,7.5629115142887773e-25,5.97989374622798e-29
5.817591069399996e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756074104816,0.11866996368385717,0.022821567636653852,0.0,1.1551674302548945e-31,2.6902360293779895e-24,0.0,7.2358624214990797e-31,0.0,6.0410271359619954e-16,7.1377084040682618e-67,5.9156551755288522e-16,5.3235107085660731e-45,2.7003714836306978e-36,0.0,0.0,3.2551630282404758e-31,6.733299499683341e-52,2.3460640592012971e-09,1.1280086728580432e-10,4.3467032847287031e-14,1.002516080562301e-20,4.3479560014129886e-14,5.3951950279476805e-32,2.9359498610701681e-39,1.3370949810962251e-24,1.2214385142349191e-28
7.292473313722214e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756011765204,0.11866996308906935,0.022821567622355151,0.0,2.4800397458984069e-31,4.1908978082285008e-24,0.0,1.4129837864646187e-30,0.0,7.6106960947633365e-16,2.5931264760599641e-66,7.4153986526982183e-16,1.2786963000729841e-44,5.8185501169861225e-36,0.0,0.0,5.6217340581382913e-31,1.9706904860369826e-51,2.9408407149811853e-09,1.4139826998567641e-10,5.4483036200616549e-14,1.3683866973036892e-20,5.450255225467048e-14,1.0364259691073813e-31,7.0520892359171006e-39,2.0900652896565972e-24,2.108964501509104e-28
1.0242237802366652e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755887086004,0.11866996189949387,0.022821567593757749,0.0,8.0069714311920985e-31,8.2050005953832599e-24,0.0,3.9503639038085259e-30,0.0,1.0797202927480349e-15,2.2962663212156443e-65,1.0414885495869831e-15,5.1448703661769455e-44,1.8498893125123794e-35,0.0,0.0,1.2589590329660834e-30,1.1638964538062897e-50,4.1303938428026058e-09,1.9859307501460003e-10,7.651033380216691e-14,2.1232434157408394e-20,7.6548544300612105e-14,2.8507317878377827e-31,2.8374259430122137e-38,4.1217872832280965e-24,4.7204662390927109e-28
1.6141766779655528e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755637727681,0.11866995952034366,0.022821567536562944,0.0,3.7800714163954053e-30,2.0284478670194468e-23,0.0,1.5889676846498707e-29,0.0,1.7358824962341116e-15,4.5414484706743541e-64,1.6413858737528251e-15,3.4794320736942119e-43,8.4227738788843114e-35,0.0,0.0,3.5645073322548696e-30,1.3755169314804206e-49,6.5094993634651001e-09,3.1298268358969635e-10,1.2054609931502574e-13,3.6620412628724294e-20,1.2064055928665152e-13,1.134359803322206e-30,1.9189240147438343e-37,1.0345833552482257e-23,1.3349984765042698e-27
2.7940824734233277e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755139011324,0.11866995476204618,0.022821567422173339,0.0,2.3104524131817395e-29,6.064920488427746e-23,0.0,8.5219921855474618e-29,0.0,3.1235932067114804e-15,1.5800131039553443e-62,2.8411803442037243e-15,3.4652121337885732e-42,4.938407545442445e-34,0.0,0.0,1.1852890857712004e-29,2.6163247262718606e-48,1.1267707464755799e-08,5.4176189480990703e-10,2.085423686284316e-13,6.7534473776285953e-20,2.0882471386679253e-13,6.0577438663379481e-30,1.9110752557321611e-36,3.1900320598872084e-23,4.4286714810303718e-27
5.153894064338877e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754141579837,0.11866994524546295,0.022821567193394138,0.0,1.6172968446075965e-28,2.0620239751787721e-22,0.0,5.4862584158757422e-28,0.0,6.2000834418046721e-15,7.746163698615655e-61,5.2407685735799482e-15,4.3267132385649565e-41,3.3513301675135346e-33,0.0,0.0,4.3155616921614182e-29,6.4266360054929224e-47,2.078411190716396e-08,9.9932029353060441e-10,3.8423433680418777e-13,1.2933524393675712e-19,3.8519352203938252e-13,3.9004831446438976e-29,2.386179590869512e-35,1.1512692047381758e-22,1.6046885699947425e-26
7.513705655254428e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756753144149948,0.11866993572889542,0.022821566964614955,0.0,4.9388869654404511e-28,4.3818788892468556e-22,0.0,1.630593611062625e-27,0.0,9.6773767106329979e-15,5.2800762209278013e-60,7.6403558542546062e-15,1.719891280691156e-40,1.0130647889086345e-32,0.0,0.0,9.409310981043463e-29,3.2724399709458539e-46,3.0300500669333297e-08,1.4568786606250281e-09,5.595261664265108e-13,1.9110594989008728e-19,5.6156299555656558e-13,1.1607146912408235e-28,9.4851525635062884e-35,2.5665629335053838e-22,3.4846071010265209e-26
9.873517246169977e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756752146721686,0.11866992621234357,0.02282156673583579,0.0,1.1030692005565513e-27,7.5660646153471866e-22,0.0,3.5891878528323144e-27,0.0,1.3554604676389102e-14,2.3032752016022269e-59,1.0039942186227879e-14,4.6902990555830662e-40,2.2509958904164542e-32,0.0,0.0,1.6466523333271041e-28,1.0760252667396724e-45,3.9816873751274457e-08,1.9144369960931587e-09,7.3441872582591802e-13,2.528669655992676e-19,7.3793313439830187e-13,2.5586563297074028e-28,2.5866774335962702e-34,4.6320170823104015e-22,6.0742671309341898e-26
1.2233328837085526e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756751149295028,0.1186699166958074,0.022821566507056634,0.0,2.0746422035954547e-27,1.1614588702114038e-21,0.0,6.6895209037370846e-27,0.0,1.7830871205299835e-14,7.7717961741739313e-59,1.2439527569500552e-14,1.0416966691256613e-39,4.2219500077232346e-32,0.0,0.0,2.5487213252896362e-28,2.7939446818696885e-45,4.9333231153008204e-08,2.3719952999350095e-09,9.0891291112927335e-13,3.1462888906281734e-19,9.1430393855400228e-13,4.776247239435052e-28,5.744886356486134e-34,7.4168876244350435e-22,9.3651352358724614e-26
