Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CO2X(24),CHOX(61),COX(58),H2OX(23)
1.6445217468108968e-07,0.09977366400000001,0.80000000000000004,0.0,0.27171804327225085,0.095873709018998762,0.093244546904949224,1.0271868447903378e-09,1.6350669513152495e-09,4.146090847221131e-05,2.6539406937280454e-05,9.9540477602183235e-17,3.4256970580291957e-15,6.182711457951397e-11,5.1810980908897176e-32,1.6798569589670916e-09,2.047221887329768e-22,4.122539594258446e-18,5.0146375279749181e-17,3.5435365151787989e-21,3.4857748414141137e-14,1.1907286686432006e-24,0.0040937172762856144,0.013479000445853239,9.3522863104914148e-10,1.9399452613452696e-09,4.6306420015396127e-05,3.1960765848689017e-14,1.0624380212008725e-08,6.6094145633695101e-07,5.3606944836442954e-06,5.2303676334333873e-07,9.7714192035747816e-14,2.5360390032240152e-12,1.05463622164369e-11,1.2543336401416035e-13
1.6554815187567384e-07,0.09977366400000001,0.80000000000000004,0.0,0.2716367185004277,0.095874495854396488,0.093203215994375421,1.051310282895177e-09,1.6756180460625393e-09,4.2175271934922709e-05,2.6895290075731412e-05,1.0144735397763435e-16,3.5021357282528128e-15,6.2774149625794385e-11,5.505002749875072e-32,1.695630198756483e-09,2.1264856692339457e-22,4.2255372497848338e-18,5.1286522604804659e-17,3.6176961338391875e-21,3.548864032048515e-14,1.2457099237574263e-24,0.0040925166682695144,0.013561250781284272,9.4091538050770256e-10,1.9611432761540294e-09,4.65145998330896e-05,3.2219703890372451e-14,1.071212962229316e-08,6.6321985221620206e-07,5.4161868822910689e-06,5.320157437401846e-07,9.9357845478026253e-14,2.5745812520530526e-12,1.0684588357324085e-11,1.2817071082367058e-13
1.66644129070258e-07,0.09977366400000001,0.80000000000000004,0.0,0.2715554818168136,0.095875279271517871,0.093161928114558173,1.0758375227579519e-09,1.7168564999643468e-09,4.2894814236183678e-05,2.7253339399988215e-05,1.0337740980371453e-16,3.5797059639294076e-15,6.372763661636155e-11,5.8465301366851796e-32,1.7113707724008292e-09,2.2081813198959288e-22,4.3302867267303265e-18,5.2443665291547017e-17,3.6928722542455638e-21,3.6125517136683151e-14,1.3028116233247836e-24,0.0040913170960815981,0.013643412668091538,9.4659608238318461e-10,1.9824065367245053e-09,4.6721826382005633e-05,3.2479142601957871e-14,1.0799978647966811e-08,6.6549464202951663e-07,5.4718986444442093e-06,5.4105666206320678e-07,1.0101819663875006e-13,2.6134333757310031e-12,1.0823593676590242e-11,1.3094864818479134e-13
1.6774010626484217e-07,0.09977366400000001,0.80000000000000004,0.0,0.27147433303945923,0.09587605926563357,0.093120683190417788,1.1007726383230411e-09,1.7587891439113533e-09,4.3619517686900092e-05,2.7613551427481505e-05,1.0533076031667441e-16,3.6584146552816054e-15,6.4687538299701028e-11,6.2064906491550527e-32,1.7270784532841807e-09,2.2923623011961148e-22,4.4368044162913804e-18,5.3617931326038277e-17,3.769071588783742e-21,3.6768381816256503e-14,1.3620985476067404e-24,0.0040901185684793116,0.013725486260478773,9.5227074651746777e-10,2.0037350492880544e-09,4.692811948733006e-05,3.2739084934893412e-14,1.0887929273376264e-08,6.677658511296874e-07,5.5278291931645592e-06,5.5015923088916284e-07,1.0269530255916445e-13,2.6525962254760348e-12,1.0963376150433868e-11,1.337675291183978e-13
1.6883608345942633e-07,0.09977366400000001,0.80000000000000004,0.0,0.27139327198835084,0.095876835832847562,0.093079481147066406,1.1261197171565443e-09,1.801422846001932e-09,4.4349364963986148e-05,2.7975922683473065e-05,1.0730752034905825e-16,3.7382686380242207e-15,6.565381746579352e-11,6.5857247697282537e-32,1.7427530332261889e-09,2.3790827200400769e-22,4.5451067516829939e-18,5.4809448863272135e-17,3.84630084777209e-21,3.7417237253104354e-14,1.4236368940339136e-24,0.004088921093377931,0.01380747171225692,9.5793938273412581e-10,2.0251288117503579e-09,4.71334982670055e-05,3.2999533764258902e-14,1.0975983388500783e-08,6.7003350432416557e-07,5.5839779531831177e-06,5.5932316816346959e-07,1.0438921998126826e-13,2.6920706412760212e-12,1.1103933761181209e-11,1.3662770787102334e-13
1.699320606540105e-07,0.09977366400000001,0.80000000000000004,0.0,0.27131229848531652,0.095877608970031197,0.093038321909806543,1.1518828603719658e-09,1.8447645113801442e-09,4.508433909722719e-05,2.8340449701019407e-05,1.0930780433106741e-16,3.8192746935197839e-15,6.6626436954205263e-11,6.985103895979288e-32,1.7583943216670832e-09,2.4683973274747428e-22,4.6552102076076323e-18,5.6018346220667783e-17,3.9245667394794354e-21,3.807208627898601e-14,1.4874942941893942e-24,0.0040877246779164999,0.01388936917684629,9.6360200083817289e-10,2.0465878138788381e-09,4.7337981158282778e-05,3.3260491889394167e-14,1.1064142792033235e-08,6.7229762589216315e-07,5.6403443508951641e-06,5.6854819701620413e-07,1.0610000534909699e-13,2.7318574518892286e-12,1.1245264497258323e-11,1.3952953989932865e-13
1.7102803784859465e-07,0.09977366400000001,0.80000000000000004,0.0,0.2712314123539365,0.09587837867476226,0.09299720540413027,1.1780661825562131e-09,1.8888210820691836e-09,4.5824423456482458e-05,2.870712902093583e-05,1.1133172629191759e-16,3.9014395489430232e-15,6.7605359661790828e-11,7.4055311847344845e-32,1.774002144884362e-09,2.5603615177401529e-22,4.7671312997214664e-18,5.724475187160292e-17,4.0038759701424414e-21,3.8732931661088005e-14,1.5537398307680846e-24,0.0040865293285188287,0.013971178807278646,9.6925861061580808e-10,2.0681120374815769e-09,4.7541585943583107e-05,3.3521962034454458e-14,1.1152409194366532e-08,6.745582396012334e-07,5.6969278143544002e-06,5.7783404558263398e-07,1.078277148100031e-13,2.7719574748466137e-12,1.1387366353163317e-11,1.4247338185387861e-13
1.7212401504317882e-07,0.09977366400000001,0.80000000000000004,0.0,0.27115061341946001,0.095879144945268432,0.09295613155571826,1.2046738116959022e-09,1.9335995368008761e-09,4.6569601739235114e-05,2.9075957191760873e-05,1.1337939986119047e-16,3.9847698774538042e-15,6.8590548550024635e-11,7.8479424099060494e-32,1.7895763452402098e-09,2.6550313272581343e-22,4.880886584098742e-18,5.8488794438995747e-17,4.0842352439824704e-21,3.9399776099679458e-14,1.6224440545108514e-24,0.0040853350509499516,0.01405290075619926,9.7490922183417761e-10,2.0897014566019187e-09,4.7744329775655875e-05,3.3783946849116933e-14,1.1240784220572028e-08,6.7681536872315933e-07,5.7537277732672528e-06,5.871804468284055e-07,1.095724042159349e-13,2.8123715164836757e-12,1.1530237329438567e-11,1.4545959156223144e-13
1.7321999223776298e-07,0.09977366400000001,0.80000000000000004,0.0,0.27106990150872728,0.095879907780375334,0.092915100290438729,1.2317098891039897e-09,1.9791068908421003e-09,4.7319857958500054e-05,2.9446930769721282e-05,1.1545093827017894e-16,4.0692722983782569e-15,6.9581966651968228e-11,8.313306834304044e-32,1.8051167804592393e-09,2.7524634335582669e-22,4.996492656695477e-18,5.975060268894503e-17,4.1656512632219841e-21,4.0072622225860073e-14,1.6936790011117748e-24,0.0040841418503682709,0.014134535175868906,9.8055384424118727e-10,2.1113560377464876e-09,4.7946229202010735e-05,3.4046448909814644e-14,1.1329269413425555e-08,6.7906903604921357e-07,5.8107436589871914e-06,5.9658713837952441e-07,1.1133412912470394e-13,2.8531003720164337e-12,1.1673875432643679e-11,1.4848852801661005e-13
1.7431596943234714e-07,0.09977366400000001,0.80000000000000004,0.0,0.27098927645009546,0.095880667179458368,0.092874111534346437,1.2591785693467174e-09,2.0253501958185481e-09,4.807517643109764e-05,2.9820046318697412e-05,1.1754645435322725e-16,4.1549533773979285e-15,7.0579577078878623e-11,8.8026280956921935e-32,1.8206233229363125e-09,2.8527151541412812e-22,5.1139661528131991e-18,6.1030305524436292e-17,4.2481307281004579e-21,4.0751472599403952e-14,1.7675182080961738e-24,0.0040829497313735431,0.014216082218165789,9.861924875653103e-10,2.1330757400929671e-09,4.814730018860787e-05,3.4309470720759252e-14,1.1417866236292834e-08,6.8131926390492833e-07,5.8679749045091269e-06,6.0605386235725588e-07,1.1311294480124916e-13,2.8941448256057765e-12,1.181827867532856e-11,1.5156055136019257e-13
1.754119466269313e-07,0.09977366400000001,0.80000000000000004,0.0,0.27090873807337007,0.095881423142398767,0.092833165213681901,1.2870840201708883e-09,2.0723365395361388e-09,4.8835541766294474e-05,3.0195300410189073e-05,1.196660605490643e-16,4.2418196267464198e-15,7.1583343026473331e-11,9.3169451070773825e-32,1.8360958590733477e-09,2.9558444452815778e-22,5.2333237465629724e-18,6.2328031979121076e-17,4.3316803368898662e-21,4.1436329706700716e-14,1.8440367316675834e-24,0.0040817586980510367,0.014297542034587411,9.918251615154007e-10,2.1548605157013959e-09,4.8347558142803964e-05,3.4573014714882058e-14,1.1506576075962448e-08,6.8356607416427905e-07,5.9254209444639003e-06,6.155803652179977e-07,1.1490890621890236e-13,2.9355056504387367e-12,1.1963445076006337e-11,1.5467602286991145e-13
1.7650792382151546e-07,0.09977366400000001,0.80000000000000004,0.0,0.27082828620974037,0.095882175669542768,0.092792261254870362,1.3154304224314532e-09,2.120073045801164e-09,4.9600938854808525e-05,3.0572689623281885e-05,1.2180986890213168e-16,4.3298775054130315e-15,7.2593227780871061e-11,9.8573329711509044e-32,1.8515342886437667e-09,3.0619099007709369e-22,5.3545821503312586e-18,6.364391121117628e-17,4.4163067859097804e-21,4.2127195958794759e-14,1.923311163522239e-24,0.0040805687540122282,0.014378914776252428,9.9745187578056204e-10,2.1767103097679655e-09,4.8547017935558916e-05,3.4837083255544347e-14,1.1595400245556559e-08,6.8580948826331572e-07,5.983081215112733e-06,6.251663975981242e-07,1.1672206806063946e-13,2.9771836088624738e-12,1.2109372659127207e-11,1.5783530494763876e-13
1.7760390101609963e-07,0.09977366400000001,0.80000000000000004,0.0,0.27074792069171894,0.095882924761664226,0.092751399584521069,1.3442219700194171e-09,2.1685668742398429e-09,5.0371352858176281e-05,3.0952210544613981e-05,1.2397799106390585e-16,4.4191334193529036e-15,7.3609194724224846e-11,1.0424903908846248e-31,1.8669385241833797e-09,3.1709707506052722e-22,5.4777581142484815e-18,6.4978072497249772e-17,4.5020167695420766e-21,4.2824073689523065e-14,2.0054196476297571e-24,0.0040793799024323799,0.014460200593902437,1.0030726400300181e-09,2.1986250608486817e-09,4.8745693922908713e-05,3.5101678637943122e-14,1.1684339987266792e-08,6.8804952721337745e-07,6.0409551543417744e-06,6.3481171416377941e-07,1.1855248472032512e-13,3.0191794524941452e-12,1.2256059455052375e-11,1.6103876110991716e-13
1.786998782106838e-07,0.09977366400000001,0.80000000000000004,0.0,0.27066764135308402,0.095883670419929762,0.092710580129426276,1.3734628697900552e-09,2.2178252201170024e-09,5.1146769198479936e-05,3.1333859768343271e-05,1.2617053829421484e-16,4.5095937217032936e-15,7.4631207340060048e-11,1.1020808202064948e-31,1.8823084904067946e-09,3.2830868596157472e-22,5.6028684256597524e-18,6.6330645226496725e-17,4.5888169802453053e-21,4.3526965153751511e-14,2.0904418969786001e-24,0.0040781921460851991,0.014541399637903702,1.0086874639129547e-09,2.2206047010701093e-09,4.8943599966708322e-05,3.5366803090015971e-14,1.177339647498354e-08,6.9028621161377886e-07,6.0990422016567864e-06,6.4451607346560152e-07,1.2040021030396789e-13,3.0614939223309107e-12,1.2403503500027646e-11,1.6428675596818548e-13
1.7979585540526795e-07,0.09977366400000001,0.80000000000000004,0.0,0.2705874480288265,0.095884412645867043,0.09266980281656044,1.4031573414914442e-09,2.2678553141549858e-09,5.1927173548431966e-05,3.1717633896114989e-05,1.2838762146254904e-16,4.6012647130056848e-15,7.5659229218328159e-11,1.1646235150638117e-31,1.8976441236485425e-09,3.3983187260453986e-22,5.7299299085993829e-18,6.7701758894711627e-17,4.6767141085687312e-21,4.4235872525710319e-14,2.1784592102847845e-24,0.0040770054873747854,0.014622512058248898,1.0142963570584349e-09,2.2426491563988612e-09,4.914074945464943e-05,3.5632458774526811e-14,1.1862570817059906e-08,6.9251956166399395e-07,6.1573417981777479e-06,6.5427923779835448e-07,1.2226529863095606e-13,3.1041277489290349e-12,1.2551702836158052e-11,1.675796552236638e-13
1.808918325998521e-07,0.09977366400000001,0.80000000000000004,0.0,0.27050734055509934,0.095885151441335206,0.092629067573079496,1.4333096176933025e-09,2.3186644223534974e-09,5.2712551821813239e-05,3.2103529537029833e-05,1.3062935104936667e-16,4.6941526414333803e-15,7.6693224060187764e-11,1.2302414043560649e-31,1.9129453713280359e-09,3.5167274800725668e-22,5.8589594232701813e-18,6.9091543098559402e-17,4.7657148431660881e-21,4.4950797897428173e-14,2.2695544886623657e-24,0.004075819928365085,0.014703538004558753,1.0198993290753292e-09,2.2647583468745434e-09,4.9337155319561641e-05,3.5898647790901128e-14,1.1951864058879407e-08,6.9474959717550397e-07,6.215853386633491e-06,6.6410097306542997e-07,1.2414780323527993e-13,3.1470816525491809e-12,1.2700655511382704e-11,1.7091782566296186e-13
1.8198780979443627e-07,0.09977366400000001,0.80000000000000004,0.0,0.2704273187691707,0.095885886808497883,0.09258837432631993,1.463923943716148e-09,2.3702598458094439e-09,5.3502890164258877e-05,3.2491543307612371e-05,1.3289583714739378e-16,4.7882637030242122e-15,7.7733155682525378e-11,1.2990615144503484e-31,1.928212191437426e-09,3.6383748822825486e-22,5.9899738655259361e-18,7.0500127529908208e-17,4.8558258708090076e-21,4.56717432772632e-14,2.3638122522542716e-24,0.004074635470807015,0.014784477626083696,1.0254963895521707e-09,2.2869321868037755e-09,4.9532830058008601e-05,3.6165372175779811e-14,1.204127718523197e-08,6.9697633758318249e-07,6.274576411356584e-06,6.7398104864815638e-07,1.260477773667778e-13,3.1903563432751727e-12,1.2850359579448997e-11,1.7430163513221631e-13
1.8308378698902044e-07,0.09977366400000001,0.80000000000000004,0.0,0.27034738250937923,0.095886618749798064,0.092547723003798044,1.4950045775607565e-09,2.4226489205379584e-09,5.4298174944385341e-05,3.2881671831780006e-05,1.3518718946291872e-16,4.8836040419180719e-15,7.8778988022227786e-11,1.3712150691604753e-31,1.9434445520514045e-09,3.7633233220889019e-22,6.1229901663589312e-18,7.1927641970267081e-17,4.947053876400222e-21,4.6398710588530381e-14,2.4613186568222043e-24,0.0040734521161634764,0.01486533107170547,1.0310875480571071e-09,2.3091705850367705e-09,4.9727785748191589e-05,3.6432633905342549e-14,1.2130811122908311e-08,6.9919980195618863e-07,6.3335103182780173e-06,6.8391923727983484e-07,1.2796527399236031e-13,3.2339525212266406e-12,1.3000813099887952e-11,1.7773145253493906e-13
1.841797641836046e-07,0.09977366400000001,0.80000000000000004,0.0,0.2702675316150922,0.095887347267935158,0.092507113533209284,1.5265557898379338e-09,2.4758390172959013e-09,5.5098392745252573e-05,3.3273911740812227e-05,1.375035173170812e-16,4.980179750598906e-15,7.9830685140217491e-11,1.4468375911551245e-31,1.9586424308580796e-09,3.8916358161057376e-22,6.2580252913942901e-18,7.3374216285330654e-17,5.0394055429865135e-21,4.7131701668224213e-14,2.5621615102943038e-24,0.0040722698656324172,0.014946098489938666,1.0366728141378883e-09,2.3314734452089652e-09,4.9922034067174497e-05,3.6700434897808915e-14,1.2220466743105779e-08,7.0142000900861572e-07,6.3926545549219351e-06,6.9391531492441714e-07,1.2990034579720298e-13,3.2778708767353924e-12,1.3152014137990044e-11,1.8120764783858509e-13
1.8527574137818876e-07,0.09977366400000001,0.80000000000000004,0.0,0.2701877659266666,0.095888072365843777,0.09246654584242732,1.5585818636985923e-09,2.5298375414058226e-09,5.5903530356153305e-05,3.3668259673320332e-05,1.3984492964715612e-16,5.0779968701409109e-15,8.0888211225260796e-11,1.5260690047968963e-31,1.9738058147100975e-09,4.0233760064722485e-22,6.3950962403880032e-18,7.4839980419631357e-17,5.1328875517714228e-21,4.7870718265833969e-14,2.6664302892693021e-24,0.0040710887201681045,0.015026780028932306,1.0422521973217266e-09,2.3538406659030113e-09,5.0115586307444805e-05,3.6968777013275392e-14,1.2310244863509701e-08,7.0363697710972402e-07,6.4520085704006751e-06,7.0396906065973835e-07,1.3185304518598582e-13,3.3221120904532984e-12,1.3303960764779899e-11,1.847305920376938e-13
1.8637171857277292e-07,0.09977366400000001,0.80000000000000004,0.0,0.27010808528541208,0.095888794046674039,0.092426019859503356,1.5910870947641335e-09,2.5846519325815115e-09,5.6713574764723131e-05,3.4064712275217578e-05,1.4221153500783183e-16,5.1770613904586496e-15,8.195153059755922e-11,1.609053740413827e-31,1.9889346991952156e-09,4.158608159130731e-22,6.5342200467303471e-18,7.6325064391300862e-17,5.2275065821277208e-21,4.8615762042249949e-14,2.7742161554759298e-24,0.0040699086805007015,0.015107375836471331,1.0478257071152699e-09,2.376272140924039e-09,5.0308453392824647e-05,3.7237662056002219e-14,1.2400146250700711e-08,7.0585072429370599e-07,6.5115718154095662e-06,7.1408025656520553e-07,1.3382342428411379e-13,3.3666768335875207e-12,1.3456651056992324e-11,1.8830065715159972e-13
1.8746769576735708e-07,0.09977366400000001,0.80000000000000004,0.0,0.27002848953355618,0.09588951231377367,0.092385535512665581,1.624075791057133e-09,2.6402896647575941e-09,5.7528513149362326e-05,3.4463266199689609e-05,1.4460344157248362e-16,5.2773792505608209e-15,8.3020607712132969e-11,1.6959408400041914e-31,2.0040290882255305e-09,4.2973971620593255e-22,6.6754137769583914e-18,7.7829598286942468e-17,5.3232693116097554e-21,4.936683456876038e-14,2.8856119721863274e-24,0.0040687297471543428,0.015187886059978084,1.0533933530046519e-09,2.3987677595572188e-09,5.0500645893749063e-05,3.7507091778118212e-14,1.2490171622434132e-08,7.0806126826925181e-07,6.5713437422216649e-06,7.2424868761384392e-07,1.3581153493886786e-13,3.4115657681117308e-12,1.3610083097049138e-11,1.9191821625149181e-13
1.8856367296194125e-07,0.09977366400000001,0.80000000000000004,0.0,0.26994897851421151,0.095890227170671277,0.092345092730318212,1.6575522729323277e-09,2.6967582459197835e-09,5.8348332871961804e-05,3.4863918107165388e-05,1.4702075713444189e-16,5.3789563388074324e-15,8.409540716200661e-11,1.7868840643749305e-31,2.0190889936445782e-09,4.439808523460726e-22,6.8186945302721961e-18,7.935371225661269e-17,5.4201824159655453e-21,5.0123937326134248e-14,3.0007123205823182e-24,0.0040675519204637555,0.015268310846513783,1.0589551444553498e-09,2.4213274066826085e-09,5.0692174041928501e-05,3.7777067878355404e-14,1.2580321649389069e-08,7.1026862642880187e-07,6.6313238046829634e-06,7.344741415685855e-07,1.3781742872063897e-13,3.4567795468432868e-12,1.3764254973034322e-11,1.955836434066179e-13
1.896596501565254e-07,0.09977366400000001,0.80000000000000004,0.0,0.26986955207134544,0.095890938621061142,0.092304691441040893,1.6915208730079086e-09,2.7540652179363155e-09,5.9173021470924374e-05,3.5266664665288422e-05,1.4946358910825434e-16,5.481798493170112e-15,8.5175893681205295e-11,1.8820420017139291e-31,2.0341144348515737e-09,4.5859083699080713e-22,6.9640794380556663e-18,8.0897536508912573e-17,5.5182525691486598e-21,5.088707170378855e-14,3.119613516073379e-24,0.0040663752005896227,0.015348650342779954,1.0645110909121591e-09,2.4439509630372208e-09,5.0883047744411913e-05,3.8047592003678734e-14,1.2670596957361775e-08,7.1247281585727116e-07,6.6915114582073215e-06,7.4475640888269018e-07,1.3984115692416101e-13,3.5023188136869962e-12,1.3919164778670587e-11,1.9929731367346605e-13
1.9075562735110957e-07,0.09977366400000001,0.80000000000000004,0.0,0.26979021004975079,0.095891646668789021,0.092264331573588071,1.7259859360971084e-09,2.8122181563953505e-09,6.0002566654472693e-05,3.5671502548888406e-05,1.519320445309444e-16,5.5859115014953385e-15,8.6262032147570512e-11,1.9815781775963758e-31,2.049105438442046e-09,4.7357634444492001e-22,7.1115856634092287e-18,8.2461201306190753e-17,5.6174864433300735e-21,5.1656238999039779e-14,3.2424136245652165e-24,0.0040651995875327016,0.015428904695119825,1.070061201799316e-09,2.4666383055056016e-09,5.1073276597068387e-05,3.8318665755176735e-14,1.2760998129488041e-08,7.1467385334068812e-07,6.7519061597711071e-06,7.5509528260418078e-07,1.4188277056960293e-13,3.548184203895443e-12,1.4074810613297295e-11,2.0305960315970429e-13
1.9185160454569373e-07,0.09977366400000001,0.80000000000000004,0.0,0.26971095229501885,0.095892351317839117,0.092224013056888154,1.7609518191400893e-09,2.8712246704431776e-09,6.0836956294235082e-05,3.6078428439953189e-05,1.544262300632638e-16,5.6913011017703804e-15,8.7353787585402837e-11,2.0856611664253071e-31,2.0640620378641961e-09,4.8894411046704163e-22,7.2612304006862385e-18,8.4044836959854721e-17,5.7178907089097735e-21,5.2431440416434222e-14,3.3692124786778501e-24,0.0040640250811468468,0.015509074049519737,1.0756054865203584e-09,2.4893893071738058e-09,5.1262869897506308e-05,3.8590290685435524e-14,1.2851525707629986e-08,7.1687175537454749e-07,6.8125073679086238e-06,7.6549055828417836e-07,1.4394232040378968e-13,3.5943763440963063e-12,1.4231190581846093e-11,2.0687088894821679e-13
1.929475817402779e-07,0.09977366400000001,0.80000000000000004,0.0,0.2696317786535134,0.09589305257232221,0.092183735820043092,1.7964228911361296e-09,2.9310924026220492e-09,6.1676178419100495e-05,3.6487439027601116e-05,1.5694625199093987e-16,5.7979729823917127e-15,8.8451125167940152e-11,2.1944647043061695e-31,2.0789842730903062e-09,5.0470093207209298e-22,7.4130308750314958e-18,8.5648573825788561e-17,5.8194720345281353e-21,5.3212677067154251e-14,3.5001116939121634e-24,0.0040628516811510307,0.01558915855161051,1.081143954458055e-09,2.5122038375576043e-09,5.145183665744619e-05,3.8862468298176234e-14,1.2942180194300648e-08,7.1906653817168138e-07,6.8733145427071441e-06,7.7594203388901144e-07,1.4601985690148244e-13,3.6408958525224033e-12,1.4388302794817717e-11,2.1073154905890897e-13
1.9404355893486206e-07,0.09977366400000001,0.80000000000000004,0.0,0.2695526889723468,0.095893750436464614,0.09214349979232743,1.8324035330761069e-09,2.9918290287163464e-09,6.2520221209333746e-05,3.6898531008053729e-05,1.5949221622591842e-16,5.9059327824357149e-15,8.9554010219678212e-11,2.3081678033550075e-31,2.0938721903025355e-09,5.2085366732990655e-22,7.567004341935167e-18,8.7272542299881824e-17,5.9222370870773611e-21,5.399994996850238e-14,3.6352146847638895e-24,0.0040616793871403791,0.015669158346668786,1.0866766149746382e-09,2.5350817629555915e-09,5.1640185614565222e-05,3.9135200057898986e-14,1.303296205494004e-08,7.2125821766993882e-07,6.9343271458014756e-06,7.864495097159867e-07,1.4811543026638571e-13,3.6877433393490424e-12,1.4546145368261243e-11,2.1464196257548713e-13
1.9513953612944622e-07,0.09977366400000001,0.80000000000000004,0.0,0.26947368309935715,0.095894444914597851,0.092103304903187855,1.8688981378752687e-09,3.0534422576002828e-09,6.336907299094194e-05,3.7311701084608725e-05,1.6206422830760174e-16,6.0151860919314776e-15,9.0662408218541048e-11,2.4269548674396217e-31,2.1087258415925035e-09,5.3740923516013807e-22,7.7231680867912141e-18,8.8916872813663096e-17,6.0261925317127329e-21,5.4793260043456674e-14,3.7746266807840466e-24,0.0040605081985963824,0.015749073579618356,1.0922034774116625e-09,2.5580229464335057e-09,5.1827925243834149e-05,3.9408487386156867e-14,1.3123871718927075e-08,7.2344680953994666e-07,6.9955446403694109e-06,7.9701278831269467e-07,1.5022909043233292e-13,3.7349194066562578e-12,1.4704716423750071e-11,2.186025095474911e-13
1.9623551332403038e-07,0.09977366400000001,0.80000000000000004,0.0,0.26939476088308661,0.095895136011149434,0.092063151082242486,1.9059111103063077e-09,3.1159398310818014e-09,6.4222722230283387e-05,3.772694596761345e-05,1.6466239340408063e-16,6.1257384521354996e-15,9.1776284797907678e-11,2.5510158093529344e-31,2.1235452846740393e-09,5.5437461512357202e-22,7.8815394244526993e-18,9.0581695830034379e-17,6.1313450318635073e-21,5.5592608120292488e-14,3.9184547425848525e-24,0.0040593381148962705,0.015828904395031502,1.0977245510898496e-09,2.5810272479805888e-09,5.2015063768361518e-05,3.9682331656538814e-14,1.3214909581125986e-08,7.2563232919194989e-07,7.0569664911272498e-06,8.0763167439972917e-07,1.5236088706467162e-13,3.7824246486058624e-12,1.4864014088358859e-11,2.2261357088684901e-13
1.9733149051861454e-07,0.09977366400000001,0.80000000000000004,0.0,0.26931592217276151,0.095895823730634211,0.092023038259280307,1.9434468669327244e-09,3.1793295237577165e-09,6.508115752891043e-05,3.8144262374438432e-05,1.6728681631336277e-16,6.2375953558081307e-15,9.2895605748502217e-11,2.6805461694176058e-31,2.138330582608534e-09,5.717568472099364e-22,8.0421356988068427e-18,9.2267141839114166e-17,6.23770124924403e-21,5.639799493227547e-14,4.0668077777902001e-24,0.0040581691353216631,0.015908650937130234,1.1032398453094429e-09,2.6040945249693162e-09,5.2201609169762916e-05,3.9956734210241613e-14,1.3306076004370551e-08,7.2781479178302734e-07,7.1185921643237426e-06,8.1830597479670387e-07,1.5451086956116544e-13,3.8302596519005219e-12,1.5024036494644116e-11,2.2667552859489911e-13
1.984274677131987e-07,0.09977366400000001,0.80000000000000004,0.0,0.26923716681827314,0.095896508077646464,0.091982966364260385,1.9815098360424712e-09,3.2436191428726973e-09,6.5944367618637074e-05,3.856364702945143e-05,1.6993760146459602e-16,6.3507622474915938e-15,9.4020337020152766e-11,2.815747235520776e-31,2.1530818035423314e-09,5.8956303162231886e-22,8.2049742823578384e-18,9.3973341354181634e-17,6.3452678438647221e-21,5.7209421117419106e-14,4.2197965569297559e-24,0.0040570012590665384,0.015988313349787658,1.108749369350114e-09,2.6272246320747755e-09,5.2387569198076149e-05,4.0231696352893323e-14,1.339737132013715e-08,7.2999421222368136e-07,7.180421127736169e-06,8.2903549835144471e-07,1.5667908705307157e-13,3.8784249956775532e-12,1.5184781780620694e-11,2.3078876565838047e-13
1.9952344490778287e-07,0.09977366400000001,0.80000000000000004,0.0,0.2691584946701594,0.095897189056852447,0.091942935327311501,2.0201044575819022e-09,3.3088165281682733e-09,6.6812341356823433e-05,3.89850966639918e-05,1.7261485291928608e-16,6.4652445237893928e-15,9.5150444723425978e-11,2.956826164577615e-31,2.1677990204556339e-09,6.0780032855830058e-22,8.3700725757970254e-18,9.5700424907712474e-17,6.4540514740425321e-21,5.8026887218297608e-14,4.3775337292758415e-24,0.0040558344852445732,0.016067891776529151,1.114253132470632e-09,2.6504174212914048e-09,5.2572951381236823e-05,4.0507219339985177e-14,1.3488795829504337e-08,7.3217060518490014e-07,7.2424528506654439e-06,8.3982005587224012e-07,1.5886558840674678e-13,3.9269212515637263e-12,1.5346248089738436e-11,2.3495366581076255e-13
2.0061942210236703e-07,0.09977366400000001,0.80000000000000004,0.0,0.26907990557958822,0.095897866672983806,0.091902945078731244,2.0592351830900031e-09,3.3749295517459784e-09,6.7685067721868437e-05,3.9408608016345001e-05,1.7531867437250949e-16,6.5810475336470006e-15,9.628589513114208e-11,3.1039961054221779e-31,2.1824823109224055e-09,6.2647595798789682e-22,8.5374480075974148e-18,9.7448523047520442e-17,6.5640587964117232e-21,5.8850393681923888e-14,4.5401338386221999e-24,0.0040546688128958999,0.016147386360533665,1.119751143909362e-09,2.6736727425572807e-09,5.2757763034129455e-05,4.078330440075811e-14,1.3580349806046702e-08,7.3434398510299158e-07,7.3046868039311537e-06,8.50659460063035e-07,1.6107042222441573e-13,3.9757489843180972e-12,1.5508433570864318e-11,2.3917061390650878e-13
