Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CO2X(24),CHOX(61),COX(58),H2OX(23)
2.24922863826979e-08,0.09977366400000001,0.80000000000000004,0.0,0.283890541094941,0.096557769460968293,0.098995647164624861,7.4822183991698426e-13,4.1591955078813702e-13,1.4110825205109144e-08,2.3086694702740622e-07,3.2582333523603095e-19,7.1415722515859131e-18,7.2898454472101269e-13,2.5195667977359785e-39,1.5781920431854014e-11,4.9176718656801546e-27,5.9420013100885921e-22,1.2424740776550196e-20,2.9658819087695115e-24,3.9876931222066113e-17,4.8826590856643729e-30,0.0034415116596006861,0.0020082383699860746,1.4426139282992825e-10,1.7043550636875777e-11,2.8463055709325738e-06,3.521680613253331e-15,2.3815984044600927e-10,2.512137214567877e-07,2.3641475775537036e-07,1.4185063375455173e-10,6.1454597175169378e-16,6.5797738850341546e-15,9.5822844102725462e-14,1.6559903587663997e-16
2.2650396553390416e-08,0.09977366400000001,0.80000000000000004,0.0,0.28386740661831872,0.096548485194938777,0.09898873416543319,7.7023245052985668e-13,4.2775233443241681e-13,1.4585265501620212e-08,2.3591504017929948e-07,3.3237220042445066e-19,7.279444981763409e-18,7.3847782445748438e-13,2.6513562393117794e-39,1.6092209165400672e-11,5.0771786179115787e-27,6.1443668832457126e-22,1.2866369561563088e-20,3.0561745570137619e-24,4.0905223034756881e-17,5.0726089569673374e-30,0.0034507863012769378,0.0020220560928459314,1.452081193245632e-10,1.7387950154682199e-11,2.8838360545221212e-06,3.5451029162512523e-15,2.4260232571688056e-10,2.525575307659113e-07,2.3964178551747621e-07,1.468801583674446e-10,6.2727161956873313e-16,6.758081570979352e-15,9.7910419058965929e-14,1.6916832910512928e-16
2.2808506724082933e-08,0.09977366400000001,0.80000000000000004,0.0,0.28384438479682922,0.096539310458430519,0.098981822772811687,7.9269663874501489e-13,4.3984349777200454e-13,1.5072185884091556e-08,2.4102581834715969e-07,3.3900700691323867e-19,7.4190982364333833e-18,7.4803965387365713e-13,2.7891737632116845e-39,1.6406359588800824e-11,5.2408534463928391e-27,6.3521571491502205e-22,1.3319881473267156e-20,3.1484257275098767e-24,4.1953064053038432e-17,5.2687009784775553e-30,0.003459951351279958,0.0020358705293179826,1.4615460020644345e-10,1.7736808052757874e-11,2.9215898554737568e-06,3.5685284733299664e-15,2.4708697081069446e-10,2.5389020773120168e-07,2.4287937014741428e-07,1.520496923621015e-10,6.4014132957974297e-16,6.9396165340802351e-15,1.0002371432198423e-13,1.7279153676648086e-16
2.296661689477545e-08,0.09977366400000001,0.80000000000000004,0.0,0.28382147435029964,0.096530243982386521,0.098974912980946128,8.1561950894128092e-13,4.5219709258094562e-13,1.5571822437567544e-08,2.461993431059333e-07,3.4572829251195285e-19,7.5605446671367825e-18,7.5767024716043475e-13,2.9332570967757386e-39,1.6724390585509172e-11,5.4087807108920246e-27,6.5654782828737843e-22,1.3785489542400673e-20,3.242659515792821e-24,4.3020691665699332e-17,5.4710951871462443e-30,0.0034690080786893502,0.0020496816911452103,1.4710083767122752e-10,1.8090148147833955e-11,2.9595664054405088e-06,3.5919574726661879e-15,2.5161370197764932e-10,2.5521184453209301e-07,2.4612733531831711e-07,1.5736205467651747e-10,6.5315518538014381e-16,7.1244058125321986e-15,1.0216275121382743e-13,1.7646916620145911e-16
2.3124727065467967e-08,0.09977366400000001,0.80000000000000004,0.0,0.28379867401338821,0.096521284512451511,0.098968004784087377,8.3900616833761602e-13,4.6481721256619276e-13,1.608441388123935e-08,2.5143567164777263e-07,3.5253659479668698e-19,7.7037969631673437e-18,7.6736981977977371e-13,3.0838519231192138e-39,1.7046320934254897e-11,5.5810460379927682e-27,6.7844377572082862e-22,1.4263408550488009e-20,3.3389000413967199e-24,4.4108344400874027e-17,5.6799548506551649e-30,0.0034779577378828115,0.0020634895899414207,1.4804683387606393e-10,1.844799412848168e-11,2.9977651314564895e-06,3.6153901020825381e-15,2.5618244456432751e-10,2.56522534162682e-07,2.4938550845145188e-07,1.6282009826839121e-10,6.6631326774320994e-16,7.3124763495464443e-15,1.0432754925669957e-13,1.8020172763717516e-16
2.3282837236160484e-08,0.09977366400000001,0.80000000000000004,0.0,0.28377598253541231,0.096512430808801564,0.098961098176550299,8.6286172689749952e-13,4.777079936317425e-13,1.6610201572486056e-08,2.5673485688579146e-07,3.5943245111178476e-19,7.848867851799486e-18,7.7713858845527128e-13,3.2412121034126491e-39,1.7372169308704133e-11,5.7577363349857943e-27,7.0091443480761271e-22,1.4753855023381783e-20,3.4371714462634536e-24,4.5216261918652579e-17,5.895446515834675e-30,0.003486801568706632,0.0020772942371927177,1.4899259094020109e-10,1.8810369554080446e-11,3.036185455915647e-06,3.6388265490531695e-15,2.6079312307075404e-10,2.5782237035954546e-07,2.5265372068135227e-07,1.684267101942298e-10,6.796156548700458e-16,7.503854994116014e-15,1.0651812621619355e-13,1.8398973420338544e-16
2.3440947406853e-08,0.09977366400000001,0.80000000000000004,0.0,0.28375339868017907,0.096503681645975323,0.098954193152713185,8.8719129724206495e-13,4.9087361414283822e-13,1.7149429510652835e-08,2.6209694755663769e-07,3.6641639857149292e-19,7.9957700985143422e-18,7.8697677116276518e-13,3.4055999042798911e-39,1.7701954277120758e-11,5.9389398038804341e-27,7.2397081398771572e-22,1.525704722486233e-20,3.5374978931902377e-24,4.6344685003638959e-17,6.1177400576122003e-30,0.0034955407966442216,0.0020910956442589468,1.4993811094558721e-10,1.9177297853784814e-11,3.0748267965512554e-06,3.6622670007091702e-15,2.654456612052371e-10,2.5911144753203352e-07,2.5593180681971066e-07,1.741848116851316e-10,6.9306242263225127e-16,7.6985685017990764e-15,1.0873449814401224e-13,1.878337019486135e-16
2.3599057577545517e-08,0.09977366400000001,0.80000000000000004,0.0,0.28373092122581678,0.096495035812707644,0.098947289707016953,9.1199999457165545e-13,5.0431829519019368e-13,1.7702344340564627e-08,2.6752198832185978e-07,3.7348897406155755e-19,8.1445165072239757e-18,7.9688458712094595e-13,3.5772862304096237e-39,1.8035694302025338e-11,6.1247459555368031e-27,7.4762405307717094e-22,1.5773205150295223e-20,3.6399035643156794e-24,4.7493855557457962e-17,6.3470087284955403e-30,0.0035041766329826744,0.0021048938223751333,1.5088339593746152e-10,1.954880232549138e-11,3.1136885664161606e-06,3.6857116438437589e-15,2.7013998193703833e-10,2.6038986069497856e-07,2.5921960531811726e-07,1.8009735821922762e-10,7.0665364480736657e-16,7.8966435355168402e-15,1.1097667942016929e-13,1.9173414985609331e-16
2.3757167748238034e-08,0.09977366400000001,0.80000000000000004,0.0,0.28370854896460956,0.096486492111764882,0.098940387833964374,9.3729293659556364e-13,5.1804630085419766e-13,1.8269195355773726e-08,2.7301001986804354e-07,3.8065071424076168e-19,8.295119920493724e-18,8.0686225678197664e-13,3.7565508624784816e-39,1.8373407739852476e-11,6.3152456239193451e-27,7.7188542378992458e-22,1.630255052034771e-20,3.7444126596438591e-24,4.8664016591210879e-17,6.5834292085956101e-30,0.003512710274977402,0.0021186887826528927,1.5182844792493622e-10,1.9924906134804974e-11,3.15277017386376e-06,3.7091606649172773e-15,2.7487600754690645e-10,2.6165770540375553e-07,2.6251695822972865e-07,1.8616733959075612e-10,7.2038939330716846e-16,8.0981066663635011e-15,1.132446827946616e-13,1.9569159985952987e-16
2.391527791893055e-08,0.09977366400000001,0.80000000000000004,0.0,0.28368628070283314,0.096478049359782242,0.098933487528119465,9.6307524346976839e-13,5.3206193846905265e-13,1.885023450153987e-08,2.7856107900569621e-07,3.8790215554240923e-19,8.4475932197627306e-18,8.1691000182212511e-13,3.943682700486194e-39,1.8715112840606562e-11,6.5105309804724965e-27,7.967663302532247e-22,1.6845306774764872e-20,3.8510493956059046e-24,4.9855412217879771e-17,6.8271816561932879e-30,0.0035211429060148505,0.0021324805360818434,1.527732688815709e-10,2.0305632314005093e-11,3.1920710225297378e-06,3.7326142500619916e-15,2.7965365967552287e-10,2.6291507769164132e-07,2.6582371116994323e-07,1.9239777997575103e-10,7.3426973839891671e-16,8.3029843744258622e-15,1.1553851942860398e-13,1.9970657685867363e-16
2.407338808962307e-08,0.09977366400000001,0.80000000000000004,0.0,0.28366411526059249,0.09646970638710281,0.098926588784106539,9.8935203774240874e-13,5.4636955888680791e-13,1.9445716377541272e-08,2.8417519876686259e-07,3.9524383417575316e-19,8.6019493255626271e-18,8.2702804513240333e-13,4.1389800126043286e-39,1.9060827747516114e-11,6.7106955486192035e-27,8.2227830951648645e-22,1.7401699066205868e-20,3.9598380036585965e-24,5.1068287644680489e-17,7.0784497588551129e-30,0.0035294756957733272,0.0021462690935309856,1.5371786074593705e-10,2.0691003761012305e-11,3.2315905113145411e-06,3.7560725850866657e-15,2.8447285936989581e-10,2.6416207400940975e-07,2.6913971327616176e-07,1.9879173799432024e-10,7.4829474891963173e-16,8.5113030496102683e-15,1.1785819893481999e-13,2.0377960873470658e-16
2.4231498260315585e-08,0.09977366400000001,0.80000000000000004,0.0,0.28364205147166244,0.096461462037618809,0.098919691596609807,1.0161284443067494e-12,5.6097355674123998e-13,2.0055898240315058e-08,2.898524085014521e-07,4.0267628612737166e-19,8.7582011977344043e-18,8.3721661080921628e-13,4.3427506896414149e-39,1.9410570496686686e-11,6.9158342183829953e-27,8.4843303205358287e-22,1.797195425414074e-20,4.0708027289194878e-24,5.2302889165364434e-17,7.3374207851024343e-30,0.0035377098003819634,0.0021600544657500733,1.5466222542217465e-10,2.1081043238354944e-11,3.2713280343666028e-06,3.7795358554809391e-15,2.8933352712774822e-10,2.6539879116710694e-07,2.7246481716670614e-07,2.0535230676949337e-10,7.6246449248349846e-16,8.7230889924744473e-15,1.202037294178819e-13,2.0791122636543334e-16
2.4389608431008102e-08,0.09977366400000001,0.80000000000000004,0.0,0.28362008818332829,0.096453315168614273,0.098912795960372335,1.043409590361365e-12,5.7587837071153718e-13,2.0681040005425916e-08,2.9559273397226352e-07,4.1020004716249193e-19,8.9163618356434264e-18,8.4747592414501807e-13,4.5553125052286506e-39,1.9764359016752531e-11,7.1260432611343142e-27,8.7524230225851448e-22,1.8556300898807715e-20,4.1839678288380101e-24,5.3559464152469111e-17,7.6042856366387366e-30,0.0035458463625778203,0.0021738366633709794,1.5560636478054121e-10,2.1475773372136695e-11,3.3112829810663078e-06,3.803004246419517e-15,2.9423558293994395e-10,2.6662532627795041e-07,2.7579887889896668e-07,2.1208261398261781e-10,7.7677903568249637e-16,8.9383684150622084e-15,1.2257511751359367e-13,2.1210196364027855e-16
2.454771860170062e-08,0.09977366400000001,0.80000000000000004,0.0,0.28359822425622999,0.09644526465060993,0.098905901870195628,1.0712006053773197e-12,5.9108848378574326e-13,2.1321404249361344e-08,3.0139619744869374e-07,4.1781565282626472e-19,9.0764442783926271e-18,8.578062116189765e-13,4.7769933818323397e-39,2.0122211128527072e-11,7.3414203444618273e-27,9.0271805893441198e-22,1.9154969255231168e-20,4.2993575719020781e-24,5.4838261049517644e-17,7.8792389011398783e-30,0.0035538865118611806,0.0021876156969090291,1.5655028065795114e-10,2.1875216651004536e-11,3.3514547360107062e-06,3.8264779427661204e-15,2.9917894633099115e-10,2.6784177670429538e-07,2.7914175792684872e-07,2.1898582192528229e-10,7.912384442803502e-16,9.157167441738816e-15,1.2497236842791264e-13,2.1635235747508245e-16
2.4705828772393136e-08,0.09977366400000001,0.80000000000000004,0.0,0.28357645856420693,0.096437309367209623,0.098899009320938716,1.0995066210721075e-12,6.0660842352391586e-13,2.1977256211152235e-08,3.0726281779911779e-07,4.2552363844498747e-19,9.2384616050338961e-18,8.6820770088764273e-13,5.0081316627008269e-39,2.0484144544652225e-11,7.5620645471694491e-27,9.3087237577582448e-22,1.9768191267300145e-20,4.4169962363796344e-24,5.6139529363167157e-17,8.1624789056119849e-30,0.0035618313646490316,0.0022013915767643303,1.5749397485850832e-10,2.2279395425117982e-11,3.3918426789989698e-06,3.8499571290772565e-15,3.0416353639766903e-10,2.6904824000561605e-07,2.824933170575814e-07,2.2606512754774733e-10,8.0584278339990263e-16,9.3795121100250902e-15,1.273954859753051e-13,2.2066294782669248e-16
2.4863938943085653e-08,0.09977366400000001,0.80000000000000004,0.0,0.28355478999414568,0.096429448214948657,0.098892118307517721,1.1283327713901338e-12,6.2244276232095548e-13,2.264886379371748e-08,3.1319261058192922e-07,4.3332453912728271e-19,9.4024269347776283e-18,8.786806207756286e-13,5.2490763898554219e-39,2.0850176869246827e-11,7.7880763743997407e-27,9.5971746184425365e-22,2.0396200561907237e-20,4.5369081090946513e-24,5.7463519655306286e-17,8.4542077703218318e-30,0.0035696820244267608,0.0022151643132230885,1.5843744915402986e-10,2.2688331905119428e-11,3.4324461850185967e-06,3.8734419896057815e-15,3.0918927184581554e-10,2.7024481388844619e-07,2.8585342240795209e-07,2.3332376250386189e-10,8.2059211770401422e-16,9.6054283714282586e-15,1.2984447261653186e-13,2.2503427770735095e-16
2.502204911377817e-08,0.09977366400000001,0.80000000000000004,0.0,0.28353321744582832,0.09642168010314385,0.098885228824904914,1.1576841924894957e-12,6.3859611766905922e-13,2.333649756493115e-08,3.1918558813523408e-07,4.4121888976522583e-19,9.5683534272004346e-18,8.8922520126628921e-13,5.5001875882362613e-39,2.1220325597553994e-11,8.0195577728844114e-27,9.8926566203688061e-22,2.1039232443147269e-20,4.6591174842370439e-24,5.8810483535101754e-17,8.7546314633045204e-30,0.0035774395818980991,0.0022289339164589051,1.5938070528456268e-10,2.3102048161105954e-11,3.4732646242323533e-06,3.8969327083042357e-15,3.1425607102532659e-10,2.7143159615822905e-07,2.8922194336002865e-07,2.4076499319244743e-10,8.3548651157009819e-16,9.8349420922677724e-15,1.3231932949586133e-13,2.2946689319886881e-16
2.5180159284470687e-08,0.09977366400000001,0.80000000000000004,0.0,0.28351173983178324,0.096414003953745331,0.098878340868128231,1.1875660227348419e-12,6.5507315241975397e-13,2.4040430758411139e-08,3.252417596651882e-07,4.4920722503543076e-19,9.7362542824510806e-18,8.9984167349241092e-13,5.7618365561158213e-39,2.1594608115587799e-11,8.2566121463226502e-27,1.0195294575484465e-21,2.1697523886575607e-20,4.7836486622059618e-24,6.0180673650994309e-17,9.0639598554532705e-30,0.0035851051151333138,0.0022427003965340571,1.6032374495889182e-10,2.3520566121602727e-11,3.5142973619659687e-06,3.9204294688280128e-15,3.1936385196340108e-10,2.7260868467302363e-07,2.9259875251642544e-07,2.4839212079512854e-10,8.505260292583866e-16,1.0068079054494294e-14,1.3482005647770656e-13,2.3396134346658748e-16
2.5338269455163204e-08,0.09977366400000001,0.80000000000000004,0.0,0.28349035607713768,0.096406418701190141,0.098871454432270578,1.2179834026960877e-12,6.7187857504546348e-13,2.4760939274027946e-08,3.3136113133297495e-07,4.5729007940008832e-19,9.9061427414545536e-18,9.1053026972690284e-13,6.0344061618945272e-39,2.1973041699779098e-11,8.499344370887924e-27,1.0505214663262396e-21,2.2371313533525247e-20,4.9105259484859481e-24,6.1574343682644001e-17,9.3824067761962142e-30,0.0035926796897156861,0.002256463763400776,1.6126656985504159e-10,2.3943907572538309e-11,3.5555437586965671e-06,3.9439324545382787e-15,3.2451253239607955e-10,2.7377617729901704e-07,2.9598372565516944e-07,2.5620848131059141e-10,8.6571073507404503e-16,1.0304864956500147e-14,1.3734665218268578e-13,2.385181807731228e-16
2.549637962585572e-08,0.09977366400000001,0.80000000000000004,0.0,0.28346906511947129,0.096398923292257271,0.09886456951246915,1.2489414751527762e-12,6.8901713990056527e-13,2.5498301678132332e-08,3.3754370634041459e-07,4.6546798710796292e-19,1.0078032086114346e-17,9.2129122337349544e-13,6.318291147394615e-39,2.2355643516620782e-11,8.7478608108640065e-27,1.0822544435181433e-21,2.3060841685482072e-20,5.0397736525554114e-24,6.2991748332824932e-17,9.7101900697651178e-30,0.0036001643588862813,0.0022702240269024949,1.6220918162076843e-10,2.4372094156222008e-11,3.597003170041845e-06,3.9674418485047087e-15,3.2970202979811763e-10,2.7493417186779503e-07,2.9937674168422147e-07,2.6421744558525245e-10,8.8104069352324803e-16,1.0545325413919756e-14,1.3989911402310273e-13,2.4313796049188733e-16
2.5654489796548238e-08,0.09977366400000001,0.80000000000000004,0.0,0.2834478659086726,0.096391516685924827,0.098857686103914863,1.280445385103867e-12,7.064936474818906e-13,2.6252799203500737e-08,3.4378948501420619e-07,4.7374148219534581e-19,1.0251935639512914e-17,9.3212476895743957e-13,6.6138984377702222e-39,2.2742430622312462e-11,9.0022693344108762e-27,1.1147412819137056e-21,2.3766350298517505e-20,5.1714160868269119e-24,6.4433143319269861e-17,1.0047531652060891e-29,0.0036075601636870462,0.002283981196775101,1.63151581874048e-10,2.4805147370323574e-11,3.6386749467499951e-06,3.9909578335080322e-15,3.3493226141123386e-10,2.7608276613531997e-07,3.0277768259570072e-07,2.7242241934031571e-10,8.9651596946331343e-16,1.078948596041842e-14,1.4247743823784892e-13,2.4782124112038973e-16
2.5812599967240755e-08,0.09977366400000001,0.80000000000000004,0.0,0.28342675740679557,0.096384197853228409,0.098850804201851578,1.3125002797827481e-12,7.2431294468861942e-13,2.7024715748997335e-08,3.5009846488879705e-07,4.8211109848696774e-19,1.0427866766110332e-17,9.4303114211621138e-13,6.9216474581533298e-39,2.3133419962404637e-11,9.2626793294612005e-27,1.1479950123781853e-21,2.4488082977777593e-20,5.305477565618688e-24,6.5898785366464427e-17,1.0394657568120895e-29,0.003614868133102233,0.0022977352826481531,1.6409377220355256e-10,2.5243088566855252e-11,3.6805584346903663e-06,4.014480592042325e-15,3.4020314427077719e-10,2.7722205774257186e-07,3.0618643341986343e-07,2.8082684319520405e-10,9.1213662824701665e-16,1.1037372048468043e-14,1.4508161992672417e-13,2.5256858429330294e-16
2.5970710137933272e-08,0.09977366400000001,0.80000000000000004,0.0,0.28340573858791984,0.096376965777121404,0.098843923801575709,1.3451113086772636e-12,7.4247992508152923e-13,2.7814337878951506e-08,3.5647064078787919e-07,4.9057736959687074e-19,1.0605838871941111e-17,9.5401057959021891e-13,7.2419704571570802e-39,2.3528628371442564e-11,9.5292017197481076e-27,1.1820288042795279e-21,2.5226284972027581e-20,5.4419824041569292e-24,6.7388932197391358e-17,1.0751798050193005e-29,0.0036220892841981956,0.0023114862940461101,1.6503575416912361e-10,2.5685938951156742e-11,3.722652974844875e-06,4.038010306317144e-15,3.4551459523085295e-10,2.7835214417780285e-07,3.0960288217888223e-07,2.8943419268734402e-10,9.2790273586119615e-16,1.1289009050108458e-14,1.4771165308417856e-13,2.5738055479530559e-16
