Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CO2X(24)
7.721806955117419e-06,0.09977366400000001,0.80000000000000004,0.0,0.12728313546062212,0.085422831496422547,0.02623075517189221,1.4872674238326769e-11,1.9930396695135653e-10,0.024505492670350307,0.00021775393708467437,1.3822606162043415e-12,1.9119397284120858e-11,1.1036304781758239e-08,1.7281642108427475e-21,3.0985368015176131e-08,4.0058385372907733e-16,4.7906189804243031e-18,1.5701130628736316e-14,1.235171161958857e-18,1.4131718960636615e-12,2.0815478269781525e-16,0.0017036756877558505,0.14730788577378015,1.5478944463949768e-08,5.6769647443915472e-10,0.00024490185142932934,1.8997968350191256e-08,0.0019413376237183168,0.01070150657697024,1.2849128056920147e-05,0.00014829845305800059,3.0777174687920563e-17
7.752165006395378e-06,0.09977366400000001,0.80000000000000004,0.0,0.12709675209992519,0.085374514056455422,0.026160246129418269,1.5064207185834952e-11,2.0088138566417619e-10,0.024603279002712069,0.0002194223513884039,1.3968825262812398e-12,1.922496819590179e-11,1.1078246468332271e-08,1.7588830374785582e-21,3.1041524244354144e-08,4.0454304144107346e-16,4.8396164430094685e-18,1.5880972678916111e-14,1.2496676031674189e-18,1.4152165433467272e-12,2.110929036110239e-16,0.0017002149333604213,0.14744715709673883,1.5546692873024601e-08,5.6927371896318263e-10,0.00024499103820343733,1.913768233745435e-08,0.0019520401479999985,0.010740835238976867,1.2927472096807958e-05,0.00014867231904959499,3.1039557462333224e-17
7.782523057673337e-06,0.09977366400000001,0.80000000000000004,0.0,0.12691121277955303,0.085326238642422933,0.026090131815894341,1.5257314722363553e-11,2.0246363018105208e-10,0.024700951880680395,0.00022109573076171133,1.411632446697344e-12,1.9330655271796763e-11,1.1120223478827864e-08,1.7900225895625309e-21,3.109749547336597e-08,4.0852555115103155e-16,4.8889330522029709e-18,1.6061943338774628e-14,1.2642679374515966e-18,1.4172513394698002e-12,2.1406000597891085e-16,0.001696769159436959,0.14758563391188029,1.5614676058608718e-08,5.7084652274902626e-10,0.00024507911046052207,1.9277695324662724e-08,0.001962745522618528,0.010780098993755339,1.3005900980790338e-05,0.00014904475809679037,3.1302894301672268e-17
7.812881108951296e-06,0.09977366400000001,0.80000000000000004,0.0,0.12672651082300831,0.085278005387590616,0.026020408849348888,1.5452001929003319e-11,2.0405068450590815e-10,0.024798511297076335,0.00022277406149508064,1.426511377046737e-12,1.9436458294316513e-11,1.1162236157730781e-08,1.8215870632168918e-21,3.1153282845345524e-08,4.1253145512317708e-16,4.9385699544688121e-18,1.6244042654139783e-14,1.2789723993590885e-18,1.4192763900621824e-12,2.1705626028207046e-16,0.0016933382561434536,0.14772332299763377,1.568289372105489e-08,5.7241490581011145e-10,0.00024516607897566352,1.9418005276078396e-08,0.0019734536437671681,0.010819297936177174,1.3084413932021086e-05,0.0001494157770486262,3.1567182895063756e-17
7.843239160229255e-06,0.09977366400000001,0.80000000000000004,0.0,0.12654263962962559,0.085229814422060318,0.025951073887162206,1.564827386960566e-11,2.0564253269837033e-10,0.02489595724827141,0.00022445732993636182,1.4415203221249808e-12,1.9542377050845758e-11,1.120428484567835e-08,1.8535806843808023e-21,3.1208887492741312e-08,4.1656082605160553e-16,4.988528298202471e-18,1.6427270651444571e-14,1.293781222333377e-18,1.4212917994388308e-12,2.2008183753009143e-16,0.0016899221148143179,0.14786023105366128,1.5751345553128357e-08,5.7397888804258972e-10,0.00024525195439317933,1.9558610166578689e-08,0.0019841644086977658,0.010858432161978801,1.3163010180126079e-05,0.00014978538271445259,3.1832420936785409e-17
7.873597211507214e-06,0.09977366400000001,0.80000000000000004,0.0,0.12635959267345923,0.085181665872824192,0.025882123625485098,1.5846135590837751e-11,2.0723915887369643e-10,0.024993289734117224,0.00022614552249041695,1.4566602919249392e-12,1.9648411333556625e-11,1.1246369879493508e-08,1.8860077089892653e-21,3.1264310537451452e-08,4.2061373705940448e-16,5.0388092336964832e-18,1.661162733798149e-14,1.3086946387208025e-18,1.4232976706177874e-12,2.2313690926469055e-16,0.0016865206279438206,0.14799636470202027,1.5820031240469383e-08,5.7553848922672029e-10,0.00024533674722862741,1.9699507981816777e-08,0.0019948777157089404,0.010897501767736279,1.3241688961117246e-05,0.00015015358186413615,3.2098606125453702e-17
7.903955262785173e-06,0.09977366400000001,0.80000000000000004,0.0,0.12617736350219216,0.085133559863817848,0.025813554798667995,1.6045592122238709e-11,2.0884054720270129e-10,0.025090508757876467,0.00022783862561880029,1.4719323016319162e-12,1.9754560939323509e-11,1.1288491592217687e-08,1.9188724231528791e-21,3.1319553090956494e-08,4.2469026169774666e-16,5.0894139131056672e-18,1.6797112702154118e-14,1.3237128797775907e-18,1.4252941053373605e-12,2.2622164756284096e-16,0.0016831336891698176,0.14813173048830594,1.5888950460664081e-08,5.7709372902589525e-10,0.00024542046787076659,1.9840696717453382e-08,0.0020055934641344544,0.010936506850840421,1.3320449517413321e-05,0.00015052038122828314,3.2365736166162753e-17
7.934313314063132e-06,0.09977366400000001,0.80000000000000004,0.0,0.12599594573606357,0.085085496515972331,0.025745364178700218,1.6246648476276886e-11,2.1044668191167827e-10,0.025187614326155287,0.00022953662583945621,1.4873373716182432e-12,1.9860825669639345e-11,1.133065031314279e-08,1.9521791433384271e-21,3.1374616254450184e-08,4.2879047394495699e-16,5.1403434904120789e-18,1.6983726713726036e-14,1.3388361756768391e-18,1.427281204073062e-12,2.2933622503989288e-16,0.0016797611932577589,0.14826633488277291,1.5958102883910885e-08,5.7864462698763581e-10,0.00024550312658348843,1.9982174379460658e-08,0.0020163115543317513,0.010975447509472585,1.3399291097722255e-05,0.00015088578749845611,3.2633808769889228e-17
7.964671365341091e-06,0.09977366400000001,0.80000000000000004,0.0,0.12581533306681572,0.085037475947265406,0.025677548574659304,1.6449309648404307e-11,2.1205754728231742e-10,0.025284606448836986,0.00023123950972634674,1.5028765274391223e-12,1.9967205330533368e-11,1.1372846367844862e-08,1.9859322165503287e-21,3.1429501118968088e-08,4.3291444820555015e-16,5.1915991213913597e-18,1.7171469324066933e-14,1.354064755515459e-18,1.429259066054305e-12,2.324808148526879e-16,0.0016764030360849711,0.14840018428143736,1.6027488174346279e-08,5.8019120254638216e-10,0.00024558473350770469,2.0123938984867272e-08,0.0020270318876705741,0.011014323842581157,1.3478212956889443e-05,0.00015124980732738022,3.2902821650719818e-17
7.99502941661905e-06,0.09977366400000001,0.80000000000000004,0.0,0.12563551925665956,0.08498949827277158,0.025610104832170039,1.6653580617111689e-11,2.1367312765162013e-10,0.025381485139017008,0.00023294726390911809,1.518550799827786e-12,2.007369973249017e-11,1.1415080078216633e-08,2.0201360205129141e-21,3.1484208765514244e-08,4.3706225930924365e-16,5.2431819635787283e-18,1.7360340466396059e-14,1.3693988473210768e-18,1.4312277892808656e-12,2.3565559070266545e-16,0.001673059114625214,0.14853328500715895,1.6097105988321612e-08,5.8173347502166054e-10,0.00024566529866320604,2.0265988560459358e-08,0.0020377543665217562,0.011053135949858265,1.3557214355991715e-05,0.00015161244732916611,3.3172772529370202e-17
8.022351662769214e-06,0.09977366400000001,0.80000000000000004,0.0,0.12547436475249157,0.084946355133087958,0.025549720827495782,1.683880496612513e-11,2.1513116840688284e-10,0.02546857898875143,0.00023448839577065814,1.5327740257116504e-12,2.0169642644752856e-11,1.1453122876248843e-08,2.0513084619600119e-21,3.1533295011504653e-08,4.4081573199202718e-16,5.2898872452232942e-18,1.7531289319711993e-14,1.3832899302865003e-18,1.4329919065682838e-12,2.385388420349828e-16,0.0016700616725664164,0.14865244071267511,1.6159960538222364e-08,5.8311785698757688e-10,0.00024573692477609878,2.0394075204889949e-08,0.0020474063520084258,0.011088012016298608,1.3628383016070783e-05,0.00015193764901418985,3.3416528430998565e-17
8.049673908919378e-06,0.09977366400000001,0.80000000000000004,0.0,0.1253138478776821,0.084903246908515806,0.025489633255667391,1.70253408747995e-11,2.1659300432816938e-10,0.025555580985258352,0.00023603345211762702,1.5471082937849779e-12,2.0265678215270531e-11,1.1491196662681687e-08,2.0828528013168729e-21,3.1582239352701685e-08,4.4458862862114652e-16,5.3368593531973992e-18,1.7703152141579748e-14,1.3972668265268754e-18,1.4347487696041672e-12,2.4144681260111988e-16,0.0016670756052671583,0.14877099956470743,1.6223002888137054e-08,5.8449878293632092e-10,0.00024580772221326273,2.0522389661055884e-08,0.0020570599272985821,0.011122836214827191,1.3699614979762407e-05,0.00015226174313329944,3.366104061621806e-17
8.076996155069542e-06,0.09977366400000001,0.80000000000000004,0.0,0.12515396422728833,0.08486017367710659,0.025429839890984452,1.721319193744061e-11,2.1805862411170718e-10,0.025642491144507125,0.00023758242331748766,1.5615543661881692e-12,2.0361806314829714e-11,1.15293016646469e-08,2.1147722945009638e-21,3.1631042556807021e-08,4.4838100462679042e-16,5.384099134863572e-18,1.7875928846558188e-14,1.4113297000799533e-18,1.4364984473396604e-12,2.4437963017323603e-16,0.001664100839839482,0.14888896602481544,1.6286232774353592e-08,5.8587626671887413e-10,0.00024587769803465924,2.0650930512209378e-08,0.0020667150232568758,0.011157608619575984,1.3770909720879987e-05,0.0001525847344288153,3.3906307432563774e-17
8.104318401219706e-06,0.09977366400000001,0.80000000000000004,0.0,0.12499470944013082,0.084817135515126804,0.025370338530432964,1.7402361737365037e-11,2.1952801648977947e-10,0.025729309484419909,0.00023913529977343342,1.5761130084455312e-12,2.0458026816946463e-11,1.1567438106938093e-08,2.1470702180445477e-21,3.1679705385244572e-08,4.521929157155084e-16,5.4316074386544034e-18,1.8049619337888496e-14,1.4254787142988789e-18,1.4382410079588066e-12,2.4733742288850272e-16,0.0016611373040778502,0.14900634450914621,1.6349649927194284e-08,5.8725032210954351e-10,0.0002459468592252158,2.0779696347083126e-08,0.002076371571377762,0.01119232930511011,1.3842266717243198e-05,0.00015290662761827415,3.4152327235889311e-17
8.13164064736987e-06,0.09977366400000001,0.80000000000000004,0.0,0.12483607919822824,0.084774132497084917,0.025311126993390293,1.7592853846935075e-11,2.2100117023066521e-10,0.02581603602483647,0.00024069207192421168,1.5907849894615004e-12,2.0554339597822095e-11,1.1605606212028349e-08,2.1797498692045052e-21,3.1728228593230216e-08,4.5602441786956295e-16,5.479385114052317e-18,1.8224223507630961e-14,1.4397140318561538e-18,1.4399765188876734e-12,2.5032031925091848e-16,0.0016581849264507003,0.14912313938902458,1.6413254073851745e-08,5.8862096281053547e-10,0.00024601521269581813,2.0908685761720594e-08,0.0020860295037792975,0.011226998346415653,1.3913685450420343e-05,0.00015322742739454508,3.4399098384347468e-17
8.156230668905017e-06,0.09977366400000001,0.80000000000000004,0.0,0.12469384243227309,0.084735459889099959,0.025258082624683511,1.7765430264050807e-11,2.2233021530860881e-10,0.025894011440557911,0.00024209648980511928,1.6040873152351674e-12,2.0641099898759091e-11,1.1639984760321123e-08,2.2094906743311878e-21,3.1771780724168116e-08,4.5948956666006763e-16,5.5226160375621952e-18,1.8382148357325816e-14,1.4525997409154316e-18,1.4415325063623601e-12,2.5302649610099032e-16,0.0016555372682070042,0.14922775937634447,1.6470657457416505e-08,5.8985163115099722e-10,0.00024607604587178767,2.1024966240953997e-08,0.0020947227708938139,0.011258156390080935,1.3978014669832771e-05,0.00015351521618378852,3.4621833460363024e-17
8.180820690440165e-06,0.09977366400000001,0.80000000000000004,0.0,0.12455210499687669,0.08469681585854906,0.025205269705899973,1.7939083225631383e-11,2.2366228988450074e-10,0.025971912533377928,0.00024350404856240818,1.6174826362375099e-12,2.0727934760799112e-11,1.1674389292770901e-08,2.2395457996044764e-21,3.1815220911237953e-08,4.6297067098000593e-16,5.5660664617008032e-18,1.8540813095992468e-14,1.4655556045328342e-18,1.4430828857003979e-12,2.5575320549196835e-16,0.0016528985394370008,0.14933191327372158,1.6528211877361162e-08,5.9107955452360122e-10,0.00024613623526904485,2.1141425673875607e-08,0.0021034170561712723,0.011289272718224396,1.4042393106683509e-05,0.00015380212647631461,3.4845174602635066e-17
8.205410711975313e-06,0.09977366400000001,0.80000000000000004,0.0,0.12441086383180774,0.084658200456201774,0.025152686692750538,1.8113815313298503e-11,2.2499738584495466e-10,0.026049739321608839,0.00024491474129902715,1.6309715200092427e-12,2.0814844099101125e-11,1.170881996681136e-08,2.269917692224097e-21,3.1858549692363751e-08,4.6646777221059609e-16,5.6097370078442556e-18,1.8700217622246007e-14,1.4785817398980857e-18,1.4446277045159301e-12,2.5850054187259482e-16,0.0016502686893618826,0.14943560417700127,1.6585917125813606e-08,5.9230474276419631e-10,0.00024619578577570286,2.1258063050196315e-08,0.0021121123113969783,0.011320347386338197,1.4106820390897013e-05,0.00015408816164250123,3.5069120625903548e-17
8.23000073351046e-06,0.09977366400000001,0.80000000000000004,0.0,0.12427011590382868,0.08461961373173929,0.025100332054931968,1.8289629101568397e-11,2.2633549510004275e-10,0.02612749182473742,0.00024632856114076615,1.6445545363002503e-12,2.0901827830479905e-11,1.174327693839846e-08,2.3006088132639278e-21,3.1901767601563744e-08,4.6998091191225359e-16,5.6536282980088423e-18,1.8860361827697483e-14,1.4916782637640762e-18,1.446167009947756e-12,2.6126859993678188e-16,0.0016476476676248266,0.14953883515403188,1.66437729939919e-08,5.935272056693781e-10,0.00024625470223374658,2.1374877365002519e-08,0.0021208084887502413,0.011351380450161515,1.4171296154811783e-05,0.00015437332503685257,3.5293670337344867e-17
8.254590755045608e-06,0.09977366400000001,0.80000000000000004,0.0,0.12412985820639147,0.084581055733769325,0.025048204275967993,1.8466527157865023e-11,2.2767660958325804e-10,0.026205170063406141,0.00024774550123614553,1.6582322570684681e-12,2.09888858733821e-11,1.1777760362022164e-08,2.3316216377383285e-21,3.1944875168988263e-08,4.7351013182416733e-16,5.6977409548406369e-18,1.9021245597029974e-14,1.5048452924491297e-18,1.4477008486643512e-12,2.6405747462466728e-16,0.001645035424286425,0.14964160924498263,1.6701779270209117e-08,5.9474695298997378e-10,0.00024631298943953995,2.1491867617365256e-08,0.0021295055408009885,0.011382371965673887,1.4235820033248359e-05,0.00015465761999808848,3.5518822545673652e-17
8.279180776580755e-06,0.09977366400000001,0.80000000000000004,0.0,0.12399008775933129,0.084542526509840621,0.024996301853049078,1.8644512042550568e-11,2.290207212514703e-10,0.026282774059394221,0.00024916555475632197,1.6720052564757346e-12,2.1076018147862116e-11,1.1812270390713963e-08,2.3629586546683605e-21,3.1987872920958271e-08,4.7705547386388058e-16,5.7420756016022001e-18,1.9182868808074999e-14,1.518082941839276e-18,1.4492292668688835e-12,2.6686726112367224e-16,0.0016424319098200916,0.14974392946266415,1.6759935736815377e-08,5.9596399441168287e-10,0.00024637065214434345,2.1609032808223524e-08,0.0021382034205063051,0.011413321989088716,1.4300391663423338e-05,0.00015494104984923823,3.574457608639114e-17
8.303770798115903e-06,0.09977366400000001,0.80000000000000004,0.0,0.12385080160856757,0.084504026106457492,0.02494462329687638,1.8823586308941633e-11,2.3036782208488638e-10,0.026360303835599296,0.00025058871489496771,1.6858741108861489e-12,2.1163224575558608e-11,1.1846807176057899e-08,2.3946223671484156e-21,3.2030761380002536e-08,4.8061698012685865e-16,5.7866328621617899e-18,1.9345231331887775e-14,1.5313913273905016e-18,1.4507523103041335e-12,2.6969805486955399e-16,0.0016398370751075741,0.14984579879284099,1.681824217896216e-08,5.9717833959785813e-10,0.00024642769505493013,2.1726371946272675e-08,0.0021469020812069388,0.011444230576847094,1.4365010684847235e-05,0.00015522361789767762,3.5970929765922691e-17
8.32836081965105e-06,0.09977366400000001,0.80000000000000004,0.0,0.12371199682581062,0.084465554569093826,0.024893167131508239,1.900375250332021e-11,2.3171790408701114e-10,0.026437759416019356,0.00025201497486815051,1.6998393988652774e-12,2.1250505079671276e-11,1.1881370868202763e-08,2.426615292413123e-21,3.2073541064894399e-08,4.841946928860514e-16,5.8314133609835193e-18,1.9508333032821474e-14,1.5447705641309891e-18,1.4522700242573514e-12,2.725499515474556e-16,0.0016372508714345424,0.14994722019453843,1.6876698378321445e-08,5.983899981637175e-10,0.0002464841228340281,2.1843884043671672e-08,0.0021556014766239986,0.011475097785611392,1.4429676739468253e-05,0.00015550532743522692,3.6197882396287015e-17
8.350491839032683e-06,0.09977366400000001,0.80000000000000004,0.0,0.12358748169129662,0.084430954902678046,0.024847045517592505,1.9166837775540609e-11,2.3293552019780652e-10,0.02650740602170806,0.00025330125361359285,1.7124910887040772e-12,2.1329120806472975e-11,1.1912501319396694e-08,2.4556924940243254e-21,3.2111950205165383e-08,4.874285260048585e-16,5.8719071952277652e-18,1.9655756442645728e-14,1.556872549692058e-18,1.4536314471747763e-12,2.7513478085000702e-16,0.001634930627727215,0.15003811890154381,1.6929436813766025e-08,5.9947820170194813e-10,0.0002465343857164859,2.1949791995743939e-08,0.0021634315227363286,0.011502842941464211,1.4487916107983644e-05,0.00015575813470043734,3.6402650913967023e-17
8.372622858414316e-06,0.09977366400000001,0.80000000000000004,0.0,0.1234633520146203,0.084396378685476114,0.024801101797955267,1.9330811412616252e-11,2.3415553880021669e-10,0.026576992568133968,0.0002545900328339367,1.725221785022086e-12,2.1407796420374293e-11,1.1943653793019886e-08,2.4850402635805925e-21,3.2150272028536951e-08,4.9067555183619892e-16,5.9125828148028141e-18,1.9803778362518791e-14,1.5690321008019999e-18,1.4549886219119991e-12,2.7773685134324827e-16,0.0016326173010741993,0.15012865928196431,1.6982296208364567e-08,6.0056424375551187e-10,0.00024658415742222759,2.2055838531839921e-08,0.0021712620935802488,0.01153055466800873,1.454619302746756e-05,0.00015601025160365706,3.6607902783058164e-17
8.394753877795948e-06,0.09977366400000001,0.80000000000000004,0.0,0.12333960571349138,0.084361825948552946,0.02475533492378507,1.9495675256260403e-11,2.3537795411302773e-10,0.026646519075007119,0.00025588130762980527,1.7380319141561771e-12,2.1486531868540553e-11,1.1974828395585512e-08,2.5146604657919017e-21,3.2188506905536963e-08,4.9393580156403987e-16,5.9534406761342919e-18,1.9952398679922433e-14,1.5812493004363876e-18,1.456341580556119e-12,2.8035623330395312e-16,0.0016303108567846546,0.1502188434385783,1.7035276399228425e-08,6.0164813124494035e-10,0.00024663344126098837,2.216202294121875e-08,0.0021790931561954849,0.011558233006987497,1.4604507241723741e-05,0.00015626168051260323,3.6813637135142191e-17
8.414671795239417e-06,0.09977366400000001,0.80000000000000004,0.0,0.12322856012061983,0.084330748586118207,0.02471429507982701,1.9644815360653542e-11,2.3648017231600746e-10,0.026709041614212416,0.00025704558462545402,1.7496292989609425e-12,2.1557444887299178e-11,1.2002904545433983e-08,2.541553126495703e-21,3.2222844260016748e-08,4.9688135861709612e-16,5.9903689455624976e-18,2.0086668499080462e-14,1.5922941379532925e-18,1.4575556648648751e-12,2.8272853659096341e-16,0.0016282409128778185,0.15029970633258297,1.7083061710579262e-08,6.0262179350172038e-10,0.00024667738230284687,2.2257706202386154e-08,0.0021861415059665863,0.011583115000304846,1.4657021711081797e-05,0.00015648738024440426,3.6999209894588539e-17
8.434589712682885e-06,0.09977366400000001,0.80000000000000004,0.0,0.12311782189315473,0.084299690289099047,0.024673396885139656,1.9794679356643138e-11,2.3758432299078042e-10,0.026771515553212184,0.00025821187552910906,1.7612916836690501e-12,2.162840629263948e-11,1.203099878161743e-08,2.568669348421223e-21,3.2257111752922751e-08,4.9983767527415665e-16,6.027445534052899e-18,2.0221422837747143e-14,1.6033857978647312e-18,1.4587663828852102e-12,2.8511497069177886e-16,0.0016261764908588351,0.15038028388431882,1.7130944609088867e-08,6.0359372112459238e-10,0.00024672093320507362,2.2353500050457758e-08,0.0021931902038809892,0.011607970014222535,1.4709565998212126e-05,0.00015671252632257438,3.7185172161114255e-17
8.454507630126354e-06,0.09977366400000001,0.80000000000000004,0.0,0.12300738954647326,0.084268651078822962,0.024632639592412089,1.9945268577375287e-11,2.3869040195432385e-10,0.026833940907765419,0.00025938017679897561,1.7730193820653696e-12,2.1699416048031928e-11,1.2059111179888604e-08,2.5960105106425724e-21,3.2291309649475473e-08,5.0280477450743213e-16,6.0646707750809533e-18,2.0356661605218636e-14,1.6145243400906655e-18,1.4599737574174802e-12,2.8751558718469322e-16,0.0016241175659617731,0.15046057759213302,1.7178924970943352e-08,6.0456391908654736e-10,0.00024676409632365734,2.2449403971519838e-08,0.0022002392264085634,0.011632798079435097,1.4762139919448254e-05,0.00015693712045245249,3.7371523319221395e-17
8.472433755825475e-06,0.09977366400000001,0.80000000000000004,0.0,0.12290826074382144,0.084240732126039081,0.024596077886792935,2.0081420042638617e-11,2.3968751825912839e-10,0.026890082200530463,0.000260433363885206,1.7836304139267217e-12,2.1763366137481145e-11,1.208442792905038e-08,2.6208110254524333e-21,3.2322028469470293e-08,5.0548440196714948e-16,6.0983008657253803e-18,2.0478790605437172e-14,1.6245891618531613e-18,1.4610575545109421e-12,2.8968831069180556e-16,0.001622269213255495,0.15053260047236358,1.7222190525087514e-08,6.0543562248855587e-10,0.00024680261350841574,2.2535811189826684e-08,0.0022065836049048161,0.011655120322416565,1.4809481634687057e-05,0.00015713878465778699,3.7539571353778854e-17
8.490359881524597e-06,0.09977366400000001,0.80000000000000004,0.0,0.12280937744264718,0.084212828665440151,0.024559629173489955,2.0218160985063099e-11,2.4068619006213906e-10,0.02694618416509054,0.00026148817393796011,1.7942948348770842e-12,2.1827355335606247e-11,1.2109759504775979e-08,2.6457958782258339e-21,3.2352691321227639e-08,5.0817279883449738e-16,6.1320518786426593e-18,2.060131184744412e-14,1.6346920501123984e-18,1.4621386780630194e-12,2.9187260156021326e-16,0.0016204252754625857,0.15060439572127082,1.7265534833176058e-08,6.0630593248139699e-10,0.00024684082017537284,2.2622306781094715e-08,0.0022129282104678292,0.011677420784360664,1.4856847072995644e-05,0.00015734000439514132,3.770793343854353e-17
8.508286007223718e-06,0.09977366400000001,0.80000000000000004,0.0,0.12271073858196267,0.084184940711736919,0.02452329291873797,2.0355492370346945e-11,2.4168641433448819e-10,0.027002246813810273,0.00026254460439461961,1.8050128756186308e-12,2.1891383617034313e-11,1.2135105961066332e-08,2.6709660873820893e-21,3.2383298394956741e-08,5.1086998201206829e-16,6.165924057398532e-18,2.0724225259575895e-14,1.6448330481812887e-18,1.4632171443172091e-12,2.940684976201016e-16,0.0016185857348633946,0.15067596440907963,1.7308957803093913e-08,6.0717485265079858e-10,0.00024687871800581693,2.2708890374359932e-08,0.0022192730262639063,0.011699699487804941,1.4904236102471056e-05,0.00015754078089427203,3.7876609126849466e-17
8.52621213292284e-06,0.09977366400000001,0.80000000000000004,0.0,0.12261234310739363,0.084157068279381159,0.024487068592193888,2.0493415162249311e-11,2.4268818805377959e-10,0.02705827015932416,0.00026360265269862924,1.8157847674692545e-12,2.1955450956780429e-11,1.2160467351540402e-08,2.6963226754988184e-21,3.2413849879890775e-08,5.1357596845146633e-16,6.1999176457000604e-18,2.084753076844901e-14,1.6550121992572268e-18,1.4642929693995665e-12,2.9627603677460707e-16,0.001616750573842259,0.15074730759916405,1.7352459342661067e-08,6.0804238657224223e-10,0.00024691630866980035,2.2795561600164553e-08,0.0022256180355589958,0.011721956455335558,1.4951648591818148e-05,0.00015774111538072622,3.8045597969778417e-17
8.544138258621962e-06,0.09977366400000001,0.80000000000000004,0.0,0.12251418997112579,0.084129211382568361,0.024450955666908813,2.0631930322593692e-11,2.4369150820407872e-10,0.027114254214533322,0.00026466231629947471,1.8266107423621414e-12,2.2019557330243495e-11,1.2185843729437246e-08,2.7218666693261397e-21,3.2444345964293578e-08,5.1629077515320656e-16,6.2340328873934902e-18,2.0971228298974135e-14,1.6652295464225299e-18,1.4653661693196114e-12,2.9849525700002832e-16,0.0016149197748866987,0.15081842634810294,1.739603935970775e-08,6.0890853781147948e-10,0.00024695359382622881,2.2882320090591109e-08,0.0022319632217180489,0.011744191709586209,1.4999084410349892e-05,0.00015794100907585678,3.8214899515528072e-17
8.562064384321083e-06,0.09977366400000001,0.80000000000000004,0.0,0.12241627813185223,0.084101370035240069,0.024414953619300517,2.0771038811272483e-11,2.446963717759027e-10,0.027170198992602302,0.00026572359265266164,1.8374910328451113e-12,2.208370271320203e-11,1.2211235147617795e-08,2.7475990998008952e-21,3.247478683546647e-08,5.1901441916661423e-16,6.2682700264619246e-18,2.1095317774369985e-14,1.6754851326448738e-18,1.4664367599712167e-12,3.0072619634603706e-16,0.0016130933205866207,0.15088932170573549,1.743969776023658e-08,6.0977330991636575e-10,0.00024699057512295652,2.296916547799504e-08,0.002238308568204412,0.011766405273236987,1.5046543428019823e-05,0.00015814046319683473,3.8384513320441271e-17
8.579990510020205e-06,0.09977366400000001,0.80000000000000004,0.0,0.12231860655472113,0.084073544251086554,0.024379061929126082,2.0910741586251454e-11,2.4570277576621037e-10,0.027226104506955943,0.00026678647921969488,1.8484258720799628e-12,2.2147887081810086e-11,1.2236641658566644e-08,2.7735210020609168e-21,3.2505172679754754e-08,5.2174691758972604e-16,6.3026293070230184e-18,2.1219799116177226e-14,1.6857790007777332e-18,1.4675047571334966e-12,3.0296889293588778e-16,0.0016112711936335281,0.15095999471521537,1.7483434450112942e-08,6.1063670642417938e-10,0.00024702725419688281,2.3056097396166765e-08,0.0022446540585792057,0.011788597169013376,1.5094025515378564e-05,0.00015833947895666758,3.8554438939237298e-17
8.597916635719326e-06,0.09977366400000001,0.80000000000000004,0.0,0.12222117421128374,0.084045734043549189,0.024343280079454847,2.1051039603572199e-11,2.4671071717839286e-10,0.027281970771276233,0.00026785097346805322,1.859415493842232e-12,2.2212110412593134e-11,1.2262063314394325e-08,2.7996334154593097e-21,3.2535503682554446e-08,5.2448828756918604e-16,6.3371109733270397e-18,2.1344672244272185e-14,1.6961111935608129e-18,1.4685701764716896e-12,3.0522338496662743e-16,0.0016094533768197404,0.15103044641306537,1.7527249335877987e-08,6.1149873086547735e-10,0.00024706363267404006,2.3143115480870637e-08,0.002250999676500698,0.011810767419685236,1.514153054356113e-05,0.00015853805756421501,3.8724675919887793e-17
8.615842761418448e-06,0.09977366400000001,0.80000000000000004,0.0,0.12212398007944332,0.084017939425822849,0.024307607556641648,2.1191933817356406e-11,2.477201930222632e-10,0.027337797799499235,0.00026891707287117017,1.870460132520555e-12,2.2276372682444009e-11,1.2287500166839095e-08,2.8259373835787862e-21,3.2565780028318778e-08,5.2723854630014585e-16,6.3717152697546005e-18,2.1469937076880469e-14,1.7064817536204831e-18,1.4696330335380264e-12,3.0748971070930536e-16,0.0016076398530376192,0.15110067782923045,1.7571142321806813e-08,6.1235938675106897e-10,0.00024709971216968355,2.3230219367812322e-08,0.0022573454057237025,0.011832916048065691,1.5189058384343677e-05,0.00015873620022420121,3.8895223821194023e-17
8.63376888711757e-06,0.09977366400000001,0.80000000000000004,0.0,0.12202702314340437,0.083990160410858411,0.024272043850300296,2.133342517981137e-11,2.4873120031404599e-10,0.027393585605812006,0.00026998477490841404,1.8815600231157932e-12,2.2340673868618902e-11,1.2312952267268455e-08,2.8524339542460147e-21,3.2596001900564649e-08,5.2999771102616008e-16,6.4064424408141931e-18,2.1595593530590614e-14,1.7168907234702114e-18,1.4706933437725984e-12,3.0976790850918146e-16,0.0016058306052787997,0.15117068998713146,1.761511331170092e-08,6.1321867757965835e-10,0.00024713549428838707,2.3317408693879743e-08,0.0022636912300989806,0.011855043077010151,1.5236608910093762e-05,0.00015893390813723196,3.9066082202581155e-17
