Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),H2OX(23),CO2X(24),CHOX(53),COX(50)
2.0468599322845432e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32513502214969586,0.095925716737444669,1.1537681815289547e-05,0.0059974330782378406,0.014947919643821484,0.020402215827490258,0.011758589543822194,1.7047478343115428e-10,1.3490569057863701e-11,2.6645332708618667e-07,3.2575767794552852e-20,6.4415627113877025e-07,8.7798498794392313e-17,8.2848162421749838e-11,9.778917463850806e-12,2.1416425462847468e-13,1.0511789320360373e-08,6.3237261183941182e-14,0.0048176731731901104,0.0067479812553351472,5.8132428477913779e-10,0.00038833127043860327,3.8028381373867313e-13,2.8121652236426421e-08,5.5603660514987757e-07,3.222619142500961e-07,0.00016968595290636906,0.00030728255976185284,6.6393334380678792e-07,4.7532851913775772e-09,1.7295951787243447e-09,9.4205724208141123e-09
2.049560054752811e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32514790815100153,0.09591672200621193,1.1415555179269151e-05,0.0059972471356288621,0.014952229672796909,0.020416122400498365,0.011767889269654844,1.7074286380969802e-10,1.3529819019037792e-11,2.6648498534086275e-07,3.2687605984964416e-20,6.4437743478875042e-07,8.7960439145752631e-17,8.2884231944438488e-11,9.7900125739797754e-12,2.1460223195929563e-13,1.0496734392757479e-08,6.3449423290022143e-14,0.004817412293603285,0.0067348473440655863,5.8016161567142379e-10,0.00038847690620539145,3.8111331554622132e-13,2.8187457442153256e-08,5.5715122329753443e-07,3.2174257134189191e-07,0.00016982656305136525,0.00030750422043389689,6.6415048485157313e-07,4.7493543696814943e-09,1.7316089652482227e-09,9.4283966972375468e-09
2.0522601772210785e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32516074325807592,0.095907745292396401,1.1294711748345991e-05,0.0059970480079765106,0.014956517140616191,0.020430015610887774,0.01177718413283772,1.7101096164124346e-10,1.3569122652116038e-11,2.6651666447883339e-07,3.2799661739542644e-20,6.4459831220956903e-07,8.8122440462488547e-17,8.2920203725863748e-11,9.8011045956736941e-12,2.150404667656955e-13,1.0481735343460892e-08,6.3661975618176051e-14,0.0048171515291766361,0.0067217647454852272,5.7900359342064426e-10,0.00038862232533827111,3.8194450548739043e-13,2.8253343547193304e-08,5.5826693105847526e-07,3.2122512244577932e-07,0.00016996708711075986,0.00030772564821995028,6.6436653879627535e-07,4.7454343347299861e-09,1.7336220939847539e-09,9.4362161911845033e-09
2.054960299689346e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32517352769103763,0.095898786524986415,1.1175138177856668e-05,0.0059968357687651816,0.014960782150947854,0.020443895495994277,0.01178647413088498,1.7127907698009124e-10,1.3608479935078743e-11,2.6654836432999314e-07,3.2911935186650976e-20,6.448189042835929e-07,8.8284502736401218e-17,8.2956078203654608e-11,9.8121935258272582e-12,2.1547895882886063e-13,1.0466791964709805e-08,6.3874918312359505e-14,0.0048168908799224525,0.0067087332381269129,5.7785019708308094e-10,0.00038876752852569921,3.827773790575529e-13,2.8319310265554007e-08,5.5938372239401889e-07,3.20709560656964e-07,0.00017010752509189858,0.00030794684376889045,6.645815104620549e-07,4.7415250616595214e-09,1.7356345645482104e-09,9.4440309030977599e-09
2.0576604221576138e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32518626166918463,0.095889845633279167,1.1056821259895149e-05,0.0059966104911937613,0.014965024806957758,0.020457762093039979,0.011795759261287017,1.7154720988016409e-10,1.3647890845879899e-11,2.6658008472456488e-07,3.3024426454641449e-20,6.4503921188984242e-07,8.8446625959201025e-17,8.2991855813199328e-11,9.8232793613146249e-12,2.1591770792983269e-13,1.0451904049190695e-08,6.4088251516506754e-14,0.0048166303458537715,0.0066957526013477582,5.7670140580138378e-10,0.00038891251645380349,3.836119317497089e-13,2.8385357310939767e-08,5.6050159126730795e-07,3.2019587908481579e-07,0.00017024787700179554,0.00030816780772794711,6.6479540464840587e-07,4.7376265255313556e-09,1.737646376550654e-09,9.4518408334006893e-09
2.0603605446258814e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32519894541099537,0.095880922546879604,1.0939747921940846e-05,0.0059963722481761305,0.014969245211311389,0.020471615439133343,0.011805039521511133,1.7181536039500771e-10,1.368735536244728e-11,2.6661182549310439e-07,3.3137135671854278e-20,6.4525923590400229e-07,8.8608810122507169e-17,8.3027536987656891e-11,9.8343620989898615e-12,2.1635671384950795e-13,1.0437071390040301e-08,6.4301975374529466e-14,0.0048163699269843582,0.0066828226153279177,5.7555719880434275e-10,0.00038905728980638608,3.844481590545085e-13,2.8451484396755771e-08,5.6162053164339012e-07,3.1968407085297463e-07,0.0001703881428471415,0.00030838854074269925,6.6500822613323952e-07,4.7337387013333959e-09,1.739657529601979e-09,9.4596459824977066e-09
2.063060667094149e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32521157913413007,0.095872017195699086,1.0823905225500037e-05,0.0059961211123416526,0.014973443466176175,0.020485455571269229,0.011814314909002215,1.7208352857779107e-10,1.3726873462682508e-11,2.6664358646650461e-07,3.3250062966617348e-20,6.4547897719843142e-07,8.877105521784689e-17,8.3063122157968285e-11,9.8454417356873753e-12,2.1679597636863638e-13,1.0422293780848575e-08,6.4516090030316489e-14,0.0048161096233286732,0.006669943061069326,5.7441755540666022e-10,0.00038920184926492693,3.8528605646065708e-13,2.8517691236139443e-08,5.6274053748975997e-07,3.1917412909945169e-07,0.00017052832263431161,0.00030860904345707171,6.6521997967296678e-07,4.7298615639819866e-09,1.7416680233099766e-09,9.4674463507747412e-09
2.0657607895624167e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32522416305543239,0.095863129509954501,1.0709280364760459e-05,0.0059958571560356829,0.014977619673223759,0.020499282526328991,0.011823585421183407,1.7235171448130706e-10,1.376644512446115e-11,2.6667536747599962e-07,3.3363208467245772e-20,6.4569843664217311e-07,8.8933361236655108e-17,8.3098611752867981e-11,9.8565182682223594e-12,2.1723549526782073e-13,1.0407571015661519e-08,6.473059562773361e-14,0.0048158494349018754,0.006657113720394423,5.7328245500872509e-10,0.00038934619550858891,3.8612561945504287e-13,2.8583977541971777e-08,5.6386160277656717e-07,3.1866604697672876e-07,0.00017066841636937397,0.00030882931651333274,6.6543067000258387e-07,4.7259950883237456e-09,1.7436778572803938e-09,9.4752419385996999e-09
2.0684609120306844e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32523669739092986,0.095854259420166871,1.059586066525905e-05,0.0059955804513200711,0.014981773933632283,0.020513096341080533,0.011832851055456752,1.7261991815797328e-10,1.3806070325632773e-11,2.6670716835316889e-07,3.3476572302041426e-20,6.4591761510096408e-07,8.9095728170273702e-17,8.3134006198895088e-11,9.8675916933911837e-12,2.1767527032751606e-13,1.039290288898404e-08,6.4945492310623417e-14,0.0048155893617197899,0.0066443343759448378,5.721518770963775e-10,0.00038949032921421913,3.8696684352248091e-13,2.8650343026861554e-08,5.6498372147635473e-07,3.181598176518564e-07,0.00017080842405809641,0.0003090493605520905,6.6564030183575047e-07,4.7221392491372727e-09,1.7456870311169786e-09,9.4830327463228589e-09
2.071161034498952e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32524918235583611,0.095845406857160267,1.0483633582562606e-05,0.0059952910699736829,0.014985906348088676,0.020526897052178368,0.011842111809203859,1.7288813965983236e-10,1.3845749044021043e-11,2.6673898892994138e-07,3.3590154599292401e-20,6.4613651343724629e-07,8.9258156009950989e-17,8.3169305920404554e-11,9.8786620079718584e-12,2.1811530132802895e-13,1.0378289195782677e-08,6.5160780222804973e-14,0.004815329403798879,0.0066316048111800825,5.7102580124068339e-10,0.00038963425105635504,3.8780972414621302e-13,2.8716787403183054e-08,5.6610688756470889e-07,3.1765543430655192e-07,0.00017094834570595524,0.00030926917621229078,6.6584887986487793e-07,4.7182940211349857e-09,1.7476955444215367e-09,9.4908187742773652e-09
2.0738611569672197e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32526161816455179,0.095836571752060784,1.037258670096128e-05,0.0059949890834929088,0.014990017016790919,0.020540684696163703,0.011851367679786545,1.7315637903855291e-10,1.3885481257423788e-11,2.6677082903859986e-07,3.370395548727266e-20,6.4635513251017562e-07,8.9420644746841249e-17,8.3204511339578509e-11,9.8897292087244464e-12,2.185555880495168e-13,1.0363729731488312e-08,6.5376459508073636e-14,0.0048150695611562464,0.0066189248103761967,5.699042070976991e-10,0.00038977796170722688,3.8865425680842496e-13,2.8783310383115212e-08,5.6723109502093482e-07,3.1715289013728668e-07,0.00017108818131814234,0.00030948876413121399,6.6605640876120968e-07,4.7144593789647599e-09,1.7497033967940011e-09,9.4986000227796502e-09
2.0765612794354873e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.325274005030666,0.095827754036295135,1.0262707732174853e-05,0.0059946745630921946,0.014994106039450294,0.020554459309464514,0.011860618664547457,1.7342463634542979e-10,1.3925266943613088e-11,2.6680268851178434e-07,3.3817975094241477e-20,6.4657347317563154e-07,8.9583194372004212e-17,8.3239622876437244e-11,9.9007932923914523e-12,2.1899613027198728e-13,1.0349224291998809e-08,6.5592530310200883e-14,0.0048148098338096036,0.0066062941586243875,5.6878707440824115e-10,0.00038992146183676268,3.8950043698949881e-13,2.8849911678591438e-08,5.6835633782722428e-07,3.1665217835539044e-07,0.00017122793089957314,0.00030970812494447253,6.6626289317490388e-07,4.7106352972117441e-09,1.7517105878324599e-09,9.5063764921298448e-09
2.079261401903755e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3252863431669577,0.095818953641589738,1.0153984514071537e-05,0.005994347579704567,0.014998173515293643,0.020568220928395636,0.011869864760810733,1.7369291163138513e-10,1.3965106080335348e-11,2.6683456718249628e-07,3.3932213548443011e-20,6.4679153628622873e-07,8.9745804876404399e-17,8.3274640948850315e-11,9.9118542556982732e-12,2.1943692777529745e-13,1.0334772673681609e-08,6.5808992772933896e-14,0.0048145502217772605,0.0065937126418296414,5.6767438299764964e-10,0.00039006475211259098,3.9034826016826783e-13,2.891659100131866e-08,5.694826099689622e-07,3.1615329218712791e-07,0.00017136759445489385,0.00030992725928600905,6.6646833773511598e-07,4.706821750399978e-09,1.7537171171332369e-09,9.5141481826122492e-09
2.0819615243720226e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32529863278539717,0.095810170499969538,1.0046405009399351e-05,0.0059940082039821709,0.015002219543065624,0.020581969589158821,0.01187910596588259,1.7396120494696863e-10,1.4004998645311366e-11,2.6686646488410191e-07,3.4046670978105853e-20,6.4700932269132537e-07,8.9908476250910672e-17,8.3309565972547558e-11,9.9229120953535898e-12,2.1987798033915357e-13,1.0320374673376247e-08,6.6025847039995583e-14,0.0048142907250780962,0.0065811800467093281,5.6656611277555862e-10,0.00039020783320004585,3.9119772182353505e-13,2.8983348062888339e-08,5.7060990543664223e-07,3.1565622487379921e-07,0.00017150717198848893,0.00031014616778809269,6.666727470500815e-07,4.7030187129941093e-09,1.7557229842909209e-09,9.5219150944957088e-09
2.0846616468402903e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32531087409714748,0.095801404543756685,9.939957304529802e-06,0.0059936565062967996,0.01500624422103093,0.020595705327842852,0.011888342277051957,1.7422951634235859e-10,1.4044944616236441e-11,2.6689838145033639e-07,3.4161347511442535e-20,6.4722683323703408e-07,9.0071208486295947e-17,8.3344398361130084e-11,9.9339668080497571e-12,2.2031928774311025e-13,1.0306030088396847e-08,6.6243093255084165e-14,0.0048140313437315596,0.0065686961607917633,5.6546224373565402e-10,0.00039035070576217058,3.9204881743298857e-13,2.9050182574702637e-08,5.7173821822462435e-07,3.1516096967181766e-07,0.00017164666350448873,0.00031036485108131809,6.6687612570719959e-07,4.6992261594010439e-09,1.7577281888984385e-09,9.5296772280340704e-09
2.087361769308558e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32532306731256549,0.095792655705569538,9.8346296082138594e-06,0.0059932925567404366,0.015010247646976534,0.020609428180423599,0.011897573691591095,1.7449784586736226e-10,1.4084943970780414e-11,2.6693031671530757e-07,3.4276243276649093e-20,6.474440687662328e-07,9.0234001573236442e-17,8.3379138526081254e-11,9.9450183904632395e-12,2.2076084976656997e-13,1.0291738716534535e-08,6.6460731561873048e-14,0.0048137720777576328,0.0065562607724147766,5.6436275595544424e-10,0.0003904933704597215,3.9290154247193331e-13,2.9117094247884664e-08,5.7286754232960238e-07,3.1466751985280267e-07,0.00017178606900677634,0.00031058330979460204,6.6707847827311243e-07,4.6954440639715745e-09,1.759732730547088e-09,9.5374345834665795e-09
2.0900618917768256e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32533521264120424,0.095783923918321606,9.7304102503500675e-06,0.0059929164251258174,0.015014229918213891,0.020623138182764168,0.011906800206756184,1.7476619357141665e-10,1.412499668658778e-11,2.6696227051349846e-07,3.4391358401904616e-20,6.4766103011857248e-07,9.0396855502311297e-17,8.3413786876777471e-11,9.9560668392550028e-12,2.2120266618878266e-13,1.0277500356059806e-08,6.6678762104010447e-14,0.0048135129271768291,0.0065438736707242439,5.6326762959601714e-10,0.00039063582795117237,3.9375589241663502e-13,2.9184082793518327e-08,5.7399787175466732e-07,3.1417586870365565e-07,0.00017192538849899506,0.00031080154455518223,6.6727980929379017e-07,4.6916724010020331e-09,1.7617366088266072e-09,9.5451871610182887e-09
2.0927620142450932e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32534731029181357,0.095775209115220167,9.6272876807646805e-06,0.0059925281809869602,0.015018191131581187,0.02063683537061492,0.01191602181978792,1.7503455950358923e-10,1.4165102741277741e-11,2.6699424267977223e-07,3.4506693015370779e-20,6.4787771813048896e-07,9.0559770264002092e-17,8.3448343820499035e-11,9.9671121510708652e-12,2.2164473678884524e-13,1.0263314805724863e-08,6.6897185025119357e-14,0.0048132538920101697,0.0065315346456726138,5.6217684490180831e-10,0.00039077807889271874,3.9461186274445882e-13,2.9251147922662807e-08,5.751292005096206e-07,3.1368600952664827e-07,0.00017206462198455561,0.00031101955598861468,6.6748012329461051e-07,4.6879111447358484e-09,1.7637398233252117e-09,9.5529349609004682e-09
2.095462136713361e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32535936047234171,0.095766511229765386,9.5252504680037316e-06,0.0059921278935797361,0.0150221313834455,0.020650519779613637,0.011925238527912111,1.7530294371257865e-10,1.4205262112444296e-11,2.6702623304937437e-07,3.4622247245191402e-20,6.4809413363521276e-07,9.0722745848692563e-17,8.3482809762440926e-11,9.9781543225419511e-12,2.22087061345701e-13,1.0249181864765851e-08,6.7116000468797137e-14,0.0048129949722791662,0.0065192434880173948,5.6109038220035607e-10,0.00039092012393828146,3.9546944892843777e-13,2.9318289345968047e-08,5.7626152260441663e-07,3.1319793563949632e-07,0.00017220376946664308,0.00031123734471877161,6.6767942478044195e-07,4.6841602693651863e-09,1.7657423736296577e-09,9.5606779833110011e-09
2.0981622591816285e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3253713633899375,0.095757830195748961,9.4242872981369e-06,0.0059917156318824256,0.015026050769705049,0.020664191445285585,0.011934450328340267,1.7557134624671536e-10,1.4245474777656324e-11,2.6705824145793696e-07,3.4738021219491989e-20,6.4831027746277847e-07,9.08857822466679e-17,8.3517185105723527e-11,9.9891933502850531e-12,2.2252963963813923e-13,1.0235101332905109e-08,6.7335208578615348e-14,0.0048127361680058078,0.0065069999893196543,5.600082219020664e-10,0.00039106196373951154,3.9632864644159686e-13,2.938550677397944e-08,5.773948320542809e-07,3.1271164037544372e-07,0.00017234283094822356,0.00031145491136783999,6.6787771823572551e-07,4.6804197490324611e-09,1.7677442593252745e-09,9.568416228434812e-09
2.100862381649896e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32538331925095132,0.09574916594725319,9.324386973573073e-06,0.0059912914645962748,0.015029949385791328,0.020677850403043627,0.011943657218270147,1.7583976715396241e-10,1.428574071445765e-11,2.670902677414809e-07,3.4854015066379286e-20,6.4852615044003564e-07,9.1048879448114575e-17,8.3551470251403304e-11,1.0000229230902997e-11,2.2297247144479509e-13,1.0221073010353295e-08,6.755480949811954e-14,0.0048124774792125463,0.0064948039419424801,5.589303444999735e-10,0.00039120359894579434,3.9718945076385069e-13,2.9452799917635768e-08,5.7852912288825658e-07,3.1222711708333296e-07,0.00017248180643205117,0.00031167225655631973,6.6807500812455522e-07,4.6766895578319228e-09,1.769745479996034e-09,9.5761496964441943e-09
2.1035625041181638e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32539522826093653,0.095740518418649626,9.2255384118874963e-06,0.0059908554601460781,0.015033827326671351,0.020691496688188322,0.011952859194886357,1.7610820648191613e-10,1.4326059900367135e-11,2.6712231173641996e-07,3.497022891394085e-20,6.4874175339065729e-07,9.1212037443119626e-17,8.3585665598483427e-11,1.001126196098504e-11,2.2341555654414887e-13,1.0207096697811531e-08,6.7774803370828956e-14,0.0048122189059222782,0.0064826551390494321,5.5785673056949585e-10,0.0003913450302042533,3.980518573696954e-13,2.9520168487400168e-08,5.796643891345167e-07,3.1174435912768566e-07,0.00017262069592067613,0.00031188938090302091,6.6827129889075963e-07,4.6729696698112025e-09,1.7717460352245938e-09,9.5838783874992538e-09
2.1062626265864315e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3254070906246519,0.095731887544598229,9.1277306446604194e-06,0.0059904076866807389,0.015037684686849764,0.02070513033590805,0.011962056255360919,1.7637666427780688e-10,1.4366432312878746e-11,2.6715437327956369e-07,3.5086662890244554e-20,6.4895708713515208e-07,9.1375256221670535e-17,8.3619771543924317e-11,1.0022291537107278e-11,2.2385889471452567e-13,1.0193172196473447e-08,6.7995190340236285e-14,0.0048119604481583235,0.0064705533746029515,5.5678736076819459e-10,0.00039148625815975543,3.9891586172531256e-13,2.9587612193045163e-08,5.8080062481651493e-07,3.1126335988877156e-07,0.00017275949941644974,0.0003121062850250637,6.6846659495798419e-07,4.669260058972757e-09,1.7737459245923422e-09,9.5916023017482973e-09
2.108962749054699e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3254189065460617,0.095723273260045941,9.0309528163270974e-06,0.0059899482120738508,0.015041521560371076,0.020718751381279113,0.011971248396853788,1.7664514058849976e-10,1.4406857929461638e-11,2.6718645220812049e-07,3.520331712333822e-20,6.4917215249087228e-07,9.1538535773654696e-17,8.365378848265431e-11,1.0033317955832959e-11,2.2430248573409544e-13,1.0179299308027216e-08,6.821597054980753e-14,0.0048117021059444218,0.0064584984433628265,5.5572221583553789e-10,0.00039162728345491392,3.9978145931347826e-13,2.9655130745425021e-08,5.8193782398311088e-07,3.1078411276268093e-07,0.00017289821692153,0.00031232296953787568,6.6866090072977065e-07,4.6655606992754584e-09,1.7757451476794268e-09,9.599321439328152e-09
2.11139285927614e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32542950133509818,0.095715534534434821,8.9447244864998835e-06,0.0059895247363277518,0.015044957307807087,0.020730999576005302,0.011979517116111463,1.7688678513671946e-10,1.4443286455225508e-11,2.6721533797412601e-07,3.5308494358492889e-20,6.4936548251162528e-07,9.1685539323286871e-17,8.3684327951552335e-11,1.0043239030261511e-11,2.2470193365430011e-13,1.0166857673943467e-08,6.8415009077314638e-14,0.0048114696967671506,0.0064476888786483538,5.5476718180581633e-10,0.00039175403347527173,4.0056185562443095e-13,2.9715961197578426e-08,5.8296212210030193e-07,3.1035428296033995e-07,0.00017302298915569659,0.00031251779834079999,6.6883493284517078e-07,4.6622400187165812e-09,1.7775438784399129e-09,9.6062645792020491e-09
2.1138229694975808e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32544005881801302,0.095707809146835257,8.8593139476025165e-06,0.0059890918865052808,0.015048376604770503,0.020743237616563159,0.011987781846598008,1.7712844475324599e-10,1.4479758041557317e-11,2.6724423757267307e-07,3.5413850198667134e-20,6.4955859638840435e-07,9.1832592083613472e-17,8.3714795928330245e-11,1.0053157541882323e-11,2.2510158604060882e-13,1.0154457542203036e-08,6.861436635008855e-14,0.004811237381222834,0.0064369169347307563,5.5381554045875762e-10,0.0003918806203247487,4.0134353548742156e-13,2.9776851829399218e-08,5.8398719147714505e-07,3.0992586224127325e-07,0.00017314769174032113,0.00031271245020363179,6.6900816955394627e-07,4.6589276014121319e-09,1.7793420688643947e-09,9.6132038501602045e-09
2.1162530797190217e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32545057914185399,0.095700097050415739,8.7747135158939002e-06,0.0059886497115166108,0.015051779518872273,0.020755465528290926,0.011996042586220208,1.7737011947148832e-10,1.4516272671980841e-11,2.6727315088592682e-07,3.5519384737164323e-20,6.4975149471054356e-07,9.1979694047052956e-17,8.3745192696710201e-11,1.0063073488164877e-11,2.2550144273098331e-13,1.0142098769271771e-08,6.8814042472659343e-14,0.0048110051593295766,0.0064261824636400464,5.5286727792263025e-10,0.00039200704446714691,4.021264956050362e-13,2.9837802429597696e-08,5.8501302778137417e-07,3.0949884582437699e-07,0.00017327232467660321,0.00031290692557149537,6.6918061402483349e-07,4.6556234282933617e-09,1.7811397186444331e-09,9.6201392522800936e-09
2.1184401789183185e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32546001578342176,0.095693167489040318,8.6992594758111555e-06,0.0059882438212895727,0.015054828189858602,0.020766462009579215,0.012003473837955825,1.7758763965729407e-10,1.4549172628429866e-11,2.6729918449675536e-07,3.5614518685981608e-20,6.4992491938668779e-07,9.2112127876490295e-17,8.3772489138514684e-11,1.0071995644357412e-11,2.2586148829828946e-13,1.0131011117049754e-08,6.8994023685928914e-14,0.0048107962397124591,0.0064165533570465245,5.5201671910129245e-10,0.00039212068746290429,4.0283225161229174e-13,2.9892709068727901e-08,5.8593693261215167e-07,3.0911572778444496e-07,0.00017338443477083124,0.00031308180286637364,6.6933513929373216e-07,4.6526567054846981e-09,1.7827571409400441e-09,9.6263778063900092e-09
2.1206272781176153e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32546942255130074,0.095686248621858302,8.6244499549249825e-06,0.0059878304525533572,0.015057863694123076,0.020777450325348237,0.012010901853855503,1.7780517212637852e-10,1.4582107425200611e-11,2.6732522903574622e-07,3.5709797524002486e-20,6.5009817036602418e-07,9.2244601548633261e-17,8.379972833526846e-11,1.0080915718714933e-11,2.2622169910228433e-13,1.0119956745295191e-08,6.917426332836539e-14,0.0048105873959810846,0.0064069543768680423,5.5116887588600011e-10,0.0003922341993764679,4.0353903955480632e-13,2.9947663957253685e-08,5.8686145200093711e-07,3.0873373989458336e-07,0.00017349648845151454,0.00031325653788290395,6.694890276978406e-07,4.6496966310646632e-09,1.7843741248375669e-09,9.6326132268456903e-09
2.122814377316912e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32547879955161779,0.095679340415113806,8.5502794985766635e-06,0.005987409640591892,0.015060886080340306,0.020788430493917511,0.012018326632380276,1.780227169026036e-10,1.4615077050248587e-11,2.6735128441755952e-07,3.5805221319214934e-20,6.5027124807393913e-07,9.2377115057816046e-17,8.3826910491100409e-11,1.0089833709377519e-11,2.2658207502462883e-13,1.0108935550057648e-08,6.9354761476133241e-14,0.0048103786281491244,0.00639738541631107,5.5032373827436851e-10,0.00039234758054290664,4.0424685702825682e-13,3.0002666940995146e-08,5.877865827966592e-07,3.0835287869135627e-07,0.00017360848571930715,0.00031343113094326667,6.6964228152027291e-07,4.6467431910817847e-09,1.7859906701107814e-09,9.6388455136903568e-09
2.1247827665962793e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32548721348807924,0.095673132115915757,8.4840680164887666e-06,0.0059870245749369371,0.015063595052080055,0.020798305694876604,0.012025006163822034,1.7821851774340825e-10,1.4644779481005578e-11,2.6737474346141574e-07,3.5891226729489102e-20,6.5042687021450655e-07,9.2496411272031509e-17,8.3851325829391119e-11,1.0097858117873782e-11,2.2690655443306592e-13,1.0099044754526447e-08,6.9517430894122691e-14,0.0048101908020057723,0.0063887989305943397,5.4956541947593875e-10,0.00039244951208007345,4.0488477102594965e-13,3.0052210621024695e-08,5.8861972067566635e-07,3.0801106406862768e-07,0.00017370923502778852,0.00031358814359076282,6.6977966927332522e-07,4.6440907559980687e-09,1.7874451856456265e-09,9.6444518926456682e-09
2.1267511558756464e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3254956034753963,0.095666932399989107,8.4183658828042259e-06,0.0059866335343122454,0.015066293472685665,0.020808174324691415,0.012031683070613459,1.7841432858937627e-10,1.4674510104107432e-11,2.6739821115701873e-07,3.5977349659700045e-20,6.5058235265694023e-07,9.2615739745431928e-17,8.3875695276813163e-11,1.010588083570471e-11,2.272311674050921e-13,1.0089180672478124e-08,6.9680309818620488e-14,0.0048100030373622957,0.0063802365971670312,5.4880927689950237e-10,0.00039255133822561813,4.055235152507264e-13,3.010179302137275e-08,5.8945334896030645e-07,3.0767015674736791e-07,0.00017380993864269748,0.00031374504174797545,6.6991654651023573e-07,4.6414436733044629e-09,1.7888993455458354e-09,9.6500557334339008e-09
2.1287195451550135e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32550396959023598,0.095660741242975481,8.3531692150284041e-06,0.0059862365441973112,0.015068981377242874,0.020818036396617463,0.012038357351625222,1.7861014945758129e-10,1.4704268910752014e-11,2.6742168744253027e-07,3.6063590159390301e-20,6.5073769570858882e-07,9.2735100473795233e-17,8.3900018980424248e-11,1.0113901861505231e-11,2.2755591385429763e-13,1.0079343228586625e-08,6.9843398305125064e-14,0.0048098153342289408,0.006371698338879352,5.4805530332502703e-10,0.00039265305922182002,4.0616308794692156e-13,3.015141402936465e-08,5.9028746535509785e-07,3.073301542172942e-07,0.0001739105965643797,0.00031390182564825295,6.7005291487792332e-07,4.6388019328003549e-09,1.790353149645698e-09,9.6556570360786144e-09
2.1304910955064438e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32551147874581116,0.095655176499465006,8.2949212020439327e-06,0.0059858741872770103,0.015071391529020759,0.020826906665286402,0.012044361958559093,1.7878639682200802e-10,1.4731075926380723e-11,2.6744282339284895e-07,3.6141307171957824e-20,6.5087738552927532e-07,9.2842552703802552e-17,8.3921871323816582e-11,1.0121119336909257e-11,2.2784829971011769e-13,1.0070512242567404e-08,6.9990357164357736e-14,0.0048096464540086118,0.0063640344270787632,5.4737857565548582e-10,0.00039274451841545362,4.0673941027957158e-13,3.0196105853950439e-08,5.910385855657074e-07,3.0702492346566962e-07,0.00017400114962643867,0.00031404283366129803,6.7017521268241604e-07,4.6364289254807011e-09,1.791661268989131e-09,9.6606960383637206e-09
2.132262645857874e-05,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32551896868218161,0.095649618651360485,8.237076705960598e-06,0.0059855070503133101,0.015073793216519759,0.020835771642396098,0.012050364436868752,1.7896265233049831e-10,1.4757905757117444e-11,2.6746396620608939e-07,3.6219119492034549e-20,6.510169629145113e-07,9.2950031053767441e-17,8.3943686839827033e-11,1.0128335439661737e-11,2.2814079354936991e-13,1.0061702717848135e-08,7.0137485854209773e-14,0.0048094776236274322,0.0063563898978982415,5.4670359381588183e-10,0.00039283589280960122,4.0731640098795084e-13,3.0240828778432454e-08,5.9179009763669409e-07,3.0672042174184758e-07,0.00017409166567743507,0.00031418374948428187,6.702971008252908e-07,4.6340602296162949e-09,1.7929690998788085e-09,9.665732984783645e-09
