Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HX(19),CH2X(134),CHX(26),HOX(23),H2X(36),CXHO(27),OCX(21),H2OX(35),COX(37),CX(24),CO2X(34),HOCXO(25)
4.090713628533512e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.051487593972762619,0.096478866334398075,0.028135266975632192,1.1782377799885174e-05,0.0045115112618563805,0.0013929657181951584,1.8039837086822596e-05,2.460818344700082e-12,4.2432886136766872e-14,5.4429136374723607e-13,0.0,1.0865393492108727e-13,5.0478720023399905e-23,5.9794011136767238e-12,4.1070700736597758e-16,1.3592016785261194e-16,1.9757595830837595e-14,4.5656083742929257e-32,9.2108274085157595e-06,0.1369126293615357,1.136812472341862e-09,0.00098851167911125299,4.3060299420332509e-09,0.0012339459781028862,1.5140249751346685e-05,1.3298613405501451e-07,2.6871220241613353e-11,0.002248145865406686,4.3071147802362082e-07,1.7222479548227416e-09,4.5091789933272341e-10,1.1248453295257546e-09,5.8423101272836173e-13
4.093994410085429e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.051471871264384975,0.096476510253295983,0.028124769324367988,1.1809072722927113e-05,0.0045162275176992084,0.0013932031341902036,1.8065931777609054e-05,2.4633866651131853e-12,4.2486188640362525e-14,5.4448669591044475e-13,0.0,1.0865964124403803e-13,5.0591990445959659e-23,5.9868802868683565e-12,4.1094674194189013e-16,1.361197194657839e-16,1.9764114216727631e-14,4.5816169203997152e-32,9.2077898303594155e-06,0.13692629477542947,1.1368460129252863e-09,0.00098826305540265866,4.3054761257325986e-09,0.0012337208064477762,1.5142575822425007e-05,1.3296818339164287e-07,2.6877128650692263e-11,0.0022506773626054955,4.3103007471159658e-07,1.724212524758177e-09,4.5077236957213416e-10,1.1270495976074374e-09,5.8515193692042406e-13
4.0972751916373464e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.051456168963170151,0.096474154744294466,0.028114281993486083,1.1835800388435704e-05,0.0045209433012521746,0.0013934399582140437,1.8092033335635171e-05,2.4659551360121345e-12,4.2539489390663217e-14,5.4468184718660396e-13,0.0,1.0866532793314409e-13,5.0705404249302131e-23,5.9943608259419507e-12,4.1118612903990445e-16,1.3631932069961782e-16,1.9770624219556463e-14,4.5976661330627869e-32,9.2047560947341486e-06,0.13693994021643194,1.1368794125314715e-09,0.00098801461405531046,4.3049202237716171e-09,0.0012334952822748517,1.5144897137574535e-05,1.3295021513141178e-07,2.6883017511700346e-11,0.0022532085967697599,4.3134852241680929e-07,1.7261769130038299e-09,4.5062680540976145e-10,1.1292558810620175e-09,5.8607313592447563e-13
4.1005559731892635e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.051440487028724335,0.096471799806851208,0.028103804964105899,1.1862560795322249e-05,0.0045256586115458193,0.001393676191506724,1.8118141740205441e-05,2.4685237567651348e-12,4.2592788352906621e-14,5.4487681780238946e-13,0.0,1.0867099503766476e-13,5.0818961455423687e-23,6.0018427276911022e-12,4.1142516901978441e-16,1.3651897138692743e-16,1.9777125852785317e-14,4.6137560737980717e-32,9.2017261940451124e-06,0.13695356572447251,1.1369126715170381e-09,0.00098776635495926397,4.3043622444313586e-09,0.0012332694073418553,1.5147213706810978e-05,1.3293222936680995e-07,2.6888886866879511e-11,0.0022557395667133799,4.3166682128440567e-07,1.7281411185918462e-09,4.5048120760622e-10,1.1314641790712883e-09,5.8699460880113612e-13
4.1038367547411806e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.051424825420762384,0.096469445440424781,0.028093338217396398,1.1889353942477561e-05,0.0045303734476147776,0.0013939118353053712,1.8144256970663353e-05,2.4710925267419438e-12,4.2646085492443881e-14,5.4507160798412482e-13,0.0,1.0867664260672333e-13,5.0932662086246551e-23,6.009325988916056e-12,4.1166386224177192e-16,1.3671867136087339e-16,1.9783619129850248e-14,4.6298868041414548e-32,9.1987001207178775e-06,0.13696717133937311,1.1369457902375656e-09,0.00098751827800434172,4.3038021959679179e-09,0.001233043183401281,1.514952554011094e-05,1.3291422618997556e-07,2.6894736758394613e-11,0.0022582702712546985,4.3198497145942761e-07,1.7301051405578816e-09,4.503355769191328e-10,1.1336744908170233e-09,5.8791635461233163e-13
4.107117536293098e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.051409184099107448,0.096467091644474395,0.028082881734575908,1.1916179828772039e-05,0.004535087808497775,0.001394146890844202,1.8170379006391335e-05,2.4736614453138669e-12,4.2699380774739306e-14,5.452662179577822e-13,0.0,1.086822706893076e-13,5.1046506163618943e-23,6.016810606423688e-12,4.1190220906658196e-16,1.3691842045496311e-16,1.9790104064162217e-14,4.6460583856487163e-32,9.1956778671983414e-06,0.13698075710084831,1.1369787690476422e-09,0.00098727038308012724,4.3032400866153774e-09,0.0012328166122003868,1.5151832647424882e-05,1.328962056927014e-07,2.690056722835159e-11,0.0022608007092164901,4.3230297308681242e-07,1.7320689779410887e-09,4.5018991410310399e-10,1.1358868154809669e-09,5.8883837242042607e-13
4.110398317845015e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.05139356302369058,0.096464738418460094,0.028072435496911994,1.1943038453055726e-05,0.0045398016932376092,0.0013943813593545315,1.8196507826810686e-05,2.4762305118537576e-12,4.2752674165370084e-14,5.4546064794898149e-13,0.0,1.0868787933427044e-13,5.1160493709315262e-23,6.0242965770274933e-12,4.1214020985539814e-16,1.3711821850305017e-16,1.9796580669107117e-14,4.6622708798954976e-32,9.1926594259526679e-06,0.13699432304850584,1.1370116083008653e-09,0.00098702267007596146,4.3026759245854388e-09,0.0012325896954812076,1.5154135038680141e-05,1.3287816796643683e-07,2.690637831879535e-11,0.0022633308794259449,4.3262082631139313e-07,1.7340326297841118e-09,4.5004421990967639e-10,1.1381011522448462e-09,5.8976066129023561e-13
4.116959880948849e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.051362381451832112,0.096460033674083637,0.028051573682368779,1.1996853910889685e-05,0.0045492280304792439,0.001394848540200516,1.8248785739602962e-05,2.4813690863365436e-12,4.285925513450899e-14,5.4584896888473729e-13,0.0,1.0869903850607167e-13,5.1388899292409687e-23,6.0392725648105673e-12,4.1261517477208612e-16,1.3751796079835843e-16,1.9809508944314577e-14,4.6948188530090408e-32,9.1866339502484059e-06,0.13702139566026728,1.1370768695462024e-09,0.00098652778938396646,4.3015414752292623e-09,0.0012321348324301222,1.5158725712601452e-05,1.328420411910241e-07,2.6917942529020789e-11,0.0022683904119186137,4.3325608813094695e-07,1.7379593730375844e-09,4.4975274038161262e-10,1.142535858799251e-09,5.9160604848193312e-13
4.123521444052683e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.051331280386780496,0.096455331202990935,0.028030752624884994,1.2050800306375222e-05,0.004558652451763014,0.0013953133876361571,1.8301090545186888e-05,2.4865082452038694e-12,4.2965828126726326e-14,5.4623657258935169e-13,0.0,1.0871012051026676e-13,5.1617879008255155e-23,6.0542539269050343e-12,4.1308875989048919e-16,1.3791789692453486e-16,1.9822404062060991e-14,4.7275312164824002e-32,9.180623633737301e-06,0.1370483894893951,1.1371415767826441e-09,0.00098603363503839262,4.300398913149415e-09,0.001231678608080338,1.5163297640807473e-05,1.3280584658851484e-07,2.6929429724218085e-11,0.002273448859438169,4.3389075807467122e-07,1.7418853627290259e-09,4.4946114428665252e-10,1.1469786039338182e-09,5.934525087385038e-13
4.1300830071565175e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.051300259511833785,0.096450631000889631,0.028009972176355976,1.2104877629586476e-05,0.0045680749495765789,0.0013957759114084051,1.8353422080328603e-05,2.4916479834937796e-12,4.3072392870677884e-14,5.4662346085519651e-13,0.0,1.0872112573286382e-13,5.1847433028406423e-23,6.0692406380556178e-12,4.1356096811645795e-16,1.3831802556482903e-16,1.9835266128537328e-14,4.7604084636305149e-32,9.1746284168717087e-06,0.13707530484893882,1.1372057328035885e-09,0.00098554020614559758,4.2992483032424246e-09,0.0012312210361814027,1.5167850901846678e-05,1.3276958487828139e-07,2.694084023856252e-11,0.0022785062127600487,4.3452483729747916e-07,1.7458105913245372e-09,4.4916943752828739e-10,1.1514293811020415e-09,5.9530003463841261e-13
4.136644570260352e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.051269318511982701,0.096445933063499537,0.027989232189448647,1.2159085870278063e-05,0.0045774955164714602,0.001396236121218613,1.8405780182412063e-05,2.4967882962686542e-12,4.317894909680071e-14,5.4700963546907419e-13,0.0,1.0873205455775445e-13,5.2077561523253164e-23,6.0842326731115214e-12,4.1403180236288095e-16,1.3871834540798852e-16,1.9848095249538942e-14,4.793451088081332e-32,9.1686482404219082e-06,0.13710214205027202,1.13726934038687e-09,0.00098504750180834831,4.2980897100529794e-09,0.0012307621304005326,1.5172385573885982e-05,1.3273325677433574e-07,2.695217440525732e-11,0.0022835624627292857,4.3515832695260195e-07,1.7497350513452755e-09,4.4887762596207053e-10,1.1558881837574218e-09,5.971486187874225e-13
4.143206133364186e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.051238457073899027,0.096441237386552484,0.027968532517596196,1.221342501788715e-05,0.0045869141450626157,0.0013966940267228153,1.8458164689437528e-05,2.5019291786150874e-12,4.3285496537304536e-14,5.4739509821223406e-13,0.0,1.0874290736672864e-13,5.2308264662025393e-23,6.0992300070259518e-12,4.1450126554953263e-16,1.3911885514824529e-16,1.9860891530467352e-14,4.8266595837742232e-32,9.1626830454739122e-06,0.13712890140310321,1.1373324022948575e-09,0.00098455552112590027,4.2969231977754523e-09,0.0012303019043230286,1.517690173471307e-05,1.3269686298537443e-07,2.69634325565329e-11,0.0022886176002601282,4.3579122819157839e-07,1.7536587353671681e-09,4.4858571539589907e-10,1.1603550053535636e-09,5.9899825381857304e-13
4.14976769646802e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.051207674885924516,0.096436543965792404,0.027947873014992977,1.2267895061535446e-05,0.004596330828028003,0.0013971496375319926,1.851057544002006e-05,2.5070706256437526e-12,4.3392034926163457e-14,5.4777985086039004e-13,0.0,1.0875368453948923e-13,5.2539542612798767e-23,6.1142326148556607e-12,4.1496936060292608e-16,1.3951955348530135e-16,1.9873655076332036e-14,4.8600344449584583e-32,9.1567327734273926e-06,0.13715558321548724,1.1373949212745504e-09,0.0009840642631940772,4.2957488302553868e-09,0.0012298403714526816,1.5181399461738712e-05,1.3266040421482276e-07,2.6974615023645662e-11,0.0022936716163356741,4.3642354216424824e-07,1.7575816360206304e-09,4.482937115902905e-10,1.1648298393442723e-09,6.0084893239213155e-13
4.162890822675689e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.051146347021956334,0.09642716387586879,0.02790667393808844,1.2377227791870746e-05,0.0046151583281059247,0.0013980540132854486,1.861547502938176e-05,2.5173551943101696e-12,4.3605083493617094e-14,5.4854723294695965e-13,0.0,1.0877501348482556e-13,5.3003823616909823e-23,6.1442535530029773e-12,4.1590145804884455e-16,1.4032151077589095e-16,1.9899084380957485e-14,4.9272852423387503e-32,9.1448767651938136e-06,0.13720871544292684,1.1375183413607417e-09,0.00098308391194888169,4.2933767831338561e-09,0.0012289134389434056,1.5190339922155641e-05,1.325872945165573e-07,2.6996754225528646e-11,0.0023037762483954665,4.3768641290153026e-07,1.7654250580148144e-09,4.4770944706759265e-10,1.1738035183261977e-09,6.0455339094336399e-13
4.176013948883358e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.051085332459795581,0.09641779275991938,0.027865633807322342,1.2487083968023856e-05,0.0046339779593731513,0.0013989493244757414,1.8720477671656394e-05,2.527641963630242e-12,4.3818092705928847e-14,5.4931179582440402e-13,0.0,1.087960443901736e-13,5.3470405857301552e-23,6.1742952900610083e-12,4.16828118242018e-16,1.4112420698625327e-16,1.9924383995714111e-14,4.9952074403567832e-32,9.1330797531135935e-06,0.13726154116436454,1.1376396223176122e-09,0.00098210644077359075,4.2909740725315026e-09,0.0012279814392880957,1.5199207566965934e-05,1.3251393320317834e-07,2.7018594641437384e-11,0.0023138762881368779,4.3894694832899277e-07,1.7732652594504868e-09,4.4712487754106173e-10,1.1828091683413012e-09,6.0826193626611823e-13
4.1891370750910274e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.051024628765179526,0.0964084305843248,0.027824751483139433,1.2597463491814324e-05,0.0046527896654789966,0.0013998356463955717,1.8825582097742875e-05,2.5379308953436622e-12,4.4031060497566873e-14,5.5007355350083406e-13,0.0,1.0881678021944397e-13,5.3939290637552839e-23,6.2043576301647666e-12,4.1774936482240054e-16,1.4192763190951437e-16,1.9949554746736564e-14,5.0638050040082894e-32,9.1213412794662905e-06,0.13731406278580524,1.1377587855774375e-09,0.0009811318423189482,4.2885411968043636e-09,0.0012270444776237379,1.5208003002107983e-05,1.3244032571675309e-07,2.704013888626024e-11,0.002323971665866727,4.4020515758360443e-07,1.7811021833043493e-09,4.4654004741737411e-10,1.1918467370368944e-09,6.1197451061829875e-13
4.2022602012986965e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.050964233529523756,0.096399077315654738,0.027784025837685088,1.2708366260203919e-05,0.0046715933910410961,0.0014007130536417981,1.8930787048230814e-05,2.5482219515635682e-12,4.424398483043831e-14,5.5083251989737941e-13,0.0,1.0883722390448368e-13,5.4410479243271057e-23,6.2344403790623422e-12,4.1866522152400756e-16,1.4273177542497878e-16,1.9974597454048822e-14,5.1330819031020864e-32,9.1096608913544891e-06,0.13736628268782303,1.1378758523355535e-09,0.00098016010918792248,4.2860786488680883e-09,0.0012261026578216289,1.5216726827697696e-05,1.3236647741912574e-07,2.706138955921573e-11,0.0023340623129590537,4.4146104977459467e-07,1.7889357733984674e-09,4.4595500037153638e-10,1.2009161720725555e-09,6.1569105668917634e-13
4.228506453714035e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.050844358927144444,0.096380397366302564,0.027703040129128029,1.2931741094709101e-05,0.0047091766837694922,0.0014024414190698072,1.9141493532925118e-05,2.5688102878194416e-12,4.4669695103145133e-14,5.5234213410354558e-13,0.0,1.0887724641148331e-13,5.5359772984659369e-23,6.2946663342115057e-12,4.2048086067080025e-16,1.4434217817789221e-16,2.0024301987399286e-14,5.2736896106313793e-32,9.0864725838866177e-06,0.13746982673071176,1.1381037799606371e-09,0.00097822520908310358,4.2810664811067565e-09,0.0012242048530364188,1.5233962021973378e-05,1.3221807944441335e-07,2.7103020507912384e-11,0.0023542291459958723,4.4396591926297079e-07,1.8045927317701225e-09,4.4478442660707622e-10,1.219150431880721e-09,6.2313583689225361e-13
4.252128080887839e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0507375030656778,0.096363615542013781,0.027630677752190743,1.3134566811336458e-05,0.0047429738175432893,0.0014039671941638568,1.9331460724854486e-05,2.5873466836904803e-12,4.5052665826055641e-14,5.5369137860620821e-13,0.0,1.0891229630532407e-13,5.622202897003329e-23,6.3489375757101548e-12,4.2209674238718677e-16,1.4579389845834709e-16,2.0068606261149533e-14,5.4025997966025766e-32,9.0657973127627067e-06,0.13756200786179223,1.1383019526699389e-09,0.0009764935232889155,4.2764588863554461e-09,0.0012224812304662978,1.5249234695692809e-05,1.3208374988650883e-07,2.7139510099780772e-11,0.0023723624499457298,4.4621246825458229e-07,1.8186720462686837e-09,4.4373059181775237e-10,1.2356697238632742e-09,6.298491561927852e-13
4.275749708061643e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.050631610291497771,0.096346862064745062,0.027558805992627795,1.3339086022494246e-05,0.0047767442759616271,0.0014054652148862879,1.9521734467158077e-05,2.6058893904080859e-12,4.5435465272827982e-14,5.5503179194300591e-13,0.0,1.0894644382707103e-13,5.7091768539493729e-23,6.4032719929253403e-12,4.2369553384385889e-16,1.4724779347095604e-16,2.0112508152530817e-14,5.5337729828324646e-32,9.0453034091641791e-06,0.13765324731700093,1.1384936518180801e-09,0.00097477100415327531,4.2717625757384574e-09,0.0012207434264142778,1.5264284428458523e-05,1.3194871995797968e-07,2.717508822370177e-11,0.002390479406950237,4.4845165034064481e-07,1.8327397234239504e-09,4.4267670090291106e-10,1.2522914496485286e-09,6.365744721272152e-13
4.2993713352354475e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.050526667442992855,0.096330136746190065,0.027487418676035279,1.3545297959671039e-05,0.0048104877693885412,0.0014069358921669545,1.9712307758784118e-05,2.6244382000166695e-12,4.5818082515421349e-14,5.5636345222537801e-13,0.0,1.0897970497085828e-13,5.7968998562206775e-23,6.4576685094538168e-12,4.2527737628878016e-16,1.48703807247368e-16,2.0156012229819694e-14,5.6672324890464118e-32,9.024988398067858e-06,0.13774355810307842,1.1386789928239773e-09,0.00097305760709225152,4.2669802333465569e-09,0.0012189920025370831,1.5279114518396482e-05,1.3181301819647271e-07,2.7209769469644838e-11,0.0024085796539012197,4.5068351762095716e-07,1.8467954650335666e-09,4.4162298324646487e-10,1.2690153047991662e-09,6.4331146586127523e-13
4.322992962409252e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0504226616025805,0.096313439399924164,0.027416509739130984,1.3753201808165162e-05,0.0048442040173714814,0.0014083796302470249,1.9903173696407337e-05,2.642992908181987e-12,4.6200506893450014e-14,5.5768643669282387e-13,0.0,1.0901209542662591e-13,5.8853725731426354e-23,6.5121260647213856e-12,4.2684241162151381e-16,1.5016188468698738e-16,2.0199123001220597e-14,5.8030016817650277e-32,9.0048498502864411e-06,0.13783295298506479,1.1388580888413581e-09,0.00097135328718397939,4.2621144898324263e-09,0.0012172275081875259,1.5293728207693914e-05,1.3167667239637634e-07,2.7243568262132611e-11,0.0024266628380152982,4.5290812189207161e-07,1.8608389810891938e-09,4.405696612260046e-10,1.2858409852249645e-09,6.5005982296599858e-13
4.346614589583056e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.050319580091086322,0.096296769841381483,0.027346073227180401,1.3962796708172934e-05,0.0048778927484239521,0.0014097968268151485,2.0094325473464089e-05,2.6615533141239219e-12,4.6582728009502956e-14,5.5900082172241215e-13,0.0,1.090436305871991e-13,5.9745956567401117e-23,6.5666436137328574e-12,4.2839078231985597e-16,1.5162197154807129e-16,2.024184491578108e-14,5.9411039734498143e-32,8.9848853814129832e-06,0.13792144449186214,1.1390310508080292e-09,0.00096965799920243224,4.2571679232582437e-09,0.0012154504806384922,1.530812868374056e-05,1.3153970963029482e-07,2.7276498860223363e-11,0.002444728616633916,4.551255146453074e-07,1.8748699896218878e-09,4.3951695036676016e-10,1.3027681872311871e-09,6.5681923338532846e-13
4.37023621675686e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.050217410462279642,0.096280127887831995,0.027276103291495688,1.4174081755858016e-05,0.0049115536998137173,0.0014111878731400173,2.0285756379182923e-05,2.6801192205505887e-12,4.6964735724521582e-14,5.6030668283817281e-13,0.0,1.0907432555515889e-13,6.0645697420238416e-23,6.6212201268263021e-12,4.2992263136873714e-16,1.5308401443877502e-16,2.0284182364288025e-14,6.0815628216599382e-32,8.9650926507949728e-06,0.13800904492164354,1.1391979874939075e-09,0.00096797169764945967,4.2521430599429094e-09,0.0012136614453035672,1.5322319080261823e-05,1.3140215626958352e-07,2.7308575357660811e-11,0.0024627766570264609,4.5733574706454351e-07,1.8888882165486493e-09,4.3846505949256171e-10,1.3197966075641249e-09,6.6358939140504743e-13
4.3938578439306645e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.050116140497557075,0.09626351335835906,0.027206594187003445,1.4387056004402441e-05,0.0049451866173563395,0.0014125531541995568,2.0477459797611434e-05,2.6986904335937283e-12,4.7346520153234234e-14,5.6160409472042542e-13,0.0,1.0910419514952299e-13,6.1552954472726761e-23,6.6758545894314828e-12,4.3143810219139038e-16,1.5454796080815594e-16,2.0326139680149307e-14,6.2244017282197374e-32,8.945469360535894e-06,0.13809576634711518,1.1393590055479274e-09,0.00096629433678511675,4.2470423752921542e-09,0.0012118609159543791,1.5336302478402609e-05,1.31264038004468e-07,2.7339811683011591e-11,0.0024808066361963993,4.5953887002475922e-07,1.9028933955221724e-09,4.3741419087543584e-10,1.3369259434565669e-09,6.7036999561973282e-13
4.417479471104469e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.050015758200774196,0.096246926073837086,0.027137540269881483,1.4601718465038898e-05,0.0049787912552140242,0.0014138930488067126,2.0669429206639693e-05,2.7172667627453874e-12,4.7728071659649783e-14,5.6289313121502075e-13,0.0,1.0913325391222511e-13,6.2467733743116131e-23,6.7305460018324877e-12,4.3293733858275944e-16,1.560137589371404e-16,2.0367721140257834e-14,6.3696442383973188e-32,8.9260132545245774e-06,0.13818162062063266,1.1395142095437396e-09,0.00096462587065637261,4.2418682946171034e-09,0.0012100493949345921,1.5350081907771239e-05,1.311253798635043e-07,2.7370221599845295e-11,0.0024988182406904952,4.6173493409089076e-07,1.9168852677833568e-09,4.3636454038281142e-10,1.3541558926721574e-09,6.7716074889662916e-13
4.441101098278273e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.049916251793218618,0.096230365856909458,0.027068935995261292,1.4818068108064877e-05,0.0050123673756995602,0.0014152079297319814,2.0861658177020537e-05,2.7358480207958521e-12,4.810938085260933e-14,5.6417386534249441e-13,0.0,1.0916151611439637e-13,6.3390041087856903e-23,6.7852933789344543e-12,4.3442048464508357e-16,1.5748135792946177e-16,2.0408930965838733e-14,6.5173139400938785e-32,8.9067221174913785e-06,0.1382666193791782,1.1396637020242633e-09,0.00096296625312427479,4.236623193957688e-09,0.001208227373370606,1.5363660347494457e-05,1.3098620623207727e-07,2.7399818707134096e-11,0.0025168111664110437,4.6392398951623514e-07,1.9308635820146041e-09,4.353162976214448e-10,1.3714861535466322e-09,6.8396135834305899e-13
4.464722725452077e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.049817609708719048,0.096213832531966831,0.027000775914993856,1.5036103863838831e-05,0.0050459147490851735,0.0014164981638227856,2.1054140371387235e-05,2.7544340237728112e-12,4.8490438581396035e-14,5.6544636930713129e-13,0.0,1.0918899576245999e-13,6.4319882204297964e-23,6.8400957500342733e-12,4.3588768472559147e-16,1.5895070770257482e-16,2.044977332328028e-14,6.6674344630437047e-32,8.8875937740896431e-06,0.13835077404920235,1.1398075835452233e-09,0.00096131543788972743,4.2313094008875575e-09,0.0012063953313790187,1.5377040727225905e-05,1.308465408706022e-07,2.7428616439617533e-11,0.0025347851184310813,4.6610608624165678e-07,1.9448280941962192e-09,4.3426964608008008e-10,1.3889164250291402e-09,6.9077153527325268e-13
4.4883443526258814e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.049719820588885556,0.096197325925125504,0.026933054675476398,1.525582462375874e-05,0.0050794331534161361,0.0014177641121198184,2.1246869543269497e-05,2.7730245908816877e-12,4.8871235931402293e-14,5.6671071450594088e-13,0.0,1.0921570660405393e-13,6.5257262633344629e-23,6.8949521585951569e-12,4.3733908335622232e-16,1.6042175897855226e-16,2.0490252324947595e-14,6.8200294780245704e-32,8.8686260880015931e-06,0.13843409585133723,1.1399459527176168e-09,0.00095967337851796944,4.2259291953002764e-09,0.0012045537382708834,1.5390225928092397e-05,1.307064069322191e-07,2.7456628068115758e-11,0.0025527398108125413,4.68281273895222e-07,1.9587785674659154e-09,4.33224763269842e-10,1.4064464067231118e-09,6.9759099516698546e-13
4.511965979799686e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.049622873278477093,0.096180845864206416,0.026865767015538264,1.5477229241223309e-05,0.0051129223743289903,0.0014190061299704439,2.1439839536108383e-05,2.7916195444471518e-12,4.9251764219854622e-14,5.6796697153754971e-13,0.0,1.0924166213378816e-13,6.6202187762076683e-23,6.9498616620250196e-12,4.387748251953616e-16,1.6189446327496863e-16,2.0530372029981291e-14,6.9751226960784545e-32,8.8498169610686795e-06,0.13851659580498343,1.1400789062490825e-09,0.00095804002846167969,4.2204848102097453e-09,0.0012027030527528011,1.5403218783681359e-05,1.3056582697944258e-07,2.7483866700157799e-11,0.0025706749664272969,4.704496017910408e-07,1.9727147719785158e-09,4.321818208610278e-10,1.4240757989233415e-09,7.044194576349928e-13
4.53558760697349e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.049526756820892907,0.09616439217871392,0.026798907764384244,1.5700316532575933e-05,0.0051463822048742934,0.0014202245671392343,2.1633044282270658e-05,2.8102187098557675e-12,4.9632014991596084e-14,5.6921521021101387e-13,0.0,1.0926687559883703e-13,6.7154662826327392e-23,7.0048233314586528e-12,4.4019505497158763e-16,1.6336877289577768e-16,2.0570136445083996e-14,7.1327378677425097e-32,8.8311643324448253e-06,0.1385982847327748,1.1402065389843798e-09,0.00095641534108283825,4.2149784325344914e-09,0.001200843723124861,1.5416022081001608e-05,1.3042482300062524e-07,2.7510345280603225e-11,0.0025885903167811078,4.7261111892893577e-07,1.9866364847686641e-09,4.3114098481877901e-10,1.4418043026533254e-09,7.1125664639081997e-13
4.559209234147294e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.049431460453783771,0.096147964699815083,0.026732471839593624,1.592508527803169e-05,0.0051798124453437339,0.0014214197679157225,2.1826477802062893e-05,2.828821915499764e-12,5.0011980014926021e-14,5.7045549955455173e-13,0.0,1.0929136000437144e-13,6.8114692913222883e-23,7.059836251543558e-12,4.4159991742931716e-16,1.6484464092218659e-16,2.0609549525289889e-14,7.292898782290144e-32,8.8126661777718528e-06,0.13867917326492463,1.1403289439449091e-09,0.00095479926967352309,4.2094122038457865e-09,0.0011989761874754562,1.5428638561321738e-05,1.3028341642611676e-07,2.7536076592007364e-11,0.0026064856018404143,4.7476587399481862e-07,2.0005434896173072e-09,4.3010241553676437e-10,1.4596316197030366e-09,7.1810228920205209e-13
4.5828308613210984e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.049336973604779268,0.096131563260319325,0.026666454245173016,1.6151534222587579e-05,0.0052132129031015051,0.0014225920712194621,2.202013420274591e-05,2.8474289927219055e-12,5.039165127749707e-14,5.7168790782419232e-13,0.0,1.0931512811883738e-13,6.9082282963683615e-23,7.1148995202293615e-12,4.4298955727630972e-16,1.6632202120353206e-16,2.0648615174717512e-14,7.4556292669820796e-32,8.7943205083774024e-06,0.13875927184345774,1.1404462123671291e-09,0.00095319176747551049,4.2037882211417904e-09,0.0011971008738730206,1.5441070921080505e-05,1.301416281432477e-07,2.7561073255419287e-11,0.0026243605698619602,4.7691391535988388e-07,2.0144355769176675e-09,4.2906626796691778e-10,1.4775574526621365e-09,7.2495611784752914e-13
4.606452488494903e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.049243285887327598,0.096115187694658086,0.026600850069661258,1.6379662076916237e-05,0.0052465833924197876,0.0014237418107024714,2.2214007677549942e-05,2.8660397757614315e-12,5.0771020982269045e-14,5.7291250251234337e-13,0.0,1.0933819247908703e-13,7.0057437774887374e-23,7.1700122485608367e-12,4.4436411913308548e-16,1.6780086834816567e-16,2.0687337247314783e-14,7.6209531863272823e-32,8.7761253704937076e-06,0.1388385907263302,1.1405584337402048e-09,0.00095159278769873146,4.1981085376208637e-09,0.0011952182005547135,1.545332181284889e-05,1.2999947851120147e-07,2.7585347731352686e-11,0.0026422149772252,4.7905529108059002e-07,2.0283125435439351e-09,4.280326917481052e-10,1.4955815049533999e-09,7.3181786810574675e-13
