Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24),CHOX(53),COX(50)
6.649310165217266e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999972,0.11866996602996265,0.022821567693054223,3.3072802297129392e-98,7.8574907438717289e-63,5.6732386390189613e-36,4.4568567903887593e-74,1.2703326159894562e-51,4.6270193977523842e-118,6.7613944649651153e-22,8.2962959598128825e-105,6.7613944649623787e-22,2.0290265921507685e-71,1.4073365766589871e-66,4.4779426309965125e-99,2.7057800796833433e-100,1.0511669004116639e-50,6.2440073845929744e-84,2.6814725642086121e-15,1.2892758379774161e-16,4.9695656265497606e-20,4.9695657388361774e-20,5.6133241122628184e-28,7.8518951407338387e-32,1.1213861353005871e-36,3.6484628499757167e-32,1.577845671887131e-61,2.041214890448802e-49,8.0300660231994301e-89,1.722854777715236e-90,3.9637748543137733e-89
1.3304397315808308e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999437,0.11866996602995997,0.022821567693054157,7.907500376640028e-96,1.2582663960881238e-61,2.7096062749708286e-35,2.9177238875113815e-72,1.0172963564213629e-50,1.2115201796724249e-115,1.3528663295238752e-21,5.3178357878456232e-103,1.3528663295227804e-21,3.2499687302993551e-70,2.2536617921536455e-65,5.8626380470667749e-97,3.5424770873192092e-98,8.4132166412221879e-50,2.0003249400339136e-82,5.3652748178718691e-15,2.5796718113483488e-16,9.9434487477003513e-20,9.943449197170072e-20,2.2464782265976889e-27,6.2854676646184056e-31,9.1766534353459943e-36,1.4598692816143311e-31,5.165504641826644e-60,1.9328190683658568e-48,9.5983635215945883e-87,2.2569179404581335e-88,5.1894762960143756e-87
2.6614571616990393e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998876,0.1186699660299546,0.022821567693054028,1.7976882128324336e-93,2.0131480334115734e-60,1.4352381333884782e-34,1.9475827242806881e-70,8.1424936622312693e-50,3.2340504254293111e-113,2.7063200955799452e-21,3.4060432086219441e-101,2.7063200955755637e-21,5.2027723640318512e-69,3.6057255873952663e-64,7.8254758044571403e-95,4.7285144085451563e-96,6.7291160416250467e-49,6.4046299305760888e-81,1.0732879325193394e-14,5.1604637580901131e-16,1.9891214652736994e-19,1.9891216451452727e-19,8.9863249034438534e-27,5.0289680343423777e-30,7.6621050391931708e-35,5.8376474163550987e-31,1.7245034356728422e-58,2.0246126871385512e-47,1.0908072834438899e-84,3.0140998564340741e-86,6.9269363728805359e-85
5.3234920219354563e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997749,0.11866996602994385,0.022821567693053772,3.8363987683393705e-91,3.2179942759158672e-59,8.5484870671922762e-34,1.3480062570175382e-68,6.5156440445916649e-49,8.9501277236901685e-111,5.4132276276974513e-21,2.1807089574967865e-99,5.4132276276799224e-21,8.3266938323857679e-68,5.7637113844222602e-63,1.0829799927606949e-92,6.5438658720357243e-94,5.3779023568513699e-48,2.0500560492118651e-79,2.1468088339816485e-14,1.0322047651573231e-15,3.97867451137522e-19,3.9786752311796354e-19,3.5931050217842716e-26,4.0218334923882438e-29,6.6393476705767285e-34,2.3324589168873188e-30,5.9712488000386442e-57,2.3839957648832957e-46,1.1635957343135821e-82,4.173970383065784e-84,9.5862967559749366e-83
1.0647561742408291e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995501,0.11866996602992239,0.022821567693053255,7.7446861406454525e-89,5.1368588926100847e-58,5.6616238775405334e-33,9.9217087414571826e-67,5.2131743023738566e-48,2.633319672251573e-108,1.0827042691953934e-20,1.3959228411021658e-97,1.0827042691883811e-20,1.3324515197154946e-66,9.2005496438549836e-62,1.5935183536695296e-90,9.6287743572780549e-92,4.2925042442201806e-47,6.5610978612254362e-78,4.2938506368982856e-14,2.0645215438537819e-15,7.9577800639551105e-19,7.9577829450126844e-19,1.4357532915516961e-25,3.2144090573626131e-28,6.1244243318698234e-33,9.3068366702083178e-30,2.1994250953001039e-55,3.1280402101802464e-45,1.1741818808464326e-80,6.1473599047748114e-82,1.4105467533143477e-80
2.129570118335396e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319990999,0.11866996602987945,0.022821567693052221,1.5340267086006161e-86,8.1792827065504966e-57,4.0527757348697959e-32,8.0006887085839046e-65,4.1708020290292495e-47,8.4863196158044802e-106,2.1654672820552778e-20,8.9347652553486432e-96,2.1654672820272272e-20,2.1320663248228444e-65,1.4649719533403923e-60,2.5684389337360428e-88,1.5519693919590575e-89,3.4179162045193374e-46,2.0996977812641196e-76,8.5879342426996336e-14,4.1291551012460416e-15,1.5915989010622878e-18,1.5916000548127288e-18,5.730440911976548e-25,2.5662841444789925e-27,6.1958035963454079e-32,3.7040136388478895e-29,8.8785420113655939e-54,4.449802767532331e-44,1.1627678289735901e-78,9.9205161562917239e-80,2.2735244056799312e-78
4.2591980065245295e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319981995,0.11866996602979356,0.022821567693050156,3.1260084467687437e-84,1.2960189884906097e-55,3.0427030409967559e-31,7.2203373353485078e-63,3.3367449722374742e-46,3.0604295927857949e-103,4.3309933078093976e-20,5.7185219027546017e-94,4.3309933076971923e-20,3.4114195672735578e-64,2.3212460665328706e-59,4.6327729909434802e-86,2.7993349255104738e-87,2.7087509864608737e-45,6.7192640147173491e-75,1.7176101454174625e-13,8.2584222160279301e-15,3.1832398269994981e-18,3.1832444522759436e-18,2.2820417458725175e-24,2.0445432188167272e-26,7.0179480509844732e-31,1.4667497326243702e-28,4.0116402930711416e-52,6.6568506042598358e-43,1.1849005730006976e-76,1.7918164962346987e-77,4.100825756740734e-76
8.518453782902797e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319963993,0.11866996602962179,0.022821567693046028,6.7363516062519445e-82,2.0340904479152781e-54,2.3403166900582701e-30,7.2765295345999461e-61,2.6694346155471899e-45,1.2326503919551451e-100,8.6620453594550415e-20,3.6599375472893565e-92,8.6620453590062156e-20,5.4583567195500543e-63,3.6431035088446386e-58,9.332216943716131e-84,5.6389538378575864e-85,2.1270892673533871e-44,2.1501993905728082e-73,3.4352435876613789e-13,1.6516956445581201e-14,6.3665182252922963e-18,6.3665368070301161e-18,9.0478141897984288e-24,1.6221643652319286e-25,8.8728739854786347e-30,5.7512635852900482e-28,2.0237974504422722e-50,1.022149356755184e-41,1.2770354032095399e-74,3.613698013664022e-75,8.2606641152558007e-74
1.7036965335659331e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319927989,0.11866996602927826,0.02282156769303777,1.5297433687984713e-79,3.1345844663317275e-53,1.8128726847672505e-29,7.9756802415797629e-59,2.1355588236944153e-44,5.4013395114269791e-98,1.7324149463295946e-19,2.3423822064676652e-90,1.7324149461500643e-19,8.733421968623792e-62,5.6138962159886642e-57,2.0449544742000254e-81,1.2356546224971956e-82,1.6410872048699356e-43,6.8806806313318909e-72,6.870510471944885e-13,3.3034024904645744e-14,1.2733061207581373e-17,1.2733136162856374e-17,3.556351442033625e-23,1.2766633885886459e-24,1.218893425054753e-28,2.2128316083519238e-27,1.110020476684876e-48,1.5826525441559691e-40,1.450341038576572e-72,7.9251721127268028e-73,1.8101454105411541e-71
3.40739884411724e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319855979,0.1186699660285912,0.022821567693021252,3.5770487822028179e-77,4.669224952342835e-52,1.3934603522383482e-28,9.1574628124560318e-57,1.7084445931674273e-43,2.4801249532254296e-95,3.4648357673176229e-19,1.4991258799599173e-88,3.4648357665994995e-19,1.3973461363172194e-60,8.3617418219255119e-56,4.6949492323838792e-79,2.8368987553519012e-80,1.2253225940441509e-42,2.2018161233517852e-70,1.3741044239694583e-12,6.6068161822607263e-14,2.5466091915213142e-17,2.5466396524223504e-17,1.3746793699117776e-22,9.8915188040668257e-24,1.7523315898962302e-27,8.2201154443772463e-27,6.375141084785027e-47,2.4341350687239116e-39,1.6959062209314136e-70,1.8203241152088943e-70,4.1558521054686906e-69
6.814803465219854e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319711956,0.11866996602721706,0.02282156769298822,8.3559530330000701e-75,6.5570012996079611e-51,1.0444216629438021e-27,1.0598835089629364e-54,1.3667436190568292e-42,1.1483508901861842e-92,6.9296774101730572e-19,9.5943350833566742e-87,6.9296774073005722e-19,2.2357351919606799e-59,1.1740780096334538e-54,1.0867494602248781e-76,6.5666116626242696e-78,8.6430503065281013e-42,7.0457545622865177e-69,2.7482111771924732e-12,1.3213643565786238e-13,5.0931932304609963e-17,5.0933185637129632e-17,5.1499024375539435e-22,7.4427035708913709e-23,2.5379170275899582e-26,2.8728674515700623e-26,3.6895482066232336e-45,3.6550179053915121e-38,1.9808021331329779e-68,4.2140229896897348e-68,9.6196073252891354e-67
1.3629612707425081e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319423908,0.1186699660244688,0.022821567692922151,1.8847733270681695e-72,8.403147163439122e-50,7.4500798670220552e-27,1.1900479109458967e-52,1.0933723628353477e-41,5.1604780573924714e-90,1.3859360699401409e-18,6.1402563851844111e-85,1.3859360687911525e-18,3.5771053332888931e-58,1.5042795629942986e-53,2.4407625792228524e-74,1.474807596779597e-75,5.581376215250113e-41,2.2545975537793183e-67,5.4964246823308054e-12,2.6427298332571342e-13,1.0186272899529415e-16,1.0186797690724872e-16,1.8255857164985844e-21,5.3180649886322334e-22,3.5653137585361722e-25,9.1345348241330988e-26,2.0707748888966615e-43,5.2326404353882691e-37,2.2336117729123773e-66,9.462555500859679e-66,2.1604832510115163e-64
2.7259231191835536e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318847819,0.11866996601897227,0.022821567692790014,3.9535098681139787e-70,9.5570993103837265e-49,4.9005933559558899e-26,1.2456736123173202e-50,8.7466054238148321e-41,2.1633425937034157e-87,2.7718727291927695e-18,3.9296040801015584e-83,2.7718727245968659e-18,5.7231323297022189e-57,1.7102004346713163e-52,5.111404679029933e-72,3.088488275460235e-73,3.2107802427607652e-40,7.2144193350407953e-66,1.0992851687376673e-11,5.2854607865082511e-13,2.0372078614696157e-16,2.0374315615909675e-16,5.9267432559596303e-21,3.4993956226481416e-21,4.6720168016090959e-24,2.5683905359904138e-25,1.0830761902000976e-41,6.9263812241179531e-36,2.3418317769903551e-64,1.9805521296000031e-63,4.5243953646755816e-62
5.451846816065645e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317695641,0.11866996600797922,0.022821567692525739,7.4489923423454559e-68,9.6041861147529896e-48,2.8847936952713316e-25,1.1728029676913302e-48,6.9966816344605308e-40,8.165861948578355e-85,5.5437460533247199e-18,2.5147389771825738e-81,5.5437460349423965e-18,9.1562486633174872e-56,1.7177205880110639e-51,9.6301227335623884e-70,5.8187439044070333e-71,1.636356991724563e-39,2.3084248914973137e-64,2.1985705676545238e-11,1.0570922692587985e-12,4.0742275651356357e-16,4.0751889151921517e-16,1.7084245746069012e-20,2.0582319501665391e-20,5.5187696047517055e-23,6.3674586692180064e-25,5.0930894114678235e-40,8.2311831761253503e-35,2.2049799739895486e-62,3.7278484199693144e-61,8.5239705844973167e-60
1.0903694209829827e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315391279,0.11866996598599309,0.022821567691997193,1.2383324360221833e-65,8.7427627494117403e-47,1.5029447256144626e-24,9.7497970860655875e-47,5.5963790947923233e-39,2.7263588470396901e-82,1.1087492724095237e-17,1.6091663179928082e-79,1.1087492650570092e-17,1.4647550708265872e-54,1.5626248633285757e-50,1.6023436276766448e-67,9.6813641478280297e-69,7.5507937840599574e-39,7.3857453600717328e-63,4.3971413571189667e-11,2.1141846503059054e-12,8.1477012935635596e-16,8.1517999978773672e-16,4.33293375236435e-20,1.0696673791822406e-19,5.7897658820904909e-22,1.4316023857076818e-24,2.1139927015013977e-38,8.6781107446042141e-34,1.8314926818409863e-60,6.1952683704076126e-59,1.4182260798966698e-57
2.1807388997358194e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310782554,0.11866996594202085,0.022821567690940101,1.8260157559153702e-63,7.4783318160402859e-46,7.0489568475802211e-24,7.1919368587492003e-45,4.4755570610282725e-38,8.1013690165649881e-80,2.2174986155632219e-17,1.0295249882211681e-77,2.217498586157306e-17,2.3428248362366105e-53,1.335527852112913e-49,2.3659325216370698e-65,1.4293884336088473e-66,3.2630004980958711e-38,2.3626611561060397e-61,8.7942829025707707e-11,4.2283694117248887e-12,1.6292386663104327e-15,1.6309553792362373e-15,9.8943827275960467e-20,4.9900049876462326e-19,5.4601534304444167e-21,3.0351012336777912e-24,7.7848771906961041e-37,8.2359463907092684e-33,1.3492969391281508e-58,9.1319542221977759e-57,2.0938790794300857e-55
4.3614778572414927e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756301565111,0.11866996585407637,0.022821567688825917,2.4250137441115384e-61,6.1881997574868222e-45,3.0758234386797066e-23,4.7785320450596207e-43,3.5779731760726151e-37,2.1809036399723909e-77,4.4349973378475684e-17,6.5845914871461508e-76,4.4349972202578726e-17,3.7460146762345953e-52,1.1037648075901078e-48,3.1468307418019387e-63,1.9008832285490613e-64,1.358443496764724e-37,7.5555433641629643e-60,1.7588565859566063e-10,8.4567389318619846e-12,3.2572714076591893e-15,3.2643459678825055e-15,2.1150216631220704e-19,2.1537779987589311e-18,4.7572119936385505e-20,6.2449512881409124e-24,2.5823326085658931e-35,7.2537890818606934e-32,8.9528208448027896e-57,1.2121466381813531e-54,2.7844640362984017e-53
6.542216814747166e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756292347667,0.11866996576613188,0.022821567686711734,1.5999280502019547e-60,1.85385553291975e-44,6.7095036564930303e-23,2.6687882586358899e-42,1.0617937153561436e-36,1.6450472853804873e-76,6.6524960960863312e-17,3.7377013520639691e-75,6.6524958462584114e-17,1.4167376067279366e-51,3.3065855370858567e-48,2.0590561254320132e-62,1.2437398296144234e-63,2.9212450849080984e-37,3.5236949413846347e-59,2.6382848682653032e-10,1.2685108449298212e-11,4.8844003185353805e-15,4.8995933230497708e-15,3.2415218983385723e-19,4.6632980330692046e-18,1.3873674732355995e-19,9.4549495083430589e-24,1.2020795905481144e-34,2.1280410483391052e-31,5.0494566233373025e-56,7.9935513179250027e-54,1.8218440481639666e-52
8.722955772252839e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756283130213,0.1186699656781874,0.02282156768459755,7.1944738503049735e-60,4.059575843578709e-44,1.160542712620044e-22,9.697833130595038e-42,2.3126290908967427e-36,7.5198020556100924e-76,8.8699948902592201e-17,1.4370983172532149e-74,8.8699944641608277e-17,3.686551700856884e-51,7.2397353869918193e-48,8.3982953374719071e-62,5.0724948656832674e-63,5.0147805921017005e-37,1.0726788447899235e-58,3.5177131371831681e-10,1.6913477964033567e-11,6.5106259007490942e-15,6.5367129539149738e-15,4.367567603730239e-19,8.0108200175962667e-18,2.9532993130713394e-19,1.266495604162358e-23,3.8565594960070823e-34,4.5542253528649704e-31,2.0811007215917976e-55,3.5953808850058539e-53,7.4301805125576615e-52
1.3084433687264186e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675626469532,0.11866996550229844,0.022821567680369179,8.2394314446833749e-59,1.184481209479587e-43,2.4357559900884161e-22,6.2466020170341752e-41,6.7070681408976413e-36,6.9742988216874448e-75,1.3304992562875478e-16,1.093037850865906e-73,1.3304991680964298e-16,1.3519925491224696e-50,2.1114843038975679e-47,6.3560162700187699e-61,3.8378962577679906e-62,1.0447682860764231e-36,4.8844286471327251e-58,5.2765696435914372e-10,2.5370216987165509e-11,9.7609585636541049e-15,9.8153927938527089e-15,6.6182320996316071e-19,1.6621546585045193e-17,8.1161024065010064e-19,1.9084972216932249e-23,2.0928928371409588e-33,1.2626743084669632e-30,2.1689019573502852e-54,4.1232216105447179e-52,5.6216602154344884e-51
1.7445911602275532e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756246260428,0.11866996532640949,0.022821567676140807,3.6688542414035899e-58,2.5980759475904486e-43,4.1745683960671087e-22,2.2641882158001209e-40,1.4656924314045405e-35,3.232005735689402e-74,1.7739990367456725e-16,4.1257769287695176e-73,1.7739988867996197e-16,3.5038554326639406e-50,4.6291054831566054e-47,2.5896320134867879e-60,1.5634034144491679e-61,1.7832901921514465e-36,1.466467429762565e-57,7.0354261007568442e-10,3.3826956000365383e-11,1.3007973529427576e-14,1.3101080791470448e-14,8.8665960894518869e-19,2.817840533368881e-17,1.6998929232419706e-18,2.5504990453956692e-23,6.5831634576166746e-33,2.6653105388288193e-30,8.0269089203424644e-54,1.8364576289485205e-51,2.2900113825725426e-50
2.180738951728688e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756227825535,0.11866996515052053,0.022821567671912436,1.2844057934548792e-57,4.8851671033444107e-43,6.4096264100292008e-22,6.5533519686974492e-40,2.7477878433803446e-35,1.1928069872529814e-73,2.2174988313286199e-16,1.2614529131495209e-72,2.2174986023136559e-16,7.656757358342445e-50,8.6976878939819962e-47,8.3829708273368998e-60,5.060066700990637e-61,2.7310386157621515e-36,3.6574089883379698e-57,8.7942825051620433e-10,4.2283695002923775e-11,1.6251437167635088e-14,1.6394373214080093e-14,1.1112513416060259e-18,4.2786102323500323e-17,3.0891317828742019e-18,3.1925012323553769e-23,1.6826797552883835e-32,4.881915272235326e-30,2.5942656214342132e-53,6.4325100018822787e-51,7.4116966002458371e-50
3.0530345347309572e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675619095575,0.11866996479874267,0.022821567663455698,1.6462046115749745e-56,1.3419349317126292e-42,1.239648854083815e-21,4.9807906832950899e-39,7.5042765578417242e-35,2.5580488944059297e-72,3.1044984636596682e-16,1.1141020996100883e-71,3.1044980235785804e-16,2.9399266611980987e-49,2.3833362269714906e-46,9.7921438041643859e-59,5.9057281478636204e-60,5.2676937498169134e-36,2.0031797603237455e-56,1.2311995152377735e-09,5.9197172975447654e-11,2.2727510035807679e-14,2.30048544419075e-14,1.5596817891994353e-18,8.0672268438879469e-17,8.0526791518346929e-18,4.4765063466499787e-23,8.4929203269183791e-32,1.2999153870477071e-29,2.061317643646312e-52,8.245768169821463e-50,8.6497434004329167e-49
3.9253301177332265e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756154085965,0.11866996444696483,0.022821567654998959,7.7684001448794963e-56,2.8370009415751237e-42,2.0391828982649711e-21,1.9104375945869967e-38,1.5793370141108072e-34,1.5246799716952017e-71,3.9914981531440882e-16,4.5994158413976041e-71,3.9914974319009176e-16,7.7982710168843387e-49,5.0264880167916968e-46,4.6144982215073635e-58,2.7818987468485962e-59,8.6548772143434585e-36,6.6121700774842969e-56,1.5829707585306278e-09,7.6110650904750802e-11,2.9189209485455046e-14,2.9647525442926014e-14,2.0071170399632051e-18,1.2949412250483974e-16,1.6455854731447451e-17,5.7605125950525817e-23,2.6092443687871852e-31,2.707298504143795e-29,7.834437785105462e-52,3.8921639725585759e-49,4.0743007009770171e-48
