Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH3OO(77),CH2X(27),CHX(28),CX(26),H2X(49),C2H4(47),HOX(22),H2OX(23),OCX(25),CH4OX(60),C2H6X(52),COX(50),C2H4X(206),CH2OH(40),CH2OX(54),C2H4X(65),CH2(T)(34),CH2O2(180),O(29),C3H6O(211),acetyl(43),C2H3(46),C2H2(334),C2H2(358),C2H2X(360),C4H6(374)
9.690612907785685e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44178625222961915,0.10058057907643837,0.020832084506384897,0.0,0.0021440588960041779,0.0076974127870499745,0.00072100815884010403,0.0003239920593129641,0.00011156481203354759,0.0060013670792306182,1.0588795374584993e-09,0.00035897627582094947,2.4751822359218383e-08,0.00032333698337003652,7.0347704920494703e-09,3.2841671940099138e-10,0.00064998026817905609,2.0085100229271966e-05,0.0072104157029089667,2.440957153140086e-06,0.00020751850120350452,9.9157424901336834e-07,3.1102880299565985e-08,4.9255620048521752e-07,0.00057939934830512137,0.0023627592325618967,0.00015361064557938659,3.1778685746897803e-05,8.7475211115904089e-08,9.6049738952908432e-08,8.9620213306695807e-11,3.5746243562761208e-09,8.8986847547019237e-07,2.2285234657500077e-09,2.1232206180960458e-06,3.0114887071411325e-08,1.9139341519516737e-07,5.6543637536026833e-12,1.9071847265352693e-05,4.8962314822080618e-13,2.609579098270188e-05,4.8806263551604983e-16,1.0828108257676074e-11,2.0517996491206753e-10,4.5899934123871973e-07,8.9394467887097984e-11,2.1463356016921875e-09,8.4670482702851345e-19
9.711667285058605e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44178363852584035,0.10055863468874374,0.020824918329500432,0.0,0.0021527503163889512,0.0077093845016170384,0.00072380549965173318,0.00032534923282613956,0.00011223675117179862,0.0060125776816313311,1.0665638165824828e-09,0.00035894632535645723,2.4870042104995518e-08,0.00032481089872790766,7.0842382777070687e-09,3.3166325529559397e-10,0.00065062818828219527,2.0224789284860405e-05,0.0072087958809885395,2.4392925027264703e-06,0.00020763463677335805,9.9400406155027045e-07,3.1150261881481253e-08,4.9370458581146946e-07,0.00058042221286643035,0.0023655925371984621,0.00015384944703737677,3.1999717233560334e-05,8.754524914860318e-08,9.6438502784085774e-08,8.9947551149162635e-11,3.5908979613795707e-09,8.9359476828462634e-07,2.2371564386072537e-09,2.1383422562152674e-06,3.0256994231136811e-08,1.9254590669898714e-07,5.6936553794538243e-12,1.9138141713206849e-05,4.9115615475358776e-13,2.6145347429073058e-05,4.9441725382430316e-16,1.0890424783330287e-11,2.0677761130777347e-10,4.6357703252936092e-07,9.028601882961332e-11,2.1677642000927746e-09,8.6109703311604849e-19
9.732721662331525e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44178104077612063,0.10053669819419596,0.020817746242671659,0.0,0.0021614513460016392,0.0077213274060760756,0.00072660482835256801,0.00032670883668863238,0.00011291087101069745,0.0060237812709359002,1.074284346624811e-09,0.0003589164377303308,2.4988517462382234e-08,0.00032628644976667688,7.1338918940104611e-09,3.3493168105345663e-10,0.00065127257487377884,2.0365132364085512e-05,0.0072071768925474197,2.4376315681088826e-06,0.00020775047304282879,9.9643141365007177e-07,3.119755831305317e-08,4.9485049777998671e-07,0.00058144186920797006,0.0023684130542771147,0.00015408767374878264,3.2221783672746693e-05,8.7614882798250139e-08,9.6827695880334171e-08,9.0275086417987615e-11,3.6071895873509188e-09,8.9732774974004415e-07,2.2457955345950276e-09,2.1535367553143689e-06,3.0399280655538077e-08,1.9370213974672884e-07,5.7331308658337866e-12,1.9204446425238743e-05,4.9268811445875593e-13,2.6194836053525405e-05,5.0083852239271427e-16,1.0952915482142324e-11,2.083838503723099e-10,4.6818963780125899e-07,9.1184369635242784e-11,2.1893564410496221e-09,8.7570013394720995e-19
9.753776039604445e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44177845890812945,0.10051476962561488,0.020810568275972476,0.0,0.0021701619383187416,0.0077332416056327038,0.00072940613214006651,0.00032807086056640185,0.00011358716976751706,0.0060349777905778206,1.0820411581500436e-09,0.00035888661375481541,2.5107247543690759e-08,0.00032776362006936945,7.1837311604928038e-09,3.3822205593269479e-10,0.00065191344591104317,2.0506130780985813e-05,0.0072055587387012373,2.4359743317407534e-06,0.00020786601153975108,9.9885629662230383e-07,3.1244769334686714e-08,4.9599394019369106e-07,0.00058245832739210876,0.0023712208412016702,0.00015432532783051734,3.2444887144238059e-05,8.7684114089597077e-08,9.7217316176635471e-08,9.0602817842123391e-11,3.6234990535498074e-09,9.010673915937879e-07,2.2544407146022497e-09,2.1688042724945331e-06,3.054174476399455e-08,1.9486211131574124e-07,5.7727905827521033e-12,1.9270760840087452e-05,4.9421901193387567e-13,2.6244256299815489e-05,5.0732695390330798e-16,1.1015580077372015e-11,2.099987048339355e-10,4.7283733758888067e-07,9.2089555465069889e-11,2.2111131724527709e-09,8.9051670810948981e-19
9.774830416877365e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4417758928497485,0.10049284901556785,0.020803384459342197,0.0,0.0021788820470387289,0.0077451272052657723,0.00073220939830021361,0.00032943529408268333,0.00011426564563191157,0.0060461671844569877,1.0898342808703621e-09,0.00035885685423077206,2.5226231457612135e-08,0.00032924239324982673,7.2337558940905824e-09,3.4153443880488742e-10,0.00065255081930113107,2.0647785844062055e-05,0.0072039414205511115,2.4343207761544375e-06,0.00020798125377946832,1.0012787019306065e-06,3.1291894689799326e-08,4.9713491690002195e-07,0.00058347159748391511,0.0023740159551933391,0.00015456241139477403,3.2669029719052775e-05,8.7752945038213975e-08,9.7607361617846248e-08,9.093074415955945e-11,3.6398261796757028e-09,9.048136654845809e-07,2.2630919397891077e-09,2.1841449642591294e-06,3.0684384978701488e-08,1.9602581833604334e-07,5.8126348986672598e-12,1.9337084399731217e-05,4.9574883188815027e-13,2.6293607617255824e-05,5.1388306319722921e-16,1.1078418291242915e-11,2.1162219737606232e-10,4.775203128428202e-07,9.3001611561223894e-11,2.23303524415904e-09,9.0554935897826976e-19
9.793779356422992e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44177359685498974,0.10047312729778632,0.020796914047320824,0.0,0.0021867382433214061,0.007755799878580355,0.00073473400523573764,0.00033066533587816009,0.00011487813381847026,0.0060562315004297077,1.0968791612613144e-09,0.00035883012641793892,2.5333533267493283e-08,0.00033057464605477189,7.2789365753314763e-09,3.4453444856853306e-10,0.0006531214796229118,2.0775837910309117e-05,0.0072024865496345828,2.4328357088290896e-06,0.00020808471973701818,1.003456741369993e-06,3.1334234054881782e-08,4.9815969097173806e-07,0.00058438082306836207,0.002376520769572702,0.00015477530055202547,3.2871648174338561e-05,8.7814552258400039e-08,9.7958764323194555e-08,9.1226043443266304e-11,3.6545355436861295e-09,9.0819095884378168e-07,2.2708831792020354e-09,2.1980142799830637e-06,3.0812910441031047e-08,1.9707634588992137e-07,5.848652918409906e-12,1.9396782963693892e-05,4.9712473601864283e-13,2.6337964418110082e-05,5.1984185331915903e-16,1.1135120897261258e-11,2.1309074493423725e-10,4.8176530098498127e-07,9.3828365318190798e-11,2.2529071786404018e-09,9.192656621383036e-19
9.812728295968618e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44177131355550142,0.10045341207598121,0.020790438942635391,0.0,0.0021946020771232699,0.0077664495470059361,0.00073726018232110277,0.00033189731341880241,0.00011549238261525056,0.0060662899592295368,1.1039534975584889e-09,0.00035880345201827409,2.5441039302223561e-08,0.00033190817204212193,7.3242671974883595e-09,3.4755237454797034e-10,0.00065368933429540001,2.0904423861399462e-05,0.0072010323572945867,2.4313535962431115e-06,0.00020818794803146464,1.0056327610934611e-06,3.137650364186378e-08,4.9918247383366684e-07,0.00058528748179055643,0.0023790154065315393,0.0001549877308301005,3.3075111471084117e-05,8.7875838283412824e-08,9.8310508254890995e-08,9.1521498668297489e-11,3.669258935523615e-09,9.115735802490015e-07,2.2786792560331001e-09,2.2119431066448113e-06,3.0941576127557369e-08,1.9812989433047083e-07,5.8848210269408268e-12,1.945648808354496e-05,4.9849974407181395e-13,2.6382264551380049e-05,5.2585625956387047e-16,1.1191963704633738e-11,2.1456632414687291e-10,4.8603914165715938e-07,9.4660738407571442e-11,2.2729143510424245e-09,9.3316104949097456e-19
9.831677235514245e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44176904289915647,0.10043370337337378,0.020783959166835023,0.0,0.0022024735151494638,0.0077770762865864316,0.00073978792046955452,0.00033313121905479781,0.0001161083906458051,0.0060763425209259389,1.1110573096544599e-09,0.00035877683159221793,2.5548748904783162e-08,0.00033324295933224871,7.3697476217804437e-09,3.5058825885162322e-10,0.00065425439626470492,2.1033544639648407e-05,0.0071995788443041239,2.4298744258241657e-06,0.00020829093974423211,1.0078067551886215e-06,3.1418703269923519e-08,5.0020326837240596e-07,0.00058619158098768061,0.002381499907401215,0.0001551997037586912,3.3279421100735334e-05,8.7936804562058366e-08,9.866259193515271e-08,9.1817108933155965e-11,3.6839962244754862e-09,9.1496150878838709e-07,2.2864801425250316e-09,2.2259315570823817e-06,3.1070380894087072e-08,1.9918646132249808e-07,5.9211394896224708e-12,1.9516199359411521e-05,4.9987384513172894e-13,2.6426507627108443e-05,5.3192666171849834e-16,1.1248946508783512e-11,2.1604895145558804e-10,4.9034196763142492e-07,9.5498756688195631e-11,2.2930573849715158e-09,9.4723747104764888e-19
9.850626175059871e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44176678483397469,0.10041400121302227,0.02077747474138239,0.0,0.0022103525242493588,0.0077876801732080373,0.00074231721065106803,0.00033436704511055393,0.00011672615651598955,0.0060863891458926489,1.1181906168847711e-09,0.00035875026569290839,2.5656661415944837e-08,0.00033457899606688965,7.4153777077668853e-09,3.5364214333068678e-10,0.00065481667844153105,2.116320118369113e-05,0.0071981260114269566,2.4283981850646316e-06,0.00020839369594632899,1.0099787178378378e-06,3.1460832760196201e-08,5.0122207750688389e-07,0.00058709312799903445,0.0023839743133871973,0.0001554112208642162,3.3484578548914546e-05,8.7997452539384852e-08,9.9015013892610557e-08,9.2112873342228507e-11,3.698747280064579e-09,9.183547234784662e-07,2.2942858110943187e-09,2.2399797437348303e-06,3.1199323598383554e-08,2.0024604450048255e-07,5.9576085707863012e-12,1.957591639360294e-05,5.0124702835515938e-13,2.6470693258951194e-05,5.380534409756473e-16,1.1306069104497778e-11,2.1753864327177679e-10,4.9467391194942379e-07,9.6342446071396793e-11,2.3133369053084453e-09,9.6149689349163208e-19
9.865654178892857e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4417650029284903,0.10039838051255261,0.020772328788607238,0.0,0.0022166065613746424,0.0077960736928546475,0.00074432423488054295,0.00033534851303236281,0.00011721734251966684,0.0060943526647985963,1.1238688764968079e-09,0.00035872923597069048,2.5742388385527398e-08,0.00033563945914149342,7.4516722848745137e-09,3.5607694077062957e-10,0.00065526064458098945,2.1266410613701578e-05,0.0071969742844281105,2.4272294845202689e-06,0.00020847502297191814,1.0116998073440911e-06,3.1494194782331104e-08,5.0202866378664344e-07,0.00058780631608145427,0.0023859295619971014,0.00015557864752037523,3.3647888390250448e-05,8.8045325802179541e-08,9.9294751859470051e-08,9.234754686124841e-11,3.7104557329927095e-09,9.2104955505739086e-07,2.3004797040466761e-09,2.2511636121445346e-06,3.130168265695016e-08,2.0108852054834752e-07,5.9866386970529179e-12,1.9623280544876584e-05,5.0233541123534397e-13,2.6505694852938528e-05,5.4295279907102464e-16,1.1351471088240572e-11,2.1872512029223728e-10,4.9813027767013549e-07,9.7015607796077208e-11,2.3295176245827379e-09,9.7293717125202038e-19
9.880682182725843e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44176322888412217,0.10038276395274542,0.020767179935393149,0.0,0.0022228653233457101,0.0078044529239166506,0.00074633222520220611,0.00033633118015287893,0.00011770963255932178,0.0061023124054371712,1.1295657087261898e-09,0.00035870824115691671,2.5828242232532113e-08,0.00033670069474435238,7.4880608343598635e-09,3.5852310665304657e-10,0.00065570287680751839,2.1369958079376225e-05,0.0071958229860500473,2.4260626126302838e-06,0.00020855620306653401,1.013419612708626e-06,3.1527512490921945e-08,5.028340046217031e-07,0.00058851790717750043,0.0023878785074677561,0.00015574578919194565,3.3811733153889641e-05,8.809300048009492e-08,9.9574700944469649e-08,9.2582316331813613e-11,3.7221726979991814e-09,9.2374768771452303e-07,2.3066765739617397e-09,2.2623851792724192e-06,3.140412718967829e-08,2.0193289098443134e-07,6.0157638549502563e-12,1.9670647872861885e-05,5.0342320470389364e-13,2.6540659886094505e-05,5.4788804899418092e-16,1.1396960764857208e-11,2.1991605916628234e-10,5.0160510853752265e-07,9.7692365801660426e-11,2.3457848969904407e-09,9.844947959804237e-19
9.89571018655883e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44176146267513694,0.10036715154488582,0.020762028192331351,0.0,0.0022291287938187949,0.007812817904031398,0.00074834117718697432,0.00033731504261001581,0.0001182030259160216,0.0061102683484488118,1.1352811224721701e-09,0.00035868728151779194,2.5914222625252859e-08,0.00033776269698955914,7.5245432839635036e-09,3.6098066150729314e-10,0.00065614338151250332,2.1473844043967405e-05,0.0071946721166615121,2.4248975632241914e-06,0.00020863723675515006,1.015138131154384e-06,3.156078579935811e-08,5.0363810149892577e-07,0.00058922790494553669,0.0023898211701870041,0.00015591264663585442,3.3976113573045379e-05,8.8140477285653699e-08,9.9854860422219863e-08,9.2817181314879978e-11,3.7338981103215981e-09,9.264491108902133e-07,2.3128764073109242e-09,2.2736445006670251e-06,3.1506656629475296e-08,2.0277915458847809e-07,6.0449841749435473e-12,1.9718018182101881e-05,5.045104034490716e-13,2.6575588170527679e-05,5.5285938277242028e-16,1.1442538031158042e-11,2.2111146803923345e-10,5.0509847127588043e-07,9.8372733083442064e-11,2.3621390359386877e-09,9.9617077131523079e-19
9.910738190391816e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44175970427585992,0.10035154330019534,0.020756873569979514,0.0,0.0022353969565066761,0.0078211686707710427,0.00075035108642775494,0.00033830009653222875,0.00011869752186397459,0.0061182204745935977,1.1410151264145642e-09,0.00035866635731668546,2.6000329231164764e-08,0.00033882546000002257,7.561119560783262e-09,3.6344962575982496e-10,0.00065658216507255855,2.15780689692569e-05,0.007193521676627697,2.4237343301602514e-06,0.00020871812456014778,1.0168553599414753e-06,3.1594014621794839e-08,5.0444095591398985e-07,0.00058993631304271002,0.0023917575704931813,0.00015607922060767882,3.414103037860392e-05,8.8187756928709314e-08,1.0013522956984631e-07,9.3052141373624305e-11,3.7456319052947345e-09,9.2915381399851991e-07,2.319079190633015e-09,2.2849416317169379e-06,3.1609270410056937e-08,2.0362731012847821e-07,6.0742997870861293e-12,1.9765391277999067e-05,5.0559700218766217e-13,2.6610479519763694e-05,5.5786699298489749e-16,1.1488202783718759e-11,2.2231135504415438e-10,5.0861043271497345e-07,9.9056722657259038e-11,2.3785803553332706e-09,1.007966107627831e-18
9.925766194224802e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44175795366067466,0.10033593922983211,0.020751716078861827,0.0,0.0022416697951785631,0.0078295052616419274,0.00075236194853934863,0.00033928633803867648,0.00011919311967056156,0.0061261687647510797,1.1467677290139639e-09,0.00035864546881414223,2.6086561716937001e-08,0.00033988897790754644,7.5977895912768713e-09,3.6593001973395099e-10,0.00065701923384937628,2.1682633315552748e-05,0.0071923716663102426,2.4225729073108789e-06,0.00020879886700104043,1.0185712963668647e-06,3.162719887315175e-08,5.0524256937166926e-07,0.00059064313512511061,0.0023936877286745819,0.00015624551186163425,3.4306484299119471e-05,8.8234840116367965e-08,1.0041580766698395e-07,9.3287196073435278e-11,3.7573740183513843e-09,9.3186178642765571e-07,2.3252849105338535e-09,2.2962766276503248e-06,3.1711967965954592e-08,2.0447735636072063e-07,6.1037108210185254e-12,1.9812766966814432e-05,5.0668299566493153e-13,2.6645333748742472e-05,5.6291107276173824e-16,1.1533954918882872e-11,2.2351572830178515e-10,5.1214105978977363e-07,9.9744347559438745e-11,2.3951091695774222e-09,1.0198818220536354e-18
9.940794198057788e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44175621080402466,0.10032033934489132,0.020746555729469221,0.0,0.0022479472936599745,0.0078378277140840006,0.00075437375915835068,0.00034027376323938281,0.00011968981859636731,0.0061341131999200884,1.1525389385119747e-09,0.00035862461626789364,2.6172919748444946e-08,0.00034095324485290619,7.6345533012652886e-09,3.6842186364959636e-10,0.00065745459418956921,2.1787537541686229e-05,0.0071912220860672789,2.4214132885691614e-06,0.00020887946459454464,1.0202859377632785e-06,3.1660338469111167e-08,5.0604294338559569e-07,0.0005913483748476217,0.0023956116649692478,0.00015641152115056293,3.4472476060809478e-05,8.8281727553317865e-08,1.0069659399577192e-07,9.3522344981921897e-11,3.7691243850232189e-09,9.345730175404288e-07,2.3314935536860459e-09,2.3076495435344934e-06,3.1814748732522335e-08,2.0532929202984483e-07,6.1332174059676058e-12,1.9860145055666466e-05,5.0776837865457769e-13,2.6680150673815224e-05,5.6799181578310701e-16,1.1579794332764968e-11,2.2472459592049664e-10,5.1569041954019565e-07,1.0043562084674745e-10,2.4117257935705797e-09,1.0319189385227999e-18
9.955822201890774e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44175447568041271,0.10030474365640511,0.020741392532259397,0.0,0.0022542294358326199,0.007846136065470263,0.00075638651394305029,0.00034126236823539557,0.00012018761789521186,0.0061420537612185445,1.1583287629314649e-09,0.00035860379993286971,2.6259402990781787e-08,0.00034201825498592417,7.6714106159360198e-09,3.7092517762306845e-10,0.00065788825242451816,2.1892782105008913e-05,0.0071900729362534286,2.420255467851888e-06,0.0002089599178545381,1.0219992814993386e-06,3.1693433326116116e-08,5.0684207947830143e-07,0.0005920520358638667,0.0023975293995646767,0.00015657724922592351,3.463900638754983e-05,8.8328419941908399e-08,1.0097758784084818e-07,9.375758766890939e-11,3.7808829409415997e-09,9.3728749667468204e-07,2.3377051068286451e-09,2.3190604342754469e-06,3.191761214594429e-08,2.0618311586889464e-07,6.1628196707457499e-12,1.9907525352530041e-05,5.088531459586729e-13,2.6714930112741359e-05,5.7310941627825903e-16,1.1625720921253939e-11,2.2593796599622751e-10,5.1925857911083229e-07,1.0113055559633873e-10,2.4284305427071466e-09,1.0440784877909918e-18
9.97085020572376e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44175274826440164,0.10028915217534302,0.020736226497657041,0.0,0.0022605162056342754,0.0078544303531061961,0.00075840020857333471,0.0003422521491189459,0.00012068651681418184,0.0061499904298832489,1.1641372100768183e-09,0.00035858302006121191,2.6346011108270541e-08,0.00034308400246554373,7.708361459846072e-09,3.7343998166682722e-10,0.00065832021487022231,2.1998367461389708e-05,0.0071889242172198395,2.4190994390959672e-06,0.00020904022729213297,1.0237113249791333e-06,3.1726483361368522e-08,5.0763997918087805e-07,0.00059275412182601447,0.0023994409525976805,0.00015674269683778024,3.4806076000870309e-05,8.8374917981983109e-08,1.0125878848934384e-07,9.3992923706417908e-11,3.7926496218383974e-09,9.4000521314373181e-07,2.3439195567668554e-09,2.3305093546174597e-06,3.2020557643241519e-08,2.0703882659937318e-07,6.192517743750011e-12,1.995490766623533e-05,5.0993729240761138e-13,2.6749671884685354e-05,5.7826406902458622e-16,1.1671734580016261e-11,2.2715584661242321e-10,5.2284560575068829e-07,1.018291649057017e-10,2.4452237328752536e-09,1.0563615074702073e-18
9.985878209556746e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44175102853061465,0.10027356491261216,0.020731057636053919,0.0,0.00226680758705866,0.0078627106142292597,0.00076041483875058976,0.00034324310197360672,0.00012118651459366185,0.0061579231872696824,1.1699642875341912e-09,0.0003585622769022857,2.6432743764475961e-08,0.00034415048145990362,7.7454057569248206e-09,3.7596629568925728e-10,0.00065875048782715036,2.210429406521195e-05,0.0071877759293141989,2.4179451962586752e-06,0.00020912039341565764,1.0254220656419439e-06,3.1759488492827238e-08,5.0843664403290069e-07,0.00059345463638468138,0.0024013463441541435,0.00015690786473479239,3.4973685619949891e-05,8.8421222370936208e-08,1.0154019523087757e-07,9.4228352668654575e-11,3.804424363546804e-09,9.4272615623680659e-07,2.3501368903717303e-09,2.3419963591426431e-06,3.2123584662278865e-08,2.0789642293129596e-07,6.2223117529613088e-12,2.0002291806466651e-05,5.1102081286005242e-13,2.6784375810213613e-05,5.834559693466478e-16,1.171783520449916e-11,2.2837824583997953e-10,5.2645156681291385e-07,1.0253146189260904e-10,2.4621056804555123e-09,1.0687690420596298e-18
9.999999999999997e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44174941947831392,0.10025892144163194,0.020726197898141223,0.0,0.0022727237764475113,0.0078704788118770155,0.00076230883221441355,0.00034417536332774729,0.00012165736246280232,0.0061653740051655298,1.1754569682307144e-09,0.0003585428182690048,2.6514359497822548e-08,0.00034515331149133198,7.7803013233853216e-09,3.7835077630087488e-10,0.00065915328048665278,2.2204144525990435e-05,0.0071866972782837603,2.4168621784136629e-06,0.00020919559522988393,1.0270284562255375e-06,3.1790462364104475e-08,5.0918414466363497e-07,0.00059411147989685698,0.0024031312399950878,0.00015706281848033591,3.5131680885763434e-05,8.846455866264076e-08,1.018048198761796e-07,9.4449669186671184e-11,3.8154963580641805e-09,9.452859530269663e-07,2.3559819249248884e-09,2.3528254355887406e-06,3.2220472777182195e-08,2.0870402210186999e-07,6.250396681223714e-12,2.0046820100399355e-05,5.1203842016574941e-13,2.6816952380921426e-05,5.8836891060196214e-16,1.1761235049386942e-11,2.2953105768409599e-10,5.298573989057437e-07,1.0319478176948031e-10,2.4780507922171486e-09,1.0805427993581635e-18
1.0000906213389732e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44174931645373516,0.10025798187905728,0.020725885957809043,0.0,0.0022731035641553126,0.0078709768860083275,0.0007624304001976023,0.00034423522287444999,0.00012168761046736563,0.0061658520148517859,1.1758100026717792e-09,0.00035854157070269331,2.6519600622216318e-08,0.00034521768614641056,7.782543430477105e-09,3.7850413949444181e-10,0.00065917907758009575,2.2210562369370587e-05,0.0071866280728807574,2.4167927333189965e-06,0.00020920041673069736,1.0271315009619643e-06,3.1792448639206116e-08,5.0923207558222559e-07,0.00059415358318879114,0.002403245594268839,0.00015707275366420354,3.5141835961612306e-05,8.846733380374166e-08,1.0182180735755004e-07,9.4463874132005931e-11,3.8162071020021252e-09,9.4545031521947933e-07,2.3563570945798658e-09,2.3535215022705197e-06,3.2226692641771813e-08,2.0875590356324346e-07,6.2522018259436239e-12,2.0049677583761293e-05,5.1210370220286409e-13,2.6819041711291222e-05,5.8868531311519314e-16,1.1764022689933809e-11,2.2960517173718425e-10,5.3007652975453737e-07,1.0323745969506509e-10,2.4790767023197799e-09,1.0813021429765395e-18
1.0015934217222718e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44174761200850782,0.10024240308546117,0.020720711473248745,0.0,0.0022794041210294617,0.0078792292055431812,0.00076444688865846377,0.00034522850788820404,0.00012218980366236743,0.0061737768942217493,1.1816743626400907e-09,0.0003585209017062853,2.6606581343575139e-08,0.00034628561071181163,7.8197744031863369e-09,3.8105353278194261e-10,0.00065960599039804012,2.2317172825269327e-05,0.0071854806482603449,2.415642044276933e-06,0.00020928029774010192,1.0288396284480552e-06,3.1825363719971999e-08,5.100262753848832e-07,0.00059485096588547215,0.0024051387229252078,0.00015723736437183195,3.5310527740321582e-05,8.8513252972924669e-08,1.0210362416393824e-07,9.469948767502476e-11,3.8279977732425772e-09,9.4817767933409903e-07,2.362580156393106e-09,2.3650848382576131e-06,3.2329881021293287e-08,2.0961726718241456e-07,6.2821880898432056e-12,2.0097064809508306e-05,5.1318595535106495e-13,2.6853669411278672e-05,5.9395229674617221e-16,1.1810296931338541e-11,2.3083663234965852e-10,5.337205621361972e-07,1.0394717147125343e-10,2.4961371158298955e-09,1.093961868587265e-18
1.0030962221055704e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4417459151697381,0.10022682854254485,0.020715534192666869,0.0,0.002285709241841901,0.0078874676098639948,0.00076646429989847206,0.00034622295307340929,0.00012269309339913326,0.0061816978070897899,1.1875573743722309e-09,0.00035850027015417349,2.6693685589912886e-08,0.00034735424935226439,7.8570985971174663e-09,3.8361449514658281e-10,0.00066003123253401325,2.2424125882817947e-05,0.0071843336557903953,2.41449312315323e-06,0.00020936003694401663,1.0305464456434655e-06,3.1858233655342825e-08,5.1081924500489371e-07,0.00059554678811992736,0.0024070257500551783,0.0001574016976020605,3.5479761668177704e-05,8.8558980568558041e-08,1.0238564494708957e-07,9.4935192878419696e-11,3.8397963134100564e-09,9.5090823780022156e-07,2.3688060628782395e-09,2.3766864211970332e-06,3.2433149241280254e-08,2.1048051246468076e-07,6.3122706713878058e-12,2.0144453295947228e-05,5.1426756724776599e-13,2.6888258734928492e-05,5.9925711719973758e-16,1.1856657823521998e-11,2.3207263571030028e-10,5.3738373162187189e-07,1.0466061039948436e-10,2.5132872388364268e-09,1.1067492842381827e-18
1.0061018228721676e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44174254421110093,0.10019569225132739,0.020705171284451943,0.0,0.0022983331122018676,0.0079039028206331959,0.00077050187388257279,0.00034821530815232172,0.00012370295934696667,0.0061975276607496421,1.1993793797751588e-09,0.00035845912033366701,2.686826329942134e-08,0.00034949364569042591,7.9320263338305882e-09,3.8877120496160867e-10,0.00066087672969161347,2.2639061595018177e-05,0.0071820409686347425,2.4122005608493257e-06,0.00020951909192250639,1.0339561395055148e-06,3.1923837774513334e-08,5.1240149999217977e-07,0.0005969337657726584,0.0024107815792049655,0.00015772953460061435,3.5819858807884817e-05,8.8649863787284377e-08,1.0295029564418894e-07,9.5406876599892567e-11,3.8634167456166368e-09,9.563788945537867e-07,2.3812663584542744e-09,2.4000045434858288e-06,3.2639922968757082e-08,2.1221264266566394e-07,6.3727252922260566e-12,2.0239233304103505e-05,5.1642884719920915e-13,2.6957321559164864e-05,6.0998105913017693e-16,1.194963913842968e-11,2.3455830274372076e-10,5.4476775307626142e-07,1.0609872252563403e-10,2.5478578871770888e-09,1.132711482132634e-18
1.0091074236387648e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44173920337750094,0.10016457308994454,0.02069479731486969,0.0,0.0023109750496278897,0.0079202828131464485,0.00077454308869274275,0.00035021225642162159,0.00012471720194361306,0.0062133414318645665,1.2112760700085252e-09,0.00035841812311577018,2.7043331027604422e-08,0.00035163582892100491,8.0073260048791412e-09,3.9397442359529103e-10,0.00066171561875308621,2.2855373075269276e-05,0.007179750014046059,2.4099149989934854e-06,0.00020967758561382788,1.0373605635714872e-06,3.1989260373402609e-08,5.1397885321059655e-07,0.00059831454526571124,0.0024145132401363861,0.00015805627058585559,3.6162133030092405e-05,8.8739988931692523e-08,1.0351575387441546e-07,9.5878921984823699e-11,3.887067889859485e-09,9.6186219879693195e-07,2.3937378791298442e-09,2.4234762985983432e-06,3.2847009365223053e-08,2.1395228334863109e-07,6.4335666938819029e-12,2.0334016123105914e-05,5.1858750216161993e-13,2.7026228809730089e-05,6.2085872543313062e-16,1.2042965789050044e-11,2.370622368440026e-10,5.5222913748606171e-07,1.0755190190053099e-10,2.582791199872923e-09,1.1591974002125747e-18
