Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),H2OX(23),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),CO2X(24),COX(58)
3.250748592570887e-08,0.09977366400000001,0.80000000000000004,0.0,0.28260916648272455,0.096142517679475126,0.09856072697352164,4.1809442131446469e-10,1.4658843113711126e-06,3.3747502453736967e-08,1.3500157980523393e-06,7.2680429705193106e-16,1.0943974996467645e-15,1.2298797617696348e-10,8.7989193677905007e-33,3.0249288609270228e-11,1.1868215215628414e-22,4.5538071608322762e-12,8.1236596340312497e-22,3.3540205844358689e-23,6.5927142105165011e-09,1.0654971352552323e-25,0.0038560234062128469,0.0028755019686252381,1.0811939026524141e-09,1.9421159667399336e-07,3.758377876847956e-10,2.6308021283061981e-06,2.6341991495457836e-14,3.7443558070172839e-10,8.0734087153078492e-08,2.6162376995818977e-08,1.9715866105872434e-13,5.5790805319382248e-13
3.2614571789819045e-08,0.09977366400000001,0.80000000000000004,0.0,0.28259701283283428,0.096139565608827748,0.098556107326750478,4.2284286049109928e-10,1.4842259509648415e-06,3.4012165983335951e-08,1.3591413584655945e-06,7.337007782181859e-16,1.1100720379434066e-15,1.2440214511023065e-10,9.1609759012323326e-33,3.0421022448186501e-11,1.2179836429772439e-22,4.6066574766870101e-12,8.2481304860242149e-22,3.3892915117306839e-23,6.6503100409573083e-09,1.0964522177423879e-25,0.0038589662516820339,0.0028847130662457625,1.0845407499403939e-09,1.9476771585325148e-07,3.7845737834623839e-10,2.6298567876636449e-06,2.6422994909518897e-14,3.7426218648128916e-10,8.0721479853287666e-08,2.6265207942799032e-08,1.9853370107924043e-13,5.6165545632949149e-13
3.272165765392922e-08,0.09977366400000001,0.80000000000000004,0.0,0.28258488472858523,0.096136637636711139,0.09855148829411052,4.2762431359949281e-10,1.5026613322879496e-06,3.4276512750225591e-08,1.3682948606931898e-06,7.4063995167768562e-16,1.1259257354042564e-15,1.2582726986582195e-10,9.5367879784684655e-33,3.0592445812730437e-11,1.2498627792958245e-22,4.6598219344673226e-12,8.3740201744006414e-22,3.4247993314739553e-23,6.7080501731988922e-09,1.1282187947403728e-25,0.0038618849704820163,0.0028939228191964747,1.0878868890334893e-09,1.9531824776914535e-07,3.8106866528594585e-10,2.6288425881417612e-06,2.6503975256770947e-14,3.7407926054377285e-10,8.0708926312808799e-08,2.636814766882308e-08,1.9991125115422424e-13,5.6541413433460424e-13
3.28287435180394e-08,0.09977366400000001,0.80000000000000004,0.0,0.28257278197620272,0.096133733573545696,0.098546869874688997,4.32438840700785e-10,1.5211896490116289e-06,3.4540528561514916e-08,1.3774762973132997e-06,7.4762194014191948e-16,1.1419599650176503e-15,1.2726337312581379e-10,9.9268302447908753e-33,3.0763553646319479e-11,1.2824726941291503e-22,4.7132999100938306e-12,8.501338185624188e-22,3.4605447654534835e-23,6.7659327955673807e-09,1.1608155032864605e-25,0.0038647797521998485,0.0029031312300523298,1.091232324431349e-09,1.9586325840384622e-07,3.8367167010664434e-10,2.627761076620557e-06,2.6584932762795888e-14,3.7388702426613996e-10,8.0696426208968104e-08,2.6471196196812012e-08,2.012913188531335e-13,5.6918408329035896e-13
3.2925120795738555e-08,0.09977366400000001,0.80000000000000004,0.0,0.28256191101597455,0.096131140203363052,0.098542713820762268,4.3680024314957411e-10,1.5379439318521945e-06,3.4777848375689208e-08,1.3857634680675184e-06,7.539424379897453e-16,1.1565462635804822e-15,1.2856527115300969e-10,1.0290439098534876e-32,3.0917276843998984e-11,1.3124579708300905e-22,4.7616976334231334e-12,8.617153453941227e-22,3.4929194126430529e-23,6.8181475048758253e-09,1.1908779945232501e-25,0.0038673647450337334,0.0029114176544441381,1.0942426183556163e-09,1.9634910225704012e-07,3.8600731559726682e-10,2.6267314331819734e-06,2.6657775174981926e-14,3.7370623278261299e-10,8.0685221545083071e-08,2.6564032917866331e-08,2.0253553922173425e-13,5.7258667078415949e-13
3.302149807343771e-08,0.09977366400000001,0.80000000000000004,0.0,0.2825510602959056,0.096128565910965344,0.098538558262152298,4.4118852840113672e-10,1.5547722638873155e-06,3.5014879046371948e-08,1.3940732543257973e-06,7.6029780478966547e-16,1.1712809120933114e-15,1.2987609592279979e-10,1.0666337385302575e-32,3.1070736969673757e-11,1.3430568078666677e-22,4.8103483551158688e-12,8.7341402678302488e-22,3.5254876378609547e-23,6.870474891215052e-09,1.221642370054696e-25,0.0038699306373078976,0.0029197029956590324,1.0972523492280902e-09,1.9683057660839647e-07,3.8833629840891632e-10,2.6256496203037862e-06,2.6730599431690738e-14,3.7351823654817121e-10,8.0674059689810636e-08,2.6656957807149052e-08,2.0378181221064146e-13,5.7599838174387786e-13
3.311787535113687e-08,0.09977366400000001,0.80000000000000004,0.0,0.28254022967787212,0.096126010561221734,0.098534403198207263,4.4560374067071361e-10,1.5716740693474497e-06,3.5251610948138987e-08,1.4024056507423819e-06,7.666881299481594e-16,1.1861649169121886e-15,1.3119586327014966e-10,1.105490205741859e-32,3.1223930607232412e-11,1.3742796603333114e-22,4.8592516294699669e-12,8.8523055469297725e-22,3.5582499669780742e-23,6.9229136791943396e-09,1.2531229678445364e-25,0.0038724775641584973,0.0029279872555337733,1.1002615203409825e-09,1.9730773060699528e-07,3.9065864611043748e-10,2.6245167393522847e-06,2.6803405696078635e-14,3.7332319303556767e-10,8.0662940427482381e-08,2.6749970884417628e-08,2.0503014493153496e-13,5.7941921333827083e-13
3.3214252628836026e-08,0.09977366400000001,0.80000000000000004,0.0,0.28252941902472856,0.09612347401995737,0.098530248628279526,4.5004592433184063e-10,1.5886487766146112e-06,3.5488034680295713e-08,1.4107606519926879e-06,7.7311350285682606e-16,1.2011992860605503e-15,1.325245888141235e-10,1.14565203197735e-32,3.1376854424356197e-11,1.4061371186271714e-22,4.9084070141522076e-12,8.9716562120427012e-22,3.5912069257673864e-23,6.9754626079020951e-09,1.2853343696845965e-25,0.0038750056597656787,0.0029362704358922229,1.1032701349874578e-09,1.9778061366445628e-07,3.9297438959454667e-10,2.6233338827644983e-06,2.6876194130737598e-14,3.7312125839484985e-10,8.0651863548045397e-08,2.6843072170297861e-08,2.062805449633809e-13,5.8284916274444834e-13
3.331062990653518e-08,0.09977366400000001,0.80000000000000004,0.0,0.28251862820029988,0.096120956153946599,0.098526094551725701,4.5451512392659258e-10,1.6056958183787012e-06,3.5724141065294155e-08,1.4191382527736161e-06,7.7957401289282545e-16,1.2163850292043533e-15,1.3386228796040552e-10,1.1871589866971978e-32,3.1529505171764188e-11,1.4386399095116109e-22,4.9578140704017302e-12,9.0921991850938849e-22,3.624359039904328e-23,7.0281204309730845e-09,1.3182914043322631e-25,0.0038775150573603602,0.0029445525385452661,1.1062781964602225e-09,1.9824927542720918e-07,3.9528356297606943e-10,2.6221021337665507e-06,2.6948964897594566e-14,3.7291258741241848e-10,8.0640828846805491e-08,2.6936261686239115e-08,2.0753302031313952e-13,5.8628822714800388e-13
3.340700718423434e-08,0.09977366400000001,0.80000000000000004,0.0,0.28250785706937648,0.096118456830906279,0.098521940967906563,4.5901138417522495e-10,1.6228146317809241e-06,3.5959921146986127e-08,1.4275384478038346e-06,7.8606974941928637e-16,1.2317231576277782e-15,1.3520897590383585e-10,1.2300519129264581e-32,3.1681879682423734e-11,1.4717988971818378e-22,5.0074723632212256e-12,9.2139413890949582e-22,3.6577068349671681e-23,7.0808859166392582e-09,1.35200915069591e-25,0.0038800058892309312,0.0029528335652907597,1.109285708049854e-09,1.9871376575296947e-07,3.9758620403571407e-10,2.6208225661128001e-06,2.7021718157937392e-14,3.7269733347595016e-10,8.0629836124180723e-08,2.7029539454470492e-08,2.0878757946818703e-13,5.8973640374316626e-13
3.3503384461933496e-08,0.09977366400000001,0.80000000000000004,0.0,0.28249710549770674,0.096115975919489088,0.098517787876186966,4.6353474998578331e-10,1.6400046585571198e-06,3.6195366188863166e-08,1.4359612318240546e-06,7.9260080178571757e-16,1.247214684208961e-15,1.365646676309506e-10,1.2743727518853895e-32,3.1833974870757309e-11,1.5056250843306527e-22,5.0573814615667521e-12,9.3368897481095461e-22,3.6912508364374078e-23,7.1337578477799946e-09,1.3865029410223798e-25,0.0038824782867299388,0.0029611135179134847,1.1122926730438402e-09,1.9917413467206338e-07,3.9988235370371768e-10,2.619496243842241e-06,2.7094454072391068e-14,3.7247564854259901e-10,8.0618885185452605e-08,2.7122905497956972e-08,2.1004423140773853e-13,5.9319368973288463e-13
3.3599761739632653e-08,0.09977366400000001,0.80000000000000004,0.0,0.2824863733519915,0.096113513289276892,0.098513635275935915,4.6808526646339457e-10,1.6572653451695893e-06,3.6430467672156506e-08,1.4444065995972774e-06,7.9916725932838515e-16,1.2628606233962606e-15,1.3792937792252978e-10,1.3201645684728957e-32,3.1985787731819983e-11,1.5401296132161478e-22,5.1075409385254657e-12,9.4610511872250183e-22,3.7249915697001583e-23,7.1867350219574887e-09,1.4217883641298501e-25,0.0038849323802806917,0.0029693923981850973,1.1152990947255672e-09,1.9963043236051382e-07,4.0217205526260076e-10,2.6181242210469536e-06,2.7167172800593508e-14,3.7224768309923088e-10,8.0607975840540365e-08,2.7216359840356824e-08,2.1130298541986876e-13,5.9666008232888227e-13
3.369613901733181e-08,0.09977366400000001,0.80000000000000004,0.0,0.28247566049987743,0.096111068810774219,0.098509483166526482,4.7266297891903783e-10,1.6745961429321468e-06,3.6665217293887879e-08,1.4528745459090256e-06,8.0576921137068233e-16,1.2786619911847768e-15,1.3930312135614433e-10,1.3674715771466514e-32,3.2137315340467326e-11,1.5753237667302259e-22,5.157950371488397e-12,9.5864326325269329e-22,3.7589295600445454e-23,7.2398162514460804e-09,1.4578812686609209e-25,0.0038873682993838272,0.0029776702078640875,1.1183049763725274e-09,2.0008270912226964e-07,4.0445535546109622e-10,2.6167075416411968e-06,2.7239874501393071e-14,3.7201358613507764e-10,8.0597107903769829e-08,2.7309902505979677e-08,2.1256385122826792e-13,6.0013557875183244e-13
3.379251629503097e-08,0.09977366400000001,0.80000000000000004,0.0,0.28246496680995059,0.096108642355401744,0.098505331547335789,4.7726793287829346e-10,1.691996508134629e-06,3.6899606964898482e-08,1.4613650655675662e-06,8.1240674722349076e-16,1.2946198050929716e-15,1.4068591230870362e-10,1.4163391679869053e-32,3.2288554850518439e-11,1.6112189694674635e-22,5.2086093423210772e-12,9.7130410110745786e-22,3.7930653326641106e-23,7.2930003632593078e-09,1.4947977663446237e-25,0.0038897861726238589,0.0029859469486957359,1.1213103212552823e-09,2.0053101535434375e-07,4.0673230411754116e-10,2.6152472391517323e-06,2.7312559332863342e-14,3.7177350511616759e-10,8.0586281193643118e-08,2.740353351974454e-08,2.138268390446311e-13,6.036201762314292e-13
3.3888893572730124e-08,0.09977366400000001,0.80000000000000004,0.0,0.2824542921517309,0.09610623379548959,0.09850118041774493,4.8190017408991202e-10,1.7094659021594782e-06,3.7133628807781428e-08,1.4698781534041139e-06,8.1907995618552068e-16,1.3107350841396655e-15,1.4207776495900949e-10,1.4668139333785084e-32,3.243950349389798e-11,1.6478267887953462e-22,5.2595174375250613e-12,9.8408832508810364e-22,3.8273994126572085e-23,7.3462861991666746e-09,1.5325542352905537e-25,0.0038921861276756662,0.0029942226224121018,1.1243151326366172e-09,2.0097540151679562e-07,4.0900295311245627e-10,2.6137443365205424e-06,2.73852274519719e-14,3.7152758595081646e-10,8.0575495532628307e-08,2.7497252907138345e-08,2.1509195940538891e-13,6.071138720064123e-13
3.398527085042928e-08,0.09977366400000001,0.80000000000000004,0.0,0.28244363639566478,0.09610384300427123,0.098497029777139061,4.8655974853419795e-10,1.7270037915938493e-06,3.7367275154783331e-08,1.4784138042730245e-06,8.2578892754364772e-16,1.3270088488211924e-15,1.4347869329030973e-10,1.5189436949323496e-32,3.2590158579772172e-11,1.6851589359249994e-22,5.3106742483965157e-12,9.969966280894874e-22,3.8619323250274161e-23,7.3996726157064558e-09,1.5711673232952559e-25,0.0038945682913109603,0.0030024972307319685,1.1273194137700566e-09,2.0141591811861852e-07,4.112673569132998e-10,2.6121998458975783e-06,2.745787901445043e-14,3.7127597295487906e-10,8.0564750746953199e-08,2.7591060694175252e-08,2.1635922306975675e-13,6.106166633246841e-13
3.408164812812844e-08,0.09977366400000001,0.80000000000000004,0.0,0.28243299941312028,0.096101469855876781,0.098492879624907242,4.912467024302913e-10,1.7446096483281533e-06,3.7600538545566654e-08,1.4869720130519512e-06,8.325337505732139e-16,1.3434421210891755e-15,1.4488871109285445e-10,1.572777531444598e-32,3.2740517493655944e-11,1.7232272669840972e-22,5.3620793711707125e-12,1.0100297030988959e-21,3.8966645946839558e-23,7.4531584841830476e-09,1.6106539512014582e-25,0.0038969327894046515,0.0030107707753608435,1.1303231678986913e-09,2.0185261568331742e-07,4.1352557333997502e-10,2.6106147684806516e-06,2.7530514175459206e-14,3.7101880885316578e-10,8.0554046666380926e-08,2.7684956907356789e-08,2.1762864140149692e-13,6.1412854744343121e-13
3.416838767805768e-08,0.09977366400000001,0.80000000000000004,0.0,0.28242344207461395,0.096099349003622464,0.098489144904956666,4.9548840876674853e-10,1.760512599296765e-06,3.7810142169073181e-08,1.4946936837513131e-06,8.3863481825590683e-16,1.3583692909152076e-15,1.4616550985719068e-10,1.6227265675889803e-32,3.2875585189039661e-11,1.7581281189137307e-22,5.4085559587221137e-12,1.0218667235020521e-21,3.9280945216164221e-23,7.5013798762427301e-09,1.6469530007126107e-25,0.0038990458369688352,0.0030182160574699262,1.1330260986968057e-09,2.0224241996379345e-07,4.1555272694105708e-10,2.6091543156369412e-06,2.7595871924234002e-14,3.7078273161176943e-10,8.0544447658740981e-08,2.7769539125839273e-08,2.1877296976094268e-13,6.1729701523521264e-13
3.425512722798693e-08,0.09977366400000001,0.80000000000000004,0.0,0.28241389974672115,0.096097242250313381,0.098485410579657554,4.9975236414228923e-10,1.7764698030552078e-06,3.8019424570239621e-08,1.5024336185265874e-06,8.4476506316244863e-16,1.3734272378359315e-15,1.4744969189552499e-10,1.6741343076528912e-32,3.3010409128232855e-11,1.7936438510120774e-22,5.4552330688752277e-12,1.0338058759418608e-21,3.9596867355779517e-23,7.5496801200437728e-09,1.6839862742284082e-25,0.0039011447671941616,0.0030256604805845781,1.1357286075865802e-09,2.0262920854779661e-07,4.1757496180958157e-10,2.6076625035746526e-06,2.7661216623615158e-14,3.705423739868688e-10,8.0534881367577747e-08,2.7854193011254865e-08,2.1991906143740638e-13,6.2047284399475106e-13
3.434186677791617e-08,0.09977366400000001,0.80000000000000004,0.0,0.282404372337558,0.096095149506028488,0.0984816766485727,5.0403860277679994e-10,1.792480886001954e-06,3.8228380732307045e-08,1.5101918136925382e-06,8.509245503517374e-16,1.3886167097905494e-15,1.4874126687011745e-10,1.7270392558511854e-32,3.3144987560308402e-11,1.8297834117589416e-22,5.502110418094805e-12,1.0458476657949399e-21,3.9914416190329912e-23,7.5980584234055354e-09,1.7217666878304545e-25,0.0039032296700053531,0.0030331040459204732,1.1384306969067808e-09,2.0301301820813694e-07,4.1959232450293266e-10,2.6061400387789426e-06,2.7726548384164449e-14,3.702978365959974e-10,8.0525347675402687e-08,2.7938918583782098e-08,2.2106692534162322e-13,6.2365603174190753e-13
3.4428606327845416e-08,0.09977366400000001,0.80000000000000004,0.0,0.28239485975582995,0.096093070681419368,0.098477943111267313,5.0834715906497217e-10,1.8085454782383271e-06,3.8437005768825138e-08,1.5179682655795324e-06,8.571133448757926e-16,1.4039384556189986e-15,1.5004024432294937e-10,1.7814808132983263e-32,3.3279318782167209e-11,1.866555847393057e-22,5.5491877264193369e-12,1.0579925984970305e-21,4.0233595543851304e-23,7.6465140038000325e-09,1.7603073452327705e-25,0.0039053006347544218,0.0030405467546845482,1.1411323689868543e-09,2.0339388566890171e-07,4.2160486283955777e-10,2.6045876201731577e-06,2.7791867315599149e-14,3.7004921894955111e-10,8.0515846466587651e-08,2.8023715863824077e-08,2.2221657058665807e-13,6.2684657650271933e-13
3.451534587777466e-08,0.09977366400000001,0.80000000000000004,0.0,0.28238536191082786,0.096091005687706663,0.098474209967309226,5.1267806758013835e-10,1.8246632136118538e-06,3.8645294922204971e-08,1.5257629705335969e-06,8.6333151177989512e-16,1.4193932250496142e-15,1.5134663367722051e-10,1.837499295898294e-32,3.3413401137986395e-11,1.9039703025481687e-22,5.5964647175299694e-12,1.0702411795431063e-21,4.0554409239773502e-23,7.6950460883329982e-09,1.799621539831442e-25,0.0039073577502243082,0.0030479886080750042,1.1438336261463829e-09,2.0377184759533002e-07,4.2361262596493282e-10,2.6030059390447377e-06,2.7857173526805397e-14,3.6979661944198359e-10,8.0506377627262107e-08,2.8108584871986991e-08,2.2336800645034055e-13,6.3004447630942849e-13
3.4602085427703905e-08,0.09977366400000001,0.80000000000000004,0.0,0.28237587871242437,0.096088954436676519,0.098470477216268712,5.1703136307792973e-10,1.8408337297576101e-06,3.8853243562258967e-08,1.5335759249164576e-06,8.69579116102723e-16,1.4349817686869102e-15,1.5266044423884175e-10,1.8951359524687832e-32,3.3547233018665061e-11,1.9420360208894986e-22,5.6439411188170799e-12,1.0825939144875942e-21,4.0876861100922803e-23,7.7436539137226603e-09,1.8397227567648328e-25,0.0039094011046325074,0.0030554296072813091,1.1465344706945412e-09,2.0414694058027064e-07,4.2561566429369803e-10,2.6013956789788063e-06,2.7922467125816956e-14,3.6954013534279743e-10,8.0496941045214017e-08,2.8193525629059016e-08,2.2452124241088766e-13,6.3324972920049878e-13
3.468882497763315e-08,0.09977366400000001,0.80000000000000004,0.0,0.28236641007107083,0.096086916840676828,0.098466744857718544,5.2140708049987846e-10,1.8570566681375053e-06,3.9060847184729332e-08,1.5414071251055815e-06,8.7585622287647883e-16,1.4507048379994839e-15,1.5398168519792339e-10,1.9544329830960092e-32,3.3680812861268199e-11,1.9807623457505801e-22,5.6916166614445119e-12,1.0950513089446877e-21,4.1200954949524495e-23,7.7923367262762716e-09,1.880624674984086e-25,0.0039114307856346698,0.0030628697534842105,1.1492349049295391e-09,2.0451920113137261e-07,4.2761402942030071e-10,2.5997575157952346e-06,2.7987748219793341e-14,3.6927986278797068e-10,8.0487536609793018e-08,2.8278538155989723e-08,2.2567628812996239e-13,6.3646233322063081e-13
3.4775564527562394e-08,0.09977366400000001,0.80000000000000004,0.0,0.28235695589779342,0.096084892812613731,0.098463012891233909,5.2580525497688002e-10,1.8733316740766593e-06,3.9268101409797445e-08,1.5492565674942044e-06,8.8216289712701334e-16,1.4665631853080734e-15,1.5531036563025936e-10,2.015433557782182e-32,3.3814139148467148e-11,2.0201587207705889e-22,5.7394910804106502e-12,1.1076138685888075e-21,4.1526694607205451e-23,7.8410937818635727e-09,1.9223411693369962e-25,0.0039134468803281915,0.0030703090478557335,1.1519349311381106e-09,2.0488866565968922e-07,4.2960777407822445e-10,2.5980921174900334e-06,2.8053016915000434e-14,3.6901589677206804e-10,8.0478164211816802e-08,2.8363622473869774e-08,2.2683315343656737e-13,6.3968228642077302e-13
3.486230407749164e-08,0.09977366400000001,0.80000000000000004,0.0,0.28234751610418962,0.096082882265948064,0.098459281316392477,5.3022592183248047e-10,1.8896583967966296e-06,3.9475001980571753e-08,1.5571242484913581e-06,8.8849920387393783e-16,1.4825575637737887e-15,1.5664649449880599e-10,2.0781818354176343e-32,3.3947210407976007e-11,2.0602346905322248e-22,5.7875641146060164e-12,1.1202820991552119e-21,4.1854083894996593e-23,7.8899243458867416e-09,1.9648863126667138e-25,0.003915449475255771,0.0030777474915591979,1.1546345515950313e-09,2.0525537046808252e-07,4.3159695208305192e-10,2.5964001441833055e-06,2.8118273316791917e-14,3.6874833114125856e-10,8.046882374348097e-08,2.8448778603910987e-08,2.2799184832724105e-13,6.4290958685813198e-13
3.494904362742088e-08,0.09977366400000001,0.80000000000000004,0.0,0.2823380906024246,0.096080885114691872,0.098455550132774378,5.3466911658602531e-10,1.9060364894457803e-06,3.9681544761558831e-08,1.5650101645218825e-06,8.9486520813073133e-16,1.4986887273865043e-15,1.5799008065515567e-10,2.1427229830636039e-32,3.4080025211985345e-11,2.1009999012001083e-22,5.835835506867651e-12,1.1330565064407524e-21,4.2183126633335582e-23,7.9388276932473132e-09,2.0082743779243625e-25,0.0039174386564089399,0.0030851850857492296,1.1573337685626298e-09,2.0561935173986458e-07,4.3358161827277734e-10,2.5946822480727113e-06,2.8183517529591388e-14,3.6847725858713788e-10,8.0459515098272016e-08,2.8534006567426916e-08,2.291523829585155e-13,6.4614423259617781e-13
3.503578317735013e-08,0.09977366400000001,0.80000000000000004,0.0,0.28232867930522831,0.096078901273404738,0.09845181933996211,5.3913487495568233e-10,1.9224656091271328e-06,3.988772573712194e-08,1.5729143120264353e-06,9.0126097490483931e-16,1.5149574309533977e-15,1.593411328410044e-10,2.2091031955274298e-32,3.4212582176593776e-11,2.14246410115963e-22,5.8843050040306746e-12,1.1459375963047424e-21,4.2513826642069233e-23,7.9878031083105002e-09,2.0525198402944603e-25,0.0039194145092315679,0.0030926218315717726,1.1600325842903154e-09,2.0598064552801237e-07,4.3556182845576798e-10,2.5929390733913842e-06,2.8248749656875383e-14,3.6820277064118886e-10,8.0450238170883324e-08,2.8619306385813811e-08,2.3031476763793072e-13,6.493862217046465e-13
3.512252272727937e-08,0.09977366400000001,0.80000000000000004,0.0,0.28231928212589175,0.096076930657190446,0.09844808893754059,5.4362323286133339e-10,1.9389454169237718e-06,4.0093541009928329e-08,1.5808366874614917e-06,9.0768656919776829e-16,1.5313644300876327e-15,1.6069965968961284e-10,2.2773697152332296e-32,3.4344879961237936e-11,2.1846371416562659e-22,5.9329723569770585e-12,1.1589258746699455e-21,4.2846187740456194e-23,8.0368498848669569e-09,2.0976373793331629e-25,0.0039213771186233769,0.0031000577301641078,1.1627310010141372e-09,2.0633928774464709e-07,4.3753763935693915e-10,2.591171256370506e-06,2.8313969801157659e-14,3.6792495766990891e-10,8.0440992857133666e-08,2.8704678080532128e-08,2.3147901281829164e-13,6.5263555225954158e-13
3.520926227720862e-08,0.09977366400000001,0.80000000000000004,0.0,0.28230989897826309,0.096074973181693446,0.09844435892509712,5.4813422642733287e-10,1.955475577921687e-06,4.0298986799384927e-08,1.5887772872993413e-06,9.1414205600517221e-16,1.5479104811971975e-15,1.6206566972726065e-10,2.3475708524022323e-32,3.4476917268120835e-11,2.2275289774353639e-22,5.9818373206815e-12,1.1720218475236857e-21,4.3180213747169403e-23,8.0859673260918936e-09,2.1436418811198723e-25,0.0039233265689433833,0.0031074927826548744,1.1654290209563514e-09,2.0669531415078524e-07,4.3950910856427174e-10,2.589379425206731e-06,2.8379178063974254e-14,3.6764390887063499e-10,8.0431779053888773e-08,2.879012167308833e-08,2.3264512909100528e-13,6.5589222234312941e-13
3.529600182713786e-08,0.09977366400000001,0.80000000000000004,0.0,0.28230052977674464,0.096073028763095453,0.098440629302221319,5.5266789198513361e-10,1.9720557612300606e-06,4.0504059440062996e-08,1.5967361080280743e-06,9.2062750031693314e-16,1.5645963414738966e-15,1.6343917137469379e-10,2.4197560055509541e-32,3.460869284163861e-11,2.271149667382421e-22,6.0308996542543618e-12,1.1852260209190727e-21,4.3515908480298712e-23,8.1351547445016232e-09,2.1905484404224815e-25,0.0039252629440133593,0.003114926990164084,1.1681266463250013e-09,2.0704876034647308e-07,4.4147629447743805e-10,2.5875642000343647e-06,2.8444374545869316e-14,3.6735971226804731e-10,8.0422596658985765e-08,2.8875637185017208e-08,2.3381312717899051e-13,6.5915623004393455e-13
3.5382741377067106e-08,0.09977366400000001,0.80000000000000004,0.0,0.28229117443628959,0.096071097318111934,0.098436900068505251,5.5722426607578027e-10,1.9886856399990968e-06,4.0708755380113694e-08,1.6047131461515646e-06,9.2714296711723086e-16,1.5814227688824904e-15,1.6482017294856451e-10,2.4939756823073304e-32,3.4740205467806215e-11,2.3155093751638408e-22,6.0801591209817801e-12,1.1985389009763451e-21,4.3853275757353432e-23,8.1844114619075548e-09,2.2383723628760698e-25,0.0039271863271212511,0.0031223603538031493,1.170823879313515e-09,2.0739966176125782e-07,4.4343925625697049e-10,2.5857261929021102e-06,2.8509559346381976e-14,3.6707245471133184e-10,8.0413445571160384e-08,2.8961224637864546e-08,2.3498301793023675e-13,6.6242757345673296e-13
3.546948092699635e-08,0.09977366400000001,0.80000000000000004,0.0,0.28228183287239833,0.096069178763988766,0.098433171223543253,5.618033854522777e-10,2.0053648914355127e-06,4.0913071179676351e-08,1.6127083981894453e-06,9.3368852138461641e-16,1.5983905221499884e-15,1.6620868266286327e-10,2.5702815205445449e-32,3.4871453973682477e-11,2.3606183698681514e-22,6.129615488363073e-12,1.211960993884322e-21,4.4192319395264841e-23,8.2337368093679478e-09,2.2871291671748746e-25,0.0039290968010245817,0.0031297928746749056,1.1735207221003257e-09,2.0774805364496797e-07,4.4539805377424267e-10,2.5838660077542019e-06,2.8574732564034201e-14,3.6678222187196764e-10,8.0404325689976956e-08,2.9046884053170374e-08,2.3615481231134628e-13,6.6570625068254068e-13
3.5556220476925595e-08,0.09977366400000001,0.80000000000000004,0.0,0.28227250500111511,0.096067273018498961,0.098429442766931996,5.6640528708183462e-10,2.0220931968157367e-06,4.1117003509280447e-08,1.6207218606770755e-06,9.4026422809206757e-16,1.6155003607550839e-15,1.6760470863034233e-10,2.6487263098362578e-32,3.5002437226794668e-11,2.4064870266476892e-22,6.1792685281454409e-12,1.2254928059019553e-21,4.453304321038875e-23,8.2831301271373364e-09,2.3368345872775431e-25,0.003930994447953833,0.0031372245538736363,1.1762171768484974e-09,2.0809397105881642e-07,4.4735274756263127e-10,2.5819842404157945e-06,2.8639894296319233e-14,3.6648909824212505e-10,8.0395236915760878e-08,2.9132615452452505e-08,2.3732852140104521e-13,6.6899225982860007e-13
3.564296002685484e-08,0.09977366400000001,0.80000000000000004,0.0,0.28226319073902473,0.096065379999939013,0.098425714698270425,5.710300081479823e-10,2.0388702414968441e-06,4.1320549148242196e-08,1.6287535301655058e-06,9.4687015220704616e-16,1.6327530449177423e-15,1.6900825886393114e-10,2.7293640132387683e-32,3.5133154134562993e-11,2.4531258273607649e-22,6.2291180163560479e-12,1.2391348433599887e-21,4.4875451018508062e-23,8.3325907646138167e-09,2.3875045746257914e-25,0.0039328793496158027,0.0031446553924851062,1.1789132457053734e-09,2.0843744886682849e-07,4.4930339876961417e-10,2.5800814785825562e-06,2.8705044639691057e-14,3.6619316713366533e-10,8.0386179149533903e-08,2.9218418857190624e-08,2.3850415638388226e-13,6.7228559900836478e-13
3.5729699576784084e-08,0.09977366400000001,0.80000000000000004,0.0,0.28225389000324919,0.096063499627125945,0.098421987017159873,5.7567758605257101e-10,2.0556957149252776e-06,4.1523704983056784e-08,1.6368034032214363e-06,9.5350635869154802e-16,1.6501493355889309e-15,1.7041934127814304e-10,2.8122497894044909e-32,3.5263603643725086e-11,2.5005453612142784e-22,6.2791637333314344e-12,1.2528876126627136e-21,4.521954663483526e-23,8.3821180802841582e-09,2.439155300376509e-25,0.0039347515871969423,0.0031520853915865815,1.1816089308022364e-09,2.0877852172758439e-07,4.5125006910981565e-10,2.5781583018143819e-06,2.877018368955472e-14,3.6589451067772846e-10,8.0377152292951958e-08,2.9304294288810733e-08,2.3968172854401689e-13,6.7558626634148343e-13
