Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53)
7.184104026031229e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4253053701272318,0.057943234565187227,0.0028108429655753489,0.0,0.0052899957815273554,0.10269156423655862,0.034725862470471935,2.3492673208032958e-05,9.1918749730217353e-10,0.0014297093053231176,3.9082301809079154e-11,0.00060943709138161386,2.9015219832450368e-09,8.1072721658904627e-07,3.8481752105327467e-09,1.4398772741230101e-10,2.5328124548118986e-06,3.910529834399835e-05,0.0039981988011639404,3.6171651618187084e-07,0.00070480453588206969,3.9271985667890655e-09,9.9978125644668031e-10,5.1898561755118387e-08,2.2811893846092359e-07,1.273410397486175e-07,0.00084577598594425354,0.019475569422275154,1.5432305570484389e-06,0.0019751379355271458,6.1885302273153239e-05,1.0332910251811217e-07,4.3006134073382499e-10
7.194535135984902e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4252649699564976,0.057889881348020998,0.0028027495858876273,0.0,0.0052898640916122629,0.10280489235144079,0.034742187953605605,2.3454264518451166e-05,9.215530799960419e-10,0.0014285434650138209,3.9054568416727244e-11,0.00060961159195941142,2.9018354647316009e-09,8.0850926530808887e-07,3.8510850873805358e-09,1.4395160341652706e-10,2.5292405382685693e-06,3.9138756408914288e-05,0.0039941377103674793,3.5991041006090702e-07,0.00070511411157268096,3.910354295784286e-09,9.9608963048607245e-10,5.2036902880210328e-08,2.2809158721097257e-07,1.2773875194596404e-07,0.00084796463837049404,0.019515540509364798,1.5437998811018824e-06,0.0019771305876293476,6.1938251395217213e-05,1.0336786020780867e-07,4.3044985449352643e-10
7.204966245938576e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42522457585032786,0.057836578407083478,0.0027946810403864202,0.0,0.0052897308632411421,0.10291811392125554,0.034758465265727498,2.3415921729298818e-05,9.2391910177728737e-10,0.0014273786657827631,3.9026864136194098e-11,0.00060978586089025411,2.9021494682846246e-09,8.0630438102360461e-07,3.8539891939873474e-09,1.4391522665157263e-10,2.525688056547227e-06,3.9172162525943845e-05,0.0039900808427470414,3.5811522212784555e-07,0.00070542307027556743,3.8936007600797468e-09,9.9241224198500655e-10,5.2175499273947918e-08,2.2806417398233634e-07,1.281368410674697e-07,0.00085015412496096019,0.019555503518002539,1.5443669801260735e-06,0.0019791208040642371,6.1991118307053007e-05,1.0340646683434744e-07,4.3083757778515485e-10
7.2153973558922495e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42518418791091034,0.057783325696450914,0.0027866372483782045,0.0,0.005289596104649557,0.10303122903788858,0.034774694560305019,2.3377644720273838e-05,9.2628555354882821e-10,0.0014262149065837489,3.8999188888707487e-11,0.00060995989861751534,2.9024639909887473e-09,8.0411245385205619e-07,3.8568875435534439e-09,1.438785983685694e-10,2.5221548738896144e-06,3.9205516776325008e-05,0.0039860281949592813,3.5633087411092067e-07,0.00070573141352717856,3.8769373749240913e-09,9.8874903372783599e-10,5.2314350373588712e-08,2.2803669920340282e-07,1.2853530563670778e-07,0.00085234443832140781,0.01959545835235325,1.5449318618495841e-06,0.0019811085877525459,6.2043903137223863e-05,1.0344492292202577e-07,4.3122451212840186e-10
7.225828465845923e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42514380623998027,0.057730123170236992,0.002778618129441815,0.0,0.005289459824024398,0.10314423779319515,0.034790875990306662,2.3339433371356428e-05,9.2865242624182345e-10,0.0014250521863730442,3.8971542595895873e-11,0.00061013370558319735,2.9027790299410115e-09,8.0193337502182703e-07,3.8597801492518223e-09,1.4384171981381392e-10,2.5186408556618978e-06,3.9238819241170927e-05,0.0039819797636571098,3.5455728840147072e-07,0.00070603914285914042,3.8603635600225219e-09,9.8509994873744758e-10,5.2453455615857475e-08,2.2800916330007494e-07,1.2893414417867342e-07,0.00085453557107663793,0.019635404917024497,1.5454945339753473e-06,0.0019830939416135606,6.2096606014095347e-05,1.0348322899340941e-07,4.3161065904200673e-10
7.235216464804229e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42510746817942119,0.057682283766427582,0.0027714219516261347,0.0,0.0052893358768505514,0.10324585480993047,0.034805398479123409,2.3305099197752803e-05,9.3078296408070749e-10,0.0014240066256577381,3.8946685624159391e-11,0.00061028993491537404,2.9030630040008656e-09,7.9998310039271302e-07,3.8623785942390783e-09,1.4380831615836655e-10,2.5154945144668842e-06,3.9268747249838996e-05,0.0039783397778109832,3.5297019942128904e-07,0.00070631557561864889,3.8455232329476663e-09,9.818278007390551e-10,5.2578867159887803e-08,2.2798432907573394e-07,1.292934173951982e-07,0.00085650828505861134,0.019671349676166325,1.54599905602779e-06,0.0019848786849977441,6.2143968639143942e-05,1.035175766242281e-07,4.3195751926612907e-10
7.244604463762535e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42507113535190844,0.05763448494146136,0.0027642456358321272,0.0,0.0052892107093220836,0.103347385815288,0.034819882431949625,2.3270818024748439e-05,9.3291382897162315e-10,0.0014229619049220658,3.8921851985977611e-11,0.0006104459780078849,2.9033473917814357e-09,7.980430679514183e-07,3.8649724069063109e-09,1.4377471169016985e-10,2.512363491721989e-06,3.9298633436779851e-05,0.0039747032021588292,3.5139170990570594e-07,0.00070659151344979073,3.8307545742454091e-09,9.7856700542540685e-10,5.2704483691429513e-08,2.2795944599061841e-07,1.296529912628101e-07,0.00085848165144215046,0.019707287591036619,1.5465018001037085e-06,0.0019866614647113313,6.219126507913738e-05,1.0355180354224007e-07,4.3230374400708153e-10
7.2539924627208414e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42503480783067338,0.057586726661965022,0.0027570891239949821,0.0,0.0052890843273074349,0.10344883087616585,0.034834327959268913,2.3236589765430227e-05,9.3504501436197638e-10,0.0014219180234101897,3.8897041625039928e-11,0.00061060183518012385,2.9036321911919994e-09,7.9611320066337737e-07,3.8675615967997941e-09,1.4374090730779481e-10,2.5092476915724578e-06,3.9328477860866701e-05,0.0039710700342530051,3.4982176460822682e-07,0.0007068669574591352,3.8160571702296648e-09,9.7531752175176734e-10,5.2830304798773558e-08,2.2793451435012003e-07,1.3001286470921859e-07,0.00086045566489026002,0.019743218593007969,1.5470027717666772e-06,0.0019884422828794091,6.2238495427244581e-05,1.0358591012481743e-07,4.3264933437031789e-10
7.2633804616791476e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42499848568865395,0.057539008894589738,0.0027499523582263079,0.0,0.0052889567366439325,0.10355019005944123,0.034848735171241263,2.3202414333067092e-05,9.3717651371765183e-10,0.0014208749803678417,3.8872254485292286e-11,0.00061075750675060032,2.9039174001497822e-09,7.941934221922675e-07,3.8701461734481702e-09,1.4370690390668176e-10,2.5061470188746802e-06,3.9358280580891005e-05,0.0039674402716435115,3.4826030870828998e-07,0.00070714190875019651,3.8014306095871386e-09,9.720793088273582e-10,5.2956330069903168e-08,2.2790953445802479e-07,1.3037303666310956e-07,0.00086243032007838314,0.019779142613739729,1.5475019765621959e-06,0.0019902211416260762,6.2285659776506138e-05,1.0361989674820415e-07,4.3299429146009843e-10
7.272768460637454e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42496216899849615,0.057491331606011241,0.0027428352808135897,0.0,0.0052888279431379925,0.10365146343197049,0.03486310417770408,2.3168291641109187e-05,9.3930832052299435e-10,0.0014198327750423142,3.8847490510935543e-11,0.00061091299303694263,2.9042030165799831e-09,7.922836568927682e-07,3.8727261463624556e-09,1.4367270237915039e-10,2.5030613791904596e-06,3.9388041655562175e-05,0.0039638139118780089,3.4670728778766136e-07,0.00070741636842342023,3.7868744833124194e-09,9.6885232591489395e-10,5.3082559092527147e-08,2.2788450661651374e-07,1.3073350605420232e-07,0.00086440561169447855,0.01981505958517699,1.5479994200175637e-06,0.0019919980430744282,6.2332758219834898e-05,1.0365376378751007e-07,4.333386163790594e-10
7.281217659699929e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42492948869850289,0.057448456628139064,0.0027364466971284058,0.0,0.005288711005326607,0.10374253615429879,0.034876003708331257,2.3137626240005601e-05,9.4122720414694841e-10,0.0014188955058763583,3.8825222694510062e-11,0.00061105277253853006,2.9044604180475968e-09,7.9057336741537845e-07,3.8750441936385749e-09,1.4364175234127969e-10,2.5002970792114636e-06,3.9414791064448815e-05,0.0039605530954919541,3.4531673621639536e-07,0.00070766296270298988,3.7738338564495748e-09,9.6595760940753472e-10,5.3196339079322631e-08,2.2786194081093688e-07,1.310581819310898e-07,0.00086618391391447337,0.019847378776306025,1.5484456177406419e-06,0.0019935955826418171,6.237509054594578e-05,1.0368414218764328e-07,4.3364796921274662e-10
7.289666858762405e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42489681292567372,0.057405614386860565,0.0027300739725806913,0.0,0.0052885931020808736,0.10383353947276797,0.034888872460822194,2.3107003425830136e-05,9.4314632681846834e-10,0.0014179589141060467,3.8802973556737919e-11,0.00061119240244685686,2.9047181463921931e-09,7.888710737019025e-07,3.8773585264871387e-09,1.436106431873942e-10,2.4975448121799362e-06,3.9441506830775202e-05,0.0039572950316302674,3.4393293413102391e-07,0.00070790916045870042,3.7608496594131439e-09,9.6307192685360883e-10,5.3310283469516543e-08,2.2783933662796112e-07,1.3138309708698204e-07,0.00086796272349341915,0.019879692153401778,1.5488903972525758e-06,0.0019951915400627904,6.2417369630957619e-05,1.0371442429950951e-07,4.3395681168562004e-10
7.29811605782488e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42486414173236359,0.0573628048579332,0.0027237170654613231,0.0,0.0052884742375701984,0.10392447343607224,0.034901710514581533,2.307642313586166e-05,9.4506568382594826e-10,0.001417022999185858,3.8780743057465436e-11,0.00061133188299166026,2.9049762001175503e-09,7.8717672201463017e-07,3.879669151804446e-09,1.4357937556155037e-10,2.4948045106912118e-06,3.9468188997172915e-05,0.0039540397185004348,3.4255584270014057e-07,0.00070815496248634075,3.747921600234699e-09,9.6019524887189066e-10,5.342439196187303e-08,2.2781669428464556e-07,1.3170825074364266e-07,0.00086974203658468109,0.019911999667442573,1.5493337625501651e-06,0.0019967859168829824,6.2459595542337104e-05,1.0374461039425339e-07,4.3426514460079377e-10
7.306565256887356e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42483147517073816,0.057320028017130487,0.0027173759341752412,0.0,0.0052883544159441787,0.10401533809289173,0.034914517948804513,2.3045885307496146e-05,9.4698527046986369e-10,0.0014160877605712717,3.8758531156702629e-11,0.00061147121440210906,2.9052345777325507e-09,7.854902590517595e-07,3.8819760764749315e-09,1.4354795010578167e-10,2.4920761077884264e-06,3.9494837606220635e-05,0.0039507871543084617,3.4118542335339328e-07,0.00070840036957967533,3.7350493886826588e-09,9.5732754618030625e-10,5.3538664254955328e-08,2.2779401399703388e-07,1.3203364212347655e-07,0.00087152184934974613,0.019944301269592155,1.5497757176193694e-06,0.0019983787146473507,6.2501768347467156e-05,1.0377470074229131e-07,4.3457296876088404e-10
7.315014455949831e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42479881329277386,0.057277283840241999,0.0027110505372411435,0.0,0.005288233641332709,0.10410613349189243,0.034927294842477405,2.301538987824626e-05,9.4890508206275931e-10,0.0014151531977187619,3.8736337814622265e-11,0.00061161039690680534,2.9054932777511517e-09,7.8381163194338068e-07,3.8842793073713497e-09,1.4351636746010411e-10,2.4893595369590687e-06,3.9521452700444077e-05,0.0039475373372588858,3.3982163777921943e-07,0.00070864538253046004,3.7222327363053011e-09,9.544687895955946e-10,5.3653100047132119e-08,2.2777129598015952e-07,1.3235927044954244e-07,0.00087330215795824626,0.019976596911199077,1.5502162664354223e-06,0.0019999699349001802,6.2543888113646983e-05,1.0380469561331259e-07,4.3488028496798845e-10
7.323463655012307e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42476615615025842,0.057234572303073293,0.0027047408332911732,0.0,0.0052881119178460907,0.10419685968172594,0.034940041274378109,2.2984936785740955e-05,9.5082511392924486e-10,0.0014142193100857884,3.8714162991559062e-11,0.00061174943073378748,2.9057522986923748e-09,7.8214078824751196e-07,3.8865788513547929e-09,1.4348462826252243e-10,2.4866547321314756e-06,3.9548034322316285e-05,0.0039442902655547974,3.3846444792289222e-07,0.00070889000212846515,3.7094713563926751e-09,9.5161895003296185e-10,5.3767699036582766e-08,2.2774854044805151e-07,1.3268513494555882e-07,0.00087508295858796303,0.020008886543796244,1.5506554129628639e-06,0.0020015595791850692,6.2585954908092308e-05,1.0383459527628177e-07,4.3518709402374589e-10
7.340362053137258e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42470085627778592,0.057149247051197734,0.002692168339437551,0.0,0.0052878656405913257,0.10437810462842581,0.034965443066935421,2.292415736205872e-05,9.54665819841684e-10,0.0014123535583132041,3.8669868744627705e-11,0.00061202705326395468,2.9062712974439095e-09,7.7882224344144177e-07,3.891166905968531e-09,1.4342068275364159e-10,2.4812801583790719e-06,3.960109731863552e-05,0.0039378043509882589,3.3576970441587913e-07,0.00070937806441525968,3.6841132758374577e-09,9.4594590612504058e-10,5.3997385399079683e-08,2.2770291768926014e-07,1.3333756934561525e-07,0.00087864602066282016,0.020073447589011442,1.5515295149567443e-06,0.002004734146021966,6.2669929850225401e-05,1.0389411005030618e-07,4.3579919388522696e-10
7.357260451262209e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42463557596387086,0.057064052068268777,0.0026796581239286335,0.0,0.0052876156166746088,0.10455907332191461,0.03499072395255097,2.2863546539790799e-05,9.5850735104498225e-10,0.001410490500932757,3.8625648101793462e-11,0.0006123040838057175,2.906791562239606e-09,7.7553421350726531e-07,3.8957402949708781e-09,1.4335611864316299e-10,2.4759518666470554e-06,3.9654026933909737e-05,0.0039313293962050114,3.3310089345297035e-07,0.00070986456271852222,3.6589728879757704e-09,9.4030818373453124e-10,5.4227720924162236e-08,2.2765714741300134e-07,1.3399093912665219e-07,0.00088221100515913705,0.020137984021168131,1.5523980551043849e-06,0.0020079024274929605,6.275369370992639e-05,1.0395324720164453e-07,4.3640927474831078e-10
7.37415884938716e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42457031561607816,0.056978987161307275,0.0026672098598739995,0.0,0.0052873618782840878,0.10473976615088074,0.035015884553997942,2.280310382411267e-05,9.6234967056939026e-10,0.0014086301336391398,3.8581500751479251e-11,0.00061258052416329333,2.9073130814113902e-09,7.7227629391678651e-07,3.9002990728296484e-09,1.4329094096329202e-10,2.4706693438914977e-06,3.9706823506030914e-05,0.0039248653867788108,3.304577196372422e-07,0.00071034950328518012,3.6340479610415737e-09,9.3470555369305889e-10,5.4458703190674501e-08,2.2761123129587711e-07,1.3464523810239833e-07,0.00088577788179160504,0.020202495459113384,1.5532610647396756e-06,0.0020110644359217261,6.283724702192678e-05,1.0401200885608719e-07,4.3701734300776193e-10
7.391057247512111e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42450507563900353,0.056894052137589808,0.0026548232221687194,0.0,0.0052871044573047218,0.10492018350377461,0.035040925490764777,2.2742828722021115e-05,9.6619274163731588e-10,0.0014067724521423272,3.8537426384619944e-11,0.0006128563761320778,2.9078358433699614e-09,7.6904808661921911e-07,3.9048432938259691e-09,1.4322515471459736e-10,2.4654320838047103e-06,3.975948737205419e-05,0.0039184123082614073,3.2783989149373268e-07,0.00071083289233086046,3.6093362901641557e-09,9.2913778837507652e-10,5.4690329774685465e-08,2.2756517099891431e-07,1.3530046009741639e-07,0.0008893466204046291,0.020266981524594781,1.5541185750278356e-06,0.0020142201836205447,6.2920590319633698e-05,1.0407039712799016e-07,4.3762340504996394e-10
7.407955645637062e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4244398564342895,0.056809246804648293,0.0026424978874835768,0.0,0.0052868433853216074,0.10510032576880585,0.035065847379071619,2.2682720742321515e-05,9.7003652766302777e-10,0.0014049174521674063,3.8493424694636804e-11,0.00061313164149871108,2.9083598366040867e-09,7.6584919992307363e-07,3.9093730120544148e-09,1.4315876486619168e-10,2.4602395867127469e-06,3.9812018868200281e-05,0.0039119701461829484,3.2524712140922646e-07,0.00071131473604007654,3.5848356969920078e-09,9.2360466168713068e-10,5.4922598249582936e-08,2.2751896816772529e-07,1.3595659894720733e-07,0.00089291719097213472,0.020331441842244218,1.5549706169662334e-06,0.0020173696828901552,6.3003724135133834e-05,1.0412841412033032e-07,4.3822746725273931e-10
7.424854043762013e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42437465840064076,0.056724570970269797,0.0026302335342553462,0.0,0.0052865786936232692,0.10528019333394048,0.035090650831886824,2.2622779395615397e-05,9.7388099225235265e-10,0.0014030651294544105,3.8449495377412159e-11,0.00061340632204114336,2.9088850496799191e-09,7.6267924838033645e-07,3.9138882814232178e-09,1.4309177635591197e-10,2.4550913594746393e-06,3.9864418329858069e-05,0.0039055388860523717,3.2267912557399821e-07,0.00071179504056643529,3.5605440293252892e-09,9.1810594905721407e-10,5.5155506186161995e-08,2.2747262443266777e-07,1.3661364849830602e-07,0.00089648956359736104,0.020395876039561906,1.5558172213852057e-06,0.0020205129460196189,6.3086648999197359e-05,1.0418606192476085e-07,4.3882953598517983e-10
7.441752441886964e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42430948193384088,0.056640024442496224,0.0026180298426771121,0.0,0.0052863104132049015,0.10545978658689777,0.035115336458943304,2.2563004194288099e-05,9.7772609920236141e-10,0.0014012154797581535,3.8405638131264453e-11,0.00061368041952870086,2.909411471240308e-09,7.5953785267285764e-07,3.9183891556544668e-09,1.430241940904987e-10,2.4499869153834869e-06,3.991668609158694e-05,0.0038991185133578068,3.2013562392373799e-07,0.0007122738120328364,3.5364591607511751e-09,9.1264142742418555e-10,5.5389051152720921e-08,2.2742614140900211e-07,1.3727160260838898e-07,0.00090006370851268276,0.02046028374690026,1.5566584189488628e-06,0.0020236499852861662,6.3169365441281773e-05,1.0424334262166583e-07,4.3942961760748163e-10
7.458650840011915e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42424432742676715,0.056555607029624054,0.0026058864946886351,0.0,0.0052860385747715948,0.10563910591514776,0.035139904866754848,2.250339465249661e-05,9.8157181250105663e-10,0.0013993684988480703,3.8361852656923598e-11,0.00061395393572214873,2.9099390900041312e-09,7.5642463950100801e-07,3.922875688284305e-09,1.4295602294577467e-10,2.4449257740693468e-06,3.996882248711932e-05,0.0038927090135669608,3.1761634008318051e-07,0.00071275105653167492,3.5125789902883371e-09,9.0721087522726889e-10,5.5623230715149628e-08,2.2737952069704726e-07,1.3793045514636923e-07,0.00090363959607939984,0.020524664597447978,1.5574942401559036e-06,0.0020267808129550689,6.3251873989535862e-05,1.0430025828021526e-07,4.4002771847078242e-10
7.475549238136866e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42417919526940712,0.056471318540204152,0.0025938031739667767,0.0,0.0052857632087414822,0.10581815170590826,0.035164356658632337,2.2443950286157634e-05,9.8541809632704626e-10,0.0013975241825080584,3.8318138657506716e-11,0.00061422687237375586,2.9104678947656362e-09,7.5333924147461892e-07,3.9273479326631417e-09,1.4288726776682232e-10,2.4399074614037306e-06,4.0020827849363035e-05,0.003886310372127515,3.1512100130998299e-07,0.00071322678012503691,3.4889014420329275e-09,9.0181407239563318e-10,5.585804243702026e-08,2.2733276388233471e-07,1.3859019999249495e-07,0.00090721719678753731,0.020589018227214147,1.5583247153404219e-06,0.0020299054412794967,6.3334175170803454e-05,1.0435681095841951e-07,4.406238449169997e-10
7.492447636261817e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42411408584887339,0.056387158783041368,0.0025817795659159627,0.0,0.0052854843452488738,0.10599692434614218,0.035188692434700054,2.2384670612935738e-05,9.8926491504921335e-10,0.0013956825265363209,3.8274495838494218e-11,0.00061449923122735715,2.9109978743937781e-09,7.502812970061293e-07,3.931805941955883e-09,1.4281793336816113e-10,2.4349315094056907e-06,4.007270251040377e-05,0.0038799225744675083,3.1264933844035228e-07,0.00071370098884489437,3.4654244648149483e-09,8.9645080033803799e-10,5.609348387967713e-08,2.2728587253575972e-07,1.3925083103844606e-07,0.00091079648125563816,0.020653344275012409,1.5591498746727118e-06,0.0020330238825003806,6.3416269510627239e-05,1.0441300270318409e-07,4.4121800327867494e-10
7.509346034386768e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42404899954942027,0.056303127567194418,0.0025698153576587039,0.0,0.0052852020141473475,0.10617542422255483,0.035212912791911653,2.2325555152231725e-05,9.9311223322638252e-10,0.0013938435267452144,3.8230923907706092e-11,0.00061477101401841627,2.9115290178315832e-09,7.4725045020584538e-07,3.9362497691421413e-09,1.4274802453392321e-10,2.4299974561495023e-06,4.0124446801507397e-05,0.0038735456059957175,3.1020108583471474e-07,0.00071417368869330195,3.4421460318545088e-09,8.9112084193256392e-10,5.6329552602324393e-08,2.2723884821373221e-07,1.3991234218742757e-07,0.00091437742023055084,0.020717642382445143,1.5599697481600696e-06,0.0020361361488462817,6.3498157533252564e-05,1.0446883555036351e-07,4.418101998788181e-10
7.526244432511719e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42398393675245805,0.056219224701975525,0.0025579102380261596,0.0,0.0052849162450127858,0.1063536517215911,0.035237018324066394,2.2266603425171145e-05,9.9696001560697583e-10,0.0013920071789610973,3.8187422575278665e-11,0.00061504222247408733,2.9120613140955104e-09,7.4424635077926873e-07,3.9406794670164865e-09,1.4267754601802911e-10,2.4251048456739595e-06,4.0176061053122345e-05,0.0038671794521020447,3.0777598132534059e-07,0.00071464488564258559,3.4190641404300307e-09,8.858239815164089e-10,5.6566246162114692e-08,2.271916924583244e-07,1.4057472735426368e-07,0.00091795998458721621,0.020781912193887808,1.5607843656475949e-06,0.0020392422525332549,6.3579839761631132e-05,1.0452431152481576e-07,4.4240044103075683e-10
7.54314283063667e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42391889783656966,0.056135449996950255,0.0025460638975487527,0.0,0.0052846270671463892,0.10653160722943311,0.035261009621824969,2.2207814954592971e-05,1.0008082271286637e-09,0.001390173479024184,3.8143991553641529e-11,0.00061531285831327659,2.9125947522748265e-09,7.4126865392646029e-07,3.9450950881886728e-09,1.426065025443619e-10,2.420253227893213e-06,4.0227545594882017e-05,0.0038608240981578934,3.0537376616359498e-07,0.00071511458563553777,3.3961768115434717e-09,8.8056000487576443e-10,5.6803562114235029e-08,2.2714440679741741e-07,1.4123798046548711e-07,0.00092154414532844421,0.020846153356473239,1.5615937568189875e-06,0.0020423422057647277,6.366131671742476e-05,1.0457943264045611e-07,4.4298873303798682e-10
7.560041228761621e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4238538831775252,0.056051803261937157,0.0025342760284468276,0.0,0.0052843345095776456,0.1067092911319972,0.035284887272725628,2.214918926503841e-05,1.0046568329180122e-09,0.0013883424227883973,3.810063055749487e-11,0.00061558292324670157,2.9131293215309803e-09,7.3831702024341641e-07,3.9494966850838861e-09,1.425348988069411e-10,2.4154421585091384e-06,4.0278900755607035e-05,0.0038544795295165422,3.0299418496968959e-07,0.00071558279458560205,3.3734820896012926e-09,8.7532869923575875e-10,5.7041498011994563e-08,2.2709699274484605e-07,1.4190209545943226e-07,0.00092512987358470144,0.020910365520076118,1.5623979511973438e-06,0.0020454360207313601,6.3742588921009074e-05,1.046342009003109e-07,4.4357508219402666e-10
7.576939626886572e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42378889314829804,0.055968284307007579,0.0025225463246213642,0.0,0.0052840386010672633,0.10688670381493171,0.035308651861199913,2.2090725882739882e-05,1.0085057982901233e-09,0.001386514006121225,3.8057339303787099e-11,0.00061585241897695183,2.9136650110969989e-09,7.3539111562540566e-07,3.9538843099430035e-09,1.4246273947009533e-10,2.4106711989251328e-06,4.0330126863307594e-05,0.0038481457315135206,3.0063698568117552e-07,0.00071604951837706465,3.3509780420864815e-09,8.7012985325047604e-10,5.7280051406908494e-08,2.2704945180054186e-07,1.4256706628631994e-07,0.00092871714061387419,0.020974548337297387,1.5631969781459465e-06,0.0020485237096109256,6.3823656891477074e-05,1.046886182965713e-07,4.4415949478227388e-10
7.593838025011523e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42372392811907955,0.055884892942485408,0.0025108744816447325,0.0,0.0052837393701100684,0.10706384566361421,0.035332303968588587,2.2032424335610109e-05,1.0123550887482669e-09,0.0013846882249035817,3.8014117511692581e-11,0.00061612134719854841,2.9142018102768806e-09,7.3249061117221123e-07,3.9582580148228492e-09,1.4239002916863475e-10,2.4059399161614395e-06,4.0381224245185739e-05,0.0038418226894669765,2.9830191950516488e-07,0.00071651476286523649,3.3286627592547176e-09,8.6496325699304671e-10,5.7519219848784036e-08,2.2700178545067476e-07,1.4323288690834766e-07,0.00093230591780105014,0.021038701463448828,1.5639908668690591e-06,0.0020516052845681852,6.3904521146642906e-05,1.047426868106465e-07,4.4474197707586575e-10
7.610736423136474e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42365898845729466,0.055801628978946777,0.0024992601967514985,0.0,0.0052834368449378557,0.10724071706314904,0.035355844173157305,2.1974284153231428e-05,1.0162046699835126e-09,0.0013828650750296668,3.797096490259001e-11,0.00061638970959800217,2.9147397084450034e-09,7.2961518309524927e-07,3.9626178515964588e-09,1.4231677250802187e-10,2.4012478827718133e-06,4.0432193227637682e-05,0.0038355103886780441,2.9598874086736081e-07,0.00071697853387664131,3.3065343538084313e-09,8.5982870194580861e-10,5.7759000885803678e-08,2.2695399516779124e-07,1.4389955129977255e-07,0.00093589617665827815,0.021102824556537662,1.5647796464127099e-06,0.0020546807577547614,6.3985182203045381e-05,1.0479640841321735e-07,4.4532253533754014e-10
7.627634821261425e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42359407452761694,0.055718492227219862,0.0024877031688292752,0.0,0.0052831310535222248,0.10741731839836485,0.035379273050112348,2.1916304866845163e-05,1.0200545078743491e-09,0.0013810445524068315,3.7927881200040723e-11,0.00061665750785387186,2.9152786950455329e-09,7.2676451262651489e-07,3.9669638719533521e-09,1.4224297406454251e-10,2.3965946767617361e-06,4.0483034136255995e-05,0.0038292088144312101,2.9369720736768443e-07,0.00071744083720919429,3.284590960614691e-09,8.5472598099053729e-10,5.7999392064608736e-08,2.2690608241095401e-07,1.4456705344699748e-07,0.00093948788882433946,0.021166917277251191,1.5655633456654761e-06,0.0020577501413090197,6.4065640575951526e-05,1.048497850642891e-07,4.4590117581950049e-10
7.644533219386376e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42352918669198358,0.055635482498384646,0.0024762030984096248,0.0,0.0052828220235773575,0.10759365005381218,0.035402591171616239,2.185848600934116e-05,1.0239045684863058e-09,0.0013792266529554437,3.7884866129767533e-11,0.00061692474363682207,2.9158187595918503e-09,7.2393828592933007e-07,3.9712961273998099e-09,1.4216863838547481e-10,2.3919798815077775e-06,4.0533747295831952e-05,0.0038229179519946722,2.9142707972818766e-07,0.00071790167863238657,3.2628307363700254e-09,8.4965488839875103e-10,5.8240390930381687e-08,2.2685804862587685e-07,1.4523538734865178e-07,0.00094308102606450246,0.021230979288941538,1.5663419933592683e-06,0.0020608134473559469,6.4145896779360261e-05,1.0490281871324437e-07,4.4647790476328409e-10
