Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53),HOCOX(206)
1.2195770841156783e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44363758719891483,0.098382554971524552,0.01588874730080516,0.0,0.0039335389011197607,0.017776729981504102,0.0097352917984984081,6.5829897924412934e-05,9.2994626956076592e-12,0.002381162656082837,7.2978630182645809e-11,0.00043939997086679715,3.2081170088132671e-09,6.0501464440536399e-05,7.7784674789311944e-10,5.3500982123807115e-11,6.4356340027154835e-05,7.7098551185696158e-06,0.0070805874440378665,4.6338622683195576e-05,0.00032792807617036771,2.1783821443068555e-07,9.412381173859292e-09,3.2180771559583247e-09,2.1494582821441275e-11,2.190532693693465e-06,0.00083097765914108405,2.5168532620063997e-05,1.769761128135142e-07,0.0003560700360386212,1.2200319883909551e-05,3.0216506957505724e-08,4.2572436606705235e-10,1.5704564972605698e-12
1.221736837760545e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44363526167613027,0.098363408116648399,0.015878429801785325,0.0,0.0039361928197954518,0.017815498991449213,0.0097537310018871205,6.5798486684378652e-05,9.3533324257564638e-12,0.0023805364254219606,7.2944091467991441e-11,0.00043952296994690044,3.2072668737735278e-09,6.0375265919385962e-05,7.795388312056254e-10,5.3610622604079274e-11,6.4157328829705492e-05,7.7282431207098412e-06,0.0070791720434226473,4.6160660578657813e-05,0.00032822797898088198,2.1719874142295007e-07,9.4037953691774888e-09,3.217201366323892e-09,2.1598317844452518e-11,2.1999041565882171e-06,0.00083376604013856044,2.5214058662366088e-05,1.7709442568788948e-07,0.00035684620392798823,1.2229419994066339e-05,3.0273580389931805e-08,4.2688672010815245e-10,1.5686869583711873e-12
1.2238965914054116e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44363293183662139,0.098344266348533424,0.015868119102005623,0.0,0.0039388402638630042,0.017854262873506613,0.00977216098895025,6.5767037990094112e-05,9.4073981444126327e-12,0.0023799105658400218,7.290947755440192e-11,0.0004396458414207721,3.2064164909831563e-09,6.0249179347857039e-05,7.8123077517776622e-10,5.3720176107155983e-11,6.3959330895423165e-05,7.7466216098379913e-06,0.0070777569604893453,4.5983686990778836e-05,0.00032852755111250812,2.165621901788521e-07,9.3952182699100157e-09,3.2163261172139195e-09,2.1702378069357446e-11,2.2092960870042954e-06,0.00083655787747923894,2.5259560811839313e-05,1.7721244514994861e-07,0.00035762225750362187,1.22585050495855e-05,3.0330624321678352e-08,4.2804966329115274e-10,1.5669203960177207e-12
1.2260563450502783e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44363059768185531,0.09832512965628834,0.015857815197197863,0.0,0.0039414812599250391,0.017893021615365146,0.0097905817565752153,6.5735552975542967e-05,9.4616600896777157e-12,0.002379285081608578,7.2874790578413154e-11,0.00043976858549924034,3.2055658959272766e-09,6.012320636046447e-05,7.8292257803394341e-10,5.3829642650562504e-11,6.3762337587324134e-05,7.7649905848321488e-06,0.007076342194458682,4.5807693995430856e-05,0.00032882679347734508,2.1592853906819915e-07,9.3866498843518381e-09,3.2154514139908325e-09,2.1806764062397442e-11,2.2187085118221116e-06,0.00083935317775765813,2.5305039061892026e-05,1.7733017239066867e-07,0.00035839819649573733,1.2287575048681634e-05,3.0387638741965608e-08,4.2921319330058987e-10,1.5651567803112562e-12
1.228216098695145e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436282592132168,0.09830599802912289,0.015847518083095268,0.0,0.0039441158343738059,0.017931775204884627,0.0098089933016949297,6.5704032758852292e-05,9.5161184990014783e-12,0.0023786599769110082,7.2840032647756488e-11,0.00043989120239377192,3.2047151235541501e-09,5.9997348567674001e-05,7.846142380071755e-10,5.393902225207546e-11,6.3566340367919309e-05,7.7833500447939489e-06,0.0070749277445578771,4.5632673754706092e-05,0.00032912570698275331,2.1529776669278054e-07,9.3780902204137541e-09,3.2145772619023484e-09,2.1911476390525419e-11,2.2281414579551184e-06,0.00084215194755804415,2.5350493406028792e-05,1.7744760859161561e-07,0.00035917402063797611,1.2316629989923278e-05,3.044462364015204e-08,4.3037730782708093e-10,1.5633960818117483e-12
1.2303758523400117e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44362591643201177,0.098286871456346556,0.015837227755432542,0.0,0.0039467440133935964,0.017970523630093448,0.0098273956212874894,6.5672478442480571e-05,9.5707736091828015e-12,0.0023780352558439018,7.2805205841671133e-11,0.00044001369231645785,3.2038642082816469e-09,5.9871607556195474e-05,7.863057533390612e-10,5.4048314929717707e-11,6.3371330797969868e-05,7.8016999890452299e-06,0.0070735136100205731,4.5458618515754751e-05,0.00032942429253139324,2.146698518833e-07,9.3695392856290695e-09,3.2137036660832859e-09,2.2016515621394801e-11,2.2375949523483117e-06,0.00084495419345388364,2.5395923837849821e-05,1.7756475492505251e-07,0.00035994972966735749,1.2345669872227574e-05,3.0501579005733545e-08,4.3154200456730128e-10,1.5616382715215848e-12
1.2325356059848784e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44362356933946739,0.098267749927367296,0.015826944209945851,0.0,0.0039493658229631202,0.018009266879186234,0.0098457887123758366,6.5640891113403718e-05,9.6256256563705751e-12,0.0023774109224184419,7.2770312211213794e-11,0.0004401360554799983,3.2030131840036619e-09,5.9745984889272308e-05,7.8799712227973816e-10,5.4157520701753471e-11,6.3177300535256995e-05,7.8200404171246672e-06,0.0070720997900867756,4.5285520609640932e-05,0.0003297225510212621,2.1404477369633894e-07,9.3609970871602405e-09,3.2128306315573946e-09,2.2121882323346793e-11,2.2470690219768689e-06,0.00084775992200750833,2.5441330351050239e-05,1.7768161255404553e-07,0.00036072532332423224,1.237469469485499e-05,3.0558504828342262e-08,4.3270728122397014e-10,1.5598833208801005e-12
1.234695359629745e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44362121793673448,0.098248633431690477,0.015816667442372864,0.0,0.0039519812888578571,0.018048004940521493,0.0098641725720274437,6.5609271843299324e-05,9.6806748760645962e-12,0.0023767869805617599,7.2735353779565936e-11,0.00044025829209768877,3.2021620840964707e-09,5.9620482106967434e-05,7.8968834308784428e-10,5.4266639586683448e-11,6.2984241333366464e-05,7.8383713287844935e-06,0.0070706862840027845,4.5113372450216488e-05,0.00033002048334573143,2.1342251141138343e-07,9.3524636318053664e-09,3.2119581632391171e-09,2.2227577065399149e-11,2.2565636938446727e-06,0.00085056913976968706,2.5486712939419489e-05,1.7779818263256925e-07,0.00036150080135223447,1.2403704457404084e-05,3.0615401097745834e-08,4.3387313550581901e-10,1.5581312017574012e-12
1.2368551132746118e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44361886222488911,0.098229521958917557,0.015806397448452737,0.0,0.0039545904366523731,0.018086737802619338,0.0098825471973539927,6.5577621688729304e-05,9.7359215031164753e-12,0.0023761634341182688,7.2700332542338386e-11,0.00044038040238340566,3.2013109414250196e-09,5.9495100726445785e-05,7.9137941403047865e-10,5.4375671603240189e-11,6.2792145040487315e-05,7.8566927239872309e-06,0.0070692730910211308,4.4942166533012164e-05,0.00033031809039358359,2.1280304452787385e-07,9.3439389260045645e-09,3.2110862659353536e-09,2.2333600417233509e-11,2.2660789949830055e-06,0.00085338185327922783,2.5532071596840699e-05,1.7791446630560992e-07,0.00036227616349823689,1.2432699159806353e-05,3.0672267803846364e-08,4.3503956512758822e-10,1.5563818864489797e-12
1.2390148669194785e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44361650220493365,0.098210415498745124,0.015796134223926183,0.0,0.0039571932917226126,0.018125465454159224,0.009900912585511042,6.5545941691320364e-05,9.7913657717305106e-12,0.0023755402868509794,7.2665250467873676e-11,0.00044050238655159196,3.2004597883491357e-09,5.9369842242253358e-05,7.9307033338316163e-10,5.448461677038341e-11,6.2601003598224873e-05,7.8750046029024742e-06,0.0070678602104005134,4.4771895434146002e-05,0.00033061537304904812,2.1218635276232295e-07,9.3354229758463027e-09,3.2102149443471748e-09,2.2439952949184923e-11,2.2756149524490976e-06,0.00085619806906258764,2.5577406317289983e-05,1.7803046470926823e-07,0.00036305140951230479,1.2461678802321132e-05,3.072910493667947e-08,4.3620656780998722e-10,1.5546353476695843e-12
1.2411746205643451e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44361413787779896,0.09819131404096347,0.015785877764535442,0.0,0.0039597898792481517,0.018164187883977754,0.009919268733697733,6.5514232877942946e-05,9.8470079154645972e-12,0.0023749175424427967,7.2630109497545795e-11,0.0004406242448172436,3.1996086567296915e-09,5.9244708126592659e-05,7.9476109942979565e-10,5.459347510729558e-11,6.2410809040427907e-05,7.8933069659037088e-06,0.007066447641405741,4.4602551809248669e-05,0.00033091233219183729,2.1157241604545053e-07,9.3269157870735685e-09,3.2093442030715314e-09,2.2546635232228503e-11,2.2851715933248637e-06,0.00085901779363349302,2.562271709483589e-05,1.7814617897086e-07,0.0003638265391476518,1.2490643385530559e-05,3.0785912486413428e-08,4.3737414127969219e-10,1.5528915585482211e-12
1.2433343742092118e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44361176924434553,0.098172217575455731,0.0157756280660243,0.0,0.0039623802242144375,0.01820290508106643,0.0099376156391564607,6.5482496260888266e-05,9.9028481672310968e-12,0.0023742952044977844,7.2594911546057261e-11,0.00044074597739589478,3.1987575779347019e-09,5.9119699829595019e-05,7.9645171046262551e-10,5.4702246633377494e-11,6.2221553492029688e-05,7.911599813565169e-06,0.0070650353833076555,4.4434128392405264e-05,0.00033120896869718208,2.109612145193864e-07,9.3184173650899161e-09,3.2084740466029068e-09,2.2653647837970427e-11,2.2947489447155119e-06,0.00086184103349256768,2.5668003923638757e-05,1.782616102090161e-07,0.00036460155216059615,1.2519592910334607e-05,3.0842690443348216e-08,4.3854228326931514e-10,1.5511504926218199e-12
1.2454941278540785e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44360939630536456,0.098153126092196535,0.015765385124138127,0.0,0.0039649643514149844,0.018241617034569564,0.0099559532991725617,6.5450732838043713e-05,9.9588867592977515e-12,0.0023736732765424302,7.2559658501734119e-11,0.00044086758450360481,3.1979065828453485e-09,5.8994818779589313e-05,7.9814216478220006e-10,5.4810931368244062e-11,6.2033229167902856e-05,7.9298831466587339e-06,0.007063623435383087,4.4266617995113396e-05,0.00033150528343586685,2.1035272853489225e-07,9.3099277149655291e-09,3.2076044793349816e-09,2.2760991338633504e-11,2.3043470337482849e-06,0.00086466779512696889,2.5713266797950024e-05,1.7837675953378061e-07,0.00036537644831051679,1.2548527377946164e-05,3.0899438797914564e-08,4.3971099151738869e-10,1.5494121238307226e-12
1.2476538814989452e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436070190615804,0.098134039581251012,0.015755148934623882,0.0,0.0039675422854535403,0.018280323733782081,0.0099742817110740345,6.5418943593066234e-05,1.0015123923288533e-11,0.0023730517620268736,7.2524352226818188e-11,0.00044098906635694384,3.1970557018619542e-09,5.8870066383367645e-05,7.9983246069733261e-10,5.4919529331720075e-11,6.1845828371728174e-05,7.9481569661508713e-06,0.0070622117969147864,4.410001350525744e-05,0.0003318012772742641,2.0974693864864403e-07,9.3014468414430674e-09,3.2067355055622415e-09,2.2868666307048755e-11,2.3139658875711139e-06,0.00086749808501003305,2.5758505712111733e-05,1.7849162804670813e-07,0.00036615122735981094,1.2577446789886192e-05,3.0956157540673184e-08,4.4088026376834226e-10,1.547676426512288e-12
1.249813635143812e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44360463751365109,0.098114958032773758,0.015744919493230116,0.0,0.0039701140507462478,0.018319025168147464,0.0099926008722311839,6.5387129495554283e-05,1.0071559890184555e-11,0.0023724306643261223,7.2488994557756798e-11,0.00044111042317297923,3.1962049649098856e-09,5.8745444026447501e-05,8.0152259652505978e-10,5.5028040543836145e-11,6.1659343494876721e-05,7.9664212731995974e-06,0.0070608004671913619,4.3934307886098388e-05,0.00033209695107436806,2.0914382562053349e-07,9.2929747489434574e-09,3.2058671294815716e-09,2.2976673316642199e-11,2.3236055333514341e-06,0.00087033190960092964,2.5803720660555808e-05,1.7860621684095974e-07,0.00036692588907385218,1.2606351147978919e-05,3.1012846662313668e-08,4.4205009777249124e-10,1.5459433753964379e-12
1.2519733887886786e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44360225166217027,0.098095881437007662,0.015734696795707014,0.0,0.0039726796715237487,0.018357721327255667,0.010010910780056363,6.5355291501217668e-05,1.012819489032494e-11,0.0023718099867412498,7.2453587305490262e-11,0.00044123165516926188,3.1953544014454004e-09,5.8620953073330893e-05,8.0321257059060492e-10,5.5136465024824787e-11,6.1473767015305571e-05,7.9846760691514913e-06,0.0070593894455072215,4.376949417527923e-05,0.00033239230569383042,2.0854337041103725e-07,9.2845114415716176e-09,3.2049993551938313e-09,2.3085012941424987e-11,2.3332659982748176e-06,0.00087316927534432029,2.584891163780352e-05,1.7872052700139788e-07,0.00036770043322094831,1.2635240454347123e-05,3.1069506153653829e-08,4.4322049128600095e-10,1.5442129455996843e-12
1.2541331424335453e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44359986150766828,0.098076809784282848,0.015724480837806368,0.0,0.0039752391718332796,0.018396412200841102,0.010029211432003648,6.5323430552046121e-05,1.0185029153407712e-11,0.0023711897325005725,7.241813225573682e-11,0.00044135276256381304,3.1945040404614343e-09,5.849659486776015e-05,8.0490238122733713e-10,5.5244802795116476e-11,6.1289091496467008e-05,8.0029213555387491e-06,0.0070579787311625172,4.3605565483845662e-05,0.00033268734198599163,2.079455541785906e-07,9.2760569231220487e-09,3.2041321867053957e-09,2.3193685755981055e-11,2.3429473095438646e-06,0.00087601018867002999,2.5894078638464863e-05,1.7883455960467926e-07,0.00036847485957230172,1.2664114711407436e-05,3.1126136005638639e-08,4.4439144207088829e-10,1.5424851126205768e-12
1.256292896078412e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435974670506137,0.098057743065015676,0.015714271615281623,0.0,0.0039777925755407357,0.018435097778780597,0.010047502825568546,6.5291547576475599e-05,1.0242062908490647e-11,0.002370569904760813,7.2382631169275003e-11,0.00044147374557511039,3.1936539104933184e-09,5.8372370732970686e-05,8.065920267767327e-10,5.535305387533592e-11,6.1105309586230721e-05,8.0211571340762551e-06,0.0070565683234630836,4.3442514995281441e-05,0.00033298206079991589,2.0735035827703749e-07,9.2676111970843579e-09,3.2032656279296786e-09,2.330269233545857e-11,2.352649494376861e-06,0.00087885465599272378,2.5939221657237941e-05,1.7894831571934773e-07,0.0003692491679019682,1.2692973921865743e-05,3.1182736209339426e-08,4.4556294789498118e-10,1.5407598523337807e-12
1.2584526497232787e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44359506829141465,0.098038681269707634,0.015704069123887884,0.0,0.0039803399063327053,0.01847377805109144,0.010065784958287704,6.5259643489553343e-05,1.029929638399218e-11,0.0023699505066082358,7.2347085782223778e-11,0.00044159460442207539,3.1928040396244432e-09,5.8248281971940563e-05,8.0828150558833594e-10,5.5461218286298332e-11,6.092241401581915e-05,8.0393834066587068e-06,0.0070551582217203805,4.3280335964558886e-05,0.00033327646298042247,2.0675776425307885e-07,9.259174266648673e-09,3.2023996826886263e-09,2.3412033255555509e-11,2.3623725800067027e-06,0.00088170268371159141,2.5984340688908427e-05,1.790617964059251e-07,0.00037002335798681725,1.2721818088712613e-05,3.1239306755953054e-08,4.4673500653191469e-10,1.5390371409860782e-12
1.2606124033681453e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44359266523042001,0.098019624388944432,0.015693873359381934,0.0,0.0039828811877184803,0.018512453007929426,0.010084057827738599,6.5227719193101006e-05,1.0356729807692249e-11,0.0023693315410597778,7.2311497806320047e-11,0.00044171533932405927,3.1919544554918681e-09,5.8124329867637045e-05,8.0997081601972009e-10,5.5569296049005801e-11,6.0740397598755939e-05,8.0576001753577656e-06,0.0070537484252514377,4.3119021717203351e-05,0.00033357054936811962,2.0616775384379797e-07,9.2507461347110079e-09,3.2015343547142011e-09,2.35217090925135e-11,2.3721165936795954e-06,0.00088455427821003949,2.6029435728348897e-05,1.7917500271700076e-07,0.00037079742960649358,1.2750647215218795e-05,3.129584763680093e-08,4.4790761576110318e-10,1.5373169551899794e-12
1.262772157013012e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44359025786792078,0.098000572413394854,0.015683684317522234,0.0,0.0039854164430320471,0.018551122639586921,0.010102321431539269,6.519577557587608e-05,1.0414363406733192e-11,0.0023687130110641485,7.2275868929193968e-11,0.00044183595050083094,3.1911051852918617e-09,5.8000515683260078e-05,8.1165995643644822e-10,5.567728718464387e-11,6.0559253229827123e-05,8.0758074424192563e-06,0.0070523389333787961,4.2958565648372337e-05,0.0003338643207994351,2.0558030897418418e-07,9.2423268038784771e-09,3.2006696476498154e-09,2.3631720423102125e-11,2.3818815626539952e-06,0.00088740944585539072,2.6074506770518295e-05,1.7928793569732124e-07,0.00037157138254337795,1.277946130493077e-05,3.1352358843328306e-08,4.4908077336772212e-10,1.5355992719203931e-12
1.2649319106578787e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44358784620415115,0.09798152533380991,0.015673501994068927,0.0,0.0039879456954340364,0.018589786936490989,0.010120575767347994,6.5163813513731896e-05,1.0472197407620588e-11,0.0023680949195029224,7.2240200814641485e-11,0.00044195643817256287,3.1902562557853882e-09,5.7876840662482782e-05,8.1334892521203302e-10,5.5785191714578013e-11,6.0378973884054953e-05,8.0940052102603737e-06,0.0070509297454304553,4.2798961221948282e-05,0.00033415777810664944,2.0499541175472835e-07,9.2339162764744688e-09,3.1998055650517806e-09,2.374206782461352e-11,2.3916675141993678e-06,0.00089026819299859122,2.6119553810461359e-05,1.79400596383877e-07,0.00037234521658254975,1.2808260361666358e-05,3.1408840367103268e-08,4.5025447714269201e-10,1.5338840685080099e-12
1.2670916643027454e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44358543023929031,0.097962483141021753,0.015663326384783901,0.0,0.0039904689679136681,0.018628445889201511,0.010138820832863042,6.51318338697755e-05,1.0530232036224161e-11,0.002367477269191615,7.2204495102894893e-11,0.00044207680255981923,3.1894076933035334e-09,5.7753306029688977e-05,8.1503772072790011e-10,5.5893009660350354e-11,6.0199552615684567e-05,8.1121934814669637e-06,0.0070495208607398128,4.2640201969645196e-05,0.0003344509221179261,2.0441304447902074e-07,9.2255145545437702e-09,3.1989421103906983e-09,2.3852751874847033e-11,2.4014744755951381e-06,0.00089313052597392501,2.616457684330803e-05,1.7951298580598957e-07,0.00037311893151174906,1.2837044389510377e-05,3.1465292199816043e-08,4.5142872488265463e-10,1.5321713226362247e-12
1.269251417947612e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44358300997346295,0.097943445825942693,0.015653157485430724,0.0,0.0039929862832906501,0.01866709948840934,0.010157056625822359,6.50998374945243e-05,1.0588467517778612e-11,0.0023668600628807333,7.2168753410890588e-11,0.00044219704388354211,3.1885595237528758e-09,5.7629912990207727e-05,8.1672634137334767e-10,5.6000741043676327e-11,6.0020982557182763e-05,8.1303722587908027e-06,0.0070481122786456166,4.2482281490128825e-05,0.00033474375365734332,2.0383318962141306e-07,9.2171216398574825e-09,3.1980792870528549e-09,2.3963773152103358e-11,2.4113024741295007e-06,0.00089599645109873414,2.6209575864272872e-05,1.7962510498539652e-07,0.00037389252712134025,1.2865813392810364e-05,3.1521714333278068e-08,4.5260351438995669e-10,1.5304610123346948e-12
1.2714111715924788e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44358058540674095,0.097924413379564326,0.015642995291774733,0.0,0.0039954976642170735,0.0187057477249345,0.010175283144003301,6.5067825226060967e-05,1.0646904076884505e-11,0.0023662433032568169,7.2132977332534794e-11,0.00044231716236504005,3.1877117726208024e-09,5.7506662730545187e-05,8.1841478554550761e-10,5.6108385886441543e-11,5.9843256918249515e-05,8.1485415451469257e-06,0.0070467039984919043,4.2325193448149988e-05,0.00033503627354492459,2.0325582983468966e-07,9.2087375339180106e-09,3.1972170983415771e-09,2.4075132235170395e-11,2.4211515370983986e-06,0.00089886597467314742,2.6254550868654528e-05,1.7973695493633617e-07,0.00037466600320427545,1.2894567376172333e-05,3.1578106759421193e-08,4.537788434726299e-10,1.5287531159762194e-12
1.2735709252373455e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44357815653914451,0.097905385792956504,0.015632839799582982,0.0,0.0039980031331792627,0.018744390589724397,0.010193500385222343,6.5035797890186474e-05,1.0705541937509107e-11,0.0023656269929434644,7.20971684389666e-11,0.00044243715822597443,3.186864464980758e-09,5.7383556418613268e-05,8.2010305164930811e-10,5.6215944210698695e-11,5.9666368984841333e-05,8.1667013436109856e-06,0.0070452960196279576,4.2168931573691126e-05,0.00033532848259666903,2.0268094794779766e-07,9.2003622379638588e-09,3.1963555474785791e-09,2.418682970331612e-11,2.4310216918043422e-06,0.00090173910297981416,2.6299501851835164e-05,1.7984853666563036e-07,0.00037543935955605846,1.2923306344456606e-05,3.1634469470296884e-08,4.5495470994437149e-10,1.5270476122706394e-12
1.2757306788822122e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44357572337064283,0.097886363057266501,0.015622691004624311,0.0,0.0040005027124996222,0.01878302807385206,0.010211708347334807,6.5003756300571853e-05,1.0764381322987276e-11,0.0023650111345023352,7.2061328278818763e-11,0.00044255703168834737,3.1860176254974472e-09,5.7260595203955767e-05,8.2179113809743302e-10,5.632341603866447e-11,5.9490312118206993e-05,8.1848516574166645e-06,0.0070438883414082418,4.2013489661125448e-05,0.0003356203816245814,2.0210852696357817e-07,9.1919957529744009e-09,3.1954946376052812e-09,2.4298866136276217e-11,2.4409129655554695e-06,0.00090461584228364636,2.6344428809279863e-05,1.7995985117276687e-07,0.00037621259597471013,1.2952030302773687e-05,3.1690802458075324e-08,4.5613111162452584e-10,1.5253444802615935e-12
1.2778904325270788e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44357328590115608,0.097867345163718006,0.015612548902669308,0.0,0.0040029964243384446,0.018821660168514363,0.010229907028234581,6.4971701258908132e-05,1.0823422456022297e-11,0.0023643957304341507,7.2025458378476228e-11,0.00044267678297448974,3.1851712784319828e-09,5.7137780217971595e-05,8.2347904331028396e-10,5.6430801392716607e-11,5.9315079753935054e-05,8.2029924899530732e-06,0.0070424809631923551,4.1858861568388964e-05,0.00033591197143670228,2.0153855005657325e-07,9.1836380796745678e-09,3.1946343717841165e-09,2.4411242114246124e-11,2.4508253856643351e-06,0.00090749619883156584,2.6389331736536106e-05,1.800708994499808e-07,0.0003769857122607328,1.2980739256480181e-05,3.1747105715044717e-08,4.5730804633806175e-10,1.5236436993206919e-12
1.2800501861719455e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44357084413055575,0.0978483321036102,0.01560241348949035,0.0,0.0040054842906957003,0.018860286865030385,0.010248096425853847,6.4939633555054674e-05,1.088266555868675e-11,0.0023637807831796572,7.1989560242332053e-11,0.00044279641230704828,3.1843254476469628e-09,5.7015112574135183e-05,8.251667657159419e-10,5.6538100295391045e-11,5.9140665401013341e-05,8.2211238447622259e-06,0.0070410738843449863,4.170504121616474e-05,0.00033620325283713657,2.0097100057081284e-07,9.1752892185394161e-09,3.1937747529997958e-09,2.4523958217868494e-11,2.4607589794470561e-06,0.00091038017885225941,2.6434210629233227e-05,1.8018168248233413e-07,0.00037775870821707652,1.300943321117478e-05,3.1803379233610332e-08,4.5848551191556376e-10,1.5219452491444542e-12
1.2822099398168122e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44356839805866632,0.097829323868317039,0.015592284760861601,0.0,0.0040079663334128077,0.018898908154839671,0.010266276538162823,6.4907553967186014e-05,1.0942110852423353e-11,0.002363166295120601,7.1953635353041221e-11,0.00044291591990897424,3.1834801566115106e-09,5.6892593368214362e-05,8.2685430375013024e-10,5.6645312769379048e-11,5.8967062640900062e-05,8.2392457255365289e-06,0.0070396671042358477,4.1552022587079401e-05,0.00033649422662608417,2.004058620176923e-07,9.1669491697986951e-09,3.192915784160589e-09,2.4637015028227174e-11,2.4707137742220896e-06,0.00091326778855593805,2.6479065483081887e-05,1.8029220124779512e-07,0.00037853158364910489,1.3038112172694278e-05,3.1859623006293909e-08,4.596635061931949e-10,1.520249109748248e-12
1.284369693461679e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44356594768526597,0.097810320449286101,0.015582162712559029,0.0,0.0040104425741743751,0.018937524029500576,0.010284447363169464,6.4875463261937198e-05,1.100175855804584e-11,0.0023625522685806651,7.1917685171772077e-11,0.00044303530600351077,3.1826354284062573e-09,5.6770223678485273e-05,8.2854165585617396e-10,5.675243883752449e-11,5.8794265126606501e-05,8.2573581361163075e-06,0.0070382606222396411,4.1399799724911613e-05,0.00033678489359986692,1.9984311807381506e-07,9.1586179334412629e-09,3.1920574680995479e-09,2.475041312683239e-11,2.4806897973094469e-06,0.00091615903413410455,2.6523896293873474e-05,1.8040245671731614e-07,0.00037930433836456251,1.3066776147109661e-05,3.1915837025732706e-08,4.6084202701270409e-10,1.5185552614638812e-12
1.2865294471065456e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44356349301008779,0.097791321838037917,0.015572047340360419,0.0,0.0040129130345099235,0.01897613448068864,0.010302608898919218,6.4843362194547211e-05,1.1061608895739777e-11,0.0023619387058264065,7.1881711138455301e-11,0.00044315457081418132,3.1817912857282551e-09,5.6648004565944943e-05,8.3022882048496199e-10,5.6859478522821154e-11,5.8622266581791319e-05,8.2754610804873447e-06,0.0070368544377359945,4.1248366733812469e-05,0.00033707525455095924,1.9928275257894096e-07,9.1502955092195028e-09,3.1911998075757384e-09,2.4864153095617195e-11,2.4906870760294546e-06,0.00091905392175932639,2.6568703057479588e-05,1.8051244985491097e-07,0.00038007697217354118,1.309542514072223e-05,3.1972021284678721e-08,4.6202107222137356e-10,1.5168636849330493e-12
1.2886892007514123e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44356103403282071,0.097772328026164992,0.015561938640045368,0.0,0.0040153777357955908,0.019014739500194954,0.010320761143494754,6.4811251509001451e-05,1.1121662085063445e-11,0.0023613256090681727,7.1845714672030724e-11,0.00044327371456477779,3.1809477508958556e-09,5.6525937074520951e-05,8.3191579609490965e-10,5.6966431848410125e-11,5.8451060799866071e-05,8.2935545627784841e-06,0.0070354485501094187,4.1097717777537293e-05,0.00033736531026801403,1.9872474953388083e-07,9.141981896653612e-09,3.1903428052754408e-09,2.4978235516920942e-11,2.5007056377020519e-06,0.00092195245758501315,2.6613485769851536e-05,1.8062218161773081e-07,0.00038084948488844786,1.3124059160059782e-05,3.2028175775998025e-08,4.6320063967203997e-10,1.5151743611056483e-12
