Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),CO2X(24),H2X(49)
6.5507964204129525e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996269,0.022821567693054223,3.2447451064226724e-98,1.2247002815704371e-54,5.4906143908996275e-36,4.0737587163522993e-74,1.2147026618937534e-51,4.104909646258232e-118,6.661220120214674e-22,7.5855889476192029e-105,6.6612201202120174e-22,1.9114273006230291e-71,5.5891923822012418e-61,4.0323961178344705e-99,2.4365602774652903e-100,4.2374098719331497e-45,5.7949669741245685e-84,2.641744848501805e-15,1.2701743992222695e-16,4.8959383626217258e-20,4.8959384716054857e-20,5.448237634676762e-28,7.5080622977802715e-32,1.0719271025074637e-36,3.5422871827162323e-32,1.463903882730789e-61,6.7137002771179098e-46,7.9982570016947555e-89,1.9465427680269814e-49
1.310728423649959e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999448,0.11866996602996004,0.02282156769305416,8.4982608062195981e-96,1.9611162364022033e-53,2.6172942278826488e-35,2.6661113300423222e-72,9.7274727651032257e-51,1.0744865201026607e-115,1.3328227573292257e-21,4.8622802977423884e-103,1.3328227573281629e-21,3.0616054925919346e-70,8.9531148468640671e-60,5.2777120982927667e-97,3.1890378025182445e-98,3.3925044217990413e-44,1.8564707333733558e-82,5.2857848706323197e-15,2.5414523383221969e-16,9.7961302550660163e-20,9.7961306913151247e-20,2.1804143744399721e-27,6.0102400053618596e-31,8.7691624883113477e-36,1.4178380187132688e-31,4.7910122141656042e-60,5.3750424253440217e-45,1.0474405409413957e-86,1.8397186357252715e-48
2.6220259868672867e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998893,0.11866996602995475,0.022821567693054032,2.2684066888987745e-93,3.1390632325269534e-52,1.3829324490462858e-34,1.7786121309304905e-70,7.7859204831431908e-50,2.8666146648884898e-113,2.6662242479460446e-21,3.1142625416021491e-101,2.6662242479417918e-21,4.9012276049166862e-69,1.4333314626192325e-58,7.0406939196822314e-95,4.2543129764039468e-96,2.7150345850180634e-43,5.9440382876378644e-81,1.0573864914888507e-14,5.084008216521951e-16,1.9596513712609603e-19,1.9596515458414633e-19,8.722093514683282e-27,4.808778541047546e-30,7.3175614003755608e-35,5.6731988859522573e-31,1.5985569191537035e-58,4.3016675037295725e-44,1.3980462402692805e-84,1.9224182777947207e-47
5.2446211133019425e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997783,0.11866996602994417,0.022821567693053778,6.2754219127743428e-91,5.0235231935739625e-51,8.2163869015318719e-34,1.2298054889936612e-68,6.2303132916609325e-49,7.9252378483774829e-111,5.3330272291848926e-21,1.9938972622036233e-99,5.3330272291678782e-21,7.8440913541559763e-68,2.2939969595684608e-57,9.7338723867566776e-93,5.8816559953892148e-94,2.172440170658922e-42,1.9026254123833007e-79,2.1150025003381517e-14,1.0169119972921062e-15,3.9197279318316893e-19,3.9197286304595502e-19,3.4874832412971541e-26,3.8457704019945564e-29,6.3341993355207511e-34,2.2696489641506657e-30,5.5294980477867129e-57,3.4419875420026699e-43,1.9340643470690791e-82,2.2579607074769283e-46
1.0489811366171253e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995568,0.11866996602992302,0.022821567693053268,1.8450598776973903e-88,8.0384547113950492e-50,5.4306936806724443e-33,9.0370009222785038e-67,4.9848808508773812e-48,2.3279902821128202e-108,1.0666633191683425e-20,1.2763403058592549e-97,1.0666633191615363e-20,1.2552246643519124e-66,3.6709282983401645e-56,1.4299380745764322e-90,8.6403473506666926e-92,1.7381171479683422e-41,6.0892537832908395e-78,4.2302345180290071e-14,2.0339343485717692e-15,7.8398805292212629e-19,7.8398833254952608e-19,1.3935713854998227e-25,3.0737399972013717e-28,5.8332290140995466e-33,9.0793346882150446e-30,2.0333857513651439e-55,2.7538514355202249e-42,2.8438162174175535e-80,2.9565064426589888e-45
2.0980191871909876e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991132,0.11866996602988072,0.022821567693052252,5.9400300173007244e-86,1.2862181284430247e-48,3.8822572394705456e-32,7.271068880772673e-65,3.9881557886503153e-47,7.4856457951835183e-106,2.1333845116763845e-20,8.1693634760855425e-96,2.1333845116491588e-20,2.008495026124384e-65,5.8739111392345146e-55,2.299659904426592e-88,1.3895608987229232e-89,1.390559714885279e-40,1.9486971524643589e-76,8.4606985533797296e-14,4.0679790511304547e-15,1.568018362899342e-18,1.5680194826788332e-18,5.5622660818462331e-25,2.454054058837334e-27,5.8878299228486488e-32,3.6318816144341604e-29,8.1899805916278294e-54,2.2031856481785469e-41,4.5790803620694906e-78,4.1998738368255397e-44
4.196095288338712e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982262,0.11866996602979611,0.022821567693050219,2.1397819537851722e-83,2.058001186543931e-47,2.91249274054193e-31,6.5458355209759686e-63,3.1906234860158582e-46,2.692921976509075e-103,4.2668268967258095e-20,5.2286415012523673e-94,4.2668268966169048e-20,3.2136989452078057e-64,9.3985962751200515e-54,4.1378232752954227e-86,2.5002642419993307e-87,1.1124741526712584e-39,6.2360454412388049e-75,1.6921626623957222e-13,8.1360684562452729e-15,3.1360781448514288e-18,3.1360826337958207e-18,2.2152145020450278e-24,1.95525013314443e-26,6.6524476730924528e-31,1.4527821681806429e-28,3.6914768110391906e-52,1.7625902130197767e-40,8.250361059348984e-76,6.2779308447152498e-43
8.39224749063416e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319964526,0.11866996602962689,0.022821567693046149,8.6106289740448153e-81,3.2928432590216488e-46,2.2394383614973815e-30,6.583197684375072e-61,2.5525357856065296e-45,1.0823655076115576e-100,8.5337116669580206e-20,3.3464069989784672e-92,8.5337116665223981e-20,5.1419988734184348e-63,1.503801760399559e-52,8.3180046077608994e-84,5.0261231792477404e-85,8.8998984490924685e-39,1.9955669747989399e-73,3.3843482764616417e-13,1.6272247266464689e-14,6.2721943567498007e-18,6.2722123896483831e-18,8.783997118467334e-24,1.5515063754905297e-25,8.3927080066107466e-30,5.8111875104729928e-28,1.8584597252439143e-50,1.4100886779579635e-39,1.6604851900595102e-73,9.6362298243825113e-42
1.6784551895225059e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319929054,0.11866996602928845,0.022821567693038013,3.7714013322483399e-78,5.2685810713888411e-45,1.734735041994563e-29,7.2069679835565242e-59,2.0420393539615523e-44,4.7367923534013072e-98,1.7067481207955898e-19,2.1417208380586579e-90,1.7067481206213398e-19,8.227246764789946e-62,2.4061015968006038e-51,1.8204884486248475e-81,1.1000233363502283e-82,7.119960375865749e-38,6.3858540818460467e-72,6.7687195043951628e-13,3.2544604886862652e-14,1.2544413372551992e-17,1.2544486105309982e-17,3.4535303395385369e-23,1.2213442588784827e-24,1.1513128208929174e-28,2.3244866057218584e-27,1.0181071220276741e-48,1.1280772726734662e-38,3.6371464009338876e-71,1.4920024864876781e-40
3.3569160704406852e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319858111,0.11866996602861156,0.022821567693021742,1.7319941959495103e-75,8.4297512584487393e-44,1.3338437688226824e-28,8.2734747377059846e-57,1.6336292560418498e-43,2.1744053380529044e-95,3.413502029208545e-19,1.3707026008449731e-88,3.4135020285115442e-19,1.316358285513893e-60,3.8497702026032224e-50,4.178885617895958e-79,2.5250760004952405e-80,5.6959841877528602e-37,2.0434719039217664e-70,1.3537461959468931e-12,6.5089320127495081e-14,2.5088797772407832e-17,2.5089093287559117e-17,1.335582097431806e-22,9.4672014870430107e-24,1.6542260311546598e-27,9.2979682974703627e-27,5.8463449599302341e-47,9.024639138660006e-38,8.352576336473965e-69,2.295425375269276e-39
6.713837832277045e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319716225,0.11866996602725778,0.022821567692989198,8.0272472368696419e-73,1.3487606637185411e-42,1.0005070114427273e-27,9.5860248650963282e-55,1.3068920863685683e-42,1.0076839088660414e-92,6.8270098468879727e-19,8.7724334880855563e-87,6.8270098440999724e-19,2.10615603630705e-59,6.1596148378120585e-49,9.6832975048673535e-77,5.8510962675403465e-78,4.5567924896579891e-36,6.5390581579711076e-69,2.7074946866443375e-12,1.3017875060810603e-13,5.0177352046958191e-17,5.0178567561952761e-17,5.0078861755617558e-22,7.1293612420479944e-23,2.3963950168955858e-26,3.719190631111689e-26,3.3871947484899253e-45,7.219712711445752e-37,1.9356164433409074e-66,3.4492798637862971e-38
1.3427681355949762e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319432446,0.11866996602455024,0.022821567692924108,3.6149906608819441e-70,2.1580133965425201e-41,7.1466784807463404e-27,1.0793109661450505e-52,1.0454924579343157e-41,4.5391423598129779e-90,1.3654025485660851e-18,5.6142512033099477e-85,1.3654025474508906e-18,3.3697838412179795e-58,9.8552942182258046e-48,2.1807993212935645e-74,1.3177398158766875e-75,3.6454341030047668e-35,2.0924584995638973e-67,5.4149916667699906e-12,2.6035761156671212e-13,1.0035360251009119e-16,1.0035868996801761e-16,1.7779285272910748e-21,5.1013833126902174e-22,3.3700938759815374e-25,1.4876760646774198e-25,1.9063748758661104e-43,5.7757595577102063e-36,4.3581529750084866e-64,4.9446813411862381e-37
2.6855368403295197e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318864889,0.11866996601913514,0.022821567692793927,1.521405128821984e-67,3.4528055912422535e-40,4.7108773726077101e-26,1.1357774110421152e-50,8.3635878916953436e-41,1.9115376635236981e-87,2.7308056776862402e-18,3.5929766782025812e-83,2.7308056732255087e-18,5.3914349711103346e-57,1.5768157433457429e-46,4.5912132003166944e-72,2.7742233250557654e-73,2.9163442159213812e-34,6.6955995015814964e-66,1.0829985621944348e-11,5.2071533347346104e-13,2.007026712098918e-16,2.0072435019528966e-16,5.7850755387759896e-21,3.3639393537456782e-21,4.4245924831361452e-24,5.9506970821195846e-25,1.0024267573138967e-41,4.6205855273970107e-35,9.1694326327880097e-62,6.558508641806623e-36
5.3710742497986066e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631772978,0.11866996600830494,0.02282156769253357,5.7816910375813246e-65,5.5244349640701854e-39,2.7803519733987802e-25,1.0793370504154577e-48,6.6903025636639114e-40,7.2717585600966585e-85,5.4616119413886152e-18,2.2993180521349353e-81,5.4616119235460799e-18,8.6255877977278224e-56,2.5228027858266399e-45,8.7305865087272025e-70,5.2754239313611909e-71,2.3330691689794588e-33,2.1424187691752716e-64,2.1659973511985272e-11,1.0414307772451065e-12,4.0138708064273777e-16,4.0148024497469499e-16,1.6722140038170315e-20,1.9837797470234468e-20,5.2395154458671346e-23,2.3802719571603995e-24,4.7581597442079407e-40,3.6964309767423794e-34,1.741852214116764e-59,7.8138239996684667e-35
1.0742149068736782e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315459557,0.11866996598664456,0.022821567692012854,1.9530700259447915e-62,8.8389206676266839e-38,1.4522215484297282e-24,9.1181749182079174e-47,5.3513318431825292e-39,2.4596848798847804e-82,1.0923224490636415e-17,1.4713233814237921e-79,1.0923224419272775e-17,1.3798669326185893e-54,4.0360580297694739e-44,1.4760828820994954e-67,8.9191745315286425e-69,1.8664448905920789e-32,6.8546297996927943e-63,4.3319949210835971e-11,2.082861664620988e-12,8.0270099515343219e-16,8.030983254018969e-16,4.2522143876871247e-20,1.033646861403107e-19,5.5106476194396716e-22,9.5210305562717251e-24,2.0071628730298653e-38,2.9570840488154908e-33,2.9410405224487614e-57,8.2588260747040274e-34
2.148429870661313e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310919117,0.1186699659433238,0.022821567690971423,5.9281439211543631e-60,1.4141710050438261e-36,6.8242550603534214e-24,6.9215219757756617e-45,4.2796088641667418e-38,7.4760188892797655e-80,2.1846449676481799e-17,9.4133938334153756e-78,2.1846449391069363e-17,2.2070601392330048e-53,6.4564727914632901e-43,2.2424681270756987e-65,1.355002649067104e-66,1.4931389941490664e-31,2.1927707644227141e-61,8.6639900283612772e-11,4.1657234387031105e-12,1.6051092668346265e-15,1.6067741218655546e-15,9.728110792387376e-20,4.8317147312220424e-19,5.2074612797067466e-21,3.8083659524593664e-23,7.6077904047059284e-37,2.3655697432362507e-32,4.4619665723649982e-55,7.8534578400025507e-33
4.2968597982365825e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756301838231,0.11866996585668227,0.022821567688888562,1.6602422930458552e-57,2.2624932970339843e-35,2.9813635769462153e-23,4.8475790060893651e-43,3.4213578705760787e-37,2.0961193306566113e-77,4.369290039736678e-17,6.0206369382995685e-76,4.3692899256044364e-17,3.5289712658859154e-52,1.0326467571172225e-41,3.1428336947310216e-63,1.8990445780285745e-64,1.1944840441135052e-30,7.0123199764092429e-60,1.7327980112946799e-10,8.3314469841888064e-12,3.2090480612113128e-15,3.2159108451139968e-15,2.0816417747761944e-19,2.0883091460598697e-18,4.5434732268848886e-20,1.5233092757681836e-22,2.6611258768625505e-35,1.8922996850974809e-31,6.2463848602942748e-53,6.9257244981816301e-32
6.445289725811853e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756292757345,0.11866996577004074,0.0228215676868057,1.2735338221987288e-56,8.3272122725537494e-35,6.5059300337775176e-23,2.7544646634843231e-42,1.0153227086546639e-36,1.5968057603360159e-76,6.5539351467281932e-17,3.4175874526701675e-75,6.5539349042401187e-17,1.3346584463204877e-51,3.9364801926121676e-41,2.0873451581668545e-62,1.2612697945109489e-63,3.4154332189608117e-30,3.2703637359188514e-59,2.5991970067562481e-10,1.2497170526995946e-11,4.8121095867129942e-15,4.8268490032623849e-15,3.1914664200567292e-19,4.5237710881039603e-18,1.3256196198585514e-19,3.2369777284895648e-22,1.264025862249329e-34,5.4105380119457891e-31,4.1817517896266832e-52,2.0325255018047415e-31
8.593719653387123e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756283676459,0.11866996568339921,0.022821567684722838,6.3200334102108529e-56,2.1119122273076426e-34,1.1255653288473178e-22,1.0152308561004415e-41,2.2114270238249264e-36,7.3270455614458292e-76,8.7385802885981757e-17,1.3140233024534993e-74,8.7385798750158024e-17,3.4729869643638745e-51,1.058892770101001e-40,8.6224347707003385e-62,5.2100703069781839e-63,7.2040525182331225e-30,9.9556404532477679e-59,3.4655959892208323e-10,1.6662894067124538e-11,6.4142943231912322e-15,6.4396034420324663e-15,4.3008637889131019e-19,7.7735424103261607e-18,2.8226629538139905e-19,5.5218176257366199e-22,4.1199445545963154e-34,1.1411901128197819e-30,1.9054650920377838e-51,4.3507253869616679e-31
1.2890579508537663e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756265514692,0.11866996551011616,0.022821567680557115,8.1379581083381176e-55,7.3852579612362754e-34,2.3628443589455992e-22,6.6872083039970853e-41,6.4136445133582519e-36,6.5821273727649432e-75,1.3107870654126338e-16,9.9943819767371417e-74,1.3107869798124473e-16,1.2736834182884797e-50,4.2804511127774188e-40,6.6592831206032566e-61,4.0238416260762798e-62,1.9676113793726734e-29,4.5333249324300401e-58,5.1983939236468769e-10,2.4994341141095339e-11,9.6166075134789755e-15,9.6694195038648711e-15,6.5182772120705806e-19,1.613532864458291e-17,7.759806068395622e-19,1.1431926499966305e-21,2.2918542561897888e-33,3.1167210300000839e-30,2.2341124836133452e-50,1.2065227781635644e-30
1.7187439363688203e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756247352926,0.11866996533683311,0.022821567676391392,4.180478560904174e-54,1.8453216201241567e-33,4.0501103998321388e-22,2.4682689627415916e-40,1.4015858145375884e-35,3.0036825749295147e-74,1.7477161147745045e-16,3.7724967084113241e-73,1.7477159692336882e-16,3.3009350215374796e-50,1.1589979661205537e-39,2.7537909990064692e-60,1.6639652859489664e-61,4.1168291911672255e-29,1.3610634038114227e-57,6.9311918102783793e-10,3.3325788205216183e-11,1.2815700420169626e-14,1.2906032634194044e-14,8.733457778768572e-19,2.7361848907141455e-17,1.6256690457707744e-18,1.9442234672116213e-21,7.3781693191797761e-33,6.5208089249763639e-30,1.0086423811491941e-49,2.5471276711986318e-30
2.148429921883874e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756229191159,0.11866996516355008,0.022821567672225668,1.64283515568171e-53,3.9149172471116791e-33,6.2190580797283399e-22,7.2815680817706051e-40,2.6276338106590324e-35,1.0882280993434684e-73,2.1846451778467096e-16,1.1534450640001094e-72,2.1846449555595291e-16,7.2133885194709596e-50,2.602571095670919e-39,9.0570115671022815e-60,5.4726548169272488e-61,7.494396975010596e-29,3.3945513428515879e-57,8.6639896457014429e-10,4.1657235258783527e-11,1.601134622452053e-14,1.6150020043286759e-14,1.0946264326054941e-18,4.1556413519264967e-17,2.9548685277724717e-18,2.9702593823384458e-21,1.9291572912171942e-32,1.1870116974238143e-29,3.5994098909198465e-49,4.6658980778581137e-30
3.007801892913982e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756192867621,0.11866996481698401,0.022821567663894222,3.831182029202235e-52,1.43409746254381e-32,1.2029231076939068e-21,6.0625556544122827e-39,7.1763331652945752e-35,2.1972481251293051e-72,3.0585033458907241e-16,1.0187406153207167e-71,3.058502918735006e-16,2.7697609885449271e-49,1.0081267968743104e-38,1.1592090861652547e-58,7.0044528788806958e-60,1.9786457528913532e-28,1.8592589375925345e-56,1.2129585159705654e-09,5.832012933359486e-11,2.239210165756631e-14,2.2661161761517971e-14,1.5364567020815158e-18,7.8390290886814368e-17,7.7060865541117156e-18,5.7113698560499361e-21,1.0680109541682667e-31,3.1335084310190363e-29,5.1183773704529554e-48,1.2425753687858961e-29
3.86717386394409e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756156544082,0.11866996447041797,0.022821567655562775,2.297806277721291e-51,3.7234018269682058e-32,1.9789037981717557e-21,2.4578036391209982e-38,1.5103561432032337e-34,1.3055815996599813e-71,3.9323615694140306e-16,4.2057983056115617e-71,3.9323608693482171e-16,7.3470520421210401e-49,2.680071311053485e-38,5.7343708643751604e-58,3.464957574521477e-59,4.1020480696363023e-28,6.1372210128113283e-56,1.5595180465725273e-09,7.4983023365543045e-11,2.875890478348657e-14,2.9203506161272588e-14,1.9773209319787128e-18,1.258825450012938e-16,1.5753076896449868e-17,9.3660999185323143e-21,3.4954582703620501e-31,6.4955124682382511e-29,2.5379966292564501e-47,2.588096532419128e-29
5.585917806004306e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756083896999,0.11866996377728595,0.022821567638899882,5.9334316360608036e-50,1.6498571364396577e-31,4.1134791954127259e-21,2.4870317481136827e-37,4.5898755588810499e-34,3.4699364399782754e-70,5.6800781822050644e-16,4.4256539320480276e-70,5.6800767329267165e-16,3.3225794823758391e-48,1.1986740843238437e-37,9.2998251083793373e-57,5.619347215257625e-58,1.2324193402732949e-27,4.218048686743097e-55,2.2526370453898491e-09,1.0830881130086883e-10,4.1450817105980352e-14,4.2385314030642123e-14,2.8561623419865058e-18,2.4884216982598603e-16,4.5571384785704293e-17,1.9415231008980413e-20,2.2573209719239854e-30,1.9509807695011224e-28,3.9841496222318009e-46,7.8136977795685082e-29
