Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),OCX(21),OX(20),CH2X(134),CHX(26),COX(37),H2X(36),C2H6X(39),CX(24),C2H3X(136),HOX(23),C2H5X(38),C2H4X(51),C2H3X(50),CH2(T)(29),C3H8X(43),C3H6(150),C3H6X(167),C3H5X(165),HOCXO(25),C3H5X(166),C3H5X(153),allyl(170),C4H8(212),C4H8X(300),H2OX(35),C4H7X(299),C4H7X(215),C4H7(303),C4H7X(360),C4H8(158),C4H8X(467)
0.06914192433521386,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102276816501614,0.099937043113804358,2.1791582614301103e-34,0.099965123816550067,5.6772601949814814e-14,8.1371761262696561e-07,1.4170888944233422e-07,1.1843945159547822e-05,9.4401048308110783e-21,4.1501003131634393e-06,3.1734063974598689e-11,2.047528779229387e-12,9.0203959579090249e-09,5.8810607510885634e-15,5.5006274396465666e-21,1.499828009870648e-20,4.0335497233832882e-22,4.7856292088637803e-10,3.4727146377914023e-05,3.4736904147842127e-05,8.3629896581310142e-10,2.7146969456100525e-05,2.415415363700854e-17,1.36800403283946e-07,6.2349787515261502e-11,3.3737027280916786e-09,4.9242454868955318e-11,2.827589224869953e-10,4.1156552547229858e-09,1.8397912406309107e-14,1.5908369455185836e-08,6.3946065868954417e-15,7.82858968943734e-15,1.6629594082334638e-13,1.1862846901182261e-07,2.6406424680646424e-12,1.1027277238174596e-14,2.5155043999885929e-10,8.7411320777927147e-14,1.7641645662586496e-08,8.6809527906528041e-20,9.7246840822073529e-09,6.082896855969273e-18,7.0120101608212864e-12,2.9530250338894012e-11,1.0261473510347129e-14,1.9727924596204012e-17,1.3910945472546293e-09,1.9219662803486582e-18,2.2048080361166711e-12,1.9050789652717713e-18,7.635410498656157e-12,2.6532305575300787e-15
0.06933356078807205,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102273175094477,0.09993700505240484,1.0766850290668281e-34,0.099965123427893224,5.7084874895037015e-14,8.1584937379418364e-07,1.4210383463260118e-07,1.1864395579033192e-05,9.5006320965326216e-21,4.1460500028697348e-06,3.1844940146151756e-11,2.0502177588105508e-12,9.027077108572857e-09,5.9001314083625208e-15,5.5212966860545535e-21,1.5081396373672862e-20,4.0507873129602582e-22,4.7845732491241077e-10,3.4727127905323344e-05,3.4736898764685648e-05,8.3548265350843467e-10,2.718250141192813e-05,2.4221467944515524e-17,1.3719340051032171e-07,6.22074917020133e-11,3.3616027769605683e-09,4.9379687004704236e-11,2.8349964583982378e-10,4.1227609528904137e-09,1.8263340299797746e-14,1.5908896869080471e-08,6.4213664141159602e-15,7.8343857777990267e-15,1.6625922213526245e-13,1.1898201375971225e-07,2.6356914423898322e-12,1.106580395301209e-14,2.5205777525438494e-10,8.7587601591653219e-14,1.7738492946913489e-08,8.6923150281271516e-20,9.7804580657624445e-09,6.0872118086723683e-18,7.0169853173509237e-12,2.9663882338042786e-11,1.0307907767486115e-14,1.9836433397537053e-17,1.4024499885257226e-09,1.9281797599820037e-18,2.2119238522255201e-12,1.9112162447581449e-18,7.6701208827893245e-12,2.665291674311687e-15
0.06952519724093024,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102269540129231,0.099936967057697182,-1.212425670413847e-34,0.099965123039196413,5.739794116802361e-14,8.1798005052321754e-07,1.4249880587111896e-07,1.1884805292480714e-05,9.5613821904364626e-21,4.1420142701756973e-06,3.1955790026324491e-11,2.0529018641177752e-12,9.033727862324571e-09,5.9192066357369965e-15,5.5419874843666711e-21,1.5164743943539817e-20,4.0680481170140709e-22,4.7835110051937093e-10,3.4727109465193178e-05,3.4736893390799464e-05,8.3466927922018868e-10,2.7217968926162096e-05,2.4288786678065117e-17,1.375864330861666e-07,6.2065932901687565e-11,3.3495821283114081e-09,4.951692816372911e-11,2.8423999221322699e-10,4.1298525050680419e-09,1.8130089875961695e-14,1.5909419919680103e-08,6.4481607123645578e-15,7.8401554883789161e-15,1.6622228513326666e-13,1.1933511880140565e-07,2.6307624948610385e-12,1.1104321523180562e-14,2.5256360573513654e-10,8.7763359481186211e-14,1.7835498013786497e-08,8.7036566586264787e-20,9.8363441752616269e-09,6.0914935386629685e-18,7.0219221758148037e-12,2.9797567468689945e-11,1.0354360476032955e-14,1.9945217844979034e-17,1.4138566974592131e-09,1.9343851139703106e-18,2.2190302901254473e-12,1.9173453688283469e-18,7.7048445917389617e-12,2.6773574184066109e-15
0.06971683369378844,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102265911578477,0.09993692912939893,3.2920951311804354e-35,0.099965122650459703,5.7711800297102604e-14,8.2010964425808875e-07,1.4289380313395914e-07,1.1905174486910687e-05,9.622355306835078e-21,4.1379930260151135e-06,3.2066613473177401e-11,2.0555811159761484e-12,9.0403484329457522e-09,5.9382864140727117e-15,5.5626997985164905e-21,1.5248322823407984e-20,4.0853320927346002e-22,4.7824425723197434e-10,3.4727091057385984e-05,3.4736888026144055e-05,8.3385882499773579e-10,2.7253372274427947e-05,2.4356109833602994e-17,1.3797950092415001e-07,6.1925105290187235e-11,3.3376400381007638e-09,4.9654178337764539e-11,2.8497996210942751e-10,4.1369299762509648e-09,1.7998144862980911e-14,1.5909938654037064e-08,6.4749894187093889e-15,7.845899006713253e-15,1.6618513312698336e-13,1.1968778446320909e-07,2.6258554717109781e-12,1.114282989937976e-14,2.5306793731274275e-10,8.7938596487136442e-14,1.7932660166377752e-08,8.7149777702895043e-20,9.8923420776326376e-09,6.0957422864557188e-18,7.0268210134549351e-12,2.9931304855136697e-11,1.0400831331708048e-14,2.0054277774568323e-17,1.4253146941443007e-09,1.9405823411164946e-18,2.2261273487158688e-12,1.9234663367827921e-18,7.7395813963939461e-12,2.6894277102055314e-15
0.06990847014664663,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102262289414991,0.09993689126722953,1.0686277330046249e-34,0.09996512226168322,5.8026451811666251e-14,8.2223815644631761e-07,1.432888263971417e-07,1.1925503348012525e-05,9.6835516395928003e-21,4.1339861820874873e-06,3.217741034694272e-11,2.0582555350723816e-12,9.0469390321901706e-09,5.9573707243760369e-15,5.5834335925914992e-21,1.5332133028364189e-20,4.1026391974989171e-22,4.7813680444710793e-10,3.4727072681764383e-05,3.4736882670680627e-05,8.3305127304488038e-10,2.7288711730517943e-05,2.4423437407065935e-17,1.3837260393746828e-07,6.1785003094639212e-11,3.3257757698068782e-09,4.9791437518526658e-11,2.8571955603186274e-10,4.1439934309716457e-09,1.7867489221282402e-14,1.5910453118579756e-08,6.5018524705053688e-15,7.8516165165781377e-15,1.6614776938161541e-13,1.2004001107775786e-07,2.6209702206245635e-12,1.1181329033064123e-14,2.5357077583257298e-10,8.8113314640986e-14,1.8029978710880126e-08,8.7262784506687306e-20,9.9484514411017551e-09,6.0999582904486525e-18,7.0316821050735121e-12,3.0065093628450623e-11,1.0447320032582998e-14,2.0163613022713275e-17,1.4368239983352798e-09,1.9467714404381566e-18,2.2332150271413384e-12,1.9295791481328134e-18,7.7743310694376008e-12,2.7015024707226985e-15
0.07010010659950482,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102258673611737,0.099936853470910247,-6.963156306181285e-35,0.099965121872867047,5.834189524223875e-14,8.243655885379304e-07,1.4368387563663724e-07,1.1945792060157562e-05,9.7449713821278037e-21,4.1299936508434448e-06,3.2288180509995313e-11,2.0609251419572876e-12,9.0534998698078487e-09,5.9764595477971219e-15,5.6041888308324782e-21,1.5416174573481411e-20,4.1199693888981838e-22,4.7802875143571399e-10,3.4727054338193079e-05,3.4736877324369966e-05,8.3224660571646442e-10,2.7323987566421648e-05,2.4490769394382259e-17,1.3876574203983954e-07,6.1645620570485873e-11,3.3139886004903816e-09,4.9928705697714863e-11,2.8645877448483867e-10,4.151042933304619e-09,1.7738107208654245e-14,1.5910963359122068e-08,6.5287498053971302e-15,7.8573082000108557e-15,1.6611019711860348e-13,1.2039179898389626e-07,2.6161065907203816e-12,1.121981887643245e-14,2.5407212711375189e-10,8.8287515965097172e-14,1.8127452956492291e-08,8.7375587867400902e-20,1.0004671935187981e-08,6.1041417869451447e-18,7.0365057230584042e-12,3.0198932926393018e-11,1.0493826279055809e-14,2.0273223426215831e-17,1.4483846294541217e-09,1.9529524111634961e-18,2.2402933247869883e-12,1.9356838025963971e-18,7.809093385332343e-12,2.7135816215906042e-15
0.070291743052363,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102255064141853,0.099936815740164206,-2.2972805492644964e-34,0.09996512148401128,5.8658130120502235e-14,8.2649194198643364e-07,1.4407895082836824e-07,1.1966040806411646e-05,9.8066147274140885e-21,4.1260153454843403e-06,3.239892382682405e-11,2.063589957045515e-12,9.0600311535688531e-09,5.9955528656282146e-15,5.6249654776325662e-21,1.5500447473818732e-20,4.1373226247115411e-22,4.779201073446666e-10,3.4727036026537379e-05,3.4736871987173149e-05,8.3144480551884529e-10,2.735920005232397e-05,2.4558105791471922e-17,1.3915891514549886e-07,6.1506952078433448e-11,3.3022778126610961e-09,5.0065982867011345e-11,2.8719761797386731e-10,4.1580785468706932e-09,1.7609983254709896e-14,1.5911469420872996e-08,6.5556813613177359e-15,7.8629742373300341e-15,1.6607241951627333e-13,1.2074314852655985e-07,2.6112644325323443e-12,1.1258299382418027e-14,2.5457199694922271e-10,8.8461202472731569e-14,1.8225082215403991e-08,8.7488188649025205e-20,1.0061003230697219e-08,6.1082930101760557e-18,7.0412921374085148e-12,3.0332821893356813e-11,1.0540349773828842e-14,2.0383108822280436e-17,1.4599966065930355e-09,1.9591252527279078e-18,2.2473622412745498e-12,1.9417803000950121e-18,7.8438681203041747e-12,2.7256650850545904e-15
0.0704833795052212,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102251460978635,0.099936778074716431,1.8601181644216901e-34,0.099965121095116016,5.8975155979159487e-14,8.2861721824863814e-07,1.4447405194821069e-07,1.1986249768547618e-05,9.8684818679834289e-21,4.1220511799525681e-06,3.2509640164003431e-11,2.0662500006168877e-12,9.0665330892867979e-09,6.0146506593029127e-15,5.6457634975355839e-21,1.558495174442132e-20,4.1546988628951172e-22,4.77810881198599e-10,3.472701774666235e-05,3.4736866659052318e-05,8.3064585510794662e-10,2.7394349456624325e-05,2.4625446594246751e-17,1.3955212316919401e-07,6.1368992025529847e-11,3.2906426956747778e-09,5.0203269018081333e-11,2.8793608700560819e-10,4.1651003348411296e-09,1.7483102028458345e-14,1.5911971348446602e-08,6.582647076478343e-15,7.8686148071560166e-15,1.6603443971046993e-13,1.2109406005665945e-07,2.6064435979924852e-12,1.1296770504678959e-14,2.5507039110591759e-10,8.8634376168108131e-14,1.8322865802781291e-08,8.7600587709840352e-20,1.0117444999716517e-08,6.1124121923214801e-18,7.046041615758799e-12,3.0466759680334705e-11,1.0586890221897619e-14,2.0493269048466409e-17,1.4716599485170044e-09,1.9652899647712744e-18,2.2544217764591654e-12,1.9478686407509884e-18,7.8786550523270386e-12,2.7377527839673983e-15
0.07067501595807939,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102247864095583,0.099936740474293628,1.6413656058639963e-34,0.099965120706181312,5.9292972352036033e-14,8.3074141878343215e-07,1.4486917897199634e-07,1.2006419127057627e-05,9.9305729959273538e-21,4.118101068916164e-06,3.2620329390165839e-11,2.0689052928191127e-12,9.0730058808418715e-09,6.0337529103941766e-15,5.6665828552356379e-21,1.5669687400320423e-20,4.1720980616195415e-22,4.7770108190169202e-10,3.4726999498435398e-05,3.4736861339968995e-05,8.2984973728546203e-10,2.7429436045969329e-05,2.4692791798611123e-17,1.3994536602617989e-07,6.1231734846264184e-11,3.2790825529504592e-09,5.0340564142575351e-11,2.8867418208744069e-10,4.1721083599423163e-09,1.7357448465987558e-14,1.5912469185870793e-08,6.6096468893751813e-15,7.8742300864314577e-15,1.6599626079518587e-13,1.2144453393096712e-07,2.6016439404182185e-12,1.1335232197588246e-14,2.5556731532474828e-10,8.8807039046404685e-14,1.8420803036751989e-08,8.7712785902519986e-20,1.0173996915608254e-08,6.1164995635317335e-18,7.0507544234046903e-12,3.0600745444840815e-11,1.0633447330524303e-14,2.0603703942723449e-17,1.4833746736663051e-09,1.9714465471337402e-18,2.2614719304247134e-12,1.9539488248830287e-18,7.913453961108115e-12,2.749844641784084e-15
0.07086665241093758,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102244273466353,0.099936702938624319,-1.6223276064442185e-34,0.099965120317207307,5.9611578774150597e-14,8.3286454505277897e-07,1.4526433187551346e-07,1.2026549061165311e-05,9.9928883028990533e-21,4.1141649277703712e-06,3.2730991375974084e-11,2.0715558536672351e-12,9.0794497302036423e-09,6.0528596006125375e-15,5.687423515576256e-21,1.5754654456533288e-20,4.1895201792420784e-22,4.7759071823946849e-10,3.4726981281724726e-05,3.4736856029884849e-05,8.29056434999861e-10,2.7464460085247125e-05,2.4760141400461804e-17,1.4033864363221472e-07,6.1095175078563121e-11,3.267596692208397e-09,5.0477868232128458e-11,2.8941190372780929e-10,4.179102684459787e-09,1.7233007659676943e-14,1.5912962976596516e-08,6.6366807387885529e-15,7.8798202504405657e-15,1.6595788582317921e-13,1.2179457051200411e-07,2.5968653144948165e-12,1.1373684416224303e-14,2.560627753206592e-10,8.8979193093773149e-14,1.8518893238391058e-08,8.7824784074115482e-20,1.0230658653004443e-08,6.1205553519489278e-18,7.0554308233268116e-12,3.0734778350846374e-11,1.0680020809214808e-14,2.0714413343415998e-17,1.4951408001590004e-09,1.9775949998525569e-18,2.2685127034801334e-12,1.9600208530033112e-18,7.9482646280726623e-12,2.7619405825567404e-15
0.07105828886379577,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410224068906478,0.099936665467438859,3.648160676894769e-34,0.099965119928194082,5.9930974781485552e-14,8.3498659852180886e-07,1.4565951063450909e-07,1.2046639748837809e-05,1.0055427980115322e-20,4.1102426726273573e-06,3.2841625994094339e-11,2.0742017030449596e-12,9.0858648374535728e-09,6.0719707118057624e-15,5.7082854435484773e-21,1.5839852928063204e-20,4.2069651742849136e-22,4.774797988805185e-10,3.4726963096397689e-05,3.4736850728762969e-05,8.2826593134447863e-10,2.7499421837607213e-05,2.4827495395688241e-17,1.4073195590355505e-07,6.0959307300575239e-11,3.2561844277955181e-09,5.0615181278360182e-11,2.9014925243625767e-10,4.1860833702421381e-09,1.710976495984681e-14,1.591345276350725e-08,6.663748563766891e-15,7.8853854728284523e-15,1.6591931780657029e-13,1.2214417016793023e-07,2.592107576253323e-12,1.1412127116361834e-14,2.5655677678284734e-10,8.9150840287413283e-14,1.8617135731706047e-08,8.7936583066119461e-20,1.0287429887800943e-08,6.1245797837279121e-18,7.0600710762149571e-12,3.0868857568762344e-11,1.0726610369712421e-14,2.0825397089243572e-17,1.5069583457934138e-09,1.9837353231597795e-18,2.2755440961566189e-12,1.9660847258153539e-18,7.9830868363486743e-12,2.7740405309291365e-15
0.07124992531665396,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102237110864855,0.09993662806046931,2.8546231553797479e-34,0.099965119539141695,6.0251159911125001e-14,8.3710758065734878e-07,1.4605471522469036e-07,1.2066691366797649e-05,1.0118192218358451e-20,4.1063342203007712e-06,3.2952233119169555e-11,2.076842860707464e-12,9.0922514008070672e-09,6.09108622595677e-15,5.7291686042907565e-21,1.5925282829899433e-20,4.2244330054851565e-22,4.7736833237820587e-10,3.4726944942324284e-05,3.4736845436565639e-05,8.27478209553393e-10,2.7534321564493933e-05,2.4894853780173305e-17,1.4112530275695089e-07,6.0824126121370602e-11,3.2448450882661515e-09,5.075250327287711e-11,2.9088622872291841e-10,4.1930504787056623e-09,1.6987705938670853e-14,1.5913938588927059e-08,6.6908503036398186e-15,7.8909259256211062e-15,1.6588055971744408e-13,1.2249333327243571e-07,2.5873705830626458e-12,1.1450560254462232e-14,2.5704932537472564e-10,8.9321982595566647e-14,1.8715529843622725e-08,8.804818371456952e-20,1.0344310297151782e-08,6.1285730830563705e-18,7.0646754404916351e-12,3.1002982275353775e-11,1.0773215725969048e-14,2.0936655019288773e-17,1.5188273280505823e-09,1.9898675174778144e-18,2.2825661092027549e-12,1.9721404442091783e-18,8.0179203707527855e-12,2.7861444121318717e-15
0.07144156176951215,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102233538840762,0.099936590717449481,-1.378336460230078e-34,0.099965119150050283,6.057213370140891e-14,8.3922749292883403e-07,1.4644994562172571e-07,1.2086704090534508e-05,1.0181181207978149e-20,4.1024394883090137e-06,3.3062812627793154e-11,2.0794793462806797e-12,9.0986096166353438e-09,6.1102061251816094e-15,5.7500729630880724e-21,1.6010944177017174e-20,4.2419236317678466e-22,4.7725632717238012e-10,3.4726926819375694e-05,3.4736840153254984e-05,8.2669325300289307e-10,2.7569159525637654e-05,2.4962216549793008e-17,1.4151868410964228e-07,6.0689626248264577e-11,3.2335780052473498e-09,5.0889834207272203e-11,2.9162283309882626e-10,4.2000040708382794e-09,1.6866816320392579e-14,1.5914420494629642e-08,6.7179858980179839e-15,7.8964417792438136e-15,1.6584161448843955e-13,1.2284206020463433e-07,2.5826541936150366e-12,1.148898378766447e-14,2.5754042673396314e-10,8.9492621977527259e-14,1.8814074903970667e-08,8.8159586850023475e-20,1.0401299559463431e-08,6.1325354721758782e-18,7.0692441723361305e-12,3.1137151653672557e-11,1.0819836594121228e-14,2.1048186973070668e-17,1.5307477640966875e-09,1.9959915834166068e-18,2.2895787435812543e-12,1.9781880092587762e-18,8.0527650177755659e-12,2.7982521519772377e-15
0.07163319822237034,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102229972966827,0.099936553438114903,1.3698281470081993e-34,0.09996511876091993,6.0893895691574179e-14,8.4134633680879528e-07,1.4684520180124674e-07,1.2106678094316782e-05,1.0244395138893408e-20,4.0985583948636328e-06,3.3173364398483239e-11,2.082111179262625e-12,9.1049396794870045e-09,6.1293303917296561e-15,5.7709984853698275e-21,1.6096836984377598e-20,4.2594370122086178e-22,4.7714379159100498e-10,3.4726908727421409e-05,3.4736834878795072e-05,8.2591104520957282e-10,2.7603935979076555e-05,2.5029583700416778e-17,1.4191209987935376e-07,6.0555802422627127e-11,3.2223825173990872e-09,5.1027174073124027e-11,2.9235906607608984e-10,4.2069442072030719e-09,1.6747082107297834e-14,1.5914898521847087e-08,6.7451552867686319e-15,7.9019332025394162e-15,1.6580248501330955e-13,1.2319035134895863e-07,2.5779582678988785e-12,1.1527397673776535e-14,2.5803008647275657e-10,8.9662760383731102e-14,1.8912770245468866e-08,8.8270793297629725e-20,1.0458397354389138e-08,6.1364671714019298e-18,7.073777525707342e-12,3.1271364893055497e-11,1.0866472692488894e-14,2.115999279042027e-17,1.5427196707854665e-09,2.0021075217716471e-18,2.2965820004664093e-12,1.9842274222204081e-18,8.0876205655664819e-12,2.8103636768539666e-15
0.07182483467522853,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102226413217551,0.09993651622220287,1.6612657735325768e-34,0.099965118371750677,6.121644542191287e-14,8.4346411377113657e-07,1.4724048373885008e-07,1.2126613551203074e-05,1.0307834200594389e-20,4.0946908588551099e-06,3.3283888311657029e-11,2.0847383790261483e-12,9.1112417821091775e-09,6.1484590079814208e-15,5.7919451367101002e-21,1.6182961266927765e-20,4.2769731060978667e-22,4.7703073385179082e-10,3.4726890666333823e-05,3.4736829613148992e-05,8.2513156982604349e-10,2.7638651181188323e-05,2.5096955227908334e-17,1.4230554998429015e-07,6.0422649423770916e-11,3.2112579770653957e-09,5.1164522862000038e-11,2.9309492816729539e-10,4.2138709479429631e-09,1.6628489465703687e-14,1.5915372711277445e-08,6.7723584100368127e-15,7.907400362787783e-15,1.657631741475006e-13,1.2353820709505638e-07,2.573282667194101e-12,1.1565801871266137e-14,2.5851831017776703e-10,8.9832399755743033e-14,1.9011615203711534e-08,8.8381803877223605e-20,1.0515603362823266e-08,6.1403683991433021e-18,7.0782757523666166e-12,3.1405621189031123e-11,1.0913123741544238e-14,2.127207231153547e-17,1.5547430646606031e-09,2.008215333519286e-18,2.3035758812390302e-12,1.9902586845273804e-18,8.1224868039204397e-12,2.8224789137226041e-15
0.07201647112808672,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102222859567618,0.099936479069452286,-2.6073062386067343e-34,0.099965117982542651,6.1539782434069953e-14,8.4558082529181715e-07,1.476357914100974e-07,1.2146510633053524e-05,1.0371498582144268e-20,4.0908367998569628e-06,3.3394384249605826e-11,2.0873609648182264e-12,9.1175161154684716e-09,6.1675919564462188e-15,5.8129128828265766e-21,1.6269317039600637e-20,4.2945318729189307e-22,4.7691716206382742e-10,3.4726872635987287e-05,3.4736824356279217e-05,8.2435481064264776e-10,2.7673305386680185e-05,2.5164331128125232e-17,1.4269903434313333e-07,6.0290162120236346e-11,3.2002037386308299e-09,5.1301880565455774e-11,2.9383041988573897e-10,4.2207843527845688e-09,1.6511024730746354e-14,1.5915843103093701e-08,6.7995952082473778e-15,7.9128434257234813e-15,1.6572368470871586e-13,1.2388562783768943e-07,2.5686272540608527e-12,1.1604196339251913e-14,2.5900510341014302e-10,9.0001542026261945e-14,1.9110609117153914e-08,8.8492619403299584e-20,1.0572917266895646e-08,6.1442393719225942e-18,7.0827391019011753e-12,3.1539919743249258e-11,1.0959789463886752e-14,2.1384425377084338e-17,1.5668179619580966e-09,2.0143150198143892e-18,2.310560387483769e-12,1.996281797787978e-18,8.1573635242633148e-12,2.8345977901104653e-15
0.07220810758094491,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102219311991843,0.099936441979603746,2.1711370105069779e-34,0.099965117593295974,6.1863906270523128e-14,8.4769647284990319e-07,1.4803112479051852e-07,1.2166369510540996e-05,1.0435388472181092e-20,4.0869961381124252e-06,3.3504852096470156e-11,2.0899789557613006e-12,9.1237628687716373e-09,6.1867292197628846e-15,5.8339016895784338e-21,1.6355904317315047e-20,4.3121132722886538e-22,4.7680308422911713e-10,3.4726854636253218e-05,3.4736819108150774e-05,8.2358075158563109e-10,2.7707898848613193e-05,2.5231711396919146e-17,1.4309255287503642e-07,6.0158335410284741e-11,3.1892191644910905e-09,5.1439247175033586e-11,2.9456554174579346e-10,4.2276844810413283e-09,1.6394674519646553e-14,1.591630973695159e-08,6.8268656220685483e-15,7.9182625555528658e-15,1.6568401947743639e-13,1.2423261397663349e-07,2.5639918923089855e-12,1.1642581037495388e-14,2.5949047170584073e-10,9.0170189119224177e-14,1.9209751327098046e-08,8.8603240685091197e-20,1.0630338749965954e-08,6.1480803043952455e-18,7.0871678217457018e-12,3.1674259763493491e-11,1.1006469584246481e-14,2.1497051828024583e-17,1.578944378608615e-09,2.020406581988427e-18,2.3175355209865387e-12,2.0022967637840264e-18,8.1922505196373791e-12,2.8467202341065284e-15
0.0723997440338031,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102215770465216,0.09993640495239961,4.0681699692362785e-34,0.099965117204010676,6.2188816474711385e-14,8.4981105792556622e-07,1.4842648385561208e-07,1.2186190353162144e-05,1.049950405891962e-20,4.0831687945229101e-06,3.361529173821552e-11,2.0925923708557123e-12,9.1299822294859057e-09,6.2058707806976574e-15,5.8549115229668828e-21,1.6442723114975671e-20,4.3297172640371498e-22,4.7668850824414642e-10,3.4726836667006231e-05,3.4736813868727682e-05,8.2280937671288858e-10,2.7742431818429111e-05,2.5299096030136844e-17,1.434861054996203e-07,6.0027164238548397e-11,3.1783036293015844e-09,5.1576622682266072e-11,2.9530029426221768e-10,4.2345713916182089e-09,1.6279425557144945e-14,1.5916772651996901e-08,6.8541695924428758e-15,7.9236579149731387e-15,1.6564418119748451e-13,1.2457916591658011e-07,2.559376446995501e-12,1.1680955926392068e-14,2.5997442057554707e-10,9.0338342949787803e-14,1.9309041177678787e-08,8.871366852664964e-20,1.0687867496618117e-08,6.1518914093684292e-18,7.0915621572047239e-12,3.1808640463583004e-11,1.1053163829451577e-14,2.1609951505648179e-17,1.5911223302398208e-09,2.0264900215447014e-18,2.3245012837294106e-12,2.0083035844654157e-18,8.227147584688428e-12,2.8588461743570182e-15
0.07259138048666129,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102212234962889,0.099936367987583805,-4.22655700669935e-34,0.099965116814686866,6.251451259156404e-14,8.5192458200038452e-07,1.4882186858084591e-07,1.2205973329248365e-05,1.0563845530153128e-20,4.0793546906514327e-06,3.3725703062608199e-11,2.0952012289793608e-12,9.1361743833589815e-09,6.2250166221413465e-15,5.8759423491337967e-21,1.652977344747304e-20,4.3473438081976925e-22,4.7657344190143321e-10,3.4726818728123952e-05,3.4736808637972549e-05,8.2204067021551278e-10,2.7776904545942837e-05,2.5366485023619587e-17,1.4387969213697013e-07,5.9896643626610797e-11,3.1674565093517668e-09,5.1714007078675967e-11,2.9603467795025422e-10,4.2414451430155758e-09,1.6165264774752787e-14,1.5917231886874403e-08,6.8815070605940231e-15,7.9290296651894302e-15,1.6560417257655817e-13,1.2492528406704008e-07,2.5547807844146682e-12,1.1719320966962796e-14,2.6045695550467471e-10,9.05060054243299e-14,1.9408478015849768e-08,8.8823903726823993e-20,1.0745503192654704e-08,6.1556728978208888e-18,7.0959223514752937e-12,3.1943061063297752e-11,1.1099871928401961e-14,2.1723124251765e-17,1.6033518321786849e-09,2.0325653401565231e-18,2.3314576778886384e-12,2.0143022619484777e-18,8.2620545156514569e-12,2.8709755400604279e-15
0.07278301693951948,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102208705460176,0.099936331084901867,-8.0361484250971643e-35,0.099965116425324629,6.2840994166804258e-14,8.5403704655913886e-07,1.4921727894166048e-07,1.2225718605976586e-05,1.0628413073255229e-20,4.0755537487079865e-06,3.383608595919167e-11,2.0978055488888712e-12,9.1423395144389297e-09,6.2441667271104818e-15,5.8969941343597926e-21,1.661705532968349e-20,4.364992864916345e-22,4.7645789289097467e-10,3.4726800819479719e-05,3.4736803415851372e-05,8.2127461641635611e-10,2.7811317279367748e-05,2.543387837320345e-17,1.4427331270762965e-07,5.9766768625023667e-11,3.1566771900880641e-09,5.1851400355773685e-11,2.9676869332625543e-10,4.2483057933318565e-09,1.6052179357625618e-14,1.5917687479734477e-08,6.9088779679742288e-15,7.9343779659305377e-15,1.6556399628671688e-13,1.2527096884224816e-07,2.5502047720674267e-12,1.1757676120846343e-14,2.6093808195371769e-10,9.0673178440557727e-14,1.9508061191369397e-08,8.8933947079347149e-20,1.0803245525091394e-08,6.1594249789210595e-18,7.1002486456673093e-12,3.2077520788400896e-11,1.1146593612075415e-14,2.1836569908461054e-17,1.6156328994537759e-09,2.0386325396651061e-18,2.3384047058316743e-12,2.0202927985146456e-18,8.2969711103366939e-12,2.883108260962587e-15
