Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),C2H6X(52),C2H4X(205),H2OX(23),C2H4X(65),CH2X(27),CHX(28),CX(26),OCX(25),COX(50)
6.395010091092934e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4369200518153144,0.10486485016109814,0.018876686471030787,0.0,1.4697204137333111e-06,0.0031100601119176553,0.0001343951797687435,0.00026497505586549016,1.2390530006578575e-14,0.0056710966234442576,4.0947164040032078e-10,0.00032676934425918304,1.1262981990430146e-08,1.539125212631576e-08,7.9869160744133955e-12,7.5830179151219506e-13,4.9222858189025062e-08,6.1869563933321961e-06,0.0074343373795014676,0.0077537113733559971,0.00013584450845197322,6.7801550111547618e-08,2.6632384252296158e-08,1.4806623024542169e-07,6.1283854129948006e-05,9.7879649629324485e-06,7.1903864907173324e-07,6.2190630198879822e-07,7.0186523471818401e-11,1.7225685242676697e-12,1.1639475042846658e-09,2.662216286347111e-07,2.2318788872466458e-07,3.1858474106616485e-13,4.1081690372272136e-10
6.435162322412937e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43687972906281863,0.1048310631555715,0.018854587872255864,0.0,1.4957722880938864e-06,0.0031306328519596993,0.00013594475057228755,0.00026823534882859429,1.2666595871561005e-14,0.0056992195756684827,4.1782559882345277e-10,0.00032659489423070585,1.1405028934508754e-08,1.5699623199745973e-08,8.0747523492378963e-12,7.7034613528730341e-13,4.968741789438065e-08,6.3113694784665702e-06,0.0074312434394235823,0.0077963314020045062,0.00013621686700349207,6.8367354202893527e-08,2.6733123023642574e-08,1.4878289751140185e-07,6.168478772148754e-05,9.9848141442405287e-06,7.2783662038350201e-07,6.3489726700354037e-07,7.1395578228535412e-11,1.7570453733576895e-12,1.1694361279192195e-09,2.6672250037727584e-07,2.2297595752758614e-07,3.2200195308838929e-13,4.1551529603077045e-10
6.47531455373294e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43683947061349204,0.10479731204258189,0.018832519212797338,0.0,1.5221201846481498e-06,0.0031512001728945783,0.00013750133009969177,0.00027150755990128467,1.2947030879681328e-14,0.0057272632809752446,4.2627611250793116e-10,0.00032642162975147571,1.1547666324845666e-08,1.6011756678415101e-08,8.1629363249111058e-12,7.8249143451911214e-13,5.0152893344714016e-08,6.4373306549394694e-06,0.007428153614997139,0.0078388842429233541,0.00013658797252397164,6.8934072332702005e-08,2.6833223935952472e-08,1.4949735687551199e-07,6.208554813436453e-05,1.0184113080839354e-05,7.3666558272141749e-07,6.4805654629087409e-07,7.2617899125306269e-11,1.7919470318744446e-12,1.1749118998683195e-09,2.672200622368339e-07,2.2276442192043043e-07,3.2543293192343461e-13,4.2023429650747283e-10
6.515466785052943e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43679927633735288,0.10476359674656532,0.018810480441226626,0.0,1.5487655699419348e-06,0.0031717620904674415,0.00013906489167769454,0.00027479154974773993,1.3231875863535263e-14,0.0057552280976293085,4.3482323696804423e-10,0.00032624954297237293,1.1690888668842857e-08,1.6327665222409942e-08,8.2514665591790041e-12,7.947376628192932e-13,5.061927804871986e-08,6.5648460479121885e-06,0.0074250678965523953,0.0078813700241717223,0.00013695783575062574,6.9501695989198416e-08,2.6932690524114687e-08,1.5020961841902379e-07,6.2486135873643172e-05,1.0385871467604748e-05,7.4552515098018448e-07,6.6138483480422122e-07,7.3853547679382793e-11,1.827275100507619e-12,1.1803748847643756e-09,2.6771434932934362e-07,2.2255328550328479e-07,3.2887762097192572e-13,4.2497381969139157e-10
6.555619016372946e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43675914610487526,0.10472991719282093,0.018788471506233629,0.0,1.5757099072223523e-06,0.0031923186200520414,0.00014063540876650433,0.00027808718014867055,1.3521171756835705e-14,0.0057831143809144231,4.4346702052166159e-10,0.0003260786260867219,1.1834690513665307e-08,1.6647361316052668e-08,8.3403416222562497e-12,8.0708479139319449e-13,5.1086565632346891e-08,6.6939217207073822e-06,0.0074219862744997625,0.0079237888734416725,0.00013732646726461839,7.0070216736388985e-08,2.7031526296438914e-08,1.5091969214292114e-07,6.2886551436391389e-05,1.0590098901539019e-05,7.5441494325396443e-07,6.7488282005509592e-07,7.5102585243966172e-11,1.8630311624494065e-12,1.185825146533494e-09,2.6820539619581143e-07,2.223425516879414e-07,3.3233596392512983e-13,4.2973378057254868e-10
6.595771247692948e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43671907978698532,0.10469627330750003,0.018766492356626391,0.0,1.6029546564362961e-06,0.0032128697766542367,0.00014221285495870386,0.00028139431399578269,1.3814959593457795e-14,0.0058109224831551249,4.5220750440345216e-10,0.00032590887133130206,1.1979066446080988e-08,1.697085726926745e-08,8.4295600966707062e-12,8.1953278908644046e-13,5.1554749835954613e-08,6.8245636752615548e-06,0.0074189087393288465,0.0079661409180600152,0.00013769387749419516,7.0639626212994318e-08,2.7129734734879273e-08,1.5162758796849027e-07,6.328679531175515e-05,1.0796804882487116e-05,7.6333458081946704e-07,6.8855118216893766e-07,7.6365073008289613e-11,1.8992167835297142e-12,1.1912627484036971e-09,2.6869323681428627e-07,2.2213222370411632e-07,3.3580790476262103e-13,4.3451409458872779e-10
6.635923479012951e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4366790772550565,0.10466266501759497,0.018744542941330652,0.0,1.6305012742288993e-06,0.0032334155749155348,0.00014379720397816444,0.00028471281528600424,1.4113280506488484e-14,0.0058386527537389139,4.6104472287685251e-10,0.00032574027098726234,1.2124011092290366e-08,1.7298165218940153e-08,8.5191205771098555e-12,8.3208162243053191e-13,5.2023824511545134e-08,6.9567778525755663e-06,0.0074158352816075159,0.0080084262849901035,0.00013806007671773515,7.1209916131404721e-08,2.7227319295258317e-08,1.523333157379189e-07,6.3686867981033741e-05,1.1005998813849587e-05,7.7228368811839807e-07,7.0239059394078394e-07,7.7641071997698384e-11,1.9358335123507014e-12,1.1966877529135942e-09,2.6917790461153719e-07,2.2192230460587045e-07,3.3929338774990008e-13,4.3931467762181109e-10
6.676075710332954e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43663913838090679,0.10462909225092835,0.018722623209389565,0.0,1.6583512139419432e-06,0.0032539560291166432,0.00014538842967897015,0.00028804254911548796,1.4416175727280512e-14,0.0058663055391387463,4.6997870334477611e-10,0.00032557281738095035,1.2269519117746171e-08,1.7629297130271028e-08,8.6090216702693587e-12,8.4473125568747911e-13,5.2493783620066658e-08,7.090570133162972e-06,0.0074127658919809492,0.0080506451008336699,0.00013842507506672553,7.1781078276657072e-08,2.7324283407491515e-08,1.5303688521490362e-07,6.4086769917755482e-05,1.1217690003292177e-05,7.8126189273931532e-07,7.1640172089075915e-07,7.8930643073727715e-11,1.972882880420605e-12,1.2021002219208883e-09,2.6965943247468568e-07,2.217127972775889e-07,3.4279235743613605e-13,4.4413544599415106e-10
6.716227941652957e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43659926303679331,0.10459555493614213,0.018700733109963296,0.0,1.6865059256122177e-06,0.0032744911531810738,0.00014698650604435189,0.00029138338167341421,1.4723686584510714e-14,0.0058938811829358255,4.7900946645906086e-10,0.00032540650288466228,1.2415585226964242e-08,1.7964264798120179e-08,8.6992619947037808e-12,8.5748165089349435e-13,5.2964621228786385e-08,7.2259463374961838e-06,0.0074097005611707227,0.0080927974918326238,0.00013878888252866057,7.2353104505431673e-08,2.7420630475811784e-08,1.5373830608526286e-07,6.4486501587753841e-05,1.1431887663451933e-05,7.9026882539894095e-07,7.3058522131936764e-07,8.0233846934177511e-11,2.0103664022868454e-12,1.2075002166109647e-09,2.7013785276238042e-07,2.2150370444012177e-07,3.4630475865183005e-13,4.4897631646497255e-10
6.75638017297296e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43655945109541006,0.10456205300268702,0.018678872592328661,0.0,1.714966855969842e-06,0.0032950209606787419,0.00014859140718563135,0.00029473518023560299,1.5035854503242644e-14,0.0059213800258426401,4.8813702622864229e-10,0.00032524131991731837,1.2562204163325954e-08,1.830307984834564e-08,8.7898401806793253e-12,8.7033276790177028e-13,5.3436331508731064e-08,7.3629122264502932e-06,0.0074066392799738744,0.0081348835838708326,0.00013915150894986769,7.2925986745068699e-08,2.7516363878994008e-08,1.5443758795755739e-07,6.4886063449244124e-05,1.1648600912639637e-05,7.99304119922968e-07,7.4494174636257222e-07,8.1550744113185691e-11,2.0482855756683775e-12,1.2128877975049526e-09,2.7061319731575018e-07,2.2129502865621561e-07,3.4983053650659546e-13,4.5383720622681169e-10
6.796532404292962e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43651970242988275,0.10452858638081181,0.018657041605878746,0.0,1.7437354484365442e-06,0.0033155454648296067,0.00015020310734117538,0.0002980978131579477,1.5352721003993446e-14,0.0059488024057262534,4.9736139012643705e-10,0.00032507726094506878,1.2709370708872692e-08,1.8645753739133832e-08,8.8807548700286167e-12,8.8328456442434881e-13,5.3908908732194153e-08,7.5014735017445229e-06,0.0074035820392620187,0.0081769035024759091,0.00013951296403826214,7.3499716992604114e-08,2.7611486970579549e-08,1.5513474036371561e-07,6.528545595290016e-05,1.1867838775538482e-05,8.0836741322639361e-07,7.5947194004664436e-07,8.288139498129826e-11,2.086641881587273e-12,1.2182630244681148e-09,2.7108549746897991e-07,2.2108677233623441e-07,3.5336963638686075e-13,4.5871803290198824e-10
6.836684635612965e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43648001691376587,0.10449515500155307,0.018635240100122571,0.0,1.7728131431238982e-06,0.003336064678507303,0.00015182158087535989,0.00030147114986968382,1.5674327701805022e-14,0.0059761486576318055,5.0668255919492205e-10,0.00032491431848183377,1.2857079684092846e-08,1.8992297762322318e-08,8.9720047160075294e-12,8.9633699607310371e-13,5.4382347270307786e-08,7.6416358063811787e-06,0.007400528829980429,0.0082188573728209542,0.00013987325736603364,7.4074287313824239e-08,2.7706003079100454e-08,1.5582977275966373e-07,6.5684679541931599e-05,1.2089610183898787e-05,8.1745834529340998e-07,7.7417643934277159e-07,8.4225859745537857e-11,2.1254367844994904e-12,1.2236259567178485e-09,2.7155478405977814e-07,2.2087893774314627e-07,3.5692200395371583e-13,4.6361871453910961e-10
6.876836866932968e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43644039442103938,0.10446175879672465,0.018613468024684741,0.0,1.8022013768315295e-06,0.0033565786142428027,0.00015344680227754389,0.00030485506086650387,1.6000716305319354e-14,0.0060034191138061948,5.1610052815040873e-10,0.00032475248508978153,1.3005325947701905e-08,1.9342723044714523e-08,9.0635883831539701e-12,9.094900163998574e-13,5.4856641590678182e-08,7.7834047250820529e-06,0.0073974796431471599,0.0082607453197263234,0.00014023239837226728,7.4649689842339174e-08,2.7799915508303456e-08,1.5652269452596125e-07,6.6083734652161056e-05,1.2313923977228693e-05,8.2657655915689066e-07,7.8905587422141178e-07,8.5584198449470309e-11,2.1646717324248508e-12,1.2289766528319695e-09,2.7202108743945112e-07,2.2067152699806208e-07,3.6048758514063657e-13,4.685391696096106e-10
6.916989098252971e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4364008348261042,0.10442839769890749,0.018591725329305035,0.0,1.8319015830452806e-06,0.0033770872842280664,0.00015507874616105366,0.00030824941770353059,1.633192861585804e-14,0.00603061410372194,5.2561528548600384e-10,0.00032459175337975056,1.3154104396416104e-08,1.9697040549386612e-08,9.1555045471486795e-12,9.2274357693564808e-13,5.5331786255082324e-08,7.9267857847221991e-06,0.0073944344698521746,0.0083025674676613405,0.00014059039636549864,7.5225916778673432e-08,2.7893227537373316e-08,1.5721351496843911e-07,6.6482621712101551e-05,1.2540788903480687e-05,8.3572170087750268e-07,8.0411086770637782e-07,8.6956470973268664e-11,2.2043481570761506e-12,1.2343151707565428e-09,2.7248443748288037e-07,2.2046454208465966e-07,3.6406632615141247e-13,4.7347931700432568e-10
6.957141329572973e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43636133800377974,0.10439507164143963,0.018570011963838118,0.0,1.8619151919353461e-06,0.0033975907003197131,0.0001567173872621762,0.00031165409298816217,1.6668006526505975e-14,0.0060577339541011766,5.352268135732552e-10,0.00032443211601161789,1.3303409964720127e-08,2.0055261076986071e-08,9.2477518946779554e-12,9.3609762722917103e-13,5.5807775917224778e-08,8.0717844547610008e-06,0.0073913933012564577,0.0083443239407460512,0.00014094726052620721,7.5802960389374648e-08,2.7985942421155989e-08,1.5790224331884174e-07,6.6881341143033851e-05,1.2770213619733866e-05,8.4489341952248031e-07,8.1934203592864166e-07,8.8342737033775657e-11,2.2444674739874406e-12,1.2396415678140022e-09,2.7294486359805727e-07,2.2025798485464037e-07,3.6765817345786233e-13,4.7843907603009346e-10
6.997293560892976e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43632190382929981,0.104361780558406,0.018548327878253116,0.0,1.8922436303543778e-06,0.0034180888740426825,0.00015836270043916373,0.00031506896037279632,1.7008992021199078e-14,0.0060847789889397772,5.4493508876247569e-10,0.00032427356569461716,1.3453237624629279e-08,2.0417395267022134e-08,9.340329123298317e-12,9.495521148844052e-13,5.6284605320552883e-08,8.2184061476705302e-06,0.0073883561285911824,0.0083860148627528941,0.00014130299990924909,7.6380813006138988e-08,2.8078063390380679e-08,1.5858888873547157e-07,6.7279893359083924e-05,1.3002206692871881e-05,8.5409136714408393e-07,8.3474998817985113e-07,8.9743056184564711e-11,2.2850310826414337e-12,1.2449559007107491e-09,2.7340239473562911e-07,2.2005185703138752e-07,3.7126307379788597e-13,4.8341836640639856e-10
7.037445792212979e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43628253217830948,0.10432852438462864,0.018526673022633354,0.0,1.9228883218355588e-06,0.0034385818165939015,0.00016001466067124608,0.000318493894547445,1.735492717381616e-14,0.0061117495295315832,5.5474008148174759e-10,0.00032411609518761013,1.3603582385446468e-08,2.0783453599147773e-08,9.43323494130306e-12,9.6310698559744683e-13,5.6762269296129103e-08,8.3666562193610372e-06,0.0073853229431568371,0.0084276403571084211,0.00014165762344623065,7.6959467024953148e-08,2.8169593651881621e-08,1.592734603038358e-07,6.7678278767300352e-05,1.3236776600256382e-05,8.6331519875777561e-07,8.5033532696554447e-07,9.1157487815998347e-11,2.3260403665960153e-12,1.2502582255452506e-09,2.7385705939792371e-07,2.1984616021576705e-07,3.7488097417310905e-13,4.8841710826203894e-10
7.077598023532982e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43624322292686196,0.10429530305565689,0.018505047347175892,0.0,1.9538506865906527e-06,0.0034590695388459444,0.00016167324305765596,0.0003219287712322504,1.7705854147274764e-14,0.0061386458944927115,5.6464175633460224e-10,0.0003239596972993139,1.3754439293514543e-08,2.115344639443335e-08,9.5264680675907146e-12,9.7676218319256361e-13,5.7240762760558956e-08,8.5165399696036229e-06,0.0073822937363224065,0.0084692005468949682,0.00014201113994782543,7.7538914905253184e-08,2.8260536388818707e-08,1.599559670372948e-07,6.8076497767731374e-05,1.3473931730395978e-05,8.7256457232013371e-07,8.6609864805805556e-07,9.2586091155285969e-11,2.3674966936098745e-12,1.2555485978153401e-09,2.7430888564813453e-07,2.1964089588849618e-07,3.7851182184715244e-13,4.9343522213183667e-10
7.117750254852985e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43620397595141525,0.10426211650775771,0.018483450802191281,0.0,1.9851321415080223e-06,0.0034795520513506905,0.00016333842281665966,0.00032537346716990948,1.8061815192631076e-14,0.0061654683997859347,5.7464007219637866e-10,0.00032380436488848734,1.3905803431964253e-08,2.1527383816631612e-08,9.6200272315352957e-12,9.9051764965749104e-13,5.772008071397302e-08,8.6680626424499946e-06,0.0073792684995245307,0.0085106955548523364,0.00014236355810603532,7.8119149169098029e-08,2.8350894760897478e-08,1.6063641787771236e-07,6.847455075350218e-05,1.3713680383610582e-05,8.8183914870653717e-07,8.8204054054910179e-07,9.4028925266539233e-11,2.4094014157672158e-12,1.2608270724263729e-09,2.7475790111879257e-07,2.194360654171794e-07,3.8215556434305642e-13,4.9847262895336875e-10
7.157902486172987e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43616479112882894,0.10422896467790616,0.018461883338103134,0.0,2.0167341001506297e-06,0.0035000293643429698,0.00016501017528460361,0.00032882786011801844,1.8422852648183778e-14,0.0061922173587451081,5.8473498230926437e-10,0.00032365009086407894,1.4057669920458286e-08,2.1905275873434297e-08,9.7139111728585146e-12,1.004373325177983e-12,5.8200218238061761e-08,8.8212294266492475e-06,0.0073762472242666901,0.0085521255033794291,0.0001427148864963981,7.8700162400360104e-08,2.8440671904587881e-08,1.6131482169610552e-07,6.8872438110891668e-05,1.3956030772691068e-05,8.9113859168864419e-07,8.98161586902043e-07,9.5486049050826486e-11,2.4517558696015476e-12,1.2660937036980411e-09,2.7520413302068194e-07,2.1923167005595283e-07,3.8581214944200779e-13,5.0352925006374811e-10
7.19805471749299e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43612566833636118,0.10419584750377579,0.018440344905447853,0.0,2.0486579727540164e-06,0.0035205014877442041,0.0001666884759149611,0.00033229182884134307,1.8789008938581868e-14,0.0062188930820996366,5.9492643437601803e-10,0.00032349686818533861,1.4210033914931631e-08,2.2287132417719918e-08,9.8081186415034989e-12,1.0183291481716353e-12,5.8681170494161644e-08,8.9760454560616969e-06,0.0073732299021183941,0.0085934905145359178,0.00014306513358014274,7.9281947243928867e-08,2.8529870933342305e-08,1.6199118729329633e-07,6.9270160219409089e-05,1.4200991023554244e-05,9.0046256791168332e-07,9.1446236300380915e-07,9.6957521246225552e-11,2.494561376218554e-12,1.2713485453728347e-09,2.7564760815068315e-07,2.1902771095616515e-07,3.8948152518014553e-13,5.0860500719640745e-10
7.238206948812993e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4360866074516655,0.10416276492372953,0.018418835454874199,0.0,2.0809051662242551e-06,0.0035409684311660389,0.00016837330027740465,0.00033576525310402501,1.916032657393634e-14,0.0062454958779989446,6.05214370652379e-10,0.00032334468986189535,1.4362890607328732e-08,2.2672963148792953e-08,9.9026483975108486e-12,1.0323850553209988e-12,5.9162932721391495e-08,9.1325158100696377e-06,0.0073702165247143845,0.0086347907100438465,0.00014341430770629395,7.9864496404931875e-08,2.8618494937812172e-08,1.6266552340056265e-07,6.9667717451870573e-05,1.4448569175892996e-05,9.0981074687158406e-07,9.3094343821648476e-07,9.8443400427875246e-11,2.5378192414180138e-12,1.2765916506220224e-09,2.7608835290059702e-07,2.1882418915933627e-07,3.9316363984840483e-13,5.1369982247796709e-10
7.278359180132996e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43604760835278789,0.10412971687681023,0.018397354937143028,0.0,2.113477084135887e-06,0.0035614302039139525,0.00017006462405686073,0.00033924801366173185,1.953684814893586e-14,0.0062720260520369702,6.1559872803816897e-10,0.00032319354895380444,1.4516235225337688e-08,2.3062777613614302e-08,9.9974992108954761e-12,1.0465409816059927e-12,5.9645500234837373e-08,9.2906455139850966e-06,0.0073672070837538387,0.0086760262112892846,0.00014376241711372783,8.0447802647967013e-08,2.8706546986063639e-08,1.6333783868028911e-07,7.0065110174475148e-05,1.46987731838216e-05,9.1918280089196656e-07,9.4760537542854579e-07,9.9943745008025645e-11,2.5815307558147827e-12,1.2818230720550308e-09,2.7652639326418295e-07,2.1862110561830697e-07,3.9685844198759512e-13,5.1881361842504769e-10
7.314496188320999e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43601256189019177,0.10410000311056611,0.018378047168159165,0.0,2.143070607021793e-06,0.003579841385907979,0.00017159235245567701,0.0003423903829332445,1.9880202206802342e-14,0.0062958413675132038,6.2502703333663656e-10,0.00032305840343143402,1.4654658642219669e-08,2.3417024493072627e-08,1.0083138438359126e-11,1.0593667765374106e-12,6.0080495704390827e-08,9.4343851018481831e-06,0.0073645019457391882,0.008713082948871834,0.00014407481196817071,8.0973419639104574e-08,2.8785307324649142e-08,1.6394120172895503e-07,7.0422623266282603e-05,1.4926208403105719e-05,9.2763779412289602e-07,9.6275621597972998e-07,1.013064711923804e-10,2.6212600433870086e-12,1.2865214047205283e-09,2.7691833851288684e-07,2.1843870583829038e-07,4.0019456937314422e-13,5.2343219951831236e-10
7.347019495690201e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43598106270640136,0.10407328455915164,0.018360690149951391,0.0,2.1699314771114669e-06,0.0035964078802478406,0.0001729717779064615,0.00034522482850786142,2.0192880164124293e-14,0.0063172252482848208,6.3357919316564296e-10,0.00032293748202855843,1.4779571515065857e-08,2.3738617705471486e-08,1.0160434516548091e-11,1.0709791729591514e-12,6.047254339653748e-08,9.5649063231291868e-06,0.0073620700370767098,0.0087463893652724532,0.00014435524043783613,8.1446989985792165e-08,2.885579945333326e-08,1.6448284004158506e-07,7.074427157984394e-05,1.5132728781661601e-05,9.3526340349731568e-07,9.765179456217068e-07,1.0254301811781778e-10,2.6573322206853359e-12,1.290741879593975e-09,2.7726924926111058e-07,2.1827485059634701e-07,4.0320580454564767e-13,5.2760196792744801e-10
7.379542803059404e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43594960384472065,0.10404658855872177,0.01834335202739858,0.0,2.1970078835699628e-06,0.0036129709976682983,0.00017435542476514109,0.00034806519081672629,2.0509048433801942e-14,0.006338562016953121,6.4219448558199761e-10,0.00032281722909985327,1.4904796146430329e-08,2.4062841126994681e-08,1.023793908562937e-11,1.0826570709050691e-12,6.0865111347248808e-08,9.6965250037849747e-06,0.0073596406965630206,0.0087796535505019237,0.00014463498464345589,8.1921044380454454e-08,2.8925921703684342e-08,1.6502316766863953e-07,7.1065812588287305e-05,1.5340985849342535e-05,9.4290410383503882e-07,9.9039931868397269e-07,1.0378915911606715e-10,2.6937042827882049e-12,1.2949547804325139e-09,2.7761843061356657e-07,2.1811128426568876e-07,4.0622527328908371e-13,5.3178405304675409e-10
7.412066110428607e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43591818524107917,0.10401991507814791,0.018326032774546815,0.0,2.224300565904709e-06,0.0036295307425423,0.00017574328032711315,0.00035091140835839455,2.0828729811017502e-14,0.0063598518311215714,6.5087286715323788e-10,0.00032269764105399433,1.5030330067587249e-08,2.4389699543966831e-08,1.0315651510574155e-11,1.0944004326872535e-12,6.1258197205093641e-08,9.829243712367492e-06,0.0073572139199071093,0.0088128755684313154,0.00014491404876056679,8.2395579088878691e-08,2.8995675663748956e-08,1.6556218908418005e-07,7.1387246473846174e-05,1.5550983671686591e-05,9.5055972632548085e-07,1.0044006220947521e-06,1.0504492491706744e-10,2.7303768869342938e-12,1.2991601341823439e-09,2.7796589566148713e-07,2.1794800717108582e-07,4.0925294873353113e-13,5.3597841443414365e-10
7.444589417797809e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43588680683157066,0.10399326408657689,0.01830873236548974,0.0,2.251810262184925e-06,0.0036460871191179539,0.00017713533193564293,0.00035376342004274277,2.1151947125660708e-14,0.0063810948473410926,6.596142923117125e-10,0.00032257871432130763,1.515617082466805e-08,2.4719197679480858e-08,1.0393571160418874e-11,1.1062092199444017e-12,6.165179864805617e-08,9.9630649949298984e-06,0.0073547897028442095,0.0088460554827901466,0.00014519243692105339,8.2870590401056769e-08,2.9065062912264042e-08,1.6609990873386757e-07,7.1708573416051714e-05,1.5762726278622383e-05,9.5823010332998755e-07,1.0185221400933722e-06,1.0631034618073445e-10,2.7673506840559312e-12,1.3033579675170588e-09,2.7831165732868853e-07,2.1778501960496663e-07,4.1228880411035166e-13,5.4018501180951567e-10
7.477112725167012e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43585546855245055,0.10396663555342768,0.018291450774368494,0.0,2.2795377090408802e-06,0.0036626401315197578,0.00017853156698156156,0.00035662116518816691,2.1478723242027536e-14,0.0064022912211185124,6.6841871338395514e-10,0.00032246044535373842,1.5282315978564738e-08,2.5051340193810647e-08,1.0471697408225757e-11,1.1180833936519134e-12,6.2045913382986927e-08,1.0097991375162943e-05,0.0073523680411355548,0.0088791933571669059,0.0001454701532137714,8.3346074630930571e-08,2.9134085018729776e-08,1.6663633103517134e-07,7.2029793591758739e-05,1.5976217664684875e-05,9.6591506837366558e-07,1.0327641542474519e-06,1.0758545349697884e-10,2.804626318819505e-12,1.3075483068125135e-09,2.7865572837997813e-07,2.1762232182168738e-07,4.1533281275419311e-13,5.4440380505373241e-10
7.506383701799294e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43582729836017015,0.10394268905048595,0.018275913410360285,0.0,2.3046791956182571e-06,0.0036775349696229992,0.00017979174497844829,0.00035919798810190369,2.1775883447060847e-14,0.0064213282059219015,6.763965127790473e-10,0.00032235456275702377,1.5396104872243881e-08,2.5352533202012907e-08,1.0542187157556903e-11,1.1288260226232077e-12,6.2401053636607872e-08,1.0220372043797866e-05,0.00735019072694304,0.0089089815523640085,0.00014571952677550794,8.3774411754977421e-08,2.9195894007901926e-08,1.6711800550202078e-07,7.2318800608572799e-05,1.6169858391425185e-05,9.7284387302630423e-07,1.0456852217751919e-06,1.0874135688269503e-10,2.8384329890896531e-12,1.3113132265340688e-09,2.7896395729427948e-07,2.1747614175882753e-07,4.1807936962612065e-13,5.4821111341177167e-10
7.535654678431576e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43579916057575951,0.10391876069239746,0.018260391249188244,0.0,2.3299981906411723e-06,0.0036924270888222688,0.00018105529225873179,0.00036177936262846426,2.2075961545121355e-14,0.0064403276473798364,6.8442526090520077e-10,0.00032224920753744576,1.5510136606027366e-08,2.5655875191010299e-08,1.0612843295195991e-11,1.1396215531169408e-12,6.2756606190088842e-08,1.0343651676276634e-05,0.0073480154761209303,0.0089387357927270174,0.00014596836232336625,8.4203126321906147e-08,2.9257409627186684e-08,1.6759863585335e-07,7.2607721410837742e-05,1.6364921698930616e-05,9.7978424034442258e-07,1.058704318642406e-06,1.0990515289356398e-10,2.8724851262034052e-12,1.3150721163716337e-09,2.7927083614059302e-07,2.1733019673842953e-07,4.2083248983982719e-13,5.5202823903430068e-10
7.56199855740063e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43577386424038539,0.103897240665996,0.018246434287058348,0.0,2.3529374972622295e-06,0.0037058276737171681,0.00018219535803107165,0.00036410645545638967,2.2348540465719978e-14,0.006457395137075969,6.916946631652216e-10,0.000322154836646199,1.561297134994522e-08,2.5930723061891953e-08,1.0676575710063125e-11,1.1493827367516316e-12,6.3076954670403253e-08,1.0455373442503892e-05,0.0073460595120522455,0.008965485615745318,0.00014619185670686032,8.45892899649122e-08,2.9312523783439083e-08,1.6803031306510856e-07,7.2867676521518295e-05,1.6541697329414586e-05,9.860403586615639e-07,1.0705054860613554e-06,1.1095933580961845e-10,2.9033423016349763e-12,1.3184499771808153e-09,2.7954588023163479e-07,2.1719904727731906e-07,4.2331589379847782e-13,5.5547202195405936e-10
