Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53)
5.726682421324683e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996252,0.022821567693054247,0.0,1.8233138709876879e-54,1.6341298660308283e-30,1.0988331223308532e-71,7.7053731681952066e-46,7.8114043098489456e-110,5.054251371442651e-17,8.1487321078868934e-90,5.0542513714420618e-17,5.3919181958538236e-61,1.1766632873650473e-59,1.1293535299934376e-92,1.3094828414794966e-93,3.5114209677800114e-43,1.18750482250214e-71,2.76026542643807e-15,8.172655337284182e-17,3.2717879950163502e-19,4.956726562396987e-32,1.83539099241482e-31,3.2717879662619638e-19,1.43632344535498e-27,1.1795319381672645e-32,9.4219052036833635e-37,5.0678168043337054e-62,9.4795847361394427e-46,6.1311876012081534e-44,9.1023709808340889e-82,1.9888978544636348e-86,6.638995768266801e-89
1.1458340240061464e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999422,0.1186699660299597,0.022821567693054205,0.0,2.9196781274047329e-53,6.5407818893053907e-30,7.0634162157370262e-70,6.1705478671154581e-45,2.0084947439182857e-107,1.0112893925658129e-16,5.2232490637932433e-88,1.011289392565577e-16,8.6364397380347495e-60,1.8848522085143149e-58,1.451917629365611e-90,1.6834951784845685e-91,2.811271866145541e-42,3.8042805109134519e-70,5.5229289983365781e-15,1.6352411157050634e-16,6.5464185800939956e-19,1.9839823834016996e-31,7.3463471325991877e-31,6.5464184650010413e-19,5.7489897014031187e-27,9.4433527038086112e-32,7.5674575709803199e-36,1.6288311528332024e-60,7.5894317613633603e-45,4.9086807390548677e-43,5.8321613275403776e-80,2.5569635893795233e-84,8.5389908888403264e-87
2.2921655877535026e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999885,0.11866996602995408,0.022821567693054122,0.0,4.6733866808259492e-52,2.6171677408040172e-29,4.5516768835767707e-68,4.9389392483065207e-44,5.1769601994310915e-105,2.0230179034089286e-16,3.3454610916621297e-86,2.0230179034079854e-16,1.3825804354734409e-58,3.0175174211093676e-57,1.8712001898457329e-88,2.1696523499132205e-89,2.2498718920605628e-41,1.2180525928797102e-68,1.1048256142129752e-14,3.2711922796583032e-16,1.3095679836733275e-18,7.9385137760933056e-31,2.9394957558424715e-30,1.3095679376207756e-18,2.3003069121527749e-26,7.5574323707919252e-31,6.0950069612623506e-35,5.2483119610662663e-59,6.0738519588919271e-44,3.9284406547098774e-42,3.7347106390684568e-78,3.2953596332914815e-82,1.1007702008123794e-84
4.584828715248215e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997712,0.11866996602994283,0.022821567693053959,0.0,7.4789403507097517e-51,1.0470399233608546e-28,2.9501639956860832e-66,3.9521520247187556e-43,1.3420858290176014e-102,4.046474925095243e-16,2.1419216118874239e-84,4.0464749250914688e-16,2.2127289294622084e-57,4.829431378029863e-56,2.4255232153381306e-86,2.8123886309111257e-87,1.8002393418235713e-40,3.8988611565687786e-67,2.2098910429700723e-14,6.5430946075645822e-16,2.6194202695967619e-18,3.1759224240153728e-30,1.1759897082256733e-29,2.6194200853535474e-18,9.2024230112317897e-26,6.0469023950999779e-30,4.9389261318081258e-34,1.7009985991086877e-57,4.860004344064073e-43,3.1433561365242363e-41,2.3908957873118305e-76,4.2715746357635411e-80,1.4271470562125326e-82
9.17015497023764e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995436,0.11866996602992032,0.022821567693053633,0.0,1.1967521851263447e-49,4.1885198162372822e-28,1.9347114795430285e-64,3.1621219188901249e-42,3.5200724411888193e-100,8.0933889684682036e-16,1.3710943751726373e-82,8.0933889684531048e-16,3.5408465410401468e-56,7.7282129826474971e-55,3.1810189221556844e-84,3.6883841728375815e-85,1.4403282121010337e-39,1.2478104534818485e-65,4.4200219004781168e-14,1.308689926337634e-15,5.2391249798418169e-18,1.2704723528463797e-29,4.7043416564613355e-29,5.2391242427848126e-18,3.6810267866998338e-25,4.8376744604908048e-29,4.0507075874512271e-33,5.5785763554844932e-56,3.8883725612252663e-42,2.5149344747268461e-40,1.5303912498859774e-74,5.6020736375767054e-78,1.8721140755671042e-80
1.834080748021649e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990884,0.1186699660298753,0.022821567693052977,0.0,1.914900824443779e-48,1.6754915065530732e-27,1.2975838958738846e-62,2.5298576642379414e-41,9.4410505488861071e-98,1.6187217055215448e-15,8.7758506325847594e-81,1.6187217055155049e-15,5.6657386940140457e-55,1.2366038397545198e-53,4.2662046015777604e-82,4.946654474426642e-83,1.1523172564820388e-38,3.9932732807481686e-64,8.8402836154696092e-14,2.6174508574996657e-15,1.0478534954051572e-17,5.0820961305230381e-29,1.8818132176369085e-28,1.0478532005510278e-17,1.4722770550983361e-24,3.8698325060504423e-28,3.3994046527466664e-32,1.8713795550186015e-54,3.1108455884693148e-41,2.012060360231968e-39,9.795201463293589e-73,7.5131876383510326e-76,2.5117027794678456e-78
3.668211250017419e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998178,0.11866996602978526,0.022821567693051669,0.0,3.0639189888063545e-47,6.7022255736496669e-27,9.063291804339096e-61,2.0239501845247387e-40,2.6365565815278411e-95,3.2374873228715225e-15,5.6168153379867892e-79,3.2374873228473632e-15,9.065489297223404e-54,1.9786377420124656e-52,5.9578945826162401e-80,6.9081650964058511e-81,9.218756619668795e-38,1.2778922209868824e-62,1.7680807045354202e-13,5.2349727198224497e-15,2.0957357118364477e-17,2.032879753008428e-28,7.5274058842931803e-28,2.0957345322413427e-17,5.8876799765386066e-24,3.0951544828560242e-27,2.9733964239424101e-31,6.5394894099268098e-53,2.4887353236882695e-40,1.6097141114113948e-38,6.2691521105129598e-71,1.0492412584821803e-73,3.5098275139563007e-76
7.336472254008958e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963573,0.1186699660296052,0.022821567693049053,0.0,4.902331893778651e-46,2.6810159836698335e-26,6.7707232565309794e-59,1.6191857685112807e-39,7.8730312817512639e-93,6.4750185575735967e-15,3.594848511981411e-77,6.4750185574769573e-15,1.4505028767540264e-52,3.1658769805212314e-51,8.8975163836973147e-78,1.0316649708055603e-78,7.375092427652613e-37,4.0893267212556048e-61,3.5361853904729811e-13,1.0470016444462896e-14,4.1915010318675096e-17,8.1316012642527653e-28,3.0109928774705869e-27,4.1914963122032299e-17,2.3538583973725423e-23,2.4748978423416697e-26,2.7845443923180622e-30,2.44496650977841e-51,1.9910115372950761e-39,1.2878307271407418e-37,4.012328738017924e-69,1.5669362236671243e-71,5.246544631618951e-74
1.4672994261992038e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679927157,0.11866996602924505,0.022821567693043818,0.0,7.843778239665424e-45,1.0724905186016908e-25,5.5732447324440683e-57,1.2953588620386531e-38,2.5898244694102471e-90,1.2950081026986216e-14,2.3007307837946489e-75,1.295008102659966e-14,2.3208242673527235e-51,5.0654462468308481e-50,1.463867319854682e-75,1.6973507383955174e-76,5.9001083209255715e-36,1.3085959956596244e-59,7.0723947621906775e-13,2.0940103893723312e-14,8.3830352270785737e-17,3.2526566761287537e-27,1.2044031923514261e-26,8.3830163384550282e-17,9.4055955714751121e-23,1.9779246603228841e-25,2.8759762992512115e-29,1.0075353867678658e-49,1.5928181202204635e-38,1.0303412426646648e-36,2.5679131983456844e-67,2.5780076263167268e-69,8.642724176846146e-72
2.93460382779582e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679854321,0.11866996602852478,0.022821567693033347,0.0,1.2550076550964884e-43,4.2906005035313444e-25,5.1494198450281789e-55,1.0362911866101623e-37,9.5619521227479121e-88,2.590020596584533e-14,1.4724765684472064e-73,2.5900205964299105e-14,3.71333453711157e-50,8.1047414267694143e-49,2.7032881376147051e-73,3.1344561346383039e-74,4.7200996495997968e-35,4.1875254115253582e-58,1.4144813504996363e-12,4.1880278792162207e-14,1.6766117889747104e-16,1.3010656804746003e-26,4.8176243448415841e-26,1.6766042256294506e-16,3.7543622485412554e-22,1.5791449518349396e-24,3.3350698988734831e-28,4.6608258526379928e-48,1.2742573787188101e-37,8.2438799528688496e-36,1.6434716960778818e-65,4.7607429978631735e-67,1.5981691928510305e-69
5.869212630989052e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679708649,0.11866996602708423,0.022821567693012405,0.0,2.0080127094799279e-42,1.7167414641064382e-24,5.3095634002832092e-53,8.2903458499777773e-37,3.9403841190428163e-85,5.1800455843699074e-14,9.4238782992861901e-72,5.1800455837514177e-14,5.9413477553329161e-49,1.2967585730220145e-47,5.5715627764283525e-71,6.4602131160238549e-72,3.7760837029431226e-34,1.3400109924364114e-56,2.8289650988088896e-12,8.3760628588712317e-14,3.3532340714219643e-16,5.2042669494626578e-26,1.9270516471725089e-25,3.3532037553508112e-16,1.4954752349956023e-21,1.2582276626155569e-23,4.3132324437595646e-27,2.4056192457815162e-46,1.0194059782100537e-36,6.5969044460177928e-35,1.0518241427247234e-63,9.8120388611328098e-65,3.2976038335066062e-67
1.1738430237375515e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767941731,0.11866996602420313,0.022821567692970526,0.0,3.2128141505393375e-41,6.8709165136631961e-24,5.9463578014611289e-51,6.6322831734646409e-36,1.7641624193589353e-82,1.0360095559994867e-13,6.0312910109009146e-70,1.0360095557520904e-13,9.5061661763435165e-48,2.0748064733373833e-46,1.247472725651249e-68,1.446441236063732e-69,3.0208666135437209e-33,4.2880393989195124e-55,5.6579325944198648e-12,1.6752132818050174e-13,6.7065019594419011e-16,2.0817061913875583e-25,7.7082071603352858e-25,6.7063801995597372e-16,5.9323143477348747e-21,9.9853016116397959e-23,6.0522868260643712e-26,1.3481131901650452e-44,8.1552308824183568e-36,5.2803604011716672e-34,6.731680936668568e-62,2.1969134917895289e-62,7.3889648605397774e-65
2.3476865450148443e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678834631,0.11866996601844092,0.022821567692886766,0.0,5.1404767226454153e-40,2.7514522623113599e-23,6.9935622956642778e-49,5.3058290571871923e-35,8.2967145287355608e-80,2.0720195511461609e-13,3.8600289101344857e-68,2.0720195501565761e-13,1.5209872963721554e-46,3.3196615257463585e-45,2.9336969977246675e-66,3.401612419182197e-67,2.4166900443801305e-32,1.3721730567436211e-53,1.1315867581611683e-11,3.350427273588372e-13,1.3413133544566786e-15,8.3268121192381769e-25,3.0832803810048123e-24,1.3412642628264382e-15,2.33416166749204e-20,7.8622564187886378e-22,8.9091852400910076e-25,7.931048779953189e-43,6.524150339325667e-35,4.2287221806639335e-33,4.3082768309933591e-60,5.1665006005424897e-60,1.7383647783989721e-62
4.69537358756943e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677669269,0.11866996600691651,0.022821567692719244,0.0,8.2246749360634574e-39,1.1029391110198407e-22,8.3766289655228205e-47,4.244664126756579e-34,3.9745386293343126e-77,4.1440395415262357e-13,2.4704191184041556e-66,4.1440395375679039e-13,2.4335800062668766e-45,5.3113364756181096e-44,7.0272051473875552e-64,8.1480160856319269e-65,1.9333457666537825e-31,4.3909530498214248e-52,2.2631737539874796e-11,6.7008552569453512e-13,2.6826799004059601e-15,3.3307131443579298e-24,1.2333095778168154e-23,2.6824805656586638e-15,9.0403203244470543e-20,6.0969121715510535e-21,1.3345050385242948e-23,4.7504941019181817e-41,5.2192623847503469e-34,3.3897646531397861e-32,2.7572961913246641e-58,1.2375493372426497e-57,4.1645759957529342e-60
9.390747672678601e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767533855,0.11866996598386768,0.0228215676923842,0.0,1.3159194978188438e-37,4.4290314561189523e-22,9.9367225282946562e-45,3.395731451648581e-33,1.8860257364706754e-74,8.2880795226332681e-13,1.5810681303851019e-64,8.288079506799978e-13,3.8937275254474969e-44,8.4977822718481671e-43,1.6672649782571403e-61,1.933184125728806e-62,1.5466661565383819e-30,1.4051039306763198e-50,4.5263477391918941e-11,1.3401711222820392e-12,5.3655876015459506e-15,1.3322755808905184e-23,4.9332165385448529e-23,5.3647684475015908e-15,3.3990320725944169e-19,4.5940931514114547e-20,1.9783174569444001e-22,2.8173912649197483e-39,4.1753161395421596e-33,2.7217842908017727e-31,1.7646675711276876e-56,2.9361743557267585e-55,9.8791359196980265e-58
1.8781495842896944e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670677112,0.11866996593777003,0.022821567691714114,0.0,2.1053797342288173e-36,1.7833268003299889e-21,1.132830355589937e-42,2.7165848980145435e-32,8.602849758282545e-72,1.6576159486234649e-12,1.0118831825637698e-62,1.6576159422901818e-12,6.2299612524131352e-43,1.3595313248647915e-41,3.8021731590791863e-59,4.4085846006525969e-60,1.2373160316377313e-29,4.4963249654541952e-49,9.0526956838078856e-11,2.6803423151214803e-12,1.0732190940692729e-14,5.3290243180109819e-23,1.9732689622268534e-22,1.0728765378400741e-14,1.2123828352528921e-18,3.2887362156827962e-19,2.8162786021003389e-21,1.6054220888447949e-37,3.3401024501248796e-32,2.1910290714120772e-30,1.1293844610551397e-54,6.6958197372941726e-53,2.2516898286396196e-55
3.756299218333363e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727661354236,0.11866996584557472,0.022821567690373943,0.0,3.3683147700726722e-35,7.2030681998058892e-21,1.1980884614728806e-40,2.1732672958179982e-31,3.6412692746844374e-69,3.3152319418985039e-12,6.4760460664585964e-61,3.315231916565634e-12,9.9679280919284374e-42,2.1748857595464389e-40,8.0452078787580453e-57,9.3282881115902014e-58,9.8982574782597487e-29,1.4388189692607546e-47,1.8105391469868517e-10,5.3606846994580982e-12,2.1469047111575691e-14,2.1315472456796913e-22,7.8929341564749503e-22,2.1454444408939537e-14,3.9725427623679359e-18,2.165832814073289e-18,3.7153955381297547e-20,8.4836663080294589e-36,2.6718411151707641e-31,1.7691958241793495e-29,7.2280241564580465e-53,1.41676698834555e-50,4.7589131479796111e-53
5.446633888972665e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727652963648,0.11866996576259894,0.02282156768916779,0.0,1.0581095279182345e-34,1.4312512828669569e-20,6.3425646276276309e-40,5.7663588958558748e-31,2.1997454844496454e-68,4.8070863362942398e-12,3.3796597005885528e-60,4.8070862861882371e-12,3.2175203143523177e-41,7.4507061569403909e-40,4.5905161122329523e-56,5.3226062569803261e-57,2.5271770417542014e-28,5.4497494064176861e-47,2.6252817593985798e-10,7.7729928442768343e-12,3.1135425363393204e-14,4.2159338627808178e-22,1.5611339127088572e-21,3.1105686075900517e-14,7.0337124261130141e-18,5.0709261946317948e-18,1.0911825587228868e-19,4.085071471107721e-35,6.8214230873892982e-31,4.5332392213488318e-29,3.1121104378174274e-52,8.0838801653881836e-50,3.4459119868003494e-52
7.136968559611967e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072764457306,0.11866996567962317,0.022821567687961637,0.0,2.5945693485921157e-34,2.3799851114927003e-20,2.3340087197310896e-39,1.2080748139260529e-30,1.074786659381924e-67,6.2989407311618326e-12,1.1187916826380643e-59,6.2989406481630017e-12,8.0834764131600334e-41,1.8672720893770682e-39,1.9586162894078687e-55,2.2709716570905372e-56,5.1491368943196967e-28,1.6141840262315339e-46,3.4400243629892248e-10,1.0185300987947949e-11,4.0805419938986566e-14,6.9836459486421857e-22,2.5860176826906352e-21,4.0754949391735933e-14,1.0507907403994621e-17,9.4742763166304139e-18,2.4863414933011031e-19,1.2729751800485505e-34,1.3898249520419081e-30,9.2668358428417652e-29,1.0722399605143386e-51,3.4490917941785322e-49,1.3663802773038375e-51
8.827303230251268e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727636182472,0.11866996559664741,0.022821567686755483,0.0,5.2630013708738032e-34,3.5542145986604892e-20,6.7783909897812432e-39,2.1697322242052447e-30,3.7778486246408071e-67,7.7907951264773227e-12,3.1639214463400159e-59,7.7907950029135884e-12,1.6740789904183982e-40,3.9460121696918929e-39,6.2680462276681198e-55,7.2676396699901197e-56,9.027050307833357e-28,3.8035318435953323e-46,4.2547669582474242e-10,1.2597609130535014e-11,5.0478961503472967e-14,1.0396802346022042e-21,3.8499210104091389e-21,5.0402344301280292e-14,1.4261561714780297e-17,1.5382096946463237e-17,4.7308239519092448e-19,3.3535571540203264e-34,2.4364575357202152e-30,1.6289312484951675e-28,2.8432226809704474e-51,1.1037850189708014e-48,4.6479337393354755e-51
1.2207972571529871e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072761940129,0.11866996543069587,0.022821567684343177,0.0,1.4441675884428941e-33,6.4186654408002675e-20,3.3170457437171268e-38,5.1108247293848647e-30,2.3339948947482213e-66,1.0774503918131351e-11,1.5871717790383611e-58,1.0774503695940184e-11,4.7599195858902393e-40,1.1995481538991482e-38,3.4475135258695682e-54,3.9972592379375958e-55,2.0315492959594179e-27,1.2858283879538505e-45,5.8842521297618278e-10,1.7422225413237011e-11,6.9834415772559654e-14,1.8694955603454746e-21,6.9227882198233762e-21,6.9692874282303156e-14,2.2184939491471028e-17,3.0785582832223924e-17,1.1789431913158996e-18,1.4618989983021294e-33,5.4830204206976637e-30,3.6795089055788645e-28,1.1282138468734841e-50,6.0708676738397016e-48,3.6869104067662786e-50
1.5588641912808475e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727602620108,0.11866996526474433,0.02282156768193087,0.0,3.1761958150733604e-33,1.0121017085463426e-19,1.1014303507475411e-37,9.9655756502940047e-30,9.3578144623014968e-66,1.3758212711438871e-11,5.0596947035187006e-58,1.3758212362263331e-11,1.0792655082309372e-39,2.8209910108702803e-38,1.266123305997828e-53,1.4680117837327036e-54,3.8197424145245063e-27,3.3310743380043762e-45,7.5137372704761179e-10,2.2246841691931955e-11,8.9203714329337439e-14,2.9378689652754805e-21,1.0879113087414944e-20,8.8976500873889271e-14,3.0588533560748596e-17,5.2113538589140564e-17,2.3851935162513419e-18,4.2861358607270032e-33,1.0308779302465327e-29,6.938727414232548e-28,3.2937922547587049e-50,2.2295425912757388e-47,1.4626691878007921e-49
1.8969311254087077e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727585838926,0.11866996509879278,0.022821567679518564,0.0,6.178988128792821e-33,1.4720075762962296e-19,3.0518133744083799e-37,1.7342460334069438e-29,3.1226661994497294e-65,1.6741921506511846e-11,1.3707707774164049e-57,1.6741921000071851e-11,2.1548369050847768e-39,5.7705133411958051e-38,3.8713232675393723e-53,4.4885916540653002e-54,6.4722403193955223e-27,7.5049140427661779e-45,9.143222378301193e-10,2.7071457966348078e-11,1.0858819773379864e-13,4.2609611907813158e-21,1.5778772603579216e-20,1.0825275829877877e-13,3.9254592887985251e-17,7.9859448706860629e-17,4.2819924054736695e-18,1.0645419546572873e-32,1.7466587416897752e-29,1.1787109127625776e-27,8.2712159490889239e-50,6.8170097366931663e-47,4.7771378614322584e-49
