Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),CO2X(24),COX(50),CHOX(53),H2X(49)
1.9896068427167983e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33285224783322764,0.11433351672915781,0.022632701813606836,4.4294312441745839e-11,3.5346568780372903e-09,5.8272805426070484e-09,1.5394420077707586e-07,4.1004729665091513e-18,7.9985609747077859e-24,1.9696607930266233e-09,8.5682163965849042e-35,1.9656257981391868e-09,7.0776018568561776e-26,1.0917470933608283e-15,2.4985097545646388e-19,1.3066117341483059e-21,2.1309943536989458e-09,2.6338794024512528e-26,0.0043360720728641894,0.0003775420962297468,4.9564953057542985e-11,1.4679230401562925e-06,3.4333335659097143e-15,3.8272107865173376e-11,2.0315585900631949e-07,1.1937427318851852e-08,1.802588763189529e-08,6.3713029361336646e-13,7.2264641302406777e-14,1.2620377980960546e-13,6.7842471084403031e-16,6.6787518165460367e-11
2.00277648663851e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33283659720358272,0.11432033659051853,0.022631470866724193,4.5477754212442312e-11,3.6537052771741482e-09,5.9821286983440927e-09,1.5695619863594429e-07,4.181958803739175e-18,8.3209038640410978e-24,1.9829027464628164e-09,8.9019521819261414e-35,1.9792413830390535e-09,7.257642968561906e-26,1.1222145212127014e-15,2.5723866189227738e-19,1.3423168630239895e-21,2.179867596708678e-09,2.7184514527319534e-26,0.0043492482432673464,0.00038000039387875006,4.980692429434874e-11,1.4829409298396847e-06,3.4501261122592959e-15,3.8800830690735993e-11,2.0388308055975908e-07,1.2137415658114992e-08,1.8239704395174428e-08,6.5672896169006505e-13,7.3603512814808846e-14,1.286674857572743e-13,6.9352760696697397e-16,6.8669865323031348e-11
2.0159461305602215e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33282106765440556,0.11430727715844728,0.022630240102620731,4.668301496489016e-11,3.7760607714997928e-09,6.1401243367857598e-09,1.6000040201252445e-07,4.2645380339627945e-18,8.653750414634768e-24,1.9961588325441845e-09,9.24644508393142e-35,1.9928756646677446e-09,7.4411174348234773e-26,1.1533439373224747e-15,2.6478305999596209e-19,1.3787133389319742e-21,2.2295463581518142e-09,2.8051681341269259e-26,0.0043623036880119205,0.00038245828732597472,5.0048870981199573e-11,1.498019253980401e-06,3.4669176017157878e-15,3.9331391341981051e-11,2.0459693592147734e-07,1.2339471690118476e-08,1.8453734578087942e-08,6.76832391050673e-13,7.4954547089123795e-14,1.3115742000389766e-13,7.0883498281510646e-16,7.0592964304871842e-11
2.029115774481933e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33280565808080359,0.11429433732966431,0.022629009520380546,4.7910291389694395e-11,3.9017957592234553e-09,6.3013116081767355e-09,1.6307676007435859e-07,4.3482191312901155e-18,8.9973566184079246e-24,2.0094293701030647e-09,9.6019742393962498e-35,2.0065288077888341e-09,7.6280727374187931e-26,1.1851456794121761e-15,2.7248602968652798e-19,1.4158084307675708e-21,2.2800386959878129e-09,2.8940702385369945e-26,0.0043752395103796122,0.00038491577838472592,5.029079365365038e-11,1.5131577542405985e-06,3.4837080143395987e-15,3.9863737777922586e-11,2.052974922125329e-07,1.2543602535859681e-08,1.8667959492929258e-08,6.9745086513692862e-13,7.6317685374587537e-14,1.3367353949448836e-13,7.2434274266153855e-16,7.2557430015785032e-11
2.0422854184036447e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33279036738798923,0.11428151601098085,0.02262777911909623,4.9159779216006769e-11,4.0309837831504042e-09,6.4657349762044247e-09,1.6618521862021031e-07,4.433010620027449e-18,9.3519809558099038e-24,2.0227146807860789e-09,9.9688245406457544e-35,2.020200975904144e-09,7.8185569389589041e-26,1.2176301821497773e-15,2.8034942926472197e-19,1.4536093946918442e-21,2.3313526914563888e-09,2.9851991215527538e-26,0.0043880568035610445,0.00038737286885334607,5.0532692797951483e-11,1.5283561696184592e-06,3.5004974435651768e-15,4.0397816531539131e-11,2.0598481962899436e-07,1.2749815228804282e-08,1.8882360796243289e-08,7.1859471764562075e-13,7.7692868338186837e-14,1.3621579847542591e-13,7.4005424733637545e-16,7.456388230410546e-11
2.0540313828361685e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33277682908254896,0.11427017982118726,0.022626681879958498,5.029309144060562e-11,4.149180191270557e-09,6.6151503325242643e-09,1.689846792441572e-07,4.5095796825870275e-18,9.6777798361440622e-24,2.0345765357819671e-09,1.0305805035180595e-34,2.0324113232414827e-09,7.9914660535185447e-26,1.2471876095434113e-15,2.8749963374281021e-19,1.4879253836279007e-21,2.3778192979215587e-09,3.0683894815668646e-26,0.0043993893869201366,0.00038956400367384233,5.0748422430674073e-11,1.5419619242970546e-06,3.5154710935446046e-15,4.0875575211321301e-11,2.0658674322615943e-07,1.2935497775167784e-08,1.9073718825432114e-08,7.3790462644175749e-13,7.8929503040341405e-14,1.3850524561204883e-13,7.5424117287456949e-16,7.6389362463515206e-11
2.0657773472686924e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33276338371838365,0.11425893628016844,0.022625584783419968,5.1444364857115883e-11,4.2702366029805663e-09,6.7672075291838132e-09,1.7180958651659611e-07,4.5870449794141816e-18,1.0012744735342587e-23,2.0464506326800216e-09,1.0652232759049502e-34,2.0446370479060105e-09,8.16725595538553e-26,1.2773040732988028e-15,2.9478024996253298e-19,1.522813770442064e-21,2.4249517279964433e-09,3.1534146767264952e-26,0.0044106293063240851,0.00039175482250713398,5.0964134097291251e-11,1.5556149416186719e-06,3.5304439690694734e-15,4.1354630785351991e-11,2.0717825558477604e-07,1.3122846807173067e-08,1.9265190317290087e-08,7.576483960598862e-13,8.0175628759731033e-14,1.4081541158082877e-13,7.6858818867657269e-16,7.8249185611305591e-11
2.0775233117012163e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33275003053874952,0.11424778463228605,0.02262448782885354,5.2613736367793986e-11,4.394207538664184e-09,6.921938737804706e-09,1.7465989548974277e-07,4.6654126631900815e-18,1.0357068999996235e-23,2.0583372053822782e-09,1.1008321821510534e-34,2.0568782633423024e-09,8.3459619552325717e-26,1.3079871724817796e-15,3.0219259258374549e-19,1.5582796748499978e-21,2.4727557607136647e-09,3.2403052101052265e-26,0.0044217773174124566,0.00039394532659924248,5.1179828129517454e-11,1.5693150309495731e-06,3.5454161419500064e-15,4.1834946203494843e-11,2.0775941238805474e-07,1.3311867153212599e-08,1.9456762965229431e-08,7.7783364787067041e-13,8.1431202565517013e-14,1.4314625866305284e-13,7.8309790195439119e-16,8.0143801421295284e-11
2.0880946796904875e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33273809087438228,0.11423782609825867,0.022623500690615774,5.3681757244116187e-11,4.5083189627274563e-09,7.0635098524784652e-09,1.7724685329784185e-07,4.7367202320974282e-18,1.0675124162535828e-23,2.0690459823977487e-09,1.1337242517629507e-34,2.0679086949546567e-09,8.5093201202693373e-26,1.3360927654412102e-15,3.0897741240176725e-19,1.5906969899389186e-21,2.5163583979736094e-09,3.3201270661557051e-26,0.0044317325653480243,0.00039591651220076353,5.1373937948059873e-11,1.5816851989612663e-06,3.558890522620299e-15,4.2268274086714913e-11,2.0827364694964605e-07,1.3483418385719941e-08,1.9629254847861675e-08,7.963842082036664e-13,8.2569261438103568e-14,1.4526167094297425e-13,7.9629736876840326e-16,8.1879077525080808e-11
2.0986660476797588e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33272622472852725,0.11422794084839435,0.022622513666421748,5.4764646881252892e-11,4.6248767216966237e-09,7.2072968601400423e-09,1.7985431300925343e-07,4.8087682794539984e-18,1.1001062158885329e-23,2.079765228787444e-09,1.1674327083773645e-34,2.0789518468860475e-09,8.6750955454043231e-26,1.3646691651601862e-15,3.158709505816483e-19,1.6235899516040269e-21,2.5605139579570237e-09,3.4015076221494106e-26,0.0044416145168272581,0.00039788744475891793,5.1568034001412603e-11,1.5940931980550699e-06,3.5723643536574924e-15,4.2702564728333769e-11,2.0877958306969153e-07,1.3656330699719958e-08,1.9801810230495108e-08,8.1530433930748784e-13,8.3714906762322038e-14,1.4739377338509303e-13,8.0962805809774521e-16,8.3643234591419249e-11
2.10923741566903e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33271443156225422,0.1142181283445496,0.022621526755824971,5.5862503778260891e-11,4.7439221260110138e-09,7.3533236163935124e-09,1.8248223788733225e-07,4.8815613625153576e-18,1.1335028879875285e-23,2.0904951188150418e-09,1.2019739806384364e-34,2.0900078001510891e-09,8.84331480236252e-26,1.3937220398405171e-15,3.2287416234369255e-19,1.6569622711082847e-21,2.605226682012486e-09,3.4844698991833749e-26,0.0044514237099945045,0.00039985812516277951,5.1762116525888389e-11,1.606538885632343e-06,3.5858376624939028e-15,4.3137790725404895e-11,2.0927726489821929e-07,1.3830607506784132e-08,1.9974420615070403e-08,8.345997955802004e-13,8.4868106903568534e-14,1.4954253527832898e-13,8.2309092394865032e-16,8.5436606842347056e-11
2.1187516468593743e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33270387966791704,0.11420935884734733,0.022620638633047134,5.686345306878047e-11,4.8532244734914927e-09,7.4866825001726814e-09,1.8486483666495892e-07,4.9477159282452346e-18,1.1642585572331643e-23,2.1001612651375395e-09,1.2337869761853173e-34,2.0999691697566633e-09,8.9968237890946145e-26,1.4202817306898793e-15,3.2927161244002137e-19,1.6874102712629748e-21,2.6459480214492368e-09,3.5605075507387753e-26,0.0044601902170776806,0.00040163152266428479,5.1936779425252751e-11,1.617772109314819e-06,3.5979632085220959e-15,4.353027176125188e-11,2.0971815847442799e-07,1.3988626065663215e-08,2.0129810086144526e-08,8.5229141630163587e-13,8.5912420189222718e-14,1.5149063864822737e-13,8.3532066475309661e-16,8.7075898707135039e-11
2.1282658780497185e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33269338606639554,0.11420064745497244,0.02261975060160322,5.7876676511228914e-11,4.9646065043736087e-09,7.6218925729833093e-09,1.8726395304434677e-07,5.0144810387191026e-18,1.1956873904921273e-23,2.1098363036388257e-09,1.2663004302826026e-34,2.1099410319339595e-09,9.1523537756967274e-26,1.4472361799021409e-15,3.3575936571973392e-19,1.7182522470336509e-21,2.6871272104914092e-09,3.6378623887051125e-26,0.0044688986093778223,0.00040340471727570319,5.2111431729901245e-11,1.6290356386365134e-06,3.6100883560447529e-15,4.3923469632943607e-11,2.1015243637040286e-07,1.4147755036421504e-08,2.0285231366527518e-08,8.7029605259714384e-13,8.6962804042588142e-14,1.5345218676799044e-13,8.4765747741200455e-16,8.8739373699788829e-11
2.1377801092400628e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33268295037298251,0.11419199378327841,0.022618862661174563,5.8902245050369698e-11,5.0780993813049219e-09,7.7589714859216898e-09,1.8967955780070448e-07,5.0818600655121173e-18,1.2278003634410623e-23,2.1195203638327427e-09,1.2995268807895306e-34,2.1199234446261708e-09,9.3099247020491514e-26,1.4745896042035801e-15,3.4233811611957133e-19,1.7494908888020041e-21,2.7287673589661244e-09,3.7165517259433178e-26,0.0044775492710420672,0.00040517770963265293,5.2286073607208908e-11,1.6403293672267326e-06,3.6222131233266449e-15,4.4317364788671612e-11,2.1058013293726562e-07,1.4307996832967691e-08,2.0440678576923154e-08,8.8861802741389617e-13,8.8019235301240438e-14,1.5542715527337111e-13,8.6010195601164889e-16,9.0427279637174555e-11
2.147294340430407e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33267257220551522,0.11418339745065988,0.022617974811444598,5.9940229358525499e-11,5.1937346016800798e-09,7.8979369715250837e-09,1.9211162096946512e-07,5.1498563962082174e-18,1.2606085644664888e-23,2.1292135760179237e-09,1.3334790476189857e-34,2.1299164654219096e-09,9.4695566927172054e-26,1.502346247094685e-15,3.4900855675314815e-19,1.7811288819198325e-21,2.7708715821931829e-09,3.7965930460767104e-26,0.0044861425836763159,0.00040695050036682458,5.2460705224168678e-11,1.6516531879448359e-06,3.6343375194558574e-15,4.4711938341170392e-11,2.1100128317650517e-07,1.4469353845132158e-08,2.0596145938570181e-08,9.0726170565533387e-13,8.9081690786189831e-14,1.5741551920283339e-13,8.7265394623577178e-16,9.2139865644861137e-11
2.1568085716207513e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33266225118435994,0.11417485807803589,0.022617087052098903,6.0990699835538313e-11,5.311543999535582e-09,8.0388068433852175e-09,1.9456011186158391e-07,5.2184734346079409e-18,1.2941231915181616e-23,2.1389160712791951e-09,1.3681698350770162e-34,2.1399201515542366e-09,9.6312700593788113e-26,1.5305103788753849e-15,3.5577137988179631e-19,1.8131689065928843e-21,2.8134430009099461e-09,3.8780040050763676e-26,0.004494678926362068,0.0004087230901059914,5.2635326749526869e-11,1.6630069928759911e-06,3.6464615516065194e-15,4.5107171717636866e-11,2.1141592272457943e-07,1.4631828439805698e-08,2.0751627773563562e-08,9.2623150008239579e-13,9.0150147322209875e-14,1.5941725300719678e-13,8.8531306147223102e-16,9.3877382153177258e-11
2.1663228028110956e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33265198693239439,0.11416637528883319,0.022616199382825122,6.2053726608856669e-11,5.4315597474639459e-09,8.1815989957535522e-09,1.9702499907883958e-07,5.2877146009377648e-18,1.3283555589648494e-23,2.1486279814889544e-09,1.4036123342351521e-34,2.1499345598996711e-09,9.7950853032812031e-26,1.5590862966694828e-15,3.6262727688536894e-19,1.8456136377671609e-21,2.8564847411960867e-09,3.9608024328670502e-26,0.0045031586756731521,0.00041049547947402193,5.280993834521871e-11,1.6743906733297285e-06,3.6585852401894183e-15,4.5503045639429372e-11,2.1182408783823095e-07,1.4795422960006158e-08,2.0907118505139448e-08,9.4553185428574106e-13,9.1224581753844358e-14,1.6143233056655578e-13,8.9808008999179839e-16,9.5640080893154263e-11
2.1758370340014398e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33264177907499137,0.1141579487089695,0.022615311803313019,6.3129379533762307e-11,5.5538143584898824e-09,8.3263314031384665e-09,1.9950625052914055e-07,5.3575833320609984e-18,1.3633170976440535e-23,2.1583494393085271e-09,1.4398198253350605e-34,2.1599597469772053e-09,9.9610231177264796e-26,1.5880783244473089e-15,3.6957693823764699e-19,1.8784657450176175e-21,2.8999999343979045e-09,4.0450063349533846e-26,0.0045115822056923331,0.00041226766909089116,5.2984540171717013e-11,1.6858041198360929e-06,3.6707085950815772e-15,4.589954155617564e-11,2.1222581537736618e-07,1.4960139723905734e-08,2.1062612657926635e-08,9.6516725145239571e-13,9.2304970942899474e-14,1.6346072520221366e-13,9.1095499310793549e-16,9.7428214892356095e-11
2.185351265191784e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33263162724000223,0.11414957796683714,0.022614424313254389,6.4217728193705426e-11,5.6783406879351744e-09,8.4730221198939415e-09,2.0200383344183607e-07,5.4280830816902902e-18,1.3990193370630663e-23,2.1680805781895092e-09,1.4768057802272678e-34,2.1699957689473036e-09,1.0129104390587395e-25,1.6174908130497716e-15,3.766210534771953e-19,1.9117278924393726e-21,2.9439917170517725e-09,4.1306338940673545e-26,0.0045199498880278185,0.00041403965957269019,5.3159132393384743e-11,1.6972472221411041e-06,3.6828316199701192e-15,4.6296641526392161e-11,2.1262114278952494e-07,1.5125981026128094e-08,2.1218104858156685e-08,9.8514222689119343e-13,9.3391291782982296e-14,1.6550240968463422e-13,9.23937102983164e-16,9.9242038470590661e-11
2.1948654963821283e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3326215310577405,0.11414126269328652,0.022613536912343111,6.5318841900758881e-11,5.8051719353107818e-09,8.6216892797996799e-09,2.0451771438302425e-07,5.4992173206017557e-18,1.435473920865295e-23,2.177821532375074e-09,1.5145838648449114e-34,2.1800426816108968e-09,1.0299350206853955e-25,1.6473281402096708e-15,3.8376031118233449e-19,1.9454027385414754e-21,2.988463230807399e-09,4.2177034718376653e-26,0.0045282620918296653,0.00041581145153163812,5.3333715167425121e-11,1.7087198692055747e-06,3.6949543369928376e-15,4.6694326601819544e-11,2.1301010809589596e-07,1.5292949137276264e-08,2.1373589833840715e-08,1.0054613470673139e-12,9.4483521220219719e-14,1.6755735625048668e-13,9.3702735713764468e-16,1.010818072355011e-10
2.2043797275724726e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33261149016096542,0.11413300252161,0.022612649600275082,6.6432789696215883e-11,5.9343416461667442e-09,8.7723510956327463e-09,2.0704785927085152e-07,5.5709895368507123e-18,1.4726926180161364e-23,2.1875724369012667e-09,1.5531679417131047e-34,2.1901005404083688e-09,1.0471781851210985e-25,1.6775947105694139e-15,3.9099539895269026e-19,1.979492936143201e-21,3.033417622350776e-09,4.3062336104811716e-26,0.0045365191838060426,0.00041758304557609326,5.3508288647802295e-11,1.7202219492016033e-06,3.7070767571399809e-15,4.7092578572397459e-11,2.1339274987400375e-07,1.5461046302431178e-08,2.1529062414914338e-08,1.0261292143185503e-12,9.5581636252255709e-14,1.6962553661633516e-13,9.502258670841869e-16,1.029477780780364e-10
2.213893958762817e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33260150418486623,0.11412479708752554,0.02261176237674823,6.755964035129776e-11,6.0658837139178784e-09,8.9250258587305122e-09,2.0959423339079698e-07,5.6434032359890922e-18,1.5106872915474923e-23,2.1973334275982717e-09,1.5925720724940701e-34,2.2001694004185357e-09,1.0646420810646472e-25,1.7082949557023178e-15,3.9832700338131417e-19,2.014001132272822e-21,3.0788580433261989e-09,4.3962430345164021e-26,0.0045447215282394277,0.00041935444231056278,5.3682852994613866e-11,1.7317533495078616e-06,3.7191988792513311e-15,4.7491380238684824e-11,2.1376910724192018e-07,1.5630274742354144e-08,2.1684517533338921e-08,1.0471504871545042e-12,9.6685613935975503e-14,1.7170692198498897e-13,9.635315704259003e-16,1.0484020916780254e-10
2.223408189953161e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33259157276704582,0.1141166460291608,0.022610875241462512,6.8699462367963094e-11,6.1998323817113762e-09,9.0797319385451506e-09,2.1215680141093709e-07,5.7164619412844777e-18,1.5494699176645702e-23,2.2071046410916554e-09,1.6328105205684597e-34,2.2102493163576187e-09,1.0823288777090854e-25,1.7394333341318272e-15,4.0575581003089439e-19,2.0489299680688762e-21,3.1247876502579918e-09,4.487750652499326e-26,0.0045528694870026632,0.00042112564233571278,5.3857408360882744e-11,1.7433139567086874e-06,3.7313207273900016e-15,4.7890713006833908e-11,2.141392198452229e-07,1.5800636653644013e-08,2.1839950223172062e-08,1.0685298567108783e-12,9.7795431410375382e-14,1.7380148306193961e-13,9.7694555586678009e-16,1.0675935994829364e-10
2.2329224211435054e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33258169554750455,0.11410854898703707,0.022609988194119881,6.9852323979852304e-11,6.3362222442544557e-09,9.2364877821896491e-09,2.1473552739718744e-07,5.7901691939407185e-18,1.5890526102100975e-23,2.2168862148035938e-09,1.6738977536534756e-34,2.2203403425782091e-09,1.1002407650087541e-25,1.7710143313446723e-15,4.1328250342042257e-19,2.0842820786839213e-21,3.1712096044720884e-09,4.5807755587816889e-26,0.0045609634195749203,0.00042289664624838041,5.4031954893724802e-11,1.7549036565908254e-06,3.7434423152648264e-15,4.8290558926385813e-11,2.1450312783955437e-07,1.5972134206832454e-08,2.1995355620610757e-08,1.0902720447193702e-12,9.8911065899658574e-14,1.7590919007126381e-13,9.9046823290222008e-16,1.0870549113200242e-10
2.2424366523338496e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33257187216862483,0.1141005056040534,0.022609101234424257,7.1018293153347622e-11,6.4750882495969911e-09,9.3953119139750155e-09,2.1733037482851658e-07,5.8645285533202832e-18,1.6294475674989093e-23,2.2266782869540629e-09,1.7158484464585305e-34,2.2304425330682258e-09,1.118379953949505e-25,1.8030424598095573e-15,4.2090776699781105e-19,2.1200600931907477e-21,3.2181270720166766e-09,4.6753370352922594e-26,0.0045690036830575631,0.00042466745464158294,5.4206492748833978e-11,1.7665223341384997e-06,3.7555636353841997e-15,4.869090165124261e-11,2.1486087187431822e-07,1.6144769547227948e-08,2.2150728963987521e-08,1.1123818329027372e-12,1.0003249471474121e-13,1.7803001276057023e-13,1.004098026987612e-15,1.1067886469540878e-10
2.251950883524194e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33256210227515515,0.11409251552547094,0.022608214362081547,7.219743758872633e-11,6.6164657009686275e-09,9.5562229349387885e-09,2.1994130661212813e-07,5.939543597168302e-18,1.670667094182209e-23,2.2364809965620232e-09,1.7586774833790693e-34,2.2405559414498682e-09,1.1367486768221044e-25,1.8355222589947797e-15,4.2863228311740147e-19,2.1562666344910999e-21,3.2655432235823597e-09,4.7714545533412914e-26,0.0045769906321898946,0.00042643806810452708,5.4381022075827323e-11,1.7781698735329521e-06,3.7676847134181056e-15,4.9091722998825974e-11,2.1521249308086202e-07,1.6318544795793462e-08,2.23060655937381e-08,1.134864039085023e-12,1.0115969527523431e-13,1.8016392041596268e-13,1.0178361289317793e-15,1.1267974387384565e-10
2.261465114714538e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33255238551419425,0.1140845783988972,0.022607327576799625,7.3389824721436835e-11,6.7603902585856072e-09,9.7192395223651136e-09,2.2256828509860489e-07,6.0152179218381584e-18,1.7127236532972617e-23,2.2462944834465682e-09,1.8023999612291364e-34,2.2506806209785602e-09,1.1553491874988484e-25,1.8684582953758539e-15,4.3645673303418092e-19,2.1929043192268946e-21,3.3134612344223381e-09,4.8691477754484625e-26,0.0045849246193647988,0.00042820848722262072,5.4555543014723475e-11,1.7898461581493412e-06,3.7798055679703976e-15,4.9493005158462516e-11,2.1555803305506592e-07,1.6493462047053699e-08,2.246136095234832e-08,1.1577235049117628e-12,1.0229264511816194e-13,1.8231088188057793e-13,1.0316834435462599e-15,1.147083931562419e-10
2.2709793459048824e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33254272153517622,0.11407669387427058,0.022606440878288295,7.459552172349506e-11,6.906897941386115e-09,9.8843804292957246e-09,2.2521127209701206e-07,6.0915551425188918e-18,1.755629782807013e-23,2.2561188882280527e-09,1.8470311920132307e-34,2.2608166245418911e-09,1.1741837617134032e-25,1.9018551624508979e-15,4.4438179687627287e-19,2.2299757576938414e-21,3.3618842842716976e-09,4.9684365571944976e-26,0.0045928059946442907,0.00042997871257748261,5.4730055716449253e-11,1.8015510705514623e-06,3.7919261834564122e-15,4.9894732759490704e-11,2.1589753384014349e-07,1.666952336930612e-08,2.2616610584248074e-08,1.1809651348106631e-12,1.0343132189514363e-13,1.8447086555865898e-13,1.0456377505742978e-15,1.1676507827974175e-10
2.2804935770952266e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33253310998985453,0.11406886160384491,0.022605554266259292,7.5814595504966768e-11,7.0560251288297285e-09,1.0051664484032283e-08,2.2787022888995401e-07,6.1685588934643282e-18,1.7993981113288194e-23,2.2659543523292006e-09,1.8925867057380783e-34,2.2709640046585408e-09,1.1932546973439081e-25,1.9357174807579682e-15,4.5240815362147464e-19,2.2674835537575619e-21,3.4108155572660127e-09,5.0693409490967884e-26,0.0046006351057749509,0.00043174874474695055,5.4904560328160916e-11,1.8132844924920172e-06,3.8040465862193121e-15,5.0296888129210598e-11,2.1623103791635103e-07,1.6846730806205538e-08,2.2771810135678663e-08,1.2045938753308662e-12,1.0457570339056244e-13,1.8664383942802403e-13,1.0597002315447488e-15,1.1885006622419982e-10
2.290007808285571e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3325235505322866,0.11406108124217412,0.022604667740426292,7.704711271555862e-11,7.2078085626868265e-09,1.0221110589630229e-08,2.3054511624858085e-07,6.2462328282237452e-18,1.8440414562485248e-23,2.2758010179761843e-09,1.9390822532649519e-34,2.2811228134772166e-09,1.212564314699354e-25,1.9700498978767254e-15,4.6053648110126957e-19,2.3054303047721811e-21,3.4602582418600792e-09,5.1718811985092642e-26,0.0046084122982032677,0.00043351858430509252,5.507905698264127e-11,1.8250463049096212e-06,3.8161668028674088e-15,5.0699453415516614e-11,2.1655858818389844e-07,1.7025086374793024e-08,2.2926955354550048e-08,1.2286146888750376e-12,1.0572576753603888e-13,1.8882977106142822e-13,1.0738725633621835e-15,1.2096362520655215e-10
2.299522039475915e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33251404281881908,0.11405335244609692,0.022603781300504864,7.8293139746330562e-11,7.3622853487246496e-09,1.039273772338333e-08,2.3323589444754171e-07,6.3245806198743738e-18,1.889572701592228e-23,2.2856590281996846e-09,1.9865338092031984e-34,2.291293102775562e-09,1.2321149568092779e-25,2.0048570884393647e-15,4.6876745597309167e-19,2.3438186015012843e-21,3.5102155307458812e-09,5.2760777515468317e-26,0.0046161379150908618,0.00043528823182221733,5.5253545825358167e-11,1.8368363879228347e-06,3.8282868078392472e-15,5.1102414343405687e-11,2.1688022794430835e-07,1.720459206483753e-08,2.3082042090236476e-08,1.2530326014522188e-12,1.0688149240604957e-13,1.9102862763064865e-13,1.0881517489693181e-15,1.2310602467506094e-10
2.3090362706662594e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33250458650807224,0.11404567487472182,0.022602894946212475,7.9552742731493127e-11,7.5194929584588964e-09,1.0566564936299494e-08,2.3594252327987819e-07,6.4036059612557635e-18,1.9360047914806632e-23,2.295528526835923e-09,2.0349575748456147e-34,2.301474923959077e-09,1.2519089897167922e-25,2.040143754149164e-15,4.7710175369291815e-19,2.3826510280413394e-21,3.5606906207696592e-09,5.3819512550346644e-26,0.0046238122973296276,0.00043705768786488151,5.5428027002104788e-11,1.8486546208315626e-06,3.8404066262171203e-15,5.1505753916636948e-11,2.1719600089194082e-07,1.7385249840983233e-08,2.3237066293345075e-08,1.27785269024317e-12,1.0804285623012664e-13,1.9324037591538294e-13,1.1025387508387228e-15,1.2527753530343424e-10
2.3185505018566037e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33249518126092525,0.11403804818941195,0.022602008677268463,8.0825987550297668e-11,7.6794692309283934e-09,1.0742611352568215e-08,2.386649620718565e-07,6.48331256520558e-18,1.9833509019812762e-23,2.3054096585276739e-09,2.0843699811463273e-34,2.311668328060024e-09,1.271948802774972e-25,2.0759146237759654e-15,4.8554004853241054e-19,2.4219301617476098e-21,3.6116867128491264e-09,5.4895225584825953e-26,0.0046314357835567704,0.00043882695299590058,5.5602500638526341e-11,1.8605008821142722e-06,3.8525262968607416e-15,5.1909453987264029e-11,2.1750595109772616e-07,1.7567061641276793e-08,2.3392024015491137e-08,1.3030800397775757e-12,1.092098374118347e-13,1.9546498232727871e-13,1.1170363886524285e-15,1.2747842898481862e-10
