Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),CH2X(58),CHX(26),C2H6X(34),H2X(31),CX(24),C2H5X(33),HOCXO(25),C3H8X(38),C3H7X(36),C3H7(49),C3H7X(37),C3H7(50),CH2O2(65),CH2O2X(92),CHO2X(91)
0.007876744669149815,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24087173274755122,0.099723429018811094,0.0,0.099964952975106672,1.6731254556216339e-29,3.4321696961613469e-05,0.0,0.00011962753045806537,0.0,5.2967857616574051e-07,4.6965362785033974e-09,1.3268875267326712e-11,1.628437112720285e-08,0.0,0.0,0.0,1.413755550123995e-31,0.0,3.5015163752234797e-05,3.5047018538668259e-05,0.00017619868226049985,5.7604532159939579e-09,3.5717400062106899e-09,1.6069956561873937e-06,4.2071153885311821e-08,1.2043198667284919e-08,2.3939647592344246e-08,7.7455221942087178e-13,1.1567318809652213e-16,1.6595321792530456e-12,3.8160423063596569e-17,8.0306861589850824e-13,1.345054338881771e-17,2.8385284799189373e-13,2.7415131481122356e-12,9.6498237647970853e-16,3.6123673970268007e-12
0.007912299128027567,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24087134558292872,0.099722703810892654,0.0,0.099964953031390566,3.3120332863406029e-29,3.4476557580227771e-05,0.0,0.00011999513885758838,0.0,5.2902654813444508e-07,4.7209596259700617e-09,1.329892152159616e-11,1.6297696781567885e-08,0.0,0.0,0.0,7.7885804034612268e-31,0.0,3.5014852834108876e-05,3.504696222565647e-05,0.00017659543487778885,5.7533531881846377e-09,3.5593103018423209e-09,1.597802884663989e-06,4.2200368248506846e-08,1.2097518528574424e-08,2.3747627575592189e-08,7.7518473323676519e-13,1.1593366131785419e-16,1.6681595454380094e-12,3.8272641733187944e-17,8.0543186505773797e-13,1.3490084871681278e-17,2.8468790193997736e-13,2.7565224761521405e-12,9.7026393481245561e-16,3.6264709879805856e-12
0.007947853586905319,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24087095955688806,0.099721980321843803,0.0,0.09996495308750894,4.283322643235875e-29,3.4631281396101462e-05,0.0,0.00012036183537618807,0.0,5.2837794446500905e-07,4.7453727973204975e-09,1.3328874164732102e-11,1.6310953323123096e-08,0.0,0.0,0.0,-2.7900388473890379e-31,0.0,3.5014542685845332e-05,3.5046906078251094e-05,0.00017699094683822696,5.7462904486941876e-09,3.5469843503717203e-09,1.5887089597073845e-06,4.2329261702786236e-08,1.215179026982809e-08,2.3558128600101405e-08,7.758139620237577e-13,1.1619332003919353e-16,1.6767832960629078e-12,3.838454304804513e-17,8.0778843808186637e-13,1.3529514572813288e-17,2.8552059775704456e-13,2.7715179777950561e-12,9.7554061404941212e-16,3.6405126565243161e-12
0.007983408045783071,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2408705746633964,0.099721258541496244,0.0,0.099964953143462626,3.7067450967960448e-29,3.4785868126882257e-05,0.0,0.00012072762588932625,0.0,5.2773273432597565e-07,4.7697757986327436e-09,1.3358733766554384e-11,1.6324141589896975e-08,0.0,0.0,0.0,-2.6487874827059957e-31,0.0,3.5014233302990405e-05,3.5046850095574666e-05,0.00017738522573124119,5.7392646618341108e-09,3.5347608386026011e-09,1.579712374509422e-06,4.2457836316756417e-08,1.2206013792666296e-08,2.3371105951982558e-08,7.7643994563646257e-13,1.1645216924247884e-16,1.685403433372825e-12,3.8496129886146421e-17,8.1013839550497616e-13,1.3568833498881775e-17,2.8635095670349539e-13,2.7864995049902138e-12,9.808123621522727e-16,3.6544926677914841e-12
0.008018962504660823,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24087019089644732,0.099720538459771385,0.0,0.099964953199252568,2.6477356397323932e-29,3.494031750448636e-05,0.0,0.00012109251621232004,0.0,5.2709088727667175e-07,4.7941686365677629e-09,1.3388500892654079e-11,1.6337262404462832e-08,0.0,0.0,0.0,-5.5445383225435115e-32,0.0,3.5013924681125714e-05,3.5046794276753557e-05,0.00017777827908938544,5.7322754961697118e-09,3.522638475164353e-09,1.5708116514864431e-06,4.2586094137841574e-08,1.2260189003711253e-08,2.3186515901766203e-08,7.7706272319435265e-13,1.1671021387232774e-16,1.6940199598180271e-12,3.8607405084727518e-17,8.1248179700425829e-13,1.3608042654618929e-17,2.871789999460695e-13,2.8014669147304295e-12,9.8607912885778009e-16,3.668411291329942e-12
0.008054516963538575,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086980825006174,0.099719820066679329,0.0,0.099964953254879585,1.4013430612354924e-29,3.5094629274741622e-05,0.0,0.00012145651210117966,0.0,5.2645237326087173e-07,4.8185513183504428e-09,1.341817610441058e-11,1.635031657429967e-08,0.0,0.0,0.0,-5.5868059836003848e-31,0.0,3.5013616815868061e-05,3.5046738620918114e-05,0.00017817011438858477,5.7253226244511531e-09,3.5106159900702749e-09,1.5620053416000915e-06,4.27140371925788e-08,1.231431581446186e-08,2.3004315678799617e-08,7.7768233309882532e-13,1.1696745883619708e-16,1.7026328780472609e-12,3.8718371441033393e-17,8.1481870141581626e-13,1.3647143019223509e-17,2.8800474816603663e-13,2.8164200689551699e-12,9.9134086564359877e-16,3.6822688009069825e-12
0.008090071422416327,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086942671828787,0.099719103352318025,0.0,0.099964953310344565,8.7607655257963136e-30,3.52488031970393e-05,0.0,0.00012181961925343153,0.0,5.2581716260043509e-07,4.8429238517503858e-09,1.3447759959009388e-11,1.6363304892158366e-08,0.0,0.0,0.0,1.6063067781979469e-31,0.0,3.5013309702869149e-05,3.5046683127202629e-05,0.0001785607390483884,5.7184057235442335e-09,3.4986921342853223e-09,1.5532920236957672e-06,4.2841667486908033e-08,1.2368394141171511e-08,2.282446344639779e-08,7.7829881305073189e-13,1.1722390900454857e-16,1.7112421909009708e-12,3.8829031713048812e-17,8.1714916675003099e-13,1.3686135570355651e-17,2.8882822195652987e-13,2.8313588344546089e-12,9.9659752569453238e-16,3.6960654743184802e-12
0.008125625881294079,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086904629520203,0.099718388306872213,0.0,0.099964953365648354,1.059374640824314e-29,3.5402839043994694e-05,0.0,0.00012218184330892742,0.0,5.2518522598918852e-07,4.8672862450641116e-09,1.347725300946073e-11,1.6376228136400472e-08,0.0,0.0,0.0,-1.4487939856939769e-33,0.0,3.5013003337815293e-05,3.5046627794745527e-05,0.0001789501604322334,5.7115244743638199e-09,3.486865679304314e-09,1.5446703038588605e-06,4.2968987006457109e-08,1.2422423904729024e-08,2.264691827772297e-08,7.7891220006639277e-13,1.1747956921102197e-16,1.7198479014050163e-12,3.8939388620216681e-17,8.1947325020666338e-13,1.3725021258994929e-17,2.8964944140418325e-13,2.8462830827746859e-12,1.001849063869095e-15,3.7098015932020685e-12
0.00816118034017183,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086866697490864,0.099717674920612578,0.0,0.099964953420791827,1.7853897369120124e-29,3.5556736601116511e-05,0.0,0.00012254318985063889,0.0,5.2455653448695501e-07,4.8916385070969216e-09,1.3506655804618995e-11,1.6389087071345483e-08,0.0,0.0,0.0,2.9952820695643984e-31,0.0,3.5012697716427104e-05,3.5046572622689293e-05,0.00017933838584771792,5.7046785618088475e-09,3.4751354167407408e-09,1.5361388147885764e-06,4.3095997716821583e-08,1.2476405030542668e-08,2.2471640132378447e-08,7.7952253049421313e-13,1.1773444425261376e-16,1.7284500127642733e-12,3.9049444844135515e-17,8.2179100818953391e-13,1.3763801036765898e-17,2.9046842655138251e-13,2.8611926901231725e-12,1.0070954366664402e-15,3.7234774428543223e-12
0.008196734799049582,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086828875154093,0.099716963183894697,0.0,0.099964953475775803,2.3523458656028037e-29,3.5710495666484367e-05,0.0,0.00012290366440543824,0.0,5.2393105951372695e-07,4.9159806471462612e-09,1.353596888920275e-11,1.6401882447589897e-08,0.0,0.0,0.0,1.1541617260357133e-32,0.0,3.501239283445928e-05,3.5046517610180591e-05,0.00017972542254688338,5.6978676746989447e-09,3.4635001579251533e-09,1.5276962151883373e-06,4.3222701563839952e-08,1.2530337448427035e-08,2.2298589833696828e-08,7.8012984002976887e-13,1.1798853888986246e-16,1.7370485283567608e-12,3.9159203029250374e-17,8.241024963210372e-13,1.3802475826601798e-17,2.9128519689732673e-13,2.876087537276788e-12,1.0123366021936581e-15,3.7370933120519275e-12
0.008232289257927334,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086791161926094,0.099716253087158271,0.0,0.099964953530601169,2.3196544786349745e-29,3.5864116050434203e-05,0.0,0.00012326327244486571,0.0,5.2330877284387562e-07,4.9403126749845473e-09,1.3565192803815448e-11,1.6414615002337346e-08,0.0,0.0,0.0,-7.1495793005359324e-32,0.0,3.5012088687700321e-05,3.5046462756370308e-05,0.00018011127772650368,5.6910915057113832e-09,3.4519587335123024e-09,1.5193411891720972e-06,4.3349100473863753e-08,1.2584221092492629e-08,2.2127729046696679e-08,7.8073416373160865e-13,1.1824185784703794e-16,1.7456434517275827e-12,3.92686657835176e-17,8.264077694561455e-13,1.384104655674691e-17,2.9209977198464314e-13,2.8909675094893529e-12,1.0175725201334366e-15,3.7506494928768207e-12
0.008267843716805086,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086753557226015,0.099715544620926244,0.0,0.099964953585268759,1.8359174655403286e-29,3.601759757525152e-05,0.0,0.00012362201938588376,0.0,5.2268964660048857e-07,4.9646346008437402e-09,1.3594328084966646e-11,1.6427285459696791e-08,0.0,0.0,0.0,-1.2669531971038296e-31,0.0,3.5011785271972238e-05,3.5046408060413594e-05,0.00018049595852838251,5.6843497513194942e-09,3.4405099930975096e-09,1.5110724456862264e-06,4.3475196354023356e-08,1.2638055901038327e-08,2.195902025668023e-08,7.8133553603533357e-13,1.1849440581233647e-16,1.7542347865834778e-12,3.9377835679070147e-17,8.287068816963712e-13,1.3879514121255116e-17,2.9291217071324801e-13,2.9058324964009951e-12,1.0228031517120954e-15,3.7641462805452057e-12
0.008303398175682838,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086716060475943,0.099714837775803644,0.0,0.099964953639779419,1.3922625557298326e-29,3.617094007487244e-05,0.0,0.00012397991059161809,0.0,5.2207365324983415e-07,4.9889464353989026e-09,1.3623375265093861e-11,1.6439894530998608e-08,0.0,0.0,0.0,-6.2986534360492792e-32,0.0,3.5011482583130264e-05,3.5046353521469886e-05,0.00018087947203965723,5.6776421117324036e-09,3.429152804841869e-09,1.5028887179466871e-06,4.3600991092489058e-08,1.2691841816446433e-08,2.1792426748451965e-08,7.8193399076875511e-13,1.1874618743808014e-16,1.7628225367870248e-12,3.948671525284838e-17,8.3099988640307119e-13,1.391787942802253e-17,2.9372241218268941e-13,2.920682391948435e-12,1.0280284596680009e-15,3.7775839732404431e-12
0.00833895263456059,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086678671100961,0.099714132542477019,0.0,0.099964953694133954,1.0506852834506512e-29,3.6324143394591834e-05,0.0,0.00012433695137208624,0.0,5.2146076559592885e-07,5.0132481897540906e-09,1.3652334872584885e-11,1.6452442915071182e-08,0.0,0.0,0.0,-1.5036688858121202e-31,0.0,3.5011180617062628e-05,3.5046299138702947e-05,0.00018126182529311003,5.6709682908359346e-09,3.4178860551064172e-09,1.4947887628910585e-06,4.3726486558727635e-08,1.2745578785080347e-08,2.1627912586141494e-08,7.8252956116491519e-13,1.1899720734092038e-16,1.7714067063516583e-12,3.9595307007245264e-17,8.3328683621096773e-13,1.3956143340031355e-17,2.9453051465688249e-13,2.9355170942763257e-12,1.0332484082203514e-15,3.7909628719497754e-12
0.008374507093438342,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086641388529145,0.099713428911713364,0.0,0.099964953748333238,1.0287963922660523e-29,3.6477207390779053e-05,0.0,0.00012469314698491363,0.0,5.2085095677523233e-07,5.0375398754263482e-09,1.3681207431800623e-11,1.6464931298547162e-08,0.0,0.0,0.0,1.0367883324945247e-31,0.0,3.5010879369690189e-05,3.5046244911280929e-05,0.00018164302526748431,5.664327996134852e-09,3.4067086480944316e-09,1.4867713606447634e-06,4.3851684603754642e-08,1.2799266757184797e-08,2.1465442593611756e-08,7.8312227987681778e-13,1.1924747010204579e-16,1.779987299436025e-12,3.9703613410699264e-17,8.3556778304068262e-13,1.3994306750174232e-17,2.9533649689218872e-13,2.950336505649693e-12,1.0384629630383492e-15,3.8042832803048295e-12
0.008410061552316094,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086604212191604,0.09971272687435942,0.0,0.099964953802378062,1.2330442479986321e-29,3.6630131930600301e-05,0.0,0.00012504850263603715,0.0,5.202442002513935e-07,5.0618215043332016e-09,1.3709993463098351e-11,1.6477360356114924e-08,0.0,0.0,0.0,3.2303968678361467e-32,0.0,3.501057883696634e-05,3.5046190838376375e-05,0.00018202307888780722,5.6577209386956973e-09,3.3956195055019564e-09,1.4788353140011786e-06,4.3976587060382247e-08,1.285290568678849e-08,2.1304982335432368e-08,7.8371217898919537e-13,1.1949698026739355e-16,1.7885643203395647e-12,3.9811636898328695e-17,8.3784277811198875e-13,1.403237048494172e-17,2.9614037642017975e-13,2.9651405323674597e-12,1.043672091210755e-15,3.8175455044258818e-12
0.008445616011193846,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086567141522489,0.099712026421340597,0.0,0.099964953856269287,1.1137889115626007e-29,3.678291689174823e-05,0.0,0.00012540302348039737,0.0,5.1964046981014256e-07,5.0860930887765586e-09,1.3738693482855366e-11,1.6489730750822085e-08,0.0,0.0,0.0,-1.7138892431418715e-31,0.0,3.5010279014876557e-05,3.5046136919166275e-05,0.00018240199302571681,5.6511468330912215e-09,3.3846175661762674e-09,1.4709794479151745e-06,4.4101195743463071e-08,1.2906495531609235e-08,2.1146498098397663e-08,7.8429929003319205e-13,1.1974574234786389e-16,1.7971377734968362e-12,3.9919379872475881e-17,8.4011187195538113e-13,1.4070335432174262e-17,2.9694217183819656e-13,2.9799290846770661e-12,1.0488757612158311e-15,3.8307498527697952e-12
0.008481170470071598,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086530175959017,0.099711327543660272,0.0,0.099964953910007676,7.0751601366111362e-30,3.6935562162177741e-05,0.0,0.00012575671462261871,0.0,5.1903973955424762e-07,5.1103546414324053e-09,1.3767308003493083e-11,1.6502043134294418e-08,0.0,0.0,0.0,-5.1826976877196263e-32,0.0,3.5009979899438138e-05,3.5046083152832042e-05,0.00018277977449979448,5.6446053973454593e-09,3.3737017857821493e-09,1.4632026090098261e-06,4.4225512450129777e-08,1.2960036252961254e-08,2.0989956873573336e-08,7.8488364399646879e-13,1.1999376081953795e-16,1.8057076634738762e-12,4.002684470335006e-17,8.4237511442541686e-13,1.4108202369235667e-17,2.9774189971625402e-13,2.9947020766901967e-12,1.0540739428916701e-15,3.8438966359816501e-12
0.00851672492894935,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2408649331494149,0.099710630232399011,0.0,0.099964953963594089,5.3883282610781902e-30,3.7088067639848856e-05,0.0,0.00012610958111767802,0.0,5.1844198389859779e-07,5.1346061753335597e-09,1.379583753350139e-11,1.6514298147049847e-08,0.0,0.0,0.0,6.4254859288001408e-32,0.0,3.500968148670013e-05,3.5046029538559603e-05,0.0001831564300759017,5.6380963528802577e-09,3.362871136475843e-09,1.4555036650958044e-06,4.4349538960030618e-08,1.3013527815665016e-08,2.0835326338855255e-08,7.8546527133854195e-13,1.2024104012389873e-16,1.8142739949621199e-12,4.0134033729496186e-17,8.4463255471083778e-13,1.4145972199850974e-17,2.9853957887945911e-13,3.0094594262996046e-12,1.0592666074069144e-15,3.8569861667499594e-12
0.008552279387827101,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086456557913299,0.099709934478713624,0.0,0.099964954017029359,4.3203095278418827e-30,3.7240433232475226e-05,0.0,0.00012646162797156255,0.0,5.1784717756535921e-07,5.1588477038630661e-09,1.3824282577463452e-11,1.6526496418667681e-08,0.0,0.0,0.0,-1.5454642387750866e-31,0.0,3.5009383772742802e-05,3.5045976075539405e-05,0.00018353196646752029,5.631619424462538e-09,3.3521246065862044e-09,1.4478815047030907e-06,4.4473277035561186e-08,1.3066970187958984e-08,2.0682574842024799e-08,7.8604420199830312e-13,1.2048758466805446e-16,1.8228367727760677e-12,4.0240949258491022e-17,8.4688424134882266e-13,1.4183645622629226e-17,2.9933522439306747e-13,3.0242010550970572e-12,1.0644537272318657e-15,3.8700187596654671e-12
0.008587833846704853,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086419904320938,0.099709240273836361,0.0,0.099964954070314208,5.047363497678274e-31,3.7392658857279515e-05,0.0,0.00012681286014191613,0.0,5.1725529557922034e-07,5.1830792407333822e-09,1.3852643636080664e-11,1.65386385681406e-08,0.0,0.0,0.0,-1.5929286741061082e-31,0.0,3.5009086753677541e-05,3.5045922762966319e-05,0.00018390639033609698,5.6251743401525514e-09,3.3414612003031908e-09,1.4403350366246864e-06,4.4596728422091994e-08,1.3120363341413839e-08,2.053167138428365e-08,7.8662046541148047e-13,1.2073339882496382e-16,1.8313960018459345e-12,4.0347593567269376e-17,8.4913022223242661e-13,1.4221223604570116e-17,3.00128856186075e-13,3.0389268882923935e-12,1.069635276109992e-15,3.882994731083464e-12
0.008623388305582605,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086383353614044,0.099708547609074161,0.0,0.099964954123449495,-6.3222064083890618e-30,3.7544744440753981e-05,0.0,0.00012716328253867539,0.0,5.1666631326275221e-07,5.2073007999870387e-09,1.3880921206198013e-11,1.6550725203955232e-08,0.0,0.0,0.0,-1.8970345985982927e-31,0.0,3.500879042564656e-05,3.5045869600039872e-05,0.00018427970829139093,5.6187608312534044e-09,3.3308799373732596e-09,1.4328631894719073e-06,4.4719894848192739e-08,1.317370725084848e-08,2.0382585604252491e-08,7.8719409051348888e-13,1.2097848693366472e-16,1.8399516872179034e-12,4.0453968902982942e-17,8.5137054462777196e-13,1.4258706693979584e-17,3.0092048649868431e-13,3.0536368546336902e-12,1.0748112290298208e-15,3.8959143989895789e-12
0.008658942764460357,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086346905245345,0.099707856475807891,0.0,0.099964954176436013,-1.5458238216724479e-29,3.7696689918427766e-05,0.0,0.00012751290002469451,0.0,5.1608020623180847e-07,5.2315123959666196e-09,1.3909115780829581e-11,1.6562756924543446e-08,0.0,0.0,0.0,-2.8930564065152913e-31,0.0,3.5008494784822537e-05,3.5045816585964057e-05,0.00018465192689182415,5.6123786322609513e-09,3.3203798528016132e-09,1.4254649112410711e-06,4.4842778025852142e-08,1.3227001894248392e-08,2.0235287762419985e-08,7.8776510576227261e-13,1.2122285329950331e-16,1.8485038340435041e-12,4.0560077483011355e-17,8.5360525517561004e-13,1.4296096035413255e-17,3.0171013848175066e-13,3.0683308863285537e-12,1.0799815621972284e-15,3.9087780828689917e-12
0.008694497223338109,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086310558670732,0.099707166865491401,0.0,0.099964954229274539,-2.4964222185732244e-29,3.7848495234639011e-05,0.0,0.00012786171741636075,0.0,5.1549695039107779e-07,5.2557140433314576e-09,1.3937227849184368e-11,1.6574734318182119e-08,0.0,0.0,0.0,-2.455022615843469e-31,0.0,3.5008199827408514e-05,3.5045763719947479e-05,0.00018502305264483506,5.6060274808154676e-09,3.3099599965612692e-09,1.4181391688910698e-06,4.4965379650694996e-08,1.3280247252685735e-08,2.0089748726026948e-08,7.8833353913158322e-13,1.2146650219436653e-16,1.8570524475855416e-12,4.0665921496266546e-17,8.5583439991670206e-13,1.4333391847197056e-17,3.0249781821927799e-13,3.0830089189665252e-12,1.085146253008128e-15,3.9215861035790488e-12
0.008730051682215861,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2408627431334924,0.099706478769650886,0.0,0.099964954281965862,-2.8988629510673666e-29,3.8000160342313309e-05,0.0,0.00012820973948419876,0.0,5.1491652192964528e-07,5.2799057570042409e-09,1.396525789669217e-11,1.6586657963688877e-08,0.0,0.0,0.0,6.1590567505705348e-32,0.0,3.5007905549637465e-05,3.5045711001203287e-05,0.00018539309200723384,5.5997071176532492e-09,3.2996194333082141e-09,1.4108849479316804e-06,4.5087701402194875e-08,1.3333443310241611e-08,1.9945939954373587e-08,7.8889941814690765e-13,1.2170943785691466e-16,1.8655975331992136e-12,4.0771503102427332e-17,8.5805802427892848e-13,1.4370595742257808e-17,3.0328355748992726e-13,3.0976708914426144e-12,1.0903052800215448e-15,3.9343387832251723e-12
0.008765606141093613,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086238168743049,0.099705792179884081,0.0,0.099964954334510775,-2.6269761526565609e-29,3.8151685202746675e-05,0.0,0.00012855697095346576,0.0,5.143388973166971e-07,5.3040875522265482e-09,1.3993206405029859e-11,1.6598528429914958e-08,0.0,0.0,0.0,1.0353510933099471e-31,0.0,3.5007611947772199e-05,3.5045658428949249e-05,0.0001857620513855607,5.5934172865599544e-09,3.2893572421035584e-09,1.4037012520222034e-06,4.5209744943883942e-08,1.3386590053929953e-08,1.9803833484534606e-08,7.8946276985717442e-13,1.2195166449281639e-16,1.8741390963517666e-12,4.0876824434457312e-17,8.602761731251643e-13,1.440770713766948e-17,3.0406734745077422e-13,3.1123167458819318e-12,1.0954586229330879e-15,3.9470364450400878e-12
0.008801160599971365,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086202124317499,0.099705107087859429,0.0,0.099964954386910013,-2.3895029383599098e-29,3.830306978539492e-05,0.0,0.00012890341650473606,0.0,5.1376405329728972e-07,5.328259444444735e-09,1.4021073852147553e-11,1.6610346277046817e-08,0.0,0.0,0.0,-8.4594093044771912e-32,0.0,3.5007319018104894e-05,3.5045606002407666e-05,0.00018612993713644523,5.5871577343244829e-09,3.2791725161409171e-09,1.3965871025801027e-06,4.5331511923558633e-08,1.3439687473623622e-08,1.9663401917470431e-08,7.9002362090290846e-13,1.2219318627498474e-16,1.8826771425821413e-12,4.0981887595778094e-17,8.6248889070197996e-13,1.4444728892193783e-17,3.0484924300579627e-13,3.1269464275654628e-12,1.1006062625488175e-15,3.9596794132662694e-12
0.008836715058849117,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2408616617954108,0.099704423485315566,0.0,0.099964954439164422,-2.8858142685485595e-29,3.845431406766665e-05,0.0,0.00012924908077447815,0.0,5.1319196688811943e-07,5.3524214494658995e-09,1.404886071229522e-11,1.6622112055112468e-08,0.0,0.0,0.0,-2.6169624250991884e-31,0.0,3.5007026756957061e-05,3.5045553720805495e-05,0.0001864967555669675,5.5809282106929794e-09,3.2690643624808977e-09,1.3895415383996508e-06,4.5453003973483175e-08,1.3492735561981843e-08,1.9524618404522896e-08,7.9058199743571091e-13,1.2243400734381355e-16,1.891211677556147e-12,4.1086694666180433e-17,8.6469622075071077e-13,1.4481658329267961e-17,3.056291962520375e-13,3.1415598848569355e-12,1.1057481807595007e-15,3.9722680130415703e-12
0.008872269517726869,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086130333885442,0.099703741364060142,0.0,0.099964954491274724,-3.5533671449914232e-29,3.8605418034723056e-05,0.0,0.00012959396835561808,0.0,5.1262261537359124e-07,5.3765735831799495e-09,1.4076567456049017e-11,1.663382630683385e-08,0.0,0.0,0.0,1.3019763704066876e-34,0.0,3.5006735160679115e-05,3.5045501583374235e-05,0.00018686251293502173,5.5747284683260671e-09,3.2590319017904902e-09,1.3825636152796686e-06,4.5574222710587877e-08,1.3545734314379938e-08,1.9387456634280496e-08,7.9113792526852614e-13,1.2267413180741622e-16,1.899742706968174e-12,4.1191247693206489e-17,8.6689820634802246e-13,1.4518501730906314e-17,3.064073259448289e-13,3.1561570691308176e-12,1.110884360515264e-15,3.9848025702879968e-12
0.00890782397660462,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086094586825407,0.09970306071596953,0.0,0.099964954543241655,-3.9772959742289793e-29,3.8756381679280547e-05,0.0,0.00012993808379810096,0.0,5.1205597630155761e-07,5.4007158619902347e-09,1.4104194550338397e-11,1.6645489563593957e-08,0.0,0.0,0.0,-1.3660918141360561e-31,0.0,3.5006444225650198e-05,3.5045449589350003e-05,0.00018722721544967816,5.5685582627523456e-09,3.2490742680885552e-09,1.3756524056611167e-06,4.569516973666696e-08,1.3598683728840128e-08,1.9251890819808521e-08,7.9169142966102467e-13,1.2291356374186286e-16,1.9082702366935002e-12,4.1295548707909261e-17,8.6909489020101711e-13,1.4555250622440921e-17,3.0718347573558565e-13,3.1707379347014144e-12,1.1160147858006355e-15,3.9972834116035544e-12
0.008943378435482372,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2408605893783895,0.099702381532987883,0.0,0.099964954595066047,-4.6734451524978805e-29,3.890720500142023e-05,0.0,0.00013028143160943222,0.0,5.114920274797246e-07,5.4248483020738553e-09,1.4131742458472107e-11,1.6657102352423871e-08,0.0,0.0,0.0,-3.9347554900996613e-31,0.0,3.500615394827793e-05,3.5045397737973552e-05,0.00018759086927155186,5.5624173523295444e-09,3.2391906084977274e-09,1.3688069982728874e-06,4.5815846638569247e-08,1.3651583805964702e-08,1.9117895686221276e-08,7.922425356880518e-13,1.2315230719142246e-16,1.9167942725267045e-12,4.1399599699163958e-17,8.7128631416823216e-13,1.4591921085334875e-17,3.0795794783243476e-13,3.1853024387530784e-12,1.1211394416099736e-15,4.0097108641571546e-12
0.008978932894360124,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24086023386407224,0.099701703807126424,0.0,0.099964954646748608,-5.1923581372054276e-29,3.90578880083998e-05,0.0,0.00013062401625522755,0.0,5.109307469713904e-07,5.4489709206017226e-09,1.4159211640166251e-11,1.6668665185088416e-08,0.0,0.0,0.0,9.5776889270928916e-32,0.0,3.5005864324998117e-05,3.5045346028490191e-05,0.00018795348051315973,5.5563054981977124e-09,3.2293800829988645e-09,1.3620264977871597e-06,4.5936254988391811e-08,1.3704434548870047e-08,1.8985446458601936e-08,7.9279126766251167e-13,1.2339036616879676e-16,1.925314820613151e-12,4.1503402659193659e-17,8.7347252011260321e-13,1.462848775852363e-17,3.0873026917175553e-13,3.1998505412715198e-12,1.1262583139232908e-15,4.0220852555864753e-12
0.009014487353237876,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24085987932014516,0.099701027530462782,0.0,0.099964954698290101,-5.2161514828874056e-29,3.9208430714472316e-05,0.0,0.00013096584215972575,0.0,5.1037211309202206e-07,5.473083733637895e-09,1.418660255156933e-11,1.6680178576588087e-08,0.0,0.0,0.0,2.1618989202739142e-32,0.0,3.5005575352274498e-05,3.5045294460149834e-05,0.00018831505523930368,5.5502224642425197e-09,3.2196418641966775e-09,1.3553100244825582e-06,4.6056396343660741e-08,1.375723596312306e-08,1.8854518850240629e-08,7.9333765010971936e-13,1.2362774465537165e-16,1.9338318867061024e-12,4.1606959505293886e-17,8.7565354843552534e-13,1.4664996014766967e-17,3.0950129201389525e-13,3.2143822049762151e-12,1.1313713896824551e-15,4.0344069138987893e-12
