Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(85)
1.4605697771878056e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999416,0.099999999999995412,0.099999999999999339,3.3197682804140032e-121,4.7967845917738917e-53,3.2839008181129515e-40,3.3263845832006086e-65,2.5509407856419941e-48,8.8385904128857961e-43,7.5587994419495157e-26,1.159001887715587e-101,7.5587574490607449e-26,8.9439213617103457e-65,1.1147642418190053e-57,7.8552852955495498e-66,6.5558784215339803e-94,8.8433866322706545e-43,1.6755932803423711e-79,4.5952047068615391e-15,1.3403539001264842e-15,3.0376218048797415e-20,4.0304090391566038e-31,3.0376218048814297e-20,1.3429621172693029e-44,2.197520195879089e-39
2.921773757492063e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559998822,0.099999999999990818,0.099999999999998673,2.1274004304134712e-119,7.6769040714938872e-52,1.3139880867410204e-39,2.6621304568431583e-64,2.0417865378998336e-47,3.53660428926212e-42,1.5120965059653348e-25,3.7116343800973641e-100,1.5120797033399992e-25,7.1588384572630174e-64,1.7846600614555473e-56,6.2866435643330362e-65,1.0493720116049898e-92,3.5404427223374876e-42,2.6824321923763015e-78,9.1924047262248596e-15,2.6812898036832463e-15,6.0765625944734587e-20,1.6126885550596274e-30,6.0765625944802163e-20,1.0747778151601448e-43,8.7929850659442051e-39
5.844181718100577e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559997634,0.099999999999981617,0.099999999999997327,1.3632622215325934e-117,1.228468509199128e-50,5.2568080574836247e-39,2.130127774325646e-63,1.633842895084306e-46,1.4148854832536556e-41,3.0245548416630839e-25,1.188201790258411e-98,3.0244876202205293e-25,5.7286433369650109e-63,2.8562860723636204e-55,5.0303147350454721e-64,1.6793513144433037e-91,1.4179568127437031e-41,4.2931446787784065e-77,1.8386804764931607e-14,5.3631616107965096e-15,1.215444417364969e-19,6.4518039743669785e-30,1.2154444173676728e-19,8.5998549683222605e-43,3.517800100488909e-38
1.1688997639317607e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559995258,0.099999999999963229,0.099999999999994649,8.7412314995796593e-116,1.9656805349507748e-49,2.1028944330103326e-38,1.7042943303901051e-62,1.3072398021717038e-45,5.6601103803220296e-41,6.0495723616865181e-25,3.803178760973729e-97,6.0493034540323152e-25,4.5836904429137816e-62,4.5707214277601991e-54,4.0247054596196698e-63,2.687281699888979e-90,5.6846833466610422e-41,6.8702469081022887e-76,3.6775604842265556e-14,1.0726905225022004e-14,2.4310207331957368e-19,2.580931336137983e-29,2.4310207332065514e-19,6.8805364036515793e-42,1.4072613720313298e-37
2.337862948175166e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559990506,0.099999999999926453,0.099999999999989292,5.6134840898235936e-114,3.1451930460807669e-48,8.411920610069574e-38,1.3635486803082955e-61,1.0458580402125122e-44,2.2642225483973031e-40,1.210001079624512e-24,1.2172732711542926e-95,1.2098935121858788e-24,3.6674973636917897e-61,7.3136840942148466e-53,3.2200317282273625e-62,4.3000174061122743e-89,2.2838818505664556e-40,1.0994048272980357e-74,7.3553204996615266e-14,2.145439245346886e-14,4.8621733648393588e-19,1.0324143097156796e-28,4.8621733648826171e-19,5.5046891171067746e-41,5.6294890308180036e-37
4.675789316661977e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559981003,0.099999999999852901,0.099999999999978564,3.6164866722856375e-112,5.0323904726158525e-47,3.3648371774981278e-37,1.0909424204044816e-60,8.3671291235669079e-44,9.05776461762145e-40,2.420250124340924e-24,3.8963675989629826e-94,2.4198198458323332e-24,2.934591418527621e-60,1.1702314565429975e-51,2.5762697424029839e-61,6.880676389032055e-88,9.2150427015564722e-40,1.7593978622629154e-73,1.4710840530404188e-13,4.2909366910346006e-14,9.7244786280549351e-19,4.1297393867724969e-28,9.7244786282279799e-19,4.4038537079624011e-40,2.2520130183739423e-36
9.351642053635598e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559962001,0.099999999999705796,0.099999999999957109,2.3449052265257734e-110,8.0518844225487904e-46,1.3459489431319372e-36,8.7288842943377151e-60,6.6938092210323612e-43,3.6236948347551393e-39,4.8413936449924917e-24,1.2474500243022829e-92,4.8396725134498828e-24,2.3485114556126781e-59,1.8724027001625952e-50,2.0613334005385621e-60,1.1010737647323199e-86,3.7495186887004693e-39,2.8160139900294063e-72,2.9421880591380414e-13,8.5819315824034128e-14,1.944908915419944e-18,1.6519110611566437e-27,1.9449089154891642e-18,3.5231213947410238e-39,9.0095164599458995e-36
1.870334752758284e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559923998,0.099999999999411573,0.099999999999914199,1.5395450926829238e-108,1.2883044847480527e-44,5.3838261994490366e-36,6.9851350483277413e-59,5.3550897457260195e-42,1.4499270135338273e-38,9.6862624111704348e-24,3.995621209264108e-91,9.6793778499835432e-24,1.880106189549926e-58,2.9958662733375005e-49,1.6495455429205246e-59,1.7622141668783657e-85,1.5505865236448203e-38,4.508636221063388e-71,5.8843960711296439e-13,1.7163921365114568e-13,3.8898310205341851e-18,6.6076658714269763e-27,3.8898310208110807e-18,2.8185084266280215e-38,3.6049231201823881e-35
3.7406758475477334e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559847987,0.099999999998823128,0.099999999999828379,1.0349946160304159e-106,2.0612838095636582e-43,2.1535383912032953e-35,5.5913025080846876e-58,4.284088743734063e-41,5.8032564698926005e-38,1.9386326843024216e-23,1.2809983446507827e-89,1.9358788528245099e-23,1.5061432504371084e-57,4.7933909825269392e-48,1.3203908109899209e-58,2.8211034513293961e-84,6.6085322143282223e-38,7.2233746664245676e-70,1.1768812094298277e-12,3.4327900930430959e-13,7.7796752303040249e-18,2.6430634849928402e-26,7.7796752314117058e-18,2.2548047686968398e-37,1.4428514823871584e-34
7.481358037126632e-18,0.09977366400000001,0.80000000000000004,0.0,0.2893436255969597,0.099999999997646236,0.099999999999656738,7.2607434581419417e-105,3.2980330098855545e-42,8.6141839958906214e-35,4.4781332730055601e-57,3.42727777310716e-40,2.3241324762800164e-37,3.8827763304712644e-23,4.1145416088917504e-88,3.8717609905545173e-23,1.2082035791291978e-56,7.669389153071702e-47,1.0575149556870497e-57,4.5187385331573476e-83,2.9683496664399395e-37,1.1587933526064535e-68,2.3537644137377251e-12,6.865586006064017e-13,1.5559363648009145e-17,1.0572190701887944e-25,1.5559363652440642e-17,1.8038326309016344e-36,5.7784418146956704e-34
1.4962722416284426e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362559391935,0.099999999995292452,0.099999999999313458,5.4641382115068222e-103,5.2767770925402114e-41,3.4456913711472673e-34,3.5906446910312998e-56,2.741824928529358e-39,9.3191513231068939e-37,7.7875866619927367e-23,1.3265023034444822e-86,7.74352527432532e-23,9.718314368423924e-56,1.2270864312238684e-45,8.4793377727729163e-57,7.2458780937335466e-82,1.4472822891087428e-36,1.8638509541144619e-67,4.7075308210502048e-12,1.373117783193642e-12,3.1118740476081124e-17,4.2288176254762295e-25,3.1118740493813257e-17,1.4430449994584657e-35,2.3170010360985251e-33
2.9925451174600015e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362558783866,0.099999999990584884,0.099999999998626896,4.548786200841409e-101,8.4425944422576486e-40,1.3782894522766782e-33,2.8855334874822125e-55,2.1934610249103898e-38,3.745754125897241e-36,1.5663299481702283e-22,4.3082512111938935e-85,1.5487053875110067e-22,7.8592271722471948e-55,1.9632842820676328e-44,6.8142117086136961e-56,1.1644259833157298e-80,7.8685812720063749e-36,3.0135638678636807e-66,9.4150636304619068e-12,2.7462361483003474e-12,6.2237494102872074e-17,1.6914785147481008e-24,6.2237494173849673e-17,1.1544009480755657e-34,9.312989830062294e-33
5.98509086912312e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362557567722,0.099999999981169763,0.099999999997253772,4.271903868193231e-99,1.3507349391243608e-38,5.513258410817918e-33,2.3292538927888249e-54,1.7547692496734696e-37,1.5127758201140393e-35,3.1679093747239705e-22,1.4197824804163405e-83,3.0974111209652142e-22,6.4236259691309383e-54,3.1410793652483776e-43,5.5005527461541575e-55,1.8793540562754955e-79,4.8108595428482457e-35,4.9228639686590005e-65,1.8830129228432277e-11,5.4924728782426574e-12,1.2447500123904195e-16,6.7655225809196179e-24,1.244750015233451e-16,9.2346416681367923e-34,3.7611827208705316e-32
1.1970182372449358e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362555135434,0.099999999962339506,0.099999999994507538,7.4985952458926792e-97,2.1609189713039185e-37,2.2053833199297956e-32,1.8967259695619176e-53,1.4038155666933278e-36,6.1668952230200199e-35,6.4768156778404216e-22,4.8663206826967251e-82,6.1948226410626599e-22,5.3611115663197949e-53,5.0251633759795544e-42,4.4791344013749309e-54,3.0590377501223574e-78,3.2548710207899167e-34,8.2064397022035159e-64,3.7660260340960873e-11,1.0984946337042878e-11,2.4895001504173358e-16,2.7058952556426858e-23,2.4895001618208512e-16,7.3868059580558721e-33,1.53326216673553e-31
2.3940365379101834e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362550270865,0.099999999924678992,0.09999999998901507,9.0513929587763911e-95,3.4566480945526291e-36,8.8221718730066227e-32,1.5706971402149312e-52,1.1230525122268375e-35,2.5593913596197236e-34,1.3517618080601364e-21,1.7609249565619799e-80,1.2389645894013674e-21,4.6550576456663071e-52,8.0384567249946282e-41,3.7092145665662592e-53,5.0610887446628247e-77,2.3660274173573506e-33,1.4217055471689873e-62,7.5320522232369454e-11,2.1969893250305738e-11,4.9790004076852442e-16,1.0821070334197608e-22,4.9790004535504032e-16,5.9079926061254671e-32,6.3633605766413802e-31
4.788073139240678e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362540541725,0.099999999849357965,0.099999999978030121,1.1740014982680738e-92,5.5280071041907025e-35,3.5293794135248002e-31,1.3418638129234251e-51,8.9844202067490575e-35,1.0978631025790638e-33,2.9291182044174135e-21,7.1017941231263041e-79,2.47792932509402e-21,4.3452466584929709e-51,1.2855758117996497e-39,3.1688227310697227e-52,8.6309593463306139e-76,1.7971262096680159e-32,2.6431368904076859e-61,1.5064104468059226e-10,4.3939787059481251e-11,9.9580008470773918e-16,4.3264206295070743e-22,9.95800103254557e-16,4.724071783540282e-31,2.729593595702505e-30
7.182109740571173e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362530812585,0.099999999774036938,0.099999999967045172,6.0819255398322863e-92,2.0342171107374308e-34,7.5007928954355527e-31,3.9770137490206319e-51,2.667249743832603e-34,2.4418030839694593e-33,4.6756705137732673e-21,3.6014639689761479e-78,3.7168941458891202e-21,1.3964932606021905e-50,4.9002587221626906e-39,9.3917515688932497e-52,3.2711444413285874e-75,5.0677181229250242e-32,1.0680845465497979e-60,2.2596156579422083e-10,6.5909680851306567e-11,1.4937001211325895e-15,9.1906968758801842e-22,1.4937001608394201e-15,1.3504080021049904e-30,6.0710025795237389e-30
9.576146341901668e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362521083445,0.099999999698715938,0.099999999956060223,3.3827609421799181e-91,5.1581870547914213e-34,1.2796904373109434e-30,8.6567693959414705e-51,5.8117967723316007e-34,4.3363914949242485e-33,6.5914187333219549e-21,1.3283209488079886e-77,4.9558590517866708e-21,3.3082178425626624e-50,1.3181617401288215e-38,2.044303406825039e-51,8.5127711830938171e-75,1.060558284284872e-31,2.9721747180960873e-60,3.0128208557325514e-10,8.7879574625781919e-11,1.991600150043078e-15,1.567362091072217e-21,1.9916002182409678e-15,2.8476723675139448e-30,1.0781476580787673e-29
1.4364219544562656e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362501625166,0.099999999548073898,0.099999999934090325,4.9581198552676095e-90,1.8032505906836737e-33,2.6499862839147495e-30,2.4863881033559413e-50,1.6869852845403694e-33,9.5687662001747887e-33,1.0820007606004475e-20,1.0410042006524403e-76,7.4337890633120054e-21,1.1342362676087509e-49,5.3289902897337222e-38,5.8716265142636499e-51,3.1047193874260755e-74,2.8729177125831168e-31,1.2496684723342546e-59,4.5192312199911265e-10,1.3181936213401398e-10,2.9874001902283141e-15,3.2434261841238393e-21,2.9874003330210516e-15,7.7745609724858535e-30,2.3790615122436158e-29
1.9152292747223646e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362482166887,0.099999999397431885,0.099999999912120427,2.3322563014050805e-89,4.5045918108302183e-33,4.5078646899312214e-30,5.4287004058694491e-50,3.689246484814197e-33,1.723006561541747e-32,1.5670790162052324e-20,4.0359029461328959e-76,9.9117193877893958e-21,2.8192252439180918e-49,1.4429977069945353e-37,1.2819921879151604e-50,8.0214092729493817e-74,5.9812595822222825e-31,3.5948705664116559e-59,6.0256415351719132e-10,1.7575914957844527e-10,3.9832002027805805e-15,5.513634112645597e-21,3.9832004482176923e-15,1.6260831719280119e-29,4.2838734195402397e-29
2.8728439152545627e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362443250322,0.099999999096147846,0.099999999868180645,4.9457827942624595e-88,2.0839581918097977e-32,9.8265301801577844e-30,1.9192385442274121e-49,1.2272180803263178e-32,4.254151713398964e-32,2.7415421731380498e-20,5.6062675293555019e-75,1.4867581064369325e-20,1.2749062481405697e-48,7.2283313918917319e-37,4.5322980410336983e-50,4.1402435212977978e-73,1.875081205221271e-30,2.4261815842849919e-58,9.03846200437919e-10,2.6363872425781373e-10,5.9748001371481968e-15,1.1999589760977735e-20,5.9748006853995855e-15,5.1291065751850701e-29,1.0577002324455496e-28
3.830458555786761e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362404333769,0.099999998794863834,0.099999999824240862,3.0367770761556779e-87,6.0383151226069054e-32,1.7260040720526665e-29,4.7683044435237528e-49,2.8549890662323284e-32,8.3058617457611738e-32,4.1853229423339342e-20,2.8752756060614613e-74,1.9823444095567753e-20,3.727873817538985e-48,2.1668249878612872e-36,1.1260391242734766e-49,1.2952875914388669e-72,4.2478017401982769e-30,8.8367568963508303e-58,1.2051282261152407e-09,3.5151829866103185e-10,7.9663999519062424e-15,2.1044688280033321e-20,7.9664009370043205e-15,1.1655423136013202e-28,2.0650675308278852e-28
5.745687836851157e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362326500657,0.099999998192295866,0.099999999736361284,7.3723802217724118e-86,3.0619074187314231e-31,3.8515505247496064e-29,1.917702272398939e-48,9.7212057804726544e-32,2.2586968894658147e-31,7.884559376655467e-20,4.9416129484664066e-73,2.9735174240541882e-20,1.9923371224143602e-47,1.1185487416286332e-35,4.5286701275261669e-49,7.8944669356263547e-72,1.4103397873886472e-29,7.2820751791459019e-57,1.8076922134460755e-09,5.2727744663524297e-10,1.1949599220941304e-14,4.6805029683795353e-20,1.1949601526332153e-14,3.8827063831478546e-28,5.6157448539852321e-28
9.576146398979948e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362170834466,0.099999996987160181,0.09999999956060214,4.3017341080826959e-84,2.5218221712078671e-30,1.0668145787455949e-28,1.2411077641705105e-47,4.6235756643669518e-31,8.6175785128731603e-31,1.8530558378765847e-19,2.1237472621604379e-71,4.9558650864960283e-20,1.916771384250364e-46,9.0980530497334476e-35,2.9308864817252825e-48,9.0344200682163231e-71,6.583061952524101e-29,1.2695100481888561e-55,3.0128199319473174e-09,8.7879573925419106e-10,1.9915996316724994e-14,1.2874112991526739e-19,1.9916003322528115e-14,1.8166347612869888e-27,2.1425666864395232e-27
1.7237063523237532e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361859502178,0.099999994576889836,0.099999999209083854,4.7316895181971543e-82,2.8395114232321018e-29,3.4642692667100374e-28,1.1660094686494574e-46,2.7780427699494057e-30,4.3686401329085746e-30,5.2816148494325517e-19,1.8256289224859537e-69,8.9205669469257736e-20,2.9343231601853063e-45,9.9845039298421316e-34,2.7535412311246073e-47,1.6229654075507611e-69,3.8934920736669987e-28,3.7621968078346372e-54,5.4230743440330215e-09,1.5818323111727807e-09,3.5848784737636075e-14,4.1213830416832266e-19,3.5848811555137827e-14,1.0751231543438249e-26,1.0861622779382594e-26
3.25588977717527e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361236838019,0.099999989756353241,0.099999998506047308,7.5861931818328423e-80,3.7493839313831377e-28,1.2456939787883706e-27,1.3911056550960117e-45,1.9126927187951674e-29,2.6974075266109771e-29,1.7336317012018545e-18,2.4989004771630493e-67,1.6849996810754025e-19,6.1517316408849932e-44,1.2911940883366067e-32,3.2851078049269585e-46,3.8154636507681918e-68,2.6255189519794672e-27,1.5574684656949775e-52,1.0243579068421318e-08,2.9879054017479311e-09,6.7714338496484464e-14,1.440330623521141e-18,6.7714463297513369e-14,7.2385499838929065e-26,6.7064653401857821e-26
6.320256626878304e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934359991511371,0.099999980115296469,0.099999997099974328,1.4827843861014679e-77,5.2924849250854243e-27,4.7722430234037417e-27,1.9058302436070164e-44,1.4170452984609052e-28,1.8776548144495856e-28,6.2236371211484671e-18,4.5526195895158839e-65,3.2708961112406662e-19,1.5645047380919e-42,1.8007597620352632e-31,4.5006343622750831e-45,1.050041183761327e-66,1.8755185810192655e-26,7.8767817154705971e-51,1.9884572117819925e-08,5.8000513699717461e-09,1.3144535368332869e-13,5.217423210632574e-18,1.314460328070307e-13,5.1460414115619232e-25,4.6683156715515916e-25
1.2448990326284371e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934357500864721,0.099999960833248469,0.09999999428782877,3.1475654616788197e-75,7.52462092147776e-26,1.9128483830895742e-26,2.8148414521185755e-43,1.0904405135841446e-27,1.3973631926541686e-27,2.3519904429226687e-17,9.7531168825670306e-63,6.4427308018635208e-19,4.4389507928201312e-41,2.5490582002360608e-30,6.6472723589893049e-44,3.2370860115498179e-65,1.3484569058640987e-25,4.457637668391972e-49,3.9166492619145422e-08,1.1424342455588569e-08,2.5890701475308686e-13,1.8779039226879058e-17,2.5891111134104569e-13,3.6613765439693561e-24,3.4741489704166637e-24
1.857772402569044e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934355010226931,0.099999941551287941,0.099999991475683808,3.2513478909286365e-74,3.0307473599905209e-25,4.3732846882344801e-26,1.1695446697163287e-42,3.4264711562996914e-27,4.3467451471347976e-27,5.1904489276364661e-17,1.0792536161493126e-61,9.6146212673339535e-19,2.6524538277901855e-40,1.0658280285483289e-29,2.7618899299208431e-43,1.7905069958976056e-64,4.052595716485936e-25,3.1972193347928053e-48,5.8448325657384543e-08,1.7048632407904159e-08,3.8636818344391291e-13,3.9351004934041021e-17,3.8637977545942097e-13,1.0922707569323738e-23,1.0806864688426472e-23
2.4706457725096507e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934352519597989,0.09999992226941487,0.099999988663539374,2.3115937639706348e-73,8.2117224002072901e-25,7.9298778607085608e-26,3.2728170115857433e-42,7.7773786237405439e-27,9.8124024065015516e-27,9.1377351757284464e-17,7.7310407607828692e-61,1.2786567509560654e-18,9.789725093794091e-40,2.9628808692842409e-29,7.7287862878890041e-43,6.4346421287077325e-64,8.8251174310390816e-25,1.3730773286819936e-47,7.7730071232875339e-08,2.2672921228092713e-08,5.1382885979232755e-13,6.5701819868741994e-17,5.1385325665586582e-13,2.3614925355804655e-23,2.4395372400633379e-23
3.0835191424502574e-13,0.09977366400000001,0.80000000000000004,0.0,0.28934350028977912,0.099999902987629258,0.099999985851395523,1.1556408070729614e-72,1.795682532152378e-24,1.2656396991443685e-25,7.3991290828062087e-42,1.4791976009165966e-26,1.8597100160909157e-26,1.4193844719353274e-16,4.0019452626034621e-60,1.5958569530964471e-18,2.7611269626322207e-39,6.5773515236626547e-29,1.7473109787963073e-42,1.8477741151415782e-63,1.612109151680397e-24,4.4364381556651398e-47,9.7011729345994329e-08,2.8297208917146168e-08,6.4128904383597603e-13,9.676747101757248e-17,6.413326189328626e-13,4.2823652368392053e-23,4.6235324060666287e-23
