Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),CH2X(27),HX(19),CHX(28),CX(26),H2OX(23),OCX(25),CO2X(24),COX(47),CHOX(50),CH4OX(57),CH3OX(56),CH2OX(181),CHOX(183),CH3OX(55),C2H6X(49)
2.507780715054424e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152958341217676,0.096563305325427048,0.095891482001821765,3.0281424152796385e-05,0.00014673939323374771,2.2471862063974562e-13,1.5065572308184268e-07,2.1811249496082003e-12,2.3912658026256695e-29,8.3623992049080773e-12,6.9542946724427696e-30,1.4050821597572169e-18,3.1669107190748879e-21,5.1541129118563468e-09,2.8835825862251803e-26,7.204581299313833e-27,3.2938065564950295e-11,4.8399525688016266e-24,0.0033565786723810361,0.0079463978371073704,1.0471975382473206e-09,6.1133642559320613e-08,5.8450320263567965e-15,3.346129328808972e-09,7.5311798941951839e-12,7.3692746911263666e-09,1.3447243094135383e-05,4.9668175108746221e-05,1.366749146326724e-09,1.8058114618989085e-10,8.7939128895254659e-15,6.0228361647815809e-10,1.5797061407729986e-15,3.1558850549420012e-15,5.0810641101115322e-12,1.632584004315505e-12,9.629521969303248e-15
2.512077038543551e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152954373663549,0.096563170782098695,0.095891226942407315,3.0385429038124473e-05,0.0001469962788164365,2.2490420608986458e-13,1.5077254934360421e-07,2.1848816228573667e-12,2.3995722074976286e-29,8.3698264306376641e-12,7.0029373864737454e-30,1.4056093285153675e-18,3.1803106875791938e-21,5.1657481220229547e-09,2.8875954449341124e-26,7.2274905205685071e-27,3.2963269029767783e-11,4.8689966616059578e-24,0.003356573253843329,0.0079463840694068109,1.047199273163785e-09,6.11749354834666e-08,5.8450339332713947e-15,3.3473282672091755e-09,7.5337546911453124e-12,7.369288146003101e-09,1.3470233877467926e-05,4.9703999906800664e-05,1.368875769850863e-09,1.8072123784497346e-10,8.8034109008331592e-15,6.0367928184418793e-10,1.5832747656395624e-15,3.1630144236676763e-15,5.1009056668610741e-12,1.638802379866086e-12,9.6461219582338756e-15
2.5163733620326784e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152950419669359,0.09656303623631049,0.095890971808456002,3.0489577681932864e-05,0.00014725316443716492,2.2508961184841781e-13,1.5088892439489744e-07,2.1886383036077241e-12,2.407890530191088e-29,8.3772441035262644e-12,7.0518290785921786e-30,1.4061356634695847e-18,3.193743927564397e-21,5.1773911405480582e-09,2.8915992538237284e-26,7.2504244524554327e-27,3.2988451712935769e-11,4.8981635402889392e-24,0.0033565678377437034,0.0079463703069891783,1.0472010064514876e-09,6.1216200435217845e-08,5.8450358306418906e-15,3.3485252052221851e-09,7.5363252101755661e-12,7.3693015894920598e-09,1.3493224663768322e-05,4.9739681413552739e-05,1.3709999526599681e-09,1.8086078853625778e-10,8.8128828071849333e-15,6.0507590545020908e-10,1.5868457948526622e-15,3.1701485970773377e-15,5.1207919879084588e-12,1.6450339587390307e-12,9.6627219802987864e-15
2.5206696855218056e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152946479211254,0.096562901688066805,0.095890716600093892,3.0593869836555753e-05,0.00014751005009564736,2.2527483734397566e-13,1.5100484898708204e-07,2.1923949918475775e-12,2.4162207474246528e-29,8.3846522677770289e-12,7.1009705688978095e-30,1.4066611641001526e-18,3.2072104656208517e-21,5.1890419620942006e-09,2.8955940082088532e-26,7.2733830269902628e-27,3.3013613676290677e-11,4.9274535094723724e-24,0.0033565624240778991,0.0079463565498502729,1.0472027381138049e-09,6.1257437471245272e-08,5.8450377184905569e-15,3.3497201420954988e-09,7.5388914496280034e-12,7.3693150216177011e-09,1.3516215453046465e-05,4.9775219875793988e-05,1.3731216928321599e-09,1.8099979916481593e-10,8.822328602454903e-15,6.0647348662764483e-10,1.5904192267907561e-15,3.1772875719559396e-15,5.1407231032802979e-12,1.6512787467273927e-12,9.6793220354707426e-15
2.524966009010933e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152942552265389,0.096562767137372024,0.095890461317447162,3.0698305254245448e-05,0.00014776693579159907,2.2545988200710277e-13,1.5112032387188423e-07,2.1961516875652534e-12,2.4245628358755231e-29,8.3920509672959921e-12,7.150362678794379e-30,1.4071858298958777e-18,3.2207103283205236e-21,5.2007005813345589e-09,2.8995797034894154e-26,7.2963661761970003e-27,3.3038754981296647e-11,4.9568668740184479e-24,0.0033565570128416523,0.0079463427979858722,1.0472044681543964e-09,6.1298646648503563e-08,5.845039596842324e-15,3.3509130771182157e-09,7.5414534080033548e-12,7.3693284424042587e-09,1.3539206245312047e-05,4.9810615540397928e-05,1.3752409884274785e-09,1.8113827063215663e-10,8.8317482962750094e-15,6.0787202470927674e-10,1.5939950598355438e-15,3.1844313450948618e-15,5.1606990429830344e-12,1.657536749615408e-12,9.6959221237225206e-15
2.52926233250006e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152938638807919,0.09656263258423059,0.095890205960641989,3.0802883687181238e-05,0.00014802382152473615,2.2564474527021054e-13,1.512353498013593e-07,2.1999083907491064e-12,2.4329167721850497e-29,8.3994402457187649e-12,7.2000062308805026e-30,1.4077096603533865e-18,3.2342435422185269e-21,5.2123669929519672e-09,2.9035563351433123e-26,7.3193738321078888e-27,3.3063875689077692e-11,4.9864039390095021e-24,0.0033565516040306997,0.0079463290513917349,1.0472061965766663e-09,6.1339828022697575e-08,5.8450414657199876e-15,3.3521040095874142e-09,7.5440110837749921e-12,7.3693418518755769e-09,1.35621970405752e-05,4.9845868654310999e-05,1.3773578375630157e-09,1.8127620384018069e-10,8.8411418887097198e-15,6.0927151902912804e-10,1.5975732923716672e-15,3.1915799132913439e-15,5.1807198370046594e-12,1.6638079731792519e-12,9.7125222450269142e-15
2.5335586559891873e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152934738814988,0.096562498028646818,0.095889950529804674,3.0907604887456097e-05,0.00014828070729477571,2.2582942656795254e-13,1.5134992752795536e-07,2.2036651013875151e-12,2.4412825329494021e-29,8.4068201463550088e-12,7.2499020492048426e-30,1.4082326549787493e-18,3.2478101338496085e-21,5.2240411916409545e-09,2.9075238987427498e-26,7.3424059267655379e-27,3.3088975860349006e-11,5.0160650097946474e-24,0.003356546197640775,0.0079463153100635849,1.047207923384141e-09,6.1380981650168034e-08,5.8450433251473768e-15,3.3532929388228566e-09,7.5465644754879661e-12,7.3693552500555572e-09,1.3585187838845572e-05,4.9880979464565989e-05,1.3794722383675916e-09,1.8141359969125665e-10,8.8505093851141092e-15,6.1067196892272175e-10,1.6011539227873237e-15,3.1987332733496888e-15,5.2007855153108295e-12,1.6700924231853521e-12,9.7291223993567393e-15
2.5378549794783146e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152930852262733,0.096562363470625162,0.095889695025061519,3.1012468607084364e-05,0.0001485375931014359,2.2601392533710961e-13,1.5146405780448104e-07,2.2074218194688837e-12,2.4496600947240518e-29,8.4141907122102042e-12,7.3000509591794729e-30,1.4087548132868937e-18,3.2614101297293392e-21,5.2357231721069403e-09,2.9114823899484941e-26,7.3654623922229734e-27,3.3114055555442693e-11,5.0458503919737279e-24,0.0033565407936676133,0.0079463015739971235,1.0472096485802634e-09,6.1422107586264984e-08,5.8450451751478032e-15,3.3544798641653982e-09,7.5491135817299887e-12,7.3693686369676906e-09,1.3608178640133055e-05,4.9915948218274338e-05,1.3815841890028114e-09,1.8155045908818334e-10,8.8598507906290815e-15,6.1207337372698752e-10,1.6047369494740377e-15,3.2058914220808086e-15,5.2208961078462397e-12,1.6763901053909937e-12,9.7457225866848369e-15
2.542151302967442e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152926979127287,0.096562228910170009,0.095889439446538896,3.1117474598007385e-05,0.00014879447894443554,2.2619824101650566e-13,1.515777413840819e-07,2.2111785449816445e-12,2.4580494340244514e-29,8.421551986001247e-12,7.3504537875215569e-30,1.4092761348011324e-18,3.2750435563549648e-21,5.2474129290658651e-09,2.9154318045058081e-26,7.3885431605437692e-27,3.3139114834333153e-11,5.0757603913863363e-24,0.0033565353921069462,0.0079462878431880365,1.047211372168533e-09,6.1463205887579437e-08,5.8450470157446882e-15,3.3556647849640037e-09,7.5516584010937364e-12,7.3693820126361432e-09,1.3631169444446952e-05,4.9950775162620488e-05,1.3836936876531667e-09,1.8168678293416062e-10,8.8691661077213118e-15,6.1347573278019461e-10,1.6083223708265283e-15,3.2130543563019558e-15,5.2410516445355737e-12,1.6827010255447415e-12,9.7623228069840813e-15
2.546447626456569e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152923119384778,0.096562094347285743,0.095889183794363161,3.1222622612097153e-05,0.00014905136482349445,2.2638237304699971e-13,1.516909790202284e-07,2.2149352779142489e-12,2.4664505273272662e-29,8.4289040101620989e-12,7.401111362237838e-30,1.4097966190530855e-18,3.2887104402056342e-21,5.2591104572438553e-09,2.9193721382432977e-26,7.4116481638024921e-27,3.3164153756638777e-11,5.1057953141087517e-24,0.003356529992954506,0.0079462741176319802,1.0472130941522887e-09,6.1504276608371635e-08,5.8450488469607035e-15,3.3568477005982354e-09,7.5541989322472303e-12,7.369395377083828e-09,1.3654160251797406e-05,4.9985460544858187e-05,1.3858007325411657e-09,1.8182257213277535e-10,8.8784553414347924e-15,6.1487904542193122e-10,1.6119101852426204e-15,3.220222072836572e-15,5.2612521552837814e-12,1.6890251893865728e-12,9.7789230602273452e-15
2.5507439499456963e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152919273011339,0.096561959781976764,0.095888928068660825,3.1327912401157028e-05,0.00014930825073833316,2.2656632087151918e-13,1.5180377146671316e-07,2.218692018255177e-12,2.4748633510711422e-29,8.4362468268424183e-12,7.4520245126398142e-30,1.4103162655826781e-18,3.3024108077422187e-21,5.2708157513775532e-09,2.9233033870737969e-26,7.4347773340853866e-27,3.3189172381629331e-11,5.1359554664565371e-24,0.0033565245962060243,0.007946260397324597,1.0472148145351042e-09,6.1545319805710358e-08,5.845050668819818e-15,3.358028610453709e-09,7.5567351738721352e-12,7.3694087303349805e-09,1.3677151062193287e-05,5.0020004612309916e-05,1.3879053218939661e-09,1.8195782758799793e-10,8.8877184970761086e-15,6.1628331099311648e-10,1.6155003911233338e-15,3.227394568514411e-15,5.2814976699758959e-12,1.6953626026477937e-12,9.7955233463875374e-15
2.5550402734348235e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152915439983081,0.096561825214247471,0.095888672269558356,3.1433343716914687e-05,0.00014956513668867342,2.2675008393537894e-13,1.5191611947769083e-07,2.2224487659929355e-12,2.4832878816506423e-29,8.4435804778677804e-12,7.5031940695367332e-30,1.4108350739394256e-18,3.3161446854046204e-21,5.2825288062153205e-09,2.92722554700656e-26,7.4579306034925957e-27,3.3214170768166741e-11,5.1662411550196898e-24,0.0033565192018572307,0.007946246682261484,1.0472165333202088e-09,6.158633553274667e-08,5.8450524813439698e-15,3.359207513947891e-09,7.5592671247113369e-12,7.3694220724120395e-09,1.3700141875644966e-05,5.0054407612373818e-05,1.3900074539952661e-09,1.8209255020423025e-10,8.8969555787665853e-15,6.176885288361902e-10,1.6190929868732714e-15,3.2345718401723804e-15,5.3017882184741277e-12,1.7017132710497902e-12,9.8121236654375826e-15
2.5593365969239507e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152911620276121,0.096561690644102235,0.095888416397182319,3.1538916311046816e-05,0.00014982202267423749,2.2693366168557414e-13,1.5202802380756152e-07,2.2262055211160485e-12,2.4917240954299111e-29,8.4509050048391951e-12,7.5546208647866139e-30,1.411353043679473e-18,3.3299120996181138e-21,5.2942496165138406e-09,2.9311386141181874e-26,7.4811079041346055e-27,3.3239148974836887e-11,5.1966526865800854e-24,0.0033565138099038538,0.0079462329724382455,1.0472182505111133e-09,6.1627323845918643e-08,5.8450542845567428e-15,3.3603844105028596e-09,7.5617947835233084e-12,7.3694354033387726e-09,1.3723132692161191e-05,5.0088669792499037e-05,1.3921071271277521e-09,1.8222674088616591e-10,8.906166592019704e-15,6.1909469829465315e-10,1.6226879708995524e-15,3.2417538846523659e-15,5.322123830624756e-12,1.7080772003070318e-12,9.8287240173504215e-15
2.563632920413078e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152907813866576,0.096561556071545498,0.095888160451659266,3.1644629935166174e-05,0.00015007890869474865,2.2711705357128028e-13,1.5213948521103828e-07,2.2299622836130666e-12,2.5001719687341906e-29,8.4582204490690512e-12,7.6063057315998093e-30,1.4118701743675777e-18,3.3437130767890816e-21,5.3059781770403458e-09,2.9350425845721387e-26,7.5043091681355424e-27,3.3264107059864828e-11,5.2271903681670103e-24,0.0033565084203416224,0.0079462192678504476,1.0472199661110435e-09,6.1668284798182113e-08,5.8450560784800712e-15,3.3615592995719145e-09,7.5643181491299667e-12,7.3694487231375797e-09,1.3746123511752158e-05,5.0122791400198696e-05,1.3942043396250974e-09,1.8236040053887105e-10,8.9153515419346961e-15,6.2050181871337021e-10,1.6262853416125192e-15,3.2489406988026635e-15,5.3425045362535379e-12,1.7144543961250792e-12,9.8453244020990039e-15
2.567929243902205e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152904020730554,0.096561421496581631,0.095887904433115831,3.1750484340821714e-05,0.00015033579474993088,2.2730025904389559e-13,1.5225050444314578e-07,2.2337190534725662e-12,2.5086314778492649e-29,8.4655268515780445e-12,7.6582495045628444e-30,1.4123864655771307e-18,3.3575476433047117e-21,5.3177144825730325e-09,2.938937454620085e-26,7.5275343276339196e-27,3.3289045081121034e-11,5.2578545070613093e-24,0.0033565030331662647,0.007946205568493632,1.0472216801236098e-09,6.1709218447276526e-08,5.8450578631380421e-15,3.3627321806059936e-09,7.5668372203509123e-12,7.3694620318327701e-09,1.376911433442585e-05,5.0156772683049785e-05,1.3962990898115347e-09,1.8249353006778284e-10,8.9245104342274191e-15,6.2190988943859107e-10,1.6298850974258386e-15,3.2561322794781408e-15,5.3629303651653878e-12,1.7208448642004504e-12,9.8619248196563002e-15
2.5722255673913324e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152900240844158,0.096561286919215034,0.095887648341678677,3.1856479279503768e-05,0.00015059268083950929,2.2748327755700453e-13,1.5236108225920455e-07,2.2374758306831455e-12,2.5171025990228848e-29,8.4728242531045311e-12,7.7104530196054151e-30,1.4129019168900556e-18,3.3714158255334949e-21,5.3294585279003594e-09,2.9428232205995447e-26,7.5507833147828535e-27,3.3313963096119304e-11,5.2886454107890791e-24,0.0033564976483735072,0.0079461918743633266,1.0472233925517703e-09,6.1750124842887165e-08,5.8450596385510791e-15,3.3639030531075377e-09,7.5693519961124258e-12,7.3694753294452482e-09,1.3792105160193673e-05,5.0190613888687889e-05,1.3983913760957244e-09,1.8262613037869065e-10,8.9336432744492465e-15,6.2331890981791033e-10,1.6334872367563234e-15,3.2633286235399695e-15,5.3834013471449237e-12,1.72724861022087e-12,9.8785252699953048e-15
2.5765218908804596e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152896474183491,0.096561152339450104,0.095887392177474509,3.1962614502645569e-05,0.00015084956696320939,2.2766610856634684e-13,1.5247121941481886e-07,2.2412326152334313e-12,2.525585308465651e-29,8.4801126941109699e-12,7.7629171139805942e-30,1.4134165278964267e-18,3.3853176498255207e-21,5.3412103078214341e-09,2.9466998789324513e-26,7.5740560617504498e-27,3.333886116204591e-11,5.3195633871178171e-24,0.0033564922659590764,0.007946178185455028,1.0472251033994123e-09,6.1791004046220141e-08,5.8450614047447807e-15,3.3650719165457501e-09,7.5718624752735474e-12,7.3694886160006938e-09,1.3815095989061779e-05,5.0224315264805851e-05,1.400481196825444e-09,1.8275820237772143e-10,8.9427500686545689e-15,6.2472887920024389e-10,1.6370917580239932e-15,3.2705297278556106e-15,5.4039175119568166e-12,1.7336656398654222e-12,9.8951257530890273e-15
2.580818214369587e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152892720724653,0.09656101775729127,0.095887135940630072,3.2068889761625908e-05,0.00015110645312075817,2.2784875152990853e-13,1.5258091666587782e-07,2.2449894071120704e-12,2.5340795823502332e-29,8.487392214777399e-12,7.8156426263062809e-30,1.4139302981949537e-18,3.3992531425118956e-21,5.3529698171456123e-09,2.9505674261275866e-26,7.5973525007208264e-27,3.3363739335727997e-11,5.3506087440638662e-24,0.0033564868859186966,0.0079461645017642173,1.0472268126692121e-09,6.183185610343134e-08,5.8450631617379716e-15,3.3662387704735268e-09,7.5743686568680978e-12,7.3695018915186442e-09,1.3838086821042999e-05,5.0257877059150848e-05,1.4025685504860695e-09,1.8288974697134139e-10,8.9518308228688386e-15,6.2613979693586504e-10,1.6406986596520382e-15,3.2777355892989077e-15,5.4244788893452114e-12,1.7400959588043126e-12,9.9117262689105e-15
2.5846849055098014e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152889353879506,0.096560896631305126,0.095886905265467379,3.2164657019827194e-05,0.00015133765069126745,2.2801296897157515e-13,1.5267926869837356e-07,2.2483705260592225e-12,2.5417342967243917e-29,8.4939361894983107e-12,7.8633197938244077e-30,1.4143919723326829e-18,3.4118238941561777e-21,5.3635599798943814e-09,2.954040425755841e-26,7.618339496418348e-27,3.3386112730899198e-11,5.3786587304932796e-24,0.0033564820459086367,0.0079461521908996881,1.0472283496659642e-09,6.1868599792987571e-08,5.8450647351852848e-15,3.3672872204740513e-09,7.5766205450155684e-12,7.3695138300672986e-09,1.3858778572493509e-05,5.0287963536446195e-05,1.4044450581267756e-09,1.8300768692339887e-10,8.9599812427371697e-15,6.2741043320393589e-10,1.64394690502439e-15,3.284224929362646e-15,5.4430228103168086e-12,1.7458946128761737e-12,9.9266667611097607e-15
2.588551596650016e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152885997691048,0.096560775503386681,0.095886674531661234,3.2260537324320467e-05,0.00015156884828877523,2.2817703326665881e-13,1.527772655720631e-07,2.2517516509249221e-12,2.5493983415484817e-29,8.5004730000016929e-12,7.9112100033436292e-30,1.4148529648969417e-18,3.4244219576843165e-21,5.3741563954931793e-09,2.9575060401689181e-26,7.639345578304096e-27,3.3408470100101979e-11,5.4068123697745023e-24,0.0033564772078149788,0.0079461398842543152,1.0472298853899887e-09,6.1905321580262234e-08,5.8450663012158563e-15,3.3683340420536122e-09,7.5788689505879649e-12,7.369525759711587e-09,1.3879470326477973e-05,5.0317937333897816e-05,1.4063195650524536e-09,1.8312520107280291e-10,8.9681105801213658e-15,6.2868183664103705e-10,1.647197076068547e-15,3.2907181179016839e-15,5.4616033992092028e-12,1.7517040399845703e-12,9.9416072797770213e-15
2.5924182877902304e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1815288265214185,0.096560654373539126,0.09588644373930405,3.2356530493758608e-05,0.00015180004591308397,2.2834094402452491e-13,1.5287490783852879e-07,2.255132781700942e-12,2.557071699378185e-29,8.5070026750246691e-12,7.9593138689332725e-30,1.4153132756119462e-18,3.4370473522540503e-21,5.3847590601791018e-09,2.9609642669939671e-26,7.6603706969742512e-27,3.3430811484089227e-11,5.4350698869457831e-24,0.0033564723716346069,0.0079461275818247593,1.0472314198436712e-09,6.1942021504393267e-08,5.8450678598458113e-15,3.3693792348965104e-09,7.5811138729044547e-12,7.369537680467861e-09,1.3900162083003055e-05,5.0347798632215865e-05,1.4081920701686766e-09,1.8324229008100817e-10,8.9762188399324979e-15,6.2995400677619959e-10,1.6504491716414115e-15,3.2972151526497101e-15,5.4802206776651806e-12,1.7575242442455006e-12,9.9565478248926408e-15
2.596284978930445e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152879317214485,0.096560533241765667,0.095886212888488309,3.2452636346765016e-05,0.00015203124356399659,2.2850470085597752e-13,1.5297219604951577e-07,2.2585139183790704e-12,2.5647543527460224e-29,8.5135252431308523e-12,8.0076320055254817e-30,1.4157729042072345e-18,3.4497000970111983e-21,5.3953679701957655e-09,2.9644151039125951e-26,7.6814148030363877e-27,3.3453136923398984e-11,5.4634315072021063e-24,0.0033564675373644018,0.00794611528360766,1.0472329530293038e-09,6.1978699603391459e-08,5.8450694110907377e-15,3.3704227987014233e-09,7.583355311313927e-12,7.3695495923517734e-09,1.3920853842075718e-05,5.037754761213999e-05,1.4100625724033082e-09,1.8335895460966314e-10,8.9843060271703017e-15,6.3122694313930192e-10,1.6537031906018735e-15,3.3037160313443932e-15,5.4988746673146539e-12,1.7633552297694143e-12,9.9714883964370049e-15
2.6001516700706594e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152875992891515,0.09656041210806951,0.09588598197930652,3.2548854701934303e-05,0.00015226244124131672,2.2866830337327445e-13,1.5306913075692855e-07,2.2618950609511118e-12,2.5724462841613749e-29,8.5200407327102007e-12,8.0561650289215565e-30,1.4162318504176479e-18,3.4623802110895707e-21,5.4059831217934597e-09,2.9678585486611818e-26,7.7024778471098992e-27,3.347544645835858e-11,5.4918974558962406e-24,0.0033564627050012463,0.0079461029895996522,1.0472344849493064e-09,6.2015355916770143e-08,5.8450709549669309e-15,3.3714647331734036e-09,7.585593265179789e-12,7.3695614953798199e-09,1.394154560370212e-05,5.0407184454438716e-05,1.4119310706915959e-09,1.8347519532060589e-10,8.9923721469903365e-15,6.3250064526107197e-10,1.6569591318108471e-15,3.3102207517273974e-15,5.5175653897745961e-12,1.7691970006611819e-12,9.9864289943904979e-15
2.604018361210874e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1815287267915551,0.096560290972453902,0.095885751011851234,3.2645185377833862e-05,0.00015249363894484844,2.2883175119013569e-13,1.5316571251282757e-07,2.2652762094088863e-12,2.5801474761106771e-29,8.5265491719800841e-12,8.1049135557925486e-30,1.4166901139833569e-18,3.4750877136109848e-21,5.4166045112290044e-09,2.9712945990308136e-26,7.7235597798262844e-27,3.3497740129082137e-11,5.5204679585387073e-24,0.0033564578745420223,0.0079460906997973549,1.0472360156059569e-09,6.2051990482344244e-08,5.8450724914898929e-15,3.372505038035127e-09,7.5878277339027352e-12,7.3695733895677177e-09,1.3962237367889072e-05,5.0436709339907765e-05,1.413797563996472e-09,1.8359101287585952e-10,9.0004172046788336e-15,6.3377511267308542e-10,1.6602169941312377e-15,3.3167293115443489e-15,5.5362928666490496e-12,1.7750495610201076e-12,1.0001369618733523e-14
2.6078850523510884e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152869375989036,0.096560169834922008,0.095885519986214973,3.2741628193004733e-05,0.00015272483667439629,2.2899504392174529e-13,1.532619418694247e-07,2.2686573637442269e-12,2.5878579110576225e-29,8.5330505889864878e-12,8.1538782036788966e-30,1.4171476946497864e-18,3.4878226236852773e-21,5.4272321347659072e-09,2.9747232528671619e-26,7.7446605518294742e-27,3.3520017975478523e-11,5.5491432407976206e-24,0.0033564530459836103,0.0079460784141973644,1.0472375450016892e-09,6.2088603339817982e-08,5.8450740206759664e-15,3.3735437130125319e-09,7.5900587168907273e-12,7.3695852749320262e-09,1.3982929134642515e-05,5.0466122449369357e-05,1.4156620512836398e-09,1.837064079376273e-10,9.0084412056520502e-15,6.3505034490776283e-10,1.6634767764279826e-15,3.3232417085448905e-15,5.5550571195291602e-12,1.7809129149399445e-12,1.0016310269446484e-14
2.611751743491303e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1815286608337465,0.096560048695477046,0.095885288902490373,3.2838182965963343e-05,0.00015295603442976551,2.2915818118475872e-13,1.5335781937907895e-07,2.2720385239489835e-12,2.5955775714433601e-29,8.5395450116052497e-12,8.2030595909901048e-30,1.4176045921676564e-18,3.5005849604103202e-21,5.4378659886741371e-09,2.9781445080703553e-26,7.7657801137761144e-27,3.3542280037245971e-11,5.5779235284984851e-24,0.0033564482193228933,0.0079460661327962739,1.0472390731387209e-09,6.2125194526281248e-08,5.8450755425403024e-15,3.3745807578526782e-09,7.5922862135962623e-12,7.369597151488058e-09,1.4003620903969429e-05,5.04954239636703e-05,1.4175245315525132e-09,1.8382138116828721e-10,9.0164441554503665e-15,6.3632634149836628e-10,1.6667384775679921e-15,3.3297579404826017e-15,5.5738581699932107e-12,1.7867870665089127e-12,1.00312509465098e-14
2.6156184346315174e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152862801294922,0.096559927554122224,0.095885057760769929,3.2934849515202162e-05,0.00015318723221076166,2.2932116259730433e-13,1.5345334559429266e-07,2.2754196900150207e-12,2.6033064396867112e-29,8.5460324675432143e-12,8.2524583370046252e-30,1.418060806292888e-18,3.5133747428720446e-21,5.4485060692303505e-09,2.9815583625948682e-26,7.7869184163358888e-27,3.3564526353882342e-11,5.6068090476240779e-24,0.0033564433945567507,0.0079460538555906571,1.0472406000195072e-09,6.216176408172411e-08,5.8450770570993565e-15,3.3756161723021889e-09,7.5945102234716463e-12,7.3696090192524685e-09,1.4024312675875481e-05,5.0524614063681495e-05,1.4193850037987453e-09,1.8393593323038739e-10,9.0244260597570471e-15,6.3760310197899674e-10,1.6700020964202024e-15,3.3362780051150572e-15,5.5926960396066379e-12,1.7926720198097139e-12,1.0046191649903894e-14
2.619485125771732e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152859529732415,0.096559806410860746,0.095884826561146316,3.3031627659191734e-05,0.00015341843001719105,2.2948398777899239e-13,1.5354852106770716e-07,2.278800861934217e-12,2.6110444981843458e-29,8.5525129843393631e-12,8.3020750618699365e-30,1.4185163367866796e-18,3.5261919901444379e-21,5.459152372717561e-09,2.9849648144494137e-26,7.8080754101918028e-27,3.3586756964676149e-11,5.6358000243143307e-24,0.0033564385716820639,0.0079460415825770726,1.0472421256461902e-09,6.2198312042314384e-08,5.8450785643678244e-15,3.3766499561332091e-09,7.5967307460227635e-12,7.3696208782401255e-09,1.4045004450367872e-05,5.0553692930295746e-05,1.4212434670594797e-09,1.840500647866412e-10,9.0323869243701125e-15,6.3888062588459177e-10,1.6732676318555e-15,3.3428019002037366e-15,5.6115707499220618e-12,1.7985677789195467e-12,1.0061132379609203e-14
2.6233518169119464e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18152856268669681,0.096559685265695819,0.095884595303712086,3.3128517216380922e-05,0.00015364962784886015,2.296466563509149e-13,1.5364334635209898e-07,2.2821820396984682e-12,2.6187917293109937e-29,8.5589865893659249e-12,8.3519103866026391e-30,1.4189711834153721e-18,3.5390367212895685e-21,5.4698048954254978e-09,2.9883638616968594e-26,7.829251046040511e-27,3.3608971908721048e-11,5.6648966848662245e-24,0.0033564337506957129,0.007946029313752068,1.0472436500212754e-09,6.223483844868207e-08,5.8450800643624338e-15,3.3776821091115021e-09,7.598947780742972e-12,7.3696327284679398e-09,1.4065696227451818e-05,5.0582660744427662e-05,1.4230999203577168e-09,1.8416377649992239e-10,9.0403267552342622e-15,6.4015891275092292e-10,1.6765350827467935e-15,3.3493296235140949e-15,5.6304823224793042e-12,1.8044743479101172e-12,1.0076073135606161e-14
