Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),C2H6X(52),C2H4X(205),C2H4X(65)
4.4663726972207604e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230506018663225,0.11866777385166255,0.022821535822947259,0.0,1.3791248946306504e-27,7.4512297460882189e-13,0.0,2.1575222669127145e-19,0.0,3.9561563266638789e-08,1.661503350184905e-37,3.9416751837859605e-08,5.4852232368823863e-26,9.7021563318955801e-28,0.0,0.0,9.322135000795589e-23,3.5856837770880226e-28,2.1525034474808611e-06,6.3740081217741072e-08,2.5661319031509993e-10,2.6301630788935754e-17,6.6402651197231681e-14,1.1322565611018525e-10,1.2703028296766528e-17,6.9836841196885895e-30,7.1483507496718855e-25,1.3750170464417512e-35,9.3400158961228557e-35
4.602196294623894e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230499279026748,0.11866770719605668,0.022821534853772689,0.0,1.5098981306576611e-27,7.9112891249305708e-13,0.0,2.3601268028608393e-19,0.0,4.0766991383086483e-08,1.988161461575507e-37,4.0615346639195587e-08,6.1814504723563316e-26,1.0448577898196732e-27,0.0,0.0,9.910490724558292e-23,4.1613977646255472e-28,2.2179525177821746e-06,6.5678423083294851e-08,2.6446195108042603e-10,2.7107110199113088e-17,7.0037773223631743e-14,1.143294816709484e-10,1.3897244683113497e-17,8.3496086665131866e-30,8.0570601713531159e-25,1.6941428133722022e-35,1.0871203547883438e-34
4.738019892027028e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230492539450229,0.11866764054098947,0.022821533884598382,0.0,1.6487516728529785e-27,8.3851277662758531e-13,0.0,2.5750330558293146e-19,0.0,4.19724824054586e-08,2.3666448920487311e-37,4.1813936763378378e-08,6.9418503437270462e-26,1.1224766384514229e-27,0.0,0.0,1.0517597206752416e-22,4.8085794849781269e-28,2.2834010486634809e-06,6.7616764288883095e-08,2.7231337282844296e-10,2.7912975575818917e-17,7.3745059024184129e-14,1.1537106896857732e-10,1.5164036861390658e-17,9.9306868788057437e-30,9.0497402043939056e-25,2.0746511243828941e-35,1.2596438176386994e-34
4.8738434894301615e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230485799933334,0.11866757388646094,0.022821532915424329,0.0,1.7959351804215164e-27,8.8727455697852329e-13,0.0,2.8026039784420479e-19,0.0,4.3178032786541482e-08,2.8033276121004969e-37,4.3012522210435101e-08,7.7702381222188697e-26,1.2030734734916521e-27,0.0,0.0,1.1143519527554375e-22,5.5336486112729271e-28,2.3488490401292372e-06,6.955510483451119e-08,2.8016745554600627e-10,2.8719090487223019e-17,7.752289356575198e-14,1.1635396682976819e-10,1.6505543615640182e-17,1.1753098576611774e-29,1.0131408608419232e-24,2.5260556997862826e-35,1.453351243117213e-34
5.009667086833295e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230479060475709,0.1186675072324711,0.022821531946250542,0.0,1.951698263563136e-27,9.3741424351225218e-13,0.0,3.043202573698076e-19,0.0,4.4383639181439781e-08,3.3051534700290462e-37,4.4211102980392915e-08,8.6705380547407363e-26,1.2866478444391542e-27,0.0,0.0,1.1788322705828621e-22,6.3433931518700611e-28,2.4142964921838996e-06,7.1493444720185356e-08,2.8802419921980449e-10,2.9525480223883812e-17,8.1369697694326991e-14,1.1728152172700795e-10,1.7923903550639926e-17,1.3845323200625343e-29,1.1307228676144322e-24,3.0590098988510077e-35,1.670126109653652e-34
5.145490684236429e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230472321077048,0.1186674405790199,0.022821530977077013,0.0,2.1162925075356154e-27,9.8893182619541467e-13,0.0,3.2971918930594951e-19,0.0,4.5589298436039083e-08,3.8796690807745312e-37,4.5409679073278966e-08,9.6467832695684431e-26,1.3731995502357433e-27,0.0,0.0,1.2452071719274465e-22,7.2449791845527819e-28,2.4797434048319245e-06,7.3431783945909842e-08,2.9588360383642504e-10,3.0332281174533418e-17,8.5283927353263687e-14,1.1815688931680608e-10,1.9421255091917428e-17,1.6238267935801197e-29,1.2582509232387782e-24,3.6854053096249924e-35,1.9119589229732663e-34
5.2813142816395626e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230465581737034,0.11866737392610738,0.022821530007903754,0.0,2.2899697268439286e-27,1.041827294994918e-12,0.0,3.5649350344904917e-19,0.0,4.6795007576126137e-08,4.5350576255158631e-37,4.6608250489120403e-08,1.0703115681519238e-25,1.4627271658747582e-27,0.0,0.0,1.313483166315076e-22,8.2459605493585041e-28,2.5451897780777659e-06,7.5370122511689624e-08,3.0374566938274227e-10,3.113933962526298e-17,8.9264072817662042e-14,1.1898304532009398e-10,2.0999736485764006e-17,1.8965399015512266e-29,1.3962704632303155e-24,4.418475749600266e-35,2.180950017959151e-34
5.417137879042696e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230458842455412,0.11866730727373352,0.022821529038730755,0.0,2.4729810862897366e-27,1.0961006398779311e-12,0.0,3.8467951404705957e-19,0.0,4.8000763797129811e-08,5.2801735610150377e-37,4.7806817227944345e-08,1.1843785896608424e-25,1.5552273811652979e-27,0.0,0.0,1.3836667581643804e-22,9.3542885002072547e-28,2.6106356119258813e-06,7.7308460417531214e-08,3.1161039584548625e-10,3.1946637637247852e-17,9.330865794461834e-14,1.1976279578220062e-10,2.266148579924884e-17,2.2062876184342642e-29,1.5453414758814911e-24,5.2729068094132644e-35,2.4793123486032124e-34
5.55296147644583e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230452103231911,0.11866724062189829,0.022821528069558023,0.0,2.66558011504622e-27,1.1517518508118867e-12,0.0,4.1431353960016714e-19,0.0,4.9206564454446727e-08,6.1245782376917677e-37,4.9005379289777965e-08,1.3073153116183857e-25,1.6506977087027238e-27,0.0,0.0,1.4557644437059814e-22,1.0578321315488029e-27,2.6760809063807228e-06,7.9246797663438794e-08,3.19477783211184e-10,3.2754371274848327e-17,9.7416239439065293e-14,1.2049878674774869e-10,2.440864092023304e-17,2.5569690297690002e-29,1.7060385019252905e-24,6.2649510708634901e-35,2.8093742660923636e-34
5.688785073848964e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230445364066268,0.11866717397060172,0.022821527100385559,0.0,2.8680209508504555e-27,1.2087809177644811e-12,0.0,4.4543190266249107e-19,0.0,5.0412407054318975e-08,7.0785764254079946e-37,5.0203936674648399e-08,1.4395685040539241e-25,1.7491350681079236e-27,0.0,0.0,1.5297827334561326e-22,1.1926833867769815e-27,2.7415256614467461e-06,8.1185134249416758e-08,3.2734783146671671e-10,3.3562382645838952e-17,1.0158540613492299e-13,1.211935133838678e-10,2.6243339557383746e-17,2.9527804036452226e-29,1.8789506341185877e-24,7.4125491296227592e-35,3.1735822850782063e-34
5.824608671252097e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230438624958258,0.11866710731984381,0.022821526131213368,0.0,3.0805562506493275e-27,1.2671878307036724e-12,0.0,4.7807092964613262e-19,0.0,5.1618289245231598e-08,8.1532537459393367e-37,5.1402489382582792e-08,1.5815957772011767e-25,1.8505341415428867e-27,0.0,0.0,1.6057281352564231e-22,1.3409027152804773e-27,2.8069698771284046e-06,8.3123470175472093e-08,3.3522054059887787e-10,3.4370588069984061e-17,1.0581477829128409e-13,1.2184932858321741e-10,2.8167719240188153e-17,3.3982295715189096e-29,2.0646815167460735e-24,8.7354565521001552e-35,3.5745038381786564e-34
5.960432268655231e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230431885907652,0.11866704066962454,0.022821525162041445,0.0,3.303441343008006e-27,1.3269725795976821e-12,0.0,5.1226695062866607e-19,0.0,5.2824208809800923e-08,9.3605150111065965e-37,5.260103741360829e-08,1.7338655717573615e-25,1.954890831029687e-27,0.0,0.0,1.6836071435871135e-22,1.5034537777988208e-27,2.8724135534301523e-06,8.5061805441608957e-08,3.4309591059412869e-10,3.5179248598401634e-17,1.101030069033596e-13,1.2246845107648513e-10,3.0183917318967585e-17,3.8981506162266616e-29,2.2638493450459469e-24,1.0255376895027364e-34,4.0148300187591218e-34
6.096255866058365e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230425146914238,0.1186669740199439,0.022821524192869792,0.0,3.5369329006528216e-27,1.3881351544149955e-12,0.0,5.480562991649575e-19,0.0,5.4030163657125266e-08,1.071312346553573e-36,5.3799580767752037e-08,1.8968571490930159e-25,2.0622012475863129e-27,0.0,0.0,1.7634262691093635e-22,1.6813447410437191e-27,2.9378566903564413e-06,8.7000140047831107e-08,3.5097394143933604e-10,3.5988223545825023e-17,1.1444877302791411e-13,1.2305297308231505e-10,3.229407096489151e-17,4.4577188650599692e-29,2.4770868645589526e-24,1.1996100915434584e-34,4.4973783120398949e-34
6.2320794634614984e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230418407977829,0.11866690737080191,0.022821523223698421,0.0,3.7812850560597785e-27,1.4506755451243599e-12,0.0,5.8547531210400666e-19,0.0,5.5236151815571845e-08,1.2224740933010392e-36,5.4998119445041178e-08,2.0710605814139951e-25,2.1724587449784005e-27,0.0,0.0,1.8451920241067907e-22,1.8756292184850253e-27,3.0032992879117248e-06,8.8938473994145875e-08,3.5885463312138336e-10,3.6797337743821967e-17,1.1885078712292241e-13,1.2360486752102868e-10,3.4500317169991699e-17,5.0824661857711344e-29,2.7050413704027032e-24,1.3983652097797259e-34,5.0250953145765131e-34
6.367903060864632e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230411669098231,0.1186668407221985,0.02282152225452732,0.0,4.0367546978792064e-27,1.5145937416947858e-12,0.0,6.2456032941135593e-19,0.0,5.6442171425975048e-08,1.3909968865377761e-36,5.6196653445502857e-08,2.2569767418773446e-25,2.2856580434207408e-27,0.0,0.0,1.9289109013628057e-22,2.0874072071312108e-27,3.0687413461004554e-06,9.0876807280557735e-08,3.6673798562666592e-10,3.7606915845648466e-17,1.2330778840118184e-13,1.241259948170129e-10,3.6804792747176217e-17,5.778296583393e-29,2.9483747064733978e-24,1.6246438624247511e-34,5.6010594421602181e-34
6.503726658267766e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230404930275281,0.11866677407413374,0.022821521285356493,0.0,4.3036012772182833e-27,1.5798897340955468e-12,0.0,6.6534769399748083e-19,0.0,5.7648220735222598e-08,1.5784390292965923e-36,5.739518276916422e-08,2.4551172946628943e-25,2.4017951111669301e-27,0.0,0.0,2.0145894104465318e-22,2.3178260203208933e-27,3.1341828649270849e-06,9.2815139907069599e-08,3.7462399894200609e-10,3.8416865652017803e-17,1.2781854419761694e-13,1.2461810931323548e-10,3.9209634330243488e-17,6.5515020957653099e-29,3.2077632645773038e-24,1.8815411912861625e-34,6.2284836261861345e-34
6.6395502556708995e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230398191508786,0.11866670742660761,0.02282152031618595,0.0,4.582080470775164e-27,1.6465635122961802e-12,0.0,7.078737515524517e-19,0.0,5.8854298090207323e-08,1.7864612675468456e-36,5.8593707416052397e-08,2.6660046850025144e-25,2.5208625454902833e-27,0.0,0.0,2.1022340691523167e-22,2.5680812165420527e-27,3.1996238443960658e-06,9.4753471873689037e-08,3.8251267305440438e-10,3.9226893517418454e-17,1.3238184935001746e-13,1.2508286532000828e-10,4.1716978373896369e-17,7.4087789856713572e-29,3.4838979834944638e-24,2.172423184815681e-34,6.9107179985369584e-34
6.775373853074033e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230391452798613,0.11866664077962009,0.022821519347015682,0.0,4.8724503714961336e-27,1.7146150662664843e-12,0.0,7.521748503870671e-19,0.0,6.006040193212398e-08,2.0168311652249481e-36,5.9792227386194547e-08,2.8901721291690648e-25,2.6428541062412729e-27,0.0,0.0,2.1918513690312002e-22,2.8394175242956146e-27,3.2650642845118496e-06,9.6691803180421131e-08,3.9040400795020094e-10,4.003737591522219e-17,1.3699652559295189e-13,1.2552182281885178e-10,4.4328961153756202e-17,8.3572442274993692e-29,3.7774843479772094e-24,2.5009438827057655e-34,7.6512525650300363e-34
6.911197450477167e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230384714144611,0.11866657413317117,0.022821518377845691,0.0,5.1749734562986633e-27,1.7840443859765224e-12,0.0,7.9828734128057569e-19,0.0,6.1266530791091177e-08,2.2714275691020326e-36,6.0990742679617822e-08,3.1281636044271091e-25,2.7677661231956555e-27,0.0,0.0,2.2834478168896633e-22,3.133129763020136e-27,3.330504185278886e-06,9.86301338272678e-08,3.9829800361613181e-10,4.0848311367025016e-17,1.4166142096460384e-13,1.2593645284112551e-10,4.7047718766376844e-17,9.4044522863537654e-29,4.0892423876861434e-24,2.8710632742723832e-34,8.4537198674759264e-34
7.047021047880301e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230377975546626,0.11866650748726086,0.022821517408675988,0.0,5.4899071514758955e-27,1.8548514613966194e-12,0.0,8.4624757733502848e-19,0.0,6.2472683281080017e-08,2.5522451633836618e-36,6.2189253296349333e-08,3.3805338389474885e-25,2.8955909602417452e-27,0.0,0.0,2.3770299370190088e-22,3.4505637600944816e-27,3.395943546701628e-06,1.0056846381423672e-07,4.0619466003934117e-10,4.1659262863090493e-17,1.4637540922628061e-13,1.2632814253996662e-10,4.9875387129258807e-17,1.0558412187551981e-28,4.4199066760662362e-24,3.2870659027766939e-34,9.321897634396835e-34
7.182844645283434e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230371237004557,0.11866644084188914,0.022821516439506563,0.0,5.8175102681684185e-27,1.927036282497364e-12,0.0,8.9609191383625264e-19,0.0,6.3678858095131936e-08,2.861399113936334e-36,6.3387759236416224e-08,3.6478483016878546e-25,3.0263214686374118e-27,0.0,0.0,2.4726042207833507e-22,3.793117263935462e-27,3.4613823687845262e-06,1.0250679314133396e-07,4.1409397720613799e-10,4.2470632221501557e-17,1.5113738929434721e-13,1.266981999730264e-10,5.2814101980863207e-17,1.1827604874453268e-28,4.7702263291657518e-24,3.7535801877524184e-34,1.0259711420453747e-33
7.318668242686569e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230364498518244,0.118666374197056,0.022821515470337419,0.0,6.1580485116377997e-27,2.0005988392496073e-12,0.0,9.4785670812138897e-19,0.0,6.4885054000849216e-08,3.2011298020353994e-36,6.4586260499845693e-08,3.9306831922412447e-25,3.159954685086283e-27,0.0,0.0,2.5701771701207796e-22,4.1622408532075542e-27,3.5268206515320315e-06,1.0444512180856024e-07,4.219959551031195e-10,4.3282561906035519e-17,1.5594628468434193e-13,1.2704785861249533e-10,5.586599888062584e-17,1.3221000852576632e-28,5.1409650044006353e-24,4.275598477320164e-34,1.1271237234631332e-33
7.454491840089703e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230357760087592,0.11866630755276147,0.022821514501168559,0.0,6.5117814611767247e-27,2.0755391216244631e-12,0.0,1.001578319452886e-18,0.0,6.6091269836142687e-08,3.5738076475288464e-36,6.5784757086664833e-08,4.229625430654745e-25,3.2964832654385343e-27,0.0,0.0,2.6697553165264975e-22,4.5594388421618649e-27,3.5922583949485921e-06,1.0638344981592305e-07,4.2990059371759284e-10,4.4094453737380177e-17,1.6080104296703385e-13,1.2737828159796704e-10,5.9033213208971305e-17,1.4748078117975819e-28,5.5329008992670098e-24,4.8584978423848527e-34,1.2360704157229962e-33
7.590315437492838e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230351021712495,0.11866624090900554,0.022821513531999984,0.0,6.8789680321361711e-27,2.1518571195933084e-12,0.0,1.0572931088988357e-18,0.0,6.7297504505221919e-08,3.9819380213113574e-36,6.6983248996900801e-08,4.5452726472202845e-25,3.4358990750404293e-27,0.0,0.0,2.7713451529857894e-22,4.9862701821216718e-27,3.6576955990386607e-06,1.0832177716342989e-07,4.3780789303587994e-10,4.490668911988402e-17,1.6570063523618486e-13,1.2769056574680379e-10,6.231788016732697e-17,1.6418840367849959e-28,5.9468267500043795e-24,5.5080616245278212e-34,1.3532496945714504e-33
7.726139034895972e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230344283392832,0.11866617426578817,0.022821512562831693,0.0,7.2598772400278416e-27,2.2295528231277845e-12,0.0,1.1150374392194756e-18,0.0,6.8503756974813986e-08,4.4281662470029106e-36,6.8181736230580715e-08,4.8782331722395069e-25,3.5782000312567282e-27,0.0,0.0,2.8749531740907373e-22,5.4443493591318823e-27,3.7231322638066865e-06,1.1026010385108037e-07,4.4571785304437623e-10,4.5719617058849637e-17,1.7064405558778412e-13,1.279857453358311e-10,6.5722134778137107e-17,1.8243835491379383e-28,6.3835498302120405e-24,6.2305017493209384e-34,1.4791158629469842e-33
7.861962632299107e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230337545128524,0.11866610762310939,0.022821511593663694,0.0,7.6547714850672954e-27,2.3086262221997928e-12,0.0,1.1748476747596969e-18,0.0,6.9710026270597958e-08,4.9152826917261471e-36,6.938021878773176e-08,5.22912602576466e-25,3.7233796513005289e-27,0.0,0.0,2.9805859186984365e-22,5.9353472877899193e-27,3.7885683892571186e-06,1.1219842987888127e-07,4.5363047373055813e-10,4.6532474302948199e-17,1.7563032061052389e-13,1.282647956673996e-10,6.9248111884876783e-17,2.0234174338786658e-28,6.8438919494211909e-24,7.0324818167063811e-34,1.6141393093513227e-33
7.997786229702241e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230330806919461,0.1186660409809692,0.022821510624495986,0.0,8.0639090747175997e-27,2.3890773067814983e-12,0.0,1.236760181347354e-18,0.0,7.091631147384262e-08,5.4462279458766786e-36,7.0578696668381028e-08,5.5985809073173474e-25,3.8714286566194014e-27,0.0,0.0,3.0882498841589507e-22,6.4609922012755477e-27,3.8540039753944078e-06,1.1413675524684193e-07,4.6154575508082845e-10,4.7345552438558959e-17,1.8065846888729245e-13,1.2852863643211001e-10,7.2897946152066134e-17,2.240154976663388e-28,7.3286894516250983e-24,7.9211409800024373e-34,1.7588067651214066e-33
8.133609827105376e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230324068765559,0.11866597433936754,0.022821509655328562,0.0,8.4875621891464328e-27,2.470906066845331e-12,0.0,1.3008113261971866e-18,0.0,7.212261171823609e-08,6.0240980917804541e-36,7.1777169872555703e-08,5.9872381855869412e-25,4.0223458207470666e-27,0.0,0.0,3.1979515550251479e-22,7.0230705375973399e-27,3.919439022223003e-06,1.1607507995496106e-07,4.6946369708131129e-10,4.8159475027824066e-17,1.857275605074596e-13,1.2877813487979604e-10,7.6673772065284166e-17,2.4758255957377891e-28,7.8387932137696325e-24,8.9041186250128101e-34,1.9136215606071655e-33
8.405257021911643e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230310592622941,0.11866584105777996,0.022821507716994587,0.0,9.3794367292127235e-27,2.6386965733104045e-12,0.0,1.435475005951226e-18,0.0,7.4535254109975377e-08,7.33380730478133e-36,7.4174102251589788e-08,6.8247746908933133e-25,4.3327385531312449e-27,0.0,0.0,3.4234941434875292e-22,8.2639695366275687e-27,4.0503074979719089e-06,1.1995172739172892e-07,4.853075629819603e-10,4.9787515190719975e-17,1.9598491884140008e-13,1.2923732896506345e-10,8.461193587750203e-17,3.009196248858715e-28,8.9383956810230084e-24,1.1186243912093088e-33,2.2557910139093427e-33
8.649739497237283e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230298464282459,0.11866572110619299,0.022821505972495004,0.0,1.0234426033112104e-26,2.7944195786866279e-12,0.0,1.5643513217890445e-18,0.0,7.6706675983689152e-08,8.7074636704628511e-36,7.6331325399449605e-08,7.6508720006575414e-25,4.621841581123799e-27,0.0,0.0,3.6335168044617517e-22,9.5245253170327907e-27,4.1680872817548274e-06,1.2344070782822204e-07,4.9957614158483164e-10,5.125379426965935e-17,2.0534756208478947e-13,1.296092814834487e-10,9.2208584234032437e-17,3.5676155452190495e-28,1.0023418806087938e-23,1.3650526249496223e-33,2.6038456841387451e-33
8.894221972562925e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230286336119574,0.11866560115635091,0.022821504227996371,0.0,1.114059456686576e-26,2.9546060966881629e-12,0.0,1.7007224628623829e-18,0.0,7.8878135215196449e-08,1.0288989865183749e-35,7.8488533395953779e-08,8.5496306374408685e-25,4.9201557085869785e-27,0.0,0.0,3.85024289068804e-22,1.0933661264557219e-26,4.2858653182467692e-06,1.2692968612691347e-07,5.1385334048823511e-10,5.2722401326534745e-17,2.1482917788821138e-13,1.299461540760227e-10,1.0024663286630058e-16,4.209456380348227e-28,1.1204331121743692e-23,1.6564856835294862e-33,2.9933910518807901e-33
9.138704447888567e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523027420813393,0.11866548120825371,0.022821502483498693,0.0,1.2099528050183586e-26,3.1192560688437147e-12,0.0,1.8448005621151597e-18,0.0,8.1049628290898036e-08,1.2102791433261018e-35,8.0645726241260598e-08,9.5251696476935475e-25,5.2276665139857043e-27,0.0,0.0,4.0737105152802802e-22,1.2504015920631115e-26,4.4036416074736773e-06,1.3041866228781339e-07,5.281391596183711e-10,5.4189762827182721e-17,2.2442500181201648e-13,1.3025146509478934e-10,1.0873852362583407e-16,4.944327520682299e-28,1.2486620219054233e-23,1.9995431531869628e-33,3.4279961026889606e-33
9.383186923214209e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230262080325184,0.11866536126190134,0.022821500739001972,0.0,1.3112780522811121e-26,3.2883694366847494e-12,0.0,1.9967977610922071e-18,0.0,8.3221152050061841e-08,1.4175357373193966e-35,8.2802903935528338e-08,1.0581719251381385e-24,5.5443401809719007e-27,0.0,0.0,4.3039575592085703e-22,1.4248908247189326e-26,4.5214161494614996e-06,1.3390763631095118e-07,5.4243359889536974e-10,5.5658237202106238e-17,2.341304597892124e-13,1.3052837983425323e-10,1.1769669648682965e-16,5.7826324416053902e-28,1.3875926118322752e-23,2.4015957572535572e-33,3.9114241351476244e-33
9.62766939853985e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523024995269308,0.11866524131729379,0.02282149899450622,0.0,1.4181935923749651e-26,3.4619461417454904e-12,0.0,2.1569262088897218e-18,0.0,8.5392703649317931e-08,1.6535374659259951e-35,8.4960066478915276e-08,1.1723620645210074e-24,5.8701472466980349e-27,0.0,0.0,4.5410218948805777e-22,1.6182353747298588e-26,4.6391889442361741e-06,1.3739660819636937e-07,5.5673665823908384e-10,5.713047493452397e-17,2.4394116055856892e-13,1.3077974604393894e-10,1.2713358954641847e-16,6.7356103126950408e-28,1.5378041235560471e-23,2.8708265021129769e-33,4.4476374205717067e-33
9.872151873865492e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230237825237335,0.11866512137443103,0.022821497250011438,0.0,1.5308575847104259e-26,3.6399861255629181e-12,0.0,2.3253980612228418e-18,0.0,8.7564280530752591e-08,1.921384579396784e-35,8.7117213871579727e-08,1.2955325805652921e-24,6.2050624594531526e-27,0.0,0.0,4.7849417061056535e-22,1.831908046161107e-26,4.7569599918236453e-06,1.4088557794410719e-07,5.7104833757717884e-10,5.8601331472029721e-17,2.5385288839771101e-13,1.3100812584166384e-10,1.3706163902493119e-16,7.8153778609093527e-28,1.6998910348238203e-23,3.4162949807592559e-33,5.0408018267847434e-33
1e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230231483452155,0.11866505865296043,0.022821496337756708,0.0,1.5921153102267246e-26,3.734866476785539e-12,0.0,2.4168910340926836e-18,0.0,8.8699880557883912e-08,2.0752412920918678e-35,8.8245252912573982e-08,1.3636708982075623e-24,6.3838209926645981e-27,0.0,0.0,4.9152381492545813e-22,1.9522539214217559e-26,4.8185457461263352e-06,1.4271007696264892e-07,5.7853582947660145e-10,5.9369790337062347e-17,2.5907493175413906e-13,1.3111918163148624e-10,1.4245309157854106e-16,8.4348397334800506e-28,1.7895840564620299e-23,3.7352068049079449e-33,5.3751215488974472e-33
1.0116634349191134e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230225697957738,0.11866500143331303,0.022821495505517625,0.0,1.6494280209311559e-26,3.8224893296767736e-12,0.0,2.5024254795981678e-18,0.0,8.9735880393188504e-08,2.224420931646976e-35,8.9274346113679915e-08,1.4281397291845253e-24,6.5490665067940581e-27,0.0,0.0,5.0357549138593948e-22,2.0674544844512364e-26,4.8747292922498485e-06,1.443745455541814e-07,5.8536863683064513e-10,6.0072373548926553e-17,2.6386159613869633e-13,1.3121582444017882e-10,1.4749327926616326e-16,9.034972080937793e-28,1.8744630560412839e-23,4.0480048265285093e-33,5.6952914070939172e-33
1.0361116824516776e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230213570854061,0.11866488149393978,0.022821493761024787,0.0,1.7740679266209686e-26,4.0094556956295534e-12,0.0,2.6882206305835935e-18,0.0,9.1907501166445648e-08,2.5662463327472304e-35,9.1431463205374128e-08,1.57065080483903e-24,6.9021445495124923e-27,0.0,0.0,5.2934993259358675e-22,2.3264947518259222e-26,4.9924968455407259e-06,1.478635110266205e-07,5.9969755591754355e-10,6.1548105527323075e-17,2.7396339846295385e-13,1.3140491589322339e-10,1.5844094273763986e-16,1.0408393801683801e-27,2.0621451267276731e-23,4.776974443480215e-33,6.415692953968407e-33
1.0605599299842418e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230201443926121,0.11866476155631124,0.022821492016532927,0.0,1.9049386819002192e-26,4.2008851649665136e-12,0.0,2.8829956851637808e-18,0.0,9.4079140988193777e-08,2.950729198055413e-35,9.3588565146820643e-08,1.7235441208137903e-24,7.264280949895892e-27,0.0,0.0,5.5582131754006159e-22,2.6107248908062621e-26,5.1102626517222143e-06,1.513524743614587e-07,6.1403509476659481e-10,6.3022358294483912e-17,2.841545654598912e-13,1.3157726624929247e-10,1.6991706003088124e-16,1.1950652084315423e-27,2.2635774119215878e-23,5.6153110371018429e-33,7.2068105182744365e-33
1.085008177516806e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230189317173752,0.11866464162042736,0.022821490272042048,0.0,2.04219753628775e-26,4.3967776792356672e-12,0.0,3.0869628181713926e-18,0.0,9.6250798183111901e-08,3.3820194932202718e-35,9.5745651938177736e-08,1.887308989498516e-24,7.6354569961987862e-27,0.0,0.0,5.8299344348364909e-22,2.9219184759306241e-26,5.2280267108202509e-06,1.5484143555871341e-07,6.283812532998546e-10,6.4495609374671146e-17,2.9443151643850265e-13,1.3173455439842581e-10,1.8193405986166744e-16,1.3677809440071001e-27,2.4794152985440941e-23,6.5762880090285544e-33,8.0736698944103523e-33
1.1094564250493701e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230177190596782,0.11866452168628816,0.022821488527552163,0.0,2.1860101928142894e-26,4.5971331799877828e-12,0.0,3.3003342077858669e-18,0.0,9.8422471244112295e-08,3.8645619735973404e-35,9.790272357960363e-08,2.0624457026740204e-24,8.0156597021656841e-27,0.0,0.0,6.1087008251286802e-22,3.2619281538332391e-26,5.3457890228607717e-06,1.5833039461841596e-07,6.427360314329504e-10,6.5974777600497322e-17,3.0479081398145637e-13,1.3187829085403366e-10,1.9450436907030364e-16,1.5607027854543882e-27,2.7103293917245727e-23,7.6744257689573947e-33,9.021523071755578e-33
