Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HX(19),CH2X(134),CHX(26),HOX(23),H2X(36),CXHO(27),OCX(21),H2OX(35),CX(24),CO2X(34),COX(37),HOCXO(25)
4.37300062265177e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070114286913080887,0.066525997243814416,0.023860855234263359,8.5608403021054678e-05,0.04563670463203881,0.013121464031551238,8.5900594647040644e-07,7.8705197290887331e-15,9.0097770417241268e-14,4.0230960944766578e-14,0.0,3.301216996100023e-13,5.5844681077535714e-25,8.4872974711586608e-13,1.1698727903794688e-16,3.9269183827222468e-18,3.509207753377609e-14,7.4137652573192241e-34,8.6489129445859188e-06,0.085302215151960917,5.334262542866366e-10,0.0040556598648672339,1.0639871944245542e-08,0.012245703049069122,2.841412012492246e-05,1.7058940750507572e-06,1.1942682233542973e-10,0.021132924212988454,5.9331096674084016e-06,2.3663650551690208e-07,1.1129634003562149e-08,1.1167701288088329e-10,6.7929990787692249e-13
4.386440899886258e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070132689755243435,0.066454893289532732,0.023793265996769449,8.6193395411839237e-05,0.045784512731376015,0.01311817166062928,8.6188395017613496e-07,7.8862765057279662e-15,9.0425904075502766e-14,4.0147273379752386e-14,0.0,3.3006443949944816e-13,5.6178799875179465e-25,8.5095234171800332e-13,1.1676912645264886e-16,3.9385265114236231e-18,3.5056367195371086e-14,7.4861642342698828e-34,8.6419364811468551e-06,0.085212988781234164,5.3239266987898582e-10,0.0040559814468260763,1.0633652658773477e-08,0.012240787088142425,2.8379184716473261e-05,1.7059136747915274e-06,1.1922358558280054e-10,0.021208362095265255,5.9538881967838001e-06,2.3770356032923791e-07,1.1208628427696839e-08,1.1208058699884021e-10,6.8062341649919534e-13
4.3998811771207466e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070151251863680777,0.06638391488535117,0.023725832732618354,8.6779655655460863e-05,0.045932143349120644,0.013114816788171653,8.6475427474532674e-07,7.9019719606134984e-15,9.0753497959157736e-14,4.0063562293325897e-14,0.0,3.3000659466886001e-13,5.6513386142877503e-25,8.5316786611291859e-13,1.1655027405314067e-16,3.9500922523123144e-18,3.5020506776456e-14,7.5589520610434754e-34,8.6349911007771949e-06,0.085123728128569151,5.3136082571816789e-10,0.0040563049075795438,1.0627395755299875e-08,0.012235846946788479,2.8344200366532304e-05,1.7059287928838246e-06,1.1902000154965807e-10,0.021283697314276439,5.9746672919463948e-06,2.3877275744142345e-07,1.1287853321557929e-08,1.1248361403383118e-10,6.819356796286896e-13
4.413321454355235e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070169971440796342,0.066313061683370284,0.023658554888561733,8.7367174707284452e-05,0.046079596264077309,0.013111400105189587,8.6761692297742715e-07,7.9176063154297386e-15,9.1080551185249289e-14,3.9979831073957277e-14,0.0,3.2994817170618233e-13,5.6848435504484445e-25,8.5537633442076548e-13,1.1633074189333709e-16,3.9616156870391039e-18,3.4984498573473357e-14,7.6321286265882986e-34,8.628076487255507e-06,0.085034434668782535,5.3033072508169979e-10,0.0040566302117970958,1.0621101898123298e-08,0.012230883112431354,2.8309168277409374e-05,1.7059394661077981e-06,1.1881608249422243e-10,0.021358929739853077,5.9954468829925039e-06,2.3984409935889586e-07,1.1367307867439105e-08,1.1288609320820279e-10,6.8323674166435806e-13
4.440202008824212e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070207875933756464,0.066171729505624582,0.023524463281140485,8.8545953134937851e-05,0.0463739681243234,0.013104384042120063,8.7331920315516432e-07,7.9486926095354671e-15,9.17330322812573e-14,3.9812321518926898e-14,0.0,3.2982961741966462e-13,5.7519906115921818e-25,8.5977215976175239e-13,1.1588971699498796e-16,3.984535970810954e-18,3.4912047863390158e-14,7.7796474937986997e-34,8.6143383180104195e-06,0.084855755111766601,5.2827576687407199e-10,0.0040572862129339528,1.0608405936119646e-08,0.012220886278109277,2.8238965612931204e-05,1.705947624377671e-06,1.1840728737256359e-10,0.021509085715008008,6.0370072752206811e-06,2.4199322773699243e-07,1.1526902640373407e-08,1.1368940500644901e-10,6.858054405811899e-13
4.464394507846291e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070242510986878046,0.066044955292680063,0.023404306956591688,8.9611068428997989e-05,0.046638292931602911,0.013097865005027952,8.7842503650865536e-07,7.9764635274268797e-15,9.2318407963533347e-14,3.9661526954753899e-14,0.0,3.2972100615178872e-13,5.8125770000261137e-25,8.6370441444777868e-13,1.1549066482984996e-16,4.0050203832998919e-18,3.4846359280579974e-14,7.9137427001881298e-34,8.602076105894207e-06,0.084694845636899885,5.2643229771396935e-10,0.0040578825789243387,1.0596859675073581e-08,0.012211812839538273,2.8175631691595432e-05,1.7059401315085283e-06,1.1803834499155023e-10,0.02164387333465026,6.0744126314937749e-06,2.4393480408022879e-07,1.167131512638266e-08,1.1441050471630133e-10,6.8807940937584303e-13
4.48858700686837e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070277629389059529,0.065918581425499223,0.023284645888857529,9.0680122319989511e-05,0.046902038754026723,0.013091156180666043,8.83506055696457e-07,8.0040399095441936e-15,9.2902019516771971e-14,3.9510717414400798e-14,0.0,3.2961062133517544e-13,5.8733067264099895e-25,8.6761403150221292e-13,1.1508970847399612e-16,4.0253690487370353e-18,3.478022635020948e-14,8.0490953676055091e-34,8.589908859405892e-06,0.084533851766472948,5.2459452300584832e-10,0.0040584844009369818,1.0585203621335407e-08,0.012202669889754745,2.8112161091661824e-05,1.7059188029295594e-06,1.1766849898984322e-10,0.02177832610337942,6.1118185265881883e-06,2.4588336953232746e-07,1.1816458932372837e-08,1.1512981853751313e-10,6.9031778162336679e-13
4.512779505890449e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070313221515393126,0.065792605953943234,0.023165477083526138,9.1753062636915823e-05,0.047165204467227058,0.013084261389577063,8.8856228752442684e-07,8.0314230332221932e-15,9.3483862825197803e-14,3.9359910761571953e-14,0.0,3.2949849916618917e-13,5.9341773184895494e-25,8.7150109670874689e-13,1.1468695426349863e-16,4.0455824854102236e-18,3.4713661498894697e-14,8.1857045941039777e-34,8.5778348885071777e-06,0.084372781297537433,5.227624575824302e-10,0.0040590914982616315,1.0573441342984465e-08,0.012193460018326736,2.8048560279229827e-05,1.705883848125534e-06,1.1729781403529824e-10,0.021912443435586196,6.1492245681945615e-06,2.4783893948622522e-07,1.1962329262768396e-08,1.1584734292067429e-10,6.9252081949959823e-13
4.5369720049125283e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070349277976090266,0.065667026949726176,0.023046797609341595,9.2829837382388665e-05,0.047427788993034424,0.013077184393537574,8.9359376158707868e-07,8.0586141709988788e-15,9.406393405537294e-14,3.9209124338351408e-14,0.0,3.2938467522494282e-13,5.9951863270047125e-25,8.7536569674762082e-13,1.1428250560228886e-16,4.0656612225979781e-18,3.4646676886139125e-14,8.3235694066652688e-34,8.5658525452352868e-06,0.084211641807267937,5.2093611511716871e-10,0.0040597036971227185,1.0561576323843977e-08,0.012184185745587965,2.7984835569991187e-05,1.7058354751240184e-06,1.1692635292515738e-10,0.022046224792824205,6.1866303685463899e-06,2.49801529570229e-07,1.2108921315454547e-08,1.16563074584261e-10,6.9468878585198e-13
4.5611645039346075e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.07038578961034378,0.065541842505968353,0.022928604596376728,9.3910394735130122e-05,0.047689791298645604,0.013069928896455214,8.9860051015822735e-07,8.0856145904950331e-15,9.4642229648468451e-14,3.9058374978067782e-14,0.0,3.2926918448812569e-13,6.0563313255892148e-25,8.7920791915212212e-13,1.1387646302897919e-16,4.0856058000393538e-18,3.457928441020098e-14,8.4626887624325453e-34,8.5539602225439193e-06,0.08405044065883617,5.1911550816044195e-10,0.0040603208304947633,1.054961196549405e-08,0.012174849524479567,2.7920993132730036e-05,1.7057738904941978e-06,1.165541766342097e-10,0.02217966968241351,6.2240355444523328e-06,2.5177115565171731e-07,1.225623028231464e-08,1.1727701050671763e-10,6.9682194408560376e-13
4.5853570029566866e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070422747480365061,0.065417050736761462,0.022810895234262194,9.499468305234745e-05,0.04795121039580777,0.013062498545249289,9.0358256808517032e-07,8.1124255542998615e-15,9.5218746312731507e-14,3.8907679017873452e-14,0.0,3.2915206134148947e-13,6.1176099106668452e-25,8.8302785226638925e-13,1.1346892428264985e-16,4.105416767420915e-18,3.4511495713827597e-14,8.6030615499307096e-34,8.5421563531825666e-06,0.083889185007118672,5.173006481745508e-10,0.0040609427379217937,1.0537551589237066e-08,0.012165453742341759,2.7857038992731744e-05,1.7056992993447514e-06,1.1618134436178426e-10,0.022312777656082698,6.2614397173185537e-06,2.5374783384019319e-07,1.2404251349742836e-08,1.1798914791861328e-10,6.989205580561176e-13
4.609549501978766e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070460142865586162,0.065292649776744954,0.02269366677046869,9.6082650871987918e-05,0.048212045340017828,0.01305489693071556,9.0853997268634583e-07,8.1390483198622853e-15,9.5793481016140611e-14,3.875705231104755e-14,0.0,3.2903333959199048e-13,6.1790197013445279e-25,8.8682558520445248e-13,1.1305998436761911e-16,4.125094683879958e-18,3.4443322189864075e-14,8.7446865902743718e-34,8.5304394086060261e-06,0.083727881804246687,5.1549154556771918e-10,0.0040615692653405248,1.052539843801186e-08,0.012156000722657795,2.7792979035100634e-05,1.7056119053223444e-06,1.1580791357761273e-10,0.022445548308647523,6.2988425131707399e-06,2.5573158049097258e-07,1.2552979699139936e-08,1.1869948429511721e-10,7.009848919636442e-13
4.633742001000845e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070497967257026284,0.065168637780693622,0.022576916508642023,9.7174246914873735e-05,0.048472295229737103,0.013047127588375186,9.1347276365226503e-07,8.1654841393878979e-15,9.6366430979248063e-14,3.8606510239021449e-14,0.0,3.2891305247958844e-13,6.2405583393023124e-25,8.9060120781051283e-13,1.1264973561715676e-16,4.1446401175240162e-18,3.4374774986734157e-14,8.8875626383632573e-34,8.5188078979145667e-06,0.08356653780499855,5.1368820972711425e-10,0.0040622002649076247,1.0513155678261215e-08,0.012146492726750151,2.7728819007996679e-05,1.7055119106097924e-06,1.1543394006671016e-10,0.022577981276726049,6.3362435626774703e-06,2.5772241220882541e-07,1.2702410507411411e-08,1.1940801734877989e-10,7.0301521025156419e-13
4.657934500022924e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070536212351814523,0.06504501292311593,0.022460641806988358,9.8269420086724172e-05,0.048731959205620401,0.013039193999308574,9.183809829495393e-07,8.1917342597412579e-15,9.6937593668202547e-14,3.845606772313597e-14,0.0,3.2879123268872953e-13,6.3022234886805301e-25,8.9435481062039965e-13,1.1223826775614577e-16,4.1640536449658451e-18,3.4305865013798491e-14,9.0316883840650809e-34,8.507260366830184e-06,0.083405159572043086,5.1189064905077983e-10,0.0040628355948309222,1.0500826401757721e-08,0.012136931955431234,2.7664564525790794e-05,1.7053995159230557e-06,1.1505947797317297e-10,0.022710076237488871,6.3736425011620588e-06,2.5972034585046484e-07,1.2852538947441375e-08,1.2011474502230377e-10,7.0501177751284915e-13
4.682126999045003e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070574870047863628,0.064921773397862523,0.022344840076707763,9.9368119480067822e-05,0.048991036449759301,0.013031099590974695,9.2326467472795556e-07,8.217799922353305e-15,9.7506966787946542e-14,3.8305739236135194e-14,0.0,3.2866791235953713e-13,6.3640128359642582e-25,8.9808648482417357e-13,1.1182566796268115e-16,4.1833358508734564e-18,3.4236602946593467e-14,9.1770624533859696e-34,8.4957953966999887e-06,0.083243753481038102,5.1009887097865533e-10,0.0040634751192043352,1.0488413627380903e-08,0.012127320550609725,2.7600221072135753e-05,1.705274920509209e-06,1.1468457984285857e-10,0.022841832907443221,6.4110389686138135e-06,2.6172539852788945e-07,1.3003360188544936e-08,1.2081966548158526e-10,7.0697485839623485e-13
4.706319498067082e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070613932438689589,0.064798917417745155,0.022229508780474416,0.0001004702943760498,0.049249526184938767,0.01302284773801627,9.2812388523057135e-07,8.2436823631337447e-15,9.8074548275584399e-14,3.8155538813402703e-14,0.0,3.2854312309871301e-13,6.4259240898652614e-25,9.0179632222983731e-13,1.1141202092860582e-16,4.202487327534715e-18,3.4166999231954248e-14,9.3236834096283831e-34,8.4844116035251709e-06,0.083082325725589795,5.0831288202276812e-10,0.0040641187078464007,1.04759203028513e-08,0.012117660596854067,2.7535794002967399e-05,1.7051383221443974e-06,1.1430929666519347e-10,0.022973251041250056,6.4484326097036718e-06,2.6373758761225599e-07,1.3154869396929419e-08,1.2152277710911381e-10,7.0890471751646947e-13
4.7305119970891615e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070653391808373558,0.064676443214164908,0.022114645430962154,0.00010157589424613656,0.049507427673907471,0.013014441763051218,9.3295866270675865e-07,8.2693828123882004e-15,9.8640336293916862e-14,3.800548006394309e-14,0.0,3.2841689599015091e-13,6.4879549812015445e-25,9.0548441522813023e-13,1.1099740891897629e-16,4.2215086744361434e-18,3.4097064093023664e-14,9.4715497545365298e-34,8.4731076370248425e-06,0.082920882322075784,5.0653268779639498e-10,0.0040647662361424329,1.0463349306427142e-08,0.012107954122913898,2.7471288549427843e-05,1.7049899171302717e-06,1.1393367791396099e-10,0.023104330430573371,6.4858230737862405e-06,2.6575693073566797e-07,1.3307061736131988e-08,1.222240784972951e-10,7.1080161937305126e-13
4.7547044961112406e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070693240626661588,0.064554349036750711,0.022000247589413938,0.00010268486875372177,0.049764740218660675,0.013005884937450638,9.3776905732807389e-07,8.2949024947400091e-15,9.9204329225139179e-14,3.7855576181113336e-14,0.0,3.2828926160526925e-13,6.5501032627746703e-25,9.0915085675837732e-13,1.105819118304568e-16,4.2404004978555771e-18,3.4026807534148885e-14,9.6206599294292412e-34,8.4618821797247655e-06,0.082759429114336466,5.047582930423961e-10,0.0040654175848903002,1.045070344855467e-08,0.012098203103200573,2.7406709820709034e-05,1.7048299002917182e-06,1.1355777158698722e-10,0.023235070902960973,6.5232100149002526e-06,2.6778344579383513e-07,1.3459932367429007e-08,1.2292356844200992e-10,7.1266582826749352e-13
4.77889699513332e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070733471544198276,0.064432633153006416,0.021886312864253948,0.00010379716775563621,0.050021463159735956,0.01299718048210375,9.4255512110686382e-07,8.3202426290564877e-15,9.9766525664698024e-14,3.7705839953108658e-14,0.0,3.2816025001308164e-13,6.6123667092449342e-25,9.127957402753645e-13,1.1016560724864028e-16,4.259163410468266e-18,3.3956239345669303e-14,9.7710123163203227e-34,8.4507339460665289e-06,0.082597971778238188,5.0298970166083913e-10,0.0040660726401497106,1.0437985473477553e-08,0.012088409459227803,2.7342062806840326e-05,1.7046584649750987e-06,1.1318162424503133e-10,0.023365472320755865,6.5605930917780039e-06,2.6981715095072122e-07,1.3613476450262029e-08,1.2362124593661257e-10,7.1449760822384001e-13
4.803089494155399e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070774077387889905,0.064311293847967355,0.021772838909740643,0.00010491274130356584,0.050277595875521094,0.01298833156817009,9.4731690781753782e-07,8.3454044283794977e-15,1.0032692441530328e-13,3.7556283773207538e-14,0.0,3.2802989079001476e-13,6.6747431170045964e-25,9.1641915971720707e-13,1.0974857050429652e-16,4.2777980309659959e-18,3.3885369108597396e-14,9.9226052390264196e-34,8.4396616815510424e-06,0.082436515826112347,5.0122691673564624e-10,0.0040667312930949091,1.0425198060813438e-08,0.012078575061013636,2.7277352381398878e-05,1.7044758030444128e-06,1.1280528104972664e-10,0.023495534580037353,6.5979719678391562e-06,2.7185806463970461e-07,1.3767689142642848e-08,1.2431711016576776e-10,7.1629722291880338e-13
4.827281993177478e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070815051156393055,0.064190329423865697,0.021659823424659719,0.00010603153964538041,0.050533137781573902,0.012979341317819441,9.5205447292044463e-07,8.3703890998601721e-15,1.0088552448109131e-13,3.7406919649780879e-14,0.0,3.2789821302947937e-13,6.7372303040492311e-25,9.2002120947418811e-13,1.0933087472855237e-16,4.296304983688887e-18,3.3814206199195207e-14,1.0075436964262364e-33,8.4286641619054547e-06,0.082275066611074699,4.9946994056048505e-10,0.004067393439870789,1.0412343827086308e-08,0.01206870172844471,2.7212583304141401e-05,1.7042821048790038e-06,1.1242878580043538e-10,0.023625257609591117,6.6353463111804119e-06,2.739062055646923e-07,1.3922565601520203e-08,1.2501116049945195e-10,7.1806493560884802e-13
4.851474492199557e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070856386015725067,0.064069738199803994,0.021547264151055449,0.00010715351322637631,0.050788088329953684,0.012970212804959616,9.5676787348828307e-07,8.3951978446976139e-15,1.0144232506193517e-13,3.725775921606968e-14,0.0,3.2776524535119862e-13,6.7998261098473662e-25,9.23601984358535e-13,1.0891259090700712e-16,4.3146848982694562e-18,3.3742759793449468e-14,1.0229505702724113e-33,8.4177401922645665e-06,0.082113629331227775,4.9771877466406845e-10,0.0040680589814522375,1.0399425327219878e-08,0.012058791232603916,2.7147760223599424e-05,1.7040775593724861e-06,1.1205218097038983e-10,0.023754641369907438,6.6727157945801523e-06,2.7596159270632478e-07,1.4078100983171827e-08,1.2570339648752271e-10,7.1980100905998747e-13
4.875666991221636e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070898075294992619,0.063949518511437417,0.02143515887299937,0.00010827861269043617,0.051042447008564043,0.012960949055952593,9.6145716813495933e-07,8.4198318580815035e-15,1.0199732554789884e-13,3.7108813739735285e-14,0.0,3.2763101591030367e-13,6.8625283952085157e-25,9.271615795751125e-13,1.0849378793278673e-16,4.3329384092886433e-18,3.3671038871446993e-14,1.0384809610159214e-33,8.4068886063863786e-06,0.081952209033750389,4.9597341983452565e-10,0.0040687278235067674,1.038644505600258e-08,0.012048845297062356,2.7082887679595258e-05,1.7038623539288722e-06,1.1167550774195838e-10,0.023883685852206831,6.7100800954855699e-06,2.7802424532329441e-07,1.4234290443581192e-08,1.2639381785404851e-10,7.2150570548856648e-13
4.8998594902437154e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070940112482234932,0.063829668710663867,0.021323505415395114,0.00010940678888110853,0.051296213340506679,0.012951553050319132,9.6612241694682608e-07,8.4442923291384e-15,1.0255052551383172e-13,3.6960094132187008e-14,0.0,3.2749555240620648e-13,6.9253350421496967e-25,9.3070009069300371e-13,1.0807453265854453e-16,4.3510661559434154e-18,3.3599052221651768e-14,1.0541346788424921e-33,8.3961082658910191e-06,0.081790810618877219,4.9423387614306657e-10,0.004069399876260411,1.0373405449510604e-08,0.01203886559913653,2.7017970105673058e-05,1.7036366744603174e-06,1.11298806040835e-10,0.024012391077492475,6.7474388959910939e-06,2.8009418294993987e-07,1.4391129138761699e-08,1.2708242449168419e-10,7.2317928649666157e-13
4.9240519892657946e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070982491220378488,0.063710187165321994,0.021212301642818183,0.0001105379928426096,0.051549386883446041,0.012942027721432214,9.7076368141622326e-07,8.4685804408816396e-15,1.0310192471410017e-13,3.6811610957691298e-14,0.0,3.273588820912556e-13,6.9882439537605711e-25,9.3421761361795749e-13,1.0765488994741493e-16,4.3690687817256517e-18,3.3526808445087765e-14,1.069911528653391e-33,8.3853980595072991e-06,0.081629438843771898,4.9250014296717628e-10,0.00407007505436662,1.0360308886493286e-08,0.012028853771111764,2.695301183152327e-05,1.7034007053871319e-06,1.1092211456959079e-10,0.02414075709562858,6.7847918828395314e-06,2.821714254045274e-07,1.4548612225115126e-08,1.2776921645678322e-10,7.2482201301041687e-13
4.948244488287874e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071025205303299394,0.063591072258896833,0.021101545458389624,0.00011167217582075087,0.051801967228984558,0.012932375957199619,9.7538102437727165e-07,8.4926973701647195e-15,1.0365152307745221e-13,3.6663374442266918e-14,0.0,3.2722103177918222e-13,7.051253054067298e-25,9.3771424456567831e-13,1.072349227229264e-16,4.3869469341119278e-18,3.3454315959429002e-14,1.0858113101687714e-33,8.3747569023532394e-06,0.081468098326296645,4.9077221901291547e-10,0.0040707532767782556,1.0347157689734438e-08,0.012018811401432739,2.6888017085323242e-05,1.7031546296340744e-06,1.1054547084042684e-10,0.024268783984444015,6.8221387474045501e-06,2.8425599279370555e-07,1.4706734859785407e-08,1.284541939642086e-10,7.264341452311477e-13
4.972436987309953e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071068248671990561,0.063472322390232913,0.020991234802682526,0.00011280928926379451,0.052053954002048021,0.012922600600735783,9.799745099438449e-07,8.5166442876380048e-15,1.0419932070201238e-13,3.6515394482370522e-14,0.0,3.2708202785334192e-13,7.1143602878952072e-25,9.4119008003592989e-13,1.0681469201788505e-16,4.4047012642639124e-18,3.3381583002996893e-14,1.1018338180297902e-33,8.3641837352418528e-06,0.081306793548681727,4.890501023365587e-10,0.0040714344666227089,1.0333954127373849e-08,0.012008740035862022,2.6822989995972226e-05,1.7028986286280732e-06,1.1016891120686145e-10,0.024396471848860693,6.8594791856570413e-06,2.8634790550313052e-07,1.4865492200940413e-08,1.2913735738200359e-10,7.2801594257702421e-13
4.996629486332032e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071111615410830581,0.063353935973254477,0.020881367652660278,0.00011394928482323924,0.052305346860281147,0.012912704451023299,9.8454420344965231e-07,8.5404223577086656e-15,1.0474531785040369e-13,3.6367680653376855e-14,0.0,3.2694189627475854e-13,7.1775636207303807e-25,9.4464521678743916e-13,1.06394257022238e-16,4.4223324267390712e-18,3.3308617638670153e-14,1.1179788418995043e-33,8.353677523986336e-06,0.081145528861097452,4.8733379036587309e-10,0.0040721185510798168,1.0320700414192445e-08,0.01199864117860746,2.6757934595365469e-05,1.7026328822996913e-06,1.0979247089485049e-10,0.024523820820045741,6.8968128981636728e-06,2.8844718420568927e-07,1.5024879408095969e-08,1.2981870722702164e-10,7.2956766362939199e-13
5.020821985354111e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071155299743951544,0.063235911436692938,0.020771942020645626,0.00011509211435453927,0.05255614549345286,0.012902690263564227,9.890901713903706e-07,8.5640327385037186e-15,1.052895149449933e-13,3.6220242217857599e-14,0.0,3.2680066258997746e-13,7.2408610385802463e-25,9.4807975181356642e-13,1.0597367512992432e-16,4.4398410792113247e-18,3.323542775770855e-14,1.1342461665625515e-33,8.3432372587388358e-06,0.080984308485131315,4.8562327992054026e-10,0.004072805461262651,1.0307398712877224e-08,0.011988516293419285,2.6692854820583311e-05,1.7023575690798057e-06,1.0941618403318367e-10,0.024650831054587107,6.934139590067401e-06,2.9055384987707991e-07,1.5184891642453085e-08,1.3049824416022637e-10,7.3108956609473258e-13
5.04501448437619e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071199296031702025,0.063118247223820909,0.020662955953319653,0.00011623772991775882,0.052806349622871278,0.012892560751021416,9.9361248136777235e-07,8.5874765818360559e-15,1.0583191256325851e-13,3.6073088133663403e-14,0.0,3.266583519387347e-13,7.3042505478332737e-25,9.514937823187353e-13,1.0555300198472719e-16,4.45722788220142e-18,3.3162021083489009e-14,1.1506355720236258e-33,8.3328619533587513e-06,0.080823136517174016,4.839185672319453e-10,0.0040734951321013671,1.0294051135248706e-08,0.011978366804657742,2.6627754515926742e-05,1.7020728658970855e-06,1.0904008368282856e-10,0.024777502733691861,6.9714589710404361e-06,2.9266792377657767e-07,1.5345524067137712e-08,1.3117596898157179e-10,7.3258190674974733e-13
5.0667877334960616e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071239154857752993,0.063012656233867884,0.020565242733033402,0.0001172711265249474,0.053031024833259818,0.012883347794780606,9.9766238951022622e-07,8.6084345981648919e-15,1.0631853246613992e-13,3.5940899742630026e-14,0.0,3.2652937200239608e-13,7.3613782129032205e-25,9.5454895889938822e-13,1.0517436274761879e-16,4.4727723715932364e-18,3.3095775969436312e-14,1.1654902304198718e-33,8.3235789227525352e-06,0.080678126422251056,4.823892793208895e-10,0.0040741181454226208,1.028200079650936e-08,0.011969212375032448,2.6569149792947447e-05,1.7018087496381936e-06,1.0870177932194937e-10,0.024891217948976429,7.005039926763109e-06,2.9457694211695339e-07,1.549061951618885e-08,1.317843727352627e-10,7.3389994943166008e-13
5.088560982615933e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071279257980042948,0.06290735474182392,0.020467882627449266,0.00011830670649406787,0.053255218135034345,0.012874045506765698,1.0016932410422566e-06,8.6292594776921269e-15,1.0680369601321037e-13,3.5808954808703086e-14,0.0,3.2639955753203589e-13,7.4185774486569802e-25,9.5758767681891406e-13,1.0479573147632e-16,4.4882191850217522e-18,3.3029366777061698e-14,1.1804434253623112e-33,8.3143470427512246e-06,0.080533161573777878,4.8086468054306071e-10,0.0040747433028776722,1.0269916438596286e-08,0.011960040124168389,2.6510534157381496e-05,1.7015372964745734e-06,1.083636746290832e-10,0.025004659265636456,7.0386145238440854e-06,2.9649199449379433e-07,1.5636209880575454e-08,1.3239131020645533e-10,7.3519444004583015e-13
5.108156906823817e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071315556486468229,0.062812830005684592,0.020380559324019866,0.00011924056670640978,0.053456579958731945,0.012865598632362363,1.0053047564636856e-06,8.6478887204377038e-15,1.0723909861912966e-13,3.5690417427340907e-14,0.0,3.2628202546016688e-13,7.4701167868447485e-25,9.6030850964559552e-13,1.0445500083125562e-16,4.5020382061589179e-18,3.2969462596118267e-14,1.1939854091760764e-33,8.3060815287220091e-06,0.080402734161246631,4.7949654764085296e-10,0.0040753077447558544,1.0259012619658043e-08,0.011951770655642884,2.645777292003131e-05,1.7012868196189448e-06,1.0805956931439812e-10,0.025106522415943269,7.0688260573129185e-06,2.9822071404820446e-07,1.576766145103991e-08,1.3293630096435631e-10,7.3633949757586581e-13
5.125793238610913e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071348389398734419,0.062727956807922244,0.020302211155000322,0.0001200825083521386,0.053637471683637986,0.012857937013109751,1.0085419895429741e-06,8.6645639030017307e-15,1.0762995335476521e-13,3.558390996837855e-14,0.0,3.261756911804832e-13,7.5165499365567524e-25,9.6274595301383902e-13,1.0414839624949989e-16,4.51440831033183e-18,3.2915442003791184e-14,1.2062412144416377e-33,8.2986771277178075e-06,0.080285384331947304,4.7826847025907106e-10,0.0040758171768513658,1.0249177468899951e-08,0.011944317023085745,2.6410283608740452e-05,1.7010564717358619e-06,1.0778604095105201e-10,0.025198009803936407,7.0960117733577543e-06,2.9978076148516169e-07,1.5886306059273214e-08,1.3342577832480059e-10,7.3735397768972201e-13
