Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CO2X(24),C2H4(47),COX(50),CH4OX(60),C2H6X(52),C2H4X(210),C2H4X(65),CH2OH(40),CH2OX(54),acetyl(43)
6.312649419070794e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44436656810765346,0.11027908455240702,0.022679552209252541,2.4689423334710103e-10,2.3207489894367057e-05,0.000119851029579192,1.4590404359460997e-05,5.8536834623924169e-07,1.8320539262127768e-09,0.00059166141021837224,1.6011922479268203e-14,0.00027900922040146957,2.4159884642594229e-11,4.7939063895692059e-07,7.4768393848986423e-13,9.4360542505412256e-15,0.00013495461456704719,1.0425673428140533e-09,0.0077579984884332629,0.0001104449106959737,4.4664714685141117e-05,3.4397214896415022e-07,3.3379904088886042e-09,5.8611310812686483e-08,1.0879908604195656e-09,2.5279917290057486e-10,1.2418547921189963e-06,2.3666211631210257e-05,4.3812735640152939e-12,2.2869370959897263e-06,3.5164155301022348e-13,1.643215883311215e-09,4.5351345370288162e-11,5.3296385992827624e-12,1.5502850834050111e-09,4.2037330528944334e-11,2.9521620385763039e-16,3.5914599586086881e-11,3.0257371110117114e-12,2.1601411009474143e-14
6.35374373305205e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44436217428148034,0.1102705284229146,0.022678617791954219,2.5252162413918103e-10,2.3609903037755342e-05,0.00012128172226711773,1.4830524522454427e-05,5.9669740717289399e-07,1.8913644319868097e-09,0.000595658966948764,1.6550187860036301e-14,0.00027978525637304281,2.4660667418195792e-11,4.9097055960414887e-07,7.6275869500354923e-13,9.6554253117795156e-15,0.00013629073604262175,1.0709965930100739e-09,0.0077620129137065379,0.0001103221496417868,4.4867971269490693e-05,3.4519733414379682e-07,3.3604072279781669e-09,5.8993861286225798e-08,1.1064082037797201e-09,2.57451092181995e-10,1.2607096122597117e-06,2.391645845959395e-05,4.4346010433977201e-12,2.3150771942235872e-06,3.5719595938399243e-13,1.68806734862634e-09,4.6097318747533896e-11,5.4583341462356523e-12,1.580733975756334e-09,4.337396030933409e-11,3.0326332106010428e-16,3.6807525125135534e-11,3.1246854921766517e-12,2.2105272077234774e-14
6.394838047033304e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44435788538598053,0.11026207374197715,0.02267767937907526,2.5823751231505096e-10,2.4016094544456257e-05,0.00012271904710307592,1.507290574818725e-05,6.081681368815706e-07,1.9521418173210417e-09,0.00059965722546254715,1.710283483809017e-14,0.00028055383342949833,2.5168464267124169e-11,5.0274004088052352e-07,7.7802927038603103e-13,9.8783668522106267e-15,0.00013762812136946967,1.1000104563310712e-09,0.0077659213673148784,0.00011019989195226782,4.5070553999660315e-05,3.4641563404537856e-07,3.3828255537214986e-09,5.9376457105717982e-08,1.1249950943379576e-09,2.6215827585974513e-10,1.2797142370836622e-06,2.4167637294211602e-05,4.488247154006572e-12,2.3433531457599627e-06,3.6279958849353898e-13,1.7338420348416546e-09,4.685031757489642e-11,5.5891361892572753e-12,1.6115698250664679e-09,4.4743666620325859e-11,3.1147589048427627e-16,3.771570411784454e-11,3.2261071214202739e-12,2.2617356516033707e-14
6.435932361014559e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4443536988329877,0.1102537179365748,0.02267673699139594,2.6404267748639271e-10,2.4426066826069902e-05,0.00012416297596806541,1.5317552895498979e-05,6.1978129716835976e-07,2.0144109674186769e-09,0.00060365616306438583,1.76701476286679e-14,0.00028131502261985415,2.5683324821430869e-11,5.147006305129571e-07,7.9349695794962166e-13,1.0104912649726267e-14,0.00013896672686962937,1.1296170340229564e-09,0.0077697264408977899,0.00011007813082676007,4.5272470637022941e-05,3.4762712210989097e-07,3.4052452487787999e-09,5.9759095996919702e-08,1.1437516429632707e-09,2.669209922331392e-10,1.2988687437111574e-06,2.4419744132382796e-05,4.5422118821643237e-12,2.3717643679223383e-06,3.6845253250591589e-13,1.7805527485991734e-09,4.7610357012624111e-11,5.7220619373715389e-12,1.6427947598880506e-09,4.6147032183947426e-11,3.1985620520877626e-16,3.8639272309887553e-11,3.3300444461344008e-12,2.3137739940382812e-14
6.477026674995814e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44434961209786938,0.11024545849717023,0.02267579064944111,2.6993790068498026e-10,2.4839822191755993e-05,0.00012561348096985553,1.556447077136385e-05,6.3153764684890615e-07,2.0781969858744182e-09,0.00060765575715156662,1.8252414009558503e-14,0.00028206889429888506,2.620529864844969e-11,5.2685387306517712e-07,8.0916305861847074e-13,1.0335096579669113e-14,0.00014030650943305139,1.1598244835195931e-09,0.0077734306625487793,0.00010995685956608945,4.5473728819321303e-05,3.4883187041339691e-07,3.4276661763940211e-09,6.0141775697356178e-08,1.1626779558791413e-09,2.7173950902618774e-10,1.318173208463806e-06,2.4672775003552155e-05,4.5964952120814067e-12,2.4003102825377807e-06,3.7415488259299696e-13,1.8282123854781114e-09,4.8377452058152013e-11,5.8571285644795216e-12,1.6744109005649878e-09,4.7584645656905417e-11,3.2840657422005103e-16,3.9578365296406854e-11,3.4365402918159808e-12,2.366649805179114e-14
6.518120988977069e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44434562271796563,0.11023729297614883,0.022674840373484165,2.7592396434679149e-10,2.5257362849572541e-05,0.00012707053444199092,1.5813664131247998e-05,6.4343794173823277e-07,2.1435251943826484e-09,0.00061165598521479095,1.8849925336141149e-14,0.00028281551813476145,2.6734435249063849e-11,5.3920130987277824e-07,8.2502888111993991e-13,1.056895261471955e-14,0.00014164742650818639,1.1906410183595544e-09,0.00777703649837444,0.00010983607157249702,4.5674336062787208e-05,3.5002994969991322e-07,3.4500882003987787e-09,6.0524493956393392e-08,1.1817741347229694e-09,2.7661409339507774e-10,1.3376277068787357e-06,2.4926725968990314e-05,4.6510971258894258e-12,2.4289903159239034e-06,3.7990672893357634e-13,1.8768339298636537e-09,4.9151617547223876e-11,5.9943532086309641e-12,1.7064203591939395e-09,4.9057101639417027e-11,3.3712932238852477e-16,4.0533118515337216e-11,3.5456378615878643e-12,2.4203706635837533e-14
6.559215302958324e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44434172829106672,0.11022921898629698,0.022673886183550911,2.8200165229617554e-10,2.567869090779089e-05,0.00012853410894276337,1.6065137679465796e-05,6.5548293463777234e-07,2.2104211324347033e-09,0.00061565682483892884,1.9462976556214216e-14,0.00028355496311657514,2.7270784055986877e-11,5.5174447897919225e-07,8.4109574217486705e-13,1.0806514824799227e-14,0.0001429894360927846,1.2220749081009758e-09,0.0077805463540152947,0.00010971576034941565,4.5874299764243384e-05,3.512214294136112e-07,3.4725111852161442e-09,6.0907248535304775e-08,1.2010402766044747e-09,2.8154501193506303e-10,1.3572323137224877e-06,2.5181593121497065e-05,4.7060176036798123e-12,2.4578038988748952e-06,3.8570816071751037e-13,1.9264304548126883e-09,4.9932868155011156e-11,6.1337529713054962e-12,1.7388252395864405e-09,5.0565000683727489e-11,3.4602679044417475e-16,4.1503667240812422e-11,3.65738073570029e-12,2.4749441559257412e-14
6.600309616939579e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44433792647392889,0.11022123419931812,0.022672928099423419,2.8817174973007865e-10,2.6103808376187611e-05,0.00013000417725415365,1.6318896069535384e-05,6.6767337532261395e-07,2.2789105570053663e-09,0.0006196582537037333,2.0091866224613178e-14,0.00028428729756175706,2.7814394432057406e-11,5.6448491507255851e-07,8.5736496668669099e-13,1.1047817376991506e-14,0.00014433249672489909,1.2541344782345112e-09,0.0077839625761293345,0.00010959591950110641,4.6073627203185422e-05,3.5240637773011938e-07,3.4949349958641648e-09,6.1290037207334875e-08,1.2204764741630746e-09,2.8653253068806537e-10,1.3769871030055072e-06,2.5437372585105987e-05,4.7612566235302938e-12,2.486750466646673e-06,3.9155926615050347e-13,1.9770151219165349e-09,5.072121839723341e-11,6.2753449167045492e-12,1.7716276372316542e-09,5.2108949302314463e-11,3.5510133495161472e-16,4.2490146576653274e-11,3.7718128710133286e-12,2.5303778767041377e-14
6.641403930920834e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4443342149808247,0.11021333634438456,0.022671966140643915,2.9443504320232453e-10,2.6532717167313958e-05,0.00013148071238074482,1.6574943904533071e-05,6.8001001052895476e-07,2.3490194422287102e-09,0.00062366024958451761,2.0736896517616285e-14,0.00028501258912338773,2.836531566854757e-11,5.7742414942348991e-07,8.7383788792939563e-13,1.1292894535478959e-14,0.00014567656747408803,1.286828110094401e-09,0.0077872874538391134,0.000109476542732168,4.6272325543843354e-05,3.5358486158672736e-07,3.5173594979591632e-09,6.1672857757758093e-08,1.2400828156244653e-09,2.9157691515003831e-10,1.3968921479960279e-06,2.5694060514791706e-05,4.8168141615320702e-12,2.5158294589411917e-06,3.9746013245540873e-13,2.0286011811606925e-09,5.1516682631274353e-11,6.4191460710537018e-12,1.8048296392597624e-09,5.3689559975781181e-11,3.6435532828465935e-16,4.3492691449936589e-11,3.8889786004605028e-12,2.5866794279577689e-14
6.682498244902089e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4443305915821314,0.11020552320672566,0.022671000326518555,3.0079232060794962e-10,2.6965419097743387e-05,0.00013296368754860886,1.68332857374467e-05,6.9249358394176612e-07,2.4207739790634314e-09,0.00062766279035279576,2.1398373247137205e-14,0.00028573090479740306,2.8923596983485175e-11,5.9056370982371971e-07,8.9051584773424098e-13,1.154178066149797e-14,0.00014702160793281124,1.3201642407676712e-09,0.0077905232201433399,0.00010935762384693206,4.6470401837220935e-05,3.5475694671195112e-07,3.5397845577189452e-09,6.2055707983930789e-08,1.2598593848562644e-09,2.966784302772884e-10,1.4169475212334951e-06,2.595165309617975e-05,4.8726901918267556e-12,2.5450403198899792e-06,4.0341084587596982e-13,2.0812019707816242e-09,5.2319275057292573e-11,6.5651734219141457e-12,1.8384333244059723e-09,5.5307451160439748e-11,3.7379115860029904e-16,4.4511436604644153e-11,4.0089226324938381e-12,2.6438564189809639e-14
6.723592558883344e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44432705410295198,0.11019779262625007,0.02267003067612125,3.0724437116759541e-10,2.7401915889297838e-05,0.0001344530762041695,1.7093926071527697e-05,7.0512483618266607e-07,2.4942005749477947e-09,0.00063166585397688704,2.2076605874703778e-14,0.00028644231092969744,2.9489287519989381e-11,6.0390512052562099e-07,9.0740019667524635e-13,1.1794510213310548e-14,0.00014836757820801518,1.3541513630014906e-09,0.0077936720532937832,0.00010923915674875655,4.666786302311023e-05,3.559226976543695e-07,3.5622100419657418e-09,6.2438585695341533e-08,1.279806261422693e-09,3.0183734049388127e-10,1.4371532945427173e-06,2.6210146545257881e-05,4.9288846866286563e-12,2.5743824980369363e-06,4.0941149168286053e-13,2.1348309171206059e-09,5.3129009719333184e-11,6.7134439175044693e-12,1.8724407629751572e-09,5.6963247295586287e-11,3.8341122981219995e-16,4.5546516595391091e-11,4.1316900505105637e-12,2.7019164660396835e-14
6.764686872864599e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44432360042177205,0.11019014249620215,0.022669057208297389,3.1379198541195643e-10,2.7842209170253298e-05,0.00013594885201304119,1.7356869360641863e-05,7.1790450479799998e-07,2.569325853444341e-09,0.0006356694185224856,2.2771907525222096e-14,0.00028714687322312793,3.0062436344620098e-11,6.1744990218258904e-07,9.2449229425339367e-13,1.2051117746193437e-14,0.00014971443891290134,1.3887980251086828e-09,0.0077967360781384179,0.00010912113543922879,4.6864715932081946e-05,3.5708217781037159e-07,3.5846358181289312e-09,6.2821488713657737e-08,1.2999235206385073e-09,3.0705390969904562e-10,1.4575095390473998e-06,2.6469537108090192e-05,4.9853976162455295e-12,2.6038554463204509e-06,4.1546215417419264e-13,2.1895015344746727e-09,5.3945900506434936e-11,6.8639744660328343e-12,1.9068540168071072e-09,5.8657578810469695e-11,3.9321796156371941e-16,4.6598065781232501e-11,4.2573263122617307e-12,2.7608671920925732e-14
6.805781186845854e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4443202284691482,0.11018257076185126,0.022668079941667578,3.2043595516627996e-10,2.8286300476525128e-05,0.00013745098885884841,1.7622120009618662e-05,7.3083332424712888e-07,2.6461766538744654e-09,0.00063967346215319831,2.3484595000525158e-14,0.00028784465674441871,3.0643092445740676e-11,6.3119957179027467e-07,9.4179350907951565e-13,1.2311637912444579e-14,0.00015106215115887335,1.4241128308714186e-09,0.007799717367431569,0.00010900355401728712,4.7060967287450001e-05,3.5823544945128128e-07,3.6070617542477014e-09,6.3204414872765101e-08,1.3202112336220451e-09,3.123284012728296e-10,1.4780163251830693e-06,2.6729821060534104e-05,5.0422289491149969e-12,2.6334586220548639e-06,4.2156291667827334e-13,2.2452274249446766e-09,5.4769961153729015e-11,7.0167819350376604e-12,1.9416751392424065e-09,6.0391082130955527e-11,4.0321378920031889e-16,4.7666218319547777e-11,4.3858772492429402e-12,2.8207162265138353e-14
6.846875500827109e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44431693622642932,0.11017507541921309,0.0226670988946313,3.2717707353492396e-10,2.8734191252833801e-05,0.00013895946084202429,1.7889682374599094e-05,7.4391202589092406e-07,2.7247800309430158e-09,0.00064367796313104654,2.4214988792705191e-14,0.00028853572593097118,3.1231304731894274e-11,6.451556426286595e-07,9.5930521905584311e-13,1.2576105461407026e-14,0.00015241067654765811,1.4601044394431094e-09,0.0078026179431119414,0.00010888640667827161,4.7256623707208225e-05,3.5938257374992983e-07,3.6294877189734716e-09,6.3587362018805324e-08,1.3406694673474222e-09,3.176610780832705e-10,1.4986737227108497e-06,2.6990994707958784e-05,5.0993786518238093e-12,2.663191486911338e-06,4.2771386156135328e-13,2.3020222782804786e-09,5.5601205243538954e-11,7.1718831507381902e-12,1.9769061750889173e-09,6.2164399685886889e-11,4.1340116374151699e-16,4.8751108160001881e-11,4.5173890660674546e-12,2.8814712048153587e-14
6.887969814808364e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44431372172450984,0.11016765451380292,0.022666114085370545,3.3401613488596762e-10,2.9185882853851432e-05,0.00014047424227859221,1.8159560763381934e-05,7.571413379804661e-07,2.8051632543530248e-09,0.00064768289981693972,2.4963413097229119e-14,0.00028922014459757878,3.1827122030193431e-11,6.5931962420496452e-07,9.7702881155617829e-13,1.2844555239510355e-14,0.00015375997716359592,1.4967815652485046e-09,0.0078054397775492463,0.00010876968771291128,4.7451691705939979e-05,3.6052361080617109e-07,3.6519135815720678e-09,6.3970328010212221e-08,1.3612982846959945e-09,3.2305220249405456e-10,1.5194818007306071e-06,2.7253054384966485e-05,5.1568466891214573e-12,2.6930535068981563e-06,4.3391507022758147e-13,2.3598998717233127e-09,5.6439646206476136e-11,7.3292948973954851e-12,2.0125491605888745e-09,6.3978179913143507e-11,4.2378255185240198e-16,4.9852869038582602e-11,4.6519083398219e-12,2.9431397683743702e-14
6.929064128789619e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44431058304261251,0.11016030613941867,0.022665125531853396,3.4095393483587553e-10,2.9641376545329639e-05,0.00014199530769893031,1.8431759435768293e-05,7.7052198564595039e-07,2.8873538084107033e-09,0.00065168825067111384,2.5730195825836192e-14,0.00028989797594305028,3.2430593084723106e-11,6.7369302219738101e-07,9.949656836046636e-13,1.3117022190329676e-14,0.00015511001556609539,1.5341529778820143e-09,0.0078081847947602473,0.00010865339150625659,4.7646177696700125e-05,3.6165861967174709e-07,3.674339211925882e-09,6.4353310717740019e-08,1.3820977445069538e-09,3.2850203636939137e-10,1.5404406276933676e-06,2.7515996455116933e-05,5.2146330239570744e-12,2.7230441523404955e-06,4.4016662311999492e-13,2.4188740698453376e-09,5.7285297322524044e-11,7.4890339166814148e-12,2.048606123386588e-09,6.5833077265401384e-11,4.3436043581452313e-16,5.097163447171323e-11,4.7894820194047511e-12,3.0057295641635474e-14
6.970158442770874e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430751830710191,0.11015302843695469,0.022664133251837578,3.4799127023421441e-10,3.0100673505209167e-05,0.00014352263184652124,1.8706282603904562e-05,7.8405469088579275e-07,2.9713793916208291e-09,0.00065569399425354424,2.6515668619217309e-14,0.00029056928255674272,3.3041766554956903e-11,6.8827733839961691e-07,1.013117242053123e-12,1.3393541354662258e-14,0.00015646075478224902,1.572227502004279e-09,0.007810854871594955,0.00010853751253656319,4.7840087992866902e-05,3.6278765837477683e-07,3.696764480535822e-09,6.4736308024489268e-08,1.4030679016272123e-09,3.3401084108083321e-10,1.5615502714146655e-06,2.7779817310653183e-05,5.2727376174972895e-12,2.7531628978597068e-06,4.464685997303772e-13,2.4789588243863891e-09,5.8138171722123553e-11,7.6511169070569032e-12,2.0850790824967475e-09,6.7729752215593596e-11,4.4513731349632961e-16,5.210753775043974e-11,4.9301574248478915e-12,3.0692482444789119e-14
7.011252756752129e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430452569032725,0.11014581959324404,0.022663137262873938,3.5512893914842694e-10,3.056377482471187e-05,0.00014505618967668762,1.8983134432623437e-05,7.9774017255594048e-07,3.0572679162726447e-09,0.00065970010922432494,2.732016685947528e-14,0.00029123412642500639,3.3660691014186563e-11,7.0307407066624451e-07,1.0314849037569438e-12,1.3674147870621838e-14,0.00015781215829960437,1.6110140172369865e-09,0.0078134518388937105,0.00010842204537413477,4.8033428809965074e-05,3.6391078394325389e-07,3.7191892585229849e-09,6.5119317825933807e-08,1.4242088069605902e-09,3.3957887751548321e-10,1.5828107990872753e-06,2.8044513372230395e-05,5.3311604291314452e-12,2.7834092223521363e-06,4.5282107859915847e-13,2.5401681740879802e-09,5.8998282387254847e-11,7.8155605231608372e-12,2.1219700482733232e-09,6.9668871262075095e-11,4.5611569832322496e-16,5.3260711934691851e-11,5.073982246621417e-12,3.1337034666737689e-14
7.052347070733384e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430160340949276,0.11013867783992953,0.022662137582309897,3.6236774084865337e-10,3.1030681509415137e-05,0.00014659595635531489,1.9262319039783229e-05,8.1157914635938331e-07,3.145047508016386e-09,0.00066370657434402277,2.8144029682365353e-14,0.00029189256893754207,3.4287414947964587e-11,7.180847128588484e-07,1.0500700957494745e-12,1.3958876973750682e-14,0.00015916419005908763,1.6505214580559623e-09,0.0078159774826158726,0.00010830698468013009,4.8226206267460491e-05,3.6502805242782761e-07,3.7416134176303296e-09,6.5502338029939553e-08,1.4455205075160635e-09,3.4520640607996598e-10,1.6042222772930989e-06,2.8310081088647873e-05,5.3899014165098011e-12,2.813782608967515e-06,4.5922413731370211e-13,2.602516244524556e-09,5.986564215250517e-11,7.9823813752064657e-12,2.1592810223790629e-09,7.16511069334925e-11,4.6729811924698056e-16,5.4431289847617228e-11,5.221004544921905e-12,3.1991028928962617e-14
7.093441384714639e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429874972555738,0.11013160145236246,0.022661134227292844,3.6970847579260745e-10,3.1501394480309646e-05,0.00014814190725756317,1.9543840496605229e-05,8.2557232483586668e-07,3.2347465054305805e-09,0.00066771336847400154,2.8987599989315499e-14,0.00029254467089367411,3.4921986752560019e-11,7.3331075479295601e-07,1.0688742554149175e-12,1.4247763997149427e-14,0.00016051681444807556,1.6907588136825503e-09,0.0078184335449408039,0.00010819232520534,4.8418426390523302e-05,3.6613951892436612e-07,3.7640368302242217e-09,6.5885366556778991e-08,1.4670030464554969e-09,3.5089368670668406e-10,1.6257847720160631e-06,2.8576516936582494e-05,5.448960535562147e-12,2.8442825450869548e-06,4.656778525205452e-13,2.6660172479320305e-09,6.0740263706136952e-11,8.1515960283863274e-12,2.1970139977555778e-09,7.3677137793360305e-11,4.7868712071468749e-16,5.5619404069988006e-11,5.3712727489444064e-12,3.2654541898228046e-14
7.134535698695894e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429596294215939,0.11012458874852817,0.022660127214773451,3.7715194561050553e-10,3.1975914574840439e-05,0.00014969401796656768,1.9827702828009159e-05,8.3972041735179929e-07,3.3263934595802086e-09,0.00067172047057671995,2.9851224459225702e-14,0.00029319049250854017,3.5564454733427164e-11,7.4875368218575024e-07,1.0878988306596816e-12,1.4540844371624755e-14,0.00016186999629361014,1.7317351279732872e-09,0.0078208217253418304,0.00010807806178893934,4.8610095111761644e-05,3.6724523759563832e-07,3.7864593692956231e-09,6.6268401339150265e-08,1.4886564631407536e-09,3.5664097886295168e-10,1.647498348654384e-06,2.8843817420325094e-05,5.5083377404928964e-12,2.8749085223005688e-06,4.7218229992602138e-13,2.7306854830336278e-09,6.1622159591154811e-11,8.3232210022881269e-12,2.2351709585940246e-09,7.5747648444345912e-11,4.9028526263740082e-16,5.6825186934678917e-11,5.5248356561383203e-12,3.3327650283978947e-14
7.175630012677149e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429324140456927,0.11011763808799833,0.022659116561509044,3.8469895309004578e-10,3.2454242547931953e-05,0.00015125226427213035,2.0113910012946609e-05,8.5402413009036631e-07,3.4200171335658674e-09,0.00067572785971600367,3.0735253560045892e-14,0.00029383009341919932,3.6214867103687363e-11,7.6441497660454801e-07,1.1071452800821854e-12,1.4838153625854904e-14,0.00016322370085575553,1.7734594993078922e-09,0.0078231436816338634,0.00010796418935721873,4.8801218272926456e-05,3.6834526169218236e-07,3.8088809084613211e-09,6.6651440322187947e-08,1.5104807931796882e-09,3.6244854155396909e-10,1.6693630720319373e-06,2.9111979071520268e-05,5.5680329838209524e-12,2.9056600363847481e-06,4.7873755429079994e-13,2.7965353348630635e-09,6.2511342206355027e-11,8.4972727703177779e-12,2.273753880306354e-09,7.7863329532264428e-11,5.0209512035811712e-16,5.804877052121655e-11,5.681742431447394e-12,3.401043083579379e-14
7.216724326658404e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429058349866773,0.11011074787090873,0.022658102284066738,3.9235030216143756e-10,3.293637907299726e-05,0.0001528166221694027,2.040246598473253e-05,8.6848416604183303e-07,3.5156465020640498e-09,0.00067973551505729282,3.1640041560131787e-14,0.00029446353269065912,3.687327198262372e-11,7.8029611541604327e-07,1.1266150731410752e-12,1.5139727386573099e-14,0.00016457789382109001,1.8159410804755928e-09,0.0078254010309952906,0.00010785070292229965,4.899180162658442e-05,3.6943964357307944e-07,3.8313013219651018e-09,6.7034481463466532e-08,1.5324760684718288e-09,3.6831663332816358e-10,1.6913790064106705e-06,2.9380998448907431e-05,5.6280462164021174e-12,2.9365365872791241e-06,4.8534368944462462e-13,2.8635812745850665e-09,6.3407823807374568e-11,8.6737677591299685e-12,2.3127647294971515e-09,8.0024877749785449e-11,5.1411928461926476e-16,5.929028665039859e-11,5.8420426065340652e-12,3.4702960340772913e-14
7.257818640639659e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44428798764994853,0.11010391653696215,0.022657084398826709,4.0010679788248343e-10,3.3422324742931987e-05,0.00015438706785756107,2.0693374631374591e-05,8.8310122499404881e-07,3.6133107508586458e-09,0.00068374341586786304,3.2565946539378202e-14,0.0002950908688218257,3.7539717394188557e-11,7.9639857173630193e-07,1.1463096903218453e-12,1.5445601378768919e-14,0.00016593254129633185,1.8591890785597906e-09,0.0078275953509647951,0.00010773759758083708,4.918185083776142e-05,3.7052843472600444e-07,3.8537204846785136e-09,6.741752273301252e-08,1.5546423172536463e-09,3.7424551228771484e-10,1.7135462155023507e-06,2.9650872138064999e-05,5.6883773874118303e-12,2.9675376790632272e-06,4.9200077828868924e-13,2.9318378593132805e-09,6.4311616507741979e-11,8.852722348070144e-12,2.3522054639360497e-09,8.2232995839853084e-11,5.2636036152998396e-16,6.0549866878982812e-11,6.0057860789883201e-12,3.5405315620989154e-14
7.298912954620914e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44428545232254629,0.11009714256445587,0.022656062921985281,4.0796924642370986e-10,3.3912080071093138e-05,0.00015596357773847496,2.0986639795900533e-05,8.978760035231429e-07,3.7130392763637975e-09,0.00068775154151702264,3.3513330400129405e-14,0.00029571215975137506,3.8214251265523763e-11,8.1272381438150095e-07,1.1662306233018343e-12,1.5755811425907594e-14,0.00016728760980209509,1.9032127548210817e-09,0.0078297281804137215,0.00010762486851271362,4.9371371485557145e-05,3.7161168578635108e-07,3.8761382721016486e-09,6.7800562113308999e-08,1.576979564142365e-09,3.8023543609051863e-10,1.7358647624794302e-06,2.992159675115781e-05,5.7490264443863135e-12,2.9986628199328832e-06,4.9870889278527907e-13,3.0013197319255768e-09,6.5222732279907989e-11,9.0341528686235028e-12,2.3920780325307099e-09,8.4488392598821054e-11,5.3882097253271492e-16,6.1827642494444888e-11,6.1730231115213198e-12,3.6117573531021785e-14
7.340007268602169e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44428297601828759,0.11009042446933287,0.02265503786955806,4.1593845505354909e-10,3.4405645492263177e-05,0.00015754612841536978,2.1282265276683372e-05,9.1280919498441742e-07,3.8148616851382134e-09,0.00069175987147628893,3.4482558877865906e-14,0.00029632746286354993,3.8896921425493903e-11,8.2927330781940495e-07,1.1863793751135795e-12,1.6070393450167294e-14,0.00016864306626677069,1.9480214245786608e-09,0.0078318010204945741,0.00010751251097972706,4.9560369064728112e-05,3.7268944655633768e-07,3.8985545603640058e-09,6.8183597599288308e-08,1.5994878301796418e-09,3.862866619540688e-10,1.7583347099869532e-06,3.0193168926685957e-05,5.8099933332529682e-12,3.0299115221763494e-06,5.0546810397501884e-13,3.0720416208767712e-09,6.6141182956272708e-11,9.2180756038701654e-12,2.4323843753003728e-09,8.6791782879304519e-11,5.5150375436924723e-16,6.3123744509804285e-11,6.3438043311439476e-12,3.6839810955398196e-14
7.381101582583424e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44428055727576615,0.11008376080425664,0.022654009257382913,4.2401523212356847e-10,3.4903021363599957e-05,0.000159134696691484,2.1580254827764447e-05,9.2790148950342921e-07,3.9188077933910479e-09,0.0006957683853195389,3.5474001551667355e-14,0.0002969368349938819,3.9587775603231973e-11,8.4604851212157277e-07,1.2067574603065086e-12,1.638938347269436e-14,0.00016999887802053199,1.9936244570901085e-09,0.0078338153355662372,0.00010740052032427517,4.9748848987241523e-05,3.7376176602359096e-07,3.9209692262248615e-09,6.8566627198337137e-08,1.6221671328752494e-09,3.9239944666793114e-10,1.7809561201537518e-06,3.0465585329236696e-05,5.8712779982981341e-12,3.061283302150223e-06,5.1227848198227521e-13,3.1440183400087951e-09,6.7066980230220374e-11,9.4045067879524101e-12,2.4731264233499697e-09,8.9143887592750405e-11,5.6441135904667647e-16,6.4438303658517654e-11,6.5181807283305228e-12,3.7572104806089133e-14
