Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),CHOX(50),COX(47),CO2X(24),C2H6X(49),CH4OX(57)
2.051742087045449e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042504570270279443,0.096389301982008416,0.020525267659852481,0.0016108882970805485,0.0053885143304106091,8.2098783458053914e-10,0.00073323235506119713,4.8304451553814953e-05,3.7489473803780661e-22,3.3390690017951492e-08,6.9813621835252761e-18,1.701475593694571e-16,9.6715156916043539e-14,9.4193562791454052e-07,1.6279989245970217e-20,9.730246932478449e-17,1.3888926089896633e-13,1.142356755082365e-15,0.00078470881335427776,0.1491075246752098,1.3784897925154331e-06,6.8764801852280843e-07,4.7985948283582714e-08,8.7074444118576183e-13,8.6639383665873532e-10,1.1988495970962039e-09,0.0003825646087353899,0.00011397666429030467,5.0194594299123185e-11,2.0581245808996317e-07,6.6703524093918907e-09,4.9979971171758068e-08,2.666528479834444e-08
2.0544650623247706e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042485489228327428,0.096386828818941325,0.020510030116114832,0.0016136470795216403,0.0053939343545404122,8.2132164874250103e-10,0.00073331426349362632,4.8373127221777281e-05,3.7541571051753414e-22,3.3403592223992862e-08,7.018931115256665e-18,1.7049547850910417e-16,9.7044045252192956e-14,9.4361279979219731e-07,1.6313061170951922e-20,9.7461933316278315e-17,1.3900039373690687e-13,1.1479852127157083e-15,0.00078433606460903487,0.14912704980896349,1.3783331775279922e-06,6.8787888372553831e-07,4.7974001684909591e-08,8.7064746756097612e-13,8.6600272422725981e-10,1.1980660909746166e-09,0.00038243088163708708,0.00011403897138305652,5.0187084993908126e-11,2.0574304803344034e-07,6.6713736519653942e-09,5.0028567054853366e-08,2.6700905501976525e-08
2.05691574007616e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042468354379776488,0.096384603483678014,0.020496337671158653,0.0016161296328783634,0.0053988099802437083,8.2162191972180848e-10,0.00073338720267232885,4.8434921993262157e-05,3.7588440800697366e-22,3.3415179818601147e-08,7.0528647271175166e-18,1.7080923713542426e-16,9.7340547896656679e-14,9.4512258236459086e-07,1.6342873083627204e-20,9.7605414955699085e-17,1.3910034238223106e-13,1.1530671782683794e-15,0.00078400131458349824,0.1491445837312812,1.3781921978585839e-06,6.8808644545479823e-07,4.7963280653769907e-08,8.7056017190530516e-13,8.6565155155551747e-10,1.1973624728693402e-09,0.00038231044764250912,0.00011409501267426927,5.0180305059522569e-11,2.0568052748438871e-07,6.6722886840287507e-09,5.0072279923222488e-08,2.6732960882791038e-08
2.0593664178275493e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042451255505600513,0.096382378632985974,0.020482665389221007,0.0016186118523835481,0.0054036833401137491,8.2192203810641099e-10,0.00073345940706178467,4.8496704135632632e-05,3.7635293723906859e-22,3.3426744357867499e-08,7.0869137364220146e-18,1.7112359413729895e-16,9.7637527163472513e-14,9.4663267494330979e-07,1.6372729707335335e-20,9.7748862475993699e-17,1.3920022396827362e-13,1.1581646626415043e-15,0.00078366724821556718,0.14916208110346285,1.3780511939334503e-06,6.8829380228118646e-07,4.7952588823936139e-08,8.7047285827233518e-13,8.6530116000231197e-10,1.1966603065730488e-09,0.00038218993915259414,0.00011415102083940175,5.0173504988845043e-11,2.0561795867131987e-07,6.6731998635111313e-09,5.0115970652412768e-08,2.6765013197364542e-08
2.0618170955789386e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042434192500041726,0.096380154266857324,0.020469013214601584,0.0016210937366216288,0.0054085544380692409,8.2222200452802079e-10,0.00073353087921090919,4.8558473647978293e-05,3.7682129833981311e-22,3.3438285891545263e-08,7.1210783579472872e-18,1.7143854971259396e-16,9.7934983015143805e-14,9.4814307693342624e-07,1.6402631055328165e-20,9.7892275821260183e-17,1.3930003860797912e-13,1.163277690767517e-15,0.00078333386349785242,0.14917954203227426,1.3779101662766166e-06,6.8850095482230204e-07,4.794192611880452e-08,8.7038552704012893e-13,8.6495154593210181e-10,1.1959595877806321e-09,0.00038206935705051265,0.00011420699599296976,5.0166685063017041e-11,2.0555534209596162e-07,6.6741072086571583e-09,5.0159639294513913e-08,2.6797062460168117e-08
2.064267773330328e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042417165257772706,0.096377930385281016,0.020455381091820393,0.0016235752841850387,0.0054134232780191378,8.2252181961590521e-10,0.00073360162166025231,4.8620230529436352e-05,3.7728949143570691e-22,3.344980446923537e-08,7.1553588064662254e-18,1.717541040579258e-16,9.8232915413741528e-14,9.496537877421032e-07,1.6432577140606198e-20,9.8035654936051267e-17,1.3939978641394727e-13,1.1684062875768799e-15,0.00078300115843110598,0.14919696662404797,1.377769115408829e-06,6.8870790368514414e-07,4.7931292463442491e-08,8.7029817846034833e-13,8.6460270996596004e-10,1.1952603120685887e-09,0.00038194870221467888,0.00011426293824904959,5.0159845132710633e-11,2.0549267825880189e-07,6.6750107373852354e-09,5.0203285901548561e-08,2.6829108685649884e-08
2.0664733833065783e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042401871230635296,0.096375929306142985,0.020443129279961458,0.0016258083879783264,0.0054178033066021808,8.2279152432279569e-10,0.00073366466806439588,4.8675800922664762e-05,3.7771072168280641e-22,3.3460151602659821e-08,7.1863104197189248e-18,1.7203861507860551e-16,9.850146198840599e-14,9.5101369102148116e-07,1.6459566878271895e-20,9.8164666826836652e-17,1.3948950238926024e-13,1.173035356532995e-15,0.00078270230332676163,0.14921261777601344,1.3776421502101855e-06,6.8889398401505566e-07,4.7921746948589917e-08,8.7021955020317214e-13,8.6428942033049135e-10,1.1946321940957026e-09,0.00038184005139727277,0.00011431325824610201,5.0153672275472382e-11,2.0543624080753015e-07,6.6758206648640712e-09,5.0242549050803316e-08,2.685794770359625e-08
2.0686789932828287e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042386606010612206,0.09637392861946853,0.020430893625193396,0.0016280412169165271,0.0054221815121950172,8.2306110741242315e-10,0.00073372712730314957,4.8731361083651231e-05,3.7813181604174959e-22,3.3470480217733666e-08,7.2173561833614511e-18,1.7232361140284562e-16,9.8770394506753236e-14,9.5237384353613391e-07,1.6486592872582344e-20,9.8293650906594463e-17,1.3957916440177614e-13,1.1776770744861727e-15,0.00078240399568080417,0.14922823965766924,1.3775151670048368e-06,6.8907990029879715e-07,4.7912224846973097e-08,8.7014090851147462e-13,8.6397675394923099e-10,1.1940052383264757e-09,0.00038173134300694149,0.00011436355177078874,5.0147483787626952e-11,2.053797658367641e-07,6.6766275285303961e-09,5.0281794431387984e-08,2.6886784283496801e-08
2.0708846032590792e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042371369521805098,0.096371928325243231,0.020418674087524558,0.0016302737699899976,0.0054265578976271309,8.2333056933849037e-10,0.00073378900121130871,4.878691101186461e-05,3.7855277460574336e-22,3.3480790350301711e-08,7.2484962539528652e-18,1.7260909317139525e-16,9.9039712940240689e-14,9.5373424485819429e-07,1.6513655132476377e-20,9.842260713581523e-17,1.3966877253286948e-13,1.1823314596065394e-15,0.0007821062340525321,0.1492438323456402,1.377388166165719e-06,6.8926565297593784e-07,4.7902726105587297e-08,8.7006225344667725e-13,8.6366471527662771e-10,1.1933794415956128e-09,0.00038162257767427194,0.00011441381890537171,5.0141279157697333e-11,2.0532325370635783e-07,6.6774313414154859e-09,5.032102208089766e-08,2.6915618435836655e-08
2.0730902132353296e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042356161688592492,0.096369928423450685,0.020406470627105086,0.0016325060461942526,0.0054309324657216785,8.2359991055312414e-10,0.00073385029161825263,4.8842450706804171e-05,3.789735974683015e-22,3.3491082036110356e-08,7.2797307880484931e-18,1.7289506052419032e-16,9.9309417260046085e-14,9.5509489456114607e-07,1.654075366672368e-20,9.8551535475274657e-17,1.3975832686369186e-13,1.1869985300628718e-15,0.00078180901700648157,0.14925939591627274,1.3772611480635514e-06,6.8945124247931443e-07,4.7893250669258994e-08,8.6998358532432591e-13,8.6335330016614009e-10,1.1927548006884127e-09,0.00038151375602680327,0.00011446405973183533,5.0135058740624767e-11,2.0526670477340097e-07,6.6782321161982725e-09,5.0360232036894105e-08,2.6944450171085959e-08
2.075075262213955e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042342499076955392,0.096368128847352297,0.020395501225953565,0.0016345148572288358,0.0054348680255114183,8.2384221481044191e-10,0.00073390495559859305,4.8892427682411288e-05,3.7935222209744136e-22,3.3500328810824129e-08,7.3079227644204069e-18,1.7315284643124022e-16,9.9552481056626358e-14,9.5631969130803308e-07,1.6565173369245971e-20,9.8667547102867915e-17,1.3983887982909346e-13,1.191209754451219e-15,0.00078154198610062733,0.14927337829739418,1.3771468173164015e-06,6.896181338823943e-07,4.7884742656464635e-08,8.6991277316099752e-13,8.6307355443762701e-10,1.1921936095652905e-09,0.00038141576891114035,0.00011450925404974173,5.0129447347124964e-11,2.0521577956057646e-07,6.67895022662451e-09,5.0395505900280735e-08,2.6970396674839427e-08
2.0770603111925804e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042328859560578976,0.096366329589094843,0.020384544786357733,0.0016365234424648358,0.005438802117588599,8.2408442198385565e-10,0.0007339591497463907,4.8942396368363228e-05,3.7973073695308071e-22,3.3509560698458973e-08,7.3361914971603517e-18,1.7341102587509425e-16,9.9795857376148212e-14,9.5754468859001461e-07,1.6589622467152566e-20,9.8783536080054195e-17,1.3991938934067651e-13,1.1954312819204167e-15,0.00078127539410874748,0.1492873372103535,1.3770324731521437e-06,6.8978489378804768e-07,4.7876253437498753e-08,8.6984195075876057e-13,8.6279431219462436e-10,1.1916333498791745e-09,0.00038131773713953083,0.00011455442718361753,5.0123823230364095e-11,2.0516482508342343e-07,6.6796658960687632e-09,5.0430765489456782e-08,2.6996341236829901e-08
2.0790453601712058e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042315243084905391,0.096364530648662322,0.020373601279559003,0.0016385318011806164,0.0054427347439982452,8.2432653239972616e-10,0.00073401287538407234,4.8992356764357621e-05,3.8010914210405514e-22,3.3518777724870801e-08,7.3645371003884251e-18,1.736695989560848e-16,1.0003954619702229e-13,9.5876988609894537e-07,1.6614100966504549e-20,9.8899502378845096e-17,1.3999985545714135e-13,1.1996631257126499e-15,0.00078100923999517677,0.14930127271023316,1.3769181158367295e-06,6.8995152250968532e-07,4.7867782973006485e-08,8.6977111828858466e-13,8.6251557235513422e-10,1.1910740193315785e-09,0.00038121966116315881,0.00011459957919264997,5.0118186454940332e-11,2.0511384159902871e-07,6.6803791337305561e-09,5.0466010831594289e-08,2.7022283864659034e-08
2.0810304091498312e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042301649595554991,0.096362732026037484,0.020362670676890085,0.0016405399326578701,0.0054466659067812766,8.2456854638340054e-10,0.00073406613383055418,4.9042308870111619e-05,3.8048743761939656e-22,3.352797991585187e-08,7.3929596882216492e-18,1.7392856577401628e-16,1.0028354749747795e-13,9.5999528352755272e-07,1.6638608873255454e-20,9.9015445971436721e-17,1.4008027823704461e-13,1.2039052990691833e-15,0.00078074352272762407,0.1493151848519359,1.3768037456347254e-06,6.9011802036238272e-07,4.7859331222946114e-08,8.6970027602093644e-13,8.6223733035256062e-10,1.1905156156797573e-09,0.00038112154143124413,0.00011464471013584358,5.0112537436484882e-11,2.0506282936275002e-07,6.6810899488485647e-09,5.0501241953809554e-08,2.7048224565918641e-08
2.0830154581284566e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042288079038326334,0.096360933721201761,0.020351752949774923,0.0016425478361816166,0.0054505956079745196,8.2481046425920979e-10,0.00073411892640124149,4.9092252685361964e-05,3.8086562356833037e-22,3.3537167297130801e-08,7.421459374773948e-18,1.7418792642816316e-16,1.0052786125556336e-13,9.6122088056943562e-07,1.6663146193248929e-20,9.9131366830208215e-17,1.4016065773879881e-13,1.2081578152303611e-15,0.00078047824127716776,0.14932907369018522,1.3766893628094237e-06,6.9028438766358561e-07,4.7850898148871907e-08,8.6962942404502349e-13,8.6195958765871441e-10,1.189958136692154e-09,0.00038102337839103766,0.00011468982007201823,5.0106875978615069e-11,2.0501178862924477e-07,6.6817983508494319e-09,5.0536458883140179e-08,2.7074163348190837e-08
2.085000507107082e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042274531359194935,0.096359135734135376,0.020340848069728114,0.0016445555110401833,0.0054545238496107214,8.2505228635047947e-10,0.00073417125440804545,4.9142188209864684e-05,3.8124370002028124e-22,3.3546339894372884e-08,7.4500362741559278e-18,1.7444768101727332e-16,1.007724874491464e-13,9.6244667691905998e-07,1.668771293222281e-20,9.9247264927724623e-17,1.4024099402067356e-13,1.2124206874355942e-15,0.00078021339461823542,0.14934293927952641,1.3765749676227444e-06,6.9045062472252475e-07,4.7842483711852819e-08,8.6955856251273028e-13,8.6168234382245863e-10,1.1894015800789689e-09,0.0003809251724878414,0.00011473490905981885,5.0101202083397754e-11,2.049607196524186e-07,6.6825043487927615e-09,5.0571661646575896e-08,2.7100100219048021e-08
2.0869855560857074e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042261006504312151,0.096357338064817319,0.020329956008354289,0.0016465629565251851,0.0054584506337185682,8.2529401297953634e-10,0.00073422311915939849,4.9192115443394989e-05,3.8162166704487026e-22,3.355549773318051e-08,7.4786905004746748e-18,1.7470782963957086e-16,1.0101742605591532e-13,9.6367267227175417e-07,1.6712309095810808e-20,9.9363140236735521e-17,1.4032128714079676e-13,1.2166939289233478e-15,0.00077994898172858171,0.1493567816743277,1.3764605603351986e-06,6.9061673184865546e-07,4.7834087872505631e-08,8.6948769166042731e-13,8.6140559545045997e-10,1.1888459435879778e-09,0.0003808269241650203,0.00011477997715771101,5.0095516050317775e-11,2.0490962268476254e-07,6.6832079517179949e-09,5.0606850271052247e-08,2.7126035186052708e-08
2.0889706050643328e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042247504420005286,0.096355540713225343,0.02031907673734824,0.0016485701719315281,0.0054623759623226792,8.2553564446770479e-10,0.00073427452196025132,4.9242034385747302e-05,3.81999524711939e-22,3.3564640839092947e-08,7.5074221678337743e-18,1.7496837239275259e-16,1.0126267705337885e-13,9.6489886632370929e-07,1.6736934689551436e-20,9.9478992730187369e-17,1.4040153715715317e-13,1.2209775529311448e-15,0.00077968500158929089,0.14937060092878016,1.3763461412060635e-06,6.9078270935887312e-07,4.7825710592133821e-08,8.6941681166211928e-13,8.6112934094247352e-10,1.1882912250516122e-09,0.00038072863386399926,0.00011482502442397716,5.0089817992020974e-11,2.0485849797726077e-07,6.6839091690283756e-09,5.0642024783437176e-08,2.7151968256757779e-08
2.0909556540429582e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042234025052776514,0.096353743679335954,0.020308210228494314,0.0016505771565573913,0.0054662998374436214,8.2577718113531228e-10,0.00073432546411208739,4.9291945036735153e-05,3.8237727309148477e-22,3.3573769237586828e-08,7.5362313903331078e-18,1.7522930937399082e-16,1.0150824041886687e-13,9.6612525877197639e-07,1.6761589718861347e-20,9.9594822381190117e-17,1.4048174412758636e-13,1.2252715726955511e-15,0.00077942145318475565,0.1493843970968988,1.3762317104933593e-06,6.9094855756155075e-07,4.7817351832900242e-08,8.6934592254910231e-13,8.6085358380454434e-10,1.1877374221948766e-09,0.00038063030202427128,0.0001148700509167233,5.0084107507850913e-11,2.0480734578063414e-07,6.6846080098421133e-09,5.0677185210535691e-08,2.7177899438706343e-08
2.0929407030215836e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042220568349301789,0.096351946963124477,0.020297356453665861,0.0016525839097042089,0.0054702222610979404,8.260186233016981e-10,0.00073437594691293879,4.934184739619087e-05,3.8275491225369117e-22,3.3582882954076384e-08,7.565118282068657e-18,1.7549064067993645e-16,1.017541161295311e-13,9.6735184931445884e-07,1.6786274189050431e-20,9.971062916303265e-17,1.4056190810979908e-13,1.2295760014521678e-15,0.00077915833550265675,0.14939817023252366,1.3761172684536664e-06,6.911142767620883e-07,4.7809011555415639e-08,8.6927502461919487e-13,8.6057831854078526e-10,1.1871845328058944e-09,0.00038053192908342232,0.0001149150566938834,5.007838511329164e-11,2.0475616634417892e-07,6.6853044830188244e-09,5.0712331579105885e-08,2.7203828739431739e-08
2.094925752000209e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042207134256430488,0.096350150564565015,0.020286515384825104,0.001654590430676663,0.0054741432352981463,8.2625997128521582e-10,0.00073442597165738869,4.9391741463965714e-05,3.8313244226894872e-22,3.3591982013913497e-08,7.5940829571324319e-18,1.7575236640671823e-16,1.0200030416234548e-13,9.6857863764991317e-07,1.6810988105331688e-20,9.9826413049193812e-17,1.4064202916135371e-13,1.2338908524356237e-15,0.00077889564753395738,0.14941192038932019,1.3760028153422521e-06,6.9127986727054611e-07,4.7800689721668163e-08,8.6920411797590135e-13,8.6030354599390185e-10,1.1866325546586798e-09,0.00038043351547712177,0.00011496004181320827,5.0072650674066799e-11,2.047049599160203e-07,6.6859985977349783e-09,5.0747463915842201e-08,2.7229756166457612e-08
2.0967122960809718e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.04219506286112254,0.096348534077431575,0.020276769263386007,0.0016563961004707208,0.0054776708744551711,8.2647710420635582e-10,0.0007344706033563719,4.9436639035468055e-05,3.8347212602037486e-22,3.3600158657232339e-08,7.6202177637292188e-18,1.759882568696671e-16,1.0222214040814287e-13,9.696829160165204e-07,1.6833255810620457e-20,9.9930598949159948e-17,1.4071410144950226e-13,1.2377831402623166e-15,0.00077865959493574998,0.14942427592775304,1.3758997982856355e-06,6.9142878894912148e-07,4.7793215808699368e-08,8.6914029473420552e-13,8.6005666933789732e-10,1.1861365516436219e-09,0.00038034490882104041,0.00011500051080574458,5.0067479613131635e-11,2.0465885125705642e-07,6.68662129188318e-09,5.0779071043701633e-08,2.7253089254978283e-08
2.0984988401617345e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042183009698987396,0.096346917847553754,0.02026703339084289,0.0016582015811406267,0.0054811973426427173,8.266941613271387e-10,0.00073451486601440908,4.9481529890521479e-05,3.8381172147153071e-22,3.3608323467541593e-08,7.6464157504003153e-18,1.7622446696027918e-16,1.0244422959905164e-13,9.707873541337058e-07,1.6855547375039167e-20,1.000347662632128e-16,1.4078613905209526e-13,1.2416838904586703e-15,0.0007784238888597319,0.14943661293554053,1.3757967726510075e-06,6.9157760685873254e-07,4.7785756776325896e-08,8.690764646810141e-13,8.5981019022622849e-10,1.1856412833469775e-09,0.00038025626989222515,0.00011504096315392768,5.0062298884230272e-11,2.0461272111448712e-07,6.6872420895382266e-09,5.0810666846726788e-08,2.7276420837359709e-08
2.1002853842424973e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.04217097473163571,0.096345301874910222,0.020257307746939353,0.0016600068721861969,0.0054847226413195834,8.2691114287760853e-10,0.00073455876056812569,4.9526414029056265e-05,3.8415122867411756e-22,3.3616476463194178e-08,7.6726770003100159e-18,1.7646099674755102e-16,1.0266657171791843e-13,9.7189195178362204e-07,1.6877862802170426e-20,1.0013891497239042e-16,1.4085814201080516e-13,1.2455931126706849e-15,0.00077818852857707889,0.14944893145144483,1.3756937386218149e-06,6.9172632122153909e-07,4.7778312596687926e-08,8.6901262794779842e-13,8.5956410741407519e-10,1.1851467481851074e-09,0.00038016759900434406,0.00011508139889949642,5.0057108581758558e-11,2.0456656966705701e-07,6.6878609972170629e-09,5.0842251344256792e-08,2.7299750919066498e-08
2.10207192832326e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042158957920790149,0.096343686159478775,0.020247592311476346,0.0016618119731093494,0.0054882467719419552,8.2712804908717126e-10,0.00073460228795190808,4.9571291451014829e-05,3.8449064767996046e-22,3.3624617662502623e-08,7.6990015966196857e-18,1.7669784630013917e-16,1.0288916674747441e-13,9.7299670874897487e-07,1.6900202095530225e-20,1.0024304505784911e-16,1.4093011036721354e-13,1.2495108165437029e-15,0.00077795351336108634,0.14946123151411539,1.37559069638065e-06,6.9187493225917071e-07,4.7770883242051487e-08,8.6894878466078429e-13,8.5931841980007115e-10,1.1846529445628799e-09,0.00038007889646983234,0.00011512181808407547,5.0051908784504349e-11,2.0452039709282668e-07,6.6884780214209953e-09,5.0873824555592766e-08,2.7323079505556897e-08
2.1038584724040228e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042146959228284923,0.096342070701236557,0.020237887064312,0.0016636168834140959,0.0054917697359634079,8.2734488018459847e-10,0.00073464544909791003,4.961616215635164e-05,3.8482997854100386e-22,3.3632747083739189e-08,7.7253896224876702e-18,1.7693501568636059e-16,1.0311201467033573e-13,9.7410162481302022e-07,1.692256525856644e-20,1.0034715650086119e-16,1.4100204416281109e-13,1.2534370117224068e-15,0.00077771884248716038,0.14947351316208929,1.3754876461092733e-06,6.9202344019285575e-07,4.7763468684837671e-08,8.6888493492926518e-13,8.5907312683770609e-10,1.1841598708902279e-09,0.00037999016259989625,0.00011516222074917533,5.0046699514841768e-11,2.0447420356917959e-07,6.6890931686504788e-09,5.0905386499997635e-08,2.7346406602282816e-08
2.1074315605655483e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042123016046186866,0.096338840556224492,0.020218507054595922,0.0016672261301948442,0.0054988121700048579,8.2777831795497168e-10,0.00073473067639406549,4.9705883417037656e-05,3.8550837603706596e-22,3.3648970664885496e-08,7.7783562955162684e-18,1.774103142312776e-16,1.0355846912586587e-13,9.7631193337295015e-07,1.6967363207122856e-20,1.0055532338521384e-16,1.4114580823708537e-13,1.2613149145722698e-15,0.0007772505308776275,0.14949802136753687,1.375281522198803e-06,6.9232014762969419e-07,4.7748683852550806e-08,8.6875721660404705e-13,8.5858372146340138e-10,1.1831759070712326e-09,0.0003798126020924739,0.00011524297668641358,5.0036252773109603e-11,2.0438175437973902e-07,6.690317858050299e-09,5.0968476664875934e-08,2.7393056348217045e-08
2.1106473399109214e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042101528766412634,0.096335934305055521,0.020201099688932342,0.0016704737954494659,0.0055051463853961011,8.2816815734690971e-10,0.00073480613773324198,4.9786609580596531e-05,3.8611863285184626e-22,3.3663531789399008e-08,7.8262440645113663e-18,1.7783917743115246e-16,1.0396114285420684e-13,9.7830175303124485e-07,1.7007763028326358e-20,1.0074260963845566e-16,1.4127507812034644e-13,1.2684341641443762e-15,0.00077683022085273448,0.14952001615849619,1.3750959850225632e-06,6.9258683391286724e-07,4.7735427835124886e-08,8.6864224923739098e-13,8.5814459820059856e-10,1.1822928202328385e-09,0.00037965269356569307,0.00011531560094743083,5.0026818807370592e-11,2.0429848022776585e-07,6.6914137239791707e-09,5.1025219472834294e-08,2.7435036079127014e-08
2.1138631192562945e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042080099601562407,0.096333028886788963,0.020183725022700581,0.0016737208354818756,0.0055114768434877948,8.2855775690457841e-10,0.0007348804268573826,4.9867313982137513e-05,3.8672860489072471e-22,3.3678055035302798e-08,7.8743386384078848e-18,1.7826907793900391e-16,1.0436463568127469e-13,9.8029208482347446e-07,1.7048240237827556e-20,1.0092983520419286e-16,1.4140423666772585e-13,1.2755810755103769e-15,0.000776411015322928,0.14954195188007643,1.3749104246174621e-06,6.9285318954973263e-07,4.7722219335231105e-08,8.6852726278463149e-13,8.5770674124648848e-10,1.1814120739519276e-09,0.00037949268829638835,0.00011538817232575695,5.0017354897387867e-11,2.0421514092723319e-07,6.6925036085760081e-09,5.1081926073789967e-08,2.7477011067698627e-08
2.1170788986016676e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042058728333034014,0.096330124301264072,0.02016638294047314,0.0016769672474743276,0.0055178035526636682,8.2894711793949434e-10,0.00073495354912277459,4.9947996621823352e-05,3.8733829246088255e-22,3.3692540507720484e-08,7.9226405020661153e-18,1.7870001614105167e-16,1.0476894750156406e-13,9.8228292750526776e-07,1.7088794853310577e-20,1.0111699997735902e-16,1.4153328411795154e-13,1.2827557048936221e-15,0.0007759929101377078,0.14956382875301791,1.3747248420138304e-06,6.9311921580746117e-07,4.7709058194464596e-08,8.6841225790891226e-13,8.5727014599910783e-10,1.1805336591379947e-09,0.00037933258805572382,0.00011546069105942825,5.0007861320751086e-11,2.0413173748817785e-07,6.6935875489922172e-09,5.1138596578727528e-08,2.7518981345499082e-08
2.1235104572924138e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.042016158616203905,0.09632431762775831,0.020131796069227197,0.0016834581761752125,0.0055304457576688332,8.2972512965481847e-10,0.00073509631438777598,5.0109296616887049e-05,3.8855681542970213e-22,3.3721398550532501e-08,8.0198680379152176e-18,1.7956500715505e-16,1.0558002769388035e-13,9.8626614058818664e-07,1.7170136369490481e-20,1.0149114673162548e-16,1.4179104667721628e-13,1.2971883425685987e-15,0.00077515998430633412,0.14960740683023591,1.3743536142900573e-06,6.9365028522220956e-07,4.7682877360540072e-08,8.6818219549833144e-13,8.5640072285639875e-10,1.178783787775144e-09,0.00037901210968261414,0.0001156055715391139,4.9988786214719851e-11,2.0396474219972751e-07,6.6957377448863926e-09,5.1251829742512426e-08,2.7602907894721715e-08
2.1292988601140853e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.041978041706652446,0.096319094467811089,0.020100778176319056,0.001689297836278784,0.0055418110044382863,8.3042453747574563e-10,0.00073522086573427829,5.0254392191012207e-05,3.8965251632453547e-22,3.3747242649913996e-08,8.1080866144848876e-18,1.8034705178446458e-16,1.0631279974118899e-13,9.8985276723664969e-07,1.7243608625728393e-20,1.0182766987003194e-16,1.4202265540423244e-13,1.310273075977358e-15,0.00077441407303768404,0.14964642802850076,1.3740194435835481e-06,6.9412713380034662e-07,4.7659475004726873e-08,8.6797508283303739e-13,8.5562251242297084e-10,1.1772167869210013e-09,0.00037872337185810456,0.00011573578629036722,4.9971519798943453e-11,2.0381423707660811e-07,6.6976529606687349e-09,5.135361724693814e-08,2.7678425993509972e-08
2.1350872629357568e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.041940109033072145,0.096313874003100527,0.020069864086899918,0.0016951354186838855,0.0055531642338821742,8.3112319258560143e-10,0.0007353417187140925,5.039941726476769e-05,3.9074730037183387e-22,3.3772965979322989e-08,8.1969843486130419e-18,1.81132464389335e-16,1.0704822363190822e-13,9.9344103007092976e-07,1.7317331920783603e-20,1.0216399446031107e-16,1.422539078469307e-13,1.323448489809928e-15,0.000773671663313268,0.1496852619381816,1.3736852165944336e-06,6.9460293460614709e-07,4.763622366362201e-08,8.6776792050145696e-13,8.5484832087523284e-10,1.1756572007833762e-09,0.00037843435330449143,0.00011586583412216416,4.9954161347244157e-11,2.0366353953602274e-07,6.6995494858762558e-09,5.1455289508521229e-08,2.775392931731257e-08
