Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),H2OX(23),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),COX(50),CO2X(24),H2X(49),CH4OX(60)
2.279739042053528e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31236568174344498,0.1115636610464423,0.010353784100592902,6.4157787347482212e-06,0.0034053171289123497,1.2723064073837573e-06,0.0016946932881344941,5.8813921925712922e-08,8.0332584470868203e-19,1.8970148815416312e-05,8.1549501992097995e-16,1.1667334869083726e-08,4.7049562713157624e-13,1.5318295572485612e-06,2.561615849721971e-14,2.5747961629149628e-15,6.7607265088791113e-06,2.4390186279593955e-11,0.005384245223470442,0.019813004875812751,1.4128663368516289e-07,1.2722866196084919e-06,1.4932566295406259e-07,2.8602914397091812e-06,9.5643243678268156e-12,4.9871416378806417e-09,1.7865597173011316e-07,4.7003482436882298e-09,1.3044032941863929e-09,6.8315912550276767e-11,1.8416337200348593e-08,2.4833553965247657e-11
2.289017931887658e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31234373403134491,0.11155402139601037,0.010326664189945226,6.488506333998157e-06,0.0034262229627795376,1.2702087355573449e-06,0.0017050658811520218,5.9372933076592451e-08,8.1205817381361833e-19,1.9001710534702472e-05,8.3039016458268986e-16,1.166446895455361e-08,4.7541969993858844e-13,1.5429633736476335e-06,2.5766907413465608e-14,2.6023127097819456e-15,6.7665853492961912e-06,2.4783405610762717e-11,0.0053833955788876627,0.019835802103569271,1.4143827228793403e-07,1.2730826943818141e-06,1.502117029722971e-07,2.8586099320836831e-06,9.5742169139946425e-12,4.9838979396912193e-09,1.7863139574190227e-07,4.7280233406769642e-09,1.3122948674207826e-09,6.8785121881828038e-11,1.838461291056616e-08,2.5012295211763771e-11
2.2982968217217876e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31232204224040822,0.1115443677012853,0.010299658272957493,6.5617071806014141e-06,0.0034471496445212572,1.2681404224621408e-06,0.0017154485087077813,5.993374812607004e-08,8.2084964899860834e-19,1.9032952900694383e-05,8.4546550423351457e-16,1.1661636178440092e-08,4.8036235145815698e-13,1.5541163942071136e-06,2.5917805293748791e-14,2.6299957684816215e-15,6.7723867516391495e-06,2.5180726604914946e-11,0.0053825497690530499,0.019858339561242687,1.4158801982605011e-07,1.273869994748314e-06,1.5109857276635489e-07,2.8569518030101929e-06,9.5839851746397563e-12,4.9806940477325997e-09,1.7860693002605404e-07,4.7557232955380224e-09,1.3201941230485639e-09,6.9255052087048728e-11,1.8353333749556478e-08,2.5191343028310003e-11
2.3075757115559173e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31230060469706966,0.11153470011627646,0.01027276570027434,6.6353816821919015e-06,0.0034680969089782017,1.2661010752606672e-06,0.0017258410371777193,6.0496351402282579e-08,8.2970042747882873e-19,1.9063877978528659e-05,8.607218804008835e-16,1.1658836176236756e-08,4.8532341025600162e-13,1.5652884056614081e-06,2.6068850520943785e-14,2.6578454684064186e-15,6.7781311901013418e-06,2.5582164637374078e-11,0.0053817077713416341,0.019880618945189572,1.4173588906815374e-07,1.2746485921656298e-06,1.5198626262563234e-07,2.8553168190379802e-06,9.5936300060160404e-12,4.9775295647625416e-09,1.7858257409978527e-07,4.7834478014275807e-09,1.3281009691566552e-09,6.97256958168071e-11,1.8322493755470583e-08,2.537069420177203e-11
2.316854601390047e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31227941973805534,0.11152501879393228,0.010245985826355754,6.7095302376285495e-06,0.0034890644928596407,1.2640903078840874e-06,0.0017362433338866466,6.1060727264969305e-08,8.3861066612070283e-19,1.9094487821335895e-05,8.7616012585089131e-16,1.1656068588940624e-08,4.9030270486534175e-13,1.576479195858742e-06,2.622004148956319e-14,2.6858619366253752e-15,6.7838191337466426e-06,2.5987734940913423e-11,0.0053808695632601876,0.019902641941340556,1.4188189270282655e-07,1.275418557356542e-06,1.5287476290975707e-07,2.8537047498957594e-06,9.6031522587293695e-12,4.974404098915238e-09,1.7855832747999366e-07,4.8111965537367816e-09,1.3360153145004168e-09,7.0197045769195259e-11,1.829208706959141e-08,2.555034553650973e-11
2.3261334912241767e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31225848571032683,0.11151532388614738,0.010219318009458456,6.7841532370561421e-06,0.003510052134730358,1.2621077409009306e-06,0.0017466552671015743,6.1626860106443873e-08,8.4758052144211003e-19,1.9124784470285154e-05,8.9178106455278378e-16,1.1653333062949826e-08,4.9530006380530358e-13,1.5876885537597671e-06,2.6371376605676584e-14,2.7140452979013283e-15,6.7894510465846633e-06,2.6397452605736795e-11,0.0053800351224466553,0.019924410225257139,1.4202604333902931e-07,1.2761799603186992e-06,1.53764064048004e-07,2.8521153684365379e-06,9.6125527777722884e-12,4.9713172636087379e-09,1.7853418968333041e-07,4.8389692500731315e-09,1.3439370684981227e-09,7.0669094689295815e-11,1.8262107934318325e-08,2.5730293854309435e-11
2.3354123810583064e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3122378009710256,0.1115056155437697,0.010192761611617248,6.859251061965853e-06,0.0035310595749976736,1.2601530013884407e-06,0.001757076706025096,6.2194734352543977e-08,8.5661014961260189e-19,1.9154769954629188e-05,9.0758551164508012e-16,1.1650629249963625e-08,5.0031531559900526e-13,1.5989162694360764e-06,2.6522854286829905e-14,2.742395674707982e-15,6.7950273876445096e-06,2.6811332579474362e-11,0.0053792044266695446,0.019945925462188336,1.4216835350654102e-07,1.276932870334188e-06,1.5465415653871694e-07,2.8505484505836276e-06,9.6218324025585563e-12,4.9682686774545148e-09,1.7851016022627569e-07,4.8667655902420559e-09,1.3518661412254784e-09,7.1141835368947994e-11,1.8232550691192594e-08,2.5910535994335312e-11
2.344691270892436e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31221736388741622,0.11149589391660754,0.010166315998626423,6.9348240852554491e-06,0.003552086555898571,1.2582257228065012e-06,0.0017675075207888166,6.2764334463558672e-08,8.6569970645361845e-19,1.9184446291750508e-05,9.2357427340330861e-16,1.1647956806884554e-08,5.0534828879132192e-13,1.6101621340686384e-06,2.6674472961965492e-14,2.7709131872468629e-15,6.8005486110471033e-06,2.7229389667193296e-11,0.0053783774538273535,0.019967189307127153,1.4230883565639639e-07,1.2776773559789316e-06,1.5554503094873586e-07,2.8490037752777853e-06,9.6309919669575376e-12,4.9652579641686663e-09,1.7848623862520578e-07,4.8945852762286443e-09,1.3598024434101899e-09,7.1615260646512513e-11,1.8203409778962818e-08,2.60910688130798e-11
2.353970160726566e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31219717283683152,0.11148615915343653,0.010139980540021189,7.0108726712891895e-06,0.0035731328214868956,1.2563255448740913e-06,0.001777947582446831,6.3335644935134112e-08,8.7484934743870579e-19,1.9213815487208262e-05,9.3974814720933776e-16,1.1645315395722794e-08,5.1039881196633648e-13,1.6214259399461483e-06,2.6826231071342729e-14,2.799597953464173e-15,6.8060151660760965e-06,2.7651638531423172e-11,0.0053775541819479867,0.019988203404866799,1.424475021613219e-07,1.2784134851319368e-06,1.5643667791282949e-07,2.8474811244254892e-06,9.6400322993284386e-12,4.9622847524852838e-09,1.7846242439646505e-07,4.9224280121795762e-09,1.3677458864265961e-09,7.2089363406636762e-11,1.817467973168981e-08,2.6271889184313378e-11
2.3632490505606955e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31217722620661686,0.11147641140200661,0.010113754609059155,7.0873971759574138e-06,0.0035941981176206609,1.2544521134482293e-06,0.0017883967629692436,6.390865029915783e-08,8.8405922769373767e-19,1.9242879534785646e-05,9.5610792152228466e-16,1.1642704683502578e-08,5.1546671376447748e-13,1.6327074804632968e-06,2.6978127066459245e-14,2.8284500890675195e-15,6.8114274972474283e-06,2.8078093692195641e-11,0.0053767345891881499,0.020008969390056773,1.4258436531617122e-07,1.2791413249843886e-06,1.5732908813313436e-07,2.845980282848291e-06,9.6489542225544195e-12,4.9593486760713104e-09,1.7843871705642969e-07,4.9502935043852308e-09,1.3756963822903425e-09,7.2564136580019578e-11,1.8146355176890238e-08,2.6452993999033617e-11
2.3725279403948252e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31215752239407513,0.11146665080904905,0.010087637582701769,7.1643979467358086e-06,0.0036152821919494343,1.2526050804053566e-06,0.0017988549352357405,6.4483335124621992e-08,8.9332950199713652e-19,1.9271640416538162e-05,9.7265437585098621e-16,1.1640124342170687e-08,5.2055182289934897e-13,1.6440065501189619e-06,2.7130159409972682e-14,2.8574697075425495e-15,6.8167860443775373e-06,2.8508769527098318e-11,0.0053759186538327799,0.020029488887258768,1.4271943733835948e-07,1.2798609420485892e-06,1.582222523785982e-07,2.8445010382332214e-06,9.6577585540766197e-12,4.956449373443512e-09,1.7841511612157636e-07,4.9781814612619564e-09,1.3836538436531115e-09,7.3039573143175587e-11,1.8118430833717972e-08,2.6634380165413273e-11
2.381806830228955e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31213805980641118,0.1114568775202831,0.010061628841595888,7.2418753227443617e-06,0.0036363847939018157,1.2507841035251098e-06,0.0018093219730292015,6.5059684018465722e-08,9.0266032478010145e-19,1.9300100102842341e-05,9.893882807280066e-16,1.1637574048506905e-08,5.2565396817425589e-13,1.6553229445143255e-06,2.7282326575623039e-14,2.8866569201694639e-15,6.8220912426502846e-06,2.8943680271342461e-11,0.0053751063542944455,0.020049763511002263,1.4285273036829476e-07,1.2805724021667472e-06,1.5911616148442959e-07,2.8430431810842357e-06,9.6664461059278679e-12,4.9535864878867793e-09,1.7839162110854105e-07,5.0060915933345213e-09,1.3916181837974027e-09,7.3515666118198772e-11,1.8090901511182701e-08,2.6816044608747928e-11
2.3910857200630846e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31211883686067754,0.11144709168042297,0.010035727770055318,7.3198296348059937e-06,0.0036575056746729986,1.2489888463764441e-06,0.0018197977510293606,6.5637681626397398e-08,9.120518501268308e-19,1.932826055244509e-05,1.0063103976851651e-15,1.1635053484036463e-08,5.307729784984283e-13,1.6666564603509134e-06,2.7434627048155581e-14,2.9160118360394255e-15,6.8273435226825967e-06,2.9382840017844313e-11,0.0053742976691127584,0.020069794865840093,1.4298425646981033e-07,1.2812757705196313e-06,1.600108063515529e-07,2.8416065046746684e-06,9.6750176847664387e-12,4.9507596673745394e-09,1.783682315341855e-07,5.0340236132187572e-09,1.3995893166313696e-09,7.3992408572527092e-11,1.8063762106404979e-08,2.6997984271402796e-11
2.4003646098972143e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31209985198371948,0.11143729343318458,0.010009933756042384,7.3982612055048983e-06,0.0036786445872124284,1.2472189782060551e-06,0.0018302821448065102,6.6217312633696658e-08,9.2150423177475441e-19,1.9356123712513587e-05,1.0234214792305722e-15,1.163256233494431e-08,5.359086829029457e-13,1.6780068954285637e-06,2.7587059323244378e-14,2.945534562070862e-15,6.8325433105888658e-06,2.9826262717319837e-11,0.0053734925769537934,0.020089584546403663,1.4311402763059397e-07,1.2819711116350705e-06,1.6090617794606794e-07,2.8401908050006665e-06,9.6834740919095432e-12,4.9479685644903438e-09,1.7834494691565129e-07,5.0619772356043246e-09,1.4075671566836897e-09,7.4469793618705849e-11,1.8037007602906951e-08,2.718019611275888e-11
2.409643499731344e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31208110361212055,0.11142748292129227,0.009984246191149574,7.4771703492445402e-06,0.0036998012862115405,1.2454741738290619e-06,0.0018407750308152523,6.6798561765996919e-08,9.3101762311476338e-19,1.938369151868562e-05,1.0407222688271394e-15,1.1630100291991285e-08,5.4106091055637117e-13,1.689374048643327e-06,2.7739621907416251e-14,2.9752252030256635e-15,6.8376910280441616e-06,3.0273962178392416e-11,0.0053726910566094938,0.020109134137458056,1.4324205576261647e-07,1.2826584893963234e-06,1.6180226729871591e-07,2.8387958807355851e-06,9.6918161233666995e-12,4.9452128363515768e-09,1.783217667704244e-07,5.089952177237706e-09,1.4155516190985081e-09,7.4947814414150671e-11,1.801063306893809e-08,2.7362677109158557e-11
2.4189223895654737e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31206259019214844,0.11141766028648549,0.0099586644705811963,7.5565573723053577e-06,0.0037209755280915805,1.2437541135219056e-06,0.0018512762863882907,6.7381413790048159e-08,9.4059217719144253e-19,1.9410965895120453e-05,1.0582135008725636e-15,1.1627667050432062e-08,5.4622949078008879e-13,1.7007577199852938e-06,2.7892313317975409e-14,3.0050838615252626e-15,6.8427870923462359e-06,3.0725952067713635e-11,0.0053718930869970814,0.020128445213956903,1.4336835270255909e-07,1.2833379670503077e-06,1.6269906550434922e-07,2.8374215331853099e-06,9.7000445698729651e-12,4.9424921445341107e-09,1.7829869061638414e-07,5.1179481569053045e-09,1.4235426196304069e-09,7.5426464160912316e-11,1.7984633655835324e-08,2.7545424253850456e-11
2.4282012793996034e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31204431017970102,0.1114078256695254,0.0099331879931350547,7.6364225729021439e-06,0.003742167070991531,1.2420584829174175e-06,0.0018617857897302707,6.7965853514461115e-08,9.5022804670330538e-19,1.9437948754550011e-05,1.0758959006807494e-15,1.1625262309934835e-08,5.5141425306335879e-13,1.7121577105363569e-06,2.8045132082928545e-14,3.0351106380666211e-15,6.8478319164763866e-06,3.1182245910096615e-11,0.0053710986471584713,0.020147519341097073,1.4349293021223852e-07,1.2840096072156933e-06,1.6359656372140815e-07,2.836067566244511e-06,9.7081602169219737e-12,4.9398061549992151e-09,1.7827571797186676e-07,5.1459648954167624e-09,1.4315400746394388e-09,7.5905736105438457e-11,1.7959004596416786e-08,2.7728434556933813e-11
2.437480169233733e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31202626204025219,0.11139797921020159,0.009907816161184203,7.7167662412411081e-06,0.0037633756747560945,1.2403869729020183e-06,0.0018723034199116606,6.855186579043241e-08,9.599253840030314e-19,1.9464641998330588e-05,1.0937701844646612e-15,1.1622885774502761e-08,5.5661502707808456e-13,1.7235738224679122e-06,2.8198076740910555e-14,3.0653056310381032e-15,6.8528259091592021e-06,3.164285708866164e-11,0.0053703077162596778,0.020166358074373131,1.4361579997903188e-07,1.2846734718908739e-06,1.6449475317140087e-07,2.8347337863537613e-06,9.7161638447988954e-12,4.9371545380210808e-09,1.782528483557084e-07,5.1740021155884051e-09,1.4395439010862017e-09,7.6385623538338675e-11,1.7933741203408491e-08,2.7911705045302326e-11
2.446759059067863e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31200844424879837,0.11138812104733842,0.0098825483806586987,7.7975886595766517e-06,0.0037846011009237826,1.2387392795150057e-06,0.0018828290568626781,6.9139435512451291e-08,9.6968434109770386e-19,1.9491047516494757e-05,1.1118370593205849e-15,1.1620537152397006e-08,5.6183164269330138e-13,1.7350058590384907e-06,2.8351145841110712e-14,3.0956689367352485e-15,6.8577694749211913e-06,3.2107798844994117e-11,0.0053695202735902416,0.020184962959631642,1.4373697361629905e-07,1.2853296224617976e-06,1.6539362513838959e-07,2.8334200024575496e-06,9.7240562286131583e-12,4.9345369681168284e-09,1.7823008128730913e-07,5.2020595422268547e-09,1.4475540165269603e-09,7.6866119794146848e-11,1.7908838867903412e-08,2.8095232762587186e-11
2.4560379489019926e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31199085528980519,0.11137825131880186,0.0098573840610274386,7.8788901022677793e-06,0.0038058431127150857,1.2371151038498907e-06,0.0018933625813672577,6.9728547618988437e-08,9.7950506964905215e-19,1.9517167187803769e-05,1.130097223213775e-15,1.1618216156061474e-08,5.670639299893863e-13,1.7464536245913328e-06,2.8504337943199377e-14,3.1262006493764339e-15,6.8626630141483437e-06,3.2577084279314358e-11,0.0053687362985626206,0.0202033355331252,1.4385646266380394e-07,1.2859781197096829e-06,1.6629317096848138e-07,2.8321260259631254e-06,9.7318381383310677e-12,4.9319531239766993e-09,1.7820741628666798e-07,5.2301369021128122e-09,1.4555703391088188e-09,7.7347218251084555e-11,1.7884293057852169e-08,2.8279014769099975e-11
2.4653168387361223e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31197349365715393,0.11136837016150559,0.0098323226152799668,7.9606708358342496e-06,0.0038271014750207153,1.2355141519577362e-06,0.0019039038750570652,7.0319187093166569e-08,9.8938772097369285e-19,1.9543002879800103e-05,1.1485513649654736e-15,1.1615922502049096e-08,5.7231171927199408e-13,1.7579169245518999e-06,2.8657651617255336e-14,3.1569008611184406e-15,6.8675069231426536e-06,3.3050726350659101e-11,0.005367955770711615,0.020221477321566324,1.4397427858813459e-07,1.2866190238186018e-06,1.6719338206932384e-07,2.8308516707001812e-06,9.739510338808261e-12,4.929402688397116e-09,1.7818485287445071e-07,5.2582339239849919e-09,1.4635927875649343e-09,7.7828912330826062e-11,1.7860099316584795e-08,2.8463048141774705e-11
2.474595728570252e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31195635785408887,0.11135847771141767,0.0098073634599084181,8.0429311190123832e-06,0.0038483759543899445,1.2339361347524699e-06,0.0019144528204055511,7.0911338963414097e-08,9.9933244604337401e-19,1.9568556448860432e-05,1.1672001642412823e-15,1.1613655910949651e-08,5.7757484108572233e-13,1.7693955654253298e-06,2.8811085443693553e-14,3.1877696620719114e-15,6.8723015941775956e-06,3.3528737877074474e-11,0.0053671786696937842,0.020239389842181099,1.4409043278312113e-07,1.2872523943829547e-06,1.6809424990960586e-07,2.8295967528813391e-06,9.7470735898219845e-12,4.9268853482132774e-09,1.7816239057201333e-07,5.2863503385242026e-09,1.4716212812097811e-09,7.8311195498259697e-11,1.7836253261362895e-08,2.8647329974109602e-11
2.4838746184043817e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31193944639316418,0.11134857410356687,0.0097825060148894055,8.1256712028105787e-06,0.0038696663190190194,1.2323807679181177e-06,0.0019250093007220468,7.1504988304100816e-08,1.0093393954852243e-18,1.9593829740248704e-05,1.1860442915408667e-15,1.1611416107319128e-08,5.8285312622750955e-13,1.7808893547938383e-06,2.8964638013193473e-14,3.218807140316708e-15,6.8770474155526264e-06,3.4011131535820272e-11,0.0053664049752868452,0.020257074602762631,1.4420493657025304e-07,1.2878782904148092e-06,1.6899576601856295e-07,2.8283610910634266e-06,9.7545286461032479e-12,4.9244007942353183e-09,1.7814002890147819e-07,5.3144858783375963e-09,1.4796557399344578e-09,7.8794061261254869e-11,1.7812750581961555e-08,2.8831857376108347e-11
2.4931535082385114e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31192275779619155,0.11133865947204891,0.0097577497036660209,8.2088913305644814e-06,0.0038909723387396599,1.2308477718179337e-06,0.0019355732001459067,7.2100120236157314e-08,1.0194087195819978e-18,1.9618824588169523e-05,1.2050844081889701e-15,1.160920281961056e-08,5.8814640575976777e-13,1.7923981013140578e-06,2.9118307926627866e-14,3.2500133819171642e-15,6.8817447716466821e-06,3.4497919863585223e-11,0.0053656346673890999,0.02027453310172429,1.4431780119909364e-07,1.2884967703511411e-06,1.6989792198548753e-07,2.8271445061095297e-06,9.7618762573687667e-12,4.9219487211829254e-09,1.7811776738574016e-07,5.3426402779430674e-09,1.4876960842020412e-09,7.9277503170422286e-11,1.7789587039280527e-08,2.9016627474220824e-11
2.502432398072641e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31190629059418729,0.11132873395003291,0.0097330939531298493,8.29259173799189e-06,0.0039122937850076395,1.229336871405376e-06,0.0019461444036406861,7.2696719927677358e-08,1.0295405682723274e-18,1.9643542815821712e-05,1.2243211663277331e-15,1.1607015780106243e-08,5.9345451102325515e-13,1.8039216147143311e-06,2.9272093794992134e-14,3.2813884709372454e-15,6.8863940429707354e-06,3.4989115256713008e-11,0.0053648677260188446,0.02029176682815274,1.444290378476944e-07,1.2891078920609458e-06,1.7080070945924371e-07,2.8259468211517775e-06,9.7691171683528209e-12,4.9195288276248131e-09,1.7809560554855884e-07,5.3708132737537848e-09,1.4957422350429784e-09,7.976151481888275e-11,1.7766758463983895e-08,2.9201637411283508e-11
2.5117112879067708e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3118900433273209,0.11131879766976754,0.0097085381936030286,8.3767726532473122e-06,0.0039336304308914402,1.2278477961369037e-06,0.0019567227969883661,7.3294772594503841e-08,1.0397350911509754e-18,1.9667986235452043e-05,1.2437552089102784e-15,1.1604854724851436e-08,5.987772736496906e-13,1.815459705791946e-06,2.9425994239334229e-14,3.3129324894555912e-15,6.8909956062194189e-06,3.5484729971438991e-11,0.0053641041313137808,0.020308777261860797,1.445386576230071e-07,1.2897117128522543e-06,1.7170412014778721e-07,2.8247678615549068e-06,9.7762521188388854e-12,4.9171408159147834e-09,1.780735429145371e-07,5.3990046040628993e-09,1.5037941140505328e-09,8.0246089842026687e-11,1.7744260755167847e-08,2.9386884346459435e-11
2.5209901777409005e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31187401454486213,0.11130885076258731,0.0096840818588203679,8.4614342969762342e-06,0.0039549820510609984,1.2263802798865457e-06,0.0019673082667836183,7.3894263500798914e-08,1.0499924374690866e-18,1.9692156648409105e-05,1.2633871696955647e-15,1.160271939358937e-08,6.0411452557411295e-13,1.8270121864103269e-06,2.9580007890684834e-14,3.3446455175804792e-15,6.8955498343217163e-06,3.5984776124137262e-11,0.0053633438635304386,0.020325565873439973,1.4464667156129401e-07,1.2903082894790194e-06,1.726081458176889e-07,2.823607454880476e-06,9.7832818436911534e-12,4.9147843921350613e-09,1.7805157900924552e-07,5.4272140090283802e-09,1.5118516433762652e-09,8.0731221917284701e-11,1.7722089879055782e-08,2.9572365455177751e-11
2.53026906757503e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31185820280512994,0.11129889335891859,0.0096597243859114831,8.546576882369061e-06,0.003976348421776521,1.2249340608622169e-06,0.0019779007004281043,7.4495177959598054e-08,1.060312756134448e-18,1.9716055845197372e-05,1.2832176732444735e-15,1.1600609529697611e-08,6.0946609904698867e-13,1.8385788694961713e-06,2.9734133389988425e-14,3.3765276334646693e-15,6.90005709649079e-06,3.6489265691577861e-11,0.0053625869030435903,0.020342134124312957,1.4475309062853678e-07,1.2908976781479144e-06,1.7351277829366427e-07,2.8224654308518664e-06,9.7902070728858201e-12,4.91245926603275e-09,1.7802971335914997e-07,5.4554412306579984e-09,1.5199147457255604e-09,8.1216904763886317e-11,1.7700241867720381e-08,2.9758077929072899e-11
2.53954795740916e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31184260667544056,0.11128892558828596,0.0096354652153830163,8.6322006152147766e-06,0.0039977293208773891,1.2235088815237382e-06,0.0019884999861248306,7.5097501333348379e-08,1.0706961957117416e-18,1.9739685605531263e-05,1.3032473349171214e-15,1.1598524880125733e-08,6.1483182664607353e-13,1.8501595690365396e-06,2.9888369388034441e-14,3.4085789133201622e-15,6.904517758272908e-06,3.6998210511193963e-11,0.0053618332303456513,0.02035848346678578,1.4485792572084442e-07,1.2914799345250146e-06,1.7441800945810636e-07,2.821341621319863e-06,9.7970285315423595e-12,4.9101651509681491e-09,1.7800794549179935e-07,5.4836860127944696e-09,1.5279833443532002e-09,8.1703132142632173e-11,1.767871281783193e-08,2.9944018975923443e-11
2.5488268472432896e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31182722473205643,0.11127894757931811,0.0096113037911008739,8.718305693954271e-06,0.0040191245277711347,1.222104488502531e-06,0.0019991060128725247,7.5701219034432205e-08,1.0811429044228077e-18,1.9763047698389438e-05,1.3234767608713751e-15,1.1596465195334248e-08,6.2021154128802466e-13,1.8617541000759035e-06,3.0042714545389155e-14,3.4407994314328526e-15,6.9089321815955402e-06,3.7511622281358836e-11,0.0053610828260461261,0.020374615344099779,1.4496118766485833e-07,1.2920551137423774e-06,1.7532383125062359e-07,2.8202358602290438e-06,9.8037469399544189e-12,4.9079017638498392e-09,1.779862749356614e-07,5.5119481011007301e-09,1.5360573630589704e-09,8.2189897855654083e-11,1.76574988894324e-08,3.0130185819590643e-11
2.5581057370774193e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3118120555601343,0.11126895945975405,0.0095872395602725289,8.8048923097333579e-06,0.0040405338234224906,1.2207206325229481e-06,0.0020097186704600679,7.6306316525674831e-08,1.0916530301469061e-18,1.978614388206903e-05,1.3439065480625517e-15,1.159443022923481e-08,6.256050762397754e-13,1.8733622787131434e-06,3.019716753232797e-14,3.4731892601770891e-15,6.9133007248146026e-06,3.8029512561672347e-11,0.0053603356708710062,0.02039053119048341,1.4506288721815709e-07,1.2926232704045277e-06,1.7623023566758146e-07,2.8191479835846263e-06,9.810363013620822e-12,4.9056688250902505e-09,1.7796470122043209e-07,5.5402272430453094e-09,1.5441367261833162e-09,8.2677195746184995e-11,1.7636596304734775e-08,3.0316575699956433e-11
2.567384626911549e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31179709775367537,0.111258961356449,0.0095632719734293457,8.8919606464555109e-06,0.0040619569903425331,1.2193570683252116e-06,0.0020203378494609587,7.6912779320838254e-08,1.102226720420978e-18,1.9808975904240087e-05,1.3645372842442868e-15,1.1592419739131579e-08,6.310122651296675e-13,1.8849839220985073e-06,3.0351727028768283e-14,3.5057484700301314e-15,6.9176237427608901e-06,3.8551892773256843e-11,0.0053595917456621895,0.020406232431203753,1.4516303506965822e-07,1.2931844585948235e-06,1.7713721476164998e-07,2.8180778294202221e-06,9.8168774632760746e-12,4.9034660585358254e-09,1.7794322387669491e-07,5.568523187887971e-09,1.552221358603038e-09,8.3165019698324584e-11,1.7616001346947171e-08,3.0503185872861528e-11
2.5766635167456787e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3117823499154736,0.11124895339538034,0.0095394004844090025,8.9795108808342731e-06,0.0040833938125778881,1.2180135545899204e-06,0.0020309634412278201,7.7520592985099608e-08,1.1128641224399128e-18,1.9831545501999895e-05,1.3853695479705504e-15,1.1590433485663828e-08,6.3643294195834904e-13,1.8966188484305233e-06,3.0506391724202692e-14,3.5384771295865181e-15,6.921901586785719e-06,3.9078774199062118e-11,0.0053588510313769102,0.020421720482617915,1.4526164184001982e-07,1.2937387318817693e-06,1.7804476064135361e-07,2.8170252377658663e-06,9.8232909949211559e-12,4.9012931914346559e-09,1.7792184243647315e-07,5.5968356866652928e-09,1.5603111857270227e-09,8.3653363636804645e-11,1.7595710359121023e-08,3.0690013610042781e-11
2.5859424065798084e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31176781065706571,0.11123893570165369,0.0095156245503379092,9.0675431824453658e-06,0.004104844075700019,1.2166898538641007e-06,0.0020415953378869409,7.8129743135515709e-08,1.1235653830568139e-18,1.9853854401927451e-05,1.4064039085987967e-15,1.1588471232749658e-08,6.4186694110943918e-13,1.9082668769528766e-06,3.0661160317632696e-14,3.571375305572329e-15,6.9261346048057793e-06,3.9610167984179466e-11,0.0053581135090871529,0.020436996752224108,1.4535871808203917e-07,1.294286143325154e-06,1.7895286547062677e-07,2.8159900506170977e-06,9.8296043098535605e-12,4.8991499543546439e-09,1.7790055643254127e-07,5.6251644921766327e-09,1.568406133492021e-09,8.4142221526762627e-11,1.757571974302302e-08,3.0877056199070612e-11
