Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),COX(50),CHOX(53),H2OX(23),CO2X(24)
8.622551435560088e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30081747013376681,0.10199962463277669,0.001132789139439968,4.568712115103419e-05,0.00011495450206096714,0.023225913832949859,0.011874482547527652,1.4574045135869272e-10,4.1297083700395789e-12,3.8134031778629241e-07,1.2414845750907081e-20,6.8685262119024605e-07,7.7490069126780629e-17,5.0492061650643494e-12,1.0525863190208314e-11,7.460192927035252e-14,2.6986541464299895e-10,1.7895694136420812e-14,0.0047403001355478883,0.031287384768939649,1.1683144918213916e-08,0.00038919943320315907,3.2709362277691883e-12,4.5225025683189863e-08,1.9854798827848031e-07,1.2139281415106033e-07,9.2251349048983881e-06,0.00032359263403497197,8.8018896839231356e-09,4.2337378542322692e-10,4.7604209450165556e-09,1.2167502852235513e-10
8.650825670255894e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30084007896365639,0.10195783946577595,0.0011220348604973661,4.5993338415999235e-05,0.0001157422816457298,0.023310319039238889,0.011917514824925332,1.4651619919771443e-10,4.1754288814565347e-12,3.8163432840672954e-07,1.2564384581072939e-20,6.8807334203827995e-07,7.8028877623933709e-17,5.0768839558187167e-12,1.0582805884270791e-11,7.5144470601292513e-14,2.7014874404379259e-10,1.8092542331075788e-14,0.0047387123963435846,0.031264426810813956,1.1669849509037841e-08,0.00038990134478189044,3.2803588981761986e-12,4.5336673593992332e-08,1.986950698506122e-07,1.2151336673637139e-07,9.25897010834628e-06,0.00032479332072173805,8.8344510496959819e-09,4.2566095439756707e-10,4.7931947037356315e-09,1.2202802412110755e-10
8.6790999049517e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30086284259685453,0.10191609644333324,0.0011113810796458368,4.6299981997219731e-05,0.0001165312324338872,0.023394632304772716,0.011960500441893599,1.4729244376210405e-10,4.2214734415773313e-12,3.8192595132653375e-07,1.2715074167171413e-20,6.8929075942461428e-07,7.8568944698187776e-17,5.1045559867964925e-12,1.0639791722806681e-11,7.5688766096375842e-14,2.7042883121172289e-10,1.8290755303266518e-14,0.0047371287750413724,0.03124131252107654,1.1656507941607961e-08,0.00039060163075818795,3.2897883538227539e-12,4.5448343932241283e-08,1.98842724601523e-07,1.2163240254825975e-07,9.2927788265874659e-06,0.0003259930708351792,8.8669871805318048e-09,4.279501587767925e-10,4.8260229824239501e-09,1.2237932463553002e-10
8.707374139647506e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30088575900832693,0.10187439574691393,0.0011008268623047478,4.6607044714361895e-05,0.00011732133623182897,0.023478853338687752,0.012003439250373516,1.4806917678662111e-10,4.2678428833012467e-12,3.8221520443465989e-07,1.2866917536685526e-20,6.9050488679132829e-07,7.9110263203114542e-17,5.1322217308088434e-12,1.0696820011647017e-11,7.6234812000081094e-14,2.7070569758658767e-10,1.8490336216916921e-14,0.0047355492455260235,0.031218043949623804,1.1643121057564643e-08,0.0003913002972425328,3.299224672451169e-12,4.5560037682109704e-08,1.9899095194446463e-07,1.217499303112296e-07,9.3265609298373724e-06,0.00032719187963813491,8.8994979481032202e-09,4.3024137218820013e-10,4.8589050660334505e-09,1.2272893094161592e-10
8.732820950873732e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30090651274676478,0.10183690145648976,0.0010914124282359653,4.6883753603433649e-05,0.00011803340049357216,0.023554573175052069,0.012042044036539626,1.4876864736716885e-10,4.3098538394112453e-12,3.8247352071709298e-07,1.3004565539557532e-20,6.9159479949996877e-07,7.9598513943162525e-17,5.157115093293908e-12,1.0748181196400462e-11,7.6727746806341741e-14,2.7095214118338795e-10,1.8671131229517776e-14,0.0047341311460529622,0.031196972002098831,1.163103480429516e-08,0.0003919277174286404,3.3077232928569011e-12,4.5660582885163969e-08,1.9912484563794448e-07,1.2185442310618154e-07,9.3569419610161336e-06,0.00032826999887292227,8.9287358485680241e-09,4.323051603370358e-10,4.8885443554233074e-09,1.2304212885241312e-10
8.755723080977335e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30092529433273796,0.10180318613758536,0.0010830071962795557,4.7133072616107759e-05,0.00011867503341532567,0.023622656785824692,0.012076755740052906,1.4939849859715292e-10,4.347889767085938e-12,3.8270438707210446e-07,1.3129251677423064e-20,6.9257345969593393e-07,8.003879707569373e-17,5.179514091770435e-12,1.0794434770672866e-11,7.7172595508158832e-14,2.7117173743749031e-10,1.8834798172821569e-14,0.0047328576569228131,0.031177903018455168,1.1620126865019232e-08,0.00039249128185178482,3.3153769099356652e-12,4.575109106171933e-08,1.9924574577460897e-07,1.2194743346754295e-07,9.3842662917544674e-06,0.00032923964825379304,8.955032230390103e-09,4.3416392715336009e-10,4.9152560567905815e-09,1.2332283492569559e-10
8.774128034100521e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30094045800589753,0.10177611167600162,0.0010762986394257526,4.7333624373448189e-05,0.00011919119751305168,0.023677326946536511,0.012104628841371244,1.4990489106327519e-10,4.378612291652816e-12,3.8288881480160577e-07,1.3230006218345973e-20,6.9335839768022629e-07,8.0393210083426872e-17,5.1975110664457948e-12,1.0831625079409267e-11,7.7530919052668763e-14,2.7134670804649452e-10,1.8966981062811656e-14,0.0047318361496921976,0.031162507698401985,1.1611340357299213e-08,0.00039294341950122156,3.3215309885604076e-12,4.5823838970558179e-08,1.9934317689935088e-07,1.2202147373087416e-07,9.4062122644298382e-06,0.00033001843898579922,8.9761527043243144e-09,4.3565861952610355e-10,4.9367472007592288e-09,1.2354761584086854e-10
8.792532987223707e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30095568359385705,0.10174905539856816,0.0010696309667279523,4.7534343570468797e-05,0.00011970782448437488,0.02373195762806609,0.012132481905947118,1.5041147894747112e-10,4.4094736501901408e-12,3.8307226342766832e-07,1.3331253897856726e-20,6.9414196048717704e-07,8.0748143253335437e-17,5.2155046414401561e-12,1.086883240044491e-11,7.7889978937690345e-14,2.7152034413020283e-10,1.9099748038663054e-14,0.0047308163398257332,0.031147049861101301,1.1602535817434713e-08,0.0003933948794968719,3.3276880886483444e-12,4.5896598192852827e-08,1.9944084983641984e-07,1.2209488732415373e-07,9.4281467797068701e-06,0.00033079682429310156,8.99726225325229e-09,4.3715412609442494e-10,4.9582601323585204e-09,1.2377168035538315e-10
8.810937940346893e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30097097056115091,0.10172201735198995,0.0010630039305106131,4.7735228251405152e-05,0.00012022490939408528,0.02378654875619975,0.012160314895985591,1.5091826004977452e-10,4.440474067270676e-12,3.8325473772722853e-07,1.3432995527142701e-20,6.9492415173318436e-07,8.1103594641609627e-17,5.2334946769620203e-12,1.0906056547341043e-11,7.8249774124046355e-14,2.7169265148358931e-10,1.923309995222862e-14,0.0047297982203980968,0.031131530048577702,1.1593713466868315e-08,0.00039384566347558706,3.3338482326546819e-12,4.5969368997761194e-08,1.9953876443465473e-07,1.2216767661854579e-07,9.4500698036216207e-06,0.00033157480293656653,9.0183608435880054e-09,4.3865043975070707e-10,4.9797946570949015e-09,1.2399502879908016e-10
8.829342893470079e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30098631837581358,0.1016949975824654,0.0010564172846300962,4.7936276464436593e-05,0.0001207424473201097,0.023841100257632877,0.012188127774151899,1.5142523218241556e-10,4.4716137666656936e-12,3.8343624245323544e-07,1.3535231913705377e-20,6.9570497502076703e-07,8.1459562308730198e-17,5.2514810340836984e-12,1.0943297334435015e-11,7.8610303572109073e-14,2.7186363588310163e-10,1.9367037652148392e-14,0.0047287817845260583,0.03111594879931049,1.1584873525425656e-08,0.00039429577306688093,3.3400114410665439e-12,4.6042151647426147e-08,1.9963692053905757e-07,1.2223984397961814e-07,9.4719813024991703e-06,0.00033235237368729894,9.0394484420282178e-09,4.4014755341735713e-10,5.0013505808950053e-09,1.2421766151397237e-10
8.847747846593265e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30100172650935625,0.10166799613569021,0.0010498707844644464,4.8137486261710825e-05,0.00012126043335356956,0.023895612059963146,0.012215920503568047,1.5193239316976514e-10,4.5028929713452843e-12,3.8361678233477555e-07,1.3637963861367134e-20,6.9648443393864092e-07,8.1816044319504351e-17,5.2694635747386033e-12,1.0980554576852143e-11,7.8971566241817358e-14,2.7203330308664488e-10,1.9501561983856746e-14,0.0047277670253682074,0.031100306648257411,1.1576016211334805e-08,0.00039474520989299448,3.3461777356177777e-12,4.611494640597042e-08,1.9973531799570125e-07,1.2231139176819547e-07,9.4938812429461801e-06,0.00033312953532659614,9.0605250155443516e-09,4.4164546004873527e-10,5.0229277101386368e-09,1.2443957885473673e-10
8.864312304404133e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30101564496817446,0.10164371053690834,0.0010440130579398321,4.8318711627102163e-05,0.0001217269998690279,0.023944638680208789,0.012240916702746978,1.5238899774073823e-10,4.5311637162145688e-12,3.8377844717559649e-07,1.3730846980402389e-20,6.9718478338362528e-07,8.2137316297087913e-17,5.2856444848286261e-12,1.1014100012145421e-11,7.9297328689114987e-14,2.7218488211123046e-10,1.9623136148747407e-14,0.0047268551700958084,0.031086177080605921,1.1568029954101218e-08,0.00039514912915720633,3.3517300577762744e-12,4.6180472261929678e-08,1.9982408194091139e-07,1.2237525698922774e-07,9.513581279499515e-06,0.00033382863001257536,9.0794844783117648e-09,4.4299424818886571e-10,5.0423650974321546e-09,1.2463869312129718e-10
8.880876762215e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30102961147958857,0.1016194398487737,0.0010381874763185687,4.8500064886858791e-05,0.00012219392182617395,0.023993633034736925,0.012265896525686959,1.5284575196251119e-10,4.5595478017384168e-12,3.8393933771785673e-07,1.3824132732867675e-20,6.9788403318173443e-07,8.2459001924401756e-17,5.3018220929987527e-12,1.1047658493420415e-11,7.9623683444377142e-14,2.7233540302729813e-10,1.9745186779418373e-14,0.004725944662524911,0.031071998998061186,1.1560029957314873e-08,0.00039555250596221236,3.3572849126496329e-12,4.6246008331031102e-08,1.9991304115123754e-07,1.224386239759055e-07,9.5332719029266657e-06,0.00033452739146509411,9.0984349606535291e-09,4.443436678298899e-10,5.0618193641094021e-09,1.2483722851052531e-10
8.897441220025869e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30104362566546194,0.10159518410356819,0.0010323938643928743,4.8681544629336425e-05,0.00012266119567406358,0.024042595072614473,0.012290859946439662,1.5330265427405504e-10,4.5880453887984888e-12,3.8409945735995358e-07,1.3917821697133471e-20,6.9858218592073523e-07,8.2781099799711579e-17,5.3179963003765587e-12,1.1081229887496921e-11,7.9950629748564751e-14,2.7248486999375965e-10,1.986771448555967e-14,0.0047250354977538649,0.031057772783383557,1.1552016376764646e-08,0.00039595534147569714,3.3628423158618882e-12,4.6311554803460145e-08,2.0000219551632244e-07,1.2250149443748345e-07,9.5529530894534958e-06,0.00033522581881660933,9.1173764390537236e-09,4.4569371388845867e-10,5.0812903699345044e-09,1.2503518530744085e-10
8.914005677836737e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30105768714988146,0.10157094333325256,0.0010266320479283811,4.8863149445553917e-05,0.00012312881787054447,0.024091524743483816,0.012315806939348141,1.5375970312216882e-10,4.6166566377515432e-12,3.8425880948492752e-07,1.401191444917382e-20,6.9927924417952356e-07,8.3103608524148273e-17,5.3341670086477371e-12,1.1114814061699733e-11,8.0278166842395659e-14,2.7263328715732144e-10,1.9990719874775988e-14,0.004724127670907732,0.031043498817080892,1.1543989367203351e-08,0.00039635763686069267,3.3684022835611466e-12,4.637711187108833e-08,2.0009154492948621e-07,1.2256387007904659e-07,9.572624815475401e-06,0.00033592391120609817,9.1363088901665256e-09,4.4704438129206073e-10,5.1007779749624572e-09,1.2523256380603147e-10
8.930570135647605e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30107179555914443,0.10154671756946894,0.0010209018536583281,4.9044877929206784e-05,0.00012359678488228673,0.024140421997558944,0.01234073747904489,1.5421689696144697e-10,4.6453817084296057e-12,3.8441739746053132e-07,1.4106411562570532e-20,6.9997521052816881e-07,8.3426526701716709e-17,5.3503341200544691e-12,1.1148410883845924e-11,8.0606293966354383e-14,2.7278065865247636e-10,2.0114203552590952e-14,0.0047232211771381476,0.031029177477422051,1.1535949082354592e-08,0.00039675939327560235,3.3739648301117579e-12,4.6442679720734327e-08,2.0018108928356222e-07,1.2262575260126936e-07,9.5922870575650425e-06,0.00033662166777900809,9.155232290822467e-09,4.483956649816416e-10,5.1202820395225725e-09,1.2542936430828623e-10
8.947134593458473e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30108595052174536,0.10152250684354253,0.0010152031092778013,4.9226728676680579e-05,0.00012406509318481235,0.02418928678562161,0.012365651540449928,1.5467423425424745e-10,4.6742207601401958e-12,3.8457522463930125e-07,1.420131360851744e-20,7.0067008752795398e-07,8.3749852939298957e-17,5.3664975373937691e-12,1.1182020222251818e-11,8.0935010360701382e-14,2.7292698860149772e-10,2.0238166122451404e-14,0.0047223160116231355,0.031014809140450249,1.1527895674948971e-08,0.00039716061187425398,3.3795299700296181e-12,4.6508258537228395e-08,2.0027082846683746e-07,1.2268714370248212e-07,9.611939792487092e-06,0.00033731908768723615,9.174146618034422e-09,4.4974755992911079e-10,5.1398024242545443e-09,1.256255871227488e-10
8.963699051269342e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30110015166836285,0.10149831118648391,0.0010095356434380127,4.9408700287064169e-05,0.00012453373926252464,0.024238119059017519,0.012390549098768879,1.5513171347065914e-10,4.7031739516665257e-12,3.847322943586249e-07,1.4296621155824642e-20,7.013638777314172e-07,8.4073585846658425e-17,5.3826571640158388e-12,1.1215641945742853e-11,8.1264315265482806e-14,2.7307228111443153e-10,2.0362608185731726e-14,0.0047214121695669607,0.031000394179996404,1.1519829296703368e-08,0.00039756129380592262,3.3850977218916533e-12,4.6573848516990783e-08,2.0036076237632968e-07,1.2274804507737467e-07,9.6315829971621936e-06,0.00033801617008910584,9.1930518489729452e-09,4.5110006111526149e-10,5.1593389901223863e-09,1.2582123256781511e-10
8.978607063299123e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30111297188415814,0.10147654800439136,0.0010044615264807588,4.9572576918532863e-05,0.00012495580663178868,0.0242820402652725,0.012412942770853457,1.5554356485185017e-10,4.729329544394643e-12,3.8487301222438845e-07,1.4382745120268264e-20,7.0198736180634054e-07,8.436529201923878e-17,5.3971975074758805e-12,1.1245911978110965e-11,8.156119222794018e-14,2.7320216075531294e-10,2.0475016504927218e-14,0.0047205998393310472,0.030987381159709674,1.1512558590778293e-08,0.00039792144964036663,3.3901109425751478e-12,4.663288919417452e-08,2.004418692995159e-07,1.2280243899453841e-07,9.6492537140734984e-06,0.00033864325499232399,9.210058760777787e-09,4.5231782637217489e-10,5.1769356195506478e-09,1.2599682008690249e-10
8.992024274125925e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30112454158881252,0.10145697161603801,0.00099991626301293066,4.9720147781199528e-05,0.00012533589665382759,0.024321546770889418,0.012433085614928823,1.5591432741695153e-10,4.7529488300486791e-12,3.8499913801942815e-07,1.4460538250499756e-20,7.0254774810268161e-07,8.4628107418592367e-17,5.4102810671761821e-12,1.1273163415552759e-11,8.1828788082487645e-14,2.7331833925599017e-10,2.0576516840382732e-14,0.0047198696525173047,0.030975637632449603,1.1506006167116246e-08,0.00039824521970268734,3.3946246674037264e-12,4.6686033769972437e-08,2.0051500024817138e-07,1.2285105654625016e-07,9.6651507295655373e-06,0.00033920739658685684,9.2253586525421684e-09,4.534142284823947e-10,5.1927836127074847e-09,1.2615444942220873e-10
9.005441484952728e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30113614094523122,0.1014374051684849,0.0009953912198388151,4.9867795460089422e-05,0.00012571620206859685,0.024361031858954937,0.012453217588171252,1.56285180403094e-10,4.7766432834389221e-12,3.8512477272998141e-07,1.4538598433740541e-20,7.0310742586199952e-07,8.4891187171591652e-17,5.4233619697462524e-12,1.1300422747225559e-11,8.2096768706854068e-14,2.7343384436251839e-10,2.0678332833958661e-14,0.0047191403255831517,0.030963864173018031,1.1499445499749529e-08,0.00039856863968643237,3.3991401321841909e-12,4.6739185999601907e-08,2.0058825876912956e-07,1.2289935578751659e-07,9.6810414518056544e-06,0.00033977131526774073,9.2406525362230214e-09,4.5451101947087325e-10,5.2086419760094996e-09,1.2631170053607991e-10
9.01885869577953e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30114776976128038,0.10141784867761663,0.00099088630770855185,5.0015519215951383e-05,0.00012609672102495078,0.024400495504679095,0.01247333867794437,1.5665612301193091e-10,4.8004129879429603e-12,3.8524991810087649e-07,1.4616925967719182e-20,7.0366639642421327e-07,8.5154530544974965e-17,5.4364401648778752e-12,1.1327689904366912e-11,8.2365133696798041e-14,2.7354867823563519e-10,2.0780464801287385e-14,0.0047184118560296339,0.030952060975891808,1.1492876667393377e-08,0.00039889171019374389,3.4036573444435626e-12,4.6792345980071628e-08,2.0066164480630388e-07,1.2294733761126832e-07,9.6969258688659147e-06,0.00034033501059982011,9.255940400020368e-09,4.5560819670227087e-10,5.2245106361210756e-09,1.2646857361205335e-10
9.030934185523653e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30115826072564755,0.10140025636182344,0.00098684902539167502,5.0148535032004888e-05,0.00012643936913687675,0.024435994432329848,0.012491438343026117,1.5699004733008604e-10,4.8218701304289378e-12,3.8536213198622847e-07,1.4687649578433393e-20,7.0416886638115858e-07,8.5391764371416854e-17,5.4482081842460117e-12,1.1352236979905114e-11,8.2606990486150982e-14,2.7365145659847494e-10,2.0872653989599875e-14,0.0047177569644353779,0.030941412832737412,1.1486957801924926e-08,0.0003991821753441056,3.4077243361719599e-12,4.6840196670383059e-08,2.0072780121986679e-07,1.2299025059739616e-07,9.7112164434907098e-06,0.00034084214507796993,9.2696943207419937e-09,4.5659598427534404e-10,5.2388011734894471e-09,1.2660943631252199e-10
9.043009675267775e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3011687752586486,0.10138267213510004,0.00098282791275244061,5.0281611335338033e-05,0.00012678218737718154,0.024471475954054005,0.012509529173314639,1.5732404302120632e-10,4.843388354135457e-12,3.8547395217759365e-07,1.4758590199192647e-20,7.0467076556242823e-07,8.5629210604660853e-17,5.4599739336854417e-12,1.137679028871063e-11,8.2849157989331428e-14,2.7375369457592955e-10,2.0965099600450569e-14,0.0047171027634978768,0.030930740899296587,1.1481032443022809e-08,0.00039947235834103024,3.4117927558082412e-12,4.6888053789985824e-08,2.0079406083650454e-07,1.2303290784600636e-07,9.7255018927221091e-06,0.00034134909797983606,9.2834433473553309e-09,4.5758408066394491e-10,5.2530999387050849e-09,1.2674999309237895e-10
9.055085165011898e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30117931322211094,0.10136509600875437,0.00097882290555642158,5.0414747589514256e-05,0.00012712517440445248,0.024506940052266533,0.012527611159844661,1.5765810951006057e-10,4.8649677193769239e-12,3.8558537993372817e-07,1.4829748044929679e-20,7.0517209493720504e-07,8.5866868712766147e-17,5.471737377008382e-12,1.1401349781093439e-11,8.3091635911499119e-14,2.7385539373222291e-10,2.1057801862102263e-14,0.0047164492514181087,0.030920045315425717,1.147510064719798e-08,0.00039976225961954273,3.4158626088435768e-12,4.6935917409153747e-08,2.0086042361597473e-07,1.2307531000466318e-07,9.7397822080165639e-06,0.00034185586899375414,9.2971874714079023e-09,4.5857248396170419e-10,5.2674068785770858e-09,1.2689024409218587e-10
9.06716065475602e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30118987447845391,0.10134752799400942,0.00097483393982852667,5.0547943258884523e-05,0.00012746832887983728,0.024542386709534573,0.012545684293727998,1.5799224622353972e-10,4.8866082863201126e-12,3.8569641650924128e-07,1.4901123329912398e-20,7.0567285547228373e-07,8.6104738164617414e-17,5.4834984781800928e-12,1.1425915407501336e-11,8.3334423957770895e-14,2.7395655562811909e-10,2.1150761002240676e-14,0.0047157964264041598,0.030909326220381214,1.1469162470688224e-08,0.00040005187961343174,3.4199339012321241e-12,4.6983787599135878e-08,2.0092688951802818e-07,1.2311745771988493e-07,9.7540573808762398e-06,0.00034236245780979737,9.3109266844925353e-09,4.5956119226616194e-10,5.281721940004077e-09,1.2703018945481469e-10
9.079236144500143e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30120045889068692,0.10132996810200341,0.00097086095185188175,5.0681197808589974e-05,0.00012781164946704907,0.024577815908576675,0.012563748566153199,1.5832645259065047e-10,4.9083101149842057e-12,3.8580706315460948e-07,1.4972716267744783e-20,7.0617304813208025e-07,8.6342818429925837e-17,5.495257201318518e-12,1.145048711851848e-11,8.3577521833222473e-14,2.7405718182092162e-10,2.1243977247975393e-14,0.0047151442866711912,0.030898583752822183,1.1463217969459588e-08,0.00040034121875526246,3.4240066390670453e-12,4.7031664431598987e-08,2.0099345850358578e-07,1.2315935163711396e-07,9.7683274028500063e-06,0.00034286886411977419,9.3246609782482736e-09,4.6055020367920211e-10,5.2960450699716425e-09,1.2716982932528669e-10
9.091311634244265e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30121106632240585,0.10131241634379042,0.00096690387816671629,5.0814510704564194e-05,0.00012815513483237136,0.024613227632262098,0.012581803968385137,1.5866072804250833e-10,4.9300732652408582e-12,3.8591732111619013e-07,1.5044527071367849e-20,7.0667267387863916e-07,8.6581108979230225e-17,5.5070135106939456e-12,1.147506486486697e-11,8.382092924289038e-14,2.7415727386447378e-10,2.1337450825840731e-14,0.0047144928304414012,0.030887818050812921,1.1457267199208023e-08,0.00040063027747638358,3.4280808276631069e-12,4.7079547975951825e-08,2.0106013053298444e-07,1.2320099240067304e-07,9.7825922655370125e-06,0.00034337508761722276,9.338390344363201e-09,4.6153951630855677e-10,5.3103762155461673e-09,1.2730916385036546e-10
9.103387123988387e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30122169663779191,0.1012948727303407,0.00096296265556925539,5.0947881413535656e-05,0.00012849878364466327,0.02464862186361003,0.012599850491764689,1.5899507201233173e-10,4.951897796814247e-12,3.860271916362353e-07,1.5116555953060528e-20,7.0717173367164317e-07,8.6819609283898283e-17,5.5187673707286582e-12,1.1499648597406939e-11,8.4064645891773629e-14,2.74256833309158e-10,2.1431181961796683e-14,0.0047138420559440092,0.030877029251825588,1.145131021536007e-08,0.00040091905620692509,3.4321564728468212e-12,4.7127438302585543e-08,2.011269055660786e-07,1.23242380653841e-07,9.7968519605813886e-06,0.00034388112799739972,9.3521147745699849e-09,4.6252912826578675e-10,5.3247153238847764e-09,1.2744819317910424e-10
9.11546261373251e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30123234970160806,0.101277337272541,0.00095903722111061532,5.1081309403030161e-05,0.00012884259457536412,0.024683998585788895,0.012617888127708317,1.5932948393543506e-10,4.9737837692811237e-12,3.861366759529055e-07,1.5188803124440664e-20,7.076702284684212e-07,8.7058318816127324e-17,5.5305187459965806e-12,1.152423826713488e-11,8.4308671484835656e-14,2.7435586170189633e-10,2.152517088122977e-14,0.0047131919614152099,0.030866217492742713,1.1445347073074168e-08,0.0004012075553758086,3.4362335808472956e-12,4.7175335483062977e-08,2.0119378356435651e-07,1.2328351703882797e-07,9.811106479672342e-06,0.00034438698495727348,9.3658342606461026e-09,4.6351903766634801e-10,5.3390623422340255e-09,1.2758691746276919e-10
9.127538103476632e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.301243025379197,0.10125980998119513,0.00095512751209570845,5.1214794141373106e-05,0.00012918656629849854,0.024719357782115592,0.012635916867707741,1.5966396324922237e-10,4.9957312420708737e-12,3.8624577530028343e-07,1.5261268796465882e-20,7.0816815922395621e-07,8.7297237048945544e-17,5.5422676012229298e-12,1.1548833825183458e-11,8.4553005727006118e-14,2.7445436058615047e-10,2.1619417808953941e-14,0.0047125425450981473,0.030855382909859761,1.1439377827242395e-08,0.00040149577541075809,3.4403121568337998e-12,4.7223239586067654e-08,2.0126076448892214e-07,1.2332440219670302e-07,9.8253558145498989e-06,0.00034489265819552089,9.3795487944184288e-09,4.6450924263196195e-10,5.3534172179198859e-09,1.2772533685420393e-10
9.139613593220755e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30125372353647828,0.10124229086702417,0.00095123346608214749,5.1348335097691908e-05,0.00012953069749068081,0.02475469943605477,0.012653936703329547,1.5999850939318076e-10,5.0177402744655704e-12,3.8635449090838735e-07,1.53339531794346e-20,7.0866552689089388e-07,8.7536363456212634e-17,5.5540139012838658e-12,1.1573435222822168e-11,8.4797648323182526e-14,2.7455233150192123e-10,2.1713922969211523e-14,0.0047118938052428888,0.03084452563888768,1.1433402532491055e-08,0.00040178371673829638,3.4443922064798519e-12,4.7271150681064916e-08,2.0132784829966503e-07,1.2336503676749167e-07,9.8395999569985325e-06,0.00034539814741251803,9.3932583677578263e-09,4.6549974128817754e-10,5.3677798983599149e-09,1.278634515085023e-10
9.151689082964877e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30126444403994596,0.1012247799406671,0.00094735502087916145,5.1481931741918243e-05,0.00012987498683112003,0.024790023531218126,0.012671947626214842,1.6033312180887437e-10,5.0398109256000285e-12,3.8646282400318533e-07,1.5406856482986925e-20,7.0916233241955137e-07,8.7775697512621064e-17,5.565757611206143e-12,1.1598042411456804e-11,8.5042598978232263e-14,2.7464977598574944e-10,2.1808686585674072e-14,0.0047112457401063826,0.03083364581495544,1.1427421243182068e-08,0.00040207137978375251,3.448473736227475e-12,4.7319068839666583e-08,2.0139503495854754e-07,1.2340542139016265e-07,9.8538388988457995e-06,0.00034590345231033025,9.4069629725782903e-09,4.6649053176382647e-10,5.3821503310642176e-09,1.280012615830755e-10
9.163764572709e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30127518675666654,0.10120727721268083,0.0009434921145465131,5.1615583544790356e-05,0.00013021943300162422,0.02482533005136368,0.01268994962807888,1.6066779993993717e-10,5.06194325446187e-12,3.8657077580660799e-07,1.5479978916105644e-20,7.0965857675792491e-07,8.8015238693696845e-17,5.5774986961667542e-12,1.1622655342628558e-11,8.5287857396994159e-14,2.7474669557071576e-10,2.1903708881443314e-14,0.0047105983479524419,0.030822743572612502,1.1421434013414593e-08,0.00040235876497127644,3.4525567511040411e-12,4.7366994129917491e-08,2.0146232442766814e-07,1.2344555670251712e-07,9.8680726319708937e-06,0.00034640857259271048,9.4206626008438239e-09,4.6748161219454166e-10,5.3965284636203085e-09,1.2813876723671454e-10
9.175840062453122e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30128595155427584,0.10118978269354102,0.00093964468539342366,5.1749289977855349e-05,0.00013056403468660516,0.024860618980395034,0.012707942700710708,1.6100254323206732e-10,5.0841373198915796e-12,3.8667834753656261e-07,1.5553320687117126e-20,7.1015426085169765e-07,8.8254986475800446e-17,5.5892371214925782e-12,1.1647273968014097e-11,8.5533423284280389e-14,2.7484309178644167e-10,2.1998990079052026e-14,0.0047099516270517035,0.030811819045831391,1.1415440897025558e-08,0.00040264587272383453,3.4566412565282496e-12,4.7414926620101751e-08,2.0152971666684099e-07,1.2348544334131009e-07,9.8823011482973523e-06,0.00034691350796509112,9.4343572445621205e-09,4.6847298071994748e-10,5.4109142437075283e-09,1.28275968630384e-10
