Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CHOX(61),CO2X(24),COX(58),H2OX(23)
7.353911905278897e-06,0.09977366400000001,0.80000000000000004,0.0,0.1485284398710684,0.085536306986326041,0.024260302650700501,0.00016631957389745607,0.00049499481515556502,0.024141532188916848,0.012277111015273118,5.3280177076699442e-10,1.1162577708914505e-10,5.3974290964173935e-08,3.4519217253410464e-19,3.0668490133657277e-08,1.2929636005783741e-14,9.5110464226780817e-12,1.3276577199653272e-12,3.5242348184401064e-15,2.5348900434399324e-11,7.7084883038558056e-15,0.0019900737602243979,0.13834440850577126,4.399104273089229e-08,2.2011593054048256e-07,0.00027986512427623163,3.0621183750321944e-12,3.9441089588479231e-08,4.2081619265149192e-08,3.0004218380235417e-05,0.00017047202766988617,8.2713553268628428e-10,2.7261162799272648e-10,2.6669304888598191e-09,1.2693186718764681e-08
7.363997533513478e-06,0.09977366400000001,0.80000000000000004,0.0,0.14849061589427312,0.085518706824678881,0.024230744150422472,0.00016685496681637408,0.00049666814781897421,0.024176634502661679,0.012295058017586706,5.3387049748080862e-10,1.1178593561861588e-10,5.3997990290796954e-08,3.4679430065602243e-19,3.0688922378644585e-08,1.2958128684256378e-14,9.5374141241511198e-12,1.3306869059206528e-12,3.5368032708070276e-15,2.5368647191028483e-11,7.7398740091304017e-15,0.0019891558969578516,0.13838279853919813,4.3993089831911438e-08,2.203208462918505e-07,0.00027997663784902341,3.0641419211954884e-12,3.9454396868953522e-08,4.2068347482390013e-08,3.0039814741697172e-05,0.00017067647301033265,8.2865782008199151e-10,2.7307953301897e-10,2.6701489305609566e-09,1.2732337977944843e-08
7.3740831617480585e-06,0.09977366400000001,0.80000000000000004,0.0,0.14845289218316382,0.085501108913265039,0.024201236671114637,0.00016739117571863438,0.000498344162003956,0.024211726548680933,0.012313000357861726,5.3493931716238212e-10,1.1194597689810093e-10,5.4021609956898835e-08,3.4840065857908363e-19,3.070933373841034e-08,1.2986613361434532e-14,9.5638074555147012e-12,1.3337175826006023e-12,3.5493952348956666e-15,2.5388370233842339e-11,7.7713287924210285e-15,0.0019882396428923454,0.13842108689269672,4.3995101732187191e-08,2.2052552696364797e-07,0.00028008805328831756,3.0661633509835939e-12,3.9467689255594286e-08,4.2055106323054749e-08,3.0075397824004502e-05,0.00017088083500661674,8.3018044747085212e-10,2.7354735518036053e-10,2.6733661800452949e-09,1.2771542801841455e-08
7.384168789982639e-06,0.09977366400000001,0.80000000000000004,0.0,0.14841526845186023,0.085483513259367136,0.02417178007054499,0.00016792820009390729,0.00050002285561991067,0.024246808323199809,0.012330938033841461,5.3600822810114597e-10,1.1210590086650668e-10,5.4045150129940869e-08,3.5001124602355634e-19,3.0729724259818604e-08,1.3015089926663123e-14,9.5902263695345188e-12,1.3367497458807805e-12,3.5620107076371868e-15,2.5408069634534151e-11,7.8028526341921501e-15,0.0019873249934778624,0.13845927385606466,4.3997078551070886e-08,2.207299729058787e-07,0.00028019937099120701,3.0681826719153614e-12,3.94809668176114e-08,4.2041895709804309e-08,3.0110967661312208e-05,0.00017108511385973782,8.3170341428645585e-10,2.7401509408729834e-10,2.6765822403263707e-09,1.2810801147134684e-08
7.3932458553937625e-06,0.09977366400000001,0.80000000000000004,0.0,0.14838149234106562,0.085467679107017941,0.024145312514257933,0.00016841221883872411,0.00050153596905680735,0.024278373135062467,0.012347077952408306,5.3697032456163466e-10,1.1224973208728292e-10,5.4066268457180642e-08,3.5146439071256774e-19,3.0748057950897504e-08,1.3040711808498397e-14,9.6140252263253946e-12,1.3394799604770713e-12,3.5733847304432724e-15,2.5425778940213033e-11,7.8312831204250027e-15,0.0019865031772350653,0.13849355567311464,4.3998827791750366e-08,2.2091377385106502e-07,0.000280299473685915,3.0699982644567194e-12,3.9492904005242245e-08,4.2030032211201554e-08,3.0142969218585683e-05,0.00017126889390592544,8.3307437416396054e-10,2.7443598760259273e-10,2.6794756802966412e-09,1.2846179382944015e-08
7.402322920804886e-06,0.09977366400000001,0.80000000000000004,0.0,0.1483477967764858,0.085451846794364864,0.024118885952116174,0.00016889689732972469,0.00050305124960693616,0.024309929621333281,0.012363214089485361,5.3793249232022864e-10,1.1239346819392494e-10,5.4087322651833394e-08,3.5292096082667768e-19,3.0766374834684099e-08,1.3066326950189882e-14,9.6378447324874539e-12,1.3422113728989097e-12,3.5847777904717201e-15,2.5443469205602964e-11,7.8597695133681548e-15,0.0019856826537961603,0.13852775580758148,4.4000548798939104e-08,2.210973851997299e-07,0.00028039949782126882,3.0718121583613792e-12,3.9504829289508771e-08,4.201819333688852e-08,3.0174960099802279e-05,0.00017145260691454602,8.3444560809985429e-10,2.7485681308121767e-10,2.6823681616475777e-09,1.2881600904553288e-08
7.411399986216009e-06,0.09977366400000001,0.80000000000000004,0.0,0.14831418155208659,0.085436016326623815,0.02409250028161097,0.00016938223519342383,0.00050456869573838005,0.024341477779384366,0.012379346443485775,5.3889473014146005e-10,1.1253710914363434e-10,5.4108312835107945e-08,3.5438095610891308e-19,3.0784674945018621e-08,1.3091935271850003e-14,9.6616848536929047e-12,1.3449439801646548e-12,3.596189885426017e-15,2.5461140482494817e-11,7.8883117982254316e-15,0.0019848634198806241,0.13856187446832358,4.4002241658544115e-08,2.2128080720203792e-07,0.00028049944368305609,3.0736243576567267e-12,3.9516742719876553e-08,4.2006379031095715e-08,3.0206940329691566e-05,0.00017163625303124528,8.358171156850507e-10,2.7527757023877141e-10,2.6852596865655841e-09,1.2917065680385348e-08
7.420477051627132e-06,0.09977366400000001,0.80000000000000004,0.0,0.14828064646257549,0.085420187708981646,0.024066155400602061,0.00016986823205588188,0.00050608830591677132,0.024373017606626492,0.012395475012840849,5.398570367934819e-10,1.1268065489415653e-10,5.412923912794002e-08,3.5584437628562658e-19,3.0802958315640013e-08,1.3117536693836968e-14,9.6855455556475142e-12,1.3476777793005264e-12,3.6076210129910883e-15,2.547879282253101e-11,7.9169099600265707e-15,0.0019840454722193355,0.13859591186344727,4.4003906456402566e-08,2.2146404011784906e-07,0.00028059931155587499,3.075434870344352e-12,3.952864434664756e-08,4.199458923824252e-08,3.0238909932945098e-05,0.00017181983240139001,8.3718889652327411e-10,2.756982588042856e-10,2.6881502572230571e-09,1.2952573678910646e-08
7.429554117038256e-06,0.09977366400000001,0.80000000000000004,0.0,0.14824719130339872,0.085404360946596342,0.02403985120731603,0.00017035488754270735,0.00050761007860529754,0.02440454910050889,0.012411599795999978,5.408194110480562e-10,1.1282410540377796e-10,5.4150101650993049e-08,3.5731122106653375e-19,3.0821224980186249e-08,1.3143131136754501e-14,9.7094268040905648e-12,1.3504127673405738e-12,3.6190711708333634e-15,2.5496426277205634e-11,7.9455639836277983e-15,0.0019832288075545173,0.1386298682003109,4.4005543277601417e-08,2.216470841933703e-07,0.00028069910172318253,3.0772436980757263e-12,3.9540534217384746e-08,4.1982823903345715e-08,3.0270868934195044e-05,0.00017200334517007021,8.3856095019354862e-10,2.7611887848975008e-10,2.6910398758125306e-09,1.298812486871104e-08
7.437723475908266e-06,0.09977366400000001,0.80000000000000004,0.0,0.14821714983210391,0.085390118450934027,0.024016212137540124,0.00017079344029488728,0.00050898152169900077,0.024432920317903031,0.012426108862378566,5.4168560466511746e-10,1.1295312939742489e-10,5.4168823498089241e-08,3.5863430915263921e-19,3.0837650722304337e-08,1.3166160102852539e-14,9.7309374666474782e-12,1.3528752706446179e-12,3.6293925818348904e-15,2.5512280281869237e-11,7.9714003540522381e-15,0.0019824949036347157,0.13866035976945718,4.4006992566935638e-08,2.2181166261028038e-07,0.00028078884666891003,3.0788702066792644e-12,3.9551225090544404e-08,4.1972255967737901e-08,3.0299622990918929e-05,0.00017216844983732337,8.3979603144129421e-10,2.7649737708491573e-10,2.6936397203160862e-09,1.3020157841947273e-08
7.445892834778277e-06,0.09977366400000001,0.80000000000000004,0.0,0.14818717279119958,0.085375877465904138,0.023992605868999269,0.00017123252595562034,0.00051035471405537513,0.02446128478143475,0.012440614859591843,5.4255185115796437e-10,1.1308207618293821e-10,5.4187493876763733e-08,3.5996017068459168e-19,3.085406298404758e-08,1.3189183294257458e-14,9.752464719207245e-12,1.3553387324137511e-12,3.6397294037288001e-15,2.5528119068311387e-11,7.9972819488450391e-15,0.0019817620339533638,0.13869078599888707,4.4008419325877574e-08,2.219760884547951e-07,0.0002808785291068848,3.080495359019681e-12,3.9561906517227372e-08,4.1961707758171076e-08,3.0328368497811104e-05,0.00017233350078006717,8.4103133307424174e-10,2.7687581946322541e-10,2.6962387969786325e-09,1.3052225751541253e-08
7.4540621936482876e-06,0.09977366400000001,0.80000000000000004,0.0,0.14815726003308677,0.085361637995207296,0.023969032328256125,0.00017167214425104551,0.00051172965454906116,0.024489642489323515,0.012455117786546552,5.434181496386689e-10,1.132109457310231e-10,5.4206112874417666e-08,3.6128880541635444e-19,3.0870461789729867e-08,1.3212200653598471e-14,9.7740085368635409e-12,1.3578031505019715e-12,3.6500816347758168e-15,2.5543942673764776e-11,8.0232087566079438e-15,0.0019810301961589206,0.13872114703822358,4.4009823615883342e-08,2.221403619085838e-07,0.00028096814924137581,3.082119157482812e-12,3.9572578532037075e-08,4.1951179234945364e-08,3.0357105472725559e-05,0.00017249849810349661,8.4226685479347231e-10,2.7725420542095476e-10,2.6988371073863921e-09,1.3084328574612195e-08
7.462231552518298e-06,0.09977366400000001,0.80000000000000004,0.0,0.14812741141064234,0.085347400042525612,0.023945491442109782,0.0001721122949070109,0.00051310634205312827,0.024517993439813462,0.012469617642161044,5.4428449922164299e-10,1.1333973801273343e-10,5.4224680578275648e-08,3.6262021309106869e-19,3.0886847163599866e-08,1.3235212123665229e-14,9.7955688947320896e-12,1.3602685227683549e-12,3.6604492732247299e-15,2.5559751135365699e-11,8.0491807658301809e-15,0.0019802993879071609,0.13875144303660747,4.4011205498271875e-08,2.2230448315232358e-07,0.00028105770727591527,3.0837416050266502e-12,3.9583241170262746e-08,4.194067035815188e-08,3.0385833933475438e-05,0.00017266344191262581,8.4350259631094263e-10,2.7763253475615416e-10,2.7014346531139674e-09,1.3116466288154164e-08
7.470400911388309e-06,0.09977366400000001,0.80000000000000004,0.0,0.14809762677721738,0.085333163611522669,0.023921983137594877,0.00017255297764907595,0.00051448477543908615,0.024546337631173268,0.012484114425365195,5.4515089902363447e-10,1.1346845299947043e-10,5.4243197075386135e-08,3.6395439344107531e-19,3.0903219129841233e-08,1.3258217647407673e-14,9.8171457679506659e-12,1.3627348470770454e-12,3.6708323173124457e-15,2.5575544490154477e-11,8.0751979648887733e-15,0.0019795696068611503,0.13878167414269901,4.4012565034294685e-08,2.2246845237016597e-07,0.000281147203413292,3.0853627065484477e-12,3.9593894467914489e-08,4.1930181087914146e-08,3.0414553897840887e-05,0.00017282833231228715,8.4473855734926893e-10,2.7801080727308888e-10,2.7040314357260877e-09,1.3148638869134716e-08
7.4785702702583194e-06,0.09977366400000001,0.80000000000000004,0.0,0.1480679059866348,0.085318928705843636,0.023898507341980488,0.00017299419220251209,0.00051586495357689366,0.02457467506169601,0.012498608135100359,5.4601734816371873e-10,1.1359709066298087e-10,5.4261662452622065e-08,3.6529134618793874e-19,3.0919577712572842e-08,1.3281217167935862e-14,9.8387391316791216e-12,1.3652021212972357e-12,3.6812307652640348e-15,2.5591322775075791e-11,8.1012603420488628e-15,0.0019788408506912119,0.13881184050468029,4.4013902284845687e-08,2.226322697447218e-07,0.00028123663785555746,3.0869824651228706e-12,3.9604538459419733e-08,4.1919711384921488e-08,3.0443265383576313e-05,0.00017299316940713199,8.4597473761587e-10,2.7838902277253223e-10,2.7066274567991982e-09,1.318084629469915e-08
7.48673962912833e-06,0.09977366400000001,0.80000000000000004,0.0,0.14803824889318765,0.08530469532911529,0.023875063982769239,0.00017343593829230458,0.00051724687533496159,0.024603005729699059,0.012513098770319303,5.4688384576329347e-10,1.13725650975356e-10,5.4280076796681125e-08,3.666310710424676e-19,3.0935922935849052e-08,1.3304210628519832e-14,9.8603489610993614e-12,1.3676703433031494e-12,3.6916446152927606e-15,2.5607086026978564e-11,8.1273678854640227e-15,0.0019781131170748998,0.13884194227025703,4.4015217310531391e-08,2.2279593545425615e-07,0.0002813260108040408,3.088600882304038e-12,3.9615173178788505e-08,4.1909261209842376e-08,3.0471968408398374e-05,0.00017315795330163146,8.4721113681680565e-10,2.7876718105147194e-10,2.70922271790759e-09,1.3213088541937717e-08
7.494908987998341e-06,0.09977366400000001,0.80000000000000004,0.0,0.14800865535163693,0.085290463484946233,0.023851652987696332,0.0001738782156431534,0.00051863053958015959,0.024631329633523928,0.012527586329986153,5.4775039094607229e-10,1.1385413390902979e-10,5.4298440194086438e-08,3.6797356770473746e-19,3.0952254823659887e-08,1.3327197972589425e-14,9.8819752314153619e-12,1.3701395109740343e-12,3.7020738656001369e-15,2.5622834282616307e-11,8.1535205831765669e-15,0.0019773864036969672,0.13887197958666056,4.401651017199307e-08,2.2295944968035184e-07,0.00028141532245933801,3.0902179626421908e-12,3.9625798661836395e-08,4.1898830523022843e-08,3.0500662989983605e-05,0.00017332268410007621,8.4844775468158109e-10,2.7914528191525055e-10,2.7118172206049969e-09,1.32453655877685e-08
7.503078346868351e-06,0.09977366400000001,0.80000000000000004,0.0,0.14797912521721002,0.08527623317692698,0.023828274284728619,0.00017432102397947529,0.00052001594517783376,0.024659646771536176,0.012542070813076329,5.4861698283807902e-10,1.1398253943677774e-10,5.4316752731186914e-08,3.6931883586411217e-19,3.0968573399931262e-08,1.335017914373414e-14,9.9036179178532158e-12,1.372609622194151e-12,3.712518514375993e-15,2.5638567578647682e-11,8.1797184231178526e-15,0.0019766607082493432,0.13890195260064983,4.4017780929660131e-08,2.2312281260746711e-07,0.000281504573021308,3.0918337110219428e-12,3.9636414943644709e-08,4.188841928533604e-08,3.0529349145983201e-05,0.00017348736190657654,8.4968459093351838e-10,2.7952332517173868e-10,2.7144109664508334e-09,1.3277677409280908e-08
7.511247705738362e-06,0.09977366400000001,0.80000000000000004,0.0,0.14794965834559856,0.085262004408629855,0.023804927802063627,0.00017476436302540449,0.00052140309099180701,0.024687957142125249,0.012556552218576478,5.4948362056764033e-10,1.1411086753171526e-10,5.4335014494157752e-08,3.7066687519926689e-19,3.0984878688525247e-08,1.3373154085702989e-14,9.9252769956610893e-12,1.3750806748527487e-12,3.7229785597984751e-15,2.5654285951636451e-11,8.2059613931086013e-15,0.0019759360284310971,0.13893186145851319,4.4019029643485488e-08,2.2328602441374596e-07,0.00028159376268909825,3.0934481284487454e-12,3.9647022057148246e-08,4.1878027458061586e-08,3.0558026894018846e-05,0.000173651986825063,8.5092164527438789e-10,2.7990131061941614e-10,2.7170039570180816e-09,1.3310023983686499e-08
7.5194170646083725e-06,0.09977366400000001,0.80000000000000004,0.0,0.14792025459295674,0.085247777183609222,0.023781613468128782,0.00017520823250479414,0.00052279197588438132,0.024716260743704428,0.012571030545484464,5.5035030326538166e-10,1.1423911816729661e-10,5.4353225569000774e-08,3.7201768537820612e-19,3.1001170713240217e-08,1.3396122742404334e-14,9.9469524401092499e-12,1.3775526668440564e-12,3.7334540000341127e-15,2.5669989438051511e-11,8.2322494808591552e-15,0.0019752123619484227,0.13896170630607027,4.4020256373420651e-08,2.234490852765351e-07,0.00028168289166114645,3.0950612179289187e-12,3.9657620037294445e-08,4.1867655001873062e-08,3.0586696251667074e-05,0.00017381655895928712,8.5215891743284686e-10,2.8027923806165155e-10,2.7195961938547462e-09,1.3342405287896063e-08
7.527586423478383e-06,0.09977366400000001,0.80000000000000004,0.0,0.14789091381589889,0.08523355150540167,0.023758331211580039,0.00017565263214121821,0.00052418259871635372,0.024744557574710595,0.012585505792809223,5.5121703006421795e-10,1.1436729131731277e-10,5.4371386041545188e-08,3.7337126605829564e-19,3.1017449497811209e-08,1.3419085057905683e-14,9.9686442264900744e-12,1.3800255960672704e-12,3.7439448332378794e-15,2.5685678074267426e-11,8.2585826739699162e-15,0.0019744897065145906,0.1389914872886745,4.4021461179342728e-08,2.2361199538059431e-07,0.00028177196013515503,3.0966729849468793e-12,3.9668208919064366e-08,4.1857301878001447e-08,3.0615357236478244e-05,0.00017398107841282024,8.5339640713951215e-10,2.8065710731026775e-10,2.7221876785104641e-09,1.337482129901393e-08
7.535755782348394e-06,0.09977366400000001,0.80000000000000004,0.0,0.14786163587149745,0.085219327377525855,0.0237350809613011,0.00017609756165797282,0.0005255749583470313,0.024772847633604163,0.012599977959570765,5.52083800099348e-10,1.1449538695589017e-10,5.438949599744802e-08,3.7472761688628268e-19,3.1033715065910079e-08,1.3442040976433534e-14,9.9903523301180733e-12,1.3824994604265386e-12,3.7544510575532358e-15,2.5701351896564943e-11,8.2849609599316439e-15,0.0019737680598499244,0.13902120455121489,4.4022644120741128e-08,2.2377475490525912e-07,0.00028186096830811418,3.0982834321247162e-12,3.967878873605778e-08,4.1846968047855595e-08,3.0644009865971226e-05,0.00017414554528905383,8.5463411411216306e-10,2.8103491817019372e-10,2.7247784125406004e-09,1.3407271994177014e-08
7.543925141218404e-06,0.09977366400000001,0.80000000000000004,0.0,0.14783242061728194,0.085205104803482812,0.023711862646402741,0.00017654302077807669,0.00052696905363421541,0.024801130918868979,0.012614447044800109,5.5295061250825064e-10,1.1462340505748988e-10,5.4407555522194297e-08,3.7608673749831065e-19,3.1049967441145707e-08,1.3464990442373276e-14,1.0012076726329853e-11,1.3849742578309442e-12,3.7649726711121421e-15,2.5717010941130366e-11,8.3113843261256341e-15,0.0019730474196817888,0.1390508582381175,4.4023805256846712e-08,2.2393736402472685e-07,0.00028194991637632495,3.09989256062641e-12,3.9689359521774722e-08,4.1836653472679885e-08,3.067265415762744e-05,0.00017430995969120136,8.5587203807117885e-10,2.8141267044255586e-10,2.7273683974936471e-09,1.3439757350390325e-08
7.552094500088415e-06,0.09977366400000001,0.80000000000000004,0.0,0.1478032679112366,0.085190883786755808,0.023688676196221739,0.00017698900922427318,0.0005283648834342276,0.024829407429012171,0.012628913047539218,5.5381746643067798e-10,1.1475134559690579e-10,5.4425564701097727e-08,3.7744862751994534e-19,3.1066206647064173e-08,1.3487933400268993e-14,1.0033817390484164e-11,1.3874499861945001e-12,3.7755096720351252e-15,2.5732655244056391e-11,8.3378527598241068e-15,0.0019723277837445448,0.13908044849334722,4.4024944646949181e-08,2.2409982292173457e-07,0.00028203880453536717,3.1015003757297149e-12,3.9699921310987885e-08,4.1826358113951979e-08,3.0701290128896042e-05,0.00017447432172229771,8.5711017875368069e-10,2.8179036394069006e-10,2.7299576349086671e-09,1.3472277344723102e-08
7.560263858958426e-06,0.09977366400000001,0.80000000000000004,0.0,0.14777417761179878,0.085176664330810684,0.023665521540319957,0.00017743552671903187,0.0005297624466019229,0.024857677162564065,0.012643375966840941,5.5468436100864809e-10,1.1487920854926326e-10,5.444352361930109e-08,3.7881328656619717e-19,3.1082432707149061e-08,1.3510869794823301e-14,1.0055574297961919e-11,1.3899266434361334e-12,3.786062058431333e-15,2.5748284841342778e-11,8.3643662481905027e-15,0.0019716091497795343,0.13910997546041021,4.4026062350088319e-08,2.2426213177990852e-07,0.00028212763298009869,3.1031068822989536e-12,3.9710474137629766e-08,4.1816081933501616e-08,3.0729917797197573e-05,0.00017463863148519911,8.5834853588900546e-10,2.8216799847814768e-10,2.7325461263300089e-09,1.3504831954377366e-08
7.568433217828436e-06,0.09977366400000001,0.80000000000000004,0.0,0.14774514957785662,0.085162446439095707,0.023642398608483356,0.00017788257298454916,0.00053116174199068097,0.024885940118077994,0.012657835801768966,5.5555129538643985e-10,1.1500699389001773e-10,5.4461432361776751e-08,3.8018071424154589e-19,3.1098645644821621e-08,1.3533799570897163e-14,1.0077347424166149e-11,1.3924042274796597e-12,3.796629828398548e-15,2.5763899768895711e-11,8.3909247782798322e-15,0.0019708915155350385,0.13913943928235556,4.4027158424831266e-08,2.2442429077088714e-07,0.00028221640190470652,3.1047120802533998e-12,3.9721018034202755e-08,4.1805824893003464e-08,3.0758537179916644e-05,0.00017480288908258349,8.5958710919402041e-10,2.825455738552448e-10,2.7351338733023026e-09,1.353742115640439e-08
7.576602576698447e-06,0.09977366400000001,0.80000000000000004,0.0,0.1477161836687477,0.085148230115041829,0.023619307330721234,0.00017833014774274982,0.00053256276845241215,0.024914196294130265,0.012672292551397761,5.5641826871058649e-10,1.1513470159495343e-10,5.4479291013327022e-08,3.8155091013995858e-19,3.1114845483441002e-08,1.3556722673509785e-14,1.0099136744522026e-11,1.3948827362537821e-12,3.8072129800232478e-15,2.5779500062528029e-11,8.4175283370389085e-15,0.0019701748787662654,0.13916884010177694,4.4028232929811475e-08,2.2458630007181717e-07,0.00028230511150268561,3.1063159732308179e-12,3.9731553034938059e-08,4.1795586954112688e-08,3.0787148294401446e-05,0.00017496709461695153,8.6082589840900582e-10,2.8292308988274172e-10,2.7377208773543519e-09,1.3570044927782538e-08
7.583954999681456e-06,0.09977366400000001,0.80000000000000004,0.0,0.14769016735138474,0.085135436766565292,0.023598552187300705,0.00017873341665632783,0.00053382517138529867,0.024939621054979256,0.012685300987376504,5.5719857729787275e-10,1.152495721310197e-10,5.4495321041933603e-08,3.8278645293521553e-19,3.1129414157764532e-08,1.3577347714737476e-14,1.0118760958548736e-11,1.3971141830871507e-12,3.8167509662120337e-15,2.5793527844319736e-11,8.4415100285594021e-15,0.0019695307566663374,0.13919524708958672,4.4029181590514205e-08,2.2473198061077448e-07,0.00028238489957593593,3.107758365981467e-12,3.9741026957618472e-08,4.1786389109749711e-08,3.0812891242414615e-05,0.00017511483516857663,8.6194099308725527e-10,2.8326280341363405e-10,2.7400485470737615e-09,1.3599435860018849e-08
7.591307422664466e-06,0.09977366400000001,0.80000000000000004,0.0,0.14766420113964782,0.085122644693136074,0.023577822576457092,0.00017913711322042365,0.00053508897471717402,0.024965040322323714,0.012698306922862187,5.5797891612320394e-10,1.1536437974552937e-10,5.4511310627025791e-08,3.8402423734302514e-19,3.1143972257667716e-08,1.3597967266196562e-14,1.0138398252066806e-11,1.3993463757753724e-12,3.8263014085735419e-15,2.5807543827546526e-11,8.4655281729746111e-15,0.0019688874390822665,0.13922160326380001,4.4030112869450528e-08,2.248775401769818e-07,0.00028246463989082567,3.1091997071957321e-12,3.9750493725855974e-08,4.1777206679388137e-08,3.0838627519792136e-05,0.00017526253370651131,8.6305626223912571e-10,2.836024685827432e-10,2.7423756173896208e-09,1.3628854758284192e-08
7.598659845647475e-06,0.09977366400000001,0.80000000000000004,0.0,0.1476382849319193,0.085109853897219576,0.023557118447627041,0.00017954123723176201,0.00053635417760807805,0.024990454095172872,0.012711310357202243,5.5875928456906047e-10,1.1547912442150609e-10,5.4527259830073252e-08,3.852642630456514e-19,3.1158519800051322e-08,1.3618581288134007e-14,1.0158048607207231e-11,1.4015793128185602e-12,3.8358643056895118e-15,2.5821548038123785e-11,8.4895827605454134e-15,0.0019682449243918557,0.13924790872742981,4.4031026808895091e-08,2.2502297889728928e-07,0.00028254433258697231,3.1106399984162284e-12,3.9759953363825594e-08,4.1768039635365968e-08,3.0864357139114073e-05,0.00017541019030510851,8.6417170567181735e-10,2.8394208525084044e-10,2.744702089414368e-09,1.365830160582731e-08
7.6060122686304845e-06,0.09977366400000001,0.80000000000000004,0.0,0.14761241862687208,0.085097064381269946,0.023536439750391578,0.00017994578848689273,0.00053762077921711482,0.025015862372550757,0.012724311289751039,5.5953968201938841e-10,1.1559380614218588e-10,5.4543168712435271e-08,3.8650652971851472e-19,3.117305680177586e-08,1.363918974090019e-14,1.0177712006115572e-11,1.4038129927200028e-12,3.8454396561343817e-15,2.5835540501906663e-11,8.5136737814624498e-15,0.0019676032109773832,0.1392741635831948,4.4031923451164865e-08,2.2516829690626327e-07,0.00028262397780352925,3.1120792443507011e-12,3.9769405896346991e-08,4.175888795027337e-08,3.0890080112940489e-05,0.00017555780503860608,8.6528732320075302e-10,2.8428165328816963e-10,2.7470279642585212e-09,1.3687776386031045e-08
7.613364691613494e-06,0.09977366400000001,0.80000000000000004,0.0,0.14758660212346825,0.085084276147730176,0.023515786434475446,0.00018035076678219147,0.00053888877870245154,0.025041265153496053,0.012737309719869841,5.6032010785959454e-10,1.1570842489101635e-10,5.4559037335360985e-08,3.877510370302075e-19,3.1187583279661782e-08,1.3659792584948781e-14,1.0197388430951942e-11,1.4060474139861519e-12,3.8550274584752923e-15,2.5849521244689969e-11,8.5378012258463229e-15,0.0019669622972255849,0.13930036793352069,4.4032802838259404e-08,2.253134943320134e-07,0.0002827035756792015,3.1135174465024643e-12,3.977885134699167e-08,4.1749751596737957e-08,3.0915796453811795e-05,0.00017570537798112596,8.6640311462840487e-10,2.8462117255682575e-10,2.7493532430363358e-09,1.3717279082250872e-08
7.620717114596503e-06,0.09977366400000001,0.80000000000000004,0.0,0.14756083532095748,0.085071489199032096,0.023495158449746315,0.0001807561719138606,0.00054015817522132064,0.025066662437062053,0.012750305646926766,5.6110056147654125e-10,1.1582298065165532e-10,5.4574865759989701e-08,3.8899778464251658e-19,3.1202099250489631e-08,1.3680389780836589e-14,1.0217077863890979e-11,1.4082825751266057e-12,3.8646277112721379e-15,2.5863490292208153e-11,8.5619650837479112e-15,0.0019663221815276284,0.13932652188054179,4.4033665012025696e-08,2.2545857129877593e-07,0.00028278312635226144,3.1149546053904695e-12,3.9788289739368278e-08,4.1740630547314353e-08,3.094150617424446e-05,0.000175852909206673,8.6751907976074303e-10,2.8496064291632195e-10,2.7516779268560774e-09,1.374680967772818e-08
7.628069537579513e-06,0.09977366400000001,0.80000000000000004,0.0,0.14753511811887662,0.085058703537596578,0.02347455574621464,0.00018116200367793004,0.0005414289679300247,0.025092054222316609,0.012763299070296779,5.6188104225854502e-10,1.1593747340797063e-10,5.4590654047351165e-08,3.9024677221042515e-19,3.1216604731000108e-08,1.3700981289223539e-14,1.0236780287121901e-11,1.4105184746541172e-12,3.8742404130775763e-15,2.5877447670135541e-11,8.5861653451483986e-15,0.0019656828622791112,0.1393526255261012,4.4034510014389375e-08,2.2560352793744005e-07,0.00028286262996053154,3.1163907249362839e-12,3.9797721098202602e-08,4.173152477468155e-08,3.0967209286732391e-05,0.00017600039878913707,8.6863521841870831e-10,2.8530006423585636e-10,2.7540020168192028e-09,1.3776368155754788e-08
7.635421960562522e-06,0.09977366400000001,0.80000000000000004,0.0,0.14750945041704844,0.085045919165833414,0.023453978274033029,0.00018156826187025758,0.00054270115598394942,0.025117440508342036,0.012776289989361641,5.626615495953731e-10,1.1605190314403924e-10,5.460640225836573e-08,3.9149799938212991e-19,3.1231099737894193e-08,1.3721567070872541e-14,1.0256495682848475e-11,1.4127551110845792e-12,3.8838655624370609e-15,2.5891393404086799e-11,8.6104019999594913e-15,0.0019650443378800386,0.13937867897175227,4.4035337887099533e-08,2.2574836438172425e-07,0.0002829420866413729,3.1178258090137959e-12,3.9807145447323543e-08,4.1722434251810296e-08,3.0992905803752958e-05,0.00017614784680229328,8.6975153041201681e-10,2.8563943638570534e-10,2.7563255140353148e-09,1.3805954499809151e-08
