Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),CO2X(24),COX(50),CHOX(53)
1.5925446978296296e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45222856422878666,0.11859215980251638,0.022820431536581021,1.0142197474650238e-19,1.7038818508456458e-16,9.46875009446695e-10,7.5786804235700815e-14,9.6466092679912147e-15,1.2651639149399221e-31,1.4055541659202935e-06,2.7895405443651662e-28,1.40236415660772e-06,7.0667359012682236e-20,1.8998115387317894e-22,1.8781005851848665e-24,1.0347749997109086e-25,9.794294854189585e-15,1.1361418841543296e-20,7.6391073791017927e-05,2.2722968997156621e-06,3.9607819246347825e-08,4.224296440288364e-13,7.6805730363519084e-12,2.0324252022216235e-11,9.3128191015992568e-15,7.562851559241659e-13,9.5704490912424617e-09,1.7744704758104351e-13,3.8860135259681034e-18,5.6418829919324866e-13,5.9930298358310974e-21,8.4323197514319105e-20,2.1343681872474422e-19,3.5480083554494686e-22
1.6432025011909716e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45222607241669111,0.11858969691464261,0.022820395403585624,1.1906221434216613e-19,1.8439889339547376e-16,1.0079210623294036e-09,8.5289514310767974e-14,1.0596655982516551e-14,1.5385889212576398e-31,1.4502643712512172e-06,3.3474241946533987e-28,1.4468682553180636e-06,7.9584130389263179e-20,2.1732161818336835e-22,2.2163858444819428e-24,1.2028270094932242e-25,1.056767313896756e-14,1.3112298179006837e-20,7.880892989510003e-05,2.3445623358287089e-06,4.0976999405296722e-08,4.4337857852328435e-13,7.9343950052945385e-12,2.0387649885193083e-11,9.3418684707639195e-15,7.5884207220312566e-13,9.8916664331649924e-09,1.9325621726267023e-13,4.0806291766745527e-18,6.1922299383489059e-13,7.0735957245562124e-21,9.5676476872578765e-20,2.4107488950986664e-19,3.9980080455323266e-22
1.7445181079136555e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45222109100152508,0.11858477336496343,0.022820323138960714,1.6154771067359672e-19,2.1465785723658106e-16,1.1357168685851741e-09,1.0683165005593739e-13,1.2679834172553051e-14,2.2361984032021134e-31,1.5396848634959144e-06,4.7400685600630237e-28,1.5358572350003788e-06,9.9820972883801935e-20,2.8127508708577763e-22,3.0415402953040147e-24,1.6027830627208651e-25,1.2228898559687139e-14,1.7234185465867208e-20,8.3642412956760201e-05,2.4890904696226997e-06,4.3735214298057563e-08,4.8677663616221817e-13,8.4420369971521094e-12,2.0514445571580804e-11,9.3999671858755489e-15,7.6397939926411167e-13,1.0537092261652056e-08,2.2735805678099501e-13,4.4839577766388348e-18,7.3970258257265831e-13,9.6978326313926703e-21,1.2164352321620508e-19,3.0398120844506739e-19,5.0208343628175907e-22
1.8458337146363394e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45221611253020694,0.11857985278185314,0.0228202508761562,2.1513303449739721e-19,2.4804252523376332e-16,1.271114393670607e-09,1.3204267152423426e-13,1.5019532243927433e-14,3.1825426837314427e-31,1.6291054639217489e-06,6.5778507935713243e-28,1.6248206014258928e-06,1.2353772862766603e-19,3.5923906334277787e-22,4.1001901493255081e-24,2.1001928725037086e-25,1.4048733652245906e-14,2.2291513451892765e-20,8.8472925345997665e-05,2.6336149534007177e-06,4.6519895772458074e-08,5.3219724897155391e-13,8.9496763910149714e-12,2.0641241204648792e-11,9.4580658697572575e-15,7.6914860667747356e-13,1.118650584251591e-08,2.6485328235822058e-13,4.9063010536484088e-18,8.7473013839106752e-13,1.3042039601693875e-20,1.5235163740279514e-19,3.7795396796486689e-19,6.222088450525699e-22
1.9471493213590233e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45221113700091614,0.11857493516348598,0.022820178615171095,2.8177412627255911e-19,2.8472779351162694e-16,1.4141097894765877e-09,1.6127501702966673e-13,1.7630637421250425e-14,4.4451821845869744e-31,1.7185261718140263e-06,8.9652096662931493e-28,1.7137583670621185e-06,1.5107327932222276e-19,4.5336339281918506e-22,5.4399823554603209e-24,2.7111073744112202e-25,1.6034442896606939e-14,2.8424218142379179e-20,9.3300468889324128e-05,2.7781357886304067e-06,4.9331036401610777e-08,5.7966717235022634e-13,9.457313182937809e-12,2.0768036783776585e-11,9.5161645221459647e-15,7.7435036388000458e-13,1.1839906643842338e-08,3.0583521944718719e-13,5.3479212092821485e-18,1.0251025217047996e-12,1.7241694210170643e-20,1.8828481023745678e-19,4.6409241009651197e-19,7.6199445248475372e-22
2.0484649280817072e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522061644118327,0.11857002050803737,0.022820106356004427,3.6361857510084836e-19,3.2489333385141974e-16,1.5646992193779567e-09,1.9489027810168587e-13,2.0528035772657992e-14,6.1048655721007849e-31,1.8079469864586193e-06,1.2023011300440126e-27,1.802670544370057e-06,1.8277527392221723e-19,5.6600463513078769e-22,7.1148607629908555e-24,3.4530600797256489e-25,1.8193385270388555e-14,3.5783350595315886e-20,9.8125045412127875e-05,2.9226529767742221e-06,5.2168628752776738e-08,6.2921315141405496e-13,9.9649473689798772e-12,2.0894832308299271e-11,9.5742631427586337e-15,7.7958534512623068e-13,1.2497294129915651e-08,3.5039189155404203e-13,5.8090807554431602e-18,1.1916116328285194e-12,2.2446965678859056e-20,2.2993929737043867e-19,5.635255970548434e-19,9.2332576440350811e-22
2.149780534804391e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522011947611379,0.11856510881368378,0.022820034098655236,4.6301021859715688e-19,3.6872367486956662e-16,1.7228788582323899e-09,2.3325865983475449e-13,2.3726612210388753e-14,8.2572243660130707e-31,1.8973679071419667e-06,1.5890001927681111e-27,1.8915571458042102e-06,2.189994774847311e-19,6.9973633144699442e-22,9.1854908942286481e-24,4.3451033785153876e-25,2.0533014121994593e-14,4.4531237756817925e-20,0.00010294665673867523,3.0671665192894407e-06,5.5032665387288844e-08,6.8086192096653495e-13,1.047257894520372e-11,2.1021627777560857e-11,9.6323617313166308e-15,7.8485422948604749e-13,1.3158667761222119e-08,3.9860655626313299e-13,6.2900425211165165e-18,1.3750444461970788e-12,2.8823184036760936e-20,2.7782287342283154e-19,6.7741061014339679e-19,1.1081530747995259e-21
2.251096141527075e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45219622804701443,0.11856020007860282,0.02281996184312253,5.8249405823067919e-19,4.1640830142740846e-16,1.8886448924287841e-09,2.7675856253273715e-13,2.72412504863788e-14,1.1014576651310348e-30,1.986788933151074e-06,2.0724303262949856e-27,1.9804181838125571e-06,2.6010923787470212e-19,8.5735992438307214e-22,1.1719694900557481e-23,5.4078472621544851e-25,2.3060877454000241e-14,5.4841670257385151e-20,0.00010776530469210737,3.211676417628141e-06,5.7923138860453198e-08,7.3464020549539843e-13,1.098020790767467e-11,2.1148423190910478e-11,9.6904602875440583e-15,7.9015770083978777e-13,1.3824026994437178e-08,4.5055813655810466e-13,6.7910696596319687e-18,1.5761830217193855e-12,3.6551313576552517e-20,3.3245428023520579e-19,8.0693115084585981e-19,1.3184918709704508e-21
2.453727354972443e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45218630342121696,0.11855039147897506,0.02281981733750273,8.929487205394348e-19,5.2412366206123661e-16,2.2429209501979595e-09,3.8070529429956e-13,3.5278241748164105e-14,1.8888351680436875e-30,2.1656312982974313e-06,3.4032980528847213e-27,2.1580636193111088e-06,3.5847382909449595e-19,1.2566908836962914e-21,1.8488367446775312e-23,8.1358589604838432e-25,2.8711973307151724e-14,8.0903526403552801e-20,0.00011739371776656058,3.5006852875582848e-06,6.378336651332653e-08,8.4869216579159766e-13,1.1995457975635367e-11,2.1402013847262274e-11,9.8066573019017358e-15,8.0087116407972015e-13,1.516670007421384e-08,5.6596830354720259e-13,7.8543743307184043e-18,2.0346812548023791e-12,5.6867679182968716e-20,4.6408690648889195e-19,1.1177393276535952e-18,1.8240838793272144e-21
2.656358568417811e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521763905199232,0.11854059469459757,0.022819672839137266,1.319525096134495e-18,6.4965786784751273e-16,2.6274971152710033e-09,5.0990713198067387e-13,4.475805630007555e-14,3.1033286884164427e-30,2.3444740762050867e-06,5.3658914107041892e-27,2.3356069503189457e-06,4.8090852397396205e-19,1.7913775654203535e-21,2.8122713077399755e-23,1.1834386935991657e-24,3.5208952502076324e-14,1.1559415629324059e-19,0.00012701029919808972,3.7896795980771505e-06,6.974925203004889e-08,9.7158262146262965e-13,1.3010697541447562e-11,2.165560427213461e-11,9.9228541836259036e-15,8.1173130195263189e-13,1.6525308946276644e-08,6.9718168868727391e-13,9.001106744329107e-18,2.5732653872698392e-12,8.5171657645663527e-20,6.2918472154858314e-19,1.5059038872143795e-18,2.4574905304307999e-21
2.8589897818631786e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45216648932863468,0.1185308097109319,0.022819528348018387,1.8902357600668759e-18,7.9471436680855489e-16,3.042343295686571e-09,6.6764893053184827e-13,5.5799722254763487e-14,4.9155971461589168e-30,2.5233172611904912e-06,8.1719785204618502e-27,2.5130482761849341e-06,6.3054350799560013e-19,2.4931430788983845e-21,4.1466119221560108e-23,1.6727638954697182e-24,4.2615609467395114e-14,1.6073080166810767e-19,0.00013661506353130108,4.0786593606139875e-06,7.5820735627563739e-08,1.1035249958528419e-12,1.4025926573749926e-11,2.1909194460311692e-11,1.0039050930518999e-14,8.2274375828605705e-13,1.7899849126584604e-08,8.4471125861434307e-13,1.0233384502655255e-17,3.1980175191383259e-12,1.2351271073639519e-19,8.3223749790547711e-19,1.9817279617665299e-18,3.237101942779577e-21
3.0616209953085464e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45215659983287126,0.11852103651345751,0.022819383864138339,2.6366675147304833e-18,9.6108439403965595e-16,3.487429585085676e-09,8.5731504671008611e-13,6.8522249097321076e-14,7.5438471840961229e-30,2.702160847579117e-06,1.2079127587722918e-26,2.6903876961537648e-06,8.1058716512718543e-19,3.3984108861394447e-21,5.9516788717801204e-23,2.306756931213243e-24,5.0997250738843956e-14,2.1832587923827362e-19,0.00014620802529284136,4.3676245865149117e-06,8.1997757418641795e-08,1.2447325461024473e-12,1.5041145041231786e-11,2.2162784406582767e-11,1.0155247540392229e-14,8.3391425350295789e-13,1.9290316070091259e-08,1.0090322761849169e-12,1.1553331050857729e-17,3.9149437675688372e-12,1.742233307145172e-19,1.077866081693803e-18,2.5558350382666323e-18,4.1822947982995464e-21
3.264252208753914e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45214672201817063,0.11851127508767176,0.022819239387489407,3.5940800496524181e-18,1.1506498720851009e-15,3.9627262630020906e-09,1.0823824036796736e-12,8.3044627673844227e-14,1.1262134253669813e-29,2.8810048297054413e-06,1.7395832314150737e-26,2.8676253093660458e-06,1.0243154723404535e-18,4.5486745036596887e-21,8.3440964466200339e-23,3.1134658040436066e-24,6.0420693396954572e-14,2.9058981130310318e-19,0.00015578919899142074,4.6565752870429516e-06,8.8280257409355962e-08,1.3954183627335402e-12,1.6056352912631738e-11,2.2416374105739802e-11,1.0271444011064743e-14,8.4524858449465114e-13,2.0696705170769573e-08,1.1905892093181424e-12,1.2963075898257399e-17,4.729975170364154e-12,2.3992703678879229e-19,1.3708149604341488e-18,3.2391458048202827e-18,5.3134413411186254e-21
3.466883422199282e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45213685587008945,0.11850152541909004,0.022819094918063856,4.801501463006892e-18,1.3653864039301032e-15,4.4682037952428002e-09,1.3464147980024744e-12,9.9485830171748405e-14,1.6409347177101211e-29,3.0598492019129283e-06,2.448672939822843e-26,3.0447612148583681e-06,1.2750628346326829e-18,5.9908790809458289e-21,1.1458611590276465e-22,4.1238653316520023e-24,7.0954264172777116e-14,3.799335790888419e-19,0.00016535859911782802,4.9455114733780722e-06,9.4668175496514631e-08,1.5557953692333239e-12,1.707155015673907e-11,2.266996355257895e-11,1.0387640340364499e-14,8.5675262449316473e-13,2.2119011761611287e-08,1.3898014232499849e-12,1.446475484363583e-17,5.6489685460758385e-12,3.2354545489961703e-19,1.7159459846870319e-18,4.0428591382293264e-18,6.6519009546201661e-21
3.66951463564465e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45212700137420209,0.11849178749324547,0.022818950455853974,6.3018195446513772e-18,1.6073663053995616e-15,5.0038328342368924e-09,1.6530581522198541e-12,1.1796481010398183e-13,2.3398852873017596e-29,3.238693958554001e-06,3.3777872023557902e-26,3.2217955115633804e-06,1.5662140885240126e-18,7.7778122927300351e-21,1.5449398984579233e-22,5.3719269562973661e-24,8.2667798232466563e-14,4.8897092872148814e-19,0.00017491624014494977,5.2344331566172065e-06,1.0116145146511783e-07,1.7260763216240943e-12,1.8086736742394204e-11,2.29235527419002e-11,1.0503836526128386e-14,8.6843232294208055e-13,2.3557231114640541e-08,1.6070679128621187e-12,1.6060510202327664e-17,6.6777073625681163e-12,4.2830446014306583e-19,2.1182334477239869e-18,4.9784362495400487e-18,8.2200340634309472e-21
3.8721458490900176e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521171585161014,0.11848206129568915,0.022818806000852059,8.1418686321827233e-18,1.8787616649676033e-15,5.5695842193328341e-09,2.0060366280883894e-12,1.3860050229914727e-13,3.2728803369133314e-29,3.4175390939900288e-06,4.5762040647341236e-26,3.3987282983098994e-06,1.9011976033236798e-18,9.9685038128316257e-21,2.0491348250210435e-22,6.8946840490547437e-24,9.5632637480835111e-14,6.2052022465543536e-19,0.00018446213652779497,5.5233403477743228e-06,1.0776002498585066e-07,1.9064738080238214e-12,1.9101912638487647e-11,2.3177141668507304e-11,1.0620032566202399e-14,8.8029370536643428e-13,2.5011358440948008e-08,1.8427711535152083e-12,1.7752491034489046e-17,7.8219026205260991e-12,5.5773939780082053e-19,2.5827608609992861e-18,6.0575877048058662e-18,1.0041207836538699e-20
4.0747770625353854e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45210732728139824,0.11847234681199002,0.022818661553050418,1.0372513750213747e-17,2.1818474531249867e-15,6.1654289770982371e-09,2.4091495127463223e-12,1.6151182289214458e-13,4.4993106622512712e-29,3.5963846025912979e-06,6.1004090943073967e-26,3.5755596738230236e-06,2.2834794036655129e-18,1.2628634379063356e-20,2.6781336064023612e-22,8.732293887687726e-24,1.0992162882448392e-13,7.7760603279560279e-19,0.00019399630270351982,5.8122330577804951e-06,1.14463835612588e-07,2.0972002481962153e-12,2.0117077813959601e-11,2.3430730327207846e-11,1.0736228458441893e-14,8.9234287324139479e-13,2.6481388890727829e-08,2.0972801761896253e-12,1.9542853375539336e-17,9.0871937280424744e-12,7.1569953832593418e-19,3.1147188328524097e-18,7.292263025056463e-18,1.2139806349737211e-20
4.277408275980753e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45209750765572193,0.11846264402773475,0.022818517112441362,1.3048733705537401e-17,2.5190046965876978e-15,6.7913383216547345e-09,2.8662687130675046e-12,1.8681766931205256e-13,6.0893059579096458e-29,3.775230478736992e-06,8.0146338826638775e-26,3.7522897367242289e-06,2.7165581517938768e-18,1.5830955235551114e-20,3.4539486261651262e-22,1.0928097537284751e-23,1.2560912266041092e-13,9.6346051330497689e-19,0.00020351875309145034,6.1011112974839537e-06,1.2127282277989078e-07,2.2984678930905672e-12,2.1132232237800408e-11,2.36843187128131e-11,1.0852424200711803e-14,9.0458600385984567e-13,2.7967317553306353e-08,2.3709530427421293e-12,2.1433760469506371e-17,1.0479149353127771e-11,9.0635194581207243e-19,3.7194034259921747e-18,8.6946423143048176e-18,1.4541243618081663e-20
4.480039489426121e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45208769962471973,0.11845295292852795,0.022818372679017224,1.6229703561386804e-17,2.8927237124731506e-15,7.4472836550342186e-09,3.38133669691215e-12,2.1463692026859465e-13,8.1249633931689582e-29,3.9540767168151707e-06,1.0391397503453779e-25,3.928918585531457e-06,3.2039608196596153e-18,1.9655717758592326e-20,4.4010417776170191e-22,1.3528678111734109e-23,1.4277097147891073e-13,1.1815246515384866e-18,0.0002130295020931032,6.3899750776501358e-06,1.2818692580050024e-07,2.5104888243718766e-12,2.2147375879050494e-11,2.3937906820138123e-11,1.0968619790886888e-14,9.1702935019884365e-13,2.9469139457166927e-08,2.6641388782183398e-12,2.3427383005048223e-17,1.2003268260879046e-11,1.1341848611758266e-18,4.4022149038066756e-18,1.0277129378159716e-17,1.7271976815222309e-20
4.682670702871489e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45207790317405711,0.11844327349999184,0.022818228252770339,1.9978876279994235e-17,3.3056073925318962e-15,8.1332365675339502e-09,3.9583647889415683e-12,2.4508843573941637e-13,1.0701640663518656e-28,4.1329233112227487e-06,1.3312050020384328e-25,4.1054463186592061e-06,3.7492389427335419e-18,2.4191112775139642e-20,5.5464479029887147e-22,1.6583917434727927e-23,1.614845283991845e-13,1.4354493291686667e-18,0.00022252856409220694,6.6788244089617406e-06,1.3520608386284134e-07,2.7334749539405904e-12,2.3162508706799975e-11,2.4191494644001714e-11,1.108481522685197e-14,9.2967924078491344e-13,3.0986849569978151e-08,2.9771795452297166e-12,2.552589935368052e-17,1.3664980144959936e-11,1.4040106394932509e-18,5.1686569288619737e-18,1.2052346025876427e-17,2.0359520050272153e-20
4.885301916316857e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45206811828941751,0.11843360572776654,0.022818083833693052,2.4364063592838464e-17,3.760374535536737e-15,8.8491688380677861e-09,4.6014317760596425e-12,2.7829105695844387e-13,1.3929313127722253e-28,4.311770256365474e-06,1.6867317557391363e-25,4.2818730344186238e-06,4.3559653948721622e-18,2.9533719454260518e-20,6.9198968596865144e-22,2.0147051219992119e-23,1.8182864561645383e-13,1.7290962480377376e-18,0.00023201595345472543,6.9676593020187891e-06,1.4233023602853817e-07,2.9676380234419263e-12,2.4177630690188465e-11,2.4445082179226343e-11,1.120101050650217e-14,9.4254207955818313e-13,3.2520442798626144e-08,3.3104110045031236e-12,2.7731495810123629e-17,1.5469646454207047e-11,1.7209682816270896e-18,6.0243360931872595e-18,1.4033127406087201e-17,2.3832458894525086e-20
5.087933129762225e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4520583449565026,0.11842394959750986,0.022817939421777719,2.9457516487309827e-17,4.2598632318407974e-15,9.5950524345235701e-09,5.3146827776574293e-12,3.1436360640432068e-13,1.7933994705745685e-28,4.4906175466579106e-06,2.1157848763049047e-25,4.4581988310176052e-06,5.0277316255968703e-18,3.5788963955706938e-20,8.5539343076710186e-22,2.4274723103831904e-23,2.0388367284248131e-13,2.0665387335699426e-18,0.00024149168452887955,7.2564797673386877e-06,1.495593212299358e-07,3.2131896037651667e-12,2.5192741798405172e-11,2.4698669420638192e-11,1.1317205627743166e-14,9.5562434573536716e-13,3.4069913989247743e-08,3.6641644098192455e-12,3.0046366834957744e-17,1.742256120997547e-11,2.0905256219220614e-18,6.9749616207411533e-18,1.6232518226309595e-17,2.7720465672248829e-20
5.290564343207594e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45204858316103225,0.11841430509489727,0.022817795017016702,3.5336005623388557e-17,4.8070343025838235e-15,1.037085951413206e-08,6.1023283251603431e-12,3.5342488778836773e-13,2.285922209478673e-28,4.669465176523406e-06,2.6294762496486759e-25,4.6344238065608834e-06,5.7681452899253752e-18,4.3071587957948378e-20,1.0484041301197028e-21,2.9027037850114861e-23,2.2773145578435342e-13,2.4520624422922121e-18,0.00025095577164516988,7.5452858153562802e-06,1.5689327826762586e-07,3.4703410945330544e-12,2.6207842000688755e-11,2.4952256363067105e-11,1.1433400588491409e-14,9.6893259367160331e-13,3.5635257927262591e-08,4.0387669947387004e-12,3.2472715299696866e-17,1.9528951812095134e-11,2.5184812338429596e-18,8.0263451993371941e-18,1.8663769670690964e-17,3.2054315128023168e-20
5.493195556652962e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45203883288874386,0.11840467220562198,0.022817650619402378,4.208090175169989e-17,5.4049747924183973e-15,1.1176562423844561e-08,6.9686436025923834e-12,3.9559368604233822e-13,2.8867601800915168e-28,4.8483131403940817e-06,3.2400196474942474e-25,4.8105480590501248e-06,6.5808282061752378e-18,5.150612700931079e-20,1.2748752713723135e-21,3.4467613887949629e-23,2.5345533463911143e-13,2.8901659870186435e-18,0.00026040822911639849,7.8340774564239091e-06,1.6433204580797673e-07,3.7393037235811859e-12,2.722293126632708e-11,2.5205843001346573e-11,1.1549595386674419e-14,9.8247345272113253e-13,3.7216469337404955e-08,4.434542798542821e-12,3.5012752734226705e-17,2.1793979834873165e-11,3.0109660964684863e-18,9.1844009324866056e-18,2.1340336854873058e-17,3.6865900120564338e-20
5.898457983543698e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45201936685675503,0.11838544120994443,0.022817361845583365,5.8518880386790524e-17,6.7661647779826612e-15,1.287754607229861e-08,8.95470395642108e-12,4.8972887891760577e-13,4.4889473511081323e-28,5.2060100479231816e-06,4.8063569657080267e-25,5.162494786358331e-06,8.4375501809727854e-18,7.2381025409219595e-20,1.8452097150486679e-21,4.768590161706522e-23,3.1087220413274658e-13,3.9431748881046903e-18,0.00027927831228651711,8.4116175587065123e-06,1.7952376637626639e-07,4.3135064457300596e-12,2.9253076865065182e-11,2.5713015344809362e-11,1.1781984487111519e-14,1.0102798957284239e-12,4.0426473169783787e-08,5.29089742735107e-12,4.0442785430757696e-17,2.6820270009953514e-11,4.2157175953263907e-18,1.1844697078340413e-17,2.7484247185336849e-17,4.8055530200578825e-20
6.303720410434433e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45199994674679805,0.11836625649637574,0.02281707310025988,7.951747405103734e-17,8.3707900653301498e-15,1.4697785964561285e-08,1.1308337054901755e-11,5.9771908843835237e-13,6.7744649064732546e-28,5.5637082248767604e-06,6.9366339140228136e-25,5.5140397948975163e-06,1.0627094345900398e-17,9.9624624789033862e-20,2.6037750886476297e-21,6.4510767940727685e-23,3.7683083454738587e-13,5.2658328117200904e-18,0.00029810204818851585,8.9891001553574977e-06,1.9513398948787633e-07,4.9374841367377798e-12,3.1283178349903403e-11,2.6220186409766947e-11,1.2014372912705117e-14,1.0390982042051692e-12,4.3699882071824274e-08,6.2357766981445168e-12,4.6354339880364707e-17,3.2541437537625755e-11,5.7605269109974804e-18,1.5005212014512746e-17,3.47758972586197e-17,6.1567464573573372e-20
6.708982837325169e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45198057244542261,0.118347117951096,0.022816784383371279,1.0590145285414669e-16,1.0248459193611019e-14,1.6637067745840644e-08,1.406601990732234e-11,7.2051391677783064e-13,9.9592551992869664e-28,5.9214076270253292e-06,9.7738387540929235e-25,5.8651838649795581e-06,1.3178793508971879e-17,1.3463681623155947e-19,3.5935754306109785e-21,8.5582891005648303e-23,4.5205159266709435e-13,6.9018438367035129e-18,0.00031687955068990644,9.5665253262317063e-06,2.1116221939134634e-07,5.6129203795316739e-12,3.3313235476906587e-11,2.6727356155017052e-11,1.2246760647299082e-14,1.0689840984713368e-12,4.703665166017794e-08,7.2717062706077879e-12,5.2765445785092824e-17,3.8996484574520938e-11,7.7065358962368349e-18,1.8716951394332505e-17,4.3330095067272038e-17,7.7698730992334486e-20
7.114245264215904e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45196124383946468,0.11832802546056631,0.022816495694857063,1.3857691420159323e-16,1.2431153284494217e-14,1.8695180134925302e-08,1.7265224895246363e-11,8.5906266449673302e-13,1.4306739841911378e-27,6.2791082102776935e-06,1.3483875476942977e-24,6.2159277752756988e-06,1.6122088228006669e-17,1.7902344355080618e-19,4.8636006747607152e-21,1.1160405099562565e-22,5.3727860932028038e-13,8.8983590123351086e-18,0.00033561093337713526,1.0143893149869785e-05,2.2760795795279373e-07,6.341495955032953e-12,3.5343248002916521e-11,2.7234524539414135e-11,1.2479147674938995e-14,1.099994485053826e-12,5.0436736583841367e-08,8.4011962976163164e-12,5.9694295913992049e-17,4.6223433603846798e-11,1.0120307078809441e-17,2.3032564465456867e-17,5.3264780115349298e-17,9.6765754628800998e-20
7.51950769110664e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45194196081604687,0.11830897891152793,0.022816207034656904,1.7853386573952388e-16,1.4953350313249681e-14,2.0871914937603046e-08,2.0944413758614967e-11,1.0143143301666016e-12,2.0134253672515787e-27,6.636809930680275e-06,1.8257329649736957e-24,6.5662723028192814e-06,1.9486505921133812e-17,2.3461396136402554e-19,6.4691807723421807e-21,1.4333872238219216e-22,6.3327972969831383e-13,1.1305984714160913e-17,0.00035429630955628272,1.072120370350019e-05,2.444707045784274e-07,7.1248888231113973e-12,3.7373215685548031e-11,2.774169152186892e-11,1.2711533979880865e-14,1.1321874519449918e-12,5.3900090525314444e-08,9.6267462290799955e-12,6.7159254570978134e-17,5.4259350861152424e-11,1.307384380680411e-17,2.8006348478653896e-17,6.4701003026151982e-17,1.1910492408161397e-19
7.924770117997376e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45192272326257676,0.1182899781910017,0.022815918402710602,2.2684881225798856e-16,1.7852152556307552e-14,2.3167067060408947e-08,2.5143032842068877e-11,1.1872176099950258e-12,2.7819850524227974e-27,6.9945127444164532e-06,2.4311235394319591e-24,6.9162182230084581e-06,2.3301644683039485e-17,3.0347969382959188e-19,8.4723345291749488e-21,1.8161565754518969e-22,7.4084646343624991e-13,1.417878976951314e-17,0.00037293579225376137,1.1298457063041163e-05,2.6174995613745558e-07,7.9647741029241567e-12,3.9403138283185402e-11,2.8248857061347707e-11,1.2943919546599933e-14,1.1656222637849919e-12,5.7426666201783525e-08,1.0950848330732632e-11,7.5178866201450668e-17,6.3140369255787188e-11,1.6644606886286434e-17,3.3694250453522961e-17,7.7762909355505385e-17,1.4507304435661249e-19
8.330032544888111e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45190353106674691,0.11827102318628713,0.022815629798958154,2.8468734568256632e-16,2.116741720283015e-14,2.558043452468561e-08,2.9901509394457968e-11,1.3787208974532031e-12,3.7809478719773647e-27,7.352216607805903e-06,3.1890843118832423e-24,7.2657663096088156e-06,2.7597160942409923e-17,3.879526939749162e-19,1.09421133962278e-20,2.2732946247793357e-22,8.6079393439896285e-13,1.7574311569690238e-17,0.00039152949421701269,1.1875653303102787e-05,2.7944520688539402e-07,8.8628240526259534e-12,4.1433015554978687e-11,2.8756021116871925e-11,1.3176304359799749e-14,1.2003593569667996e-12,6.1016415366331432e-08,1.2375990123130029e-11,8.3771864136950178e-17,7.2901710799820108e-11,2.0915528341364942e-17,4.0153868784949746e-17,9.257772693025625e-17,1.750478810480724e-19
