Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),CO2X(24),H2X(49),CHOX(53),COX(50)
3.5309464227472714e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32590426951853724,0.11291485809388349,0.019791631081485173,8.6906179384872277e-06,5.4512945606238002e-05,6.2918624496307446e-05,4.4356154026606723e-05,3.10154265734465e-14,5.021246146597242e-18,4.6199086367166928e-08,1.7526377455690382e-27,5.1549745175177997e-08,4.3082378635762353e-21,1.5213536123635529e-13,2.9019449563556498e-15,9.5041488865823917e-18,6.276911330122511e-08,2.4006114309605073e-20,0.0056881764746824761,0.0059296159445259029,1.4466709056312354e-10,3.0421371099158346e-05,1.0053424648909793e-14,1.8699164258973304e-10,1.9233514212835939e-07,2.9500829944233523e-07,1.3645095248772322e-05,2.6523788894890813e-09,6.8983582975539442e-10,9.4374034639346839e-07,2.6151875159300931e-12,3.5620149130220793e-11
3.533879030001741e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32589998539681592,0.11291483040020008,0.019789333045097737,8.7153278667662687e-06,5.4643013810412624e-05,6.299283796627323e-05,4.4419308497328814e-05,3.111372386244357e-14,5.0348110359792229e-18,4.6256702832888992e-08,1.7631071482410586e-27,5.1568063567517308e-08,4.3256611294759692e-21,1.5266282949168536e-13,2.9071721446967728e-15,9.5265603442719716e-18,6.2864508090429955e-08,2.4119543569328724e-20,0.0056880997176006259,0.0059339524579678669,1.4477098746338083e-10,3.0427809565146208e-05,1.0060628857345736e-14,1.8703256696492182e-10,1.9233184091443941e-07,2.952902667907392e-07,1.3661625752591443e-05,2.6585646076738461e-09,6.9118344981415935e-10,9.4485033954075537e-07,2.6189442973931785e-12,3.5670396914612382e-11
3.5368116372562106e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32589570222457009,0.11291480262062108,0.019787035335939632,8.7400858214074801e-06,5.4773258619729418e-05,6.3067028306691326e-05,4.4482485400642768e-05,3.121226635592859e-14,5.0483982703742146e-18,4.6314351199948198e-08,1.7736319810004214e-27,5.1586350955667009e-08,4.3431428917952749e-21,1.5319166258824168e-13,2.9124020990634684e-15,9.5490036821678182e-18,6.2959931669240709e-08,2.4233431399707286e-20,0.0056880229728041298,0.0059382880187710315,1.4487486139968762e-10,3.0434236215943195e-05,1.0067831443417444e-14,1.8707342212091789e-10,1.9232854319400205e-07,2.9557216971344794e-07,1.3678159371095599e-05,2.6647583469171017e-09,6.9253236578784319e-10,9.4595996271569949e-07,2.6227020901167008e-12,3.5720661484399507e-11
3.53974424451068e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3258914200017165,0.11291477475516493,0.019784737953944653,8.764891847876809e-06,5.4903680060567029e-05,6.3141195446849186e-05,4.4545684685054395e-05,3.1311054495106788e-14,5.0620078579593976e-18,4.6372031449035273e-08,1.7842124988215167e-27,5.1604607391744501e-08,4.3606833043343708e-21,1.5372186278763006e-13,2.9176348130039263e-15,9.571478911540831e-18,6.3055383943275455e-08,2.4347779338784993e-20,0.0056879462402927477,0.0059426226270143613,1.4497871237350266e-10,3.044065106961424e-05,1.0075032407258476e-14,1.8711420815907023e-10,1.9232524895625856e-07,2.9585400810231541e-07,1.3694696092111042e-05,2.6709601075977078e-09,6.9388257705226434e-10,9.4706921485823128e-07,2.6264608900013302e-12,3.5770942797955059e-11
3.5426768517651497e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32588713872817149,0.11291474680385011,0.01978244089904662,8.7897459916079507e-06,5.5034278159079729e-05,6.3215339316282791e-05,4.4608906299094885e-05,3.1410088721758016e-14,5.07563980686792e-18,4.6429743560789578e-08,1.7948489580175424e-27,5.1622832927727828e-08,4.3782825212630814e-21,1.542534323530522e-13,2.9228702800689729e-15,9.593986043626611e-18,6.3150864818279213e-08,2.4462588930081983e-20,0.0056878695200662348,0.0059469562827770325,1.4508254038628613e-10,3.0447054144179454e-05,1.0082231749001179e-14,1.8715492518030357e-10,1.9232195819046825e-07,2.961357818506187e-07,1.3711235903474094e-05,2.6771698900619458e-09,6.9523408298240742e-10,9.4817809491213074e-07,2.6302206929643798e-12,3.5821240813675122e-11
3.5456094590196193e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32588285840385134,0.11291471876669509,0.019780144171179369,8.8146482980144749e-06,5.5165052941282432e-05,6.328945984468266e-05,4.4672150191311131e-05,3.1509369478019274e-14,5.0892941252055671e-18,4.6487487515818664e-08,1.8055416157376921e-27,5.1641027615508546e-08,4.3959406969836754e-21,1.5478637354869886e-13,2.9281084938112024e-15,9.6165250896388052e-18,6.3246374200076146e-08,2.4577861720529452e-20,0.005687792812124344,0.0059512889861383393,1.4518634543954865e-10,3.0453445457628e-05,1.0089429468775872e-14,1.8719557328502998e-10,1.9231867088592466e-07,2.9641749085487383e-07,1.372777879302735e-05,2.6833876949154273e-09,6.9658688295267789e-10,9.4928660182357062e-07,2.6339814949540946e-12,3.5871555489969056e-11
3.548542066274089e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32587857902867218,0.11291469064371835,0.01977784777027676,8.8395988124797192e-06,5.5296004432981015e-05,6.3363556961970518e-05,4.4735416310273863e-05,3.1608897206563373e-14,5.1029708210370483e-18,4.6545263294682298e-08,1.8162907303887814e-27,5.1659191506848797e-08,4.4136579862406034e-21,1.5532068864024334e-13,2.9333494477854623e-15,9.6390960607581303e-18,6.3341911994608792e-08,2.4693599262192905e-20,0.0056877161164668255,0.0059556207371777798,1.4529012753480127e-10,3.0459825027911688e-05,1.0096625566716243e-14,1.8723615257382687e-10,1.9231538703195944e-07,2.9669913500932386e-07,1.3744324748622773e-05,2.6896135227270049e-09,6.9794097633474791e-10,9.5039473454230257e-07,2.6377432918920079e-12,3.5921886785267727e-11
3.5514746735285584e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3258743006025499,0.1129146624349384,0.019775551696272653,8.8645975803705294e-06,5.5427132659869245e-05,6.3437630598193071e-05,4.4798704604566696e-05,3.1708672350352462e-14,5.1166699024048782e-18,4.6603070877914531e-08,1.8270965610640171e-27,5.1677324653440885e-08,4.4314345439703884e-21,1.5585637989415393e-13,2.9385931355482182e-15,9.6616989681474904e-18,6.3437478107884298e-08,2.4809803109922505e-20,0.0056876394330934279,0.00595995153597495,1.4539388667348292e-10,3.0466192872963683e-05,1.0103820042959515e-14,1.8727666314767089e-10,1.9231210661793568e-07,2.9698071420431446e-07,1.376087375811748e-05,2.6958473736357173e-09,6.9929636249730022e-10,9.5150249202001619e-07,2.6415060796610754e-12,3.5972234658017799e-11
3.554407280783028e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32587002312540053,0.11291463414037367,0.019773255949100944,8.8896446470262617e-06,5.5558437647451813e-05,6.3511680683605966e-05,4.4862015022794889e-05,3.1808695352833306e-14,5.1303913773144049e-18,4.6660910246006367e-08,1.8379593680018448e-27,5.1695427106860361e-08,4.4492705254198298e-21,1.5639344957823444e-13,2.9438395506580281e-15,9.6843338229399839e-18,6.3533072446017123e-08,2.492647482323292e-20,0.0056875627620038951,0.005964281382609616,1.4549762285708273e-10,3.0472549010673964e-05,1.0111012897635422e-14,1.8731710510630427e-10,1.9230882963325413e-07,2.9726222833764606e-07,1.3777425809377082e-05,2.7020892480262841e-09,7.0065304081064646e-10,9.526098732116329e-07,2.6452698542260585e-12,3.6022599066684286e-11
3.5573398880374976e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3258657465971399,0.11291460576004264,0.019770960528695543,8.9147400577590164e-06,5.5689919421047273e-05,6.3585707148670467e-05,4.4925347513585177e-05,3.1908966657930319e-14,5.1441352537343308e-18,4.6718781379406402e-08,1.8488794125770615e-27,5.1713498918567991e-08,4.4671660861443777e-21,1.5693189996160028e-13,2.9490886866756496e-15,9.7070006362393103e-18,6.3628694915227856e-08,2.5043615966253979e-20,0.0056874861031979721,0.0059686102771617172,1.4560133608716058e-10,3.04788934588978e-05,1.011820413087742e-14,1.8735747854959996e-10,1.9230555606735593e-07,2.9754367730613052e-07,1.3793980890275621e-05,2.7083391466461543e-09,7.0201101064251377e-10,9.5371687707525781e-07,2.6490346115310766e-12,3.6072979969748789e-11
3.560272495291967e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32586147101768348,0.11291457729396381,0.019768665434990357,8.9398838578586372e-06,5.58215780058238e-05,6.3659709924014996e-05,4.4988702025581754e-05,3.2009486709956209e-14,5.1579015396035578e-18,4.6776684258528883e-08,1.8598569570940092e-27,5.1731540139931373e-08,4.4851213819519683e-21,1.5747173331442902e-13,2.9543405371637174e-15,9.7296994191252599e-18,6.3724345421823668e-08,2.5161228106881767e-20,0.0056874094566753989,0.0059729382197113365,1.4570502636520437e-10,3.0485226235464241e-05,1.0125393742821189e-14,1.8739778357762429e-10,1.9230228590971487e-07,2.9782506100367881e-07,1.3810538988694007e-05,2.7145970698139291e-09,7.0337027135834511e-10,9.5482350257158489e-07,2.6528003474943891e-12,3.61233773257122e-11
3.563205102546437e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32585719638694682,0.11291454874215563,0.01976637066791934,8.9650760925963112e-06,5.595341342682321e-05,6.3733688940408108e-05,4.5052078507443502e-05,3.2110255953548948e-14,5.1716902428360265e-18,4.6834618863759194e-08,1.8708922646359009e-27,5.1749550822240014e-08,4.5031365688640041e-21,1.5801295190778726e-13,2.959595095686559e-15,9.7524301826575885e-18,6.3820023872184296e-08,2.527931281616543e-20,0.0056873328224359143,0.0059772652103386691,1.4580869369268753e-10,3.0491547358176857e-05,1.013258173360163e-14,1.8743802029019778e-10,1.9229901914983701e-07,2.9810637932516336e-07,1.3827100092518949e-05,2.7208630177394253e-09,7.0473082232185021e-10,9.5592974866347683e-07,2.6565670580453943e-12,3.6173791093091023e-11
3.5661377098009063e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32585292270484534,0.11291452010463658,0.019764076227416431,8.9903168072166674e-06,5.6085425708907784e-05,6.380764412881697e-05,4.5115476907850184e-05,3.2211274833808452e-14,5.1855013713102208e-18,4.6892585175441876e-08,1.8819855993955884e-27,5.1767531016672815e-08,4.5212118032018044e-21,1.5855555801400291e-13,2.9648523558107459e-15,9.7751929378675946e-18,6.3915730172792499e-08,2.5397871669645501e-20,0.0056872562004792546,0.0059815912491240734,1.4591233807114566e-10,3.049785684480182e-05,1.0139768103352227e-14,1.8747818878665933e-10,1.9229575577726756e-07,2.9838763216826447e-07,1.3843664189645336e-05,2.7271369909407238e-09,7.0609266289617486e-10,9.5703561431687261e-07,2.6603347391392128e-12,3.6224221230418577e-11
3.569070317055376e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32584864997129442,0.11291449138142516,0.019761782113415616,9.0156060469404063e-06,5.6217614876778813e-05,6.3881575420387168e-05,4.5178897175500402e-05,3.2312543796249591e-14,5.1993349328727691e-18,4.6950583173884824e-08,1.8931372265665409e-27,5.178548077430937e-08,4.5393472415581281e-21,1.5909955390653413e-13,2.9701123111049536e-15,9.7979876957610002e-18,6.4011464230223772e-08,2.5516906246905406e-20,0.0056871795908051536,0.0059859163361480582,1.4601595950212252e-10,3.0504154713074611e-05,1.0146952852207761e-14,1.8751828916630536e-10,1.9229249578158844e-07,2.9866881943009672e-07,1.3860231267975464e-05,2.7334189899553357e-09,7.0745579244305325e-10,9.5814109850047258e-07,2.6641033867234526e-12,3.6274667696244824e-11
3.5720029243098455e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32584437818620898,0.11291446257253981,0.019759488325850883,9.0409438569683992e-06,5.6349980955004934e-05,6.3955482746411673e-05,4.524233925910836e-05,3.2414063286730206e-14,5.2131909353439625e-18,4.7008612839365621e-08,1.9043474121718951e-27,5.1803400146147348e-08,4.5575430407500905e-21,1.5964494185977132e-13,2.9753749551396185e-15,9.8208144673223961e-18,6.4107225951130334e-08,2.5636418130877321e-20,0.0056871029934133449,0.0059902404714912557,1.4611955798711172e-10,3.0510440980706877e-05,1.0154135980304789e-14,1.8755832152854166e-10,1.9228923915241223e-07,2.9894994100600479e-07,1.3876801315417727e-05,2.7397090150193193e-09,7.0882021032157757e-10,9.5924620018525939e-07,2.6678729967289887e-12,3.6325130449137293e-11
3.574935531564315e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32584010734950419,0.11291443367799903,0.019757194864656234,9.0663302824684629e-06,5.6482523967933595e-05,6.4029366038428131e-05,4.5305803107414285e-05,3.2515833751678353e-14,5.2270693865002938e-18,4.7066674152111628e-08,1.9156164236193023e-27,5.182128918304838e-08,4.5757993579664529e-21,1.6019172414965205e-13,2.980640281488006e-15,9.8436732635012025e-18,6.4203015242291985e-08,2.5756408910076711e-20,0.0056870264083035563,0.0059945636552345017,1.4622313352762215e-10,3.0516715665366752e-05,1.0161317487778855e-14,1.8759828597236944e-10,1.9228598587939726e-07,2.9923099679273896e-07,1.3893374319890692e-05,2.7460070664109809e-09,7.1018591589010642e-10,9.6035091834600278e-07,2.6716435651025236e-12,3.637560944768629e-11
3.5778681388187846e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3258358374610949,0.11291440469782127,0.019754901729765698,9.0917653685877956e-06,5.6615243939774955e-05,6.4103225228126317e-05,4.5369288669174656e-05,3.2617855637876423e-14,5.2409702940910349e-18,4.712476709231897e-08,1.9269445291809312e-27,5.1839147935789727e-08,4.5941163506297422e-21,1.6073990305307244e-13,2.9859082837252583e-15,9.8665640952249855e-18,6.4298832010568098e-08,2.5876880176496832e-20,0.0056869498354755119,0.005998885887458753,1.4632668612523071e-10,3.0522978784692432e-05,1.0168497374763751e-14,1.8763818259631901e-10,1.9228273595223491e-07,2.9951198669006955e-07,1.3909950269319288e-05,2.7523131447490994e-09,7.1155290850659378e-10,9.6145525195982831e-07,2.6754150878181518e-12,3.6426104650494689e-11
3.580800746073254e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32583156852089573,0.11291437563202501,0.019752608921113326,9.117249160442613e-06,5.6748140894533405e-05,6.4177060247423538e-05,4.5432795893170401e-05,3.2720129392638445e-14,5.2548936658245956e-18,4.7182891640137065e-08,1.9383319984294048e-27,5.1856976455022272e-08,4.6124941765065e-21,1.6128948084836551e-13,2.991178955428951e-15,9.8894869733884998e-18,6.4394676162937102e-08,2.5997833527365661e-20,0.005686873274928941,0.00600320716824516,1.4643021578148848e-10,3.0529230356285837e-05,1.0175675641396284e-14,1.87678011499064e-10,1.9227948936065278e-07,2.9979291059556446e-07,1.3926529151637912e-05,2.758627250480199e-09,7.1292118752615713e-10,9.6255920000738202e-07,2.6791875608256986e-12,3.6476616016189163e-11
3.583733353327724e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32582730052882131,0.11291434648062877,0.019750316438633165,9.1427817031322339e-06,5.6881214856103002e-05,6.4250871028360241e-05,4.5496324728195742e-05,3.2822655463565466e-14,5.2688395093873131e-18,4.7241047775690146e-08,1.9497791016470922e-27,5.1874774791328812e-08,4.6309329935564569e-21,1.6184045981463418e-13,2.9964522901783551e-15,9.9124419088687707e-18,6.4490547606442254e-08,2.6119270562750128e-20,0.0056867967266635592,0.0060075274976749849,1.4653372249785026e-10,3.053547039773066e-05,1.0182852287816371e-14,1.8771777277962435e-10,1.9227624609440843e-07,3.0007376840321248e-07,1.394311095478618e-05,2.7649493835134052e-09,7.142907523007596e-10,9.6366276147121618e-07,2.6829609800418895e-12,3.652714350341374e-11
3.5866659605821934e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32582303348478636,0.11291431724365097,0.019748024282259306,9.1683630417278167e-06,5.701446584819128e-05,6.4324657503182504e-05,4.55598751230671e-05,3.2925434298739378e-14,5.2828078324285604e-18,4.729923547906026e-08,1.9612861103005371e-27,5.1892542995178176e-08,4.6494329600512621e-21,1.6239284223227577e-13,3.0017282815549966e-15,9.9354289125131378e-18,6.4586446248234688e-08,2.6241192887472629e-20,0.0056867201906790933,0.006011846875829641,1.4663720627588531e-10,3.0541698926568698e-05,1.019002731415734e-14,1.8775746653587702e-10,1.9227300614329565e-07,3.0035456001414909e-07,1.3959695666712298e-05,2.7712795443260524e-09,7.1566160218436302e-10,9.6476593533706326e-07,2.6867353414580104e-12,3.6577687070827269e-11
3.589598567836663e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32581876738870502,0.11291428792111011,0.019745732451925836,9.1939932212726034e-06,5.7147893894322583e-05,6.4398419604338799e-05,4.5623447026622994e-05,3.3028466346715858e-14,5.2967986425612551e-18,4.7357454730288048e-08,1.9728532970312124e-27,5.1910281116927174e-08,4.6679942345728802e-21,1.6294663038295793e-13,3.0070069231427545e-15,9.9584479951396683e-18,6.4682371995572343e-08,2.6363602111060553e-20,0.0056866436669752544,0.0060161653027907261,1.46740667117201e-10,3.054791596030827e-05,1.0197200720555911e-14,1.8779709286582863e-10,1.9226976949714661e-07,3.006352853283453e-07,1.3976283275372997e-05,2.7776177335758838e-09,7.1703373652831528e-10,9.6586872059378933e-07,2.6905106410444055e-12,3.6628246677107834e-11
3.5925311750911325e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32581450224049158,0.11291425851302468,0.01974344094756688,9.2196722867870406e-06,5.7281499017873243e-05,6.4472157264442248e-05,4.568704038771992e-05,3.3131752056435829e-14,5.3108119473686863e-18,4.741570550938043e-08,1.9844809354416457e-27,5.192798920684168e-08,4.6866169759571133e-21,1.6350182654937709e-13,3.0122882085275081e-15,9.9814991675426017e-18,6.4778324755799991e-08,2.6486499846880686e-20,0.0056865671555517581,0.0060204827786399717,1.4684410502332013e-10,3.0554121516432021e-05,1.0204372507150754e-14,1.8783665186763934e-10,1.922665361458249e-07,3.0091594424317059e-07,1.3992873768731969e-05,2.7839639514435108e-09,7.1840715468155991e-10,9.6697111623280601e-07,2.6942868747501697e-12,3.6678822280953874e-11
3.595463782345602e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32581023804006015,0.11291422901941313,0.019741149769116551,9.2454002832724624e-06,5.7415281242095061e-05,6.4545870416243774e-05,4.5750655155229439e-05,3.3235291877162822e-14,5.3248477544093078e-18,4.7473987796316153e-08,1.9961692999396521e-27,5.1945667315111374e-08,4.7053013432544026e-21,1.6405843301509083e-13,3.0175721312969235e-15,1.0004582440496242e-17,6.4874304436335411e-08,2.6609887711514169e-20,0.0056864906564083198,0.0060247993034592221,1.4694751999576081e-10,3.0560315612397815e-05,1.0211542674079843e-14,1.8787614363923122e-10,1.922633060792248e-07,3.0119653665698422e-07,1.4009467134758749e-05,2.7903181980561808e-09,7.1978185599136838e-10,9.6807312124765984e-07,2.6980640385355403e-12,3.6729413841079091e-11
3.5983963896000717e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32580597478732487,0.11291419944029393,0.019738858916509002,9.2711772557030099e-06,5.7549240590062962e-05,6.4619558992689931e-05,4.581429127804457e-05,3.3339086258618607e-14,5.3389060712063196e-18,4.7532301571033957e-08,2.0079186660802516e-27,5.1963315491817973e-08,4.7240474958166828e-21,1.6461645206487813e-13,3.0228586850410596e-15,1.0027697824746543e-17,6.4970310944699861e-08,2.6733767326120661e-20,0.0056864141695446473,0.0060291148773304847,1.4705091203611474e-10,3.0566498265627378e-05,1.0218711221479967e-14,1.8791556827808515e-10,1.9226007928727805e-07,3.0147706247072004e-07,1.4026063361431173e-05,2.7966804738949786e-09,7.2115783980458666e-10,9.691747346349232e-07,2.701842128383017e-12,3.6780021316213745e-11
3.601328996854541e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32580171248219936,0.11291416977568557,0.019736568389678404,9.2970032490283209e-06,5.7683377084693389e-05,6.4693222926902821e-05,4.5877948705077714e-05,3.3443135650936557e-14,5.3529869052512388e-18,4.7590646813436734e-08,2.0197293104529429e-27,5.1980933786946325e-08,4.7428555932687818e-21,1.651758859846124e-13,3.0281478633522069e-15,1.0050845331014002e-17,6.5066344188507856e-08,2.6858140315981054e-20,0.0056863376949604473,0.0060334295003359132,1.471542811459726e-10,3.0572669493512581e-05,1.0225878149489107e-14,1.8795492588163616e-10,1.9225685575995135e-07,3.0175752158474917e-07,1.4042662436734529e-05,2.8030507794136658e-09,7.22535105466644e-10,9.7027595539388596e-07,2.705621140268236e-12,3.6830644665105726e-11
3.604261604109011e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32579745112459751,0.11291414002560654,0.019734278188558916,9.322878308177737e-06,5.7817690748772158e-05,6.4766862152149663e-05,4.5941627385257277e-05,3.3547440504590195e-14,5.3670902640093919e-18,4.7649023503397725e-08,2.0316015105049352e-27,5.1998522250401251e-08,4.76172579546106e-21,1.6573673706106976e-13,3.0334396598245261e-15,1.0074024969998053e-17,6.5162404075450897e-08,2.6983008309789849e-20,0.0056862612326554285,0.0060377431725577848,1.4725762732686574e-10,3.057882931342205e-05,1.0233043458246814e-14,1.8799421654740145e-10,1.9225363548724082e-07,3.020379138978739e-07,1.4059264348660311e-05,2.8094291147301635e-09,7.2391365232027187e-10,9.7137678252608283e-07,2.7094010701533666e-12,3.6881283846521352e-11
3.6071942113634804e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32579319071443308,0.11291411019007529,0.019731988313084755,9.3488024780467503e-06,5.7952181604867249e-05,6.484047660193848e-05,4.6005327267538438e-05,3.3652001270618651e-14,5.3812161549025518e-18,4.7707431620741002e-08,2.0435355451146963e-27,5.2016080931954928e-08,4.7806582626174484e-21,1.6629900758252409e-13,3.0387340680551897e-15,1.0097236752363121e-17,6.5258490513348809e-08,2.7108372941932713e-20,0.0056861847826292925,0.006042055894078577,1.4736095058035125e-10,3.0584977742682205e-05,1.0240207147891764e-14,1.8803344037251566e-10,1.9225041845918659e-07,3.0231823931024285e-07,1.4075869085210287e-05,2.815815480054687e-09,7.2529347970753724e-10,9.7247721503677567e-07,2.7131819140151811e-12,3.6931938819249646e-11
3.61012681861795e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32578893125161923,0.11291408026911032,0.019729698763190119,9.3747758035097521e-06,5.8086849675411301e-05,6.4914066209927117e-05,4.6069048300893012e-05,3.375681840041244e-14,5.3953645853254236e-18,4.7765871145260116e-08,2.0555316940543791e-27,5.2033609881297097e-08,4.7996531551968871e-21,1.6686269983817694e-13,3.0440310816433508e-15,1.0120480688751863e-17,6.5354603410101213e-08,2.723423585034035e-20,0.0056861083448817374,0.0060463676649808859,1.4746425090806648e-10,3.0591114798590494e-05,1.0247369218561142e-14,1.8807259745368628e-10,1.9224720466585997e-07,3.0259849772476308e-07,1.4092476634392646e-05,2.822209875985519e-09,7.2667458697024453e-10,9.7357725193354195e-07,2.7169636678539256e-12,3.6982609542091734e-11
3.6130594258724195e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32578467273606954,0.11291405026273008,0.019727409538809266,9.40079832940941e-06,5.8221694982634501e-05,6.4987630909997361e-05,4.6132790434317972e-05,3.3861892345889343e-14,5.4095355626320838e-18,4.7824342056702909e-08,2.0675902384403917e-27,5.2051109147994198e-08,4.8187106340040593e-21,1.6742781611862091e-13,3.0493306941907755e-15,1.014375678977426e-17,6.5450742673727398e-08,2.7360598678278936e-20,0.0056860319194124665,0.0060506784853475029,1.4756752831160313e-10,3.0597240498409116e-05,1.0254529670394835e-14,1.8811168788773562e-10,1.9224399409736717e-07,3.0287868904228434e-07,1.4109086984225166e-05,2.8286123028597761e-09,7.2805697344731089e-10,9.7467689222742389e-07,2.7207463276487216e-12,3.703329597387426e-11
3.615992033126889e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32578041516769718,0.11291402017095305,0.019725120639876421,9.4268701005711194e-06,5.8356717548658425e-05,6.5061170636152146e-05,4.6196553616823889e-05,3.3967223559251801e-14,5.4237290941546616e-18,4.7882844334792561e-08,2.0797114601227754e-27,5.2068578781546281e-08,4.8378308600378799e-21,1.6799435871519325e-13,3.0546328993009935e-15,1.0167065066022643e-17,6.5546908212311781e-08,2.7487463071908339e-20,0.0056859555062211704,0.0060549883552613211,1.476707827924399e-10,3.0603354859382234e-05,1.0261688503535459e-14,1.8815071177177755e-10,1.9224078674384292e-07,3.0315881316045393e-07,1.4125700122730899e-05,2.8350227604158194e-09,7.2944063847437555e-10,9.7577613493133991e-07,2.7245298893515734e-12,3.7083998073442462e-11
3.6189246403813587e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32577615854641523,0.11291398999379773,0.019722832066325868,9.4529911617883526e-06,5.8491917395400965e-05,6.5134685322618496e-05,4.626033779744672e-05,3.4072812493230465e-14,5.4379451871845569e-18,4.7941377959206636e-08,2.0918956423068969e-27,5.208601883133022e-08,4.8570139946414532e-21,1.6856232992061958e-13,3.0599376905800579e-15,1.0190405528056597e-17,6.5643099934058703e-08,2.7614830682759577e-20,0.0056858791053075427,0.0060592972748054162,1.4777401435217065e-10,3.0609457898712651e-05,1.0268845718121403e-14,1.8818966920209119e-10,1.9223758259545717e-07,3.0343886998182474e-07,1.4142316037942479e-05,2.8414412489293823e-09,7.3082558138847188e-10,9.7687497906166876e-07,2.7283143489639234e-12,3.7134715799658394e-11
3.6218572476358283e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32577190287213664,0.11291395973128257,0.019720543818091893,9.4791615578379663e-06,5.8627294544675955e-05,6.5208174903738834e-05,4.6324142925235421e-05,3.4178659600827112e-14,5.4521838489922776e-18,4.7999942909599216e-08,2.104143068904885e-27,5.2103429346659723e-08,4.87626019934792e-21,1.6913173202833015e-13,3.0652450616359543e-15,1.0213778186418861e-17,6.5739317747234906e-08,2.7742703165136001e-20,0.0056858027166712798,0.0060636052440629579,1.4787722299257165e-10,3.0615549633575541e-05,1.027600131428775e-14,1.8822856027425062e-10,1.9223438164241189e-07,3.0371885941454609e-07,1.4158934717897642e-05,2.8478677695808297e-09,7.3221180152746381e-10,9.7797342363658109e-07,2.7320997025324779e-12,3.7185449111388929e-11
3.624789854890298e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32576764814477444,0.11291392938342605,0.019718255895108786,9.5053813334663683e-06,5.8762849018105973e-05,6.5281639314068252e-05,4.6387968949263179e-05,3.4284765335545306e-14,5.466445086809626e-18,4.805853916558112e-08,2.1164540251237737e-27,5.2120810376731806e-08,4.8955696360190485e-21,1.6970256733306873e-13,3.070555006079185e-15,1.0237183051621046e-17,6.5835561560221494e-08,2.7871082178461402e-20,0.0056857263403120636,0.0060679122631172979,1.4798040871512139e-10,3.0621630081122961e-05,1.0283155292180913e-14,1.8826738508519409e-10,1.9223118387494271e-07,3.0399878135523497e-07,1.4175556150643282e-05,2.8543023220511084e-09,7.3359929822146978e-10,9.7907146767753236e-07,2.7358859459923516e-12,3.7236197967538015e-11
