Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CH4OX(60),CHOX(53),C2H4X(210),C2H4X(65)
4.189564970828546e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43029725704044841,0.073443743438018225,0.006975944744664374,0.0,0.00863968803269273,0.066299201147044101,0.022961135259516357,3.914829380867605e-05,2.5570868463860145e-10,0.0018412178575520355,5.6397715062816703e-11,0.0005546750875892628,3.23258137961701e-09,3.0489971092096973e-05,2.3159856514501314e-09,1.1519842797357419e-10,5.7368665568648606e-05,3.3029266511293732e-05,0.0051274418056610239,1.0299795274434224e-06,0.00057784558053065383,4.1741099724312641e-08,3.1954268814551531e-09,3.0669922245654521e-08,3.7694930614897443e-07,6.2256010211815234e-08,0.00051021973765909983,0.01449828249643065,1.0365335748825244e-06,0.0012899175501365951,5.2269509642752571e-05,6.9124261660236902e-08,3.2831685927264497e-10,2.3407670316372406e-10,3.6647639802651343e-06,9.0565998290590931e-12
4.193982764673095e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43028037291055649,0.073414347730235446,0.006967231217287026,0.0,0.0086426486472805219,0.066359230827989266,0.022975804229573054,3.9114445485880436e-05,2.5633562120928661e-10,0.0018404325653874802,5.6365193440120501e-11,0.00055477576677000825,3.2321491304057928e-09,3.0407260668039757e-05,2.3178856094830682e-09,1.1523736470571281e-10,5.7250648267976181e-05,3.305199163464238e-05,0.0051251881786501261,1.0275029219755927e-06,0.00057807158977574136,4.1658183273166905e-08,3.1900743603422252e-09,3.070078285170456e-08,3.7706366246192064e-07,6.2382546166324863e-08,0.00051103699137961336,0.01451525832507352,1.0371439326436723e-06,0.0012910354525975929,5.2305473447314646e-05,6.9165708488345528e-08,3.2741338309873792e-10,2.3431533901755965e-10,3.6671634371256798e-06,9.0624754308478799e-12
4.198400558517645e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43026348573411266,0.073384965348022774,0.006958529250178788,0.0,0.0086456037019519774,0.066419236048590388,0.022990455062148984,3.9080643622018242e-05,2.569631714173848e-10,0.0018396479863684878,5.6332734990186041e-11,0.00055487636595997157,3.2317186605222102e-09,3.0324813530737347e-05,2.3197839391707442e-09,1.1527617121815592e-10,5.7132938332654823e-05,3.3074696990245916e-05,0.0051229356074463618,1.0250334833779679e-06,0.00057829736837186618,4.1575462897431919e-08,3.1847317694481765e-09,3.0731706842261524e-08,3.7717776344660165e-07,6.2509196220768858e-08,0.00051185465989166687,0.014532236533402252,1.0377534266670076e-06,0.001292152778054848,5.23414059681113e-05,6.9207096762354888e-08,3.2651280936537307e-10,2.3455381432249128e-10,3.6695604483065036e-06,9.0683450595134707e-12
4.202376572977739e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43024828467789378,0.073358532589216277,0.0069507073505812225,0.0,0.0086482585071503693,0.066473219845074136,0.023003625322195131,3.9050261570880855e-05,2.5752849052290996e-10,0.0018389424736301411,5.6303576214430849e-11,0.00055496683697035354,3.2313327539350151e-09,3.0250835467193078e-05,2.3214910446988604e-09,1.1531098592654773e-10,5.7027261422095595e-05,3.3095114933559652e-05,0.0051209091955369684,1.022817095750608e-06,0.00057850037219290597,4.1501181755455898e-08,3.179931910002502e-09,3.0759592606291329e-08,3.7728023647898105e-07,6.2623278762941786e-08,0.00051259091574706905,0.014547518948595203,1.0383012336880605e-06,0.001293157877900861,5.2373718528214285e-05,6.9244296205837023e-08,3.2570476626333274e-10,2.3476830480683798e-10,3.6717156703360305e-06,9.073622625686819e-12
4.2059549859918245e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43023460162897886,0.073334752322111535,0.0069436756262899087,0.0,0.0086506439965269612,0.066521788339959281,0.023015466023745049,3.9022949749726517e-05,2.5803770153000502e-10,0.0018383080039255587,5.6277376779523102e-11,0.00055504820568784885,3.2309866623880616e-09,3.0184436375590703e-05,2.3230263136003899e-09,1.1534222927016764e-10,5.6932363869808263e-05,3.3113477431035e-05,0.005119086155170662,1.020827278140119e-06,0.00057868291634887033,4.1434463814762816e-08,3.1756188856543484e-09,3.0784733658310875e-08,3.7737228608942527e-07,6.2726031974169015e-08,0.00051325383257200491,0.014561274759451024,1.0387936632284881e-06,0.0012940620685853446,5.2402778227775459e-05,6.9277735248426424e-08,3.2497952451981623e-10,2.3496123501635238e-10,3.6736536811382494e-06,9.0783683100703594e-12
4.2095333990059096e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43022091659711265,0.073310980780351004,0.0069366514582638473,0.0,0.0086530258589145228,0.066570340811188108,0.023027294864570839,3.8995668204282435e-05,2.5854731354837633e-10,0.0018376739991967901,5.6251218398905509e-11,0.00055512952220546053,3.2306417274500772e-09,3.01182084173776e-05,2.3245605163921466e-09,1.1537338757412675e-10,5.6837666336629209e-05,3.3131827011848487e-05,0.0051172638063574404,1.0188421186325896e-06,0.00057886530979729841,4.1367873553958753e-08,3.171312338190482e-09,3.0809916252414517e-08,3.7746416914998203e-07,6.282885991387342e-08,0.00051391702056825892,0.014575032116691308,1.0392855279983216e-06,0.0012949658812835903,5.2431817485800949e-05,6.9311136004198658e-08,3.2425616919629206e-10,2.3515405984318543e-10,3.6755900938182562e-06,9.0831100912527602e-12
4.213111812019995e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43020722958705115,0.07328721795870359,0.0069296348380273615,0.0,0.0086554041005249514,0.06661887726613934,0.023039111856390695,3.896841687336204e-05,2.5905732610061039e-10,0.0018370404585763942,5.6225100955886709e-11,0.00055521078660695404,3.2302979459364641e-09,3.005215111448979e-05,2.3260936537460703e-09,1.1540446095687995e-10,5.6743168334354643e-05,3.315016369174418e-05,0.0051154421487512669,1.0168616041500887e-06,0.00057904755272304633,4.1301410688011338e-08,3.1670122561672482e-09,3.0835140374968459e-08,3.7755588594874265e-07,6.2931762541898123e-08,0.00051458047944455518,0.014588791015848456,1.0397768285730709e-06,0.0012958693161702975,5.2460836327202406e-05,6.9344498512039432e-08,3.2353469498643005e-10,2.3534677927740526e-10,3.6775249103062747e-06,9.087847973947909e-12
4.21669022503408e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43019354060355303,0.073263463851946389,0.0069226257571143816,0.0,0.0086577787275580326,0.066667397712179832,0.023050917010913063,3.8941195695953554e-05,2.5956773870915439e-10,0.0018364073811992167,5.6199024334176744e-11,0.00055529199897584656,3.229955314630978e-09,2.9986263990171551e-05,2.3276257263340587e-09,1.1543544953672277e-10,5.6648869376131188e-05,3.3168487486442237e-05,0.0051136211820066715,1.0148857216597972e-06,0.00057922964531060997,4.123507492901654e-08,3.1627186282553238e-09,3.0860406012974874e-08,3.7764743677513151e-07,6.3034739818938149e-08,0.00051524420890945082,0.014602551452452242,1.040267565527221e-06,0.0012967723734199743,5.2489834776823348e-05,6.9377822810930805e-08,3.2281509659210275e-10,2.3553939330223737e-10,3.6794581325284044e-06,9.092581962808779e-12
4.220268638048165e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43017984965137979,0.073239718454864752,0.0069156242070684323,0.0,0.0086601497462014346,0.066715902156664328,0.023062710339836548,3.891400461121944e-05,2.6007855089631766e-10,0.0018357747662023842,5.6172988417884082e-11,0.00055537315939540959,3.2296138303443957e-09,2.9920546568972747e-05,2.3291567348282855e-09,1.1546635343179156e-10,5.6554768976450571e-05,3.3186798411592662e-05,0.0051118009057787624,1.0129144581700499e-06,0.00057941158774411526,4.1168865992326881e-08,3.1584314431849155e-09,3.0885713153311402e-08,3.7773882191619716e-07,6.3137791705459413e-08,0.00051590820867135508,0.014616313422029832,1.0407577394367668e-06,0.0012976750532069346,5.2518812859485574e-05,6.9411108939785312e-08,3.2209736873393987e-10,2.3573190190852514e-10,3.6813897624066274e-06,9.0973120624809491e-12
4.22384705106225e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43016615673529551,0.073215981762252288,0.0069086301794426316,0.0,0.0086625171626307645,0.066764390606935758,0.023074491854849999,3.8886843558495801e-05,2.6058976218427344e-10,0.0018351426127253003,5.6146993091513696e-11,0.00055545426794866915,3.2292734899290295e-09,2.9854998376746224e-05,2.3306866799009476e-09,1.1549717276006382e-10,5.6460866651144971e-05,3.3205096482832667e-05,0.0051099813197232136,1.0109478007343158e-06,0.00057959338020729966,4.1102783595881122e-08,3.1541506895578615e-09,3.0911061782123953e-08,3.7783004165804447e-07,6.3240918160877097e-08,0.000516572478438547,0.014630076920105794,1.0412473508757642e-06,0.0012985773557053009,5.2547770599932081e-05,6.9444356937363906e-08,3.2138150615088091e-10,2.3592430508824104e-10,3.6833198018588267e-06,9.1020382776629489e-12
4.227425464076335e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43015246186006678,0.073192253768910739,0.0069016436657996696,0.0,0.0086648809830095711,0.066812863070325065,0.023086261567632469,3.8859712477291962e-05,2.6110137209506027e-10,0.0018345109199096362,5.6121038239967604e-11,0.00055553532471840723,3.2289342902013691e-09,2.9789618940645168e-05,2.3322155622241267e-09,1.1552790763935842e-10,5.6367161917385137e-05,3.322338171578637e-05,0.0051081624234962705,1.0089857364523077e-06,0.00057977502288354211,4.1036827453516892e-08,3.1498763561015021e-09,3.0936451886364381e-08,3.7792109628893468e-07,6.3344119145704169e-08,0.00051723701791913561,0.014643841942202182,1.0417364004166939e-06,0.0012994792810890033,5.2576708022827805e-05,6.9477566842559656e-08,3.2066750358765703e-10,2.3611660282327389e-10,3.6852482527987995e-06,9.1067606129804112e-12
4.23100387709042e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43013876503046311,0.073168534469650021,0.0068946646577118069,0.0,0.0086672412134893902,0.06686131955415138,0.023098019489853225,3.8832611307289826e-05,2.6161338015058358e-10,0.0018338796868993278,5.6095123748542466e-11,0.00055561632978716165,3.2285962279919034e-09,2.9724407789120439e-05,2.3337433824700775e-09,1.1555855818733589e-10,5.6273654293675102e-05,3.3241654125994455e-05,0.0051063442167547431,1.0070282524635496e-06,0.00057995651595585808,4.0970997282300457e-08,3.145608431655442e-09,3.0961883453041781e-08,3.7801198609442828e-07,6.3447394620470612e-08,0.00051790182682107772,0.014657608483838529,1.0422248886344535e-06,0.001300380829531781,5.2605625152830065e-05,6.9510738694222534e-08,3.1995535580756112e-10,2.363087951047056e-10,3.6871751171362663e-06,9.111479073034596e-12
4.234582290104505e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43012506625125624,0.073144823859288235,0.0068876931467608564,0.0,0.0086695978602097587,0.066909760065722079,0.023109765633171742,3.8805539988343413e-05,2.6212578587261774e-10,0.0018332489128405694,5.6069249502926381e-11,0.0005556972832372279,3.2282593001888077e-09,2.9659364451917947e-05,2.335270141311191e-09,1.1558912452149864e-10,5.6180343299846498e-05,3.325991372898153e-05,0.0051045266991560099,1.0050753359508677e-06,0.00058013785960687363,4.090529280346393e-08,3.141346904877188e-09,3.0987356468081106e-08,3.7810271135833932e-07,6.3550744544159809e-08,0.00051856690485221272,0.014671376540531867,1.0427128161020369e-06,0.0013012820012071832,5.2634522014521539e-05,6.954387253098537e-08,3.1924505759515572e-10,2.3650088192773909e-10,3.6891003967768818e-06,9.1161936625076816e-12
4.23816070311859e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43011136552722085,0.073121121932651523,0.0068807291245381848,0.0,0.0086719509292982385,0.066958184612332675,0.023121500009237728,3.877849846047825e-05,2.6263858878280705e-10,0.0018326185968818055,5.604341538919986e-11,0.00055577818515065993,3.2279235036453403e-09,2.9594488460076001e-05,2.3367958394197515e-09,1.1561960675919131e-10,5.608722845705718e-05,3.3278160540276557e-05,0.0051027098703580022,1.0031269741446326e-06,0.00058031905401886342,4.0839713732704045e-08,3.1370917645454674e-09,3.1012870918358951e-08,3.7819327236773918e-07,6.3654168877070532e-08,0.00051923225172021174,0.014685146107796799,1.0432001833899051e-06,0.0013021827962885705,5.2663398632390173e-05,6.9576968391647618e-08,3.1853660373794525e-10,2.3669286327301245e-10,3.691024093622257e-06,9.1209043860000297e-12
4.241739116132675e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43009766286313372,0.073097428684574209,0.0068737725826446862,0.0,0.0086743004268704602,0.067006593201266923,0.023133222629691086,3.8751486663890904e-05,2.6315178840266789e-10,0.0018319887381737262,5.6017621293834226e-11,0.00055585903560927054,3.2275888352099123e-09,2.952977934592264e-05,2.3383204774680968e-09,1.156500050176009e-10,5.5994309287786543e-05,3.329639457531282e-05,0.0051008937300192261,1.0011831543143876e-06,0.00058050009937374541,4.0774259788457143e-08,3.13284299962119e-09,3.1038426791098829e-08,3.7828366940688365e-07,6.3757667579917075e-08,0.00051989786713258737,0.014698917181145512,1.0436869910718652e-06,0.0013030832149491132,5.2692255030929402e-05,6.9610026315011488e-08,3.1782998904093576e-10,2.3688473913119544e-10,3.6929462095699567e-06,9.125611248062431e-12
4.2449596878453524e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43008532881066136,0.073076112177209954,0.0068675180836878002,0.0,0.0086764119260840187,0.067050147293505113,0.02314376294666283,3.8727201417914659e-05,2.6361400685174284e-10,0.0018314222555856417,5.5994440730183775e-11,0.00055593175709557207,3.2272885956088934e-09,2.9471683438114691e-05,2.3396917459159595e-09,1.1567729174461079e-10,5.5910848942690226e-05,3.3312794295885577e-05,0.0050992597920651635,9.9943758936785476e-07,0.00058066291289934576,4.0715457994464386e-08,3.1290245528075947e-09,3.1061462480814194e-08,3.7836488678007854e-07,6.3850879964321022e-08,0.00052049715036734604,0.01471131243114986,1.0441246399951168e-06,0.0013038932700467525,5.2718208522273727e-05,6.9639746041450046e-08,3.1719560402310576e-10,2.3705733721138411e-10,3.6946747638204713e-06,9.1298441262644051e-12
4.2481802595580294e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43007299319410447,0.073054802691546655,0.0068612696308924552,0.0,0.0086785205417549312,0.06709368847120932,0.023154293759480485,3.8702940162613867e-05,2.6407654589898557e-10,0.0018308561420684909,5.5971292407543465e-11,0.00055600443702884586,3.2269892650206532e-09,2.9413721984341305e-05,2.341062156750025e-09,1.1570451062840339e-10,5.5827546361156478e-05,3.3329183691422328e-05,0.0050976264112387384,9.9769568392580733e-07,0.00058082560596781757,4.0656757124746767e-08,3.1252112527654523e-09,3.1084531701348015e-08,3.7844597177330905e-07,6.3944152525457341e-08,0.00052109665067263868,0.014723708894170014,1.0445618365154648e-06,0.0013047030205096003,5.2744145673475664e-05,6.9669435098050353e-08,3.1656270076941381e-10,2.3722984983282361e-10,3.696402040455304e-06,9.134073883836837e-12
4.2514008312707065e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43006065601695065,0.073033500223835215,0.0068550272181554742,0.0,0.0086806262783167727,0.067137216739665176,0.023164815076609224,3.8678702854745011e-05,2.6453940519532132e-10,0.0018302903970077689,5.5948176243956014e-11,0.00055607707546823657,3.2266908411382015e-09,2.9355894646338629e-05,2.3424317104604684e-09,1.1573166175408171e-10,5.5744401197801828e-05,3.3345562773108822e-05,0.0050959935872921559,9.9595742879869174e-07,0.0005809881787110406,4.0598156971741443e-08,3.1214030916337776e-09,3.1107634444247981e-08,3.7852692459467536e-07,6.4037485235826008e-08,0.00052169636783492603,0.014736106566929481,1.0449985810502057e-06,0.0013055124664635084,5.2770066502269923e-05,6.969909351319892e-08,3.1593127551500364e-10,2.374022769816942e-10,3.6981280408494439e-06,9.1383005240058733e-12
4.2546214029833835e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43004831728268889,0.073012204770331893,0.0068487908393799167,0.0,0.0086827291401953537,0.06718073210415075,0.023175326906507827,3.8654489451175437e-05,2.6500258439159563e-10,0.0018297250197904305,5.5925092157714189e-11,0.0005561496724727327,3.2263933217464835e-09,2.9298201086682383e-05,2.3438004075376042e-09,1.1575874520664602e-10,5.5661413108096675e-05,3.3361931552092709e-05,0.0050943613199779759,9.9422281481825554e-07,0.00058115063126060369,4.0539657339590296e-08,3.1176000611547176e-09,3.1130770698385807e-08,3.7860774544611012e-07,6.4130878064123254e-08,0.00052229630164063738,0.01474850544615019,1.0454348740162603e-06,0.0013063216080342059,5.2795971026370773e-05,6.9728721314773572e-08,3.1530132452676966e-10,2.3757461866601993e-10,3.6998527663752554e-06,9.1425240502061069e-12
4.2578419746960605e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43003597699481,0.072990916327298067,0.0068425604884750609,0.0,0.0086848291318087321,0.067224234569936453,0.023185829257628635,3.8630299908883102e-05,2.6546608313857437e-10,0.0018291600098048857,5.5902040067361761e-11,0.00055622222810116674,3.2260967046352902e-09,2.9240640968786231e-05,2.3451682484717982e-09,1.15785761070994e-10,5.5578581748366604e-05,3.3378290039581685e-05,0.0050927296090491226,9.9249183285098927e-07,0.0005813129637478741,4.0481258025638642e-08,3.1138021530627462e-09,3.1153940453324896e-08,3.7868843453470955e-07,6.4224330980048856e-08,0.00052289645187609548,0.014760905528552604,1.0458707158253495e-06,0.0013071304453473006,5.2821859263374091e-05,6.975831853080132e-08,3.146728440672511e-10,2.3774687487151648e-10,3.7015762184025026e-06,9.1467444658208196e-12
4.260726810431566e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43002492183264185,0.072971853096714293,0.0068369847480225822,0.0,0.0086867077714990089,0.067263191072660183,0.023195228725612509,3.8608652286152318e-05,2.6588153441463869e-10,0.0018286542119001473,5.5881418195662992e-11,0.00055628718491684251,3.2258317732761001e-09,2.9189194364295066e-05,2.3463927691340465e-09,1.1580990328668414e-10,5.5504518128693415e-05,3.3392934469527083e-05,0.0050912684718191596,9.9094437746205526e-07,0.00058145827167512031,4.0429031691094947e-08,3.1104045096176498e-09,3.1174723260986456e-08,3.7876060029641298e-07,6.4308092675687128e-08,0.00052343422164375882,0.01477201395445671,1.0462607395747102e-06,0.0013078547053054096,5.2845034906685364e-05,6.9784804370522297e-08,3.1411112652054006e-10,2.379011012423113e-10,3.703118925011175e-06,9.1505222759291134e-12
4.2636116461670716e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43001386542920628,0.07295279548546571,0.0068314138349189714,0.0,0.0086885841148697535,0.067302137233817533,0.023204620600925194,3.8587023743863085e-05,2.6629724155812523e-10,0.0018281487077251185,5.5860821873244721e-11,0.00055635210862264156,3.225567562444025e-09,2.9137854319698917e-05,2.3476166035962185e-09,1.1583399140033763e-10,5.5430579743999555e-05,3.3407570658731695e-05,0.0050898077806426417,9.8939982246424795e-07,0.00058160348346697824,4.0376885542301222e-08,3.1070109641785059e-09,3.1195532934534601e-08,3.788326606462643e-07,6.439190254007595e-08,0.00052397216474351282,0.014783123340769458,1.0466504019619603e-06,0.0013085787213262703,5.2868197508482357e-05,6.981126571205074e-08,3.1355058322110543e-10,2.3805525902085e-10,3.7046606118770004e-06,9.1542975951686752e-12
4.266496481902577e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43000280778701572,0.072933743490875932,0.0068258477447993553,0.0,0.0086904581650805515,0.067341073057181136,0.023214004889628524,3.8565414251319033e-05,2.6671320431787157e-10,0.0018276434968431926,5.5840251042072772e-11,0.00055641699926053338,3.2253040705624313e-09,2.9086620594790373e-05,2.3488397522107802e-09,1.1585802547276376e-10,5.5356766349013643e-05,3.3422198615197971e-05,0.0050883475353427276,9.8785816134881013e-07,0.00058174859921738707,4.0324819434597574e-08,3.1036215108656189e-09,3.121636946655952e-08,3.7890461573226898e-07,6.4475760551515067e-08,0.00052451028102159136,0.014794233685130768,1.0470397032828557e-06,0.0013093024934999139,5.289134708134599e-05,6.9837702575504847e-08,3.1299121150165002e-10,2.3820934819773738e-10,3.7062012799791572e-06,9.1580704259478058e-12
4.2690928340645324e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42999285485198507,0.072916601495779165,0.006820842383738669,0.0,0.008692142852225913,0.06737610646250887,0.023222444267917305,3.8545981970247741e-05,2.6708778914592065e-10,0.0018271890574549556,5.5821759041198003e-11,0.00055647537259618303,3.2250675412348521e-09,2.9040600947605775e-05,2.3499399998554835e-09,1.158796099829038e-10,5.5290440957448765e-05,3.343535674359031e-05,0.0050870336956513216,9.8647313524906883e-07,0.00058187912135485172,4.0278028251928477e-08,3.1005744970308931e-09,3.1235145304239668e-08,3.7896928543098059e-07,6.4551273910953922e-08,0.00052499473361217522,0.014804233812236145,1.0473897660071952e-06,0.0013099536800411694,5.2912170567603665e-05,6.9861474840632784e-08,3.1248877645177761e-10,2.3834796979691869e-10,3.7075870110361047e-06,9.1614638479173505e-12
4.271689186226488e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42998290091743085,0.072899464046064524,0.0068158409225863381,0.0,0.0086938256867633255,0.067411131500018984,0.023230877510372522,3.8526565072384484e-05,2.6746258063649371e-10,0.0018267348549642524,5.5803287599274054e-11,0.00055653371921119982,3.2248315917709066e-09,2.899466705087669e-05,2.3510396925060275e-09,1.1590115081308946e-10,5.5224216431281471e-05,3.3448508215655935e-05,0.005085720216848306,9.8509044321304918e-07,0.00058200956584299841,4.0231301681058421e-08,3.0975307891480695e-09,3.1253942887052757e-08,3.7903387009060683e-07,6.4626826237655082e-08,0.00052547932624040473,0.014814234711726691,1.0477395367289839e-06,0.0013106046692045621,5.2932983519829659e-05,6.9885227309617657e-08,3.1198728629033613e-10,2.3848653582701992e-10,3.7089719183977374e-06,9.1648552578234018e-12
4.274285538388443e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42997294598518604,0.072882331139787954,0.006810843358168661,0.0,0.0086955066709858437,0.067446148172451648,0.023239304621404683,3.8507163535497606e-05,2.678375786063934e-10,0.0018262808890547239,5.5784836674323794e-11,0.00055659203913597415,3.224596221065598e-09,2.8948818730603013e-05,2.3521388304193757e-09,1.1592264800751442e-10,5.5158092592836525e-05,3.3461653037245811e-05,0.0050844070988052426,9.8371008053135132e-07,0.00058213993274997715,4.0184639619182328e-08,3.0944903826538326e-09,3.127276220828457e-08,3.790983698188616e-07,6.4702417513940189e-08,0.00052596405879408957,0.014824236381879994,1.0480890156595632e-06,0.0013112554610555645,5.2953785947101305e-05,6.9908959996895103e-08,3.1148673909003694e-10,2.3862504627879045e-10,3.7103560027744278e-06,9.168244657524276e-12
4.2768818905503984e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42996299005708444,0.072865202775007507,0.0068058496873145509,0.0,0.0086971858071832921,0.06748115648254395,0.023247725605421599,3.8487777337401329e-05,2.6821278287239127e-10,0.0018258271594106138,5.5766406224476137e-11,0.00055665033240083245,3.224361427934864e-09,2.8903055813134341e-05,2.3532374138524918e-09,1.1594410161032941e-10,5.5092069264794482e-05,3.3474791214096856e-05,0.0050830943413938314,9.8233204250803689e-07,0.00058227022214388669,4.0138041958586149e-08,3.0914532736854288e-09,3.1291603264298978e-08,3.7916278472301658e-07,6.4778047726411139e-08,0.0005264489311609411,0.014834238820973121,1.048438203018842e-06,0.0013119060556595959,5.297457785858587e-05,6.9932672917377905e-08,3.1098713291555256e-10,2.3876350114749068e-10,3.7117392648754586e-06,9.1716320486126058e-12
4.279478242712354e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42995303313496042,0.072848078949783387,0.0068008599068555267,0.0,0.0086988630976422635,0.0675161564330298,0.023256140466828352,3.846840645595569e-05,2.6858819325122823e-10,0.00182537366571677,5.574799620796387e-11,0.00055670859903603773,3.224127211196462e-09,2.8857378125169469e-05,2.3543354430623185e-09,1.159655116656423e-10,5.5026146270188939e-05,3.3487922751927615e-05,0.0050817819444859266,9.8095632445458159e-07,0.00058240043409270434,4.0091508596408519e-08,3.0884194581852882e-09,3.1310466050148655e-08,3.7922711490765949e-07,6.4853716859782495e-08,0.000526933943228662,0.014844242027282534,1.048787099026172e-06,0.0013125564530820266,5.2995359263444884e-05,6.9956366085740671e-08,3.1048846584567887e-10,2.3890190043801267e-10,3.7131217054090317e-06,9.1750174327838967e-12
4.282074594874309e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42994307522064917,0.072830959662178049,0.006795874013625719,0.0,0.0087005385446461154,0.067551148026639987,0.023264549210027345,3.8449050869066321e-05,2.6896380955961476e-10,0.001824920407658646,5.5729606583121842e-11,0.00055676683907178795,3.2238935697257306e-09,2.8811785493755752e-05,2.3554329183058193e-09,1.159868782175181e-10,5.4960323432405975e-05,3.3501047656528643e-05,0.0050804699079535307,9.7958292169484876e-07,0.00058253056866429355,4.0045039430441598e-08,3.0853889317383108e-09,3.1329350559546704e-08,3.7929136047922521e-07,6.4929424896922607e-08,0.00052741909488494159,0.014854245999084102,1.0491357038947349e-06,0.001313206653388177,5.3016130170743673e-05,6.9980039516456387e-08,3.0999073596467695e-10,2.390402441453166e-10,3.7145033250822739e-06,9.1784008118486807e-12
4.2846709470362644e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42993311631598596,0.07281384491025604,0.0067908920044618673,0.0,0.0087022121504749909,0.067586131266102176,0.023272951839418264,3.8429710554684509e-05,2.6933963161423141e-10,0.0018244673849222947,5.5711237308387535e-11,0.00055682505253821786,3.2236605024042788e-09,2.876627774628884e-05,2.3565298398399766e-09,1.1600820130997912e-10,5.489460057518532e-05,3.3514165933689177e-05,0.0050791582316688016,9.7821182956735372e-07,0.00058266062592643951,3.9998634354523961e-08,3.082361690121665e-09,3.1348256787406803e-08,3.7935552154628541e-07,6.5005171822412297e-08,0.00052790438601740711,0.014864250734653152,1.0494840178380423e-06,0.0013138566566433167,5.3036890589524861e-05,7.0003693224199451e-08,3.0949394135142184e-10,2.391785322557612e-10,3.7158841246012349e-06,9.1817821875175365e-12
4.28726729919822e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42992315642280715,0.0727967346920841,0.0067859138762033124,0.0,0.0087038839174058222,0.06762110615414095,0.023281348359398088,3.8410385490807007e-05,2.6971565923172874e-10,0.0018240145971943707,5.5692888342303277e-11,0.00055688323946539834,3.223428008048046e-09,2.8720854710511899e-05,2.3576262079217667e-09,1.1602948098700487e-10,5.4828977522618044e-05,3.352727758907484e-05,0.0050778469155040333,9.7684304341937478e-07,0.00058279060594684416,3.9952293264033891e-08,3.0793377295357927e-09,3.136718472992927e-08,3.7941959821340864e-07,6.5080957622555374e-08,0.00052838981651362872,0.014874256232264462,1.0498320410776725e-06,0.0013145064629126659,5.3057640528930755e-05,7.0027327223804108e-08,3.0899808009090161e-10,2.3931676477384512e-10,3.7172641046708846e-06,9.1851615613815606e-12
4.289863651360175e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4299131955429496,0.072779629005731164,0.0067809396256920023,0.0,0.0087055538477123322,0.067656072693477648,0.023289738774361104,3.8391075655475908e-05,2.7009189222872803e-10,0.0018235620441621296,5.5674559643513786e-11,0.00055694139988333698,3.2231960854904553e-09,2.867551621451516e-05,2.3587220228081522e-09,1.160507172925322e-10,5.4763454099144291e-05,3.3540382628368789e-05,0.0050765359593316732,9.7547655860584741e-07,0.00058292050879307777,3.9906016059920459e-08,3.07631704578042e-09,3.1386134381139002e-08,3.7948359058306821e-07,6.5156782280558973e-08,0.00052887538626118259,0.014884262490192222,1.0501797738316071e-06,0.0013151560722613938,5.3078379998062194e-05,7.0050941529738595e-08,3.0850315028450519e-10,2.3945494171044419e-10,3.7186432659951189e-06,9.1885389352090035e-12
