Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),H2X(49),C2H4(47),C2H6X(52),CH4OX(60),C2H4X(205),C2H4X(65),CH2OH(40),OCX(25),CH2OX(54),CH2(T)(34),CH2O2(181),O(29),COX(50),C3H6O(210),C2H3(46),C2H2(308),C2H2(331),C2H2X(333),C4H6(347),acetyl(43),C3H5(340)
4.799368967678474e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44450894073886382,0.10540960561751779,0.021733165611047531,0.0,0.0012177466285356053,0.0010439963327250792,1.645782686526621e-06,0.00018171795269742073,3.6690554623940324e-05,0.0050441005585887926,3.617181005401391e-10,0.00030725183026929768,1.3245011731896904e-08,0.00017121472329289004,2.1933734565862897e-09,6.2068800900054362e-11,0.00062520739328315227,4.8470422094649182e-06,0.0076029720091167676,0.0001041276192159656,6.8641744604083018e-05,5.2351047512542878e-07,2.7272314226575234e-08,4.8264309144811642e-08,5.4978848832492505e-08,2.0933545413553461e-05,7.6669573960858185e-06,5.0090461721045281e-07,1.9044977153090657e-09,4.6814517178703361e-07,1.3729488896673993e-12,1.5483228558375061e-08,4.8445933079884326e-16,6.321169934190206e-08,1.305530790396878e-05,3.4965357527500219e-13,1.9455567718156315e-05,5.1180251887339978e-12,3.8724831828063358e-17,4.3891826606155314e-11,4.6447875711646374e-08,9.0460467389681098e-12,2.1667441729732521e-10,2.0671552197529727e-20,2.0788357269693641e-14,2.702557550855781e-14
4.803680343895201e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44450926016736603,0.10540475068919704,0.021731975715988505,0.0,0.0012195229880347575,0.001044673479490584,1.6520668648417781e-06,0.00018208285002596308,3.6786462341150367e-05,0.0050480331933703045,3.6296715276352565e-10,0.00030722121163127998,1.3273273233207591e-08,0.00017154536372130698,2.1997230006172575e-09,6.2338261675253034e-11,0.0006253716565411113,4.8626875740906419e-06,0.0076026268027395523,0.00010411758201685235,6.8660896890593596e-05,5.2360667384535721e-07,2.7292083115089997e-08,4.830184381559085e-08,5.5058983421475344e-08,2.0947217283457541e-05,7.6917089870592246e-06,5.0191357499652835e-07,1.9081769920693792e-09,4.6974303251388119e-07,1.3773815081217294e-12,1.5513513007560023e-08,4.8630951672924305e-16,6.3377250306603711e-08,1.3073429714120434e-05,3.5011975951148105e-13,1.9471517928913079e-05,5.1375715607331208e-12,3.8951400990235632e-17,4.4043340823608187e-11,4.6656491985434477e-08,9.0866764343302429e-12,2.1765134477309419e-10,2.0831431505748025e-20,2.0884008257922493e-14,2.7168126599886252e-14
4.807991720111929e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44450957958757642,0.10539989617062308,0.021730785539390191,0.0,0.0012212998839801854,0.0010453501195031992,1.6583679844992268e-06,0.00018244802506252146,3.6882505439063829e-05,0.0050519643036213095,3.6421892237227315e-10,0.00030719062654103611,1.3301559217203129e-08,0.00017187620338931481,2.2060827198797098e-09,6.2608541467258491e-11,0.00062553559489361623,4.8783659748553391e-06,0.0076022816238394851,0.00010410754891756051,6.8680031622148489e-05,5.2370272234663996e-07,2.7311841077934865e-08,4.8339363997929266e-08,5.5139142255004265e-08,2.096087893874992e-05,7.7165128524027152e-06,5.0292330541290625e-07,1.9118584904370055e-09,4.7134450556578404e-07,1.3818234905992546e-12,1.5543816313928801e-08,4.8816469223685185e-16,6.3543035610645464e-08,1.3091550726923433e-05,3.5058586472047993e-13,1.948746389731624e-05,5.1571706461769343e-12,3.9179032979662496e-17,4.4195207382746446e-11,4.6865822548179514e-08,9.1274452440270616e-12,2.1863163127613762e-10,2.0992372117384836e-20,2.0979991052457203e-14,2.731127498875232e-14
4.812303096328656e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44450989899942361,0.10539504206219492,0.02172959508147318,0.0,0.0012230773154738809,0.0010460262533047724,1.6646860704284504e-06,0.00018281347743122469,3.6978683906842153e-05,0.0050558938899041284,3.6547341093349754e-10,0.00030716007497250071,1.3329869656623058e-08,0.0001722072419023136,2.2124526145732769e-09,6.2879641534808765e-11,0.00062569920919876515,4.8940774393486763e-06,0.007601936472449426,0.00010409751991459247,6.869914882726113e-05,5.2379862091843173e-07,2.7331588121991443e-08,4.8376869693408195e-08,5.5219325290674914e-08,2.0974530390338616e-05,7.741369035783866e-06,5.0393380741965356e-07,1.9155422058867318e-09,4.7294959434133635e-07,1.3862748449433073e-12,1.5574138442231583e-08,4.9002486466882982e-16,6.3709055236090588e-08,1.3109670930060267e-05,3.5105189054771131e-13,1.9503405605911365e-05,5.1768225225777094e-12,3.9407731486793479e-17,4.4347426660994439e-11,4.70758690345405e-08,9.1683534864419445e-12,2.1961528453191413e-10,2.1154379633159733e-20,2.1076306426641899e-14,2.7455022516303389e-14
4.816614472545384e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451021840283628,0.10539018836430997,0.021728404342457947,0.0,0.0012248552816200593,0.0010467018814366703,1.6710211475578039e-06,0.00018317920675633233,3.7074997733513482e-05,0.0050598219527823625,3.6673062000818915e-10,0.00030712955689955567,1.3358204524214957e-08,0.00017253847886609548,2.2188326848864891e-09,6.3151563135781103e-11,0.00062586250031233283,4.9098219951258736e-06,0.0076015913486020999,0.00010408749500445387,6.8718248534384589e-05,5.2389436984855409e-07,2.7351324249828952e-08,4.8414360913735582e-08,5.5299532492932672e-08,2.0988171649122016e-05,7.7662775808177536e-06,5.049450799771863e-07,1.9192281341693778e-09,4.7455830223525701e-07,1.3907355789311915e-12,1.5604479357256282e-08,4.918900413843288e-16,6.3875309164770689e-08,1.3127790311263774e-05,3.5151783672884211e-13,1.9519343037296669e-05,5.1965272676528654e-12,3.9637500076748101e-17,4.4499999035542601e-11,4.7286633080831908e-08,9.2094014802357455e-12,2.2060231227376973e-10,2.1317461356374254e-20,2.1172955032677472e-14,2.7599371004789635e-14
4.820925848762111e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451053779774363,0.1053853350773641,0.021727213322564866,0.0,0.0012266337815251625,0.0010473770044397781,1.6773732408144734e-06,0.00018354521266223636,3.7171446907973343e-05,0.0050637484928209202,3.679905511512218e-10,0.00030709907229603138,1.3386563792734577e-08,0.00017286991388684551,2.2252229309968282e-09,6.3424307527187625e-11,0.00062602546908777481,4.9255996697079191e-06,0.007601246252330115,0.00010407747418364718,6.8737330771905325e-05,5.2398996943194563e-07,2.7371049464098785e-08,4.8451837661779391e-08,5.5379763819212584e-08,2.1001802725988854e-05,7.7912385310667743e-06,5.0595712204627701e-07,1.922916270905077e-09,4.7617063263838917e-07,1.3952057004120248e-12,1.563483902382867e-08,4.9376022972401072e-16,6.4041797378287035e-08,1.3145908858316857e-05,3.519837028702004e-13,1.9535276174123079e-05,5.2162849590664449e-12,3.9868342517485476e-17,4.4652924883347453e-11,4.7498116325021514e-08,9.2505895444312891e-12,2.2159272224292799e-10,2.1481622146893373e-20,2.1269937677355608e-14,2.7744322260547061e-14
4.824806087357166e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451082524582952,0.10538096747079152,0.02172614116469257,0.0,0.0012282348870670278,0.0010479841837040841,1.6831046941356196e-06,0.00018387485414380687,3.7258366878053993e-05,0.0050672810772956984,3.6912681782819232e-10,0.00030707166474754061,1.341210797468522e-08,0.00017316837441908099,2.2309828529397347e-09,6.3670482003443519e-11,0.00062617186608995596,4.9398279161275129e-06,0.0076009356892890864,0.00010406845893841461,6.8754489872575609e-05,5.2407588160476962e-07,2.738879283014426e-08,4.8485554364098249e-08,5.545199260493138e-08,2.1014061998621551e-05,7.8137482287073922e-06,5.0686861698222941e-07,1.9262374785261533e-09,4.7762483004576017e-07,1.3992368425062915e-12,1.5662178727278147e-08,4.9544769024069686e-16,6.4191837068581162e-08,1.3162214827411816e-05,3.5240291367909745e-13,1.9549612311125687e-05,5.2341122145709059e-12,4.0077021917695102e-17,4.4790860677350629e-11,4.7689067514206249e-08,9.2877788263491614e-12,2.2248698942445314e-10,2.163029424607573e-20,2.1357508290566385e-14,2.7875295274569587e-14
4.828686325952221e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451111268691734,0.10537660019768511,0.021725068779648093,0.0,0.0012298364235837085,0.0010485909546453433,1.6888499688799667e-06,0.00018420471907808192,3.7345396462438538e-05,0.0050708124291427596,3.7026529175890787e-10,0.00030704428426888423,1.343767187947851e-08,0.00017346699477231755,2.2367510175250104e-09,6.391732487242167e-11,0.0006263180033062195,4.9540830310547434e-06,0.0076006251486339617,0.00010405944700017066,6.8771634866417219e-05,5.2416167325097373e-07,2.740652736311691e-08,4.8519259351878317e-08,5.5524240869659075e-08,2.102631304063661e-05,7.8363004414867467e-06,5.0778073362403122e-07,1.9295604682381722e-09,4.7908196689486099e-07,1.4032756004685663e-12,1.5689533565436851e-08,4.9713922148270989e-16,6.4342066500729571e-08,1.317852010216158e-05,3.5282205914880536e-13,1.9563944942961205e-05,5.2519824760435225e-12,4.0286576810049153e-17,4.4929083364252047e-11,4.7880603778459072e-08,9.325082057018968e-12,2.2338400814260022e-10,2.1779849722167152e-20,2.1445350618084125e-14,2.8006759353755126e-14
4.832566564547276e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451140012095552,0.10537223325833038,0.02172399616759188,0.0,0.0012314383904281471,0.0010491973176569136,1.6946090832170472e-06,0.00018453480719150876,3.7432535652772189e-05,0.0050743425487764157,3.7140597406485404e-10,0.00030701693084088486,1.3463255487269439e-08,0.00017376577466023905,2.242527424860248e-09,6.4164837048771572e-11,0.00062646388135419607,4.9683650344865837e-06,0.0076003146303882697,0.00010405043836637347,6.8788765774007281e-05,5.2424734458093246e-07,2.742425306530843e-08,4.855295262995037e-08,5.5596508584851018e-08,2.1038555859952953e-05,7.8588952010567649e-06,5.0869347121479753e-07,1.93288523688849e-09,4.805420456499927e-07,1.4073219799744564e-12,1.5716903512737892e-08,4.9883482880694617e-16,6.4492485660868557e-08,1.3194824673757804e-05,3.5324113903988831e-13,1.957827405708604e-05,5.2698958000968815e-12,4.0497009891587272e-17,4.5067593218389827e-11,4.8072726315106906e-08,9.3624994696287025e-12,2.2428378405619965e-10,2.1930293018383599e-20,2.1533465198013991e-14,2.8138715831782882e-14
4.836446803142331e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451168754789305,0.10536786665301168,0.021722923328684286,0.0,0.0012330407869549456,0.0010498032731317891,1.7003820553154493e-06,0.00018486511821063791,3.7519784440601239e-05,0.0050778714366119292,3.7254886586292436e-10,0.00030698960444432822,1.3488858778219824e-08,0.00017406471379682653,2.2483120750450895e-09,6.4413019446484182e-11,0.00062660950084978306,4.9826739463946944e-06,0.0076000041345754407,0.00010404143303448254,6.8805882615877645e-05,5.2433289580517862e-07,2.7441969939779745e-08,4.8586634201119946e-08,5.5668795720672782e-08,2.105079046448222e-05,7.8815325390292398e-06,5.0960682899792038e-07,1.9362117812749868e-09,4.8200506877253509e-07,1.4113759867036455e-12,1.5744288543642638e-08,5.0053451756758413e-16,6.4643094534962414e-08,1.3211128533429388e-05,3.5366015309632829e-13,1.9592599640996418e-05,5.2878522433019789e-12,4.0708323889981833e-17,4.5206390513928899e-11,4.8265436322719615e-08,9.4000312976174725e-12,2.2518632283000379e-10,2.2081628257718806e-20,2.1621852593330602e-14,2.8271166047147036e-14
4.840327041737386e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451197496767875,0.10536350038201248,0.021721850263085582,0.0,0.0012346436125200808,0.0010504088214626629,1.706168903342962e-06,0.00018519565186210634,3.7607142817389995e-05,0.0050813990930653431,3.7369396826619359e-10,0.00030696230505996896,1.3514481732496913e-08,0.00017436381189630894,2.2541049681723683e-09,6.4661872979000626e-11,0.00062675486240744156,4.9970097867297929e-06,0.0075996936612188256,0.0001040324310019597,6.8822985412522441e-05,5.2441832713314458e-07,2.7459677989783356e-08,4.8620304068752313e-08,5.5741102247863389e-08,2.1063016862130021e-05,7.9042124869825983e-06,5.1052080621702446e-07,1.93954009820114e-09,4.8347103872144378e-07,1.4154376263229459e-12,1.5771688632636474e-08,5.0223829312013713e-16,6.4793893108833013e-08,1.3227431672436153e-05,3.5407910107422431e-13,1.9606921682221685e-05,5.3058518622235334e-12,4.0920521519779163e-17,4.5345475524884048e-11,4.8458735000898492e-08,9.4376777746227424e-12,2.2609163013368029e-10,2.2233859787599633e-20,2.1710513354968676e-14,2.8404111343057346e-14
4.844207280332441e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451226238026165,0.1053591344456153,0.021720776970956004,0.0,0.0012362468664807117,0.001051013963041968,1.7119696454666764e-06,0.00018552640787262645,3.7694610774532169e-05,0.0050849255185533657,3.7484128238444586e-10,0.00030693503266853583,1.3540124330272475e-08,0.00017466306867312887,2.2599061043292233e-09,6.4911398559287138e-11,0.0006268999666403951,5.0113725754244145e-06,0.0075993832103417114,0.00010402343226626852,6.8840074184403586e-05,5.2450363877340205e-07,2.7477377217853042e-08,4.8653962238020931e-08,5.5813428138405305e-08,2.1075235060796756e-05,7.9269350764665695e-06,5.1143540211593634e-07,1.9428701845209067e-09,4.8493995795358122e-07,1.4195069044846066e-12,1.5799103754225944e-08,5.0394616082198077e-16,6.4944881368179621e-08,1.3243734082064538e-05,3.5449798274520943e-13,1.9621240168319796e-05,5.3238947134602991e-12,4.1133605480256356e-17,4.5484848525148053e-11,4.865262355013448e-08,9.4754391344472433e-12,2.2699971164113597e-10,2.2386992258056074e-20,2.179944801342364e-14,2.8537553062246909e-14
4.848087518927496e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445125497855909,0.10535476884410136,0.02171970345245567,0.0,0.0012378505481959394,0.0010516186982617087,1.7177842998525105e-06,0.00018585738596903507,3.7782188303305821e-05,0.0050884507134938053,3.7599080932206412e-10,0.00030690778725071496,1.3565786551726526e-08,0.0001749624838420806,2.2657154835932838e-09,6.5161597099526987e-11,0.00062704481415983677,5.0257623323812084e-06,0.0075990727819672784,0.00010401443682487437,6.885714895192986e-05,5.2458883093458254e-07,2.7495067626539876e-08,4.8687608713170924e-08,5.5885773363613627e-08,2.1087445068374245e-05,7.949700338983742e-06,5.123506159388174e-07,1.9462020370778821e-09,4.8641182892236916e-07,1.4235838268410769e-12,1.5826533882950129e-08,5.0565812602822828e-16,6.5096059298500424e-08,1.3260035753644477e-05,3.5491679786825473e-13,1.963555508689572e-05,5.3419808536022035e-12,4.1347578495560484e-17,4.5624509788397563e-11,4.8847103172380049e-08,9.5133156111826006e-12,2.2791057303324111e-10,2.254103007118072e-20,2.1888657115892942e-14,2.8671492547690364e-14
4.851967757522551e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451283718361584,0.10535040357775106,0.021718629707744647,0.0,0.0012394546570260699,0.001052223027513625,1.7236128846656441e-06,0.00018618858587824756,3.7869875394917287e-05,0.005091974678305149,3.7714255018007095e-10,0.00030688056878716639,1.3591468377043617e-08,0.00017526205711817773,2.2715331060360317e-09,6.541246951141476e-11,0.00062718940557569998,5.0401790774843104e-06,0.0075987623761186313,0.00010400544467524372,6.8874209735475886e-05,5.2467390382553136e-07,2.7512749219203384e-08,4.8721243496257716e-08,5.5958137893380001e-08,2.1099646892748985e-05,7.9725083060073715e-06,5.1326644693003981e-07,1.9495356526616701e-09,4.8788665407909138e-07,1.4276683990517792e-12,1.5853978993369758e-08,5.0737419409112084e-16,6.5247426885169109e-08,1.3276336678532973e-05,3.5533554618394137e-13,1.9649866425583678e-05,5.3601103391958552e-12,4.1562443321909822e-17,4.5764459588175836e-11,4.9042175070495286e-08,9.5513074391069867e-12,2.2882421999519165e-10,2.2695977277513963e-20,2.1978141236489839e-14,2.8805931146984603e-14
4.855847996117606e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451312457428593,0.10534603864684355,0.021717555736982915,0.0,0.0012410591923332033,0.0010528269511890561,1.7294554180701229e-06,0.00018652000732729675,3.7957672040465984e-05,0.0050954974134068869,3.7829650605448335e-10,0.0003068533772585117,1.3617169786415856e-08,0.00017556178821676101,2.2773589717198332e-09,6.5664016705913338e-11,0.00062733374149604056,5.0546228305902192e-06,0.0075984519928187829,0.00010399645581484571,6.8891256555369791e-05,5.2475885765351745e-07,2.753042199900174e-08,4.8754866591340011e-08,5.6030521699216616e-08,2.1111840541799498e-05,7.9953590089667391e-06,5.141828943342935e-07,1.9528710281010298e-09,4.8936443587183172e-07,1.4317606267516627e-12,1.5881439060075136e-08,5.0909437036628553e-16,6.539898411337357e-08,1.3292636848127064e-05,3.5575422746063522e-13,1.9664174172061685e-05,5.3782832268024502e-12,4.1778202682935354e-17,4.5904698197822003e-11,4.923784044869723e-08,9.5894148527538676e-12,2.2974065821864778e-10,2.2851838455518242e-20,2.206790091765111e-14,2.8940870212674195e-14
4.859728234712661e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451341195755067,0.10534167405165724,0.021716481540330391,0.0,0.0012426641534804134,0.0010534304696791261,1.7353119182293598e-06,0.00018685165004328144,3.8045578230993278e-05,0.0050990189192190423,3.7945267803857539e-10,0.00030682621264535175,1.3642890760039204e-08,0.00017586167685335126,2.2831930807021236e-09,6.5916239593582297e-11,0.00062747782252789127,5.0690936115402835e-06,0.0075981416320906872,0.00010398747024115142,6.8908289431911961e-05,5.2484369262473268e-07,2.7548085967864603e-08,4.8788478005671554e-08,5.6102924754800051e-08,2.112402602339997e-05,8.018252479267272e-06,5.1509995739644414e-07,1.956208160310576e-09,4.9084517674693017e-07,1.435860515554425e-12,1.5908914057675313e-08,5.1081866021287484e-16,6.5550730968200814e-08,1.3308936253845775e-05,3.5617284149393754e-13,1.967847831403169e-05,5.3964995730434731e-12,4.1994859269923376e-17,4.6045225890578625e-11,4.9434100511942157e-08,9.627638086786499e-12,2.3065989339879387e-10,2.3008618712599358e-20,2.2157936664767054e-14,2.9076311094891197e-14
4.863608473307716e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451369933335971,0.10533730979246947,0.021715407117946926,0.0,0.0012442695398323998,0.0010540335833745971,1.7411824033057102e-06,0.00018718351375340858,3.8133593957444022e-05,0.0051025391961625529,3.8061106722108715e-10,0.00030679907492825329,1.3668631278116814e-08,0.00017616172274376692,2.2890354330324539e-09,6.6169139084314096e-11,0.00062762164927658711,5.0835914401505984e-06,0.0075978312939572043,0.00010397848795163193,6.892530838535826e-05,5.2492840894708593e-07,2.7565741128699917e-08,4.8822077741017563e-08,5.6175347029775789e-08,2.1136203345417333e-05,8.0411887482747458e-06,5.1601763536165028e-07,1.959547046098729e-09,4.9232887914782459e-07,1.4399680711086194e-12,1.5936403960807466e-08,5.1254706898042839e-16,6.5702667434570134e-08,1.3325234887144252e-05,3.5659138801350719e-13,1.9692778839235364e-05,5.4147594344731114e-12,4.2212415873442149e-17,4.6186042939516723e-11,4.9630956466415631e-08,9.6659773761322625e-12,2.3158193123667082e-10,2.3166321888281968e-20,2.2248249066408355e-14,2.921225514279584e-14
4.867488711902771e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451398670166309,0.10533294586955644,0.021714332469992288,0.0,0.001245875350755459,0.0010546362926658729,1.747066891460456e-06,0.00018751559818499397,3.8221719210667962e-05,0.0051060582446592331,3.8177167468627348e-10,0.00030677196408774964,1.3694391320858513e-08,0.00017646192560412152,2.2948860287523933e-09,6.642271608733778e-11,0.00062776522234578855,5.0981163362125743e-06,0.0075975209784411137,0.00010396950894376089,6.8942313435922106e-05,5.2501300682687495e-07,2.7583387485218169e-08,4.8855665800236468e-08,5.6247788495071733e-08,2.1148372515711364e-05,8.0641678473154289e-06,5.1693592747536269e-07,1.9628876822681351e-09,4.9381554551508116e-07,1.4440832990360484e-12,1.5963908744136699e-08,5.1427960202267024e-16,6.585479349723565e-08,1.3341532739513302e-05,3.5700986678228549e-13,1.970707573545378e-05,5.4330628676177958e-12,4.2430875243261052e-17,4.6327149617517888e-11,4.982840951951839e-08,9.7044329559500969e-12,2.3250677743910927e-10,2.332495245516975e-20,2.2338838678823206e-14,2.9348703717297283e-14
4.871368950497826e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445142740624104,0.1053285822831934,0.021713257596626151,0.0,0.001247481585617184,0.0010552385979430668,1.752965400853989e-06,0.00018784790306544289,3.8309953981437773e-05,0.0051095760651316052,3.8293450151473968e-10,0.00030674488010434781,1.3720170868479952e-08,0.00017676228515076946,2.3007448678971721e-09,6.6676971511339595e-11,0.00062790854233779646,5.1126683194973516e-06,0.00759721068556511,0.0001039605332150137,6.8959304603781883e-05,5.2509748646957066e-07,2.7601025040008805e-08,4.8889242188520483e-08,5.6320249123115915e-08,2.116053354213601e-05,8.0871898076836312e-06,5.1785483298327417e-07,1.9662300656927761e-09,4.9530517828692996e-07,1.4482062049435482e-12,1.5991428382350776e-08,5.1601626469504455e-16,6.6007109140817469e-08,1.3357829802472648e-05,3.5742827757820846e-13,1.9721368990500071e-05,5.4514099290554016e-12,4.2650240113984269e-17,4.6468546197324468e-11,5.0026460879639118e-08,9.7430050615810856e-12,2.3343443771764798e-10,2.3484515175665914e-20,2.2429706035709961e-14,2.9485658176166349e-14
4.875249189092881e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4445145614155519,0.10532421903365494,0.021712182498008176,0.0,0.001249088243786257,0.0010558404995960479,1.7588779496459541e-06,0.00018818042812223594,3.8398298260461394e-05,0.0051130926580027934,3.8409954878402533e-10,0.00030671782295853251,1.3745969901201111e-08,0.00017706280110026755,2.3066119504965846e-09,6.6931906264550271e-11,0.00062805160985377015,5.1272474097590713e-06,0.0075969004153518364,0.00010395156076286692,6.8976281909085294e-05,5.2518184808057462e-07,2.7618653795445917e-08,4.8922806910695624e-08,5.6392728885991652e-08,2.1172686432540322e-05,8.1102546606468777e-06,5.1877435113127892e-07,1.9695741932503327e-09,4.9679777989964147e-07,1.4523367944393177e-12,1.6018962850158192e-08,5.1775706235139566e-16,6.6159614349823304e-08,1.3374126067566357e-05,3.5784662016988773e-13,1.9735658592214283e-05,5.4698006753680578e-12,4.2870513240916153e-17,4.6610232951567063e-11,5.0225111755995249e-08,9.7816939285294346e-12,2.3436491778777561e-10,2.3645014642398889e-20,2.2520851681628808e-14,2.962311987689554e-14
4.879129427687936e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451484876103775,0.10531985612121454,0.02171110717429791,0.0,0.0012506953246328985,0.00105644199801434,1.7648045559949204e-06,0.00018851317308296077,3.8486752038355415e-05,0.0051166080236967632,3.852668175673372e-10,0.00030669079263075685,1.3771788399249093e-08,0.00017736347316945925,2.3124872765731487e-09,6.7187521254553964e-11,0.00062819442549325618,5.1418536267278639e-06,0.0075965901678238489,0.00010394259158479846,6.8993245371938e-05,5.2526609186518147e-07,2.7636273754734958e-08,4.8956359969736936e-08,5.6465227754674221e-08,2.118483119476644e-05,8.1333624374346379e-06,5.196944811655606e-07,1.9729200617689383e-09,4.9829335278670872e-07,1.4564750731328187e-12,1.6046512122294893e-08,5.1950200034353373e-16,6.6312309108601973e-08,1.3390421526372735e-05,3.5826489431448097e-13,1.9749944528474595e-05,5.4882351630941294e-12,4.3091697401112166e-17,4.6752210152712821e-11,5.0424363358977852e-08,9.8204997925361772e-12,2.3529822337057331e-10,2.3806455223042466e-20,2.26122761807853e-14,2.9761090182350093e-14
4.883009666282991e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451513609881821,0.1053154935461447,0.021710031625654842,0.0,0.001252302827528711,0.0010570430935871553,1.7707452380584773e-06,0.00018884613767530256,3.8575315305654289e-05,0.0051201221626382245,3.8643630893398067e-10,0.00030666378910144672,1.3797626342857227e-08,0.00017766430107544649,2.3183708461426132e-09,6.7443817388350998e-11,0.00062833698985435133,5.1564869901122599e-06,0.0075962799430036197,0.00010393362567828798,6.9010195012407798e-05,5.2535021802801829e-07,2.7653884921119925e-08,4.8989901369184732e-08,5.6537745700672206e-08,2.1196967836650251e-05,8.1565131692421324e-06,5.2061522233256471e-07,1.9762676680865319e-09,4.9979189937912508e-07,1.4606210466215921e-12,1.6074076173521628e-08,5.212510840242924e-16,6.6465193401359751e-08,1.3406716170500902e-05,3.5868309977938175e-13,1.9764226787193563e-05,5.5067134487705019e-12,4.3313795362131981e-17,4.6894478073073225e-11,5.0624216900033963e-08,9.8594228895454759e-12,2.3623436019215427e-10,2.39688414776957e-20,2.2703980087048715e-14,2.9899570458574259e-14
4.886889904878046e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451542342884365,0.10531113130871708,0.021708955852238407,0.0,0.0012539107518464356,0.0010576437867034487,1.7767000139933939e-06,0.00018917932162702716,3.8663988052824832e-05,0.0051236350752525122,3.8760802395003929e-10,0.00030663681235100493,1.382348371226384e-08,0.00017796528453554498,2.3242626592152768e-09,6.7700795572458094e-11,0.00062847930353395604,5.1711475196029109e-06,0.0075959697409135659,0.0001039246630408167,6.9027130850531258e-05,5.2543422677305366e-07,2.7671487297106699e-08,4.9023431114199434e-08,5.661028269655358e-08,2.1209096366022492e-05,8.1797068872363212e-06,5.2153657387895455e-07,1.9796170090900727e-09,5.0129342210581732e-07,1.4647747204915869e-12,1.610165497862021e-08,5.2300431874767644e-16,6.6618267212185231e-08,1.3423009991585364e-05,3.5910123634276272e-13,1.9778505356312135e-05,5.5252355889678529e-12,4.353680988419254e-17,4.7037036984837788e-11,5.0824673591482755e-08,9.8984634556641962e-12,2.3717333398278843e-10,2.4132178183311695e-20,2.2795963938662444e-14,3.0038562070925327e-14
