Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),OX(20),CH3X(22),HOX(23),HX(19),H2OX(30),CH3OHX(41),HO2X(48),H2X(31),C2H6X(34)
8.7379966899402,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6996986972299326e-06,0.099999880079775616,0.0048146403523552329,0.0,3.9838424302640816e-09,1.2934167496046386e-11,0.0,6.1707718393409735e-12,0.0,1.159552384494394e-07,0.0,2.4700991782685363e-19,0.0,3.4454225040096392e-09,0.0,0.0,1.0976181106811948e-15,0.0,5.0721797526429197e-10,0.19037049594045355,4.2190472518059025e-15,2.2381021553489495e-11,5.508022163014191e-14,2.0206789144551144e-17,1.7475823221294651e-17,1.079515937770115e-07,6.5604501163133304e-20,3.1299301516053894e-20
8.748127101641984,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6965874559832279e-06,0.099999880062844007,0.0048146387876728709,0.0,3.9838426308251682e-09,1.2934106469605009e-11,0.0,6.1708393636505549e-12,0.0,1.1597271419728963e-07,0.0,1.2861923464977932e-19,0.0,3.445462761417925e-09,0.0,0.0,1.0977729840301323e-15,0.0,5.0663343680489242e-10,0.19037049903480371,4.2148199305826717e-15,2.2358381707313702e-11,5.4961091066979863e-14,2.0183503044986504e-17,1.7455887338209262e-17,1.0796909213560044e-07,6.5528586719418292e-20,3.1263573044588714e-20
8.758257513343768,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6934833986756327e-06,0.09999988004593123,0.0048146372265932547,0.0,3.9838428308338826e-09,1.2934045583931648e-11,0.0,6.1709067527916245e-12,0.0,1.1599016986716533e-07,0.0,3.5226386355766786e-20,0.0,3.4455029378546384e-09,0.0,0.0,1.0979276786248311e-15,0.0,5.0605024806049804e-10,0.19037050212198869,4.2106016461045638e-15,2.2335790631305e-11,5.4842354924601295e-14,2.0160270710859163e-17,1.7435997079242932e-17,1.0798657036758726e-07,6.5452848274431401e-20,3.1227926389428336e-20
8.768387925045552,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6903865004496735e-06,0.099999880029037203,0.0048146356691039357,0.0,3.9838430302924111e-09,1.2933984838538861e-11,0.0,6.1709740071878794e-12,0.0,1.1600760550530207e-07,0.0,9.584581783071156e-20,0.0,3.4455430335744295e-09,0.0,0.0,1.0980821945089225e-15,0.0,5.0546840436089786e-10,0.19037050520203327,4.206392368770276e-15,2.2313248136839057e-11,5.4724011484536666e-14,2.0137091956143889e-17,1.7416152287811929e-17,1.0800402851926655e-07,6.5377285216735673e-20,3.1192361269610164e-20
8.778518336747336,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6872967365663725e-06,0.099999880012161924,0.0048146341151925169,0.0,3.9838432292029307e-09,1.2933924232941458e-11,0.0,6.1710411272609833e-12,0.0,1.1602502115777559e-07,0.0,1.6267961140195419e-19,0.0,3.4455830488310223e-09,0.0,0.0,1.0982365331029381e-15,0.0,5.048879010581448e-10,0.19037050827496216,4.2021920691152998e-15,2.2290753949687189e-11,5.4606058639528031e-14,2.0113966595702212e-17,1.7396352808075125e-17,1.0802146663713537e-07,6.5301896937819051e-20,3.1156877405501801e-20
8.78864874844912,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6842140824005455e-06,0.09999987999530531,0.0048146325648466565,0.0,3.9838434275676104e-09,1.2933863766656485e-11,0.0,6.1711081134310056e-12,0.0,1.1604241687050282e-07,0.0,1.3334366250888638e-19,0.0,3.4456229838770261e-09,0.0,0.0,1.0983906951508688e-15,0.0,5.0430873352567054e-10,0.19037051134079994,4.1980007178048287e-15,2.2268307927937854e-11,5.4488494647069074e-14,2.0090894445247228e-17,1.737659848490268e-17,1.0803888476735394e-07,6.5226682831979841e-20,3.1121474518749176e-20
8.798779160150904,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.681138513437625e-06,0.099999879978467335,0.0048146310180540754,0.0,3.9838436253886091e-09,1.2933803439203216e-11,0.0,6.1711749661164464e-12,0.0,1.1605979268924277e-07,0.0,8.7049344176638702e-20,0.0,3.445662838963891e-09,0.0,0.0,1.0985446805577695e-15,0.0,5.0373089715769011e-10,0.19037051439957109,4.1938182856292092e-15,2.2245909956751794e-11,5.4371317944170467e-14,2.0067875321319797e-17,1.735688916385519e-17,1.0805628295571596e-07,6.5151642296249075e-20,3.1086152332240088e-20
8.808909571852688,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6780700052750631e-06,0.099999879961647983,0.0048146294748025462,0.0,3.9838438226680742e-09,1.2933743250103133e-11,0.0,6.1712416857339981e-12,0.0,1.1607714865959705e-07,0.0,9.9500384774984719e-20,0.0,3.445702614342001e-09,0.0,0.0,1.0986984894349302e-15,0.0,5.0315438736946461e-10,0.1903705174512999,4.1896447435064685e-15,2.2223559875263027e-11,5.4254526820106633e-14,2.0044909041299014e-17,1.7337224691193523e-17,1.0807366124790751e-07,6.507677473042424e-20,3.1050910570119324e-20
8.819039983554472,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6750085336237976e-06,0.099999879944847173,0.0048146279350798991,0.0,3.9838440194081464e-09,1.293368319887991e-11,0.0,6.1713082726984714e-12,0.0,1.1609448482701044e-07,0.0,1.3037022452872263e-19,0.0,3.4457423102607098e-09,0.0,0.0,1.0988521224145552e-15,0.0,5.0257919959757631e-10,0.19037052049601072,4.185480062484812e-15,2.2201257515239844e-11,5.4138119506929794e-14,2.0021995423413259e-17,1.7317604913888699e-17,1.0809101968958129e-07,6.5002079537104691e-20,3.1015748957805517e-20
8.833753139001303,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6705746107958026e-06,0.099999879920479082,0.0048146257050851243,0.0,3.9838443041922327e-09,1.293359622656346e-11,0.0,6.1714047465391624e-12,0.0,1.1611962826706403e-07,0.0,1.5946428137490956e-19,0.0,3.445799822616392e-09,0.0,0.0,1.0990749428742305e-15,0.0,5.0174615638105598e-10,0.19037052490562334,4.1794471059458074e-15,2.2168950794740742e-11,5.3969732497688654e-14,1.9988809674975688e-17,1.7289188927446225e-17,1.0811619539584831e-07,6.4893899872255643e-20,3.0964823293062902e-20
8.848466294448134,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6661554060996757e-06,0.099999879896149932,0.0048146234824717029,0.0,3.9838445878494666e-09,1.2933509542639321e-11,0.0,6.171500942692093e-12,0.0,1.161447301686049e-07,0.0,1.3390446246430123e-19,0.0,3.4458571686412193e-09,0.0,0.0,1.0992973948020791e-15,0.0,5.0091587840002808e-10,0.19037052930055665,4.173432692338915e-15,2.2136743920240917e-11,5.3802146409462134e-14,1.9955734078941497e-17,1.7260866435782238e-17,1.0814132946415036e-07,6.4786080743386685e-20,3.0914065286707131e-20
8.863179449894965,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6617508463655035e-06,0.099999879871859598,0.0048146212672029688,0.0,3.9838448703862761e-09,1.2933423145672669e-11,0.0,6.1715968624085661e-12,0.0,1.1616979066911288e-07,0.0,1.0305736605204063e-19,0.0,3.4459143490871966e-09,0.0,0.0,1.0995194791483725e-15,0.0,5.0008835190736276e-10,0.19037053368088361,4.1674367343853901e-15,2.210463642685566e-11,5.3635356007184745e-14,1.9922768087729943e-17,1.7232636977843064e-17,1.0816642203238065e-07,6.4678620350971964e-20,3.0863474111475139e-20
8.877892605341795,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.657360858909183e-06,0.099999879847607956,0.0048146190592425102,0.0,3.9838451518090313e-09,1.2933337034238159e-11,0.0,6.171692506932029e-12,0.0,1.1619480990538618e-07,0.0,1.1113921340646724e-19,0.0,3.4459713647017026e-09,0.0,0.0,1.0997411968616425e-15,0.0,4.9926356324720485e-10,0.19037053804667681,4.1614591453619268e-15,2.2072627876016873e-11,5.3469356161941633e-14,1.9889911157395571e-17,1.7204500095613511e-17,1.0819147323772931e-07,6.4571516907480799e-20,3.0813048945556809e-20
8.892605760788626,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6529853715243873e-06,0.09999987982339488,0.0048146168585541443,0.0,3.9838454321240618e-09,1.2933251206919896e-11,0.0,6.171787877498568e-12,0.0,1.1621978801354594e-07,0.0,1.2514484874405215e-19,0.0,3.44602821622755e-09,0.0,0.0,1.0999625493329167e-15,0.0,4.9844149885346817e-10,0.19037054239800838,4.1554998390901127e-15,2.2040717790763365e-11,5.3304142232967636e-14,1.9857162747567093e-17,1.7176455334065586e-17,1.0821648321682496e-07,6.4464768637179204e-20,3.0762788972506417e-20
8.907318916235457,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6486243124846621e-06,0.099999879799220245,0.0048146146651019328,0.0,3.9838457113376459e-09,1.2933165662311326e-11,0.0,6.1718829753363421e-12,0.0,1.1624472512904057e-07,0.0,1.1429162952288531e-19,0.0,3.4460849044030258e-09,0.0,0.0,1.1001835380583733e-15,0.0,4.9762214525021865e-10,0.19037054673494985,4.1495587299426086e-15,2.2008905663698476e-11,5.3139709131843816e-14,1.982452232146524e-17,1.7148502241173684e-17,1.0824145210565155e-07,6.4358373776179635e-20,3.0712693381268395e-20
8.922032071682288,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.644277610532146e-06,0.099999879775083927,0.004814612478850175,0.0,3.9838459894560206e-09,1.2933080399015166e-11,0.0,6.1719778016663651e-12,0.0,1.1626962138665026e-07,0.0,1.0376460916279398e-19,0.0,3.4461414299618416e-09,0.0,0.0,1.1004041640561444e-15,0.0,4.9680548904955514e-10,0.19037055105757245,4.1436357328262524e-15,2.1977191057517269e-11,5.2976050997946409e-14,1.9791989345819249e-17,1.712064036784275e-17,1.0826638003940035e-07,6.4252330572166908e-20,3.0662761366048809e-20
8.93674522712912,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6399451948816281e-06,0.099999879750985843,0.0048146102997634029,0.0,3.9838462664853681e-09,1.2932995415643342e-11,0.0,6.1720723577017984e-12,0.0,1.1629447692049158e-07,0.0,1.1325270024865982e-19,0.0,3.4461977936332422e-09,0.0,0.0,1.1006244282481787e-15,0.0,4.9599151695239532e-10,0.19037055536594674,4.1377307631884095e-15,2.1945573572258304e-11,5.2813163585777421e-14,1.9759563290891755e-17,1.7092869267934379e-17,1.0829126715256453e-07,6.4146637284492653e-20,3.061299212635557e-20
8.95145838257595,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6356269952080076e-06,0.099999879726925797,0.0048146081278063781,0.0,3.9838465424318353e-09,1.2932910710816895e-11,0.0,6.1721666446489307e-12,0.0,1.1631929186402125e-07,0.0,1.2064269118199173e-19,0.0,3.4462539961420443e-09,0.0,0.0,1.1008443320656603e-15,0.0,4.9518021574610447e-10,0.19037055966014296,4.1318437370026905e-15,2.1914052699530981e-11,5.2651043629578198e-14,1.9727243630386579e-17,1.706518849818649e-17,1.0831611357912809e-07,6.4041292183865469e-20,3.0563384866869797e-20
8.966171538022781,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6313229416523528e-06,0.099999879702903721,0.0048146059629440982,0.0,3.9838468173015159e-09,1.2932826283165909e-11,0.0,6.1722606637061866e-12,0.0,1.1634406635004117e-07,0.0,1.1223730818210806e-19,0.0,3.4463100382086904e-09,0.0,0.0,1.1010638769621904e-15,0.0,4.9437157230559079e-10,0.19037056394023091,4.125974570781677e-15,2.1882627924255376e-11,5.2489683872737493e-14,1.9695029841504861e-17,1.7037597618256955e-17,1.0834091945242114e-07,6.3936293552503324e-20,3.0513938797515204e-20
8.980884693469612,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6270329648061142e-06,0.099999879678919504,0.0048146038051417889,0.0,3.98384709110047e-09,1.2932742131329448e-11,0.0,6.1723544160653574e-12,0.0,1.1636880051070216e-07,0.0,1.0683491224591702e-19,0.0,3.4463659205491342e-09,0.0,0.0,1.1012830636898918e-15,0.0,4.9356557359040298e-10,0.19037056820627979,4.1201231815454911e-15,2.1851298910556852e-11,5.2329077375210139e-14,1.9662921404816889e-17,1.7010096190620177e-17,1.0836568490491215e-07,6.3831639683751148e-20,3.0464653133259368e-20
8.995597848916443,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6227569957212791e-06,0.099999879654972992,0.004814601654364899,0.0,3.9838473638346938e-09,1.2932658253955472e-11,0.0,6.1724479029102767e-12,0.0,1.1639349447750868e-07,0.0,1.1378384584244706e-19,0.0,3.4464216438750405e-09,0.0,0.0,1.1015018932099797e-15,0.0,4.9276220664668733e-10,0.19037057245835848,4.1142894868410697e-15,2.1820065259264167e-11,5.2169225920268453e-14,1.963091780432031e-17,1.6982683780628145e-17,1.0839041006848583e-07,6.372732888230817e-20,3.0415527094233084e-20
9.010311004363274,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.618494965891804e-06,0.099999879631064104,0.0048145995105791078,0.0,3.9838476355101644e-09,1.2932574649700776e-11,0.0,6.1725411254184602e-12,0.0,1.1641814838132224e-07,0.0,1.1715648912230075e-19,0.0,3.4464772088938139e-09,0.0,0.0,1.1017203673886795e-15,0.0,4.9196145860353313e-10,0.19037057669653537,4.1084734047327423e-15,2.1788926324171074e-11,5.2010125536878929e-14,1.9599018527334856e-17,1.6955359956398588e-17,1.0841509507466369e-07,6.3623359463779484e-20,3.0366559905573181e-20
9.025024159810105,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6142468072667065e-06,0.099999879607192685,0.0048145973737503131,0.0,3.9838479061327905e-09,1.2932491317230891e-11,0.0,6.1726340847593621e-12,0.0,1.1644276235236671e-07,0.0,1.1083762979083848e-19,0.0,3.4465326163085752e-09,0.0,0.0,1.1019384873823481e-15,0.0,4.911633166754269e-10,0.19037058092087833,4.1026748538089068e-15,2.1757881691631145e-11,5.1851756757215208e-14,1.9567223064617601e-17,1.6928124288909776e-17,1.084397400541009e-07,6.351972975502833e-20,3.0317750797518931e-20
9.039737315256936,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6100124522262466e-06,0.099999879583358625,0.0048145952438446351,0.0,3.9838481757084639e-09,1.2932408255220056e-11,0.0,6.1727267820964894e-12,0.0,1.1646733652023147e-07,0.0,1.0839330432802822e-19,0.0,3.4465878668179971e-09,0.0,0.0,1.1021562532549612e-15,0.0,4.9036776815814498e-10,0.19037058513145494,4.0968937531176173e-15,2.1726931240349141e-11,5.1694122222870606e-14,1.9535530910100543e-17,1.6900976351824487e-17,1.0846434513648624e-07,6.3416438093562752e-20,3.0269099005074199e-20
9.054450470703767,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6057918336020486e-06,0.099999879559561855,0.0048145931208284191,0.0,3.9838484442430008e-09,1.29323254623511e-11,0.0,6.1728192185851056e-12,0.0,1.164918710138764e-07,0.0,1.1357236603369597e-19,0.0,3.4466429611167748e-09,0.0,0.0,1.1023736666845045e-15,0.0,4.8957480043231538e-10,0.19037058932833223,4.091130022250822e-15,2.1696074329871656e-11,5.1537245166990726e-14,1.9503941561055856e-17,1.6873915721616246e-17,1.0848891045138489e-07,6.3313482827965123e-20,3.0220603768378923e-20
9.069163626150598,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.6015848846474987e-06,0.09999987953580218,0.0048145910046682215,0.0,3.9838487117422127e-09,1.2932242937315421e-11,0.0,6.1729113953749652e-12,0.0,1.1651636596163432e-07,0.0,1.1477373913525404e-19,0.0,3.4466978998954876e-09,0.0,0.0,1.1025907302892519e-15,0.0,4.8878440095718776e-10,0.19037059351157681,4.0853835813316882e-15,2.1665310117318811e-11,5.138108802823114e-14,1.9472454518049973e-17,1.6846941977430074e-17,1.0851343612801661e-07,6.3210862317279021e-20,3.0172264332452149e-20
9.083876781597429,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5973915390625193e-06,0.099999879512079545,0.0048145888953308154,0.0,3.9838489782118395e-09,1.2932160678812865e-11,0.0,6.1730033136072931e-12,0.0,1.1654082149121793e-07,0.0,1.0998510770237437e-19,0.0,3.4467526838403174e-09,0.0,0.0,1.1028074436155798e-15,0.0,4.8799655727618715e-10,0.19037059768125492,4.0796543509217019e-15,2.1634638725174838e-11,5.1225605637145014e-14,1.9441069284985809e-17,1.6820054701224877e-17,1.0853792229401015e-07,6.3108574931668379e-20,3.012407994709127e-20
9.09858993704426,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5932117309569575e-06,0.099999879488393784,0.004814586792783195,0.0,3.9838492436576028e-09,1.2932078685551711e-11,0.0,6.1730949744183575e-12,0.0,1.1656523772972064e-07,0.0,1.091578699709695e-19,0.0,3.4468073136331239e-09,0.0,0.0,1.1030238061730459e-15,0.0,4.8721125701093369e-10,0.19037060183743232,4.0739422519802046e-15,2.1604060110001482e-11,5.1070890575666356e-14,1.9409785368534946e-17,1.6793253477434509e-17,1.0856236907639539e-07,6.3006619051252444e-20,3.0076049866551244e-20
9.111831776946408,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5894614240978211e-06,0.099999879467108074,0.004814584906268491,0.0,3.9838494816880744e-09,1.2932005117337174e-11,0.0,6.173177249986241e-12,0.0,1.165871788550466e-07,0.0,1.122269734829511e-19,0.0,3.4468563492074881e-09,0.0,0.0,1.1032182366596404e-15,0.0,4.8650665122599383e-10,0.19037060556650279,4.0688159456341223e-15,2.1576617339956885e-11,5.0932284529584113e-14,1.9381716064565834e-17,1.6769205609596441e-17,1.0858433761345864e-07,6.2915140865521957e-20,3.0032954112864336e-20
9.125073616848557,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5857219821534768e-06,0.099999879445852077,0.0048145830252031788,0.0,3.9838497188979167e-09,1.2931931761998639e-11,0.0,6.1732593187746322e-12,0.0,1.1660908834883466e-07,0.0,1.1228879976780477e-19,0.0,3.4469052609600738e-09,0.0,0.0,1.1034123886112093e-15,0.0,4.8580408673484137e-10,0.19037060928473795,4.0637033955885663e-15,2.1549248014037466e-11,5.0794163678072995e-14,1.9353728075678814e-17,1.6745226810828862e-17,1.0860627444587355e-07,6.282392872982299e-20,2.9989982210101618e-20
9.138315456750705,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5819933579752877e-06,0.099999879424625709,0.0048145811495636332,0.0,3.9838499552911878e-09,1.2931858618611625e-11,0.0,6.1733411815967536e-12,0.0,1.1663096630246967e-07,0.0,1.0958405476293076e-19,0.0,3.4469540493790657e-09,0.0,0.0,1.1036062569530866e-15,0.0,4.8510355468146715e-10,0.19037061299218491,4.0586045449417104e-15,2.1521953575398327e-11,5.0656627876869816e-14,1.9325821048706608e-17,1.6721316783745351e-17,1.0862817966347617e-07,6.2732981485386605e-20,2.9947133623691478e-20
9.151557296652854,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5782755046863508e-06,0.099999879403428887,0.0048145792793263678,0.0,3.9838501908719334e-09,1.2931785686256999e-11,0.0,6.1734228392618278e-12,0.0,1.1665281280693948e-07,0.0,1.0915848299468034e-19,0.0,3.4470027149509329e-09,0.0,0.0,1.1037998454229724e-15,0.0,4.8440504625853942e-10,0.19037061668889038,4.0535193377150878e-15,2.1494732615645475e-11,5.051981456662819e-14,1.9297994632622569e-17,1.6697475232554568e-17,1.0865005335851541e-07,6.2642297979400985e-20,2.990440782390908e-20
9.164799136555002,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5745683756799468e-06,0.099999879382261528,0.0048145774144680237,0.0,3.9838504256441729e-09,1.2931712964020934e-11,0.0,6.1735042925749319e-12,0.0,1.1667462795283726e-07,0.0,1.1127869389994346e-19,0.0,3.4470512581602505e-09,0.0,0.0,1.1039931615533782e-15,0.0,4.8370855270595204e-10,0.19037062037490091,4.0484477185166419e-15,2.1467582965994665e-11,5.038350092815584e-14,1.9270248479235751e-17,1.6673701863369014e-17,1.0867189562397154e-07,6.2551877066044038e-20,2.9861804284772016e-20
9.178040976457151,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5708719246120987e-06,0.099999879361123548,0.0048145755549653868,0.0,3.9838506596119593e-09,1.2931640450994897e-11,0.0,6.1735855423369431e-12,0.0,1.1669641183036811e-07,0.0,1.114898270615499e-19,0.0,3.447099679487036e-09,0.0,0.0,1.1041861971631586e-15,0.0,4.8301406531907901e-10,0.19037062405026273,4.0433896308102663e-15,2.1440507415862488e-11,5.0247447894886739e-14,1.9242582241910876e-17,1.664999638414316e-17,1.0869370654749953e-07,6.246171760761112e-20,2.981932247904025e-20
9.1912828163593,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5671861054077918e-06,0.099999879340014891,0.0048145737007953679,0.0,3.9838508927792451e-09,1.2931568146275572e-11,0.0,6.1736665893443142e-12,0.0,1.1671816452934767e-07,0.0,1.0998996993751139e-19,0.0,3.447147979409217e-09,0.0,0.0,1.1043789496618163e-15,0.0,4.8232157544676783e-10,0.19037062771502195,4.0383450191461251e-15,2.1413505951212323e-11,5.0112381034202605e-14,1.9214995574311131e-17,1.6626358503754142e-17,1.0871548621819895e-07,6.2371818470485519e-20,2.9776961885023029e-20
9.203200472271233,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5638779205058139e-06,0.099999879321042068,0.0048145720365827668,0.0,3.983851101948596e-09,1.2931503249387994e-11,0.0,6.1737393589504383e-12,0.0,1.1673771537468712e-07,0.0,1.09819145559105e-19,0.0,3.4471913459325536e-09,0.0,0.0,1.1045521947843996e-15,0.0,4.8170003531510965e-10,0.19037063100427767,4.0338163463655565e-15,2.1389265247719186e-11,4.9991178695619938e-14,1.9190235323580945e-17,1.6605141969748459e-17,1.0873506127778648e-07,6.2291130890759825e-20,2.9738940561130443e-20
9.215118128183166,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5605782770976557e-06,0.099999879302092892,0.0048145703766543516,0.0,3.9838513104755526e-09,1.2931438519850138e-11,0.0,6.173811965541402e-12,0.0,1.1675724110276788e-07,0.0,1.1054231077911342e-19,0.0,3.4472346148497322e-09,0.0,0.0,1.1047252191872066e-15,0.0,4.8108009995575658e-10,0.19037063428501544,4.0292985050308371e-15,2.1365082167619593e-11,4.9870392354242551e-14,1.9165538998946075e-17,1.6583979747444383e-17,1.0875461116270995e-07,6.2210652443364971e-20,2.9701016623571863e-20
9.227035784095099,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5572871421412578e-06,0.099999879283167226,0.0048145687209935643,0.0,3.9838515183629812e-09,1.2931373957014216e-11,0.0,6.1738844096890101e-12,0.0,1.1677674177826672e-07,0.0,1.1057801834848373e-19,0.0,3.4472777865038827e-09,0.0,0.0,1.1048980190737933e-15,0.0,4.8046176316019276e-10,0.19037063755726821,4.0247914556376578e-15,2.134095787389854e-11,4.9750053999093005e-14,1.9140906353123865e-17,1.6562871628339436e-17,1.0877413593644938e-07,6.2130382315936977e-20,2.9663189698886144e-20
9.238953440007032,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5540044827666872e-06,0.099999879264265068,0.0048145670695839381,0.0,3.9838517256137264e-09,1.2931309560235771e-11,0.0,6.1739566919623565e-12,0.0,1.1679621746561011e-07,0.0,1.0993400718868247e-19,0.0,3.4473208612370037e-09,0.0,0.0,1.1050705968137444e-15,0.0,4.7984501875283115e-10,0.1903706408210688,4.0202951587003615e-15,2.1316891559747846e-11,4.9630160170993832e-14,1.9116337140123337e-17,1.6541817405056679e-17,1.0879363566423825e-07,6.2050319700609826e-20,2.9625459415013162e-20
9.250871095918965,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5507302662732519e-06,0.09999987924538635,0.0048145654224090841,0.0,3.9838519322306015e-09,1.2931245328873675e-11,0.0,6.1740288129277859e-12,0.0,1.1681566822897625e-07,0.0,1.0962675769461104e-19,0.0,3.447363839389485e-09,0.0,0.0,1.1052429544307527e-15,0.0,4.7922986058988122e-10,0.19037064407644985,4.0158095749281089e-15,2.129288253935352e-11,4.9510707530759546e-14,1.9091831115219881e-17,1.6520816871279405e-17,1.0881311041093977e-07,6.1970463793692843e-20,2.9587825401795356e-20
9.262788751830898,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5474644601275441e-06,0.099999879226531016,0.0048145637794527012,0.0,3.9838521382163857e-09,1.2931181262290086e-11,0.0,6.1741007731489307e-12,0.0,1.1683509413229671e-07,0.0,1.0979196581517392e-19,0.0,3.4474067212998251e-09,0.0,0.0,1.1054150911342161e-15,0.0,4.786162825589823e-10,0.19037064732344383,4.0113346652221562e-15,2.1268931035170567e-11,4.9391694698660419e-14,1.9067388034940699e-17,1.6499869821737282e-17,1.0883256024026113e-07,6.1890813795622682e-20,2.9550287290955619e-20
9.274706407742832,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5442070319633813e-06,0.099999879207698969,0.0048145621406985722,0.0,3.9838523435738551e-09,1.2931117359850446e-11,0.0,6.1741725731867518e-12,0.0,1.1685449523925722e-07,0.0,1.0981122638843504e-19,0.0,3.4474495073049949e-09,0.0,0.0,1.1055870071942845e-15,0.0,4.7800427857919058e-10,0.19037065056208305,4.0068703906765258e-15,2.124503693438834e-11,4.9273119934238215e-14,1.9043007657064408e-17,1.6478976052207634e-17,1.0885198521599987e-07,6.1811368910961328e-20,2.9512844716097178e-20
9.286624063654765,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.540957949580681e-06,0.099999879188890195,0.0048145605061305618,0.0,3.9838525483057741e-09,1.293105362092345e-11,0.0,6.1742442135995518e-12,0.0,1.1687387161329877e-07,0.0,1.0952193835546845e-19,0.0,3.447492197740492e-09,0.0,0.0,1.1057587039482791e-15,0.0,4.773938426007705e-10,0.19037065379239965,4.0024167125767351e-15,2.1221199787310975e-11,4.9154980531515877e-14,1.901868974061264e-17,1.6458135359508955e-17,1.088713854020463e-07,6.1732128348368324e-20,2.9475497312691027e-20
9.298541719566698,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5377171809438864e-06,0.099999879170104625,0.0048145588757326149,0.0,3.9838527524149005e-09,1.293099004488103e-11,0.0,6.1743156949429875e-12,0.0,1.1689322331761928e-07,0.0,1.0929150696948913e-19,0.0,3.44753479294013e-09,0.0,0.0,1.105930181878998e-15,0.0,4.7678496860489671e-10,0.1903706570144256,3.9979735923976685e-15,2.1197419410368142e-11,4.903727424346297e-14,1.8994434045838285e-17,1.6437347541489969e-17,1.0889076086178079e-07,6.1653091320562039e-20,2.9438244718058011e-20
9.310459375478631,0.06564596693807057,0.80000000000000004,0.0,0.0,0.0,2.5344846941811645e-06,0.099999879151342203,0.0048145572494887644,0.0,3.9838529559039575e-09,1.2930926631098336e-11,0.0,6.1743870177700834e-12,0.0,1.1691255041517478e-07,0.0,1.0926287757201648e-19,0.0,3.4475772932360777e-09,0.0,0.0,1.1061014411814917e-15,0.0,4.7617765060350465e-10,0.19037066022819271,3.9935409918028489e-15,2.1173695705426981e-11,4.8919999234312674e-14,1.8970240334219322e-17,1.6416612397024606e-17,1.08910111658256e-07,6.1574257044299628e-20,2.940108657136006e-20
