Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),CH2X(58),CHX(26),H2X(31),C2H6X(34),CX(24),C2H5X(33),C3H8X(38),CH2(48),HOCXO(25),OCX(21),COX(32),HOX(23),OX(20),H2OX(30),CH4OX(41),CH3OX(39),CH3O(51),CH3OX(40)
0.056934970323785396,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102059159457007,0.099934159023004246,1.732549826073874e-31,0.099964926552086816,2.1332579775322145e-12,9.2256505800000397e-07,6.2621554911466785e-09,1.3576884013393422e-05,0.0,3.5394397358955542e-06,5.3835794061092071e-11,2.1775681938714182e-12,1.1211614628658021e-08,1.8086554765870316e-13,0.0,0.0,1.4303306994092314e-20,0.0,3.5110840963973976e-05,3.5068668343472759e-05,2.8905198832149084e-05,7.1322998977269882e-10,4.9939549980700451e-11,2.5377713745420592e-09,3.2392048367950019e-10,4.7777311310611367e-09,5.0083272994297344e-16,9.8807372574264117e-15,1.9034761175427705e-14,2.0855312359570947e-12,9.2431765004053735e-20,1.0673621356578053e-18,2.1945346281113245e-12,6.1581633770362323e-15,3.2924629081730988e-09,7.4893817318324932e-16,6.357193043865667e-17,7.1883198742973944e-21,3.4265625533815229e-16,4.92572838073142e-15
0.056935139487408984,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102059154984345,0.099934158972564857,1.6950944476422267e-31,0.09996492655207094,2.1332787489368961e-12,9.2256791407148613e-07,6.2621787195956465e-09,1.3576910963148375e-05,0.0,3.5394362804810099e-06,5.3835977665015927e-11,2.1775715790830738e-12,1.1211619778915725e-08,1.8086684629663456e-13,0.0,0.0,1.4303424591922937e-20,0.0,3.5110840939737043e-05,3.5068668336959428e-05,2.8905243568651317e-05,7.1322929334596385e-10,4.9939423912384119e-11,2.5377610399840642e-09,3.2392148641051888e-10,4.7777406138442041e-09,5.0052546060669586e-16,9.8807417943217478e-15,1.9034826088869375e-14,2.0855271627982966e-12,9.2431908060445116e-20,1.0673660946121263e-18,2.194542767974039e-12,6.1582131266872675e-15,3.2924844171838694e-09,7.4894546541024268e-16,6.3572386881509747e-17,7.1883603600699471e-21,3.4265818534475782e-16,4.9257561338319744e-15
0.05693530865103257,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102059150511693,0.099934158922125579,1.658731014444182e-31,0.099964926552055064,2.1332995204526654e-12,9.2257077014148025e-07,6.2622019478789658e-09,1.3576937912850866e-05,0.0,3.5394328250791467e-06,5.3836161268845078e-11,2.1775749642879933e-12,1.1211624929148014e-08,1.8086814493769285e-13,0.0,0.0,1.4303542190672704e-20,0.0,3.5110840915500157e-05,3.5068668330446131e-05,2.8905288305064364e-05,7.1322859692178404e-10,4.9939297844636565e-11,2.5377507054965073e-09,3.2392248914101489e-10,4.7777500966088081e-09,5.0041263128133326e-16,9.8807463311946834e-15,1.9034891002277544e-14,2.0855230896584021e-12,9.2432051116551303e-20,1.0673700535700099e-18,2.194550907778644e-12,6.1582628768903437e-15,3.2925059264285936e-09,7.4895275767623386e-16,6.3572843325461718e-17,7.1884008458640958e-21,3.4266011535304726e-16,4.9257838869481411e-15
0.05693564697827975,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102059141566415,0.099934158821247246,1.588404428435478e-31,0.099964926552023325,2.1333410637376214e-12,9.2257648227942123e-07,6.2622484043793562e-09,1.3576991812136216e-05,0.0,3.5394259143043276e-06,5.3836528476287428e-11,2.1775817346822584e-12,1.1211635229554618e-08,1.8087074222694791e-13,0.0,0.0,1.4303777390074916e-20,0.0,3.5110840867026495e-05,3.5068668317419557e-05,2.8905377777684401e-05,7.1322720407924756e-10,4.9939045710241368e-11,2.5377300366932684e-09,3.2392449460128702e-10,4.7777690620959107e-09,5.0031872972539539e-16,9.8807554048894602e-15,1.9035020829017476e-14,2.0855149434217425e-12,9.2432337228104757e-20,1.0673779714958027e-18,2.1945671873645912e-12,6.1583623780512506e-15,3.2925489451399452e-09,7.4896734229717785e-16,6.3573756215874289e-17,7.1884818174357128e-21,3.4266397537206226e-16,4.9258393932146734e-15
0.056935985305526925,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102059132621168,0.099934158720369218,1.5218555874626023e-31,0.099964926551991587,2.1333826074333643e-12,9.2258219441372092e-07,6.2622948608992409e-09,1.3577045711227645e-05,0.0,3.5394190035763635e-06,5.3836895683379744e-11,2.1775885050513292e-12,1.1211645529867263e-08,1.8087333952777597e-13,0.0,0.0,1.4304012592121632e-20,0.0,3.5110840818552988e-05,3.5068668304393017e-05,2.8905467249971098e-05,7.1322581124615325e-10,4.993879357831029e-11,2.5377093681699467e-09,3.2392650006027961e-10,4.7777880275147669e-09,5.003114614637091e-16,9.8807644785014349e-15,1.9035150655633566e-14,2.0855067972549909e-12,9.2432623338592316e-20,1.0673858894384277e-18,2.1945834669573376e-12,6.1584618800647844e-15,3.2925919640840638e-09,7.4898192706232956e-16,6.3574669110354066e-17,7.1885627890674805e-21,3.4266783539486378e-16,4.9258948995364377e-15
0.0569363236327741,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102059123675956,0.099934158619491606,1.4591386081902284e-31,0.099964926551959848,2.1334241515677738e-12,9.2258790654362546e-07,6.2623413175273439e-09,1.3577099610112009e-05,0.0,3.5394120928984285e-06,5.3837262890098285e-11,2.1775952753935789e-12,1.121165583007957e-08,1.8087593684096355e-13,0.0,0.0,1.4304247796381752e-20,0.0,3.5110840770079671e-05,3.5068668291366545e-05,2.8905556721902857e-05,7.1322441842314176e-10,4.9938541449145956e-11,2.5376886999475218e-09,3.23928505517728e-10,4.7778069928607451e-09,5.0030925860237412e-16,9.8807735520249972e-15,1.9035280482117443e-14,2.0854986511628927e-12,9.2432909447944865e-20,1.0673938074004879e-18,2.1945997465879969e-12,6.158561382807224e-15,3.292634983189301e-09,7.4899651198147796e-16,6.3575582009177446e-17,7.1886437607754443e-21,3.4267169542157846e-16,4.9259504059169919e-15
0.05693666196002128,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102059114730781,0.099934158518614313,1.4000939584434945e-31,0.09996492655192811,2.1334656961477397e-12,9.2259361866868487e-07,6.2623877742755131e-09,1.3577153508786055e-05,0.0,3.5394051822713067e-06,5.3837630096437182e-11,2.1776020457086467e-12,1.1211666130189969e-08,1.8087853416670484e-13,0.0,0.0,1.4304483002539783e-20,0.0,3.5110840721606523e-05,3.50686682783401e-05,2.8905646193474884e-05,7.132230256103719e-10,4.9938289322900219e-11,2.5376680320317004e-09,3.2393051097347426e-10,4.7778259581327097e-09,5.0030204467459832e-16,9.8807826254587604e-15,1.9035410308467017e-14,2.0854905051466177e-12,9.2433195556147056e-20,1.0674017253820548e-18,2.1946160262607266e-12,6.1586608862527628e-15,3.2926780024480303e-09,7.4901109705704091e-16,6.3576494912412729e-17,7.1887247325723379e-21,3.4267555545224631e-16,4.9260059123571595e-15
0.05693733861451563,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102059096840533,0.099934158316860908,1.2918998243077183e-31,0.099964926551864633,2.1335487866465156e-12,9.2260504290337963e-07,6.2624806881270055e-09,1.3577261305502186e-05,0.0,3.5393913611697444e-06,5.383836450797421e-11,2.177615586257248e-12,1.1211686730104559e-08,1.8088372885590913e-13,0.0,0.0,1.4304953420132515e-20,0.0,3.5110840624660804e-05,3.5068668252287399e-05,2.8905825135539748e-05,7.1322024001560453e-10,4.9937785079120018e-11,2.5376266971225718e-09,3.2393452187954834e-10,4.7778638884542257e-09,5.0027819420870422e-16,9.8808007720564584e-15,1.9035669960762617e-14,2.0854742133419079e-12,9.2433767769100437e-20,1.067417561404372e-18,2.194648585730622e-12,6.1588598952860292e-15,3.2927640414323417e-09,7.4904026767817557e-16,6.35783207321402e-17,7.1888866764230306e-21,3.4268327552566356e-16,4.9261169254164478e-15
0.056938691923504335,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102059061060474,0.099934157913358496,1.1095001591570961e-31,0.099964926551737651,2.1337149729944346e-12,9.2262789131020964e-07,6.2626665172159454e-09,1.3577476896409047e-05,0.0,3.5393637195767538e-06,5.3839833326489511e-11,2.1776426670287766e-12,1.1211727928710101e-08,1.8089411838505876e-13,0.0,0.0,1.4305894276421577e-20,0.0,3.511084043077152e-05,3.5068668200182601e-05,2.8906183015358681e-05,7.1321466894904147e-10,4.9936776626403248e-11,2.5375440309883872e-09,3.2394254366971902e-10,4.7779397482084795e-09,5.0022617028958102e-16,9.8808370641736078e-15,1.9036189263741162e-14,2.08544163064295e-12,9.2434912181222354e-20,1.0674492336844423e-18,2.1947137051560084e-12,6.1592579219593682e-15,3.2929361212999157e-09,7.4909861079872013e-16,6.3581972424571738e-17,7.1892105651669656e-21,3.4269871572168438e-16,4.9263389522502854e-15
0.056941398541481746,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102058989502073,0.099934157106371449,8.458737351148574e-32,0.099964926551483702,2.1340473670927675e-12,9.2267358787220643e-07,6.2630381809207782e-09,1.3577908068121303e-05,0.0,3.5393084388312375e-06,5.3842770945284518e-11,2.177696827269381e-12,1.1211810321026923e-08,1.8091489804632199e-13,0.0,0.0,1.4307776073426413e-20,0.0,3.511084004300172e-05,3.5068668095975539e-05,2.8906898757756427e-05,7.1320352730778755e-10,4.993475986018467e-11,2.5373787134486984e-09,3.2395858716165108e-10,4.7780914641619285e-09,5.0012188761641317e-16,9.8809096440951694e-15,1.903722786324741e-14,2.0853764688867275e-12,9.2437200950336516e-20,1.0675125791863842e-18,2.1948439459432448e-12,6.1600540097728195e-15,3.2932802886479438e-09,7.4921530455327037e-16,6.3589276021340959e-17,7.1898583468358309e-21,3.427295963126836e-16,4.9267830087799014e-15
0.056944105159459156,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102058917945968,0.09993415629940805,6.8337479917524253e-32,0.099964926551229738,2.1343797897269289e-12,9.2271928409855847e-07,6.2634098519938415e-09,1.3578339226366148e-05,0.0,3.5392531613393298e-06,5.3845708539766599e-11,2.1777509857735523e-12,1.1211892706818927e-08,1.8093567851147832e-13,0.0,0.0,1.430965798306432e-20,0.0,3.5110839655243549e-05,3.5068667991771798e-05,2.89076144771696e-05,7.1319238632229316e-10,4.9932743279499498e-11,2.5372134155410785e-09,3.2397463053567101e-10,4.7782431753757236e-09,5.0001800217049088e-16,9.8809822182671813e-15,1.903826645415296e-14,2.0853113119855196e-12,9.243948964595157e-20,1.0675759259439956e-18,2.1949741893120683e-12,6.1608501435422891e-15,3.2936244661464508e-09,7.493320083254764e-16,6.3596579900631013e-17,7.1905061340827761e-21,3.4276047716964333e-16,4.9272270691261716e-15
0.05694951839541398,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410205877484064,0.099934154685552279,5.0618897394541203e-32,0.099964926550721769,2.1350447206037484e-12,9.2281067554445261e-07,6.2641532162449032e-09,1.35792015024593e-05,0.0,3.5391426161145478e-06,5.3851583655794557e-11,2.1778592975732938e-12,1.1212057458833274e-08,1.8097724185323896e-13,0.0,0.0,1.4313422140260017e-20,0.0,3.5110838879762246e-05,3.506866778337433e-05,2.8909045847051501e-05,7.131701063182221e-10,4.9928710674513581e-11,2.5368828786028022e-09,3.2400671693001797e-10,4.7785465835863605e-09,4.9981057371646338e-16,9.8811273493667878e-15,1.9040343610162896e-14,2.0851810127450692e-12,9.2444066816714098e-20,1.0677026232261347e-18,2.1952346837945641e-12,6.1624425489435783e-15,3.2943128515910609e-09,7.4956544592321289e-16,6.3611188506692366e-17,7.1918017253099132e-21,3.4282223968197621e-16,4.9281152012722703e-15
0.0569549316313688,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102058631744483,0.099934153071791196,4.4893512385852452e-32,0.099964926550213759,2.1357097656274676e-12,9.2290206564791092e-07,6.2648966099692216e-09,1.3580063724695738e-05,0.0,3.5390320839000834e-06,5.385745867457593e-11,2.177967602428913e-12,1.1212222184759485e-08,1.8101880841006036e-13,0.0,0.0,1.4317186747999292e-20,0.0,3.5110838104327557e-05,3.5068667574990164e-05,2.891047712501647e-05,7.1314782893635917e-10,4.992467881125177e-11,2.536552420147839e-09,3.2403880285276647e-10,4.7788499728429312e-09,4.9960326737630836e-16,9.8812724574780047e-15,1.9042420731771865e-14,2.0850507329175574e-12,9.2448643693548708e-20,1.0678293255307771e-18,2.1954951886035261e-12,6.1640351381567783e-15,3.2950012776294495e-09,7.4979892359283216e-16,6.3625798242657214e-17,7.1930973388433184e-21,3.428840032584468e-16,4.9290033486914671e-15
0.05696575810327844,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102058345579694,0.099934149844552969,4.1655286223084621e-32,0.0999649265491976,2.1370401981323644e-12,9.230848418283318e-07,6.2663834858350146e-09,1.3581788007640191e-05,0.0,3.5388110584886296e-06,5.3869208420412548e-11,2.1781841913129051e-12,1.1212551558384213e-08,1.8110195116730956e-13,0.0,0.0,1.4324717315047074e-20,0.0,3.5110836553598062e-05,3.506866715826188e-05,2.8913339405263757e-05,7.1310328203654222e-10,4.991661730891836e-11,2.535891738572725e-09,3.2410297328375363e-10,4.7794566945085706e-09,4.9918898254678923e-16,9.8815626047676457e-15,1.9046574871791741e-14,2.0847902314782174e-12,9.2457796565651785e-20,1.068082745207121e-18,2.1960162291999377e-12,6.1672208679900817e-15,3.2963782514665226e-09,7.5026599915360145e-16,6.3655021103743566e-17,7.1956886327850805e-21,3.4300753360166588e-16,4.9307796893451138e-15
0.05697658457518808,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102058059451589,0.099934146617693245,4.3206293483091279e-32,0.099964926548181218,2.1383710872650655e-12,9.2326761263907921e-07,6.267870479587738e-09,1.3583512075256149e-05,0.0,3.5385900850866907e-06,5.3880957777294548e-11,2.1784007524327775e-12,1.1212880827743146e-08,1.8118510678109894e-13,0.0,0.0,1.4332249684112356e-20,0.0,3.5110835003055029e-05,3.5068666741586899e-05,2.8916201318007562e-05,7.1305874561915886e-10,4.9908558770991823e-11,2.535231370612379e-09,3.2416714182837201e-10,4.7800633403925767e-09,4.9877514821018384e-16,9.8818526601801937e-15,1.9050728874218997e-14,2.0845298076357471e-12,9.2466948262568142e-20,1.0683361849724337e-18,2.1965373111000803e-12,6.1704073330014545e-15,3.2977553876292217e-09,7.5073323501601248e-16,6.3684248483142401e-17,7.1982800158709325e-21,3.4313106819743027e-16,4.9325560910734746e-15
0.05698741104709772,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102057773360158,0.099934143391211941,4.4607497064006784e-32,0.099964926547164684,2.1397024330512599e-12,9.2345037807976046e-07,6.2693575912236241e-09,1.3585235927605205e-05,0.0,3.5383691636743745e-06,5.3892706745241593e-11,2.1786172857963491e-12,1.1213209992890755e-08,1.8126827524912493e-13,0.0,0.0,1.4339783855096025e-20,0.0,3.5110833452698378e-05,3.5068666324965205e-05,2.8919062863351574e-05,7.1301421968019986e-10,4.9900503195780833e-11,2.5345713160534948e-09,3.2423130848648408e-10,4.7806699105166235e-09,4.9836176400325004e-16,9.8821426237636558e-15,1.9054882739060602e-14,2.0842694613554729e-12,9.2476098784629376e-20,1.0685896448260728e-18,2.1970584343026333e-12,6.1735945331471418e-15,3.299132686086626e-09,7.5120063118907937e-16,6.3713480380043978e-17,7.200871488056083e-21,3.4325460704362677e-16,4.9343325538539336e-15
0.056998237519007365,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102057487305398,0.099934140165108945,4.522130588583773e-32,0.099964926546147942,2.1410342355173901e-12,9.2363313815017743e-07,6.270844820738804e-09,1.3586959564750586e-05,0.0,3.5381482942312579e-06,5.3904455324273834e-11,2.1788337914116096e-12,1.1213539053882987e-08,1.8135145656902877e-13,0.0,0.0,1.4347319827897959e-20,0.0,3.5110831902528114e-05,3.5068665908396801e-05,2.892192404140185e-05,7.1296970421554864e-10,4.9892450581617799e-11,2.5339115746839149e-09,3.2429547325802061e-10,4.781276404902972e-09,4.9794882933630593e-16,9.8824324955673467e-15,1.9059036466323707e-14,2.084009192601775e-12,9.248524813217456e-20,1.0688431247673804e-18,2.1975795988062453e-12,6.1767824683823655e-15,3.3005101468070016e-09,7.5166818768208288e-16,6.3742716793619228e-17,7.2034630492927856e-21,3.4337815013798356e-16,4.9361090776579357e-15
0.05701989046282665,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410205691530582,0.099934133714037476,4.5599413807830279e-32,0.099964926544113861,2.1436992105875501e-12,9.2399864217769662e-07,6.2738196333927379e-09,1.3590406193663974e-05,0.0,3.5377067111771704e-06,5.3927951315668602e-11,2.1792667194270197e-12,1.1214196863608381e-08,1.8151785775575757e-13,0.0,0.0,1.4362397178573013e-20,0.0,3.5110828802746425e-05,3.5068665075419749e-05,2.8927645296016555e-05,7.1288070469396226e-10,4.9876354230031182e-11,2.5325930306807034e-09,3.2442379714048188e-10,4.7824891665447966e-09,4.9712430619756283e-16,9.8830119640178753e-15,1.9067343508140855e-14,2.0834888875417001e-12,9.2503543304981232e-20,1.0693501449105576e-18,2.1986220517116186e-12,6.1831605439542323e-15,3.3032655549194128e-09,7.526037816623196e-16,6.3801203167728049e-17,7.2086464387649276e-21,3.4362524906370054e-16,4.9396623082261325e-15
0.05704154340664593,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102056343452771,0.09993412726447802,4.5416684443344496e-32,0.099964926542079002,2.1463660126878011e-12,9.2436412471993203e-07,6.2767949175185254e-09,1.3593851962501585e-05,0.0,3.5372653357611757e-06,5.3951445751640572e-11,2.1796995365428941e-12,1.1214854257367175e-08,1.8168431032245363e-13,0.0,0.0,1.4377481735337482e-20,0.0,3.5110825703709576e-05,3.506866424265562e-05,2.8933365082699348e-05,7.1279174702149541e-10,4.9860269702782843e-11,2.5312757369022694e-09,3.2455211347515917e-10,4.783701625495877e-09,4.9630157394245456e-16,9.8835910659264595e-15,1.907564999972778e-14,2.0829688921694104e-12,9.2521833783698641e-20,1.0698572453966793e-18,2.1996646698053359e-12,6.1895415593589816e-15,3.3060216117129087e-09,7.5354001703120857e-16,6.385970759884932e-17,7.2138301839075171e-21,3.4387236495658289e-16,4.9432157825320012e-15
0.057063196350465216,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102055771746175,0.099934120816429661,4.5452119925507297e-32,0.099964926540043395,2.1490346420411776e-12,9.2472958577816893e-07,6.2797706730834373e-09,1.3597296871794775e-05,0.0,3.5368241678115332e-06,5.3974938632360323e-11,2.1801322428259433e-12,1.1215511235629729e-08,1.8185081424934661e-13,0.0,0.0,1.4392573497371686e-20,0.0,3.511082260541687e-05,3.5068663410104355e-05,2.893908340233577e-05,7.1270283116353409e-10,4.9844196986790338e-11,2.5299596916651103e-09,3.2468042226250459e-10,4.7849137819432231e-09,4.9548062778693938e-16,9.884169801707565e-15,1.9083955941144789e-14,2.0824492061864558e-12,9.2540119571158974e-20,1.0703644262201635e-18,2.2007074530759082e-12,6.1959255142223856e-15,3.308778316920889e-09,7.5447689386701978e-16,6.3918230080033535e-17,7.2190142842907045e-21,3.4411949779595369e-16,4.9467695002861473e-15
0.0570848492942845,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102055200185932,0.099934114369891539,4.556307582352726e-32,0.099964926538006996,2.1517050988681563e-12,9.2509502535238847e-07,6.2827469000549119e-09,1.3600740922069691e-05,0.0,3.5363832071583167e-06,5.3998429957997435e-11,2.1805648383424165e-12,1.1216167798860827e-08,1.8201736951686475e-13,0.0,0.0,1.4407672463855317e-20,0.0,3.5110819507868502e-05,3.5068662577765654e-05,2.8944800255805235e-05,7.1261395708583179e-10,4.9828136068132238e-11,2.5286448932458498e-09,3.2480872350251497e-10,4.7861256360720256e-09,4.9466146288382429e-16,9.8847481717708411e-15,1.9092261332452252e-14,2.0819298292997136e-12,9.2558400670173428e-20,1.0708716873754667e-18,2.2017504015119684e-12,6.2023124081730849e-15,3.311535670279402e-09,7.5541441224713012e-16,6.3976770604401051e-17,7.2241987394992999e-21,3.4436664756234129e-16,4.9503234611959318e-15
0.05710650223810378,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102054628771966,0.09993410792486275,4.5682508880578375e-32,0.09996492653596982,2.1543773833830115e-12,9.2546044344290087e-07,6.2857235984011124e-09,1.3604184113838206e-05,0.0,3.5359424536362336e-06,5.4021919728717537e-11,2.1809973231567526e-12,1.1216823947511887e-08,1.8218397610595569e-13,0.0,0.0,1.4422778633988135e-20,0.0,3.5110816411062799e-05,3.5068661745639734e-05,2.8950515643962769e-05,7.1252512475506987e-10,4.9812086934520754e-11,2.5273313400077854e-09,3.2493701719529832e-10,4.7873371880624248e-09,4.9384407455832389e-16,9.8853261765139889e-15,1.9100566173708264e-14,2.0814107612244949e-12,9.2576677083478075e-20,1.0713790288571497e-18,2.202793515102268e-12,6.2087022408491288e-15,3.3142936715317037e-09,7.5635257224672781e-16,6.4035329165254807e-17,7.2293835491350151e-21,3.4461381423620007e-16,4.9538776649889405e-15
0.05712815518192307,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102054057504183,0.099934101481342519,4.5766388579928878e-32,0.099964926533931867,2.1570514957959984e-12,9.2582584004679478e-07,6.2887007680906615e-09,1.360762644760219e-05,0.0,3.5355019070833812e-06,5.4045407944683733e-11,2.1814296973325923e-12,1.1217479682025365e-08,1.8235063399792528e-13,0.0,0.0,1.4437892006965966e-20,0.0,3.5110813315000926e-05,3.506866091372604e-05,2.8956229567652894e-05,7.1243633413862269e-10,4.9796049571779279e-11,2.5260190302212075e-09,3.2506530333983736e-10,4.7885484380910707e-09,4.9302845791991187e-16,9.8859038163270747e-15,1.9108870464971375e-14,2.0808920016802215e-12,9.2594948813771057e-20,1.0718864506598793e-18,2.2038367938359266e-12,6.215095011893736e-15,3.3170523204261074e-09,7.5729137393960713e-16,6.4093905756023519e-17,7.2345687128291412e-21,3.4486099780056711e-16,4.9574321114089215e-15
0.05714980812574235,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102053486382505,0.099934095039329957,4.583626762326589e-32,0.099964926531893164,2.1597274363182354e-12,9.2619121516389868e-07,6.2916784090919874e-09,1.3611067923864864e-05,0.0,3.5350615673373193e-06,5.4068894606060037e-11,2.1818619609333689e-12,1.121813500284506e-08,1.8251734317403112e-13,0.0,0.0,1.4453012581997544e-20,0.0,3.5110810219680736e-05,3.5068660082024932e-05,2.896194202771714e-05,7.1234758520374288e-10,4.9780023967673765e-11,2.5247079622579405e-09,3.251935819360699e-10,4.7897593863350594e-09,4.9221460835952167e-16,9.886481091601055e-15,1.9117174206298855e-14,2.0803735503845275e-12,9.2613215863746102e-20,1.072393952778257e-18,2.2048802377017532e-12,6.2214907209503209e-15,3.3198116167102755e-09,7.5823081739984439e-16,6.4152500370119175e-17,7.2397542301983385e-21,3.4510819823660235e-16,4.9609868001983393e-15
0.057171461069561634,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102052915406844,0.099934088598824217,4.5912363735941483e-32,0.09996492652985367,2.1624052051643135e-12,9.2655656879072384e-07,6.2946565213729516e-09,1.361450854313728e-05,0.0,3.5346214342332085e-06,5.4092379713013358e-11,2.1822941140239364e-12,1.1218789910421748e-08,1.8268410361524359e-13,0.0,0.0,1.44681403582623e-20,0.0,3.5110807125105853e-05,3.5068659250535127e-05,2.8967653025016554e-05,7.1225887791722659e-10,4.9764010107231797e-11,2.5233981343483664e-09,3.2532185298278138e-10,4.7909700329742921e-09,4.9140252082172317e-16,9.8870580027335471e-15,1.9125477397751828e-14,2.0798554070510484e-12,9.2631478236150164e-20,1.0729015352068465e-18,2.2059238466887828e-12,6.2278893676551666e-15,3.3225715601279644e-09,7.5917090270277295e-16,6.4211113000852334e-17,7.2449401008625473e-21,3.453554155273224e-16,4.9645417310883004e-15
0.05719311401338092,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102052344577116,0.099934082159824453,4.5988185549899264e-32,0.0999649265278134,2.1650848025500385e-12,9.2692190093333682e-07,6.2976351049010905e-09,1.3617948305933574e-05,0.0,3.5341815076049487e-06,5.4115863265712145e-11,2.1827261566682476e-12,1.1219444405208459e-08,1.8285091530242697e-13,0.0,0.0,1.448327533498994e-20,0.0,3.5110804031266094e-05,3.506865841925933e-05,2.8973362560398826e-05,7.1217021224554756e-10,4.9748007981014134e-11,2.5220895450140082e-09,3.2545011648208286e-10,4.7921803781896399e-09,4.9059219135958032e-16,9.8876345501228896e-15,1.9133780039385191e-14,2.0793375713928989e-12,9.2649735933709455e-20,1.0734091979400104e-18,2.2069676207849155e-12,6.2342909516481722e-15,3.325332150421422e-09,7.6011162992406212e-16,6.4269743641497339e-17,7.2501263243982751e-21,3.4560264965011514e-16,4.9680969038053555e-15
0.0572147669572002,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102051773893235,0.099934075722329818,4.6065268730274242e-32,0.099964926525772393,2.167766228688593e-12,9.272872115829648e-07,6.300614159644145e-09,1.3621387212761929e-05,0.0,3.5337417872888613e-06,5.4139345264323636e-11,2.1831580889315046e-12,1.1220098487652358e-08,1.8301777821665278e-13,0.0,0.0,1.4498417511330909e-20,0.0,3.5110800938173858e-05,3.5068657588193679e-05,2.8979070634730617e-05,7.1208158815578359e-10,4.9732017571664993e-11,2.520782192361614e-09,3.2557837243092299e-10,4.7933904221600634e-09,4.8978361427616104e-16,9.8882107341643175e-15,1.9142082131264481e-14,2.0788200431267437e-12,9.2667988959175011e-20,1.0739169409723874e-18,2.2080115599797964e-12,6.2406954725632913e-15,3.3280933873359166e-09,7.6105299913860813e-16,6.4328392285399631e-17,7.2553129004487118e-21,3.4584990059076813e-16,4.9716523180842614e-15
0.057236419901019485,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24102051203355118,0.099934069286339383,4.6143932745296612e-32,0.099964926523730568,2.1704494837921039e-12,9.2765250074163218e-07,6.3035936855698955e-09,1.362482526412774e-05,0.0,3.5333022731218997e-06,5.4162825709014792e-11,2.1835899108771305e-12,1.122075215819795e-08,1.8318469233909995e-13,0.0,0.0,1.4513566886503472e-20,0.0,3.5110797845823372e-05,3.5068656757339597e-05,2.8984777248852914e-05,7.1199300561504382e-10,4.9716038867486233e-11,2.5194760747985774e-09,3.2570662083000315e-10,4.7946001650633965e-09,4.8897678524995472e-16,9.8887865552490837e-15,1.9150383673446263e-14,2.0783028219702819e-12,9.2686237315244566e-20,1.0744247642984283e-18,2.2090556642617402e-12,6.2471029300439123e-15,3.3308552706181529e-09,7.6199501042081802e-16,6.4387058925943872e-17,7.2604998286210775e-21,3.4609716832957358e-16,4.9752079736631358e-15
