Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),H2OX(23),C2H6X(52),C2H4X(205),CH2X(27),CHX(28),CX(26),OCX(25),C2H4X(65),COX(50)
1.5076196781146791e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42992633291443738,0.098297104257004705,0.014715965738995281,0.0,0.00041319489438886042,0.0070564896879005065,0.00059954924049329737,0.0010892564006949477,2.4060203472505827e-13,0.010322213036492285,4.2056270711717655e-09,0.00030487860391795115,4.9317259294615758e-08,6.3129322639673065e-06,3.3258647139068704e-11,5.54878721089334e-12,5.7904323417339489e-06,7.5259130969855748e-05,0.0068547531458435533,0.015185097067439639,0.00019109680490308982,1.1634518532005218e-06,3.7790361657992725e-08,2.6358102750511979e-07,0.00013708017895930591,0.00011908702690121129,1.846488364533671e-08,2.9145001247378536e-06,8.0299219537099774e-06,2.0570669952840656e-09,3.2960241519698075e-07,1.9328379188088847e-07,1.310066465974552e-12,2.0618190478614807e-11,1.8033722259618812e-09
1.5176061119355664e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42986194853248261,0.098229661560008549,0.014674515671358126,0.0,0.00042070441986008468,0.007097887001679435,0.00060608134265837798,0.0010988643627434232,2.4602273739203174e-13,0.010362395132304239,4.2671766073668055e-09,0.00030476150698747871,4.9785335281786523e-08,6.4166200872791975e-06,3.360808423617308e-11,5.6267491135428546e-12,5.838239562503747e-06,7.6580635590568663e-05,0.0068489985403713425,0.01525379528630668,0.00019157509317091272,1.1718147399426265e-06,3.7830614589256131e-08,2.6454885145337813e-07,0.00013786492453457549,0.00012117823442002942,1.8795396600651628e-08,2.9397931122618215e-06,8.1724940178941982e-06,2.065186702895416e-09,3.3003905318668264e-07,1.930277282575469e-07,1.3237209976065633e-12,2.0977091474070288e-11,1.8227470721024182e-09
1.5275925457564537e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42979790816822944,0.098162391413815525,0.014633194688982214,0.0,0.00042829346433128197,0.0071391751264560481,0.00061263418544232407,0.0011084559634275861,2.5152517855517671e-13,0.010402331851971884,4.3289884963353391e-09,0.0003046462000320686,5.0253210072232304e-08,6.5210554331656548e-06,3.3958590745530026e-11,5.7051599670056305e-12,5.8860525024886382e-06,7.7914250650087952e-05,0.0068432629237654028,0.015322134338245931,0.00019205055206055757,1.1801604839776351e-06,3.786947957418241e-08,2.6551018279728223e-07,0.00013864741768276697,0.0001232886072955749,1.9129313238813306e-08,2.9650370668606977e-06,8.3163796798182095e-06,2.0732644049392403e-09,3.3047166120937554e-07,1.9277350731706538e-07,1.3374143975886621e-12,2.1339217927717435e-11,1.8421798751527746e-09
1.537578979577341e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42973421079646246,0.098095293482964349,0.014592002291242081,0.0,0.00043596214165682518,0.0071803538616532431,0.00061920760025424364,0.0011180307911438053,2.5710992324165404e-13,0.010442024657071218,4.3910577927456662e-09,0.00030453265736998022,5.072086261866727e-08,6.6262332462665984e-06,3.4310159524298883e-11,5.7840172480787356e-12,5.9338701902908844e-06,7.9259963062778879e-05,0.0068375462395094721,0.015390115285472487,0.0001925232052138727,1.188488850391863e-06,3.7906972033169321e-08,2.6646506551069212e-07,0.00013942765703127096,0.00012541812482518854,1.9466637241786645e-08,2.9902309589483004e-06,8.4615773637255199e-06,2.0813003718061493e-09,3.3090029462825533e-07,1.9252111396124199e-07,1.3511463356112945e-12,2.1704565598836304e-11,1.8616701432288373e-09
1.5475654133982283e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42967085539307287,0.098028367432033997,0.014550937980041844,0.0,0.00044371056028195559,0.0072214230124165377,0.0006258014198819396,0.0011275884417951954,2.6277753356761508e-13,0.010481474995671225,4.4533795659644184e-09,0.00030442085371087149,5.1188272174948053e-08,6.7321484325560659e-06,3.4662783481818881e-11,5.8633184323795174e-12,5.9816916637905856e-06,8.0617759171375318e-05,0.0068318484312331028,0.015457739189198821,0.00019299307596414505,1.1967996081122308e-06,3.7943107217655547e-08,2.6741354315451445e-07,0.00014020564130352148,0.000127566765401495,1.980737206614553e-08,3.015373779262187e-06,8.6080854338036875e-06,2.0892948719275524e-09,3.3132500787633561e-07,1.922705332599147e-07,1.3649164844080992e-12,2.2073130104745059e-11,1.8812173890051081e-09
1.5575518472191156e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42960784093503374,0.097961612925588096,0.014510001259799852,0.0,0.00045153882326542998,0.007262382389622307,0.00063241547847708434,0.0011371285186815904,2.6852856870688472e-13,0.010520684302583247,4.5159489006670988e-09,0.00030431076414875216,5.1655418292406741e-08,6.8387958605724294e-06,3.5016455578695021e-11,5.943060994510292e-12,6.0295159700317889e-06,8.198762475552768e-05,0.0068261694427064782,0.015525007109656598,0.00019346018734301535,1.205092529866844e-06,3.7977900212561507e-08,2.6835565888348276e-07,0.0001409813693191013,0.00012973450652593131,2.0151520944281184e-08,3.0404645385463382e-06,8.7559021951722754e-06,2.0972481718109021e-09,3.3174585447732793e-07,1.9202175044685728e-07,1.3787245197212552e-12,2.2444906923150819e-11,1.9008211296617393e-09
1.567538281040003e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42954516640037782,0.097895029628120939,0.014469191637433421,0.0,0.0004594470283026877,0.0073032318098843474,0.00063904961154061387,0.0011466506323917385,2.7436358486034757e-13,0.010559653999603754,4.5787608974327183e-09,0.00030420236415510239,5.2122280816257995e-08,6.9461703626305834e-06,3.5371168825909642e-11,6.0232424082201662e-12,6.0773421651117759e-06,8.3369545040247982e-05,0.006820509217835443,0.015591920106117523,0.00019392456208718579,1.2133673921461426e-06,3.8011365938678182e-08,2.6929145545276842e-07,0.00014175483999381722,0.00013192132482211266,2.0499086885628306e-08,3.0655022672403485e-06,8.9050258948571901e-06,2.1051605360780262e-09,3.3216288706846167e-07,1.9177475092168318e-07,1.392570120266774e-12,2.2819891394468786e-11,1.9204808868323524e-09
1.5775247148608902e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42948283076817395,0.097828617204006083,0.014428508622343725,0.0,0.00046743526774952946,0.0073439710955588398,0.00064570365590836199,0.0011561544006976439,2.802831352260307e-13,0.010598385495750621,4.6418106733229351e-09,0.00030409562957214658,5.2588839882076613e-08,7.0542667360163223e-06,3.5726916283959697e-11,6.1038601465640201e-12,6.1251693140734247e-06,8.4763504704254384e-05,0.0068148677006567068,0.015658479236913263,0.00019438622264493236,1.2216239751645869e-06,3.8043519155005271e-08,2.7022097522442163e-07,0.00014252605233974465,0.00013412719604903874,2.0850072677908361e-08,3.0904860151749039e-06,9.0554547227516594e-06,2.1130322274942122e-09,3.3257615741781273e-07,1.9152952024077859e-07,1.4064529677013028e-12,2.3198078724110002e-11,1.9401961865526774e-09
1.5875111486817775e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42942083301850664,0.097762375317446998,0.014387951726400741,0.0,0.00047550362864629675,0.0073846000747477365,0.00065237744973688672,0.0011656394484510009,2.8628776996988028e-13,0.010636880187493291,4.705093362445933e-09,0.00030399053660628249,5.3055075912344225e-08,7.1630797441631617e-06,3.6083691062017509e-11,6.1849116820588135e-12,6.1729964908004798e-06,8.6169487888216218e-05,0.006809244835333233,0.015724685559454468,0.00019484519118241817,1.2298620628228793e-06,3.807437446104055e-08,2.711442601736583e-07,0.00014329500546524337,0.00013635209511414303,2.1204480888389741e-08,3.1154148512734049e-06,9.2071868125641787e-06,2.1208635070113023e-09,3.3298571645012865e-07,1.9128604412863642e-07,1.4203727465875701e-12,2.3579463984738613e-11,1.9599665592098835e-09
1.5964989391205761e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42936532309121661,0.097702903151443837,0.014351557950460695,0.0,0.00048283372496797541,0.0074210717065305333,0.00065840061726120988,0.0011741596809212852,2.9176514062889311e-13,0.010671324086543379,4.7622429159821911e-09,0.00030389733714259056,5.3474396191891867e-08,7.2616198198310775e-06,3.6405661064191267e-11,6.2582268712914572e-12,6.2160402152028324e-06,8.7445139328467777e-05,0.0068042001578272789,0.015783970471905929,0.00019525597928669189,1.2372603525173482e-06,3.8101046462898509e-08,2.7196992024044274e-07,0.00014398513098536607,0.00013837075165934253,2.1526376390590047e-08,3.1378030997617454e-06,9.344858395308907e-06,2.1278773206345641e-09,3.3335118782052338e-07,1.9106840410102447e-07,1.4329318655852049e-12,2.392544077264368e-11,1.9778065972946082e-09
1.6054867295593748e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42931008528132558,0.097643568603558981,0.014315265585232308,0.0,0.00049022884189657339,0.0074574537382616456,0.0006644395356622709,0.0011826641878089615,2.9731226953093506e-13,0.01070557829598928,4.8195736800147499e-09,0.00030380543156008241,5.389342530974384e-08,7.3607322387814276e-06,3.6728452696264369e-11,6.3318895456650454e-12,6.2590825561274037e-06,8.8730504241872038e-05,0.0067991705026584246,0.015842971235033938,0.00019566462035980754,1.2446433364656915e-06,3.8126689278546465e-08,2.727905938601009e-07,0.0001446734253782824,0.00014040478028346117,2.1851047517099953e-08,3.1601454782632875e-06,9.4835826259968952e-06,2.134858798257833e-09,3.3371372956531695e-07,1.9085216364039638e-07,1.4455204199570283e-12,2.4274000013310996e-11,1.9956905312364798e-09
1.6135757409542936e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42926060329994747,0.097590284971191529,0.014282688872735587,0.0,0.00049694008322004931,0.0074901208649954349,0.00066988793391440868,0.0011903045843365831,3.0236465506901302e-13,0.010736245720615102,4.8713234016210655e-09,0.00030372380906802253,5.4270291254666298e-08,7.450419560269955e-06,3.7019663587172088e-11,6.3984815291184071e-12,6.29781893682005e-06,8.9895627237546183e-05,0.0067946566236628883,0.015895829609774908,0.00019603057450842454,1.2512748115623591e-06,3.8148896390336869e-08,2.7352496135690313e-07,0.00014529132434485227,0.00014224853264468493,2.2145625865172285e-08,3.1802138706747085e-06,9.6093332304226314e-06,2.1411146350806273e-09,3.340375416079666e-07,1.9065873551717254e-07,1.4568751009272361e-12,2.4589908139226686e-11,2.0118233270446304e-09
1.6216647523492123e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42921134059293314,0.097537112431784284,0.014250193764146324,0.0,0.00050370406971709278,0.0075227152437696079,0.00067534891350408746,0.001197931847265828,3.0747415076637408e-13,0.010766761019397239,4.9232145108385213e-09,0.00030364320920255728,5.4646900413284594e-08,7.5405644903549415e-06,3.7311532438400132e-11,6.4653521390982492e-12,6.3365531892893684e-06,9.1068598456039732e-05,0.0067901548505415734,0.015948459006685685,0.00019639481344964533,1.2578936596987777e-06,3.8170285677002431e-08,2.7425533556231954e-07,0.00014590773944856715,0.00014410470523476456,2.2442454556077424e-08,3.2002441311094417e-06,9.7359341883454558e-06,2.147344566144146e-09,3.3435903484723838e-07,1.9046642558556776e-07,1.4682532809905002e-12,2.4907902057291038e-11,2.0279911670937412e-09
1.629753763744131e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42916229662056665,0.097484050806177822,0.014217780005878413,0.0,0.00051052083505662431,0.007555236797018197,0.00068082239149978353,0.0012055457935600026,3.1264104154547175e-13,0.010797124905801017,4.9752444661446722e-09,0.00030356362015135043,5.5023243047863639e-08,7.6311641723988237e-06,3.7604055699477367e-11,6.532500032099992e-12,6.3752848419203624e-06,9.2249408231038401e-05,0.0067856651538954153,0.01600085998562021,0.00019675734832566791,1.2644997746341235e-06,3.8190864529026223e-08,2.7498173789476764e-07,0.00014652267044630915,0.00014597328275908002,2.2741534433738192e-08,3.2202358086821203e-06,9.8633843791998461e-06,2.1535487259253474e-09,3.3467823443103392e-07,1.9027522662606924e-07,1.4796547992712624e-12,2.5227978844858527e-11,2.0441938119302929e-09
1.6378427751390498e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42911347084352541,0.097431099915039676,0.014185447345374178,0.0,0.00051739041067941577,0.0075876854496454765,0.0006863082855070278,0.0012131462430027471,3.1786561096045035e-13,0.010827338088383954,5.0274107345627116e-09,0.00030348503024456622,5.5399309536586168e-08,7.7222157378106691e-06,3.7897229839098065e-11,6.5999238647335252e-12,6.4140134266790012e-06,9.3438046683148702e-05,0.0067811875043702176,0.016053033106073717,0.00019711819017066806,1.2710930516294464e-06,3.8210640273234123e-08,2.7570418961970494e-07,0.00014713611713623956,0.00014785424958577227,2.3042866250238117e-08,3.2401884600723366e-06,9.9916826603534759e-06,2.1597272482269912e-09,3.3499516519007738e-07,1.9008513148190862e-07,1.491079496072883e-12,2.5550135527189487e-11,2.0604310238612717e-09
1.6459317865339686e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42906486272287581,0.097378259578851545,0.014153195531099397,0.0,0.00052431282580754277,0.0076200611290239868,0.00069180651366390448,0.0012207330181660285,3.2314814118843609e-13,0.010857401270863763,5.0797107918269347e-09,0.00030340742795288104,5.5775090372485568e-08,7.8137163064198148e-06,3.8191051344885633e-11,6.6676222937724047e-12,6.4527384790812283e-06,9.4634503722570873e-05,0.0067767218726554031,0.016104978927187444,0.00019747734991263722,1.2776733874356244e-06,3.8229620173499119e-08,2.7642271185153188e-07,0.00014774807935774667,0.00014974758974997261,2.3346450666293805e-08,3.2601016494325991e-06,1.012082786741102e-05,2.1658802662242784e-09,3.3530985164195096e-07,1.8989613306045555e-07,1.502527212865848e-12,2.5874369078175107e-11,2.0767025669380488e-09
1.6540207979288874e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42901647172006768,0.097325529617897213,0.014121024312538312,0.0,0.0005312881074539974,0.0076523637649921058,0.00069731699463664888,0.0012283059443787049,3.2848891302106338e-13,0.010887315152184614,5.1321421225437288e-09,0.0003033308018855401,5.6150576162379751e-08,7.9056629868438707e-06,3.8485516723146059e-11,6.7355939762023331e-12,6.4914595381626676e-06,9.5838769051740272e-05,0.0067722682294828317,0.016156698007753077,0.00019783483837517858,1.2842406802827217e-06,3.824781143141081e-08,2.771373255553365e-07,0.00014835855699138364,0.00015165328695798273,2.3652288251735202e-08,3.2799749482981117e-06,1.0250818814513988e-05,2.1720079122507413e-09,3.3562231798003324e-07,1.8970822433225954e-07,1.5139977922727778e-12,2.62006764210507e-11,2.0930082069406296e-09
1.6621098093238061e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42896829729692953,0.09727290985225033,0.014088933440188656,0.0,0.000538316280432378,0.007684593289851392,0.00070283964761525106,0.0012358648496953993,3.3388820585612509e-13,0.010917080426582477,5.184702220349931e-09,0.00030325514078843787,5.6525757625833726e-08,7.9980528768537223e-06,3.8780622498632388e-11,6.8038375692691849e-12,6.530176146448782e-06,9.7050832167952427e-05,0.0067678265456256248,0.016208190906217036,0.00019819066627924442,1.2907948298668507e-06,3.8265221186964418e-08,2.7784805154870587e-07,0.00014896754995880331,0.00015357132459143088,2.3960379485986417e-08,3.299807935497469e-06,1.0381654294638481e-05,2.1781103179099452e-09,3.3593258809676831e-07,1.8952139832938656e-07,1.5254910780636322e-12,2.6529054429106387e-11,2.1093477113618957e-09
1.6693899195792331e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42892512504722491,0.097225646131268814,0.014060120145683933,0.0,0.00054468687694553969,0.0077135372982564607,0.00070782037599013742,0.0012426557366737863,3.387978346573714e-13,0.010943742684664019,5.2321143401273531e-09,0.00030318786165770678,5.6863153163616368e-08,8.0815803149103031e-06,3.9046762378606365e-11,6.8654881770848371e-12,6.5650169131625986e-06,9.8148347236726171e-05,0.006763839231245127,0.016254341590418674,0.00019850950039487989,1.2966822452721844e-06,3.8280227634566947e-08,2.7848439803877607e-07,0.00014951437420817465,0.00015530809553181854,2.4239588790313409e-08,3.317622815211774e-06,1.0500127288055563e-05,2.1835810110210256e-09,3.3620997294977113e-07,1.893541749448411e-07,1.5358543210280651e-12,2.682636243116949e-11,2.124082028619779e-09
1.6766700298346601e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42888212739963255,0.097178471391081767,0.014031371549861059,0.0,0.00055110034877401402,0.0077424219879315718,0.00071281084047280141,0.0012494350080627325,3.4375529234800904e-13,0.010970285629303198,5.2796269244309805e-09,0.00030312134713061001,5.7200288161634197e-08,8.165462263163834e-06,3.9313415672234845e-11,6.9273569667306495e-12,6.5998533783382374e-06,9.9252161901625669e-05,0.0067598615590182863,0.016300309925812516,0.00019882700573477778,1.3025588634853575e-06,3.8294611918976827e-08,2.7911762719969707e-07,0.00015005999584831103,0.0001570548359325353,2.4520624088807849e-08,3.3354044102244417e-06,1.0619282449491162e-05,2.189031460730322e-09,3.3648561497631944e-07,1.8918781798023627e-07,1.5462357182385914e-12,2.7125342751216213e-11,2.1388434219841763e-09
1.6832221290645443e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42884357847797655,0.097136090094690208,0.014005552982374415,0.0,0.00055690914305002524,0.0077683674545211178,0.00071731053506813279,0.001255526321928804,3.4825806391173554e-13,0.010994072676958731,5.3224726532220502e-09,0.00030306213123828168,5.7503481495499358e-08,8.2412573568436127e-06,3.9553840541984397e-11,6.9832246144383851e-12,6.6312022493958136e-06,0.00010025097458554818,0.0067562898805125201,0.016341525855335149,0.00019911163072758344,1.3078385303030258e-06,3.830703002460817e-08,2.7968488042551864e-07,0.00015055002711610141,0.00015863541562902541,2.4775117218889291e-08,3.3513791456950878e-06,1.0727104586074812e-05,2.1939196354800377e-09,3.3673221657350485e-07,1.8903883340506365e-07,1.5555944053952479e-12,2.7395852904407765e-11,2.152151688861391e-09
1.6897742282944284e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42880517038158272,0.097093780670026678,0.013979786544550114,0.0,0.00056275268623450045,0.0077942648059347516,0.00072181802712224547,0.0012616080439515924,3.5279988520008242e-13,0.011017763842946884,5.3653969803979838e-09,0.00030300352253195373,5.7806453783033113e-08,8.3173363109447049e-06,3.9794677443302115e-11,7.0392674842656421e-12,6.6625471354426414e-06,0.00010125487743173533,0.006752725979502534,0.016382594707634181,0.00019939519107927106,1.3131093441106346e-06,3.8318951969383933e-08,2.8024963144705205e-07,0.0001510390843316486,0.00016022405079263858,2.5031089616535767e-08,3.3673264739274313e-06,1.0835477849717198e-05,2.1987915584965806e-09,3.3697743222163897e-07,1.888905430298977e-07,1.56496762630886e-12,2.7667713950673748e-11,2.1654816326484941e-09
1.6963263275243126e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42876690282532298,0.097051543020895845,0.013954072106191982,0.0,0.000568630986302681,0.0078201140120821369,0.00072633327491789749,0.0012676800890940123,3.5738090129971648e-13,0.011041359485327277,5.4083985966341211e-09,0.00030294551534644829,5.8109200356105752e-08,8.3936975594183758e-06,4.0035924572124328e-11,7.0954848635506009e-12,6.6938878015428021e-06,0.00010226386438335498,0.0067491698405478919,0.016423516778687603,0.0001996776922520333,1.31837125504448e-06,3.8330381404318821e-08,2.8081189098528282e-07,0.00015152716755140508,0.00016182073183948877,2.5288541322828355e-08,3.3832461880239959e-06,1.0944401550087779e-05,2.2036472981305514e-09,3.3722127391085451e-07,1.8874294330035949e-07,1.57435530063076e-12,2.794092411308486e-11,2.1788331337905205e-09
1.7022232168312084e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42873258195096858,0.097013590425160875,0.013930973463948535,0.0,0.00057395117934707772,0.0078433371093897756,0.00073040359478745293,0.0012731365865961939,3.6153744676913177e-13,0.011062514185202594,5.4471650546440331e-09,0.00030289381854153001,5.8381475465036865e-08,8.4626627472888009e-06,4.0253396247508801e-11,7.1462291216553326e-12,6.7220905999618735e-06,0.00010317629447760262,0.0067459759392968889,0.01646022138918344,0.00019993104219148339,1.3230993222019845e-06,3.8340249797257904e-08,2.8131580316424689e-07,0.00015196560974353778,0.00016326461598567654,2.5521512670904951e-08,3.3975501519944595e-06,1.1042902926463019e-05,2.2080036832055967e-09,3.3743956651726624e-07,1.8861069112167137e-07,1.5828164991591207e-12,2.8187965268888419e-11,2.1908678181103751e-09
1.7075304172074145e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4287017901261399,0.09697948267235236,0.013910220530329013,0.0,0.00057876343259564598,0.0078642045169302656,0.00073407220027876504,0.0012780406245255606,3.6530566881498301e-13,0.011081487720465136,5.4821067055454924e-09,0.00030284770076386645,5.8626360783970141e-08,8.5249248841619192e-06,4.0449402535689852e-11,7.1920188879416959e-12,6.7474698943998813e-06,0.0001040009945642833,0.0067431067838141174,0.016493154268331832,0.00020015833060235854,1.3273483534917703e-06,3.8348794945558822e-08,2.817676124234875e-07,0.0001523595332809964,0.00016456967124235707,2.5732211363068106e-08,3.4104043328574511e-06,1.1131934460626572e-05,2.2119133100619766e-09,3.3763509365000788e-07,1.8849213790287464e-07,1.5904414843554629e-12,2.8411234301699676e-11,2.201713810003595e-09
1.7128376175836206e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42867109000322551,0.096945421840051324,0.01388950148345686,0.0,0.00058359850099468482,0.0078850402863048716,0.00073774582084198124,0.0012829381658579688,3.6909986251362186e-13,0.011100399213186642,5.5170967517362357e-09,0.00030280196774910639,5.8871089862502955e-08,8.5873694374741014e-06,4.0645674790713082e-11,7.2379218834976642e-12,6.7728460071022567e-06,0.00010482901929477877,0.0067402426936120363,0.01652599137010485,0.00020038493366635981,1.3315914569195502e-06,3.835702336815992e-08,2.8221780588852605e-07,0.00015275281793748055,0.00016587998793759134,2.5943880579145601e-08,3.4232400378091604e-06,1.122132588139683e-05,2.2158124397290526e-09,3.3782974027415456e-07,1.8837403157011932e-07,1.5980758111119312e-12,2.8635385265345316e-11,2.2125737353977127e-09
1.7181448179598268e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42864048143098732,0.096911407876908051,0.013868816254952688,0.0,0.00058845638701789994,0.007905844403537917,0.00074142443471752507,0.0012878291674979206,3.7292010377647713e-13,0.01111924885008384,5.5521345056296702e-09,0.00030275661658995233,5.9115660307748506e-08,8.649995567854884e-06,4.084221206794043e-11,7.2839377300462804e-12,6.7982188159517124e-06,0.00010566036529415079,0.0067373836605136728,0.016558732851530308,0.0002006108542100009,1.335828607136596e-06,3.8364936957843544e-08,2.8266638914386945e-07,0.00015314546377649942,0.00016719556073106721,2.6156520268854292e-08,3.436057162475915e-06,1.1311076805929559e-05,2.219701107941637e-09,3.3802351253894746e-07,1.88256370278361e-07,1.6057194376241492e-12,2.8860417177837385e-11,2.2234475320923275e-09
1.723452018336033e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4286099642582511,0.096877440731518868,0.013848164776617508,0.0,0.00059333709274711456,0.0079266168551036121,0.00074510802023649268,0.0012927135868103944,3.7676646824520995e-13,0.011138036817092002,5.5872192815300787e-09,0.0003027116444017171,5.9360069746217639e-08,8.7128024344520852e-06,4.1039013425831966e-11,7.3300660494285069e-12,6.8235881994356225e-06,0.00010649502915330515,0.0067345296763481844,0.016591378869577077,0.00020083609504318762,1.3400597790478012e-06,3.8372537596952316e-08,2.8311336774937935e-07,0.00015353747086903279,0.00016851638422841356,2.637013036591588e-08,3.4488556037076978e-06,1.1401186847893025e-05,2.2235793505062177e-09,3.3821641654618372e-07,1.8813915219489901e-07,1.6133723222844631e-12,2.908632904897054e-11,2.2343351381815611e-09
1.728759218712239e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42857953833390661,0.096843520352425383,0.013827546980432155,0.0,0.00059824061987357304,0.0079473576279253492,0.00074879655582017692,0.0012975913816175293,3.8063903129090432e-13,0.011156763299371498,5.6223503956479686e-09,0.00030266704832212544,5.9604315823700088e-08,8.7757891949713565e-06,4.1236077925926418e-11,7.3763064636084524e-12,6.8489540366429502e-06,0.00010733300742928501,0.0067316807329507646,0.016623929581155415,0.00020106065895938294,1.3442849478113842e-06,3.8379827157449315e-08,2.8355874724026835e-07,0.00015392883929351658,0.00016984245298166451,2.6584710788126401e-08,3.4616352595686591e-06,1.1491655617500829e-05,2.2274472030365587e-09,3.3840845834768949e-07,1.8802237549853553e-07,1.621034423680781e-12,2.9313119880399414e-11,2.2452364920523657e-09
1.7340664190884452e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42854920350690673,0.096809646688113524,0.01380696279855673,0.0,0.0006031669696992504,0.0079680667093749661,0.00075249001997959358,0.0013024625101953414,3.8453786801327053e-13,0.011175428481314255,5.6575271661151674e-09,0.00030262282551111764,5.9848396205149661e-08,8.8389550057153597e-06,4.1433404632813454e-11,7.4226585946785793e-12,6.8743162072612322e-06,0.00010817429664556221,0.0067288368221625509,0.01665638514311716,0.00020128454873577904,1.3485040888373868e-06,3.8386807500989984e-08,2.8400253312718145e-07,0.00015431956913582756,0.00017117376148972118,2.6800261437421769e-08,3.4743960293277281e-06,1.1582482721544496e-05,2.2313047008846024e-09,3.3859964394753129e-07,1.8790603837552546e-07,1.6287057005970673e-12,2.9540788665716351e-11,2.256151532382821e-09
1.7393736194646513e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42851895962626718,0.096775819687012599,0.013786412163330011,0.0,0.0006081161431381719,0.0079887440872720358,0.00075618839131500566,0.001307326931270463,3.8846305323985975e-13,0.011194032546550159,5.6927489129997408e-09,0.0003025789731506561,6.0092308574585182e-08,8.902299021622759e-06,4.1630992614112038e-11,7.469122064864875e-12,6.8996745915735523e-06,0.00010901889329232766,0.0067259979358305303,0.016688745712256058,0.00020150776713346902,1.3527171777852492e-06,3.8393480479004589e-08,2.8444473089670643e-07,0.00015470966048926807,0.00017251030419881093,2.7016782199928809e-08,3.4871378134492983e-06,1.1673667763425953e-05,2.235151879526977e-09,3.3878997930280232e-07,1.8779013902342665e-07,1.6363861120102996e-12,2.9769334390530276e-11,2.267080198140405e-09
1.7446808198408574e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42848880654106647,0.096742039297494434,0.013765895007268903,0.0,0.00061308814071773415,0.0080093897498830849,0.00075989164851545082,0.0013121846040168939,3.9241466152528882e-13,0.011212575677953392,5.7280149583207155e-09,0.00030253548844453226,6.0336050634975021e-08,8.965820396306917e-06,4.1828840940453286e-11,7.5156964965319911e-12,6.9250290704555686e-06,0.00010986679382678096,0.0067231640658074318,0.016721011445307968,0.00020173031689760867,1.3569241905638329e-06,3.8399847932753873e-08,2.8488534601135475e-07,0.00015509911345454981,0.00017385207550294472,2.7234272946036191e-08,3.4998605135839678e-06,1.176521034318977e-05,2.2389887742740001e-09,3.3897947032193617e-07,1.8767467565193127e-07,1.6440756170893064e-12,2.9998756032542538e-11,2.2780224285803362e-09
1.7499880202170636e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.42845874410044554,0.096708305467872582,0.013745411263067872,0.0,0.00061808296258003786,0.008030003685920821,0.00076359977035828021,0.0013170354880527968,3.9639276715047985e-13,0.011231058057648678,5.7633246260625339e-09,0.00030249236861817566,6.0579620108119946e-08,9.0295182820942855e-06,4.202694868545502e-11,7.562381512188365e-12,6.9503795253725621e-06,0.00011071799467341693,0.0067203352039516533,0.016753182498951122,0.00020195220075757894,1.3611251033301845e-06,3.8405911693396101e-08,2.8532438390952098e-07,0.00015548792813977817,0.00017519906974437227,2.7452733530464464e-08,3.5125640325593602e-06,1.1857110057555258e-05,2.2428154200915484e-09,3.391681228684109e-07,1.8755964647828187e-07,1.6517741751961803e-12,3.0229052561623005e-11,2.2889781632439056e-09
