Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),H2X(36),CH2X(134),CHX(26),C2H6X(39),C2H5X(38),C2H4X(51),CH2(T)(29),C2H3X(50),C3H6(141),C3H6X(151),C3H5X(149),C4H8(196),C4H8X(205),C4H7X(204),C3H5X(150),C5H10(233),SX(254),C4H8(240),C4H8X(315),C3H8X(43),C4H7X(251),C5H9X(252),C6H12(377),SX(388),HOCXO(25),C4H7X(197),C4H7(208),C4H7X(435)
1.0084395860536839e-20,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799999536,0.099999999999997119,0.0,0.099999999999998257,0.0,5.9165833809099621e-59,0.0,2.6803275359309042e-54,0.0,1.2529318743152555e-33,2.9801676256857958e-105,1.0032737766710885e-44,3.5917826971678587e-82,0.0,0.0,0.0,0.0,1.8435071602918904e-120,2.8962884724165648e-15,1.7486548321189915e-15,1.7225214162783512e-24,1.7225214175312971e-24,2.5800714008081415e-72,6.6900368388328815e-39,2.9202594280195516e-50,3.0263450876697324e-68,3.8171884047414873e-75,2.0364675023001922e-134,7.6389473020438185e-63,5.3147797983706761e-137,3.6661233410531244e-169,3.2841128306878587e-183,4.2854444051506202e-186,2.6347567713352871e-218,2.0422641333873229e-232,2.6649539329015961e-235,2.1427222025753101e-186,9.7650059672151413e-268,6.7692829695569799e-282,2.8956119201480859e-219,2.244459311411214e-233,2.625808017888159e-119,2.9287987637828885e-236,4.4166244164218668e-285,6.9504315145348634e-318,0.0,9.6989913891525087e-48,1.7967837133111215e-236,1.1894675511092177e-243,9.3029527914172918e-258
2.017755314232523e-20,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799999073,0.099999999999994219,0.0,0.099999999999996508,0.0,4.7378575916226978e-58,0.0,2.1464358671126609e-53,0.0,5.014992728832254e-33,1.9102740018076308e-103,4.0157097136038595e-44,1.1506720278591967e-80,0.0,0.0,0.0,0.0,1.1810710548516755e-118,5.7950932681184432e-15,3.4988289124541888e-15,3.4465393734162435e-24,3.4465393784312895e-24,4.1324040808914434e-71,2.6777582077681723e-38,2.3379831837957397e-49,4.8474116246593219e-67,6.1141946117730173e-74,2.6094095995114688e-132,6.1158026450634213e-62,6.8100460281995001e-135,1.8798435802546792e-166,3.3679321742304426e-180,4.394820408874645e-183,1.0812711355873362e-214,1.6762395675969461e-228,2.1873278559923976e-231,2.1974102044373225e-183,3.2073424452641062e-263,4.4467785156798436e-277,1.1883228171881676e-215,1.8421963369687937e-229,3.3663036541176824e-117,2.4038851259403602e-232,2.9013044151777244e-280,1.8271041122872852e-312,0.0,3.882124174437438e-47,1.4747552588421807e-232,1.9525708281364011e-239,3.0542529856703859e-253
4.036386770590201e-20,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799998143,0.099999999999988418,0.0,0.099999999999993011,0.0,3.7921233103102418e-57,0.0,1.7180186504920666e-52,0.0,2.0066503220827708e-32,1.2235254037076597e-101,1.6068069558541735e-43,3.6842337716563354e-79,0.0,0.0,0.0,0.0,7.5627850475422608e-117,1.1592702858554744e-14,6.9991770727718703e-15,6.8945752801641312e-24,6.8945753002308483e-24,6.6152803237395184e-70,1.0714520759199695e-37,1.8710971056612554e-48,7.7600685706201649e-66,9.7880676235775547e-73,3.3417947324060802e-130,4.8945008276274363e-61,8.7214272340304767e-133,9.6319479587237065e-164,3.4513266203924217e-177,4.5036419634072761e-180,4.4331426407884962e-211,1.3744952081481114e-224,1.7935811294291624e-227,2.2518209817036381e-180,1.0522205006063964e-258,2.917675102950585e-272,4.8720477024823628e-212,1.5105776564274814e-225,4.3122436016130847e-115,1.9711553471008604e-228,1.903639596335451e-275,4.7963293558559972e-307,1.2139192918319428e-320,1.5533553308008548e-46,1.2092804707126035e-228,3.2021664533259829e-235,1.001779326123583e-248
8.073649683305557e-20,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799996283,0.099999999999976816,0.0,0.099999999999986017,0.0,3.0344337195091441e-56,0.0,1.3747629825053494e-51,0.0,8.0279079205187957e-32,7.833601869841369e-100,6.4282741132689528e-43,1.1792879037257068e-77,0.0,0.0,0.0,0.0,4.8414509961256643e-115,2.318792203555751e-14,1.3999873391996378e-14,1.3790647063548323e-23,1.379064714382826e-23,1.0587196319149984e-68,4.286505980601654e-37,1.4971619660882741e-47,1.2419478599550905e-64,1.5665189954826566e-71,4.2786270987282672e-128,3.9163442987859373e-60,1.1166375524496702e-130,4.9333988759622158e-161,3.5354794455345832e-174,4.6134531282067445e-177,1.8166912890223742e-207,1.1265297867620269e-220,1.4700106304325125e-223,2.3067265641033723e-177,3.4499542690910066e-254,1.9132578695611647e-267,1.9965535372953637e-208,1.2380623192389928e-221,5.5218311918535811e-113,1.615549621329017e-224,1.2483067203418364e-270,1.2582087466483806e-301,6.369662940671589e-315,6.2144327349200005e-46,9.9112030645877153e-225,5.2489598005168749e-231,3.284212843300015e-244
1.614817550873627e-19,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799992564,0.099999999999953626,0.0,0.099999999999972014,0.0,2.4278410394017473e-55,0.0,1.09994961888169e-50,0.0,3.2114245012357423e-31,5.0144751268296347e-98,2.5715189181793513e-42,3.7742522034140121e-76,0.0,0.0,0.0,0.0,3.0989634550284145e-113,4.6378360374083716e-14,2.8001266024801973e-14,2.7582790509870404e-23,2.7582790831016283e-23,1.6941712647054024e-67,1.714741931099197e-36,1.1978432934287209e-46,1.9873861091922369e-63,2.506771548059938e-70,5.47741651978464e-126,3.1333729145344368e-59,1.4294980228039756e-128,2.5263950682376787e-158,3.6210408314409318e-171,4.7251023268469752e-174,7.4430308216980531e-204,9.2308431388487987e-217,1.2045342878490162e-219,2.3625511634234876e-174,1.130825484746624e-249,1.2542547513034241e-262,8.1799310675709662e-205,1.014474645882459e-217,7.0693222284026196e-111,1.3237896871805202e-220,8.1833957681898465e-266,3.2995027962571598e-296,3.3407367028976409e-309,2.4859753471931856e-45,8.121286583249769e-221,8.6020450050985945e-227,1.0764392564348847e-239
3.2297227159597695e-19,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799985126,0.099999999999907246,0.0,0.099999999999944009,0.0,1.942390464094341e-54,0.0,8.8001537730959794e-50,0.0,1.2846220593445163e-30,3.2095708292021067e-96,1.0286494233351203e-41,1.20784429664037e-74,0.0,0.0,0.0,0.0,1.9835518864635566e-111,9.2759236989218826e-14,5.600405126783948e-14,5.5167076920729313e-23,5.516707820536507e-23,2.7108499148006084e-66,6.8592467603443834e-36,9.5832011865318773e-46,3.1800333653048524e-62,4.0111028286717598e-69,7.0118559334633513e-124,2.506817310670713e-58,1.8299565428227769e-126,1.2936902429925907e-155,3.7084504515249046e-168,4.8391632904453854e-171,3.0491630986300478e-200,7.5631412073594606e-213,9.8691558011801493e-216,2.4195816452226927e-171,3.7061944095478699e-245,8.2214488738591703e-258,3.3510467117593675e-201,8.3119330300437697e-214,9.0496043724271397e-109,1.0846255521800223e-216,5.3640912959872542e-261,8.6513299614219378e-291,1.7518891369422903e-303,9.9443055614280905e-45,6.6540370444689247e-217,1.4095876519489867e-222,3.5278445532978882e-235
6.459533046132054e-19,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799970249,0.099999999999814487,0.0,0.099999999999887998,0.0,1.5539594257110488e-53,0.0,7.0403455245475649e-49,0.0,5.1385926800071348e-30,2.0542188044015683e-94,4.1146814069474211e-41,3.8652267910841104e-73,0.0,0.0,0.0,0.0,1.2697399647221726e-109,1.8552098997181986e-13,1.1200962166361976e-13,1.1033564781530617e-22,1.1033565295395372e-22,4.3375005689683611e-65,2.743754470955401e-35,7.6667427818418257e-45,5.0882256987200225e-61,6.4179645196889701e-68,8.9770544557964746e-122,2.0055014134011868e-57,2.342834722957074e-124,6.625169292844365e-153,3.7982987180444258e-165,4.9564064500541599e-168,1.2492321701167984e-196,6.1971884788985504e-209,8.0867217726430277e-212,2.47820322502708e-168,1.2147490487243063e-240,5.3893541890361817e-253,1.3729129011743391e-197,6.8107436049243866e-210,1.1584025299963597e-106,8.8873508987772896e-213,3.5162887172782393e-256,2.2684913005927974e-285,9.1873625946855327e-298,3.9778027819813358e-44,5.4522629236994397e-213,2.3100089186076175e-218,1.1562722034016877e-230
1.2919153706476624e-18,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799940495,0.099999999999628969,0.0,0.09999999999977599,0.0,1.2431863626169193e-52,0.0,5.6323650561526791e-48,0.0,2.0554578991687794e-29,1.3147239424598518e-92,1.6458893056412975e-40,1.2368870059491068e-71,0.0,0.0,0.0,0.0,8.1322930263763005e-108,3.7104449494634502e-13,2.2402076209400139e-13,2.2067278189589664e-22,2.206728024506951e-22,6.9401134360511877e-64,1.0975129087525654e-34,6.1334667868775639e-44,8.1412984457516477e-60,1.0268856204368656e-66,1.1499006221506116e-119,1.6044201120829476e-56,3.0010145579980081e-122,3.3945789942661787e-150,3.8923136931460108e-162,5.0790867591510808e-165,5.1206459374060491e-193,5.0804977278646626e-205,6.6295501242627275e-208,2.5395433795755404e-165,3.9834653358342463e-236,3.5346074856789562e-248,5.6276175381822239e-194,5.5834944390842666e-206,1.4827825207700448e-104,7.2859113880578813e-209,2.3061576585615727e-251,5.9511994874620134e-280,4.8204573176374498e-292,1.591137001569345e-43,4.4697837047319378e-209,3.7875062337488765e-214,3.7916473156272666e-226
2.5838395027165766e-18,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799880987,0.099999999999257919,0.0,0.099999999999551961,0.0,9.9455661895565011e-52,0.0,4.5059269121622563e-47,0.0,8.2218727588251279e-29,8.4142328771070155e-91,6.5835907083741755e-40,3.95802583696754e-70,0.0,0.0,0.0,0.0,5.2196879004672459e-106,7.4209150093268833e-13,4.4804304151004884e-13,4.4134701922282901e-22,4.4134710144243456e-22,1.1104271389436826e-62,4.3900736111104861e-34,4.9068021780752091e-43,1.3026185693086645e-58,1.6430109828479966e-65,1.476095743722765e-117,1.2835436105210865e-55,3.8523197122569852e-120,1.7430095708296436e-147,3.9971530614220035e-159,5.2158918463327933e-162,2.103434088609082e-189,4.1738833115006744e-201,5.4465074462200877e-204,2.6079459231663966e-162,1.3090507868436169e-231,2.3230931658499731e-243,2.3116854225354254e-190,4.5871202995194908e-202,1.8979618139264842e-102,5.9857410961154945e-205,1.5157041146279554e-246,1.5645569599641789e-274,2.5345747573802709e-286,6.3645780011819149e-43,3.6721200521244579e-205,6.2231985755458754e-210,1.2459899079816478e-221
5.167687766854405e-18,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799761974,0.099999999998515818,0.0,0.099999999999103917,0.0,7.9564830669892137e-51,0.0,3.6047545364602517e-46,0.0,3.2887569420844028e-28,5.3850105506618768e-89,2.6334429804746075e-39,1.2665434237337678e-68,0.0,0.0,0.0,0.0,3.3790403918338036e-104,1.4841854970545461e-12,8.960875945632809e-13,8.826953705397334e-22,8.8269569941893951e-22,1.7766905722115337e-61,1.7560336278822604e-33,3.9254528000358367e-42,2.0841978266557705e-57,2.6287646137397093e-64,1.9110166676851784e-115,1.026837781983492e-54,4.98737786508488e-118,9.0261641964088784e-145,4.1398123032869834e-156,5.4020481699161076e-159,8.714020276784319e-186,3.4582748645888209e-197,4.5127087900554478e-200,2.7010240849580538e-159,4.3384667033985227e-227,1.5398426254052707e-238,9.5767553424224004e-187,3.8006627518702322e-198,2.4293470229447992e-100,4.9594913302070245e-201,1.0046716375472792e-241,4.1482197462803986e-269,1.3440191834623836e-280,2.545835773235294e-42,3.0424869101040402e-201,1.0312293829743764e-205,4.1293212314533965e-217
1.033538429513006e-17,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799523945,0.09999999999703163,0.0,0.099999999998207828,0.0,6.3651984994037657e-50,0.0,2.8838073275266392e-45,0.0,1.315504029431248e-27,3.446248502958265e-87,1.0533785315749112e-38,4.0527530503683412e-67,0.0,0.0,0.0,0.0,2.3234043602001061e-103,2.968373425894951e-12,1.7921766775542942e-12,1.7653915798259776e-21,1.7653928953440554e-21,2.842710502767511e-60,7.0241411840806711e-33,3.140365956039121e-41,3.3347212915445365e-56,4.2058268923755683e-63,2.7988057444440617e-114,8.2147119935885227e-54,7.3043329732965581e-117,5.3677976937313493e-143,4.9604796386195235e-154,6.472938468285652e-157,4.1842854943292721e-183,3.3242361142931041e-194,4.3378014448923436e-197,3.236469234142826e-157,1.6685054992346031e-223,1.1845342166760018e-234,4.5985523546229255e-184,3.6533534414471285e-195,3.1094220412359497e-98,4.767267213322406e-198,7.7285037035880241e-238,1.2764525799067338e-264,8.2715067391316566e-276,1.0183340828646193e-41,2.924594722528526e-198,1.9834529106639628e-202,1.5887674762435009e-213
2.0670777351681374e-17,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968799047889,0.099999999994063254,0.0,0.099999999996415651,0.0,5.0921636172960109e-49,0.0,2.3070449344081675e-44,0.0,5.2620161020025019e-27,2.2053869883402294e-85,4.2135168047399955e-38,1.2967577293205899e-65,0.0,0.0,0.0,0.0,5.1056321856626139e-101,5.9367490299625368e-12,3.5843547510745226e-12,3.5307820250104153e-21,3.5307872870827108e-21,4.5483408495608324e-59,2.8096564526774499e-32,2.5122931199940305e-40,5.3355523656432368e-55,6.7286728457686273e-62,1.1488737375999704e-111,6.5717705514605091e-53,2.9983347727966044e-114,8.6708164382711686e-140,1.5896934873490963e-150,2.0743938382372293e-153,5.353032332637391e-179,8.4969948823612449e-190,1.1087743544991855e-192,1.0371969191186146e-153,1.7055038802764122e-218,2.4212984898857371e-229,5.8830114414953891e-180,9.338243261951377e-191,3.9796790222838928e-96,1.218549003297648e-193,1.5797783183338333e-232,1.0436433011571165e-258,1.3525559170797974e-269,4.0733267507779104e-41,7.4747652021643623e-194,1.0133661614490092e-197,1.6229187303282675e-208
4.1341563464784e-17,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968798095779,0.099999999988126503,0.0,0.099999999992831295,0.0,4.0737328200565442e-48,0.0,1.8456317253636904e-43,0.0,2.1048044209254354e-26,1.4111731156124359e-83,1.6854072573191955e-37,4.1488293054915266e-64,0.0,0.0,0.0,0.0,1.3059489628159234e-98,1.1873499223644986e-11,7.1687105282678214e-12,7.0615550218447268e-21,7.0615760701137105e-21,7.2773472365086543e-58,1.1238614925094672e-31,2.0098328280754785e-39,8.5368647733968611e-54,1.0763779307165523e-60,5.8744855898357512e-109,5.2574121222104799e-52,1.5331254407945083e-111,1.7732128702716702e-136,6.5015201770166543e-147,8.4838456043869745e-150,8.7569696569138646e-175,2.7800051091325547e-185,3.6276337148351447e-188,4.2419228021934872e-150,2.2319880983436383e-213,6.3374859037828799e-224,9.6239569431239005e-176,3.0552406277704334e-186,5.0930019257476458e-94,3.9867890428778548e-189,4.1348983918517791e-227,1.0926485708836917e-252,2.8321324633664015e-263,1.6293214819880556e-40,2.4452016352434484e-189,6.6299713821813364e-193,2.1233042378089919e-203
8.268313569098925e-17,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24111968796191557,0.099999999976253001,0.0,0.099999999985662585,0.0,3.258987025108718e-47,0.0,1.4764975296795518e-42,0.0,8.4191975101680992e-26,9.0279853306171003e-82,6.741630098003152e-37,1.3271154912183457e-62,0.0,0.0,0.0,0.0,3.3419315800097357e-96,2.3746995553200382e-11,1.4337420603266098e-11,1.4123069441516274e-20,1.4123153634390462e-20,1.1643752731717186e-56,4.495435117985962e-31,1.6078626993280033e-38,1.3658911945406111e-52,1.7215325715783844e-59,3.0065632346452477e-106,4.2059204476648644e-51,7.8465409598915923e-109,3.6301140744310395e-133,2.661976046516179e-143,3.4736177918720968e-146,1.4341750241346478e-170,9.1059203048745793e-181,1.1882333024505024e-183,1.7368088959360484e-146,2.92434917552979e-208,1.6606737370103288e-218,1.576166096485007e-171,1.0007455589667449e-181,6.5165091309254028e-92,1.3058748161975131e-184,1.083508165402897e-221,1.1452674409746425e-246,5.9370394862119234e-257,6.5172090749493315e-40,8.007080440219972e-185,4.3421133517443777e-188,2.7804431213307046e-198
