Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),CO2X(24),H2X(49),COX(50),CHOX(53)
3.658978274664336e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32572237484980299,0.11291345283650771,0.019691550940663525,1.0147047089439063e-06,6.0427065500149151e-05,6.6149456088292343e-05,6.9108568807253377e-05,3.6150248009057671e-14,8.1387661186055143e-18,4.91023178861425e-08,2.3204557055302066e-27,5.2326361448429189e-08,5.2156147006407838e-21,7.7551426002435791e-13,4.5876642553785145e-15,1.507009479709565e-17,6.702459213273694e-08,2.9911858557659117e-20,0.00568490926205833,0.006126849119819356,6.2093507578014134e-10,3.0695692408742752e-05,4.3690158331850879e-14,7.5678867611876056e-10,1.886092782274839e-07,3.0773429572867955e-07,1.2414311510756245e-06,2.9338509511562025e-09,8.0050942631697489e-11,9.9205305139357857e-07,5.5466522023015828e-11,9.9841792083995049e-13
3.6752622241631073e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32569878025232724,0.11291327705608953,0.019678873377768798,1.0306998070835206e-06,6.1196074592996901e-05,6.6555366738309211e-05,6.9682690822316996e-05,3.6771660646726158e-14,8.259841330131987e-18,4.9432913158477825e-08,2.396130007210642e-27,5.2420478870207553e-08,5.3302075934418335e-21,7.8728378188169368e-13,4.6345685564773457e-15,1.5264654885839539e-17,6.7562324959020699e-08,3.0681149465905661e-20,0.0056844855293882949,0.0061508179047662839,6.233217696910378e-10,3.0728515011400647e-05,4.3856773398354609e-14,7.5755890292329328e-10,1.8858290145968486e-07,3.0929011655335173e-07,1.2505183670674621e-06,2.9703323066073354e-09,8.0956096482315812e-11,9.981179788240212e-07,5.5923265158561596e-11,1.0068746402035419e-12
3.6915461736618787e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32567521355402212,0.1129130986622494,0.019666205810626503,1.0468746280554025e-06,6.1970589349929012e-05,6.6960464161263606e-05,7.025886048562201e-05,3.7401443028532691e-14,8.3820690934000026e-18,4.9764469935014539e-08,2.4739834851295383e-27,5.2513713399971533e-08,5.4468799304939342e-21,7.991743586516755e-13,4.6816725687269613e-15,1.5460826968568963e-17,6.8100824417568349e-08,3.1467310777855695e-20,0.0056840621549824237,0.006174758759787723,6.2570566160791318e-10,3.0760998008364166e-05,4.4023179959325783e-14,7.5832111361692975e-10,1.8855665177500803e-07,3.1084386929332486e-07,1.2596322842426324e-06,3.0070627977704006e-09,8.1867283691376477e-11,1.0041699964019297e-06,5.6381589602618107e-11,1.0153584434050165e-12
3.70783012316065e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32565167473191503,0.11291291765816504,0.019653548228140826,1.0632303551997782e-06,6.2750613193440286e-05,6.7364737741943667e-05,7.0837073702821799e-05,3.8039675610604553e-14,8.5054534928262903e-18,5.0096984609717573e-08,2.5540704388781761e-27,5.2606073100179819e-08,5.5656609982182615e-21,8.1118662234499587e-13,4.7289755204092664e-15,1.5658616768917884e-17,6.864007527628324e-08,3.2270648016771106e-20,0.005683639138642102,0.006198671705474103,6.280867533042521e-10,3.0793144218994706e-05,4.4189378217939654e-14,7.5907537419963524e-10,1.8853052759216535e-07,3.1239553843416344e-07,1.2687728396188394e-06,3.0440424573234639e-09,8.2784513411485776e-11,1.0102089456409333e-06,5.684149182781377e-11,1.0238692019862324e-12
3.7241140726594215e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32562816376295195,0.11291273404701298,0.019640900619232619,1.0797681734993953e-06,6.3536149400997415e-05,6.7768177026620853e-05,7.1417326380676023e-05,3.8686439243609633e-14,8.6299985849537924e-18,5.0430453544623151e-08,2.636446299242649e-27,5.2697565946386971e-08,5.6865803553170506e-21,8.2332120432688874e-13,4.7764766400185829e-15,1.5858029998917625e-17,6.9180062393662785e-08,3.3091470998645956e-20,0.0056832164801670177,0.0062225567625228293,6.304650465666641e-10,3.0824956435802216e-05,4.4355368378106927e-14,7.5982175005157751e-10,1.8850452735796715e-07,3.139451087285726e-07,1.277939970272021e-06,3.0812713115757475e-09,8.3707794700020432e-11,1.0162346705495364e-06,5.7302968309312305e-11,1.0324067876619624e-12
3.740398022158193e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32560468062399833,0.11291254783196879,0.01962826297283933,1.0964892695602186e-06,6.4327201106206133e-05,6.817077172173848e-05,7.1999614427080286e-05,3.934181517087116e-14,8.7557083984620244e-18,5.076487307022829e-08,2.7211676466137401e-27,5.278819982832372e-08,5.8096678333496237e-21,8.3557873530247064e-13,4.8241751562977822e-15,1.6059072358999479e-17,6.9720770718916533e-08,3.3930093871974506e-20,0.0056827941793551875,0.0062464139517371528,6.3284054319475039e-10,3.0856437424817007e-05,4.452115064446163e-14,7.6056030594163617e-10,1.8847864954670254e-07,3.1549256519363513e-07,1.287133613336598e-06,3.1187493805295655e-09,8.4637136519478141e-11,1.0222470176102266e-06,5.7766015524831847e-11,1.0409710723259298e-12
3.756681971656964e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32558122529184025,0.11291235901620672,0.019615635277914989,1.1133948315922027e-06,6.5123771299976436e-05,6.8572511692605747e-05,7.2583933751095548e-05,4.000588502644768e-14,8.8825869341799076e-18,5.1100239485881307e-08,2.8082922295922376e-27,5.28779825509652e-08,5.9349535372857888e-21,8.4795984530210937e-13,4.8720702982738369e-15,1.6261749537997282e-17,7.02621852920722e-08,3.4786835157601577e-20,0.0056823722360029557,0.0062702432940250734,6.3521324500097328e-10,3.0887589925953625e-05,4.4686725222348852e-14,7.6129110603572559e-10,1.8845289265953424e-07,3.1703789310807083e-07,1.2963537060057215e-06,3.1564766779419634e-09,8.5572547737827217e-11,1.0282458357586801e-06,5.823062995466385e-11,1.0495619280567261e-12
3.7729659211557357e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32555779774318394,0.11291216760289997,0.019603017523430195,1.1304860493901342e-06,6.5925862831686148e-05,6.8973386962097461e-05,7.317028026297722e-05,4.0678730833178724e-14,9.0106381651010428e-18,5.1436549060173112e-08,2.897878983790012e-27,5.2966921835587102e-08,6.0624678460365219e-21,8.6046516366681873e-13,4.9201612952928579e-15,1.6466067213150178e-17,7.0804291244070889e-08,3.5662017788651907e-20,0.0056819506499050168,0.0062940448103982307,6.3758315381052811e-10,3.0918416653366679e-05,4.4852092317812812e-14,7.6201421390494046e-10,1.884272552239113e-07,3.185810780095174e-07,1.305600185531518e-06,3.1944532113861598e-09,8.6514037128856261e-11,1.0342309763630655e-06,5.8696808081691498e-11,1.0581792271236198e-12
3.8055338201532784e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32551102590281428,0.11291177699633881,0.019577811791744334,1.1652302192729084e-06,6.7546620605732786e-05,6.9772504268531861e-05,7.4349038497506821e-05,4.2051080323313275e-14,9.2702744654657881e-18,5.2111982607603591e-08,3.0846807980378682e-27,5.3142300563597489e-08,6.3243051662999683e-21,8.8585093932135956e-13,5.0169277736443351e-15,1.6879646702921249e-17,7.1890518263387651e-08,3.7469021121212767e-20,0.0056811085486425748,0.0063415644499583779,6.4231459980328285e-10,3.0979103516905452e-05,4.5182204889069834e-14,7.6343760432623129e-10,1.8837633294510857e-07,3.2166096220221713e-07,1.3241720544579641e-06,3.2711539861098076e-09,8.8415285055301899e-11,1.046159642451477e-06,5.9633841371936663e-11,1.0754926453295181e-12
3.834844929251067e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32546902603079053,0.11291141659863889,0.019555160519221682,1.1971468826835951e-06,6.9024211306307787e-05,7.0488655655500033e-05,7.5416812888243667e-05,4.3317039359485784e-14,9.5079970412293689e-18,5.2723060353473348e-08,3.2618392780215638e-27,5.3297332643560781e-08,6.5678909704651519e-21,9.0912922893907744e-13,5.1046797049483004e-15,1.7257535457334433e-17,7.287033979411315e-08,3.9161724941943809e-20,0.0056803518772229203,0.0063842371738056947,6.4656336771457577e-10,3.103263426108549e-05,4.5478598694236628e-14,7.6469297414071391e-10,1.8833089716404476e-07,3.2442538899079212e-07,1.3409763512708909e-06,3.3410370221112601e-09,9.0147281642366137e-11,1.0568472227332376e-06,6.0482483947568091e-11,1.0911638806319777e-12
3.8641560383488557e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32542711581152806,0.11291104783418665,0.019532541282948585,1.2296836448902537e-06,7.0519729109053331e-05,7.1201857311085036e-05,7.6491091821591492e-05,4.4612725652168792e-14,9.7495796673443326e-18,5.3337134538179773e-08,3.4479480423589654e-27,5.3449748349161306e-08,6.8191824789225429e-21,9.3281970812538919e-13,5.1930542395576931e-15,1.7640827182073864e-17,7.3852174311579152e-08,4.0919406881253298e-20,0.0056795963600397908,0.0064268200730824739,6.5080311527026305e-10,3.1085150567592741e-05,4.577432349143632e-14,7.659243834414914e-10,1.8828582664720472e-07,3.2718265904918679e-07,1.3578651683652777e-06,3.4117274244386907e-09,9.1899103691168138e-11,1.0674882852603649e-06,6.1336138324312391e-11,1.1069188151794991e-12
3.8934671474466443e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32538529510642689,0.11291067072144241,0.019509954019197508,1.2628474995828733e-06,7.203318566647592e-05,7.1912056576666094e-05,7.7571851493115268e-05,4.5938631346325296e-14,9.9950445107074989e-18,5.3954182339796015e-08,3.6433962737825031e-27,5.3599589819208102e-08,7.0783668282763722e-21,9.5692602035654001e-13,5.2820468989851309e-15,1.802955456793879e-17,7.4835938395188551e-08,4.2744115114948576e-20,0.0056788419958375179,0.006469313273930956,6.5503385355817236e-10,3.1136667378133532e-05,4.6069380506026709e-14,7.6713218247791435e-10,1.8824111368499511e-07,3.2993269704414104e-07,1.3748381419592251e-06,3.4832250216627339e-09,9.3670799010926022e-11,1.0780820484740985e-06,6.2194784086458639e-11,1.1227567116646113e-12
3.922778256544433e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32534356377611989,0.11291028527885244,0.019487398664412993,1.2966454555854091e-06,7.3564591237332559e-05,7.2619202345888435e-05,7.8659068113171794e-05,4.7295252500599027e-14,1.0244413448040685e-17,5.4574180644917275e-08,3.8485871841449474e-27,5.3746898393915688e-08,7.3456340651385899e-21,9.8145180071713717e-13,5.371653210710209e-15,1.8423750184256025e-17,7.5821549582510269e-08,4.4637947346574336e-20,0.005678088783344009,0.0065117169034938829,6.5925559378952083e-10,3.1187199389876109e-05,4.6363770969762268e-14,7.6831671584667099e-10,1.8819675080176994e-07,3.3267543015047035e-07,1.3918949089085298e-06,3.5555295822489641e-09,9.5462414449905962e-11,1.0886277547331455e-06,6.3058400846931676e-11,1.1386768352064173e-12
3.9520893656422215e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32530192168048883,0.11290989152484852,0.019464875155211229,1.3310845365061175e-06,7.5113954708180361e-05,7.3323245041043503e-05,7.9752717907425027e-05,4.8683089044800048e-14,1.0497708066560698e-17,5.5197106056119733e-08,4.0639384029745518e-27,5.389171463282282e-08,7.6211771522048805e-21,1.0064006756293631e-12,5.4618687087565651e-15,1.8823446478944499e-17,7.6808926369293454e-08,4.6603051572402332e-20,0.0056773367212709647,0.0065540310898940255,6.6346834729651493e-10,3.1236761061021235e-05,4.6657496120576812e-14,7.6947832261917857e-10,1.8815273074703073e-07,3.3541078800289517e-07,1.4090351067108424e-06,3.628640815672684e-09,9.7273995901939273e-11,1.099124669938867e-06,6.3926968247617047e-11,1.1546784534408335e-12
3.98140047474001e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32526036867867858,0.11290948947784757,0.019442383428379607,1.3661717803903747e-06,7.6681283614818527e-05,7.4024136589645093e-05,8.0852777117354616e-05,5.0102644736305123e-14,1.0754949664719957e-17,5.5822934899418535e-08,4.2898823728255724e-27,5.4034078332305449e-08,7.9051919735154038e-21,1.0317762625833866e-12,5.5526889342544611e-15,1.9228675778582487e-17,7.7797988209151826e-08,4.8641626847931808e-20,0.0056765858083141392,0.0065962559622138517,6.6767212552997502e-10,3.1285366616171933e-05,4.6950557202371573e-14,7.706173364641135e-10,1.8810904648704086e-07,3.3813870264936964e-07,1.4262583735097532e-06,3.7025583735242155e-09,9.9105588312919201e-11,1.1095720831637924e-06,6.4800465959679853e-11,1.1707608366088967e-12
4.010711583837799e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32521890462911252,0.11290907915625129,0.019419923420876319,1.4019142393759238e-06,7.8266584163620579e-05,7.4721830401199563e-05,8.1959222000757423e-05,5.1554427115417731e-14,1.1016159253013894e-17,5.6451643231721186e-08,4.5268667512711413e-27,5.4174028542697121e-08,8.1978773388954782e-21,1.057582169869031e-12,5.644109435988708e-15,1.9639470288477364e-17,7.8788655512937792e-08,5.0755924055653141e-20,0.005675836043153552,0.0066383916504752687,6.7186694005698777e-10,3.1333030051511938e-05,4.7242955464803952e-14,7.7173408576574858e-10,1.8806569119677425e-07,3.4085910850456036e-07,1.4435643480988275e-06,3.7772818506062632e-09,1.009572356872853e-10,1.1199693062834487e-06,6.5678873683875024e-11,1.1869232576428015e-12
4.0400226929355874e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32517752938950867,0.11290866057844559,0.019397495069829875,1.4383189793505964e-06,7.9869861252747631e-05,7.5416281344174572e-05,8.3072028832242427e-05,5.3038947459679821e-14,1.1281357554854706e-17,5.7083206848272092e-08,4.775354819682405e-27,5.431160358501155e-08,8.4994349875641481e-21,1.08382199630875e-12,5.736125770931795e-15,2.0055862092737858e-17,7.9780849647806311e-08,5.2948246673914611e-20,0.0056750874244537453,0.0066804382856195171,6.7605280255855558e-10,3.1379765139802325e-05,4.7534692163077196e-14,7.7282889373818648e-10,1.8802265825222075e-07,3.4357194230348683e-07,1.4609526699255237e-06,3.8528107860182123e-09,1.0282898109448557e-10,1.1303156736115324e-06,6.6562171150855662e-11,1.2031649922457556e-12
4.069333802033376e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32513624281689379,0.11290823376280042,0.019375098312538738,1.4753930796124608e-06,8.1491118493238966e-05,7.6107445723163573e-05,8.4191173903718541e-05,5.4556720737173597e-14,1.1550565007507824e-17,5.7717601290084303e-08,5.035825898679465e-27,5.4446841067279003e-08,8.8100695909178474e-21,1.1104993309919564e-12,5.8287335047624619e-15,2.0477883154348841e-17,8.0774492935985519e-08,5.5220951546631997e-20,0.0056743399508640199,0.0067223959994871891,6.802297248272683e-10,3.1425585435208156e-05,4.782576855773657e-14,7.739020785352949e-10,1.8797994122304134e-07,3.4627714305692867e-07,1.4784229790950031e-06,3.9291446642311856e-09,1.0472086667541073e-10,1.1406105415383974e-06,6.745033812147593e-11,1.2194853189700002e-12
4.0986449111311646e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32509504476761975,0.11290779872766925,0.019352733086470814,1.5131436325323859e-06,8.3130358229975142e-05,7.6795281256246848e-05,8.5316633524876108e-05,5.610826555883483e-14,1.1823801763088921e-17,5.8354801851353975e-08,5.3087757702340666e-27,5.4579777900502228e-08,9.1299887544894214e-21,1.1376177530107778e-12,5.9219282123705656e-15,2.0905565315248518e-17,8.1769508653263135e-08,5.7576449653615647e-20,0.0056735936210186855,0.0067642649247983497,6.8439771876501481e-10,3.1470504277964399e-05,4.8116185914466847e-14,7.7495395335733484e-10,1.8793753386553913e-07,3.4897465200704442e-07,1.4959749163739075e-06,4.0062829161564128e-09,1.0663293364881884e-10,1.1508532881728625e-06,6.8343354387084768e-11,1.2358835192939631e-12
4.127956020228953e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32505393509737845,0.11290735549138867,0.019330399329263056,1.5515777432190128e-06,8.478758156250784e-05,7.7479747052549956e-05,8.6448384023661418e-05,5.7694104129801064e-14,1.2101087689619081e-17,5.899478358685396e-08,5.5947171063876009e-27,5.4710450314239247e-08,9.4594030190788996e-21,1.1651808311972597e-12,6.0157054783486792e-15,2.1338940296408059e-17,8.2765821027201167e-08,6.0017206881291655e-20,0.005672848433537294,0.0068060451951328415,6.8855679638068494e-10,3.1514534798891997e-05,4.8405945503889961e-14,7.7598482655434023e-10,1.8789543011592784e-07,3.5166441258282381e-07,1.5136081231940512e-06,4.0842249201968315e-09,1.0856522231773955e-10,1.1610433129873359e-06,6.9241199769817678e-11,1.2523588776927979e-12
4.157267129326742e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32501291366121704,0.1129069040722781,0.019308096978721035,1.5907025291861237e-06,8.6462788365752901e-05,7.816080359000145e-05,8.7586401746745041e-05,5.9314762199812121e-14,1.2382442372136426e-17,5.9637521319303208e-08,5.8941799045855226e-27,5.4838893871817457e-08,9.7985258610502599e-21,1.1931921238621011e-12,6.110060897470723e-15,2.1778039697913597e-17,8.3763355235085641e-08,6.2545744793610324e-20,0.0056721043870249033,0.0068477369449106776,6.9270696978789313e-10,3.1557689923765195e-05,4.8695048601370288e-14,7.7699500172544464e-10,1.8785362408388892e-07,3.5434637035765337e-07,1.5313222416560024e-06,4.162970003290389e-09,1.105177720758426e-10,1.1711800364662913e-06,7.0143854122885168e-11,1.2689106817070438e-12
4.1865782384245305e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3249719803135534,0.1129064444886393,0.019285825972818482,1.6305251200224116e-06,8.8155977310543486e-05,7.8838412693290802e-05,8.8730663059983356e-05,6.0970769012682017e-14,1.2667885113862234e-17,6.028298964670825e-08,6.207711929609471e-27,5.4965143485184799e-08,1.0147573691791359e-20,1.2216551785349954e-12,6.20499007515772e-15,2.2222894999050529e-17,8.4762037401621284e-08,6.5164641402927002e-20,0.0056713614800723124,0.0068893403093726255,6.9684825120275317e-10,3.1599982377535906e-05,4.8983496486821575e-14,7.7798477781535027e-10,1.8781211004640477e-07,3.5702047300714231e-07,1.549116914532596e-06,4.2425174419501781e-09,1.1249062141379638e-10,1.1812628997581049e-06,7.1051297330849855e-11,1.2855382220117563e-12
4.215889347522319e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32493113490819175,0.11290597675875609,0.019263586249696856,1.6710526570636362e-06,8.9867145884036431e-05,7.9512537512027245e-05,8.9881144348873948e-05,6.2662657254864477e-14,1.295743493741961e-17,6.0931162949674028e-08,6.5358791620780252e-27,5.5089233429404414e-08,1.0506765856336768e-20,1.250573531706596e-12,6.3004886279309663e-15,2.267353755839025e-17,8.5761794596379187e-08,6.78765319406347e-20,0.0056706197112563186,0.0069308554245609061,7.0098065294163727e-10,3.1641424688429047e-05,4.9271290444512274e-14,7.7895444920827851e-10,1.8777088244185129e-07,3.5968667026620144e-07,1.5669917852723951e-06,4.3228664632808344e-09,1.1448380792561097e-10,1.1912913643302505e-06,7.1963509309902369e-11,1.3022407924783602e-12
4.2452004566201077e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32489037729833753,0.1129055009008938,0.019241377747664885,1.7122922930671564e-06,9.1596290409969139e-05,8.01831424991001e-05,9.103782201900411e-05,6.4390963003134606e-14,1.3251110586102526e-17,6.1582015398680002e-08,6.8792662534760215e-27,5.5211197356799596e-08,1.0876324631153952e-20,1.2799507085721757e-12,6.3965521838529526e-15,2.3129998613879068e-17,8.6762554831007313e-08,7.0684109627324802e-20,0.0056698790791399594,0.0069722824273000597,7.0510418741895136e-10,3.1682029191910071e-05,4.9558431762879965e-14,7.799043058180896e-10,1.8772993586433773e-07,3.6234491388867423e-07,1.5849464980030529e-06,4.4040162459878468e-09,1.1649736831493751e-10,1.2012649116278646e-06,7.2880470008136017e-11,1.3190176902343381e-12
4.2745115657178963e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32484970733661322,0.11290501693329912,0.019219200405198179,1.7542511918888291e-06,9.3343406068766019e-05,8.0850193389241348e-05,9.2200672496493786e-05,6.6156225671409485e-14,1.3548930525193401e-17,6.2235520961319405e-08,7.238476987673527e-27,5.5331068310756148e-08,1.125647522109244e-20,1.3097902227770821e-12,6.4931763829563432e-15,2.3592309282929439e-17,8.7764247056212376e-08,7.3590126442254372e-20,0.0056691395822727744,0.0070136214551779694,7.0921886714497752e-10,3.1721808034526473e-05,4.9844921734348228e-14,7.8083463317589516e-10,1.8768926505828073e-07,3.6499515760744106e-07,1.6029806975345956e-06,4.4859659213919266e-09,1.1853133840135647e-10,1.211183042735688e-06,7.3802159405807731e-11,1.3358682157250534e-12
4.303822674815685e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32480912487507274,0.11290452487419957,0.019197054160938736,1.7969365281622668e-06,9.5108486917486974e-05,8.1513657177791329e-05,9.3369672228431469e-05,6.7958987956729453e-14,1.3850912943327324e-17,6.2891653409498082e-08,7.6141347488960016e-27,5.5448878739188709e-08,1.1647445755495642e-20,1.3400955761639784e-12,6.5903568776612245e-15,2.4060500562513421e-17,8.8766801158521537e-08,7.6597393891901425e-20,0.0056684012191910429,0.007054872646527037,7.1332470472369608e-10,3.1760773177639894e-05,5.0130761655139855e-14,7.8174571251596654e-10,1.8764886491320369e-07,3.6763735709297581e-07,1.6210940293626428e-06,4.5687145744075292e-09,1.2058575312665528e-10,1.2210452780433856e-06,7.4728557515598359e-11,1.3527916727676987e-12
4.3331337839134736e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3247686297652172,0.11290402474180315,0.019174938953694508,1.8403554869804445e-06,9.6891525909615394e-05,8.2173502099668538e-05,9.4544797683304469e-05,6.979979578442258e-14,1.4157075753901121e-17,6.3550386326590289e-08,8.0068829961047827e-27,5.5564660507677832e-08,1.2049467283475526e-20,1.3708702585219476e-12,6.6880893331808468e-15,2.4534603329258292e-17,8.9770147956832498e-08,7.9708783777389544e-20,0.0056676639884180452,0.0070960361404055249,7.1742171285061076e-10,3.1798936401046834e-05,5.0415952825100214e-14,7.8263782085788029e-10,1.8760873045874963e-07,3.7027146991496803e-07,1.6392861396715554e-06,4.6522612445146045e-09,1.2266064656105621e-10,1.2308511569142592e-06,7.5659644382874145e-11,1.3697873686025642e-12
4.362444893011262e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32472822185801009,0.1129035165542981,0.019152854722438956,1.884515263579643e-06,9.8692514914688046e-05,8.2829697608543593e-05,9.572602535142285e-05,7.1679198252473957e-14,1.4467436596525488e-17,6.4211693114549127e-08,8.4173857437419442e-27,5.5678444912284236e-08,1.2462773768351363e-20,1.4021177473375833e-12,6.7863694279160874e-15,2.5014648339544399e-17,9.0774219198759236e-08,8.2927228960562166e-20,0.0056669278884643086,0.0071371120765790583,7.215099043106614e-10,3.1836309306484279e-05,5.0700496547524487e-14,7.8351123108626952e-10,1.8756885685989685e-07,3.7289745550481702e-07,1.6575566753375046e-06,4.7366049267523357e-09,1.2475605190943022e-10,1.2406002373573583e-06,7.6595400085932802e-11,1.3868546139481193e-12
4.391756002109051e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32468790100389189,0.11290300032985236,0.019130801406310668,1.929423063025727e-06,0.00010051144473775731,8.3482214356218889e-05,9.6913331745337159e-05,7.3597747575123705e-14,1.4782012838518452e-17,6.4875547000968664e-08,8.8463280487882702e-27,5.5790262692047613e-08,1.2887602081254425e-20,1.4338415075480406e-12,6.8851928538388161e-15,2.5500666229605088e-17,9.1778947556781528e-08,8.6255724128487571e-20,0.0056661929178278593,0.0071781005955022991,7.2558929197611578e-10,3.1872903321043389e-05,5.0984394128978473e-14,7.8436621202980136e-10,1.8752923941236833e-07,3.7551527511543887e-07,1.6759052839314691e-06,4.821744572657174e-09,1.2687200151750628e-10,1.2502920957029877e-06,7.7535804736247477e-11,1.403992723047661e-12
4.4210671112068394e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32464766705279519,0.1129024760866133,0.019108778944612801,1.9750860999027432e-06,0.00010234830513868251,8.413102417221322e-05,9.8106693400250465e-05,7.5555999025716111e-14,1.5100821576438348e-17,6.5541921046095371e-08,9.2944165040796621e-27,5.5900144041176486e-08,1.3324191993900833e-20,1.4660449912960814e-12,6.9845553168644389e-15,2.5992687515628818e-17,9.2784266624206535e-08,8.9697326556174141e-20,0.0056654590749944693,0.0072190018383008012,7.2965988880444233e-10,3.1908729700487975e-05,5.1267646879130833e-14,7.8520302853641857e-10,1.874898735382265e-07,3.7812489178477513e-07,1.6943316137221653e-06,4.9076790911905119e-09,1.2900852687802468e-10,1.2599263262816164e-06,7.8480838478716397e-11,1.42120101371285e-12
4.450378220304628e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32460751985415964,0.11290194384270745,0.019086787276812726,2.0215115980038264e-06,0.00010420308485125867,8.4776100043553251e-05,9.9306086874423997e-05,7.7554510878823402e-14,1.5423879637654798e-17,6.6210788149786946e-08,9.7623797378243195e-27,5.6008118620936195e-08,1.3772786170534997e-20,1.498731637687337e-12,7.0844525372137469e-15,2.6490742593863261e-17,9.3790110910949322e-08,9.3255156867278784e-20,0.0056647263584379114,0.0072598159467530043,7.3372170783629445e-10,3.1943799532464733e-05,5.1550256110590994e-14,7.860219415460137e-10,1.8745075478164307e-07,3.8072627030086263e-07,1.7128353136789134e-06,4.9944073497207396e-09,1.3116565863687296e-10,1.2695025411061996e-06,7.9430481491894613e-11,1.4384788073724621e-12
4.4796893294024167e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3245674592569468,0.11290140361623993,0.019064826342541558,2.0687067900244103e-06,0.00010607577160216873,8.5417416094770685e-05,0.00010051148874957732,7.9593844351667282e-14,1.5751203581955761e-17,6.6882121058415831e-08,1.0250968919260117e-26,5.611421557124176e-08,1.4233630159046551e-20,1.5319048725496672e-12,7.1848802497642829e-15,2.6994861740721565e-17,9.4796415839139388e-08,9.6932399792590728e-20,0.0056639947666202069,0.0073005430632724425,7.3777476219347912e-10,3.1978123739637275e-05,5.1832223138737172e-14,7.8682320816345722e-10,1.8741187880483699e-07,3.8331937716261946e-07,1.7314160334744216e-06,5.0819281749188315e-09,1.333434265992252e-10,1.279020369557901e-06,8.0384713988221457e-11,1.4558254291120686e-12
4.5090004385002053e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32452748510965457,0.11290085542529438,0.019042896081593676,2.1166789172577213e-06,0.00010796635212975589,8.6054947568107326e-05,0.00010172287563128246,8.1674563544861367e-14,1.6082809703189421e-17,6.7555892371715676e-08,1.0760958270388027e-26,5.6218463521962335e-08,1.4706972381264332e-20,1.5655681081946581e-12,7.2858342043914328e-15,2.7505075112890573e-17,9.58031177385615e-08,1.0073230492607445e-19,0.0056632642979918737,0.007341183330890115,7.4181906507687403e-10,3.2011713082740787e-05,5.2113549281557397e-14,7.8760708172791542e-10,1.8737324138417401e-07,3.8590418054510308e-07,1.7500734234875128e-06,5.1702403536302863e-09,1.3554185973561686e-10,1.2884794580752284e-06,8.1343516214259296e-11,1.4732402077109973e-12
4.538311547597994e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32448759726033194,0.11290029928793242,0.019020996433926331,2.1654352292925671e-06,0.00010987481220263093,8.6688670803926587e-05,0.00010294022414935213,8.3797235382498426e-14,1.6418714030939149e-17,6.8232074549568624e-08,1.1293145583713665e-26,5.6320890603943938e-08,1.5193064122431297e-20,1.5997247431815463e-12,7.3873101662993719e-15,2.8021412747441071e-17,9.6810153841936724e-08,1.0465818747825594e-19,0.0056625349509921681,0.0073817368932370129,7.4585462976448194e-10,3.2044578163529815e-05,5.2394235859498268e-14,7.8837381187899189e-10,1.8733483840641766e-07,3.8848065026745168e-07,1.7688071348057845e-06,5.2593426338598047e-09,1.3776098618800059e-10,1.2978794698465813e-06,8.2306868450911958e-11,1.4907224756850402e-12
