Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(56),CH3OO(84)
4.882591160546948e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32384038983910429,0.11290081012461689,0.01876718587922788,4.7108287209490438e-14,1.359351997854229e-06,0.00015538043663077528,8.2576433439143576e-05,4.1456047837938767e-09,3.6640224166941904e-09,3.4621642897140119e-05,1.7317200430686424e-13,7.1633831711568438e-08,3.8496969088586466e-10,6.9827843186161435e-10,3.0747474431764048e-14,4.7654333360066761e-18,2.709278773032579e-09,4.5241217242648465e-11,0.0056514075469101723,0.0080247629389436324,1.6560090385553395e-07,4.7678307700626281e-08,4.8108063610027274e-05,6.6606146699728056e-11,1.186033736465723e-10,2.387926729552154e-07,1.2720415114558971e-07,1.5827995107064805e-11,2.3153343582944579e-06,5.0354128831881126e-09
4.920230604861817e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32378713823859828,0.11290014789320305,0.018739593587775185,4.8963756413368655e-14,1.3970139906028921e-06,0.0001578304115560357,8.380167230404408e-05,4.2713606645109084e-09,3.7345968724196268e-09,3.5023319442706946e-05,1.8234050793822342e-13,7.2111324619566988e-08,3.9713603939149665e-10,7.1756382719411501e-10,3.1920719496487055e-14,4.9085492671335303e-18,2.7503714611266657e-09,4.7078230831100104e-11,0.0056504400992875249,0.0080786837994656843,1.6670608048044731e-07,4.8264919263952043e-08,4.8367050856510544e-05,6.8414916753574767e-11,1.1984579977288361e-10,2.4005990403728942e-07,1.2717353844072637e-07,1.6039533797309488e-11,2.3516030491023195e-06,5.0863810833541225e-09
4.957870049176686e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32373399365420452,0.11289947580837378,0.01871205090812281,5.087504651749966e-14,1.4354161554028589e-06,0.00016029586862850218,8.5034805687903031e-05,4.3998432417687408e-09,3.8058810516340362e-09,3.5425568537833044e-05,1.9190654745766293e-13,7.2587536982382525e-08,4.0956921082412776e-10,7.3721502491252806e-10,3.3127919045288204e-14,5.0557305013897546e-18,2.7916420380831765e-09,4.8973030781356956e-11,0.0056494740421332845,0.0081324967983394478,1.6780739879065028e-07,4.8853748108359457e-08,4.8625280662768406e-05,7.0258246189780598e-11,1.2108989682381247e-10,2.4132091352119051e-07,1.2714177683394703e-07,1.6252218554816629e-11,2.3880932219017499e-06,5.1372743277427681e-09
4.995509493491554e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32368095582281647,0.11289879392839021,0.018684557721123627,5.2843289029452677e-14,1.4745671134838611e-06,0.00016277672249506077,8.6275802008363688e-05,4.5310851254484001e-09,3.8778738814151239e-09,3.5828364921178944e-05,2.0188337189385572e-13,7.3062485730007506e-08,4.2227210993219055e-10,7.572355984863756e-10,3.436972066543628e-14,5.2070969574914171e-18,2.8330870619344639e-09,5.0926877728839816e-11,0.0056485093739632695,0.0081862021968466293,1.6890484296112077e-07,4.9444775678674821e-08,4.8882757721525136e-05,7.213651649154965e-11,1.2233560357382829e-10,2.4257570373660925e-07,1.2710887423293385e-07,1.6466043661823265e-11,2.4248035169539439e-06,5.1880890169236787e-09
5.033148937806423e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32362802448213035,0.11289810231136095,0.01865711390801722,5.4869625609996195e-14,1.5144755112352398e-06,0.00016527288776550193,8.7524629592313638e-05,4.6651188636689766e-09,3.9505742391119606e-09,3.6231683569648936e-05,2.1228452554848453e-13,7.3536187299066576e-08,4.3524762192743771e-10,7.7762911290954339e-10,3.56467765671137e-14,5.3627718735036743e-18,2.8747031068297906e-09,5.2941045919413877e-11,0.0056475460932976559,0.008239800255560913,1.6999839761288744e-07,5.003798351600852e-08,4.913948662466456e-05,7.4050109935141225e-11,1.2358285912157477e-10,2.4382427713780429e-07,1.270748386035333e-07,1.6681003398084649e-11,2.4617325751177907e-06,5.2388216074097872e-09
5.070788382121292e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32357519937064216,0.11289740101524019,0.018629719350428328,5.695520796709532e-14,1.5551500197556493e-06,0.00016778427901723283,8.8781256679209221e-05,4.8019769374344613e-09,4.0239809531207224e-09,3.6635499697436082e-05,2.2312385044473657e-13,7.4008657649278572e-08,4.4849861185992756e-10,7.9839912438449541e-10,3.695974349104321e-14,5.5228818682134422e-18,2.916486763481062e-09,5.5016823116261336e-11,0.0056465841986608036,0.0082932912343482868,1.7108804780900036e-07,5.0633353257422032e-08,4.9395471866901168e-05,7.5999409569370747e-11,1.248316028960084e-10,2.4506663631359694e-07,1.2703967796588895e-07,1.6897092041327313e-11,2.4988790379152293e-06,5.289468611170385e-09
5.108427826436161e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32352248022764324,0.11289669009782552,0.018602373930365183,5.9101197748359336e-14,1.5965993344040489e-06,0.00017031081079999785,9.0045651424366661e-05,4.941691755338717e-09,4.0980928036536505e-09,3.7039788755062568e-05,2.3441548870787473e-13,7.447991227935647e-08,4.6202792400333154e-10,8.1954918001125151e-10,3.8309282615065551e-14,5.6875570026019574e-18,2.9584346395919238e-09,5.7155510503841533e-11,0.0056456236885810748,0.0083466753923674003,1.7217377905039688e-07,5.1230866635618196e-08,4.9650717849291281e-05,7.7984799195519385e-11,1.2608177466235908e-10,2.4630278399664862e-07,1.270034003907208e-07,1.711430386769668e-11,2.5362415475967406e-06,5.3400265951464156e-09
5.14606727075103e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3234698667932166,0.11289596961675562,0.018575077530217979,6.1308766431991352e-14,1.6388321743518726e-06,0.00017285239764060502,9.1317781902219912e-05,5.0842956483294858e-09,4.1729085235012693e-09,3.7444526428414968e-05,2.4617388487667012e-13,7.4949966242361645e-08,4.7583838125064198e-10,8.4108281748106702e-10,3.9696059459707254e-14,5.8569308413951519e-18,3.0005433602706466e-09,5.9358422588986455e-11,0.0056446645615906678,0.0083999529880699197,1.7325557727190369e-07,5.1830505478393158e-08,4.9905228882592774e-05,8.0006663346763234e-11,1.2733331452706796e-10,2.4753272307211551e-07,1.2696601399575763e-07,1.7332633152199961e-11,2.5738187472068871e-06,5.3904921807671536e-09
5.183706715065899e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32341735880823436,0.11289523962950836,0.018547830032757267,6.3579095216291156e-14,1.6818572821364064e-06,0.00017540895404765349,9.2597616109545104e-05,5.2298208645323196e-09,4.248426798787913e-09,3.7849688637774445e-05,2.5841378814451483e-13,7.5418834160528561e-08,4.899327845203563e-10,8.6300356477483304e-10,4.1120743792777478e-14,6.0311405146697796e-18,3.0428095684271662e-09,6.1626887099179205e-11,0.005643706816225458,0.0084531242792009204,1.7433342883824026e-07,5.243225170830329e-08,5.0159009190480441e-05,8.2065387267860832e-11,1.2858616294332244e-10,2.4875645658572177e-07,1.2692752694230349e-07,1.7552074169141858e-11,2.6116092806498673e-06,5.4408620434700125e-09
5.221346159380767e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32336495601435272,0.11289450019339872,0.018520631321132366,6.5913374907763276e-14,1.7256834232156192e-06,0.0001779803945162595,9.3885121968651907e-05,5.3782995641352045e-09,4.3246462697205619e-09,3.8255251536842278e-05,2.7115025452908558e-13,7.5886530239576558e-08,5.0431391217320286e-10,8.853149398662269e-10,4.2584009533032649e-14,6.2103267794930406e-18,3.0852299251546791e-09,6.3962244878064235e-11,0.0056427504510248331,0.0085061895227992942,1.7540732053982026e-07,5.303608734243008e-08,5.0412062912623175e-05,8.4161356895663714e-11,1.2984026071664427e-10,2.4997398775119357e-07,1.2688794743194123e-07,1.7772621192554426e-11,2.6496117927550113e-06,5.4911329122229472e-09
5.258985603695636e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32331265815401039,0.11289375136557672,0.018493481278869857,6.8312805807881094e-14,1.7703193855242794e-06,0.00018056663353277675,9.518026733054154e-05,5.5297638143346617e-09,4.4015655313310497e-09,3.8661191511760248e-05,2.8439864896947877e-13,7.635306828252468e-08,5.1898451943947116e-10,9.0802045042954421e-10,4.4086534652948266e-14,6.3946340815732791e-18,3.1278011100961768e-09,6.6365849778239671e-11,0.0056417954645315398,0.0085591489751981557,1.7647723958876039e-07,5.3641994491788014e-08,5.066439410763209e-05,8.6294958838716382e-11,1.3109554900903421e-10,2.5118531995716695e-07,1.2684728370335733e-07,1.7994268496623106e-11,2.6878249293421819e-06,5.5413015690480934e-09
5.296625048010505e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32326046497042421,0.11289299320302557,0.01846637978987194,7.0778597598558899e-14,1.8157739790312902e-06,0.00018316758557950825,9.6483019978031373e-05,5.6842455843440555e-09,4.4791831342116405e-09,3.9067485180126358e-05,2.9817464734978237e-13,7.6818461703025512e-08,5.3394733785699779e-10,9.311235935522055e-10,4.5629001080637021e-14,6.5842106168992787e-18,3.1705198217962884e-09,6.8839068551381364e-11,0.0056408418552915352,0.0086120028920252667,1.7754317361495543e-07,5.4249955360968743e-08,5.0916006755884939e-05,8.8466580356970617e-11,1.3235196934389567e-10,2.5239045677363364e-07,1.2680554402929717e-07,1.8217010356105233e-11,2.726247337287017e-06,5.5913648485481399e-09
5.334264492325374e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32320837620758691,0.11289222576255956,0.018439326738414957,7.3311969226382365e-14,1.8620560352986733e-06,0.00018578316513940694,9.7793347628846801e-05,5.8417767404648056e-09,4.5574975852440546e-09,3.9474109390005567e-05,3.1249423844808503e-13,7.728272353823342e-08,5.4920507471986266e-10,9.546278554520084e-10,4.7212094600951817e-14,6.7792083933457558e-18,3.2133827780388014e-09,7.1383280735750113e-11,0.0056398896218538335,0.0086647515282035001,1.7860511066179699e-07,5.4859952248012551e-08,5.1166904762231712e-05,9.0676609343111188e-11,1.3360946361141748e-10,2.5358940195780806e-07,1.2676273671361904e-07,1.8440841046742381e-11,2.7648776645859938e-06,5.6413196374357643e-09
5.371903936640243e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32315639161026338,0.11289144910082224,0.01841232200914783,7.5914148785647149e-14,1.9091744070419538e-06,0.0001884132867007624,9.9111217938679534e-05,6.0023890412211062e-09,4.6365073483219158e-09,3.9881041218935708e-05,3.2737372580996616e-13,7.7745866461222811e-08,5.6476041253783571e-10,9.7853671119902047e-10,4.8836504755811762e-14,6.9797832922225687e-18,3.2563867161702067e-09,7.3999878541130775e-11,0.005638938762770369,0.0087173951379513025,1.796630391821778e-07,5.5471967543767883e-08,5.1417091958588902e-05,9.2925434302362868e-11,1.3486797407190707e-10,2.5478215945954079e-07,1.2671887008848801e-07,1.8665754845669653e-11,2.8037145604212399e-06,5.6911628740642566e-09
5.409543380955112e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32310451092398851,0.11289066327428458,0.01838536548709049,7.8586373400255401e-14,1.9571379676917215e-06,0.00019105786476187085,0.00010043659850421304,6.1661141325588749e-09,4.7162108450667098e-09,4.0288257972928851e-05,3.4282972954554953e-13,7.820790279297047e-08,5.8061600850661951e-10,1.0028536244420866e-09,5.0502924743789675e-14,7.1860951297453043e-18,3.2995283934096258e-09,7.6690266731255004e-11,0.0056379892765958508,0.0087699339747831541,1.807169480346934e-07,5.6085983731474474e-08,5.1666572106427787e-05,9.5213444331919453e-11,1.3612744336004469e-10,2.559687334263851e-07,1.2667395251162659e-07,1.8891746031817672e-11,2.8427566752250907e-06,5.7408915479604085e-09
5.44718282526998e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32305273389506384,0.11288986833924308,0.018358457057632418,8.1329889104519305e-14,2.0059556109570465e-06,0.0001937168138356865,0.00010176945686611485,6.3329835431094499e-09,4.7966064555372431e-09,4.0695737185467647e-05,3.5887918804925163e-13,7.8668844513916837e-08,5.967744939889189e-10,1.0275820471400811e-09,5.2212051318998427e-14,7.3983077184047701e-18,3.3428045871454395e-09,7.9455862503757224e-11,0.005637041161887635,0.0088223682915100979,1.8176682647925817e-07,5.6701983386782824e-08,5.1915348899158845e-05,9.7541029103380903e-11,1.373878144902731e-10,2.571491282081177e-07,1.2662799236374849e-07,1.9118808886306944e-11,2.8820026607443256e-06,5.7905026993607993e-09
5.484822269584849e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32300106027055481,0.11288906435181795,0.018331596606531077,8.4145950722920335e-14,2.0556362503904723e-06,0.00019639004845445137,0.00010310976051199603,6.5030286795185312e-09,4.8776925189326541e-09,4.1103456616497159e-05,3.7553935964139524e-13,7.9128703275120405e-08,6.1323847400637056e-10,1.0527254192977532e-09,5.3964584689314168e-14,7.6165889282129835e-18,3.3862120952189778e-09,8.2298095367715834e-11,0.0056360944172055821,0.0088746983402402269,1.8281266417307327e-07,5.7319949177070292e-08,5.2163425964420775e-05,9.9908578842931127e-11,1.3864903085929919e-10,2.5832334836087841e-07,1.2658099804594667e-07,1.9346937692841585e-11,2.9214511701040677e-06,5.8399934187494912e-09
5.522461713899718e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32294948979828886,0.11288825136795136,0.018304784019910418,8.7035821748872601e-14,2.1061888189540282e-06,0.00019907748317430195,0.00010445747687933748,6.6762808218410331e-09,4.9594673342890063e-09,4.1511394251412098e-05,3.9282782413090526e-13,7.9587490409018764e-08,6.3001052674235705e-10,1.0782871687061016e-09,5.5761228413973636e-14,7.8411107478033332e-18,3.4297477361955572e-09,8.5218407018829806e-11,0.0056351490411119341,0.0089269243723792326,1.8385445116703389e-07,5.7939863860901743e-08,5.2410806866278531e-05,1.0231648430992281e-10,1.3991103624953861e-10,2.5949139865104894e-07,1.2653297797743696e-07,1.9576126738093805e-11,2.9611008578713127e-06,5.8893608463974066e-09
5.560101158214587e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32289802222685171,0.11288742944340577,0.018278019184259364,9.0000774222537656e-14,2.1576222685873316e-06,0.00020177903257985097,0.00010581257335838387,6.8527711190022412e-09,5.0419291611694822e-09,4.1919528300039393e-05,4.107624842983436e-13,8.0045216939809832e-08,6.4709320305572623e-10,1.1042707106874977e-09,5.7602689300582464e-14,8.072049345362553e-18,3.4734083496232157e-09,8.82182512122825e-11,0.0056342050321711856,0.0089790466386309303,1.848921779012237e-07,5.8561710288248639e-08,5.2657495107330101e-05,1.0476513678079335e-10,1.4117377483479578e-10,2.6065328405865507e-07,1.2648394059288659e-07,1.9806370312082943e-11,3.0009503801180456e-06,5.9386021719053209e-09
5.597740602529456e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32284665730558587,0.11288659863376206,0.018251301986430338,9.3042088607738773e-14,2.2099455697775176e-06,0.00020449461128874157,0.00010717501729500392,7.0325305843256174e-09,5.1250762203482294e-09,4.2327837195616119e-05,4.2936156729858297e-13,8.0501893593466115e-08,6.6448902600543198e-10,1.1306794478453509e-09,5.9489677301571561e-14,8.3095851293723323e-18,3.5171907962794382e-09,9.1299093633343448e-11,0.0056332623889499668,0.0090310653889978335,1.8592583520078165e-07,5.9185471399787281e-08,5.2903494130730763e-05,1.0725492803004374e-10,1.4243719118193705e-10,2.6180900978034085e-07,1.2643389434081246e-07,2.0037662708548803e-11,3.0409983944839308e-06,5.9877146337486195e-09
5.635380046844325e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32279539478458757,0.11288575899441802,0.018224632313637763,9.6161053668020172e-14,2.2631677111299345e-06,0.00020722413395617311,0.00010854477599351974,7.2155900911278964e-09,5.2089066944878708e-09,4.2736299593763255e-05,4.4864362598246279e-13,8.0957530807394894e-08,6.8220049038610784e-10,1.1575167698181928e-09,6.1422905410137449e-14,8.5539028091383693e-18,3.5610919584061659e-09,9.4462411765759846e-11,0.0056323211100169175,0.0090829808727817471,1.8695541427262302e-07,5.9811130226142101e-08,5.3148807322139824e-05,1.0978625030704919e-10,1.4370123025325655e-10,2.6295858123236994e-07,1.263828476801074e-07,2.0269998225329508e-11,3.0812435602385536e-06,6.036695518823276e-09
5.673019491159194e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32274423441470423,0.11288491058058675,0.018198010053456552,9.935896634189849e-14,2.3172976989410978e-06,0.0002099675152793966,0.0001099218167195001,7.4019803683817972e-09,5.2934187288107273e-09,4.3144894371454757e-05,4.6862754013681328e-13,8.1412138739756607e-08,7.0023006227458428e-10,1.1847860530385133e-09,6.3403089555703112e-14,8.8051914550847702e-18,3.6051087399333912e-09,9.770969475798841e-11,0.0056313811939425725,0.0091347933385843277,1.879809067008074e-07,6.0438669888362325e-08,5.3393438011586374e-05,1.123594963218254e-10,1.4496583741282541e-10,2.6410200405281484e-07,1.263308090806046e-07,2.0503371164704201e-11,3.1216845383431688e-06,6.0855421619953401e-09
5.710658935474062e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32269317594753272,0.11288405344729473,0.018171435093820694,1.026371316173516e-13,2.3723445567739484e-06,0.00021272467000217802,0.00011130610670252852,7.5917319964464139e-09,5.3786104317637699e-09,4.3553600625982294e-05,4.8933251764227625e-13,8.186572727845274e-08,7.1858017858734725e-10,1.212490660496107e-09,6.5430948498934982e-14,9.0636445587918842e-18,3.6492380666916436e-09,1.0104244328731981e-10,0.0056304426392992449,0.0091865030343077254,1.8900230444218538e-07,6.1068073597265366e-08,5.3637389475262684e-05,1.1497505922774559e-10,1.4623095842738519e-10,2.6523928410403641e-07,1.2627778701549582e-07,2.0737775833789407e-11,3.1623199915119501e-06,6.1342519456527819e-09
5.748298379788931e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32264221913541674,0.11288318764938078,0.018144907323021722,1.0599686240559004e-13,2.428317325033422e-06,0.00021549551291922818,0.00011269761313892313,7.7848754028660533e-09,5.4644798756773415e-09,4.3962397673915794e-05,5.1077809554839453e-13,8.2318306049796215e-08,7.3725324664894381e-10,1.2406339415056716e-09,6.7507203726351289e-14,9.3294600927556294e-18,3.6934768866136044e-09,1.0446216942194634e-10,0.0056295054446609226,0.0092381102071552,1.9001959982357832e-07,6.1699324652321711e-08,5.3880664937253864e-05,1.1763333259512525e-10,1.4749653946720713e-10,2.6637042747385742e-07,1.2622378997128806e-07,2.097320654482008e-11,3.2031485842727284e-06,6.1828222992581533e-09
5.7859378241038e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32259136373144442,0.11288231324149402,0.018118426629707311,1.0943947941415518e-13,2.4852250605443502e-06,0.00021827995888059891,0.00011409630319445904,7.9814408582377076e-09,5.5510250974176729e-09,4.4371265050059861e-05,5.3298414106548113e-13,8.2769884426873671e-08,7.5625164377132271e-10,1.2692192314791798e-09,6.9632579344557327e-14,9.6028405698466418e-18,3.7378221699251635e-09,1.079703964810248e-10,0.0056285696086031583,0.0092896151036317483,1.9103278553704658e-07,6.2332406442445075e-08,5.412326757119164e-05,1.2033471039903648e-10,1.4876252711353269e-10,2.6749544047906183e-07,1.26168826419933e-07,2.120965761565216e-11,3.2441689830271703e-06,6.2312506989044764e-09
5.812844021670097e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32255507224961516,0.11288168293236109,0.018099525951892365,1.1195194033697821e-13,2.5264831027741866e-06,0.0002202786838647177,0.00011510052818065292,8.1240679428456005e-09,5.6133042132796284e-09,4.4663571858158106e-05,5.4933521562933242e-13,8.3092082832273828e-08,7.7003316983879825e-10,1.2899259115107723e-09,7.1182393557009622e-14,9.803015382968989e-18,3.7695855569838539e-09,1.1053331363237875e-10,0.0056279014670382252,0.0093263703366243261,1.9175452891535144e-07,6.2786071842588774e-08,5.4296279095054755e-05,1.2229240278067487e-10,1.496677260991504e-10,2.682958914914318e-07,1.2612894857746773e-07,2.1379304655896362e-11,3.2736088463856833e-06,6.2657808958952776e-09
5.839750219236394e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32251883237153428,0.11288104827122331,0.018080649233363583,1.145079220973274e-13,2.5682268652438898e-06,0.00022228428541783431,0.00011610839516993292,8.2684700200809865e-09,5.6759268887201736e-09,4.4955896924105461e-05,5.6609268309321346e-13,8.341377796822214e-08,7.8398298557358997e-10,1.3108613629285604e-09,7.2757945566275125e-14,1.0007238705872778e-17,3.8014007178857177e-09,1.1314280227847389e-10,0.0056272340184571803,0.009363073521902486,1.9247416628327439e-07,6.3240658290026471e-08,5.4468949530151278e-05,1.2427246707372008e-10,1.5057308653041464e-10,2.6909321571352684e-07,1.2608858429338978e-07,2.154946812457697e-11,3.3031455556794927e-06,6.3002363970818088e-09
5.863965797046061e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32248626052849388,0.1128804733715858,0.018063680638532198,1.1684592056552442e-13,2.606214288668898e-06,0.0002240951806234814,0.00011701857944012066,8.399958520659682e-09,5.7325804208957455e-09,4.5218999082255247e-05,5.8152812352635964e-13,8.3702875940369865e-08,7.9668240143231009e-10,1.3298998646973711e-09,7.4198168679244029e-14,1.0194565893078335e-17,3.8300777320581458e-09,1.1553162906895446e-10,0.0056266339068064787,0.0093960619617405126,1.9312003734569995e-07,6.3650568641341518e-08,5.4624062212180154e-05,1.2607377215113165e-10,1.5138803314688451e-10,2.6980813618853267e-07,1.2605184308973304e-07,2.1703055081888789e-11,3.3298109962238513e-06,6.3311817566220587e-09
5.888181374855729e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3224537303468859,0.11287989497723412,0.018046731388697515,1.192199256259426e-13,2.644600262282806e-06,0.00022591159808495905,0.00011793169523318192,8.5329015149567252e-09,5.7895110771656227e-09,4.5482104875388446e-05,5.9730444962319029e-13,8.3991571147197247e-08,8.0951941837583802e-10,1.3491255230848375e-09,7.5659650395917982e-14,1.0385293776453994e-17,3.8587950165438422e-09,1.1795905294638137e-10,0.0056260343556741588,0.0094290083803755288,1.937641990118503e-07,6.4061215846153839e-08,5.4778900319413866e-05,1.2789342055616113e-10,1.5220308117221527e-10,2.7052052788050263e-07,1.2601471263705199e-07,2.1857057161806331e-11,3.3565541354985809e-06,6.362065268019761e-09
5.912396952665396e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32242124176172676,0.11287931310252053,0.01802980145457319,1.2163029673304823e-13,2.6833872138036031e-06,0.000227733515195973,0.00011884773378063033,8.6673068908829917e-09,5.8467182995997543e-09,4.5745209077515016e-05,6.1342729633084612e-13,8.4279865841694454e-08,8.2249463732550061e-10,1.3685392113071239e-09,7.714258598809686e-14,1.0579481140207536e-17,3.8875517880969504e-09,1.2042549086230176e-10,0.0056254353646822608,0.0094619128427268964,1.9440664970445292e-07,6.447259557241945e-08,5.4933464648508618e-05,1.2973151757291118e-10,1.5301821681295312e-10,2.7123039271272313e-07,1.2597719519395819e-07,2.2011472857810342e-11,3.3833746204719455e-06,6.3928863064377307e-09
5.936612530475063e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32238879470815934,0.11287872776176373,0.018012890806932764,1.2407739457312296e-13,2.7225775734256432e-06,0.00022956090936317717,0.00011976668631085235,8.8031825062788565e-09,5.904201524705702e-09,4.6008306499180071e-05,6.2990235576975281e-13,8.4567762239581314e-08,8.3560865374577796e-10,1.3881418000246647e-09,7.8647171090317767e-14,1.0777187593654472e-17,3.9163472674225429e-09,1.2293136157840169e-10,0.00562483693345302,0.0094947754135949122,1.950473879057558e-07,6.4884703503094024e-08,5.5087755988679924e-05,1.3158816854049117e-10,1.5383342634635004e-10,2.719377326470046e-07,1.2593929301861125e-07,2.2166300664577835e-11,3.4102720984805459e-06,6.4236442546736127e-09
5.960828108284731e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32235638912145131,0.11287813896924868,0.017995999416609437,1.2656158104991768e-13,2.7621737737742906e-06,0.00023139375800663317,0.00012068854404938609,8.9405361885047933e-09,5.9619601834965048e-09,4.6271391987346267e-05,6.4673537728673564e-13,8.4855262520046041e-08,8.4886205760519299e-10,1.4079341573199973e-09,8.0173601688019076e-14,1.0978473577528219e-17,3.9451806791911712e-09,1.2547708564985272e-10,0.0056242390616088435,0.009527596157660875,1.9568641215683946e-07,6.5297535336056008e-08,5.5241775121848016e-05,1.3346347885057463e-10,1.5464869612039994e-10,2.7264254968280609e-07,1.2590100836690345e-07,2.2321539078013384e-11,3.4372462172355613e-06,6.4543385031124232e-09
5.985043686094398e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32232402493699641,0.11287754673922636,0.017979127254495967,1.2908321927031716e-13,2.8021782498605772e-06,0.00023323203856026874,0.0001216132982191934,9.0793757340325749e-09,6.0199937015584909e-09,4.6534460425276009e-05,6.6393216750742015e-13,8.514236882648592e-08,8.6225543333726886e-10,1.4279171486756136e-09,8.172207410571507e-14,1.1183400370279336e-17,3.974051252053453e-09,1.2806308540866541e-10,0.0056236417487723041,0.0095603751394871938,1.9632372105728492e-07,6.5711086784065451e-08,5.5395522822780865e-05,1.3535755394540174e-10,1.5546401255590581e-10,2.7334484585939162e-07,1.2586234349408249e-07,2.2477186595301518e-11,3.4642966248289853e-06,6.4849684496790975e-09
6.009259263904066e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32229170209031299,0.1128769510859137,0.017962274291544466,1.3164267352999321e-13,2.8425934390360181e-06,0.00023507572847233346,0.00012254094004093287,9.2197089080397314e-09,6.0783014991188277e-09,4.6797506732413625e-05,6.8149859038455062e-13,8.5429083267237466e-08,8.7578935980199951e-10,1.4480916369520326e-09,8.329278499516826e-14,1.1392030094350744e-17,4.0029582186542375e-09,1.3068978494696988e-10,0.0056230449945661324,0.0095931124235174442,1.9695931326481041e-07,6.6125353574730465e-08,5.5548999859235158e-05,1.3727049931588093e-10,1.5627936214663057e-10,2.7404462325750275e-07,1.2582330065426554e-07,2.2633241714965834e-11,3.4914229697398074e-06,6.5155334997911621e-09
6.033474841713733e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32225942051704487,0.1128763520234935,0.017945440498766282,1.3424030929901757e-13,2.8834217809476444e-06,0.00023692480520585206,0.00012347146073323333,9.3615434440105446e-09,6.1368829911124999e-09,4.7060525864267103e-05,6.9944056723838703e-13,8.5715407916283374e-08,8.8946441024832505e-10,1.4684584823662713e-09,8.4885931323545392e-14,1.1604425722413579e-17,4.0319008156459624e-09,1.3335761010013677e-10,0.0056224487986132055,0.0096258080740764841,1.9759318749478149e-07,6.6540331450470487e-08,5.5702206992095918e-05,1.3920242049962189e-10,1.5709473145891796e-10,2.7474188399728212e-07,1.2578388210050046e-07,2.2789702936873808e-11,3.518624900840162e-06,6.5460330663116569e-09
6.0576904195234e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32222718015296031,0.1128757495661141,0.017928625847231837,1.3687649320743976e-13,2.9246657174931817e-06,0.00023877924623907321,0.00012440485151296349,9.5048870433433973e-09,6.1957375872487408e-09,4.7323512812289493e-05,7.1776407678924235e-13,8.6001344813937008e-08,9.032811522776029e-10,1.4890185424707087e-09,8.6501710361559444e-14,1.1820651083562663e-17,4.060878283701153e-09,1.3606698842974478e-10,0.0056218531605365359,0.0096584621553704973,1.9822534251976929e-07,6.6956016168478452e-08,5.585514497550917e-05,1.4115342307902203e-10,1.5791010713165158e-10,2.7543663023819534e-07,1.2574409008348492e-07,2.2946568762276072e-11,3.5459020674013989e-06,6.5764665695021779e-09
