Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(56),CH3OO(84),COX(57)
1.806298040157279e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32858919177359092,0.11291578867784145,0.021202105974578278,1.0467940316496118e-14,4.5864210546708689e-06,1.2574474923291957e-05,1.1832095997175632e-05,8.9377010851491876e-11,2.6739553532796692e-10,6.6305602569332231e-06,1.5076546440206622e-16,2.2429698291187808e-08,5.1463747348395338e-12,2.096163758360141e-09,1.9642457701529456e-16,2.0117899584891869e-19,1.2784539526877448e-08,2.0951156562996713e-13,0.0057354227618409666,0.0032223828263442302,6.4917637422444983e-08,1.0452247129467289e-07,1.9985495299974123e-05,2.3494664615359461e-10,2.2328147389815157e-11,9.7058882496481881e-08,1.2628187549406494e-07,2.9400743300122974e-12,1.8729226228873675e-07,1.0877490579939011e-09,9.5798451410252812e-12
1.8129426898062661e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32857814718303197,0.11291584887394633,0.0211964363014749,1.0687927971691077e-14,4.6471713872921457e-06,1.2685857544966669e-05,1.1918196937559847e-05,9.0590146920731716e-11,2.7008621935942457e-10,6.6737418938007616e-06,1.5486895696661365e-16,2.2529733559190993e-08,5.23252126889315e-12,2.1247460423794593e-09,2.0031281654391338e-16,2.0340051078714848e-19,1.2902244694491039e-08,2.1381455176942284e-13,0.0057352327839158019,0.0032335745788535934,6.5151767842123374e-08,1.0509919262001056e-07,2.0025594526240764e-05,2.3798201915576302e-10,2.2419285839309671e-11,9.7268311250263545e-08,1.2629669977624138e-07,2.9576966907469593e-12,1.8897069249908825e-07,1.094550110393557e-09,9.6492335522136699e-12
1.8195873394552534e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32856710737127176,0.11291590863146009,0.021190768525376838,1.0911548232818843e-14,4.7084115321629086e-06,1.2797521523569743e-05,1.2004606486777178e-05,9.1816020102304848e-11,2.7279367087833533e-10,6.7170358337638984e-06,1.5906812398720365e-16,2.2629451340660672e-08,5.3197751112224613e-12,2.1535890744920788e-09,2.0426255171093382e-16,2.0563838922054438e-19,1.3020409990486262e-08,2.1818942999621826e-13,0.0057350428242693915,0.0032447617378883933,6.5385890877763513e-08,1.0567616564133878e-07,2.0065486522829407e-05,2.4104103223873989e-10,2.2510225120663659e-11,9.7476807329908885e-08,1.2631154431666646e-07,2.9753681334933744e-12,1.9065339368332695e-07,1.1013659385947982e-09,9.7188672751185787e-12
1.8262319891042406e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32855607233389256,0.11291596794886297,0.021185102645395647,1.1138844250624319e-14,4.7701428310863604e-06,1.2909464281831955e-05,1.2091324606169675e-05,9.3054725152561081e-11,2.7551792616889219e-10,6.7604418222615883e-06,1.6336481908889733e-16,2.2728851509131341e-08,5.408146060790617e-12,2.182694052613148e-09,2.082745061026684e-16,2.0789269556481385e-19,1.3139034014362294e-08,2.2263712259579786e-13,0.0057348528847041367,0.0032559443039233034,6.5620006262805614e-08,1.0625338967812174e-07,2.0105173462439086e-05,2.4412374532366276e-10,2.2600966753749883e-11,9.7684380622078551e-08,1.2632640871948139e-07,2.9930886455739154e-12,1.9234032543199324e-07,1.1081964877935855e-09,9.7887462561786669e-12
1.8328766387532278e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32854504206659674,0.1129160268247178,0.021179438660643507,1.1369859480824336e-14,4.8323666237755496e-06,1.302168326326479e-05,1.2178351256919431e-05,9.4306357219884232e-11,2.7825902138097757e-10,6.8039596050898332e-06,1.6776092435538674e-16,2.2827933972580101e-08,5.4976439608367638e-12,2.2120621750290388e-09,2.12349408836424e-16,2.1016349435622063e-19,1.3258115370093297e-08,2.2715855999832221e-13,0.0057346629669397589,0.0032671222774339806,6.5854113731523992e-08,1.0683086401073511e-07,2.0144657478904127e-05,2.4723021820273446e-10,2.2691512231296597e-11,9.7891040830043226e-08,1.2634129259202334e-07,3.0108582142711404e-12,1.9403144766837496e-07,1.1150417032980444e-09,9.8588704417289349e-12
1.839521288402215e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32853401656520287,0.11291608525766637,0.021173776570233248,1.1604637684679667e-14,4.8950842478343233e-06,1.3134175931875491e-05,1.2265686400046934e-05,9.5571011844516103e-11,2.8101699253043856e-10,6.8475889284015562e-06,1.7225835064670264e-16,2.292669867250118e-08,5.5882786988211474e-12,2.2416946403814791e-09,2.1648799457904867e-16,2.1245085025336655e-19,1.337765266604781e-08,2.3175468081537396e-13,0.0057344730726170533,0.0032782956588970997,6.6088213019033248e-08,1.0740858788007295e-07,2.0183940667814041e-05,2.5036051053757972e-10,2.2781863018912031e-11,9.8096797476572116e-08,1.2635619554476489e-07,3.0286768268274372e-12,1.957267206440932e-07,1.1219015305283201e-09,9.9292397779993663e-12
1.8461659380512022e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32852299582564126,0.1129161432464257,0.021168116373278346,1.1843222929561816e-14,4.958297038736757e-06,1.3246939771883427e-05,1.2353329996409478e-05,9.6848784958374562e-11,2.8379187549936267e-10,6.8913295387064803e-06,1.7685903791899995e-16,2.3025145582998768e-08,5.680060206369424e-12,2.271592647651396e-09,2.2069100356542307e-16,2.1475482803899e-19,1.3497644514907944e-08,2.3642643187661783e-13,0.0057342832033014882,0.003289464448790384,6.6322303861293876e-08,1.079865604872297e-07,2.0223025087133958e-05,2.5351468185756921e-10,2.287202055513661e-11,9.8301659906834859e-08,1.2637111719125386e-07,3.0465444704448151e-12,1.9742610493469735e-07,1.1287759150164348e-09,9.9998542111136344e-12
1.8528105877001894e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32851197984394986,0.11291620078978479,0.021162458068892914,1.2085659589514476e-14,5.022006329805131e-06,1.3359972287437904e-05,1.2441282006699502e-05,9.8139772884865417e-11,2.8658370603635197e-10,6.9351811828710046e-06,1.8156495554642132e-16,2.3123274709898048e-08,5.7729984592161649e-12,2.3017573961425004e-09,2.2495918161689537e-16,2.1707549262178247e-19,1.361808953358845e-08,2.4117476826641453e-13,0.005734093360486644,0.0033006286475926365,6.6556385995117042e-08,1.0856478099325245e-07,2.0261912757824883e-05,2.5669279155811213e-10,2.2961986251522657e-11,9.8505637291297809e-08,1.2638605714805522e-07,3.0644611322845704e-12,1.9912956143527494e-07,1.1356648024061471e-09,1.0070713687087722e-11
1.8594552373491766e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32850096861627032,0.11291625788660116,0.021156801656191687,1.2331992345809679e-14,5.0862134521865545e-06,1.3473271002337685e-05,1.2529542391443008e-05,9.9444072338688565e-11,2.8939251975679812e-10,6.9791436081181056e-06,1.8637810264504988e-16,2.3221086089874349e-08,5.8671034771475781e-12,2.3321900854646297e-09,2.2929328015965862e-16,2.1941290903822277e-19,1.3738986343155781e-08,2.4600065336038785e-13,0.0057339035455974772,0.0033117882557837761,6.6790459158169455e-08,1.0914324851896115e-07,2.0300605664463212e-05,2.5989489889892187e-10,2.3051761492738456e-11,9.8708738628623546e-08,1.2640101503469113e-07,3.0824267994670772e-12,2.0083705135607887e-07,1.1425681384528092e-09,1.0141818151828641e-11
1.8727445366471513e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32847896040801161,0.11291637073636061,0.021145494502303956,1.2836526411942106e-14,5.2161265044488321e-06,1.3700657221950713e-05,1.2706988125552525e-05,1.0209299464237903e-10,2.9506123854521854e-10,7.0673997925341377e-06,1.9633423239384309e-16,2.3415755904957058e-08,6.0588541073162014e-12,2.3938640864697818e-09,2.3816227255776103e-16,2.2413825816807471e-19,1.3982129839490535e-08,2.5588896483861119e-13,0.0057335240049711895,0.0033340937022581733,6.7258577526935843e-08,1.103009209109296e-07,2.0377414945668773e-05,2.6637134285099751e-10,2.3230746014707544e-11,9.9112348314871898e-08,1.2643098309007538e-07,3.1185050981359786e-12,2.042639778491814e-07,1.1564179400955277e-09,1.0284761830686137e-11
1.8847049060153286e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32845916924258883,0.11291647076380376,0.021135324524496853,1.3304386273139294e-14,5.3347641432103117e-06,1.3906190772618423e-05,1.2867743527413923e-05,1.0452352838534834e-10,3.002215225181065e-10,7.1472067012486215e-06,2.0568214961687164e-16,2.3589873013862257e-08,6.2355214294126649e-12,2.4502990851681646e-09,2.4637746750611489e-16,2.2844901878423544e-19,1.4202490359712681e-08,2.6506349737039383e-13,0.0057331825269111222,0.0033541529090337237,6.7679850764744126e-08,1.113436612245565e-07,2.0445896391828022e-05,2.7228280599003774e-10,2.3391194073366969e-11,9.947268781066344e-08,1.2645801190195802e-07,3.1511430351567968e-12,2.0736162315093599e-07,1.1689316340783295e-09,1.0414248458301431e-11
1.896665275383506e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32843939342452094,0.11291656932950003,0.021125160662007474,1.3785578469325592e-14,5.4550353552809929e-06,1.4112549168145496e-05,1.3029497440827362e-05,1.0699871344642681e-10,3.0543737983644338e-10,7.227368625768422e-06,2.1540997465477133e-16,2.3762962514855587e-08,6.416126905281204e-12,2.50762088067521e-09,2.5481818912983988e-16,2.3281507282710353e-19,1.4424293418467257e-08,2.7450465293465491e-13,0.0057328411586709581,0.0033741972497476347,6.8101090897027893e-08,1.1238718636429739e-07,2.051377606874571e-05,2.7827293670060197e-10,2.3551045378835946e-11,9.9830321314393921e-08,1.2648509301988725e-07,3.1839395472943358e-12,2.1047174742363833e-07,1.1814913031826393e-09,1.0544528003146496e-11
1.9086256447516832e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32841963293459331,0.1129166664288859,0.021115002909695313,1.4280374761873395e-14,5.5769478217582652e-06,1.4319718641618244e-05,1.3192249629351166e-05,1.0951912798657248e-10,3.1070901342856054e-10,7.3078841047773779e-06,2.2553048523739645e-16,2.3935025628996694e-08,6.6007305553171002e-12,2.565836477913125e-09,2.634890248093652e-16,2.3723680445833976e-19,1.4647531113344739e-08,2.8421835453867255e-13,0.0057324999064607028,0.0033942267272438144,6.8522296425354666e-08,1.1343148974675415e-07,2.0581064315786575e-05,2.8434207544343055e-10,2.3710307056506886e-11,1.0018529547454859e-07,1.2651222432653221e-07,3.2168945579343756e-12,2.1359413527427275e-07,1.1940966350704421e-09,1.0675600145637587e-11
1.9205860141198605e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3283998877544147,0.11291676205790335,0.021104851262426221,1.4789050179781586e-14,5.7005091986647349e-06,1.4527685610796158e-05,1.3355999854670446e-05,1.1208535425686448e-10,3.1603662484617541e-10,7.3887516806946622e-06,2.3605679788802551e-16,2.4106063837801709e-08,6.7893928575128154e-12,2.624952883621554e-09,2.7239462220801411e-16,2.4171459933369392e-19,1.4872195579164325e-08,2.9421061512833688e-13,0.0057321587759845971,0.003414241344380817,6.894346586057894e-08,1.1447656437179481e-07,2.0647771138950849e-05,2.9049056111074057e-10,2.386898596523126e-11,1.0053765536496506e-07,1.2653940373284925e-07,3.2500079900244355e-12,2.1672857427910961e-07,1.2067473185642029e-09,1.0807464564943867e-11
1.9325463834880378e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32838015786636471,0.11291685621295887,0.021094705715072309,1.5311883029249844e-14,5.8257271163480455e-06,1.4736436673235105e-05,1.3520747876568772e-05,1.1469797859385217e-10,3.2142041426951933e-10,7.4699698996731869e-06,2.4700237439935059e-16,2.4276078869679035e-08,6.9821747462463859e-12,2.6849771060149326e-09,2.8153968960899581e-16,2.4624884464075394e-19,1.5098278986520255e-08,3.0448753827058482e-13,0.005731817772482029,0.0034342411040325796,6.9364597722893645e-08,1.1552240282791373e-07,2.0713906222034517e-05,2.9671873099146433e-10,2.4027088702447184e-11,1.008874445376815e-07,1.2656662917769499e-07,3.2832797660738916e-12,2.1987485490659781e-07,1.2194430436443119e-09,1.0940120938964328e-11
1.944506752856215e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32836044325354402,0.11291694889088578,0.021084566262511931,1.5849154903057957e-14,5.9526091788614296e-06,1.4945958601518095e-05,1.3686493452900647e-05,1.1735759141470946e-10,3.2686058051245358e-10,7.551537311598073e-06,2.583810283818491e-16,2.4445072686913338e-08,7.179137611044473e-12,2.7459161544367437e-09,2.909289962501993e-16,2.5083992913734375e-19,1.5325773540356412e-08,3.1505531883398362e-13,0.0057314769007651154,0.0034542260090891764,6.9785690541871237e-08,1.1656899729944004e-07,2.0779478937608525e-05,3.0302692073713158e-10,2.4184621609927065e-11,1.012347050750318e-07,1.2659389862753079e-07,3.3167098081547401e-12,2.2303277044177794e-07,1.232183501446551e-09,1.107356894430524e-11
1.9564671222243924e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32834074389972878,0.11291704008890968,0.021074432899629625,1.6401150689752819e-14,6.0811629633296694e-06,1.5156238338597102e-05,1.3853236339564831e-05,1.2006478721220166e-10,3.3235732102757487e-10,7.6334524700851654e-06,2.7020693188295553e-16,2.4613047473170999e-08,7.3803432953210358e-12,2.8077770390116106e-09,3.0056737265679873e-16,2.5548824319055928e-19,1.5554671478572186e-08,3.259202436674667e-13,0.0057311361652532897,0.003474196062457574,7.0206742856497937e-08,1.1761633957425071e-07,2.0844498357802209e-05,3.0941546432758701e-10,2.4341590779646737e-11,1.0157947764089179e-07,1.2662121007620517e-07,3.3502980379031811e-12,2.2620211691228387e-07,1.2449683842595752e-09,1.1207808256258533e-11
1.9684274915925696e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32832105978932752,0.11291712980461679,0.021064305621316035,1.6968158582637909e-14,6.2113960193027266e-06,1.5367262993251116e-05,1.4020976290478609e-05,1.2282016454946127e-10,3.379108319113086e-10,7.7157139324796034e-06,2.8249462207866928e-16,2.4780005621526002e-08,7.5858540950912752e-12,2.8705667702956429e-09,3.104597109715942e-16,2.6019417881646487e-19,1.5784965070662613e-08,3.3708869227714881e-13,0.0057307955700050001,0.0034941512670623991,7.0627753215203854e-08,1.1866442105244407e-07,2.0908973264875272e-05,3.1588469403653179e-10,2.4498002059950984e-11,1.0192180153099272e-07,1.2664856154479161e-07,3.3840443765218099e-12,2.2938269301603678e-07,1.2577973855224038e-09,1.1342838548780862e-11
1.980387860960747e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3283013909073404,0.11291721803592461,0.021054184422467905,1.7550470088566842e-14,6.3433158681011962e-06,1.5579019835662861e-05,1.4189713057553047e-05,1.2562432605457893e-10,3.4352130790899082e-10,7.7983202598544117e-06,2.9525900803649791e-16,2.4945949722982055e-08,7.7957327576616606e-12,2.9342923589259502e-09,3.2061096528308926e-16,2.6495812972044376e-19,1.6016646616395001e-08,3.4856713750120877e-13,0.0057304551187468914,0.0035140916258466987,7.1048720175882944e-08,1.1971323275671849e-07,2.0972912161564094e-05,3.2243494039877749e-10,2.4653861062262899e-11,1.0226171472222851e-07,1.2667595108146606e-07,3.417948744782064e-12,2.3257430005069284e-07,1.270670199821921e-09,1.1478659494473319e-11
1.9923482303289242e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32828173723932208,0.11291730478105524,0.021044069297988011,1.8148380036540294e-14,6.4769300021567595e-06,1.5791496293116838e-05,1.4359446390669333e-05,1.2847787841501048e-10,3.4918894241993973e-10,7.8812700170091567e-06,3.0851537754967617e-16,2.5110882555474907e-08,8.0100424802963578e-12,2.9989608152699667e-09,3.3102615195127297e-16,2.6978049133821095e-19,1.6249708444524478e-08,3.6036214618280343e-13,0.0057301148149006206,0.0035340171417726995,7.1469642305904641e-08,1.2076276534275689e-07,2.1036323281192614e-05,3.2906653217756825e-10,2.4809173167707257e-11,1.0259925392089193e-07,1.2670337676142511e-07,3.4520110630273024e-12,2.3577674184489964e-07,1.2835865228903882e-09,1.1615270764562371e-11
2.0043085996971015e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32826209877134616,0.11291739003851053,0.021033960242785116,1.8762186586105889e-14,6.6122458843502032e-06,1.6004679945820257e-05,1.4530176037656162e-05,1.3138143237180447e-10,3.5491392750251482e-10,7.964561772468542e-06,3.2227940404245301e-16,2.5274807073338502e-08,8.2288469088604827e-12,3.064579149075037e-09,3.4171034993108636e-16,2.7466166087749053e-19,1.6484142911550063e-08,3.7248037984098246e-13,0.0057297746616075508,0.0035539278178225706,7.189051818212515e-08,1.2181300910999862e-07,2.1099214597538659e-05,3.3577979633099282e-10,2.4963943533808321e-11,1.0293445460979636e-07,1.2673083668683452e-07,3.4862312511763959e-12,2.3898982469139694e-07,1.2965460516029658e-09,1.1752672028881534e-11
2.0162689690652788e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3282424754899721,0.11291747380704938,0.021023857251773956,1.9392191235559738e-14,6.7492709473496769e-06,1.6218558522848169e-05,1.4701901744268269e-05,1.3433560271364936e-10,3.6069645387916581e-10,8.0481940984810807e-06,3.3656715354667133e-16,2.543772639722215e-08,8.4522101364403934e-12,3.1311543691189155e-09,3.5266870109353595e-16,2.7960203736036698e-19,1.6719942400512698e-08,3.8492859533956609e-13,0.0057294346617514612,0.0035738236569991715,7.231134639088927e-08,1.2286395401415207e-07,2.1161593834446497e-05,3.4257505798164863e-10,2.5118177101735561e-11,1.0326735109424169e-07,1.2675832898680183e-07,3.5206092287273645e-12,2.4221335728199368e-07,1.3095484839752339e-09,1.1890862955853722e-11
2.028229338433456e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32822286738221468,0.11291755608566688,0.021013760319875181,2.0038698829948886e-14,6.8880125929514686e-06,1.6433119898213489e-05,1.4874623254166076e-05,1.3734100827074397e-10,3.6653671094146961e-10,8.1321655710177195e-06,3.5139509174968486e-16,2.5599643804444729e-08,8.6801967019413103e-12,3.1986934828617232e-09,3.6390641054442593e-16,2.8460202166631455e-19,1.6957099319836292e-08,3.9771364555394774e-13,0.0057290948179794148,0.0035937046623267946,7.2732125528021621e-08,1.2391558967931495e-07,2.1223468475181912e-05,3.494526403868583e-10,2.5271878603302052e-11,1.0359797654678353e-07,1.2678585181736884e-07,3.5551449147615447e-12,2.4544715064444395e-07,1.3225935191607194e-09,1.2029843212474953e-11
2.0401897078016334e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32820327443551389,0.11291763687357516,0.021003669442015323,2.0702017568874189e-14,7.0284781914249318e-06,1.6648352087061794e-05,1.5048340308896501e-05,1.4039827190849207e-10,3.7243488675515667e-10,8.2164747697704682e-06,3.6678009111357232e-16,2.5760562719771171e-08,8.9128715886626075e-12,3.2672034960995232e-09,3.754287469406845e-16,2.8966201657591406e-19,1.719560610221274e-08,4.1084248003579051e-13,0.0057287551327209326,0.0036135708368518998,7.3152854198822449e-08,1.2496790540983248e-07,2.1284845771526153e-05,3.5641286490588329e-10,2.5425052567793561e-11,1.0392636305078532e-07,1.2681340336151265e-07,3.5898382279482201e-12,2.486910180812344e-07,1.3356808574484326e-09,1.216961246429884e-11
2.0521500771698107e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32818369663770924,0.11291771617018556,0.020993584613126778,2.1382459014093384e-14,7.170675080863905e-06,1.686424324199064e-05,1.5223052647874951e-05,1.4350802052102344e-10,3.7839116806512597e-10,8.3011202781510007e-06,3.8273943806552899e-16,2.5920486706595833e-08,9.1503002228511011e-12,3.3366914126201722e-09,3.8724104280426061e-16,2.9478242681525764e-19,1.7435455203531333e-08,4.243221456755835e-13,0.0057284156082056453,0.0036334221836438374,7.3573531018054865e-08,1.2602089020409811e-07,2.1345732752602708e-05,3.63456050972593e-10,2.5577703329420413e-11,1.0425254164273222e-07,1.2684098182915139e-07,3.6246890865490144e-12,2.5194477511028769e-07,1.3488102002603949e-09,1.2310170375421776e-11
2.064110446537988e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32816413397701316,0.11291779397509252,0.020983505828147734,2.2080338096924248e-14,7.3146105665466884e-06,1.7080781649492493e-05,1.5398760008368451e-05,1.4667088502454401e-10,3.8440574030044866e-10,8.3861006832892331e-06,3.9929084025935081e-16,2.6079419458518101e-08,9.3925484722326587e-12,3.4071642338619951e-09,3.9934869483356909e-16,2.9996365910105123e-19,1.7676639101853231e-08,4.3815978736302861e-13,0.0057280762464795004,0.0036532587057955513,7.399415460991683e-08,1.2707453276770057e-07,2.1406136233436988e-05,3.7058251607006743e-10,2.5729835034416752e-11,1.0457654235328813e-07,1.2686858545715689e-07,3.6596974084227132e-12,2.5520823940757572e-07,1.3619812501491724e-09,1.2451516608469468e-11
2.0760708159061653e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32814458644198741,0.11291787028805873,0.020973433082022215,2.2795973125447599e-14,7.4602919203051918e-06,1.7297955726520128e-05,1.5575462125479986e-05,1.4988750035051622e-10,3.9047878757936106e-10,8.4714145760318639e-06,4.1645243390796782e-16,2.6237364791296348e-08,9.639682644522466e-12,3.4786289585751367e-09,4.1175716421245953e-16,3.0520612218641743e-19,1.7919150296430897e-08,4.5236264864522282e-13,0.0057277370494196846,0.0036730804064242753,7.4414723608024968e-08,1.2812882152552572e-07,2.1466062823250455e-05,3.7779257569795989e-10,2.5881451647680697e-11,1.048983942470968e-07,1.2689621250936356e-07,3.6948631110306191e-12,2.5848123075163293e-07,1.3751937107954085e-09,1.2593650824584428e-11
2.0880311852743426e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32812505402152081,0.11291794510900109,0.020963366369699966,2.3529685791509993e-14,7.607726379905109e-06,1.7515754017173004e-05,1.5753158732133943e-05,1.5315850543867213e-10,3.9661049271424579e-10,8.5570605509408851e-06,4.3424279118698478e-16,2.6394326635166329e-08,9.8917694859142108e-12,3.5510925824861872e-09,4.244719769166883e-16,3.1051022690740698e-19,1.8162981306772645e-08,4.6693807238260609e-13,0.0057273980187483248,0.0036928872886722187,7.4835236655391932e-08,1.2918374463616629e-07,2.152551893348493e-05,3.8508654334822152e-10,2.6032556960182558e-11,1.0521812546132142e-07,1.269238612765741e-07,3.7301861114413987e-12,2.6176357096995423e-07,1.388447287005357e-09,1.2736572683413885e-11
2.09999155464252e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32810553670480841,0.11291801843797844,0.020953305686136497,2.4281801177526128e-14,7.7569211484390996e-06,1.773416518950281e-05,1.5931849559062782e-05,1.5648454322986093e-10,4.0280103721660235e-10,8.643037206292016e-06,4.526809277091662e-16,2.6550309027510557e-08,1.0148876179548519e-11,3.6245620979667421e-09,4.3749872401786955e-16,3.158763862302217e-19,1.840812467175205e-08,4.8189350140264213e-13,0.0057270591560450975,0.0037126793557072202,7.5255692404379462e-08,1.3023929000561188e-07,2.1584510785560047e-05,3.924647304862382e-10,2.6183154595992099e-11,1.0553576324291727e-07,1.2695153007656037e-07,3.76566632633625e-12,2.6505508388725724e-07,1.401741684708407e-09,1.288028184309921e-11
2.1119519240106972e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32808603448133106,0.11291809027517971,0.020943251026293002,2.505264776308108e-14,7.9078833937324721e-06,1.7953178032436093e-05,1.6111534334794739e-05,1.5986626065873205e-10,4.0905060130200636e-10,8.7293431440731305e-06,4.7178631006977316e-16,2.6705316105865197e-08,1.0411070343960947e-11,3.699044493705337e-09,4.5084306198488792e-16,3.213050152991578e-19,1.8654572948761865e-08,4.9723647915120085e-13,0.0057267204627588063,0.0037324566107233953,7.5676089516672787e-08,1.3129544529889703e-07,2.164304441837004e-05,3.9992744651710965e-10,2.6333248018476826e-11,1.0585133398465585e-07,1.2697921725405251e-07,3.801303672014742e-12,2.6835559527558001e-07,1.4150766109546041e-09,1.302477796026629e-11
2.1239122933788745e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32806654734083757,0.11291816062091341,0.020933202385136383,2.5842557431332606e-14,8.0606202477629512e-06,1.8172781452811845e-05,1.6292212785642773e-05,1.6330430864625729e-10,4.1535936389505701e-10,8.8159769699825927e-06,4.9157886346265988e-16,2.6859352101251257e-08,1.0678420031509791e-11,3.7745467543833245e-09,4.6451071298275181e-16,3.267965314852722e-19,1.8902318712911995e-08,5.1297465034161493e-13,0.0057263819402180354,0.0037522190569417671,7.6096426663253683e-08,1.3235219795457015e-07,2.1701125695516473e-05,4.0747499876350879e-10,2.6482840537474668e-11,1.0616486325990594e-07,1.27006921180718e-07,3.8370980643998541e-12,2.7166493280618752e-07,1.4284517739121757e-09,1.3170060690016149e-11
2.1358726627470518e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3280470752733271,0.11291822947559761,0.020923159757639191,2.6651865475213757e-14,8.2151388060967302e-06,1.8392964472531346e-05,1.6473884635694518e-05,1.6679934209209273e-10,4.2172750263431437e-10,8.9029372934275479e-06,5.1207897936702759e-16,2.7012421331817288e-08,1.09509937267841e-11,3.8510758603556273e-09,4.785074651688699e-16,3.3235135443577869e-19,1.9151354556271002e-08,5.2911576160137777e-13,0.0057260435896409299,0.003771966697610873,7.6516702524334822e-08,1.3340953519865864e-07,2.1758760312280922e-05,4.1510769245665794e-10,2.6631935316169451e-11,1.0647637585617621e-07,1.2703464025513211e-07,3.8730494190432353e-12,2.7498292600325051e-07,1.4418668828650458e-09,1.3316129685917126e-11
2.147833032115229e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32802761826903254,0.11291829683975126,0.020913123138779615,2.7480910603436143e-14,8.3714461273392064e-06,1.8613716225817884e-05,1.6656549606803351e-05,1.7035201986678214e-10,4.2815519387722474e-10,8.9902227275221457e-06,5.333075233047413e-16,2.716452819678111e-08,1.122886034499212e-11,3.9286387873353022e-09,4.9283917298673239e-16,3.3796990612417876e-19,1.9401673087150193e-08,5.4566766211645537e-13,0.0057257054121441983,0.0037916995360073548,7.6936915789325485e-08,1.3446744405528767e-07,2.1815953802348717e-05,4.2282583069987913e-10,2.678053537664817e-11,1.0678589580745078e-07,1.2706237290273108e-07,3.9091576511313514e-12,2.7830940619926151e-07,1.4553216482103389e-09,1.3462984599998011e-11
2.1597934014834064e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32800817631840606,0.11291836271398548,0.020903092523541479,2.8330034946294278e-14,8.529549232601391e-06,1.8835025956583486e-05,1.6840207418580529e-05,1.739630048038051e-10,4.3464261270503452e-10,9.0778318890856965e-06,5.5528584266810276e-16,2.7315677170658601e-08,1.1512089230330472e-11,4.0072425060823652e-09,5.075117574569783e-16,3.4365261090113361e-19,1.9653266929429853e-08,5.6263830427318096e-13,0.0057253674087513742,0.0038114175754365336,7.7357065156808278e-08,1.3552591136074092e-07,2.1872711544280687e-05,4.3062971444601591e-10,2.6928643606681441e-11,1.0709344642533241e-07,1.2709011757575252e-07,3.9454226754905624e-12,2.8164420649214841e-07,1.4688157814558862e-09,1.361062508274128e-11
2.1717537708515837e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32798874941210387,0.11291842709899638,0.020893067906914194,2.9199584061271524e-14,8.6894551049850792e-06,1.9056883015899771e-05,1.7024857788388295e-05,1.776329636914702e-10,4.4118993292769365e-10,9.165763398640766e-06,5.7803577461796047e-16,2.7465872797767646e-08,1.1800750154334387e-11,4.0868939820983381e-09,5.2253120646583748e-16,3.4939989554608196e-19,1.9906128721926331e-08,5.8003574429770786e-13,0.0057250295804004139,0.0038311208192329566,7.7777149334453308e-08,1.3658492377764288e-07,2.19290387677356e-05,4.3851964250333226e-10,2.7076262766455942e-11,1.0739905032900028e-07,1.2711787275316462e-07,3.9818444065922317e-12,2.8498716170404376e-07,1.4823489952177248e-09,1.3759050783077731e-11
