Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23),C2H4(47),COX(50),C2H6X(52),C2H4X(210),C2H4X(65)
3.2973489607518467e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44460105470037359,0.085109748569214327,0.0084782931777175347,0.0,0.0074927147455325256,0.037045220811666432,0.021025922713234266,0.00029343779527944827,9.3696311530963817e-11,0.0051951887312272843,7.1681148954295515e-10,0.00043782242408085174,1.5478233423004925e-08,1.1457764894473562e-05,1.6747444181731687e-09,1.6783039436201064e-10,8.9269326095456782e-06,7.0672690026553911e-05,0.0061357209135887106,0.00014694141834809622,0.00044730062269843543,1.559403972753767e-07,1.0957962188074829e-08,7.6859253726589748e-07,1.3887702366028517e-07,7.6213695607999326e-05,0.00014510747645768857,2.4786039212631228e-09,0.00074462549449020579,3.3778242178267744e-07,0.00011183843276573064,6.5402436135369178e-08,8.1235210095861094e-07,8.0310328920240584e-06,2.002256755142615e-11
3.3043736190628263e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44460227389016144,0.085070085166281534,0.0084603195708213529,0.0,0.0074958989851360422,0.037112798605275596,0.021059215854931757,0.00029413844070816147,9.4225809986938474e-11,0.0052013151629608954,7.1959549020298531e-10,0.00043788128574555449,1.5519526047814521e-08,1.1426127256635133e-05,1.6776197191017805e-09,1.6821438965245442e-10,8.9087410932686804e-06,7.092818089775875e-05,0.0061328710140147024,0.00014646122384778386,0.00044767686607683291,1.5556143581823247e-07,1.0947626598299945e-08,7.7020870136339118e-07,1.3928297658182069e-07,7.6372733065650439e-05,0.00014528846765545541,2.4824565657723187e-09,0.00074598712065645763,3.3792681849006288e-07,0.00011224274731153537,6.5506176417036242e-08,8.142942018363595e-07,8.0602016598525172e-06,2.0095006816058658e-11
3.311398277373806e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44460349092889773,0.085030480186614896,0.008442383968630101,0.0,0.0074990712243724004,0.037180258225164943,0.021092441591757115,0.00029484020701644217,9.475663704326158e-11,0.0052074421397198482,7.223883202859981e-10,0.00043793985057120666,1.5560894689702641e-08,1.1394803859131268e-05,1.6804892165695613e-09,1.6859820260205997e-10,8.8906803524224129e-06,7.1184304231744318e-05,0.0061300252812436775,0.0001459839789866604,0.00044805214493821491,1.5518442090894659e-07,1.0937286600332726e-08,7.7182397605394934e-07,1.3968803845089788e-07,7.6531180212454419e-05,0.00014546834694210408,2.4863014389647903e-09,0.00074734637319254606,3.3807067377436135e-07,0.00011264806273760902,6.5609707280497024e-08,8.1623941793817979e-07,8.0894428834794967e-06,2.0167625566693611e-11
3.3184229356847856e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44460470583200751,0.08499093359647103,0.0084244862911671894,0.0,0.0075022315126267195,0.03724759986836685,0.021125600068826269,0.00029554308226491428,9.5288789487143097e-11,0.005213569564127836,7.2518995612404143e-10,0.00043799812111235717,1.5602338853424918e-08,1.1363791744381949e-05,1.6833529244702875e-09,1.6898183186129558e-10,8.8727490305854242e-06,7.1441061079503552e-05,0.0061271837132150847,0.00014550965354824798,0.00044842646282273617,1.5480933275730464e-07,1.092694205284212e-08,7.7343834517160872e-07,1.4009220990640927e-07,7.668903929359958e-05,0.00014564712137561463,2.4901385575665757e-09,0.00074870325604696854,3.3821398986260758e-07,0.00011305438070736316,6.5713029176211401e-08,8.1818771621182851e-07,8.1187566884311208e-06,2.0240424102217857e-11
3.3254475939957653e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44460591861460197,0.084951445361747951,0.0084066264586219065,0.0,0.0075053798987616211,0.037314823732037705,0.021158691430958311,0.00029624705455180288,9.5822264098615116e-11,0.0052196973395329613,7.2800037397013686e-10,0.00043805609990405371,1.5643858044935183e-08,1.1333087979553103e-05,1.6862108566883183e-09,1.6936527608046864e-10,8.8549457893726078e-06,7.1698452481695006e-05,0.0061243463078369835,0.00014503821776055669,0.00044879982325233511,1.5443615187639358e-07,1.091659281750544e-08,7.7505179267727541e-07,1.4049549159042084e-07,7.684631253888853e-05,0.00014582479794729986,2.4939679382684427e-09,0.00075005777317051659,3.3835676895806668e-07,0.00011346170286782261,6.5816142553679256e-08,8.201390637085559e-07,8.1481431990284057e-06,2.0313402718582091e-11
3.332472252306745e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44460712929148449,0.08491201544798721,0.0083888043913491056,0.0,0.0075085164311259047,0.037381930013451845,0.021191715822676597,0.00029695211201261247,9.6357057650637255e-11,0.0052258253700035737,7.3081954999685964e-10,0.00043811378946195974,1.5685451771372602e-08,1.1302689656420689e-05,1.6890630270981756e-09,1.6974853390982206e-10,8.837269308104485e-06,7.1956479468667257e-05,0.0061215130629863213,0.00014456964228743327,0.00044917222973087323,1.5406485907814479e-07,1.0906238758969213e-08,7.7666430265445747e-07,1.4089788414776535e-07,7.7003002163021167e-05,0.00014600138358285961,2.4977895977269621e-09,0.00075140992851615706,3.3849901324069462e-07,0.00011387003084967606,6.5919047861474642e-08,8.2209342758221563e-07,8.1776025383907379e-06,2.0386561708805104e-11
3.3394969106177246e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44460833787715814,0.084872643820375945,0.0083710200098689007,0.0,0.0075116411575630601,0.037448918909995355,0.021224673388209742,0.00029765824281982199,9.689316690920169e-11,0.0052319535603241535,7.3364746029500735e-10,0.00043817119228247212,1.5727119541048576e-08,1.1272593891233041e-05,1.6919094495641013e-09,1.7013160399962961e-10,8.8197182834854227e-06,7.221514306045778e-05,0.0061186839765091962,0.00014410389822012618,0.00044954368574425625,1.5369543546570233e-07,1.0895879744815374e-08,7.7827585930582444e-07,1.4129938822645463e-07,7.7159110365906773e-05,0.00014617688514337497,2.5016035525643174e-09,0.00075275972603891593,3.3864072486775365e-07,0.00011427936626735199,6.6021745547239104e-08,8.2405077508842688e-07,8.2071348284393944e-06,2.0459901362985543e-11
3.3465215689287042e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44460954438583189,0.084833330443749203,0.0083532732348663586,0.0,0.0075147541254195665,0.037515790619160189,0.021257564271492592,0.0002983654351825974,9.7430588633437138e-11,0.0052380818159912471,7.3648408087235512e-10,0.0004382283108428387,1.5768860863433145e-08,1.124279782457155e-05,1.6947501379395766e-09,1.7051448500029128e-10,8.8022914292904287e-06,7.2474444266856455e-05,0.0061158590462211176,0.00014364095706907249,0.00044991419476055614,1.5332786242705676e-07,1.0885515645537199e-08,7.7988644696124772e-07,1.4170000447839949e-07,7.7314639332884497e-05,0.00014635130942630808,2.5054098193675484e-09,0.00075410716969576326,3.387819059738828e-07,0.00011468971071902884,6.6124236057658392e-08,8.2601107358377992e-07,8.2367401899009545e-06,2.0533421968311457e-11
3.353546227239684e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44461074883142782,0.084794075282591891,0.0083355639871911819,0.0,0.0075178553815530421,0.037582545338538109,0.021290388616167208,0.00029907367734652117,9.796931957571273e-11,0.0052442100432094369,7.3932938765249217e-10,0.00043828514760127442,1.5810675249144667e-08,1.1213298621209814e-05,1.6975851060669051e-09,1.7089717556242742e-10,8.7849874760601966e-06,7.2734384087436334e-05,0.0061130382699072739,0.00014318079075587356,0.0004502837602301508,1.5296212163179889e-07,1.0875146334500097e-08,7.8149605007276439e-07,1.4209973355876148e-07,7.7469591234977046e-05,0.00014652466316648029,2.5092084146898916e-09,0.00075545226344550021,3.3892255867148779e-07,0.00011510106578667753,6.622651983850501e-08,8.2797429052508977e-07,8.2664187423107338e-06,2.060712380906285e-11
3.3605708855506635e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44461195122758673,0.084754878301041059,0.0083178921878574261,0.0,0.0075209449723402239,0.037649183265814991,0.021323146565583727,0.00029978295759333688,9.8509356481740781e-11,0.0052503381488873055,7.4218335647374165e-10,0.00043834170499707902,1.5852562209939385e-08,1.1184093469971427e-05,1.7004143677768087e-09,1.7127967433697214e-10,8.7678051708041105e-06,7.2994963511537197e-05,0.0061102216453227829,0.00014272337160546605,0.00045065238558584391,1.5259819502373775e-07,1.0864771687906543e-08,7.8310465320817868e-07,1.4249857612631036e-07,7.7623968229190033e-05,0.00014669695303698758,2.5129993550507314e-09,0.00075679501124864491,3.3906268505145833e-07,0.00011551343303615079,6.632859733463624e-08,8.2994039346869539e-07,8.2961706040161368e-06,2.0681007166623537e-11
3.367595543861643e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44461315158767495,0.084715739462887935,0.0083002577580431561,0.0,0.0075240229436847614,0.037715704598764839,0.021355838262801286,0.00030049326424070916,9.9050696090679272e-11,0.0052564660406335013,7.4504596308815621e-10,0.00043839798545075294,1.589452125869946e-08,1.1155179583586411e-05,1.7032379368879618e-09,1.7166197997526625e-10,8.7507432767109459e-06,7.3256183518333781e-05,0.0061074091701929529,0.00014226867233850226,0.00045102007424297635,1.5223606481427726e-07,1.0854391584776331e-08,7.8471224106301991e-07,1.4289653284437952e-07,7.7777772458694148e-05,0.00014686818565012811,2.5167826569343519e-09,0.00075813541706732203,3.3920228718314737e-07,0.00011592681401718676,6.6430468989954679e-08,8.3190935006979643e-07,8.3259958921800228e-06,2.0755072319492046e-11
3.374620202172623e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446143499247896,0.084676658731580201,0.0082826606190901566,0.0,0.0075270893410248714,0.037782109535244204,0.021388463850588846,0.00030120458564199818,9.9593335135233647e-11,0.0052625936267528001,7.4791718316058701e-10,0.00043845399136411352,1.5936551909425042e-08,1.1126554198546463e-05,1.7060558272065729e-09,1.7204409112914887e-10,8.7338005728669519e-06,7.3518045076878628e-05,0.006104600842213535,0.00014181666606389692,0.00045138682959956842,1.5187571348052999e-07,1.0844005906907679e-08,7.8631879845510063e-07,1.432936043799328e-07,7.7931006053051692e-05,0.00014703836755831234,2.5205583367915483e-09,0.00075947348486515181,3.3934136711465189e-07,0.00011634121026343805,6.6532135247459885e-08,8.3388112808183113e-07,8.3558947227839875e-06,2.0829319543281969e-11
3.3816448604836025e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44461554625176575,0.084637636070224079,0.0082651006925036335,0.0,0.007530144209340831,0.037848398273186527,0.021421023471426003,0.0003019169101860473,1.0013727034175788e-10,0.00526872081624216,7.5079699226783028e-10,0.00043850972512041197,1.5978653677226183e-08,1.109821457495912e-05,1.7088680525260099e-09,1.724260064510489e-10,8.7169758539810311e-06,7.3780549146065889e-05,0.0061017966590509679,0.00014136732627154601,0.00045175265503643892,1.5151712375826777e-07,1.0833614538839542e-08,7.8792431031340494e-07,1.4368979140383155e-07,7.8083671128512455e-05,0.00014720750525490858,2.5243264110398823e-09,0.00076080921860714279,3.3947992687367617e-07,0.00011675662329257893,6.6633596549256003e-08,8.3585569535589436e-07,8.3858672106316883e-06,2.0903749110733873e-11
3.388669518794582e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44461674058118111,0.08459867144158649,0.0082475778999518742,0.0,0.0075331875931623094,0.037914571010596483,0.02145351726750384,0.00030263022629698383,1.0068249843035489e-10,0.0052748475187868842,7.5368536589783801e-10,0.00043856518908444832,1.6020826078312179e-08,1.1070157996400889e-05,1.7116746266263682e-09,1.7280772459407514e-10,8.7002679301168845e-06,7.4043696674702447e-05,0.0060989966183426416,0.00014092062682524961,0.00045211755391730388,1.5116027863463519e-07,1.0823217367836988e-08,7.8952876169534444e-07,1.4408509459213318e-07,7.8235769788155974e-05,0.00014737560517510484,2.5280868960617856e-09,0.0007621426222595844,3.3961796846743149e-07,0.00011717305460630506,6.6734853336490937e-08,8.378330198401908e-07,8.4159134693520699e-06,2.0978361291728199e-11
3.395694177105562e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44461793292536211,0.084559764808097293,0.0082300921632659715,0.0,0.0075362195365755403,0.037980627945544493,0.021485945380725645,0.00030334452243403249,1.0122901611497671e-10,0.0052809736447567692,7.5658227944899856e-10,0.00043862038560268712,1.6063068629985686e-08,1.1042381769769432e-05,1.714475563274043e-09,1.7318924421210584e-10,8.6836756264317402e-06,7.4307488601569975e-05,0.006096200717697133,0.00014047654195578025,0.00045248152958892406,1.5080516134779716e-07,1.0812814283853267e-08,7.9113213778171256e-07,1.4447951462481554e-07,7.8387304122091869e-05,0.00014754267369676097,2.5318398082064032e-09,0.00076347369978993843,3.3975549388274796e-07,0.0001175905056903416,6.6835906049416346e-08,8.3981306957951905e-07,8.446033611402622e-06,2.1053156353283079e-11
3.4027188354165414e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44461912329638914,0.084520916131851309,0.0082126434044394892,0.0,0.0075392400832304009,0.038046569276161346,0.021518307952707674,0.00030405978709134064,1.0177682010352351e-10,0.0052870991052022445,7.59487708229482e-10,0.00043867531700337301,1.6105380850636936e-08,1.1014883225134968e-05,1.7172708762213802e-09,1.7357056395987718e-10,8.6671977829214647e-06,7.4571925855365087e-05,0.006093408954694457,0.00014003504625409723,0.00045284458538122146,1.5045175538040908e-07,1.0802405179487783e-08,7.9273442385831731e-07,1.4487305218590277e-07,7.8538276207763163e-05,0.00014770871714118883,2.5355851637903987e-09,0.00076480245516673631,3.3989250508713358e-07,0.00011800897801457323,6.6936755127412122e-08,8.4179581271479203e-07,8.476227748072593e-06,2.112813455956581e-11
3.409743493727521e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44462031170610239,0.084482125374610625,0.0081952315456281719,0.0,0.0075422492763472871,0.038112395200632775,0.021550605124779885,0.00030477600879781397,1.0232590709794237e-10,0.005293223811850622,7.6240162745665009e-10,0.00043872998559664581,1.6147762259733909e-08,1.0987659715590896e-05,1.720060579206277e-09,1.7395168249307102e-10,8.6508332541719468e-06,7.4837009354768494e-05,0.0060906213268863054,0.00013959611466476656,0.00045320672460736434,1.5010004445115542e-07,1.0791989949977316e-08,7.9433560534017261e-07,1.4526570796524078e-07,7.8688688110045685e-05,0.00014787374177395682,2.5393229790951975e-09,0.00076612889235947563,3.4002900402862309e-07,0.00011842847303304437,6.7037401008898034e-08,8.437812174825891e-07,8.5064959894861541e-06,2.120329617190887e-11
3.416065686207403e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44462137960751708,0.084447263181973486,0.0081795923580031075,0.0,0.0075449478782584258,0.038171540024243292,0.021579616779301057,0.00030542141715770503,1.0282117963237961e-10,0.0052987353309227421,7.6503139353656065e-10,0.00043877896452508455,1.6185964287747943e-08,1.0963391542769684e-05,1.7225665267171917e-09,1.7429451602423362e-10,8.6362011272979607e-06,7.5076137795522982e-05,0.0060881159954041296,0.00013920324812194632,0.00045353186897179048,1.4978494060768781e-07,1.078261092192875e-08,7.9577571229211377e-07,1.456183448166214e-07,7.8823581561934244e-05,0.00014802139799369239,2.5426805793607571e-09,0.00076732070706705805,3.4015141668539358e-07,0.000118806894142223,6.7127808930857031e-08,8.4557033129370439e-07,8.5338008563954188e-06,2.1271098648900762e-11
3.4223878786872846e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44462244593797062,0.084412447844150348,0.0081639829399469416,0.0,0.0075476373493863855,0.03823059167399067,0.021608575676768861,0.00030606758315009476,1.0331748631294209e-10,0.0053042461050585464,7.6766799853483585e-10,0.00043882773409498215,1.62242216212442e-08,1.093934212543434e-05,1.7250679512679393e-09,1.7463718450502931e-10,8.6216590542676665e-06,7.5315791086991236e-05,0.0060856140095994302,0.00013881242071596311,0.00045385627597984465,1.4947118521112848e-07,1.0773226777022844e-08,7.9721490233642256e-07,1.4597026849558267e-07,7.8958024415837121e-05,0.00014816823849725944,2.5460320969846458e-09,0.00076851065015645984,3.4027341736458968e-07,0.00011918614583641908,6.7218052936420735e-08,8.4736155235433189e-07,8.5611659150522319e-06,2.133905008069769e-11
3.4287100711671663e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44462351070561529,0.084377679332582986,0.0081484032350469093,0.0,0.0075503177203731361,0.038289550294445494,0.021637481919620772,0.00030671449848418782,1.0381482472336998e-10,0.0053097560712985952,7.7031142419428497e-10,0.00043887629595327105,1.626253391213517e-08,1.0915509581225013e-05,1.7275648628419017e-09,1.7497968695775884e-10,8.6072062294346092e-06,7.5555969878168531e-05,0.0060831153676295007,0.0001384236148907202,0.00045417994801252165,1.4915876687063514e-07,1.0763837444227264e-08,7.9865316508249382e-07,1.4632147951529704e-07,7.9092018151761135e-05,0.00014831426773948155,2.5493775437665995e-09,0.00076969872452304635,3.4039500744738898e-07,0.00011956622914290906,6.7308133343323354e-08,8.4915485770609492e-07,8.5885912433291129e-06,2.1407150651939281e-11
3.435032263647048e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44462457391845817,0.084342957618500289,0.0081328531869958847,0.0,0.0075529890215952633,0.03834841603020149,0.021666335610108108,0.00030736215489164746,1.0431319244373992e-10,0.0053152651671182563,7.7296165219701155e-10,0.00043892465173528948,1.6300900813028465e-08,1.0891892042511262e-05,1.7300572714120113e-09,1.7532202240555666e-10,8.5928418561396447e-06,7.5796674811629106e-05,0.0060806200676336609,0.00013803681330654678,0.0004545028874401515,1.4884767434504024e-07,1.0754442854165726e-08,8.0009049022596509e-07,1.4667197839129667e-07,7.9225564241888429e-05,0.00014845949014051282,2.5527169314849009e-09,0.00077088493306256688,3.4051618830229888e-07,0.00011994714507859777,6.739805046872453e-08,8.5095022445243487e-07,8.6160769183420369e-06,2.1475400545411131e-11
3.4413544561269297e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44462563558436369,0.084308282672919413,0.0081173327395921806,0.0,0.0075556512831677237,0.038407189025872521,0.021695136850296393,0.0003080105441265253,1.0481258705052184e-10,0.0053207733304254292,7.7561866416421888e-10,0.00043897280306484985,1.633932197722589e-08,1.08684876563024e-05,1.7325451869405466e-09,1.756641898724406e-10,8.5785651465790791e-06,7.6037906523466391e-05,0.0060781281077333695,0.00013765199883665103,0.00045482509662246828,1.4853789653967134e-07,1.0745042939087244e-08,8.0152686752746618e-07,1.4702176564141043e-07,7.9358664150792666e-05,0.00014860391008625866,2.556050271897596e-09,0.00077206927867109543,3.4063696128601841e-07,0.00012032889465011876,6.7487804629247203e-08,8.5274762975841687e-07,8.6436230164522641e-06,2.15437999420514e-11
3.4476766486068115e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44462669571105734,0.084273654466647238,0.0081018418367393812,0.0,0.0075583045349474362,0.038465869426089538,0.021723885742065758,0.00030865965796519754,1.0531300611663504e-10,0.0053262804995585049,7.7828244165604633e-10,0.0004390207515543045,1.6377797058716891e-08,1.0845294584157485e-05,1.7350286193789933e-09,1.7600618838336026e-10,8.5643753216767051e-06,7.6279665643155781e-05,0.0060756394860323817,0.00013726915456376048,0.00045514657790857074,1.4822942249075982e-07,1.0735637632862749e-08,8.0296228682429315e-07,1.473708417897775e-07,7.9491319335498245e-05,0.00014874753192870062,2.5593775767383134e-09,0.000773251764244975,3.407573277446781e-07,0.00012071147885401134,6.757739614083821e-08,8.5454705085055537e-07,8.6712296132681544e-06,2.1612349020984902e-11
3.453366621838705e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44462764851532971,0.084242529018814571,0.0080879252384838778,0.0,0.0075606847826480026,0.038518602736720732,0.021749715070814794,0.00030924447317736461,1.0576425718006605e-10,0.0053312360511413061,7.8068561063238527e-10,0.00043906373308995084,1.6412470445922265e-08,1.0824599984933872e-05,1.7372598837475436e-09,1.7631384178074864e-10,8.5516781286748295e-06,7.6497700299788885e-05,0.0060734025790804879,0.00013692626542066,0.00045543529064792475,1.4795290161646413e-07,1.0727168194470041e-08,8.0425333676978746e-07,1.4768440276514923e-07,7.9610329960672709e-05,0.0001488761127785603,2.5623670003625756e-09,0.00077431441332584177,3.4086531108070397e-07,0.00012105651906345891,6.7657889697137408e-08,8.561682345577493e-07,8.6961273386808386e-06,2.1674171316937355e-11
3.4590565950705988e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44462860008442739,0.084211441384430541,0.0080740324852152448,0.0,0.0075630577778039226,0.038571261267651015,0.02177550215372764,0.00030982986271181167,1.0621633431256042e-10,0.0053361907034948078,7.8309423116887461e-10,0.00043910655278128687,1.6447186975153068e-08,1.0804073752765202e-05,1.739487532103733e-09,1.7662135682540919e-10,8.5390501322544157e-06,7.6716163111466135e-05,0.0060711683731127994,0.00013658494655674526,0.00045572341738347945,1.4767742023226988e-07,1.0718694291020241e-08,8.055435952690685e-07,1.4799738855831023e-07,7.9728982584992598e-05,0.0001490040537885245,2.5653515531864963e-09,0.0007753755602365501,3.4097296717584735e-07,0.00012140223683591522,6.7738251992851196e-08,8.5779101613922023e-07,8.7210741827411386e-06,2.1736115127125036e-11
3.464177570979303e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44462945544496618,0.084183494826039887,0.0080615493611168702,0.0,0.0075651872900798249,0.03861859009600678,0.021798674469229191,0.00031035719942132422,1.066239085526255e-10,0.0053406490853460126,7.8526663952087067e-10,0.00043914495307876953,1.6478468530584215e-08,1.0785743014445613e-05,1.7414893299105374e-09,1.7689800148827875e-10,8.5277436436115838e-06,7.6913146082842356e-05,0.0060691598959111233,0.00013627909232112953,0.00045598223180984168,1.4743036937821438e-07,1.0711063923149865e-08,8.0670414523844024e-07,1.4827858431280937e-07,7.983546472144035e-05,0.00014911865620015916,2.5680334932267624e-09,0.00077632930984607965,3.410695786621693e-07,0.00012171396273055702,6.7810466020569142e-08,8.5925287212778435e-07,8.7435683831177992e-06,2.179196855577501e-11
3.4692985468880073e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44463030981319257,0.084155578863033473,0.0080490854889036598,0.0,0.0075673109603793956,0.038665858515110896,0.021821812679233096,0.00031088499218643939,1.0703214917311292e-10,0.0053451066711930261,7.8744344272495063e-10,0.00043918322405007623,1.6509784645355714e-08,1.0767546643144594e-05,1.7434882098710771e-09,1.7717453299526891e-10,8.5164923609634974e-06,7.7110476542672102e-05,0.0060671536043157247,0.00013597449176919142,0.00045624057417073484,1.4718414871234588e-07,1.0703429870159191e-08,8.0786404301765379e-07,1.4855931476867846e-07,7.9941658484986182e-05,0.00014923274510389849,2.5707115010052662e-09,0.0007772818459478234,3.4116592655156755e-07,0.00012202623853206639,6.7882574079594988e-08,8.6071599706691473e-07,8.7661024516974185e-06,2.1847920605249711e-11
3.4744195227967116e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44463116319289464,0.084127693479400509,0.0080366408390150461,0.0,0.0075694288039738185,0.038713066601848499,0.021844916837440036,0.00031141323668998724,1.0744105487601959e-10,0.0053495634292851082,7.8962463083419123e-10,0.00043922136652501835,1.6541135137228346e-08,1.0749483696155896e-05,1.7454841772465807e-09,1.7745095083074849e-10,8.505295890408916e-06,7.7308154810134139e-05,0.0060651494972772564,0.00013567113639149239,0.00045649844568970596,1.4693875273674589e-07,1.0695792100676187e-08,8.0902328338556588e-07,1.4883958021122433e-07,8.0047564632393061e-05,0.00014934632273393332,2.5733855827072299e-09,0.00077823317008129521,3.4126201153191654e-07,0.00012233906474555875,6.7954576336485346e-08,8.62180379000298e-07,8.7886764268668061e-06,2.1903971366354059e-11
3.479540498705416e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44463201558780602,0.08409983865904265,0.0080242153819353648,0.0,0.0075715408360312389,0.038760214433105504,0.021867986997471691,0.00031194192862428683,1.0785062436194268e-10,0.0053540193280518624,7.9181019387519031e-10,0.00043925938132862943,1.6572519824254753e-08,1.0731553236825744e-05,1.7474772372931536e-09,1.7772725447959787e-10,8.4941538415229612e-06,7.7506181201584051e-05,0.0060631475737390568,0.00013536901776129863,0.00045675584758587967,1.4669417600416399e-07,1.06881505839886e-08,8.1018186115530015e-07,1.4911938092866488e-07,8.0153183917376449e-05,0.00014945939131078451,2.5760557445074051e-09,0.00077918328378599852,3.4135783428698722e-07,0.00012265244187187178,6.8026472957505586e-08,8.6364600599774583e-07,8.8112903466928816e-06,2.1960120929123785e-11
3.48466147461412e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44463286700160759,0.084072014385774482,0.0080118090881937578,0.0,0.0075736470716179088,0.038807302085767659,0.02189102321287081,0.00031247106369113346,1.0826085633009883e-10,0.0053584743361024846,7.9400012184806342e-10,0.00043929726928118796,1.6603938524780253e-08,1.0713754334521305e-05,1.7494673952617082e-09,1.7800344342722435e-10,8.4830658273176263e-06,7.7704556030716438e-05,0.0060611478326372068,0.00013506812753351417,0.00045701278107402319,1.4645041312660581e-07,1.0680505290040799e-08,8.1133977117865548e-07,1.4939871720949714e-07,8.025851709060394e-05,0.00014957195304146531,2.5787219925719344e-09,0.00078013218860140533,3.4145339549521576e-07,0.00012296637040741686,6.8098264108694772e-08,8.6511286615515639e-07,8.8339442489233174e-06,2.2016369382803203e-11
3.4897824505228244e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4446337174379274,0.084044220643323841,0.0079994219283641404,0.0,0.0075757475256993025,0.038854329636719656,0.02191402553710135,0.00031300063760178411,1.0867174947834306e-10,0.0053629284222250538,7.9619440472644537e-10,0.00043933503119823931,1.6635391057443907e-08,1.069608606459915e-05,1.7514546563978671e-09,1.7827951715957837e-10,8.4720314642029518e-06,7.7903279608486161e-05,0.0060591502729005599,0.0001347684574436561,0.00045726924736456601,1.4620745877105327e-07,1.0672856189419584e-08,8.1249700833015502e-07,1.4967758934343267e-07,8.0363564899791227e-05,0.00014968401011954878,2.5813843330584392e-09,0.00078107988606693917,3.4154869583058019e-07,0.00012328085084427158,6.8169949955867769e-08,8.6658094759447823e-07,8.8566381709871561e-06,2.2072716815859284e-11
3.4949034264315287e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44463456690034237,0.084016457415332327,0.0079870538730651159,0.0,0.0075778422131412273,0.038901297162844101,0.021936994023548591,0.00031353064607694608,1.0908330250318716e-10,0.0053673815553858138,7.9839303245749748e-10,0.00043937266789061959,1.6666877241175542e-08,1.0678547508373684e-05,1.7534390259419254e-09,1.7855547516316875e-10,8.4610503719489308e-06,7.810235224302543e-05,0.0060571548934507981,0.00013446999930684606,0.00045752524766358405,1.4596530765210001e-07,1.0665203253354564e-08,8.1365356751876168e-07,1.4995599762336155e-07,8.0468328089687555e-05,0.00014979556472531386,2.5840427721139591e-09,0.00078202637772195789,3.4164373596324521e-07,0.00012359588367027668,6.8241530664543893e-08,8.6805023846367866e-07,8.8793721499954151e-06,2.2129163315997169e-11
3.500024402340233e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44463541539237822,0.083988724685355787,0.0079747048929599204,0.0,0.0075799311487109045,0.038948204741020696,0.021959928725519239,0.00031406108484676527,1.0949551409981868e-10,0.0053718337047284478,8.0059599496192286e-10,0.00043941018016447784,1.6698396895196454e-08,1.0661137753085616e-05,1.7554205091287912e-09,1.7883131692507822e-10,8.45012217364794e-06,7.8301774239826353e-05,0.0060551616932024745,0.00013417274501679896,0.00045778078317285938,1.4572395454177636e-07,1.0657546453716541e-08,8.1480944369267376e-07,1.5023394234236759e-07,8.0572807402075333e-05,0.00014990661902589638,2.5866973158769375e-09,0.00078297166510573398,3.4173851655811383e-07,0.00012391146936886689,6.8313006400016543e-08,8.6952072693671246e-07,8.9021462227417298e-06,2.2185708970133068e-11
