Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HOX(23),HX(19),CH2X(134),CHX(26),H2X(36),CXHO(27),OCX(21),COX(37),H2OX(35),CO2X(34),HOCXO(25),HO2X(135),C2H6X(39)
0.00012136361436800654,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.029283100033231816,0.099311206370126082,0.017529377545576666,6.1311249022722681e-06,0.0011249298547447307,0.0001274522124561147,0.00041969913076713366,1.4566759660599136e-09,4.3944540346216918e-14,1.2039572303678535e-11,0.0,3.1882440502986512e-14,4.5796104903836352e-20,1.0100760959146053e-10,8.5272512829358396e-16,9.2772130715054663e-15,8.8545347006266197e-15,1.7650476067254789e-27,5.3923589935774487e-06,0.16317758870100718,1.2252018570382127e-09,5.3443658887764327e-06,0.000166463756202603,7.0883148459825866e-10,5.6657352696555741e-05,6.9203454675619322e-09,2.5659760912863301e-12,0.00020088557738106303,2.2788620947664502e-08,6.1080911381518487e-08,3.3290424164035352e-10,3.882667036096269e-13,2.2519474960034346e-07,7.9093869732588855e-14
0.00012149841771874773,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.029267485456664473,0.099310673089033435,0.01752068725642577,6.1437513032666769e-06,0.0011260799457348579,0.00012744149949248901,0.00042015190529731884,1.4584701025669855e-09,4.3987100528480629e-14,1.2045715888935089e-11,0.0,3.1880504085047242e-14,4.5920294490115719e-20,1.0114903749870669e-10,8.531455365739963e-16,9.2895619288763077e-15,8.8567135460932859e-15,1.7729482886978045e-27,5.3894546915247588e-06,0.16319323178689557,1.225164074223789e-09,5.3446144036539275e-06,0.00016636677172545341,7.0832568151796117e-10,5.6619688171721026e-05,6.9160739645459439e-09,2.5658583840364502e-12,0.00020099401024902721,2.2801040866270819e-08,6.1110755179575837e-08,3.3341194439864059e-10,3.8870139948740848e-13,2.255193930601658e-07,7.9149059945296814e-14
0.0001216197407344148,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.029253454638393697,0.099310193345451381,0.01751287759226576,6.1551218648556382e-06,0.001127114498071249,0.00012743185695303342,0.00042055923820430788,1.4600847304666092e-09,4.4025381793657168e-14,1.2051240874972292e-11,0.0,3.1878762963592871e-14,4.6032217592272698e-20,1.01276324470659e-10,8.5352373373896475e-16,9.3006750886144246e-15,8.8586718418705238e-15,1.7800806326345931e-27,5.3868449639742204e-06,0.16320728817433439,1.2251300161942352e-09,5.3448375327841131e-06,0.00016627962749919475,7.0787134866038945e-10,5.6585855550480709e-05,6.91223536428875e-09,2.5657527567466463e-12,0.00020109147821624346,2.28122048615928e-08,6.1137575539475557e-08,3.3386887515731291e-10,3.8909246863750896e-13,2.2581158909332077e-07,7.9198697534150057e-14
0.00012174106375008186,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.029239444893649612,0.0993097137999817,0.01750507888645628,6.1664988619029068e-06,0.0011281485494470649,0.00012742221366958398,0.0004209664157775491,1.4616992682718002e-09,4.4063641403551475e-14,1.2056761849576013e-11,0.0,3.1877023411981881e-14,4.6144285159925993e-20,1.0140361318219534e-10,8.5390176983733847e-16,9.3117874800571595e-15,8.8606276197161838e-15,1.7872336002039247e-27,5.3842391526782301e-06,0.16322132340395837,1.225095907700531e-09,5.3450601580997241e-06,0.00016619261729425741,7.0741785647833686e-10,5.6552084752366878e-05,6.9084022044656211e-09,2.5656474215804663e-12,0.00020118883124256213,2.282335568989962e-08,6.1164358990918308e-08,3.3432580414064547e-10,3.8948338915453718e-13,2.2610380109701496e-07,7.9248303340981074e-14
0.00012186238676574892,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.029225456171124192,0.099309234452366696,0.017497291112662315,6.1778822873802174e-06,0.0011291821005580654,0.00012741256972084372,0.00042137343820556272,1.463313715852552e-09,4.4101879395072319e-14,1.2062278818580275e-11,0.0,3.1875285432331561e-14,4.6256497208439193e-20,1.015309036158497e-10,8.5427964511585765e-16,9.3228991040407367e-15,8.8625808862935406e-15,1.7944072272617891e-27,5.3816372481032108e-06,0.16323533752730343,1.225061748949271e-09,5.3452822818061347e-06,0.00016610574080437398,7.0696520266389692e-10,5.6518375601350467e-05,6.9045744761474303e-09,2.5655423777490626e-12,0.0002012860695897273,2.2834493381156342e-08,6.11911056244391e-08,3.3478273121217205e-10,3.8987416124793654e-13,2.2639602901525237e-07,7.9297877415816091e-14
0.00012198370978141599,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.029211488419684028,0.099308755302349172,0.017489514244637669,6.1892721342741305e-06,0.0011302151520987756,0.0001274029251848861,0.00042178030567650192,1.4649280730794159e-09,4.4140095805035258e-14,1.2067791787804393e-11,0.0,3.187354902671673e-14,4.6368853753145774e-20,1.0165819575423029e-10,8.5465735981900578e-16,9.3340099613997378e-15,8.8645316482373781e-15,1.8016015496833155e-27,5.3790392407479781e-06,0.16324933059573019,1.2250275401468153e-09,5.3455039061011775e-06,0.00016601899772410847,7.065133849160313e-10,5.6484727922001664e-05,6.9007521704075595e-09,2.5654376244557045e-12,0.00020138319351865926,2.2845617965233896e-08,6.121781553028944e-08,3.3523965623613657e-10,3.9026478512800404e-13,2.2668827279223776e-07,7.9347419808563724e-14
0.00012210503279708307,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.029197541588369524,0.099308276349672556,0.017481748256224578,6.2006683955859897e-06,0.0011312477047624872,0.0001273932801391596,0.00042218701837815406,1.4665423398234944e-09,4.417829067016291e-14,1.2073300763053053e-11,0.0,3.1871814197170087e-14,4.6481354809349142e-20,1.0178548958001926e-10,8.5503491418903108e-16,9.345120052967099e-15,8.8664799121542313e-15,1.8088166033627512e-27,5.3764451211436445e-06,0.16326330266042469,1.2249932814986698e-09,5.3457250331712463e-06,0.00016593238774885791,7.0606240094071299e-10,5.6451141539488042e-05,6.8969352783220336e-09,2.5653331609026752e-12,0.00020148020328945778,2.2856729471909524e-08,6.1244488798438296e-08,3.3569657907748874e-10,3.906552610063106e-13,2.2698053237237557e-07,7.9396930569015221e-14
0.00012222635581275013,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.029183615626394207,0.09930779759408076,0.017473993121353341,6.2120710643318805e-06,0.0011322797592412572,0.00012738363466049173,0.00042259357649793985,1.4681565159564426e-09,4.4216464027085097e-14,1.2078805750116367e-11,0.0,3.1870080945682609e-14,4.6594000392322629e-20,1.0191278507597221e-10,8.5541230846596886e-16,9.3562293795740982e-15,8.8684256846225092e-15,1.8160524242134442e-27,5.3738548798534855e-06,0.16327725377239946,1.2249589732094366e-09,5.34594566518833e-06,0.00016584591057485331,7.0561224845095644e-10,5.641761627957281e-05,6.8931237909696823e-09,2.5652289862919986e-12,0.00020157709916140496,2.2867827930867035e-08,6.1271125518572903e-08,3.3615349960188123e-10,3.9104558909220869e-13,2.2727280770026944e-07,7.9446409746845089e-14
0.00012246900184408426,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.029155826108175988,0.099306840673130045,0.01745851530839564,6.2348955962635364e-06,0.0011343423764060489,0.00012736434270856401,0.00042340622973977053,1.4713845958783025e-09,4.4292746362370316e-14,1.2089803782774827e-11,0.0,3.1866619184642901e-14,4.6819725199523381e-20,1.021673810097575e-10,8.5616661768979006e-16,9.3784457412237622e-15,8.8723097813872419e-15,1.8305865111773684e-27,5.3686859946286668e-06,0.1633050933413753,1.2248902085220516e-09,5.3463854526912258e-06,0.00016567335341965202,7.0471442881510081e-10,5.6350748433557914e-05,6.8855169947946636e-09,2.5650215006995738e-12,0.00020177055024180461,2.2889985823898175e-08,6.1324289672147011e-08,3.3706733316588842e-10,3.9182580272472896e-13,2.2785740537872756e-07,7.9545273552755352e-14
0.00012268016779912243,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.029131709364577242,0.099306008539011198,0.017445080619950079,6.2547797423409581e-06,0.0011361357814153386,0.00012734755293681519,0.00042411295066455883,1.4741935794495412e-09,4.4359062416387952e-14,1.2099362039956012e-11,0.0,3.1863611695844368e-14,4.7016635846977569e-20,1.0238895180191891e-10,8.5682254647616408e-16,9.3977773448931976e-15,8.8756819201437056e-15,1.8433029379775088e-27,5.3642002390802631e-06,0.16332925337302215,1.2248302054635987e-09,5.3467665924934587e-06,0.0001655236126820841,7.0393577439749472e-10,5.6292753123808403e-05,6.8789145878258204e-09,2.5648418665774144e-12,0.00020193853530759437,2.2909226832993386e-08,6.1370438360601646e-08,3.3786260024775725e-10,3.9250431495821822e-13,2.2836621007069945e-07,7.9631208762272955e-14
0.0001228913337541606,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.029107655121052175,0.09930517699829261,0.017431678440835294,6.2746831996272499e-06,0.0011379276870939067,0.00012733076293132927,0.00042481920597023035,1.4770022866999806e-09,4.4425313834927887e-14,1.2108908297744785e-11,0.0,3.1860609014559192e-14,4.7213984546747222e-20,1.0261052740911109e-10,8.5747799362813652e-16,9.4171066430339633e-15,8.8790466045366732e-15,1.8560827940904151e-27,5.3597260984328763e-06,0.16335335065521789,1.224770054924319e-09,5.3471462632383735e-06,0.00016537426992911243,7.031596063576053e-10,5.6234940503352746e-05,6.8723284261489443e-09,2.5646630962907851e-12,0.00020210617901415587,2.292842873732426e-08,6.1416477605637394e-08,3.3865785841016453e-10,3.9318238245698133e-13,2.2887506168209893e-07,7.9717049002879665e-14
0.00012310249970919876,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.029083663115303148,0.099304346049641348,0.01741830863638414,6.2946059317675206e-06,0.0011397180970512456,0.0001273139730776935,0.00042552499663328755,1.4798107169703672e-09,4.4491500808171926e-14,1.2118442586208156e-11,0.0,3.1857611149984954e-14,4.7411771378401987e-20,1.0283210774273002e-10,8.5813296034263174e-16,9.4364336399745201e-15,8.882403868364253e-15,1.8689262694934326e-27,5.3552635239482459e-06,0.16337738545143124,1.2247097579563245e-09,5.3475244759792607e-06,0.00016522532358559031,7.0238591286090586e-10,5.6177309672458758e-05,6.8657584628313795e-09,2.5644851856066156e-12,0.00020227348270264778,2.2947591690439154e-08,6.1462407871203461e-08,3.394531069669618e-10,3.9386000631226923e-13,2.2938395992712483e-07,7.9802794532775173e-14
0.00012331366566423692,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.029059733086569881,0.099303515691729252,0.017404971072711835,6.3145479025392286e-06,0.001141507014885612,0.00012729718375608667,0.00042623032362690863,1.4826188696063492e-09,4.4557623525467128e-14,1.2127964935283204e-11,0.0,3.1854618110961837e-14,4.7609996421238244e-20,1.0305369271481944e-10,8.5878744779776804e-16,9.4557583400273671e-15,8.8857537451768206e-15,1.8818335543378256e-27,5.3508124671737858e-06,0.16340135802358793,1.2246493156040382e-09,5.3479012416543497e-06,0.00016507677208386706,7.0161468213635945e-10,5.6119859736738218e-05,6.8592046509760288e-09,2.5643081302893387e-12,0.00020244044770693497,2.2966715845053066e-08,6.1508229618733779e-08,3.4024834523821877e-10,3.9453718760812357e-13,2.2989290452173447e-07,7.9888445609112344e-14
0.0001235248316192751,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.029035864775617804,0.099302685923233047,0.017391665616710145,6.3345090758514994e-06,0.0011432944441840441,0.00012728039534134453,0.00042693518792095666,1.4854267439584417e-09,4.4623682175329527e-14,1.2137475374777951e-11,0.0,3.1851629905978333e-14,4.7808659754279701e-20,1.0327528223806508e-10,8.5944145715319461e-16,9.4750807474889106e-15,8.8890962682793215e-15,1.8948048389484638e-27,5.3463728799403859e-06,0.1634252686320822,1.2245887289043124e-09,5.3482765710883599e-06,0.00016492861386375367,7.0084590247618145e-10,5.6062589807118347e-05,6.8526669437235147e-09,2.5641319261008637e-12,0.0002026070753536363,2.2985801353053054e-08,6.155394330716349e-08,3.4104357255016973e-10,3.9521392742109084e-13,2.3040189518362832e-07,7.9974002488002014e-14
0.00012373599757431326,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.029012057924726681,0.099301856742834246,0.017378392136041594,6.354489415744476e-06,0.0011450803885223817,0.00012726360820302407,0.00042763959048198666,1.4882343393819925e-09,4.4689676945447982e-14,1.214697393437223e-11,0.0,3.1848646543176862e-14,4.8007761456277979e-20,1.0349687622578863e-10,8.6009498955042159e-16,9.4944008666392936e-15,8.892431470733612e-15,1.9078403138235069e-27,5.3419447143601227e-06,0.16344911753578847,1.2245279988869496e-09,5.348650475002476e-06,0.00016478084737248002,7.0007956223540973e-10,5.6005498999813329e-05,6.8461452942541997e-09,2.5639565687950968e-12,0.00020277336696217211,2.3004848365503734e-08,6.1599549392944461e-08,3.4183878823515538e-10,3.9589022682819464e-13,2.3091093163223533e-07,8.0059465424517636e-14
0.00012394716352935142,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.02898831227767909,0.099301028149219164,0.017365150499133713,6.3744888863886359e-06,0.0011468648514652879,0.00012724682270546728,0.00042834353227325545,1.4910416552371455e-09,4.475560802268796e-14,1.2156460643618552e-11,0.0,3.1845668030359307e-14,4.8207301605713193e-20,1.037184745919419e-10,8.6074804611314653e-16,9.5137187017422748e-15,8.8957593853607801e-15,1.9209401696340928e-27,5.3375279228243464e-06,0.16347290499207234,1.2244671265742814e-09,5.3490229640072665e-06,0.00016463347106466971,6.9931564983186859e-10,5.5948586436295812e-05,6.839639655790388e-09,2.5637820541252602e-12,0.0002029393238448115,2.3023857032652457e-08,6.1645048330060558e-08,3.4263399163157718e-10,3.96566086900173e-13,2.3142001358869805e-07,8.0144834672702551e-14
0.0001241583294843896,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028964627579749234,0.099300200141078876,0.017351940575173332,6.3945074520841458e-06,0.0011486478365662651,0.00012723003920786405,0.00042904701425472961,1.49384869088881e-09,4.482147559309525e-14,1.2165935531942925e-11,0.0,3.1842694374992447e-14,4.8407280280794481e-20,1.0394007725110106e-10,8.6140062794757763e-16,9.5330342570450795e-15,8.8990800447433467e-15,1.9341045972240221e-27,5.3331224580016167e-06,0.16349663125680239,1.2244061129810309e-09,5.3493940485988095e-06,0.00016448648340231095,6.9855415374604365e-10,5.5891851243268444e-05,6.8331499815984116e-09,2.5636083778474001e-12,0.00020310494730671892,2.3042827503934749e-08,6.1690440570043552e-08,3.4342918208384962e-10,3.9724150869594424e-13,2.3192914077585787e-07,8.0230110485575752e-14
0.00012436949543942775,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028941003577691696,0.099299372717109147,0.017338762234100989,6.4145450772601968e-06,0.0011504293473676823,0.0001272132580643144,0.00042975003738309484,1.4966554457066248e-09,4.4887279841899813e-14,1.2175398628645725e-11,0.0,3.1839725584213441e-14,4.8607697559460606e-20,1.0416168411846092e-10,8.620527361427497e-16,9.5523475367782806e-15,8.9023934812275575e-15,1.9473337876094454e-27,5.3287282728353163e-06,0.1635202965843611,1.2243449591152698e-09,5.3497637391767502e-06,0.00016433988285470595,6.9779506252045379e-10,5.5835292552635359e-05,6.8266762249904232e-09,2.5634355357085975e-12,0.00020327023864600096,2.3061759927979708e-08,6.1735726561988655e-08,3.4422435894233622e-10,3.9791649327770363e-13,2.3243831291824081e-07,8.031529311513478e-14
0.00012458066139446592,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028917440019730428,0.099298545876010461,0.017325615346605316,6.4346017264743663e-06,0.0011522093874007911,0.00012719647962388989,0.0004304526026117642,1.499461919064924e-09,4.4953020953519501e-14,1.2184849962902531e-11,0.0,3.1836761664835003e-14,4.8808553519380518e-20,1.0438329510982927e-10,8.6270437177083042e-16,9.5716585451556668e-15,8.9056997269256903e-15,1.9606279319785553e-27,5.3243453205418301e-06,0.16354390122765614,1.2242836659779551e-09,5.3501320460375162e-06,0.00016419366789844549,6.9703836475960907e-10,5.5778909501473802e-05,6.8202183393265016e-09,2.5632635234548054e-12,0.00020343519915375237,2.3080654452614916e-08,6.1780906752569297e-08,3.4501952156330756e-10,3.9859104170529027e-13,2.3294752974204278e-07,8.0400382812363455e-14
0.00012479182734950408,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028893936655547708,0.099297719616488075,0.017312499784117516,6.4546773644119535e-06,0.0011539879601857477,0.00012717970423069443,0.00043115471089088793,1.5022681103427049e-09,4.5018699111563897e-14,1.2194289563764927e-11,0.0,3.1833802623350704e-14,4.9009848237953917e-20,1.0460491014162131e-10,8.633555358874347e-16,9.5909672863741297e-15,8.9089988137181212e-15,1.9739872216912688e-27,5.3199735546087375e-06,0.16356744543813084,1.2242222345621854e-09,5.3504989793579778e-06,0.00016404783701739234,6.9628404913016535e-10,5.5722701232005594e-05,6.8137762780167154e-09,2.5630923368431304e-12,0.00020359983011410205,2.309951122487192e-08,6.1825981586052419e-08,3.4581466930890211e-10,3.9926515501884445e-13,2.3345679097511571e-07,8.0485379827238962e-14
0.00012500299330454225,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028870493236273349,0.099296893937251787,0.01729941541880586,6.4747719558853496e-06,0.0011557650692316376,0.00012716293222392409,0.00043185636316736179,1.5050740189235969e-09,4.5084314498837975e-14,1.2203717460161322e-11,0.0,3.183084846594017e-14,4.9211581792311836e-20,1.0482652913085397e-10,8.6400622953192623e-16,9.6102737646135512e-15,8.912290773255428e-15,1.987411848278922e-27,5.3156129287922366e-06,0.16359092946577586,1.2241606658547909e-09,5.350864549224694e-06,0.00016390238870261971,6.955321043600133e-10,5.5666666891568822e-05,6.8073499945226673e-09,2.5629219716207673e-12,0.00020376413280425839,2.3118330390991558e-08,6.1870951504314728e-08,3.4660980154705475e-10,3.9993883426334722e-13,2.3396609634695337e-07,8.057028440873282e-14
0.00012521415925958042,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028847109514473862,0.099296068837016138,0.017286362123570303,6.4948854658333919e-06,0.0011575407180364945,0.00012714616393792665,0.00043255756038483725,1.5078796441958243e-09,4.5149867297345992e-14,1.2213133680897797e-11,0.0,3.1827899198474086e-14,4.9413754259317164e-20,1.0504815199514074e-10,8.6465645372770283e-16,9.6295779840366953e-15,8.9155756369608925e-15,2.0009020034439573e-27,5.3112633971153383e-06,0.16361435355913923,1.2240989608361767e-09,5.351228765635587e-06,0.00016375732145237741,6.9478251923804952e-10,5.561080563258946e-05,6.8009394423594333e-09,2.562752423527906e-12,0.00020392810849455509,2.3137112096428676e-08,6.1915816946855983e-08,3.4740491765145361e-10,4.0061208049253034e-13,2.3447544558867743e-07,8.0655096804817939e-14
0.00012542532521461858,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028823785244141788,0.099295244314500195,0.017273339772037041,6.5150178593207273e-06,0.0011593149100873254,0.00012712939970226003,0.00043325830348372969,1.5106849855521788e-09,4.5215357688295098e-14,1.2222538254658855e-11,0.0,3.1824954826519208e-14,4.9616365715565278e-20,1.0526977865268586e-10,8.6530620948250108e-16,9.6488799487891063e-15,8.9188534360323574e-15,2.0144578790596163e-27,5.3069249138664893e-06,0.16363771796533774,1.2240371204783303e-09,5.3515916384584389e-06,0.00016361263377210066,6.9403528261492138e-10,5.5555116612552913e-05,6.7945445750977634e-09,2.5625836883287642e-12,0.00020409175844849568,2.3155856485857357e-08,6.1960578350814391e-08,3.4820001700151689e-10,4.012848947279334e-13,2.3498483843302395e-07,8.0739817262478932e-14
0.00012563649116965675,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028800520180685112,0.099294420368427672,0.017260348238553196,6.5351691015371842e-06,0.00116108764886013,0.00012711263984175041,0.00043395859340122884,1.5134900423899852e-09,4.5280785852099196e-14,1.2231931210008235e-11,0.0,3.1822015355343424e-14,4.9819416237384532e-20,1.054914090222793e-10,8.6595549778869479e-16,9.6681796629990181e-15,8.9221242014440501e-15,2.0280796671696254e-27,5.3025974335967552e-06,0.16366102293006696,1.2239751457471126e-09,5.3519531774702723e-06,0.00016346832417433847,6.9329038340184151e-10,5.5499598993975871e-05,6.7881653463652988e-09,2.5624157617805963e-12,0.00020425508392279818,2.3174563703176531e-08,6.2005236150982988e-08,3.4899509898231222e-10,4.0195727799031656e-13,2.3549427461432922e-07,8.0824446027710308e-14
0.0001258476571246949,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028777314080916865,0.099293596997526865,0.017247387398181539,6.5553391577971421e-06,0.0011628589378199282,0.00012709588467654925,0.00043465843107130814,1.5162948141110689e-09,4.5346151968382672e-14,1.224131257538973e-11,0.0,3.1819080789920483e-14,5.002290590083688e-20,1.0571304302329131e-10,8.6660431962354673e-16,9.687477130777248e-15,8.9253879639493927e-15,2.041767559987897e-27,5.2982809111178211e-06,0.16368426869761196,1.2239130376033174e-09,5.3523133923883492e-06,0.00016332439117869052,6.9254781056967103e-10,5.5444251944377883e-05,6.7818017098482689e-09,2.5622486396165754e-12,0.00020441808616743958,2.3193233891514319e-08,6.2049790779822467e-08,3.497901629845047e-10,4.0262923133435998e-13,2.3600375386851678e-07,8.090898334552165e-14
0.00012605882307973308,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028754166703044606,0.099292774200530579,0.017234457126695239,6.5755279935389139e-06,0.0011646287804207788,0.0001270791345221899,0.00043535781742473406,1.5190993001217257e-09,4.5411456215984085e-14,1.2250682379127958e-11,0.0,3.1816151134934812e-14,5.0226834781718385e-20,1.0593468057566714e-10,8.6725267594950094e-16,9.706772356217121e-15,8.9286447540828606e-15,2.0555217498982124e-27,5.2939753015013212e-06,0.1637074555108578,1.2238507969984839e-09,5.3526722927857978e-06,0.00016318083331185945,6.9180755315071178e-10,5.5389074636253301e-05,6.7754536192939614e-09,2.5620823176106466e-12,0.00020458076642570008,2.3211867193233051e-08,6.2094242667475215e-08,3.5058520840436011e-10,4.0330075576851251e-13,2.3651327593308418e-07,8.0993429459952847e-14
0.00012626998903477124,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028731077806660191,0.099291951976176143,0.017221557300572669,6.5957355743241077e-06,0.0011663971801058068,0.00012706238968964359,0.00043605675338907583,1.5219034998326907e-09,4.5476698772959925e-14,1.2260040649429038e-11,0.0,3.1813226394786486e-14,5.0431202955559825e-20,1.061563215999219e-10,8.679005677145013e-16,9.7260653433944022e-15,8.9318946021609654e-15,2.0693424294539203e-27,5.2896805600758054e-06,0.16373058361129986,1.2237884248773673e-09,5.3530298881245378e-06,0.00016303764910758522,6.9106960023761751e-10,5.5334066247042915e-05,6.769121028511683e-09,2.5619167915465504e-12,0.00020474312593420652,2.3230463749935068e-08,6.213859224178316e-08,3.5138023464365472e-10,4.0397185227346174e-13,2.3702284054708891e-07,8.1077784614070207e-14
0.0001264811549898094,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028708047152729652,0.099291130323205412,0.017208687796992261,6.6159618658370336e-06,0.0011681641403072244,0.00012704565048537463,0.00043675523988871554,1.5247074126591078e-09,4.5541879816588372e-14,1.2269387414381498e-11,0.0,3.1810306573595551e-14,5.0636010497627239e-20,1.0637796601713553e-10,8.6854799585219613e-16,9.7453560963671829e-15,8.9351375382856466e-15,2.0832297913776292e-27,5.2853966424241345e-06,0.16375365323905369,1.2237259221821772e-09,5.3533861878591534e-06,0.00016289483710650991,6.903339409807192e-10,5.5279225959105983e-05,6.7628038913739325e-09,2.561752057147429e-12,0.00020490516592297601,2.3249023702466995e-08,6.2182839928299571e-08,3.5217524110960087e-10,4.0464252191129464e-13,2.3753244745113625e-07,8.1162049049966231e-14
0.00012664705561502132,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028689994026022684,0.099290485198943179,0.017198598177514585,6.6318655711789032e-06,0.0011695513291519574,0.000127032503625476,0.00043730368482728098,1.5269100798352645e-09,4.5593045682053845e-14,1.2276722563794175e-11,0.0,3.1808016095299411e-14,5.0797223930824506e-20,1.0655210128039631e-10,8.6905631731506343e-16,9.7605101376757891e-15,8.9376804929396259e-15,2.0941871708992296e-27,5.282038584631728e-06,0.16377173682439941,1.2236767265218471e-09,5.3536652088006233e-06,0.00016278289827849986,6.8975757875545856e-10,5.523625856505075e-05,6.7578516993866546e-09,2.5616231876125143e-12,0.00020503224785084492,2.3263579577307211e-08,6.2217531531508159e-08,3.527998165061936e-10,4.0516912868998514e-13,2.3793284500803023e-07,8.1228187166942711e-14
0.00012681295624023323,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.02867197658701719,0.099289840425977188,0.017188527139755019,6.6477807877392006e-06,0.0011709376332680709,0.00012701936057057237,0.0004378518533559714,1.5291125692991946e-09,4.5644173773744868e-14,1.2284050642521666e-11,0.0,3.1805728657265279e-14,5.0958708638586515e-20,1.0672623855176313e-10,8.6956435362033935e-16,9.7756628044082481e-15,8.9402192141718713e-15,2.1051859215601437e-27,5.2786871590461181e-06,0.16378978458111965,1.2236274512907397e-09,5.3539434402343441e-06,0.00016267118758830429,6.8918262038208773e-10,5.5193394034669583e-05,6.7529089951399724e-09,2.5614948020884422e-12,0.00020515913390672699,2.3278113012990807e-08,6.2252160711922926e-08,3.5342437905296539e-10,4.0569547306377611e-13,2.3833326838410817e-07,8.1294269555134048e-14
0.00012697885686544514,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028653994721561167,0.099289196003703131,0.017178474625051884,6.6637074990353836e-06,0.0011723230543058065,0.00012700622146354963,0.00043839974591892392,1.5313148807729419e-09,4.569526417662545e-14,1.2291371664033669e-11,0.0,3.1803444261138373e-14,5.1120464657068912e-20,1.0690037779368736e-10,8.7007210520287636e-16,9.7908140985093356e-15,8.9427537163045848e-15,2.1162261370350281e-27,5.2753423444555237e-06,0.16380779662388403,1.2235780969376765e-09,5.3542208866307313e-06,0.00016255970433724115,6.8860906067622254e-10,5.5150631977791922e-05,6.7479757563521383e-09,2.5613668985021393e-12,0.00020528582467860179,2.3292624076847668e-08,6.2286727672966058e-08,3.5404892846945957e-10,4.0622155554707566e-13,2.3873371745556302e-07,8.1360296330693183e-14
0.00012714475749065705,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028636048316012491,0.099288551931518421,0.017168440575003326,6.6796456886308228e-06,0.0011737075939112838,0.00012699308644564981,0.00043894736295907542,1.5335170139801869e-09,4.5746316975368135e-14,1.2298685641756116e-11,0.0,3.1801162908463477e-14,5.1282492022327241e-20,1.0707451896882879e-10,8.7057957249243819e-16,9.8059640219170067e-15,8.9452840135809151e-15,2.1273079110626072e-27,5.2720041197436406e-06,0.16382577306684998,1.2235286639069376e-09,5.3544975523936244e-06,0.00016244844782927783,6.8803689447674339e-10,5.5107972006082901e-05,6.7430519607682575e-09,2.5612394748124944e-12,0.00020541232075198891,2.330711283592599e-08,6.2321232617206029e-08,3.5467346447727113e-10,4.0674737662978654e-13,2.3913419209916004e-07,8.1426267609417942e-14
0.00012729406805334775,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.028619926775722802,0.099287972565381785,0.017159425669178371,6.6939998596645645e-06,0.0011749529272888329,0.00012698126854116426,0.00043943998308833889,1.5354987812217845e-09,4.5792232412446466e-14,1.2305262210327669e-11,0.0,3.1799112294404287e-14,5.1428548682272528e-20,1.0723124764866179e-10,8.7103605033370805e-16,9.8195977826372449e-15,8.9475576976861197e-15,2.137317117776595e-27,5.2690053344724122e-06,0.16384192152163271,1.223484107274386e-09,5.3547458877207995e-06,0.00016234851026432226,6.8752313209818726e-10,5.5069664994877846e-05,6.7386286003100214e-09,2.561125202135635e-12,0.00020552600123279008,2.3320133703701075e-08,6.2352234209396024e-08,3.5523553519139183e-10,4.0722039247149516e-13,2.3949464104118336e-07,8.1485594405892803e-14
