Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CHOX(53),CO2X(24)
3.927432557944128e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44200026034935425,0.077497866098110754,0.0070484899269922033,4.2423208776365408e-05,0.00075591873525770689,0.065554511206484339,0.030696317800486969,3.8810240757742752e-05,3.2503756205961974e-10,0.0018360092212502696,4.7508187115199557e-11,0.00054928347095201861,2.7426428374677683e-09,2.090219409562607e-07,3.0663348143254832e-09,1.5778456246850986e-10,2.9166231398681089e-07,2.326222158747594e-05,0.0055572453751847467,7.0081104482558019e-06,0.00059054733374018043,1.6188303776608045e-09,3.2195236083687856e-09,2.0366526953301066e-08,1.1672241216735665e-08,9.6092265656352657e-05,0.0027444696383050722,1.4228773764388029e-06,0.0013100679858424234,3.6812833968963785e-05,3.3869289028193233e-08,9.4924296363087077e-08,3.1969164298936474e-10,9.3217805374199315e-11
3.9294042692225115e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44199419397819667,0.07748430556435057,0.0070443415862713084,4.2420303310128651e-05,0.00075582369407405569,0.065583481132793636,0.030704735633324938,3.8797852682134137e-05,3.254235179576537e-10,0.0018357183581413057,4.7500360995657514e-11,0.00054933645957543173,2.7426319840627677e-09,2.0862875574215417e-07,3.0674713100577875e-09,1.5781023252950558e-10,2.9153383093112181e-07,2.3272360850240988e-05,0.0055561970389658684,6.9879564735565335e-06,0.00059066330892212232,1.6145267287303767e-09,3.2171190382890766e-09,2.0370701434234883e-08,1.1703584315452692e-08,9.6330254394754876e-05,0.0027506888309851377,1.4232411824650536e-06,0.0013106292754359156,3.6828879868950743e-05,3.3864565190974036e-08,9.494902428134785e-08,3.1984057145964954e-10,9.3202076640510358e-11
3.931375980500895e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44198812491807116,0.077470747399313325,0.0070401958007935009,4.2417397468371561e-05,0.00075572865627596564,0.065612445983519965,0.030713148263934235,3.8785469352954148e-05,3.2580964214883334e-10,0.0018354275522757533,4.7492538560834608e-11,0.0005493894298506611,2.7426212272854952e-09,2.0823680044400305e-07,3.0686073454893181e-09,1.578358631808011e-10,2.9140570691381332e-07,2.3282497150603066e-05,0.0055551488649266722,6.967890269303641e-06,0.00059077922943455939,1.610241220297891e-09,3.214716335611902e-09,2.0374888368906813e-08,1.1734959193244071e-08,9.6568412655645305e-05,0.0027569104734062031,1.4236047328169866e-06,0.0013111904396638358,3.6844921080837546e-05,3.3859841419834533e-08,9.4973734820776979e-08,3.1998945098852822e-10,9.3186383052275116e-11
3.933347691779279e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44198205317266276,0.077457191602621933,0.0070360525689698115,4.2414491253899543e-05,0.00075563362191152957,0.065641405759447227,0.030721555695981197,3.8773090763429836e-05,3.2619593451679951e-10,0.0018351368035802768,4.7484719800054211e-11,0.00054944238179062161,2.7426105668529845e-09,2.0784607103370769e-07,3.0697429208244563e-09,1.5786145445675164e-10,2.9127794023461324e-07,2.3292630489546215e-05,0.0055541008530985416,6.9479112990529171e-06,0.00059089509531494303,1.6059737427626783e-09,3.2123154987574268e-09,2.0379087759694366e-08,1.1766365844260281e-08,9.6806740335927255e-05,0.002763134562433748,1.4239680276686728e-06,0.001311751478546422,3.6860957606136364e-05,3.3855117717192076e-08,9.4998427993292629e-08,3.2013828158021093e-10,9.3170724394217224e-11
3.935319403057663e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44197597874564687,0.077443638173899293,0.0070319118892121692,4.2411584669501186e-05,0.00075553859102854939,0.065670360461358795,0.030729957933126356,3.8760716906829401e-05,3.2658239494518092e-10,0.0018348461119820489,4.7476904702707434e-11,0.00054949531540820704,2.7426000024864483e-09,2.0745656349563922e-07,3.0708780362672118e-09,1.5788700639163357e-10,2.9115052920501831e-07,2.3302760868079182e-05,0.0055530530035127037,6.9280190306498871e-06,0.00059101090660073751,1.6017241873745823e-09,3.2099165261475292e-09,2.038329960902836e-08,1.1797804262616952e-08,9.7045237332530463e-05,0.0027693610949384682,1.4243310671953457e-06,0.001312312392103896,3.6876989446330733e-05,3.385039408547493e-08,9.5023103810856229e-08,3.202870632371622e-10,9.3155100449083444e-11
3.937291114336047e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44196990164068972,0.077430087112768525,0.0070277737599334106,4.2408677717948423e-05,0.00075544356367454027,0.06569931009003746,0.030738354979024475,3.8748347776461833e-05,3.2696902331759447e-10,0.0018345554774087506,4.7469093258252746e-11,0.00054954823071629109,2.7425895339081839e-09,2.0706827382660966e-07,3.0720126920212285e-09,1.579125190196446e-10,2.9102347214816863e-07,2.3312888287100583e-05,0.0055520053162002279,6.9082129361872685e-06,0.00059112666332938803,1.5974924460648049e-09,3.2075194161878625e-09,2.0387523919429691e-08,1.1829274442281078e-08,9.7283903542447997e-05,0.0027755900677962058,1.4246938515836211e-06,0.0013128731803564628,3.6893016603010457e-05,3.3845670527292877e-08,9.5047762286662355e-08,3.2043579595726739e-10,9.3139511023390726e-11
3.939262825614431e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44196382186144856,0.077416538418852807,0.007023638179547269,4.2405770401996657e-05,0.00075534853989673114,0.065728254646265416,0.030746746837324646,3.8735983365676697e-05,3.2735581951764548e-10,0.0018342648997885654,4.7461285456215604e-11,0.00054960112772772655,2.7425791608396378e-09,2.0668119803584297e-07,3.073146888289787e-09,1.5793799237490527e-10,2.9089676739872489e-07,2.3323012747565709e-05,0.005550957791192036,6.888492491962161e-06,0.00059124236553818117,1.5932784118267302e-09,3.2051241673041125e-09,2.0391760693249501e-08,1.1860776377394589e-08,9.7522738862872326e-05,0.0027818214778877778,1.4250563810070471e-06,0.0013134338433243103,3.6909039077704772e-05,3.384094704502514e-08,9.5072403432646627e-08,3.2058447974532484e-10,9.312395591091542e-11
3.941037365764977e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44195834777663401,0.077404346617986217,0.0070199183351926072,4.2403153508343089e-05,0.00075526302159316166,0.065754300410571384,0.03075429507740993,3.8724859425748873e-05,3.2770407949411137e-10,0.0018340034285663541,4.7454261540045464e-11,0.00054964871940499003,2.7425699065126679e-09,2.0633386440166962e-07,3.0741672722391374e-09,1.5796088484457706e-10,2.9078303297984401e-07,2.3332122233297244e-05,0.0055500151574802582,6.8708168936275249e-06,0.00059134645094246834,1.5895008328596679e-09,3.2029700332377194e-09,2.0395584447890822e-08,1.1889155265089489e-08,9.7737835155762502e-05,0.0027874318282312613,1.4253824396326564e-06,0.0013139383328936109,3.6923455303004011e-05,3.3836695977784757e-08,9.509456565634831e-08,3.2071825332122845e-10,9.3109985462206438e-11
3.942811905915522e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44195287153125767,0.077392156733984196,0.0070162005530017019,4.2400536323730612e-05,0.00075517750625837365,0.065780342067394984,0.030761839121144215,3.8713739298536913e-05,3.2805247523180587e-10,0.0018337420033667411,4.744724055826031e-11,0.00054969629628170296,2.7425607291293054e-09,2.0598750789453849e-07,3.075187284317309e-09,1.5798374555566327e-10,2.9066958139222497e-07,2.3341229324112592e-05,0.0055490726552821987,6.853209875217099e-06,0.00059145049224311854,1.5857374336951691e-09,3.2008174042183958e-09,2.0399418301696434e-08,1.1917559865547977e-08,9.7953068269965218e-05,0.0027930441479450852,1.425708292010514e-06,0.001314442721013324,3.6937867738195916e-05,3.3832444975791164e-08,9.5116713861735118e-08,3.2085198726317953e-10,9.3096042488528317e-11
3.944586446066068e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44194739312796699,0.077379968766572313,0.0070124848318200393,4.2397918850134096e-05,0.00075509199392621309,0.065806379617305372,0.030769378971175966,3.870262297927574e-05,3.2840100664585264e-10,0.0018334806241383998,4.7440222503361561e-11,0.00054974385836719275,2.7425516284889704e-09,2.0564212563084376e-07,3.0762069246717511e-09,1.5800657453288041e-10,2.905564114452987e-07,2.3350334020625651e-05,0.0055481302846200811,6.8356710635233048e-06,0.0005915544894671762,1.581988138000549e-09,3.1986662790941244e-09,2.0403262256361812e-08,1.1945990174445162e-08,9.8168438130753126e-05,0.0027986584347657532,1.4260339382712166e-06,0.001314947007698135,3.6952276384469952e-05,3.3828194040826683e-08,9.513884805805493e-08,3.209856815743169e-10,9.3082126857756274e-11
3.946360986216614e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44194191256940324,0.077367782715476216,0.0070087711704936925,4.2395301089517884e-05,0.00075500648463034466,0.06583241306087137,0.030776914630149983,3.8691510463226186e-05,3.2874967365136827e-10,0.0018332192908303232,4.7433207367893387e-11,0.00054979140567077301,2.7425426043948167e-09,2.0529771473504914e-07,3.0772261934496814e-09,1.5802937180089646e-10,2.9044352195576102e-07,2.3359436323625594e-05,0.0055471880455160343,6.8182000879952487e-06,0.00059165844264176103,1.578252870149255e-09,3.1965166567347364e-09,2.040711631361678e-08,1.1974446187555352e-08,9.838394466334467e-05,0.0028042746864331341,1.4263593785347292e-06,0.0013154511929627177,3.6966681242837828e-05,3.382394317449169e-08,9.5160968253215329e-08,3.2111933625866186e-10,9.306823840576537e-11
3.94813552636716e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44193642985820203,0.077355598580421611,0.0070050595678693289,4.2392683043835905e-05,0.00075492097840425157,0.06585844239866144,0.030784446100707435,3.8680401745674863e-05,3.2909847616346134e-10,0.001832958003391823,4.7426195144442407e-11,0.00054983893820174381,2.7425336566555225e-09,2.0495427233967083e-07,3.0782450907980821e-09,1.580521373843314e-10,2.9033091174750425e-07,2.3368536233842365e-05,0.0055462459379920937,6.8007965807157895e-06,0.00059176235179409778,1.5745315547609168e-09,3.1943685359876824e-09,2.0410980475412581e-08,1.20029279004024e-08,9.8599587792884118e-05,0.0028098929006904606,1.4266846129386964e-06,0.0013159552768217361,3.6981082314368006e-05,3.3819692378680203e-08,9.5183074456790154e-08,3.2125295131046198e-10,9.3054376985867934e-11
3.949732612502651e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44193149357979,0.077344634496861311,0.0070017208847448437,4.239032656059741e-05,0.00075484402545295611,0.065881865292703623,0.030791220845293014,3.8670407143719571e-05,3.2941251421230009e-10,0.0018327228838740217,4.7419886627018383e-11,0.0005498817048567126,2.7425256688103947e-09,2.0464599988818585e-07,3.0791617809606983e-09,1.5807259933941605e-10,2.9022980037926285e-07,2.337672410770099e-05,0.005545398153739666,6.7851908075368978e-06,0.00059185583241439194,1.5711942385639062e-09,3.1924365102492177e-09,2.0414466861723271e-08,1.2028583411721704e-08,9.8793783338296925e-05,0.0028149509696735668,1.4269771479959586e-06,0.0013164088656052082,3.699404004199023e-05,3.3815866724131451e-08,9.5202958084518458e-08,3.2137317097714562e-10,9.3041924714526557e-11
3.9513296986381425e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44192655556178539,0.077333671964872661,0.0069983838673952923,4.2387969849439683e-05,0.00075476707503931335,0.065905284861941402,0.030797992201317959,3.866041561135053e-05,3.2972666189080245e-10,0.0018324878014332655,4.7413580457013197e-11,0.00054992445956015201,2.7425177425099419e-09,2.0433850752679578e-07,3.0800781704911119e-09,1.5809303566777489e-10,2.9012891343460873e-07,2.3384910044436217e-05,0.0055445504761008155,6.7696391231909213e-06,0.00059194927741813125,1.567868109393106e-09,3.1905056990681925e-09,2.0417961435253063e-08,1.2054259733284315e-08,9.8988089412511854e-05,0.0028200106248881243,1.4272695164965513e-06,0.0013168623722727207,3.7006994704005312e-05,3.3812041129226233e-08,9.5222830392097478e-08,3.2149335855012518e-10,9.3029494122276636e-11
3.952926784773634e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44192161580609784,0.077322710984255874,0.0069950485149811266,4.2385612911765735e-05,0.0007546901271873631,0.065928701106788529,0.030804760170700236,3.8650427145184462e-05,3.3004091913706698e-10,0.0018322527560332544,4.7407276629110029e-11,0.00054996720231881399,2.7425098776167323e-09,2.0403179318176472e-07,3.0809942594960093e-09,1.5811344638725799e-10,2.9002825007084998e-07,2.3393094044577408e-05,0.0055437029050914004,6.754141264845654e-06,0.00059204268682509591,1.5645531133723545e-09,3.1885761016060032e-09,2.0421464197428934e-08,1.2079956861805998e-08,9.9182505961073426e-05,0.0028250718646955909,1.427561718541647e-06,0.0013173157968349443,3.7019946301189968e-05,3.3808215595347212e-08,9.5242691386582547e-08,3.216135140246113e-10,9.301708510483582e-11
3.954523870909125e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44191667431463316,0.077311751554811195,0.006991714826663175,4.2383255748971829e-05,0.00075461318192102881,0.065952114027658409,0.030811524755355483,3.8640441741854632e-05,3.303552858891878e-10,0.0018320177476378898,4.7400975138019434e-11,0.00055000993313944241,2.7425020739909983e-09,2.0372585478459599e-07,3.0819100480819325e-09,1.5813383151568504e-10,2.8992780944985337e-07,2.3401276108572903e-05,0.0055428554407272257,6.7386969713394515e-06,0.00059213606065484665,1.5612491971305073e-09,3.1866477170323809e-09,2.0424975149427419e-08,1.2105674794167829e-08,9.9377032929761058e-05,0.002830134687459295,1.4278537542226668e-06,0.0013177691393025436,3.7032894834400243e-05,3.380439012370422e-08,9.5262541074409197e-08,3.2173363740520831e-10,9.3004697568752373e-11
3.956120957044616e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44191173108929355,0.077300793676338922,0.0069883828016026623,4.2380898362447642e-05,0.00075453623926412066,0.065975523624964408,0.030818285957197031,3.8630459398010635e-05,3.3066976208525411e-10,0.0018317827762112755,4.7394675978479218e-11,0.00055005265202877232,2.7424943314919664e-09,2.0342069027202174e-07,3.0828255363552795e-09,1.5815419107084594e-10,2.8982759073800725e-07,2.3409456236959578e-05,0.0055420080830240219,6.7233059831681647e-06,0.00059222939892702704,1.557956307681921e-09,3.1847205445266471e-09,2.0428494292506425e-08,1.2131413527262792e-08,9.9571670264282633e-05,0.002835199091544738,1.4281456236277426e-06,0.0013182223996861756,3.7045840304402235e-05,3.3800564715450699e-08,9.5282379461466889e-08,3.2185372869460839e-10,9.2992331404341097e-11
3.957718043180108e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44190678613197781,0.077289837348639395,0.0069850524389611958,4.2378540753576235e-05,0.00075445929924033376,0.065998929899119554,0.030825043778135885,3.8620480110318424e-05,3.3098434766335024e-10,0.0018315478417177161,4.7388379145254084e-11,0.00055009535899353012,2.7424866499830534e-09,2.0311629758599264e-07,3.0837407244223076e-09,1.5817452507050048e-10,2.8972759310618367e-07,2.3417634430263901e-05,0.0055411608319974725,6.7079680424723461e-06,0.00059232270166133358,1.5546743921774188e-09,3.1827945832541017e-09,2.0432021628064873e-08,1.2157173057815643e-08,9.9766417910309731e-05,0.0028402650753195429,1.428437326856841e-06,0.0013186755779964932,3.7058782711970761e-05,3.3796739371937442e-08,9.5302206554708875e-08,3.2197378788875441e-10,9.2979986508999208e-11
3.959315129315599e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44190183944458072,0.077278882571513038,0.0069817237379007704,4.2376182923734125e-05,0.00075438236187325017,0.066022332850536658,0.030831798220080794,3.861050387546016e-05,3.3129904256155569e-10,0.0018313129441217138,4.7382084633135702e-11,0.00055013805404043384,2.7424790293273845e-09,2.0281267467366723e-07,3.084655612389133e-09,1.5819483353237927e-10,2.8962781572970241e-07,2.3425810688938841e-05,0.0055403136876631858,6.6926828930239405e-06,0.0005924159688772768,1.5514033982540507e-09,3.180869832387509e-09,2.0435557157280025e-08,1.2182953382701338e-08,9.9961275813713937e-05,0.002845332637153212,1.4287288640009557e-06,0.0013191286742441433,3.7071722057952673e-05,3.3792914094355774e-08,9.5322022360532889e-08,3.2209381499227828e-10,9.2967662790352138e-11
3.96091221545109e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418968910289936,0.077267929344760247,0.0069783966975837716,4.2373824874291338e-05,0.00075430542718633994,0.066045732479628444,0.030838549284938205,3.860053069013408e-05,3.3161384671794538e-10,0.0018310780833879709,4.7375792436942522e-11,0.00055018073717619275,2.7424714693866849e-09,2.0250981948740161e-07,3.0855702003617296e-09,1.5821511647418363e-10,2.895282577882946e-07,2.3433985013513637e-05,0.0055394666500367179,6.6774502802135879e-06,0.00059250920059444954,1.5481432739156704e-09,3.178946291108237e-09,2.0439100881416834e-08,1.2208754498798978e-08,0.00010015624392029722,0.0028504017754173794,1.4290202351484419e-06,0.0013195816884397651,3.7084658343116993e-05,3.3789088883851703e-08,9.5341826884856567e-08,3.2221381000750804e-10,9.2955360141682059e-11
3.962509301586582e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418919408871041,0.077256977668181556,0.0069750713171729635,4.2371466606611413e-05,0.00075422849520296058,0.066069128786807291,0.030845296974612316,3.8590560551054448e-05,3.3192876007058934e-10,0.0018308432594813838,4.7369502551519543e-11,0.00055022340840750722,2.7424639700256792e-09,2.0220772998473891e-07,3.0864844884459322e-09,1.5823537391358575e-10,2.8942891846606618e-07,2.3442157404511541e-05,0.0055386197191335616,6.6622699510381992e-06,0.00059260239683247423,1.5448939673073928e-09,3.1770239585847627e-09,2.0442652801855434e-08,1.2234576402833619e-08,0.00010035132217584767,0.0028554724884857492,1.4293114403986239e-06,0.0013200346205939947,3.7097591568237193e-05,3.3785263741753941e-08,9.5361620134580885e-08,3.2233377293076275e-10,9.2943078462299442e-11
3.964106387722073e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44188698902079676,0.077246027541577458,0.0069717475958315078,4.2369108122051433e-05,0.00075415156594635857,0.066092521772485396,0.030852041291005057,3.8580593454951522e-05,3.3224378255755314e-10,0.0018306084723670457,4.7363214971738198e-11,0.00055026606774106958,2.7424565311098916e-09,2.0190640412839904e-07,3.0873984767474379e-09,1.582556058682295e-10,2.8932979695146333e-07,2.3450327862389907e-05,0.0055377728949691498,6.6471416540880143e-06,0.00059269555761081415,1.5416554270495375e-09,3.1751028339927751e-09,2.0446212919775665e-08,1.2260419091672443e-08,0.0001005465105263251,0.0028605447747339008,1.4296024798421585e-06,0.0013204874707174595,3.7110521734151157e-05,3.3781438669237109e-08,9.5381402116072566e-08,3.2245370376662565e-10,9.2930817660894855e-11
3.965703473857564e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44188203543195226,0.077235078964748544,0.0069684255327229442,4.2366749421962164e-05,0.00075407463943967024,0.06611591143707482,0.030858782236016132,3.8570629398571325e-05,3.325589141168977e-10,0.0018303737220102434,4.7356929692496341e-11,0.00055030871518356342,2.7424491525036018e-09,2.0160583988626795e-07,3.0883121653718083e-09,1.5827581235573009e-10,2.8923089243723625e-07,2.3458496387671667e-05,0.0055369261775588575,6.6320651395342663e-06,0.00059278868294900867,1.5384276021138076e-09,3.1731829165158116e-09,2.0449781236447438e-08,1.2286282562182079e-08,0.00010074180891762517,0.0028656186325395072,1.4298933535675233e-06,0.0013209402388207844,3.7123448841629652e-05,3.3777613667438304e-08,9.5401172835267021e-08,3.2257360251711972e-10,9.2918577633455249e-11
3.967300559993056e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44187708012244725,0.07722413193749543,0.0069651051270112037,4.236439050768797e-05,0.000753997715705922,0.066139297780987386,0.030865519811543,3.8560668378675678e-05,3.3287415468667894e-10,0.0018301390083764566,4.7350646708717985e-11,0.00055035135074166372,2.7424418340724397e-09,2.0130603523138718e-07,3.0892255544244654e-09,1.582959933936745e-10,2.8913220412040562e-07,2.3466662980906592e-05,0.0055360795669179954,6.6170401591171125e-06,0.00059288177286665269,1.5352104416298111e-09,3.1712642053286406e-09,2.0453357753276163e-08,1.2312166811087972e-08,0.00010093721729560418,0.0028706940602823078,1.4301840616724762e-06,0.0013213929249145859,3.7136372891415132e-05,3.3773788737650078e-08,9.5420932298821639e-08,3.2269346917769618e-10,9.2906358275162209e-11
3.968897646128547e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44187212309415624,0.077213186459618818,0.006961786377860605,4.2362031380566906e-05,0.0007539207947680304,0.066162680804634652,0.030872254019480919,3.8550710392042041e-05,3.3318950420494846e-10,0.0018299043314313568,4.7344366015353049e-11,0.00055039397442203746,2.7424345756857813e-09,2.0100698814194348e-07,3.0901386440107018e-09,1.5831614899962205e-10,2.8903373120222734e-07,2.3474827642474373e-05,0.0055352330630618184,6.6020664661329376e-06,0.00059297482738303786,1.5320038951426725e-09,3.169346699601166e-09,2.0456942471322193e-08,1.2338071835248708e-08,0.00010113273560643238,0.0028757710563437392,1.4304746042498733e-06,0.0013218455290094774,3.7149293884418624e-05,3.3769963881069691e-08,9.5440680513601767e-08,3.2281330375637881e-10,9.2894159512312275e-11
3.970494732264038e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44186716434894885,0.077202242530919382,0.0069584692844358474,4.2359672041930764e-05,0.00075384387664880457,0.066186060508428082,0.030878984861722924,3.8540755435463459e-05,3.3350496260975334e-10,0.001829669691140806,4.7338087607377497e-11,0.00055043658623134251,2.7424273772093796e-09,2.0070869660125827e-07,3.091051434235673e-09,1.5833627919110415e-10,2.8893547288815886e-07,2.3482990372945345e-05,0.0055343866660055229,6.5871438154224376e-06,0.00059306784651773944,1.5288079125942429e-09,3.1674303985250197e-09,2.0460535391944721e-08,1.236399763151804e-08,0.00010132836379600652,0.0028808496191075153,1.4307649813865567e-06,0.0013222980511160656,3.7162211821359018e-05,3.3766139098798394e-08,9.5460417485196738e-08,3.2293310625250181e-10,9.2881981232550332e-11
3.97193210978598e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418627000118418,0.077192394319471738,0.0069554853153091,4.2357548457408559e-05,0.00075377465277022451,0.066207099403706976,0.030885039743633567,3.8531798562601734e-05,3.3378896822085755e-10,0.0018294585461908861,4.7332438990075815e-11,0.00055047492671544929,2.7424209496937054e-09,2.0044087854617478e-07,3.0918726895710649e-09,1.5835437464853789e-10,2.8884722323868111e-07,2.3490335179760005e-05,0.0055336249999812662,6.5737568695381215e-06,0.00059315153350379777,1.5259405192057054e-09,3.1657067568561022e-09,2.0463776034892955e-08,1.2387348605603413e-08,0.00010150452306826331,0.0028854216637911345,1.431026179437654e-06,0.0013227052509207585,3.7173835352257207e-05,3.3762696859333882e-08,9.5478171152039252e-08,3.2304090106363653e-10,9.2871038203458348e-11
3.973369487307922e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44185823428690335,0.077182547362550993,0.0069525026860356217,4.2355424703594962e-05,0.00075370543120962716,0.066228135610536962,0.03089109190223905,3.8522844139183387e-05,3.3407306193469956e-10,0.0018292474308790312,4.7326792216264532e-11,0.00055051325759421883,2.7424145705040273e-09,2.0017366939327959e-07,3.0926937025853728e-09,1.5837244954717502e-10,2.887591462049577e-07,2.349767842309393e-05,0.005532863420488171,6.5604108939879652e-06,0.00059323519186050449,1.5230816060472885e-09,3.1639840896834015e-09,2.0467023323793853e-08,1.2410716400146873e-08,0.00010168077125938842,0.0028899949750202541,1.4312872436286716e-06,0.001323112384331238,3.7185456409017497e-05,3.3759254681962597e-08,9.5495915722382103e-08,3.2314866989128994e-10,9.2860111632681379e-11
3.9748068648298635e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418537671754898,0.077172701660011986,0.0069495213960072827,4.2353300781447999e-05,0.00075363621198341695,0.066249169129217494,0.030897141338914885,3.8513892162902524e-05,3.3435724370610615e-10,0.0018290363451807447,4.7321147282334373e-11,0.00055055157887248698,2.7424082395445029e-09,1.9990706768304027e-07,3.0935144733549807e-09,1.5839050389973949e-10,2.8867124121636382e-07,2.3505020103350851e-05,0.0055321019275371888,6.5471057132119567e-06,0.00059331882160209486,1.5202311372987182e-09,3.162262396421178e-09,2.047027725962826e-08,1.2434101012870169e-08,0.00010185710833000004,0.0028945695516206633,1.4315481740211528e-06,0.0013235194513552253,3.7197074992172909e-05,3.3755812567449931e-08,9.551365120015719e-08,3.2325641273568891e-10,9.2849201440627873e-11
3.976100504599611e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44184974559090057,0.077163841600103283,0.0069468393795339596,4.235138910837924e-05,0.00075357391668923136,0.066268096997909712,0.030902583505808958,3.8505837474654571e-05,3.3461308255225189e-10,0.0018288463933517406,4.7316068411925957e-11,0.00055058605981849254,2.7424025828381178e-09,1.9966764430368571e-07,3.0942529599914702e-09,1.5840673526065772e-10,2.8859227335574876e-07,2.3511626279524672e-05,0.0055314166578838385,6.5351657857381142e-06,0.00059339406391537225,1.5176729057959891e-09,3.1607137046864301e-09,2.0473211485913439e-08,1.2455161541858644e-08,0.00010201588765296803,0.0028986877514840322,1.4317828970362036e-06,0.0013238857549227438,3.720752960248069e-05,3.3752714718912861e-08,9.5529605359912696e-08,3.2335335907425136e-10,9.2839396202213748e-11
3.977394144369359e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418457228853489,0.077154982556020393,0.0069441584469138512,4.2349477300425932e-05,0.00075351162331099202,0.066287022689661523,0.030908023470053749,3.849778476506138e-05,3.3486899265549699e-10,0.0018286564654722982,4.7310991026303432e-11,0.00055062053299552286,2.7423969650526372e-09,1.994287107140742e-07,3.0949912505271174e-09,1.584229499988005e-10,2.8851344397941787e-07,2.3518231190153092e-05,0.0055307314583463796,6.5232586340229473e-06,0.00059346928307212423,1.5151214594004315e-09,3.1591658008985169e-09,2.0476151097613853e-08,1.2476235689960411e-08,0.00010217473890792623,0.0029028069744936784,1.4320175117801357e-06,0.0013242520047290803,3.7217982210061175e-05,3.3749616922645657e-08,9.5545552162094356e-08,3.2345028436763995e-10,9.2829604128854443e-11
3.978687784139107e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44184169905981879,0.077146124527657567,0.0069414785977041605,4.2347565358278116e-05,0.00075344933186051411,0.066305946204691019,0.030913461232649053,3.8489734032462658e-05,3.3512497398290405e-10,0.001828466561524811,4.7305915122870051e-11,0.00055065499840709238,2.7423913861195227e-09,1.9919026585713949e-07,3.0957293450174336e-09,1.5843914812340743e-10,2.8843475267690551e-07,2.3524834835518651e-05,0.0055300463289327207,6.511384132114178e-06,0.00059354447908267793,1.5125767723403107e-09,3.157618684626025e-09,2.0479096095450067e-08,1.2497323455460739e-08,0.00010233366206623197,0.0029069272197962026,1.4322520183018597e-06,0.0013246182007798568,3.7228432815312788e-05,3.3746519179270076e-08,9.5561491609955253e-08,3.2354718861448181e-10,9.2819825166754188e-11
3.97985205993188e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44183807666007269,0.077138153170484239,0.0069390676593655042,4.2345844496177058e-05,0.00075339327121304929,0.066322975507300208,0.030918353337400086,3.8482490062087016e-05,3.3535541804700464e-10,0.001828295668419407,4.7301348074914223e-11,0.00055068601064093723,2.7423863982417864e-09,1.9897608248042978e-07,3.0963934624857911e-09,1.5845371223860808e-10,2.8836404821989535e-07,2.3530777034776373e-05,0.0055294297724227939,6.5007248923912923e-06,0.0005936121357106738,1.5102923120262454e-09,3.1562269529486791e-09,2.048175119920567e-08,1.2516314085879356e-08,0.00010247675436243878,0.0029106363139241812,1.4324629816817865e-06,0.0013249477312691977,3.7237836648381905e-05,3.3743731255964686e-08,9.5575830827858954e-08,3.2363438444226452e-10,9.2811035268742823e-11
