Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),H2OX(23),CHOX(61),COX(58),CO2X(24)
9.970439225334031e-07,0.09977366400000001,0.80000000000000004,0.0,0.22793007843844904,0.095750022364874496,0.070483875051002107,1.5971636728236715e-05,0.00033205859103751037,0.001248078962432261,0.00080577445575540747,9.917783514909549e-12,4.4564312236274421e-12,1.1445964357205792e-08,2.8023097485795205e-23,7.8736979792562355e-09,6.4795300463947965e-17,1.9772959575125176e-11,1.3439901392402259e-14,5.3748883149268168e-18,6.0353894701675486e-10,3.2656221654267998e-18,0.0034248367086176165,0.057858678321655498,2.1040347046956135e-08,4.9569712716589143e-07,0.00011263483510712499,7.1641667161800743e-13,1.5447863250820253e-08,6.2832263245834946e-08,3.2835014291277537e-06,1.3503575685817469e-05,1.4679376618078407e-08,2.3739066431632583e-11,2.686083714741592e-10,2.2901447655838118e-10
9.97776398406286e-07,0.09977366400000001,0.80000000000000004,0.0,0.22790289109708323,0.095749466162422817,0.07046917805334306,1.6008418071691886e-05,0.00033284330588498866,0.0012492483442071169,0.00080672199541474449,9.9355911227347743e-12,4.4635175013845393e-12,1.1456080765095272e-08,2.8146808464977998e-23,7.8764437673276179e-09,6.4966098693482207e-17,1.9815421300292026e-11,1.3465102262356523e-14,5.3885813012955689e-18,6.0421971523079082e-10,3.2770475950264445e-18,0.0034244053330905197,0.057886262843742403,2.1050221762733066e-08,4.9607828308119224e-07,0.00011265429762744733,7.1675053959703892e-13,1.5450424769259258e-08,6.2824306863497341e-08,3.2867430684397229e-06,1.3514648524860356e-05,1.4710892952199445e-08,2.3769444033748159e-11,2.6889216168482928e-10,2.2935518251695647e-10
9.98508874279169e-07,0.09977366400000001,0.80000000000000004,0.0,0.22787571825451222,0.09574890940945259,0.070454487624304341,1.6045253500546217e-05,0.00033362914096431422,0.0012504173235351646,0.00080766982611647732,9.9534154355882446e-12,4.470608553303534e-12,1.1466195770650788e-08,2.82709549651809e-23,7.879186409933318e-09,6.5137189899747215e-17,1.9857935569091166e-11,1.3490325776507521e-14,5.4022974036191538e-18,6.0490046294371456e-10,3.2885031278715824e-18,0.0034239741626409894,0.057913832708947705,2.1060090893372975e-08,4.9645927517853507e-07,0.00011267371947773588,7.1708414338288971e-13,1.5452980594488879e-08,6.2816354270311452e-08,3.2899850295053293e-06,1.3525714855068518e-05,1.4742446731250486e-08,2.3799829207867696e-11,2.6917599066760632e-10,2.2969608315346089e-10
9.99241350152052e-07,0.09977366400000001,0.80000000000000004,0.0,0.22784855990056926,0.095748352106409029,0.070439803758769404,1.6082143044238245e-05,0.00033441609652786283,0.0012515858995269327,0.00080861794752257979,9.9712564518404256e-12,4.4777043765575705e-12,1.1476309371086963e-08,2.8395538106677232e-23,7.8819259095291176e-09,6.5308574274169986e-17,1.990050238676174e-11,1.3515571921830513e-14,5.4160366377455166e-18,6.0558118959415678e-10,3.2999888155689708e-18,0.0034235431971333941,0.057941387927532464,2.1069954442644745e-08,4.9684010333163484e-07,0.00011269310070664817,7.1741748308725593e-13,1.545553073322004e-08,6.2808405463798795e-08,3.2932273113347937e-06,1.3536774670126594e-05,1.477403795203816e-08,2.383022193195754e-11,2.6945985832188061e-10,2.300371783105022e-10
9.999738260249348e-07,0.09977366400000001,0.80000000000000004,0.0,0.2278214160250982,0.095747794253736834,0.070425126451627518,1.6119086732177473e-05,0.00033520417282642035,0.0012527540712952178,0.00080956635929539428,9.9891141698543558e-12,4.4848049683198647e-12,1.1486421563625705e-08,2.85205590115671e-23,7.8846622685695908e-09,6.5480252007921322e-17,1.9943121758490138e-11,1.3540840685278035e-14,5.4297990195038924e-18,6.0626189462172668e-10,3.3115047097616628e-18,0.0034231124364322275,0.057968928509747296,2.1079812414331967e-08,4.972207674130331e-07,0.00011271244136279642,7.1775055886753607e-13,1.5458075192313718e-08,6.2800460441377428e-08,3.2964699129399815e-06,1.3547827963745244e-05,1.4805666609091248e-08,2.3860622182283093e-11,2.6974376454964939e-10,2.3037846782906401e-10
1.0007063018978178e-06,0.09977366400000001,0.80000000000000004,0.0,0.22779428661795217,0.095747235851880358,0.070410455697773447,1.6156084593746612e-05,0.00033599337010930218,0.0012539218379549117,0.00081051506109760076,1.000698858798624e-11,4.4919103257636935e-12,1.1496532345495653e-08,2.8646018803639174e-23,7.887395489508205e-09,6.5652223291935169e-17,1.9985793689414035e-11,1.3566132053781689e-14,5.4435845647061978e-18,6.0694257746693855e-10,3.3230508621262025e-18,0.003422681880402107,0.057996454465833104,2.1089664812216132e-08,4.976012672954947e-07,0.00011273174149474859,7.1808337087813895e-13,1.5460613978618094e-08,6.2792519200511096e-08,3.2997128333343457e-06,1.3558874729659121e-05,1.4837332697067275e-08,2.3891029935310923e-11,2.7002770925285426e-10,2.307199515502625e-10
1.0014387777707007e-06,0.09977366400000001,0.80000000000000004,0.0,0.22776717166899235,0.095746676901283509,0.070395791492106258,1.6193136658306269e-05,0.00033678368862461106,0.0012550891986226327,0.00081146405259215819,1.0024879704586648e-11,4.4990204460623931e-12,1.1506641713930979e-08,2.877191860807504e-23,7.8901255747975142e-09,6.5824488316950118e-17,2.0028518184631002e-11,1.3591446014255877e-14,5.4573932891501203e-18,6.0762323757105256e-10,3.334627324366737e-18,0.0034222515289077443,0.058023965806022898,2.1099511640063209e-08,4.9798160285374368e-07,0.00011275100115103291,7.1841591924144368e-13,1.5463147098866107e-08,6.2784581738726912e-08,3.3029560715328032e-06,1.3569914961622651e-05,1.486903621208482e-08,2.392144516872466e-11,2.703116923319501e-10,2.3106162931640194e-10
1.0021712536435836e-06,0.09977366400000001,0.80000000000000004,0.0,0.22774007116809208,0.095746117402389669,0.070381133829532164,1.6230242955182613e-05,0.00033757512861856291,0.0012562561524176884,0.00081241333344246028,1.0042787517997394e-11,4.5061353263893954e-12,1.1516749666174455e-08,2.8898259552227585e-23,7.8928525268886631e-09,6.5997047273400187e-17,2.0071295249176136e-11,1.3616782553588293e-14,5.4712252086111394e-18,6.0830387437649054e-10,3.3462341482303741e-18,0.0034218213818140069,0.058051462540537266,2.110935290163781e-08,4.983617739625009e-07,0.00011277022038012216,7.1874820409301661e-13,1.5465674559825012e-08,6.2776648053502241e-08,3.3061996265522921e-06,1.358094865342104e-05,1.4900777149563012e-08,2.3951867859691399e-11,2.7059571368828016e-10,2.314035009694191e-10
1.0029037295164665e-06,0.09977366400000001,0.80000000000000004,0.0,0.22771298510513355,0.095745557355641858,0.070366482704962263,1.6267403513677047e-05,0.00033836769033601823,0.0012574226984613194,0.00081336290331221245,1.0060712026554e-11,4.5132549639181992e-12,1.152685619947504e-08,2.902504276501253e-23,7.8955763482317606e-09,6.6169900351500178e-17,2.0114124888039678e-11,1.3642141658647416e-14,5.485080338848696e-18,6.0898448732651105e-10,3.3578713854951014e-18,0.0034213914389858743,0.058078944679587935,2.1119188600713462e-08,4.9874178049570531e-07,0.00011278939923044792,7.1908022560002576e-13,1.5468196368362535e-08,6.2768718142258873e-08,3.3094434974112152e-06,1.3591975798861572e-05,1.4932555503470771e-08,2.3982297984239663e-11,2.7087977322486304e-10,2.3174556635023449e-10
1.0036362053893494e-06,0.09977366400000001,0.80000000000000004,0.0,0.22768591347000969,0.09574499676148257,0.070351838113313803,1.6304618363060631e-05,0.00033916137402017284,0.0012585888358771326,0.00081431276186550328,1.0078653228584299e-11,4.5203793558223985e-12,1.1536961311089241e-08,2.9152269377261876e-23,7.8982970412756733e-09,6.6343047741196036e-17,2.0157007106156853e-11,1.36675233162783e-14,5.4989586956025889e-18,6.0966507586539492e-10,3.3695390879767074e-18,0.0034209617002884576,0.058106412233375697,2.1129018741051555e-08,4.9912162232898367e-07,0.00011280853775039567,7.1941198389901794e-13,1.5470712531240024e-08,6.276079200251929e-08,3.312687683129776e-06,1.3602996391778548e-05,1.4964371269166937e-08,2.4012735519638071e-11,2.7116387084332324e-10,2.3208782530085236e-10
1.0043686812622324e-06,0.09977366400000001,0.80000000000000004,0.0,0.22765885625262167,0.095744435620353951,0.07033720004950858,1.6341887532581542e-05,0.00033995617991297052,0.001259754563790518,0.00081526290876670834,1.0096611122410326e-11,4.5275084992756603e-12,1.1547064998279251e-08,2.9279940521252267e-23,7.9010146084683314e-09,6.6516489632231047e-17,2.0199941908421572e-11,1.3692927513308446e-14,5.5128602945978668e-18,6.1034563943819545e-10,3.3812373075194274e-18,0.0034205321655869712,0.058133865212093155,2.113884332639713e-08,4.9950129933995667e-07,0.00011282763598830829,7.1974347909211854e-13,1.5473223055096751e-08,6.275286963185293e-08,3.31593218272969e-06,1.3614010426026589e-05,1.4996224443416728e-08,2.4043180444420496e-11,2.7144800644386458e-10,2.3243027766444277e-10
1.0051011571351153e-06,0.09977366400000001,0.80000000000000004,0.0,0.22763181344288075,0.095743873932697635,0.070322568508474237,1.6379211051459116e-05,0.00034075210825478046,0.0012609198813291107,0.0008162133436805662,1.0114585706346847e-11,4.5346423914517491e-12,1.1557167258314391e-08,2.9408057331081161e-23,7.9037290522564772e-09,6.6690226214093013e-17,2.0242929299675665e-11,1.3718354236543248e-14,5.5267851515409142e-18,6.1102617749093616e-10,3.3929660960033125e-18,0.0034201028347467565,0.058161303625922631,2.1148662360508519e-08,4.9988081140438235e-07,0.00011284669399248755,7.2007471134091052e-13,1.5475727946760199e-08,6.2744951027667383e-08,3.3191769952343482e-06,1.3625017895485936e-05,1.502811502023758e-08,2.4073632734845404e-11,2.7173217992977851e-10,2.3277292328230105e-10
1.0058336330079982e-06,0.09977366400000001,0.80000000000000004,0.0,0.22760478503070658,0.095743311698954961,0.070307943485143257,1.6416588948888719e-05,0.00034154915928465834,0.0012620847876224158,0.00081716406627211659,1.0132576978702564e-11,4.541781029524515e-12,1.1567268088469942e-08,2.953662094236554e-23,7.9064403750858737e-09,6.6864257676056499e-17,2.0285969284717575e-11,1.3743803472769643e-14,5.5407332821224496e-18,6.1170668947045251e-10,3.4047255053382571e-18,0.0034196737076332613,0.058188727485037825,2.1158475847155343e-08,5.0026015839711393e-07,0.00011286571181119393,7.2040568083954018e-13,1.5478227213161295e-08,6.2737036187366162e-08,3.3224221196685055e-06,1.363601879405816e-05,1.5060042992425369e-08,2.4104092366094888e-11,2.7201639120576593e-10,2.3311576199481083e-10
1.0065661088808811e-06,0.09977366400000001,0.80000000000000004,0.0,0.2275777710060293,0.095742748919566689,0.070293324974453911,1.6454021254036649e-05,0.00034234733324006879,0.0012632492818021976,0.00081811507620676378,1.0150584937778874e-11,4.5489244106679061e-12,1.157736748602835e-08,2.9665632492557748e-23,7.9091485794011059e-09,6.7038584207138494e-17,2.0329061868293382e-11,1.376927520875245e-14,5.5547047020144083e-18,6.123871748245575e-10,3.4165155874701783e-18,0.0034192447841120649,0.058216136799602067,2.1168283790075003e-08,5.0063934019752607e-07,0.00011288468949263994,7.2073638768210429e-13,1.5480720860898081e-08,6.2729125108600816e-08,3.3256675550587476e-06,1.3647013115670596e-05,1.5092008357096636e-08,2.4134559317199647e-11,2.7230064017197079e-10,2.3345879364557167e-10
1.007298584753764e-06,0.09977366400000001,0.80000000000000004,0.0,0.22755077135878826,0.095742185594973245,0.070278712971349744,1.6491507996042975e-05,0.00034314663035704316,0.0012644133630022628,0.00081906637315024228,1.0168609581870564e-11,4.5560725320559761e-12,1.1587465448278526e-08,2.9795093120770204e-23,7.9118536676456704e-09,6.7213205996123078e-17,2.0372207055101881e-11,1.3794769431236527e-14,5.5686994268717703e-18,6.1306763300194869e-10,3.4283363943775302e-18,0.0034188160640488577,0.058243531579769338,2.1178086192990915e-08,5.0101835668603521e-07,0.00011290362708499164,7.2106683195406234e-13,1.5483208896531992e-08,6.2721217788918337e-08,3.3289133004333903e-06,1.3658000854273816e-05,1.5124011111158096e-08,2.4165033567286805e-11,2.7258492672889441e-10,2.3380201807831583e-10
1.008031060626647e-06,0.09977366400000001,0.80000000000000004,0.0,0.22752378607893176,0.095741621725614692,0.070264107470779436,1.6529049204022147e-05,0.00034394705087021916,0.001265577030358411,0.00082001795676860611,1.0186650909265996e-11,4.5632253908628732e-12,1.1597561972515698e-08,2.992500396773873e-23,7.9145556422620346e-09,6.7388123231566272e-17,2.0415404849795736e-11,1.3820286126947279e-14,5.5827174723328326e-18,6.1374806345218909e-10,3.4401879780705143e-18,0.0034183875473094458,0.058270911835684461,2.1187883059674288e-08,5.0139720773697034e-07,0.00011292252463637648,7.2139701389996969e-13,1.5485691327128404e-08,6.2713314225594415e-08,3.3321593548219974e-06,1.3668982003841089e-05,1.5156051245312395e-08,2.4195515089725402e-11,2.7286925078380164e-10,2.3414543513221101e-10
1.00876353649953e-06,0.09977366400000001,0.80000000000000004,0.0,0.22749681515641776,0.095741057311930458,0.070249508467697119,1.6566644907061158e-05,0.00034474859501272916,0.0012667402830085744,0.00082096982672825482,1.0204708918246664e-11,4.5703829842628613e-12,1.1607657056041831e-08,3.0055366175937478e-23,7.9172545056915427e-09,6.7563336101780282e-17,2.0458655256978242e-11,1.3845825282589309e-14,5.5967588540180155e-18,6.1442846562576627e-10,3.4520703905933071e-18,0.0034179592337597584,0.058298277577482474,2.1197674393857881e-08,5.0177589323074545e-07,0.00011294138219487361,7.2172693362661586e-13,1.5488168159314427e-08,6.2705414416273572e-08,3.3354057172559113e-06,1.3679956558369947e-05,1.5188128755902411e-08,2.4226003863118007e-11,2.7315361223799958e-10,2.3448904465055416e-10
1.0094960123724128e-06,0.09977366400000001,0.80000000000000004,0.0,0.2274698585812141,0.095740492354359719,0.070234915957062494,1.6604295134219536e-05,0.00034555126301620581,0.0012679031200928191,0.00082192198269593101,1.0222783607087174e-11,4.5775453094303139e-12,1.1617750696165626e-08,3.0186180889581792e-23,7.9199502603744221e-09,6.7738844794832763e-17,2.050195828120327e-11,1.3871386884846499e-14,5.6108235875299263e-18,6.1510883897409324e-10,3.4639836840240654e-18,0.003417531123265843,0.058325628815288667,2.1207460199260362e-08,5.0215441304912278e-07,0.00011296019980851705,7.2205659122112026e-13,1.5490639399641467e-08,6.2697518358550776e-08,3.338652386768221e-06,1.3690924511882182e-05,1.5220243639724659e-08,2.4256499866711219e-11,2.7343801099242526e-10,2.3483284647717543e-10
1.0102284882452957e-06,0.09977366400000001,0.80000000000000004,0.0,0.22744291634329786,0.095739926853341178,0.070220329933840531,1.6641999914530152e-05,0.00034635505511083214,0.00126906554075328,0.00082287442433871122,1.0240874974055473e-11,4.5847123635397219e-12,1.1627842890202316e-08,3.0317449254576015e-23,7.9226429087498135e-09,6.7914649498554333e-17,2.054531392697684e-11,1.3896970920382611e-14,5.6249116884537579e-18,6.1578918294948129e-10,3.4759279104738787e-18,0.0034171032156938659,0.058352965559218845,2.1217240479627792e-08,5.0253276706917762e-07,0.00011297897752530249,7.2238598689928181e-13,1.5493105055057005e-08,6.2689626049708083e-08,3.3418993623934965e-06,1.3701885858423085e-05,1.5252395888410811e-08,2.4287003074931916e-11,2.7372244695366174e-10,2.3517684045232324e-10
1.0109609641181787e-06,0.09977366400000001,0.80000000000000004,0.0,0.22741598843265537,0.095739360809313057,0.070205750393001573,1.6679759276999086e-05,0.00034715997152532681,0.0012702275441341725,0.00082382715132400656,1.025898301741283e-11,4.5918841437656924e-12,1.1637933635473669e-08,3.0449172418524826e-23,7.9253324532557754e-09,6.8090750400536866e-17,2.058872219875687e-11,1.39225773758412e-14,5.6390231723571339e-18,6.164694970051445e-10,3.4879031220869223e-18,0.0034166755109101099,0.05838028781937929,2.1227015238703523e-08,5.0291095516968518e-07,0.00011299771539318247,7.2271512084600558e-13,1.5495565132413348e-08,6.2681737487249804e-08,3.345146643167792e-06,1.3712840592061566e-05,1.528458549529356e-08,2.4317513463584213e-11,2.7400692002655632e-10,2.3552102641737811e-10
1.0116934399910616e-06,0.09977366400000001,0.80000000000000004,0.0,0.22738907483928256,0.095738794222713197,0.070191177329521209,1.6717573250605933e-05,0.00034796601248695999,0.0012713891293817637,0.00082478016331955894,1.0277107735413922e-11,4.5990606472829584e-12,1.1648022929307922e-08,3.058135153071317e-23,7.9280188963292977e-09,6.8267147688136245e-17,2.0632183100953843e-11,1.394820623784613e-14,5.6531580547906128e-18,6.1714978059518885e-10,3.4999093710400369e-18,0.0034162480087809757,0.05840759560586687,2.1236784480184934e-08,5.0328897723707515e-07,0.00011301641346005579,7.2304399306866197e-13,1.549801963799991e-08,6.2673852669030034e-08,3.3483942281289644e-06,1.3723788706889819e-05,1.5316812460292368e-08,2.4348031015098243e-11,2.7429143010902106e-10,2.3586540421852446e-10
1.0124259158639445e-06,0.09977366400000001,0.80000000000000004,0.0,0.22736217555318464,0.095738227093979,0.070176610738380427,1.6755441864303567e-05,0.00034877317822155224,0.0012725502956443943,0.0008257334599934442,1.029524912630677e-11,4.606241871266376e-12,1.1658110769039809e-08,3.0713987742122856e-23,7.9307022404062768e-09,6.8443841548470116e-17,2.0675696637930361e-11,1.3973857493001326e-14,5.6673163512873791e-18,6.1783003317462174e-10,3.5119467095430001e-18,0.0034158207091729807,0.05843488892876899,2.1246548207786688e-08,5.0366683315227557e-07,0.00011303507177378186,7.2337260372523895e-13,1.5500468578563558e-08,6.2665971592353117e-08,3.3516421163165486e-06,1.3734730197023556e-05,1.5349076776596528e-08,2.437855570596711e-11,2.7457597710630542e-10,2.3620997369756126e-10
1.0130851441495392e-06,0.09977366400000001,0.80000000000000004,0.0,0.22733797842016326,0.095737716214954582,0.070163506336060083,1.6789570357816974e-05,0.00034950058924902846,0.0012735949863464007,0.00082659167012584978,1.0311590631979412e-11,4.6127090065151345e-12,1.1667188579343404e-08,3.0833752104887738e-23,7.9331146024459192e-09,6.86031197469182e-17,2.0714903827512705e-11,1.399696275769645e-14,5.680078849982514e-18,6.1844223353233087e-10,3.522806938938827e-18,0.0034154363125711317,0.05845944056134493,2.125533085136473e-08,5.0400676131367803e-07,0.00011305183030672042,7.2366812990943943e-13,1.5502667872861288e-08,6.2658881820147351e-08,3.3545654741510602e-06,1.3744571869185735e-05,1.5378146588324744e-08,2.4406034009049696e-11,2.7483210089062642e-10,2.3652024998040477e-10
1.013744372435134e-06,0.09977366400000001,0.80000000000000004,0.0,0.2273137928606733,0.095737204897473574,0.070150407168622253,1.6823743154302881e-05,0.00035022891168689461,0.0012746393363644939,0.00082745011033761543,1.0327945639983332e-11,4.6191799609938734e-12,1.1676265207736693e-08,3.095388849316486e-23,7.93552445804482e-09,6.8762638456724183e-17,2.0754153657874053e-11,1.4020086140182322e-14,5.6928603379353733e-18,6.1905440793470418e-10,3.533692431294143e-18,0.0034150520798062376,0.058483980493920125,2.1264109034437285e-08,5.043465547093059e-07,0.00011306855671317244,7.2396344447476546e-13,1.5504862669891092e-08,6.2651795074853752e-08,3.3574890761239055e-06,1.3754408166341643e-05,1.5407246645587855e-08,2.443351805925713e-11,2.7508825442874324e-10,2.368306812795469e-10
1.0144036007207286e-06,0.09977366400000001,0.80000000000000004,0.0,0.227289618867448,0.095736693141853971,0.070137313232419132,1.6857960274812336e-05,0.00035095814569674418,0.0012756833450821195,0.00082830878038746107,1.0344314149027564e-11,4.6256547326433412e-12,1.1685340652290177e-08,3.1074397749553428e-23,7.9379318089765006e-09,6.8922397813800517e-17,2.079344613209535e-11,1.4043227630651854e-14,5.7056608264332291e-18,6.196665559863147e-10,3.5446032247382795e-18,0.0034146680107812327,0.05850850873382861,2.1272882759698437e-08,5.0468621325492587e-07,0.00011308525102793644,7.2425854749776063e-13,1.5507052974442258e-08,6.2644711354624677e-08,3.3604129215382219e-06,1.3764239084250398e-05,1.543637694483928e-08,2.4461007840986579e-11,2.7534443765028338e-10,2.3714126748082485e-10
1.0150628290063233e-06,0.09977366400000001,0.80000000000000004,0.0,0.22726545643322674,0.095736180948413477,0.070124224523806331,1.689222174037888e-05,0.0003516882914392207,0.0012767270118840765,0.00082916768003432487,1.0360696157816824e-11,4.6321333194043783e-12,1.1694414911078601e-08,3.1195280717767074e-23,7.9403366570137877e-09,6.9082397953903236e-17,2.0832781253226284e-11,1.4066387219285048e-14,5.7184803267519406e-18,6.202786772923237e-10,3.5555393574220812e-18,0.0034142841053991305,0.058533025288398294,2.1281652029862639e-08,5.0502573686299889e-07,0.00011310191328578496,7.2455343914519099e-13,1.5509238791569544e-08,6.2637630657493896e-08,3.363337009698011e-06,1.3774064618686428e-05,1.5465537479725314e-08,2.4488503335420387e-11,2.7560065048791363e-10,2.3745200846805815e-10
1.015722057291918e-06,0.09977366400000001,0.80000000000000004,0.0,0.22724130555075495,0.095735668317469561,0.070111141039142968,1.6926527572018522e-05,0.00035241934907401164,0.0012777703361565207,0.00083002680903736291,1.0377091665051497e-11,4.6386157192179165e-12,1.1703487982180934e-08,3.1316538242634364e-23,7.9427390039288018e-09,6.9242639012631663e-17,2.0872159024285244e-11,1.4089564896248893e-14,5.7313188501557783e-18,6.2089077145848375e-10,3.5665008675179136e-18,0.003413900363563017,0.058557530164950841,2.1290416847647772e-08,5.0536512544778458e-07,0.00011311854352146228,7.2484811954664764e-13,1.5511420126210636e-08,6.2630552981747452e-08,3.3662613399081573e-06,1.3783884765439508e-05,1.5494728246036003e-08,2.4516004525430692e-11,2.7585689287206013e-10,2.3776290412635617e-10
1.0163812855775127e-06,0.09977366400000001,0.80000000000000004,0.0,0.22721716621278407,0.095735155249339329,0.070098062774791636,1.6960877790729748e-05,0.00035315131875984931,0.0012788133172869621,0.00083088616715594932,1.0393500669427636e-11,4.6451019300249909e-12,1.1712559863680363e-08,3.1438171170099614e-23,7.9451388514929549e-09,6.9403121125428444e-17,2.0911579448259442e-11,1.4112760651697625e-14,5.7441764078977288e-18,6.2150283809113692e-10,3.5774877932196281e-18,0.0034135167851760588,0.058582023370801768,2.1299177215734972e-08,5.0570437892917681e-07,0.0001131351417696766,7.2514258869936651e-13,1.5513596982911305e-08,6.2623478325804795e-08,3.3691859114748845e-06,1.3793699520314706e-05,1.5523949243193798e-08,2.4543511398553353e-11,2.7611316472939921e-10,2.3807395434365186e-10
1.0170405138631074e-06,0.09977366400000001,0.80000000000000004,0.0,0.22719303841207203,0.095734641744339669,0.070084989727118338,1.6995272417493544e-05,0.00035388420065451942,0.0012798559546642622,0.0008317457541496756,1.0409923169637008e-11,4.6515919497667265e-12,1.1721630553664299e-08,3.1560180347222401e-23,7.9475362014769563e-09,6.9563844427579515e-17,2.095104252810487e-11,1.4135974475772587e-14,5.7570530112192351e-18,6.2211487679721505e-10,3.5885001727425483e-18,0.0034131333701414978,0.058606504913260422,2.1307933136805988e-08,5.0604349722209207e-07,0.00011315170806511284,7.2543684673393338e-13,1.551576936662409e-08,6.2616406687575448e-08,3.3721107237056046e-06,1.3803508879132378e-05,1.5553200464588166e-08,2.4571023936898332e-11,2.7636946599312824e-10,2.3838515900419618e-10
1.017699742148702e-06,0.09977366400000001,0.80000000000000004,0.0,0.22716892214138312,0.095734127802787186,0.070071921892493019,1.7029711473271467e-05,0.00035461799491475138,0.0012808982476787834,0.00083260556977837394,1.04263591643666e-11,4.6580857763843627e-12,1.1730700050224805e-08,3.1682566622299898e-23,7.9499310556507375e-09,6.9724809054196905e-17,2.0990548266742987e-11,1.4159206358600855e-14,5.7699486713489146e-18,6.2272688718430292e-10,3.5995380443257699e-18,0.0034127501183626591,0.058630974799629296,2.1316684613587954e-08,5.0638248023935416e-07,0.00011316824244242779,7.2573089383898229e-13,1.5517937282424472e-08,6.2609338065266625e-08,3.375035775908307e-06,1.3813312837729793e-05,1.5582481904660961e-08,2.4598542121411121e-11,2.7662579659528206e-10,2.3869651799218069e-10
1.0183589704342968e-06,0.09977366400000001,0.80000000000000004,0.0,0.22714481739348805,0.095733613424998101,0.070058859267289039,1.7064194979007404e-05,0.00035535270169631203,0.0012819401957222501,0.00083346561380209642,1.0442808652299067e-11,4.6645834078192481e-12,1.1739768351458178e-08,3.180533084475558e-23,7.9523234157835188e-09,6.9886015140234462e-17,2.1030096667063822e-11,1.418245629029664e-14,5.782863399503771e-18,6.2333886886057884e-10,3.6106014462299857e-18,0.0034123670297429454,0.058655433037204732,2.1325431648770495e-08,5.0672132789907415e-07,0.00011318474493624849,7.2602473007944045e-13,1.5520100735052281e-08,6.2602272457202247e-08,3.37796106739228e-06,1.3823111391959621e-05,1.561179356054705e-08,2.4626065937213599e-11,2.7688215646516777e-10,2.3900803119408975e-10
1.0190181987198915e-06,0.09977366400000001,0.80000000000000004,0.0,0.22712072416116175,0.09573309861128855,0.070045801847882366,1.7098722955632298e-05,0.00035608832115426704,0.0012829817981873863,0.00083432588598105547,1.0459271632113898e-11,4.6710848420128049e-12,1.1748835455463815e-08,3.1928473864838939e-23,7.9547132836440042e-09,7.0047462820529902e-17,2.1069687731934473e-11,1.4205724260964823e-14,5.7957972068924692e-18,6.2395082143465878e-10,3.6216904167317345e-18,0.0034119841041858174,0.058679879633278455,2.1334174245026419e-08,5.0706004012059629e-07,0.00011320121558117344,7.263183555017763e-13,1.5522259729202996e-08,6.2595209861610758e-08,3.3808865974678198e-06,1.3832904537685746e-05,1.5641135428986613e-08,2.4653595369815945e-11,2.7713854553262017e-10,2.3931969849644064e-10
1.0196774270054861e-06,0.09977366400000001,0.80000000000000004,0.0,0.22709664243718616,0.095732583361974294,0.070032749630652744,1.7133295424057633e-05,0.00035682485344262749,0.0012840230544684161,0.00083518638607570431,1.047574810248581e-11,4.6775900769065723e-12,1.1757901360345762e-08,3.2051996534041589e-23,7.9571006610001186e-09,7.0209152229746463e-17,2.1109321464187427e-11,1.4229010260696089e-14,5.8087501047108019e-18,6.2456274451581271e-10,3.6328049941313382e-18,0.0034116013415948186,0.058704314595135393,2.1342912405051562e-08,5.0739861681947056e-07,0.00011321765441177577,7.266117702531472e-13,1.5524414269833072e-08,6.258815027659835e-08,3.3838123654461636e-06,1.3842692270789022e-05,1.5670507504441042e-08,2.4681130401328496e-11,2.7739496372990662e-10,2.3963151978399437e-10
1.0203366552910808e-06,0.09977366400000001,0.80000000000000004,0.0,0.22707257221434898,0.095732067677370844,0.0700197026119833,1.7167912405178009e-05,0.0003575622987144873,0.0012850639639608668,0.0008360471138467052,1.0492238062085409e-11,4.6840991104421985e-12,1.1766966064212095e-08,3.2175899704932146e-23,7.9594855496191102e-09,7.0371083502395926e-17,2.1148997866625255e-11,1.4252314279568849e-14,5.8217221041433895e-18,6.2517463771387867e-10,3.6439452167497226e-18,0.0034112187418735658,0.058728737930054564,2.1351646131548301e-08,5.0773705791136688e-07,0.0001132340614626011,7.2690497448268891e-13,1.5526564361892197e-08,6.2581093700359534e-08,3.3867383706394393e-06,1.3852474587164939e-05,1.5699909781936777e-08,2.4708671014017247e-11,2.7765141098872624e-10,2.3994349494179772e-10
1.0209958835766755e-06,0.09977366400000001,0.80000000000000004,0.0,0.22704851348544433,0.095731551557793421,0.070006660788260788,1.7202573919869534e-05,0.00035830065712193665,0.0012861045260616881,0.00083690806905494972,1.0508741509578789e-11,4.6906119405614458e-12,1.1776029565175293e-08,3.2300184231259448e-23,7.961867951267496e-09,7.0533256772824223e-17,2.1188716942017773e-11,1.4275636307648186e-14,5.8347132163627448e-18,6.257865006393161e-10,3.6551111229303642e-18,0.0034108363049257578,0.058753149645308492,2.1360375427194775e-08,5.0807536331585048e-07,0.00011325043676816165,7.2719796825194146e-13,1.5528710010100868e-08,6.2574040131189615e-08,3.3896646123610053e-06,1.3862251482725031e-05,1.5729342258247506e-08,2.4736217193100164e-11,2.7790788723905711e-10,2.4025562385639158e-10
