Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),H2X(49),COX(50),CO2X(24)
1.4808679560141353e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32913842672072391,0.11291228670595453,0.021482129711985334,2.6255882164212545e-09,3.3476439115894575e-06,1.1707137253982976e-05,1.2753817903627199e-05,4.5762783485276004e-15,4.846322513864869e-22,1.5788586581801355e-08,2.0425503429546441e-29,2.6892578959725783e-08,2.8502147824416452e-22,5.0806800284454754e-13,4.1424008246471049e-16,1.1088830584122347e-18,9.3089506088039115e-09,8.1380178991537589e-22,0.0057446914520845535,0.0026626504356474547,1.1468337398148463e-09,2.1313264331811452e-05,8.5443621766477411e-14,2.222706940642494e-09,1.9488677216500949e-07,9.1947451270702456e-08,1.7316197678490091e-10,1.7372094357626643e-08,1.7356726947959234e-07,1.0343312162243437e-11,4.9439103039420842e-13
1.4872122075768945e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32912769883994991,0.11291235787128,0.021476626484597312,2.6642917528063267e-09,3.4005657986573928e-06,1.1834840287493143e-05,1.2858512713886805e-05,4.635028288842619e-15,4.9405305828484971e-22,1.5871262865490322e-08,2.094175812160271e-29,2.7021368161534665e-08,2.8967332891343223e-22,5.1614668635113053e-13,4.1979383145088221e-16,1.1228779391070579e-18,9.4128720197013629e-09,8.3013513690500732e-22,0.0057445153853513771,0.0026734983673490937,1.1513216214460533e-09,2.1366660543052064e-05,8.5783797558866697e-14,2.2279141143189394e-09,1.9484855463333553e-07,9.2556086233162554e-08,1.7583066489063247e-10,1.7485736081948913e-08,1.754903507337769e-07,1.0427881291878905e-11,4.996721755177907e-13
1.4935564591396537e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3291169760344928,0.11291242892931094,0.021471125025531869,2.7034072253845329e-09,3.4539986405052776e-06,1.1963001956499777e-05,1.2963612422098824e-05,4.6943042007273035e-15,5.0360926115237954e-22,1.5954123346443048e-08,2.1469166838596205e-29,2.7149761953490548e-08,2.9438436811657505e-22,5.2431071327610526e-13,4.2538987821234304e-16,1.1369874659140505e-18,9.5173155767279466e-09,8.4673458760672324e-22,0.0057443390198424196,0.0026843418445332947,1.1558076858912845e-09,2.1419726771294645e-05,8.6123735349946933e-14,2.2330883132970074e-09,1.9481062336868307e-07,9.316504509010336e-08,1.7852422252183347e-10,1.7599702095631637e-08,1.7742046636029598e-07,1.0512773412412339e-11,5.0498848661702315e-13
1.499900710702413e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3291062582845215,0.1129124998648041,0.021465625333971391,2.7429373620008108e-09,3.5079440607867937e-06,1.2091618187744176e-05,1.3069116838465779e-05,4.7541089566405913e-15,5.1330205844183775e-22,1.6037168204392813e-08,2.200793169297652e-29,2.7277759198170651e-08,2.9915514909435622e-22,5.3256052178003751e-13,4.3102824178256739e-16,1.1512120814213753e-18,9.6222797654351628e-09,8.6360352216746055e-22,0.005744162370991306,0.0026951808673974973,1.1602919330673316e-09,2.1472467284182919e-05,8.6463436233595855e-14,2.2382299803595228e-09,1.947729746428866e-07,9.3774327952859442e-08,1.8124272354870735e-10,1.7713992205562333e-08,1.7935755211070054e-07,1.0597988341137223e-11,5.1034005747559294e-13
1.5062449622651722e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32909554557094561,0.11291257066318576,0.021460127409099358,2.7828848976572522e-09,3.5624036807454451e-06,1.2220684945874136e-05,1.3175025773145518e-05,4.8144454374731712e-15,5.2313265161042096e-22,1.6120397614922996e-08,2.255825779307646e-29,2.7405358831155766e-08,3.0398622863858911e-22,5.4089655016385676e-13,4.3670894035194097e-16,1.1655522280093502e-18,9.727763077486986e-09,8.807453522827205e-22,0.0057439854535621341,0.0027060154361393733,1.1647743628955407e-09,2.1524886277182824e-05,8.680290129352422e-14,2.2433395505304611e-09,1.9473560479401665e-07,9.4383934930633344e-08,1.8398624172929363e-10,1.7828606218775703e-08,1.8130154433477355e-07,1.0683525895364306e-11,5.1572698170882063e-13
1.5125892138279314e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32908483787538628,0.11291264131052269,0.021454631250100345,2.8232525744994864e-09,3.6173791192795103e-06,1.2350198233103237e-05,1.3281339036253215e-05,4.87531653256699e-15,5.3310224510195547e-22,1.6203811749554099e-08,2.3120353278346846e-29,2.753255985928568e-08,3.0887816710979316e-22,5.4931923686842336e-13,4.4243199128559593e-16,1.1800083478504256e-18,9.833764010628771e-09,8.981635213989222e-22,0.0057438082816784536,0.0027168455509568069,1.1692549753014893e-09,2.1576987874151874e-05,8.7142131602675377e-14,2.2484174511436988e-09,1.9469851022485121e-07,9.4993866125795722e-08,1.8675485070902339e-10,1.7943543942450072e-08,1.8325237997587127e-07,1.0769385892423258e-11,5.2114935276345794e-13
1.5189334653906906e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32907413518014711,0.11291271179349445,0.02144913685615997,2.864043141803046e-09,3.67287199300062e-06,1.2480154088857526e-05,1.3388056437863304e-05,4.9367251397347756e-15,5.4321204632940255e-22,1.628741077582885e-08,2.3694429354912649e-29,2.7659361358939597e-08,3.1383152845487572e-22,5.5782902047369717e-13,4.48197411140764e-16,1.1945808829091596e-18,9.9402810686501512e-09,9.1586150491676074e-22,0.0057436308688509925,0.0027276712120478993,1.1737337702146086e-09,2.1628776127946352e-05,8.7481128222704403e-14,2.253464101918259e-09,1.9466168740138928e-07,9.5604121629799836e-08,1.8954862401774914e-10,1.8058805183903503e-08,1.8520999656602539e-07,1.0855568149664414e-11,5.2660726391702042e-13
1.5252777169534498e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32906343746818806,0.11291278209936695,0.021443644226464883,2.9052593559597248e-09,3.7288839162865827e-06,1.2610548589410604e-05,1.3495177788011288e-05,4.9986741652795396e-15,5.534632656576649e-22,1.6371194857395493e-08,2.4280700331452444e-29,2.7785762474341844e-08,3.1884688022483816e-22,5.664263396975868e-13,4.5400521568365637e-16,1.2092702749421972e-18,1.0047312761342377e-08,9.3384281039556909e-22,0.0057434532280042005,0.0027384924196109518,1.1782107475680109e-09,2.1680255021061959e-05,8.7819892203681354e-14,2.2584799150340438e-09,1.9462513285140876e-07,9.6214701520391584e-08,1.9236763507561919e-10,1.8174389750590569e-08,1.8717433222082506e-07,1.0942072484459374e-11,5.3210080827828643e-13
1.531621968516209e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32905274472309859,0.11291285221596688,0.021438153360202748,2.9469039804639344e-09,3.7854165013285364e-06,1.2741377847508177e-05,1.3602702896695554e-05,5.0611665240140643e-15,5.6385711638668079e-22,1.6455164154089256e-08,2.4879383655403562e-29,2.7911762415893097e-08,3.2392479359250055e-22,5.7511163339446381e-13,4.5985541990588256e-16,1.2240769654982515e-18,1.0154857604450404e-08,9.5211097775868953e-22,0.0057432753715016219,0.0027493091738444745,1.1826859072982306e-09,2.17314284663087e-05,8.8158424583595416e-14,2.2634652952100208e-09,1.9458884316306592e-07,9.6825605857520558e-08,1.9521195719251114e-10,1.8290297450099421e-08,1.8914532563409543e-07,1.1028898714202448e-11,5.3763007878727586e-13
1.5379662200789682e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3290420569290729,0.11291292213165754,0.021432664256562199,2.9889797858990431e-09,3.8424713581722481e-06,1.2872638011983019e-05,1.3710631573879023e-05,5.1242051392803953e-15,5.7439481473480196e-22,1.6539318822011993e-08,2.5490699949495032e-29,2.8037360458527456e-08,3.2906584337024656e-22,5.8388534055329811e-13,4.657480380404124e-16,1.2390013959180821e-18,1.0262914119620112e-08,9.7066957949984968e-22,0.0057430973111701894,0.0027601214749471883,1.1871592493448473e-09,2.1782300307516274e-05,8.8496726387905965e-14,2.2684206397894055e-09,1.9455281498353074e-07,9.7436834679646314e-08,1.9808166356104723e-10,1.840652809014825e-08,1.9112291607238934e-07,1.111604665631245e-11,5.4319516821422313e-13
1.5443104716417275e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32903137407088623,0.11291299183531564,0.021427176914732851,3.0314895499237101e-09,3.9000500947543893e-06,1.3004325267361329e-05,1.3818963629490829e-05,5.1877929429693057e-15,5.8507757982243892e-22,1.6623659013610007e-08,2.611487304861055e-29,2.8162555940095457e-08,3.3427060802778251e-22,5.9274790029551742e-13,4.7168308357709524e-16,1.2540440073344771e-18,1.0371480834340961e-08,9.8952222089055294e-22,0.005742919058323465,0.002770929323118029,1.1916307736503719e-09,2.1832874320265215e-05,8.8834798629412205e-14,2.2733463388242257e-09,1.9451704501766402e-07,9.8048388001935255e-08,2.0097682726453797e-10,1.8523081478582267e-08,1.9310704336930833e-07,1.1203516128233013e-11,5.4879616916025862e-13
1.5506547232044867e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32902069613387136,0.11291306131630899,0.021421691333905264,3.0744360572582191e-09,3.958154316933855e-06,1.3136435833461327e-05,1.3927698873427842e-05,5.2519328755397824e-15,5.9590663365596795e-22,1.6708184877750163e-08,2.6752130036983751e-29,2.8287348259773165e-08,3.3953966970991011e-22,6.0169975187258656e-13,4.7766056927774277e-16,1.269205240672238e-18,1.0480556281884418e-08,1.008672540188473e-21,0.0057427406237838654,0.0027817327185561593,1.196100480160061e-09,2.1883154212645217e-05,8.9172642307852076e-14,2.2782427751603926e-09,1.9448153002673238e-07,9.866026581277603e-08,2.0389752127768267e-10,1.8639957423371383e-08,1.9509764791966852e-07,1.1291306947433695e-11,5.5443317405773072e-13
1.556998974767246e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3290100231038971,0.11291313056447522,0.021416207513270905,3.117822099670798e-09,4.0167856285177279e-06,1.3268965964984998e-05,1.4036837115556211e-05,5.3166278860384795e-15,6.06883201111889e-22,1.6792896559794179e-08,2.7402701285727753e-29,2.8411736876497629e-08,3.4487361425430888e-22,6.1074133466321392e-13,4.8368050719078764e-16,1.2844855366481607e-18,1.059013900123851e-08,1.0281242088468643e-21,0.0057425620179039332,0.0027925316614609797,1.2005683688215314e-09,2.1933143626038144e-05,8.9510258409489207e-14,2.2831103245307653e-09,1.9444626682715396e-07,9.9272468070269159e-08,2.0684381845349539e-10,1.8757155732607144e-08,1.970946706735255e-07,1.1379418931412009e-11,5.6010627516866719e-13
1.563343226330005e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32899935496734667,0.11291319957010147,0.021410725452022182,3.1616504759639329e-09,4.0759456312828322e-06,1.3401911951103772e-05,1.4146378165712781e-05,5.3818809321191695e-15,6.1800850992122645e-22,1.6877794201671273e-08,2.8066820490701544e-29,2.8535721307428546e-08,3.502730312093284e-22,6.1987308817032561e-13,4.8974290866552415e-16,1.2998853357710216e-18,1.0700227537038725e-08,1.0478809317249765e-21,0.0057423832505866957,0.0028033261520321517,1.2050344395846816e-09,2.198284613591932e-05,8.9847647907153985e-14,2.2879493556467773e-09,1.9441125228928252e-07,9.988499470142829e-08,2.0981579153388024e-10,1.887467621449966e-08,1.9909805313007338e-07,1.1467851897693424e-11,5.65815564585572e-13
1.5696874778927643e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32898869171109762,0.11291326832390497,0.021405245149352357,3.2059239919606813e-09,4.1356359249931878e-06,1.353527011503897e-05,1.4256321833706505e-05,5.4476949800622e-15,6.2928379065416062e-22,1.6962877941949009e-08,2.8744724710715119e-29,2.8659301126436402e-08,3.5573851385178616e-22,6.2909545201782442e-13,4.9584778436594286e-16,1.315405078341562e-18,1.0810820439495628e-08,1.0679464472994897e-21,0.0057422043313051317,0.0028141161904696086,1.2094986924016097e-09,2.2032265252679737e-05,9.0184811759935217e-14,2.2927602302880522e-09,1.9437648333622761e-07,1.0049784559934274e-07,2.1281351315412165e-10,1.8992518677375995e-08,2.0110773733143012e-07,1.1556605663832064e-11,5.7156113423236344e-13
1.5760317294555236e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32897803332250269,0.11291333681701425,0.021399766604455583,3.2506454604909765e-09,4.19585810741242e-06,1.3669036813637707e-05,1.4366667929319764e-05,5.5140730047939412e-15,6.4071027670488638e-22,1.7048147915902551e-08,2.9436654406075701e-29,2.8782475962616981e-08,3.6127065920476926e-22,6.3840886594697142e-13,5.0199514428416894e-16,1.3310452044524757e-18,1.092191626431943e-08,1.0883245278769545e-21,0.0057420252691207981,0.0028249017769735839,1.2139611272261945e-09,2.2081404422468236e-05,9.0521750912755703e-14,2.2975433034014338e-09,1.9434195694270016e-07,1.0111102061959436e-07,2.1583705582072844e-10,1.9110682929677525e-08,2.0312366585632399e-07,1.1645680047413087e-11,5.7734307586213485e-13
1.5823759810182828e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32896737978936996,0.11291340504095143,0.021394289816526874,3.2958177013779286e-09,4.2566137743123716e-06,1.3803208436945046e-05,1.4477416262309665e-05,5.5810179899062073e-15,6.5228920427668447e-22,1.7133604255582189e-08,3.0142853477477367e-29,2.8905245498832342e-08,3.6687006805543961e-22,6.4781376981257065e-13,5.0818499775351218e-16,1.3468061539883945e-18,1.1033513572641774e-08,1.1090189798072442e-21,0.0057418460727016556,0.0028356829117446342,1.2184217440140413e-09,2.2130267028045051e-05,9.0858466296595761e-14,2.302298923198336e-09,1.9430767013389303e-07,1.0172451958047109e-07,2.1888649192459949e-10,1.9229168779956776e-08,2.0514578181369117e-07,1.1735074866052417e-11,5.8316148105790998e-13
1.588720232581042e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32895673109994644,0.11291347298761523,0.021388814784762074,3.3414435414241209e-09,4.3179045194785158e-06,1.3937781407772971e-05,1.4588566642409269e-05,5.6485329276756968e-15,6.6402181236720162e-22,1.7219247089879261e-08,3.0863569305236119e-29,2.9027609470278137e-08,3.7253734497283856e-22,6.5731060357902108e-13,5.1441735346113902e-16,1.3626883666258773e-18,1.114561093093506e-08,1.130033643698025e-21,0.0057416667503391236,0.0028464595949836643,1.2228805427225177e-09,2.2178856389650418e-05,9.1194958828285249e-14,2.3070274312466989e-09,1.9427361998439713e-07,1.0233834226089554e-07,2.2196189375361924e-10,1.9347976036876348e-08,2.0717402883619862e-07,1.1824789937396936e-11,5.890164412345881e-13
1.5950644841438012e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32894608724289981,0.11291354064926448,0.021383341508357852,3.3875258143979058e-09,4.3797319347105571e-06,1.4072752181266952e-05,1.4700118879328778e-05,5.7166208190834233e-15,6.7590934275392897e-22,1.7305076544590456e-08,3.1599052788872669e-29,2.9149567663077264e-08,3.7827309832568998e-22,6.6689980731597611e-13,5.2069221946037603e-16,1.378692281833396e-18,1.1258206910929455e-08,1.1513723946302314e-21,0.0057414873099643927,0.0028572318268919599,1.2273375233102998e-09,2.2227175765889689e-05,9.1531229410006633e-14,2.3117291625741937e-09,1.9423980361713679e-07,1.0295248839645415e-07,2.2506333345739567e-10,1.946710450920698e-08,2.0920835107370198e-07,1.1914825079127261e-11,5.9490804763582413e-13
1.6014087357065604e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32893544820730203,0.11291360801850271,0.021377869986511706,3.4340673610196868e-09,4.4420976098197173e-06,1.4208117244470649e-05,1.4812072782756674e-05,5.7852846738341124e-15,6.8795303997987154e-22,1.739109274248052e-08,3.2349558387045338e-29,2.9271119912899857e-08,3.8407794030020166e-22,6.765818211938231e-13,5.2700960318265541e-16,1.3948183388713276e-18,1.1371300089527913e-08,1.1730391423745574e-21,0.0057413077591640374,0.0028679996076712189,1.2317926857373058e-09,2.2275228354623503e-05,9.186727892971596e-14,2.3164044457703701e-09,1.9420621820233807e-07,1.0356695768060478e-07,2.2819088306162934e-10,1.9586554005823962e-08,2.1124869318664976e-07,1.2005180108957402e-11,6.0083639133441585e-13
1.6077529872693196e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32892481398261397,0.11291367508826301,0.021372400218421909,3.4810710289482147e-09,4.5050031326238389e-06,1.4343873115889301e-05,1.492442816236084e-05,5.8545275103756261e-15,7.001541513394005e-22,1.7477295803343457e-08,3.311534415783514e-29,2.9392266103609326e-08,3.8995248691786029e-22,6.8635708547914389e-13,5.3336951144910802e-16,1.4110669767919432e-18,1.1484889048719389e-08,1.195037831608958e-21,0.0057411281051949446,0.0028787629375235831,1.236246029964878e-09,2.2323017293867211e-05,9.2203108261060349e-14,2.3210536030789336e-09,1.941728609565317e-07,1.0418174976359486e-07,2.3134461449580794e-10,1.9706324335706641e-08,2.1329500033944367e-07,1.209585484463417e-11,6.0680156323581178e-13
1.6140972388320789e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32891418455866961,0.11291374185179384,0.021366932203287517,3.5285396727668706e-09,4.5684500889378431e-06,1.448001634505245e-05,1.5037184827789579e-05,5.9243523559183718e-15,7.1251392686428204e-22,1.7563685844062075e-08,3.3896671799385239e-29,2.9513006165934565e-08,3.958973580532211e-22,6.9622604052974992e-13,5.3977195048181971e-16,1.4274386344393956e-18,1.1598972375490504e-08,1.2173724421371631e-21,0.0057409483549986044,0.0028895218166516802,1.2406975559552989e-09,2.23705456627048e-05,9.2538718262726407e-14,2.3256769505033233e-09,1.9413972914157066e-07,1.0479686424772653e-07,2.3452459953986946e-10,1.9826415307937251e-08,2.1534721819376583e-07,1.218684910394051e-11,6.1280365407397959e-13
1.620441490394838e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32890355992566206,0.11291380830264544,0.021361465940308386,3.5764761539699426e-09,4.6324400625611243e-06,1.4616543512076459e-05,1.5150342588672682e-05,5.9947622464546777e-15,7.2503361930987344e-22,1.7650262978666145e-08,3.4693806690897224e-29,2.963334007616791e-08,4.0191317745169004e-22,7.0618912678952987e-13,5.4621692591475284e-16,1.4439337504497144e-18,1.1713548661735791e-08,1.2400469891082012e-21,0.0057407685152147826,0.0029002762452586543,1.245147263671663e-09,2.2417816482202201e-05,9.2874109779076504e-14,2.3302747979132193e-09,1.9410682006367643e-07,1.0541230068947911e-07,2.3773090983579621e-10,1.9946826731696885e-08,2.1740529290188046e-07,1.2278162704695254e-11,6.1884275441083802e-13
1.6267857419575973e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3288929400741285,0.11291387443465668,0.021356001428685094,3.6248833409489164e-09,4.6969746352640148e-06,1.4753451227227308e-05,1.5263901254622367e-05,6.0657602267781936e-15,7.3771448414148117e-22,1.7737027318388982e-08,3.5507017933986285e-29,2.975326785488901e-08,4.0800057274729588e-22,7.1624678478343029e-13,5.5270444280434902e-16,1.4605527632507935e-18,1.1828616504166836e-08,1.2630655232369347e-21,0.0057405885921945942,0.0029110262235482105,1.2495951530782395e-09,2.2464832716323796e-05,9.3209283640243522e-14,2.3348474491353242e-09,1.9407413107252224e-07,1.0602805859978763e-07,2.4096361694121618e-10,2.0067558416265223e-08,2.1946917109992024e-07,1.2369795464751472e-11,6.2491895464208088e-13
1.6331299935203565e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32888232499493764,0.11291394024194247,0.021350538667618994,3.673764108978756e-09,4.7620553867696703e-06,1.4890736130484156e-05,1.5377860635234257e-05,6.1373493505032739e-15,7.5055777952087231e-22,1.7823978971722607e-08,3.6336578394397522e-29,2.9872789565714162e-08,4.1416017548045278e-22,7.263994551119673e-13,5.59234505639815e-16,1.4772961110623857e-18,1.194417450422038e-08,1.2864321310256046e-21,0.0057404085920130235,0.0029217717517246553,1.2540412241399722e-09,2.2511597272862802e-05,9.3544240661215365e-14,2.3393952020593825e-09,1.9404165956032531e-07,1.0664413743810424e-07,2.4422279225256261e-10,2.0188610171020628e-08,2.2153879990116465e-07,1.2461747202000441e-11,6.3103234499203373e-13
1.6394742450831157e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32887171467927695,0.11291400571888185,0.021345077656312151,3.7231213402041767e-09,4.8276838947328307e-06,1.5028394891104167e-05,1.549222054008826e-05,6.2095326800843324e-15,7.6356476629293393e-22,1.7911118044471468e-08,3.7182764744085788e-29,2.999190531407099e-08,4.203926211157105e-22,7.3664757844550009e-13,5.6580711835310854e-16,1.4941642318960939e-18,1.2060221267965682e-08,1.3101509349863832e-21,0.0057402285204808876,0.0029325128299929411,1.2584854768222221e-09,2.2558113004366481e-05,9.3878981642699167e-14,2.3439183487491236e-09,1.940094029609628e-07,1.0726053661524897e-07,2.4750850700536318e-10,2.0309981805435333e-08,2.2361412688931888e-07,1.2554017734371798e-11,6.3718301551116618e-13
1.645818496645875e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32886110911863914,0.1129140708601066,0.02133961839396737,3.7729579236259334e-09,4.8938617347191964e-06,1.5166424207188863e-05,1.5606980778749485e-05,6.2823132868352079e-15,7.7673670797247383e-22,1.7998444639804731e-08,3.8045857503661193e-29,3.0110615245998409e-08,4.2669854905949245e-22,7.4699159551883622e-13,5.7242228432862565e-16,1.5111575635553637e-18,1.2176755406011221e-08,1.33422609386494e-21,0.0057400483831562942,0.0029432494585587051,1.2629279110913468e-09,2.2604382709057366e-05,9.4213507371490115e-14,2.3484171755299978e-09,1.9397735874912893e-07,1.0787725549561251e-07,2.5082083236970148e-10,2.0431673129075187e-08,2.2569510011179988e-07,1.2646606879830484e-11,6.4337105608518691e-13
1.6521627482086342e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32885050830481133,0.11291413566049029,0.021334160879788164,3.8232767550871064e-09,4.960590480180278e-06,1.530482080525252e-05,1.5722141160769071e-05,6.3556942509485285e-15,7.9007487073115611e-22,1.8085958858307211e-08,3.8926141085202533e-29,3.0228919546971449e-08,4.3307860267781938e-22,7.5743194712532972e-13,5.790800064126031e-16,1.528276543635479e-18,1.2293775533410955e-08,1.358661802865008e-21,0.005739868185355595,0.0029539816376283204,1.2673685269142211e-09,2.2650409131769674e-05,9.4547818619144158e-14,2.3528919630934212e-09,1.939455244394953e-07,1.0849429338952726e-07,2.5415983934519554e-10,2.0553683951601426e-08,2.277816680730372e-07,1.2739514456381372e-11,6.4959655642917488e-13
1.6585069997713934e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32883991222986286,0.11291420011513753,0.021328705112978748,3.8740807372593744e-09,5.0278717024245835e-06,1.5443581439792998e-05,1.5837701495685004e-05,6.4296786615150281e-15,8.0358052338456336e-22,1.8173660798028904e-08,3.9823903835440932e-29,3.0346818440750777e-08,4.3953342931401752e-22,7.6796907411061472e-13,5.857802869222417e-16,1.545521609523553e-18,1.2411280269570255e-08,1.3834622938739657e-21,0.0057396879321638733,0.0029647093674089464,1.2718073242577716e-09,2.2696194964877028e-05,9.4881916143069875e-14,2.3573429866127648e-09,1.9391389758588901e-07,1.0911164955647816e-07,2.5752559873396454e-10,2.0676014082764907e-08,2.2987377972779475e-07,1.2832740282070217e-11,6.5585960608166286e-13
1.6648512513341526e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32882932088613459,0.11291426421937439,0.021323251092744022,3.9253727796292953e-09,5.095706970591311e-06,1.5582702892865159e-05,1.5953661593022904e-05,6.5042696165428766e-15,8.1725493737938398e-22,1.8261550554533241e-08,4.0739438079315981e-29,3.0464312188256733e-08,4.4606368030641268e-22,7.7860341736693684e-13,5.9252312765456037e-16,1.5628931983985232e-18,1.2529268238151729e-08,1.4086318356894169e-21,0.0057395076284449753,0.0029754326481085652,1.2762443030897864e-09,2.2741742849207726e-05,9.5215800687332799e-14,2.3617705158269094e-09,1.9388247578051743e-07,1.0972932321004373e-07,2.6091818130041847e-10,2.0798663332405423e-08,2.3197138447451982e-07,1.2926284174978846e-11,6.6216029441813136e-13
1.6711955028969118e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32881873426622876,0.11291432796873835,0.021317798818289581,3.9771557984846199e-09,5.164097851619714e-06,1.5722181973657361e-05,1.6070021262296811e-05,6.5794702229770226e-15,8.3109938678071507e-22,1.8349628220943991e-08,4.1673040163906592e-29,3.0581401086467532e-08,4.5267001100600447e-22,7.8933541782695916e-13,5.9930852989498924e-16,1.5803917472311476e-18,1.2647738066980984e-08,1.4341747342467826e-21,0.0057393272788510991,0.0029861514799360378,1.2806794633785322e-09,2.2787055374977905e-05,9.5549472980722796e-14,2.3661748151399825e-09,1.938512566531923e-07,1.1034731350807499e-07,2.6433765763656002e-10,2.0921631510455722e-08,2.3407443214872545e-07,1.3020145953230288e-11,6.6849871064522781e-13
1.677539754459671e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32880815236299799,0.11291439135896951,0.021312348288821701,4.029432716900543e-09,5.2330459102135307e-06,1.5862015518071354e-05,1.6186780313009913e-05,6.6552835967184598e-15,8.4511514825947651e-22,1.8437893887990847e-08,4.2625010502738837e-29,3.0698085467341394e-08,4.5935308079412646e-22,8.0016551645696391e-13,6.0613649442570844e-16,1.598017692783998e-18,1.2766688387952509e-08,1.4600953328478936e-21,0.0057391468878319786,0.0029968658631011626,1.2851128050919787e-09,2.2832135082714638e-05,9.5882933738037702e-14,2.3705561437435427e-09,1.9382023787056181e-07,1.1096561955561616e-07,2.6778409807992649e-10,2.1044918426934726e-08,2.3618287301641053e-07,1.311432543499121e-11,6.7487494378916189e-13
1.6838840060224303e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32879757516953612,0.11291445438600145,0.021306899503547309,4.0822064647260187e-09,5.302552708810269e-06,1.6002200388305657e-05,1.6303938554655248e-05,6.7317128626435093e-15,8.5930350107993252e-22,1.8526347644053851e-08,4.3595653620473098e-29,3.0814365696762349e-08,4.6611355310008457e-22,8.1109415425100244e-13,6.1300702153374333e-16,1.6157714716114565e-18,1.2886117836935846e-08,1.4863980123905853e-21,0.0057389664596436667,0.0030075757978147068,1.2895443281988385e-09,2.287698446415573e-05,9.6216183661584198e-14,2.3749147556954242e-09,1.93789417135398e-07,1.1158424041370731e-07,2.7125757296773956e-10,2.1168523891945677e-08,2.3829665776752433e-07,1.3208822438464865e-11,6.8128908271480589e-13
1.6902282575851895e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32878700267916872,0.11291451704595316,0.021301452461673989,4.135479978570056e-09,5.3726198075466568e-06,1.6142733472442754e-05,1.6421495796716414e-05,6.808761154623141e-15,8.736657270873118e-22,1.8614989575206507e-08,4.4585278197972789e-29,3.0930242173509323e-08,4.7295209541877823e-22,8.2212177222454909e-13,6.1992011101881968e-16,1.63365352005971e-18,1.3006025053682075e-08,1.5130871915992983e-21,0.0057387859983569376,0.0030182812842884719,1.2939740326683974e-09,2.2921605963171513e-05,9.6549223438393024e-14,2.379250900011518e-09,1.9375879218588055e-07,1.1220317508692326e-07,2.7475815247860314e-10,2.1292447715683148e-08,2.4041573750947838e-07,1.3303636781896409e-11,6.8774121612168849e-13
1.6959380839916726e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32877749145364715,0.1129145731229913,0.02129655161394152,4.1838558735195895e-09,5.4361605405958091e-06,1.6269508419588378e-05,1.6527638302458109e-05,6.8786364820892357e-15,8.8674145358398245e-22,1.8694928272259841e-08,4.5492427975632862e-29,3.1034186149345764e-08,4.7917408834113662e-22,8.3213162096511065e-13,6.2617828183560267e-16,1.649857394661268e-18,1.3114348918999554e-08,1.5374415928422268e-21,0.0057386235581213104,0.0030279124190457818,1.2979592117301297e-09,2.2961572454817709e-05,9.6848780118782728e-14,2.3831344219213586e-09,1.9373139528660636e-07,1.1276048373787196e-07,2.7793190620663359e-10,2.1404251196950832e-08,2.423273964159997e-07,1.3389240866466358e-11,6.9358069462831683e-13
