Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),COX(58),CO2X(24)
9.330543019427508e-12,0.09977366400000001,0.80000000000000004,0.0,0.28933983476304564,0.099997065443912042,0.099999571878068197,4.1334359385486596e-28,8.6320402597839515e-20,6.3324898615963031e-19,3.6647347762468734e-20,3.8205409580855321e-23,7.9196093869527312e-25,1.8021059330998213e-16,1.5873806667540593e-56,4.8395815474155974e-17,2.6781019074906244e-37,3.9376986265651556e-26,3.2481080253605341e-39,1.4739204759791401e-40,4.8778651805434065e-21,1.2305793489602039e-43,2.9345365598712532e-06,8.5624385606206741e-07,1.3695935803910677e-11,7.5798880133615704e-15,3.7003126956921361e-11,3.3318196680233172e-16,1.2419965399726277e-14,5.8191741217577457e-12,4.4692322612685315e-18,5.0284524279586458e-20,6.2532336159606708e-27,1.3103554003244493e-27
1e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933956285220186,0.099996854970391721,0.099999541161256367,6.5427023151283965e-28,1.0249640315596314e-19,7.1635918079294992e-19,5.1258316457619764e-20,4.5436266643186031e-23,9.4508596415540027e-25,2.0094456228092096e-16,2.4820876967685467e-56,5.187946589245952e-17,3.5027444630861682e-37,4.7803301447584322e-26,4.3736453335728183e-39,2.2127654493460747e-40,5.6282677401380508e-21,1.7257850679619144e-43,3.1450086696345411e-06,9.1767747916161713e-07,1.4343043020277954e-11,8.145444625953751e-15,4.0702792299657068e-11,3.4892489799139695e-16,1.3007874185263392e-14,6.5820006134328359e-12,5.8203049790675616e-18,5.5127765527011933e-20,9.1370518992003426e-27,1.9287680637373043e-27
1.039808224310358e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933940116958023,0.099996729820510569,0.099999522896010967,8.4681081404453499e-28,1.1282173462441722e-19,7.6759129666321208e-19,6.1904178938505329e-20,5.0051444824769002e-23,1.044150038970194e-24,2.1364437800348363e-16,3.1923934236369691e-56,5.3951841702131254e-17,4.0739778256630473e-37,5.3291668333644387e-26,5.185364019812384e-39,2.7811162899774662e-40,6.1000858462568634e-21,2.0878385463557097e-43,3.2701577114135859e-06,9.542079696295402e-07,1.4712047229493887e-11,8.4820939549105004e-15,4.2952516371780096e-11,3.5790209292861034e-16,1.3343129401621494e-14,7.052005244991209e-12,6.7516297202362419e-18,5.8018851608252505e-20,1.1303679626913455e-26,2.3961904972352846e-27
1.1358867544412043e-11,0.09977366400000001,0.80000000000000004,0.0,0.2893390109582023,0.09999642778211848,0.099999478812305476,1.5156233928298603e-27,1.3992243998741529e-19,8.9654154080400093e-19,9.4815279513296858e-20,6.2149675085791515e-23,1.308753510328053e-24,2.4537603009003701e-16,5.6417372475880664e-56,5.8956362551663637e-17,5.7325685978345038e-37,6.8054862147905222e-26,7.678312607178467e-39,4.663001691708323e-40,7.3175939342253835e-21,3.2124165688707824e-43,3.5721940758277817e-06,1.0423753797813236e-06,1.5556738072151039e-11,9.2955658691870414e-15,4.8527449079155382e-11,3.7845186916303118e-16,1.4110592095555113e-14,8.2341738875749871e-12,9.4384277388385e-18,6.5024317417459957e-20,1.8256546078278668e-26,3.9078210473065209e-27
1.2319652845720508e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933862076838207,0.099996125765200894,0.099999434728738346,2.5809097305423165e-27,1.7011906102859212e-19,1.0325825971365028e-18,1.4011826179097424e-19,7.5582727288647662e-23,1.6108002156942848e-24,2.7854601061283442e-16,9.5131657062493518e-56,6.396491612239901e-17,7.8402811815023473e-37,8.5035208349498229e-26,1.1109709663503806e-38,7.4893253501954411e-40,8.6466332241990211e-21,4.7706751759369337e-43,3.8742089631095583e-06,1.1305425132598856e-06,1.6340445286965912e-11,1.0110453170188952e-14,5.4295800082817098e-11,3.9751802416033592e-16,1.4822688353566715e-14,9.4799845680530197e-12,1.2823018466304724e-17,7.2060943204287862e-20,2.8275445772965663e-26,6.1076959111429713e-27
1.3280438147028972e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933823060013197,0.099995823769756326,0.099999390645309535,4.2132126265735556e-27,2.034243332418771e-19,1.1752487448408171e-18,2.0087033848576448e-19,9.0316952116317931e-23,1.9518887430684484e-24,3.1305062367122614e-16,1.5411970018201643e-55,6.8977637461811621e-17,1.0466503729241454e-36,1.0431303472106256e-25,1.5750503792597928e-38,1.1597542092076213e-39,1.0087405478165355e-20,6.8743061947771463e-43,4.1762023747821014e-06,1.2187093700788384e-06,1.7067752880100119e-11,1.0926845055207694e-14,6.024381307624297e-11,4.1521207849365237e-16,1.5483584735575729e-14,1.0784848973657588e-11,1.7004288430158944e-17,7.912223772151469e-20,4.226530448793747e-26,9.2078790187363657e-27
1.4241223448337436e-11,0.09977366400000001,0.80000000000000004,0.0,0.289337840453463,0.099995521795783235,0.099999346562019031,6.6328369224125548e-27,2.3984862801050243e-19,1.3241133778436735e-18,2.8054038109441257e-19,1.0631274327427673e-22,2.3335025648593883e-24,3.4879397114951689e-16,2.4120884150473639e-55,7.3994652023831511e-17,1.3684039881280832e-36,1.2595896063912216e-25,2.1927653031445858e-38,1.7404341915931112e-39,1.1640118931200102e-20,9.6514249567097991e-43,4.4781743123685057e-06,1.3068759502518137e-06,1.7742900138864198e-11,1.1744804716616962e-14,6.6358766242077834e-11,4.3163716635005218e-16,1.6097134520943314e-14,1.2144523820549829e-11,2.2084508558897057e-17,8.620427771492753e-20,6.1283620406636168e-26,1.3458604893908772e-26
1.52020087496459e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933745032838537,0.099995219843280123,0.099999302478866833,1.0118318094094872e-26,2.7940103498165996e-19,1.4787860730344845e-18,3.8302201097796935e-19,1.2352621983327837e-22,2.7570187283256596e-24,3.8568736402623921e-16,3.6631376036316745e-55,7.9016076393083903e-17,1.756882648161429e-36,1.5003485134825388e-25,3.0030988899275265e-38,2.5415807025026419e-39,1.3304989277580004e-20,1.3247329306397635e-42,4.7801247773917652e-06,1.3950422537924957e-06,1.8369807656565236e-11,1.2564332665301268e-14,7.2628894191132934e-11,4.4688866866804454e-16,1.6666901348020212e-14,1.3555084805685e-11,2.8168923976498748e-17,9.3304650764831575e-20,8.6548299243567808e-26,1.9150582334313107e-26
1.6162794050954364e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933706022490852,0.099994917912245435,0.099999258395852969,1.5015395929303017e-26,3.220899066411509e-19,1.6389098782925034e-18,5.1264503356817542e-19,1.4191058808442177e-22,3.2237158752216429e-24,4.2364877912358886e-16,5.4177127017764661e-55,8.4042018953251775e-17,2.2199667986925971e-36,1.7659480429506905e-25,4.0520317062410174e-38,3.623790047951319e-39,1.5082235653937143e-20,1.7825193983777164e-42,5.0820537713747809e-06,1.4832082807145572e-06,1.895210134850015e-11,1.3385450535964598e-14,7.9043315809241456e-11,4.6105479740327066e-16,1.719618103265073e-14,1.5012902569314543e-11,3.536538615524776e-17,1.0042179677861976e-19,1.1944463280046429e-25,2.6617053053673028e-26
1.7123579352262828e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933667014304104,0.099994616002677658,0.099999214312977383,2.1746395130896796e-26,3.6792309274354245e-19,1.8041588048824742e-18,6.7418541221401964e-19,1.6141724897422421e-22,3.734781643480106e-24,4.6260235771815823e-16,7.8269337867676903e-55,8.9072580503921329e-17,2.7657988925114806e-36,2.056861046347845e-25,5.3932696539990551e-38,5.0587202938930716e-39,1.6972079728212716e-20,2.356670478637866e-42,5.3839612958403553e-06,1.5713740310316541e-06,1.9493134617318149e-11,1.4208212155630467e-14,8.5591967730391152e-11,4.7421713477168903e-16,1.7688021706378115e-14,1.6514620509767033e-11,4.3784022747696441e-17,1.0755474688572071e-19,1.615314901494208e-25,3.6235618152830516e-26
1.8084364653571292e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933628008279055,0.099994314114575295,0.099999170230240117,3.0819959760850765e-26,4.1690809637091348e-19,1.9742355099882458e-18,8.728739352217153e-19,1.8199669090352611e-22,4.2913194969228352e-24,5.0247794289741945e-16,1.1073369728685756e-54,9.4107854829744595e-17,3.4027603616405942e-36,2.3734994259539608e-25,7.0889868644833838e-38,6.9301856439274084e-39,1.8974747758409063e-20,3.0672636024432955e-42,5.6858473523111928e-06,1.659539504757471e-06,1.9996008805489072e-11,1.5032644991675255e-14,9.2265543019689303e-11,4.8645113082115149e-16,1.8145242398622234e-14,1.8057134312650594e-11,5.3536941638618642e-17,1.14703023207185e-19,2.1454677294917604e-25,4.8429843096333398e-26
1.9045149954879756e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933589004416416,0.099994012247936775,0.099999126147641115,4.2841104416116108e-26,4.6905225013151047e-19,2.1488691494149327e-18,1.1144037504879077e-18,2.0359921014184165e-22,4.8943550460545337e-24,5.4321065139052461e-16,1.5374888838396923e-54,9.9147929227203196e-17,4.139450254623891e-36,2.716220736960554e-25,9.2105822095212406e-38,9.3352696660087128e-39,2.1090470059616497e-20,3.9363377008917957e-42,5.9877119423098986e-06,1.7477047019057095e-06,2.0463592123711377e-11,1.5858754273923722e-14,9.9055434367185738e-11,4.9782656392534265e-16,1.8570450237464425e-14,1.9637573005470576e-11,6.4737965115356426e-17,1.2186644618992597e-19,2.8041221904384565e-25,6.367066346305238e-26
2.000593525618822e-11,0.09977366400000001,0.80000000000000004,0.0,0.2893355000271684,0.09999371040276063,0.09999908206518042,5.8521553822528884e-26,5.2436285676100566e-19,2.32781338728157e-18,1.40493688282885e-18,2.2617548494074395e-22,5.5448419008985116e-24,5.8474047709884798e-16,2.0988653559169022e-54,1.0419288499238052e-16,4.9846654641390992e-36,3.0853355018679341e-25,1.1839448550106987e-37,1.2385456165614869e-38,2.331947901679706e-20,4.9879411577255921e-42,6.2895550673589781e-06,1.8358696224900549e-06,2.0898537177920636e-11,1.6686562622870886e-14,1.0595368145163003e-10,5.0840796718419313e-16,1.8966056377496418e-14,2.1253281414895308e-11,7.7502391269176041e-17,1.2904493768511715e-19,3.6123762268334772e-25,8.2477607647354951e-26
2.0966720557496685e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933511003180906,0.09999340857904529,0.099999037982857975,7.8690334134546578e-26,5.8284724249903773e-19,2.5108445527023214e-18,1.7511098295636482e-18,2.4967702631008533e-22,6.2436670872459229e-24,6.2701192420110642e-16,2.8215244784774831e-54,1.0924279787233858e-16,5.9473825100746869e-36,3.4811132827239936e-25,1.5067753161207591e-37,1.6207775492447395e-38,2.5662009211469909e-20,6.2481754111470196e-42,6.5913767289808391e-06,1.9240342665241907e-06,2.1303297188851412e-11,1.7516100139618007e-14,1.1295292227727109e-10,5.1825502301649304e-16,1.9334290738412605e-14,2.2901803932635943e-11,9.1946780193321811e-17,1.3623847026158159e-19,4.5932452825054864e-25,1.0541985126138346e-25
2.192750585880515e-11,0.09977366400000001,0.80000000000000004,0.0,0.2893347200580913,0.099993106776789242,0.099998993900673794,1.0430457628990157e-25,6.4451275660644407e-19,2.6977599347802485e-18,2.1600383205349211e-18,2.7405652491892408e-22,6.991656053316057e-24,6.6997366800420976e-16,3.7402900583416976e-54,1.1429773848235655e-16,7.0367408201501578e-36,3.9037869928361892e-25,1.8999227441295519e-37,2.0945963578773865e-38,2.8118298198818454e-20,7.7452345046731735e-42,6.8931769286977829e-06,2.0121986340218199e-06,2.1680140985005377e-11,1.8347379728380512e-14,1.200463482062945e-10,5.2742292791169148e-16,1.967721563212018e-14,2.458086950901197e-11,1.0818876280400228e-16,1.4344708809975258e-19,5.7716944228949708e-25,1.3311711608283164e-25
2.2888291160113613e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933433010601994,0.099992804995991003,0.099998949818627891,1.3646049535177098e-25,7.0936677394247323e-19,2.8883762060705156e-18,2.6393213325570689e-18,2.992681126805298e-22,7.7895772971757069e-24,7.1357824148402512e-16,4.8951855497577082e-54,1.1935777269157207e-16,8.2620274342831269e-36,4.3535573132520884e-25,2.3749964230410154e-37,2.6761631327247661e-38,3.0688585776343034e-20,9.509440918399605e-42,7.1949556680320164e-06,2.10036272499665e-06,2.2031166859911421e-11,1.9180408993217398e-14,1.2722766236281893e-10,5.3596272955196372e-16,1.9996738358221545e-14,2.6288377783238682e-11,1.2634687009316624e-16,1.5067088304219367e-19,7.1746660841395447e-25,1.6624042796040239e-25
2.3849076461422077e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933394017559932,0.099992503236649002,0.099998905736720226,1.7640451704138698e-25,7.7741671162037141e-19,3.0825279644240986e-18,3.1970444431812289e-18,3.2526755468854679e-22,8.6381466456872085e-24,7.5778174543168928e-16,6.3318769548756e-54,1.2442296197958219e-16,9.6326630432920244e-36,4.8305974214558545e-25,2.9449221533661337e-37,3.3835442655515609e-38,3.3373113150214861e-20,1.1573278014871047e-41,7.4967129485056377e-06,2.1885265394623806e-06,2.2358315385825418e-11,2.0015205163967498e-14,1.3449104116547479e-10,5.4392163854635563e-16,2.0294622848524455e-14,2.802238625821002e-11,1.465403807382111e-16,1.5790995419952634e-19,8.8311039038565673e-25,2.0551274838588232e-25
2.480986176273054e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933355026683322,0.099992201498761729,0.099998861654950796,2.2554452775404414e-25,8.4867004191051981e-19,3.2800663839583873e-18,3.8417825980907081e-18,3.5201238421906555e-22,9.5380312130142007e-24,8.0254358030675622e-16,8.1021237713424576e-54,1.2949336376633311e-16,1.115818927724011e-35,5.3350566925926062e-25,3.6240231737424053e-37,4.2368299922330111e-38,3.6172123197531901e-20,1.3971419414759402e-41,7.798448771640648e-06,2.2766900774327157e-06,2.2663381267809749e-11,2.0851784455364358e-14,1.4183109876526071e-10,5.5134331681909993e-16,2.0572500442584471e-14,2.9781098435756407e-11,1.688891852231277e-16,1.6516440169751077e-19,1.0771973065368569e-24,2.5170949367046014e-25
2.5770647064039005e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933316037972512,0.099991899782327698,0.099998817573319632,2.8546122646083887e-25,9.2313429392718599e-19,3.4808579671883007e-18,4.5826023550404463e-18,3.7946199090953896e-22,1.04898530625989e-23,8.4782619817723216e-16,1.0264237127915928e-53,1.3456903171729831e-16,1.2848257163966465e-35,5.8670635499688594e-25,4.4281015460267294e-37,5.2582535531811498e-38,3.9085860631143749e-20,1.6740755581543983e-41,8.1001631389589462e-06,2.3648533389213676e-06,2.2948024309808603e-11,2.1690154221402119e-14,1.4924285414540755e-10,5.5826814439438087e-16,2.0831879857258153e-14,3.156285284070003e-11,1.9351366486929279e-16,1.7243432873097211e-19,1.3030277529276739e-24,3.0565895395784332e-25
2.673143236534747e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933277051427814,0.099991598087345313,0.099998773491826676,3.5791955788568361e-25,1.000817048940364e-18,3.6847833911855839e-18,5.4290636601702681e-18,4.0757767063259542e-22,1.1494192593899595e-23,8.9359487330438579e-16,1.2883544279788401e-53,1.3965001602572276e-16,1.4712616681428927e-35,6.4267284684782365e-25,5.3745199161241949e-37,6.4723108479249383e-38,4.211457147395498e-20,1.9920417869053219e-41,8.4018560519823167e-06,2.4530163239420494e-06,2.3213779556473146e-11,2.2530321986542489e-14,1.5672170067785143e-10,5.647334661286e-16,2.1074156403073675e-14,3.3366112869901494e-11,2.2053458434317776e-16,1.7971983106581918e-19,1.5641074471655884e-24,3.6824262299207083e-25
2.7692217666655933e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933238067049483,0.09999129641381313,0.09999872941047197,4.4488020803964295e-25,1.0817259342640528e-18,3.8917364409999987e-18,6.3912212083894349e-18,4.3632264445289919e-22,1.255159167403755e-23,9.3981749000740663e-16,1.6032858713321041e-53,1.4473636367360632e-16,1.6761107326459534e-35,7.0141468699197123e-25,6.4822835677850113e-37,7.9058804672007284e-38,4.5258502766563531e-20,2.3551800270562024e-41,8.7035275122324559e-06,2.5411790325084714e-06,2.3462066671078783e-11,2.3372299312728566e-14,1.6426337797727151e-10,5.7077381985814447e-16,2.130062050935419e-14,3.5189457405895446e-11,2.5007299631650807e-16,1.870209946758804e-19,1.8641486215441435e-24,4.4039544877453512e-25
2.8653002967964398e-11,0.09977366400000001,0.80000000000000004,0.0,0.2893319908483778,0.099990994761729582,0.09999868532925546,5.4851114571619284e-25,1.1658686191275757e-18,4.101623023815838e-18,7.4796254357840804e-18,4.6566205301497315e-22,1.3662556533730893e-23,9.8646434649525948e-16,1.9792955218247883e-53,1.4982811867304201e-16,1.9003649623168962e-35,7.6294013175003653e-25,7.7721226986178878e-37,9.5883440032536242e-38,4.8517902732545978e-20,2.7678579096560421e-41,9.0051775212309468e-06,2.6293414646343489e-06,2.3694198607565166e-11,2.4216095117750711e-14,1.7186394588393434e-10,5.7642114737441699e-16,2.1512465610065574e-14,3.703157213703338e-11,2.8225015705372553e-16,1.9433790396673617e-19,2.2070709924574991e-24,5.2310601468458768e-25
2.9613788269272865e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933160104792904,0.099990693131093156,0.099998641248177186,6.711991960813459e-25,1.2532528137010045e-18,4.3143602577095782e-18,8.7053231872768814e-18,4.9556293162079131e-22,1.4827560445629161e-23,1.0335079734387029e-15,2.4253049389855091e-53,1.5492532228941998e-16,2.1450237497425906e-35,8.2725633897002157e-25,9.2665748597299855e-37,1.1551706556513027e-37,5.1893020725089926e-20,3.2346730792801819e-41,9.3068060804992705e-06,2.7175036203333992e-06,2.3911389630944221e-11,2.5061714514232982e-14,1.7951976039649833e-10,5.8170498954585954e-16,2.1710795431819031e-14,3.8891241529847711e-11,3.1718745181504051e-16,2.0167064073762274e-19,2.5970025312094015e-24,6.1741665989846237e-25
3.057457357058133e-11,0.09977366400000001,0.80000000000000004,0.0,0.2893312112691504,0.099990391521902353,0.099998597167237094,8.1556163444073756e-25,1.3438862681813919e-18,4.5298756293995218e-18,1.0079858097760153e-17,5.259941702728383e-22,1.6047046201541072e-23,1.0809229661652502e-15,2.9511281100463241e-53,1.6002801324787359e-16,2.4110931448530099e-35,8.9436956349122215e-25,1.099006750829246e-36,1.3830717367980433e-37,5.5384106928597362e-20,3.7604548091953659e-41,9.6084131915588015e-06,2.8056654996193386e-06,2.4114762735467305e-11,2.5909163768192503e-14,1.8722745140595457e-10,5.8665266678854596e-16,2.1896630737115256e-14,4.076734140419426e-11,3.5500632907979784e-16,2.0901927649812301e-19,3.0382800587815515e-24,7.2442354700923326e-25
3.153535887188979e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933082151204359,0.099990089934155646,0.099998553086435196,9.8445778968256309e-25,1.4377767690954033e-18,4.7481062158760873e-18,1.1615270720595096e-17,5.5692646218530278e-22,1.7321428403548526e-23,1.1286858294614413e-15,3.5675201537704892e-53,1.6513622792421416e-16,2.699585245333675e-35,9.6428532959904298e-25,1.2969000626845307e-36,1.6462990512953826e-37,5.8991412279114546e-20,4.3502654674570841e-41,9.9099988559308144e-06,2.8938271025058862e-06,2.4305356505450803e-11,2.6758450301789622e-14,1.9498390210703932e-10,5.9128944597764202e-16,2.2070915565186243e-14,4.2658832066231714e-11,3.9582824269606096e-16,2.1638387370969907e-19,3.5354496844097819e-24,8.4527668383409505e-25
3.249614417319826e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933043177660972,0.099989788367851481,0.099998509005771508,1.1810006481260348e-24,1.5349321347207741e-18,4.9689979651791232e-18,1.3324098433969541e-17,5.8833224368464197e-22,1.8651095582851847e-23,1.1767748340445588e-15,4.2862263461129717e-53,1.7025000052150791e-16,3.0115176541466759e-35,1.037008562241551e-24,1.5231829367163232e-36,1.9489125597329009e-37,6.2715188530460956e-20,5.0094018500273401e-41,1.0211563075136479e-05,2.9819884290067604e-06,2.4484131460222154e-11,2.7609579453764681e-14,2.0278622996099379e-10,5.9563869480846101e-16,2.223452299684526e-14,4.4564751957750719e-11,4.3977460114530007e-16,2.2376449184810054e-19,4.09326710561129e-24,9.8117990564964344e-25
3.345692947450672e-11,0.09977366400000001,0.80000000000000004,0.0,0.28933004206285012,0.09998948682298836,0.099998464925245986,1.4085684497553304e-24,1.6353602124789956e-18,5.1925050318901248e-18,1.5219375152725313e-17,6.2018562794166903e-22,2.0036412159271469e-23,1.2251698838282183e-15,5.1200314385161473e-53,1.7536936323337501e-16,3.3479129983499193e-35,1.1125437069635239e-24,1.7809146681397236e-36,2.2952828404665195e-37,6.6555688161524543e-20,5.7433963957116827e-41,1.0513105850696851e-05,3.0701494791356837e-06,2.4651975921893842e-11,2.8462555226898434e-14,2.1063176908627608e-10,5.9972202454880533e-16,2.2388260487232956e-14,4.6484211783101888e-11,4.8696672318364885e-16,2.3116118713113891e-19,4.7166977856772817e-24,1.1333908234925555e-24
3.4417714775815186e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932965237076569,0.099989185299564756,0.099998420844858632,1.6708162700532979e-24,1.7390688776486338e-18,5.4185891632062831e-18,1.7314630870517117e-17,6.5246233454575419e-22,2.1477720253444174e-23,1.2738523931663807e-15,6.0828092450933088e-53,1.8049434639501234e-16,3.7097985037716108e-35,1.1908948494024322e-24,2.0733765908427536e-36,2.6901031449633592e-37,7.0513164231027567e-20,6.5580182964835654e-41,1.0814627184132888e-05,3.1583102529063742e-06,2.4809711442015202e-11,2.9317382470756165e-14,2.1851805397158933e-10,6.0355942205956475e-16,2.2532874804389196e-14,4.8416389077635129e-11,5.3752579919030039e-16,2.3857400960331894e-19,5.4109170232431891e-24,1.3032207435971405e-24
3.537850007712365e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932926270035714,0.099988883797579142,0.099998376764609473,1.9716875817472259e-24,1.8460660315468948e-18,5.6472191317743419e-18,1.9623891054490773e-17,6.851396165457856e-22,2.2975341362834933e-23,1.3228051733224295e-15,7.1895724796681435e-53,1.8562497862286662e-16,4.0982056204872769e-35,1.2720658143631465e-24,2.404080328789956e-36,3.1384014399895268e-37,7.4587870365447472e-20,7.4592745155456e-41,1.1116127076965441e-05,3.2464707503325533e-06,2.4958097820406495e-11,3.0174066057462451e-14,2.2644280441574202e-10,6.0716937189386529e-16,2.2669056588691801e-14,5.036052318433179e-11,5.9157285761966403e-16,2.4600300444180349e-19,6.181309927111225e-24,1.4920345624710341e-24
3.6339285378432114e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932887305162497,0.099988582317030034,0.099998332684498453,2.3154257916910517e-24,1.9563595993210766e-18,5.878370211758858e-18,2.2161675912214025e-17,7.1819618625934788e-22,2.4529577911798868e-23,1.372012327470029e-15,8.4565228275104255e-53,1.9076128694381084e-16,4.5141696944205144e-35,1.356060243644538e-24,2.7767760377958708e-36,3.6455524333445528e-37,7.8780060770462957e-20,8.4534107243151564e-41,1.1417605530715252e-05,3.3346309714279439e-06,2.5097837746824515e-11,3.1032609643139539e-14,2.3440391159976289e-10,6.1056896922041794e-16,2.2797444569194272e-14,5.2315910607944467e-11,6.4922873601401929e-16,2.5344821425686143e-19,7.0334713080570453e-24,1.7012506415661761e-24
3.730007067974058e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932848342456974,0.099988280857915862,0.099998288604525615,2.7065857488742223e-24,2.069957528245669e-18,6.1120236948864138e-18,2.4942999548449735e-17,7.5161214089290732e-22,2.6140714685134305e-23,1.4214591535862366e-15,9.9011012399043297e-53,1.959032969146119e-16,4.9587296807294848e-35,1.4428816694197258e-24,3.1954606355621964e-36,4.2172895802563958e-37,8.308999015883863e-20,9.5469121684615499e-41,1.171906254690296e-05,3.4227909162062658e-06,2.5229581093731971e-11,3.1893016550353907e-14,2.4239942520388548e-10,6.1377402425880737e-16,2.2918629472949378e-14,5.4281900718336785e-11,7.1061405608629074e-16,2.6090967863046291e-19,7.9732054980549841e-24,1.9323406650185541e-24
3.826085598104904e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932809381919156,0.099987979420235157,0.099998244524690902,3.1500452202274899e-24,2.1868677864086366e-18,6.3481664434474862e-18,2.798336902749069e-17,7.8536888880665163e-22,2.7809020153869418e-23,1.471132054644636e-15,1.1542038442654053e-52,2.0105103273241681e-16,5.432927894959667e-35,1.5325335828553848e-24,3.6643860181443983e-36,4.8597170679335609e-37,8.7517913688786087e-20,1.0746504472165301e-40,1.2020498127049102e-05,3.510950584681243e-06,2.5353928886351744e-11,3.27552905182114e-14,2.504275414931039e-10,6.1679915886371453e-16,2.3033157631621467e-14,5.6257891776837902e-11,7.7584920242977996e-16,2.6838743362188701e-19,9.0065261062663579e-24,2.1868294835113341e-24
3.9221641282357506e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932770423549076,0.099987678003986349,0.099998200444994356,3.6510163315169456e-24,2.307098361439582e-18,6.586790477457112e-18,3.1298783355088578e-17,8.1944907708140904e-22,2.953474770138745e-23,1.5210184555594668e-15,1.3399405652324411e-52,2.0620451733693341e-16,5.9378097982526833e-35,1.62501948848367e-24,4.1880672612758034e-36,5.5793217761404795e-37,9.2064086966712624e-20,1.2059154388892016e-40,1.2321912272674098e-05,3.5991099768665945e-06,2.5471436974278175e-11,3.3619435022682238e-14,2.5848659229975955e-10,6.1965789584861217e-16,2.3141534313448455e-14,5.8243327261312093e-11,8.4505430445483421e-16,2.7588151299528336e-19,1.0139655720194237e-23,2.4662949469473364e-24
4.018242658366597e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932731467346717,0.099987376609167927,0.099998156365435922,4.2150569711732217e-24,2.4306572594462678e-18,6.82789259338092e-18,3.4905732392457946e-17,8.5383652089402327e-22,3.1318136757392357e-23,1.5711067263725811e-15,1.5494665496361801e-52,2.1136377250493071e-16,6.4744238132016932e-35,1.7203429483931523e-24,4.7712908052174495e-36,6.3829852120005298e-37,9.6728766038846042e-20,1.3492070506155536e-40,1.262330498529827e-05,3.6872690927760435e-06,2.5582619427109827e-11,3.4485452953789574e-14,2.6657503483393546e-10,6.2236274159534114e-16,2.324422681849331e-14,6.0237692467441279e-11,9.18349221192096e-16,2.8339194892067093e-19,1.1379025559536879e-23,2.7723677282805945e-24
4.1143211884974434e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932692513312075,0.099987075235778405,0.099998112286015642,4.8480821553823081e-24,2.5575525042095596e-18,7.0714740120287499e-18,3.8821195713418176e-17,8.885161350806329e-22,3.3159413846645866e-23,1.6213861112137087e-15,1.7850723135205536e-52,2.1652881893763669e-16,7.0438211672283293e-35,1.8185076238287532e-24,5.4191226220097709e-36,7.2779954175226705e-37,1.015122073484884e-19,1.5052703910985872e-40,1.292467626644183e-05,3.7754279324233128e-06,2.5687951674860541e-11,3.5353347193444742e-14,2.7469144225885247e-10,6.2492526245459982e-16,2.3341667332439574e-14,6.2240511365468532e-11,9.9585352863826984e-16,2.9091877151275845e-19,1.2731275089449118e-23,3.1067311405446894e-24
4.21039971862829e-11,0.09977366400000001,0.80000000000000004,0.0,0.28932653561445137,0.099986773883816243,0.099998068206733459,5.5563753531703755e-24,2.6877921363843782e-18,7.3175400534014031e-18,4.3062641414466192e-17,9.234738681638773e-22,3.5058793558879271e-23,1.6718466626002782e-15,2.0491977586124963e-52,2.2169967634156673e-16,7.647055760619221e-35,1.9195173114638651e-24,6.1369163641797161e-36,8.2720588485960616e-37,1.064146677140345e-19,1.6748748822121497e-40,1.322602611762488e-05,3.8635864958221196e-06,2.5787873412323995e-11,3.6223120771449504e-14,2.8283449497504511e-10,6.273561554039315e-16,2.3434255557768579e-14,6.4251343693209023e-11,1.0776865093530639e-15,2.9846200896406639e-19,1.4203251599168551e-23,3.471120948833734e-24
